Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63)
2.1782648233020417e-19,0.6710751400533592,1.1880455396873092e-23,1.2851990859343747e-25,4.998149083394869e-31,9.491091357326306e-36,0.0,0.0,5.586945140557298e-19,7.471641889512791e-35,2.3898760629801685e-45,3.18844744356491e-59,2.116547609536815e-59,7.05042113806915e-66,2.5691296120055894e-47,2.5948610440724453e-51,2.1055737663595927e-64,3.38039335166944e-62,1.619126916103329e-57,6.292796069467906e-56,5.63958136186648e-33,9.551831424064176e-51,2.2576832162501283e-56,6.877786310923531e-107,2.5614581735345738e-80,4.680829281989159e-71,6.680492984342916e-50,2.1187762638975513e-67,1.2883633357683118e-117,1.0329941976287488e-86,2.610447060059871e-81,4.0914431425188546e-77,1.297282481044255e-60,6.456641872077824e-103,3.76,0.0,0.526669757282976,0.9999999999996586,1.9775903885778293e-43,5.007914002440342e-78,1.9284300316028826e-15,1.9284300316028826e-15,7.910320475744432e-33,2.042324682224887e-36,3.414308807498156e-13,1.834858638533696e-36,6.693015485292973e-38,5.587063945083599e-19,1.2567369466427768e-30,1.2351913151460019e-41,7.591900579515595e-31,6.241369280157308e-17,1.08961374253858e-35,4.998125063892319e-31,7.103093602591336e-33,9.521973602775497e-37,1.065304660551125e-33
4.358422144278542e-19,0.6710751400533596,2.377123415958205e-23,2.5715147653962456e-25,2.0005621885999612e-30,3.79891019964349e-35,0.0,0.0,1.1178744273414939e-18,2.9906039218763824e-34,1.9133539973423806e-44,2.5527994959205187e-58,1.7001730562728083e-58,5.6446238684091276e-65,1.0283213793257878e-46,2.0775921546275188e-50,3.371879674270321e-63,5.4144775311747426e-61,1.2962860383407553e-56,5.038063144972648e-55,2.257302262065732e-32,7.647273061660689e-50,1.807977332702917e-55,8.820424869835828e-105,8.204122385471198e-79,7.566503878889074e-70,5.3498036242041615e-49,3.393987385428853e-66,1.6518269075247905e-115,3.309556662370586e-85,8.362763864013353e-80,1.3108348025886672e-75,2.078065331604011e-59,4.1440850525988004e-101,3.76,0.0,0.526669757282974,0.9999999999993169,1.5832747704799754e-42,1.603988219339441e-76,3.858535501982126e-15,3.858535501982126e-15,3.166189679035597e-32,8.17462118043347e-36,6.831583997087055e-13,7.34421633374778e-36,2.6789504452779975e-37,1.117898198564579e-18,5.030222937505327e-30,9.889041013030802e-41,3.0387387381872518e-30,1.2488161122677783e-16,4.361294585516658e-35,2.000552574539705e-30,2.8430885606166765e-32,3.811270940264279e-36,4.263994906231901e-33
8.718736786231543e-19,0.6710751400533599,4.755279621871482e-23,5.144146124487429e-25,8.004854607316084e-30,1.520059076416758e-34,0.0,0.0,2.236234253912276e-18,1.1966311129502066e-33,1.5312647052133347e-43,2.0431800327575498e-57,1.3696954225167474e-57,4.517414611262484e-64,4.114624968118586e-46,1.6627553550340214e-49,5.397378053019591e-62,8.667845248019154e-60,1.0374228096303418e-55,4.031981686199871e-54,9.032149320619712e-32,6.1201426116998134e-49,1.447114597663455e-54,1.1300945246952461e-102,2.6265128365898646e-77,1.2338285546821126e-68,4.2820076508427076e-48,5.433538616844169e-65,2.116082346609448e-113,1.0596947000199652e-83,2.6775786708388025e-78,4.197189927898783e-74,3.326836483653119e-58,2.6609325686665004e-99,3.76,0.0,0.5266697572829702,0.9999999999986334,1.26710100590755e-41,5.135092803502404e-75,7.718746442740584e-15,7.718746442740584e-15,1.2668882866999128e-31,3.270913265735696e-35,1.366613436838727e-12,2.938643161975427e-35,1.0719291283552181e-36,2.2362818066641822e-18,2.0127443918260005e-29,7.914238291664359e-40,1.215891309317243e-29,2.4981744807718344e-16,1.745085919131832e-34,8.004816138555585e-30,1.1376057536521867e-31,1.525004818109049e-35,1.7061533735166205e-32
1.7439366070137546e-18,0.671075140053361,9.511593847183983e-23,1.0289408843339564e-24,3.2024630877485285e-29,6.081227433637453e-34,0.0,0.0,4.4729539070508516e-18,4.78730365118293e-33,1.2252444168163632e-42,1.6351178477265604e-56,1.110431605923695e-56,3.6146180424074937e-63,1.6461179156874068e-45,1.3304769972470646e-48,8.637701913076248e-61,1.3872298420748793e-58,8.300958863722527e-55,3.2261979479206806e-53,3.613447866491074e-31,4.897043952958054e-48,1.1579849539338542e-53,1.447212678259158e-100,8.406751558648824e-76,2.0471193731354718e-67,3.426472232636578e-47,8.6961910651758e-64,2.7097024974090593e-111,3.3920424477962925e-82,8.570643250321867e-77,1.3435038875111436e-72,5.32448444188558e-57,1.712096190310409e-97,3.76,0.0,0.5266697572829623,0.9999999999972665,1.0138733216691533e-40,1.6436026954472542e-73,1.5439168324257384e-14,1.5439168324257384e-14,5.068378093161729e-31,1.3085782952504915e-34,2.7335235079477374e-12,1.1756486177400342e-34,4.2884145180648455e-36,4.473049022812048e-18,8.052288187294429e-29,6.33259308250818e-39,4.8643569780778906e-29,4.99689121777979e-16,6.981480008220268e-34,3.2024476977421276e-29,4.551163778756886e-31,6.101012303729404e-35,6.825724474158773e-32
3.488062463794955e-18,0.671075140053363,1.9024229551752775e-22,2.0579934283722906e-24,1.281089491484216e-28,2.432690008242181e-33,0.0,0.0,8.94639321331606e-18,1.9150773114457938e-32,9.802886044518476e-42,1.3086399493219327e-55,9.115792935295182e-56,2.8919690048237166e-62,6.585007558706885e-45,1.0644906951745636e-47,1.3821841124212325e-59,2.219867471852515e-57,6.641397927503367e-54,2.581203424064159e-52,1.4454967826222372e-30,3.9180071474870883e-47,9.265054663901276e-53,1.852875061547059e-98,2.6904662646417534e-74,3.5080043357811403e-66,2.7415242731760677e-46,1.3915933970863521e-62,3.469135420089281e-109,1.0856170635967531e-80,2.7429885389339935e-75,4.299857528760179e-71,8.5204121636536e-56,1.1067291902022836e-95,3.76,0.0,0.5266697572829466,0.9999999999945327,8.11175672337206e-40,5.260125597033202e-72,3.088001208729053e-14,3.088001208729054e-14,2.0275162372382785e-30,5.234739188503739e-34,5.467343637561627e-12,4.702977204108292e-34,1.7155054218855909e-35,8.946583454902415e-18,3.221177417314654e-28,5.06655549666738e-38,1.9459011506318395e-28,9.994324691795069e-16,2.7928192858028738e-33,1.281083334982821e-28,1.82061367474419e-30,2.4406035465702683e-34,2.7305120013473824e-31
6.976314177357355e-18,0.6710751400533669,3.8049529976665516e-22,4.116098517520589e-24,5.124566486098869e-28,9.7311644773998e-33,0.0,0.0,1.7893271825798692e-17,7.66062095880799e-32,7.842681139467247e-41,1.0476360373963845e-54,7.66339268654367e-55,2.3136850384172255e-61,2.634110207222275e-44,8.516361974306361e-47,2.211616110768221e-58,3.552027751643474e-56,5.313371033277764e-53,2.0650607707213966e-51,5.782222410917622e-30,3.1345545198967073e-46,7.41251663043275e-52,2.3719636107917772e-96,8.609981602343559e-73,6.356396339988911e-65,2.1933580218349383e-45,2.2267131540116568e-61,4.440954602022924e-107,3.4742384122211467e-79,8.778175689018869e-74,1.3760576316599143e-69,1.3633649187854808e-54,7.221597344568436e-94,3.76,0.0,0.5266697572829152,0.9999999999890651,6.489713455121352e-39,1.683335771537143e-70,6.176169961335496e-14,6.176169961335499e-14,8.110394952258235e-30,2.093980879337261e-33,1.093498384637288e-11,1.881267430992854e-33,6.862300957114638e-35,1.789365231826169e-17,1.288523397056741e-27,4.053436819242968e-37,7.783921332299434e-28,1.998919163982311e-15,1.1171731724352549e-32,5.124541859108712e-28,7.28275103489621e-30,9.762811487987639e-34,1.0922492443310335e-30
1.3952817604482157e-17,0.6710751400533749,7.6100246889591735e-22,8.232308700103713e-24,2.0498682991887947e-27,3.892551769862657e-32,0.0,0.0,3.578702905057283e-17,3.06431072722281e-31,6.274293837048699e-40,8.392077525505285e-54,6.723533144962575e-54,1.8509919662632032e-60,1.0536655206038929e-43,6.813264148048208e-46,3.538683254527277e-57,5.683436246811483e-55,4.250798454936052e-52,1.6520878301215473e-50,2.3129360212904e-29,2.5077031381279693e-45,5.930207042131836e-51,3.036295097911779e-94,2.755272633815957e-71,1.2549101560750935e-63,1.7547418604965127e-44,3.5628766477706174e-60,5.684724346586299e-105,1.1117999222345419e-77,2.8091142023072234e-72,4.403549579477292e-68,2.1814630513051627e-53,4.7984657214989134e-92,3.76,0.0,0.5266697572828525,0.9999999999781298,5.19189399789687e-38,5.386827776683408e-69,1.2352507466547644e-13,1.2352507466547657e-13,3.2442239760255366e-29,8.376093923467793e-33,2.1870264062329292e-11,7.525222825350898e-33,2.744976262003297e-34,3.5787790041694425e-17,5.154198448633212e-27,3.242826425201693e-36,3.113631879756706e-27,3.997892553586912e-15,4.468783607528659e-32,2.049858448206315e-27,2.9131596813058507e-29,3.9052040868750724e-33,4.3690858654737195e-30
2.790582445873176e-17,0.6710751400533908,1.5220214496784769e-21,1.6464729082416124e-23,8.19955660679138e-27,1.5570419747519503e-31,0.0,0.0,7.157454349935662e-17,1.2257367597278669e-30,5.019494640555593e-39,6.731006366824603e-53,6.32717916581561e-53,1.480811148309621e-59,4.214704962910786e-43,5.450681144581624e-45,5.661971988516229e-56,9.093651473033676e-54,3.400680294388436e-51,1.3216859495792483e-49,9.251838199845209e-29,2.0061863194778313e-44,4.744250445700723e-50,3.886574521788069e-92,8.816999276660825e-70,2.7690443273700316e-62,1.4038156659787382e-43,5.700725907197233e-59,7.276659245977889e-103,3.557838643366545e-76,8.989322219880042e-71,1.409162288118654e-66,3.4904042281606145e-52,3.296905415897114e-90,3.76,0.0,0.5266697572827269,0.9999999999562592,4.153564492398801e-37,1.7238096573555617e-67,2.470518247696898e-13,2.470518247696902e-13,1.2977027841811239e-28,3.3504716470850354e-32,4.374082368757776e-11,3.0101197506526984e-32,1.0980017001312562e-33,7.157606547541659e-17,2.061700350343372e-26,2.594291926876618e-35,1.2454654211866786e-26,7.995839332792087e-15,1.787531626683556e-31,8.199517202572646e-27,1.1652757253840158e-28,1.562097557166901e-32,1.7476521231640422e-29
5.581183816723097e-17,0.6710751400534228,3.0440779813397873e-21,3.29295699156261e-23,3.279839324634248e-26,6.22824299984549e-31,0.0,0.0,1.4314957239386608e-16,4.9029719766026096e-30,4.015619540860288e-38,5.4124606799232734e-52,6.5790444735239006e-52,1.1846559501784814e-58,1.68589056504842e-42,4.360572842685238e-44,9.059220761380579e-55,1.4549965140652112e-52,2.720562253514528e-50,1.057355033665784e-48,3.700754102957929e-28,1.6049585788733398e-43,3.795445986764971e-49,7.167920911903379e-90,2.8214608405230397e-68,6.866536752922932e-61,1.123061403934288e-42,9.121327397273239e-58,9.314326586229523e-101,1.1385292207572522e-74,2.876608193302599e-69,4.509361578264438e-65,5.58469744172479e-51,2.652715778205512e-88,3.76,0.0,0.5266697572824758,0.999999999912518,3.3228713115283594e-36,5.516232064587625e-66,4.941053249779983e-13,4.94105324978e-13,5.190837481415488e-28,1.3401954713405714e-31,8.74819397114175e-11,1.2040540243619128e-31,4.392029346476542e-33,1.4315261629028768e-16,8.246843332317607e-26,2.075445853679623e-34,4.981887021858175e-26,1.5991732891186326e-14,7.150162873861936e-31,3.279823562956207e-26,4.661126601658454e-28,6.248422265158187e-32,6.990644040254671e-29
1.1162386558422937e-16,0.6710751400534863,6.0882653250475784e-21,6.58592518563906e-23,1.3119390661136338e-25,2.4913382737863125e-30,0.0,0.0,2.86299630170653e-16,1.961193778112512e-29,3.2125051639105093e-37,4.374179334738922e-51,7.690892162636328e-51,9.477275749472568e-58,6.743579449975246e-42,3.4884694391844763e-43,1.4494813855573272e-53,2.3280042453155064e-51,2.1764592591866216e-49,8.458865361702702e-48,1.480305405794998e-27,1.2839706718475203e-42,3.0363937698231315e-48,9.196931202671345e-88,9.028713371709737e-67,1.878138240812422e-59,8.984526717031529e-42,1.4594426024512292e-56,1.1922604189529139e-98,3.643368671971845e-73,9.205186345721807e-68,1.4430024529828763e-63,8.935556446036633e-50,2.2325817073026923e-86,3.76,0.0,0.5266697572819735,0.9999999998250356,2.65830493604501e-35,1.765201826027762e-64,9.882123253941417e-13,9.882123253941485e-13,2.07634022714148e-27,5.360795485898831e-31,1.749641588524703e-10,4.816228345445456e-31,1.7568163719446247e-32,2.8630571770973706e-16,3.298745710316349e-25,1.6603616036874856e-33,1.9927598749213975e-25,3.1983520007910354e-14,2.860072422683846e-30,1.3119327614980806e-25,1.8644553761332325e-27,2.4993754665878315e-31,2.7962647204303144e-28
2.232479204182262e-16,0.671075140053614,1.2176937134007098e-20,1.3171861683532917e-22,5.2477629359335895e-25,9.965643672189538e-30,0.0,0.0,5.72599745675298e-16,7.844785086781191e-29,2.570007943342301e-36,3.570065473609281e-50,1.0036954161697409e-49,7.581831893739059e-57,2.697435241930382e-41,2.7907800080729848e-42,2.319177683372132e-52,3.7248146509749365e-50,1.741174788545509e-48,6.76710232038248e-47,5.921229152407866e-27,1.0271780600516232e-41,2.429159773285849e-47,1.1772344318246204e-85,2.889197646787374e-65,5.499389647961651e-58,7.187635569181967e-41,2.3351886581132667e-55,1.5261464319446161e-96,1.165917659287387e-71,2.945666047315227e-66,4.617618562408171e-62,1.429692273791634e-48,2.1118471729865897e-84,3.76,0.0,0.526669757280969,0.9999999996500709,2.126647103173829e-34,5.648664217116809e-63,1.9764263262245353e-12,1.976426326224564e-12,8.30537110273096e-27,2.144320894864349e-30,3.499285455080841e-10,1.9264937875955733e-30,7.027275747726278e-32,5.726119197074643e-16,1.3194999525517188e-24,1.3282912446204113e-32,7.971049622009585e-25,6.396709424110063e-14,1.1440304234608445e-29,5.247737718012886e-25,7.457830938961755e-27,9.997516213112543e-31,1.1185073048737335e-27
4.464960300862199e-16,0.6710751400538688,2.4355469238127785e-20,2.6343735118309583e-22,2.0991065078313997e-24,3.9864823277566486e-29,0.0,0.0,1.145199976488874e-15,3.137916029081508e-28,2.0560078791104633e-35,2.9692014831633452e-49,1.42443439601668e-48,6.065470088538355e-56,1.078974808344712e-40,2.2326257742750927e-41,3.7106986361299895e-51,5.959709728994937e-49,1.392948541139008e-47,5.41368585920226e-46,2.3684931668062332e-26,8.217430555856886e-41,1.9433936660073323e-46,1.506867073984823e-83,9.245467801976897e-64,1.6781000018449584e-56,5.750114135664565e-40,3.7365466794410815e-54,1.9535938956667195e-94,3.7311773081607715e-70,9.426141594592008e-65,1.4776396003556232e-60,2.2875102296915965e-47,2.2257973952330843e-82,3.76,0.0,0.52666975727896,0.9999999993001418,1.7013189436410502e-33,1.807579501599776e-61,3.952854327877749e-12,3.952854327877864e-12,3.322150259928772e-26,8.577288823625865e-30,6.998571123134662e-10,7.705980047740656e-30,2.8109131456644825e-31,1.145224320338234e-15,5.27800309062271e-24,1.0626337697565467e-31,3.1884218652349345e-24,1.2793424270645e-13,4.5761246006826e-29,2.0990964211155662e-24,2.983134233254385e-26,3.999010335156415e-30,4.4740320195744264e-27
