Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674)
0.0032518503667639774,0.45462293388691927,5.814597241117352e-11,1.9579033894706785e-12,6.889532261106051e-10,1.4634788133916719e-07,0.0,0.0,6.0713747416629e-06,2.6479449207665105e-07,7.664710923724381e-07,1.5086326734585735e-12,2.2563777538566267e-16,3.1156224649994884e-31,1.4721687076780385e-25,9.50688378960102e-17,6.793618415086267e-11,1.504351583708701e-10,5.591290963351385e-20,3.2228894781177844e-23,4.248772971658217e-10,9.414972286444455e-20,5.151784782898225e-19,6.953612481823947e-15,2.776918942227008e-15,3.627300167390355e-11,3.044948313403433e-19,3.242783884699172e-17,3.5974841188921766e-16,3.4199897557896535e-21,3.1824876317010097e-18,2.7220009055262192e-21,5.065224743518685e-15,5.9570184499984065e-21,3.76,0.0,0.6573027926574471,0.9999766027952837,4.04099515220096e-06,3.167788304317705e-09,0.001369893957562426,0.0013706616366413803,4.096364586530651e-15,6.350857756504888e-20,1.3086393878540397e-05,5.277550108659847e-14,4.9729544579990534e-11,4.593309065172188e-09,2.0554760812620144e-10,3.640771502393863e-06,1.8913539382485625e-06,3.759363181504526e-09,4.084502384982546e-14,3.1399791386506813e-06,8.289352165356192e-12,3.541155593107921e-13,1.2301112571889939e-11,2.7393814782023967e-12,5.014031044519556e-16,1.2762078688590987e-14,5.4326052273719564e-12,2.786297276890659e-12,3.2322014336247514e-09,2.464925089413643e-10,4.17628693114144e-12,1.541621437997664e-10,2.2098137976208908e-20,1.9893459221200768e-10,1.5910195716468713e-11,3.2199328745298767e-12,2.5121417081348905e-18,8.349951874122917e-19,1.549189097651015e-19,4.409418736468579e-14,2.626785954767717e-13
0.0034129053438176748,0.4546286344039328,6.009299261886935e-11,2.0388240413277883e-12,6.948440961566215e-10,1.572392491684798e-07,0.0,0.0,6.3697180167924894e-06,2.925821718538045e-07,8.385741170781435e-07,1.764601856263127e-12,2.482726143989047e-16,-8.121313158372695e-31,1.6588861839509024e-25,1.0387985086960989e-16,6.866097867047697e-11,1.59699125345731e-10,6.579353329524683e-20,3.595385537133336e-23,4.679914890360642e-10,1.037048879299037e-19,5.616134552833879e-19,7.364240192714003e-15,2.89011009489904e-15,4.1276859244715027e-11,3.37505683800207e-19,3.848636978037669e-17,3.81832896624206e-16,3.495340132467074e-21,3.323707009155646e-18,3.1520491158676985e-21,5.3616461192504e-15,7.059615589490934e-21,3.76,0.0,0.6572346192669486,0.999976073255697,4.2539853713670785e-06,3.343745073445048e-09,0.0014376662368226695,0.0014385061396921216,4.299022967328949e-15,6.665056837541427e-20,1.3086386948735547e-05,5.6239718486943543e-14,5.303342137851734e-11,4.6447151649827495e-09,2.078754042201325e-10,3.840881534168896e-06,1.9951567507533405e-06,3.759342775429979e-09,4.402244876817439e-14,3.2616401608273397e-06,9.094974489947208e-12,3.93306080158209e-13,1.3538178676873521e-11,2.8077966853462845e-12,5.367958071172291e-16,1.3700234579946984e-14,5.73154007496679e-12,3.067728991933641e-12,3.3941372729837187e-09,2.4924786429114085e-10,4.63801738294045e-12,1.7834317371864037e-10,2.4413100824944198e-20,2.1642440621338715e-10,1.7308844235119482e-11,3.545341114861418e-12,2.7660047169177414e-18,9.301233615977853e-19,1.7064601363930217e-19,4.85011227929365e-14,3.032330548994297e-13
0.003573960320871372,0.4546343346654998,6.205147259794962e-11,2.120978572704248e-12,7.010316581734828e-10,1.684891778861018e-07,0.0,0.0,6.667666395162949e-06,3.2181722920140767e-07,9.133958746905816e-07,2.0508874001319624e-12,2.720810827672795e-16,2.4374962268083888e-30,1.862107263157941e-25,1.1314118062985892e-16,6.940588217773402e-11,1.6915358497022605e-10,7.694825483163356e-20,3.9940143939169334e-23,5.131873803398847e-10,1.1372159678259762e-19,6.104541731775403e-19,7.782957833897361e-15,3.1678665331951562e-15,4.673099385541941e-11,3.724263189191157e-19,4.540447996296125e-17,4.0439480634024837e-16,3.582792687461886e-21,3.638555200708227e-18,3.661467620956238e-21,5.664707144516098e-15,8.31027262777638e-21,3.76,0.0,0.6571664494681857,0.9999755417296065,4.468821243678137e-06,3.521595175501802e-09,0.0015054314643056673,0.0015063463157543268,4.501660261276149e-15,6.97922322973124e-20,1.3086379992478823e-05,5.980388390510266e-14,5.64335719413058e-11,4.697518371747105e-09,2.1026590128199445e-10,4.043267720226228e-06,2.10012729463063e-06,3.759334270655833e-09,4.7317537270554e-14,3.3806002934644015e-06,9.937331350967602e-12,4.349019862680904e-13,1.4833594824002448e-11,2.87929590612782e-12,5.735295211396276e-16,1.467558224452133e-14,6.033918189044e-12,3.3638611788404764e-12,3.5558062729635024e-09,2.5207811449692473e-10,5.127862319287352e-12,2.0491989828315667e-10,2.6851175178104628e-20,2.3462499926064483e-10,1.8764326142660116e-11,3.887747949202487e-12,3.033128439153122e-18,1.0320689161435727e-18,1.872064335091873e-19,5.311426194747452e-14,3.4779132831316616e-13
0.0036995195321701782,0.4546387784381512,6.358561235683448e-11,2.185883879543927e-12,7.060615449445321e-10,1.7750967029061467e-07,0.0,0.0,6.899666451684218e-06,3.4561652200405573e-07,9.735750647798057e-07,2.2964983837584755e-12,2.9148219038856764e-16,1.0651427362268363e-31,2.0327838837722437e-25,1.2068495909984868e-16,7.000059819819273e-11,1.766597842277672e-10,8.659922895772628e-20,4.3234196396244887e-23,5.498662502191417e-10,1.2185082458552622e-19,6.502006183945045e-19,8.115256354337826e-15,3.2126685709917726e-15,5.130989461853429e-11,4.009961253778553e-19,5.144891897271082e-17,4.2232716589449625e-16,3.6452053240106875e-21,3.7052211921508255e-18,4.067993610573068e-21,5.905840949251777e-15,9.396829979187102e-21,3.76,0.0,0.65711330640746,0.9999751259461002,4.637647205164699e-06,3.6615946420415024e-09,0.001558256659761932,0.0015592317935080788,4.65962261246271e-15,7.224126137923508e-20,1.3086374551480503e-05,6.265421230656181e-14,5.915288548854108e-11,4.739655061255564e-09,2.1217313302679424e-10,4.202666726799466e-06,2.1827929751971665e-06,3.7593360004255e-09,4.996902994936507e-14,3.471507540007812e-06,1.0619496762166365e-11,4.69034414931165e-13,1.5883929243607557e-11,2.9372035006789554e-12,6.031166434289642e-16,1.5462706451920818e-14,6.2721023283e-12,3.6051346248702783e-12,3.6816261929761793e-09,2.5433665390173437e-10,5.529636897436417e-12,2.2737125112401357e-10,2.88382692245815e-20,2.4931157505666795e-10,1.9938756213484272e-11,4.1667238068511105e-12,3.2507670644681784e-18,1.1164636031052344e-18,2.0070762642714033e-19,5.68537635375902e-14,3.8543885554357985e-13
0.0038250787434689843,0.45464322205450824,6.512653078732267e-11,2.2515556836532754e-12,7.112729536007505e-10,1.8675020689200485e-07,0.0,0.0,7.131413514446701e-06,3.7030112471699505e-07,1.0353430492095045e-06,2.5629033461793834e-12,3.11626842132336e-16,-1.3320877280638332e-31,2.2144759242075674e-25,1.2851370140364138e-16,7.06075739997449e-11,1.8428692513613802e-10,9.714753930516912e-20,4.669814349296636e-23,5.878101400675034e-10,1.302605445388041e-19,6.914640184742012e-19,8.452923329869529e-15,3.3313736976819847e-15,5.61870589847208e-11,4.3075857260754768e-19,5.811030483893703e-17,4.405697819688576e-16,3.710985273776258e-21,3.849455207831121e-18,4.523619043682092e-21,6.151384922528896e-15,1.0588656036188797e-20,3.76,0.0,0.6570601654299563,0.9999747089124558,4.8076936857986026e-06,3.802800951667565e-09,0.001611077568947923,0.0016121145775273497,4.8175721464675995e-15,7.469009177125299e-20,1.3086369093910393e-05,6.556835430183484e-14,6.193366376953725e-11,4.782645039793147e-09,2.1411866678131838e-10,4.3635145795286835e-06,2.2662022602176842e-06,3.7593452194655855e-09,5.269335861900997e-14,3.5608381835464497e-06,1.1323895567574237e-11,5.046890368280886e-13,1.6969572283849343e-11,2.9970299696995726e-12,6.335757460758238e-16,1.627391126722706e-14,6.512480684156893e-12,3.855708236257451e-12,3.807229154762732e-09,2.566409332809002e-10,5.949153393455085e-12,2.5139623039749377e-10,3.0901539621351615e-20,2.6443744144253396e-10,2.114830631612529e-11,4.456452837237222e-12,3.476794334144684e-18,1.20537948776582e-18,2.147370827066619e-19,6.07186919850428e-14,4.257445748657691e-13
0.00393808203363791,0.4546472211752821,6.651907666901783e-11,2.3113219913599626e-12,7.161187615638771e-10,1.9525558507596574e-07,0.0,0.0,7.339765291676937e-06,3.9327600709524727e-07,1.0922702973022278e-06,2.821333025522632e-12,3.3040596724425343e-16,1.0419284187527673e-33,2.387955631437341e-25,1.3580711586632387e-16,7.116434408022954e-11,1.9125670366318863e-10,1.0745572655879038e-19,4.996486088638765e-23,6.230411596687073e-10,1.3806910376524401e-19,7.299083277164897e-19,8.7615764684952e-15,3.4558425802133286e-15,6.084067002837368e-11,4.585758307524161e-19,6.466985326165783e-17,4.572609104572631e-16,3.774800395791142e-21,3.998908858948435e-18,4.968913422329342e-21,6.3762664390319805e-15,1.1757292645124756e-20,3.76,0.0,0.6570123402951081,0.9999743324975369,4.961814983926989e-06,3.930938843312524e-09,0.0016586127223280707,0.0016597067575412074,4.959715768014763e-15,7.689386923954441e-20,1.3086364167866652e-05,6.824676228861986e-14,6.448991547120355e-11,4.822067347637446e-09,2.1590247819839177e-10,4.509540189032418e-06,2.3419187072893983e-06,3.759360015877818e-09,5.5208000353918734e-14,3.6399106241458977e-06,1.1976828636740075e-11,5.381020753061716e-13,1.797678205113308e-11,3.0525313818713987e-12,6.617523353633813e-16,1.7025094990690928e-14,6.730734195371532e-12,4.089321689299909e-12,3.920067108411445e-09,2.58753987756301e-10,6.342129128542402e-12,2.7440620808985505e-10,3.2824141823072514e-20,2.784291918277002e-10,2.226715290008953e-11,4.726570945257404e-12,3.687522245967538e-18,1.2894139622096458e-18,2.278239181097724e-19,6.430444845952696e-14,4.64376285706107e-13
0.004051085323806836,0.4546512201689039,6.791694515839067e-11,2.3717196656617058e-12,7.211122265588668e-10,2.0394060646923448e-07,0.0,0.0,7.5479044172346125e-06,4.169712220607299e-07,1.1504431865099246e-06,3.0982709823567194e-12,3.4981150064030403e-16,-1.2483978029300896e-31,2.5711360448096987e-25,1.4333908706234164e-16,7.173107267492292e-11,1.9832806254400283e-10,1.1858067975527104e-19,5.337678722917845e-23,6.592967088715778e-10,1.46104843896108e-19,7.696102888194523e-19,9.074812415958e-15,3.581782947741681e-15,6.575302655548393e-11,4.873804871165501e-19,7.179906416881031e-17,4.742174388119869e-16,3.839357069585153e-21,4.1499576155677176e-18,5.4475426005623364e-21,6.6049642424746306e-15,1.3022563194612621e-20,3.76,0.0,0.6569645167801094,0.9999739550404929,5.116991869374362e-06,4.0600922063188386e-09,0.0017061444035884482,0.0017072967141494822,5.101849006936478e-15,7.90974857597518e-20,1.3086359228179563e-05,7.097893882726809e-14,6.709781020806734e-11,4.862183357976869e-09,2.17717434188626e-10,4.656783683856184e-06,2.4182604149817535e-06,3.759381042446623e-09,5.778252318072673e-14,3.7177482361437017e-06,1.2647706683784535e-11,5.72790094807187e-13,1.901248525050727e-11,3.1096184324036055e-12,6.906718033800779e-16,1.779678968806075e-14,6.95083390061294e-12,4.330745977765939e-12,4.03269389567715e-09,2.609042275980982e-10,6.749927992492871e-12,2.9876882151570664e-10,3.480941490158221e-20,2.927820872898617e-10,2.3414863678856135e-11,5.005719669746416e-12,3.9052950332370885e-18,1.377387726869538e-18,2.4135514833675383e-19,6.799197471093745e-14,5.053185882315071e-13
0.0041640886139757615,0.45465521903515554,6.932003978147951e-11,2.432754660398574e-12,7.262536520657577e-10,2.1280592916126434e-07,0.0,0.0,7.755827545514509e-06,4.413881311076113e-07,1.2098426544650194e-06,3.3945272935688437e-12,3.69855267209375e-16,-3.13467849344411e-32,2.7643683367312213e-25,1.5111496604957073e-16,7.230776991624628e-11,2.0550273172215653e-10,1.3056774275635465e-19,5.693796506624436e-23,6.965767229590483e-10,1.5436775630023519e-19,8.105944041277201e-19,9.392827874948168e-15,3.6945356917877855e-15,7.093245450224826e-11,5.171834040152506e-19,7.953313489213526e-17,4.914462198125106e-16,3.9055042494855465e-21,4.288583497432204e-18,5.9580942713592834e-21,6.837612379260336e-15,1.4390277781070115e-20,3.76,0.0,0.6569166948528807,0.9999735765271411,5.273256169774575e-06,4.190279034733155e-09,0.0017536726126061101,0.0017548844281875366,5.243971862868903e-15,8.130094132719019e-20,1.3086354274716808e-05,7.376606690077151e-14,6.975838577715781e-11,4.902994113592433e-09,2.1956358425898595e-10,4.805266111724488e-06,2.4952382769843783e-06,3.7594083951587065e-09,6.041744942036956e-14,3.7943705357570967e-06,1.3336507677521719e-11,6.087734827327363e-13,2.0076639189986764e-11,3.1683062788469962e-12,7.203546744400751e-16,1.858952850701698e-14,7.172812564402529e-12,4.580122706826884e-12,4.145093232295237e-09,2.630917083454478e-10,7.17276772639334e-12,3.245205865279562e-10,3.685782297906986e-20,3.074986074098477e-10,2.4591634431967693e-11,5.294062451427885e-12,4.130240205483799e-18,1.469442316700196e-18,2.553391729403049e-19,7.178138669961734e-14,5.486481317383399e-13
0.004277091904144687,0.4546592177738442,7.072844470024589e-11,2.494433392570614e-12,7.3154337218184e-10,2.2185220698630552e-07,0.0,0.0,7.963531526783856e-06,4.665279907799431e-07,1.2704499469064536e-06,3.7109253579298e-12,3.9054828864953434e-16,-5.046447311879318e-32,2.9681409812620664e-25,1.5913618462751049e-16,7.28944388451263e-11,2.127824191587119e-10,1.4346347402523015e-19,6.06522807896162e-23,7.348811371984635e-10,1.6285783268178385e-19,8.52874285962252e-19,9.715808280618245e-15,3.82104302557148e-15,7.6387411429666e-11,5.479933554013488e-19,8.790860586889868e-17,5.089542253884579e-16,3.9736406316692084e-21,4.441613088886639e-18,6.50749099519829e-21,7.074302127673978e-15,1.5866485704665878e-20,3.76,0.0,0.6568688744812974,0.999973196943173,5.4306397745631895e-06,4.3215173420039235e-09,0.0018011973492525887,0.0018024698807934116,5.386084335421699e-15,8.350423593608248e-20,1.3086349307204638e-05,7.660879745922771e-14,7.247255934178705e-11,4.944500823854261e-09,2.2144098474504785e-10,4.955008552001949e-06,2.572863202645005e-06,3.759442161358317e-09,6.31130353884462e-14,3.869796737582202e-06,1.4043182426048767e-11,6.460729473739296e-13,2.1169173364454822e-11,3.2286101732854113e-12,7.508200958328506e-16,1.9403758222590193e-14,7.396703038069546e-12,4.837599687010516e-12,4.25724916402003e-09,2.6531649283520663e-10,7.610868309573377e-12,3.5169773025135817e-10,3.8969808190530266e-20,3.225812267448054e-10,2.5797665432555713e-11,5.591769966108661e-12,4.362490912994936e-18,1.5657313582669912e-18,2.6978475010634743e-19,7.5672821607669e-14,5.944429708340333e-13
0.004390095194313613,0.4546632163848107,7.214204611577299e-11,2.5567613147503498e-12,7.369816388665162e-10,2.3108009016268645e-07,0.0,0.0,8.171013404376884e-06,4.923919551011259e-07,1.332246612826159e-06,4.0483012862782845e-12,4.119033882345469e-16,8.064361599121321e-32,3.182504398781811e-25,1.6740695292183706e-16,7.349108403057481e-11,2.2016889578692805e-10,1.573160190794015e-19,6.452390589229552e-23,7.742098868415697e-10,1.7157506442322294e-19,8.964681654208726e-19,1.0043899775920042e-14,3.944623948618595e-15,8.212646447305549e-11,5.798213837387712e-19,9.696334411284079e-17,5.267485476874995e-16,4.043896162181851e-21,4.592828774746912e-18,7.094173601191302e-21,7.31515951163835e-15,1.7457460408377735e-20,3.76,0.0,0.6568210556331926,0.9999728162741581,5.589174630427277e-06,4.453825150839425e-09,0.0018487186133939037,0.0018500530534031393,5.528186424198326e-15,8.570736958106982e-20,1.3086344325511611e-05,7.950829937250887e-14,7.524118654531474e-11,4.986704300903528e-09,2.2334967497994098e-10,5.106032113952041e-06,2.651146116047585e-06,3.7594824205923585e-09,6.586979614516751e-14,3.9440457590578205e-06,1.4767710870319552e-11,6.847094635335139e-13,2.2290046793256542e-11,3.290545716148704e-12,7.820886776238084e-16,2.024000610848988e-14,7.622538254246973e-12,5.1033306852284855e-12,4.369146074405279e-09,2.675786243893144e-10,8.064451919742714e-12,3.803361820849424e-10,4.114584870275544e-20,3.380324520589486e-10,2.7033154394738312e-11,5.899019730370635e-12,4.6021856447244904e-18,1.6664057385663813e-18,2.847009809956979e-19,7.966643745898564e-14,6.427826247540543e-13
0.004503098484482539,0.45466721486791517,7.356091239573168e-11,2.619745397573882e-12,7.425687178075496e-10,2.404902276736124e-07,0.0,0.0,8.378270410180802e-06,5.189810779768034e-07,1.395214499758853e-06,4.407503780593416e-12,4.339330290125106e-16,-8.639240380885508e-33,3.4084286241122637e-25,1.759305619994773e-16,7.409771368143514e-11,2.2766392482297542e-10,1.7217517430906171e-19,6.855692974306139e-23,8.145629071246719e-10,1.805194431683595e-19,9.413959849183868e-19,1.0377199843796773e-14,4.075195448872544e-15,8.815829664567437e-11,6.12676033107489e-19,1.0673658125757476e-16,5.448363993250247e-16,4.115916387943165e-21,4.751425545949251e-18,7.722273449614158e-21,7.560295639548464e-15,1.9169743381875905e-20,3.76,0.0,0.6567732382763589,0.9999724345055488,5.748892737001236e-06,4.58722049047838e-09,0.0018962364048906613,0.0018976339277461272,5.670278128779265e-15,8.79103422563999e-20,1.3086339329409494e-05,8.246535541606459e-14,7.806518275053236e-11,5.02960556002123e-09,2.252897027745825e-10,5.25835793551263e-06,2.7300979553893127e-06,3.759529256707125e-09,6.868804828780071e-14,4.017136224983101e-06,1.5510042241751717e-11,7.247042880494849e-13,2.343918743019418e-11,3.354128670782742e-12,8.141805789292497e-16,2.1098778129715543e-14,7.850351225271836e-12,5.3774754116689125e-12,4.480768692739911e-09,2.698781559155622e-10,8.533742936561161e-12,4.1047156513019303e-10,4.3386409184412465e-20,3.5385479731719427e-10,2.8298302738052862e-11,6.215996159308865e-12,4.849468269632019e-18,1.7716286806725595e-18,3.0009732001835004e-19,8.376241301345969e-14,6.937481349471962e-13
0.0046161017746514646,0.45467121322304943,7.498485468704273e-11,2.683389348770911e-12,7.483048282119527e-10,2.5008326138064713e-07,0.0,0.0,8.585299961426239e-06,5.462963155729168e-07,1.4593357493616203e-06,4.789394407394088e-12,4.566507992096205e-16,-3.165363070975196e-33,3.6455701124076717e-25,1.8471227799923598e-16,7.471433192890262e-11,2.3526930900213996e-10,1.8809271290069028e-19,7.275582247911641e-23,8.559401332680331e-10,1.896909603320492e-19,9.876827676898215e-19,1.071587063833882e-14,4.2017931971035325e-15,9.449173520267625e-11,6.465695739621906e-19,1.1726896228290456e-16,5.632251134961681e-16,4.18991889367668e-21,4.907232307687233e-18,8.391367093238065e-21,7.809837854512308e-15,2.1010177172531915e-20,3.76,0.0,0.656725422378559,0.9999720516226813,5.909826142288574e-06,4.721721399025904e-09,0.0019437507235976698,0.0019452124858405926,5.812359448733231e-15,9.011315395602949e-20,1.3086334318746806e-05,8.548117088293395e-14,8.094554878048e-11,5.073205005160789e-09,2.2726108954924289e-10,5.412007176998367e-06,2.8097296696498224e-06,3.759582761413422e-09,7.156833280506556e-14,4.089086472275712e-06,1.6270170347979423e-11,7.660790298974526e-13,2.461656776761737e-11,3.419374990039283e-12,8.471178407326751e-16,2.1980628007505322e-14,8.080175036641544e-12,5.6601998498624566e-12,4.592102096876512e-09,2.7221510858295265e-10,9.018968021231067e-12,4.421391880140579e-10,4.569197846122357e-20,3.7005079668118106e-10,2.9593311020498605e-11,6.542890888662462e-12,5.104488291173506e-18,1.881567343413296e-18,3.159835902727214e-19,8.796094787475701e-14,7.474221238587075e-13
0.00472910506482039,0.45467521145012374,7.641405409905103e-11,2.7477025038455517e-12,7.541902068582961e-10,2.5985983107099753e-07,0.0,0.0,8.792099655865179e-06,5.743385287014035e-07,1.5245927929996635e-06,5.194846923980436e-12,4.800701065252934e-16,-3.5242642119329564e-32,3.895021769216257e-25,1.9375276256057926e-16,7.534094076708877e-11,2.4298684702997196e-10,2.0512153289283693e-19,7.71247087858989e-23,8.98341500476309e-10,1.9908960751705192e-19,1.0353347752849666e-18,1.1060081731136111e-14,4.3356391330922335e-15,1.0113572457707839e-10,6.81508878411838e-19,1.2860256568050787e-16,5.819221447199163e-16,4.265938081274637e-21,5.0707247099601755e-18,9.10585257164712e-21,8.06388957364117e-15,2.2985897683461435e-20,3.76,0.0,0.6566776079075225,0.9999716676107826,6.072006939034264e-06,4.857345922307311e-09,0.001991261569364283,0.001992788709989017,5.954430383606878e-15,9.231580467360753e-20,1.3086329293289933e-05,8.855643991720062e-14,8.38831958690238e-11,5.117503837184237e-09,2.2926389105236242e-10,5.567001021648697e-06,2.8900522189198703e-06,3.759643020005141e-09,7.451091257272902e-14,4.1599145546035e-06,1.704802545362757e-11,8.088555831342172e-13,2.5822096754679682e-11,3.4863010174238277e-12,8.809204491304533e-16,2.2886054640272625e-14,8.312042849239409e-12,5.951676035321819e-12,4.703131722012779e-09,2.745895452662075e-10,9.520356075647042e-12,4.753740370925933e-10,4.806303503131062e-20,3.866229709797014e-10,3.0918381346563775e-11,6.879902595832277e-12,5.36740070319002e-18,1.9963942632315733e-18,3.3236995958918955e-19,9.226226205709312e-14,8.038888550885623e-13
0.004842108354989316,0.45467920954908453,7.784821639459582e-11,2.8126858343718944e-12,7.602250279898034e-10,2.69820569002149e-07,0.0,0.0,8.99866726973513e-06,6.031084852313919e-07,1.5909683472354863e-06,5.6247477759622645e-12,5.0420542916081095e-16,5.713774625868272e-32,4.1563927321096e-25,2.0306116749058867e-16,7.597753994478658e-11,2.5081837722061983e-10,2.2331672319295304e-19,8.166831556975681e-23,9.417669439379345e-10,2.0871537616780895e-19,1.084397872850811e-18,1.141001261394547e-14,4.467427588581368e-15,1.0809937063215495e-10,7.17507898808034e-19,1.407808973657396e-16,6.009350730713767e-16,4.344036046817709e-21,5.233398920171792e-18,9.865758331132448e-21,8.322577305401726e-15,2.510433313397247e-20,3.76,0.0,0.6566297948309568,0.9999712824549701,6.235467259972964e-06,4.994112108583691e-09,0.0020387689420340387,0.002040362582773766,6.0964909329348e-15,9.451829440281174e-20,1.308632425287865e-05,9.169238822027638e-14,8.687903639455574e-11,5.162502005772872e-09,2.3129810901767965e-10,5.7233606704233e-06,2.9710765716078614e-06,3.759710116427442e-09,7.751634845156781e-14,4.229638246712936e-06,1.7843619949321464e-11,8.530562367728264e-13,2.7055765190932022e-11,3.5549230765379203e-12,9.156114148465895e-16,2.381563289599163e-14,8.545987890329664e-12,6.2520820330950424e-12,4.813843363585412e-09,2.770014626965716e-10,1.0038138250640816e-11,5.10210769221843e-10,5.0500081705377856e-20,4.035738537068593e-10,3.227371440082533e-11,7.227236883891417e-12,5.638365904835533e-18,2.1162934890234174e-18,3.4926696778152166e-19,9.666659625444313e-14,8.632342928590166e-13
0.004955111645158242,0.4546832075198882,7.92875938464506e-11,2.8783509589167302e-12,7.664094923722801e-10,2.799661075423328e-07,0.0,0.0,9.205000751260547e-06,6.32606862738459e-07,1.6584454089881241e-06,6.079994825590202e-12,5.290712309836341e-16,1.1114766554591339e-33,4.430999856548101e-25,2.1263446847817234e-16,7.662413154805912e-11,2.58765740047814e-10,2.4273474906604e-19,8.639093560273332e-23,9.862163988258327e-10,2.1856825788473175e-19,1.1348579765242823e-18,1.1765816563527785e-14,4.604008112029111e-15,1.1539187656503109e-10,7.545722234261771e-19,1.5384892052050728e-16,6.20271605602224e-16,4.424208950598539e-21,5.4014206895736706e-18,1.0674772955019751e-20,8.586009749967751e-15,2.737322049711328e-20,3.76,0.0,0.6565819831165415,0.9999708961402587,6.4002392741564556e-06,5.132038005683432e-09,0.002086272841445189,0.00208793408705228,6.238541096231479e-15,9.672062313654241e-20,1.3086319197290849e-05,9.488974717030843e-14,8.993398680306511e-11,5.2082007466202936e-09,2.333638003634452e-10,5.881107343575919e-06,3.0528137053448994e-06,3.759784136166384e-09,8.058491346369691e-14,4.298275049071427e-06,1.8656870817184632e-11,8.987035158473518e-13,2.8317468825360386e-11,3.62525805237898e-12,9.512114851402017e-16,2.4769886520350898e-14,8.782043456389451e-12,6.561601745789998e-12,4.9242231866777094e-09,2.7945092576114217e-10,1.0572547904226417e-11,5.466837042679773e-10,5.3003614128470183e-20,4.20905971819126e-10,3.3659512250761696e-11,7.585106142710061e-12,5.917549587015885e-18,2.2414467960560895e-18,3.6668547494826055e-19,1.0117421102594775e-13,9.255461650209396e-13
0.005068114935327168,0.45468720536252744,8.073191363480746e-11,2.9446987504579897e-12,7.72743744113478e-10,2.902970740299485e-07,0.0,0.0,9.411098220492466e-06,6.628342503481894e-07,1.7270072523230465e-06,6.5614980572952685e-12,5.546827836205105e-16,5.086971462914653e-32,4.718296995915477e-25,2.224833954903393e-16,7.728071556401077e-11,2.6683080617972387e-10,2.6343423036238515e-19,9.129742923023024e-23,1.031689800296817e-09,2.2864824412626844e-19,1.1867703075470213e-18,1.2127653766185667e-14,4.740606242333695e-15,1.2302259576833267e-10,7.927156455156115e-19,1.6785307249783403e-16,6.399395768576191e-16,4.50653089989199e-21,5.5705840844498806e-18,1.1533980122402401e-20,8.854308304550778e-15,2.9800615243286254e-20,3.76,0.0,0.6565341727319376,0.9999705086515601,6.566355183623085e-06,5.2711416621337935e-09,0.002133773267430167,0.002135503205953855,6.38058087299717e-15,9.892279086814952e-20,1.308631412634776e-05,9.814966412425358e-14,9.304899462727e-11,5.254599969606452e-09,2.354609653121616e-10,6.040262276928605e-06,3.135274604951244e-06,3.759865166321936e-09,8.37171297930129e-14,4.365842191196624e-06,1.9487787880021295e-11,9.458203124778251e-13,2.9607195793538206e-11,3.6973227743846275e-12,9.877440231321742e-16,2.574939544756628e-14,9.02024290839096e-12,6.880425047969046e-12,5.034257727703253e-09,2.819379289323695e-10,1.1123820638459029e-11,5.848268203358721e-10,5.557414536275025e-20,4.386218614191612e-10,3.5075976307198336e-11,7.953729634080832e-12,6.205122803285242e-18,2.3720538332868155e-18,3.846367216824844e-19,1.0578538719394665e-13,9.90914006461459e-13
