Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674)
1.5327257069359314e-10,0.4545077834263439,6.026511591494966e-20,7.459737289088527e-25,4.513171256013683e-18,4.600386391623916e-24,0.0,0.0,5.129037541087953e-14,9.714044815031604e-23,3.257030267629819e-26,5.09882661259054e-28,1.8696286662289482e-38,1.56255007264695e-47,6.735317505773246e-35,2.0256942473339248e-24,9.77002786311558e-22,2.543904423918824e-28,5.724562233747088e-45,1.798971136445811e-45,9.44478893891756e-25,2.8800792918071116e-37,1.788226098702787e-22,7.280086063058373e-42,6.595039358080716e-31,5.257202874051998e-38,3.535452466659802e-37,1.7707486046504527e-45,8.606197910531055e-46,4.953743501860042e-48,6.819637642718069e-37,9.212358856934864e-46,1.5615209218172007e-35,7.207849316555174e-60,3.76,0.0,0.6586801829755661,0.9999954746451822,4.413253306439068e-22,7.984774744362044e-28,6.463625778008212e-11,6.463625778009955e-11,2.38418723316838e-24,4.157241124448654e-30,4.525354766190679e-06,1.7000150933318613e-27,1.0361103145334617e-29,5.128558742566793e-14,1.0471285150092776e-18,3.2192182012662594e-22,5.445415200619695e-19,1.8428106218812434e-13,2.191957172137738e-26,4.5136121290849976e-18,1.2245735375128261e-23,4.519301527048588e-28,8.926994015685382e-25,1.2391010833981228e-20,3.607775551344506e-38,5.243295058974e-34,1.8090084379322116e-22,1.2876840542761515e-41,9.77003609626681e-22,2.698685203734209e-18,5.050840012836426e-32,1.39891344990756e-38,7.545209007533924e-37,1.4509482077500386e-29,1.8262752245343764e-34,1.6119041441453747e-46,4.803409942167642e-51,3.800505352925891e-55,2.8820723683790215e-47,7.244201317905335e-38,5.183234414321456e-51
1.7212188424836884e-10,0.4545077834270116,7.095128515792932e-20,9.153602703237709e-25,5.691396984044062e-18,6.016884903149738e-24,0.0,0.0,5.759807387668127e-14,1.2250214276602553e-22,4.612449335408703e-26,7.215387611207101e-28,2.707500404051919e-38,2.2099672037301184e-47,8.484775436909481e-35,2.5520165302569e-24,1.2320719440007268e-21,3.600250338212521e-28,9.027771442869689e-45,2.5474269612734812e-45,1.1910652598868397e-24,4.078159796369673e-37,2.00536494129447e-22,1.3000362556138674e-41,9.339449976785216e-31,8.699593406984783e-38,5.006629968877033e-37,2.917821966187269e-45,1.536855194458875e-45,8.846159802214763e-48,1.0844213162648847e-36,1.6446495197378738e-45,2.483297220874919e-35,1.622351732019029e-59,3.76,0.0,0.6586801829675996,0.9999950393319841,6.249843210742385e-22,1.130772766722298e-27,7.2585162690616e-11,7.258516269063795e-11,3.003604462617677e-24,5.242053136999433e-30,4.960667958141326e-06,2.143556946315596e-27,1.3492260333239244e-29,5.759203112379807e-14,1.3204559659852909e-18,4.558801469937018e-22,6.867068269147204e-19,2.0694314691831803e-13,2.764010090232051e-26,5.692021373337421e-18,1.5442291069842753e-23,5.758747035530033e-28,1.1257287582148801e-24,1.562536239785884e-20,5.737147407751596e-38,7.4253430493259455e-34,2.0315495610427543e-22,2.2989600317529573e-41,1.232073109956562e-21,3.4029643964710857e-18,7.15261484777109e-32,2.224718704540345e-38,1.1710600209231486e-36,2.0546374248905318e-29,2.9041576995827906e-34,3.2308363062258095e-46,9.623296752721918e-51,7.621015902679939e-55,5.1351584170714525e-47,1.1726837304697016e-37,1.0389136054102104e-50
1.9097119780314453e-10,0.4545077834276792,8.235479330738003e-20,1.1065269012034002e-24,7.006098047803537e-18,7.672069778715704e-24,0.0,0.0,6.390578544828328e-14,1.508021488491194e-22,6.299728334922195e-26,9.847582038565824e-28,3.779561925629654e-38,3.0145203987403177e-47,1.043381332033557e-34,3.138437675423706e-24,1.5166892078917455e-21,4.914113017324349e-28,1.3575000824300745e-44,3.479066034041862e-45,1.4662199291222454e-24,5.569348925764588e-37,2.2219016036306753e-22,2.1857004167413157e-41,1.2755738488114935e-30,1.3725724390092917e-37,6.8379571925088495e-37,4.5758824035751505e-45,2.58387076007621e-45,1.4872783735956523e-47,1.6431433486935622e-36,2.764348087913645e-45,3.763139034191906e-35,3.3558968753543666e-59,3.76,0.0,0.658680182959633,0.999994626153321,8.536105680655955e-22,1.5444306213300737e-27,8.053406760105322e-11,8.053406760108026e-11,3.6937339307953144e-24,6.452349481880526e-30,5.373846614883226e-06,2.6383817575859236e-27,1.7128122496301277e-29,6.389834215210639e-14,1.6254294442090376e-18,6.226318648101868e-22,8.453411261456317e-19,2.29605095127955e-13,3.402259636704618e-26,7.00695089548626e-18,1.9008981961257567e-23,7.159654519111056e-28,1.3857425056215115e-24,1.923418209857244e-20,8.693470667150903e-38,1.0141662451592532e-33,2.2541062526392063e-22,3.864315217095953e-41,1.5166908003882801e-21,4.188734672892799e-18,9.768918047063355e-32,3.3713204458496645e-38,1.7321683648407416e-36,2.806073136058476e-29,4.400630541226087e-34,6.0242389179000914e-46,1.7935347674862205e-50,1.4216591619309728e-54,8.614321224480257e-47,1.8070203621213765e-37,1.937177896770881e-50
2.0982051135792022e-10,0.45450778342834686,9.447566342321704e-20,1.3208868312358422e-24,8.457268618402957e-18,9.581444548213483e-24,0.0,0.0,7.0213510264945e-14,1.8204047253088097e-22,8.355201130152465e-26,1.3051022642291939e-27,5.120923127118074e-38,3.992966018685177e-47,1.2581792522643417e-34,3.784776935253147e-24,1.830853963186179e-21,6.513322584343685e-28,1.9638627844743116e-44,4.61393490430546e-45,1.769942901597653e-24,7.385662993312661e-37,2.4378377646659913e-22,3.499248915771842e-41,1.6917445546426616e-30,2.081145389004974e-37,9.06884809858729e-37,6.892727913482247e-45,4.1367345531803235e-45,2.3811062443713373e-47,2.3941208736891945e-36,4.424472167744808e-45,5.483590812361174e-35,6.482631174068762e-59,3.76,0.0,0.6586801829516665,0.9999942339837014,1.1321274315392637e-21,2.0483602272068403e-27,8.848297251139381e-11,8.848297251142646e-11,4.45435964606601e-24,7.788089290132008e-30,5.766016228275991e-06,3.184468255773726e-27,2.1296165388170965e-29,7.020452067401183e-14,1.962044720756341e-18,8.25765777595543e-22,1.0204440920606099e-18,2.5226690681794186e-13,4.1066894982505123e-26,8.458399788224843e-18,2.2945766020858567e-23,8.724735594157781e-28,1.672737887948867e-24,2.321741840773405e-20,1.2667287112756979e-37,1.345075492729318e-33,2.476678517840505e-22,6.1853624002737e-41,1.8308560753118527e-21,5.0559746071682516e-18,1.2956060490802845e-31,4.912676622845253e-38,2.4640969227201938e-36,3.7214120320850015e-29,6.412138799842692e-34,1.0592898147988526e-45,3.1522536132827724e-50,2.5009402548959253e-54,1.3760652098213593e-46,2.6749888911215355e-37,3.4063161441228214e-50
2.2866982491269591e-10,0.45450778342901466,1.0731391857406941e-19,1.5598531789501093e-24,1.0044902874264582e-17,1.1760513231617246e-23,0.0,0.0,7.652124845900819e-14,2.162171200058546e-22,1.081519990978327e-25,1.6881154860745424e-27,6.76854924184586e-38,5.161972317012052e-47,1.4928076236118409e-34,4.490854070634745e-24,2.174565595832874e-21,8.425636586319983e-28,2.7515839158683856e-44,5.972082438518368e-45,2.1022341773127573e-24,9.559102041279851e-37,2.6531750986569507e-22,5.379808647331566e-41,2.189810439940351e-30,3.051050668558563e-37,1.1738711402145449e-36,1.0040807495436447e-44,6.359929609180625e-45,3.6607753077902046e-47,3.377070457124401e-36,6.800458220733579e-45,7.735764557791835e-35,1.1833483952783415e-58,3.76,0.0,0.6586801829437,0.9999938617548733,1.4654580612769376e-21,2.6514705880643566e-27,9.643187742163779e-11,9.643187742167655e-11,5.2852662765521906e-24,9.249231700003437e-30,6.138245050225628e-06,3.781795246308726e-27,2.602340216346508e-29,7.651056684600107e-14,2.3302975679847665e-18,1.068870207449392e-21,1.2120154001943143e-18,2.749285819891789e-13,4.877283370876046e-26,1.0046367151347659e-17,2.7252601225061105e-23,1.0456474269299106e-27,1.9867121496436613e-24,2.757501981249932e-20,1.7868886335181462e-37,1.741112077722273e-33,2.699266361765454e-22,9.507531440908932e-41,2.174568329864666e-21,6.004662784951866e-18,1.677034600394213e-31,6.930423096313053e-38,3.3940104496347304e-36,4.816806343261341e-29,9.045121949048612e-34,1.774349992808165e-45,5.277695624469099e-50,4.191051372440629e-54,2.1108932183558615e-46,3.830165468775084e-37,5.705744045174501e-50
2.475191384674716e-10,0.4545077834296823,1.2086958183651084e-19,1.8248389734618807e-24,1.1768995000616944e-17,1.4224780339177146e-23,0.0,0.0,8.282900015624967e-14,2.5333209752869427e-22,1.3716055193059434e-25,2.1393257298290766e-27,8.761256499950108e-38,6.538119773370876e-47,1.7472029472832412e-34,5.256489349395327e-24,2.547823492496196e-21,1.067874020126893e-27,3.7528204019507694e-44,7.573561200454427e-45,2.4630937562672708e-24,1.2121649849066674e-36,2.8679152751762666e-22,7.993844431455186e-41,2.777124089634547e-30,4.345736613361078e-37,1.4886950573351485e-36,1.4218978078802052e-44,9.450261670431048e-45,5.439565902940048e-47,4.6354321069732424e-36,1.0102104534334517e-44,1.0619339334855716e-34,2.0596402969616674e-58,3.76,0.0,0.6586801829357335,0.999993508452904,1.858525397171259e-21,3.3626705225915815e-27,1.0438078233178512e-10,1.0438078233183054e-10,6.186239148118336e-24,1.0835735856972292e-29,6.491547013080768e-06,4.4303416111909624e-27,3.133641567123865e-29,8.281648081798211e-14,2.7301837594991504e-18,1.3555329949765342e-21,1.420054727234179e-18,2.97590120642559e-13,5.714024959649805e-26,1.177085209124542e-17,3.192944555520614e-23,1.2357143138110898e-27,2.3276625354386092e-24,3.2306934815159253e-20,2.4528299161620993e-37,2.208125895396724e-33,2.9218697895327274e-22,1.4124378322674274e-40,2.5478269598997117e-21,7.034777802990966e-18,2.126807136433324e-31,9.513873498981892e-38,4.549766919632588e-36,6.108403869207791e-29,1.2416010393605535e-33,2.853099980150243e-45,8.482437535914327e-50,6.742110156465889e-54,3.1296216556304556e-46,5.332237963350193e-37,9.174720219398701e-50
2.663684520222473e-10,0.4545077834303501,1.3514267629433038e-19,2.1172571560994772e-24,1.3629539189023209e-17,1.6989750871561334e-23,0.0,0.0,8.913676547621595e-14,2.9338541141117537e-22,1.7094095835454738e-25,2.6642442200611206e-27,1.1139707776541628e-37,8.137901427013351e-47,2.0213019058787314e-34,6.081503544771883e-24,2.950627040525916e-21,1.3300246445156815e-27,5.002128745824156e-44,9.438428829163356e-45,2.8525216384608984e-24,1.510527394156771e-36,3.082059959127004e-22,1.1537614918183156e-40,3.4610373495785485e-30,6.036965246593432e-37,1.8552963838647875e-36,1.9654259009527328e-44,1.3639763538060556e-44,7.851034658830545e-47,6.216367109939925e-36,1.457662860390069e-44,1.4242560654367053e-34,3.4420752755877355e-58,3.76,0.0,0.658680182927767,0.9999931731154129,2.3162521694525967e-21,4.190868664644656e-27,1.1232968724183581e-10,1.1232968724188842e-10,7.15706424235402e-24,1.2547560913762276e-29,6.826884497802975e-06,5.1300863087741185e-27,3.7261388603806803e-29,8.912226273361913e-14,3.1616990701189208e-18,1.689341499681293e-21,1.6445617509492276e-18,3.2025152277896956e-13,6.616897978470118e-26,1.3631853720433695e-17,3.697625699755652e-23,1.4428818495366143e-27,2.695586290352161e-24,3.7413111932753194e-20,3.289529081638256e-37,2.7519667073608866e-33,3.1444888062608685e-22,2.0381886346062675e-40,2.950631361955467e-21,8.146298268757811e-18,2.6505526310322328e-31,1.2760018982915413e-37,5.9597213102827186e-36,7.612348006837936e-29,1.6651221852181457e-33,4.4304956193784903e-45,1.3166021794275974e-49,1.047433101750989e-53,4.507029114563433e-46,7.247080868478498e-37,1.4247248322091171e-49
2.8521776557702304e-10,0.45450778343101766,1.5013322503784287e-19,2.4385205819183868e-24,1.562652963694203e-17,2.007093032001333e-23,0.0,0.0,9.544454453253976e-14,3.3637706801936835e-22,2.0985649034256962e-25,3.268365592710115e-27,1.3946408263745704e-37,9.977723208184641e-47,2.315041362813945e-34,6.965717933899547e-24,3.3829756279287145e-21,1.631769637759155e-27,6.53643013856585e-44,1.1586749414188183e-44,3.2705178238933346e-24,1.8541925597521397e-36,3.295610810756613e-22,1.6239625295108399e-40,4.2489013272605356e-30,8.205003319261833e-37,2.2776144181946465e-36,2.660358404457745e-44,1.9198595750533376e-44,1.1050684037857803e-46,8.170755884889552e-36,2.0511715487790508e-44,1.8722239888605172e-34,5.554045977075071e-58,3.76,0.0,0.6586801829198005,0.9999928548289514,2.843560898907265e-21,5.1449734634440345e-27,1.2027859215178988e-10,1.2027859215185018e-10,8.197528194567602e-24,1.43846660303615e-29,7.145170953235488e-06,5.88100837356164e-27,4.3824131575138425e-29,9.542791273064979e-14,3.624839275847187e-18,2.0738826003373828e-21,1.8855361501235308e-18,3.429127883992918e-13,7.585886149848446e-26,1.562937115711396e-17,4.2392993543293653e-23,1.6673394414148717e-27,3.0904806596882668e-24,4.289349969670269e-20,4.323935417446735e-37,3.378484142684766e-33,3.3671234170682873e-22,2.8682759031878373e-40,3.3829809332274115e-21,9.339202800105644e-18,3.2538993548003663e-31,1.6773527994035432e-37,7.652552185987627e-36,9.344777776473623e-29,2.1887157797211955e-33,6.675986383668022e-45,1.982970506258943e-49,1.579008653636405e-53,6.329800151032895e-46,9.646812648209444e-37,2.1468266093441177e-49
3.0406707913179876e-10,0.4545077834316854,1.6584125116323504e-19,2.7900420211150833e-24,1.7759960547317692e-17,2.3483824666525828e-23,0.0,0.0,1.0175233743324026e-13,3.823070737709596e-22,2.5427040334072126e-25,3.9571679420022256e-27,1.7225701171688336e-37,1.207390426744173e-46,2.628358361750344e-34,7.908954296315001e-24,3.8448686433411806e-21,1.975855930608747e-27,8.394978934112324e-44,1.4038594869674343e-44,3.7170823125642725e-24,2.2463539857762743e-36,3.5085694856708043e-22,2.236307977229445e-40,5.148066392466528e-30,1.0938773775820577e-36,2.7595879345843244e-36,3.5355553021813324e-44,2.6437947104590726e-44,1.5217631780328773e-46,1.055319587134985e-35,2.8238560940788415e-44,2.418375376397249e-34,8.691742077755558e-58,3.76,0.0,0.658680182911834,0.9999925527265178,3.445373897086865e-21,6.233893183776838e-27,1.2822749706164732e-10,1.2822749706171584e-10,9.307418291791848e-24,1.6347010374040636e-29,7.447273380414962e-06,6.683086916014722e-27,5.105010933303525e-29,1.0173343094118569e-13,4.119600153841442e-18,2.5127426953333336e-21,2.142977604493871e-18,3.655739175044021e-13,8.620973204707179e-26,1.776340352476395e-17,4.817961318851457e-23,1.9092595886333993e-27,3.512342889036176e-24,4.87480466524646e-20,5.584970320999584e-37,4.093527698960181e-33,3.5897736270732643e-22,3.949071021158592e-40,3.844875071541011e-21,1.0613470024946359e-17,3.9424748758131787e-31,2.16667461163234e-37,9.657108265856386e-36,1.1321827846272724e-28,2.827020000182704e-33,9.798946540676194e-45,2.9092346573223217e-49,2.3186942376057696e-53,8.697346767512881e-46,1.2609838354150111e-36,3.1511114346625357e-49
3.229163926865745e-10,0.4545077834323531,1.8226677777194436e-19,3.173234160347848e-24,2.002982612819662e-17,2.7243940383998275e-23,0.0,0.0,1.0806014428100818e-13,4.311754351327045e-22,3.045459363220288e-25,4.73611286718497e-27,2.102376344253576e-37,1.4442677303729827e-46,2.961190126031584e-34,8.911034912470466e-24,4.336305476004138e-21,2.3650232989518524e-27,1.061933409136183e-43,1.681404630823442e-44,4.1922151044734085e-24,2.690203553343321e-36,3.7209376348473354e-22,3.0208335265730114e-40,6.165882177891484e-30,1.4335973619554298e-36,3.3051551832812555e-36,4.623218417727439e-44,3.57129366977132e-44,2.0556281216630697e-46,1.34219994260432e-35,3.813491123999793e-44,3.0761043872058544e-34,1.324066455904626e-57,3.76,0.0,0.6586801829038674,0.999992265985198,4.126613266502097e-21,7.466535906188991e-27,1.3617640197140813e-10,1.361764019714854e-10,1.0486522470795914e-23,1.843455311937109e-29,7.73401469384215e-06,7.536301122370609e-27,5.896446528437433e-29,1.0803881749199825e-13,4.645977482385719e-18,3.009507702992694e-21,2.4168857946911876e-18,3.8823491009517145e-13,9.722142882190415e-26,2.0033949951754345e-17,5.433607393422924e-23,2.1687991116394984e-27,3.961170224270241e-24,5.497670135920134e-20,7.103526649888905e-37,4.902946743304892e-33,3.81243944139395e-22,5.333475411585081e-40,4.3363131753260515e-21,1.1969078580947776e-17,4.721906060267063e-31,2.755969593281497e-37,1.2002272550979225e-35,1.3559628555130281e-28,3.5956707121397334e-33,1.4054501014888512e-44,4.1707423432786336e-49,3.327166117401372e-53,1.1722619342389218e-45,1.622087990149791e-36,4.5196275909431564e-49
3.417657062413502e-10,0.45450778343302084,1.994098279700685e-19,3.589509603969266e-24,2.2436120592368808e-17,3.1366784436364845e-23,0.0,0.0,1.1436796517347733e-13,4.82982158618007e-22,3.6104631183888945e-25,5.610645519161975e-27,2.538860146819446e-37,1.7100188891624928e-46,3.3134740581247254e-34,9.971782562255584e-24,4.857285515738244e-21,2.8020043841111014e-27,1.325333334488891e-43,1.9933195414137445e-44,4.6959161996204386e-24,3.18893152142155e-36,3.932716904649706e-22,4.011535540540121e-40,7.309697579700884e-30,1.8503161771965118e-36,3.918253890638181e-36,5.959066644627858e-44,4.74255164588167e-44,2.7297991852289514e-46,1.6839191706720035e-35,5.062809863541663e-44,3.859661615019635e-34,1.9694465277033382e-57,3.76,0.0,0.6586801828959009,0.9999919938239207,4.892200900799429e-21,8.851809527162056e-27,1.4412530688107227e-10,1.441253068811589e-10,1.1734629316100572e-23,2.0647253448242995e-29,8.006175964904842e-06,8.440630254470216e-27,6.75920444276528e-29,1.1434407250479027e-13,5.203967040864142e-18,3.5677630618708e-21,2.7072604021856164e-18,4.1089576617246687e-13,1.0889378929486937e-25,2.244100957099043e-17,6.086233378635806e-23,2.4461003015818253e-27,4.4369599115497516e-24,6.15794123894676e-20,8.912468066445326e-37,5.812590513310882e-33,4.035120865148362e-22,7.081349411122175e-40,4.857294643592236e-21,1.340600711524944e-17,5.597819073100038e-31,3.458007685946485e-37,1.4716842561288676e-35,1.607430593415074e-28,4.511301125259993e-33,1.97497454956311e-44,5.8581167905586876e-49,4.677517724690851e-53,1.553290681910139e-45,2.057099553651441e-36,6.3511383120753185e-49
3.606150197961259e-10,0.4545077834336885,2.172704248678055e-19,4.04028087517489e-24,2.4978838157033226e-17,3.586786427870412e-23,0.0,0.0,1.206758002034814e-13,5.377272507846224e-22,4.241347360743505e-25,6.586194646994963e-27,3.03700468156075e-37,2.0062499807516802e-46,3.685147739066544e-34,1.1091020523527886e-23,5.407808152920836e-21,3.289524713083639e-27,1.6343069939863232e-43,2.3416145815224457e-44,5.2281855980050595e-24,3.745726527659458e-36,4.1439089368407887e-22,5.246616379637839e-40,8.58686075804954e-30,2.355581972425342e-36,4.6028212592307674e-36,7.582511098861785e-44,6.202737290069165e-44,3.570274949689541e-46,2.0870508548061805e-35,6.619807103198631e-44,4.78415403405007e-34,2.867626797614789e-57,3.76,0.0,0.6586801828879344,0.9999917355013287,5.747058484924325e-21,1.0398621759280792e-26,1.520742117906398e-10,1.5207421179073626e-10,1.3051528057998293e-23,2.2985070549883204e-29,8.264498550461943e-06,9.396053649594766e-27,7.695741475652234e-29,1.2064919609645344e-13,5.79356460973583e-18,4.191093731031263e-21,3.014101109234985e-18,4.3355648573715065e-13,1.2122665101664953e-25,2.4984581519577618e-17,6.775835075572937e-23,2.741291993009793e-27,4.9397091973187616e-24,6.85561283289131e-20,1.1046628378898145e-36,6.828308117943091e-33,4.25781790345439e-22,9.2599408275637e-40,5.407818875906031e-21,1.4924234284196205e-17,6.575839378582667e-31,4.2863264959805355e-37,1.7829425596890174e-35,1.888198172675642e-28,5.591541448112542e-33,2.7250361915336493e-44,8.079182633280564e-49,6.456854773242623e-53,2.0270625821696166e-45,2.5757589692404104e-36,8.763249755683968e-49
3.7946433335090164e-10,0.45450778343435616,2.3584859157892204e-19,4.5269604170736804e-24,2.7657973043485752e-17,4.07626878573428e-23,0.0,0.0,1.2698364945929827e-13,5.954107182324804e-22,4.941743988924971e-25,7.668172644222292e-27,3.6019751965949027e-37,2.3345585354450422e-46,4.076148927915216e-34,1.2268572570653288e-23,5.987872778463977e-21,3.830302718698838e-27,1.993687173888063e-43,2.7283014453527367e-44,5.789023299626966e-24,4.363775589211194e-36,4.354515368596349e-22,6.768729652495332e-40,1.000471913756306e-29,2.9618388274714378e-36,5.3627939679762025e-36,9.5368301954957e-44,8.002282808493545e-44,4.606083593156226e-46,2.5585394342011173e-35,8.538041586544329e-44,5.865544945562195e-34,4.0962626307437407e-57,3.76,0.0,0.6586801828799679,0.9999914903137612,6.6961074952742776e-21,1.2115880131396898e-26,1.6002311670011073e-10,1.600231167002175e-10,1.4437008570580168e-23,2.5447963620873184e-29,8.509686111740333e-06,1.0402550720311181e-26,8.708488722127836e-29,1.2695418837931286e-13,6.414765970511092e-18,4.883084190304406e-21,3.3374075988365768e-18,4.562170687900817e-13,1.3421985161517887e-25,2.7664664938509532e-17,7.502408285807743e-23,3.0544905641963576e-27,5.4694153283059474e-24,7.59067977760009e-20,1.3542810885655613e-36,7.955948538395319e-33,4.480530561429794e-22,1.1944313187626528e-39,5.987885272368708e-21,1.65237387530887e-17,7.661591740882627e-31,5.2552312765689345e-37,2.1368347738042766e-35,2.1998773407509036e-28,6.855018545028642e-33,3.698762971849435e-44,1.0961003724410053e-48,8.767988413112998e-53,2.6094098813876064e-45,3.188441453734538e-36,1.1894666339812241e-48
3.9831364690567735e-10,0.4545077834350239,2.551443512202502e-19,5.050960593685904e-24,3.0473519476828076e-17,4.606676360995344e-23,0.0,0.0,1.3329151302488133e-13,6.560325676016167e-22,5.715284738879936e-25,8.861975594992944e-27,4.239118606832993e-37,2.696533568563708e-46,4.486415561207223e-34,1.3504262973056217e-23,6.597478783793613e-21,4.4270497596941374e-27,2.40852824779652e-43,3.15539329548923e-44,6.378429304485852e-24,5.0462641035598534e-36,4.564537832518473e-22,8.625225444566875e-40,1.1570619407784429e-29,3.682428389581661e-36,6.202108172252039e-36,1.186934468845618e-43,1.0197174043271034e-43,5.869449847948315e-46,3.105699992529108e-35,1.087693788675335e-43,7.1206539258498705e-34,5.751027198256964e-57,3.76,0.0,0.6586801828720014,0.9999912575933363,7.744269199842065e-21,1.4012491988788645e-26,1.6797202160948496e-10,1.6797202160960266e-10,1.5890861369769915e-23,2.803589186516681e-29,8.742406530360599e-06,1.1460100954325614e-26,9.799853435366188e-29,1.3325904946135877e-13,7.067566905728848e-18,5.6473184405287e-21,3.6771795546819374e-18,4.788775153321149e-13,1.4787322879420483e-25,3.04812589723771e-17,8.265948811404036e-23,3.385800870372244e-27,6.026075551524469e-24,8.363136934173977e-20,1.6439787724250838e-36,9.201360628906732e-33,4.703258844192199e-22,1.521777378165968e-39,6.597493233595505e-21,1.8204499195949506e-17,8.860700224604263e-31,6.379794911070665e-37,2.5361575155216223e-35,2.5440794199735837e-28,8.321355595752593e-33,4.946583227889045e-44,1.465203230994654e-48,1.173122656646864e-52,3.31783216795884e-45,3.90615645671495e-36,1.5907573242925195e-48
4.1716296046045307e-10,0.45450778343569154,2.7515772691120833e-19,5.6136936908734056e-24,3.342547168569609e-17,5.179560046564086e-23,0.0,0.0,1.3959939098007943e-13,7.19592805570211e-22,6.565601184347342e-25,1.0172983320044394e-26,4.953963070505671e-37,3.093755612679666e-46,4.915885752418844e-34,1.479791649377822e-23,7.23662556082979e-21,5.0824701407213696e-27,2.8841044967020763e-43,3.6249048997754027e-44,6.996403612581412e-24,5.796375849339723e-36,4.773977956648927e-22,1.086839554785904e-39,1.3291907523587247e-29,4.531589778503818e-36,7.124699504014648e-36,1.4631592689051288e-43,1.2849240565229085e-43,7.39596196355652e-46,3.736218046904153e-35,1.3702087804256376e-43,8.567156774494852e-34,7.948580544656637e-57,3.76,0.0,0.6586801828640348,0.9999910367061328,8.896464658348602e-21,1.6097364493313873e-26,1.759209265187626e-10,1.759209265188917e-10,1.7412877611363835e-23,3.074881449410817e-29,8.963293727590023e-06,1.2568683914344496e-26,1.0972220764982274e-28,1.3956377944646672e-13,7.751963198935198e-18,6.487380003776144e-21,4.033416661114503e-18,5.015378253641018e-13,1.6218662033194398e-25,3.343436276909699e-17,9.066452454915838e-23,3.735317114631627e-27,6.6096871142718564e-24,9.172979164943054e-20,1.9778299222303297e-36,1.0570393117540572e-32,4.926002756859104e-22,1.9172301558659256e-39,7.236642160695835e-21,1.9966494295303876e-17,1.017878819530422e-30,7.675857896630288e-37,2.9836646456675167e-35,2.922415309204661e-28,1.0011171756468185e-32,6.527005777542178e-44,1.9324368999697748e-48,1.5486263573263155e-52,4.171572098305047e-45,4.740546541180455e-36,2.0990145851242133e-48
4.360122740152288e-10,0.45450778343635934,2.958887417733476e-19,6.216571917206343e-24,3.6513823902006387e-17,5.796470784501545e-23,0.0,0.0,1.4590728340084562e-13,7.860914388527239e-22,7.49632473733627e-25,1.1606559422539752e-26,5.7522175666848405e-37,3.527796749740717e-46,5.364497791432002e-34,1.6149358388044494e-23,7.905312501967856e-21,5.799261132290324e-27,3.4259086068615406e-43,4.138852768098048e-44,7.642946223913338e-24,6.617292987158631e-36,4.98283736448243e-22,1.3555718674411804e-39,1.5175928705558084e-29,5.524458001059439e-36,8.13450307191728e-36,1.7879504650281674e-43,1.6026445757921485e-43,9.224738663761686e-46,4.458149336703677e-35,1.708555126501945e-43,1.0223585462071802e-33,1.0829848233763429e-56,3.76,0.0,0.6586801828560683,0.9999908270504627,1.015761472236563e-20,1.8379404623555727e-26,1.8386983142794362e-10,1.8386983142808462e-10,1.900284908907629e-23,3.358669072644925e-29,9.172949391473548e-06,1.3728279237942518e-26,1.2227955378681313e-28,1.458683784346067e-13,8.467950634663062e-18,7.406851923562815e-21,4.406118603089904e-18,5.241979988868915e-13,1.7715986407982807e-25,3.652397547965834e-17,9.903915019387201e-23,4.1031236602917945e-27,7.220247264129889e-24,1.0020201333442488e-19,2.360105324858482e-36,1.2068894606927314e-32,5.1487623045478795e-22,2.390897485072847e-39,7.905331455254502e-21,2.1809702741974216e-17,1.1621478319984822e-30,9.160028327307326e-37,3.4820615044999673e-35,3.3364954853812293e-28,1.1946081821174062e-32,8.50743943729063e-44,2.517613312886136e-48,2.0194168402318255e-52,5.191690098141341e-45,5.7038857787841204e-36,2.7359186109806795e-48
