Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828)
4.068054517034891e-05,1.1157159459775468,0.0015887952420899321,0.00026920705505142196,0.0004924954195455186,0.18026352203758625,0.0,0.0,0.0006935656042018825,1.4594692426045025e-05,0.4662364759077813,0.02652824846885058,0.00012548980991213446,2.906728367966869e-09,5.39708347630761e-07,1.3783508042679627e-05,0.0070399848673859304,0.005112797122499841,0.0006441394782623143,4.1371234265555055e-05,0.05496072733905599,1.73730849577211e-06,3.789295688117978e-06,9.494585490676183e-05,4.098266302618069e-07,0.054763377711958834,4.041667146124653e-06,0.0020576106317291465,0.0002605611845386573,1.4216383903798098e-06,2.0319431297834238e-06,4.859258464339616e-09,3.252769067616612e-07,1.2899944745625997e-05,3.76,0.0,4.5406031878141584e-05,0.5942507117560519,0.20506340510195245,0.0450307138722718,0.3536789216307062,1.1371399463506822,3.9472868016511887e-07,1.3633152520791819e-09,0.0013279477955037927,0.00046003779823712316,0.0009431827458122686,1.0928785385842334e-06,2.4380529348073018e-06,0.043560434236109336,0.0024487658642320474,0.0312415408896409,0.0003679583036147951,0.003974459418451534,8.94001717614361e-06,1.7890666151509888e-07,6.300682620603812e-06,3.7146901217939073e-06,0.00015243942721453855,2.003064363755217e-05,0.0380576884883642,2.3058496281766342e-05,0.024282235541084427,1.2877009939910222e-11,0.09675803616746023,0.016203767660237678,3.906990192960682e-07,6.516405953964894e-05,2.78205562146236e-09,3.653356428738531e-09,1.2915682645858658e-13,4.784433027984408e-10,8.508875434727458e-10,1.911050257000637e-07,2.475969501742637e-14,2.5728149038495423e-07,6.307512331036391e-12,3.045373619560721e-10,4.1500918944533174e-12,3.1344775553806933e-06,4.6746673494367345e-08,6.358638349645503e-07,6.553210044627813e-11,1.472901538410428e-05,0.007151818933284634,1.1914103161863812e-07,1.8974318462183847e-10,0.05092385347341595,5.338924609808946e-11,2.807722772499606e-06,3.1644820983465724e-11,0.004509216617042494,6.45719425241327e-06,3.870254156524856e-05,7.489071111202463e-07,2.2930894826699977e-05,0.00032361389588865855,0.0009815168495065831,1.723564955079568e-10,7.727750497513532e-06,1.792085269954266e-06,6.138050818591786e-08,4.034910732176967e-09,1.0784957227080697e-08,1.7104865136276794e-05,3.5590473620977377e-11,7.761282180732118e-09,3.531714760785935e-05,1.625990808847024e-08,2.5637874281752225e-10,0.0002421899555338371,9.750115930026158e-06,4.482815911302058e-10,5.244810132590752e-05,1.048162868871641e-07,8.428012690924304e-08,9.323979160958218e-11,1.9766632771682484e-12,2.327692994704922e-07,1.1006434205996572e-07
4.079211279742227e-05,1.1158685734211373,0.0015900279437641336,0.00026879156341384487,0.0004926197582262884,0.1804172542868522,0.0,0.0,0.0006921207753912763,1.4554157316758355e-05,0.4672692664097826,0.026599950395120902,0.00012541949674104574,2.9153049411985687e-09,5.402529981391582e-07,1.3792987127244489e-05,0.0070485842709881175,0.005110548272446419,0.0006443065184052307,4.137780436402122e-05,0.055051528627885926,1.742445540464903e-06,3.792707834859648e-06,9.515031438340766e-05,4.0952285376731836e-07,0.054667484842943787,4.049157833533523e-06,0.0020629921911405336,0.00026128056114404206,1.4244461465415354e-06,2.0326186964407674e-06,4.862541686314585e-09,3.2511295459738634e-07,1.2942940484519157e-05,3.76,0.0,4.5366346086357684e-05,0.5934847988490877,0.2054861129676558,0.045141417928475175,0.35293690449357973,1.1376868913112432,3.9390054217991367e-07,1.360455934031808e-09,0.0013262362284964188,0.0004596510766674287,0.0009408511480143237,1.0896414381550175e-06,2.4356024381742853e-06,0.04354548313225,0.0024334076893594353,0.031230407990319037,0.00036757385379046953,0.003968300357162984,8.926959883253317e-06,1.7823677908710538e-07,6.2914742901452335e-06,3.7160400214699444e-06,0.00015243684991801077,2.002619425909077e-05,0.0380371272997483,2.302427686905558e-05,0.02430366922753412,1.2820316014977875e-11,0.09688535848971784,0.016251076460431536,3.9003386876896913e-07,6.499856042594513e-05,2.771034256952982e-09,3.6427347348888877e-09,1.287813182791584e-13,4.768626407218021e-10,8.492740087213234e-10,1.9076172317772636e-07,2.4687709132966733e-14,2.5708458843493696e-07,6.302854289951182e-12,3.0418666597424546e-10,4.147026181237392e-12,3.13860659956279e-06,4.6466578875736955e-08,6.300550862767195e-07,6.497768209694479e-11,1.4715568856290925e-05,0.007152951067562068,1.1899002167197299e-07,1.8929149473958526e-10,0.05093827552679138,5.332043348381352e-11,2.811639978731804e-06,3.1643811638034046e-11,0.0045199049505508125,6.453657636629767e-06,3.86778322970865e-05,7.500756503217185e-07,2.2955700954396685e-05,0.00032318850315984004,0.0009839536633172385,1.722970012759873e-10,7.73891286922422e-06,1.791119216906459e-06,6.134737296826525e-08,4.0339968705797554e-09,1.0782600184303457e-08,1.7068720841642687e-05,3.557009187050281e-11,7.73209693736771e-09,3.537016887061836e-05,1.6295637900398487e-08,2.5722600612754405e-10,0.00024115911582254024,9.725928098868294e-06,4.465320336246408e-10,5.235058908161111e-05,1.0503249266230067e-07,8.417366882847821e-08,9.352231727051588e-11,1.970175780770601e-12,2.3333923173533867e-07,1.1016060332943183e-07
4.0903680424495635e-05,1.1160209477279428,0.0015912590874196703,0.00026837655189712145,0.0004927428348711403,0.18057075604878764,0.0,0.0,0.000690678425736644,1.4513709113580971e-05,0.46830043150433626,0.026671617097970456,0.00012534877744161416,2.9238857590117752e-09,5.407952803789179e-07,1.3802428906050868e-05,0.007057156637650425,0.005108281257867938,0.0006444691329904014,4.138413381325488e-05,0.05514215909894382,1.7475845892886541e-06,3.7960967663884975e-06,9.535438285840002e-05,4.092171182399006e-07,0.05457141446698054,4.056646906493384e-06,0.0020683723816105645,0.00026199885107050345,1.427245840300385e-06,2.0332814188723798e-06,4.865818370874306e-09,3.2494806069824347e-07,1.2985934136240037e-05,3.76,0.0,4.5326622859401364e-05,0.5927200778967886,0.20590833958339927,0.04525186479765698,0.35219670565588923,1.1382329911926006,3.93074433529073e-07,1.3576036211961682e-09,0.0013245273251498064,0.00045926411827710623,0.000938525532809059,1.0864328515856034e-06,2.433144221723159e-06,0.04353043831793644,0.0024182231818641897,0.03121924429828371,0.00036718954054699396,0.00396214832892907,8.913916442939281e-06,1.7756948389971355e-07,6.282275730125355e-06,3.717376796769008e-06,0.00015243407384084548,2.002178343644253e-05,0.03801647924815709,2.2990088742011547e-05,0.024324998840464254,1.2764103672885351e-11,0.09701243165044429,0.0162983509005639,3.8936743361697155e-07,6.483347951037636e-05,2.7600580926861934e-09,3.6321429897209615e-09,1.2840686891133888e-13,4.75287812233245e-10,8.476641421587925e-10,1.904186136767939e-07,2.4615926236737402e-14,2.5688718782195604e-07,6.298183384193583e-12,3.03835483784724e-10,4.1439520689246725e-12,3.1427275567628307e-06,4.618963779791279e-08,6.243184648093729e-07,6.442998423099414e-11,1.4702105187668614e-05,0.00715406488462779,1.1883896551284236e-07,1.8884063182547918e-10,0.05095236716815064,5.325154610321255e-11,2.81554900488177e-06,3.164266738976341e-11,0.00453058170949146,6.450119562836759e-06,3.865303785726626e-05,7.512421622143107e-07,2.2980428639855513e-05,0.00032276358705907296,0.0009863822293294728,1.722368402966057e-10,7.750047384026587e-06,1.7901456349000864e-06,6.131398023197712e-08,4.033064407381852e-09,1.0780193251990368e-08,1.7032574100520892e-05,3.5549571114801826e-11,7.703024680303487e-09,3.5423009084055315e-05,1.6331338381244025e-08,2.5807354479032175e-10,0.0002401332188976554,9.701860857168145e-06,4.447923458943369e-10,5.225330015381851e-05,1.0524818598047114e-07,8.406717846259875e-08,9.380483687669395e-11,1.9637123242542293e-12,2.3390721356150895e-07,1.1025640695037072e-07
4.1015248051569e-05,1.1161730692434835,0.0015924886873161326,0.0002679620240254769,0.0004928646591337605,0.180724027923146,0.0,0.0,0.000689238562104149,1.447334807649393e-05,0.46932997046163083,0.02674324839927774,0.00012527765542061432,2.9324708664467074e-09,5.413352094166807e-07,1.3811833630669884e-05,0.007065702020854246,0.005105996188620939,0.0006446273550314483,4.139022437630692e-05,0.0552326192604851,1.752725620770898e-06,3.799462603988563e-06,9.555805788110371e-05,4.0890944320175374e-07,0.054475170448284434,4.064134351708091e-06,0.0020737511602314926,0.000262716046139459,1.4300374731575483e-06,2.033931395468111e-06,4.8690885601114555e-09,3.247822352464197e-07,1.3028925235821684e-05,3.76,0.0,4.528686199651977e-05,0.5919565478556028,0.20633008422908944,0.04536205380695649,0.3514583206174563,1.1387782483761597,3.922503491902281e-07,1.354758296247326e-09,0.0013228210831318016,0.0004588769313266447,0.0009362058972489894,1.0832524749007046e-06,2.430678409259078e-06,0.04351530001023998,0.0024032102773895187,0.03120804990897039,0.00036680536934211234,0.00395600336530422,8.900886971171177e-06,1.769047681550038e-07,6.273087023881723e-06,3.7187004831529574e-06,0.00015243109712424522,2.0017410201647062e-05,0.037995745561897575,2.2955931719829232e-05,0.024346224752175703,1.2708367021953551e-11,0.09713925675638599,0.01634559084235317,3.886997410330901e-07,6.466881671196132e-05,2.749126986380138e-09,3.621581085609736e-09,1.2803347446340747e-13,4.737187919208664e-10,8.460579292184526e-10,1.9007570025492964e-07,2.4544345558549722e-14,2.5668928594449955e-07,6.293499819997612e-12,3.034838224386964e-10,4.1408695978001035e-12,3.146840462988627e-06,4.5915812730706894e-08,6.186530033203597e-07,6.388891356894024e-11,1.4688624543696467e-05,0.007155160515045394,1.186878662525184e-07,1.8839059925115612e-10,0.05096613005473927,5.3182585869823883e-11,2.8194498593349145e-06,3.1641388930980115e-11,0.00454124682129326,6.446580104048211e-06,3.862815969132957e-05,7.524066490131887e-07,2.3005078101336837e-05,0.00032233915418891613,0.0009888025412446767,1.721760174317704e-10,7.761153999138658e-06,1.7891645894592781e-06,6.128033221018812e-08,4.032113452346207e-09,1.0777736721966482e-08,1.6996425847035235e-05,3.552891257271988e-11,7.674065070590198e-09,3.547566889819198e-05,1.636700967893159e-08,2.5892135700739267e-10,0.00023911223928352516,9.677912996512133e-06,4.430624370443748e-10,5.215623365004559e-05,1.0546336748870515e-07,8.396065796618495e-08,9.408734943109864e-11,1.9572727862554593e-12,2.3447324356241515e-07,1.1035175506299299e-07
4.112681567864236e-05,1.1163249383140916,0.0015937167576259323,0.00026754798326864563,0.0004929852406055202,0.18087707050876145,0.0,0.0,0.0006878011912429452,1.4433074460051323e-05,0.4703578825909287,0.026814844123156246,0.0001252061340753484,2.941060308737639e-09,5.418728002581384e-07,1.382120155198349e-05,0.007074220474335251,0.0051036931747915305,0.0006447812173959998,4.139607780639079e-05,0.05532290961898335,1.7578686134576448e-06,3.80280546870583e-06,9.576133703194201e-05,4.0859984808644175e-07,0.05437875662010254,4.071620155968773e-06,0.0020791284842532954,0.0002634321382792,1.4328210469062873e-06,2.0345687242184803e-06,4.87235229137187e-09,3.2461548835032695e-07,1.3071913320180316e-05,3.76,0.0,4.524706332165002e-05,0.5911942076678173,0.20675134619904972,0.045471984295274256,0.3507217448790076,1.1393226652311552,3.914282841420012e-07,1.3519199418635078e-09,0.0013211175000787168,0.0004584895239872328,0.0009338922381501182,1.0801000070895493e-06,2.4282051242579277e-06,0.04350006842766021,0.002388366935524288,0.031196824919674033,0.00036642134556309953,0.003949865497816173,8.88787157002397e-06,1.7624262403570798e-07,6.263908242067725e-06,3.720011116056337e-06,0.00015242791794595168,2.0013073598726302e-05,0.03797492745691212,2.2921805626894022e-05,0.024367347334234516,1.2653101140199039e-11,0.0972658349013484,0.01639279614921063,3.880308180047769e-07,6.450457193254274e-05,2.7382407876421124e-09,3.6110489167343985e-09,1.2766113127377748e-13,4.721555543498995e-10,8.444553580233304e-10,1.8973298594469952e-07,2.4472966419020634e-14,2.564909003161253e-07,6.28880378245834e-12,3.031316889511776e-10,4.137778973087063e-12,3.1509453538268705e-06,4.5645066579459505e-08,6.130577474098037e-07,6.335438360678583e-11,1.4675127089257791e-05,0.007156238088600348,1.1853672700663743e-07,1.879413998887332e-10,0.050979565837993145,5.311355478489725e-11,2.823342550656331e-06,3.1639976976155814e-11,0.00455190021377708,6.443039332837357e-06,3.860319922813219e-05,7.535691129945297e-07,2.3029649557519547e-05,0.00032191521103817536,0.0009912145930592354,1.7211453759756418e-10,7.772232673231001e-06,1.78817614570538e-06,6.124643113976151e-08,4.0311441140865255e-09,1.0775230884378846e-08,1.696027700375755e-05,3.550811742069835e-11,7.64521776837804e-09,3.5528148960277926e-05,1.64026519424809e-08,2.5976944122888264e-10,0.00023809615166510607,9.654083323396756e-06,4.4134221983612814e-10,5.205938869513601e-05,1.0567803785590432e-07,8.385410957003193e-08,9.436985394521572e-11,1.9508570752661308e-12,2.350373204204217e-07,1.1044664979684342e-07
4.123838330571572e-05,1.1164765552869236,0.0015949433124286237,0.0002671344330422936,0.0004931045888156477,0.18102988440354378,0.0,0.0,0.0006863663197855641,1.4392888513407157e-05,0.47138416724023174,0.026886404095976903,0.00012513421679346426,2.949654131309079e-09,5.424080678478256e-07,1.3830532920176687e-05,0.00708271205207587,0.005101372326678442,0.0006449307528051388,4.140169584689682e-05,0.05541303067913547,1.7630135459138168e-06,3.806125481339088e-06,9.596421792222439e-05,4.0828835223831454e-07,0.05428217678486693,4.07910430615316e-06,0.0020845043110844503,0.0002641471195239794,1.4355965636277454e-06,2.0351935027116707e-06,4.8756096056295304e-09,3.2444783004476986e-07,1.3114897928117237e-05,3.76,0.0,4.520722668237758e-05,0.5904330562617485,0.20717212480188885,0.045581655613187395,0.34998697394230804,1.1398662441147696,3.906082333641884e-07,1.3490885407269626e-09,0.0013194165735955403,0.0004581019043413937,0.0009315845520959466,1.0769751503849696e-06,2.4257244887417466e-06,0.043484743790124694,0.002373691139532366,0.03118556942948273,0.0003660374745273253,0.003943734757952033,8.874870350830047e-06,1.7558304370597863e-07,6.254739464686172e-06,3.721308730971251e-06,0.0001524245345198988,2.000877268357678e-05,0.03795402613688269,2.2887710292708832e-05,0.0243883669574658,1.2598300368272027e-11,0.09739216716635839,0.016439966686228845,3.873606912928346e-07,6.434074505702044e-05,2.7273993525695523e-09,3.6005463777481178e-09,1.272898355463655e-13,4.705980744401179e-10,8.428564145915312e-10,1.893904737537554e-07,2.4401788069505523e-14,2.562920299968771e-07,6.284095472558506e-12,3.027790902934375e-10,4.1346802536366584e-12,3.1550422644484166e-06,4.537736268014259e-08,6.075317553573146e-07,6.282630407542317e-11,1.4661612988662533e-05,0.007157297734297257,1.1838555082693702e-07,1.8749303695071418e-10,0.050992676163547586,5.304445473626156e-11,2.827227087593019e-06,3.163843221790951e-11,0.004562541815155845,6.439497321353324e-06,3.857815788002865e-05,7.547295564307481e-07,2.3054143227501524e-05,0.00032149176398296676,0.0009936183790615314,1.720524056228133e-10,7.783283366398876e-06,1.7871803683869735e-06,6.121227922886276e-08,4.0301565014615436e-09,1.0772676028766666e-08,1.692412848183629e-05,3.5487186861680774e-11,7.616482432950806e-09,3.5580449914770595e-05,1.6438265320257612e-08,2.60617795740116e-10,0.00023708493088598145,9.63037065905236e-06,4.396316058720421e-10,5.1962764430809303e-05,1.0589219773280704e-07,8.374753539309616e-08,9.465234943889527e-11,1.9444650742413252e-12,2.3559944288614184e-07,1.1054109327053922e-07
4.134995093278908e-05,1.1166279205099359,0.001596168365716133,0.0002667213767085156,0.0004932227132313803,0.18118247020447384,0.0,0.0,0.000684933954248287,1.4352790480342612e-05,0.4724088237959524,0.02695792814631718,0.00012506190695278004,2.9582523797697154e-09,5.429410270688804e-07,1.3839827984729218e-05,0.007091176808298035,0.0050990337547764,0.0006450759938328798,4.140708023140619e-05,0.05550298294386633,1.7681603967238593e-06,3.809422762434492e-06,9.61666981939766e-05,4.079749749119266e-07,0.0541854347143449,4.086586789222063e-06,0.002089878598292675,0.00026486098201311526,1.438364025686112e-06,2.0358058281304253e-06,4.8788605401219436e-09,3.242792702912996e-07,1.3157878600320816e-05,3.76,0.0,4.516735194892865e-05,0.5896730925519326,0.2075924193603715,0.045691067122866066,0.34925400331037787,1.1404089873722416,3.89790191837969e-07,1.3462640755244922e-09,0.0013177183012565632,0.00045771408038371706,0.0009292828354414488,1.0738776100084376e-06,2.4232366243139e-06,0.04346932631898619,0.0023591808960876817,0.031174283539213456,0.00036565376148289206,0.003937611177144765,8.861883413078245e-06,1.7492601931214946e-07,6.245580760630219e-06,3.722593363379321e-06,0.00015242094509588071,2.0004506523869428e-05,0.03793304279333304,2.2853645551817287e-05,0.02440928399194748,1.2543959815517358e-11,0.09751825461982329,0.01648710232016966,3.866893874527104e-07,6.417733595361304e-05,2.7166025309082507e-09,3.5900733648481352e-09,1.269195836770366e-13,4.690463271024009e-10,8.412610872158471e-10,1.8904816666501418e-07,2.4330809838601534e-14,2.56092690756541e-07,6.279375074719767e-12,3.0242603339841784e-10,4.1315736248197675e-12,3.1591312296134556e-06,4.5112664794518176e-08,6.020740979585144e-07,6.23045903259748e-11,1.4648082405649478e-05,0.007158339580357278,1.1823434076038926e-07,1.8704551322488735e-10,0.05100546267124582,5.297528768412271e-11,2.831103479062702e-06,3.1636755365760844e-11,0.004573171554034532,6.435954141300041e-06,3.855303704304851e-05,7.558879816424454e-07,2.307855933075075e-05,0.00032106881928777465,0.0009960138938289985,1.719896263722149e-10,7.794306040135252e-06,1.7861773218552578e-06,6.11778786865411e-08,4.029150722313529e-09,1.0770072443155652e-08,1.6887981181122447e-05,3.546612206267645e-11,7.587858722761805e-09,3.563257240331553e-05,1.6473849961284805e-08,2.6146641902344903e-10,0.00023607855194641758,9.606773839258925e-06,4.3793050977600167e-10,5.1866360015207595e-05,1.0610584778817652e-07,8.364093761180009e-08,9.493483494037414e-11,1.938096691442018e-12,2.3615960977774955e-07,1.1063508759174904e-07
4.1461518559862444e-05,1.1167790343318917,0.001597391931387388,0.0002663088175762459,0.0004933396232581269,0.18133482850759858,0.0,0.0,0.0006835041010315418,1.431278059929303e-05,0.4734318516825898,0.027029416104977576,0.00012498920792109074,2.9668550999083967e-09,5.434716927428364e-07,1.3849086994408089e-05,0.007099614797455995,0.005096677569759859,0.000645216972905644,4.1412232683708804e-05,0.05559276691433356,1.773309144492355e-06,3.812697432278898e-06,9.636877551977302e-05,4.0765973527149045e-07,0.054088534149786996,4.094067592218694e-06,0.0020952513036056864,0.00026557371799010987,1.4411234357247583e-06,2.036405797249247e-06,4.882105134818764e-09,3.241098189783677e-07,1.3200854879368517e-05,3.76,0.0,4.5127439013222704e-05,0.5889143154393112,0.20801222921129106,0.04580021819799125,0.3485228284876273,1.1409508973369828,3.8897415454608744e-07,1.3434465289482438e-09,0.0013160226806056062,0.00045732606002147225,0.0009269870843169489,1.0708070943078555e-06,2.420741651210448e-06,0.04345381623702147,0.0023448342350139624,0.0311629673513495,0.00036527021160917734,0.003931494786760172,8.848910863719035e-06,1.742715429834843e-07,6.23643220673948e-06,3.7238650488014646e-06,0.00015241714795922017,2.0000274198944266e-05,0.03791197860572913,2.281961124372892e-05,0.024430098807004207,1.2490074029641626e-11,0.09764409831768704,0.016534202919452887,3.8601693281704655e-07,6.401434447408875e-05,2.7058501773957642e-09,3.579629774860254e-09,1.2655037195924594e-13,4.675002875820534e-10,8.396693624529496e-10,1.887060676368313e-07,2.4260030997684276e-14,2.558928830336121e-07,6.274642785232182e-12,3.0207252515726937e-10,4.128459159510768e-12,3.163212283676597e-06,4.4850937105425564e-08,5.966838583681748e-07,6.178915492195542e-11,1.4634535503388632e-05,0.007159363754215677,1.1808309979857936e-07,1.8659883177301655e-10,0.05101792699514685,5.2906055489639055e-11,2.8349717341550487e-06,3.163494711183027e-11,0.004583789359410171,6.4324098639430445e-06,3.852783809707624e-05,7.570443909540653e-07,2.310289808709843e-05,0.00032064638310649586,0.0009984011322252146,1.7192620463882277e-10,7.80530065730468e-06,1.7851670700890817e-06,6.114323169593411e-08,4.0281268846111076e-09,1.0767420414825743e-08,1.6851835990293296e-05,3.54449242112583e-11,7.559346295466602e-09,3.568451706472776e-05,1.6509406014196943e-08,2.623153094407044e-10,0.00023507699000149148,9.583291714172315e-06,4.362388455161981e-10,5.177017462246067e-05,1.06318988676008e-07,8.353431830810888e-08,9.52173094861705e-11,1.931751813711548e-12,2.367178199802982e-07,1.1072863485700998e-07
4.1573086186935806e-05,1.1169298971023427,0.001598614023253404,0.0002658967589017489,0.0004934553282396484,0.18148695990802602,0.0,0.0,0.000682076766420284,1.4272859103375567e-05,0.4744532503624057,0.027100867804936972,0.00012491612305600214,2.9754623376884898e-09,5.44000079629381e-07,1.3858310197260289e-05,0.007108026074229378,0.005094303882467006,0.0006453537223017756,4.1417154917818774e-05,0.055682383089931974,1.778459767844585e-06,3.8159496108936404e-06,9.657044760256881e-05,4.073426523903415e-07,0.05399147880207484,4.101546702265401e-06,0.0021006223849118996,0.00026628531980177724,1.44387479666151e-06,2.0369935064316612e-06,4.885343426738685e-09,3.239394859216953e-07,1.3243826309728827e-05,3.76,0.0,4.5087487787954116e-05,0.5881567238114165,0.2084315537053433,0.04590910822367297,0.34779344498006237,1.14149197633068,3.881601164730532e-07,1.3406358836962616e-09,0.001314329709156609,0.000456937851075339,0.0009246972946319694,1.0677633146075135e-06,2.4182396891745962e-06,0.04343821376842799,0.0023306492090278646,0.031151620969979848,0.0003648868300174684,0.003925385618084306,8.835952799535687e-06,1.7361960683291798e-07,6.227293870067567e-06,3.725123822757646e-06,0.00015241314143044478,1.9996074799712163e-05,0.03789083474157863,2.278560721284444e-05,0.024450811771201342,1.2436638169198003e-11,0.09776969930358397,0.016581268354144658,3.853433535135904e-07,6.385177045401806e-05,2.6951421417996657e-09,3.5692155059650252e-09,1.2618219684739421e-13,4.659599311271004e-10,8.380812287843927e-10,1.883641796031726e-07,2.4189450883906922e-14,2.5569262112859947e-07,6.269898787365165e-12,3.0171857242169264e-10,4.125337027402471e-12,3.167285460591869e-06,4.4592144212091425e-08,5.913601319423188e-07,6.127991511517537e-11,1.4620972444483264e-05,0.007160370382519601,1.179318309215723e-07,1.8615299529493647e-10,0.05103007076353321,5.283676007336073e-11,2.8388318621218033e-06,3.163300816100369e-11,0.00459439516067183,6.428864560096058e-06,3.85025624060202e-05,7.581987867289097e-07,2.3127159716698157e-05,0.0003202244614834864,0.0010007800893970281,1.718621452375453e-10,7.816267182117811e-06,1.7841496766748735e-06,6.11083404387112e-08,4.027085095415604e-09,1.0764720229665738e-08,1.681569378697442e-05,3.542359446445464e-11,7.530944807957693e-09,3.5736284534973556e-05,1.6544933628000612e-08,2.631644655105638e-10,0.00023408022035924754,9.559923148146236e-06,4.345565295890066e-10,5.167420744225456e-05,1.0653162106515504e-07,8.342767960623834e-08,9.549977212108485e-11,1.9254303493321845e-12,2.3727407244504803e-07,1.1082173715166794e-07
4.168465381400917e-05,1.1170805091716287,0.0015998346550320484,0.0002654852038890239,0.0004935698374582233,0.1816388649999205,0.0,0.0,0.0006806519565844162,1.423302622041707e-05,0.4754730193351039,0.027172283081363775,0.00012484265570475214,2.9840741392440527e-09,5.445262024261704e-07,1.3867497840605257e-05,0.007116410693516283,0.005091912803884094,0.0006454862741510673,4.142184863799434e-05,0.05577183196829823,1.7836122454270577e-06,3.819179418028743e-06,9.677171217553136e-05,4.0702374525043777e-07,0.053894272351869624,4.10902410656312e-06,0.0021059918002611505,0.00026699577989737407,1.446618111684922e-06,2.037569051627658e-06,4.888575454941441e-09,3.237682808644387e-07,1.3286792437763062e-05,3.76,0.0,4.504749820572509e-05,0.587400316542554,0.2088503922070008,0.04601773659636846,0.3470658482954204,1.1420322266634058,3.8734807260531974e-07,1.3378321224732246e-09,0.0013126393843938757,0.00045654946128002025,0.0009224134620790071,1.064745985268904e-06,2.4157308566543725e-06,0.04342251913882163,0.0023166238934844777,0.031140244500739832,0.0003645036217514994,0.003919283702311304,8.823009323326628e-06,1.7297020295778646e-07,6.218165824450756e-06,3.7263697207949526e-06,0.0001524089238649579,1.9991907428550197e-05,0.03786961235652984,2.2751633308383172e-05,0.024471423252339065,1.2383646967477152e-11,0.09789505860899121,0.016628298495946096,3.846686754508219e-07,6.368961371300219e-05,2.684478277723445e-09,3.5588304570675262e-09,1.2581505471897887e-13,4.6442523330252745e-10,8.364966732624084e-10,1.8802250547378348e-07,2.411906878724667e-14,2.554919066014857e-07,6.26514327317803e-12,3.0136418200274177e-10,4.122207311659693e-12,3.1713507939176776e-06,4.4336251125517284e-08,5.861020260848998e-07,6.077678614306473e-11,1.4607393390972315e-05,0.007161359591126051,1.1778053706043733e-07,1.857080067094531e-10,0.05104189559891858,5.2767403268916245e-11,2.842683872377289e-06,3.1630939204219633e-11,0.004604988887600561,6.425318300122828e-06,3.8477211317988076e-05,7.593511713388952e-07,2.3151344440014477e-05,0.0003198030603546058,0.0010031507607716908,1.7179745292346766e-10,7.827205580106593e-06,1.7831252048275934e-06,6.107320707294827e-08,4.026025461818296e-09,1.0761972172718588e-08,1.6779555437860893e-05,3.540213399494725e-11,7.502653916396185e-09,3.5787875447153424e-05,1.6580432951461263e-08,2.6401388566515086e-10,0.00023308821847890598,9.536667019561922e-06,4.3288347821260063e-10,5.157845767941601e-05,1.0674374561247729e-07,8.332102355001948e-08,9.578222189811089e-11,1.9191321886343067e-12,2.3782836618879526e-07,1.1091439654973978e-07
