Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877),S(5944),S(1828)
6.06544005622008e-07,0.9226786826350675,0.0004450306412889133,3.296249974631366e-05,0.00015256756679078213,0.0015750777259791186,0.0,0.0,6.679843997572193e-05,1.4413313366703666e-07,2.5378538027951926e-05,1.1466085631337334e-06,1.2132652020152885e-07,2.445665269292846e-13,3.251729145438823e-10,1.0915633333658835e-07,7.427926099766632e-05,9.83656583642733e-06,8.163791871581215e-09,9.985846937403575e-09,8.349191381015789e-05,9.882066053225925e-10,1.0506973791510805e-08,3.4084499818720335e-09,2.3690717171387084e-09,1.2943935905031327e-05,1.410389113905451e-07,5.18287762301157e-07,7.104841497532461e-10,1.0003433255928511e-10,4.62345661534059e-09,7.540529348086e-11,2.4017855795400814e-08,5.399532511432841e-09,3.76,0.0,0.7465061857662928,0.9973887643471447,0.0002518074153917973,1.2030542345675412e-05,0.22373080938300227,0.22409712933010487,2.493766425887805e-07,8.591215025877996e-10,0.0022288271845942063,3.689798703468388e-05,5.156398672746631e-05,6.75502325246663e-05,5.399149922255689e-06,0.0007532953599281188,0.0013173881826027897,0.01199900984456731,3.0087244332095048e-05,8.456278901242853e-05,2.3764094213562777e-06,1.5548027545151437e-08,1.3988536532596664e-06,1.386868818801523e-06,6.293843732958432e-07,2.0788632323142e-07,9.640207791609681e-06,9.341661181359828e-08,7.878798401766092e-05,1.6022233123500343e-09,1.5053150270328954e-05,9.643564244277311e-08,1.1937010813525321e-10,6.2716607649049675e-06,5.390490558080879e-10,2.925082128449221e-11,1.0442981694462922e-15,4.003811733261325e-12,2.774292507364113e-12,4.3846336590700085e-10,2.0163731698636845e-16,4.052210207174116e-09,9.22970276352048e-14,2.1587109395515197e-10,6.568418315496675e-14,3.948270006317492e-10,2.401779424804365e-08,5.799817237141268e-09,4.3060997476258946e-12,2.5363931482140516e-08,1.43846958100158e-07,4.84761179634528e-12,8.003986496772032e-12,0.00023164709453557801,7.56211259161857e-15,3.477528735986144e-07,7.899591418655086e-12,2.679548498758379e-06,1.4519499872178115e-06,2.36174282624017e-09,2.6700172698150813e-08,1.2093918411521535e-06,5.046570625714124e-09,3.908306420511595e-10,1.8321905334106895e-11,4.1487761468791277e-07,7.532691553284875e-09,2.8052203841736104e-10,2.7433650988472366e-11,7.169259165958679e-11,4.715422295807828e-10,2.1247694705075872e-11,9.900570702622113e-10,3.882980283549404e-11,7.918130430321024e-14,7.022107422559375e-15,9.843292784256139e-08,8.629320049596881e-08,7.941648657308497e-12,1.2162004757868802e-07,6.352950522102396e-14,3.4316810942345927e-12,1.283578910480198e-15,9.280300255829596e-15,3.383635033278492e-13,1.9977395027200688e-11
6.164857114003952e-07,0.9232001119124945,0.0004590449209345019,3.4387700152969234e-05,0.00015789548095788806,0.0016445349947584028,0.0,0.0,6.796498644089299e-05,1.48866505790101e-07,2.736579032389858e-05,1.2311491341587781e-06,1.3102828436588896e-07,2.7646248037481654e-13,3.554904307088814e-10,1.155996600986428e-07,7.747922171375232e-05,1.0481545054356057e-05,9.000623672598208e-09,1.079527571695227e-08,8.639521016937628e-05,1.030696898236824e-09,1.1086637203855613e-08,3.719652969814724e-09,2.4776105476340437e-09,1.3938360747212272e-05,1.4446695759089534e-07,5.476277859260745e-07,7.83909188873999e-10,1.0900167257835475e-10,4.921174407449287e-09,7.980904100037756e-11,2.5058699535324994e-08,5.6867554165221276e-09,3.76,0.0,0.743136843137907,0.99737231985254,0.0002650869595871874,1.268985423310806e-05,0.22690541898908662,0.2272903450514038,2.5292112873331335e-07,8.713683847224293e-10,0.0022287904855402673,3.886438711159581e-05,5.4973195805716676e-05,6.935053495706461e-05,5.539629184977738e-06,0.0007847171033743214,0.0013728392451083414,0.012164933445043663,3.170335175376562e-05,8.750795014356769e-05,2.4699977699998334e-06,1.6088196992480685e-08,1.4606318757034813e-06,1.4250154559720105e-06,6.840487568044199e-07,2.2481679091144567e-07,1.0300838682295112e-05,1.0227669427062929e-07,8.21447252227697e-05,1.6440550806341169e-09,1.5995461046553388e-05,1.0278606942975476e-07,1.2744785879451693e-10,6.653979222992773e-06,5.716598395211873e-10,3.202049172157971e-11,1.142994612266106e-15,4.207105846699282e-12,2.9587815446050813e-12,4.634816857259011e-10,2.206679219811242e-16,4.289428209966522e-09,9.781329942959971e-14,2.2169909191897563e-10,6.953543678480875e-14,4.2071785406845683e-10,2.502416955625439e-08,6.113191845677161e-09,4.566268584571709e-12,2.6992363408653965e-08,1.577456035251443e-07,5.3116363829032246e-12,8.464473985047891e-12,0.00023839745907414318,8.07149444387164e-15,3.611544352871562e-07,8.199971767609901e-12,2.8322191269337495e-06,1.5002435330715422e-06,2.631092141242894e-09,2.7842586391588493e-08,1.2623408213731709e-06,5.417727789157999e-09,4.3600669129178425e-10,1.9115441110127143e-11,4.3874653251412073e-07,7.89622034602952e-09,2.936709402391666e-10,2.9470179679124145e-11,7.70384574563074e-11,5.196200853245638e-10,2.179580951919699e-11,1.0321908055339028e-09,4.285886422238685e-11,8.832184182545904e-14,7.612501266196491e-15,1.0414066363522126e-07,9.416611910441762e-08,8.663044002098743e-12,1.309338495811241e-07,7.03499038068268e-14,3.760286388560639e-12,1.3957663312340132e-15,9.985494838973139e-15,3.701467581989466e-13,2.1128783990618306e-11
6.264274171787825e-07,0.9237196675006343,0.000473295566309151,3.585516447949648e-05,0.00016332413764901378,0.0017158924310809644,0.0,0.0,6.913838916893634e-05,1.5368170384230716e-07,2.9474864548746832e-05,1.3206072404804849e-06,1.4145256293511473e-07,3.1199832393478996e-13,3.881777675525587e-10,1.2232708106653667e-07,8.07684319690878e-05,1.1157403723610713e-05,9.911286560009153e-09,1.165704971540976e-08,8.935834879668543e-05,1.074443729540988e-09,1.1692945092841506e-08,4.05438673393228e-09,2.5895638912654354e-09,1.4993670969662094e-05,1.4794186084045056e-07,5.782610047948152e-07,8.636836034359746e-10,1.186246772043776e-10,5.234050950903477e-09,8.440211172581803e-11,2.613050901478542e-08,5.984869051017092e-09,3.76,0.0,0.7397798106970488,0.9973553261403031,0.000278846579619713,1.3374181358894266e-05,0.23006512143753352,0.2304693846708316,2.564489743350374e-07,8.83557875665663e-10,0.0022287525603743416,4.0899955323348446e-05,5.8541996842205305e-05,7.117055556471436e-05,5.681599788611121e-06,0.0008169506556289596,0.001429732431252555,0.012329984057232391,3.3377234712522004e-05,9.051459036754557e-05,2.566095565816157e-06,1.6642088770588845e-08,1.5241758481651558e-06,1.463648744338046e-06,7.424880114049421e-07,2.428372686521076e-07,1.09981536143307e-05,1.1181051979125702e-07,8.559145529895288e-05,1.6863098661297201e-09,1.6982407491126966e-05,1.0946893992053328e-07,1.3598332864727595e-10,7.052164251312927e-06,6.056028139071325e-10,3.499985544358144e-11,1.2491493021628948e-15,4.419467494067976e-12,3.1552821394960025e-12,4.89533531686301e-10,2.411346335614027e-16,4.5369765721109624e-09,1.0357427992031997e-13,2.275968001179313e-10,7.355434083874516e-14,4.478930127124579e-10,2.605677986161682e-08,6.439797288882659e-09,4.838413158637831e-12,2.872159131720103e-08,1.728264957410891e-07,5.81475419697275e-12,8.944307484135061e-12,0.0002452230416778183,8.609535505646681e-15,3.7482319184674395e-07,8.506110169948798e-12,2.9908435520665266e-06,1.549638312483445e-06,2.926442173958725e-09,2.9011787031692764e-08,1.3165598712892703e-06,5.810019364173746e-09,4.855638858010146e-10,1.9927435498911962e-11,4.6350449820735345e-07,8.270907183329755e-09,3.072112579574543e-10,3.162792632132902e-11,8.270342205291696e-11,5.718151461197785e-10,2.2349853123961324e-11,1.0758861495323515e-09,4.7243262186170076e-11,9.843012091952258e-14,8.247221802844818e-15,1.1018589168474013e-07,1.026172102530574e-07,9.437037883752891e-12,1.408297790878928e-07,7.778850337157545e-14,4.116613119411661e-12,1.5162957369092134e-15,1.0734289428968297e-14,4.044153487954228e-13,2.232562720829944e-11
6.363691229571697e-07,0.924237362691227,0.00048778373736506645,3.7365618216396e-05,0.00016885394162723393,0.0017891710121972402,0.0,0.0,7.031887786369176e-05,1.585793771079922e-07,3.1711121385681124e-05,1.4151959855422453e-06,1.5264386966506086e-07,3.515319303462106e-13,4.233851538111877e-10,1.293470836879796e-07,8.414813246598799e-05,1.1865086158370588e-05,1.090132782315973e-08,1.2573758083127155e-08,9.238214028836108e-05,1.1194760083845474e-09,1.2326885328265013e-08,4.414071024663217e-09,2.704998908326582e-09,1.6112682767918803e-05,1.5146438426026874e-07,6.102287691563921e-07,9.502537750515742e-10,1.2894101642269318e-10,5.562691498481698e-09,8.918983543674425e-11,2.7233756220690394e-08,6.2941220131015135e-09,3.76,0.0,0.736435008452364,0.9973377698533397,0.00029309622199286627,1.408405559054851e-05,0.2332099527510929,0.23363430544644861,2.59960219665899e-07,8.956901189255148e-10,0.0022287133792641056,4.3005876344797225e-05,6.227470198758023e-05,7.301016821067101e-05,5.825053248882897e-06,0.0008500044565071946,0.0014880821400958808,0.012494167604933057,3.5109922145865966e-05,9.358354596398852e-05,2.6647356259360875e-06,1.7210102529048576e-08,1.5895085885234772e-06,1.5027695660407838e-06,8.048970764897657e-07,2.61999878169395e-07,1.1733730600468957e-05,1.220568274844597e-07,8.912922624374271e-05,1.7289840808668323e-09,1.8015470801218285e-05,1.1649799693801433e-07,1.449970414296252e-10,7.466557893982482e-06,6.409053841570678e-10,3.820085590006511e-11,1.3631862109080391e-15,4.641454630413371e-12,3.364622718790366e-12,5.166471503735536e-10,2.6311897245423893e-16,4.79515755948086e-09,1.095872311803555e-13,2.335642560824345e-10,7.77457747791924e-14,4.763970185197268e-10,2.711588764532753e-08,6.780067488864608e-09,5.1229407566530036e-12,3.055766141593139e-08,1.8917417814447434e-07,6.3597306825655134e-12,9.44400938383596e-12,0.0002521233654428702,9.177630990524224e-15,3.8875841924293226e-07,8.817981440493336e-12,3.155543360491186e-06,1.6001460622721919e-06,3.2498492963174123e-09,3.020779131496143e-08,1.3720494489907655e-06,6.224346209742371e-09,5.398477528566012e-10,2.075786745465585e-11,4.891644192393831e-07,8.656898188436586e-09,3.211479466498079e-10,3.3912235631279906e-11,8.870158612221014e-11,6.284154548412427e-10,2.2909815724105257e-11,1.1211871680359564e-09,5.2008760320877026e-11,1.0959919333650716e-13,8.929206604376809e-15,1.1659162223815118e-07,1.1167893247720312e-07,1.0266547128719836e-11,1.5133720571809733e-07,8.589145125672685e-14,4.502624172284632e-12,1.6456838505409835e-15,1.1528850894209011e-14,4.4132648271405944e-13,2.356886743177623e-11
6.46310828735557e-07,0.9247532107181147,0.0005025105844979341,3.891978929213068e-05,0.0001744852848695,0.00186439158416956,0.0,0.0,7.150668368342815e-05,1.6356020559296573e-07,3.408006116984774e-05,1.51513470493048e-06,1.6464867011887676e-07,3.954508790444288e-13,4.612701634948521e-10,1.366682889019364e-07,8.761956563781093e-05,1.2605549039584923e-05,1.1976644403768411e-08,1.3548082660523315e-08,9.546741753197019e-05,1.1658234103626998e-09,1.2989472596997701e-08,4.800190070270217e-09,2.8239837214061554e-09,1.729830083175116e-05,1.5503529386085225e-07,6.435732375672652e-07,1.0440905682507898e-09,1.3998997099502956e-10,5.907720093871666e-09,9.417760911511513e-11,2.836890998708708e-08,6.614764002130613e-09,3.76,0.0,0.7331023569519448,0.9973196374555879,0.0003078459008180501,1.4820010856074927e-05,0.2363399483158219,0.23678516438094593,2.6345490428724057e-07,9.077652556964467e-10,0.002228672911977216,4.518333079020874e-05,6.617564196842153e-05,7.486924395047701e-05,5.969980886588185e-06,0.0008838868871638693,0.001547902621493292,0.012657490031467203,3.690244067238871e-05,9.67156717690708e-05,2.7659505648682233e-06,1.7792649452708845e-08,1.6566529848896689e-06,1.5423788438457925e-06,8.714775751574269e-07,2.82358376465132e-07,1.250919487319729e-05,1.330558633633711e-07,9.275908770872841e-05,1.7720740777859705e-09,1.9096162433811805e-05,1.2388745048009724e-07,1.5451016203109733e-10,7.897501833899172e-06,6.775948693968624e-10,4.16358911948279e-11,1.48554541507963e-15,4.873673175947014e-12,3.5876870000443942e-12,5.448513012623156e-10,2.86705551149708e-16,5.06427795884607e-09,1.1585952441352723e-13,2.396015036967354e-10,8.21146892644626e-14,5.062753585349427e-10,2.8201752681125173e-08,7.134447692824231e-09,5.420269323489344e-12,3.250693414238783e-08,2.068779923224931e-07,6.949485939325898e-12,9.964107865813377e-12,0.00025909798411099405,9.777237352450693e-15,4.0295931542964243e-07,9.135558685583118e-12,3.3264398915108714e-06,1.6517783948190836e-06,3.6034954096408723e-09,3.143060766983607e-08,1.428809572739489e-06,6.661641630674939e-09,5.992249583436318e-10,2.1606709328648807e-11,5.157388696071219e-07,9.054338690374013e-09,3.354859351352884e-10,3.6328601923985307e-11,9.504744647197396e-11,6.897248387239097e-10,2.3475687699290545e-11,1.1681384218302238e-09,5.718257848756133e-11,1.2193003798929062e-13,9.661558951690422e-15,1.2338244392003745e-07,1.2138501565550974e-07,1.1154600153979413e-11,1.6248668422116044e-07,9.47076374054007e-14,4.920392202265809e-12,1.7844734714656165e-15,1.237143174805832e-14,4.81045075940384e-13,2.48594457286323e-11
6.562525345139443e-07,0.925267224757017,0.000517477246537671,4.0518407845893966e-05,0.0001802185458179152,0.0019415748602072203,0.0,0.0,7.270203928193564e-05,1.6862490058496744e-07,3.6587324770428934e-05,1.6206490617635633e-06,1.7751542965604873e-07,4.441744761773544e-13,5.01997966238125e-10,1.4429945052055278e-07,9.118397539181943e-05,1.3379761278592133e-05,1.3143500835720933e-08,1.458280020725586e-08,9.861503585743675e-05,1.2135163885731821e-09,1.3681748770542655e-08,5.214294538816128e-09,2.946587431745049e-09,1.8553519692676822e-05,1.5865535843798146e-07,6.783373815415411e-07,1.1456903101204347e-09,1.5181247892861422e-10,6.269779960548128e-09,9.93708958532875e-11,2.953643579890521e-08,6.947045733486508e-09,3.76,0.0,0.7297817772857627,0.9973009152326253,0.0003231056968011184,1.5582583070431842e-05,0.23945514288341826,0.23992201822458337,2.6693306705239643e-07,9.197834248705146e-10,0.0022286311278827534,4.743349483108669e-05,7.024916439466167e-05,7.674765078227855e-05,6.116373808652925e-06,0.0009186062686176028,0.0016092079728472536,0.012819957299529646,3.875581428201797e-05,9.991184107950627e-05,2.869772780715859e-06,1.8390152229671892e-08,1.7256317859832814e-06,1.5824775370126678e-06,9.424379167418154e-07,3.039681769045514e-07,1.3326219522960376e-05,1.4484940902106452e-07,9.64820870034305e-05,1.8155761447638366e-09,2.0226024405398793e-05,1.3165199147923095e-07,1.645445061684834e-10,8.345337311161084e-06,7.156984958849486e-10,4.531782210792871e-11,1.616683379250729e-15,5.116780545391042e-12,3.825417035840397e-12,5.741752692153445e-10,3.1198212811991377e-16,5.344649048076014e-09,1.2239863923814844e-13,2.457085925126081e-10,8.666610559976182e-14,5.375744745701947e-10,2.931463197664842e-08,7.503394719650712e-09,5.730827701734139e-12,3.457609615064056e-08,2.2603227774250855e-07,7.58710100251286e-12,1.050513677792317e-11,0.0002661464821370861,1.0409874659462221e-14,4.174250011513627e-07,9.458813324217621e-12,3.5036542046043206e-06,1.7045467886815928e-06,3.9896930429775876e-09,3.268023640229796e-08,1.4868398281944728e-06,7.122873179844938e-09,6.640842305405372e-10,2.247392699291913e-11,5.432400851629576e-07,9.463373238203537e-09,3.50230126388692e-10,3.888267037942939e-11,1.0175589949667132e-10,7.560635368516922e-10,2.4047459537124022e-11,1.2167849560037562e-09,6.279345115622797e-11,1.355321349610016e-13,1.0447555241680615e-14,1.3058461151381664e-07,1.317704885862246e-07,1.2104339237718056e-11,1.7430999028330692e-07,1.0428881753703085e-13,5.372104088196485e-12,1.933234534868038e-15,1.3264372649010379e-14,5.237440240468184e-13,2.6198301230765906e-11
6.661942402923315e-07,0.9257794179252521,0.0005326848487253161,4.216220598968777e-05,0.00018605408862745935,0.0020207414187189457,0.0,0.0,7.390517884886958e-05,1.737742052266764e-07,3.9238694441058077e-05,1.7319711416455712e-06,1.9129466140042687e-07,4.981558807405322e-13,5.457415814814872e-10,1.5224945451124983e-07,9.484260683361282e-05,1.4188703874658558e-05,1.4408547875192817e-08,1.568078465823992e-08,0.00010182587318375974,1.2625861845614373e-09,1.4404783266869856e-08,5.658003524797073e-09,3.072880135445563e-09,1.9881425055151895e-05,1.623253494581029e-07,7.145649900479784e-07,1.2555757943732636e-09,1.6445118254256574e-10,6.649533889448296e-09,1.0477522369129715e-10,3.0736795589027396e-08,7.2912188536318655e-09,3.76,0.0,0.7264731910884202,0.9972815892923592,0.0003388857561584177,1.6372310061473138e-05,0.24255557057368454,0.2430449234781159,2.703947461094326e-07,9.317447630489468e-10,0.002228587995952668,4.975753979397982e-05,7.449963204918945e-05,7.864525340106389e-05,6.264222889510116e-06,0.00095417086016323,0.0016720121356483863,0.012981575391017132,4.0671064008635974e-05,0.00010317294554792802,2.976234440674178e-06,1.9003045014933703e-08,1.7964675909889116e-06,1.623066637205601e-06,1.0179933969437931e-06,3.268863695575414e-07,1.418652612225259e-05,1.574808099427464e-07,0.00010029926909067372,1.8594864987574933e-09,2.1406629591088832e-05,1.3980680608061648e-07,1.7512254994881442e-10,8.810405038685602e-06,7.552433899734084e-10,4.925997997905704e-11,1.7570732340869134e-15,5.371489369869324e-12,4.078816393765542e-12,6.046488773060444e-10,3.390396610022973e-16,5.636586562667537e-09,1.2921216288443312e-13,2.518855770718719e-10,9.140511512817258e-14,5.70341772889877e-10,3.0454779710918805e-08,7.887377211454305e-09,6.0550558736098296e-12,3.6772172560733503e-08,2.467365766345819e-07,8.275824277574834e-12,1.1067635496269148e-11,0.0002732684747566205,1.1077128955390147e-14,4.321545206824981e-07,9.787715107658571e-12,3.6873070473945574e-06,1.7584625790483534e-06,4.410890506433958e-09,3.3956669833744775e-08,1.5461393752550004e-06,7.609044617009348e-09,7.348373074762579e-10,2.3359479957493826e-11,5.716799592835751e-07,9.884145614087319e-09,3.653853979120357e-10,4.158023821545864e-11,1.088422443862684e-10,8.277688422375881e-10,2.4625121767544895e-11,1.2671722886344466e-09,6.88716870560928e-11,1.505240726190151e-13,1.1290652617421131e-14,1.3822613708934104e-07,1.4287170647338538e-07,1.31190227748819e-11,1.868401568124868e-07,1.1468974090086273e-13,5.860065494273845e-12,2.0925652057285577e-15,1.4210104926095475e-14,5.69604478834824e-13,2.758637088932414e-11
6.761359460707188e-07,0.9262898032814024,0.0005481345006763489,4.38519175595325e-05,0.00019199226240988144,0.002101911701087316,0.0,0.0,7.511633814932318e-05,1.7900889510168025e-07,4.204009463803953e-05,1.8493395471154114e-06,2.0603897413873663e-07,5.578843404176668e-13,5.926821363042622e-10,1.6052731817496718e-07,9.859670597331005e-05,1.5033369766250037e-05,1.577884183524486e-08,1.6845009405498682e-08,0.00010510083016113652,1.3130648391420545e-09,1.5159673405891332e-08,6.133006559351408e-09,3.202932939532911e-09,2.1285195110288708e-05,1.660460409332855e-07,7.523006738432996e-07,1.374297309921733e-09,1.779504761063968e-10,7.047664624890506e-09,1.1039618437990225e-10,3.197044752874901e-08,7.647535855354337e-09,3.76,0.0,0.7231765205422213,0.9972616455658035,0.00035519628946143855,1.7189731495269384e-05,0.24564126487712695,0.2461539363957084,2.738399789040358e-07,9.436494045541774e-10,0.0022285434847634875,5.2156631738174e-05,7.893142115759376e-05,8.056191295700354e-05,6.41351875278233e-06,0.0009905888576745394,0.0017363288918079108,0.013142350306834397,4.26492075849191e-05,0.00010649989506938562,3.0853674658056395e-06,1.9631773389498572e-08,1.869182838876625e-06,1.664147164441464e-06,1.098366295354478e-06,3.511717407472535e-07,1.5091885334982468e-05,1.709950034139904e-07,0.00010421167657361474,1.903801280065816e-09,2.2639582022886342e-05,1.4836759024095514e-07,1.8626743929910918e-10,9.293045114738589e-06,7.962565708108254e-10,5.3476174439817186e-11,1.9072050490740708e-15,5.638571414154752e-12,4.3489534695607615e-12,6.363024999591576e-10,3.6797235884125095e-16,5.9404106584206084e-09,1.3630778930214654e-13,2.581325162371853e-10,9.633687855941549e-14,6.046256338948335e-10,3.16224471680232e-08,8.286875890100875e-09,6.393405205056635e-12,3.9102539468976816e-08,2.69095844090689e-07,9.019078129339923e-12,1.1652148784094127e-11,0.00028046360805248206,1.1780654548075803e-14,4.47146842507044e-07,1.0122232137554291e-11,3.877518824369526e-06,1.813536948037869e-06,4.86967709121993e-09,3.5259892431318386e-08,1.606706954528589e-06,8.121198035862494e-09,8.11919907863505e-10,2.4263321481359828e-11,6.010700388623568e-07,1.0316798845135586e-08,3.80956602063811e-10,4.442725576117323e-11,1.1632218607841918e-10,9.051957584241614e-10,2.5208664897598198e-11,1.3193463988477334e-09,7.544923013121637e-11,1.6703418916801343e-13,1.219449683189777e-14,1.4633688452781487e-07,1.547263782911462e-07,1.4202027514329034e-11,2.001115106763055e-07,1.259682818326504e-13,6.38670554106323e-12,2.2630930078380294e-15,1.5211153136854123e-14,6.188161303811686e-13,2.9024589236298498e-11
6.860776518491061e-07,0.9267983938249233,0.0005638272943306317,4.5588277855640864e-05,0.0001980334004735292,0.0021851060091697522,0.0,0.0,7.63357545626031e-05,1.8432977883381063e-07,4.4997592805759846e-05,1.9729994915190334e-06,2.2180312009856526e-07,6.238875407017822e-13,6.430091267122637e-10,1.6914218921652123e-07,0.00010244751941366594,1.5914763675851025e-05,1.7261864638629903e-08,1.8078549604726154e-08,0.00010844083030823724,1.3649852030835045e-09,1.5947544757920027e-08,6.64106564287808e-09,3.336817977868934e-09,2.2768101830922793e-05,1.6981820928576767e-07,7.915898696308951e-07,1.502433694003015e-09,1.9235655402329104e-10,7.464875248152821e-09,1.1623943206863694e-10,3.32378458116927e-08,8.016249993197304e-09,3.76,0.0,0.7198916883805458,0.997241069807942,0.0003720475704091699,1.8035388800717156e-05,0.2487122586576969,0.24924911298784022,2.772688021825627e-07,9.554974814423373e-10,0.002228497562498344,5.463193101319655e-05,8.354891963605049e-05,8.249748681788248e-05,6.564251753268021e-06,0.001027868391799251,0.0018021718597860193,0.013302288066677988,4.469125907927863e-05,0.00010989361765868972,3.1972035150924797e-06,2.0276794314774543e-08,1.9437997972430882e-06,1.7057201630715586e-06,1.1837859701511026e-06,3.768847917479241e-07,1.6044117510502283e-05,1.8543854598269063e-07,0.0001082203496745784,1.9485165467082653e-09,2.3926517186864608e-05,1.5735056464949192e-07,1.980029992667821e-10,9.793596932106415e-06,8.387649427634951e-10,5.798070098186237e-11,2.067586099521374e-15,5.9188616912677324e-12,4.636964923324599e-12,6.691670764035744e-10,3.9887773320552273e-16,6.2564458700841485e-09,1.4369331817500362e-13,2.6444947253057707e-10,1.0146662523403104e-13,6.404754217984295e-10,3.2817882667070824e-08,8.702383818805897e-09,6.746338690735927e-12,4.15749367171377e-08,2.932206633985717e-07,9.820465625750897e-12,1.2259226644819081e-11,0.0002877315590211033,1.2522176562987406e-14,4.624008599417188e-07,1.0462330882690357e-11,4.074409566346654e-06,1.8697809148434848e-06,5.368788307697909e-09,3.6589880930866267e-08,1.6685408934323667e-06,8.66041617161599e-09,8.957927255856089e-10,2.518539867731035e-11,6.314215206110117e-07,1.0761475214027566e-08,3.9694856634622515e-10,4.7429827424649415e-11,1.2421183793947896e-10,9.887176705098142e-10,2.5798079347014623e-11,1.373353714229043e-09,8.255972179725895e-11,1.852012499882511e-13,1.316293033717002e-14,1.5494866749172412e-07,1.6737359399278302e-07,1.535685077464527e-11,2.141597098655801e-07,1.381855747386747e-13,6.954581587645531e-12,2.4454759885193286e-15,1.6270137647298573e-14,6.715774944403695e-13,3.0513888152793735e-11
6.960193576274933e-07,0.927305202495703,0.0005797643018891852,4.737202337139796e-05,0.00020417781955894165,0.0022703445025306374,0.0,0.0,7.756366712018044e-05,1.8973769870024713e-07,4.811740012860149e-05,2.1032028922294366e-06,2.386440425522052e-07,6.9673407084994e-13,6.969206821652278e-10,1.7810334470303917e-07,0.00010639629402030279,1.683390194814749e-05,1.8865544602090536e-08,1.93845845053364e-08,0.00011184682014436446,1.418380947642295e-09,1.6769551484439596e-08,7.184017298810014e-09,3.474608426917373e-09,2.4333512246812942e-05,1.7364263320212322e-07,8.324788440338687e-07,1.6405934098721531e-09,2.0771745952860855e-10,7.901889558099176e-09,1.2231068191781775e-10,3.4539440431246705e-08,8.3976151990753e-09,3.76,0.0,0.7166186178915281,0.9972198475986855,0.00038944993452722063,1.890982509335005e-05,0.25176858415568076,0.25233050902419835,2.8068125199525284e-07,9.67289123516235e-10,0.002228450196949044,5.718459179608751e-05,8.835652531540683e-05,8.445182833562602e-05,6.7164119592350225e-06,0.0010660175260481866,0.0018695544905203215,0.013461394708797923,4.679822851480814e-05,0.00011335505931833457,3.3117739687917503e-06,2.0938576082052542e-08,2.020340550672046e-06,1.7477866977930792e-06,1.274488949738085e-06,4.04087756571936e-07,1.7045093261686917e-05,2.0085964043044002e-07,0.0001123263262058507,1.9936282689202553e-09,2.526910231895762e-05,1.667724899729501e-07,2.1035374318650899e-10,1.0312399083663901e-05,8.827952875323224e-10,6.27883483471613e-11,2.238741127106599e-15,6.213262786680826e-12,4.944059258383257e-12,7.032741244307369e-10,4.3185664796706363e-16,6.585021065885153e-09,1.5137665383831506e-13,2.7083651147899204e-10,1.0679965232061157e-13,6.779414942868775e-10,3.404133148850037e-08,9.134406668840958e-09,7.1143312002987806e-12,4.419748091807447e-08,3.1922746662212823e-07,1.0683777436136138e-11,1.2889424160977401e-11,0.0002950720356377421,1.3303493504046208e-14,4.779153917056495e-07,1.0807976194449165e-11,4.27809890067523e-06,1.9272053257274206e-06,5.911111152313332e-09,3.7946604452732256e-08,1.731639111937072e-06,9.227824902070379e-09,9.869424476856505e-10,2.612565261089523e-11,6.627452476566599e-07,1.1218316268399773e-08,4.133660936492601e-10,5.059421255030726e-11,1.325277241582836e-10,1.078727030481579e-09,2.6393355385190207e-11,1.429241097572828e-09,9.023856449374836e-11,2.0517516211858787e-13,1.4200000597590035e-14,1.640953508839081e-07,1.808538515292722e-07,1.6587112635618347e-11,2.2902178105412294e-07,1.5140615377662517e-13,7.566384121705248e-12,2.6404039196570046e-15,1.7389777228162493e-14,7.280962051469581e-13,3.205519664400433e-11
