Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706)
1.2069059715555132e-05,0.766568584353277,0.004628748652258855,0.0010530772095760324,0.002056138627746578,0.17940510705554852,0.0,0.0,0.004169605196362256,0.0005650266006447415,0.07323502683446913,0.004905693086356391,0.0006191742170709261,2.728599332537624e-09,2.5546270493418295e-07,5.401500411440094e-06,0.00410508660566404,0.006972235886093398,0.00010185364510018506,7.566698635542941e-07,0.0012141487460649676,3.891257888982684e-08,2.122813929546743e-06,0.0003079348368369544,3.0819888700776348e-06,0.013712391676578265,1.8610019687139327e-06,0.0004921173493642237,0.00017209338673462838,2.1536162991198737e-06,4.850657790499931e-06,6.94588350432731e-09,1.1204541646081702e-06,7.961630953586492e-06,3.76,0.0,0.1359373399633307,0.8700151462504746,0.11805600487709787,0.004968399458800879,0.1158401590892497,0.19868952936675122,1.0254818101600791e-08,1.7574886613881044e-11,0.0007040660296857665,0.00017186391801725156,0.001507146267210929,0.0005679604743517106,0.00014174179747851505,0.12697939660235832,0.058859576133109964,0.006735922336514431,0.00015760585715936232,0.01106620596524231,5.2833295284778495e-05,5.05418081723324e-06,4.342944741866278e-05,0.00026902678038146324,0.0009644905298427757,0.0002096361165743451,0.008115594475013152,0.0017193255634048194,0.031172386827636768,5.2936393652291974e-08,0.011864262806762728,0.007035553049343198,9.761970305005811e-09,0.0003209988420529557,9.165109028563983e-08,2.3102405445494966e-06,3.922616383100897e-11,7.517195185165409e-07,1.8582886215560069e-07,4.680187669966568e-06,5.5706641575129895e-12,2.8490711934137705e-07,2.0862378750638436e-11,2.125270917284218e-07,5.986464668356586e-12,4.770308051420862e-08,1.1418814981807227e-07,0.00017920035154411076,7.466833239105691e-09,0.001301373550379894,0.003568060306386802,6.266455830573556e-07,5.6635679024326255e-11,0.0065038860363354776,1.432100742298924e-10,1.4501213057829004e-05,1.295006428659788e-09,0.0017217578180980142,1.3146049805114287e-06,5.089337981494735e-06,2.980433766089695e-06,0.00010870360453700167,0.0027725181482603964,3.5967259890467236e-05,5.310717771184436e-09,0.0005343682782777706
1.2113228639769954e-05,0.7667240687234671,0.004592337533367242,0.00104607738820605,0.0020387736166207525,0.17982234666544766,0.0,0.0,0.004164200276964565,0.0005672603186170933,0.07376643932886315,0.0049376455035548975,0.0006164348850765925,2.6724162916250348e-09,2.520163871144799e-07,5.363604563359225e-06,0.004098617811437,0.006995301293167258,0.00010174224976676161,7.565663991707835e-07,0.0012196257567054817,3.8635177877485544e-08,2.102177372397501e-06,0.0003088563727197105,3.072628474332491e-06,0.013754877505278425,1.8566205158926788e-06,0.0004948321912095998,0.00017338287986611752,2.1534171542199594e-06,4.8217018580902e-06,6.910940315249048e-09,1.1155803040659537e-06,8.017270880385823e-06,3.76,0.0,0.1351476727975603,0.8693941784932295,0.11856214483729044,0.005000629564195749,0.11584643887162765,0.19911598734669184,1.0255309743379103e-08,1.7499665321277556e-11,0.0007035634780838335,0.00017064050536420917,0.0014965939360239212,0.0005615179777504077,0.00014044919239348305,0.1271918013412511,0.058821892763749245,0.006736444266784929,0.0001564805891388963,0.011113059365106806,5.2411917738453046e-05,5.0810473466501255e-06,4.308208700616189e-05,0.0002672681812219145,0.0009584239569048043,0.00020801930078113927,0.008161633755439154,0.0017082618018039943,0.03133779069255781,5.228793532917827e-08,0.011941655235168776,0.0071163251615791534,9.787785555579744e-09,0.0003183876163855307,9.082183434360262e-08,2.2932621265353856e-06,3.893793966996901e-11,7.411618176837249e-07,1.8338745876344193e-07,4.698585367450142e-06,5.5297373866087055e-12,2.8273651801622584e-07,2.0696420511283246e-11,2.1095380779488802e-07,5.938958851450002e-12,4.802438233603341e-08,1.1411546560487154e-07,0.00018098053413202463,7.447843541582835e-09,0.0013047783213415206,0.0035795726733495173,6.280977353802885e-07,5.625635182857336e-11,0.006540161874637126,1.4367838755008415e-10,1.447723524338218e-05,1.2916826213457146e-09,0.001727652757136658,1.3036587023834288e-06,5.09022930715037e-06,2.9761457822402258e-06,0.00010876931713257251,0.0027942909579990747,3.676830748492226e-05,5.309067261438322e-09,0.0005362176702589746
1.2157397563984777e-05,0.7668781907980085,0.004556524835266625,0.0010391761063982894,0.002021700268809488,0.18023424006109048,0.0,0.0,0.004158610386819406,0.0005694163658113626,0.074295034981124,0.004969372009520904,0.0006137081659790392,2.6178206918522786e-09,2.486417443161239e-07,5.326186659027136e-06,0.004092091271022558,0.007018038723288662,0.00010162675262463817,7.564295381886802e-07,0.0012250500738899424,3.836258371062711e-08,2.081844990840125e-06,0.000309761419403695,3.0631166132364276e-06,0.013796737549301526,1.8522489903078694e-06,0.0004975285513607514,0.00017466380428190635,2.1531095373046205e-06,4.793041892876118e-06,6.8762072867196464e-09,1.1107464467002141e-06,8.072421747777059e-06,3.76,0.0,0.13436681560545805,0.8687777188683011,0.11906402805889875,0.005032715754290028,0.11585291714523624,0.19954004057117025,1.025582047480963e-08,1.7426262474496124e-11,0.0007030645751699342,0.0001694364474556425,0.001486183324947307,0.0005551954560141508,0.00013917829538320471,0.12740052734693125,0.05878335367635256,0.006736834836315648,0.00015537311776380244,0.011159339269799068,5.199761036611708e-05,5.107732366195674e-06,4.2740571076523344e-05,0.0002655319867823786,0.0009524288158690522,0.00020642465814153533,0.008207340004138178,0.0016972917230635483,0.0315015426650095,5.165211877757973e-08,0.012018435369281185,0.007197097746413893,9.813215697725032e-09,0.0003158145225236193,9.000547557525747e-08,2.276452739839173e-06,3.865258928177865e-11,7.308042614464956e-07,1.8099017066542666e-07,4.716553012188108e-06,5.489219066023613e-12,2.8059298557498394e-07,2.0532720818345327e-11,2.094020300714342e-07,5.892101748646314e-12,4.8343114084131536e-08,1.1404111744327919e-07,0.00018275660523882348,7.428575227624302e-09,0.001308085424944853,0.0035908871184599025,6.295159133396425e-07,5.5882521598707026e-11,0.006576110596444018,1.4413369507296764e-10,1.4453180527529429e-05,1.2883651883141197e-09,0.0017334524070489596,1.2929225564709717e-06,5.090836305723209e-06,2.9718321616592633e-06,0.00010883186638344441,0.002815833767193728,3.757766502851486e-05,5.3072950080804666e-09,0.000538032375909459
1.22015664881996e-05,0.7670309735819579,0.004521300794461329,0.0010323723702075013,0.0020049132007343745,0.18064089347870127,0.0,0.0,0.0041528422174876645,0.0005714955788069542,0.07482084091399377,0.005000875361732247,0.0006109949506938492,2.5647643227537487e-09,2.453373170552933e-07,5.289245309761748e-06,0.004085511126604188,0.007040453315859717,0.00010150737293959638,7.56261016681027e-07,0.0012304226139662334,3.809476298150394e-08,2.0618140383729408e-06,0.00031065029716539406,3.0534618075864857e-06,0.013837984040073458,1.8478899399990518e-06,0.0005002066932984271,0.0001759361599380804,2.1526979025145585e-06,4.764679057651142e-06,6.841694270470728e-09,1.105953384529584e-06,8.127088383593996e-06,3.76,0.0,0.1335946016939355,0.8681657008410896,0.11956172214837821,0.005064658639264147,0.11585958541850841,0.19996172261555323,1.0256349504756815e-08,1.73546299207309e-11,0.0007025692670948956,0.0001682514420650298,0.001475913290779526,0.0005489903547306916,0.00013792872617637044,0.12760565494313275,0.05874398958987587,0.006737097050116603,0.00015428317157898145,0.01120505289598266,5.159025077893788e-05,5.134238524879912e-06,4.2404798340333636e-05,0.00026381807374486436,0.0009465048729660501,0.00020485197073131405,0.008252716758983735,0.0016864170306271353,0.031663665765802824,5.1028657282374884e-08,0.012094611324488027,0.007277867007434872,9.838268932608887e-09,0.0003132791977881357,8.920185489504778e-08,2.2598137888961913e-06,3.8370136166977134e-11,7.206438384717894e-07,1.7863639945079515e-07,4.734096661107098e-06,5.449112497522538e-12,2.7847644008930326e-07,2.0371264852328266e-11,2.078715644609661e-07,5.845888889974871e-12,4.865930916406667e-08,1.1396516501196403e-07,0.00018452847684436954,7.409042508694176e-09,0.0013112967595304132,0.003602007549629302,6.309008700615642e-07,5.551412627432748e-11,0.006611736137852184,1.4457623681108257e-10,1.4429069388700744e-05,1.2850557830481719e-09,0.0017391591823750106,1.2823918040150123e-06,5.091172779771376e-06,2.9674976447551543e-06,0.00010889141168444311,0.0028371476014533224,3.839527687112251e-05,5.305408677662861e-09,0.0005398131199755124
1.2245735412414422e-05,0.7671824396254774,0.0044866556707236485,0.001025665149106522,0.001988407082331005,0.18104241070327876,0.0,0.0,0.004146902320919947,0.0005734988137035453,0.0753438845248805,0.005032158312345858,0.0006082960657202794,2.513200283208775e-09,2.4210165475032195e-07,5.25277872525694e-06,0.004078881376610519,0.007062550128309149,0.00010138432215715098,7.560625050411881e-07,0.0012357442771606707,3.783167810266007e-08,2.042081616720672e-06,0.0003115233198795948,3.0436723303461773e-06,0.013878628956308007,1.843545742291814e-06,0.0005028668765963601,0.00017719994986353696,2.152186563895223e-06,4.736614146920731e-06,6.807410324915485e-09,1.1012018226699452e-06,8.181275667795948e-06,3.76,0.0,0.13283086833433813,0.8675580587364672,0.12005529359685217,0.005096458848782859,0.11586643528210998,0.20038106647998508,1.0256896050181256e-08,1.728472058228015e-11,0.000702077500704681,0.00016708518690900927,0.001465782630606987,0.0005429001621378389,0.00013670010682311696,0.12780726237337495,0.05870383008026207,0.006737233871831174,0.00015321047856492638,0.011250207396736135,5.118971726012753e-05,5.1605684401615945e-06,4.2074668064976254e-05,0.00026212630355146885,0.0009406518367194828,0.0002033010114985213,0.008297767550609193,0.0016756392355434372,0.031824182887550734,5.04172697909855e-08,0.012170191163051803,0.007358629277381672,9.862953268706198e-09,0.0003107812635234466,8.841080999418175e-08,2.24334642604518e-06,3.8090599575624795e-11,7.106774804699514e-07,1.763255510162216e-07,4.751222354039664e-06,5.409420389076904e-12,2.7638676845294465e-07,2.0212036338666784e-11,2.06362206907125e-07,5.800315425644844e-12,4.8973000827890166e-08,1.1388766576968479e-07,0.00018629606475648814,7.389259166284299e-09,0.0013144141912956868,0.0036129378023592295,6.322533423272626e-07,5.515110225403862e-11,0.006647042418505923,1.4500625032702042e-10,1.4404921036684657e-05,1.2817559420345306e-09,0.0017447754355106703,1.2720618020662081e-06,5.091252023346609e-06,2.963146685478447e-06,0.00010894810521112553,0.0028582335507721067,3.922108721929508e-05,5.3034155570440225e-09,0.0005415606120138738
1.2289904336629245e-05,0.7673326110307309,0.004452579758851862,0.001019053379950092,0.0019721766408658087,0.1814388931194888,0.0,0.0,0.004140797109434646,0.0005754269445232659,0.07586419344169526,0.005063223605654789,0.0006056122760932594,2.4630829907970167e-09,2.389333182081816e-07,5.216784738714799e-06,0.0040722058793832595,0.007084334136645447,0.0001012578040922277,7.558356096133177e-07,0.0012410159476308094,3.75732877119445e-08,2.022644691305774e-06,0.0003123807950977441,3.033756209596125e-06,0.01391868402722484,1.8392186119238484e-06,0.0005055093569141421,0.00017845518004087348,2.1515796981145355e-06,4.708847611638287e-06,6.7733637738766526e-09,1.0964923840754341e-06,8.234988524437173e-06,3.76,0.0,0.13207545667018375,0.8669547277509579,0.12054480778325234,0.005128117030866889,0.11587345841528006,0.20079810459347003,1.0257459336797025e-08,1.7216488455974842e-11,0.0007015892235508027,0.00016593738006656956,0.0014557900868954416,0.0005369224096967946,0.00013549206207050406,0.1280054258539172,0.05866290362503174,0.006737248223222749,0.00015215476654992547,0.011294809858633795,5.079588888763168e-05,5.1867246972421235e-06,4.17500801762505e-05,0.00026045652367531736,0.0009348693624274986,0.00020177154526438044,0.00834249589980858,0.0016649596667697355,0.03198311677853954,4.981768084840552e-08,0.012245182888549118,0.007439381014376446,9.887276504321471e-09,0.00030832032664928136,8.763217575870704e-08,2.2270515664398584e-06,3.7813994760843385e-11,7.009020723309303e-07,1.7405700293018545e-07,4.767936109151222e-06,5.3701448853567e-12,2.7432384348405985e-07,2.0055017699566353e-11,2.048737444092746e-07,5.755376125573198e-12,4.9284222146110005e-08,1.1380867504215501e-07,0.00018805928850925674,7.369238568637712e-09,0.0013174395542575172,0.0036236816401421495,6.335740507954125e-07,5.4793384375649297e-11,0.006682033338896129,1.454239731383387e-10,1.4380753473966377e-05,1.2784670920014298e-09,0.0017503034577901842,1.2619280031056644e-06,5.091086833768289e-06,2.9587834648656424e-06,0.00010900209219382057,0.0028790927650965826,4.00550401706538e-05,5.3013225712106125e-09,0.0005432755465141487
1.2329656368422584e-05,0.7674666762917655,0.004422390129808513,0.0010131834971087205,0.0019578006383477405,0.18179150443311873,0.0,0.0,0.004135166262216363,0.0005770987838753733,0.07633015629049922,0.00509099853259222,0.0006032103569865448,2.4191776379603254e-09,2.361382006671608e-07,5.184792146935257e-06,0.0040661618968912275,0.007103676344177669,0.00010114113576130407,7.556084129026361e-07,0.0012457184251390273,3.734471321892132e-08,2.005401501147043e-06,0.000313139478845404,3.024729861073557e-06,0.013954238769098399,1.8353404929263808e-06,0.0005078726612994677,0.00017957757584845547,2.1509551866585703e-06,4.684112955299405e-06,6.742931140019907e-09,1.0922903569941614e-06,8.282928559097853e-06,3.76,0.0,0.13140257297540245,0.8664153630213957,0.12098195473483253,0.005156488510806594,0.11587992057947055,0.20117149382446342,1.025797997598207e-08,1.7156476404267516e-11,0.0007011527146358292,0.00016491987827842964,0.001446913807603054,0.0005316365637930862,0.00013442210537500986,0.12818088980975037,0.058625436762409715,0.006737158808075042,0.00015121891972163154,0.011334485882483975,5.0447077040430574e-05,5.210118961035053e-06,4.146260771060695e-05,0.00025897238713769007,0.00092972514161295,0.00020041320198940465,0.00838247862588815,0.0016554329978837254,0.03212482229139853,4.9287915477845525e-08,0.01231217916845025,0.007512045742761015,9.908864947947173e-09,0.00030613678089375606,8.694187767093641e-08,2.2125342596736727e-06,3.756756664103115e-11,6.922648623854716e-07,1.7205094160262994e-07,4.7826312350784e-06,5.335154456447179e-12,2.724899622585484e-07,1.9915574882957267e-11,2.0355181093304496e-07,5.715468375491429e-12,4.956223635301044e-08,1.1373635224083271e-07,0.0001896423949488205,7.351027886955077e-09,0.001320085151987595,0.0036331947622377314,6.347361131844213e-07,5.4475919960953236e-11,0.006713258740551292,1.4578961039193988e-10,1.4359000195216414e-05,1.2755176186817523e-09,0.001755205085922562,1.2529716555986887e-06,5.090739358748345e-06,2.954849328830639e-06,0.00010904848103148203,0.0028976731949485663,4.081251348744605e-05,5.299358942591454e-09,0.0005447917128333574
1.2369408400215923e-05,0.7675997259367188,0.0043926467341173945,0.0010073892323020446,0.0019436399560868614,0.18214018840213728,0.0,0.0,0.004129411069245916,0.0005787111694376424,0.07679394695033383,0.005118601356547755,0.000600821714266515,2.3763765513280403e-09,2.3339543354788732e-07,5.153178267266394e-06,0.004060086496664707,0.007122772659627968,0.00010102195621774891,7.553605601135105e-07,0.001250381733833287,3.71198702884482e-08,1.988392730672174e-06,0.00031388602865153973,3.015612752386953e-06,0.013989333243688742,1.8314792688709963e-06,0.0005102220110480796,0.00018069305368884932,2.1502594293329323e-06,4.659619981349071e-06,6.712702014346202e-09,1.0881232391008561e-06,8.33049196203066e-06,3.76,0.0,0.13073619370497866,0.8658793925275983,0.12141591346850916,0.005184745983477096,0.11588651049894061,0.20154306405173253,1.0258513004666885e-08,1.70977544728958e-11,0.000700718952871477,0.00016391685685758335,0.0014381473597885788,0.000526438092409295,0.0001333682435279398,0.12835367711380194,0.058587390185504934,0.006736974594387569,0.00015029640936398277,0.011373725506231815,5.010351233877266e-05,5.233376467045266e-06,4.117947228419551e-05,0.0002575058004166122,0.0009246374393680957,0.00019907189071445282,0.008422205563430596,0.0016459875617047324,0.03226528003484031,4.876729558649066e-08,0.012378711249901848,0.007584696756231601,9.930172454207778e-09,0.0003039825702183587,8.626137306547518e-08,2.1981576031847426e-06,3.732352848785522e-11,6.837774502072733e-07,1.7007815815408563e-07,4.79700189328088e-06,5.30050359618057e-12,2.706775073497621e-07,1.9777892437002665e-11,2.022464574652896e-07,5.6760655464359634e-12,4.98383000007108e-08,1.1366290198531842e-07,0.00019122185056346514,7.332644679271274e-09,0.0013226589252214812,0.003642562521892769,6.358735208955905e-07,5.416265030163596e-11,0.0067442346537235996,1.4614565343886954e-10,1.4337256550762947e-05,1.2725790140862124e-09,0.0017600386411643233,1.2441674440001264e-06,5.090212520642579e-06,2.9509111273372964e-06,0.00010909288643215997,0.0029160718602533877,4.157649612959655e-05,5.297324318424125e-09,0.0005462825433516974
1.2409160432009262e-05,0.7677317751755295,0.004363342610192346,0.001001669756983297,0.0019296908819597947,0.1824850141497946,0.0,0.0,0.004123535916071002,0.0005802647696184317,0.07725558588124999,0.005146034052876287,0.0005984467891125161,2.3346490535083655e-09,2.3070399786007685e-07,5.121940854890147e-06,0.00405398221469993,0.0071416265439727036,0.00010090039894670393,7.550930957859928e-07,0.0012550064852242546,3.689872235873574e-08,1.971615939419741e-06,0.0003146206559202808,3.0064102402866766e-06,0.014023975496936762,1.8276362473308993e-06,0.0005125575844146085,0.0001818016236028954,2.149495196725452e-06,4.635368395237881e-06,6.68268104850185e-09,1.0839913314803135e-06,8.377682385485775e-06,3.76,0.0,0.13007621073782583,0.8653467708746921,0.12184672935598408,0.005212889955209417,0.11589322231333983,0.20191283774889968,1.0259057878366902e-08,1.704029134316107e-11,0.0007002879015171276,0.00016292809791753336,0.0014294897318584895,0.0005213252872628721,0.00013233020984713986,0.12852383932097589,0.05854878253921473,0.0067366976234659775,0.00014938703819133352,0.011412533748083617,4.976510870096685e-05,5.256499030644402e-06,4.0900602658410756e-05,0.0002560566279018985,0.0009196059101026509,0.0001977474266903093,0.008461679249392517,0.0016366239872501792,0.032404506236118305,4.82556320521704e-08,0.012444784826623903,0.007657331718856953,9.95120431324603e-09,0.0003018573837404365,8.559053733991417e-08,2.1839218267155105e-06,3.708188403847286e-11,6.7543750394021e-07,1.6813818781585886e-07,4.811052409809465e-06,5.266192829995092e-12,2.688863449458153e-07,1.9641955263787898e-11,2.0095751377174577e-07,5.637163203777545e-12,5.0112436723797904e-08,1.1358836049986734e-07,0.00019279760403951437,7.3140978532556794e-09,0.001325162144289846,0.0036517875151667006,6.36986766737833e-07,5.3853525622677357e-11,0.006774963872603359,1.4649227143215604e-10,1.4315533385727709e-05,1.2696521110631506e-09,0.0017648056715522933,1.2355122491038047e-06,5.089514665067457e-06,2.9469713920905956e-06,0.00010913540089087862,0.002934289707516988,4.234694724350954e-05,5.295223052039504e-09,0.0005477485136509071
1.24489124638026e-05,0.7678628389410932,0.004334470843212309,0.0009960242296998814,0.0019159497485964684,0.1828260493494423,0.0,0.0,0.004117545097621324,0.0005817602609463307,0.07771509359938764,0.005173298586523997,0.0005960859891967294,2.2939652657634372e-09,2.2806288618591982e-07,5.0910774818407626e-06,0.004047851503952637,0.007160241406521279,0.00010077659290118053,7.548070265409098e-07,0.0012595932805313534,3.66812312508901e-08,1.955068630465881e-06,0.0003153435681238587,2.997127529376357e-06,0.014058173419877102,1.823812647888188e-06,0.0005148795571029241,0.00018290329728822588,2.148665176408322e-06,4.611357731356071e-06,6.652872480599037e-09,1.0798948920263028e-06,8.424503493345614e-06,3.76,0.0,0.12942251827083737,0.8648174532586539,0.12227444705484787,0.005240920941820308,0.1159000502328081,0.2022808370279251,1.0259614059480323e-08,1.698405638961954e-11,0.0006998595243106665,0.00016195338466611973,0.0014209398875740886,0.0005162964691225752,0.0001313077401530328,0.1286914267826704,0.058509631849126394,0.006736329908224188,0.00014849060966683629,0.011450915577048824,4.94317808097745e-05,5.27948844481357e-06,4.0625928228069506e-05,0.00025462472757305254,0.0009146301830584192,0.00019643962196279333,0.008500902208787384,0.0016273428074443908,0.03254251699480737,4.7752739410733195e-08,0.01251040554284991,0.007729948368137663,9.971965664855727e-09,0.0002997609044905529,8.492924498447536e-08,2.169827037879597e-06,3.6842634932335535e-11,6.67242681917601e-07,1.6623053115312447e-07,4.824787086954253e-06,5.232222364255065e-12,2.6711634313308295e-07,1.95077476896704e-11,1.9968480592309472e-07,5.598756742572999e-12,5.038466998144257e-08,1.1351276280549964e-07,0.00019436960626318701,7.29539605642202e-09,0.0013275960586209604,0.0036608722923051006,6.380763335439607e-07,5.354849525964897e-11,0.006805449173244653,1.4682963358344542e-10,1.429384089277391e-05,1.2667376837540719e-09,0.001769507687932556,1.2270030124257505e-06,5.088653842175707e-06,2.9430325065665918e-06,0.00010917611299204011,0.0029523277127143873,4.312382597936643e-05,5.293059296151048e-09,0.0005491900898339912
1.248866449559594e-05,0.767992931894718,0.0043060245697543855,0.0009904517978291283,0.0019024129346784239,0.18316336025364996,0.0,0.0,0.004111442818646283,0.0005831983272787941,0.07817249065724596,0.005200396911010482,0.0005937396901735101,2.254295956244547e-09,2.2547110380707872e-07,5.060585550162697e-06,0.00404169673636885,0.007178620605402674,0.00010065066261275495,7.545033220966637e-07,0.0012641427107635593,3.64673573347751e-08,1.9387482568339267e-06,0.0003160549688575987,2.9877696743521026e-06,0.01409193475085679,1.8200096061703354e-06,0.0005171881022767229,0.00018399808803625686,2.1477719746331366e-06,4.587587364388278e-06,6.6232801443799835e-09,1.0758341377113825e-06,8.470958957550632e-06,3.76,0.0,0.12877501276775166,0.8642913954687046,0.12269911051363075,0.005268839468057731,0.11590698854027658,0.20264708364270267,1.0260181017340806e-08,1.692901966832057e-11,0.0006994337854696049,0.00016099250157246495,0.001412496768406986,0.0005113499878662538,0.0001303005729194691,0.12885648867563698,0.05846995554364262,0.0067358734330360765,0.00014760692816926548,0.011488875911933278,4.9103444157710937e-05,5.302346479950873e-06,4.035537905878602e-05,0.0002532099515665581,0.0009097098643307392,0.00019514828580687984,0.008539876953579847,0.0016181444641864611,0.03267932827631147,4.725843588047551e-08,0.012575578991260676,0.007802544513022315,9.992461547765517e-09,0.0002976928101169889,8.427736978403042e-08,2.1558732293059514e-06,3.660578085926126e-11,6.591906368476074e-07,1.6435471266357824e-07,4.83821020133097e-06,5.198592134857149e-12,2.653673482606791e-07,1.937525350843427e-11,1.9842815670273354e-07,5.560841430544824e-12,5.065502304658898e-08,1.1343614276301e-07,0.0001959378102645039,7.276547679629666e-09,0.0013299618968464605,0.0036698193581558513,6.391426943272522e-07,5.324750828233666e-11,0.006835693312471213,1.471579054047796e-10,1.427218864190928e-05,1.2638364494318621e-09,0.0017741461646704742,1.2186367359609104e-06,5.087637814169652e-06,2.9390967128585694e-06,0.00010921510755310029,0.002970186879178147,4.3907091506982836e-05,5.290837008693226e-09,0.0005506077286393369
1.2524441324209945e-05,0.7681091974107382,0.00428078109268985,0.0009854983933411594,0.0018904015401839719,0.1834638094312151,0.0,0.0,0.004105858871821734,0.0005844440591053265,0.07858236039600527,0.0052246448988148494,0.0005916407051808102,2.2194374566190454e-09,2.2317986370396617e-07,5.033458129598383e-06,0.004036138773728018,0.007194963126631377,0.00010053560857969582,7.542156825946827e-07,0.001268205731149866,3.6277929714416357e-08,1.9242518098194213e-06,0.000316685552405024,2.979287415426638e-06,0.014121952937171821,1.8166053196613936e-06,0.000519254453492218,0.00018497752701733915,2.1469161629801295e-06,4.566398851343499e-06,6.596834817126411e-09,1.072210117785995e-06,8.512459288679106e-06,3.76,0.0,0.12819746388210604,0.863820694547878,0.1230787320081366,0.005293870428519724,0.1159133227338118,0.20297522476229557,1.0260700060708607e-08,1.688048690379088e-11,0.0006990528471285955,0.00016013935457550622,0.0014049883200947027,0.0005069672123407764,0.000129406992085886,0.1290029247390987,0.05843381140808594,0.0067353883326164805,0.00014682235270855947,0.011522683860158764,4.8812139520281714e-05,5.322807827427459e-06,4.011535467170812e-05,0.000251951167975267,0.0009053286089190147,0.00019400000434944385,0.008574744065212945,0.001609937076315508,0.03280144595936092,4.682075898804275e-08,0.012633857260210891,0.00786786175726496,1.0010684945852272e-08,0.0002958555240213104,8.369862902857452e-08,2.1434352464846352e-06,3.639465825551133e-11,6.520639293532549e-07,1.6269330263702116e-07,4.850028130642737e-06,5.168615590079164e-12,2.638110818474289e-07,1.925745990509081e-11,1.9731075376873575e-07,5.527133551811699e-12,5.0896752317996745e-08,1.1336633770238268e-07,0.0001973459092473018,7.259465566237208e-09,0.0013320339449943957,0.0036777560083192137,6.400829610350746e-07,5.2980034841623814e-11,0.00686270910698645,1.4744571459340235e-10,1.4252743454736639e-05,1.2612371692623279e-09,0.0017782676570910667,1.2112268883282732e-06,5.086596878685226e-06,2.9355588863965538e-06,0.00010924880134200575,0.0029861080715660763,4.461745747039842e-05,5.288790026958179e-09,0.0005518635071542642
1.256021815282395e-05,0.7682246985375065,0.004255871828178944,0.0009806028638199204,0.0018785501763197074,0.1837613408251833,0.0,0.0,0.00410019091469559,0.0005856443431935144,0.07899055215837282,0.005248761235571442,0.0005895539772218047,2.18535754030097e-09,2.209270765995687e-07,5.006627261145626e-06,0.004030564801663618,0.007211119816452841,0.00010041901608292693,7.539151719569596e-07,0.0012722393730150363,3.609136827781131e-08,1.909935168058918e-06,0.0003173071165631066,2.970751743234204e-06,0.014151629061348122,1.813219257650764e-06,0.0005213101893269096,0.0001859514146297051,2.1460130100733876e-06,4.545403693230043e-06,6.570569776193646e-09,1.0686152523528806e-06,8.55366910787972e-06,3.76,0.0,0.1276247719760756,0.8633525673649485,0.12345594564951877,0.005318811121929599,0.1159197377101061,0.20330197892031407,1.0261227032577161e-08,1.683288012553725e-11,0.0006986739918621247,0.0001592970815307628,0.0013975646470154597,0.000502648654615914,0.0001285254099605971,0.12914738825197505,0.05839726708321498,0.006734834326989158,0.00014604780374065645,0.01155615785449306,4.852474964244783e-05,5.343165432051478e-06,3.98785657019091e-05,0.0002507060160982258,0.0009009915821635528,0.00019286476391242114,0.008609413957066787,0.0016017972782858033,0.03292261632268595,4.638976737214025e-08,0.012691781729909679,0.007933159173784296,1.0028700816675972e-08,0.0002940407235356285,8.312732087477842e-08,2.1311112113562904e-06,3.618547123230228e-11,6.45049259205278e-07,1.6105693462949653e-07,4.8616002138931005e-06,5.1389140005269135e-12,2.6227158361000116e-07,1.9141028159002473e-11,1.9620607955313215e-07,5.493815915912911e-12,5.113699401028411e-08,1.132957541990247e-07,0.00019875086397660145,7.242277120518395e-09,0.0013340526966380134,0.0036855848679597514,6.410051374843245e-07,5.271575749977273e-11,0.00688953375802363,1.4772641431629153e-10,1.4233344294970788e-05,1.2586495647295546e-09,0.0017823398726505317,1.2039283563950045e-06,5.085441555559668e-06,2.9320267196223224e-06,0.00010928122651179944,0.0030018860036137578,4.533293398389433e-05,5.2867013195996736e-09,0.0005531005789072299
