Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37)
1.1149048874587906e-05,1.0235255559168515,0.0014282986896047862,0.0006905911701509935,0.0008335416435643752,0.044523990419554495,0.0,0.0,0.00116605000270008,1.595168589497927e-05,0.14078037754738718,0.009138901189312435,0.00018274350599150433,4.108417125780214e-09,1.2949959745114731e-06,1.7627997597184316e-05,0.003588231574231581,0.003684371059916179,0.0006184964287381267,0.00015164589976597923,0.03434086163447346,1.4406538183415178e-06,4.492371894321744e-06,1.435453545638507e-05,3.2624479848783087e-07,0.04342670695719462,2.5229102621863737e-06,0.00024566130088876827,1.3138600454656466e-05,2.878651560120416e-07,1.4895327350562537e-06,4.167229744011468e-09,2.346003528120322e-07,1.1294945829088547e-06,3.76,0.0,1.806908747937609e-05,0.8582736288784247,0.060494717687977775,0.004820657852517188,0.3421693407439459,0.6588830069014594,1.260205670624412e-06,6.892613350669362e-09,0.0030944929431656457,0.0006705074348889446,0.0019893927715519044,2.3562919906981963e-07,8.535912991219431e-07,0.005703982135775978,0.0005073538090812954,0.04314818223468656,0.0005762314217601993,0.003325676685667634,4.32722119630696e-06,9.885453482784057e-06,2.824573559394755e-06,2.0600003148436978e-07,4.678958197976373e-05,7.694380434257176e-06,0.020414470949553214,5.001066309544771e-06,0.0020142823888484383,2.4039033962933833e-12,0.02398744066495207,0.0004766440177042568,9.273190817639928e-07,7.662630262060886e-05,3.0521816079110877e-09,6.580472639151402e-10,3.067050077547253e-14,9.597274872157409e-11,2.5688357635799895e-10,6.038761824477557e-08,6.948084555746079e-15,5.563125363796642e-07,6.75798086976946e-12,1.4830933901798147e-11,6.543050409545182e-12,2.05292435310125e-06,2.8044685657481373e-08,5.101633954115797e-06,6.098078551587248e-10,2.2480900649770598e-06,0.007347364789107701,8.822154350535856e-08,9.572787707918922e-10,0.0217543711342913,5.744314272974905e-11,1.031864856336992e-07,1.0049865155648408e-12,0.0001660043111209911,2.948116315589527e-05
1.1241979806353652e-05,1.023790564256003,0.0014364984040555766,0.0006915923288980508,0.0008385339621958911,0.04483608671705884,0.0,0.0,0.0011694390327543255,1.6040034848469077e-05,0.1423311180721204,0.009252979336283438,0.00018378045768835185,4.1788677480673584e-09,1.3077508371505064e-06,1.7738293899842565e-05,0.0036180840726941096,0.003707237114990528,0.0006241450372626085,0.00015248252014829752,0.03453377266763106,1.4525080428975646e-06,4.541024874424902e-06,1.4587445875850558e-05,3.293702223318677e-07,0.04358656913608854,2.5293491479736544e-06,0.0002486703709202094,1.3363181211251783e-05,2.9224340944874456e-07,1.5068302615367422e-06,4.184789261601548e-09,2.351998394047856e-07,1.1514311325332966e-06,3.76,0.0,1.80584413944404e-05,0.8569748105335014,0.06111406536165093,0.00489975947783262,0.34053246893452394,0.659734124817558,1.2541772541133494e-06,6.859645785963189e-09,0.0030898100413009966,0.000671146648805788,0.001986317762104496,2.3702618558221586e-07,8.641183572855133e-07,0.0057365204322814825,0.0004981295594322575,0.04315713661341359,0.0005764525465921798,0.003326357483821566,4.33009245301299e-06,9.951565788283671e-06,2.8264465929627264e-06,2.0829936130631559e-07,4.720798034242686e-05,7.755715477060888e-06,0.020521283045889682,5.0365235446498156e-06,0.00202618092367798,2.4135142358576784e-12,0.02415453889477314,0.0004851414635829869,9.307359021917886e-07,7.651054953186521e-05,3.0421736820365963e-09,6.61537953805009e-10,3.083320650537895e-14,9.647070135240787e-11,2.5887780172266356e-10,6.062948298737139e-08,6.9849457023260605e-15,5.587917445219941e-07,6.788279730786801e-12,1.4967247982646202e-11,6.572334550737139e-12,2.0672449160045373e-06,2.757592691220408e-08,5.115417290825518e-06,6.043913197887424e-10,2.2553531068190935e-06,0.007418461354627389,8.891756466547545e-08,9.56540638592388e-10,0.021916155069703916,5.7898665269016306e-11,1.0388854670093701e-07,1.0100569431606957e-12,0.00016772021849370626,2.950125552113985e-05
1.1334910738119399e-05,1.024055839056311,0.0014446777799793577,0.0006925598602581641,0.0008435011754593293,0.04514868534929726,0.0,0.0,0.0011727318809554006,1.61267012563063e-05,0.1438865903195682,0.009367645362863924,0.0001848066471956691,4.249774007844593e-09,1.3204537631527029e-06,1.7848107574973495e-05,0.0036479636391288793,0.0037300214222469844,0.0006297555381130827,0.00015330583754884425,0.03472525181956683,1.4643675128024227e-06,4.589657725422209e-06,1.482275852252225e-05,3.3248643623654774e-07,0.04374266170392075,2.5358143700270057e-06,0.00025170243737710266,1.359026808724884e-05,2.966502106737212e-07,1.5241197953314921e-06,4.202224165970653e-09,2.3578818458524397e-07,1.1736773274799108e-06,3.76,0.0,1.804891258296937e-05,0.8556740200469868,0.061735806225053404,0.004979488455105258,0.3388981791769183,0.6605844228034302,1.2481583440380922e-06,6.826730165220568e-09,0.0030851200287012703,0.0006717409884514989,0.0019831076064413984,2.384363000771293e-07,8.746008704647986e-07,0.005769584953684884,0.0004892694236123834,0.04316608123991823,0.0005766357659221531,0.0033269163065239972,4.332695649212437e-06,1.0017364925366305e-05,2.8281443045780948e-06,2.106251612236193e-07,4.7633137854721165e-05,7.818278597901063e-06,0.02062704711046146,5.072513926973147e-06,0.0020381556315632416,2.423213418679573e-12,0.02432191393718737,0.0004937112984734192,9.340727355498386e-07,7.638959973919657e-05,3.0319708048922895e-09,6.650809591493614e-10,3.0998349970878595e-14,9.697097015084005e-11,2.608939837984473e-10,6.087626331221478e-08,7.022358994662249e-15,5.612420241880471e-07,6.818233383803995e-12,1.5104720599415257e-11,6.601284298173328e-12,2.0815890923887986e-06,2.712615365060726e-08,5.128985005169817e-06,5.991763993262763e-10,2.2625262060598945e-06,0.007489322604923953,8.960759945321308e-08,9.557396577968782e-10,0.022076665738189637,5.835046808211106e-11,1.0459901978980372e-07,1.015183241309272e-12,0.00016945676690709245,2.9519507943536753e-05
1.1427841669885146e-05,1.0243213684449113,0.001452836481274116,0.0006934939933548421,0.0008484430105452517,0.04546176966341796,0.0,0.0,0.0011759286521268056,1.6211666193940756e-05,0.14544668893850313,0.009482893805117886,0.00018582203902361337,4.321125894504272e-09,1.33310276129611e-06,1.7957427466516395e-05,0.003677866306740776,0.0037527205304953883,0.0006353268429417033,0.00015411586132513125,0.03491530416249259,1.4762322361233875e-06,4.638261972020166e-06,1.5060458521323852e-05,3.3559267990273725e-07,0.043894976965163965,2.54230493744266e-06,0.0002547574662940988,1.3819843145392186e-05,3.010848863008317e-07,1.5413980926212354e-06,4.2195328135485756e-09,2.3636535919141467e-07,1.196234144980847e-06,3.76,0.0,1.804036053151525e-05,0.8543713394337203,0.062359902536881666,0.005059837925629796,0.3372665682652566,0.6614338824529846,1.2421492969194731e-06,6.7938684383524745e-09,0.003080423201070548,0.0006722907879164969,0.001979764491159804,2.398583619016216e-07,8.850359625749345e-07,0.005803167812243283,0.00048076063735087693,0.04317500473757983,0.0005767814396479182,0.003327352715739344,4.335032730885656e-06,1.0082849295032253e-05,2.8296679705329928e-06,2.1297730914033112e-07,4.80649842432294e-05,7.882054579415643e-06,0.020731757905038912,5.109026862437188e-06,0.0020502073182791787,2.4329882626006542e-12,0.024489570589736786,0.0005023532541084461,9.373294304481394e-07,7.626353615691377e-05,3.021577718948564e-09,6.686745706340569e-10,3.1165851503146066e-14,9.74732938635358e-11,2.6293153222810066e-10,6.112787809951692e-08,7.060306384520872e-15,5.636631616226827e-07,6.847839076549357e-12,1.5243331716934757e-11,6.6298970120835725e-12,2.095957302632918e-06,2.6694703004538098e-08,5.142344687518868e-06,5.941574425557458e-10,2.2696111867575617e-06,0.0075599433700716335,9.029160688850588e-08,9.548765804702342e-10,0.022235889885565522,5.879852389302824e-11,1.0531789983770429e-07,1.020365002565125e-12,0.00017121409178585912,2.953594115245887e-05
1.1520772601650892e-05,1.024587140530835,0.0014609742043329586,0.0006943949767588851,0.0008533592211906571,0.04577532305179832,0.0,0.0,0.0011790295156851678,1.6294912371071417e-05,0.14701130842771296,0.009598719140920801,0.00018682660308675826,4.392913487973944e-09,1.345695913090586e-06,1.8066242851058686e-05,0.0037077882121400144,0.0037753310356961486,0.0006408578979012851,0.000154912607662176,0.03510393484197451,1.488102215936521e-06,4.686829265062467e-06,1.5300530226286945e-05,3.386882138426724e-07,0.044043508371365836,2.5488198860573026e-06,0.00025783541754926376,1.4051887490726162e-05,3.055467621594121e-07,1.5586619716947991e-06,4.236713668127901e-09,2.3693134137632e-07,1.2191025118302926e-06,3.76,0.0,1.803266124666712e-05,0.8530668501265464,0.06298631645746272,0.005140800799743759,0.33563773146920567,0.6622824853348996,1.2361504636649906e-06,6.761062524600255e-09,0.003075719852015095,0.0006727964020594501,0.00197629065911569,2.4129121594246135e-07,8.954207971126483e-07,0.005837260859569564,0.0004725908486287936,0.04318389594674553,0.0005768899442196653,0.003327666340105991,4.33710576389353e-06,1.0148017365762862e-05,2.8310189453828285e-06,2.1535567090212284e-07,4.8503447161709997e-05,7.947027952088446e-06,0.020835410550930092,5.1460515940382665e-06,0.0020623367634010708,2.442826434923567e-12,0.02465751325355721,0.0005110670586043847,9.405058595121374e-07,7.613244360403988e-05,3.0109992157837064e-09,6.723170684254883e-10,3.133563094321369e-14,9.797741172259949e-11,2.649898485720779e-10,6.138424328836707e-08,7.0987697126562146e-15,5.660549603254167e-07,6.877094266885826e-12,1.5383060558561594e-11,6.658170255452307e-12,2.1103499328026186e-06,2.628093337555236e-08,5.155503710951492e-06,5.893288947510502e-10,2.2766099749431707e-06,0.007630318579767146,9.096954794029212e-08,9.539521770796763e-10,0.022393814645712995,5.92428067298508e-11,1.060451821062878e-07,1.0256018243332761e-12,0.00017299232454915896,2.9550576691504283e-05
1.1613703533416639e-05,1.0248531434138302,0.0014690906765425294,0.0006952630771783613,0.0008582495866921116,0.04608932896032444,0.0,0.0,0.0011820347027958038,1.637642409876993e-05,0.14858034319139504,0.0097151157936488,0.00018782031449901158,4.4651269632029835e-09,1.3582313715871829e-06,1.8174543427920775e-05,0.0037377255936187717,0.0037978495840141663,0.0006463476833514241,0.00015569609929526156,0.035291149074544934,1.4999774503767236e-06,4.735351383847203e-06,1.554295724436201e-05,3.41772319395689e-07,0.04418825051823004,2.5553582781727915e-06,0.00026093624493775456,1.4286381315219905e-05,3.1003516376657643e-07,1.5759083138231244e-06,4.253765297091698e-09,2.3748611631504952e-07,1.2422833045292316e-06,3.76,0.0,1.802570520928132e-05,0.8517606329405532,0.06361501007255442,0.005222369763082424,0.33401176250216974,0.6631302130175979,1.2301621894515914e-06,6.728314311893089e-09,0.003071010272914393,0.0006732582051116081,0.0019726884033020513,2.4273373213655017e-07,9.057525791049705e-07,0.005871855695119836,0.00046474810512203913,0.043192743930007146,0.0005769616713869808,0.003327856874696298,4.338916925743263e-06,1.0212867673832016e-05,2.832198656569012e-06,2.1776010028824116e-07,4.89484521876644e-05,8.013182993015522e-06,0.020938000527931693,5.183577203838216e-06,0.002074544719946029,2.452715945308414e-12,0.024825745947903915,0.0005198524366289404,9.436019193167078e-07,7.599640860180965e-05,3.000240127012452e-09,6.760067226594933e-10,3.150760766478551e-14,9.848306350703567e-11,2.670683264355519e-10,6.16452719535297e-08,7.137730713983273e-15,5.684172405527845e-07,6.905996616878054e-12,1.5523885616200008e-11,6.686101788293256e-12,2.124767335906948e-06,2.588422378735554e-08,5.168469235188265e-06,5.846852975385636e-10,2.2835245859770398e-06,0.0077004432683742555,9.164138556545839e-08,9.529672348219517e-10,0.022550427541586857,5.968329194337938e-11,1.067808621238035e-07,1.0308933082929182e-12,0.00017479159259260537,2.956343685409616e-05
1.1706634465182386e-05,1.0251193651926989,0.0014771856548672223,0.0006960985782196228,0.0008631139109588447,0.046403770896173833,0.0,0.0,0.0011849445035684424,1.645618725523213e-05,0.15015368759227113,0.009832078135778506,0.00018880315337670828,4.537756594563937e-09,1.3707073601991257e-06,1.828231930967869e-05,0.0037676747893447965,0.003820272874672798,0.0006517952135622196,0.00015646636524036743,0.035476952145260504,1.5118579326863988e-06,4.783820238346199e-06,1.5787722459248157e-05,3.4484429870893326e-07,0.04432919914120592,2.56191920230104e-06,0.0002640598962471616,1.4523303941301826e-05,3.145494167772649e-07,1.5931340640592075e-06,4.270686367857448e-09,2.3802967592324623e-07,1.2657773494430418e-06,3.76,0.0,1.801939558306196e-05,0.8504527680396469,0.06424594541619547,0.005304537282896855,0.33238875349271624,0.6639770470926408,1.2241848136203419e-06,6.695625656270546e-09,0.0030662947528005842,0.000673676589349256,0.0019689600610877074,2.4418480505706463e-07,9.160285569844246e-07,0.005906943674739231,0.00045722084199938194,0.043201537976624675,0.0005769970270099125,0.0033279240806257083,4.340468497789885e-06,1.0277398823503989e-05,2.83320859932583e-06,2.2019043902877325e-07,4.939992282539679e-05,8.080503725738224e-06,0.02103952367271488,5.221592615649449e-06,0.002086831914025957,2.4626451394564322e-12,0.024994272324184736,0.0005287091095683229,9.466175302890973e-07,7.585551918235637e-05,2.989305315761737e-09,6.797417940151991e-10,3.168170060100697e-14,9.898998962393616e-11,2.6916635164197537e-10,6.191087438569863e-08,7.177171023646024e-15,5.70749838838127e-07,6.93454398706221e-12,1.5665784662058407e-11,6.713689562122864e-12,2.139209833112148e-06,2.5503973256622018e-08,5.181248210510522e-06,5.802212887900114e-10,2.2903571126294107e-06,0.0077703125796795055,9.230708474365334e-08,9.519225560422017e-10,0.02270571648589233,6.011995622323598e-11,1.0752493562890823e-07,1.0362390598412748e-12,0.00017661201927291284,2.9574544622302665e-05
1.1799565396948132e-05,1.0253857939731852,0.0014852589245133111,0.0006969017792150201,0.0008679520216034897,0.046718632435129324,0.0,0.0,0.0011877592642980796,1.653418925032861e-05,0.151731236002523,0.009949600492399934,0.00018977510464940271,4.610792760169812e-09,1.383122171533339e-06,1.8389561013087554e-05,0.0037976322354855603,0.0038425976626135327,0.0006571995364146737,0.00015722344053213614,0.035661349405216904,1.5237436512629935e-06,4.832227871321039e-06,1.6034808055210908e-05,3.4790347468550423e-07,0.04446635110967178,2.56850177292666e-06,0.00026720631333440663,1.4762633864277446e-05,3.190888474129193e-07,1.610336231964775e-06,4.287475644519806e-09,2.385620185864027e-07,1.2895854229719675e-06,3.76,0.0,1.8013646647085672e-05,0.8491433349053477,0.06487908449263927,0.005387295614423522,0.3307687949590749,0.6648229691966292,1.2182186695824255e-06,6.6629983813671125e-09,0.003061573578245938,0.0006740519638304454,0.0019651080087957624,2.456433535637737e-07,9.262460243877612e-07,0.005942515919257937,0.00044999787006688,0.04321026760616123,0.0005769964299304741,0.003327867784523423,4.3417628578476326e-06,1.0341609487125115e-05,2.834050331854851e-06,2.2264651684583875e-07,4.985778051517057e-05,8.148973921071905e-06,0.021139976176689657,5.260086598360311e-06,0.002099199044513399,2.4726026934524104e-12,0.02516309567951758,0.0005376367956933525,9.495526365826055e-07,7.57098647079832e-05,2.9781996686647157e-09,6.835205343656824e-10,3.185782827481226e-14,9.949793120679427e-11,2.712833024493388e-10,6.218095817496219e-08,7.217072183895774e-15,5.730526075278319e-07,6.96273443091496e-12,1.5808734762023587e-11,6.740931714622021e-12,2.153677714914359e-06,2.5139600181746093e-08,5.193847381666059e-06,5.75931602531403e-10,2.2971097138506866e-06,0.007839921771357679,9.296661250801007e-08,9.508189567393063e-10,0.022859669781439412,6.05527776114855e-11,1.0827739851598104e-07,1.0416386875579818e-12,0.00017845372389521487,2.958392360870689e-05
1.1892496328713879e-05,1.0256524178754458,0.0014933102976677137,0.0006976729941132184,0.000872763769068409,0.04703389722845069,0.0,0.0,0.0011904793847552703,1.6610418989115493e-05,0.15331288285264175,0.010067677144644944,0.00019073615787807964,4.6842259460685404e-09,1.3954741662303594e-06,1.8496259450356653e-05,0.0038275944642753826,0.003864820760966808,0.0006625597330969982,0.0001579673659691876,0.03584434626902957,1.5356345897056182e-06,4.880566460331044e-06,1.6284195540859345e-05,3.509491909023563e-07,0.044599704419792094,2.5751051302842425e-06,0.0002703754322040866,1.5004348793609215e-05,3.236527828694957e-07,1.627511892264102e-06,4.304131984676025e-09,2.3908314889943536e-07,1.3137082517345035e-06,3.76,0.0,1.800838242554528e-05,0.8478324123077042,0.06551438929740296,0.0054706368072945915,0.3291519757865659,0.6656679610316947,1.2122640847359295e-06,6.630434277955792e-09,0.003056847033257952,0.0006743847531925079,0.0019611346566025326,2.4710832050758485e-07,9.36402321875659e-07,0.005978563323129327,0.0004430683642504864,0.04321892257138914,0.0005769603109012815,0.0033276878778762168,4.3428024731871055e-06,1.0405498405115987e-05,2.834725470751e-06,2.251281515174096e-07,5.032194464808471e-05,8.218577098863214e-06,0.021239354583387732,5.299047769850545e-06,0.002111646782721553,2.4825776086621804e-12,0.02533221896982819,0.0005466352103243915,9.524072059226814e-07,7.555953570042941e-05,2.966928088344547e-09,6.873411874978163e-10,3.203590883249381e-14,1.0000663022906044e-10,2.7341854980542176e-10,6.245542829723953e-08,7.25741565169907e-15,5.753254143324973e-07,6.9905661895007455e-12,1.5952712290540814e-11,6.767826564467618e-12,2.168171242272541e-06,2.4790541749097125e-08,5.20627329176198e-06,5.718110688565965e-10,2.3037846041995016e-06,0.007909266219146496,9.361993797182508e-08,9.496572651527593e-10,0.02301227612118339,6.098173551382204e-11,1.0903824678200082e-07,1.0470918026902114e-12,0.0001803168217030997,2.959159800116956e-05
1.1985427260479625e-05,1.0259192250411204,0.001501339612306219,0.0006984125504282004,0.0008775490257854579,0.04734954900932902,0.0,0.0,0.0011931053155297571,1.6684866834463375e-05,0.15489852267828108,0.010186302333033349,0.00019168630708047205,4.758046750308718e-09,1.4077617718112988e-06,1.8602405920750875e-05,0.0038575581020372923,0.003886939043339627,0.0006678749177961702,0.0001586981878665098,0.03602594821228929,1.5475307268608837e-06,4.928828319630421e-06,1.653586577285465e-05,3.5398081150024837e-07,0.044729258186127614,2.5817284401471644e-06,0.000273567183088158,1.5248425693041813e-05,3.2824055170547354e-07,1.6446581854256698e-06,4.320654336418133e-09,2.3959307741590803e-07,1.338146512763686e-06,3.76,0.0,1.8003535489818178e-05,0.8465200782782278,0.06615182183746346,0.005554552711978371,0.32753838320781087,0.6665120043846561,1.2063213803928853e-06,6.597935103547838e-09,0.003052115399181736,0.0006746753965070743,0.0019570424437381083,2.48578672480194e-07,9.464948385711362e-07,0.006015076563101893,0.0004364218524084167,0.04322749286052459,0.0005768891115682246,0.003327384316256595,4.34358989389524e-06,1.0469064385870952e-05,2.835235686665475e-06,2.2763514896248226e-07,5.0792332586296364e-05,8.289296530609032e-06,0.021337655785402945,5.3384646014474185e-06,0.0021241757720996146,2.4925592070884645e-12,0.02550164482250404,0.000555704065994956,9.551812294270916e-07,7.540462367957496e-05,2.9554954863607233e-09,6.912019898938303e-10,3.221586008014602e-14,1.0051582963070133e-10,2.755714576384907e-10,6.273418720344518e-08,7.298182806996311e-15,5.775681418918676e-07,7.018037686278683e-12,1.6097692946891655e-11,6.794372606320098e-12,2.1826906477030013e-06,2.4456253356341707e-08,5.218532286144752e-06,5.678546138355079e-10,2.310384043897721e-06,0.00797834142073092,9.426703235125461e-08,9.484383204262441e-10,0.023163524587960907,6.140681070837404e-11,1.0980747647503989e-07,1.052598018658835e-12,0.0001822014238713968,2.959759251033104e-05
1.2078358192245372e-05,1.026186203640019,0.0015093467310662492,0.000699120788243367,0.0008823076853671018,0.04766557159894829,0.0,0.0,0.001195637555430878,1.6757524568955702e-05,0.15648805016520204,0.010305470260738914,0.00019262555056305959,4.832245886895194e-09,1.4199834815314762e-06,1.8707992102499022e-05,0.0038875198671705982,0.003908949445925655,0.000673144237384165,0.00015941595781470105,0.03620616076900083,1.559432036868075e-06,4.977005901952438e-06,1.678979897952345e-05,3.5699772104795157e-07,0.044855012632075746,2.5883708936257226e-06,0.00027678149052685083,1.549484081956118e-05,3.328514842106095e-07,1.6617723181728105e-06,4.337041735477123e-09,2.4009182040629684e-07,1.362900833716269e-06,3.76,0.0,1.7999045910512386e-05,0.845206410084742,0.06679134415063095,0.005639034986239794,0.32592810278558826,0.6673550811449226,1.2003908717160524e-06,6.565502582045795e-09,0.003047378954609307,0.0006749243461894984,0.0019528338339706943,2.5005339960062623e-07,9.56521013714779e-07,0.006052046106916581,0.00043004820446474184,0.04323596869884597,0.0005767832835042631,0.0033269571184459776,4.344127746575571e-06,1.0532306305571188e-05,2.835582700190718e-06,2.3016730334637227e-07,5.1268859688230296e-05,8.361115242873448e-06,0.021434877020926352,5.378325422874907e-06,0.002136786627944542,2.5025371270971972e-12,0.025671375548619944,0.0005648430726138478,9.578747214017709e-07,7.524522101108276e-05,2.9439067765932907e-09,6.951011715674192e-10,3.239759952264906e-14,1.010252734560184e-10,2.777413831800062e-10,6.301713491113863e-08,7.339354961535503e-15,5.797806873528943e-07,7.045147522063885e-12,1.6243651772763015e-11,6.820568505959938e-12,2.197236136336852e-06,2.4136208052389615e-08,5.230630516267318e-06,5.640572594077488e-10,2.3169103294825406e-06,0.008047142999338439,9.490786898409935e-08,9.471629713434665e-10,0.02331340465393097,6.18279853521862e-11,1.1058508364442296e-07,1.0581569505858572e-12,0.00018410763750173386,2.9601932319708025e-05
1.2171289124011119e-05,1.0264533418764445,0.0015173315401797883,0.0006997980592674784,0.0008870396618271311,0.047981948912176324,0.0,0.0,0.001198076648947617,1.682838535619605e-05,0.15808136019238878,0.01042517509677712,0.00019355389075935645,4.906814189621782e-09,1.432137853239933e-06,1.8813010044975662e-05,0.003917476568114078,0.003930848969443408,0.0006783668710983776,0.00016012073244591244,0.036384989529011855,1.571338489203812e-06,5.025091800178272e-06,1.704597478435073e-05,3.5999932438282176e-07,0.044976969079214155,2.5950317069726494e-06,0.00028001827345070727,1.574356976118053e-05,3.3748491275617586e-07,1.678851563924527e-06,4.353293302506851e-09,2.405793996248136e-07,1.3879717930947302e-06,3.76,0.0,1.7994860340486977e-05,0.843891484208063,0.06743291832412829,0.005724075101611448,0.324321218398199,0.6681971733212082,1.19447286766495e-06,6.533138403447201e-09,0.0030426379752954854,0.0006751320669597854,0.0019485113113584908,2.5153151533156657e-07,9.66478338135222e-07,0.006089462222021089,0.0004239376218558626,0.04324434054974609,0.0005766432872915942,0.0033264063654627873,4.344418728368818e-06,1.0595223107917386e-05,2.8357682779545193e-06,2.3272439720497062e-07,5.17514393384419e-05,8.434016021444895e-06,0.021531015869910467,5.418618427651943e-06,0.002149479937130154,2.5125013194397396e-12,0.025841413154750085,0.0005740519376256737,9.604877191138846e-07,7.50814207625156e-05,2.9321668690423496e-09,6.990369569478442e-10,3.258104440488763e-14,1.0153470700081316e-10,2.799276773161687e-10,6.330416909842098e-08,7.380913368211929e-15,5.819629619600194e-07,7.071894470134693e-12,1.63905631710061e-11,6.846413095562802e-12,2.211807886941708e-06,2.382989599352998e-08,5.242573943542696e-06,5.604141232536576e-10,2.3233657850281773e-06,0.008115666707047515,9.554242334475919e-08,9.45832075132249e-10,0.02346190617973059,6.224524298544221e-11,1.1137106429259707e-07,1.0637682148433108e-12,0.00018603556562087628,2.960464303825257e-05
1.2264220055776865e-05,1.0267206279951764,0.0015252939484625347,0.0007004447259394346,0.0008917448888294487,0.04829866496290567,0.0,0.0,0.001200423183770646,1.689744370165213e-05,0.15967834787340934,0.010545410979116493,0.00019447133407421693,4.98174261575939e-09,1.4442235082438356e-06,1.891745216113123e-05,0.003947425101293647,0.003952634680907947,0.0006835420302158453,0.00016081257320634096,0.03656244013543905,1.5832500487263248e-06,5.073078748888731e-06,1.730437222932878e-05,3.6298504642973033e-07,0.04509512993561725,2.601710121393846e-06,0.0002832774452636422,1.5994587473550786e-05,3.4214017212737947e-07,1.6958932631677589e-06,4.369408240496528e-09,2.410558420843637e-07,1.4133599204820416e-06,3.76,0.0,1.7990931212736318e-05,0.8425753763204193,0.06807650651240305,0.005809664349866259,0.322717812227215,0.6690382630571199,1.1885676709506672e-06,6.5008442235963044e-09,0.0030378927340800606,0.0006752990348523729,0.0019440773762544143,2.5301205631942206e-07,9.763643556336747e-07,0.006127314984292804,0.00041808062728181935,0.043252599115264946,0.0005764695916496849,0.0033257321995045826,4.34446560127578e-06,1.0657813803787511e-05,2.8357942289114327e-06,2.353062015868468e-07,5.223998298182146e-05,8.507981416179524e-06,0.021626070249894363,5.4593316788989284e-06,0.0021622562578543897,2.522442043508446e-12,0.02601175935438062,0.0005833303661696141,9.63020282543554e-07,7.491331656748645e-05,2.9202806640211527e-09,7.030075658059784e-10,3.2766111754922836e-14,1.020438769674191e-10,2.8212968496532033e-10,6.35951851998456e-08,7.422839230850009e-15,5.841148906566998e-07,7.098277471471609e-12,1.6538400925488265e-11,6.871905369101697e-12,2.2264060529088104e-06,2.3536823915339753e-08,5.2543683431832345e-06,5.569204186358963e-10,2.3297527539119857e-06,0.008183908427812097,9.617067305544561e-08,9.44446496333192e-10,0.023609019413354183,6.265856853349384e-11,1.1216541432875333e-07,1.0694314286237398e-12,0.0001879853071818479,2.960575065525272e-05
