Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37)
4.887812422454487e-09,0.8967875818612449,6.752758967180664e-07,2.842589194436593e-09,1.1516066346202062e-08,2.4668027235497432e-08,0.0,0.0,1.2132581549161366e-06,2.460393350213264e-11,5.883401852905983e-12,4.5169818702974074e-12,3.727722740418345e-12,2.9821966198854248e-22,2.2826907821232e-15,4.24954167015523e-11,2.189022000178533e-08,5.066830592362032e-12,1.762420774346161e-17,1.5015808291924375e-15,4.036636525608745e-08,3.7683894986551237e-14,2.0728314189274644e-10,3.224627006852223e-16,2.33839798701434e-13,3.2750274827655353e-13,8.982650204353582e-10,4.1551469575761516e-10,4.340761432479758e-19,3.2468938733384877e-17,5.488866198991296e-16,5.668655592534134e-17,2.9818098133366913e-12,5.8398177228182804e-15,3.76,0.0,0.5812620035313204,0.9964062872425118,1.0322715164387666e-10,4.544001367113319e-11,0.0037334392527695226,0.0037333644661155753,1.1673870451606102e-08,4.8957717514231205e-11,0.003592487928702475,4.3696017942837384e-11,1.880969546725234e-12,7.93512431804743e-07,4.402495300088174e-08,1.0281484479727253e-07,3.7070674672444024e-07,0.0002360207807786084,2.21895703173657e-10,8.566667396417416e-09,6.813096470034545e-08,9.354709484631975e-12,2.7599609000946344e-09,7.2983218840774485e-09,1.4338214862975944e-14,9.179454065651637e-15,3.898326532432204e-10,4.63781015960276e-17,2.193746090639928e-08,9.034198772618773e-12,1.7774502958265938e-10,2.8737888518122886e-16,2.6433910193857393e-14,8.742645876881471e-13,2.625758795519076e-17,2.9670068907540826e-21,1.921384681179266e-25,2.467173655240767e-24,5.005912283648923e-22,2.0602034455764053e-15,5.559807124056149e-26,1.4224590914458525e-12,2.386042309001449e-18,3.690817308442802e-13,1.2957203351644915e-17,7.712878629751996e-16,9.019939516899858e-10,5.399557838627204e-13,6.841777763779373e-16,1.909107335085528e-12,4.5736624028075e-12,4.897801443624286e-17,2.1730673146305358e-17,4.382220412609002e-08,7.420247298106805e-20,2.2914861792741167e-11,1.8108126773178648e-16,2.2127918977822183e-12,2.410722045388642e-07
5.0212150381744024e-09,0.8968051524039252,7.057899575601116e-07,3.0526419928007362e-09,1.2214117599458227e-08,2.6329621535138108e-08,0.0,0.0,1.2462159838514721e-06,2.5964987881938214e-11,6.381733390571752e-12,4.9032157218323956e-12,4.0387728820599476e-12,3.375424067103933e-22,2.4558792814820895e-15,4.45004329454446e-11,2.2950433668383848e-08,5.489856544264471e-12,1.943392635888692e-17,1.667284837758573e-15,4.259911292115407e-08,4.070504682959783e-14,2.118957511489537e-10,3.558754665321486e-16,2.5070338357140693e-13,3.654765474213978e-13,9.472165731207765e-10,4.3090822006021326e-10,4.910426654400545e-19,3.461229192880654e-17,6.097321086341676e-16,6.33762427352019e-17,3.2254713604594375e-12,6.49269934020401e-15,3.76,0.0,0.5811571979794138,0.9964062438043663,1.124185930755496e-10,4.900403985546625e-11,0.0038349907943465906,0.003834915704716039,1.2047771728461074e-08,5.087355048802331e-11,0.0035924977104796548,4.7564791341978355e-11,2.0299791796894126e-12,8.07465167570013e-07,4.512176997533263e-08,1.0891344704886905e-07,3.8850871055357844e-07,0.00024243916804372585,2.3961611020125365e-10,9.0399034691227e-09,6.846135491377388e-08,9.875252811644976e-12,2.805783439060271e-09,7.554719283512195e-09,1.5804203947463217e-14,1.01364697533788e-14,4.046310413001744e-10,5.200499988734891e-17,2.3001394076468307e-08,9.251192475004173e-12,1.9171678817068e-10,3.1763967215001336e-16,2.803994557253833e-14,9.63205257951061e-13,2.9244280347368116e-17,3.37153605871002e-21,2.1749712330680967e-25,2.7950381804226242e-24,5.557452219729237e-22,2.2498255667466088e-15,6.273940572367812e-26,1.4980409855573283e-12,2.576230281859503e-18,3.874988247766418e-13,1.373445866793413e-17,8.544257137199263e-16,9.036719523240312e-10,5.66147486230236e-13,7.361885852840587e-16,2.0213666997907383e-12,4.795332935063489e-12,5.1890491920745934e-17,2.4135500663555308e-17,4.62388225773359e-08,7.938968740801242e-20,2.46208646856143e-11,1.9694128326259195e-16,2.446448439115279e-12,2.4674950393412996e-07
5.154617653894318e-09,0.8968227198790195,7.367297016599578e-07,3.271654705540508e-09,1.2935055173081598e-08,2.8059876218878503e-08,0.0,0.0,1.2791661036332727e-06,2.7362680372265735e-11,6.9076474185815705e-12,5.309517900879688e-12,4.366382617061252e-12,3.8092478104422233e-22,2.636874863693698e-15,4.653547118659316e-11,2.402921019282607e-08,5.935549940201613e-12,2.138198648342934e-17,1.8461347914337403e-15,4.489191528680115e-08,4.387910743453285e-14,2.1646086648867353e-10,3.916556265327402e-16,2.6822637935928655e-13,4.0672335307109445e-13,9.973961340630678e-10,4.463880275804575e-10,5.535690357338443e-19,3.682893204914247e-17,6.754231781402096e-16,7.062739313024747e-17,3.481560081570637e-12,7.198014514415533e-15,3.76,0.0,0.5810524111006158,0.996406203015014,1.2216102739951311e-10,5.273738953976165e-11,0.003936523980470865,0.003936448747327737,1.2421682958569245e-08,5.279865801030424e-11,0.0035925048285206343,5.1670249627398803e-11,2.188250927068323e-12,8.211685479871498e-07,4.620096911070561e-08,1.1516394317229075e-07,4.0661593254500676e-07,0.00024885631998855154,2.582270078414206e-10,9.525822365486552e-09,6.87826139199947e-08,1.040975427787343e-11,2.8510484157376475e-09,7.809982520134401e-09,1.738333615774835e-14,1.1166547961848695e-14,4.1965972125797133e-10,5.818116762813857e-17,2.4084068151919446e-08,9.464155517015055e-12,2.0635530219792415e-10,3.501332624761379e-16,2.96937893124187e-14,1.0587719435546948e-12,3.24837646401564e-17,3.821094922189067e-21,2.455746746436233e-25,3.1583311927249804e-24,6.155961806650889e-22,2.4504944826107838e-15,7.062307768247781e-26,1.5749983418133278e-12,2.7753186944169456e-18,4.0605617107669427e-13,1.453045922893929e-17,9.438738228005732e-16,9.052426208559891e-10,5.928067857688459e-13,7.905016270234378e-16,2.136342486577212e-12,5.020923769232604e-12,5.487644631685672e-17,2.6727302828060368e-17,4.871985743659343e-08,8.477787158032382e-20,2.639903162957195e-11,2.1363389216966183e-16,2.6972348469413763e-12,2.5238200268428996e-07
5.288020269614233e-09,0.8968402842855333,7.680852236835223e-07,3.4997246910728446e-09,1.3679030258094652e-08,2.9859713838991265e-08,0.0,0.0,1.3121085159073963e-06,2.879701087963176e-11,7.46191002014941e-12,5.736242274112714e-12,4.7109489218840325e-12,4.28673531400084e-22,2.825786963117815e-15,4.859962284101115e-11,2.5126220784034008e-08,6.404478227451394e-12,2.3476247602901542e-17,2.038782681168658e-15,4.724476879924514e-08,4.7209571324646444e-14,2.209790411601309e-10,4.298937329311553e-16,2.8641075112529533e-13,4.5143371936009044e-13,1.0487978796463282e-09,4.6195236931542047e-10,6.220162459745011e-19,3.911913051709389e-17,7.462014056625698e-16,7.84681032841702e-17,3.750332349653432e-12,7.958382971300272e-15,3.76,0.0,0.5809476428910686,0.9964061641559949,1.3247239680389547e-10,5.664292241522282e-11,0.004038038813177637,0.004037963596810634,1.2795591384496777e-08,5.47323498038898e-11,0.0035925100011496834,5.602065725866592e-11,2.3562515674220973e-12,8.346309707430747e-07,4.726295048972506e-08,1.2156402641403667e-07,4.250229599738802e-07,0.0002552722368512201,2.7774733005047337e-10,1.0024421012536143e-08,6.909578516038935e-08,1.0958210704337837e-11,2.8958178298608824e-09,8.063983685149972e-09,1.9081214578000583e-14,1.227323436499564e-14,4.349191968287028e-10,6.494701284040547e-17,2.518515743050112e-08,9.67318139364337e-12,2.2167204918187588e-10,3.8495679525114253e-16,3.1395452440167884e-14,1.1612803791497847e-12,3.599015754764185e-17,4.319595445503395e-21,2.765961148491033e-25,3.560003216312969e-24,6.804149100846226e-22,2.66247844976315e-15,7.930810478900654e-26,1.6532908335157741e-12,2.9834066139844518e-18,4.247334585676936e-13,1.534475920805014e-17,1.0399156077862322e-15,9.067204984135934e-10,6.199262451727307e-13,8.471445146198084e-16,2.2539896000073052e-12,5.250369472147518e-12,5.793471608469557e-17,2.951451062512029e-17,5.126527467991572e-08,9.036863293488473e-20,2.8249980875351722e-11,2.311716626248404e-16,2.96586380331173e-12,2.5796998591300773e-07
5.421422885334148e-09,0.8968578456225347,7.998469985324589e-07,3.736945822086925e-09,1.444619118798053e-08,3.173003474660764e-08,0.0,0.0,1.3450432223591512e-06,3.026797929613653e-11,8.045289198391745e-12,6.183732281096816e-12,5.072866219691128e-12,4.811100617491419e-22,3.022722041542882e-15,5.0691999419185116e-11,2.6241147339530914e-08,6.8972074529828525e-12,2.5724929580006493e-17,2.2458938902157207e-15,4.965766988680489e-08,5.069992422443624e-14,2.2545082208706648e-10,4.706805586919057e-16,3.0525808598304265e-13,4.998041825273272e-13,1.1014160045740018e-09,4.775997166867873e-10,6.96756962854064e-19,4.148316567377141e-17,8.223134946413079e-16,8.692686527851125e-17,4.032040826952222e-12,8.776476361542829e-15,3.76,0.0,0.5808428933469332,0.9964061267033335,1.4337076669617163e-10,6.072344515371655e-11,0.0041395352946286,0.0041394602560262984,1.3169486351857465e-08,5.667398487352839e-11,0.0035925137522106253,6.062435115828156e-11,2.534464405703869e-12,8.478605472104653e-07,4.830812509707439e-08,1.2811143745399664e-07,4.4372452466120356e-07,0.0002616869188698268,2.9819580929927293e-10,1.053569633992949e-08,6.940179291681564e-08,1.152061894595907e-11,2.940147582455161e-09,8.316606352490676e-09,2.090354691392548e-14,1.3460143850577641e-14,4.5040995832621846e-10,7.234485847881614e-17,2.63043468437066e-08,9.878365808661272e-12,2.376783062066996e-10,4.2220877135078347e-16,3.314494408262389e-14,1.2710525930239766e-12,3.977793740196261e-17,4.871187320326043e-21,3.107990973251757e-25,4.003171265599569e-24,7.504795921914794e-22,2.8860415804504904e-15,8.885662592306818e-26,1.73287901908299e-12,3.2005863138313233e-18,4.435113050907862e-13,1.6176915000523042e-17,1.1428383055701936e-15,9.081183750385603e-10,6.474986868329875e-13,9.06143872685189e-16,2.37426398971397e-12,5.483606843891847e-12,6.106415718904298e-17,3.2505643830525577e-17,5.3875040297895714e-08,9.61635403989805e-20,3.017429337354505e-11,2.4956653816443985e-16,3.25305388532202e-12,2.635137406232836e-07
5.554825501054064e-09,0.8968754038891494,8.320058617076625e-07,3.983408618751502e-09,1.5236683544795218e-08,3.3671717934998375e-08,0.0,0.0,1.377970224714202e-06,3.17755854995593e-11,8.658554887750255e-12,6.652321163481403e-12,5.452526390703851e-12,5.385706884717406e-22,3.227783683255653e-15,5.2811732096452375e-11,2.737368210377752e-08,7.414302314453767e-12,2.8136625383516633e-17,2.468147052123354e-15,5.213061496001773e-08,5.4353643354734174e-14,2.2987674994566037e-10,5.141070473780047e-16,3.2476961341920013e-13,5.520372819674165e-13,1.155244722942794e-09,4.933287364279687e-10,7.781754908290186e-19,4.392132380554401e-17,9.040112404433162e-16,9.603254903105348e-17,4.326934500287392e-12,9.655017441397993e-15,3.76,0.0,0.580738162464391,0.9964060902755525,1.548743235916351e-10,6.49817131177641e-11,0.004241013427097956,0.0042409387278379285,1.3543358963557302e-08,5.862296800989702e-11,0.0035925164630514215,6.548973880840237e-11,2.7233894045815614e-12,8.608651125590724e-07,4.933691130928386e-08,1.3480396604136232e-07,4.627155365485963e-07,0.0002681003662824265,3.195909782410698e-10,1.1059645280025255e-08,6.970145590518738e-08,1.2096975883746876e-11,2.9840880139737097e-09,8.567744885721345e-09,2.2856143649519027e-14,1.4730959335143184e-14,4.661324833887007e-10,8.041897585638237e-17,2.7441331616745342e-08,1.00798059150306e-11,2.5438515657617473e-10,4.619890326810474e-16,3.494227178566061e-14,1.3884168212352097e-12,4.386193970761147e-17,5.480265072832056e-21,3.4843425269289785e-25,4.491123061735908e-24,8.260757619785493e-22,3.121443928141627e-15,9.933396912508398e-26,1.813724324535487e-12,3.426943434596295e-18,4.623712526257099e-13,1.7026485924277854e-17,1.2529328580352566e-15,9.094474975091652e-10,6.755171840058172e-13,9.67525374199469e-16,2.4971226729439522e-12,5.720574843016809e-12,6.426364480432223e-17,3.570930657791089e-17,5.654912029571926e-08,1.0216412768639495e-19,3.2172514240457366e-11,2.688298572538557e-16,3.55952920562582e-12,2.690135555132736e-07
5.688228116773979e-09,0.8968929590845605,8.645529910620418e-07,4.239200375361526e-09,1.6050650259729412e-08,3.56856218401905e-08,0.0,0.0,1.4108895247386418e-06,3.331982935345161e-11,9.302478965231792e-12,7.142332189588812e-12,5.850318782875696e-12,6.01406887063068e-22,3.4410726869762634e-15,5.4957971297046247e-11,2.8523527336615114e-08,7.956326210476659e-12,3.0720313884866436e-17,2.706233911760294e-15,5.466360041175185e-08,5.817419769626891e-14,2.342573592404658e-10,5.602642657930417e-16,3.449462247572193e-13,6.083415796290019e-13,1.2102782691508669e-09,5.091382682755258e-10,8.666677334218871e-19,4.64339000255005e-17,9.915514974919115e-16,1.0581438489639372e-16,4.635258716359391e-12,1.0596779261636963e-14,3.76,0.0,0.5806334502396412,0.9964060545938782,1.6700137307982867e-10,6.942043201572469e-11,0.004342473212960035,0.004342399015110383,1.3917201789306912e-08,6.057874653640348e-11,0.0035925184123193196,7.062529641452996e-11,2.9235433115164945e-12,8.736522354782317e-07,5.034973189919735e-08,1.416394521926868e-07,4.819910775140841e-07,0.00027451257932703283,3.4195117142226213e-10,1.1596264767940402e-08,6.999549933956166e-08,1.2687278418640377e-11,3.027684406759042e-09,8.817303780640696e-09,2.4944916291547318e-14,1.608943060291932e-14,4.82087237666601e-10,8.921561733556816e-17,2.8595816938569843e-08,1.027759966658646e-11,2.718034962512015e-10,5.043987426881816e-16,3.678744178535999e-14,1.5137074225239095e-12,4.825735268382494e-17,6.151475071446493e-21,3.897654994204375e-25,5.027321189446324e-24,9.074962884491718e-22,3.3689415758091902e-15,1.1080871815149812e-25,1.8957890260958025e-12,3.662557146418027e-18,4.812957583230751e-13,1.7893034832137307e-17,1.3704938014290563e-15,9.107177529554824e-10,7.039750522886911e-13,1.0313137761127371e-15,2.6225237490561358e-12,5.96121451417921e-12,6.753207473224543e-17,3.913418312940773e-17,5.9287480693215815e-08,1.0837189627815559e-19,3.424515417092723e-11,2.8897237271309017e-16,3.886019067025497e-12,2.744697208009647e-07
5.821630732493894e-09,0.8969105112080027,8.974798898344472e-07,4.504405280819001e-09,1.6888231708473223e-08,3.777258510155555e-08,0.0,0.0,1.4438011242382772e-06,3.490071070722872e-11,9.977835261470513e-12,7.654078874472645e-12,6.266630222836866e-12,6.699855307823865e-22,3.662687154745059e-15,5.712988629107632e-11,2.9690394991649423e-08,8.523841290133618e-12,3.348537271688021e-17,2.960859189361069e-15,5.725662261731512e-08,6.21650482247555e-14,2.385931783793621e-10,6.092433592833923e-16,3.6578849179286274e-13,6.689316778242521e-13,1.2665108986608718e-09,5.250273051888572e-10,9.626411532578696e-19,4.9021199024534096e-17,1.0851961477406182e-15,1.1630194692433473e-16,4.9572552170053805e-12,1.1604584364709543e-14,3.76,0.0,0.5805287566688999,0.9964060194536447,1.797703378654027e-10,7.404225950358293e-11,0.004443914654678286,0.004443841120710225,1.4291008623077053e-08,6.254080728406987e-11,0.0035925198045570184,7.603956713333321e-11,3.135459781733613e-12,8.862292275267114e-07,5.1347011496135967e-08,1.4861578700636332e-07,5.015463954194041e-07,0.0002809235582416178,3.6529452703251127e-10,1.2145551741596333e-08,7.028456561866275e-08,1.329152346690743e-11,3.070977452571844e-09,9.06519704212824e-09,2.7175875698283882e-14,1.7539373169295185e-14,4.982746754775014e-10,9.87830483107356e-17,2.9767517641793222e-08,1.0471845268326478e-11,2.8994404007735735e-10,5.495403680701209e-16,3.8680459242991674e-14,1.6472647940185362e-12,5.297971280125861e-17,6.889722433281526e-21,4.350703486126809e-25,5.6154071963627525e-24,9.950413596913148e-22,3.628786726345889e-15,1.2335277766555596e-25,1.979036232946699e-12,3.907500311350073e-18,5.002681819727931e-13,1.8776128643837217e-17,1.495819159345876e-15,9.119378307459434e-10,7.328658413946227e-13,1.0975329538101962e-15,2.75042640701699e-12,6.205468918142958e-12,7.086836456124593e-17,4.2789033840197175e-17,6.209008752490699e-08,1.1478831802819206e-19,3.639269079980099e-11,3.1000427094542354e-16,4.23325763069959e-12,2.798825280572794e-07
5.9550333482138094e-09,0.8969280602587613,9.30778370858915e-07,4.779104533341665e-09,1.7749565801736372e-08,3.993342728498692e-08,0.0,0.0,1.4767050250573523e-06,3.651822939625863e-11,1.068539957161768e-11,8.187865195511632e-12,6.701845027066572e-12,7.446891213638787e-22,3.89272257785461e-15,5.932666480371311e-11,3.087400640437867e-08,9.117408501725203e-12,3.644159118883666e-17,3.2327404475764454e-15,5.99096779345605e-08,6.632964812050828e-14,2.42884729747538e-10,6.61135509591558e-16,3.8729668463117e-13,7.340282355125511e-13,1.3239368886378394e-09,5.409949758307324e-10,1.0665147311746688e-18,5.1683535706577586e-17,1.185212070434231e-15,1.2752513675852048e-16,5.293162174374403e-12,1.2681303990103585e-14,3.76,0.0,0.5804240817484002,0.9964059847046023,1.931997558798045e-10,7.884980673487835e-11,0.004545337754795485,0.0045452650475057334,1.4664774281380927e-08,6.450867377970485e-11,0.0035925207898925837,8.174115936181498e-11,3.359689497197057e-12,8.986031521266494e-07,5.2329174445105544e-08,1.5573091314559878e-07,5.213768983789898e-07,0.0002873333032641106,3.8963898869078114e-10,1.2707503141755924e-08,7.056922378200071e-08,1.3909707956768234e-11,3.1140036858249613e-09,9.311347593725717e-09,2.9555130488773536e-14,1.9084667169503683e-14,5.146952404294652e-10,1.0917157850881939e-16,3.095615789230226e-08,1.0662640713122113e-11,3.088173278084888e-10,5.975176616253106e-16,4.06213284477192e-14,1.7894352877401877e-12,5.804490031894925e-17,7.700177827856981e-21,4.846402030526061e-25,6.259205637153655e-24,1.0890184718796448e-21,3.901227794452772e-15,1.3704143709958134e-25,2.0634298702079e-12,4.1618396456509215e-18,5.192727704135546e-13,1.9675338805917426e-17,1.6292103392034649e-15,9.131153650413462e-10,7.621833272140081e-13,1.1662059344584864e-15,2.8807909268913275e-12,6.453283064080304e-12,7.427145459596623e-17,4.668269130657679e-17,6.495690684005298e-08,1.2141483772802118e-19,3.861557001386066e-11,3.319351909165626e-16,4.601983597597463e-12,2.852522700471828e-07
6.088435963933725e-09,0.8969456062361696,9.644405418459422e-07,5.063376449787296e-09,1.863478807127039e-08,4.216894957124558e-08,0.0,0.0,1.5096012290769792e-06,3.8172385241948244e-11,1.1425949666064359e-11,8.743985803592927e-12,7.156345013249823e-12,8.259160119206381e-22,4.131271919922955e-15,6.154751263585559e-11,3.207409198985522e-08,9.737587640739062e-12,3.9599183253027784e-17,3.5226079615082766e-15,6.262276270398851e-08,7.067144295549383e-14,2.4713252978051295e-10,7.160318951498501e-16,4.094707887551015e-13,8.038579831258334e-13,1.382550538481788e-09,5.570405290484516e-10,1.178718924722408e-18,5.4421235722097707e-17,1.2918711130987999e-15,1.3951416815629725e-16,5.6432142259869914e-12,1.3829857287873513e-14,3.76,0.0,0.5803194254743917,0.996405950236968,2.073082784602039e-10,8.38456398603649e-11,0.004646742515925045,0.0046466707983669345,1.5038494435324405e-08,6.648190363272704e-11,0.003592521477990929,8.773874508507067e-11,3.596800281709139e-12,9.107808332185178e-07,5.329664300992993e-08,1.6298282504047414e-07,5.414781492407153e-07,0.0002937418146323979,4.150023072639524e-10,1.328211591205368e-08,7.084997787887695e-08,1.4541828825932913e-11,3.156795882896738e-09,9.555686718422873e-09,3.20888855288708e-14,2.0729256272957916e-14,5.313493660144304e-10,1.2043359263597096e-16,3.216147088835688e-08,1.085008339300306e-11,3.2843372993253e-10,6.484356461760884e-16,4.2610052992892885e-14,1.940571127911021e-12,6.346913482745442e-17,8.58828417701767e-21,5.387806505948637e-25,6.962728064826918e-24,1.1897424220361425e-21,4.186509499449767e-15,1.5195343322679812e-25,2.1489346622051057e-12,4.425635881556856e-18,5.382946393713489e-13,2.0590241687395927e-17,1.770972032100285e-15,9.14257060348235e-10,7.919215041534019e-13,1.2373549292664372e-15,3.013578676297134e-12,6.704603844106367e-12,7.774030858429126e-17,5.082405668714654e-17,6.788790470269708e-08,1.2825287544762455e-19,4.091420721603856e-11,3.547742428343323e-16,4.9929399025214746e-12,2.905792405783595e-07
6.22183857965364e-09,0.8969631491396063,9.984587916380684e-07,5.357296569965332e-09,1.9544031751724204e-08,4.447993541193914e-08,0.0,0.0,1.5424897382135206e-06,3.9863178051825965e-11,1.2200265301002582e-11,9.32272622995715e-12,7.630509511780904e-12,9.140806221914826e-22,4.378425697206291e-15,6.379165329559163e-11,3.329039094965224e-08,1.0384937397030083e-11,4.296880051771082e-17,3.831204591704121e-15,6.539587324884687e-08,7.519387086053112e-14,2.5133708903621014e-10,7.740236537031449e-16,4.3231052135653507e-13,8.786537360010757e-13,1.4423461702727467e-09,5.731633201139539e-10,1.2996956263532407e-18,5.72346359129441e-17,1.4054500637016765e-15,1.522995521097051e-16,6.007642509650137e-12,1.505321054029575e-14,3.76,0.0,0.5802147878431387,0.9964059159708026,2.22114668592151e-10,8.90322814790321e-11,0.004748128940743267,0.004748058376165625,1.5412165470166938e-08,6.846008610638264e-11,0.0035925219486749906,9.404105827995054e-11,3.847377212249265e-12,9.22768863593636e-07,5.4249835869952484e-08,1.7036956885518633e-07,5.618458602686382e-07,0.00030014909258432263,4.4140204271478215e-10,1.3869386999021354e-08,7.112727438314118e-08,1.518788301972136e-11,3.1993834283356125e-09,9.798153529113994e-09,3.4783440490315155e-14,2.2477146623626282e-14,5.482374761731693e-10,1.3262358039768058e-16,3.3383198568948866e-08,1.1034269774178114e-11,3.488034533059326e-10,7.024005995050797e-16,4.4646635925018093e-14,2.1010303290694368e-12,6.92689708035288e-17,9.559763250409557e-21,5.978117520251764e-25,7.730176971703074e-24,1.2975353043797458e-21,4.484872958406586e-15,1.6817101148253887e-25,2.2355161160878542e-12,4.69894392818171e-18,5.573197531805904e-13,2.1520418918623987e-17,1.9214121159364984e-15,9.153688022264692e-10,8.220745777404196e-13,1.3110013646779646e-15,3.148752102704994e-12,6.959379969977921e-12,8.127391426760407e-17,5.522209618703884e-17,7.08830471917082e-08,1.3530382848918257e-19,4.3288988543763516e-11,3.7853002648635614e-16,5.406873420411907e-12,2.9586373435704445e-07
6.355241195373555e-09,0.896980688968494,1.0328257773544974e-06,5.660937756263237e-09,2.047742785862309e-08,4.686715115530307e-08,0.0,0.0,1.575370554416972e-06,4.1590607619620935e-11,1.300912822882982e-11,9.924363088800144e-12,8.124715377384116e-12,1.0096136462820413e-21,4.634272056243764e-15,6.605832763984926e-11,3.4522650987906046e-08,1.1060015401210412e-11,4.656154530171607e-17,4.1592856600877535e-15,6.822900587522752e-08,7.990036267493286e-14,2.554989122660917e-10,8.352018471567697e-16,4.558153469583888e-13,9.586544064808222e-13,1.503318129141792e-09,5.893627985182383e-10,1.429898121565993e-18,6.012408467963405e-17,1.5262306239265471e-15,1.6591208254804734e-16,6.3866746982053175e-12,1.6354376391606396e-14,3.76,0.0,0.5801101688509205,0.9964058818477702,2.376377992128269e-10,9.441221204203358e-11,0.004849497031982468,0.004849427783775399,1.5785784367657765e-08,7.044283986037096e-11,0.0035925222601672804,1.0065689337216628e-10,4.1120227266758215e-12,9.34573612918975e-07,5.518916686901996e-08,1.7788924225813905e-07,5.824758880189105e-07,0.0003065551373576833,4.688555659762455e-10,1.4469313352110295e-08,7.140150876580374e-08,1.58478674895879e-11,3.2417926495364147e-09,1.0038694467290142e-08,3.764518847944571e-14,2.433240580672472e-14,5.653599858332201e-10,1.4579816591813298e-16,3.462109133119198e-08,1.1215295126885578e-11,3.699365466027821e-10,7.595200402481037e-16,4.673107986559779e-14,2.27117661499819e-12,7.546129318073814e-17,1.062062215628569e-20,6.6206832350275325e-25,8.565949682542612e-24,1.4127265101064368e-21,4.7965557791085635e-15,1.8577998607336369e-25,2.3231405058174143e-12,4.981813031246437e-18,5.763349027766175e-13,2.2465457679669684e-17,2.080841561689199e-15,9.164557549575048e-10,8.526369574847629e-13,1.3871659125185096e-15,3.2862747222984392e-12,7.21756191189012e-12,8.487128377626487e-17,5.988583769646541e-17,7.394230040082177e-08,1.425690733889436e-19,4.574027204314988e-11,4.0321064920425385e-16,5.844534684382378e-12,3.0110604685063054e-07
6.4886438110934706e-09,0.896998225722297,1.0675344123508373e-06,5.974370288874977e-09,2.1435105262723885e-08,4.933134664368541e-08,0.0,0.0,1.608243679669352e-06,4.335467372533901e-11,1.385332220840133e-11,1.0549164275737257e-11,8.639337000828855e-12,1.11296225305374e-21,4.898896848921736e-15,6.834679352571463e-11,3.577062803620655e-08,1.1763378270252293e-11,5.0388983726151085e-17,4.507618828802331e-15,7.11221568721612e-08,8.47943420805143e-14,2.596184984853715e-10,8.99657428552541e-16,4.799844923548311e-13,1.0441050147371494e-12,1.5654607835783792e-09,6.056384971481511e-10,1.5697910472394578e-18,6.308994228037935e-17,1.654499383511875e-15,1.8038282260289467e-16,6.780535034092703e-12,1.773641308577507e-14,3.76,0.0,0.5800055684940307,0.9964058478250687,2.538966515720753e-10,9.998787121098406e-11,0.004950846792424846,0.004950779024071658,1.6159348607625462e-08,7.242981085310433e-11,0.003592522455158375,1.0759510374461088e-10,4.391356727914836e-12,9.462012354674511e-07,5.611504398324098e-08,1.8553999402531888e-07,6.03364228400877e-07,0.0003129599491902341,4.973800608495613e-10,1.5081891923711165e-08,7.167303131937947e-08,1.6521779191974378e-11,3.284047121931729e-09,1.02772628286273e-08,4.068061473244885e-14,2.62991618419163e-14,5.82717301421082e-10,1.6001613658294929e-16,3.587490775651738e-08,1.1393253302825662e-11,3.9184290558438e-10,8.199027146928971e-16,4.886338710948584e-14,2.4513793384731946e-12,8.206331293959899e-17,1.177715972777551e-20,7.319002137046343e-25,9.474642202259508e-24,1.535652730452368e-21,5.121792152496066e-15,2.0486979891097475e-25,2.4117748565236765e-12,5.2742869313936275e-18,5.953276822896387e-13,2.3424950943639383e-17,2.249574342739166e-15,9.175224476756893e-10,8.836032499861219e-13,1.4658685191219023e-15,3.4261111059711633e-12,7.479101839307648e-12,8.8531453889028e-17,6.482436757584681e-17,7.706563043867873e-08,1.500499677993977e-19,4.8268388800617095e-11,4.2882374343214743e-16,6.306677615083848e-12,3.0630647415671583e-07
