Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990)
1.1518365075817922e-08,0.7612754030004598,4.368514388251561e-08,2.144148215289129e-10,6.5733259701877466e-09,1.721621107344004e-09,0.0,0.0,2.090794695437373e-07,3.0123205711878886e-12,2.520368176728886e-12,1.1142988171248273e-12,4.112563771931192e-17,1.4059698343348457e-25,4.553373361133362e-18,3.0292591227947844e-12,1.6741997618891612e-09,1.3675420290968795e-13,6.842251393598118e-21,3.14565501586875e-20,7.42390795263626e-10,1.504939535434923e-16,7.023341343693881e-12,1.639329792575926e-17,1.1830694503339404e-14,5.070381000253628e-15,2.8597734860128016e-15,1.6977339568960707e-15,1.797823630339545e-20,5.842808084591272e-21,1.7282974557912446e-17,4.308076055816951e-22,2.3960157932889246e-16,3.6971143740896947e-19,3.76,0.0,0.6593408341821961,0.9987895482014868,1.168678487256809e-10,3.218242154123547e-12,0.000751747766946682,0.0007517498303311541,1.6459911483134358e-10,2.481417295183816e-13,0.0012102360284802678,4.3630590154186486e-13,3.6207092144441654e-14,1.5111250247733584e-07,1.2412775953255016e-08,1.4470941688682463e-08,3.072539297703342e-08,3.3184119831771634e-05,9.325682233455288e-13,6.446813412116198e-09,3.5484450740997437e-10,1.8398896200430231e-13,5.976089263590729e-11,1.3568209808909659e-09,3.646340145964658e-17,7.059761036373446e-17,1.7172367886689266e-11,5.017115433649758e-19,1.677464865141644e-09,8.323828435468025e-12,7.868268896252339e-13,5.816348941937685e-18,1.0583490375283835e-16,1.472423126890558e-14,1.810651914717766e-18,1.4068920116640806e-22,5.35194510726971e-27,1.1237156621687295e-26,1.3777865490513076e-24,3.8323948438468096e-17,1.1815457054889133e-27,1.2265248023086629e-13,1.0614205481234334e-18,4.08757542704224e-13,2.0928690796704243e-18,3.2406605656727197e-19,7.823978035232966e-12,2.3152236906887087e-13,1.852853638349799e-18,5.999721509068108e-13
1.1889098843364267e-08,0.7612788743050897,4.644682936489923e-08,2.35234629996185e-10,7.007680005890976e-09,1.888554621246011e-09,0.0,0.0,2.1580744110637257e-07,3.2092579042958607e-12,2.7708705952044057e-12,1.210878332097742e-12,4.666636892592446e-17,1.6020896497411502e-25,4.93434423536874e-18,3.160094512271991e-12,1.7730791646105772e-09,1.507575665496831e-13,8.178973198552331e-21,3.6225068194790785e-20,7.909419495974411e-10,1.652235873479494e-16,7.149256186858523e-12,1.8419041099763954e-17,1.2842091258557166e-14,5.89249799732313e-15,3.1488504013832883e-15,1.8956162399107283e-15,2.0852870774557283e-20,6.7645723307056656e-21,1.9363111449786062e-17,5.029673503850769e-22,2.7176721821237407e-16,4.3287884949236235e-19,3.76,0.0,0.659316111907487,0.9987895410371365,1.2858182542354046e-10,3.5229054754263686e-12,0.000775929185607866,0.0007759313707756996,1.704590647578508e-10,2.5895021146046787e-13,0.0012102360199367414,4.825628333947314e-13,4.0024811520122356e-14,1.5453512649626224e-07,1.286821784185793e-08,1.5587265794409028e-08,3.2524878466668973e-08,3.4251337737927334e-05,1.0036711010839391e-12,6.868290810560124e-09,3.708706087346019e-10,1.9603212157248783e-13,6.248635107558954e-11,1.425695307737148e-09,4.074286144252699e-17,7.857369011158109e-17,1.794691427077833e-11,5.69067729066781e-19,1.776652365356859e-09,8.56515354494142e-12,8.615567615653704e-13,6.5706959425749625e-18,1.1313740765125966e-16,1.6264782898930035e-14,2.0249091082486033e-18,1.6194120486803138e-22,6.120407973105448e-27,1.298120846730109e-26,1.545635203007583e-24,4.276260321412994e-17,1.3451038677939735e-27,1.2829378161856588e-13,1.154702162621071e-18,4.363983913721273e-13,2.2071077196728238e-18,3.661489479714954e-19,7.832125756433229e-12,2.450968577844606e-13,1.99612121299042e-18,6.460753170562099e-13
1.2259832610910611e-08,0.7612823454916149,4.927874612748555e-08,2.5728764314420277e-10,7.456186902626767e-09,2.065724720672065e-09,0.0,0.0,2.2253535763857046e-07,3.412425339601138e-12,3.0374089862551553e-12,1.3117842668802682e-12,5.274772473871625e-17,1.8197548099817357e-25,5.334256927687088e-18,3.2904434642725114e-12,1.874198538771725e-09,1.6571972089384923e-13,9.729107979194605e-21,4.155798773605503e-20,8.41030316546001e-10,1.8086656732008106e-16,7.271047772504202e-12,2.061554310171881e-17,1.3900017870023637e-14,6.8174929179468236e-15,3.456970023704842e-15,2.1088030598931954e-15,2.4070707471292676e-20,7.794039081477166e-21,2.161019551614013e-17,5.844412344058165e-22,3.070535719886117e-16,5.043796130720833e-19,3.76,0.0,0.6592913905466828,0.9987895338580557,1.410575222827114e-10,3.845233768576372e-12,0.0008001096959816829,0.000800112006124875,1.7631883961785553e-10,2.697944539685604e-13,0.001210236011421749,5.324898172108158e-13,4.417574288643977e-14,1.578926900021378e-07,1.3318269293667375e-08,1.674403402941715e-08,3.436423419438853e-08,3.5318502227546724e-05,1.0783161381480356e-12,7.303100386594829e-09,3.869821788870096e-10,2.0845650334931781e-13,6.523001574384892e-11,1.495205828450747e-09,4.543790030232088e-17,8.721941713153459e-17,1.8736794500766372e-11,6.4396590817667955e-19,1.878097559540255e-09,8.801860607488192e-12,9.406439020480285e-13,7.39419527961892e-18,1.2068427410604637e-16,1.7919296917503695e-14,2.257090931308587e-18,1.8585593039960769e-22,6.980631339828649e-27,1.4951704303909027e-26,1.7305502096892548e-24,4.7536802241416326e-17,1.5275337299090008e-27,1.3392208454801514e-13,1.251980748619206e-18,4.646519900900707e-13,2.3219470128859105e-18,4.120921446004016e-19,7.840312771748368e-12,2.5897284965676284e-13,2.1448565814307783e-18,6.938295426802068e-13
1.2630566378456956e-08,0.7612858165598656,5.2179403090202305e-08,2.8059895337316604e-10,7.918865866004162e-09,2.253385138060802e-09,0.0,0.0,2.29263219374194e-07,3.6218224079116386e-12,3.3204776423757728e-12,1.4170042010606432e-12,5.940353822801741e-17,2.0607376326932255e-25,5.753415282134963e-18,3.420187603726547e-12,1.9775165456834694e-09,1.8167737732983246e-13,1.1519028267283395e-20,4.7503448623459807e-20,8.926558519331829e-10,1.9744826829534734e-16,7.388854762237988e-12,2.2990601542298783e-17,1.5004607128980496e-14,7.854545129810561e-15,3.7847549350283924e-15,2.3378967128628356e-15,2.765935873000673e-20,8.939523222217137e-21,2.4030891870432772e-17,6.760898296200694e-22,3.4565396396967556e-16,5.850084849545644e-19,3.76,0.0,0.6592666700994608,0.9987895266644253,1.543193875612056e-10,4.185617873056128e-12,0.0008242892981098033,0.0008242917364138869,1.8217842668353963e-10,2.8067067354393477e-13,0.0012102360027210592,5.862801188004849e-13,4.868411246430274e-14,1.6118694973369036e-07,1.3762769794952694e-08,1.794079195065804e-08,3.624270507662861e-08,3.638561330198698e-05,1.156618802300595e-12,7.751240997760908e-09,4.0317284436635765e-10,2.212620927647862e-13,6.799100061208735e-11,1.5652942175788513e-09,5.057860716950959e-17,9.657399297117526e-17,1.954211242254977e-11,7.270971385801329e-19,1.9817594858661314e-09,9.034045298787436e-12,1.0241861970934296e-12,8.290674227923081e-18,1.284755071544593e-16,1.9693356310284816e-14,2.508164623269371e-18,2.1270942990774223e-22,7.941659537843547e-27,1.717299332165992e-26,1.933856905572775e-24,5.2658395019691035e-17,1.7306256661121332e-27,1.3953172299922327e-13,1.3531960016877437e-18,4.934851229734258e-13,2.4372383786178775e-18,4.621085304660554e-19,7.848571582429737e-12,2.731446535380199e-13,2.2990453382405242e-18,7.432148502943737e-13
1.30013001460033e-08,0.7612892875096733,5.514732140662546e-08,3.0519272019019573e-10,8.395735512856954e-09,2.4517841411450527e-09,0.0,0.0,2.359910264559227e-07,3.837448640068988e-12,3.6205707068153032e-12,1.5265215404383949e-12,6.666863115102896e-17,2.326905821479657e-25,6.1921132345869834e-18,3.5492174191080044e-12,2.0829928782813975e-09,1.9866780337574964e-13,1.357740440195891e-20,5.411204753978095e-20,9.458185115861527e-10,2.1499389155556005e-16,7.502811020342117e-12,2.5552044062136954e-17,1.6155952567505378e-14,9.013323191145387e-15,4.1328278650077886e-15,2.5835000971240114e-15,3.1647592924950304e-20,1.0209648102750402e-20,2.663181263574497e-17,7.788221508831797e-22,3.8776723231987455e-16,6.756086052458903e-19,3.76,0.0,0.6592419505655036,0.9987895194561373,1.683919027864912e-10,4.544441365547771e-12,0.0008484679920331582,0.0008484705616779121,1.8803781690154842e-10,2.9157548232903355e-13,0.00121023599390843,6.441312489014253e-13,5.357541148266399e-14,1.6441961581259753e-07,1.4201590046723332e-08,1.917707136071493e-08,3.815955642893219e-08,3.745267096260708e-05,1.2386971535419096e-12,8.212711502532914e-09,4.1943682792448095e-10,2.3444887542600724e-13,7.076851607905772e-11,1.635904637121973e-09,5.619638679680388e-17,1.0667795188000865e-16,2.0362968844921797e-11,8.192004654195666e-19,2.087598205883125e-09,9.261805805589789e-12,1.1122797543964093e-12,9.264035021630265e-18,1.365111116760847e-16,2.1592726674641385e-14,2.779129880212771e-18,2.4280059997128814e-22,9.013233542526997e-27,1.9671488680210516e-26,2.1569466174670513e-24,5.813909299742451e-17,1.9563007666366783e-27,1.451174427236236e-13,1.4582818313568828e-18,5.228651532301826e-13,2.5528420649967956e-18,5.164149422409738e-19,7.85692674580207e-12,2.8760673209084086e-13,2.4586723280301267e-18,7.942107352067978e-13
1.3372033913549645e-08,0.7612927583408705,5.8181036517882967e-08,3.310921841007805e-10,8.886813871811542e-09,2.661164582352815e-09,0.0,0.0,2.4271877894445625e-07,4.059303566874934e-12,3.93818218448867e-12,1.6403158238166966e-12,7.457880927258178e-17,2.6202241073899203e-25,6.65063487174626e-18,3.677431787828676e-12,2.1905882394965423e-09,2.167288317392336e-13,1.593531894732057e-20,6.14368686898471e-20,1.0005182513353307e-09,2.3352846601403036e-16,7.613045784615566e-12,2.8307722358378885e-17,1.7354110789970307e-14,1.0303991812779772e-14,4.5018115643980236e-15,2.8462166419781442e-15,3.6065333571529e-20,1.1613342025652782e-20,2.9419511043869827e-17,8.935965028587413e-22,4.3359770111358554e-16,7.770728491347027e-19,3.76,0.0,0.6592172319444991,0.9987895122330048,1.832995817426999e-10,4.922080741529103e-12,0.0008726457777920064,0.0008726484819520975,1.9389700380352488e-10,3.025058467463632e-13,0.0012102359851383238,7.062448648679622e-13,5.887642075028788e-14,1.6759235303071126e-07,1.4634628769139862e-08,2.045239290148834e-08,4.011407342341868e-08,3.8519675210767786e-05,1.324671775118929e-12,8.687510760321174e-09,4.357688925295831e-10,2.480168371177985e-13,7.356185941655942e-11,1.7069836555399538e-09,6.232397898400613e-17,1.1757315851452088e-16,2.119946164768802e-11,9.210649928900094e-19,2.195574783066358e-09,9.485241873243369e-12,1.2050189463437184e-12,1.0318253191593475e-17,1.447910933399572e-16,2.362336005489204e-14,3.071019757363313e-18,2.7645250068529086e-22,1.0205826563491212e-26,2.2475786969264716e-26,2.401278171431896e-24,6.399046591325856e-17,2.20661698573999e-27,1.5067437938255685e-13,1.5671669068334992e-18,5.527600862802675e-13,2.6686268020584317e-18,5.752320529044526e-19,7.865396652783467e-12,3.0235369772311603e-13,2.6237218220164694e-18,8.467962734503081e-13
1.374276768109599e-08,0.7612962290532913,6.127909994564844e-08,3.5831968134539953e-10,9.392118384912188e-09,2.881763955214917e-09,0.0,0.0,2.4944647682690657e-07,4.287386719025723e-12,4.2738059523786096e-12,1.7583630134660475e-12,8.317085755954017e-17,2.942755747926627e-25,7.129254494692084e-18,3.804737524174291e-12,2.3002643207697663e-09,2.3589886904379027e-13,1.862638203885835e-20,6.953351242005121e-20,1.0567550270143585e-09,2.530768493926117e-16,7.719683830973698e-12,3.126550657650631e-17,1.8599103698955565e-14,1.1737218381773493e-14,4.8923286823878565e-15,3.1266502517387244e-15,4.094365770514767e-20,1.3159834524093424e-20,3.2400476031832136e-17,1.0214212812939213e-21,4.833551510598672e-16,8.903451711919835e-19,3.76,0.0,0.65919251423614,0.9987895049949773,1.9906696945964756e-10,5.318905593022957e-12,0.0008968226554259967,0.0008968254972715607,1.997559827218358e-10,3.134590504480654e-13,0.0012102359764290507,7.728266746306146e-13,6.46152344585921e-14,1.7070678209715132e-07,1.5061809798591753e-08,2.1766268385426696e-08,4.210556056152321e-08,3.958662604783147e-05,1.4146657062329194e-12,9.175637631473413e-09,4.52164290573988e-10,2.6196596380439535e-13,7.637040612528999e-11,1.7784801686120465e-09,6.899547727459389e-17,1.2930280426253734e-16,2.205168588787249e-11,1.033531980420686e-18,2.3056512615095625e-09,9.704454032681355e-12,1.3024964523326529e-12,1.1457375961452774e-17,1.5331545861449963e-16,2.5791398657880612e-14,3.3849015538058466e-18,3.1401370884186814e-22,1.1530680333567208e-26,2.5616790654839126e-26,2.6683793835865147e-24,7.02239388647725e-17,2.4837753875856314e-27,1.5619803771894402e-13,1.6797751737183718e-18,5.831386222964374e-13,2.7844694530105884e-18,6.387842583305774e-19,7.873994920313777e-12,3.173803086323766e-13,2.7941776716323415e-18,9.00950218621033e-13
1.4113501448642334e-08,0.761299699646772,6.444008084855877e-08,3.868966593550139e-10,9.91166591018821e-09,3.113814456896e-09,0.0,0.0,2.561741200244482e-07,4.521697627053682e-12,4.627935769452089e-12,1.880635770015593e-12,9.248253525400674e-17,3.296663882755433e-25,7.628236687339262e-18,3.931048948794391e-12,2.411983780740895e-09,2.562169042326159e-13,2.168684754647922e-20,7.846012186361101e-20,1.1145287944600754e-09,2.7366372939069455e-16,7.822845632034191e-12,3.4433280051090725e-17,1.989092061962923e-14,1.332417905879623e-14,5.305001647794378e-15,3.425405262826226e-15,4.6314793600719274e-20,1.4858652453653084e-20,3.558112731031731e-17,1.163355729455117e-21,5.372547899055258e-16,1.0164219421065124e-18,3.76,0.0,0.6591677974401251,0.9987894977421072,2.1571864120534352e-10,5.7352787825285345e-12,0.0009209986249742206,0.0009210016076713904,2.056147502779325e-10,3.244326611411498e-13,0.0012102359676977648,8.440863429497626e-13,7.082128323469552e-14,1.7376448084687332e-07,1.548307945210402e-08,2.3118202887589305e-08,4.413334116149046e-08,4.065352347516206e-05,1.5088043764694503e-12,9.677090977276067e-09,4.686187178503837e-10,2.7629624163273544e-13,7.91936021179833e-11,1.8503453221651562e-09,7.624634693270241e-17,1.4191140230453865e-16,2.291973390385488e-11,1.1574969616266264e-18,2.417790644788335e-09,9.919542978163292e-12,1.4048033003732518e-12,1.2685520700593767e-17,1.6208421483282323e-16,2.8103178451912472e-14,3.721877678534312e-18,3.558597043971144e-22,1.2999842071121375e-26,2.91278334333691e-26,2.9598485321718982e-24,7.685079003394614e-17,2.7901264852476092e-27,1.6168427171820595e-13,1.796026342541789e-18,6.139701993210286e-13,2.9002546666079772e-18,7.072995667645956e-19,7.882731465291963e-12,3.326814649566806e-13,2.9700234419486093e-18,9.566510886130737e-13
1.4484235216188679e-08,0.76130317012115,6.766256736475847e-08,4.168436928086593e-10,1.04454727250561e-08,3.3575430560296927e-09,0.0,0.0,2.6290170839929097e-07,4.762235821275426e-12,5.0010652861145205e-12,2.0071037125073722e-12,1.0255257083053837e-16,3.6842127458185047e-25,8.147836390087615e-18,4.056287478784638e-12,2.5257102241406673e-09,2.7772251665996066e-13,2.5155729945515787e-20,8.827740769713365e-20,1.173839509512489e-09,2.9531362484620565e-16,7.922647509912466e-12,3.781893437952935e-17,2.122952032653794e-14,1.50765644616329e-14,5.7404525541293444e-15,3.743086411967826e-15,5.2212117894685587e-20,1.6719615921145588e-20,3.896781087920364e-17,1.3205106506030566e-21,5.955172225286988e-16,1.1563532777792547e-18,3.76,0.0,0.659143081556157,0.998789490474407,2.3327920148351064e-10,6.171556613168804e-12,0.0009451736864752649,0.0009451768131866464,2.1147330404553455e-10,3.354245008878281e-13,0.0012102359589008876,9.202373999762828e-13,7.752535646395e-14,1.7676698541225584e-07,1.5898404135388586e-08,2.450769662029572e-08,4.619675686011329e-08,4.172036749412489e-05,1.6072155419654161e-12,1.019186965995554e-08,4.851282718536256e-10,2.9100765693548913e-13,8.203095665263778e-11,1.9225324366783517e-09,8.411344221033974e-17,1.554447815241836e-16,2.380369541730664e-11,1.2939118844788454e-18,2.5319568750225947e-09,1.013060906908765e-11,1.5120289079593961e-12,1.4006873432229846e-17,1.7109737023080984e-16,3.056523265211433e-14,4.083086497037712e-18,4.023942893632739e-22,1.4626202089159297e-26,3.3044808412691777e-26,3.2773558103134026e-24,8.388214900022196e-17,3.1281766682400912e-27,1.6712926571508953e-13,1.9158363499269694e-18,6.45225028025475e-13,3.015874533404749e-18,7.810094911328914e-19,7.891613331620414e-12,3.4825220502914727e-13,3.1512425273379615e-18,1.0138772431737933e-12
1.4854968983735023e-08,0.7613066404762653,7.094516776165415e-08,4.48180500185787e-10,1.0993554530457451e-08,3.6131715651024923e-09,0.0,0.0,2.6962924176103397e-07,5.00900083174602e-12,5.393688053224389e-12,2.1377336643269404e-12,1.1342065684260336e-16,4.107768734046965e-25,8.688298978863662e-18,4.180381237428716e-12,2.641408180910597e-09,3.004558838800183e-13,2.907492179088739e-20,9.904867109266759e-20,1.2346871280147566e-09,3.180508868886704e-16,8.019201783444634e-12,4.1430364813237844e-17,2.261483297667827e-14,1.7006584947302796e-14,6.199303048531884e-15,4.080298813746609e-15,5.867015216823037e-20,1.875283407217405e-20,4.256679496614829e-17,1.4940490774460475e-21,6.583684207353333e-16,1.3112443607041773e-18,3.76,0.0,0.6591183665839443,0.9987894831918165,2.5177328303749627e-10,6.6280889950929095e-12,0.0009693478399672536,0.0009693511138523613,2.173316422982985e-10,3.4643261951304924e-13,0.00121023595006943,1.0014971521223632e-12,8.475962390152023e-14,1.7971579135918546e-07,1.630776817250257e-08,2.5934246610590193e-08,4.8295167128222756e-08,4.2787158106086676e-05,1.7100292233198432e-12,1.0719972542679488e-08,5.016894139976463e-10,3.061001962326398e-13,8.488203594428898e-11,1.9949969337661943e-09,9.263502291709845e-17,1.6995007937502e-16,2.4703657632818023e-11,1.4437872712013814e-18,2.6481148121633503e-09,1.0337751932146437e-11,1.6242611221970618e-12,1.5425687394870894e-17,1.803549339285017e-16,3.318429509532452e-14,4.469703157795158e-18,4.540510382258773e-22,1.6423532024625298e-26,3.7406299037636966e-26,3.622644759102433e-24,9.13289955773621e-17,3.5005947140460586e-27,1.7252951640322817e-13,2.0391177932274726e-18,6.768741190924717e-13,3.1312282482782314e-18,8.601489441306696e-19,7.900645335230862e-12,3.640877017332869e-13,3.337818251599295e-18,1.0726069531392448e-12
1.522570275128137e-08,0.7613101107119608,7.428651141203044e-08,4.809259607169646e-10,1.1555926455642775e-08,3.880916716705528e-09,0.0,0.0,2.7635671987245466e-07,5.261992188218596e-12,5.806297530689829e-12,2.2724898856923087e-12,1.2512744466347782e-16,4.569801333324545e-25,9.24986034968252e-18,4.303264682706916e-12,2.7590430855724566e-09,3.244577891430774e-13,3.3489311694133366e-20,1.1083982494711417e-19,1.2970716058131663e-09,3.4189970008439397e-16,8.11261691004778e-12,4.52754659513803e-17,2.4046761952595112e-14,1.9126975505260593e-14,6.682174224547489e-15,4.437647945977034e-15,6.572455904678623e-20,2.096870075770358e-20,4.638426636521033e-17,1.6851868995614791e-21,7.260396927711149e-16,1.4822567535662454e-18,3.76,0.0,0.6590936525231998,0.9987894758942694,2.7122554586178764e-10,7.105219608176836e-12,0.000993521085487892,0.0009935245097035391,2.2318976380641797e-10,3.574552707895122e-13,0.0012102359412410918,1.0880865952364104e-12,9.255765659274248e-14,1.8261235478903674e-07,1.6711171837044802e-08,2.739734819892965e-08,5.0427948799472084e-08,4.3853895312415455e-05,1.8173776452474804e-12,1.1261398489558054e-08,5.182989353758514e-10,3.215738462323667e-13,8.774645739053864e-11,2.0676962645377024e-09,1.0185077030872237e-16,1.8547573380445313e-16,2.561970533513288e-11,1.6081943964654182e-18,2.766230213525548e-09,1.0541070144829144e-11,1.7415862591809623e-12,1.694628165548125e-17,1.898569159058208e-16,3.596730350764399e-14,4.882940398256373e-18,5.112947789601464e-22,1.8406523661379792e-26,4.2253712678676575e-26,3.997533680886526e-24,9.920215911843334e-17,3.91021837920896e-27,1.7788181570591692e-13,2.1657803395771057e-18,7.088893040968162e-13,3.2462217809278644e-18,9.449561360311014e-19,7.909830572427334e-12,3.8018325895631904e-13,3.529733954558475e-18,1.1328184621316747e-12
1.5596436518827714e-08,0.7613135808280804,7.768524961369909e-08,5.150981316476917e-10,1.2132603063520999e-08,4.160990243049467e-09,0.0,0.0,2.830841424547845e-07,5.521209420108916e-12,6.239387095667612e-12,2.4113342933467727e-12,1.3771453912671561e-16,5.072883902790478e-25,9.832747008787672e-18,4.42487825372416e-12,2.878581256865812e-09,3.4976962860835623e-13,3.844690270793987e-20,1.2371941346817464e-19,1.360992898757117e-09,3.6688408357381823e-16,8.202997622417892e-12,4.9362127722917524e-17,2.5525185619104465e-14,2.1451000274042657e-14,7.189686518720667e-15,4.815739641602626e-15,7.341213786713242e-20,2.3377890098408033e-20,5.0426327153665456e-17,1.8951934498132185e-21,7.987676525614575e-16,1.6706097049898885e-18,3.76,0.0,0.6590689393736423,0.99878946858174,2.9166067622217896e-10,7.603286061069186e-12,0.001017693423074501,0.0010176970007751578,2.2904766768409967e-10,3.684908911095298e-13,0.001210235932412712,1.1802303300678718e-12,1.0095444712183731e-13,1.8545809340784905e-07,1.7108629566849323e-08,2.8896496375629796e-08,5.259449561199382e-08,4.4920579114480366e-05,1.9293951779674005e-12,1.1816146365644996e-08,5.349539257331615e-10,3.374285938324423e-13,9.062388435297507e-11,2.1405898398224974e-09,1.118018023146328e-16,2.0207147432976199e-16,2.655192098393004e-11,1.788267482520247e-18,2.8862697135854424e-09,1.0740660985889963e-11,1.8640891426136446e-12,1.857303977268372e-17,1.9960332701752118e-16,3.8921402667758033e-14,5.324049330080221e-18,5.746231037054535e-22,2.0590828320604573e-26,4.7631416803547024e-26,4.40391703289938e-24,1.0751231823993193e-16,4.3600610656896806e-27,1.8318323446926207e-13,2.2957311103678174e-18,7.412432506557514e-13,3.3607675553967594e-18,1.035672475159989e-18,7.919170818994884e-12,3.9653430813774277e-13,3.726973066888564e-18,1.1944900414212496e-12
1.596717028637406e-08,0.761317050824472,8.11400562681564e-08,5.507142657396166e-10,1.272359835650272e-08,4.453598958202757e-09,0.0,0.0,2.898115091925145e-07,5.786652056464407e-12,6.693450050383936e-12,2.554226668068505e-12,1.512244930712561e-16,5.619694318977108e-25,1.0437176168364936e-17,4.545168034251253e-12,2.9999898776691953e-09,3.7643341828264537e-13,4.399893102737366e-20,1.3775863019345864e-19,1.4264509626991068e-09,3.9302789220110783e-16,8.290445060256908e-12,5.3698231643395135e-17,2.704995899710151e-14,2.399245669359939e-14,7.722459610958109e-15,5.215180085996444e-15,8.177081995985887e-20,2.5991351964143298e-20,5.4698991766233975e-17,2.1253920508189557e-21,8.767941886921617e-16,1.877581447373961e-18,3.76,0.0,0.6590442271349941,0.998789461254225,3.1310338568549783e-10,8.122620046631726e-12,0.0010418648527640534,0.0010418685871021684,2.3490535328870725e-10,3.795380803863317e-13,0.0012102359235610072,1.2781564800011118e-12,1.0998642920822307e-13,1.8825438756392136e-07,1.7500168345869723e-08,3.0431186970001454e-08,5.479421776253458e-08,4.598720951365169e-05,2.046218280313275e-12,1.2384215036938597e-08,5.51651745351589e-10,3.5366442612218734e-13,9.351402144249537e-11,2.2136389622513025e-09,1.225306881264562e-16,2.1978831235496267e-16,2.750038480610921e-11,1.985205909973553e-18,3.0082008040581413e-09,1.0936620241365781e-11,1.9918531416635797e-12,2.0310408508418146e-17,2.0959417902920327e-16,4.2053947469094494e-14,5.7943202035498005e-18,6.445679081439159e-22,2.2993096792810336e-26,5.358687765316572e-26,4.843766801500348e-24,1.162700009197925e-16,4.853318558348694e-27,1.8843110694113413e-13,2.428875042191394e-18,7.739094725317818e-13,3.474784139286334e-18,1.1325424709803214e-18,7.928666839763412e-12,4.1313640491050473e-13,3.9295191746049764e-18,1.2576000385859329e-12
1.6337904053920403e-08,0.7613205207009847,8.464962843235981e-08,5.877908289411268e-10,1.3328925782772173e-08,4.758944842565814e-09,0.0,0.0,2.9653881973777304e-07,6.05831962593731e-12,7.168979629595511e-12,2.7011248505830033e-12,1.6570080179616232e-16,6.213015481651207e-25,1.1063355847774999e-17,4.664085432607542e-12,3.123236975218232e-09,4.0449180069365275e-13,5.019998492119651e-20,1.5303133451704912e-19,1.4934457534947187e-09,4.203548176360189e-16,8.375056897213522e-12,5.829164733343097e-17,2.8620915357800575e-14,2.6765679305413243e-14,8.281112328610854e-15,5.636575818694126e-15,9.083966359187652e-20,2.882030738466429e-20,5.920818440684878e-17,2.3771605225406914e-21,9.603664331433292e-16,2.1045104867523905e-18,3.76,0.0,0.6590195158069829,0.9987894539117046,3.355784101596834e-10,8.66354749382685e-12,0.0010660353745932012,0.0010660392687194956,2.407628201568393e-10,3.905955849535516e-13,0.001210235914678545,1.3820966110320852e-12,1.196914966693918e-13,1.910025812549819e-07,1.7885826238346005e-08,3.200091770581679e-08,5.702654147268588e-08,4.705378651130072e-05,2.167985444547409e-12,1.2965603370382553e-08,5.683899995781413e-10,3.7028133038418244e-13,9.641661026123077e-11,2.2868067601743985e-09,1.340814621701644e-16,2.3867853081184973e-16,2.846517488555475e-11,2.2002764430053177e-18,3.1319918142686615e-09,1.1129042056334771e-11,2.1249602080608444e-12,2.2162896586505754e-17,2.198294846332779e-16,4.537250588384543e-14,6.295083151181117e-18,7.216969586181256e-22,2.5631019786139093e-26,6.017080134460387e-26,5.3191338573588186e-24,1.254855849269983e-16,5.393375829562804e-27,1.9362301600074832e-13,2.5651152252617837e-18,8.068623353019751e-13,3.5881959431751684e-18,1.2358136397312857e-18,7.938318627235725e-12,4.299852258321872e-13,4.1373560744814525e-18,1.322126920548429e-12
