Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990)
6.316309809166789e-06,0.8263161418041611,0.009382624653707048,0.0022005189058724663,0.004227122968868644,0.10862086733945216,0.0,0.0,0.0027390631631397057,9.750253016843794e-05,0.03103507635743923,0.0020135077901454732,0.0007059331530806896,2.6984532462119242e-08,1.3733157067943755e-06,1.692346591189265e-05,0.0061074885383987695,0.00490989998438404,0.0001470133738174484,1.7723347943677034e-07,0.0011794660245491773,6.939352375151846e-08,7.209995515432634e-06,0.00011185930522150129,2.2244195054394582e-06,0.013477498385341203,1.9069735438759214e-06,0.00019192128443117968,6.230102542245623e-05,1.7080793413029362e-06,8.43430542767522e-06,7.673783650992381e-09,1.4350445929042356e-06,2.2217530291849287e-06,3.76,0.0,0.22014245670598995,0.9319843490419105,0.05326779364302567,0.002564983841276571,0.23539120485395248,0.30520771618187303,5.706430286086555e-08,1.3376508121455345e-10,0.0011293047120921938,0.0008967939084201733,0.005182447012042845,0.001040985965318998,0.00014587327811679644,0.06698060431438327,0.05980404650956532,0.01631757543641515,0.0007885871766647715,0.005998177251178228,0.00011307674864569803,3.3168863336219977e-06,8.771156814418532e-05,0.00015108534905113272,0.0017008710933437549,0.00040564272408206005,0.008387396237161374,0.0013669656824154368,0.011591641003717686,5.682008906327985e-08,0.00469306432486641,0.0003247288446603169,2.372659923558792e-08,0.0007385989404192083,1.32298082489027e-07,1.047283171909766e-06,2.4317562262782354e-11,7.065411421717991e-07,2.44814133215756e-07,9.615087514444457e-07,3.8670747700863395e-12,7.152052177520619e-07,3.7370326073206774e-11,6.318660027849856e-08,1.4886963326472857e-11,4.123598428067703e-08,2.8298717038904803e-07,3.0002111414432217e-05,1.2126173143708635e-08,0.00032411144978682684
6.3460928964203974e-06,0.826698943401115,0.009374746927148556,0.002209922567127595,0.004221088449798724,0.10977895106890498,0.0,0.0,0.0027714889691292472,0.00010078217562522,0.03171876435255866,0.002064167253513584,0.000716470275479286,2.727983371096999e-08,1.3874346485464836e-06,1.7108237608852e-05,0.006173961313978985,0.004989541582785637,0.00015012593234804545,1.7984713512733372e-07,0.0012001732944309671,7.072344970320096e-08,7.296853743445348e-06,0.00011446564995030711,2.2725026742962184e-06,0.013709685271732419,1.94060038227302e-06,0.00019611704557432805,6.424293516646582e-05,1.7528134483115862e-06,8.5475146636297e-06,7.850765961909408e-09,1.4449611659890912e-06,2.2912036116296833e-06,3.76,0.0,0.21798763754682984,0.9309254342647056,0.0540698296045398,0.002612546053992708,0.23526143629436017,0.30623942134057847,5.703288536666743e-08,1.3367650094121428e-10,0.0011280216421886767,0.0008967829062001973,0.005194283498274889,0.0010348368248471133,0.00014545751597382577,0.06765951824373155,0.06020761770747133,0.016379735794475457,0.0007887645130480256,0.0060790706330955515,0.0001128677041262896,3.3777014695862044e-06,8.755189934751407e-05,0.00015204423872594507,0.0017177114949489868,0.00040881931980344516,0.008570369906638366,0.0013836169622827566,0.011839216603192166,5.6395351055845265e-08,0.0048171297757413885,0.00033555144539413196,2.4128421243366973e-08,0.0007394584181006285,1.322432717820285e-07,1.058442605062443e-06,2.457580805056293e-11,7.168205512205357e-07,2.4849884279173225e-07,9.87124428877908e-07,3.9080496264336e-12,7.220592619161376e-07,3.773035841631688e-11,6.34934338315956e-08,1.5026661120326406e-11,4.236313680917845e-08,2.8490091326641806e-07,3.092072918999321e-05,1.2329264295739774e-08,0.0003322292364662623
6.375875983674006e-06,0.8270796228631231,0.00936465488347067,0.002218727632693084,0.004214083678301161,0.11092831306867125,0.0,0.0,0.0028036526445809795,0.0001041184866257986,0.032408391700703094,0.002115355676052426,0.0007268356225337417,2.755463014919626e-08,1.4008302283147627e-06,1.7287943954550968e-05,0.006239727049438134,0.005069137033878253,0.00015322933913115809,1.8241032898623718e-07,0.001220905523908534,7.203356024270693e-08,7.38097924187609e-06,0.00011708443854086799,2.320607990727104e-06,0.0139415145950137,1.973953743453199e-06,0.00020034443265835714,6.621862395434871e-05,1.7978485663312892e-06,8.658180726269334e-06,8.027150786637273e-09,1.4545524231513556e-06,2.361978404038917e-06,3.76,0.0,0.21585351554026483,0.9298653022855842,0.05487175652221903,0.0026604185662327776,0.2351255206053449,0.3072660766412226,5.699996378310577e-08,1.3357278698258927e-10,0.001126737092921336,0.0008965473473093452,0.005204760155247065,0.0010284708456305453,0.00014500696242721565,0.06833164616167044,0.06060203170786991,0.01644076901017305,0.0007887380108874413,0.00615982103170409,0.00011262974717060106,3.4387036530745167e-06,8.736971420784563e-05,0.00015295319784499651,0.0017339463808717303,0.00041184013128244473,0.008754570698501335,0.001399807239523937,0.012088704109842974,5.5960002147153936e-08,0.0049424125289896075,0.0003466037067076861,2.452941830330178e-08,0.0007401016400125483,1.3214964555089865e-07,1.0692122944727816e-06,2.4825002478241273e-11,7.266920358565425e-07,2.520472474482897e-07,1.0129664478397457e-06,3.947584933667006e-12,7.286758045984039e-07,3.807806753424952e-11,6.377841800662512e-08,1.516144090763135e-11,4.3502587995955123e-08,2.8677132331762666e-07,3.1855320105517064e-05,1.2530436739740325e-08,0.0003403860491539723
6.405659070927615e-06,0.8274581357568882,0.0093524133515926,0.0022269394997374444,0.004206140222558827,0.11206876593843183,0.0,0.0,0.0028355431360138203,0.00010751018992734254,0.03310376592574661,0.0021670564703752376,0.0007370229835313155,2.7808756014061157e-08,1.413496838140724e-06,1.7462497011149562e-05,0.006304766319427118,0.005148661443515983,0.00015632166990798177,1.8492150342055074e-07,0.0012416552011036285,7.332254433958119e-08,7.462322679493788e-06,0.00011971451155738905,2.3687050590898174e-06,0.014172900228646031,2.0070095690470424e-06,0.0002046024899601616,6.822781058186058e-05,1.8431588419852572e-06,8.766244688692143e-06,8.202782429694375e-09,1.4638171673088996e-06,2.4340650255012074e-06,3.76,0.0,0.21374024390777469,0.9288042320428714,0.05567335953463402,0.0027085913058807792,0.23498372191087968,0.30828761619886186,5.69656025409372e-08,1.3345444760487066e-10,0.0011254514023701034,0.0008960934705691102,0.005213899341695223,0.0010218995950378867,0.0001445228736164405,0.068996873544641,0.06098731405873628,0.0165006805778145,0.0007885130094553807,0.006240404848306661,0.00011236387914686592,3.499874690481715e-06,8.716578961447825e-05,0.000153812396320176,0.0017495716324329854,0.0004147053468034461,0.008939937264875355,0.001415527693226032,0.01234001947914427,5.551474325875434e-08,0.005068862545377109,0.0003578861911895542,2.4929445363501847e-08,0.0007405328917960548,1.3201819644879875e-07,1.079587504556479e-06,2.5065037093719668e-11,7.361455169213458e-07,2.554556398051559e-07,1.0390222916076477e-06,3.985663604709233e-12,7.350522952396555e-07,3.841330916214443e-11,6.404174017246293e-08,1.5291251469023984e-11,4.465388525168046e-08,2.885985185090253e-07,3.2805767712249954e-05,1.272957920974815e-08,0.00034857734201333603
6.435442158181224e-06,0.8278344402303848,0.00933808821142512,0.002234564306313262,0.004197290009719316,0.1132001356042733,0.0,0.0,0.0028671497609080994,0.00011095593922507874,0.03380469276413842,0.0022192528160825116,0.0007470265495446555,2.8042112719617956e-08,1.4254307312865973e-06,1.7631819434738835e-05,0.0063690607348635625,0.0052280905679127215,0.00015940105531163506,1.8737923623788744e-07,0.0012624149849195234,7.458916628722374e-08,7.540841244162644e-06,0.00012235472003577498,2.416763741336249e-06,0.014403758647509058,2.039744799366127e-06,0.00020889027254278713,7.027019231368203e-05,1.8887182875836827e-06,8.871653630750213e-06,8.377508377005538e-09,1.4727546713744317e-06,2.50744991664919e-06,3.76,0.0,0.21164795551243779,0.9277424967480482,0.05647442925277901,0.0027570541990715567,0.23483629913396759,0.30930397653341873,5.6929864825039536e-08,1.3332200168846152e-10,0.0011241649016794934,0.0008954276266378282,0.00522172454479527,0.0010151345565681752,0.00014400651635241307,0.06965509557187352,0.06136349910444466,0.016559476891491634,0.0007880949670079751,0.006320799035181739,0.00011207111025362342,3.561196655145866e-06,8.694090951758128e-05,0.0001546220855254861,0.001764584337508159,0.00041741543555836376,0.009126408361794005,0.001430770517234076,0.012593078027913516,5.5060265595961377e-08,0.005196429455382196,0.00036939936697958546,2.5328362159079818e-08,0.0007407566559384678,1.3184994563369308e-07,1.0895643183795858e-06,2.529582241450564e-11,7.451721953877779e-07,2.587207421266886e-07,1.0652793088765502e-06,4.022271564927562e-12,7.411866570352323e-07,3.873596392592824e-11,6.428362067720134e-08,1.541605135794015e-11,4.581657054899706e-08,2.903826585555037e-07,3.377194655344269e-05,1.2926585418399283e-08,0.00035679860471061174
6.465225245434832e-06,0.8282084969829272,0.009321746193062216,0.002241608890963649,0.004187565232544386,0.11432226107760146,0.0,0.0,0.0028984622127717886,0.00011445431802856122,0.03451097651318942,0.0022719276946898044,0.0007568409159277472,2.8254666869422414e-08,1.4366299698349468e-06,1.779584437570145e-05,0.006432592945706394,0.005307400830853426,0.0001624656834798818,1.897822401666144e-07,0.0012831777133485718,7.583226841566122e-08,7.616498563809189e-06,0.00012500392735227358,2.4647542105863838e-06,0.01463400899652851,2.072137416520919e-06,0.00021320684722444418,7.234544552194597e-05,1.9345008373058672e-06,8.97436058422053e-06,8.551179652958236e-09,1.4813646679939292e-06,2.5821183801687302e-06,3.76,0.0,0.2095767633810399,0.9266803636561063,0.05727476192059224,0.0028057971824895947,0.23468350582535952,0.31031509667344315,5.6892812530746806e-08,1.3317597665330797e-10,0.0011228779147799746,0.0008945562576895188,0.005228260285138883,0.0010081871042091086,0.00014345916452814406,0.07030621693711643,0.06173062954885482,0.01661716518598944,0.0007874894424739318,0.006400981114157383,0.00011175245655329952,3.622651907733631e-06,8.669586261408324e-05,0.00015538259454713675,0.0017789827548371593,0.0004199711353805851,0.009313922949805174,0.0014455289102635054,0.012847794593649054,5.459724928400974e-08,0.005325062670597603,0.00038114360914000696,2.5726033305654114e-08,0.000740777593447726,1.3164593910443607e-07,1.0991396222691277e-06,2.551728756611862e-11,7.537645471233002e-07,2.6183970592441794e-07,1.0917247398667622e-06,4.057397694183245e-12,7.470772780579762e-07,3.904593693285055e-11,6.450431094628667e-08,1.5535808718234485e-11,4.699018150466954e-08,2.921239428543631e-07,3.4753722477101444e-05,1.3121354115282212e-08,0.00036504537163058783
6.495008332688441e-06,0.8285802692307135,0.009303454683061084,0.0022480807516160493,0.004176998259801738,0.11543499419265993,0.0,0.0,0.0029294705654115422,0.00011800384268848093,0.035222420372696156,0.0023250639240411613,0.0007664610833318767,2.8446447957247398e-08,1.4470943655239128e-06,1.795451534176404e-05,0.0064953466411402155,0.005386569338386695,0.00016551380236349937,1.921293618216543e-07,0.0013039364108635714,7.705077329727414e-08,7.689264602690016e-06,0.00012766101098320612,2.5126470024783567e-06,0.01486357314842279,2.1041664814230544e-06,0.00021755129344696507,7.445322635110595e-05,1.9804804022710287e-06,9.074324456521613e-06,8.723651153094785e-09,1.489647338066464e-06,2.658054623583499e-06,3.76,0.0,0.20752676125348804,0.9256180938589714,0.058074159554635386,0.002854810215187232,0.23452559001271342,0.31132091824878294,5.685450622520139e-08,1.3301690645252222e-10,0.0011215907581372956,0.0008934858778491137,0.0052335320231885534,0.001001068478539776,0.00014288209568097716,0.07095015164391562,0.062088756016687764,0.01667375347848476,0.0007867020777401402,0.006480929193294767,0.00011140893714256795,3.6842231151196607e-06,8.643144013951849e-05,0.00015609432629964747,0.0017927662752511807,0.0004223734399663509,0.00950242029029089,0.0014597970625363705,0.01310408369067554,5.4126362119113354e-08,0.005454711491706718,0.00039311920110700506,2.6122328374160363e-08,0.0007406005257590345,1.3140724412495154e-07,1.108311087893972e-06,2.5729379862175214e-11,7.619163111261242e-07,2.6481010932775704e-07,1.1183457420065146e-06,4.091033759650749e-12,7.527230008913018e-07,3.9343157279667765e-11,6.470409154576703e-08,1.5650501070674257e-11,4.817425243858574e-08,2.938226084105215e-07,3.575095295648146e-05,1.3313789126583806e-08,0.0003733132305985811
6.52479141994205e-06,0.8289497226682074,0.009283281538306086,0.0022539880039914918,0.0041656215506118855,0.11653819932480605,0.0,0.0,0.002960165276433127,0.00012160296555919275,0.03593882677887492,0.0023786441920895947,0.0007758824573050784,2.8617545791634325e-08,1.4568254145744908e-06,1.8107786026169044e-05,0.0065573065472669745,0.005465573891080836,0.0001685437217353381,1.9441958015180612e-07,0.0013246842949103759,7.824368545139775e-08,7.759115534809062e-06,0.00013032486415373194,2.5604130641840662e-06,0.015092375750907579,2.1358121647166128e-06,0.00022192270404708937,7.65931714065661e-05,2.0266309243045593e-06,9.171509934478963e-06,8.89478195162383e-09,1.4976032981424554e-06,2.735241804070079e-06,3.76,0.0,0.20549802415597435,0.9245559421016057,0.05887243006341308,0.0029040832899066725,0.23436279406962973,0.3123213855722458,5.681500511359515e-08,1.3284532964248279e-10,0.0011203037405292976,0.0008922230544299921,0.005237566067519872,0.0009937897645910182,0.00014227658771447018,0.0715868227861058,0.062437936615064527,0.016729250511268,0.0007857385805813877,0.006560621981703809,0.00011104157146500562,3.745893267761731e-06,8.614843377020511e-05,0.0001567577535361828,0.0018059353801898187,0.00042462358568251817,0.009691840037324371,0.0014735701391757254,0.013361859662600213,5.364825843362258e-08,0.005585325212704176,0.0004053263362145474,2.6517121947699267e-08,0.0007402304169454667,1.3113494574860245e-07,1.1170771520346208e-06,2.5932064331233306e-11,7.696224716363531e-07,2.676299523489824e-07,1.1451294151016947e-06,4.1231743402150145e-12,7.58123110898439e-07,3.962757748492969e-11,6.488327022319748e-08,1.5760115070915943e-11,4.936831540575773e-08,2.954789277619493e-07,3.676348741708368e-05,1.3503799376935748e-08,0.00038159783108994584
6.5545745071956585e-06,0.82931682542572,0.00926129490787296,0.0022593393397471323,0.004153467572924001,0.11763175309165118,0.0,0.0,0.0029905371899962806,0.0001252500782820075,0.03665999772966696,0.002432651089935121,0.0007851008465432837,2.8768107680556007e-08,1.4658262272694574e-06,1.825562010350174e-05,0.00661845842240978,0.005544392993932706,0.0001715538149066378,1.9665200440606587e-07,0.0013454147815232889,7.94100925579282e-08,7.826033596394564e-06,0.00013299439737431815,2.60802380099556e-06,0.015320344263734957,2.167055771727843e-06,0.00022632018593433576,7.876489846449813e-05,2.072926428221072e-06,9.265887369690732e-06,9.06443558314053e-09,1.5052335868003253e-06,2.8136620750584152e-06,3.76,0.0,0.203490608994443,0.9234941566203178,0.0596693873468891,0.0029536064438933636,0.23419535460394278,0.31331644571039213,5.6774367010156776e-08,1.3266178753640428e-10,0.0011190171628496473,0.0008907743900115618,0.005240389485127612,0.0009863618714642604,0.0001416439157864445,0.07221616231514748,0.06277823649695251,0.01678366569569575,0.000784604708274268,0.006640038802520239,0.00011065137677025771,3.807645695580593e-06,8.584763363911289e-05,0.0001573734147802548,0.0018184915978774203,0.00042672303805605337,0.009882122324921321,0.0014868442606006276,0.013621036830625098,5.3163578073780345e-08,0.005716853221071929,0.00041776511928260735,2.6910293661201378e-08,0.0007396723562978233,1.3083014345343897e-07,1.1254369942633798e-06,2.6125323195536006e-11,7.768792345535653e-07,2.7029765017944407e-07,1.172062825912335e-06,4.1538167432641725e-12,7.632773232561982e-07,3.989917285200347e-11,6.504217993808084e-08,1.586464624162652e-11,5.057190119783846e-08,2.9709320691363055e-07,3.7791167568954505e-05,1.3691298894414909e-08,0.00038989489191252187
6.584357594449267e-06,0.8296815480235463,0.009237563063232578,0.0022641439845587186,0.004140568726257303,0.11871554403911593,0.0,0.0,0.0030205775388492916,0.00012894351517426256,0.03738573510056358,0.002487067144020183,0.0007941124598653404,2.889833541242977e-08,1.4741014530385886e-06,1.839799099578753e-05,0.006678789050140176,0.005623005864024794,0.0001745425201585323,1.988258716575193e-07,0.0013661214900884627,8.054916619391088e-08,7.890006919384974e-06,0.00013566853986427492,2.655451120402972e-06,0.015547408985976039,2.197879761564053e-06,0.00023074286067952256,8.096800720029125e-05,2.1193410724606768e-06,9.357432647077061e-06,9.232480298144568e-09,1.512539650103553e-06,2.8932966343737467e-06,3.76,0.0,0.2015045551650385,0.9224329790027368,0.06046485137682295,0.0030033697691912915,0.23402350236459585,0.31430604854365163,5.673264831372909e-08,1.324668224471975e-10,0.001117731317937828,0.0008891465053867743,0.005242030014041345,0.0009787955136983772,0.00014098534936824223,0.072838110795906,0.063109727428135,0.01683700905755727,0.0007833062519283957,0.006719159604079701,0.00011023936572269326,3.869464082360158e-06,8.55298264678133e-05,0.0001579419102046817,0.0018304374575200694,0.0004286734780364571,0.010073207849574727,0.0014996164801697066,0.013881529637303078,5.26729454879528e-08,0.005849245093662383,0.000430435568262368,2.7301728224733463e-08,0.0007389315413326357,1.30493947897627e-07,1.1333905127570572e-06,2.630915530680935e-11,7.836839986156123e-07,2.7281202466255404e-07,1.199133032062497e-06,4.1829609146967695e-12,7.681857688827117e-07,4.015794076957896e-11,6.518117689299735e-08,1.59640986814391e-11,5.1784540311039553e-08,2.986657832877285e-07,3.8833827743134275e-05,1.3876206799684137e-08,0.0003982002083515513
6.614140681702876e-06,0.8300438633230001,0.009212154237060302,0.0022684116563375352,0.004126957268809088,0.11978947231438737,0.0,0.0,0.003050277945668832,0.0001326815567092398,0.038115840950189724,0.002541874847391801,0.000802913901987252,2.9008482069249793e-08,1.4816572017925071e-06,1.8534881611526653e-05,0.006738286230145532,0.005701392436031,0.0001775083418978745,2.0094054392403773e-07,0.0013867982472837155,8.166016211054428e-08,7.951029347891424e-06,0.00013834624086236257,2.7026674735999014e-06,0.01577350307398314,2.2282677605298033e-06,0.0002351898650182435,8.320207993310936e-05,2.1658491979304137e-06,9.446127038212648e-06,9.398789292136764e-09,1.519523326241189e-06,2.9741257736790496e-06,3.76,0.0,0.19953988517834442,0.9213726440688372,0.061258648258608744,0.003053363422413678,0.23384746216638252,0.31529014681600825,5.6689903987767537e-08,1.3226097602431385e-10,0.0011164464904346466,0.000887346023402046,0.00524251597846637,0.0009711011943638211,0.00014030214947881813,0.0734526171524233,0.06343248735918754,0.01688929118401404,0.0007818490215613731,0.006797964969330355,0.00010980654416137579,3.931332478689899e-06,8.519579381600128e-05,0.00015846389748231884,0.0018417764418745622,0.0004304767881176878,0.010265037947993652,0.001511884759324432,0.014143252785369057,5.217696892265342e-08,0.00598245068807987,0.00044333761593140546,2.769131543130524e-08,0.0007380132612807967,1.3012747780300486e-07,1.1409382984632114e-06,2.6483575544238228e-11,7.900353218095645e-07,2.751722940957417e-07,1.2263271052172893e-06,4.210609342957666e-12,7.728489793885224e-07,4.04038999564439e-11,6.530063857581299e-08,1.605848475343517e-11,5.3005763877706914e-08,3.001970236970144e-07,3.989129523114726e-05,1.4058447280283018e-08,0.00040650965877051627
6.643923768956485e-06,0.8304037464746867,0.009185136470847068,0.0022721525237637246,0.004112665248996824,0.12085344932769274,0.0,0.0,0.0030796304237306316,0.00013646243307213892,0.03885011781497376,0.0025970566899493324,0.0008115021681734117,2.909884870675032e-08,1.488500962228484e-06,1.8666284060359362e-05,0.006796938767057609,0.005779533365675461,0.0001804498515475517,2.029955049252568e-07,0.0014074390902259286,8.274242007107816e-08,8.009100239603487e-06,0.0001410264708250782,2.7496458943667514e-06,0.015998562550489433,2.25820457006188e-06,0.00023966035127379197,8.546668238407207e-05,2.212425374918428e-06,9.531957041043534e-06,9.563240908257392e-09,1.526186829455092e-06,3.0561289289812696e-06,3.76,0.0,0.1975966052943702,0.9203133797723424,0.06205061027534924,0.003103577633985215,0.23366745283180557,0.3162686961745369,5.6646187544582396e-08,1.320447876881901e-10,0.001115162956662447,0.0008853795537050502,0.005241876206636631,0.0009632891898539016,0.00013959556609596381,0.07405963840518139,0.06374660000381435,0.016940523172248402,0.0007802388319376257,0.006876436123530653,0.00010935390901209733,3.993235313476984e-06,8.484631044923345e-05,0.00015894008763160176,0.001852512938528482,0.00043213503840114755,0.010457554669995765,0.0015236479404841555,0.014406121371320852,5.1676239723189285e-08,0.006116420229390295,0.0004564711116322881,2.8078950150060764e-08,0.0007369228811030024,1.297318569734017e-07,1.1480816078380743e-06,2.6648614179675133e-11,7.959328834968563e-07,2.773780615179971e-07,1.2536321534679235e-06,4.2367669579052506e-12,7.772678711791772e-07,4.0637089657299966e-11,6.540096182255883e-08,1.614782475582481e-11,5.423510455917881e-08,3.0168732234800044e-07,4.096339062647618e-05,1.4237949551090998e-08,0.0004148192106650552
6.6737068562100934e-06,0.8307611748643374,0.009156577471442703,0.0022753771653047043,0.0040977244414703035,0.1219073974047262,0.0,0.0,0.003108627376936667,0.00014028432777752784,0.0395883689923186,0.002652595187606256,0.0008198746378443529,2.91697809353014e-08,1.4946415178066938e-06,1.8792199346056056e-05,0.0068547364573667705,0.005857410031251786,0.00018336568818235193,2.0499035651519692e-07,0.0014280382688595117,8.379536327271087e-08,8.064224254086112e-06,0.00014370822251379172,2.7963600352966873e-06,0.01622252630532128,2.287676169413885e-06,0.00024415348770415467,8.776136444562491e-05,2.2590444479643088e-06,9.614914207577094e-06,9.725718813601174e-09,1.5325327333564996e-06,3.1392847319702364e-06,3.76,0.0,0.195674706165396,0.9192554071217869,0.06284057591493927,0.0031540027168546108,0.23348368714926954,0.3172416551991188,5.660155103363854e-08,1.3181879316488942e-10,0.0011138809845291542,0.0008832536784093253,0.0052401399515383095,0.0009553695363347553,0.00013886683574571202,0.07465913940130016,0.0640521544247675,0.016990716579935315,0.000778481489185263,0.006954554940283704,0.00010888244635122934,4.055157404060802e-06,8.448214282474995e-05,0.00015937124087838647,0.0018626521902163425,0.00043365047267597876,0.010650700846531205,0.0015349057179438776,0.014670051013467382,5.1171331735333255e-08,0.006251104392026073,0.0004698358230484599,2.8464532305756673e-08,0.0007356658260720045,1.2930821145309278e-07,1.154822334369858e-06,2.680431621503115e-11,8.013774427388702e-07,2.794293016423481e-07,1.2810353428728382e-06,4.261441025295723e-12,7.814437288353164e-07,4.085756879631722e-11,6.548256090975961e-08,1.623214657745426e-11,5.5472097397913794e-08,3.0313709887959735e-07,4.204992816701668e-05,1.4414647801989683e-08,0.0004231249261705918
6.703489943463702e-06,0.8311161280565168,0.00912654447660048,0.0022780965288739523,0.004082166287600614,0.12295124943148143,0.0,0.0,0.003137261599224472,0.00014414538133398146,0.04033039881177686,0.002708472910303853,0.0008280290672215821,2.922166543373209e-08,1.5000888610655684e-06,1.891263704050681e-05,0.006911670074548782,0.005935004533312125,0.00018625455892217003,2.069248148294226e-07,0.0014485902476213165,8.481849737779455e-08,8.116411129880775e-06,0.00014639051197240586,2.8427842013423253e-06,0.016445336088210836,2.316669713346374e-06,0.0002486684587777779,9.008566095972402e-05,2.3056815785847027e-06,9.694994961109825e-06,9.886112149504132e-09,1.538563953733145e-06,3.2235710619658555e-06,3.76,0.0,0.19377416348394438,0.9181989401204712,0.063628389880968,0.003204629074678581,0.23329637184680727,0.31820898542269127,5.655604503372009e-08,1.3158352312258036e-10,0.0011126008334552242,0.0008809749386785934,0.00523733681463622,0.0009473520178081923,0.00013811717926981714,0.07525109253904796,0.06434924462844559,0.017039883377629902,0.0007765827781995412,0.007032303945963841,0.00010839312962023585,4.117083964967083e-06,8.410404769453428e-05,0.00015975816255396004,0.001872200244481016,0.0004350254945873979,0.010844420152841283,0.0015456586070226907,0.014934957974204069,5.066280080406558e-08,0.006386454376789104,0.00048343143801170556,2.8847966845438722e-08,0.0007342475669556868,1.2885766682956422e-07,1.161162979095321e-06,2.6950740696661207e-11,8.063707933096101e-07,2.813263465933093e-07,1.3085239181099472e-06,4.284641037648072e-12,7.853781878931743e-07,4.10654150949985e-11,6.554586568416689e-08,1.6311485340708868e-11,5.671628062722937e-08,3.0454679644252425e-07,4.3150716077560324e-05,1.4588481133747254e-08,0.00043142296702754267
6.733273030717311e-06,0.8314685877365098,0.009095104129534981,0.002280321892271751,0.0040660218404256505,0.12398494849315575,0.0,0.0,0.0031655262733841383,0.00014804369494197315,0.04107601289381614,0.0027646725088238933,0.0008359635810905119,2.9254926426523152e-08,1.5048541069107924e-06,1.9027614941342916e-05,0.006967731352532746,0.0060122996926366,0.00018911523909493873,2.0879870618487064e-07,0.001469089706418872,8.581140918143992e-08,8.165675452274837e-06,0.00014907237939768488,2.8888933806741037e-06,0.016666936494204823,2.3451735250995594e-06,0.00025320446538284005,9.243909250252836e-05,2.35231228576893e-06,9.772200404522084e-06,1.0044315656245713e-08,1.544283730946002e-06,3.3089650982569345e-06,3.76,0.0,0.1918949386333142,0.9171441857245072,0.06441390308827592,0.003255447209480628,0.23310570758052038,0.319170651342424,5.6509718648763244e-08,1.31339501910607e-10,0.0011113227543225273,0.0008785498222281221,0.0052334966727096,0.0009392461557352023,0.00013734779977014392,0.07583547748797849,0.06463796916914286,0.017088035903144005,0.0007745484508363321,0.007109666322594653,0.00010788691798887126,4.179000615342916e-06,8.37127708241202e-05,0.00016010169904744848,0.0018811639029726293,0.00043626265395811583,0.011038657166779433,0.001555907911706134,0.015200759276316792,5.0151184365128503e-08,0.0065224219828883675,0.0004972575663359212,2.922916369323131e-08,0.0007326736058291858,1.2838134568361911e-07,1.1671066203104275e-06,2.7087960011390224e-11,8.109157158757742e-07,2.8306987060866375e-07,1.3360852222019733e-06,4.30637860222686e-12,7.89073217144537e-07,4.126072416075433e-11,6.559131973702633e-08,1.638588303430149e-11,5.7967196437334455e-08,3.0591687982409946e-07,4.426555691140976e-05,1.4759393483136623e-08,0.0004397095990109431
