Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175)
2.7125751498153855e-09,0.45969214588708446,6.277176740987359e-18,5.819737262202749e-22,1.206525765133212e-15,1.0865860144067826e-20,0.0,0.0,8.365464486422026e-13,2.936871572550117e-20,1.3384373997843233e-22,2.66756562111944e-23,3.034672493371114e-31,3.803219715212164e-44,1.1265155560644277e-32,3.661246607792521e-22,2.3267054336205744e-19,1.6270094623026624e-24,2.274587696752686e-40,5.550206551100604e-42,2.0368668670458996e-22,8.986881258685627e-34,1.9576282738149098e-21,4.334285839644554e-32,2.4503243079902256e-27,1.0551552841544042e-32,3.419797987636853e-29,1.3257470996432667e-27,8.677781059350266e-40,3.3256476253070604e-41,6.791591277729794e-32,6.980476285880563e-37,1.2005911193720798e-30,9.55929520561002e-33,3.76,0.0,0.7641489552750461,0.9999880412618174,2.3469659996390888e-18,3.614094130643066e-24,1.035364230417874e-09,1.0353642305486692e-09,4.585747774478978e-22,7.93072217285317e-28,1.1958737343270353e-05,3.6789665946407083e-25,9.878709316443045e-27,8.351761792642689e-13,2.692755122764337e-16,1.4910568253639295e-18,1.5541813975906946e-16,2.7513971190289694e-12,4.830599897118446e-24,1.20748390809777e-15,8.198362271133394e-19,1.2790531102326534e-25,2.7937969440010257e-22,3.07006144676422e-18,6.647166387402136e-32,2.08965377384116e-30,2.3823916148891526e-21,8.767154911144886e-34,2.3267419513522837e-19,7.937576895367443e-16,1.8866899991816647e-28,5.806159090112067e-26,4.772517154227259e-33,5.644722060315032e-26,1.2528691355283745e-29,2.789056857630116e-37,6.592417316426114e-42,1.875219495405793e-35,1.0562893346565398e-38,6.722176355627915e-33,2.4013687293519086e-42,1.647962784409908e-23,1.5245825605835058e-28,9.510543143582342e-21,1.5818275390491633e-28,8.453936014975211e-42,2.9879374416745635e-21,2.468458657530823e-19,1.0149895808744316e-30,1.7870203558535699e-22,7.575508294416624e-25,2.5048266832671096e-28,6.171638627834702e-39,2.453647754156111e-18,1.6224564554010161e-34,3.122034063871326e-26,1.5568527173864025e-29,1.2895348767068805e-29,6.903107185039607e-19,6.524144662744121e-47,3.089321946358089e-31,2.6763158346539387e-28,3.279032256863701e-34,3.2975410470650223e-46,2.5232509773790367e-32,5.448652898609982e-29,6.956100877445689e-28,1.7481928420491477e-28,1.1002198213553904e-24,1.1183166163363222e-24,1.7465608819079466e-34,1.012288558429401e-24,9.470632678775508e-29,8.70264991815354e-40,3.5600412418817125e-40,1.728659946189023e-32,1.1410875289580492e-18,1.0675243794744104e-30,9.889447305774227e-34,2.162880778750108e-28,9.073050270071966e-53,1.0732042992302546e-31,1.3490830625954771e-39
2.7811280925689697e-09,0.4596921458892649,6.584610589037256e-18,6.250973153106848e-22,1.2682079768898588e-15,1.1506524771303006e-20,0.0,0.0,8.576917978859084e-13,3.087199418943875e-20,1.4424201585501835e-22,2.89220160436128e-23,3.2812169485556685e-31,4.0804291006446676e-44,1.179890082807373e-32,3.8253106380386373e-22,2.445734133483529e-19,1.756419731875246e-24,2.507774840175702e-40,6.008916037369487e-42,2.141120304741927e-22,9.681226054340502e-34,1.9977876676526232e-21,4.789019926710523e-32,2.6406078844959552e-27,1.1632632674569423e-32,3.594186024635457e-29,1.3935035304251389e-27,9.83075931424825e-40,3.609999515232955e-41,7.498511008494853e-32,7.86783273198601e-37,1.3247848559771576e-30,1.0562740473901477e-32,3.76,0.0,0.7641489552488242,0.9999880401295511,2.5293330392508623e-18,3.895014940480218e-24,1.0615302390437689e-09,1.061530239180829e-09,4.804438189717208e-22,8.33355321001381e-28,1.1959869588348554e-05,3.865779774115229e-25,1.058362495459052e-26,8.562516602852777e-13,2.8301180134237187e-16,1.606787395582835e-18,1.6336926962660937e-16,2.8208998399784093e-12,5.0763612420658096e-24,1.269277411364542e-15,8.4045828948820335e-19,1.3452670889073488e-25,2.9363291371186785e-22,3.2264047751224003e-18,6.982634634309557e-32,2.2514716863388235e-30,2.4429484749421114e-21,9.491375717958692e-34,2.4457734905260424e-19,8.3414167032275e-16,2.033150187445263e-28,6.257489590038654e-26,5.080299560147815e-33,6.08220778547689e-26,1.3840787669344886e-29,3.092952228105754e-37,7.27491835531049e-42,2.1242444458111655e-35,1.2108408652555768e-38,7.429189759112933e-33,2.6142728139876336e-42,1.7378091303194102e-23,1.6580345493098115e-28,1.024765142705599e-20,1.6741744020232473e-28,9.340629971877575e-42,3.0531327494076433e-21,2.5947602822098795e-19,1.0718123311932868e-30,1.925730875232795e-22,8.229469627462729e-25,2.792833970957526e-28,6.826977114653793e-39,2.57921428259098e-18,1.8090097256465423e-34,3.36463336047049e-26,1.719938992018256e-29,1.424872680504011e-29,7.047347427612702e-19,7.208493546022141e-47,3.4133817795261773e-31,2.9569913436837467e-28,3.624155456794463e-34,3.7444162928430644e-46,2.857955215177768e-32,5.871709071250611e-29,7.534350423036704e-28,1.8448443840260863e-28,1.1810020075582126e-24,1.2236550283951908e-24,1.8825368219042848e-34,1.069487801386995e-24,9.78769921743504e-29,9.616123074538647e-40,4.060670259734281e-40,1.872552757660565e-32,1.199465603309184e-18,1.151047293615754e-30,1.0930075528528658e-33,2.3310300206732725e-28,1.0528619642980176e-52,1.194446434991887e-31,1.4907007644125012e-39
2.849681035322554e-09,0.4596921458914452,6.89938806178911e-18,6.7029844761493295e-22,1.3314242281522796e-15,1.2173996279369389e-20,0.0,0.0,8.788373436966447e-13,3.241279688255487e-20,1.5516499877265838e-22,3.128773118323801e-23,3.5412861357332385e-31,4.369883397855792e-44,1.2342980105827872e-32,3.9918924044874683e-22,2.567728988967762e-19,1.8924603326997776e-24,2.758368345156823e-40,6.494012326872106e-42,2.2479755866321602e-22,1.0410220135466429e-33,2.037549179670484e-21,5.278614317376272e-32,2.8404844023769092e-27,1.2796970979511548e-32,3.772876767490464e-29,1.46294352012996e-27,1.1103136546604322e-39,3.912021579002121e-41,8.258378670417091e-32,8.842809746716049e-37,1.4583682396531751e-30,1.1643177928847371e-32,3.76,0.0,0.7641489552226023,0.9999880391930039,2.7209049981020694e-18,4.19012462709982e-24,1.0876962476687822e-09,1.087696247812234e-09,5.027473182088576e-22,8.746207556066557e-28,1.1960806114299636e-05,4.057156932573362e-25,1.1320836838559764e-26,8.773256147280272e-13,2.9708746818212396e-16,1.7283463828490396e-18,1.7151856221907858e-16,2.890401016321351e-12,5.3281459475685186e-24,1.3326123858803332e-15,8.610755955076809e-19,1.413136166938128e-25,3.082383923598658e-22,3.386590976277198e-18,7.326497580164335e-32,2.4214060259126497e-30,2.5035227734248076e-21,1.025673578807794e-33,2.567771328803657e-19,8.755154263922556e-16,2.186988692846364e-28,6.73161773946918e-26,5.398438563997821e-33,6.541662877944729e-26,1.5253171732038117e-29,3.42164300640988e-37,8.008812641901e-42,2.399037925884741e-35,1.383919409605464e-38,8.190398700426782e-33,2.8401648989593837e-42,1.829610364280894e-23,1.7990235676000156e-28,1.1021774500905957e-20,1.7689146933920664e-28,1.0295266267753237e-41,3.1178680370110817e-21,2.724210880949034e-19,1.1301981421723271e-30,2.0714280530891665e-22,8.920800494544128e-25,3.1053236107547433e-28,7.53369437261225e-39,2.7079131344131567e-18,2.011421253829118e-34,3.619478516585981e-26,1.8954954983420693e-29,1.570591418534803e-29,7.190294749663169e-19,7.945285072270259e-47,3.7622768968935516e-31,3.2591694183223114e-28,3.9958465485041535e-34,4.238925337824544e-46,3.22723531757293e-32,6.316087915534226e-29,8.143973064030888e-28,1.9441142250275669e-28,1.2651708810405818e-24,1.3357303211549063e-24,2.0253940357628094e-34,1.1282820105460349e-24,1.0105196913500493e-28,1.0599678784474465e-39,4.616311153585425e-40,2.0238278777937078e-32,1.2592986470076161e-18,1.2388420016679652e-30,1.2050851316400007e-33,2.507674883620755e-28,1.2173237144150723e-52,1.3257220932902054e-31,1.6431849523430156e-39
2.918233978076138e-09,0.45969214589362545,7.221509743304538e-18,7.176258309897198e-22,1.3961742585328315e-15,1.2868907444405605e-20,0.0,0.0,8.999830862059793e-13,3.399112415353949e-20,1.666255711712202e-22,3.3775308752055254e-23,3.815291574633226e-31,4.671766240897506e-44,1.2897268039381575e-32,4.1609303057349384e-22,2.692689786602065e-19,2.035288373074578e-24,3.0272076366021404e-40,7.006439484331932e-42,2.357432712716542e-22,1.1174685561066956e-33,2.07691677224569e-21,5.804804693379264e-32,3.050188636760071e-27,1.4049118674072268e-32,3.9558677218693923e-29,1.534066708993754e-27,1.2503951847425062e-39,4.2324789715739497e-41,9.073677102806116e-32,9.911684637726371e-37,1.6018025193357224e-30,1.280444767945851e-32,3.76,0.0,0.7641489551963804,0.9999880384183448,2.921907971944078e-18,4.4997724086156694e-24,1.1138622562929147e-09,1.1138622564428825e-09,5.25480636056295e-22,9.16867411739194e-28,1.1961580752222836e-05,4.253094543418761e-25,1.2091050750073075e-26,8.983980437307771e-13,3.115023466431977e-16,1.8558759870293083e-18,1.7986600439602554e-16,2.959900648092115e-12,5.585948751492706e-24,1.397488797383529e-15,8.81688147237057e-19,1.4826601106516817e-25,3.23195963106414e-22,3.550617210350815e-18,7.678792670820863e-32,2.5996526188886978e-30,2.5641145292608807e-21,1.1064614095723515e-33,2.692735256249709e-19,9.17878087787207e-16,2.3483857085560743e-28,7.22910473001695e-26,5.7269642175829864e-33,7.023618758345976e-26,1.677080735614984e-29,3.776521643713978e-37,8.79659929573853e-42,2.701548247040282e-35,1.5772412729252646e-38,9.008495857637843e-33,3.079509561889898e-42,1.9233247131662688e-23,1.947732981777677e-28,1.1833807535823084e-20,1.8660124933342817e-28,1.1321224540779426e-41,3.1821465507082893e-21,2.8568103032564965e-19,1.190146946628022e-30,2.2242824241251967e-22,9.650586611185927e-25,3.4436727612330324e-28,8.294436865606553e-39,2.839744240011494e-18,2.2305831916742593e-34,3.8868703798008116e-26,2.084139935563115e-29,1.7272085350501931e-29,7.331961889185102e-19,8.737127942447524e-47,4.137243100079987e-31,3.583919244029753e-28,4.395436373282586e-34,4.7848452537716175e-46,3.6336981327222663e-32,6.782311077302529e-29,8.785802743319654e-28,2.046002253054945e-28,1.352759199579612e-24,1.4547709204059545e-24,2.1753023311440737e-34,1.1886711268072358e-24,1.0423080576777097e-28,1.1656811912379348e-39,5.231383013374021e-40,2.1826139094687875e-32,1.3205865653390735e-18,1.3310174527391625e-30,1.3255800441982301e-33,2.69302463595729e-28,1.4025958741163412e-52,1.4675682871566226e-31,1.807077656917343e-39
2.9867869208297222e-09,0.45969214589580576,7.5509762168033e-18,7.671281613986423e-22,1.462457807681875e-15,1.3591891091822986e-20,0.0,0.0,9.21129025544767e-13,3.560697635131538e-20,1.7863661346175104e-22,3.6387201648642176e-23,4.103648482186962e-31,4.986256660191324e-44,1.3461640555767052e-32,4.332363677024537e-22,2.820616313073025e-19,2.185060266165061e-24,3.31515155141713e-40,7.547161141712128e-42,2.4694916829950116e-22,1.1975442888973847e-33,2.1158943681162628e-21,6.369368715897884e-32,3.2699552822258584e-27,1.5393792616284226e-32,4.1431563883356354e-29,1.6068727374093975e-27,1.4042689027163881e-39,4.572160926440486e-41,9.94693862674184e-32,1.1081021097860255e-36,1.7555599627957584e-30,1.40504832002993e-32,3.76,0.0,0.7641489551701585,0.9999880377775929,3.1325680181500366e-18,4.8243074780170365e-24,1.140028264916166e-09,1.140028265072774e-09,5.4863918294697895e-22,9.60094180889443e-28,1.1962221482804826e-05,4.453589168272139e-25,1.2894971997599358e-26,9.19468948430328e-13,3.2625627066084045e-16,1.9895183379581092e-18,1.884115830265028e-16,3.02939873532502e-12,5.849764398695298e-24,1.4639066116120566e-15,9.02295946740748e-19,1.5538387205936652e-25,3.385054587935774e-22,3.7184806397238264e-18,8.039559888693971e-32,2.7864070976872964e-30,2.624723761372199e-21,1.1916409939470145e-33,2.8206650630864335e-19,9.612287853035054e-16,2.517521348571212e-28,7.750511717659809e-26,6.065904836293464e-33,7.528606370906786e-26,1.8398776285484752e-29,4.1590268167853965e-37,9.64083700645164e-42,3.0338193310217873e-35,1.7926340179916474e-38,9.886238953325215e-33,3.3327783754925684e-42,2.018910690032249e-23,2.104342931474827e-28,1.2684644883595232e-20,1.9654314391065402e-28,1.2421965942102076e-41,3.2459715138167252e-21,2.9925583987398544e-19,1.2516586757017269e-30,2.384464443191449e-22,1.0419915502689624e-24,3.8092978426098135e-28,9.111917980546345e-39,2.9747075297763933e-18,2.467413326510033e-34,4.1671097498439766e-26,2.2865047113063953e-29,1.8952540317891187e-29,7.472361458592905e-19,9.586693733772972e-47,4.539546026301271e-31,3.9323357624154507e-28,4.824288344294265e-34,5.38615574503998e-46,4.080077712735519e-32,7.270900031935153e-29,9.46067334360796e-28,2.1505083556817535e-28,1.4437986130593354e-24,1.5810056357411407e-24,2.332431507613303e-34,1.250655065089837e-24,1.074130996039956e-28,1.279110225041837e-39,5.910533213727371e-40,2.3490347839379532e-32,1.3833292636573225e-18,1.4276827663553959e-30,1.4549048498939605e-33,2.8872885386689044e-28,1.6107232084393938e-52,1.6205352936495839e-31,1.9829340906787614e-39
3.0553398635833064e-09,0.45969214589798596,7.8877880646647e-18,8.1885412292329515e-22,1.5302746152879416e-15,1.4343580096248497e-20,0.0,0.0,9.422751618432652e-13,3.7260353825036973e-20,1.9121100405302244e-22,3.9125808960983255e-23,4.406775768178474e-31,5.313529149081652e-44,1.4035974850714474e-32,4.506132778042517e-22,2.9515083552248356e-19,2.34193173717485e-24,3.6230783197430994e-40,8.117160879870027e-42,2.5841524974675128e-22,1.2813311178588383e-33,2.1544858507791542e-21,6.97412601217638e-32,3.5000189528427324e-27,1.6835879254625682e-32,4.3347402624262234e-29,1.6813612459265557e-27,1.5729287259459626e-39,4.931881333495447e-41,1.088074476718624e-31,1.235767501902894e-36,1.9201238539270842e-30,1.5385311324923849e-32,3.76,0.0,0.7641489551439365,0.9999880372476022,3.353111155720494e-18,5.164079003187251e-24,1.166194273538536e-09,1.166194273701907e-09,5.722184183208641e-22,1.0042999554040251e-27,1.1962751452286516e-05,4.658637456816619e-25,1.373330542057311e-26,9.40538329962133e-13,3.4134907425797824e-16,2.1294154954750466e-18,1.9715528498907536e-16,3.0988952780543823e-12,6.119587641018434e-24,1.5318657943035535e-15,9.228989960823005e-19,1.6266718266930054e-25,3.541667123431311e-22,3.890178429033287e-18,8.408841747906135e-32,2.9818649011828278e-30,2.6853504886788585e-21,1.281354313272948e-33,2.9515605396935365e-19,1.0055666504904466e-15,2.6945756478210884e-28,8.296399822884168e-26,6.415287074066984e-33,8.05715618407635e-26,2.0142278058135582e-29,4.570644106611057e-37,1.054414424158082e-41,3.3979929804575747e-35,2.0320405251253935e-38,1.082645072032903e-32,3.60044997593757e-42,2.1163271310218695e-23,2.2690303032496663e-28,1.3575180077777572e-20,2.0671348091606544e-28,1.3601033099520733e-41,3.3093461269095248e-21,3.1314550171062737e-19,1.314733259269624e-30,2.5521444853360917e-22,1.1229876441487583e-24,4.203654589501865e-28,9.988917995870042e-39,3.112802934099801e-18,2.7228542605526356e-34,4.460497378622588e-26,2.503236926053547e-29,2.0752704660074136e-29,7.611505945959407e-19,1.0496716865838186e-46,4.970481136325783e-31,4.305539658140393e-28,5.283798446635858e-34,6.04704520566125e-46,4.5692382826895705e-32,7.782376085700078e-29,1.0169418687309014e-27,2.2576324202108413e-28,1.53831973734641e-24,1.7146635907403874e-24,2.4969513566419616e-34,1.314233716548303e-24,1.1059849196421698e-28,1.4006214510555102e-39,6.6586427165511746e-40,2.5232098197031354e-32,1.4475266473842414e-18,1.5289472322572177e-30,1.5934820981453438e-33,3.090675845383366e-28,1.843896102977946e-52,1.785186571927258e-31,2.1713226474258538e-39
3.1238928063368906e-09,0.4596921459001664,8.231945868428995e-18,8.72852387774263e-22,1.5996244210778786e-15,1.5124607381467604e-20,0.0,0.0,9.634214952312264e-13,3.895125692408937e-20,2.0436161937773047e-22,4.1993476422228304e-23,4.725096030904516e-31,5.65375372957488e-44,1.4620149375921526e-32,4.682178780860552e-22,3.0853657000591194e-19,2.506057830778311e-24,3.9518855463903806e-40,8.717442609956954e-42,2.701415156133985e-22,1.3689107993617685e-33,2.1926950648843273e-21,7.620938162155525e-32,3.740614182201779e-27,1.8380438282386827e-32,4.5306168347287436e-29,1.757531875251615e-27,1.757415172235195e-39,5.312479316769146e-41,1.1877725987482076e-31,1.3748800270555816e-36,2.0959884900344668e-30,1.6813052239312498e-32,3.76,0.0,0.7641489551177146,0.9999880368092248,3.58376336528904e-18,5.51943612692223e-24,1.192360282160025e-09,1.19236028233028e-09,5.962138501016198e-22,1.0494836284894655e-27,1.1963189808412503e-05,4.868236146643233e-25,1.460675539486176e-26,9.61606189460393e-13,3.5678059154515925e-16,2.275709449462262e-18,2.0609709717182796e-16,3.1683902763145246e-12,6.3954132372837775e-24,1.6013663111955192e-15,9.43497297324391e-19,1.7011592840796343e-25,3.70179556756523e-22,4.065707745170823e-18,8.78668328947354e-32,3.186221275063117e-30,2.7459947300991845e-21,1.375745419385126e-33,3.0854214766079985e-19,1.0508908156501528e-15,2.8797285622741995e-28,8.86733013082911e-26,6.775135996186146e-33,8.609798191151606e-26,2.200662986992788e-29,5.012906683342887e-37,1.150919946701263e-41,3.7963111480389403e-35,2.2975230785718648e-38,1.1832018865859628e-32,3.8830101311111483e-42,2.2155332269511842e-23,2.441968710684961e-28,1.450630583436222e-20,2.1710855998779168e-28,1.4862050081222e-41,3.3722735679759833e-21,3.2735000081626663e-19,1.37937062624904e-30,2.7274928458533566e-22,1.2081560388866718e-24,4.628238101447226e-28,1.0928284051399317e-38,3.25403038337521e-18,2.997874485701058e-34,4.767333970254006e-26,2.734998357595305e-29,2.2678129485080305e-29,7.749407716241769e-19,1.146999456655608e-46,5.43137370243727e-31,4.704677345826788e-28,5.775395237316736e-34,6.7719168314095706e-46,5.104177205428938e-32,8.31726037710332e-29,1.0912872536485862e-27,2.3673743337824372e-28,1.6363522230721144e-24,1.85597415814921e-24,2.669031661610314e-34,1.3794069505279731e-24,1.1378666298373193e-28,1.5305898316610793e-39,7.480831331072387e-40,2.7052537841781543e-32,1.5131786220098807e-18,1.634920310197809e-30,1.7417443363413422e-33,3.3033958023906943e-28,2.104457147714361e-52,1.9620986810138934e-31,2.3728249014551063e-39
3.1924457490904748e-09,0.4596921459023466,8.58345020879891e-18,9.291716163020003e-22,1.6705069648169684e-15,1.5935605920367034e-20,0.0,0.0,9.845680258379741e-13,4.0679685998087566e-20,2.181013339183543e-22,4.499249690301598e-23,5.059035552843827e-31,6.007096017273445e-44,1.5214043826450833e-32,4.860443758024168e-22,3.2221881347347614e-19,2.677592918779999e-24,4.302490192482108e-40,9.349030954553132e-42,2.821279658994371e-22,1.4603649404805978e-33,2.23052581662487e-21,8.31170868510906e-32,3.991975423451237e-27,2.003270629628064e-32,4.730783590957431e-29,1.8353842662476222e-27,1.9588164236976387e-39,5.714819812029434e-41,1.2940561435393454e-31,1.526185444218879e-36,2.2836591791223813e-30,1.8337919475308798e-32,3.76,0.0,0.7641489550914927,0.9999880364466227,3.824750589127963e-18,5.890727966949016e-24,1.2185262907806328e-09,1.2185262909578918e-09,6.206210341789269e-22,1.0956440942158642e-27,1.1963552389248638e-05,5.082382063096628e-25,1.551602583932702e-26,9.826725280581327e-13,3.7255065672049655e-16,2.4285421198817956e-18,2.152370064723706e-16,3.2378837301397635e-12,6.677235953286764e-24,1.6724081280254423e-15,9.640908525288262e-19,1.7773009694763682e-25,3.865438251148363e-22,4.2450657572807694e-18,9.173132076530845e-32,3.399671272188394e-30,2.806656504549736e-21,1.474960453584542e-33,3.222247664523918e-19,1.097200413836993e-15,3.0731599690448326e-28,9.463863691430563e-26,7.145475150844391e-33,9.187061910902273e-26,2.3997266438039797e-29,5.48739599755241e-37,1.2538741379611194e-41,4.2311182043240886e-35,2.5912674778840593e-38,1.2905896034826838e-32,4.180951808761601e-42,2.3164885502313608e-23,2.6233284803865535e-28,1.5478914052447313e-20,2.2772465955241735e-28,1.6208722359561535e-41,3.434756992580919e-21,3.418693221815834e-19,1.4455707048296252e-30,2.910679740330992e-22,1.2976059940694967e-24,5.084582891349007e-28,1.1932930119418726e-38,3.3983898079976615e-18,3.293468438867177e-34,5.087920181097955e-26,2.9824654454994974e-29,2.4734491416725952e-29,7.886079012495305e-19,1.250938683795092e-46,5.923578796403885e-31,5.130920956974958e-28,6.300539845168162e-34,7.565394786811752e-46,5.688027942156026e-32,8.876073878237988e-29,1.169186859282318e-27,2.4797339834505877e-28,1.737924819657094e-24,2.0051668996996143e-24,2.8488421978106787e-34,1.446174616305525e-24,1.1697732722715397e-28,1.6693988196330993e-39,8.382462931307739e-40,2.8952769576487406e-32,1.5802850930925072e-18,1.7457116297428103e-30,1.900134117735287e-33,3.525657648663703e-28,2.3949078514841704e-52,2.151861197332096e-31,2.5880356068037662e-39
3.260998691844059e-09,0.459692145904527,8.942301665641175e-18,9.878604570075933e-22,1.742921986309037e-15,1.6777208734877537e-20,0.0,0.0,1.0057147537924679e-12,4.244564139687565e-20,2.3244302023267868e-22,4.8125110934488584e-23,5.409024296335603e-31,6.373717285514904e-44,1.5817539128253663e-32,5.040870670785068e-22,3.361975446567764e-19,2.8566907079689534e-24,4.675828557301769e-40,1.0012971628527627e-41,2.9437460060486116e-22,1.5557749992660946e-33,2.2679818741231804e-21,9.048383026285871e-32,4.2543370493310055e-27,2.1798100459192187e-32,4.935238012028412e-29,1.9149180599342142e-27,2.178269390374449e-39,6.139794144249017e-41,1.4071978699866592e-31,1.6904604552023927e-36,2.4836522371843977e-30,1.99642199040569e-32,3.76,0.0,0.7641489550652708,0.9999880361466971,4.076298731153938e-18,6.278303615944279e-24,1.2446922994003593e-09,1.2446922995847416e-09,6.454355738963049e-22,1.1427802475205135e-27,1.1963852293810276e-05,5.301072119120935e-25,1.646182022331995e-26,1.0037373468872669e-12,3.886591040696134e-16,2.5880553568129202e-18,2.245749997978419e-16,3.3073756395644198e-12,6.965050561790759e-24,1.7449912105309128e-15,9.84679663756541e-19,1.8550967780824802e-25,4.032593505787523e-22,4.428249636758311e-18,9.568238189594448e-32,3.6224097529498706e-30,2.8673358309453034e-21,1.579147665572865e-33,3.362038894292347e-19,1.1444945788569951e-15,3.275049666499581e-28,1.0086561519565584e-25,7.526326639464378e-33,9.789476388196065e-26,2.61197398647968e-29,5.995742477775153e-37,1.3635569151626655e-41,4.704863204169469e-35,2.9155871729276706e-38,1.4051099772571387e-32,4.494775244527306e-42,2.4191530777269433e-23,2.8132766433268765e-28,1.649389581490542e-20,2.385580432003957e-28,1.7644836774894518e-41,3.4967995340228984e-21,3.5670345080725817e-19,1.5133334226527271e-30,3.1018753046967693e-22,1.391446927680674e-24,5.574262931991029e-28,1.3005836976857365e-38,3.545881138363741e-18,3.610655240563369e-34,5.422556619788645e-26,3.2463292755945463e-29,2.6927592574942945e-29,8.021531957075307e-19,1.3617816421794644e-46,6.448481277453412e-31,5.585468326887452e-28,6.86072597068655e-34,8.432330427002367e-46,6.324063008820044e-32,9.45933739613264e-29,1.2507240497616464e-27,2.5947112562412474e-28,1.8430654349089545e-24,2.162471510233074e-24,3.036552732451189e-34,1.5145365446535813e-24,1.2017022981598092e-28,1.8174403573459667e-39,9.36915063099784e-40,3.0933851990839924e-32,1.6488459662586394e-18,1.8614309900717852e-30,2.0691040093131428e-33,3.757670615878578e-28,2.7179154860033905e-52,2.355076632069257e-31,2.817562696492953e-39
3.329551634597643e-09,0.4596921459067072,9.308500817988099e-18,1.0489675465533979e-21,1.816869225396544e-15,1.7650048895916494e-20,0.0,0.0,1.0268616792233549e-12,4.424912347052637e-20,2.4739954897898266e-22,5.139350725708402e-23,5.775495899267062e-31,6.753774528725424e-44,1.6430517425818764e-32,5.223403357475652e-22,3.5047274230310846e-19,3.043504248141038e-24,5.0728562603391975e-40,1.0710331819613458e-41,3.0688141972966494e-22,1.655222285017503e-33,2.3050669678132673e-21,9.83294854355789e-32,4.527933352207101e-27,2.3682222167036015e-32,5.143977574134143e-29,1.9961328974875584e-27,2.4169607736013203e-39,6.588320604939312e-41,1.527475357776584e-31,1.8685132719558033e-36,2.6964949854931997e-30,2.169635372943939e-32,3.76,0.0,0.7641489550390489,0.9999880358986136,4.338633656933705e-18,6.682512141552801e-24,1.2708583080192046e-09,1.2708583082108278e-09,6.706531195444043e-22,1.1908909842114614e-27,1.1964100355908385e-05,5.524303315105838e-25,1.74448415749836e-26,1.02480064707865e-12,4.051057679655884e-16,2.754390940489441e-18,2.3411106406491167e-16,3.376866004622812e-12,7.25885184252116e-24,1.8191155244497154e-15,1.0052637330676006e-18,1.9345466208841858e-25,4.203259663885134e-22,4.615256557247632e-18,9.972054221864043e-32,3.8546313856278885e-30,2.928032728198914e-21,1.6884574323498486e-33,3.504794956921137e-19,1.192772445267255e-15,3.4855773743637583e-28,1.0735984595196665e-25,7.917711185668743e-33,1.0417570194623982e-25,2.8379719501641144e-29,6.539626234329781e-37,1.480254268648644e-41,5.220102151789812e-35,3.2729274212304377e-38,1.5270712487126664e-32,4.824988009845218e-42,2.5234872100542176e-23,3.0119769310402385e-28,1.7552141389051393e-20,2.4960496549279984e-28,1.9174261499454476e-41,3.558404303491354e-21,3.718523717039813e-19,1.5826587069519825e-30,3.301249595264118e-22,1.4897884113757842e-24,6.09889170075731e-28,1.4150052178454363e-38,3.696504304871584e-18,3.950479954978379e-34,5.771543847266861e-26,3.5272955644684567e-29,2.926336055612078e-29,8.155778552827061e-19,1.4798268765094417e-46,7.0074957802547e-31,6.069542981600412e-28,7.4574798858154995e-34,9.377808574359808e-46,7.015696928310743e-32,1.0067571574098956e-28,1.3359821831773714e-27,2.7123060391973036e-28,1.9518011904979535e-24,2.3281177658185035e-24,3.2323330246599043e-34,1.5844925492553783e-24,1.2336514300627393e-28,1.9751148759820583e-39,1.0446761916050661e-39,3.29968001342669e-32,1.7188611472030723e-18,1.982188359781209e-30,2.2491165996366412e-33,3.99964392843547e-28,3.0763200584869545e-52,2.5723603484381396e-31,3.062027281771029e-39
