Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175)
0.10330003875193694,0.46305769893536686,2.675477316205739e-09,7.623705074246207e-10,5.58696323893939e-08,0.00011541770274423109,0.0,0.0,0.00017305085031550757,0.00031196589809810417,0.0003414982526010689,3.2636830709154368e-06,2.8029102907703528e-11,6.919995894554805e-29,7.233268644841132e-21,9.208646496464623e-14,2.9539078871066377e-07,3.2164273733340464e-05,3.6358503984285053e-13,2.2766548256371524e-18,2.9044401861152535e-07,5.484677363467444e-17,3.2915699392818415e-15,1.6686471390221304e-07,3.323728256656804e-10,6.015455837459473e-06,3.4525346031888105e-15,7.676046497789789e-09,3.4186592965199876e-08,2.3222052084759285e-13,1.0788013365758248e-12,9.4402351880661e-15,1.0763517149050278e-11,4.72008083755595e-09,3.76,0.0,0.7216665844572182,0.9973617638731443,0.003531850898640762,0.00012337636233113753,0.038167214635113696,0.03864621667686025,9.124849249106019e-14,1.2866998093130563e-18,1.1933862845616675e-05,1.0182064809190211e-10,1.0827542911871084e-07,3.4657754576678167e-07,1.4770868352898994e-08,0.002554287121813064,0.001157032093313966,1.3125574799015802e-08,6.038097565342989e-11,7.03774052974253e-05,6.077445836186087e-09,1.5786188430248086e-08,9.422665110202466e-09,7.796511025317843e-09,1.5680921027694087e-11,6.806814526058717e-12,3.400918371379826e-08,1.0749517694825267e-09,5.1970913897567507e-08,2.0700006270627002e-08,5.027972055591966e-08,1.1675115131702858e-05,2.8816982450528037e-16,4.1964271245475204e-07,3.676878054192822e-08,1.0478560636091968e-09,3.0316821568928805e-16,9.565363050803163e-13,2.0187248079170705e-15,6.325748149658674e-10,1.6994709844586845e-17,1.0417675067874564e-13,1.5218941403112609e-16,1.0920772578318327e-08,2.5738948696194646e-18,3.660741634763302e-17,1.9732060481384826e-13,0.0002597742500543696,6.10885326524316e-15,8.682292978019043e-06,8.708672805854715e-10,1.0134037543272975e-10,3.7960035158054483e-19,5.635340836016119e-07,6.687988816981241e-17,5.857582080743458e-10,3.294987889355936e-11,5.986395381463526e-06,6.934200280478538e-13,9.755932214628154e-19,3.014244552520188e-11,1.0406525776299822e-08,1.0029790085388604e-07,3.5661510127764075e-12,1.3852798430986838e-10,1.7154799907017948e-05,7.576603520472029e-12,6.94581607936997e-16,1.7646186633398386e-12,1.8285123356053886e-11,5.113552148501742e-10,3.402679566128469e-14,2.4703252353441194e-16,4.658583228899976e-13,7.564076555106696e-16,1.5200821716801714e-19,1.2984469279712176e-05,3.6287906236667e-08,4.155547594945908e-09,2.071080011987305e-08,1.3883880200272157e-19,1.6846976375796424e-15,6.383589939829471e-17
0.10361048456875543,0.4630687148806026,2.69482041424722e-09,7.707251103407039e-10,5.634569113613988e-08,0.00011640022766467173,0.0,0.0,0.00017374873878023088,0.00031443928155452884,0.00034523282009947976,3.328409216768476e-06,2.8622945076853814e-11,7.128952260363466e-29,7.394777242379514e-21,9.339159878731321e-14,2.984930600175446e-07,3.268821038660908e-05,3.7172020886850316e-13,2.311435813339797e-18,2.9217327840417096e-07,5.517851505943483e-17,3.3516126955657836e-15,1.6966154619462964e-07,3.3720441745990254e-10,6.110116362647122e-06,3.496447562704485e-15,7.829265591423383e-09,3.497864828267021e-08,2.3851525848423994e-13,1.0990103548318075e-12,9.623837272886681e-15,1.0888692449533448e-11,4.781512185484675e-09,3.76,0.0,0.7215139841309117,0.9973356648456179,0.003568056594855731,0.00012495819403378396,0.038276276399676935,0.038760899650004996,9.150923256455326e-14,1.290383610294699e-18,1.1933550559520419e-05,1.0295614921060992e-10,1.0948629166097527e-07,3.494671855100889e-07,1.4900327989381762e-08,0.002579779434517743,0.0011670580414345675,1.3238889114576692e-08,6.10132084318532e-11,7.111168936312858e-05,6.120725083139993e-09,1.602382168136925e-08,9.488812445493628e-09,7.905485300899242e-09,1.5970971616910334e-11,6.9217617530880385e-12,3.468633862789657e-08,1.0950230234800936e-09,5.23642482416773e-08,2.087155935236398e-08,5.084992674174365e-08,1.1891678990364652e-05,2.926188148684421e-16,4.239630087452815e-07,3.7145466411508864e-08,1.0673682343596552e-09,3.088135181289381e-16,9.668278711201619e-13,2.041089571577102e-15,6.447172932433591e-10,1.7311168438961852e-17,1.0609028933041589e-13,1.5433906495180652e-16,1.1072893740151764e-08,2.610250706010045e-18,3.702260547523903e-17,1.9903043443981482e-13,0.00026366671471232916,6.189437121502574e-15,8.846730955017757e-06,8.870603049612592e-10,1.0321955388388275e-10,3.8484814964386866e-19,5.703563894454531e-07,6.811150606749485e-17,5.919537634387867e-10,3.3296759297567944e-11,6.048917636004574e-06,7.038358331096574e-13,9.970150780629569e-19,3.0546646762966934e-11,1.0513237435445148e-08,1.0147498011003182e-07,3.635902392651993e-12,1.3994150138285782e-10,1.736354542565243e-05,7.633552295091065e-12,6.9980243464108e-16,1.797515259072018e-12,1.8626408894439436e-11,5.227454710022131e-10,3.466059774102774e-14,2.5045032991654877e-16,4.765218379943242e-13,7.73831270971602e-16,1.5597994236288538e-19,1.3132388680541356e-05,3.69081707769137e-08,4.226366724614177e-09,2.1026340439492082e-08,1.414726612253766e-19,1.7159410988773232e-15,6.501080217800627e-17
0.10392093038557393,0.4630797429073998,2.7143040026911573e-09,7.791630867117275e-10,5.682535199663623e-08,0.00011738959593193418,0.0,0.0,0.00017444865348516478,0.00031692932844081375,0.0003490077949060277,3.394318138831291e-06,2.9228425688141576e-11,7.34246608694337e-29,7.559810706302493e-21,9.471347566830856e-14,3.0162206242826646e-07,3.321961899258008e-05,3.800254475745788e-13,2.3466900942222875e-18,2.9390751381491313e-07,5.551129860077546e-17,3.412673545648695e-15,1.7249939783256824e-07,3.4209806532257516e-10,6.206078894103403e-06,3.540882369893938e-15,7.985320023751086e-09,3.578729204971473e-08,2.4497338908339833e-13,1.1195714321924637e-12,9.810726722278039e-15,1.1015145765661633e-11,4.843598655262066e-09,3.76,0.0,0.7213610731549353,0.9973093367882826,0.003604566589831548,0.00012655666223032505,0.03838528191514298,0.03887558846108116,9.176983816022657e-14,1.2940656619407979e-18,1.1933235532983942e-05,1.0410265059344264e-10,1.1070888724002466e-07,3.52378321486552e-07,1.503083147639959e-08,0.002605480468364779,0.0011771461345135986,1.3353311553226868e-08,6.165125211762759e-11,7.185334361061779e-05,6.164231554461092e-09,1.6264586274146704e-08,9.555295732625569e-09,8.015815072112718e-09,1.6265986214165315e-11,7.038461208530009e-12,3.537626603483325e-08,1.1154428469975566e-09,5.2761322178428544e-08,2.1044373741217214e-08,5.1425190235363364e-08,1.2112057138440862e-05,2.971289179260039e-16,4.2832144071747126e-07,3.752544604494618e-08,1.0872179285912694e-09,3.145564735183275e-16,9.77221998526514e-13,2.0636892971626996e-15,6.570866801531521e-10,1.7633101159464516e-17,1.0803655321711491e-13,1.565161439047102e-16,1.1226895884789576e-08,2.647070417101207e-18,3.7441477296511804e-17,2.0075086231762833e-13,0.0002676083121222004,6.270917392003388e-15,9.014029097655761e-06,9.035317975561409e-10,1.0513091871059756e-10,3.9016066069201567e-19,5.772799059503264e-07,6.936415248990109e-17,5.982039542800729e-10,3.3646670071132503e-11,6.11189934771107e-06,7.143883064150881e-13,1.0188728160121481e-18,3.095541093259673e-11,1.0620862372322747e-08,1.0266470154087175e-07,3.706940517177328e-12,1.4136699673420794e-10,1.7574369718493503e-05,7.691038203997554e-12,7.050725047706143e-16,1.8309789198669082e-12,1.8973586981616854e-11,5.343690688126335e-10,3.53053226729264e-14,2.5391031047635633e-16,4.874275230588691e-13,7.916408391063691e-16,1.6005140130924886e-19,1.3281837376124982e-05,3.753802891429468e-08,4.298276180349158e-09,2.1345985645377878e-08,1.4415461640878176e-19,1.747719799270038e-15,6.620701929918485e-17
0.10423137620239242,0.463090783115067,2.7339302796896343e-09,7.876852888561093e-10,5.730864355194374e-08,0.00011838585500019823,0.0,0.0,0.00017515060583911109,0.0003194361602617492,0.0003528235928342716,3.4614300646901207e-06,2.984575929697953e-11,7.565284718331625e-29,7.728435246211627e-21,9.605229734773142e-14,3.047779950357096e-07,3.375859413928202e-05,3.8850413288439067e-13,2.382423558970411e-18,2.9564672288473994e-07,5.58451252815032e-17,3.4747689477104788e-15,1.7537880290344962e-07,3.4705450361468745e-10,6.3033593623586425e-06,3.585845586190419e-15,8.14425950235917e-09,3.6612838934964556e-08,2.5159900482258897e-13,1.1404903906392249e-12,1.000095861057381e-14,1.1142889542918556e-11,4.906345956224787e-09,3.76,0.0,0.7212078491297848,0.9972827777973869,0.0036413831444953525,0.00012817191113379661,0.03849423080813962,0.03899028336217924,9.203030838543881e-14,1.2977459536193369e-18,1.1932917743228021e-05,1.0526025237738041e-10,1.1194332180322943e-07,3.5531112286591163e-07,1.5162387799867967e-08,0.0026313917167296204,0.0011872966303235353,1.3468852099639113e-08,6.229515815608654e-11,7.260243496498293e-05,6.207966270213711e-09,1.6508519315726526e-08,9.622116452552934e-09,8.127515975317615e-09,1.6566045356858937e-11,7.156937570473412e-12,3.607919569212757e-08,1.1362170218130957e-09,5.316218334347839e-08,2.121845917338454e-08,5.2005545295795075e-08,1.2336313630025964e-05,3.0170089225721084e-16,4.3271831923682704e-07,3.790874580330988e-08,1.1074107136042632e-09,3.2039869260188215e-16,9.877198639173747e-13,2.086526846108568e-15,6.696871272974322e-10,1.7960598299635436e-17,1.1001607734621815e-13,1.5872097903538477e-16,1.1382800486013106e-08,2.684359552570989e-18,3.7864056759652663e-17,2.0248193240831768e-13,0.000271599562012146,6.353302648010974e-15,9.184233755568686e-06,9.202862980804322e-10,1.0707499159206232e-10,3.955386183417725e-19,5.843062196680029e-07,7.063816798527737e-17,6.045091926623208e-10,3.3999633590250824e-11,6.175342217228115e-06,7.250790343126524e-13,1.0411746310873572e-18,3.1368780284585594e-11,1.0729407549056362e-08,1.038672130142447e-07,3.779288697646223e-12,1.4280455980943892e-10,1.7787289677746404e-05,7.749068044694419e-12,7.103924415096346e-16,1.865018907927113e-12,1.9326754068753436e-11,5.462304535125925e-10,3.5961148891245793e-14,2.574129435362905e-16,4.985808208998497e-13,8.098445362657293e-16,1.6422487280463448e-19,1.3432830888354523e-05,3.817761825793286e-08,4.371291489010402e-09,2.166978156196721e-08,1.4688555360980635e-19,1.7800424161256434e-15,6.742492852836472e-17
0.10454182201921092,0.4631018356036675,2.753700103298873e-09,7.962925454419064e-10,5.779559451985541e-08,0.00011938905278574296,0.0,0.0,0.0001758546073244802,0.0003219598995990804,0.0003566806337472986,3.529765554247073e-06,3.047516474072946e-11,7.793488179110414e-29,7.900736084451502e-21,9.740827251233112e-14,3.079610582844015e-07,3.430523151454907e-05,3.971597096202278e-13,2.418642246324196e-18,2.973909036460145e-07,5.617999614086851e-17,3.537915568941165e-15,1.7830030189640595e-07,3.5207446843475933e-10,6.401973878623414e-06,3.631344195248671e-15,8.306134593952646e-09,3.7455609052220725e-08,2.5839629289168346e-13,1.161773140595073e-12,1.0194588906359706e-14,1.1271936363889904e-11,4.969759840001999e-09,3.76,0.0,0.7210543096376906,0.997255985952592,0.0036785085373716954,0.00012980408604926412,0.038603122701902366,0.039104984607797925,9.229064233943876e-14,1.301424475443147e-18,1.1932597167274985e-05,1.0642905559603412e-10,1.1318970219745268e-07,3.582657553795942e-07,1.5295005865439463e-08,0.002657514683691874,0.0011975097875362864,1.358552082284053e-08,6.294497853378798e-11,7.335903095630054e-05,6.2519304365960755e-09,1.6755658331252958e-08,9.689276266182748e-09,8.240603821253382e-09,1.6871230841852653e-11,7.277215896128927e-12,3.6795361364004844e-08,1.157351424587202e-09,5.356687997919196e-08,2.1393825171957217e-08,5.259102637433674e-08,1.256451355847258e-05,3.0633550532557166e-16,4.3715395764592046e-07,3.829539224838192e-08,1.1279522459853564e-09,3.263418119506588e-16,9.983226692445137e-13,2.109605142503014e-15,6.825228609392572e-10,1.8293751600450246e-17,1.12029405504305e-13,1.6095390870289625e-16,1.1540629262540237e-08,2.7221238349696278e-18,3.8290368952865e-17,2.0422368882630714e-13,0.00027564098885189366,6.436601520474769e-15,9.357391996235206e-06,9.373284192633854e-10,1.0905230242151764e-10,4.009827814500711e-19,5.914369416032982e-07,7.193389848940265e-17,6.108698934127073e-10,3.4355672384885854e-11,6.2392479393863045e-06,7.359096221250771e-13,1.0639290564569237e-18,3.178679752402314e-11,1.0838879983609365e-08,1.0508266453879297e-07,3.852970680711142e-12,1.4425428074074474e-10,1.8002322312705508e-05,7.80764869988364e-12,7.157628758441956e-16,1.8996446279616196e-12,1.9686008098144377e-11,5.583341505813498e-10,3.6628257576882e-14,2.6095872374800535e-16,5.099872968144895e-13,8.284508719237392e-16,1.6850291801355e-19,1.3585384903421896e-05,3.882707833491006e-08,4.445428390525543e-09,2.1997774474054202e-08,1.4966638075723523e-19,1.8129177643145445e-15,6.866491427580411e-17
0.10485226783602941,0.46311290047420234,2.773614720161165e-09,8.049857034612191e-10,5.828623392028175e-08,0.00012039923747094449,0.0,0.0,0.00017656066943684754,0.00032450067013109745,0.00036057934160483863,3.5993455057721034e-06,3.111686465702793e-11,8.026382680142718e-29,8.076793981842655e-21,9.878161062600038e-14,3.1117145415376854e-07,3.485962791866866e-05,4.0599568743231545e-13,2.4553522409624057e-18,2.991400541220572e-07,5.651591223458825e-17,3.602130336413927e-15,1.8126444177849378e-07,3.571587055748091e-10,6.501938738604253e-06,3.67738520990862e-15,8.470996735608502e-09,3.8315928047195604e-08,2.6536954356480287e-13,1.1834256890651086e-12,1.039167446554518e-14,1.1402298936343699e-11,5.033846100903903e-09,3.76,0.0,0.7209004522426868,0.997228959316854,0.0037159450647332015,0.00013145333338389773,0.03871195721623691,0.03921969245487105,9.255083911327526e-14,1.3051012172083222e-18,1.1932273781947271e-05,1.076091622409093e-10,1.1444813628176408e-07,3.612423873514665e-07,1.542869470429281e-08,0.0026838508839783404,0.001207785865623114,1.370332788504123e-08,6.360076571190873e-11,7.412319972799518e-05,6.296125223244682e-09,1.7006041275198146e-08,9.756776806855156e-09,8.355094620656738e-09,1.718162576740309e-11,7.399321574935742e-12,3.7525000898157e-08,1.1788520280796817e-09,5.3975461158641406e-08,2.157048140733027e-08,5.3181668116387217e-08,1.2796723074829249e-05,3.1103353354615396e-16,4.4162867192444246e-07,3.8685412160225445e-08,1.148848274883596e-09,3.323874949185906e-16,1.009031632837512e-12,2.1329271509377145e-15,6.955981844312152e-10,1.863265430439268e-17,1.1407709022718488e-13,1.6321527318265935e-16,1.1700404200612413e-08,2.760369019127973e-18,3.8720439105702595e-17,2.05976175822347e-13,0.0002797331219001662,6.5208227327485945e-15,9.533551617091282e-06,9.546628472978735e-10,1.110633895300731e-10,4.0649391105721956e-19,5.986737076737355e-07,7.325169542303619e-17,6.172864745405136e-10,3.4714809146494765e-11,6.303618203024225e-06,7.46881691879213e-13,1.0871447151216081e-18,3.220950568580808e-11,1.0949286748344485e-08,1.0631120829691553e-07,3.9280106568544006e-12,1.4571625033361826e-10,1.821948475060875e-05,7.866787168128155e-12,7.211844494080944e-16,1.934865636779904e-12,2.0051448598599154e-11,5.706847677400835e-10,3.7306832841572077e-14,2.6454814723372357e-16,5.216526415284662e-13,8.474684873744204e-16,1.7288809145483394e-19,1.3739515273251442e-05,3.948655067710498e-08,4.520702849910075e-09,2.233001113540401e-08,1.5249801793334227e-19,1.8463547989073303e-15,6.992736760896501e-17
0.1051627136528479,0.463123977828176,2.7936749352096383e-09,8.137656107857201e-10,5.878059099772858e-08,0.00012141645745581551,0.0,0.0,0.00017726880373311786,0.00032705859661289616,0.00036452014449415954,3.6701911600172034e-06,3.177108592136854e-11,8.270170657853883e-29,8.256692860999772e-21,1.0017252669497646e-13,3.144093867362601e-07,3.542188127513355e-05,4.150156466858313e-13,2.4925597563307845e-18,3.0089417232704777e-07,5.685287463513625e-17,3.667430550728226e-15,1.8427177605811446e-07,3.623079737264215e-10,6.603270424994165e-06,3.723975867415727e-15,8.638898246398026e-09,3.9194127173865646e-08,2.7252315873895894e-13,1.2054541439447797e-12,1.0592273105104219e-14,1.1533990152045517e-11,5.098610576208636e-09,3.76,0.0,0.7207462744905739,0.9972016959362936,0.003753695040699026,0.00013311980065298628,0.03882073396749134,0.03933440716278499,9.281089778973106e-14,1.3087761689134755e-18,1.1931947563865874e-05,1.088006757522654e-10,1.1571873341831355e-07,3.6424118652091896e-07,1.5563463365783747e-08,0.00271040184297842,0.0012181251248365842,1.3822283575895645e-08,6.426257290585671e-11,7.489501004422895e-05,6.340551868945727e-09,1.7259706538650773e-08,9.82461977788598e-09,8.471004569599635e-09,1.7497314700604183e-11,7.523280415978873e-12,3.826835628002256e-08,1.2007249122449625e-09,5.4387976661432824e-08,2.1748437504081252e-08,5.3777505362965944e-08,1.3033009400646884e-05,3.1579576249278074e-16,4.4614278089536573e-07,3.9078832552491614e-08,1.1701046522999231e-09,3.385374346244424e-16,1.0198479922958868e-12,2.156495883274754e-15,7.089174797315212e-10,1.8977401322888025e-17,1.1615969407648813e-13,1.6550542227211996e-16,1.1862147530239263e-08,2.799101020940754e-18,3.9154292590126424e-17,2.0773943778043653e-13,0.0002838764952278192,6.605975076995537e-15,9.712761153748765e-06,9.722943514249194e-10,1.131088007615974e-10,4.120727901330682e-19,6.060181790253942e-07,7.459191642667489e-17,6.237593568898628e-10,3.5077066706246894e-11,6.368454690910592e-06,7.579968834002311e-13,1.1108304624314851e-18,3.263694817009238e-11,1.1060634970948084e-08,1.0755299868244819e-07,4.004433267947779e-12,1.4719056007791876e-10,1.8438794237168802e-05,7.926490547356165e-12,7.266578129425629e-16,1.970691659918381e-12,2.0423176858949547e-11,5.832869962270117e-10,3.799706204781746e-14,2.6818172431327907e-16,5.335826734334654e-13,8.669062636087471e-16,1.7738309122822962e-19,1.3895238016647361e-05,4.015617891874132e-08,4.597131066709241e-09,2.2666538801773587e-08,1.5538140602983167e-19,1.8803626336361884e-15,7.121268655278441e-17
0.1054731594696664,0.4631350677680655,2.8138830005398515e-09,8.226331529315366e-10,5.927869533870555e-08,0.00012244076170373118,0.0,0.0,0.0001779790218399407,0.0003296338049098411,0.000368503474670363,3.7423241054254496e-06,3.2438058747170576e-11,8.52052486034884e-29,8.440511948998717e-21,1.0158123229607427e-13,3.176750600250451e-07,3.599209064271954e-05,4.242232325527809e-13,2.530270962614167e-18,3.0265325626670747e-07,5.71908844320586e-17,3.73383363986739e-15,1.8732286486247875e-07,3.6752303575166483e-10,6.705985606185394e-06,3.77112318914375e-15,8.809892350191245e-09,4.009054338309338e-08,2.79861635039547e-13,1.2278647061868938e-12,1.0796443510825803e-14,1.1667022932077e-11,5.16405914625385e-09,3.76,0.0,0.7205917739083452,0.9971741938399873,0.003791760797435546,0.00013480363648575707,0.038929452568537054,0.03944912899339901,9.307081744327654e-14,1.3124493196598631e-18,1.1931618489447838e-05,1.1000369960531127e-10,1.170016030661541e-07,3.672623281916159e-07,1.569932118510458e-08,0.002737169097064188,0.0012285278263781214,1.3942398213367836e-08,6.493045326832599e-11,7.56745312888014e-05,6.385211418078737e-09,1.7516692941566657e-08,9.892806689581079e-09,8.588350006734969e-09,1.7818383267939035e-11,7.649118405815402e-12,3.902567369888807e-08,1.2229762397059386e-09,5.4804476876736836e-08,2.1927703547144434e-08,5.437857315053264e-08,1.3273440844071109e-05,3.2062298688126846e-16,4.5069660555291537e-07,3.9475680611882896e-08,1.191727307796729e-09,3.4479334660889233e-16,1.0307730079548596e-12,2.1803144081195095e-15,7.224852068389196e-10,1.9328088823252613e-17,1.1827778660519953e-13,1.6782469861856145e-16,1.2025881682972449e-08,2.838325635429961e-18,3.959195492050134e-17,2.0951351924639598e-13,0.00028807164776499126,6.692067417801137e-15,9.89506989067851e-06,9.902277615325433e-10,1.1518909070694978e-10,4.1772018260169736e-19,6.134720423161341e-07,7.595492356403428e-17,6.302889631035831e-10,3.544246799323367e-11,6.433759079664794e-06,7.692568544973047e-13,1.1349951249555382e-18,3.306916845459001e-11,1.1172931827473217e-08,1.0880819232938741e-07,4.082263615307485e-12,1.4867730204813933e-10,1.8660268137301355e-05,7.986766028092418e-12,7.321836256332767e-16,2.007132547534598e-12,2.0801295474616134e-11,5.96145611373195e-10,3.869913496223964e-14,2.71859953096536e-16,5.457833415013741e-13,8.86773096128032e-16,1.8199043489257904e-19,1.405256932220045e-05,4.0836108485889046e-08,4.674729438560058e-09,2.3007405141967317e-08,1.58317505421893e-19,1.914950493535582e-15,7.252127603940453e-17
0.1057836052864849,0.4631461703970017,2.834239893240662e-09,8.315891984765529e-10,5.978057671278427e-08,0.00012347219976057333,0.0,0.0,0.0001786913354882392,0.00033222642200019713,0.00037252976860543697,3.81576628475511e-06,3.311801799870378e-11,8.776621674281692e-29,8.628339141381702e-21,1.0300794585026846e-13,3.2096868016885715e-07,3.6570356230368e-05,4.3362216233973144e-13,2.5684921931800844e-18,3.044173039383186e-07,5.752994273234751e-17,3.8013573650341304e-15,1.904182750293041e-07,3.728046629342933e-10,6.810101138654831e-06,3.818834617832014e-15,8.984033195227196e-09,4.100551943135814e-08,2.873895836636814e-13,1.2506636757634125e-12,1.1004245319847794e-14,1.1801410397324265e-11,5.230197734795365e-09,3.76,0.0,0.7204369480039924,0.9971464510397526,0.003830144685339316,0.00013650499063336206,0.039038112628729485,0.039563858211072805,9.333059713997675e-14,1.3161206592098148e-18,1.193128653490371e-05,1.1121833887061853e-10,1.1829685597970455e-07,3.7030598384223924e-07,1.5836277413044585e-08,0.0027641541936976595,0.0012389942324142807,1.4063682225328782e-08,6.560446084684507e-11,7.646183347127444e-05,6.43010510645597e-09,1.7777039738392425e-08,9.961339248267221e-09,8.707147496583807e-09,1.8144918632890783e-11,7.776862015283832e-12,3.9797203632522255e-08,1.2456122832205413e-09,5.522501275444415e-08,2.2108289374527745e-08,5.498490671262888e-08,1.3518086820333154e-05,3.25516010556381e-16,4.552904692330848e-07,3.987598371706734e-08,1.213722276918602e-09,3.511569770981098e-16,1.0418079582864238e-12,2.2043858385322965e-15,7.36305905413229e-10,1.9684814694182794e-17,1.204319477962654e-13,1.7017345693639402e-16,1.2191629390208506e-08,2.8780488617201436e-18,4.003345175465497e-17,2.1129846493064556e-13,0.0002923191233478645,6.779108705280676e-15,1.0080527874669057e-05,1.008467994016789e-09,1.173048239430732e-10,4.2343688083478065e-19,6.210370101729804e-07,7.734108539851446e-17,6.368757196159245e-10,3.5811036130131324e-11,6.4995330396271376e-06,7.806632797707824e-13,1.1596478418862594e-18,3.350621056878814e-11,1.1286184554392562e-08,1.1007694815897002e-07,4.1615272709688415e-12,1.5017656907073027e-10,1.8883923936017716e-05,8.047620875105048e-12,7.377625535034144e-16,2.0441983265677467e-12,2.118590888286601e-11,6.09265474318302e-10,3.941324475633733e-14,2.75583350090723e-16,5.582607287183938e-13,9.070782188580265e-16,1.8671291910853412e-19,1.4211525550466388e-05,4.152648672502444e-08,4.753514578315118e-09,2.335265830639529e-08,1.6130729240517194e-19,1.9501277707656475e-15,7.385354792030473e-17
0.10609405110330339,0.4631572858190898,2.8547468941298298e-09,8.406346315115492e-10,6.028626518605077e-08,0.00012451082152458576,0.0,0.0,0.00017940575644531158,0.0003348365759961566,0.00037659946703688993,3.890540001485912e-06,3.3811202689618816e-11,9.03885133293667e-29,8.820262391157753e-21,1.0445288860196225e-13,3.2429045519227654e-07,3.715677941035846e-05,4.432162253393572e-13,2.607229854256027e-18,3.0618631333024574e-07,5.787005066063718e-17,3.870019788902767e-15,1.935585801825829e-07,3.78153637732312e-10,6.915634071406149e-06,3.867117655424435e-15,9.161375865849202e-09,4.1939403970310495e-08,2.9511172846399535e-13,1.2738574579571884e-12,1.121573915158194e-14,1.1937165805767884e-11,5.297032309438101e-09,3.76,0.0,0.7202817942666161,0.9971184655300364,0.003868849073184778,0.00013822401398055442,0.039146713753867475,0.039678595082694106,9.359023593739363e-14,1.3197901770930754e-18,1.1930951676236183e-05,1.1244469959740799e-10,1.196046042415191e-07,3.7337232740479544e-07,1.5974341419363816e-08,0.0027913586913491653,0.0012495246059594544,1.418614615611094e-08,6.628465017339731e-11,7.725698723743062e-05,6.475234140138829e-09,1.8040786631721844e-08,1.0030219135163157e-08,8.827413795342647e-09,1.847700934501665e-11,7.906538062255117e-12,4.058320092901966e-08,1.2686394205620897e-09,5.5649636066748924e-08,2.2290204966871865e-08,5.559654148203861e-08,1.3767017871181173e-05,3.3047564679397717e-16,4.5992469802529256e-07,4.02797694719948e-08,1.236095695461098e-09,3.576301013101507e-16,1.0529541443298944e-12,2.2287133431822973e-15,7.503841976147054e-10,2.004767844885721e-17,1.2262276719677803e-13,1.7255205654473277e-16,1.235941364230069e-08,2.9182767767137603e-18,4.047880889549581e-17,2.1309431968819985e-13,0.00029661947076630574,6.867107972807847e-15,1.0269185927521993e-05,1.027020044479104e-09,1.194565740251959e-10,4.292236862605035e-19,6.28714821673706e-07,7.875077635368794e-17,6.435200557580024e-10,3.6182794388294757e-11,6.565778234681458e-06,7.922178529575535e-13,1.1847979016813617e-18,3.3948118847400916e-11,1.1400400444512605e-08,1.1135942741562435e-07,4.242250286934763e-12,1.516884546646811e-10,1.910977923929291e-05,8.109062465804038e-12,7.433952729292784e-16,2.0818991840826893e-12,2.1577123194795103e-11,6.226515342206817e-10,4.013958768813098e-14,2.793524377067429e-16,5.710210553121148e-13,9.278310272314827e-16,1.9155335766161958e-19,1.4372123235281052e-05,4.222746311940351e-08,4.833503337193669e-09,2.3702346958525492e-08,1.6435176135745008e-19,1.9859040066519243e-15,7.520992137606068e-17
