Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616)
0.019797274526033592,0.46547338464824883,3.996807563682226e-10,2.4669041156095356e-11,3.580735737605086e-09,5.043036304516242e-06,0.0,0.0,4.2558582150508214e-05,1.518855228929907e-05,2.0871418369795754e-05,4.053087368817612e-09,1.3316851794355755e-14,8.013957893284266e-33,8.562770058350543e-24,7.87951529238158e-16,5.85628961852122e-09,5.3354039823556633e-08,1.3531632526533472e-16,1.0648904407785113e-20,2.079324842838244e-08,4.924511623158689e-18,8.553734694877274e-18,1.9636977186071828e-10,1.4880970825014585e-12,1.4311045224743172e-08,3.683092068967114e-17,3.5333396275214866e-12,3.417379874154588e-12,2.680730552516978e-17,1.9916412098682613e-15,5.8648389306167406e-18,1.8935744536798563e-13,2.306646505022075e-11,3.76,0.0,0.7579040965412723,0.9998770917627694,7.155756783875081e-05,6.725740225837297e-07,0.010274364879031626,0.010295926969430448,3.244663445857202e-14,5.148567488227618e-19,1.3374124804175293e-05,2.209129010285878e-12,2.026351652912416e-09,2.4500156744485022e-08,1.167574858614366e-09,6.584918018352504e-05,3.1890532556887296e-05,5.048656411398578e-09,1.870453125508515e-12,1.0441849045537155e-05,4.1855414600826645e-10,4.7510742743158056e-11,6.514225504760571e-10,6.356770974462089e-11,4.897372376471401e-14,1.1470775824267022e-12,2.6716710742855575e-10,3.28516174308617e-12,3.010932598768957e-08,1.2445704327568592e-09,5.022430343788952e-10,7.031093191608751e-08,1.8708128567900205e-18,1.0302592923534847e-08,7.830673989916957e-10,2.722828742879944e-12,8.871651418961457e-19,1.2487666883073241e-17,2.1992746876717237e-19,2.7181269298737757e-12,5.0735405292097844e-20,3.4403126777828834e-16,1.1226525470176504e-18,7.340629130909464e-11,2.0401409581485206e-20,4.590885490402999e-19,6.958877254669593e-15,5.209495365092305e-07,4.403894608844043e-17,1.2172984012445596e-08,2.8189010421245292e-14,2.9140642219777357e-15,2.951743587501008e-21,6.936475085493074e-08,1.8544707055876444e-19,2.8323842063206166e-08,1.3568417916288189e-09
0.019975183208105998,0.4654811809893042,4.0401655550585245e-10,2.5102271323187438e-11,3.6323830913595707e-09,5.136258299003259e-06,0.0,0.0,4.2917974852544516e-05,1.5457937025290907e-05,2.1152553506548558e-05,4.198585648594156e-09,1.3848461237843748e-14,8.589692882176422e-33,8.883179184580726e-24,8.089985823802545e-16,5.988012904034884e-09,5.5177947857105095e-08,1.4126930627597345e-16,1.0996310505455392e-20,2.1167907354289746e-08,5.01333359050262e-18,8.817785748525345e-18,2.0391017978909756e-10,1.5342324735984297e-12,1.4796899451464069e-08,3.768588936250409e-17,3.673301918931881e-12,3.595759780746001e-12,2.8063104409382967e-17,2.0571895243686698e-15,6.1043848663466796e-18,1.9380691296943105e-13,2.3763986157837355e-11,3.76,0.0,0.7578104438846879,0.9998755973133641,7.295416974581729e-05,6.920927908580091e-07,0.010366038227939597,0.010387902250858045,3.273614068123578e-14,5.194506235934067e-19,1.337410481476591e-05,2.2580899827137917e-12,2.071438437851045e-09,2.481754647695128e-08,1.1827930913167707e-09,6.70623840419103e-05,3.246876009878985e-05,5.0534640102355375e-09,1.908236843056457e-12,1.0473295714861382e-05,4.25840574828517e-10,4.892261065978811e-11,6.628101213225896e-10,6.510069315639095e-11,5.0531559133331494e-14,1.182628951446725e-12,2.736330591554022e-10,3.3897120502928164e-12,3.041032059099762e-08,1.260670501886363e-09,5.155230003800272e-10,7.225756966710876e-08,1.9176910350624675e-18,1.0514471667082743e-08,7.991572147221358e-10,2.809436250112126e-12,9.153838367606979e-19,1.310948415135041e-17,2.2747229443968914e-19,2.7813267816643377e-12,5.234917262507811e-20,3.5471896919008165e-16,1.1526207655204185e-18,7.517999542625e-11,2.094600621088239e-20,4.712322102898129e-19,7.0850527645916774e-15,5.378628006935865e-07,4.523664766271072e-17,1.2454012320625293e-08,2.903346619942082e-14,3.0005451049168875e-15,3.030334817099953e-21,7.00086678263219e-08,1.8890316079412572e-19,2.8901760402775994e-08,1.3845015404514013e-09
0.020153091890178405,0.4654889773692854,4.083698028440573e-10,2.5540669111184918e-11,3.6844820802005188e-09,5.230475866770584e-06,0.0,0.0,4.3277283881857955e-05,1.5729584370034904e-05,2.143477518151668e-05,4.348336097969674e-09,1.4398137918674005e-14,8.762256852710343e-33,9.213398917890033e-24,8.304628959424562e-16,6.121787581215118e-09,5.705220766638166e-08,1.4743956963372435e-16,1.1352384888428119e-20,2.154589791067535e-08,5.102947993514361e-18,9.08845216529998e-18,2.1168368338015872e-10,1.5814514544344215e-12,1.5295619597153345e-08,3.855407653591186e-17,3.8179519787905364e-12,3.78222187790211e-12,2.936933543444865e-17,2.1244462753243444e-15,6.3518780281618744e-18,1.9832942086553705e-13,2.4477684957214726e-11,3.76,0.0,0.7577167792064374,0.9998740899042675,7.437075206466259e-05,7.120487063766941e-07,0.010457699495236268,0.010479867020975597,3.302560874993742e-14,5.24043894201677e-19,1.3374084652010691e-05,2.3077866652514736e-12,2.117206609028015e-09,2.5137432598273003e-08,1.1981332743209913e-09,6.829124217684475e-05,3.305418411982756e-05,5.0583490596697415e-09,1.9464998759980017e-12,1.050468029600691e-05,4.3318914286746825e-10,5.036788712608666e-11,6.742947767170989e-10,6.666279876840026e-11,5.2130052249645545e-14,1.2190758481052813e-12,2.802199172634925e-10,3.496992601758201e-12,3.0712472009595086e-08,1.276896779385838e-09,5.290559647981065e-10,7.42414348536668e-08,1.9654795574257556e-18,1.0729067372414362e-08,8.154529367386402e-10,2.8983036199088693e-12,9.443388416001303e-19,1.3758645651495757e-17,2.3524098386522084e-19,2.8456350286162466e-12,5.400504770854212e-20,3.656771693337082e-16,1.183182428059557e-18,7.698741625073418e-11,2.1501387169319692e-20,4.836073053752709e-19,7.212798624759992e-15,5.552128533740164e-07,4.645894413363471e-17,1.2740455829280597e-08,2.9900125755951635e-14,3.0892793274388267e-15,3.110474474167665e-21,7.065342166155569e-08,1.9239852386779143e-19,2.9487574354758136e-08,1.4125384855868778e-09
0.02033100057225081,0.46549677379542254,4.1274053024168816e-10,2.598427189449442e-11,3.7370332528792954e-09,5.32569279049449e-06,0.0,0.0,4.363651503341471e-05,1.6003494957304342e-05,2.1718086036255056e-05,4.502438175281034e-09,1.4966384244776426e-14,9.19235080168546e-33,9.553667844013565e-24,8.523501449854539e-16,6.257630266791981e-09,5.897786891972385e-08,1.5383353701071517e-16,1.1717279920070345e-20,2.1927219724088466e-08,5.193354796754663e-18,9.365863546501796e-18,2.1969574911389152e-10,1.629771349299671e-12,1.580745768017142e-08,3.943559880661067e-17,3.967420020682178e-12,3.977074669864868e-12,3.072769174277876e-17,2.1934450565427684e-15,6.607525345064561e-18,2.029256348013527e-13,2.5207820861433216e-11,3.76,0.0,0.7576231023260676,0.9998725694297128,7.580748673101187e-05,7.324485397359963e-07,0.0105493486677218,0.010571821277153774,3.331503862299162e-14,5.286365600088703e-19,1.3374064314494932e-05,2.3582251039321934e-12,2.1636618414679804e-09,2.5459818849870375e-08,1.213595643358522e-09,6.953587690804611e-05,3.364685470117417e-05,5.063312162450299e-09,1.985245277636834e-12,1.0536016271388224e-05,4.405998881892742e-10,5.1847187984492773e-11,6.858765661991112e-10,6.825443021726945e-11,5.377003536291261e-14,1.2564357475513566e-12,2.8692940176132465e-10,3.6070593324791977e-12,3.101579881861692e-08,1.2932494476647888e-09,5.428450406055841e-10,7.626298733183584e-08,2.014192956290227e-18,1.0946396952988571e-08,8.319558385197927e-10,2.989477090283021e-12,9.740452216086226e-19,1.4436197118034962e-17,2.4323930102331076e-19,2.911067399244809e-12,5.570389207785111e-20,3.769112210834923e-16,1.21434559154604e-18,7.882902061929346e-11,2.2067698868021272e-20,4.962166828825098e-19,7.342125763442377e-15,5.730082261471337e-07,4.7706192004401265e-17,1.3032402419925919e-08,3.0789489738585075e-14,3.1803174450203874e-15,3.1921833363548355e-21,7.129903117965961e-08,1.9593350390338735e-19,3.0081346045045187e-08,1.4409555810769458e-09
0.020508909254323218,0.4655045702749783,4.1712875972693754e-10,2.6433116963728685e-11,3.790037179897355e-09,5.421912857213373e-06,0.0,0.0,4.3995673994281726e-05,1.6279669528741142e-05,2.200248908703886e-05,4.660993185313152e-09,1.5553713560582808e-14,1.0033742195397452e-32,9.90422913357878e-24,8.746661005211194e-16,6.39555760642062e-09,6.095599586735277e-08,1.6045778011654607e-16,1.2091149933822002e-20,2.2311872420576476e-08,5.2845539649277985e-18,9.650151691074908e-18,2.2795193101542556e-10,1.6792096329465463e-12,1.6332669092654365e-08,4.0330574234105783e-17,4.121839116710585e-12,4.180636179701348e-12,3.2139912601119014e-17,2.26421993950933e-15,6.8715378077852265e-18,2.075962229404928e-13,2.5954655499274835e-11,3.76,0.0,0.7575294130628899,0.9998710357837041,7.726454585756504e-05,7.532991159145616e-07,0.010640985732072042,0.010663765017087493,3.360443025832047e-14,5.332286203709646e-19,1.3374043800800851e-05,2.4094113688903195e-12,2.2108098236395006e-09,2.5784709052161787e-08,1.2291804384593467e-09,7.079641073876501e-05,3.42468218732687e-05,5.068353922606119e-09,2.02447611603276e-12,1.056731688397262e-05,4.48072851716695e-10,5.336113736172583e-11,6.975555426867035e-10,6.987599476993731e-11,5.545235343032548e-14,1.2947263739192768e-12,2.9376325249846024e-10,3.719969027488417e-12,3.132031894449187e-08,1.3097286930995845e-09,5.568933597275775e-10,7.832269171888713e-08,2.063845958898099e-18,1.116647737707876e-08,8.486671975922489e-10,3.0830035996106897e-12,1.004518270199184e-18,1.5143218137301174e-17,2.5147314055981865e-19,2.9776398213161896e-12,5.744658032107661e-20,3.884265590941163e-16,1.2461184408457328e-18,8.070527954515389e-11,2.2645090048157312e-20,5.090632087456101e-19,7.473045097835933e-15,5.912575664814632e-07,4.89787508510377e-17,1.3329941136858019e-08,3.170206950375815e-14,3.273711090539435e-15,3.2754825343199688e-21,7.194551550439237e-08,1.995084459686022e-19,3.0683137465860304e-08,1.4697557743002662e-09
0.020686817936395624,0.4655123668152467,4.2153452486667315e-10,2.6887242000781105e-11,3.843494454753137e-09,5.519139858818587e-06,0.0,0.0,4.43547663466767e-05,1.6558108931828618e-05,2.2287987718918298e-05,4.824104306017189e-09,1.6160650030452275e-14,1.0513144833752199e-32,1.0265330329657578e-23,8.974165315190546e-16,6.535586270636824e-09,6.298766744951601e-08,1.6731902232686508e-16,1.2474150630203353e-20,2.2699855625681584e-08,5.376545462883547e-18,9.941449978995103e-18,2.36457871448115e-10,1.7297839409131625e-12,1.6871512623791168e-08,4.123912043446087e-17,4.281345243421644e-12,4.3932341726988246e-12,3.360778517477585e-17,2.3368054894093343e-15,7.144130545891815e-18,2.1234185551135363e-13,2.671845271988585e-11,3.76,0.0,0.7574357112359743,0.9998694888600117,7.874210174263238e-05,7.74607314370229e-07,0.010732610674838146,0.010755698238789803,3.389378361345225e-14,5.378200746373257e-19,1.3374023109507547e-05,2.461351546738386e-12,2.2586562617862523e-09,2.6112107175928684e-08,1.2448879071686232e-09,7.207296636158184e-05,3.485413561765587e-05,5.07347494587112e-09,2.0641954680691258e-12,1.0598595143648712e-05,4.556080732092417e-10,5.491036772638432e-11,7.09331758468888e-10,7.152790332627686e-11,5.717786390149664e-14,1.3339656928223393e-12,3.0072322938664437e-10,3.835779317445384e-12,3.162604966652411e-08,1.3263347096885746e-09,5.712040730440224e-10,8.042101741955673e-08,2.1144534886402837e-18,1.1389325667575823e-08,8.655882955153219e-10,3.1789307841956406e-12,1.0357735081538681e-18,1.5880823457285736e-17,2.599485308673073e-19,3.045368424277171e-12,5.92340000272918e-20,4.002286931881858e-16,1.2785091655836595e-18,8.26166682212522e-11,2.3233709532545577e-20,5.22149766249453e-19,7.605567534468611e-15,6.099696385989731e-07,5.0276983331937797e-17,1.3633162200279866e-08,3.263838425677539e-14,3.3695126859858206e-15,3.3603931772445453e-21,7.259289406895589e-08,2.031236957003721e-19,3.1293010469949765e-08,1.4989420056939823e-09
0.02086472661846803,0.46552016342355446,4.2595784772804095e-10,2.7346684570501987e-11,3.897405692011143e-09,5.617377591713318e-06,0.0,0.0,4.471379757099982e-05,1.6838814117911595e-05,2.257458567994219e-05,4.9918766159109925e-09,1.6787729117085808e-14,1.0499217255091968e-32,1.0637223817905072e-23,9.206073109623228e-16,6.677732964434265e-09,6.507397740634079e-08,1.7442414252577228e-16,1.2866439753462237e-20,2.309116896443696e-08,5.469329255619247e-18,1.0239894096818462e-17,2.452193019171577e-10,1.781512065703704e-12,1.7424250492233032e-08,4.2161356648793426e-17,4.446077326104296e-12,4.615206384513628e-12,3.5133145311657285e-17,2.4112367659384726e-15,7.42552287404387e-18,2.171632052706582e-13,2.7499478597823053e-11,3.76,0.0,0.7573419966641397,0.9998679285521666,8.024032687853694e-05,7.963800691334422e-07,0.010824223482446155,0.010847620940586018,3.4183098645520174e-14,5.424109221520751e-19,1.3374002239190913e-05,2.5140517494135402e-12,2.307206888098863e-09,2.6442017262391224e-08,1.2607183009437012e-09,7.336566666356825e-05,3.546884586849512e-05,5.0786758403237376e-09,2.1044064261006283e-12,1.0629863833450081e-05,4.632055955668149e-10,5.649551996903922e-11,7.212052694746874e-10,7.321057045075068e-11,5.894743723549093e-14,1.3741719243611337e-12,3.078111126257176e-10,3.95454870309869e-12,3.193300761932681e-08,1.3430676949568704e-09,5.85780350396126e-10,8.255843865115801e-08,2.1660306669664447e-18,1.1614958903706204e-08,8.827204180104237e-10,3.2773069971299666e-12,1.0678266898270245e-18,1.6650163583443484e-17,2.6867163669339184e-19,3.1142695421572182e-12,6.106705214453348e-20,4.123232172618386e-16,1.3115260942065265e-18,8.456366605582906e-11,2.3833708671819588e-20,5.354792560348962e-19,7.739703969528515e-15,6.291533243578191e-07,5.160125519962118e-17,1.3942157019461952e-08,3.359896445413207e-14,3.4677757853992138e-15,3.4469367576873135e-21,7.324118662085581e-08,2.0677959941024958e-19,3.191102676494665e-08,1.528517208483455e-09
0.021042635300540437,0.4655279601072593,4.303987642350268e-10,2.781148268275117e-11,3.951771528703317e-09,5.716629857366915e-06,0.0,0.0,4.507277304875604e-05,1.7121786140267614e-05,2.2862287075548858e-05,5.1644171213477835e-09,1.7435497409423564e-14,1.1128195663993084e-32,1.1020166336301927e-23,9.442442997422696e-16,6.822014424646404e-09,6.72160343895017e-08,1.8178017658992518e-16,1.3268176364975098e-20,2.3485812061363436e-08,5.562905308281863e-18,1.0545621265977685e-17,2.5424204388429574e-10,1.8344119595459922e-12,1.799114836890029e-08,4.3097401463478265e-17,4.616177285983245e-12,4.846900753980197e-12,3.671787860143291e-17,2.487549330798631e-15,7.715938362687131e-18,2.2206094703033868e-13,2.8298001437911712e-11,3.76,0.0,0.7572482691659462,0.9998663547534531,8.175939395999081e-05,8.186243689052642e-07,0.01091582414119663,0.010939533121107963,3.447237531126116e-14,5.47001162252538e-19,1.3373981188423545e-05,2.567518104773552e-12,2.3564674531616463e-09,2.677444350863428e-08,1.2766718790064438e-09,7.467463473196595e-05,3.609100251433991e-05,5.083957215805372e-09,2.1451120907474694e-12,1.0661135515624755e-05,4.708654600698836e-10,5.811724345867577e-11,7.331761305333872e-10,7.492441437251736e-11,6.076195659584863e-14,1.4153635331021904e-12,3.1502870293144273e-10,4.0763365463542455e-12,3.2241208796922045e-08,1.3599278543348787e-09,6.006253805894798e-10,8.473543446740857e-08,2.218592814669401e-18,1.1843394220424084e-08,9.000648549144006e-10,3.3781813023376847e-12,1.1006938011390054e-18,1.7452426084903186e-17,2.7764876197545874e-19,3.184359716053099e-12,6.294665086143781e-20,4.247158011198587e-16,1.3451775466054747e-18,8.654675667284906e-11,2.444523865565942e-20,5.490545961024008e-19,7.875465289252144e-15,6.4881762413727e-07,5.2951935310390505e-17,1.4257018206029663e-08,3.4584348302427545e-14,3.5685547214935124e-15,3.535134708149449e-21,7.389041322679257e-08,2.1047650367945545e-19,3.2537247907895214e-08,1.558484308419712e-09
0.021220543982612843,0.46553575687375126,4.348572957123461e-10,2.8281674165121285e-11,4.006592621933968e-09,5.816900461899489e-06,0.0,0.0,4.5431698065482235e-05,1.74070261522256e-05,2.315109636311127e-05,5.341834784529232e-09,1.8104513184305784e-14,1.2100661210056525e-32,1.1414419792176381e-23,9.683334775501582e-16,6.968447422103048e-09,6.941496207303725e-08,1.8939432161040165e-16,1.3679521687156403e-20,2.388378454046552e-08,5.657273586170057e-18,1.0858771140150289e-17,2.6353200957556823e-10,1.8885017296120074e-12,1.8572475410614307e-08,4.4047375382212495e-17,4.7917900850639856e-12,5.08867565830725e-12,3.836392121810844e-17,2.5657792476680473e-15,8.015604883064664e-18,2.270357582654844e-13,2.91142917804808e-11,3.76,0.0,0.7571545285596882,0.9998647673569032,8.329947589222346e-05,8.413472571635836e-07,0.011007412637264201,0.011031434779288397,3.476161356701444e-14,5.515907942709592e-19,1.337395995577466e-05,2.6217567677414296e-12,2.406443727894943e-09,2.7109390167110194e-08,1.2927489038070266e-09,7.599999385915532e-05,3.672065539954424e-05,5.089319684007547e-09,2.1863155792166543e-12,1.0692422537564567e-05,4.785877116869215e-10,5.977619612581265e-11,7.452444006422625e-10,7.666985702086441e-11,6.262231848624667e-14,1.4575592444053656e-12,3.223778217643143e-10,4.201203099800774e-12,3.2550668557470795e-08,1.3769153960064374e-09,6.157423714018338e-10,8.695248878130395e-08,2.272155453873412e-18,1.207464880995146e-08,9.176229002953319e-10,3.481603497221014e-12,1.134391067030344e-18,1.8288836147579675e-17,2.868863525781272e-19,3.2556556971933005e-12,6.487372403770789e-20,4.3741220140132205e-16,1.3794720010372273e-18,8.856642795183882e-11,2.5068453557650483e-20,5.628787218182207e-19,8.012862370231353e-15,6.689716577238638e-07,5.432939563663885e-17,1.4577839587287521e-08,3.5595086033008625e-14,3.6719050370363484e-15,3.625008900654291e-21,7.454059427767417e-08,2.1421475554859325e-19,3.317173529994659e-08,1.5888462235251235e-09
0.02139845266468525,0.4655435537304506,4.393334814170367e-10,2.875729738507405e-11,4.061869650922516e-09,5.918193216844527e-06,0.0,0.0,4.579057781353063e-05,1.76945354053354e-05,2.344101834662521e-05,5.524240551255981e-09,1.8795346133043526e-14,1.1835271321202446e-32,1.1820250335015968e-23,9.92880794031546e-16,7.117048757192029e-09,7.167189926480316e-08,1.9727393708482051e-16,1.4100638161001908e-20,2.4285086025228244e-08,5.752434054736256e-18,1.1179484837258967e-17,2.7309520279784184e-10,1.9437996481221983e-12,1.9168504281048237e-08,4.501139788070337e-17,4.973063774710665e-12,5.340900152729357e-12,4.007326166218583e-17,2.645963097938739e-15,8.324754691449603e-18,2.3208831850243506e-13,2.994862240632476e-11,3.76,0.0,0.7570607746633856,0.9998631662552924,8.486074579910597e-05,8.645558322668125e-07,0.01109898895669719,0.011123325914355556,3.505081336872035e-14,5.56179817532491e-19,1.3373938539810057e-05,2.6767739082855713e-12,2.457141502394875e-09,2.7446861657640704e-08,1.3089496460809488e-09,7.734186754831933e-05,3.735785432603308e-05,5.094763858457052e-09,2.2280200160991085e-12,1.072373703756923e-05,4.863723929879914e-10,6.14730445143803e-11,7.574101369087224e-10,7.844732402090845e-11,6.452943231799808e-14,1.500778030586588e-12,3.298603115621717e-10,4.329209492835186e-12,3.2861401629657636e-08,1.3940305366514338e-09,6.311345495863473e-10,8.921009038682867e-08,2.3267343092024266e-18,1.2308739920746336e-08,9.35395852373574e-10,3.587624103082031e-12,1.168934948254093e-18,1.9160658124117836e-17,2.9639099951373753e-19,3.3281744494259424e-12,6.684921301586948e-20,4.504182509008621e-16,1.414417903687799e-18,9.062317202335852e-11,2.5703506861823076e-20,5.769545859183729e-19,8.151906079799624e-15,6.896246651998806e-07,5.573401127617311e-17,1.4904716219685058e-08,3.663173526512411e-14,3.777883016395396e-15,3.716581078284398e-21,7.519175049359563e-08,2.1799470204357794e-19,3.381455018120433e-08,1.6196058638462868e-09
0.021576361346757656,0.4655513506848103,4.438273406938098e-10,2.9238390413074296e-11,4.117603313979303e-09,6.0205119385051324e-06,0.0,0.0,4.6149417394856994e-05,1.7984315247584452e-05,2.373205817155129e-05,5.711747379642293e-09,1.9508578064750433e-14,1.2904624800770285e-32,1.2237929734207823e-23,1.0178923423979546e-15,7.26783526827495e-09,7.398800001822859e-08,2.0542654969106597e-16,1.4531690572018087e-20,2.4689716138612978e-08,5.848386679588793e-18,1.1507906114438402e-17,2.8293771975736103e-10,2.0003241438713082e-12,1.9779511187126508e-08,4.5989590851806036e-17,5.160149540835693e-12,5.603954213705441e-12,4.1847941342316095e-17,2.72813797678021e-15,8.643624466291747e-18,2.3721931010085036e-13,3.0801268342202094e-11,3.76,0.0,0.7569670072947773,0.9998615513411314,8.64433770309906e-05,8.882572475611134e-07,0.011190553085417167,0.01121520652582787,3.5339974671918974e-14,5.607682313575115e-19,1.3373916939091977e-05,2.73257572593106e-12,2.508566591897316e-09,2.778686243358985e-08,1.3252743788053582e-09,7.870037951809923e-05,3.800264905454476e-05,5.100290354924539e-09,2.270228544287094e-12,1.0755090950488781e-05,4.94219551196105e-10,6.320846387166319e-11,7.696734015529471e-10,8.025724473687187e-11,6.648422121648834e-14,1.545039132240912e-12,3.3747803597559495e-10,4.460417768495808e-12,3.317342211931045e-08,1.4112734945828373e-09,6.46805160881446e-10,9.15087329799623e-08,2.3823453099406344e-18,1.2545684859796945e-08,9.533850136949344e-10,3.6962943932913285e-12,1.2043421506535992e-18,2.0069195867088126e-17,3.0616944145726733e-19,3.4019331525128754e-12,6.887407315736959e-20,4.637398728578897e-16,1.4500238916080436e-18,9.271748531768067e-11,2.635055552839542e-20,5.912851585164342e-19,8.29260727630324e-15,7.107860078329158e-07,5.716616046561381e-17,1.5237744402299385e-08,3.769486676510316e-14,3.886546267306171e-15,3.809873517827398e-21,7.584390292900198e-08,2.218166904967568e-19,3.44657536257207e-08,1.6507661312141278e-09
0.021754270028830063,0.4655591477443128,4.483389177669418e-10,2.972499201666413e-11,4.173794331390407e-09,6.123860448978866e-06,0.0,0.0,4.650822182366088e-05,1.8276367121666847e-05,2.402422131979933e-05,5.904470268330079e-09,2.0244802456279565e-14,1.3259539031788204e-32,1.2667733720792485e-23,1.0433741547439873e-15,7.420823824772911e-09,7.636443374565588e-08,2.1385985391363094e-16,1.497284473669429e-20,2.5097674503054425e-08,5.945131426493985e-18,1.1844180016755291e-17,2.9306574989194136e-10,2.058093812571964e-12,2.040577589736932e-08,4.698207451821112e-17,5.3532017542631544e-12,5.878228987216548e-12,4.3690056274663733e-17,2.812341509012208e-15,8.972455399265721e-18,2.4242941738138543e-13,3.167250686587993e-11,3.76,0.0,0.7568732262713124,0.9998599225066628,8.804754317261915e-05,9.124587114875824e-07,0.01128210500921855,0.011307076613508799,3.562909743174882e-14,5.653560350588223e-19,1.3373895152179085e-05,2.789168433066801e-12,2.5607248291110567e-09,2.8129397137730248e-08,1.3417233842402688e-09,8.007565370829063e-05,3.865508930641744e-05,5.105899790886768e-09,2.312944312249423e-12,1.0786496013208428e-05,5.021292298255809e-10,6.498313819376479e-11,7.820342535890407e-10,8.210005225910325e-11,6.848762135673819e-14,1.5903620376736846e-12,3.452328801059173e-10,4.5948908591731055e-12,3.348674351777507e-08,1.4286444977414147e-09,6.627574700139506e-10,9.384891517862513e-08,2.4390045910337904e-18,1.2785500991023316e-08,9.715916910086785e-10,3.807666375740178e-12,1.240629619327989e-18,2.1015794603921142e-17,3.162285682890769e-19,3.4769492045668104e-12,7.094927350243641e-20,4.773830658014728e-16,1.4862985291233704e-18,9.484986855051909e-11,2.7009755187017874e-20,6.058734271078324e-19,8.43497680949104e-15,7.324651689681737e-07,5.862622458912826e-17,1.5577021690483902e-08,3.878505787503178e-14,3.997953056461438e-15,3.904908248255154e-21,7.649707297780234e-08,2.256810679424969e-19,3.512540653662456e-08,1.6823299190103487e-09
0.02193217871090247,0.46556694491647366,4.5286822785295375e-10,3.021714046814202e-11,4.230443441246129e-09,6.228242575132713e-06,0.0,0.0,4.686699602904444e-05,1.8570692563298916e-05,2.4317513604857216e-05,6.102526285981648e-09,2.1004625396371163e-14,1.371610973852592e-32,1.3109944356136965e-23,1.0693324488629973e-15,7.576031336180504e-09,7.880238533082816e-08,2.225817177498433e-16,1.542426911658624e-20,2.5508960740456166e-08,6.042668261378304e-18,1.2188454545687552e-17,3.034855766946116e-10,2.1171274052070418e-12,2.104758178274155e-08,4.798897237405981e-17,5.552378015727264e-12,6.164127039400606e-12,4.560175755556e-17,2.8986118420224043e-15,9.311493223263184e-18,2.477193277565231e-13,3.2562617511914726e-11,3.76,0.0,0.756779431410145,0.9998582796438539,8.967341805067491e-05,9.371674876971722e-07,0.011373644713768137,0.011398936177481844,3.591818160294536e-14,5.699432279450023e-19,1.337387317762636e-05,2.8465582756405017e-12,2.6136220720108246e-09,2.847447041059834e-08,1.3582969452688381e-09,8.146781428409866e-05,3.931522476462114e-05,5.111592786047163e-09,2.3561704895959306e-12,1.081796377002265e-05,5.101014787120103e-10,6.6797760326523e-11,7.944927587895492e-10,8.397618345979385e-11,7.054058308343837e-14,1.636766513231114e-12,3.531267507451059e-10,4.732692637583384e-12,3.3801378710021934e-08,1.4461437738644087e-09,6.78994760711539e-10,9.623114054220166e-08,2.496728495528322e-18,1.3028205738320352e-08,9.900171954975637e-10,3.921792831820966e-12,1.277814551473296e-18,2.2001840978869648e-17,3.2657542354197104e-19,3.5532402256630564e-12,7.30757975122067e-20,4.913539237481771e-16,1.5232506266884183e-18,9.702082678569203e-11,2.7681265950716525e-20,6.207223965794582e-19,8.579025520739691e-15,7.546717549216754e-07,6.011458819323768e-17,1.5922646909505187e-08,3.990290082368983e-14,4.112163149770586e-15,4.0017079927176465e-21,7.71512823786971e-08,2.2958818164964705e-19,3.5793569641393486e-08,1.7143001119407769e-09
