Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783)
8.034203232639187e-11,0.5268101391180547,1.7829845579302863e-18,4.244445208164418e-23,4.0399311735082387e-17,1.4988337444362491e-22,0.0,0.0,4.088579909657425e-13,1.4527927722116612e-21,7.28395579691038e-25,1.2536200266308633e-26,3.615769730370057e-36,1.526973976386261e-44,2.5778111134609563e-32,1.0538885508843593e-22,3.4605296756858505e-20,6.517939991955443e-27,3.7142283932399326e-42,5.1785970033986375e-42,1.3631542929452996e-22,1.7556038711832154e-34,2.037451353967501e-20,8.12883617389553e-40,3.784883932905072e-29,1.426989924423105e-35,5.771942356850397e-34,2.449819132707776e-42,3.915953434169635e-43,4.5820551558909954e-45,4.4976626820392746e-35,1.8734284887618945e-43,1.5064753626948494e-33,4.357410264958351e-57,3.76,0.0,0.9528263031991745,0.9999927951672881,3.3199510180496072e-21,4.009954441324504e-26,8.027210655435696e-10,8.027210655456214e-10,2.9353438614807773e-22,2.031752595446724e-27,7.204832302720772e-06,1.4829937404285337e-25,1.241370099234758e-27,4.0883407353191755e-13,1.45620345876797e-17,1.6687800446048814e-21,2.4545164188712187e-18,4.876682551275043e-12,1.6350964932151055e-24,4.040261981774411e-17,1.3679532828523479e-21,4.421789807646139e-26,1.2178850012718317e-22,2.537215254908803e-19,1.28550719522042e-36,1.2402893824496755e-32,2.048660078695068e-20,1.9707519549984786e-40,3.460533740489154e-20,5.945704269010988e-18,3.194988805407017e-30,1.8675115474217597e-36,2.1475622373665786e-34,4.490394912392472e-28,2.297615025688278e-33,1.0485236624852559e-45,3.816467795995928e-50,3.1788194283196166e-53,6.515974059929442e-46,2.1145310449632934e-36
9.674073492625745e-11,0.5268101391332096,2.3285703703271744e-18,5.490609647063016e-23,5.857319880965275e-17,2.31536605625547e-22,0.0,0.0,4.923105339716638e-13,2.10638058764848e-21,1.271635532121176e-24,2.1873398391675786e-26,6.469064206238696e-36,2.663137510986442e-44,3.734433459708541e-32,1.5268485548761639e-22,5.0173262498859195e-20,1.1373840577286484e-26,7.585214367757652e-42,9.040478153552404e-42,1.9764150548846554e-22,3.0646699034231427e-34,2.450737760155435e-20,2.056019082346142e-39,6.607434723985314e-29,2.972087837120635e-35,1.0076587100100987e-33,5.458343583569388e-42,9.90467595331016e-43,1.1589440681993166e-44,9.453621840971359e-35,4.736617047871591e-43,3.166779986567054e-33,1.5947192550682378e-56,3.76,0.0,0.952826303034749,0.9999915112182394,5.795958281035816e-21,7.000621715356401e-26,9.665653651784186e-10,9.665653651813927e-10,4.250303749711678e-22,2.9452411830128312e-27,8.488781268076428e-06,2.149950632650575e-25,1.8441293357832434e-27,4.922756023339197e-13,2.1112578923297167e-17,2.9133187374769355e-21,3.558734138039736e-18,5.872057782656901e-12,2.370562186532774e-24,5.857897629089489e-17,1.9833196871272587e-21,6.486453745807657e-26,1.7657683822357898e-22,3.6785615142132555e-19,2.7021901324633087e-36,2.1653025229777556e-32,2.4669784234592738e-20,4.981359199468523e-40,5.017333346318261e-20,8.618941434945821e-18,5.577782058828555e-30,3.925758643691771e-36,4.4142048262174256e-34,7.838739304576801e-28,4.829369920611822e-33,3.1843953474793815e-45,1.158516283787175e-49,9.658680475279186e-53,1.6439392663031533e-45,4.5415811122438936e-36
9.999999999999999e-11,0.5268101391483645,2.444344983242877e-18,5.758027711506768e-23,6.258619619160039e-17,2.5042136921678487e-22,0.0,0.0,5.088968480247697e-13,2.2507024649074254e-21,1.4045384847427375e-24,2.4156753316871935e-26,7.179545779995523e-36,2.9408877663020005e-44,3.989647462764743e-32,1.6312151729931733e-22,5.3610876431706303e-20,1.2561418042136732e-26,8.61713550670147e-42,9.985267968982808e-42,2.1118321086061075e-22,3.3849098216765137e-34,2.5327752597634672e-20,2.4262425230738963e-39,7.297949981506032e-29,3.397270746527708e-35,1.1129705705790505e-33,6.301971042716188e-42,1.16882134455239e-42,1.367635048691852e-44,1.0793196657181547e-34,5.589115861861178e-43,3.6155852621749245e-33,2.010932780610762e-56,3.76,0.0,0.9528263030020692,0.9999912628942121,6.4017083695813896e-21,7.732286911369631e-26,9.99129648848061e-10,9.99129648851239e-10,4.540331180101129e-22,3.1469191441868733e-27,8.737105278636667e-06,2.2972116712710636e-25,1.9797977823916484e-27,5.088594797333863e-13,2.2558995486974322e-17,3.2177900947568272e-21,3.8025600298528906e-18,6.069889600785348e-12,2.5329556588421172e-24,6.259257788737131e-17,2.1191984937060214e-21,6.946570235288402e-26,1.8867477543842955e-22,3.930581344331364e-19,3.085132006864385e-36,2.3916058879267832e-32,2.5501264093475573e-20,5.877605480786361e-40,5.3610954812937943e-20,9.20913349622742e-18,6.160726142689156e-30,4.482137699532645e-36,5.017423363518991e-34,8.657860244174613e-28,5.5136950863100465e-33,3.8830722723423804e-45,1.4125662782777488e-49,1.1778960992443397e-52,1.9389933790981997e-45,5.2066654767220695e-36
1.1313943752612303e-10,0.5268101391483645,2.9357623197880238e-18,6.907343608477823e-23,8.011245853692459e-17,3.3614122054401485e-22,0.0,0.0,5.757631154514049e-13,2.8810191802655445e-21,2.0340995826748012e-24,3.496881236354475e-26,1.0598325642818556e-35,4.2556884167331886e-44,5.103576103336469e-32,2.0867646618668344e-22,6.862434919546495e-20,1.818520525255908e-26,1.3863968318956038e-41,1.446070030139654e-41,2.7032575165386105e-22,4.901794168756968e-34,2.8631537263180525e-20,4.496616097572403e-39,1.0568842046414846e-28,5.631422256431605e-35,1.6118296255239206e-33,1.0788987396292704e-41,2.166221819631502e-42,2.5346881915618907e-44,1.76833161133791e-34,1.0355405768863157e-42,5.924175830936694e-33,4.763814834738791e-56,3.76,0.0,0.9528263028703235,0.9999902841892899,9.271137568716772e-21,1.11981937707226e-25,1.1304096647848343e-09,1.1304096647889021e-09,5.80573834298864e-22,4.027606518953502e-27,9.715810134074917e-06,2.9403161910931904e-25,2.5819381648526292e-27,5.757150915562186e-13,2.887597433165618e-17,4.660055811708498e-21,4.867447651487428e-18,6.86742964749631e-12,3.242167634184993e-24,8.01217026660959e-17,2.7126284235356835e-21,8.971590358022435e-26,2.4151122363230377e-22,5.031238036149559e-19,5.0548880192296306e-36,3.463605044047719e-32,2.8853524280041215e-20,1.0887723802924726e-39,6.862446271086676e-20,1.17863873076174e-17,8.922117710245329e-30,7.344091707727948e-36,8.075169271796764e-34,1.2537834946230843e-27,9.033543383355508e-33,8.131001488250496e-45,2.956723855649529e-49,2.4673876243713855e-52,3.586401459914562e-45,8.670310751323855e-36
1.2953814012598861e-10,0.5268101391635194,3.604568882465798e-18,8.512821389329887e-23,1.0501690330838841e-16,4.661506171535301e-22,0.0,0.0,6.592157401181952e-13,3.776708607369712e-21,3.0529437668416508e-24,5.245448375243017e-26,1.6282575754537792e-35,6.380918072907712e-44,6.684710291627103e-32,2.7334372582106427e-22,8.995849035934755e-20,2.728138445628536e-26,2.3361931129442716e-41,2.1703447467167241e-41,3.543681677893467e-22,7.3563683558022205e-34,3.27470110077806e-20,8.845540684932138e-39,1.5862037724434994e-28,9.922461232382908e-35,2.419144622257347e-33,1.95338820398053e-41,4.261333055295997e-42,4.9861633715260635e-44,3.0384064424721125e-34,2.036334119192028e-42,1.0180162118775664e-32,1.2266126496179862e-55,3.76,0.0,0.9528263027058981,0.9999891115570299,1.391482775340397e-20,1.680723898345059e-25,1.2942539643628171e-09,1.294253964368149e-09,7.600695703189995e-22,5.278751585212518e-27,1.088844231065358e-05,3.8540544883390617e-25,3.461582142036821e-27,6.591525463339129e-13,3.7852104560488776e-17,6.99409100586338e-21,6.380652105787748e-18,7.862798145811727e-12,4.24988929056317e-24,1.0503078045470731e-16,3.5558702982960775e-21,1.188718018899498e-25,3.1659125797610086e-22,6.59522672715015e-19,8.686082240096192e-36,5.198465961508221e-32,3.303782113736351e-20,2.1405005973109112e-39,8.995866073461179e-20,1.5447760545049776e-17,1.3390950300611534e-29,1.2620288912760976e-35,1.3570890556145453e-33,1.8816391544307757e-27,1.5521824648612593e-32,1.828970687081138e-44,6.647609028504989e-49,5.552666415420981e-52,7.037461277189445e-45,1.5187849510257628e-35
1.4593684272585418e-10,0.5268101391786743,4.3349985365405814e-18,1.0325216736873084e-22,1.3328634601739843e-16,6.240185302699518e-22,0.0,0.0,7.426684124793984e-13,4.793448932954165e-21,4.365322673910536e-24,7.496100149066657e-26,2.3819041338182037e-35,9.114808354843012e-44,8.477308456873953e-32,3.466667162949923e-22,1.1417561967643612e-19,3.899111425270553e-26,3.699575272165857e-41,3.103298198916112e-41,4.497687538935336e-22,1.051774913022947e-33,3.6853817278710015e-20,1.6051643215216763e-38,2.267991947316642e-28,1.649796910156762e-34,3.4590391122130874e-33,3.3068618056902017e-41,7.732938672185677e-42,9.048258519102552e-44,4.893988558196326e-34,3.6939319122100575e-42,1.6398963074364022e-32,2.821245688504551e-55,3.76,0.0,0.9528263025414726,0.9999879909099204,1.9896358282636e-20,2.4032321021977e-25,1.458098263912367e-09,1.4580982639191334e-09,9.63422766062569e-22,6.698579403703317e-27,1.2009089336443296e-05,4.8911300260234455e-25,4.489650648720873e-27,7.42587971595842e-13,4.8040853439161884e-17,1.0000515737290315e-20,8.09834268052408e-18,8.858163277621104e-12,5.393703645467129e-24,1.3330619166048297e-16,4.513036118467165e-21,1.5242508453501785e-25,4.018165428866915e-22,8.370509507525105e-19,1.3991727400661768e-35,7.43315208916119e-32,3.7222675020627506e-20,3.882017366995822e-39,1.1417586329435877e-19,1.960278006036041e-17,1.914722335934666e-29,2.0329909495139324e-35,2.1381808383676256e-33,2.6903049033614704e-27,2.5001302275291257e-32,3.7352114309754985e-44,1.3569570495687983e-48,1.1345168374773576e-51,1.2738914372291867e-44,2.491394193328017e-35
1.6233554532571975e-10,0.526810139193829,5.127059762071829e-18,1.2362702895021947e-22,1.6492060002950378e-16,8.121990315947522e-22,0.0,0.0,8.261211368456087e-13,5.931240227407518e-21,6.0083894542550944e-24,1.0311750518574672e-25,3.352313307502754e-35,1.2533032563021066e-43,1.048084421184378e-31,4.286255626509338e-22,1.4127567099897608e-19,5.364251778625324e-26,5.578341455434159e-41,4.2713671410682354e-41,5.565275099650256e-22,1.4475258147327051e-33,4.095197447957542e-20,2.733617432842712e-38,3.121535096000164e-28,2.6157252200900983e-34,4.760946279556397e-33,5.308284892119666e-41,1.316942375144696e-41,1.5409431465046967e-43,7.492138459032296e-34,6.288578955376074e-42,2.5107521908155886e-32,5.938806920777341e-55,3.76,0.0,0.9528263023770471,0.9999869199433512,2.738504920032918e-20,3.3077998855126347e-25,1.6219425634334846e-09,1.6219425634418556e-09,1.1905389799104013e-21,8.286993036359287e-27,1.3080055822339129e-05,6.051507733562637e-25,5.672548650380685e-27,8.260213720736923e-13,5.944210487573439e-17,1.3764413124158377e-20,1.0020514586536844e-17,9.853525042941942e-12,6.673587222892831e-24,1.6494791874992215e-16,5.584116691946503e-21,1.904620691009856e-25,4.9718668000464315e-22,1.0357068310949153e-18,2.1421237957406587e-35,1.023092807683574e-31,4.140808614390155e-20,6.607378425103999e-39,1.4127600631638092e-19,2.42511650160627e-17,2.635386944668395e-29,3.11262902884196e-35,3.202237283856227e-33,3.70263794192412e-27,3.8274413258406036e-32,7.0698057474531e-44,2.567145295887158e-48,2.1483450730049525e-51,2.164082997687574e-44,3.880554422358835e-35
1.7873424792558532e-10,0.526810139208984,5.980761040856501e-18,1.4643452648376603e-22,1.9991947915428808e-16,1.0331465297542314e-21,0.0,0.0,9.095739173393903e-13,7.190082567234335e-21,8.019295826696596e-24,1.3755168844236375e-25,4.572842413565504e-35,1.6710956354191923e-43,1.269479234532917e-31,5.192004329404137e-22,1.7125857833885943e-19,7.1563106739072e-26,8.08406267500929e-41,5.701001542958867e-41,6.746444360024289e-22,1.9318182065796856e-33,4.504150097435606e-20,4.4227295844533967e-38,4.16611618643393e-28,3.985607547972733e-34,6.35429708111156e-33,8.161098383611581e-41,2.130705310665976e-41,2.493116887228897e-43,1.1008563691004437e-33,1.017070154553282e-41,3.6895494183923034e-32,1.1639132022796661e-54,3.76,0.0,0.9528263022126217,0.9999858964548892,3.655021116833405e-20,4.414882676167644e-25,1.7857868629261692e-09,1.7857868629363156e-09,1.4413241440964904e-21,1.004389558518256e-26,1.4103544200708167e-05,7.335152966934116e-25,7.016507856579949e-27,9.094527523107511e-13,7.205574285412912e-17,1.8370858006925415e-20,1.2147163064254083e-17,1.0848883441791305e-11,8.089516579881411e-24,1.9995594462413136e-16,6.7691028274690654e-21,2.3306293601542746e-25,6.027012709792432e-22,1.2554885083968731e-18,3.147747440481478e-35,1.3655056447522501e-31,4.5594054721254527e-20,1.0684182709450303e-38,1.7125902588661372e-19,2.939263481863622e-17,3.517381019548677e-29,4.574054150505701e-35,4.6035546644366484e-33,4.941488852760323e-27,5.623889181556379e-32,1.258458383606565e-43,4.567448103931173e-48,3.8259235752652626e-51,3.492621317918383e-44,5.796083659669183e-35
1.9513295052545088e-10,0.5268101392241389,6.89611085629341e-18,1.7185638364043268e-22,2.3828279761874283e-16,1.2893157703821392e-21,0.0,0.0,9.930267579036379e-13,8.569976034787659e-21,1.0435192086142743e-23,1.788898021399478e-25,6.078662926593873e-35,2.172363866212275e-43,1.5118628817835228e-31,6.183715380978218e-22,2.041242758612405e-19,9.30797827694315e-26,1.1337749810821438e-40,7.418667284478478e-41,8.0411953200435025e-22,2.5135772562170695e-33,4.912241508752233e-20,6.859460484299645e-38,5.421014793587182e-28,5.871531665429777e-34,8.268520247290537e-33,1.2106289921994382e-40,3.30466105215182e-41,3.866745443649481e-43,1.5637607732291216e-33,1.5768719472117397e-41,5.241524272325593e-32,2.150544233839218e-54,3.76,0.0,0.9528263020481962,0.9999849183397378,4.7561145489237763e-20,5.744935434274979e-25,1.949631162390421e-09,1.9496311624025132e-09,1.7156845632241657e-21,1.1969190192291661e-26,1.5081659268800545e-05,8.742031507523463e-25,8.527597271891757e-27,9.928821166702746e-13,8.588165143142503e-17,2.3904916969561935e-20,1.4478283382107726e-17,1.1844238474185844e-11,9.641468305430887e-24,2.383302525922198e-16,8.067985334605667e-21,2.80302104236847e-25,7.183599174683648e-22,1.4963941785530052e-18,4.4716730878813365e-35,1.776879763390996e-31,4.9780580966755874e-20,1.6561744268288717e-38,2.0412485824427091e-19,3.5026909113374793e-17,4.5769956353269456e-29,6.498154442775527e-35,6.39877914377815e-33,6.429701766470297e-27,7.988772120914077e-32,2.129543332184664e-43,7.725254407286679e-48,6.47716356016146e-51,5.403531435237407e-44,8.362269245987936e-35
2.1153165312531645e-10,0.5268101392392938,7.873117693253914e-18,2.0007432030943903e-22,2.800103700422047e-16,1.5831618362063512e-21,0.0,0.0,1.0764796623095448e-12,1.0070920718013998e-20,1.3293227110958606e-23,2.2775665766422704e-25,7.906758421895977e-35,2.7645832608089825e-43,1.7751830757403704e-31,7.261191318172984e-22,2.3987269787844957e-19,1.185188389294394e-25,1.5469547806549691e-40,9.45084884470682e-41,9.449527979693915e-22,3.201724634483126e-33,5.319473510415134e-20,1.0268360756478041e-37,6.905507104887455e-28,8.40283878916904e-34,1.0533042283039703e-32,1.7425461203261742e-40,4.947001470283264e-41,5.788420968221943e-43,2.1592239185695722e-33,2.359682990057341e-41,7.238183346816954e-32,3.781803764008303e-54,3.76,0.0,0.9528263018837707,0.9999839835864036,6.058714412798065e-20,7.318412653404281e-25,2.1134754618262407e-09,2.113475461840449e-09,2.0135269127957986e-21,1.4062780039969174e-26,1.6016412519535035e-05,1.0272109561036083e-24,1.0211733127323833e-26,1.0763094693434694e-12,1.0091971473527592e-16,3.045164835934568e-20,1.7013870835037434e-17,1.2839590140141831e-11,1.1329419019471941e-23,2.8007082634625857e-16,9.480755023761483e-21,3.3224858485924947e-25,8.441622211383436e-22,1.7584220386529247e-18,6.174872370050627e-35,2.26354100133754e-31,5.396766509447556e-20,2.477923771496838e-38,2.3987343977575787e-19,4.1153707779521065e-17,5.830520782208414e-29,8.973595028526535e-35,8.646453414317904e-33,8.190114517701906e-27,1.1030908778860843e-31,3.4537783547807646e-43,1.2523108256367243e-47,1.0509784892067603e-50,8.068953361099422e-44,1.171816219206257e-34
2.2793035572518202e-10,0.5268101392544485,8.91179003795853e-18,2.3127005296592475e-22,3.251020114127673e-16,1.9171401471095147e-21,0.0,0.0,1.1599326341642056e-12,1.1692916710210155e-20,1.663054836976757e-23,2.847756301202522e-25,1.0095922513347488e-34,3.4551986407601133e-43,2.0593876455547217e-31,8.424235104318146e-22,2.78503778844188e-19,1.4820596107316621e-25,2.0618455090493e-40,1.1824051986626112e-40,1.0971442338961493e-21,4.005178516753745e-33,5.725847927004031e-20,1.4915015845159237e-37,8.638865925163187e-28,1.1726753156984027e-33,1.3177287468573142e-32,2.4443892708430843e-40,7.185691933501344e-41,8.407871599561132e-43,2.9104040875422525e-33,3.4262766634082883e-41,9.757303097290126e-32,6.3762987943844e-54,3.76,0.0,0.9528263017193452,0.9999830902725672,7.579748973096004e-20,9.155768361607774e-25,2.277319761233628e-09,2.277319761250122e-09,2.3347582377480958e-21,1.6324568350709615e-26,1.6909726272595006e-05,1.1925353756461979e-24,1.2074688229040596e-26,1.1597348143571028e-12,1.1716981696145023e-16,3.809610230468774e-20,1.975392074307702e-17,1.3834938439675175e-11,1.3153345371903907e-23,3.251776499377116e-16,1.1007402706174789e-20,3.889663139442426e-25,9.801077836638682e-22,2.0415702869383544e-18,8.32365797218001e-35,2.831814994098503e-31,5.815530731848416e-20,3.5973822337551576e-38,2.7850470700886706e-19,4.777275092567019e-17,7.294245369510178e-29,1.2096817866719544e-34,1.1406607873287013e-32,1.0245558791953404e-26,1.4868633517204547e-31,5.402740944222527e-43,1.9580467709427342e-47,1.6448052294687559e-50,1.1691493536429122e-43,1.6017823452933853e-34
2.443290583250476e-10,0.5268101392696034,1.0012136377858992e-17,2.656252950163031e-22,3.7355753706502777e-16,2.2937064601712458e-21,0.0,0.0,1.2433856769178836e-12,1.3435964109790687e-20,2.048430192784928e-23,3.50568661540199e-25,1.2686756775935564e-34,4.251624427618541e-43,2.3644245363273846e-31,9.672650127938936e-22,3.2001745334797927e-19,1.8246622926119517e-25,2.693206551308843e-40,1.4564806440728147e-40,1.2606938397832163e-21,4.9328535842927635e-33,6.131366579181839e-20,2.1109490368441035e-37,1.0640360681219362e-27,1.6008913947957773e-33,1.6230677860005471e-32,3.3533609296410654e-40,1.0170131619202989e-40,1.1899904007506118e-42,3.8423198758182e-33,4.84755439294758e-41,1.2882929326161443e-31,1.0367899601242753e-53,3.76,0.0,0.9528263015549198,0.9999822365611316,9.336145564337677e-20,1.127745612232518e-24,2.4411640606125833e-09,2.4411640606315335e-09,2.6792859509892586e-21,1.8754458387267002e-26,1.7763437624506365e-05,1.3701731145086209e-24,1.412210077966779e-26,1.2431581555807809e-12,1.3463184237147905e-16,4.692332073146466e-20,2.269842845001561e-17,1.4830283372801453e-11,1.511322404168512e-23,3.736507077551992e-16,1.264791919391585e-20,4.505144665503995e-25,1.1261962067278847e-21,2.345837122762144e-18,1.0989682423513532e-34,3.488027178090392e-31,6.23435078528528e-20,5.088875576154587e-38,3.2001859660722864e-19,5.488375888541575e-17,8.984457229072296e-29,1.5972041515605337e-34,1.4740391332875378e-32,1.261886026406022e-26,1.9629791806445752e-31,8.192651841563778e-43,2.9677314361854017e-47,2.495317216693954e-50,1.6506541256338832e-43,2.143052855824988e-34
2.607277609249132e-10,0.5268101392847582,1.1174165201525389e-17,3.033217571239274e-22,4.253767626590715e-16,2.715316869710521e-21,0.0,0.0,1.3268387938709672e-12,1.530006302006546e-20,2.4891632453374385e-23,4.257562640786885e-25,1.5721668668910924e-34,5.161244733232484e-43,2.6902418087201523e-31,1.100624020158076e-21,3.644136561098578e-19,2.216241191590123e-25,3.4566330848659007e-40,1.7699668588375077e-40,1.435601615629185e-21,5.993661025625113e-33,6.536031283705667e-20,2.9209773877991958e-37,1.2929257426164618e-27,2.1433821377009984e-33,1.9722633290048645e-32,4.511644756766545e-40,1.4072814590267038e-40,1.6466346817863818e-42,4.981849081320761e-33,6.70531870452367e-41,1.67053766612226e-31,1.633455208448076e-53,3.76,0.0,0.9528263013904943,0.9999814206964445,1.1344830592588652e-19,1.3703929035294576e-24,2.605008359963106e-09,2.605008359984683e-09,3.0470178319403962e-21,2.135235345270197e-26,1.8579302228223784e-05,1.5601209199545035e-24,1.6359482709376977e-26,1.326579496733912e-12,1.533056752904063e-16,5.701833737842051e-20,2.5847389322128338e-17,1.582562493953593e-11,1.7209031735973776e-23,4.2548998450349937e-16,1.4402295299885884e-20,5.169477532853437e-25,1.2824270920215118e-21,2.6712207465490517e-18,1.4249936892031153e-34,4.2385027936709475e-31,6.653226691165321e-20,7.038150062965268e-38,3.644150453649994e-19,6.248645221322057e-17,1.0917443118529483e-28,2.071126088720851e-34,1.8709737431896116e-32,1.533283872906269e-26,2.545173565117662e-31,1.2091507211942479e-42,4.377958990574013e-47,3.6845340394605525e-50,2.2784551622619556e-43,2.8140936013741415e-34
2.7712646352477877e-10,0.526810139299913,1.239788499853832e-17,3.4454114751604017e-22,4.805595041606474e-16,3.184427807332506e-21,0.0,0.0,1.4102919881806151e-12,1.7285213549026943e-20,2.988968322350877e-23,5.109575231867542e-25,1.9244869471237291e-34,6.191413449543482e-43,3.036787638576626e-31,1.2424809560653359e-21,4.116923219752927e-19,2.6600350342557588e-25,4.3685342720951246e-40,2.125522414369253e-40,1.6218675614326462e-21,7.196508537919528e-33,6.939843853437637e-20,3.962522648504232e-37,1.5524818843502556e-27,2.820520440382559e-33,2.368257136878514e-32,5.966712367247673e-40,1.9090990895064945e-40,2.233799404880546e-42,6.357727602582118e-33,9.093044594669904e-41,2.1321228063552576e-31,2.5031532329603607e-53,3.76,0.0,0.9528263012260688,0.9999806410006831,1.362272953706924e-19,1.6455639737485314e-24,2.7688526592851975e-09,2.7688526593095712e-09,3.437862025084045e-21,2.411815689042833e-26,1.9358997905936436e-05,1.7623755812928315e-24,1.8792227535142236e-26,1.4099988413923646e-12,1.7319120010463748e-16,6.846617781172558e-20,2.9200798746974296e-17,1.6820963139893554e-11,1.9440745189317348e-23,4.806954651837401e-16,1.6270521837816063e-20,5.883167000365693e-25,1.448800041243954e-21,3.017719359758261e-18,1.8186750014642492e-34,5.089566888070794e-31,7.072158470895784e-20,9.543182156071596e-38,4.1169399020178657e-19,7.058055168050528e-17,1.3109488724459048e-28,2.643424703867734e-34,2.3377064435526525e-32,1.8410308225744393e-26,3.248131911434205e-31,1.7426733296643225e-42,6.306644995931615e-47,5.312744319060606e-50,3.0833294305931085e-43,3.6349223049886656e-34
2.9352516612464436e-10,0.5268101393150678,1.3683304259385906e-17,3.8946517227226506e-22,5.391055778224908e-16,3.703496041972506e-21,0.0,0.0,1.4937452628671097e-12,1.9391415809147067e-20,3.55155961302956e-23,6.06790100765201e-25,2.33023722262348e-34,7.349454337910459e-43,3.4040103165520737e-31,1.392816286229384e-21,4.618533859103379e-19,3.1592765309224204e-25,5.4461132889106956e-40,2.5258090833089415e-40,1.8194916771921882e-21,8.550300328362651e-33,7.342806097355515e-20,5.282002324155728e-37,1.844630425095446e-27,3.6546316454511065e-33,2.8139907484440396e-32,7.771630056385523e-40,2.544832715586662e-40,2.9776547932751876e-42,8.000548343001658e-33,1.2116648966044316e-40,2.683333435236545e-31,3.742946652172759e-53,3.76,0.0,0.9528263010616433,0.9999798958704059,1.6186766951666857e-19,1.955304040399819e-24,2.9326969585788567e-09,2.9326969586061962e-09,3.851727038519767e-21,2.705177208425949e-26,2.010412809965719e-05,1.976933929792582e-24,2.1425617766136052e-26,1.4934161929948214e-12,1.9428830125988527e-16,8.13518594385244e-20,3.275865213225933e-17,1.781629797388901e-11,2.1808341162888878e-23,5.392671350747353e-16,1.8252589622266555e-20,6.6466791152196445e-25,1.6253146561024292e-21,3.38533116484758e-18,2.288778675239469e-34,6.047544318213541e-31,7.491146145883963e-20,1.2714987064153736e-37,4.618553681577979e-19,7.916577827194755e-17,1.5576878665369232e-28,3.32685469847645e-34,2.8805006388146585e-32,2.1874077153071197e-26,4.087489392000478e-31,2.4593364742349587e-42,8.895933336658293e-47,7.501041981594072e-50,4.100006763260797e-43,4.627119163460238e-34
3.0992386872450996e-10,0.5268101393302227,1.5030431475365383e-17,4.3827553559541845e-22,6.010148001667272e-16,4.2749786799320025e-21,0.0,0.0,1.577198620819918e-12,2.1618669917183186e-20,4.180651168627419e-23,7.138702383029002e-25,2.794198968820946e-34,8.64266111808633e-43,3.7918582477514734e-31,1.5516105184246244e-21,5.14896782997e-19,3.7171923893435276e-25,6.707349056018254e-40,2.9734921072668208e-40,2.028473962906398e-21,1.0063937115523659e-32,7.744919820563189e-20,6.931659758909933e-37,2.1712969604013178e-27,4.670016663005573e-33,3.312405480411572e-32,9.98536549462812e-40,3.3396566796268138e-40,3.907656129997436e-42,9.94276011377995e-33,1.589525820796855e-40,3.3350813722936717e-31,5.4757438728592e-53,3.76,0.0,0.9528263008972179,0.9999791837732545,1.9053866466333641e-19,2.30165827489034e-24,3.096541257844084e-09,3.09654125787456e-09,4.288521742525349e-21,3.015310245845459e-26,2.0816225167581946e-05,2.2037928386013666e-24,2.4264831880953034e-26,1.5768315548488558e-12,2.1659686325920783e-16,9.576039151943644e-20,3.652094490476022e-17,1.8811629441536743e-11,2.4311796443767402e-23,6.012049797154051e-16,2.0348489468625716e-20,7.460443195758521e-25,1.8119705383120964e-21,3.7740543652392526e-18,2.844604725016872e-34,7.118759753422479e-31,7.910189737537228e-20,1.6678426311280413e-37,5.14899116389209e-19,8.824185318197995e-17,1.8335896494516046e-28,4.134948350190474e-34,3.5056173146273506e-32,2.574694837991577e-26,5.0798305094926865e-31,3.4062746866830157e-42,1.2315284173247887e-46,1.0394029317278567e-49,5.367387873593264e-43,5.8138347951666775e-34
