Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82)
8.912609492702514e-11,0.5408312101363768,4.094293437423701e-17,3.3782627792519803e-21,4.3699286087207647e-16,1.2636894577599479e-18,0.0,0.0,2.436630386032798e-12,1.521306159756159e-20,3.2188053535811496e-23,1.3510871719389335e-24,3.3849932390746337e-32,1.9099058589861644e-41,6.748531771900846e-30,4.987696923736742e-21,1.339729677337524e-18,3.737732059653536e-25,6.97054927257568e-39,1.6655331291365287e-38,1.562861983700082e-20,1.3079504738064305e-31,8.863737913553576e-19,6.699847698528608e-33,4.705078970963475e-27,1.1611926439102379e-32,5.033327771728722e-31,6.966714486542093e-33,4.87823750220089e-40,1.1277776038523659e-41,1.15189976391144e-32,1.024403304191114e-40,2.3399255742230267e-31,2.960698308457587e-37,3.76,0.0,0.6072800204407631,0.9999812588273708,3.136631668744017e-20,2.1507118771971186e-24,5.937084009098982e-09,5.937084009231583e-09,2.9193220347571745e-20,6.43373465600807e-25,1.874117019247381e-05,1.220766318503848e-23,1.6123052378909674e-25,2.4363131215399357e-12,2.524789926350071e-16,4.2711792546872066e-20,3.70412724143871e-17,6.49301496425382e-11,1.1520498403483005e-22,4.369982009750706e-16,6.545889680339909e-20,4.329922181692403e-24,6.881716957974403e-21,6.118166934113089e-18,4.4648065226971763e-29,4.6746934538575544e-30,8.917313027590381e-19,1.0972704903370779e-32,1.3397318833717162e-18,2.424582288399399e-17,8.185443390631677e-28,4.853992502533003e-34,1.612320778907251e-31,3.130240844687898e-26,1.5392249326519003e-31,8.634704642208226e-38,3.8227759991613235e-42,1.1450321423622046e-44,5.395958258603544e-38,5.5617415237264175e-34,3.5275978575373314e-42,1.5286406553115107e-23,4.05578031665194e-30,1.9949741232267515e-22,1.0553554455421869e-28,7.267370291989674e-40,1.2462372539323658e-18,2.5523476866759396e-20,1.8888551340786264e-30,1.6464649328180007e-23,1.2203177570205918e-25
9.834062106632242e-11,0.5408312101985663,4.823224517739042e-17,3.811279791120109e-21,5.320182863695064e-16,1.3949780918578591e-18,0.0,0.0,2.6885462605097818e-12,1.85213484210722e-20,4.323883470590026e-23,1.9054100633344378e-24,5.002287566428371e-32,2.564183375316321e-41,8.212250232009528e-30,6.067757215356736e-21,1.6310586809757492e-18,5.01889641592745e-25,1.0081235771775314e-38,2.237303460746882e-38,1.9027282400421827e-20,1.7569195333800026e-31,9.774452065666054e-19,9.930276374740589e-33,6.320190003815246e-27,1.7110135772468093e-32,6.761405268846114e-31,1.0325957816723472e-32,7.973321977689287e-40,1.8433125232310717e-41,1.7072078983466698e-32,1.6738578900600627e-40,3.4682434310987494e-31,4.839155742358428e-37,3.76,0.0,0.6072800198233343,0.9999795707497204,4.21351721732009e-20,2.8891070657896714e-24,6.550904411977033e-09,6.550904412138437e-09,3.550510398047571e-20,7.831355138836784e-25,2.0429247590798185e-05,1.4861628126831953e-23,1.9852535733646597e-25,2.6881583983575614e-12,3.0737531289535957e-16,5.736742478964071e-20,4.509596118327828e-17,7.164306705896358e-11,1.4025371555112278e-22,5.320286980766066e-16,7.969184268693963e-20,5.3077892306736804e-24,8.378205207307628e-21,7.448489840344878e-18,5.43144120446943e-29,5.8876338670096414e-30,9.839654365419024e-19,1.4736455822348813e-32,1.6310616443986878e-18,2.9511693197549375e-17,1.099571385223131e-27,7.19461072336579e-34,2.359197231927824e-31,4.2044999233674374e-26,2.2811159171032806e-31,1.2795834291177044e-37,5.659572879597938e-42,1.6973361769817513e-44,7.225705502776874e-38,8.347829651848814e-34,5.1908618105944746e-42,2.0431627510852588e-23,5.6258552824433966e-30,2.679722555423941e-22,1.4147610868678526e-28,1.0771729434142035e-39,1.3735003280145794e-18,3.107364446000786e-20,2.5260167910641032e-30,2.2117029861070692e-23,1.4856798058414165e-25
9.999999999999999e-11,0.5408312102607559,4.9605830043235364e-17,3.891567768611295e-21,5.501232016030993e-16,1.4186385882385059e-18,0.0,0.0,2.7339119896451798e-12,1.9151671328632838e-20,4.546469190429764e-23,2.0205456088393053e-24,5.345980701716993e-32,2.695912222523832e-41,8.491016429725461e-30,6.2734037487800246e-21,1.686564759092277e-18,5.276868101964937e-25,1.073499681854693e-38,2.3524689926083915e-38,1.9674824651701873e-20,1.8473482570775354e-31,9.938343410405588e-19,1.0617609502658848e-32,6.645497766572143e-27,1.82906466537218e-32,7.109477535667781e-31,1.1040705511121002e-32,8.6682458271143e-40,2.003967791823278e-41,1.825355168138999e-32,1.8196490473766753e-40,3.7083181595497672e-31,5.260918207866835e-37,3.76,0.0,0.607280019712146,0.9999792712802782,4.4304251226486636e-20,3.0378357714551907e-24,6.661442993081055e-09,6.6614429932479445e-09,3.670661691199352e-20,8.0975976425417345e-25,2.07287169877674e-05,1.536726197064436e-23,2.0569464561346286e-25,2.73351066169039e-12,3.178343686985471e-16,6.031920804730124e-20,4.6630595899598114e-17,7.285194795231212e-11,1.4502608948849559e-22,5.501346957857516e-16,8.24035655377538e-20,5.4951039385341134e-24,8.663327826004741e-21,7.701949638806534e-18,5.61548558018033e-29,6.1245684570202334e-30,1.000576032508706e-18,1.5494420971561404e-32,1.6865678750696314e-18,3.051479237251161e-17,1.1561762721425633e-27,7.69262987233833e-34,2.5166671022992533e-31,4.420862301836572e-26,2.438953922214932e-31,1.3681083169452475e-37,6.050072756382155e-42,1.8148593699852407e-44,7.593367632563005e-38,8.945515562827849e-34,5.5429599292346056e-42,2.1464009753596144e-23,5.949033761873425e-30,2.81763864474661e-22,1.4870387124788976e-28,1.151736055556877e-39,1.3963869914352826e-18,3.21311019136154e-20,2.653917361407018e-30,2.3255526974863783e-23,1.5362384635171484e-25
1.075551472056197e-10,0.5408312102607559,5.609477131964137e-17,4.2664834578853776e-21,6.363838582695628e-16,1.5264363749473909e-18,0.0,0.0,2.9404619354778618e-12,2.2154856977476835e-20,5.656708607273914e-23,2.6101505286695454e-24,7.139669683712352e-32,3.352716142505809e-41,9.818733177447955e-30,7.252650333399267e-21,1.9510228932276486e-18,6.563249508304114e-25,1.4115059252387368e-38,2.926902041763178e-38,2.276005296507154e-20,2.2983861456518336e-31,1.0684105589318764e-18,1.4208195015130342e-32,8.268065669952442e-27,2.4517616953150085e-32,8.845640291467602e-31,1.477453534983607e-32,1.246971258718701e-39,2.8828050084420053e-41,2.4425268016758823e-32,2.6170393769642764e-40,4.962474065926025e-31,7.568107743402046e-37,3.76,0.0,0.6072800192059056,0.9999779249606724,5.512347402014939e-20,3.779684875768205e-24,7.1647248142285206e-09,7.164724814421547e-09,4.242678975853145e-20,9.365933350157865e-25,2.2075036386862278e-05,1.7776273262498716e-23,2.401128109902003e-25,2.939996395154577e-12,3.676656782661761e-16,7.504180136571089e-20,5.394233889592489e-17,7.835597512675918e-11,1.6776364866366487e-22,6.364009899258339e-16,9.532337797491936e-20,6.39164285892424e-24,1.0021795760964676e-20,8.90954464339459e-18,6.491844225863097e-29,7.277552676032334e-30,1.076207120884411e-18,1.9274503871536011e-32,1.9510267701364926e-18,3.529325524598408e-17,1.4385176893952719e-27,1.029429593373599e-33,3.332568960272983e-31,5.49999113900862e-26,3.2634291690668617e-31,1.8305060877220782e-37,8.088551505467862e-42,2.4288419906005824e-44,9.423324124378182e-38,1.2090486415798112e-33,7.373930796979182e-42,2.659596748114778e-23,7.59162023698184e-30,3.5055241400792357e-22,1.8470494962990054e-28,1.541255818347493e-39,1.5004695369581474e-18,3.71693469288738e-20,3.2899515982712125e-30,2.893421393054864e-23,1.777124619126063e-25
1.1676967334491698e-10,0.5408312103229453,6.453063104964346e-17,4.745542977122187e-21,7.500893310110305e-16,1.6580771448929343e-18,0.0,0.0,3.1923774215824664e-12,2.611358700115482e-20,7.238615112113868e-23,3.489106217541195e-24,9.898213701136462e-32,4.2879169869179403e-41,1.1567779713172998e-29,8.542137326202529e-21,2.2996215848453815e-18,8.395208837572134e-25,1.923208571264315e-38,3.7453675981364074e-38,2.6826931530679954e-20,2.941006347221943e-31,1.1592699734427995e-18,1.9738726391639353e-32,1.057985111051279e-26,3.4297453644790684e-32,1.1319400460297819e-30,2.0525793127509343e-32,1.8797310607745327e-39,4.3456395227534626e-41,3.3930864545935346e-32,3.9439004793501556e-40,6.894290225643915e-31,1.1408482913561474e-36,3.76,0.0,0.6072800185884768,0.9999763204009489,7.053915215124905e-20,4.836702703949051e-24,7.778545215853448e-09,7.778545216080916e-09,4.995638625238019e-20,1.1037391259004592e-24,2.3679595858437052e-05,2.0951560813530107e-23,2.860949829091524e-25,3.1918271232307706e-12,4.3334962812381755e-16,9.601751506052716e-20,6.358038197699058e-17,8.506887384596441e-11,1.9773456437076637e-22,7.501150369136257e-16,1.1235339688040359e-19,7.582979668732872e-24,1.181248663549602e-20,1.050132304671078e-17,7.6457928486245e-29,8.854792958600081e-30,1.1684563580691777e-18,2.4659000868459295e-32,2.299626545961412e-18,4.1590156786505686e-17,1.8408094369374266e-27,1.4301731846482302e-33,4.571035740337889e-31,7.037395536050883e-26,4.53319114180411e-31,2.542591646544327e-37,1.1224351192437928e-41,3.3746860895442047e-44,1.202074845881138e-37,1.699614076303346e-33,1.0171315160481122e-41,3.3863764049785504e-23,1.0009989260697075e-29,4.4855732037856605e-22,2.3587197241745656e-28,2.141246434693122e-39,1.6271455593562705e-18,4.3810570602256715e-20,4.1913101709060225e-30,3.702528648510227e-23,2.094651516669584e-25
1.2598419948421425e-10,0.5408312103851348,7.353994262617465e-17,5.250127716266681e-21,8.73134460066228e-16,1.7899132422013643e-18,0.0,0.0,3.4442927292079235e-12,3.0397538239937255e-20,9.090936395550906e-23,4.567583365366178e-24,1.3387968476452798e-31,5.382170329235274e-41,1.3459189206530268e-29,9.935979656336239e-21,2.6768540278311492e-18,1.0539150524606957e-24,2.5603119331837654e-38,4.703739870219982e-38,3.1227918096976806e-20,3.693434289688585e-31,1.2500235749368668e-18,2.674533483763589e-32,1.3286685513629896e-26,4.698257659385459e-32,1.4216052646118483e-30,2.7812162304637995e-32,2.7468846902175064e-39,6.350348537880845e-41,4.5972612251921275e-32,5.761660174622127e-40,9.341778740527959e-31,1.667149000103772e-36,3.76,0.0,0.607280017971048,0.9999747560375692,8.859013103111995e-20,6.0744175838565426e-24,8.392365616851815e-09,8.392365617116543e-09,5.809200789361791e-20,1.2845650869740014e-24,2.52439589858177e-05,2.4387453389844357e-23,3.3657178321117996e-25,3.4436505936241905e-12,5.04426702108388e-16,1.2057713418013457e-19,7.401006691137881e-17,9.178176321661765e-11,2.301662440633512e-22,8.731708004584264e-16,1.3078179362585988e-19,8.883237993219203e-24,1.375027584713991e-20,1.2223816760058633e-17,8.893064951071899e-29,1.0629697648631814e-29,1.2607131503788607e-18,3.0962032220781687e-32,2.676860258499393e-18,4.8402045885633353e-17,2.311872669273218e-27,1.93789087338346e-33,6.115181161012257e-31,8.837386842640272e-26,6.141618651449695e-31,3.4445369602050216e-37,1.5191489804190448e-41,4.573159763882669e-44,1.5049499750774168e-37,2.3294384500059807e-33,1.3684074433661776e-41,4.2317599416831394e-23,1.294114343356399e-29,5.63306025514747e-22,2.9562159264861277e-28,2.9013978051928816e-39,1.7535290722362816e-18,5.099730189063524e-20,5.240549683275747e-30,4.649932278266626e-23,2.438259820299745e-25
1.3519872562351152e-10,0.5408312104473244,8.312282431772038e-17,5.781907214158945e-21,1.0055190019173022e-15,1.9219575100220123e-18,0.0,0.0,3.696207868481894e-12,3.500671045488102e-20,1.1235004932315123e-22,5.872374930205398e-24,1.7727956550948583e-31,6.647832219543128e-41,1.5492761286647975e-29,1.1433939200009935e-20,3.082719495417258e-18,1.3019409365868847e-24,3.340947498393933e-38,5.813059815250226e-38,3.5963012663691625e-20,4.564322239835456e-31,1.3406714880976938e-18,3.546982400484658e-32,1.6419702119608518e-26,6.317788086249088e-32,1.7568962969796936e-30,3.688515769626547e-32,3.908473453181424e-39,9.035734223558694e-41,6.096568851603024e-32,8.195801800329224e-40,1.238944031632806e-30,2.3721564688826967e-36,3.76,0.0,0.6072800173536193,0.9999732308634041,1.0948432967851785e-19,7.507086185959319e-24,9.006186017223625e-09,9.006186017528428e-09,6.683177496204765e-20,1.4790634222067368e-24,2.6769132899113505e-05,2.8083913989063616e-23,3.9164098431601572e-25,3.695466817115592e-12,5.808964401199547e-16,1.490032025736806e-19,8.523137024311936e-17,9.849464323875622e-11,2.650584695186622e-22,1.0055682429825606e-15,1.5060846244315495e-19,1.0293799239775e-23,1.5835161411822027e-20,1.4077017499428128e-17,1.0233439027246028e-28,1.2612609538372603e-29,1.3529775000961612e-18,3.8255617259059675e-32,3.0827271956061073e-18,5.572857091738102e-17,2.857133284226888e-27,2.570112307034922e-33,8.0074573202699e-31,1.0920631598946858e-25,8.144116946684796e-31,4.567380910243247e-37,2.0124323302798177e-41,6.065710180636339e-44,1.8540689347290123e-37,3.123828439739472e-33,1.801965201276544e-41,5.2038322574027163e-23,1.6448510481367535e-29,6.961171987332298e-22,3.6459276241408037e-28,3.847955119054367e-39,1.8796207510621834e-18,5.872952728430294e-20,6.447936287485074e-30,5.746538840673108e-23,2.8079488538588045e-25
1.444132517628088e-10,0.540831210509514,9.327939440203039e-17,6.342551182747161e-21,1.1472427140315143e-15,2.0542227941473413e-18,0.0,0.0,3.948122849280212e-12,3.9941103420023177e-20,1.3692152265625794e-22,7.431736819618336e-24,2.3046172139666216e-31,8.097230378853592e-41,1.7668295843758727e-29,1.3035778246381906e-20,3.517217262044382e-18,1.5860278899061286e-24,4.284274481588774e-38,7.084369827285507e-38,4.1032215230553716e-20,5.5623205806596865e-31,1.431213837455318e-18,4.6172332681835517e-32,2.0010028229169137e-26,8.356255094152729e-32,2.141149680485004e-30,4.8015374379069264e-32,5.433831641282015e-39,1.2562081449491946e-40,7.935669040207799e-32,1.139115143214266e-39,1.612818869692798e-30,3.297955430582679e-36,3.76,0.0,0.6072800167361905,0.9999717438966867,1.3342966169588582e-19,9.148964819021408e-24,9.620006416968879e-09,9.620006417316574e-09,7.617381357118192e-20,1.687226339103207e-24,2.8256099364393065e-05,3.2040905995721175e-23,4.513982733990403e-25,3.9472758042332706e-12,6.627583823144012e-16,1.8157823968010068e-19,9.72442685741812e-17,1.0520751391241657e-10,3.0241102289367533e-22,1.1473073278875506e-15,1.7183329757354222e-19,1.1815989289676317e-23,1.8067141345155e-20,1.606091698693353e-17,1.1666694185915075e-28,1.4813871281348057e-29,1.4452494095038253e-18,4.661170960773838e-32,3.517226646345222e-18,6.356938056129453e-17,3.482017036798134e-27,3.345697587615834e-33,1.0292065501872941e-30,1.3307789292590913e-25,1.0600277217662528e-30,5.944502428531675e-37,2.616700106091395e-41,7.896941265086179e-44,2.2525022191585325e-37,4.110468034257379e-33,2.3291695558774205e-41,6.310507344888409e-23,2.0598742453393178e-29,8.483091282077947e-22,4.434189989070946e-28,5.0091554913299507e-39,2.00542126973759e-18,6.700723335151241e-20,7.823547747483038e-30,7.003253929195913e-23,3.2037179431835624e-25
1.6284230404140335e-10,0.540831210633893,1.1531407290208243e-16,7.557112261201163e-21,1.4587066836049758e-15,2.319467807699569e-18,0.0,0.0,4.45195237373876e-12,5.0785550759675066e-20,1.963100486427714e-22,1.143429044153269e-23,3.7174110776128085e-31,1.1596405095333076e-40,2.2444453249291415e-29,1.6550146062641998e-20,4.472106796025256e-18,2.272081845628079e-24,6.74054706925127e-38,1.0157138838035548e-37,5.217294436363566e-20,7.974240550665121e-31,1.611982342115862e-18,7.464361764275123e-32,2.8687088521515534e-26,1.4001037323633248e-31,3.0698892772092763e-30,7.762523940695409e-32,9.904507262274235e-39,2.2897421777430627e-40,1.2827585717405485e-31,2.0751467759423734e-39,2.607466419224722e-30,6.0114168501173546e-36,3.76,0.0,0.6072800155013328,0.9999688807808464,1.9130535333046083e-19,1.3117375609345596e-23,1.084764721457973e-08,1.084764721502164e-08,9.665723890661695e-20,2.1445147655858025e-24,3.111921470061092e-05,4.073633969676256e-23,5.853499454211549e-25,4.4508721102431585e-12,8.426570411163911e-16,2.603051760114822e-19,1.2364475692061623e-16,1.1863322721444333e-10,3.844962438658914e-22,1.458810283103358e-15,2.184770437854899e-19,1.520029523542789e-23,2.2972376378654788e-20,2.0420779124503915e-17,1.4810967250941287e-28,1.991281427032946e-29,1.6298159165214506e-18,6.679890554145911e-32,4.4721202508142955e-18,8.079244991310763e-17,4.992356264972609e-27,5.4090520614150095e-33,1.6222649939074923e-30,1.9076447476673923e-25,1.7132858910130736e-30,9.606778015422367e-37,4.220704964921238e-41,1.276965594866498e-43,3.2093937346574006e-37,6.783443781018357e-33,3.712911469309266e-41,8.958489540198909e-23,3.1110327486739744e-29,1.2161065056972216e-21,6.331438256491754e-28,8.098393016716715e-39,2.2561515144748463e-18,8.519903415158014e-20,1.1118838632470806e-29,1.0040627252209696e-22,4.073493602266443e-25
1.7942845109213845e-10,0.5408312107458341,1.3710848458492111e-16,8.765687901095707e-21,1.7709618043215463e-15,2.5590731187762714e-18,0.0,0.0,4.90539849792402e-12,6.165780631766839e-20,2.6260680804995567e-22,1.6219448324871504e-23,5.4702462480966675e-31,1.5497133981550917e-40,2.722650439729468e-29,2.0065968703780738e-20,5.429422584174289e-18,3.0371463695415548e-24,9.719614404269967e-38,1.358745473257646e-37,6.334224994119263e-20,1.0666428151737167e-30,1.7743142142586235e-18,1.100175902443991e-31,3.837258907042736e-26,2.1359201530097266e-31,4.106676771129818e-30,1.1441500058742452e-31,1.6084471334264463e-38,3.718424369479352e-40,1.8904701681634738e-31,3.368234816727312e-39,3.843334690345189e-30,9.762383597618304e-36,3.76,0.0,0.6072800143899609,0.9999664252920091,2.5591403117941236e-19,1.7547455537582083e-23,1.19525239302867e-08,1.1952523930823006e-08,1.1713341029388182e-19,2.602729116804899e-24,3.3574703084116766e-05,4.9452887997400134e-23,7.228596699740576e-25,4.904084137946404e-12,1.0230025642193839e-15,3.481826284397803e-19,1.501122177269778e-16,1.3071633721481802e-10,4.667850862596119e-22,1.7711110113529624e-15,2.65237083387175e-19,1.8640178034187193e-23,2.7890130735785854e-20,2.4791561843587365e-17,1.7956262870408571e-28,2.5352374241687406e-29,1.795951649879774e-18,8.932166854184232e-32,5.429440582995351e-18,9.80485474134625e-17,6.678400974546725e-27,7.972818183376236e-33,2.337494132997904e-30,2.551474062370343e-25,2.524712440763728e-30,1.4155135540419342e-36,6.208318079341726e-41,1.8825545770962e-43,4.269239558832659e-37,1.0174708451350061e-32,5.404365608728309e-41,1.1878029404356633e-22,4.3502914465601465e-29,1.6266236103150277e-21,8.43846077251515e-28,1.1936841066735916e-38,2.48081969581564e-18,1.0343706552861733e-19,1.4757303784828544e-29,1.3431219658726495e-22,4.945478762801181e-25
1.9601459814287354e-10,0.5408312108577752,1.6076348647373852e-16,1.0093759944053652e-20,2.113472106130652e-15,2.7995944212789614e-18,0.0,0.0,5.358844251428079e-12,7.358377414970584e-20,3.4236438055195444e-22,2.2332251559887413e-23,7.780072402043418e-31,2.018359993717572e-40,3.246541370140053e-29,2.3914682833929538e-20,6.479495789396149e-18,3.956642384898783e-24,1.3567189084235747e-37,1.771444791430427e-37,7.559406543500675e-20,1.3904898127584583e-30,1.9363059893924178e-18,1.5668368640474134e-31,5.0023593610056585e-26,3.150342422934744e-31,5.3539887046011056e-30,1.629502982112278e-31,2.5023890921609925e-38,5.785027815008637e-40,2.6920736286658212e-31,5.237577529824873e-39,5.473812091820827e-30,1.518829969163597e-35,3.76,0.0,0.607280013278589,0.9999640794155207,3.3364160843194994e-19,2.287707362198581e-23,1.3057400643963656e-08,1.3057400644603457e-08,1.3953206338013379e-19,3.1050956854045023e-24,3.5920579118718477e-05,5.901300618485265e-23,8.769595099382473e-25,5.357272872698534e-12,1.22081168847328e-15,4.538953703754094e-19,1.7914408491785354e-16,1.4279941692664796e-10,5.57042019587202e-22,2.113678132778421e-15,3.1652553751149394e-19,2.2460030970907792e-23,3.3284439971785423e-20,2.9585680034341185e-17,2.139908585675255e-28,3.1660230698561636e-29,1.9621119121381762e-18,1.164030282625652e-31,6.479519254924806e-18,1.169654769996019e-16,8.706799530500296e-27,1.1355199201599957e-32,3.2547793182703675e-30,3.3258705863787203e-25,3.594903131355188e-30,2.0153156698616442e-36,8.823817755505251e-41,2.6816899755651554e-43,5.534809446795786e-37,1.4732871259107426e-32,7.601736697309526e-41,1.534930066962053e-22,5.915907931810584e-29,2.1204190059872467e-21,1.0960869374316988e-27,1.7000909819630108e-38,2.704554927906868e-18,1.234422486835711e-19,1.9089319704741855e-29,1.7510123658643747e-22,5.901952907712884e-25
2.1260074519360863e-10,0.5408312109697162,1.8627976862079832e-16,1.1551072701054214e-20,2.4862362057744546e-15,3.0411067274690927e-18,0.0,0.0,5.812289683580049e-12,8.656345336460504e-20,4.368264899066863e-22,2.9986217821572255e-23,1.0753955751784497e-30,2.5726680746124543e-40,3.8160023447256174e-29,2.809491694036048e-20,7.622322220151443e-18,5.044589782610348e-24,1.8427983013660585e-37,2.260260929906917e-37,8.892839084349216e-20,1.7740031455474765e-30,2.09795838827332e-18,2.168215795062868e-31,6.382142283146074e-26,4.513575190903114e-31,6.831281070157671e-30,2.254988839883858e-31,3.755833805102464e-38,8.68271269825521e-40,3.7249556529514032e-31,7.857101831883213e-39,7.575104468359345e-30,2.2796386288220152e-35,3.76,0.0,0.6072800121672172,0.9999618382583152,4.257004442302528e-19,2.918935965791725e-23,1.4162277355610617e-08,1.4162277356362989e-08,1.6384247810805683e-19,3.651569153525789e-24,3.8161735870423776e-05,6.941649457249513e-23,1.0481415147188197e-24,5.810438367612693e-12,1.4360817406015415e-15,5.790901774411726e-19,2.107402239216616e-16,1.5488246635011433e-10,6.552657859427932e-22,2.486511464919686e-15,3.7234178971197337e-19,2.666582970664997e-23,3.915529250231815e-20,3.4803085624203416e-17,2.5138170033743184e-28,3.889669739631374e-29,2.1282967166112493e-18,1.4846030747627065e-31,7.622352160330889e-18,1.3754120047640037e-16,1.1109189848366235e-26,1.5714288392125265e-32,4.404122731417869e-30,4.242859833068387e-25,4.973710423199171e-30,2.787980721387815e-36,1.2185898523659917e-40,3.711821144731774e-43,7.0226025972605545e-37,2.0710851849353293e-32,1.0390658729248456e-40,1.9412701045901645e-22,7.858017645117277e-29,2.7051672187926608e-21,1.3933695915938937e-27,2.3527293632341775e-38,2.927361085029539e-18,1.4521450777106534e-19,2.4167309482510116e-29,2.2340906109699656e-22,6.942912173955853e-25
2.2918689224434373e-10,0.5408312110816575,2.1365802113092925e-16,1.3147372463461816e-20,2.889252727845917e-15,3.283685077367916e-18,0.0,0.0,6.265734841542311e-12,1.0059684318317309e-19,5.4723676489324565e-22,3.9407825601369933e-23,1.4508368834425772e-30,3.219696083411198e-40,4.430917859555515e-29,3.2605303778451025e-20,8.857897695443228e-18,6.314965779863747e-24,2.4455191743542866e-37,2.831646844504166e-37,1.0334522616506153e-19,2.2222189370106136e-30,2.259272130074e-18,2.928031691717855e-31,7.994733564876951e-26,6.305517045544934e-31,8.558009080511149e-30,3.0452864933125623e-31,5.467745062781831e-38,1.2640253161950196e-39,5.029789630046488e-31,1.1432596292192986e-38,1.0230147819598292e-29,3.3187403354129155e-35,3.76,0.0,0.6072800110558453,0.9999596971455494,5.33302842418316e-19,3.6567439687453214e-23,1.526715406522759e-08,1.5267154066101604e-08,1.9005399419186348e-19,4.242104240519818e-24,4.030284818227156e-05,8.0663157458991e-23,1.2368811327151595e-24,6.263580673629559e-12,1.6688100496065471e-15,7.254135716877012e-19,2.4490050065671483e-16,1.6696548548539056e-10,7.614551307453412e-22,2.889610833107113e-15,4.3268522364021294e-19,3.126310814003944e-23,4.5502676739725665e-20,4.0443730595029995e-17,2.917225558024136e-28,4.712208686595948e-29,2.2945060766140588e-18,1.8591017757266607e-31,8.857935203480314e-18,1.5977368266289887e-16,1.3917208386607905e-26,2.1222142340562947e-32,5.816224942105879e-30,5.314461262496774e-25,6.715359735043945e-30,3.7638434748545e-36,1.6423074932958748e-40,5.013724610111375e-43,8.748727453449648e-37,2.8389366242113074e-32,1.3861564981812902e-40,2.4107077413919478e-22,1.022990929644917e-28,3.388538802153258e-21,1.739143123281377e-27,3.1773592125499735e-38,3.1492420253773835e-18,1.687537675778858e-19,3.004198396726073e-29,2.798712391914811e-22,8.068352717464245e-25
2.457730392950788e-10,0.5408312111935987,2.428989341527652e-16,1.4892407533395934e-20,3.32252030432112e-15,3.5274045387593135e-18,0.0,0.0,6.719179770404054e-12,1.1568394293344637e-19,6.748387399030621e-22,5.083602673045543e-23,1.916918768433552e-30,3.966473216051118e-40,5.091172676879033e-29,3.744448035729038e-20,1.0186218044396683e-17,7.781705061278516e-24,3.1810094960784683e-37,3.4920598821980987e-37,1.188445713981261e-19,2.740171337238661e-30,2.420247932389668e-18,3.871925217051353e-31,9.858252930985337e-26,8.615996792929975e-31,1.0553627170029547e-29,4.0270758577923705e-31,7.75375961125789e-38,1.792496423903922e-39,6.650532970808364e-31,1.6204277863961152e-38,1.3528607714716112e-29,4.7063341762144114e-35,3.76,0.0,0.6072800099444734,0.9999576516111823,6.576610518577279e-19,4.509443600984403e-23,1.6372030772814593e-08,1.6372030773819306e-08,2.1815601079176893e-19,4.876655702969138e-24,4.2348382095386854e-05,9.275280311366435e-23,1.443638204667263e-24,6.716699839611019e-12,1.9189939466898187e-15,8.94511822123032e-19,2.8162478150849464e-16,1.7904847433264278e-10,8.756088026143715e-22,3.322976069994121e-15,4.975552230457873e-19,3.625698490789344e-23,5.2326581093020657e-20,4.650756698115836e-17,3.350008900831712e-28,5.639671045895159e-29,2.4607400054621477e-18,2.2916866703412997e-31,1.0186264298757932e-17,1.8366089135517685e-16,1.7162490155350023e-26,2.8064779925524834e-32,7.522299169342258e-30,6.552688535091301e-25,8.878444895638769e-30,4.975672884965212e-36,2.1673581378888466e-40,6.6315071235196435e-43,1.0728909314235599e-36,3.8077290973169723e-32,1.8109373924101806e-40,2.9469775374375893e-22,1.3087974717495737e-28,4.1782003424643845e-21,2.136803154826428e-27,4.201830858725269e-38,3.370201591122211e-18,1.940599534876777e-19,3.67623958407716e-29,3.4512324077194836e-22,9.278270712767553e-25
