Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139)
3.4974565861147165e-05,0.95641974222784,0.0011999457820691829,0.00026261445999096,0.00030263921947997554,0.30075643155641846,0.0,0.0,0.0011906630414915168,6.0631515293985246e-05,0.2971356671356864,0.013693498172168441,0.00018530556329784934,2.1656818033647096e-10,6.094404614234448e-08,3.507365765379916e-06,0.003820897483311739,0.008262630792502678,0.0001810962790085895,2.830561534338737e-06,0.01028612891479975,1.418280710030293e-07,6.707299601835391e-07,0.0001969047780229848,5.438696494337624e-07,0.03891064610855622,2.0014753686368792e-06,0.0019658587653856147,0.00047226420498931964,1.3119886933372759e-06,1.3330165094189298e-06,3.187758333531595e-09,4.2746832492155915e-07,1.7750671447861634e-05,3.76,0.0,0.004756438741997857,0.6900441078341677,0.20420947216483268,0.028946773816064295,0.3133670441988755,0.6977187274792034,7.495717222502095e-08,1.3930062493435357e-10,0.0008318618923009501,0.00016036660439083607,0.0007632280259751055,2.667567355219018e-05,1.2523776143370971e-05,0.14892037919505188,0.048834008611991275,0.012402407406000052,0.00014077894973664207,0.008741386807638857,1.6779670477987905e-05,3.259178500618839e-05,1.3025209010834956e-05,3.27343685465099e-05,0.0003058131856895048,4.944353605032657e-05,0.0358945808346755,0.00018090403842494063,0.052639490752259786,9.405585298819127e-10,0.05682781970967322,0.02775430334175983,6.691396611908536e-08,9.292839692344694e-05,1.0709899037818e-08,8.947617761135513e-08,2.0679577709355377e-12,1.2185797172211692e-08,6.222611774120294e-09,1.0822167001231364e-06,3.2818386653723323e-13,9.300985463985349e-08,5.028361850615576e-12,9.031695474283183e-09,1.982607905002877e-12,5.226517329577994e-07,2.2907342312436842e-07,0.0007564269264589311,4.71361067755242e-09,0.00016128676545304198,0.0050323337144096095,3.0279954255629764e-07,5.429077370862837e-11,0.029084752152362215,8.726854762987661e-11,8.975932890149217e-06,3.0254678646860454e-10,0.005325781966248435,8.440348512726862e-07,7.189464299254557e-06,2.1658776438044304e-06,8.832191475860919e-05,0.0014521301120866878,0.0007186533898546714,1.760973996033259e-09,0.000174132406381428,4.288877406533891e-06,7.319591429056926e-08,1.712786076284005e-08,6.062184684562486e-08,0.00019728640690612397,1.6737523171228904e-10,7.064516154302416e-09
3.531346012774322e-05,0.956706059987159,0.0011991850270886536,0.00026179330764930964,0.00030202142284017853,0.3010315796140251,0.0,0.0,0.0011834948990693313,6.0072742844058296e-05,0.2991085819190335,0.0137768792793516,0.00018465502366901828,2.1683106688594435e-10,6.092866539600527e-08,3.504352875316876e-06,0.0038220080412372697,0.008244592468302074,0.00018135423679251843,2.8362663980098245e-06,0.01033608973833887,1.4275317526957343e-07,6.707185406265792e-07,0.0001967090722959788,5.408162665829947e-07,0.03888049490693743,2.0075705997785993e-06,0.001974952227434205,0.00047317403886032656,1.3125517185096156e-06,1.3311950491803888e-06,3.185727980381415e-09,4.2701997824981643e-07,1.7821475793391052e-05,3.76,0.0,0.004557860249098791,0.6885059934899559,0.20501983868867366,0.02912459982720457,0.31241132512560554,0.6989128092016268,7.4728568438447e-08,1.3887556891156636e-10,0.0008300076580665007,0.00015998590893152916,0.0007594511393273238,2.636533900026723e-05,1.2477709155138452e-05,0.14884776718223167,0.048379538515950324,0.012375832238461476,0.00014037818055898815,0.00868517143353035,1.6712072797555356e-05,3.2747890730347e-05,1.297334266115427e-05,3.268477128478825e-05,0.00030483555729866803,4.9161146906467005e-05,0.03596212159492893,0.00017990220084799154,0.05273285980042174,9.272608227667242e-10,0.05713491965338589,0.028008201770114108,6.686321076003275e-08,9.242218670981484e-05,1.06246312431906e-08,8.875564638877412e-08,2.0513059426018486e-12,1.2068803316770184e-08,6.1713144250189516e-09,1.0777959594730822e-06,3.2554133148039636e-13,9.265835654484443e-08,5.011323222435682e-12,8.994549470037982e-09,1.975895373468776e-12,5.254826884652934e-07,2.2694886332255127e-07,0.0007594328547513428,4.6718104357985236e-09,0.00016018840388194676,0.005032629029879072,3.0205028654531257e-07,5.4014522492400336e-11,0.02916907635589454,8.695727852605859e-11,8.984114563537472e-06,3.020571619403186e-10,0.0053528220532049735,8.426508153608948e-07,7.202060421166894e-06,2.169138575972376e-06,8.840561240041913e-05,0.0014467305093559268,0.0007249049317750518,1.7581872557370125e-09,0.00017268628855615157,4.285693207075572e-06,7.314137995389827e-08,1.707923232499142e-08,6.044873972776489e-08,0.00019833951366829105,1.6685648208222703e-10,7.022490067953864e-09
3.565235439433927e-05,0.9569899463033915,0.0011985076855854835,0.00026098800388017236,0.0003014269382994717,0.30130410232863425,0.0,0.0,0.001176441497417016,5.952541395157485e-05,0.30107356095504106,0.013860033386821687,0.0001840152603182413,2.1712487992379053e-10,6.091793183204413e-08,3.5014970872206106e-06,0.0038232405021446417,0.008226527998871948,0.0001816137847639779,2.8419908166016363e-06,0.010385788566512835,1.4367782060703506e-07,6.707554807681275e-07,0.0001965141990720177,5.378289193740088e-07,0.03884840858691365,2.013730979908589e-06,0.001983996325150838,0.0004740801035637578,1.3131755263031952e-06,1.3294414031301533e-06,3.1838930252975894e-09,4.2658671165432145e-07,1.7891911642326023e-05,3.76,0.0,0.00436774568786815,0.6869743465011576,0.20582711977780954,0.02930170757752868,0.31145514148387815,0.700094668998102,7.449985344198082e-08,1.3845037113669859e-10,0.0008281612205196056,0.00015961390342304486,0.0007557241838925593,2.6062747035289435e-05,1.24329430872526e-05,0.14877344956004168,0.047929301335514866,0.012349855795782017,0.00013998530647231286,0.008629816754209615,1.6645793860074337e-05,3.290268956222984e-05,1.2922471317721958e-05,3.263727688420397e-05,0.00030387837780719573,4.888397118631756e-05,0.03602818609309405,0.0001789172353833143,0.05282461057869619,9.14302221754508e-10,0.057440001363591134,0.028261366700242645,6.680920149694865e-08,9.192384138095064e-05,1.0540702478191603e-08,8.804711491097152e-08,2.0349314010408175e-12,1.1954374449296794e-08,6.12115126610821e-09,1.0734477120901294e-06,3.229427964917818e-13,9.231314718235587e-08,4.994598669393317e-12,8.958173915240224e-09,1.9693064332702424e-12,5.28295010412453e-07,2.2484407895385322e-07,0.0007623922051422972,4.630843922613845e-09,0.0001591247193030536,0.005033079402033299,3.0131429324175734e-07,5.3741785682628134e-11,0.02925192046178356,8.665012469461139e-11,8.992569268012315e-06,3.0157935872213437e-10,0.005379682125301505,8.413140819706453e-07,7.214648804618573e-06,2.1724392849779202e-06,8.849039093740318e-05,0.0014415102841966155,0.0007311052647634702,1.755437187776784e-09,0.00017126956743687506,4.2823950749099594e-06,7.308490679275468e-08,1.703184995152772e-08,6.028014489307788e-08,0.0001993856656401842,1.66350415144364e-10,6.981013875274574e-09
3.599124866093532e-05,0.9572714705931791,0.0011979102938206795,0.00026019792815479054,0.000300854735406009,0.3015740800833817,0.0,0.0,0.0011694988734574482,5.898908494178761e-05,0.3030307219922872,0.013942965295724445,0.0001833858391067226,2.174483888033294e-10,6.091162413737914e-08,3.49879170705079e-06,0.003824588975116829,0.008208439934040017,0.00018187469444944492,2.8477323160329278e-06,0.010435229752659331,1.446020315214674e-07,6.708383741598123e-07,0.00019632020294217288,5.349047971706864e-07,0.03881442434130801,2.0199541936035553e-06,0.0019929921265659243,0.00047498273081052596,1.3138576475846973e-06,1.327751882476796e-06,3.1822451569717313e-09,4.2616769434911004e-07,1.796198723412616e-05,3.76,0.0,0.0041857289856329855,0.6854490565503009,0.206631384796399,0.029478106071457358,0.310498684694379,0.7012646758951421,7.427107302662468e-08,1.3802511351914479e-10,0.00082632244666424,0.00015925022653891777,0.0007520454580965244,2.5767579706701163e-05,1.2389421009366525e-05,0.14869746903826753,0.04748326461205517,0.01232445943513423,0.00013960001204207912,0.008575312894994958,1.658078078242055e-05,3.3056197603301394e-05,1.2872555222457669e-05,3.259179012443302e-05,0.0003029408365849316,4.861182420661529e-05,0.036092807198382974,0.00017794851700460556,0.05291478351950086,9.016688923343055e-10,0.05774309397255477,0.028513806677944897,6.675199984178419e-08,9.143307834772054e-05,1.0458068492795155e-08,8.735017041912606e-08,2.0188246091671147e-12,1.1842408174566557e-08,6.072076805470874e-09,1.0691689371903793e-06,3.2038674830759655e-13,9.197397785217273e-08,4.978175447714409e-12,8.922535575473518e-09,1.962836070777776e-12,5.310889685696767e-07,2.2275891851607524e-07,0.0007653058809048618,4.5906869123890495e-09,0.00015809414481327715,0.005033679492478395,3.005910947286828e-07,5.3472448777514525e-11,0.029333308642673125,8.634694463572062e-11,9.001284120249093e-06,3.0111280821205796e-10,0.005406363497888112,8.400227393997878e-07,7.2272237910017996e-06,2.1757777781472347e-06,8.85761923728897e-05,0.0014364618027145266,0.0007372549743212981,1.7527220855355157e-09,0.00016988189417039667,4.278986521671829e-06,7.302655451397765e-08,1.6985655923977086e-08,6.011585267691746e-08,0.00020042497246023733,1.6585645508993951e-10,6.940071247030647e-09
3.6330142927531375e-05,0.9575506994373343,0.0011973895384294268,0.00025942248741366177,0.0003003038313871488,0.30184158970581054,0.0,0.0,0.0011626632415971476,5.84633344850487e-05,0.30498017856866916,0.014025679605621809,0.00018276634544895704,2.1780042147885306e-10,6.09095310786337e-08,3.496230325593431e-06,0.003826047781560697,0.008190330687388375,0.0001821367465580142,2.8534885131444357e-06,0.010484417501901927,1.4552583142440723e-07,6.709649215460066e-07,0.00019612712526135098,5.320412226909942e-07,0.03877857863647079,2.02623799611109e-06,0.0020019406576697357,0.0004758822299361572,1.3145956946972948e-06,1.3261229664920838e-06,3.1807764042176074e-09,4.257621316824746e-07,1.8031710383000465e-05,3.76,0.0,0.004011460309484359,0.6839300175763848,0.20743270007306083,0.029653803756342186,0.30954213708495093,0.7024231845929315,7.404227080824431e-08,1.37599874081494e-10,0.0008244912086359113,0.0001588945328661221,0.000748413338760235,2.5479535177547536e-05,1.2347088695596786e-05,0.14861986668443528,0.047041395945147106,0.012299624978100079,0.0001392219957370981,0.008521649633887539,1.6516983057718036e-05,3.320843050618796e-05,1.2823556402390123e-05,3.254821995479286e-05,0.00030202216005660685,4.8344529909055705e-05,0.03615601675966072,0.00017699544995553311,0.05300341745397108,8.893477146558034e-10,0.05804422575290796,0.028765529919054195,6.669166614376328e-08,9.094962787326979e-05,1.037668706771136e-08,8.666441964854553e-08,2.002976480299865e-12,1.17328073595375e-08,6.024047825544796e-09,1.0649567568263025e-06,3.1787174512815973e-13,9.164061113257695e-08,4.9620413882226724e-12,8.887602762144571e-09,1.956479498378565e-12,5.338648247262182e-07,2.2069323077101004e-07,0.0007681747601067377,4.551316202809924e-09,0.00015709518803676476,0.005034424076321059,2.998802368970254e-07,5.320640230333923e-11,0.029413264381498643,8.604760192102792e-11,9.01024664424349e-06,3.0065696328005364e-10,0.0054328674392744815,8.387749547978845e-07,7.239779954232412e-06,2.1791521082365926e-06,8.866295982811403e-05,0.0014315777562948937,0.0007433546406508469,1.7500402941395403e-09,0.00016852291202416897,4.275470919381226e-06,7.296638045309479e-08,1.6940595220348626e-08,5.995566325880756e-08,0.0002014575403444675,1.6537405293168982e-10,6.899646546756421e-09
3.666903719412743e-05,0.9578276967076268,0.0011969422489997337,0.00025866111472780623,0.000299773288683709,0.3021067046482002,0.0,0.0,0.0011559309849345273,5.794776231309658e-05,0.3069220401762876,0.014108180723547255,0.00018215638336940506,2.1817986116827527e-10,6.091145098025552e-08,3.4938068045789885e-06,0.0038276114473254517,0.008172202544596548,0.00018239973067582776,2.859257112810201e-06,0.010533355877483662,1.464492426588216e-07,6.711329253727225e-07,0.00019593500431792357,5.292356450835527e-07,0.03874090724144889,2.0325802108578473e-06,0.002010842904141444,0.00047677888891711816,1.3153873583184275e-06,1.3245512945571928e-06,3.1794791205579843e-09,4.25369263534177e-07,1.8101088498198812e-05,3.76,0.0,0.003844605313155592,0.6824171275834037,0.20823112904530197,0.029828808549420324,0.308585672294254,0.7035705360666303,7.381348832412908e-08,1.3717472713040525e-10,0.0008226673834708183,0.00015854649214236088,0.0007448262770675917,2.519832680189006e-05,1.230589448141449e-05,0.1485406820089435,0.04660366300367826,0.01227533470508664,0.00013885096926118888,0.008468816440283734,1.645435243840802e-05,3.335940349339809e-05,1.2775438581721976e-05,3.250647929256287e-05,0.0003011216098376048,4.808192040538189e-05,0.03621784564664603,0.0001760574662210551,0.05309054968867138,8.773262413943241e-10,0.05834342415424608,0.02901654432287557,6.662825963538683e-08,9.047323242364705e-05,1.0296517907833903e-08,8.598948777552835e-08,1.9873783538315384e-12,1.1625479822159933e-08,5.97702325324852e-09,1.060808428661692e-06,3.1539641275750444e-13,9.131282031842275e-08,4.946184868065124e-12,8.853345254010514e-09,1.9502321433454377e-12,5.366228330305329e-07,2.1864686479679968e-07,0.0007709996966425006,4.512709561223949e-09,0.00015612642749366447,0.0050353080432257846,2.991812792163658e-07,5.294354156954682e-11,0.029491810498809102,8.575196504227233e-11,9.019444758991917e-06,3.002112974804206e-10,0.005459195172821876,8.375689705283604e-07,7.252312093513227e-06,2.182560373094687e-06,8.875063756090442e-05,0.0014268511485234531,0.0007494048382477754,1.7473902095985147e-09,0.00016719225728642533,4.271851507531552e-06,7.290443969465196e-08,1.689661537821189e-08,5.979938615911207e-08,0.00020248347223365463,1.649026851431178e-10,6.859724797273364e-09
3.700793146072348e-05,0.9581025236874017,0.0011965653910947234,0.00025791326803485616,0.0002992622126354196,0.3023694951575261,0.0,0.0,0.0011492986469470183,5.744198801859033e-05,0.3088564124193366,0.014190472872618601,0.00018155557461154324,2.1858564304137942e-10,6.091719123125134e-08,3.491515263321978e-06,0.003829274695214401,0.008154057671228516,0.00018266344497293603,2.8650359050786637e-06,0.010582048806789042,1.4737228652533768e-07,6.713402846411003e-07,0.00019574387549329178,5.264856334203405e-07,0.038701445255354475,2.0389787270978737e-06,0.0020196998129960644,0.0004776729753411912,1.3162304044822635e-06,1.3230336586468278e-06,3.1783459696691835e-09,4.249883627965748e-07,1.8170128603282294e-05,3.76,0.0,0.0036848444214558672,0.6809102884583021,0.20902673239640152,0.030003127863498846,0.30762945565709404,0.704707058140735,7.358476512516683e-08,1.3674974341989033e-10,0.0008208508528863809,0.00015820578853574757,0.0007412827947698682,2.4923682261979353e-05,1.226578912936763e-05,0.14845995304510815,0.04617003353583991,0.012251571349405447,0.0001384866569218736,0.008416802511204465,1.639284282598558e-05,3.3509131375144244e-05,1.2728167098928599e-05,3.246648483302102e-05,0.000300238480977436,4.782383554948324e-05,0.03627832378913795,0.00017513402409002115,0.05317621607836559,8.655926584099733e-10,0.058640715837878866,0.02926685748511782,6.656183847559656e-08,9.000364605619944e-05,1.0217522542031706e-08,8.532501742878122e-08,1.972021972388187e-12,1.1520338041099053e-08,5.930964038671849e-09,1.0567213391419763e-06,3.129594409795835e-13,9.099038888354384e-08,4.930594783604616e-12,8.819734223329738e-09,1.944089637152481e-12,5.393632403134035e-07,2.166196700350569e-07,0.0007737815212125105,4.474845674146715e-09,0.00015518650914619377,0.0050363263981057,2.9849379449439346e-07,5.268376643787611e-11,0.029568969178829303,8.545990726218003e-11,9.028866766651997e-06,2.9977530429804047e-10,0.005485347878947345,8.36403100739313e-07,7.264815226227192e-06,2.186000715298548e-06,8.88391709811068e-05,0.0014222752824918437,0.0007554061355397444,1.7447702779242959e-09,0.00016588956011082503,4.268131399780247e-06,7.28407851857964e-08,1.685366636594466e-08,5.964683976590253e-08,0.00020350286793320864,1.644418523787341e-10,6.820291649111682e-09
3.734682572731953e-05,0.9583752391863729,0.0011962560596814698,0.0002571784289445029,0.0002987697493047594,0.30263002843573206,0.0,0.0,0.0011427629236278572,5.694564993178521e-05,0.3107833971653635,0.01427256010023192,0.0001809635577950234,2.190167512110225e-10,6.092656782610665e-08,3.4893500677666997e-06,0.003831032437860777,0.008135898120004582,0.00018292769592156608,2.870822762399523e-06,0.010630500087072952,1.4829498330823943e-07,6.715849901142947e-07,0.0001955537714121322,5.237888705758239e-07,0.03866022713305174,2.0454314976725168e-06,0.0020285122941540953,0.0004785647373346776,1.3171226717499973e-06,1.3215669961806943e-06,3.1773699116051936e-09,4.2461873393487536e-07,1.8238837354433456e-05,3.76,0.0,0.0035318721501731583,0.6794094057978275,0.2098195681852076,0.030176768631440847,0.30667364457228674,0.705833066037807,7.335613886384157e-08,1.3632499030735157e-10,0.0008190415030724932,0.0001578721199652733,0.0007377814806095831,2.4655342761206394e-05,1.2226725703014135e-05,0.14837771642446426,0.04574047537811609,0.01222831809105171,0.000138128795034157,0.008365596805187097,1.6332410166982104e-05,3.3657628566315425e-05,1.2681708828570505e-05,3.242815687028787e-05,0.0002993721003040046,4.757012253499212e-05,0.03633748021437704,0.0001742246068022855,0.05326045109505585,8.541357480009403e-10,0.058936126709841004,0.029516476710338,6.649245979028273e-08,8.95406338430807e-05,1.0139664228877372e-08,8.467066776068689e-08,1.9568994603723016e-12,1.1417298885100915e-08,5.885833041650134e-09,1.0526929970375092e-06,3.1055958015382777e-13,9.067310997631517e-08,4.915260524788699e-12,8.786742166332618e-09,1.9380478054366144e-12,5.42086286394864e-07,2.146114963332723e-07,0.0007765210422515859,4.437704099697498e-09,0.00015427414311382275,0.0050374742614837514,2.978173686270245e-07,5.242698110388722e-11,0.02964476199433113,8.51713064678152e-11,9.03850134110665e-06,2.9934849642675464e-10,0.0055113266970444,8.352757281288827e-07,7.277284581017313e-06,2.18947132175565e-06,8.892850666300792e-05,0.001417843748497853,0.000761359094568069,1.7421789942340988e-09,0.0001646144453088175,4.264313590265014e-06,7.277546784350446e-08,1.6811700461482974e-08,5.9497850889576176e-08,0.0002045158242461399,1.639910782688726e-10,6.781333350586795e-09
3.7685719993915585e-05,0.9586458996499129,0.0011960114729395142,0.0002564561016121542,0.0002982950834300765,0.3028883687909495,0.0,0.0,0.0011363206560451704,5.6458404068763394e-05,0.31270309269024166,0.014354446285862474,0.0001803799876175355,2.1947221616539888e-10,6.093940493827746e-08,3.487305819318693e-06,0.0038328797709413446,0.008117725837595291,0.00018319229802500262,2.8766156370469574e-06,0.010678713390913136,1.4921735230152394e-07,6.718651198148613e-07,0.00019536472208399878,5.211431474655061e-07,0.03861728670927087,2.051936536862899e-06,0.002037281221938299,0.0004794544044489755,1.3180620685230202e-06,1.3201483833243574e-06,3.176544189754993e-09,4.2425971162324004e-07,1.830722105786219e-05,3.76,0.0,0.0033853964594992535,0.6779143887437735,0.2106096919692685,0.0303497373295201,0.30571838885388714,0.7069488629028153,7.312764537825179e-08,1.359005319027027e-10,0.0008172392244928969,0.00015754519745874893,0.0007343209869488238,2.4393062268238917e-05,1.218865944843448e-05,0.1482940074476436,0.0453149564633695,0.01220555855021636,0.00013777713135748205,0.008315188073975719,1.6273012354714536e-05,3.3804909102645435e-05,1.263603210745484e-05,3.239141912822001e-05,0.0002985218248623638,4.732063551646684e-05,0.03639534308264202,0.0001733287212744309,0.05334328789348881,8.429448545610971e-10,0.0592296819522636,0.029765409023915664,6.64201797103073e-08,8.908397132734833e-05,1.0062907867885695e-08,8.402611357409705e-08,1.9420033037884382e-12,1.1316283360118244e-08,5.841594925628627e-09,1.0487210273385245e-06,3.0819563801422967e-13,9.036078595455884e-08,4.900171951716321e-12,8.75434283769003e-09,1.9321026587922454e-12,5.447922043758582e-07,2.1262219398297556e-07,0.0007792190468103312,4.401265222781211e-09,0.00015338810054967554,0.0050387468695569995,2.971516003408435e-07,5.217309389034363e-11,0.02971920993037828,8.488604502653873e-11,9.048337516914398e-06,2.989304050769703e-10,0.005537132727324301,8.341853008910995e-07,7.289715591253608e-06,2.1929704232771348e-06,8.901859235479513e-05,0.0014135504121469012,0.0007672642707093391,1.7396149018392459e-09,0.00016336653309272824,4.260400959567095e-06,7.270853665581947e-08,1.6770672138063382e-08,5.935225434332173e-08,0.00020552243509951003,1.6354990828396815e-10,6.742836719454791e-09
3.802461426051164e-05,0.9589145592631357,0.0011958289664259763,0.00025574581167537154,0.00029783743650021235,0.3031445777802448,0.0,0.0,0.0011299688232977786,5.597992314606147e-05,0.3146155938171707,0.014436135148496078,0.0001798045340993817,2.199511121364665e-10,6.095553451286726e-08,3.4853773428002122e-06,0.003834811966703585,0.00809954267097243,0.0001834570735566539,2.882412558631897e-06,0.010726692271402133,1.5013941183515455e-07,6.721788347703112e-07,0.00019517675503690163,5.18546357618981e-07,0.03857265722125218,2.0584919183527646e-06,0.0020460074365016533,0.0004803421885088542,1.3190465704933363e-06,1.3187750286855633e-06,3.175862318499509e-09,4.2391065945014316e-07,1.837528568635991e-05,3.76,0.0,0.0032451381391517538,0.6764251498261533,0.211397156921692,0.0305220399997056,0.30476383106657035,0.708054740304259,7.28993187723378e-08,1.3547642921088378e-10,0.0008154439116961112,0.00015722474454461563,0.0007309000265892592,2.413660680844683e-05,1.2151547682782772e-05,0.1482088601511184,0.044893444828115185,0.012183276780562935,0.00013743142456290705,0.008265564892137532,1.621460913640592e-05,3.395098665612007e-05,1.2591106664846149e-05,3.2356198600742595e-05,0.0002976870404408203,4.7075235252282206e-05,0.03645193972117715,0.00017244589689909887,0.053424758373316866,8.3200985245252e-10,0.059521406053201525,0.030013661183573768,6.634505340720468e-08,8.863344400957613e-05,9.987219915870866e-09,8.339104450094527e-08,1.9273263312660542e-12,1.121721637321219e-08,5.798216058280904e-09,1.0448031654820014e-06,3.058664766583721e-13,9.005322793776935e-08,4.885319372169778e-12,8.72251118869582e-09,1.9262503838859397e-12,5.474812209155174e-07,2.1065161375407714e-07,0.0007818763013918393,4.365510212854673e-09,0.00015252721067057168,0.005040139573995136,2.9649610092938427e-07,5.1922017052239604e-11,0.029792333407003654,8.460400964470119e-11,9.058364678666024e-06,2.9852057931095867e-10,0.005562767032581555,8.331303298279469e-07,7.302103888729348e-06,2.196496294129563e-06,8.910937698524238e-05,0.0014093894028578732,0.0007731222124341228,1.7370765913185793e-09,0.00016214543977238717,4.2563962803422425e-06,7.264003877744928e-08,1.673053795655214e-08,5.9209892547915654e-08,0.00020652279166472298,1.6311790866410584e-10,6.704789116153062e-09
3.836350852710769e-05,0.9591812700500414,0.0011957059875670139,0.00025504710524574604,0.00029739606494069763,0.30339871434443566,0.0,0.0,0.0011237045358441372,5.550989565693788e-05,0.31652099205000367,0.014517630253708122,0.00017923688186811585,2.2045255451136077e-10,6.097479588506537e-08,3.4835596773125096e-06,0.00383682446778428,0.008081350373349259,0.00018372185230867746,2.8882116316161285e-06,0.010774440167093322,1.5106117930104363e-07,6.725243750501514e-07,0.00019498989544343247,5.159964920644401e-07,0.03852637133001734,2.065095773289526e-06,0.0020546917451902567,0.00048122828442457785,1.3200742182143994e-06,1.3174442672817581e-06,3.175318071509612e-09,4.2357096868696976e-07,1.8443036895050877e-05,3.76,0.0,0.0031108302234762355,0.6749416048138617,0.21218201394210015,0.030693682270934,0.3038101068459073,0.709150978713188,7.267119149249564e-08,1.350527402680694e-10,0.0008136554631353942,0.00015691049667625453,0.0007275173697707584,2.3885753799919696e-05,1.2115349689424098e-05,0.1481223073700824,0.044475908619064294,0.012161457262299485,0.00013709144372830938,0.00821671568472591,1.6157162025378016e-05,3.409587454966409e-05,1.2546903556500238e-05,3.2322425400912724e-05,0.00029686716017825605,4.683378876807539e-05,0.03650729665653914,0.00017157568441299151,0.053504893238092786,8.213211159319228e-10,0.05981132283500445,0.030261239690462554,6.626713512671056e-08,8.818884686298712e-05,9.912568308094828e-09,8.276516422928082e-08,1.9128616962009543e-12,1.1120026511605733e-08,5.7556644183975905e-09,1.0409372518915977e-06,3.0357100971393106e-13,8.975025537817933e-08,4.87069351977215e-12,8.691223308932894e-09,1.920487334893982e-12,5.501535564948805e-07,2.0869960692577669e-07,0.0007844935527463095,4.330420984111803e-09,0.0001516903579334224,0.005041647841501384,2.958504939846586e-07,5.1673666592245044e-11,0.029864152300875253,8.432509122920148e-11,9.068572550684207e-06,2.981185854052211e-10,0.005588230639887085,8.321093856166693e-07,7.314445297404774e-06,2.2000472515571953e-06,8.920081066788942e-05,0.0014053551027736356,0.0007789334611000258,1.7345626995793006e-09,0.00016095077840794705,4.252302222639032e-06,7.257001962005702e-08,1.669125646386509e-08,5.907061515902796e-08,0.0002075169824719987,1.626946654090453e-10,6.6671784184623e-09
3.870240279370374e-05,0.9594460819679795,0.0011956400904542966,0.00025435954795432526,0.00029697025840296073,0.3036508349354829,0.0,0.0,0.0011175250291824224,5.504802500492219e-05,0.318419375701181,0.014598935020410651,0.00017867672947989406,2.209756978378445e-10,6.099703543036866e-08,3.481848067977985e-06,0.003838912881299688,0.008063150609738848,0.00018398647134933976,2.8940110329468024e-06,0.01082196040671494,1.5198267117865658e-07,6.72900056054585e-07,0.00019480416623995933,5.134916345034666e-07,0.0384784611403575,2.071746288415135e-06,0.002063334923844952,0.00048211287096988593,1.3211431147846704e-06,1.31615355484002e-06,3.1749054706331634e-09,4.232400571176696e-07,1.8510480036385988e-05,3.76,0.0,0.0029822174349159796,0.673463672572425,0.21296431176202058,0.030864669379423885,0.302857345204246,0.710237847961178,7.244329440074806e-08,1.3462952027185765e-10,0.0008118737809972476,0.00015660220068740315,0.0007241718413355306,2.364029143068032e-05,1.2080026619187885e-05,0.14803438079772244,0.04406231609901109,0.012140084895072616,0.0001367569678605241,0.008168628753103207,1.610063421796971e-05,3.423958577114577e-05,1.2503395102258128e-05,3.2290032618118206e-05,0.00029606162324812186,4.659616903948852e-05,0.03656143964544818,0.00017071765482861982,0.05358372205126547,8.108694909950344e-10,0.060099455481313804,0.030508150799822078,6.618647822026022e-08,8.774998387503826e-05,9.838922383888004e-09,8.214818977531992e-08,1.8986028599367103e-12,1.102464583612326e-08,5.71390950856088e-09,1.037121226812373e-06,3.0130819967017095e-13,8.945169567246744e-08,4.856285534303326e-12,8.66045637119087e-09,1.9148100258106035e-12,5.528094256678223e-07,2.0676602531438218e-07,0.0007870715286259828,4.295980157929223e-09,0.0001508764793509677,0.005043267253160323,2.952144151251615e-07,5.1427962085461125e-11,0.029934685966003502,8.404918475200024e-11,9.078951187030958e-06,2.9772400623789237e-10,0.005613524542212417,8.311210962221708e-07,7.326735827381598e-06,2.203621655276928e-06,8.929284470281593e-05,0.001401442136074169,0.0007846985507765673,1.7320719089097429e-09,0.00015978215942137968,4.2481213589226025e-06,7.249852293755166e-08,1.6652788097006695e-08,5.893427871529402e-08,0.00020850509351934477,1.6227978332416895e-10,6.629992997410531e-09
