Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980)
2.970040737567335e-06,0.5181377978869025,2.2137811885834196e-09,6.330648697326201e-11,1.3551210597735895e-08,5.283808558722226e-09,0.0,0.0,5.047031312052845e-08,4.734640064990055e-12,5.6095446552844095e-11,2.2265657888327105e-15,2.5609583949770054e-17,9.640348091400666e-33,1.5892055645313677e-24,1.4116950137149554e-17,1.1319279685299287e-10,9.08004529109322e-13,2.8142681129158466e-22,2.1773612840495906e-24,3.9598766849968525e-13,1.075846406783848e-21,3.9081282981135384e-18,6.086480506658616e-17,5.236092084245986e-16,2.0563689998741534e-14,1.441514722718783e-19,4.285511216878724e-17,1.3474417367079247e-19,1.4556093820656133e-21,2.225598777392475e-18,4.597828341575019e-20,1.0091324701657064e-15,4.380633268657877e-17,3.76,0.0,0.7660953676951913,0.9999570781914533,5.062976628359664e-08,4.133597498688185e-12,3.7766983193518154e-05,3.7767043282595714e-05,2.176475860592683e-15,1.1800915540466787e-19,4.280731366763649e-05,4.0709560412583405e-14,7.445016985736054e-13,2.9024814375972078e-08,6.3231103872104976e-09,3.338085534970743e-08,6.331147307195081e-09,1.946065049173832e-07,2.2354067795017022e-14,6.312018183428606e-08,7.709845998641516e-13,2.333776752695308e-16,3.212052277727071e-13,1.3791028195699145e-10,9.36754207652466e-17,1.4830916070487278e-17,6.311173115233993e-13,4.788265835913126e-16,1.1585594096596876e-10,2.5212879759717165e-10,9.9210178404565e-16,1.521294590808746e-13,1.6898860135476766e-22,2.1101021818874952e-13,3.1851508746284887e-15,4.219505067314905e-17,5.158402627484721e-23,3.1660050090766238e-18,2.4029910695873842e-20,4.562607951896957e-18,3.9896301358651175e-24,8.212302245837371e-19,3.1475310779976263e-21,1.9660109040508425e-11,1.2393329947231154e-22,2.339554761711698e-24,2.1347978372624728e-17,8.613910553055777e-12,1.623819782910331e-21,1.121033922782318e-11,3.750933089644236e-13,7.182403205818206e-15,7.966438027555634e-23,5.429743539454816e-10,1.825847550838209e-20,1.518509765631709e-14,1.235540025882306e-16,4.229751626217184e-15,4.276760636212422e-14,7.801086224183518e-27,2.7070772661614016e-16,1.0024875758909919e-13,7.818152315665322e-18,3.082472838618789e-24,2.4803527500265934e-16,9.91085617669492e-15,1.8053351591637246e-15,1.2093929090129125e-18,7.362767495241999e-16,5.6402669830726844e-15,2.8087606268844454e-20,1.674089758957767e-16,3.462657737602174e-20,7.595810678446907e-23,2.5329054789406837e-23,3.407615146087514e-26,5.3622154367171077e-11,1.1944090404813014e-16
3.0031846445693583e-06,0.5181378375573384,2.2513900283055163e-09,6.446563676411223e-11,1.3687119774493251e-08,5.444630918127477e-09,0.0,0.0,5.1553486739160226e-08,4.880830531398519e-12,5.7906622118721813e-11,2.2821785869605878e-15,2.6386774346360183e-17,1.0089604153622203e-32,1.6384135417850648e-24,1.4423882067647604e-17,1.160711853634195e-10,9.358413332023992e-13,2.9619333372341554e-22,2.2540590008425613e-24,4.048749417073507e-13,1.100328567764631e-21,3.919768421290291e-18,6.358791324982376e-17,5.376300883565113e-16,2.1452645504968394e-14,1.4682747988288748e-19,4.422723174202264e-17,1.4334385796739282e-19,1.5448262715978976e-21,2.2823824790602592e-18,4.73470530184368e-20,1.040287665599087e-15,4.5690345144796826e-17,3.76,0.0,0.7660949432277185,0.9999570757990017,5.1813401626502686e-08,4.2870637764516716e-12,3.818843000114138e-05,3.818849201375848e-05,2.2007951664833656e-15,1.1933692382406679e-19,4.2807313472857384e-05,4.159806046748381e-14,7.699967436675677e-13,2.9412142098444877e-08,6.416689353787595e-09,3.4305791896803855e-08,6.4937589125907496e-09,1.9618960501179904e-07,2.28510256530933e-14,6.440690119364898e-08,7.857383978541812e-13,2.397274353811158e-16,3.300458175913136e-13,1.400256313436909e-10,9.738829478135372e-17,1.5383894704975763e-17,6.531319982052198e-13,5.03681267892799e-16,1.1883768641374891e-10,2.555344443600797e-10,1.0279961826079397e-15,1.5795361971696815e-13,1.731917706185177e-22,2.1843956205905543e-13,3.3000382707137316e-15,4.4612696823469437e-17,5.446402761551267e-23,3.2947718101779525e-18,2.500805096749226e-20,4.744954115964516e-18,4.208535414413279e-24,8.399522379823469e-19,3.2185110297255085e-21,1.9975073018674996e-11,1.2671788983891437e-22,2.4471722512242662e-24,2.1813191773475443e-17,8.835177779959897e-12,1.6667230989638868e-21,1.1520864242717483e-11,3.846688760420668e-13,7.371187645994089e-15,8.202855650815952e-23,5.540487367446673e-10,1.873841400098866e-20,1.5700080322317222e-14,1.2778148151045668e-16,4.424233236535413e-15,4.332882939235114e-14,8.265192260534941e-27,2.810881068206376e-16,1.0414553023446228e-13,8.203716474920994e-18,3.2835920334361994e-24,2.57769162507112e-16,1.0412229392769613e-14,1.870733049741461e-15,1.2471288876585113e-18,7.473423930674315e-16,5.725286241065006e-15,2.9759892747647076e-20,1.6989032407452986e-16,3.563285435920473e-20,7.969004521166986e-23,2.627040528047275e-23,3.485779629007678e-26,5.49994275302865e-11,1.2542757483601464e-16
3.0363285515713817e-06,0.5181378772280394,2.2890082459843855e-09,6.562609955786861e-11,1.3822193520612919e-08,5.608162679239432e-09,0.0,0.0,5.264942609042239e-08,5.030145688427883e-12,5.975452546728473e-11,2.3390533641390193e-15,2.7177678390564844e-17,1.0554165744089432e-32,1.6886287350547493e-24,1.473534784432345e-17,1.1898633571495493e-10,9.64177737121333e-13,3.115331633808303e-22,2.3324410201615464e-24,4.1386084064739133e-13,1.1250862266721506e-21,3.931635454783622e-18,6.639951754766116e-17,5.518507467938046e-16,2.236779435255557e-14,1.495276563502149e-19,4.562995630887531e-17,1.5238366639968474e-19,1.638339351174358e-21,2.3399091713854774e-18,4.873574602190645e-20,1.0719609085231662e-15,4.763046767765748e-17,3.76,0.0,0.7660945187456412,0.9999570733828904,5.3008812052793004e-08,4.4444082240821605e-12,3.860987657653967e-05,3.860994055130943e-05,2.2251144589766194e-15,1.2066469154372444e-19,4.2807313489309244e-05,4.2493554171800464e-14,7.960204972064226e-13,2.9798630283542425e-08,6.510144420719377e-09,3.5244317448026047e-08,6.658523894901555e-09,1.9776220897491055e-07,2.3352053826728828e-14,6.570398944249027e-08,8.006221266600874e-13,2.4619012655176645e-16,3.3901208615695134e-13,1.4213905502621606e-10,1.0119436738802871e-16,1.5949729101198547e-17,6.75624366197591e-13,5.29477825008322e-16,1.2185902071827457e-10,2.5893298452789226e-10,1.064734568033417e-15,1.6392849552458083e-13,1.7745576143286338e-22,2.2603136816615827e-13,3.4175055531810605e-15,4.7133502201930003e-17,5.746343433886432e-23,3.4271022921194975e-18,2.6013293069761127e-20,4.93235615362651e-18,4.436335658070051e-24,8.589871358745966e-19,3.2908133854253693e-21,2.0289874850535847e-11,1.29553293984044e-22,2.5583309335427828e-24,2.2284581216413932e-17,9.05937554613074e-12,1.7102533005632868e-21,1.1835949209066304e-11,3.9435288415398963e-13,7.562210915365632e-15,8.442698949738922e-23,5.65212551402595e-10,1.9224045643796948e-20,1.6225981978646335e-14,1.3209953556732584e-16,4.625293554654905e-15,4.3888869483138055e-14,8.749873369334467e-27,2.9173398876810907e-16,1.0814468208262572e-13,8.603606719743533e-18,3.495246366194622e-24,2.67761501920462e-16,1.0932805374374736e-14,1.9377074459359473e-15,1.2856131041624228e-18,7.583973784638005e-16,5.8102271029919115e-15,3.150850535914085e-20,1.723684694755643e-16,3.665352975196497e-20,8.356058173170801e-23,2.7233547228475304e-23,3.565267984554106e-26,5.639493951737479e-11,1.3163476616541033e-16
3.069472458573405e-06,0.5181379168990047,2.326629682156733e-09,6.67876594436829e-11,1.3956435553957275e-08,5.774404291393667e-09,0.0,0.0,5.375811331616333e-08,5.182622234806446e-12,6.163945136223231e-11,2.397210966101288e-15,2.798233812732546e-17,1.1034326686179094e-32,1.739857954172512e-24,1.5051320332293345e-17,1.2193811863863382e-10,9.930156381517647e-13,3.27460080760942e-22,2.412519899324368e-24,4.2294536529968026e-13,1.1501193837973231e-21,3.943730064706762e-18,6.930134605792201e-17,5.662710706208587e-16,2.3309512591606403e-14,1.5225187529015076e-19,4.7063647944419586e-17,1.6188036737460195e-19,1.736295758512211e-21,2.398178053040041e-18,5.014423235234713e-20,1.1041519742166799e-15,4.9627592283583684e-17,3.76,0.0,0.7660940942490314,0.9999570709436335,5.421592511076023e-08,4.605679969640869e-12,3.903132291969183e-05,3.9031388895529305e-05,2.2494337380644415e-15,1.2199245856372828e-19,4.280731329003863e-05,4.339596534959945e-14,8.225762153299813e-13,3.0184242254640185e-08,6.603464298298041e-09,3.6196413285269326e-08,6.82543747913608e-09,1.9932438638032167e-07,2.3857109099620572e-14,6.701137731313925e-08,8.156346824710571e-13,2.527667256748228e-16,3.4810333193028467e-13,1.4425027299525192e-10,1.0509441490291536e-16,1.6528508969180726e-17,6.985974287171568e-13,5.562379139959203e-16,1.2491985615182917e-10,2.623240870251859e-10,1.1023256768724234e-15,1.7005596741022093e-13,1.817808681421049e-22,2.337868983387049e-13,3.5375735461916463e-15,4.97602649450594e-17,6.058537092012543e-23,3.563045073525763e-18,2.70460076510614e-20,5.124889204189019e-18,4.6732575322647226e-24,8.783354069731617e-19,3.3644353217806644e-21,2.0604469149007786e-11,1.3243938759854717e-22,2.6730991777323212e-24,2.2762133106888845e-17,9.286497356847828e-12,1.7544113753338923e-21,1.2155587832347773e-11,4.0414421759281935e-13,7.755451107109997e-15,8.685944366663156e-23,5.764652051021041e-10,1.9715314802831185e-20,1.6762873833145335e-14,1.365087693302907e-16,4.83307196155329e-15,4.444767269159228e-14,9.255704326469499e-27,3.0264845171353854e-16,1.1224750595277574e-13,9.018175236798572e-18,3.717849000985356e-24,2.780156064391293e-16,1.1473078939181349e-14,2.006275532208472e-15,1.32485111792639e-18,7.694403879094409e-16,5.895079417802353e-15,3.3335788487168793e-20,1.748431129821386e-16,3.7688508808228996e-20,8.757316526731315e-23,2.8218633149145593e-23,3.646080198092983e-26,5.780864988720548e-11,1.3806751870791197e-16
3.1026163655754286e-06,0.5181379565702341,2.3642483485586683e-09,6.795010606574821e-11,1.408984963377133e-08,5.9433557669273446e-09,0.0,0.0,5.4879529050501796e-08,5.3382968199526685e-12,6.356169261894709e-11,2.4566722296550675e-15,2.880079380960751e-17,1.1530379400890748e-32,1.7921077580828007e-24,1.5371771734666306e-17,1.2492640123021795e-10,1.0223568819081107e-12,3.439879431940402e-22,2.49430798232056e-24,4.321285156439141e-13,1.1754280394290025e-21,3.956052872268189e-18,7.229513374001554e-17,5.808909306789702e-16,2.4278173783776283e-14,1.5500000729053213e-19,4.8528667195315654e-17,1.7185113096398282e-19,1.8388453337094583e-21,2.4571882674179543e-18,5.157237909688365e-20,1.1368605611567606e-15,5.168261020978577e-17,3.76,0.0,0.7660936697379616,0.9999570684808994,5.54346686740191e-08,4.7709279653809624e-12,3.9452769030576444e-05,3.945283704669653e-05,2.2737530037492557e-15,1.2332022488415495e-19,4.280731329521312e-05,4.430521845079915e-14,8.49667093966709e-13,3.0568942612581224e-08,6.696638064181079e-09,3.71620590758927e-08,6.994494690061066e-09,2.0087620634070454e-07,2.4366148580151594e-14,6.832899599692534e-08,8.307749522741745e-13,2.594582031083152e-16,3.573188330790937e-13,1.463590139523429e-10,1.0908919365708036e-16,1.7120321414184085e-17,7.220541146344209e-13,5.839833007983671e-16,1.2802010126405817e-10,2.6570743222941846e-10,1.1407781939275618e-15,1.7633790529076517e-13,1.8616735940005194e-22,2.4170739934105926e-13,3.660262827326779e-15,5.249580729192544e-17,6.383298640041466e-23,3.702648500538848e-18,2.810656330239517e-20,5.3226283378515365e-18,4.919529355458028e-24,8.979963959689218e-19,3.439373626949451e-21,2.0918811900145267e-11,1.353760322248697e-22,2.791545607074992e-24,2.324583327277869e-17,9.516536444837772e-12,1.7991982780218334e-21,1.2479773277467683e-11,4.1404174800091133e-13,7.950886020022604e-15,8.932569844414607e-23,5.878061089525245e-10,2.0212165096285267e-20,1.7310825275924928e-14,1.4100977217437514e-16,5.047708758471324e-15,4.500518694394148e-14,9.783264488790039e-27,3.1383454721376284e-16,1.164552863777897e-13,9.447777973975375e-18,3.951823524710042e-24,2.88534768495135e-16,1.2033550936366076e-14,2.0764543498101035e-15,1.3648484197413102e-18,7.80470146397223e-16,5.979833363885986e-15,3.524411733949492e-20,1.773139652116119e-16,3.8737694815491274e-20,9.173128501507177e-23,2.922581135413357e-23,3.7282165248970114e-26,5.924051650248416e-11,1.447309059343483e-16
3.135760272577452e-06,0.518137996241727,2.4018584254624206e-09,6.911323456207712e-11,1.4222439557044153e-08,6.1150166928244895e-09,0.0,0.0,5.601365246636198e-08,5.497206040007916e-12,6.552154011670759e-11,2.5174579787683164e-15,2.963308392767038e-17,1.2042614736324345e-32,1.8453844542414184e-24,1.569667363209891e-17,1.2795104707867196e-10,1.0522032632669741e-12,3.6113068072509237e-22,2.5778174012977117e-24,4.414102916596126e-13,1.2010121938543677e-21,3.96860445446859e-18,7.538262210870624e-17,5.957101823387699e-16,2.527414895471993e-14,1.5777192008533612e-19,5.002537303095544e-17,1.8231353137863873e-19,1.9461406046911955e-21,2.516938903969373e-18,5.302005068227302e-20,1.170086292726104e-15,5.379641183477008e-17,3.76,0.0,0.7660932452125041,0.9999570659952217,5.666497094459297e-08,4.940200983254819e-12,3.987421490917197e-05,3.987428500508735e-05,2.2980722560303212e-15,1.2464799050507147e-19,4.28073130600751e-05,4.522123854622269e-14,8.772962693726289e-13,3.095269720383052e-08,6.789655154774032e-09,3.814123292269567e-08,7.16569035883754e-09,2.0241773751071347e-07,2.487912969998262e-14,6.965677714127615e-08,8.460418148145408e-13,2.662655225598233e-16,3.666578485851863e-13,1.48465015124512e-10,1.1317944004979039e-16,1.7725250949834656e-17,7.459972691151126e-13,6.127358525525782e-16,1.3115966100512244e-10,2.690827116859906e-10,1.1801007521166056e-15,1.8277616790177221e-13,1.9061552392489668e-22,2.4979410298404283e-13,3.785593729387675e-15,5.5342974784553585e-17,6.720945350840091e-23,3.8459606396832325e-18,2.9195326502739844e-20,5.525648548266765e-18,5.175381036354912e-24,9.179705624505915e-19,3.515624716109938e-21,2.1232860435447436e-11,1.3836307548943797e-22,2.913739088832226e-24,2.373566698363086e-17,9.749485779307853e-12,1.8446149335850374e-21,1.2808498185508566e-11,4.2404433515005617e-13,8.148493175352185e-15,9.182550918607209e-23,5.992346779648516e-10,2.0714539437231128e-20,1.7869903887529806e-14,1.4560311834194744e-16,5.2693451451654095e-15,4.556136198907342e-14,1.0333137605742919e-26,3.2529529881269944e-16,1.207692994427232e-13,9.892774605061951e-18,4.1976040328305765e-24,2.993222593291003e-16,1.2614728207211121e-14,2.148260795286196e-15,1.405610431891439e-18,7.914854207301974e-16,6.0644794412630274e-15,3.723589742037537e-20,1.7978074628146953e-16,3.9800989099638206e-20,9.603847021397635e-23,3.025522597773375e-23,3.811676724358853e-26,6.069049558606119e-11,1.5163003310660806e-16
3.1689041795794754e-06,0.518138035913483,2.4394542588984418e-09,7.027684549892399e-11,1.435420915490919e-08,6.289386242600916e-09,0.0,0.0,5.7160461322762204e-08,5.659386433826627e-12,6.751928281125492e-11,2.5795890253154445e-15,3.0479245238969016e-17,1.2571321801566248e-32,1.899694098134575e-24,1.60259970205417e-17,1.3101191639657747e-10,1.0825565273196144e-12,3.789022918690423e-22,2.6630600782022166e-24,4.507906933261195e-13,1.22687184735841e-21,3.981385344788607e-18,7.856555892012058e-17,6.107286660784507e-16,2.629780654711084e-14,1.6056747873171646e-19,5.155412279449084e-17,1.9328554944534325e-19,2.0583367713017328e-21,2.5774289995707233e-18,5.448710904673243e-20,1.2038287189571704e-15,5.596988654886873e-17,3.76,0.0,0.7660928206727322,0.9999570634861863,5.790676045592895e-08,5.1135476103874716e-12,4.0295660555456734e-05,4.029573277097576e-05,2.32239149490693e-15,1.259757554265351e-19,4.280731308921383e-05,4.6143951323426264e-14,9.054668186858035e-13,3.133547308809826e-08,6.8825053564445516e-09,3.9133911414695155e-08,7.339019129758186e-09,2.039490480899821e-07,2.539601021283377e-14,7.099465284673184e-08,8.614341415594763e-13,2.73189640954288e-16,3.7611961936440087e-13,1.505680220743138e-10,1.17365870610805e-16,1.8343379512313176e-17,7.704296542980409e-13,6.425175317455102e-16,1.3433843685073435e-10,2.72449627818762e-10,1.2203019323403592e-15,1.8937260260603705e-13,1.9512562112295488e-22,2.5804822623905984e-13,3.913586342253925e-15,5.830463544225365e-17,7.071796775457663e-23,3.993029270693863e-18,3.031266156410641e-20,5.73402474229221e-18,5.441044008955634e-24,9.382571035240078e-19,3.5931846466306026e-21,2.1546573403408593e-11,1.41400352034952e-22,3.0397487237539415e-24,2.4231618970089724e-17,9.985338075117528e-12,1.8906622364019945e-21,1.3141754690746409e-11,4.3415082773079204e-13,8.348249833854325e-15,9.435864844809138e-23,6.107503310262043e-10,2.122238007705141e-20,1.844017544780167e-14,1.5028936701261904e-16,5.4981231975120476e-15,4.611614935129525e-14,1.0905911625506647e-26,3.3703370172971933e-16,1.2519081262277138e-13,1.0353528493177974e-17,4.455635216306353e-24,3.1038132856230705e-16,1.3217123543937323e-14,2.2217116189889813e-15,1.4471425082470491e-18,8.024850184631778e-16,6.149008463666235e-15,3.9313563981310303e-20,1.8224318558153157e-16,4.0878291258448547e-20,1.0049828990443204e-22,3.130701700484939e-23,3.8964608828407474e-26,6.215854177799879e-11,1.5877003624045385e-16
3.202048086581499e-06,0.5181380755855011,2.477030357788284e-09,7.144074480136366e-11,1.4485162289122706e-08,6.4664631883110795e-09,0.0,0.0,5.8319932012380194e-08,5.8248744789659184e-12,6.95552077475982e-11,2.643086164907841e-15,3.1339312798575e-17,1.3116787803272054e-32,1.9550424930482933e-24,1.6359712348079945e-17,1.3410886615116505e-10,1.113418370334307e-12,3.9731683931771893e-22,2.750047726481039e-24,4.602697206226024e-13,1.2530070002245092e-21,3.994396033878633e-18,8.184569785298085e-17,6.259462080629502e-16,2.7349512374632165e-14,1.6338654578497582e-19,5.311527215427812e-17,2.0478557506199589e-19,2.17559168817065e-21,2.6386575399203835e-18,5.597341380778854e-20,1.238087318296267e-15,5.820392263399432e-17,3.76,0.0,0.7660923961187183,0.999957060954434,5.9159966075805244e-08,5.291016244564681e-12,4.071710596940889e-05,4.071718034463357e-05,2.346710720376817e-15,1.273035196485936e-19,4.2807312833212147e-05,4.707328308267509e-14,9.34181760491783e-13,3.171723850575602e-08,6.975178796655748e-09,4.014006967818985e-08,7.514475467017776e-09,2.054702058261792e-07,2.5916748193330834e-14,7.234255566390245e-08,8.769507976484703e-13,2.8023150832720058e-16,3.85703369379971e-13,1.526677885072097e-10,1.216491820718071e-16,1.8974786475650813e-17,7.953539500019979e-13,6.733503902715214e-16,1.3755632692781163e-10,2.7580789363842854e-10,1.2613902633575395e-15,1.9612904520454563e-13,1.996979449325135e-22,2.6647097135465137e-13,4.044260514776772e-15,6.13836789173271e-17,7.436174650563138e-23,4.14390187938151e-18,3.1458930576878314e-20,5.947831733091822e-18,5.716751166505622e-24,9.588565269950852e-19,3.672049133939837e-21,2.185991074057263e-11,1.4448768375239713e-22,3.169643835434418e-24,2.473367344338617e-17,1.0224085801994802e-11,1.9373410537399987e-21,1.3479534437763184e-11,4.443600641431651e-13,8.550133012877468e-15,9.69248601600134e-23,6.223524908737953e-10,2.1735628648751843e-20,1.9021703945391552e-14,1.5506906237823044e-16,5.734185844669419e-15,4.666950228278397e-14,1.1502178498369113e-26,3.4905272255491165e-16,1.2972108462249237e-13,1.0830406653314533e-17,4.726372448889151e-24,3.2171520377112693e-16,1.3841255647094588e-14,2.296823423615313e-15,1.4894499343952189e-18,8.134677868886448e-16,6.23341155050403e-15,4.1479581455247814e-20,1.8470102153280389e-16,4.196949919560247e-20,1.0511435267998907e-22,3.238132030101583e-23,3.9825685387974556e-26,6.364460819291718e-11,1.661560810489548e-16
3.2351919935835223e-06,0.5181381152577811,2.514581391032075e-09,7.260474368005643e-11,1.4615302848834011e-08,6.646245912310183e-09,0.0,0.0,5.949203960779522e-08,5.99370658782194e-12,7.162960007269861e-11,2.7079701781567118e-15,3.2213319989197194e-17,1.367929788576793e-32,2.011435190146701e-24,1.6697789550480404e-17,1.3724175019142898e-10,1.1447904406978714e-12,4.1638844568548305e-22,2.8387918527864515e-24,4.698473735280535e-13,1.279417652733639e-21,4.007636970245923e-18,8.522479819440627e-17,6.41362620704023e-16,2.842962957920283e-14,1.6622898146504546e-19,5.470917505774342e-17,2.1683240953443314e-19,2.2980658464378018e-21,2.70062346090285e-18,5.747882242452208e-20,1.2728614993308585e-15,6.049940714666795e-17,3.76,0.0,0.7660919715505351,0.9999570583994624,6.042451700893145e-08,5.472655089909097e-12,4.113855115100647e-05,4.1138627726330495e-05,2.3710299324389546e-15,1.2863128317128532e-19,4.28073128864689e-05,4.800916073276256e-14,9.634440553842819e-13,3.209796284612873e-08,7.067665935285255e-09,4.115968142638913e-08,7.692053661282998e-09,2.0698127801803322e-07,2.644130203583469e-14,7.370041859045486e-08,8.925906427892961e-13,2.8739206769835217e-16,3.954083067089458e-13,1.5476407608136416e-10,1.2603005144850744e-16,1.9619548668046556e-17,8.207727544509907e-13,7.052565635594558e-16,1.4081322613641482e-10,2.7915723245901715e-10,1.3033742216745917e-15,2.0304731975795395e-13,2.0433273988182447e-22,2.7506352597230715e-13,4.17763585666393e-15,6.458301565385204e-17,7.814402806424954e-23,4.298625650820567e-18,3.2634493357596264e-20,6.167144229372547e-18,6.002736795640412e-24,9.79767906878135e-19,3.752213566302352e-21,2.2172833642813224e-11,1.4762488067593745e-22,3.3034939598322606e-24,2.5241814114232236e-17,1.0465721193479714e-11,1.9846522244794686e-21,1.3821828598077498e-11,4.546708732607665e-13,8.754119502890518e-15,9.952391185933611e-23,6.340405840691554e-10,2.225422620908464e-20,1.9614551587891786e-14,1.5994273372369173e-16,5.977676846419696e-15,4.722137571730456e-14,1.212253398270078e-26,3.613552989657638e-16,1.3436136522279825e-13,1.1323779714922372e-17,5.0102818718159104e-24,3.3332709008268713e-16,1.4487649082400504e-14,2.3736126628359043e-15,1.5325379277615289e-18,8.244326119890454e-16,6.317680119039491e-15,4.3736442886685566e-20,1.87154001365057e-16,4.307450929512831e-20,1.0989030643751179e-22,3.3478267644218665e-23,4.0699996308000604e-26,6.514864647564281e-11,1.7379336189573035e-16
3.2683359005855457e-06,0.5181381549303222,2.552102184569593e-09,7.376865855443991e-11,1.4744634747692356e-08,6.8287324186638335e-09,0.0,0.0,6.06767579059554e-08,6.165919103953655e-12,7.374274304792926e-11,2.7742618264065882e-15,3.3101298550511484e-17,1.425913497548805e-32,2.0688774888125172e-24,1.704019808535861e-17,1.404104193700669e-10,1.1766743398276117e-12,4.3613128935825735e-22,2.929303758715783e-24,4.795236520212901e-13,1.3061038051652502e-21,4.0211085609405224e-18,8.870462453298945e-17,6.569777031939686e-16,2.953851859209155e-14,1.6909464381412077e-19,5.633618368821013e-17,2.2944526776543274e-19,2.425922354349462e-21,2.763325649915512e-18,5.90031903526199e-20,1.3081506024643315e-15,6.285722580545751e-17,3.76,0.0,0.7660915469682559,0.999957055822015,6.170034279919832e-08,5.658512152792056e-12,4.155999610022735e-05,4.156007491633403e-05,2.3953491310920355e-15,1.2995904599463938e-19,4.280731259858675e-05,4.895151178697314e-14,9.932566065163233e-13,3.2477616616968044e-08,7.159957556211107e-09,4.219271900712066e-08,7.87174783599667e-09,2.0848233151830548e-07,2.696963045331407e-14,7.506817506815201e-08,9.08352532093712e-13,2.946722549893726e-16,4.0523362455413436e-13,1.568566542215462e-10,1.305091361331626e-16,2.0277740389155226e-17,8.466885850148562e-13,7.382582648189477e-16,1.4410902626676466e-10,2.8249737762448485e-10,1.3462622314523688e-15,2.101292384207699e-13,2.090303060546927e-22,2.8382706324059437e-13,4.3137317403305466e-15,6.790557605602231e-17,8.20680707600661e-23,4.457247462929989e-18,3.38397073997485e-20,6.392036830078561e-18,6.2992365116821284e-24,1.0009918057731756e-18,3.8336730195979044e-21,2.2485304537053215e-11,1.5081174120741322e-22,3.441368835045473e-24,2.5756024210979528e-17,1.071023625550601e-11,2.032596562923251e-21,1.4168627886130392e-11,4.650820751602084e-13,8.960185883267951e-15,1.0215553761811467e-22,6.45814040972811e-10,2.2778113278521433e-20,2.0218778812565668e-14,1.6491089551249558e-16,6.22874077087354e-15,4.777172622563973e-14,1.2767577454746674e-26,3.739443394691576e-16,1.391128951374932e-13,1.1834021884819763e-17,5.3078404750135415e-24,3.452201697942617e-16,1.515683423729618e-14,2.4520956400334384e-15,1.5764116377625681e-18,8.353784174767881e-16,6.401805876758372e-15,4.6086669361327613e-20,1.8960188088489426e-16,4.4193216504510845e-20,1.1482983812738676e-22,3.4597986758104407e-23,4.158753502358426e-26,6.667060685460512e-11,1.8168710076655764e-16
