Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330)
1.075032932265212e-09,0.91630172544348,2.7846936808966056e-08,2.8235271035663312e-11,5.075444495527832e-10,1.9978612205078402e-10,0.0,0.0,3.0827860369428736e-07,1.6121706644791653e-12,6.97068850033922e-14,2.7351581043821164e-14,9.288671045491902e-18,5.049310938704303e-25,3.631723556247816e-17,2.516989832900954e-12,1.4503122266407165e-09,1.5645711932581133e-14,4.645644464654596e-21,5.771298300372509e-19,2.197386767089953e-09,3.4925720991334036e-16,6.121447906284949e-11,1.2543702040642708e-18,3.720796916017772e-15,3.1384948002746726e-16,1.0186651780515095e-14,5.932737132098848e-16,3.917793977191267e-22,5.78464868585721e-22,7.850716958093311e-19,3.983614131780736e-23,9.311413167561578e-18,2.315760872942199e-27,3.76,0.0,0.7202401983167592,0.9967497182879786,1.2437774699183372e-12,7.496298737226971e-13,0.0009751206165580403,0.0009751278514347026,1.619817935002096e-09,4.4720751778290095e-12,0.003249972918881938,3.6405015911505535e-13,5.81752749050299e-14,2.7324318178599234e-07,7.188274270635734e-09,2.797815835692128e-09,2.4778305657029613e-08,6.13837713287384e-05,9.611307375166484e-13,4.850972531213936e-10,1.0313172420563338e-09,4.4921262634375194e-13,1.8889358302795877e-10,7.231962002606796e-10,2.595159101972502e-17,3.322755872837307e-17,7.243262868225651e-11,3.0831090308752123e-20,1.451076093643147e-09,1.478493125163582e-12,2.294439099849387e-12,6.096392689147439e-19,7.819655903104808e-16,5.794231356927389e-15,7.832309163885034e-20,5.305623026768984e-25,4.4293041912488004e-29,6.893796824647255e-28,3.8672702605077935e-25,9.140411445633146e-18,1.651011837891835e-29,4.39457098937987e-14,2.4180952752335628e-20,1.2021853018339222e-14,2.756926801391175e-19
1.1055131331313873e-09,0.9163064887775011,2.9451563492119185e-08,3.0401234719303357e-11,5.373857433018346e-10,2.1731969941351314e-10,0.0,0.0,3.1700184327284017e-07,1.7048366163753168e-12,7.579979473529191e-14,3.022239866376157e-14,1.0386830588294485e-17,5.611931089648425e-25,3.920547559756024e-17,2.6572245698242102e-12,1.5305559889188835e-09,1.7002297787851053e-14,5.115336336374292e-21,6.287444235976615e-19,2.3237342566087888e-09,3.797653402275312e-16,6.287546687605895e-11,1.3993482355969407e-18,4.034111455202697e-15,3.5359677867116894e-16,1.1079810489662837e-14,6.593428697116814e-16,4.4900641313283645e-22,6.62659941486881e-22,8.75573607723087e-19,4.5986731788233687e-23,1.0414098165097163e-17,2.7340596088489906e-27,3.76,0.0,0.7202116921826581,0.9967302579276236,1.353854994344469e-12,8.139253879444638e-13,0.001002748064880023,0.0010027556874730903,1.694819354916293e-09,4.708740636732851e-12,0.00326942452581436,3.871294058810359e-13,6.179640239591614e-14,2.800468538373176e-07,7.519276636240936e-09,3.0180484195283788e-09,2.614393797774496e-08,6.312291020584644e-05,1.0178904727166215e-12,5.129714265581352e-10,1.0823220130444694e-09,4.770070430491023e-13,1.9785669168062288e-10,7.607575009886744e-10,2.898312379137577e-17,3.6249002359123295e-17,7.474210383846316e-11,3.4943152769725423e-20,1.531385362988067e-09,1.546131225535903e-12,2.491591002306798e-12,6.806187503234796e-19,8.51821333133892e-16,6.2081729547219395e-15,8.591861630581563e-20,6.173860559563467e-25,5.138553358710144e-29,7.9953024608465825e-28,4.404931947314224e-25,1.0202175152742223e-17,1.9085075779715378e-29,4.721165033457333e-14,2.6339850731941225e-20,1.2958891084123024e-14,2.978246576766125e-19
1.1359933339975626e-09,0.9163112519314979,3.1100333012524134e-08,3.2680640039778196e-11,5.681168363405667e-10,2.358483207518363e-10,0.0,0.0,3.257244546263953e-07,1.8000903762814594e-12,8.223751771375476e-14,3.329862662781202e-14,1.1579600531605899e-17,6.220750226487498e-25,4.22383431496336e-17,2.801011686597515e-12,1.612788232979031e-09,1.8434474847731126e-14,5.6179390272948054e-21,6.834476038765431e-19,2.453612041540215e-09,4.1199741807346417e-16,6.45324666401629e-11,1.5563455656381753e-18,4.3638562252243195e-15,3.9701785661930413e-16,1.2023815392885489e-14,7.305621268703852e-16,5.126413896436621e-22,7.562312009701721e-22,9.73545381426952e-19,5.286852560191556e-23,1.1612006374614715e-17,3.213218677205727e-27,3.76,0.0,0.7201831871733233,0.9967121447556009,1.470317440755978e-12,8.817229722276838e-13,0.001030374414356075,0.001030382433595782,1.7707265271819536e-09,4.950426338260384e-12,0.0032875289441446835,4.110875966131162e-13,6.553196950732448e-14,2.8680379677359377e-07,7.853888216469159e-09,3.2482902838541788e-09,2.7543034197688343e-08,6.486197945373288e-05,1.0764069980671688e-12,5.416235759898451e-10,1.1341622085471007e-09,5.056505767177492e-13,2.069428559911478e-10,7.99056332523222e-10,3.227070805848581e-17,3.945761507437285e-17,7.706598174826923e-11,3.9465101106829427e-20,1.613686681189867e-09,1.6144734436663092e-12,2.699518176125678e-12,7.575563156525989e-19,9.25322404714724e-16,6.638010439183288e-15,9.398115481888656e-20,7.153234950326098e-25,5.935843339644922e-29,9.233132519114064e-28,4.998607390720416e-25,1.1349898051593821e-17,2.196816671104075e-29,5.060892535991224e-14,2.8624960577422156e-20,1.3937293800874102e-14,3.210060744441969e-19
1.1664735348637379e-09,0.9163160149054596,3.279312036754606e-08,3.50764666861993e-11,5.997407639020733e-10,2.553988963653689e-10,0.0,0.0,3.3444644925916166e-07,1.8979318865742605e-12,8.902951853998083e-14,3.65881813609567e-14,1.2872265190107783e-17,6.878332885020952e-25,4.5418981868944986e-17,2.9483322033597624e-12,1.6969961853314857e-09,1.994422785189083e-14,6.1549123346937194e-21,7.413427893529616e-19,2.587020016745758e-09,4.460005144711998e-16,6.618548822638508e-11,1.7259823624589767e-18,4.710380935031782e-15,4.443309441495141e-16,1.3020085184897187e-14,8.071654085348109e-16,5.831931546410375e-22,8.599160666211254e-22,1.0793688366988925e-18,6.05432170404967e-23,1.2910477863931417e-17,3.7600669606425706e-27,3.76,0.0,0.7201546832886723,0.9966952854667275,1.5933529774780691e-12,9.53107836554793e-13,0.0010579996650925693,0.0010580080898463728,1.847503094718285e-09,5.197058620374657e-12,0.003304379479041178,4.359432381418011e-13,6.938219497290775e-14,2.935143897836234e-07,8.19191628390382e-09,3.4886501954301965e-09,2.8975364295217674e-08,6.660097907504416e-05,1.136694370079247e-12,5.710536698334045e-10,1.1868155646356255e-09,5.351419664053662e-13,2.1614791486386914e-10,8.380782859566667e-10,3.58281033410191e-17,4.286024355460224e-17,7.940428434927735e-11,4.442495262133339e-20,1.6979673614721543e-09,1.6834795808356136e-12,2.9184853806855296e-12,8.407675192566772e-19,1.0025137993396216e-15,7.083848938878346e-15,1.0252259972201178e-19,8.254228521834544e-25,6.829096797460896e-29,1.0619501461449838e-27,5.652248821986531e-25,1.2587534881794723e-17,2.5185632792617074e-29,5.4138015768562714e-14,3.103994294955976e-20,1.4957385912667977e-14,3.4525139189174573e-19
1.1969537357299131e-09,0.9163207776993751,3.452979614242746e-08,3.759168192328381e-11,6.322605553213512e-10,2.759982558782926e-10,0.0,0.0,3.4316783788231437e-07,1.9983610928517275e-12,9.618525998441952e-14,4.009900319340595e-14,1.427025249261358e-17,7.587328022381873e-25,4.8750510795984225e-17,3.0991672144679625e-12,1.7831671551088322e-09,2.1533537043861785e-14,6.727766880384266e-21,8.025348802560754e-19,2.7239580770980836e-09,4.818216759208556e-16,6.783454147964402e-11,1.9088917139462633e-18,5.0740304132096455e-15,4.957603297343213e-16,1.407003933893093e-14,8.893894564722303e-16,6.611948790032024e-22,9.744864804776767e-22,1.1934334614082356e-18,6.907560377473851e-23,1.4314999381331313e-17,4.3819831013814035e-27,3.76,0.0,0.7201261805286224,0.9966795932197681,1.723150426939272e-12,1.0281646308120323e-12,0.0010856238171936794,0.0010856326562684506,1.9251141535822143e-09,5.448564798199357e-12,0.0033200629717251625,4.617152818722839e-13,7.334730248410044e-14,3.0017900818705927e-07,8.533174608791534e-09,3.739231292767133e-09,3.0440700112923876e-08,6.833990907242638e-05,1.1987670094994242e-12,6.012616768378173e-10,1.2402604094211853e-09,5.654799071502608e-13,2.2546785444423863e-10,8.778091385187952e-10,3.966940352176208e-17,4.64638601989088e-17,8.175703337308103e-11,4.9851852172647015e-20,1.7842147991062095e-09,1.7531108095026287e-12,3.148755739539666e-12,9.305751524816545e-19,1.0834377422903897e-15,7.545793664956618e-15,1.1155464037489863e-19,9.487980377152688e-25,7.826693846823142e-29,1.216732445056135e-27,6.369956154464324e-25,1.39190749587855e-17,2.876509497255597e-29,5.779933364614562e-14,3.358845575817831e-20,1.6019462885725883e-14,3.7057452352703454e-19
1.2274339365960884e-09,0.9163255403132323,3.631022670145781e-08,4.0229240316161316e-11,6.656792336190113e-10,2.9767314562676113e-10,0.0,0.0,3.5188863046913954e-07,2.101377943705561e-12,1.0371420299636208e-13,4.3839052532007636e-14,1.5779133971349735e-17,8.350470612929707e-25,5.223602453179834e-17,3.253497888074653e-12,1.8712885337389973e-09,2.3204378229340664e-14,7.338067040550945e-21,8.671302951372962e-19,2.864426117480705e-09,5.195079244159418e-16,6.947963621886165e-11,2.1057194448216757e-18,5.455144654479957e-15,5.515363673292045e-16,1.517509809284515e-14,9.774737176181272e-16,7.472044600814851e-22,1.1007493905678349e-21,1.3161362870645872e-18,7.853363473960635e-23,1.5831204415575546e-17,5.086923084909326e-27,3.76,0.0,0.7200976788930925,0.9966649871872749,1.859899264442836e-12,1.1069774484347135e-12,0.00111324687076146,0.0011132561329055995,2.003526195158406e-09,5.704873155238866e-12,0.0033346602496316493,4.884231216307686e-13,7.742752247677474e-14,3.06798023523849e-07,8.877483256915983e-09,4.000131272353891e-09,3.1938815338753056e-08,7.00787694485255e-05,1.2626396992817655e-12,6.322475659843791e-10,1.2944756474223062e-09,5.966630634482906e-13,2.3489880275466516e-10,9.182348516898872e-10,4.38090351854377e-17,5.027556526568957e-17,8.412425034578488e-11,5.577609434808536e-20,1.8724164710877725e-09,1.8233296300117163e-12,3.390590748841483e-12,1.0273091803986125e-18,1.1681338188181807e-15,8.023950312651267e-15,1.2108876986879366e-19,1.086630885647384e-24,8.937485233603465e-29,1.3890237279223585e-27,7.155977298910965e-25,1.5348540202319002e-17,3.273558659906218e-29,6.159322636368755e-14,3.627415343931171e-20,1.7123791788636117e-14,3.969888485963082e-19
1.2579141374622637e-09,0.9163303027470193,3.813427437514422e-08,4.29920834553564e-11,6.999998151222188e-10,3.2045022612668843e-10,0.0,0.0,3.606088363058788e-07,2.2069823905110805e-12,1.1162580671303226e-13,4.7816306236502526e-14,1.7404624752766058e-17,9.170583266588274e-25,5.58785934084643e-17,3.4113054658119457e-12,1.9613477946254686e-09,2.495872283060128e-14,7.987434205022637e-21,9.352370073972815e-19,3.0084240327876096e-09,5.591062574566311e-16,7.112078223718234e-11,2.317123934342572e-18,5.85405886510232e-15,6.118955005316571e-16,1.633668243489664e-14,1.0716602344090042e-15,8.418048987380011e-22,1.2395472244281535e-21,1.4478817647778029e-18,8.89884585873564e-23,1.7464873256364057e-17,5.8834482318898564e-27,3.76,0.0,0.7200691783820019,0.9966513921404703,2.0037896168788547e-12,1.1896298300497413e-12,0.0011408688258959232,0.0011408785198013963,2.082707050090951e-09,5.965912934443293e-12,0.0033482465415259023,5.160865914640027e-13,8.162309339438642e-14,3.133718036386979e-07,9.224668391724475e-09,4.271442570992565e-09,3.346948548751393e-08,7.181756020598725e-05,1.3283275825684436e-12,6.640113064206058e-10,1.3494407441915755e-09,6.286900781701705e-13,2.444370244804637e-10,9.593415693222875e-10,4.826175597321132e-17,5.430258898217839e-17,8.650595658858238e-11,6.222914375056497e-20,1.9625599358209558e-09,1.894099828414807e-12,3.644250285824985e-12,1.1313066787953717e-18,1.256639166906575e-15,8.518425338096565e-15,1.31136292308198e-19,1.2401733680907517e-24,1.0170805146964474e-28,1.5802615938790453e-27,8.014708402759716e-25,1.6879982629135408e-17,3.7127584888501973e-29,6.551998035372633e-14,3.910068624019028e-20,1.8270612156343312e-14,4.245072254923647e-19
1.288394338328439e-09,0.9163350650007221,4.0001797639391014e-08,4.588313970514931e-11,7.352253090950016e-10,3.4435606968835966e-10,0.0,0.0,3.6932846403945847e-07,2.3151743872301402e-12,1.1992952846774353e-13,5.203875422707944e-14,1.9152583544297642e-17,1.0050577887143487e-24,5.968126365793526e-17,3.572571262420958e-12,2.0533324928243322e-09,2.6798537944574344e-14,8.67754985110104e-21,1.0069645812248321e-18,3.1559517179229737e-09,6.006636480630861e-16,7.275798930222821e-11,2.5437759369955573e-18,6.271103508687704e-15,6.770802788682526e-16,1.7556214089368424e-14,1.1721935398737974e-15,9.456046606232044e-22,1.3917583377697035e-21,1.5890816433718001e-18,1.0051446973784959e-22,1.9221933049784117e-17,6.780753866913224e-27,3.76,0.0,0.7200406789952706,0.9966387380596443,2.1550122613312546e-12,1.2762047670917847e-12,0.00116848968269511,0.0011684998169994138,2.1626258350040687e-09,6.231614329211309e-12,0.0033608918671064647,5.447259633940876e-13,8.593426313876071e-14,3.1990071276152184e-07,9.574562084508173e-09,4.5532525406522095e-09,3.5032487882839874e-08,7.355628134745737e-05,1.3958461606178296e-12,6.965528673818975e-10,1.4051357114954326e-09,6.615595831362152e-13,2.5407891600253576e-10,1.0011156157830327e-09,5.3042652967287204e-17,5.855229357040293e-17,8.890217321839275e-11,6.92436575502898e-20,2.0546328327989657e-09,1.9653864359194512e-12,3.909992617322577e-12,1.2429117719907494e-18,1.3489885980100444e-15,9.029326279902148e-15,1.4170833043871376e-19,1.4107498914905955e-24,1.1536484597288244e-28,1.7919596859904567e-27,8.95069406169831e-25,1.8517482616729684e-17,4.1973044502381835e-29,6.957982467065191e-14,4.2071699538299417e-20,1.9460136829511035e-14,4.531420047882484e-19
1.3188745391946143e-09,0.9163398270743269,4.191265129079807e-08,4.8905323952588415e-11,7.713587174018582e-10,3.6941715810835216e-10,0.0,0.0,3.7804752172145823e-07,2.4259538902294165e-12,1.2863482379789784e-13,5.6514396275505374e-14,2.1029012622426968e-17,1.0993457351609389e-24,6.364705758096962e-17,3.7372766654762525e-12,2.1472302647267583e-09,2.872578639726692e-14,9.410158929414336e-21,1.0824242074642658e-18,3.3070090678008158e-09,6.442270447887269e-16,7.439126715627528e-11,2.786358403707131e-18,6.706604350965548e-15,7.473393922396172e-16,1.883511550189266e-14,1.2793205556853733e-15,1.0592380315131734e-21,1.5582974531938242e-21,1.740154847934451e-18,1.1318935533667456e-22,2.110845785387122e-17,7.78869839554643e-27,3.76,0.0,0.7200121807328191,0.9966269597752049,2.3137586236352974e-12,1.3667847054162194e-12,0.0011961094412551645,0.0011961200245432183,2.2432529008579254e-09,6.501908474260304e-12,0.0033726613959540737,5.743619451295148e-13,9.03612900586348e-14,3.2638511158351846e-07,9.927002128673244e-09,4.845643619568573e-09,3.662760163949816e-08,7.529493287558153e-05,1.465211290738235e-12,7.298722181429999e-10,1.4615410927478495e-09,6.952702056676658e-13,2.638210005714626e-10,1.0435434941047346e-09,5.816714109008612e-17,6.303217524088463e-17,9.131292114855168e-11,7.685350626370375e-20,2.148622882290246e-09,2.037155689388122e-12,4.188074408333221e-12,1.3624755709207643e-18,1.4452147752819931e-15,9.556761970694164e-15,1.5281583336680615e-19,1.5997595604170099e-24,1.304486442275797e-28,2.0257096803585446e-27,9.968627464353742e-25,2.0265146664240312e-17,4.7305429546809113e-29,7.377293435121159e-14,4.519083316838925e-20,2.0692552778020217e-14,4.829050420083434e-19
1.3493547400607896e-09,0.9163445889678199,4.386668661452833e-08,5.2061537378443306e-11,8.084030341793104e-10,3.9565988049733365e-10,0.0,0.0,3.86766016849426e-07,2.5393208581097714e-12,1.377511464520721e-13,6.125123900118671e-14,2.304005781693041e-17,1.2002317226734883e-24,6.77789737144741e-17,3.9054031350567004e-12,2.243028827737778e-09,3.0742426801699316e-14,1.0187073071294735e-20,1.1617287389074984e-18,3.461595977344729e-09,6.898433717335449e-16,7.602062551646529e-11,3.0455663059657532e-18,7.160882504940096e-15,8.22927695603232e-16,2.0174809824664272e-14,1.3932904945952383e-15,1.1833654576176854e-21,1.7401160752724537e-21,1.9015273604585123e-18,1.2709413990879045e-22,2.3130668689365407e-17,8.917833028596498e-27,3.76,0.0,0.7199836835945693,0.9966159966304563,2.480220776838589e-12,1.4614515488864288e-12,0.0012237281016703983,0.001223739142476372,2.3245597838498362e-09,6.776727436456582e-12,0.0033836157847537034,6.050156777385194e-13,9.490444412645767e-14,3.3282535732977215e-07,1.0281831861482088e-08,5.148693496399357e-09,3.8254607646108505e-08,7.70335147930054e-05,1.5364391841748482e-12,7.639693279571638e-10,1.5186379489615885e-09,7.298205768006845e-13,2.7365992370741045e-10,1.086611884156637e-09,6.365096153138211e-17,6.7749866105954e-17,9.373822108955386e-11,8.509379660325114e-20,2.244517885020904e-09,2.1093749933409557e-12,4.478750730621362e-12,1.4903561120229123e-18,1.5453483245572673e-15,1.0100842793562364e-14,1.644695846070182e-19,1.8086785247635136e-24,1.4706808872403927e-28,2.283183342321086e-27,1.107335051645852e-24,2.2127105861803054e-17,5.315974767501822e-29,7.809943358494018e-14,4.846172078162241e-20,2.1968021901207667e-14,5.138077100474856e-19
1.379834940926965e-09,0.9163493506811853,4.586375154848137e-08,5.535466722913093e-11,8.463612455368395e-10,4.231105311807727e-10,0.0,0.0,3.954839564049893e-07,2.6552752515486954e-12,1.4728794839726658e-13,6.625729302774491e-14,2.519200849621709e-17,1.3080347504806429e-24,7.207998699886013e-17,4.076932203500045e-12,2.3407159799589007e-09,3.285041361242525e-14,1.10101740890004e-20,1.2449927254911475e-18,3.6197123414875563e-09,7.375595285573607e-16,7.76460740749488e-11,3.322106460482926e-18,7.634254475061032e-15,9.041062527497186e-16,2.157672090138164e-14,1.514354765660082e-15,1.3186738800698391e-21,1.9382028959360917e-21,2.0736321009335057e-18,1.4231323126749805e-22,2.5294933590276352e-17,1.017943190897309e-26,3.76,0.0,0.7199551875804431,0.9966057921704947,2.6545914396226964e-12,1.5602866629574387e-12,0.0012513456640333587,0.0012513571708424294,2.40651915781908e-09,7.05600420553651e-12,0.0033938114883995526,6.367087332824345e-13,9.956400771210449e-14,3.3922180382809977e-07,1.0638899989654985e-08,5.46247527082882e-09,3.991328854816795e-08,7.877202710237485e-05,1.6095464040000727e-12,7.988441660212804e-10,1.576407844943593e-09,7.652093359926818e-13,2.835924487305688e-10,1.1303076408235975e-09,6.951018018896538e-17,7.271313606033224e-17,9.617809354984559e-11,9.400089265756368e-20,2.342305721860969e-09,2.1820128829330845e-12,4.782275071361431e-12,1.626918296401531e-18,1.649417996563531e-15,1.0661680842617821e-14,1.7668020997331482e-19,2.0390622936328667e-24,1.6533718817865448e-28,2.566134549074523e-27,1.2269853907558913e-24,2.4107513887537375e-17,5.957258265101731e-29,8.255939870918008e-14,5.188798921258796e-20,2.3286681812838937e-14,5.458609113409296e-19
1.4103151417931402e-09,0.9163541122144078,4.7903690840552924e-08,5.878758660919266e-11,8.852363292647342e-10,4.5179530772548516e-10,0.0,0.0,4.042013468896829e-07,2.7738170331523006e-12,1.5725467982523535e-13,7.154057032211819e-14,2.7491297549087102e-17,1.423083437387741e-24,7.6553048943853e-17,4.251845475105738e-12,2.4402795998667677e-09,3.5051697183407084e-14,1.1881417305385162e-20,1.3323324489317068e-18,3.7813580551711445e-09,7.874223904931176e-16,7.926762249906266e-11,3.6166973566880036e-18,8.127032201754954e-15,9.911423685666028e-16,2.3042273252110034e-14,1.6427668835037776e-15,1.4658770550879884e-21,2.1535841773901084e-21,2.2569088104685922e-18,1.5893446417826394e-22,2.7607767649856848e-17,1.1585522858022651e-26,3.76,0.0,0.7199266926903627,0.9965962938498029,2.837063974635676e-12,1.663370878234485e-12,0.0012789621284348912,0.0012789741096849415,2.489104788978837e-09,7.339672684806703e-12,0.003403301052399464,6.694631124178529e-13,1.0434027654065932e-13,3.4557480157487024e-07,1.0998060421909265e-08,5.787057607719106e-09,4.160342873144765e-08,8.051046980633575e-05,1.6845498629627605e-12,8.344967014289841e-10,1.6348328359750496e-09,8.014351374546768e-13,2.9361545249862013e-10,1.1746177922045274e-09,7.576118613531978e-17,7.792989458446536e-17,9.863255883666179e-11,1.0361243895582113e-19,2.4419743535066595e-09,2.255038988325841e-12,5.098899341806974e-12,1.772533829767713e-18,1.7574507667604548e-15,1.1239390127456917e-14,1.894581858051852e-19,2.292548133419064e-24,1.8537545545016663e-28,2.8764013783499417e-27,1.3563277162715842e-24,2.6210545652705943e-17,6.658212898284702e-29,8.715286103568839e-14,5.5473257876625e-20,2.4648646604076197e-14,5.790750897026174e-19
1.4407953426593155e-09,0.9163588735674711,4.9986346202343736e-08,6.236315427500088e-11,9.250312545682201e-10,4.817403090356761e-10,0.0,0.0,4.1291819435798003e-07,2.8949461673187303e-12,1.6766078915920485e-13,7.710908167684487e-14,2.9944501367399497e-17,1.5457162005769254e-24,8.120108779424885e-17,4.430124625912566e-12,2.5417076459945284e-09,3.734822382266333e-14,1.2802835161512628e-20,1.4238659572449924e-18,3.9465330133460345e-09,8.394788083601207e-16,8.088528043144673e-11,3.930068984790166e-18,8.639523105016706e-15,1.084309640937187e-15,2.4572892057898667e-14,1.7787823802408803e-15,1.6257158683950531e-21,2.3873241255156373e-21,2.4518039348856898e-18,1.7704914560033842e-22,3.0075833066120567e-17,1.314891852125886e-26,3.76,0.0,0.7198981989242517,0.9965874527626299,3.0278323867926533e-12,1.7707844940273333e-12,0.001306577494964199,0.001306589959047453,2.572291492050382e-09,7.62766768175428e-12,0.003412133382494866,7.033012419619438e-13,1.0923356029400371e-13,3.518846977975195e-07,1.1359172105184682e-08,6.12250488786491e-09,4.3324814305666556e-08,8.22488429075342e-05,1.7614668213392106e-12,8.709269031467041e-10,1.693895454728423e-09,8.384966533849351e-13,3.037259212663886e-10,1.2195295378186824e-09,8.242069009702997e-17,8.340819251460411e-17,1.0110163705691016e-10,1.139673819559266e-19,2.5435118201653628e-09,2.3284239999744008e-12,5.428873886000896e-12,1.9275811626706876e-18,1.869471981662296e-15,1.1834086692942766e-14,2.028138468727385e-19,2.570857432004558e-24,2.0730804175373358e-28,3.2159081647774015e-27,1.495890864374038e-24,2.844039550244208e-17,7.422822505114471e-29,9.187980952022217e-14,5.922113817497858e-20,2.6054007591611286e-14,6.134602419241471e-19
1.4712755435254908e-09,0.9163636347403593,5.2111556456407664e-08,6.608421444771263e-11,9.657489818078236e-10,5.129715335660496e-10,0.0,0.0,4.2163450444832583e-07,3.018662620109923e-12,1.7851572305964987e-13,8.297083435660648e-14,3.255833982537903e-17,1.676281437604221e-24,8.602700869416085e-17,4.611751403427167e-12,2.6449881566091845e-09,3.974193585008879e-14,1.377654066354322e-20,1.5197130987169439e-18,4.115237110971239e-09,8.93775608577305e-16,8.249905749019331e-11,4.262962666603942e-18,9.172030128326619e-15,1.1838879996402715e-15,2.6170003145347413e-14,1.9226587211326786e-15,1.798958635939094e-21,2.6405252418403683e-21,2.6587705102895217e-18,1.9675209769167478e-22,3.2705939182968604e-17,1.4883248109435168e-26,3.76,0.0,0.7198697062820336,0.9965792233897544,3.227091321493441e-12,1.882607281879982e-12,0.0013341917637089032,0.0013342047189735036,2.6560550885377158e-09,7.91992489865169e-12,0.0034203539978991983,7.382459724322158e-13,1.1424418338845655e-13,3.5815183651438045e-07,1.1722098867343329e-08,6.468877352723022e-09,4.507723308850716e-08,8.398714640861645e-05,1.8403148847484183e-12,9.08134739978198e-10,1.753578698640205e-09,8.763925787586657e-13,3.1392094673642484e-10,1.265030246830863e-09,8.950572295854152e-17,8.915622373851309e-17,1.0358534811809402e-10,1.2510599324642507e-19,2.6469062412365764e-09,2.4021396352161732e-12,5.772447489504845e-12,2.092445431483092e-18,1.9855054478356112e-15,1.244588878097847e-14,2.1675739463793518e-19,2.8757981472334945e-24,2.312658766386017e-28,3.586667620403703e-27,1.6462185539406458e-24,3.080127600973984e-17,8.255238824939186e-29,9.674019328113769e-14,6.31352329285967e-20,2.750283404486767e-14,6.490259290591004e-19
1.5017557443916661e-09,0.9163683957330546,5.427915768009358e-08,6.995359662764462e-11,1.0073924622632182e-09,5.455148776010316e-10,0.0,0.0,4.303502824117404e-07,3.1449663591332978e-12,1.8982892643064648e-13,8.91338298720809e-14,3.5339676259657847e-17,1.8151377100230713e-24,9.103369385115196e-17,4.796707626419344e-12,2.750109249390695e-09,4.2234771652219007e-14,1.4804731093930582e-20,1.6199955557399844e-18,4.287470243013958e-09,9.503595931764492e-16,8.410896326894275e-11,4.616130886968417e-18,9.724851781668839e-15,1.290163765257806e-15,2.7835032970952046e-14,2.074655222779911e-15,1.986401398954598e-21,2.914328666181787e-21,2.878268049125837e-18,2.181417026888311e-22,3.5505042530616606e-17,1.6802989535240277e-26,3.76,0.0,0.7198412147636326,0.9965715633650313,3.4350360628148408e-12,1.9989184890955196e-12,0.0013618049347550992,0.0013618183895066276,2.7403723663078567e-09,8.216380923089433e-12,0.003428005264748753,7.743205755524861e-13,1.19372485438048e-13,3.6437655859161836e-07,1.2086709263384754e-08,6.826231245897215e-09,4.686047458988179e-08,8.572538031222896e-05,1.921112001967823e-12,9.46120180549333e-10,1.8138660175132847e-09,9.151216333838398e-13,3.241977222237866e-10,1.3111074562844353e-09,9.703363427790923e-17,9.518232685756089e-17,1.0608371172927882e-10,1.3706989126590335e-19,2.752145814994588e-09,2.476158605720686e-12,6.129867388165276e-12,2.267518399687303e-18,2.105573563175591e-15,1.3074916917592712e-14,2.3129890505978543e-19,3.2092672211213775e-24,2.5738580428803992e-28,3.990782924116241e-27,1.8078693811502748e-24,3.329741635301038e-17,9.159784865643481e-29,1.0173392397778988e-13,6.721913581968773e-20,2.899517389879704e-14,6.857812874775253e-19
