Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134)
0.006508008748223331,0.47978346010631967,1.4269663060634592e-09,6.726244389435038e-11,7.876096703721234e-09,7.362139229401031e-06,0.0,0.0,5.432193839037621e-05,1.0388143364166863e-05,2.4407674413590913e-05,9.883234008862186e-10,1.3438016163425512e-13,3.357503749968601e-30,9.767689668708795e-22,2.861287172084137e-14,9.975743446371137e-10,6.803211538947469e-09,3.067683060225483e-16,3.938906649328832e-20,2.7919779178346685e-08,1.6948146336869237e-17,1.8174677426621197e-16,9.388475335267316e-13,2.2120132302903112e-13,1.5638876726655674e-08,1.139016922820542e-16,1.9898095047315627e-13,6.725649391038598e-14,8.438246613757707e-19,4.455368633772009e-16,6.0697787865618084e-18,5.430785015210837e-13,6.026303322400357e-17,3.76,0.0,0.6998592920185799,0.9998588984933269,6.65305828904594e-05,9.22495579872372e-08,0.010725940675758347,0.010750460395738796,1.034638410291548e-13,2.639808321431337e-18,2.0912322957282996e-05,6.501802853700674e-12,3.562921078382814e-09,3.7494590529415756e-08,3.5258588564665664e-09,6.918095059471194e-05,2.0041376926686234e-05,2.5531628153895104e-08,3.869430953116e-10,1.9933068591373765e-05,7.5755545284576e-10,4.82225433189533e-11,1.1008459966531521e-09,1.297833231943177e-10,1.2493845261952033e-13,1.0878957832407875e-12,4.120206681603283e-10,6.183561982510044e-10,5.342489165861577e-08,9.777682589148897e-10,2.0189520977348705e-08,4.832905763700079e-08,5.4026822712417e-18
0.00666106623085874,0.4798055891537483,1.463558607223657e-09,6.969322423738533e-11,8.102951208776217e-09,7.687179399746897e-06,0.0,0.0,5.549201983130873e-05,1.088487059115216e-05,2.5310587071137248e-05,1.0713755914578414e-09,1.4389908021687857e-13,3.391097341660885e-30,1.0622335531429798e-21,3.0338612609891777e-14,1.0227924610508051e-09,7.1567595341184584e-09,3.388053371147114e-16,4.241249709565858e-20,2.9245633462397468e-08,1.775382407349384e-17,1.926957557585344e-16,9.96157867626311e-13,2.31583759829532e-13,1.6882059115584912e-08,1.2032467694839345e-16,2.203330572673026e-13,7.122184903019357e-14,8.9655464316573e-19,4.699184684397439e-16,6.670694153025704e-18,5.717720821095906e-13,6.735466212216078e-17,3.76,0.0,0.6996049629162358,0.9998553674402095,6.918877096533808e-05,9.583781600433717e-08,0.010976197857310587,0.011001627239703288,1.0587785678768769e-13,2.701418392018078e-18,2.0912249104345616e-05,6.83514449345521e-12,3.746427913337691e-09,3.847744141276209e-08,3.6187903895041494e-09,7.191970715933658e-05,2.0832531773512977e-05,2.5550061446140558e-08,4.0600916294453314e-10,2.0095141646862635e-05,7.917673842698362e-10,5.1571747537695835e-11,1.150974096853986e-09,1.360516600441556e-10,1.3347214007790935e-13,1.161210064354446e-12,4.2879693812421025e-10,6.621740644729869e-10,5.4352819915388005e-08,1.0033490320073205e-09,2.1593800954357663e-08,5.1517813024731504e-08,5.738525506675637e-18
0.006814123713494149,0.47982771488831816,1.5004776965393665e-09,7.218197016724627e-11,8.334776797522531e-09,8.02036178623414e-06,0.0,0.0,5.665917221460243e-05,1.1392246560840731e-05,2.6221639426215825e-05,1.1593595218615654e-09,1.5397043024912072e-13,3.934424034458676e-30,1.15361784387913e-21,3.213816422734919e-14,1.0484512267801793e-09,7.524008102219748e-09,3.735402346981815e-16,4.560972824150817e-20,3.060210868975022e-08,1.8578169566367063e-17,2.04113298901686e-16,1.0566080065030061e-12,2.4229190413793154e-13,1.819937315055996e-08,1.2696806345422932e-16,2.4347345907589843e-13,7.538915093727362e-14,9.524056443756352e-19,4.953524285755645e-16,7.318638031044865e-18,6.015506899963498e-13,7.514736192177029e-17,3.76,0.0,0.6993506328160433,0.9998517897123115,7.192271875927091e-05,9.951608603252151e-08,0.011226362747907063,0.011252710212507037,1.0829098229511279e-13,2.7630072140258255e-18,2.0912174275183886e-05,7.180027668032005e-12,3.936322296221544e-09,3.9478395266367405e-08,3.7134496343969162e-09,7.472992767964504e-05,2.1644235911293198e-05,2.556944693577808e-08,4.256507812020136e-10,2.0250991131579682e-05,8.2669967020185e-10,5.5094458386987676e-11,1.2021600266788012e-09,1.4256240770560587e-10,1.4248379123516312e-13,1.238537263581788e-12,4.46045817448667e-10,7.085384560267997e-10,5.5272171838452767e-08,1.0293992728373613e-09,2.3066069566075863e-08,5.483009002359164e-08,6.089322546036472e-18
0.006967181196129558,0.4798498373635903,1.5377210470568857e-09,7.472949911634026e-11,8.571557191550477e-09,8.361753319115002e-06,0.0,0.0,5.782354574019273e-05,1.191021788496563e-05,2.7140604387274942e-05,1.2524530729848607e-09,1.64619471880045e-13,4.6467093976996724e-30,1.2512402028201377e-21,3.401360486942348e-14,1.074547705551099e-09,7.905339686889934e-09,4.111515185355371e-16,4.8987513379869195e-20,3.198919580528752e-08,1.942118024823757e-17,2.1601260531054758e-16,1.1203452832959788e-12,2.5333049635212525e-13,1.959395415950414e-08,1.3383523852784254e-16,2.6851217104163333e-13,7.976702052276164e-14,1.0115398037027232e-18,5.218759088222819e-16,8.016412371750475e-18,6.324367796593263e-13,8.369796229495032e-17,3.76,0.0,0.6990963000505998,0.9998481643602853,7.473404634643818e-05,1.0328590761277215e-07,0.011476435302234987,0.011503709049658839,1.1070321711434937e-13,2.8245748338790392e-18,2.0912098449953528e-05,7.536662439940395e-12,4.132721669310168e-09,4.049738529505265e-08,3.809831530102498e-09,7.761290791063917e-05,2.2476858999786025e-05,2.558980208563204e-08,4.458760008968106e-10,2.0400923436010866e-05,8.623520431051249e-10,5.879731696675044e-11,1.2544030418881653e-09,1.4932214345431487e-10,1.5199435874688462e-13,1.3200490157215755e-12,4.637777756622564e-10,7.575659595212444e-10,5.618386441628567e-08,1.0559171658706761e-09,2.4608328744135884e-08,5.826753123098575e-08,6.455569519671344e-18
0.007120238678764967,0.47987195663390836,1.5752862576714768e-09,7.733663243144709e-11,8.813277727328794e-09,8.711420288243253e-06,0.0,0.0,5.898528599357377e-05,1.243873487886547e-05,2.8067268813062824e-05,1.3508369226467234e-09,1.7587227433194491e-13,4.6853136235644125e-30,1.3554221023823222e-21,3.596703047644702e-14,1.1010791305359216e-09,8.301141528397105e-09,4.518267135697007e-16,5.25527395498648e-20,3.340688575196764e-08,2.0282853568498563e-17,2.284069892361204e-16,1.1875216840830408e-12,2.647041185690186e-13,2.106902419362777e-08,1.4092960574892687e-16,2.955637228902854e-13,8.436431738360058e-14,1.0741271942591163e-18,5.495267873633943e-16,8.766940517497749e-18,6.644527855784743e-13,9.306690282235213e-17,3.76,0.0,0.698841962959253,0.9998444904379609,7.762436767303025e-05,1.0714880963189994e-07,0.011726415473553173,0.01175462349936246,1.1311456079453896e-13,2.886121298900298e-18,2.0912021608869627e-05,7.905258802643344e-12,4.3357436069939685e-09,4.1534350619822195e-08,3.9079315851303654e-09,8.056993898722571e-05,2.333076912897709e-05,2.5611144379526012e-08,4.666929034127295e-10,2.0545232465272723e-05,8.98724349421648e-10,6.268714919328685e-11,1.3077025733868249e-09,1.563375790149272e-10,1.6202543905596246e-13,1.4059221018759939e-12,4.820033706685365e-10,8.093768919661306e-10,5.7088811472468644e-08,1.0829010499655585e-09,2.6222606582470147e-08,6.183180663289764e-08,6.837776319625703e-18
0.007273296161400376,0.47989407275437695,1.613171047397241e-09,8.000419726731958e-11,9.05992535918999e-09,9.069428371338565e-06,0.0,0.0,6.014453395228073e-05,1.2977751532059174e-05,2.9001432977476157e-05,1.4546945822231964e-09,1.8775573339575428e-13,5.3105475001196614e-30,1.4664920290329985e-21,3.800057829436409e-14,1.1280429019683206e-09,8.71180568136719e-09,4.957627021389224e-16,5.631243192412338e-20,3.485516947089828e-08,2.1163186993633883e-17,2.41310029295401e-16,1.258293951912364e-12,2.764191015657309e-13,2.2627893400132043e-08,1.4825458595739611e-16,3.247472642098689e-13,8.919014330706738e-14,1.1403447595201447e-18,5.783471752935351e-16,9.573271510731159e-18,6.97621171672088e-13,1.0331839868935464e-16,3.76,0.0,0.6985876198875579,0.999840767002092,8.059529109895482e-05,1.1110631092537851e-07,0.01197630321369162,0.012005453321982966,1.1552501287104156e-13,2.9476466573921366e-18,2.0911943732185315e-05,8.28602737063787e-12,4.545505902890269e-09,4.258923619462126e-08,4.007745869563199e-09,8.360230784541625e-05,2.420633293825635e-05,2.5633491336211798e-08,4.881096110396178e-10,2.068420017767102e-05,9.358165316564474e-10,6.677096876558376e-11,1.3620581999112086e-09,1.636155594003534e-10,1.725992965648469e-13,1.4963386076043466e-12,5.007332546797869e-10,8.640953823747087e-10,5.798792054918207e-08,1.1103494161479858e-09,2.7910957401195545e-08,6.552461831046464e-08,7.23646681701399e-18
0.007426353644035785,0.4799161857808441,1.6513732500283124e-09,8.273302612514473e-11,9.311488633927948e-09,9.435842660945382e-06,0.0,0.0,6.130142602289859e-05,1.352722546377759e-05,2.9942910057978584e-05,1.5642124363693128e-09,2.0029758989681549e-13,6.323567836958488e-30,1.5848113015383463e-21,4.0116434620543334e-14,1.1554365841995382e-09,9.137729041212838e-09,5.4316610112002355e-16,6.027375574841673e-20,3.633403790141726e-08,2.206217800757533e-17,2.547356130322484e-16,1.3328236741399485e-12,2.8848025682194465e-13,2.4273961454329104e-08,1.558136168503394e-16,3.561866726775772e-13,9.425384580813588e-14,1.2103780968424707e-18,6.08378475412886e-16,1.043858285389139e-17,7.319644483270049e-13,1.145206135810143e-16,3.76,0.0,0.6983332691867378,0.9998369931120913,8.364841993439415e-05,1.1515992087060323e-07,0.0122260984730504,0.012256198289536184,1.1793457286542284e-13,3.0091509589549017e-18,2.0911864800240774e-05,8.679179343476521e-12,4.7621266755443834e-09,4.366199274802547e-08,4.109271010253949e-09,8.67112976383868e-05,2.5103915734071684e-05,2.5656860519265215e-08,5.101342949380932e-10,2.0818097100439566e-05,9.736286371882206e-10,7.105598025883441e-11,1.4174696609021956e-09,1.7116306388352833e-10,1.8373887629257802e-13,1.5914860355573046e-12,5.199781802306176e-10,9.21849454913403e-10,5.888209008696323e-08,1.1382609060731134e-09,2.9675461821176913e-08,6.934770486405921e-08,7.652179089832421e-18
0.007579411126671194,0.47993829576988245,1.689890808868221e-09,8.552395580981766e-11,9.567957659034623e-09,9.81072769014582e-06,0.0,0.0,6.245609410421196e-05,1.408711786602099e-05,3.089152564654109e-05,1.6795797826444645e-09,2.1352644756102396e-13,6.387024024042681e-30,1.7107391103139456e-21,4.231679306616968e-14,1.183257902472351e-09,9.579313368342594e-09,5.942535710105546e-16,6.444401124860709e-20,3.784348198117712e-08,2.2979824112292762e-17,2.6869767492542443e-16,1.411277346162108e-12,3.0089177065310137e-13,2.601071887846641e-08,1.6361015373087607e-16,3.9001066562318136e-13,9.956502172429551e-14,1.2844220488385434e-18,6.396620284038579e-16,1.1366184397133214e-17,7.675051278609856e-13,1.2674583477481497e-16,3.76,0.0,0.6980789092131576,0.999833167829753,8.67853529692245e-05,1.1931113996884254e-07,0.012475801200598388,0.012506858185199997,1.2034324028544385e-13,3.0706342540897722e-18,2.091178479342334e-05,9.084925922253048e-12,4.985724326180376e-09,4.475257669849806e-08,4.212504183168469e-09,8.989818814632336e-05,2.6023881605738727e-05,2.5681269535924773e-08,5.327751611076663e-10,2.094718282358107e-05,1.012160811886145e-09,7.554958197642458e-11,1.4739368470053915e-09,1.7898720678862665e-10,1.9546780473182777e-13,1.6915573290547545e-12,5.397490062383938e-10,9.827711116387276e-10,5.977220689649697e-08,1.1666343097541798e-09,3.15182268431253e-08,7.3302845557818e-08,8.085465632275002e-18
0.007732468609306603,0.47996040277877344,1.72872177198588e-09,8.837783000343501e-11,9.829324094967033e-09,1.0194147457115055e-05,0.0,0.0,6.360866567179039e-05,1.4657393436460171e-05,3.1847117282156916e-05,1.8009888745178024e-09,2.2747179105398025e-13,7.06983195914707e-30,1.844631118050497e-21,4.4603888852377973e-14,1.2115047391784668e-09,1.0036965313280436e-08,6.492521881817208e-16,6.88306400401353e-20,3.9383492646232134e-08,2.391612282827533e-17,2.8321041687991978e-16,1.493826485316745e-12,3.136603180024435e-13,2.7841748443484426e-08,1.7164767007653914e-16,4.263529090580075e-13,1.0513352086883614e-13,1.3626790850039849e-18,6.722447546268683e-16,1.2359523052446307e-17,8.042657829184139e-13,1.400706530253419e-16,3.76,0.0,0.6978245383278017,0.999829290218971,9.000768499355956e-05,1.2356146041443568e-07,0.012725411343871269,0.012757432802846826,1.2275101462504228e-13,3.132096594203072e-18,2.0911703692128392e-05,9.503479259116554e-12,5.2164176096041725e-09,4.586095000244383e-08,4.317443098761988e-09,9.31642561786605e-05,2.696659353900426e-05,2.5706736049114727e-08,5.560404611122697e-10,2.107170647272749e-05,1.0514132769197477e-09,8.025936897961676e-11,1.531459764881098e-09,1.8709523601550596e-10,2.0781041986993845e-13,1.7967510572506797e-12,5.600567041114677e-10,1.0469964173385215e-09,6.065914391576046e-08,1.1954685615605157e-09,3.3441385933096334e-08,7.739186418957098e-08,8.536893576324442e-18
0.007885526091942012,0.47998250686549293,1.7678642876494122e-09,9.129549897251367e-11,1.009558111764979e-08,1.0586165448559118e-05,0.0,0.0,6.475926388000236e-05,1.5238020303191922e-05,3.2809534004067647e-05,1.9286349684190724e-09,2.42164005472065e-13,8.487522730529694e-30,1.986899556562216e-21,4.698002466394932e-14,1.240175129757997e-09,1.051109645227437e-08,7.083998971998495e-16,7.34412294551024e-20,4.095406083113445e-08,2.4871071694857538e-17,2.98288465534091e-16,1.5806477292013481e-12,3.2679092993433586e-13,2.9770726694412358e-08,1.7992965685878847e-16,4.653521299456396e-13,1.1096944973796279e-13,1.4453611036695462e-18,7.061730218436428e-16,1.3422185938921136e-17,8.422690856191569e-13,1.5457615243819299e-16,3.76,0.0,0.6975701548957685,0.9998253593454497,9.331700730817041e-05,1.2791236665006824e-07,0.01297492884896879,0.013007921946596428,1.2515789536430303e-13,3.1935380322916555e-18,2.091162147682774e-05,9.935052606831722e-12,5.454325786009328e-09,4.6987080051171234e-08,4.424085993076426e-09,9.651077596773787e-05,2.7932413527081545e-05,2.5733277791994098e-08,5.799385086946356e-10,2.119190716197189e-05,1.0913863422197221e-09,8.519313638179734e-11,1.5900385569546233e-09,1.9549453419779735e-10,2.2079178910780635e-13,1.9072715674980784e-12,5.809123639363448e-10,1.1146655867528825e-09,6.154375824484235e-08,1.2247627375236899e-09,3.5447099119851345e-08,8.16166326927985e-08,9.007044934638139e-18
0.00803858357457742,0.48000460808869655,1.807316600104991e-09,9.427781735786143e-11,1.0366723367144322e-08,1.0986844662139336e-05,0.0,0.0,6.590800767863993e-05,1.5828969943200547e-05,3.377863592475618e-05,2.062716369137891e-09,2.576343949942108e-13,8.576558054287693e-30,2.1379486687111767e-21,4.9447494888594037e-14,1.269267258725302e-09,1.1002123319181214e-08,7.719458183979595e-16,7.828350284686013e-20,4.255517746903482e-08,2.5844668270850858e-17,3.139463950666457e-16,1.671922889243905e-12,3.4028726488609496e-13,3.180142528634725e-08,1.88459623245408e-16,5.071522337471033e-13,1.1708317527778146e-13,1.5326907431676488e-18,7.414918356665626e-16,1.4557904171675047e-17,8.815377231780248e-13,1.7034810144900132e-16,3.76,0.0,0.6973157572857724,0.9998213742764157,9.671490822381181e-05,1.3236533590738556e-07,0.01322435366055203,0.01325832543038778,1.275638819694344e-13,3.2549586222830702e-18,2.0911538128030967e-05,1.0379859146157693e-11,5.6995685295057355e-09,4.813093958197463e-08,4.532431620012607e-09,9.99390195537456e-05,2.8921702679109133e-05,2.5760912561468005e-08,6.044776558756482e-10,2.1308014427471092e-05,1.1320804061890297e-09,9.035888223876552e-11,1.6496735012800835e-09,2.041926203326057e-10,2.3443769860998755e-13,2.023328946823967e-12,6.023272007030679e-10,1.1859230704908322e-09,6.242688945004306e-08,1.2545160529264278e-09,3.7537553095229547e-08,8.597907447909439e-08,9.496516812849628e-18
0.00819164105721283,0.4800267065077081,1.8470770452895231e-09,9.732564754013766e-11,1.0642746937946194e-08,1.139624762788787e-05,0.0,0.0,6.705501194055139e-05,1.6430217096185467e-05,3.4754293821857815e-05,2.203434478299185e-09,2.7391520136890365e-13,9.284282739669737e-30,2.298151417854405e-21,5.2008629391240215e-14,1.2987794553100117e-09,1.1510467435320242e-08,8.401506155664963e-16,8.336532791930093e-20,4.41868334917826e-08,2.6836910135069403e-17,3.3019900997623295e-16,1.7678390745371881e-12,3.541563833276261e-13,3.39377123962276e-08,1.9724109751006818e-16,5.519024172202304e-13,1.2348532871489425e-13,1.6248991789054987e-18,7.782533945855093e-16,1.5770557748743768e-17,9.220944596693677e-13,1.8747714665745357e-16,3.76,0.0,0.6970613438696618,0.9998173340803239,0.0001002029735484714,1.3692183873226862e-07,0.013473685721840123,0.013508643077569557,1.299689738927374e-13,3.316358418759595e-18,2.0911453626220334e-05,1.0838113222461981e-11,5.952265960204411e-09,4.92925064783773e-08,4.642479231941647e-09,0.0001034502571600006,2.9934821325756404e-05,2.5789658225250474e-08,6.296663004995234e-10,2.142024864259741e-05,1.1734959248661033e-09,9.576481060173445e-11,1.7103649648837168e-09,2.131971478979795e-10,2.487746896344875e-13,2.145139230066621e-12,6.243125605507374e-10,1.2609176430367726e-09,6.330935812622097e-08,1.2847278570760515e-09,3.971496131752302e-08,9.048116753107065e-08,1.0005921632104702e-17
0.008344698539848238,0.480048802182507,1.88714404773718e-09,1.0043985999312572e-10,1.0923649340072159e-08,1.1814436428776094e-05,0.0,0.0,6.820038759720728e-05,1.7041739675094027e-05,3.573638874827658e-05,2.350993848782077e-09,2.9103962457337587e-13,1.1252207967919489e-29,2.467980939696511e-21,5.466585820531801e-14,1.3287101888408642e-09,1.203655535262339e-08,9.13287066089982e-16,8.869472605846716e-20,4.5849019830038004e-08,2.784779488662668e-17,3.470617454835188e-16,1.8685888074337873e-12,3.684037428842208e-13,3.618355437178971e-08,2.0627762597322152e-16,5.997572844007592e-13,1.3018680943857234e-13,1.7222277078356343e-18,8.16509928314696e-16,1.7064179467545084e-17,9.639622203830037e-13,2.0605902132439892e-16,3.76,0.0,0.6968069130219467,0.9998132378265709,0.00010378278706205627,1.415833394944091e-07,0.013722924974605926,0.013758874720508567,1.3237317057255993e-13,3.3777374783345503e-18,2.0911367951942664e-05,1.1310030971571949e-11,6.212538876373273e-09,5.047176363372217e-08,4.75422856760117e-09,0.00010704575755800651,3.097212912182711e-05,2.5819532744438065e-08,6.555129186643066e-10,2.1528821415513707e-05,1.215633429050154e-09,1.0141933507758862e-10,1.7721134288998576e-09,2.225159060077459e-10,2.638300885450971e-13,2.2729246327522105e-12,6.468799271059351e-10,1.339802494636445e-09,6.419196470620178e-08,1.3153976297828976e-09,4.198156412885773e-08,9.51249472565063e-08,1.0535887391866497e-17
0.008497756022483647,0.48007089517371665,1.9275161160133274e-09,1.0362132929284382e-10,1.1209429430253425e-08,1.2241472720314202e-05,0.0,0.0,6.934424178083372e-05,1.7663518674615197e-05,3.6724811659658995e-05,2.5056022355927848e-09,3.09041842415516e-13,1.1430294414829772e-29,2.6479020950677815e-21,5.742158233144333e-14,1.3590580645328018e-09,1.2580818692163511e-08,9.91640367913606e-16,9.427985519911341e-20,4.754172741339106e-08,2.8877320145592664e-17,3.645498520299254e-16,1.9743700615772625e-12,3.8303230282281453e-13,3.8543017092462175e-08,2.1557277370899e-16,6.508769712460991e-13,1.3719878894536069e-13,1.824930036809357e-18,8.563102901367231e-16,1.844295865937638e-17,1.0071639534769699e-12,2.2619475416816833e-16,3.76,0.0,0.6965524631193427,0.9998090845852043,0.00010745593097830671,1.4635129688090852e-07,0.013972071359172004,0.014009020200214797,1.3477647143326128e-13,3.439095858705501e-18,2.091128108577918e-05,1.1795828239805386e-11,6.4805086146167355e-09,5.166869889472302e-08,4.8676798479534566e-09,0.00011072678842277457,3.203398514598057e-05,2.5850554163173778e-08,6.820260291276923e-10,2.1633935969875786e-05,1.2584935338200928e-09,1.0733108177459687e-10,1.8349195032715193e-09,2.3215682220624502e-10,2.796319773886486e-13,2.4069134171330445e-12,6.700409278722556e-10,1.4227353207290284e-09,6.507548850598645e-08,1.3465249797223919e-09,4.4339628875285466e-08,9.991250911599625e-08,1.108705788673851e-17
0.008650813505119056,0.48009298554259583,1.968191840988915e-09,1.0687093832603401e-10,1.1500087405681047e-08,1.267741774955027e-05,0.0,0.0,7.04866779705173e-05,1.8295538078782933e-05,3.771946305843711e-05,2.6674706486899927e-09,3.279570293008266e-13,1.20508608588268e-29,2.8382840599454782e-21,6.027821739417651e-14,1.3898218191983874e-09,1.3143694176389764e-08,1.075508446749812e-15,1.0012901915361423e-19,4.926494717047417e-08,2.9925483553583384e-17,3.826786810620557e-16,2.0853863938853834e-12,3.9804950254561145e-13,4.1020267350870873e-08,2.251301257313478e-16,7.05427262341707e-13,1.4453271485188513e-13,1.9332695412562153e-18,8.977123441037212e-16,1.9911245670412196e-17,1.051722678560179e-12,2.47990876115035e-16,3.76,0.0,0.6962979925403264,0.9998048734266411,0.00011122398639346928,1.512271643741126e-07,0.01422112481440633,0.014259079365982773,1.3717887588517182e-13,3.5004336176369135e-18,2.091119300824341e-05,1.2295722032335398e-11,6.756296999822598e-09,5.288330484024174e-08,4.982833754468791e-09,0.00011449461667815481,3.312074799749931e-05,2.5882740605455452e-08,7.092141897370799e-10,2.1735787509295965e-05,1.3020768966741654e-09,1.1350889229325564e-10,1.8987838638637414e-09,2.421279601192901e-10,2.96209234376732e-13,2.54734010068112e-12,6.938073406052846e-10,1.5098784128466917e-09,6.596068699249764e-08,1.3781096386674314e-09,4.6791450024424456e-08,1.0484601103726096e-07,1.1660092923185856e-17
0.008803870987754465,0.4801150733510282,2.0091698902226726e-09,1.1018957995898584e-10,1.1795624773878691e-08,1.3122332372973895e-05,0.0,0.0,7.162779613956364e-05,1.8937784768484238e-05,3.872025265388718e-05,2.8368134151722933e-09,3.4782137822903797e-13,1.4789891755991936e-29,3.03967078228599e-21,6.323833443207126e-14,1.4210003162446347e-09,1.3725623678812625e-08,1.1652027076688409e-15,1.0625068682721853e-19,5.101867002909024e-08,3.099228277402192e-17,4.014645630015415e-16,2.2018470869198563e-12,4.13461513952476e-13,4.361957466751479e-08,2.349532859551083e-16,7.635797097473358e-13,1.5220031496083544e-13,2.047520297046017e-18,9.407753009813175e-16,2.1473557079295704e-17,1.0976616524133713e-12,2.715596490090827e-16,3.76,0.0,0.696043499664705,0.9998006034213865,0.00011508853372160553,1.562123907131966e-07,0.014470085277716422,0.014509052075048831,1.39580383324532e-13,3.561750815540928e-18,2.0911103699899528e-05,1.2809932132406957e-11,7.0400267034351354e-09,5.411557858619794e-08,5.0996914111644115e-09,0.00011835050883096635,3.4232775889769636e-05,2.5916110309367436e-08,7.37086056024257e-10,2.1834563566385556e-05,1.3463842371852331e-09,1.1996182764319602e-10,1.9637072807061024e-09,2.524375202529465e-10,3.135915885816725e-13,2.6944458401931677e-12,7.181910997974826e-10,1.601398755963409e-09,6.684829525919177e-08,1.410151456545183e-09,4.933934930024537e-08,1.0992767562951845e-07,1.2255668608913897e-17
0.008956928470389874,0.4801371586615134,2.0504490099600906e-09,1.1357815075333944e-10,1.2096044266377107e-08,1.3576277074345645e-05,0.0,0.0,7.276769290433869e-05,1.9590248429635e-05,3.972709903744129e-05,3.013848235614412e-09,3.686721216112205e-13,1.5175625361884335e-29,3.2526211363965495e-21,6.630445246671683e-14,1.4525925420020422e-09,1.4327054268802955e-08,1.2610483676062909e-15,1.1265346386039715e-19,5.28028869163538e-08,3.2077715492847267e-17,4.2092349601421693e-16,2.323967165002577e-12,4.292703919428583e-13,4.634531269241351e-08,2.4504587701745424e-16,8.255117664011955e-13,1.6021360137991224e-13,2.1679706015679717e-18,9.855520509897773e-16,2.31345798041183e-17,1.145004164490441e-12,2.970192955402588e-16,3.76,0.0,0.6957889828731987,0.9997962736397603,0.0001190511531171119,1.6130842034063334e-07,0.014718952685044166,0.0147589381922629,1.41980993133445e-13,3.62304751438737e-18,2.091101314135214e-05,1.3338677709736979e-11,7.331821070733942e-09,5.536552182396696e-08,5.2182543901066916e-09,0.00012229573129621612,3.537042674112344e-05,2.5950681616803615e-08,7.656503347722801e-10,2.1930444337006095e-05,1.3914163596791166e-09,1.266991712786495e-10,2.0296906533813572e-09,2.6309384437130715e-10,3.3180956228661106e-13,2.8484781634880177e-12,7.432043032639622e-10,1.6974681219988644e-09,6.773902569908138e-08,1.442650402147118e-09,5.1985675822304315e-08,1.1515979221203598e-07,1.2874477577259425e-17
0.009109985953025283,0.4801592415371599,2.092028012928578e-09,1.170375553614306e-10,1.2401349835875682e-08,1.4039311980716012e-05,0.0,0.0,7.390646167252865e-05,2.0252921462849947e-05,4.073992937250195e-05,3.1987962400520586e-09,3.9054755008518707e-13,1.5491390141820224e-29,3.477461399449354e-21,6.947905587895363e-14,1.484597601174965e-09,1.4948438244497923e-08,1.3633845904054536e-15,1.193461000282877e-19,5.461758875881478e-08,3.318177941914102e-17,4.410712717553806e-16,2.4519675295250975e-12,4.454838721593522e-13,4.920196050504482e-08,2.55411543299266e-16,8.914069070516606e-13,1.6858487473567408e-13,2.294919867244664e-18,1.0321063552278266e-15,2.489917399035854e-17,1.1937735369823876e-12,3.2449421675152986e-16,3.76,0.0,0.6955344405470361,0.9997918831516267,0.00012311342488397864,1.6651669383235877e-07,0.014967726970860731,0.015008737589774387,1.4438070467983057e-13,3.684323775075786e-18,2.091092131309296e-05,1.3882178692177732e-11,7.631803920935007e-09,5.663314056188234e-08,5.338524686178e-09,0.00012633155071162033,3.653405826249387e-05,2.5986472952830453e-08,7.949157549661462e-10,2.2023603000229622e-05,1.4371741003221661e-09,1.3373043191809573e-10,2.096734930565537e-09,2.7410541269633456e-10,3.5089450790778426e-13,3.0096911235804693e-12,7.688592186555116e-10,1.7982631631769122e-09,6.863356785739222e-08,1.4756065563428954e-09,5.473280623497436e-08,1.205447186722813e-07,1.3517229189458387e-17
