Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65)
5.369821102971151e-06,0.7229753427768375,0.001219653437124975,7.214783030950472e-05,0.0004408676088491451,0.010420275274033284,0.0,0.0,0.0003912528992992201,9.980495654312924e-07,0.00015000017593438312,1.4736540557750966e-06,1.1011938138970298e-08,1.3532622986600137e-11,5.6494904394442595e-09,4.388766105853136e-07,7.06103446186281e-07,6.520900719711251e-07,2.5879378173772433e-08,3.8738853669188563e-11,4.652127987085261e-06,2.6432526865086814e-11,1.0184918949333486e-08,1.099197907839137e-09,7.10537020247933e-11,2.9542258909222535e-05,5.616189000430646e-09,1.986551049905667e-07,8.785535896822255e-13,2.916968201019166e-11,8.072046013758952e-10,4.678724176139776e-12,4.220771956688497e-08,3.8910194396067067e-11,3.76,0.0,0.7545775436459706,0.9972208949686867,0.0024399897251431908,1.4481900288870774e-07,0.07316910262880656,0.0736239802001517,3.029294058964126e-09,3.091297044332192e-12,0.0005952122927380312,1.9410505071349854e-05,0.0001516883833990229,0.00048387968951208804,8.740095528317496e-05,0.008175309421009072,0.005102059591896829,0.002191328951178589,3.4759098762415527e-05,0.0002953382859285707,1.4314607983093817e-05,2.8792684632966993e-08,1.2294826408024338e-05,2.5592948993829667e-05
5.403222747323651e-06,0.7230795537098554,0.0012527506052488553,7.425281602826038e-05,0.00045299824663957213,0.010727756455833393,0.0,0.0,0.00040187957785035037,1.0404606109560786e-06,0.00015538883813349865,1.5314476900094434e-06,1.1642642982160852e-08,1.475899714198636e-11,5.997739560663965e-09,4.539061794005506e-07,7.415665926132742e-07,6.773144717242804e-07,2.7658921527437776e-08,4.046803621687533e-11,4.735622409091709e-06,2.794648498545685e-11,1.0536314174715572e-08,1.1851971722312808e-09,7.632796042941725e-11,3.079127597128539e-05,5.810595799020346e-09,2.1143162934635703e-07,9.697221148060594e-13,3.185883526821618e-11,8.646385973521573e-10,4.949751896674842e-12,4.361711457509771e-08,4.22431167912149e-11,3.76,0.0,0.7537321334437063,0.997159473492165,0.0025117255505102717,1.519740146747525e-07,0.07358547812645407,0.07405652635700567,3.046553331827522e-09,3.1294198049054275e-12,0.00059517564292637,2.0061084843874974e-05,0.0001569383481071663,0.0004967740366479307,8.978162092063691e-05,0.008418170531031192,0.005250767619482314,0.00220621913700624,3.592770039851622e-05,0.0002989114016420515,1.4783115225766668e-05,2.987397599988626e-08,1.2698563461074358e-05,2.6495278355230294e-05
5.4366243916761515e-06,0.7231849705165311,0.0012866489239830494,7.641433479518038e-05,0.00046544581245890965,0.011043189541794994,0.0,0.0,0.0004127473034478361,1.08469750193222e-06,0.0001609560468284599,1.5913049490669304e-06,1.2309004340501354e-08,1.6091663119487496e-11,6.366008973840481e-09,4.69388691498714e-07,7.789067118984474e-07,7.034219453506846e-07,2.9557073600914873e-08,4.2277226785233214e-11,4.82141944125873e-06,2.955019055106496e-11,1.0898642890834826e-08,1.2779566837791735e-09,8.200260409387629e-11,3.2091049013114945e-05,6.011482605381746e-09,2.249841713041235e-07,1.0705021293596927e-12,3.478505928885871e-11,9.260785002043434e-10,5.23601834579627e-12,4.506984349754781e-08,4.5858405698066676e-11,3.76,0.0,0.7528765727408031,0.9970964254098736,0.0025854349409636483,1.5948854495125494e-07,0.07400092852299532,0.07448868074998798,3.0637752857208796e-09,3.1688210549612956e-12,0.0005951380225085156,2.0731392805767746e-05,0.0001623494681662393,0.0005099754117973319,9.222188529651147e-05,0.008667468597563628,0.0054032501027060035,0.002221235414053453,3.713128472716442e-05,0.0003025111836698066,1.526512435824851e-05,3.099254489043966e-08,1.3113964383830434e-05,2.7431588560292254e-05
5.470026036028652e-06,0.7232916209816772,0.0013213643930256574,7.863374837131745e-05,0.00047821786657216295,0.01136674998053191,0.0,0.0,0.0004238595902168061,1.1308372904209303e-06,0.00016670723931677992,1.6532938974209268e-06,1.3012967535691113e-08,1.7539367042030014e-11,6.755352586148489e-09,4.853355950045692e-07,8.182298078216587e-07,7.304410788189791e-07,3.1581496597128386e-08,4.417062523196514e-11,4.9096358639814195e-06,3.1248938176157317e-11,1.1272221650510655e-08,1.3780158709038367e-09,8.810857593891374e-11,3.344361464070588e-05,6.219080459655043e-09,2.393569688004943e-07,1.1819270886671944e-12,3.796822253171679e-11,9.917996397649925e-10,5.538346142779907e-12,4.656711288693038e-08,4.9779675885015615e-11,3.76,0.0,0.7520106265749521,0.9970317108096313,0.0026611694325485817,1.6738174855379998e-07,0.07441543524843572,0.0749204411288226,3.0809592041527497e-09,3.2095712003903653e-12,0.0005950994076675273,2.1421951289492383e-05,0.00016792596415507972,0.0005234898225506428,9.472307679369133e-05,0.008923355085895245,0.00555958657361218,0.0022363825458786846,3.837074122669403e-05,0.00030613799153091645,1.576095567323751e-05,3.2149561080825627e-08,1.354130676063568e-05,2.8403241490012017e-05
5.503427680381152e-06,0.7233995333396738,0.0013569131593902319,8.091244346901058e-05,0.0004913221043227905,0.011698615922521527,0.0,0.0,0.00043521990933255574,1.178959968690058e-06,0.00017264799978914552,1.7174847092932892e-06,1.3756577418611927e-08,1.9111528980504083e-11,7.166872990106315e-09,5.017585401705468e-07,8.596481432371172e-07,7.584013675417995e-07,3.374032971573063e-08,4.615269047386395e-11,5.000394838237563e-06,3.3048335384571686e-11,1.1657377003554662e-08,1.4859580292315592e-09,9.467923024408104e-11,3.4851090492453404e-05,6.433630799703321e-09,2.545965856537352e-07,1.3051437017483881e-12,4.142975841320186e-11,1.0620960071763455e-09,5.857599499709469e-12,4.8110157312747976e-08,5.4032479563631114e-11,3.76,0.0,0.7511340560783475,0.9969652889654796,0.002738981786066523,1.7567387479753415e-07,0.07482897929685069,0.07535180525610614,3.0981043551168235e-09,3.2517441066810053e-12,0.0005950597741007982,2.2133292738852588e-05,0.0001736721340331558,0.0005373233258773518,9.72865447925539e-05,0.009185984329677231,0.005719857565287578,0.0022516654181821316,3.964697441737992e-05,0.00030979219736410003,1.6270933740721334e-05,3.334622661994855e-08,1.3980871925940237e-05,2.9411653592312457e-05
5.536829324733653e-06,0.7235087362725218,0.0013933115085645682,8.325183175884376e-05,0.0005047663555822537,0.01203896819962358,0.0,0.0,0.00044683168305232284,1.2291485506926383e-06,0.00017878406240982256,1.783949731810456e-06,1.454198297453834e-08,2.081829035975579e-11,7.601723227248762e-09,5.186693797268339e-07,9.032806125903866e-07,7.873332500063658e-07,3.604221729195117e-08,4.822815809625441e-11,5.093826218938115e-06,3.4954321881171505e-11,1.2054446004717667e-08,1.6024139440860857e-09,1.017505191898319e-10,3.631567828466596e-05,6.655386088034132e-09,2.707520194973014e-07,1.4414245323243635e-12,4.519277863165664e-11,1.1372814936692618e-09,6.1946860931812e-12,4.970023972948007e-08,5.864446060357776e-11,3.76,0.0,0.7502466184867665,0.9968971183300895,0.0028189260084419566,1.843863330918865e-07,0.07524154122036253,0.07578277091096118,3.115209990944387e-09,3.295417239415161e-12,0.0005950190970155177,2.2865959683378537e-05,0.00017959235266846245,0.000551482024332924,9.991365948405892e-05,0.009455513548913434,0.005884144587258671,0.0022670890409453495,4.09609036711988e-05,0.0003134741862240326,1.6795387269361427e-05,3.458377650932673e-08,1.4432944846801288e-05,3.045829783262521e-05
5.570230969086153e-06,0.7236192589072707,0.0014305758549726854,8.565334984555606e-05,0.0005185585839604723,0.012387990300308592,0.0,0.0,0.00045869827851757153,1.281489153219686e-06,0.0001851213144148962,1.8527635501515668e-06,1.53714421124899e-08,2.267056425249854e-11,8.061108581187547e-09,5.360801691747771e-07,9.492531358140962e-07,8.172681432153192e-07,3.8496338445151996e-08,5.040205914600625e-11,5.190066880916473e-06,3.69731901259681e-11,1.2463776763241589e-08,1.7280658134417699e-09,1.093611933770012e-10,3.78396669479156e-05,6.8846104820678816e-09,2.87874813600327e-07,1.5921820158074029e-12,4.9282193697701465e-11,1.2176912083297314e-09,6.5505590016406996e-12,5.133865183424084e-08,6.364552044326336e-11,3.76,0.0,0.7493480671536478,0.9968271565276114,0.0029010573739453663,1.9354176253430302e-07,0.07565310112327518,0.07621333589289239,3.132275348165655e-09,3.3406718080521828e-12,0.0005949773511244026,2.3620504695716166e-05,0.00018569107122310568,0.0005659720619719409,0.0001026058116436442,0.00973210286580451,0.006052530098265345,0.0022826585505489384,4.231346298723104e-05,0.00031718435638130053,1.733464895320964e-05,3.5863479385439536e-08,1.4897813992759085e-05,3.1544705689342006e-05
5.6036326134386534e-06,0.7237311308127787,0.0014687227317139518,8.811845921097209e-05,0.0005327068857612343,0.012745868340377933,0.0,0.0,0.00047082300132822837,1.3360710764722324e-06,0.0001916657992255919,1.9240030547698466e-06,1.6247326645072137e-08,2.4680088693568883e-11,8.54628839802086e-09,5.540031670354873e-07,9.976990747056996e-07,8.482384800695288e-07,4.11124383027961e-08,5.267974017768315e-11,5.289261057837312e-06,3.91116073092151e-11,1.2885729037595266e-08,1.863651495922218e-09,1.1755301729705573e-10,3.942543585457145e-05,7.12158055057928e-09,3.0601917262161524e-07,1.7589840520640916e-12,5.372484102593497e-11,1.3036828794803773e-09,6.92621870914944e-12,5.302671441292526e-08,6.906799651510533e-11,3.76,0.0,0.7484381515694436,0.9967553603470121,0.002985432445229475,2.0316410571675866e-07,0.07606363865638491,0.07664349802585078,3.1492996473806194e-09,3.387592912855539e-12,0.0005949345106417155,2.439749033091072e-05,0.00019197281638829925,0.0005807996199559126,0.0001053644123636675,0.010015915318294962,0.0062250974762959425,0.002298379211863717,4.3705600730836273e-05,0.0003209231196258298,1.78890553031068e-05,3.7186638203696393e-08,1.5375771192524467e-05,3.267246919291404e-05
5.637034257791154e-06,0.7238443819957731,0.001507768779553322,9.06486461219615e-05,0.0005472194886660111,0.013112791028952587,0.0,0.0,0.00048320908889121293,1.392986883777825e-06,0.00019842371957374524,1.997747510773132e-06,1.717212746543816e-08,2.685948314875189e-11,9.058577931860997e-09,5.724508350673669e-07,1.048759672933032e-06,8.802777488343567e-07,4.39008608667777e-08,5.506688462512217e-11,5.391560694290633e-06,4.137663883354083e-11,1.3320674879229398e-08,2.0099691103588845e-09,1.2637100078434068e-10,4.107545813760857e-05,7.366586039278828e-09,3.252420823350738e-07,1.943571351738668e-12,5.854962095099163e-11,1.3956383445266493e-09,7.322715176250333e-12,5.476577767381289e-08,7.4946854053817e-11,3.76,0.0,0.7475166173865322,0.9966816857359253,0.0030721090941330568,2.1327868699124143e-07,0.07647313301148581,0.0770732551625122,3.1662820931400727e-09,3.436269694790595e-12,0.0005948905492795922,2.519748904643979e-05,0.00019844218946027997,0.0005959709118440728,0.00010819089274207013,0.010307116871166675,0.0064019309857673064,0.002314256420310558,4.513827933469363e-05,0.00032469090157360265,1.845894646210691e-05,3.8554590923153805e-08,1.586711147690811e-05,3.3843243007126236e-05
5.670435902143654e-06,0.7239590428961774,0.0015477307351367195,9.324542150137535e-05,0.0005621047501290513,0.013488949629503425,0.0,0.0,0.0004958597035465758,1.4523324801563525e-06,0.00020540144063630616,2.074078629554298e-06,1.8148459928321097e-08,2.922230827380858e-11,9.599350213054265e-09,5.914358384682058e-07,1.1025845208558008e-06,9.134205348412643e-07,4.6872583590132184e-08,5.756953557341401e-11,5.497125811318937e-06,4.377577341753041e-11,1.376899932945372e-08,2.1678820154925217e-09,1.3586364754156882e-10,4.279230410050532e-05,7.619930688643445e-09,3.4560343335490435e-07,2.1478767339309637e-12,6.37876410367156e-11,1.493965133343439e-09,7.74114997845927e-12,5.6557221567568617e-08,8.131989220772592e-11,3.76,0.0,0.7465832064499818,0.9966060877950604,0.0031611465222037317,2.23912295453329e-07,0.07688156291608954,0.07750260518877489,3.1832218738374534e-09,3.4867954881929106e-12,0.0005948454402446984,2.6021083101813388e-05,0.0002051038652484438,0.0006114921785554299,0.00011108670352487158,0.01060587642451713,0.006583115741732084,0.0023302957038838124,4.661247495975882e-05,0.0003284881419764677,1.904466600426701e-05,3.99687111910475e-08,1.637213290741782e-05,3.505874655080295e-05
5.703837546496155e-06,0.724075144381668,0.0015886254184057837,9.59103207598496e-05,0.0005773711554660505,0.013874537915691687,0.0,0.0,0.0005087779254755865,1.5142071894192777e-06,0.00021260549317557984,2.153080642767517e-06,1.917906944244143e-08,3.1783129100278294e-11,1.0170037936473751e-08,6.109710460795468e-07,1.1593320463932832e-06,9.477025645876267e-07,5.00392537330175e-08,6.019412000884334e-11,5.606124885605058e-06,4.631694994409481e-11,1.4231101173818898e-08,2.3383242006154347e-09,1.460832218918902e-10,4.4578644717735706e-05,7.881933107248454e-09,3.6716614887815625e-07,2.3740465952595426e-12,6.947236905163723e-11,1.5990981505076869e-09,8.182678512752507e-12,5.8402456092550296e-08,8.822796542682955e-11,3.76,0.0,0.7456376568344677,0.9965285207731989,0.003252605280888081,2.350932729164065e-07,0.07728890662837964,0.07793154602848176,3.200118161612196e-09,3.539267975975712e-12,0.0005947991562352412,2.6868864436523746e-05,0.0002119625908068126,0.00062736968299036,0.00011405331470003609,0.010912365819455079,0.006768737670994677,0.002346502725132937,4.812917711415582e-05,0.00033231529503482103,1.9646560716140566e-05,4.143040902614632e-08,1.68911363899482e-05,3.632076615790934e-05
5.737239190848655e-06,0.7241927177414195,0.0016304697191864765,9.864490358630727e-05,0.000593027315618145,0.014269752121784576,0.0,0.0,0.0005219667453962188,1.578713829465119e-06,0.0002200425766817146,2.2348403787517383e-06,2.0266837281986162e-08,3.4557581785012846e-11,1.0772135367076126e-08,6.310695306131956e-07,1.2191700332101226e-06,9.831607524092479e-07,5.341322656750233e-08,6.294747462681843e-11,5.718735242524707e-06,4.900858618649638e-11,1.4707393758676496e-08,2.5223061203224687e-09,1.5708603497494177e-10,4.643725522502771e-05,8.152927703996191e-09,3.8999631645041745e-07,2.6244647950487253e-12,7.563979498682151e-11,1.7115014619161077e-09,8.648512272247402e-12,6.030292158430563e-08,9.5715221157028e-11,3.76,0.0,0.7446797028876411,0.9964489380628255,0.0033465472913343543,2.4685160716299876e-07,0.07769514193242166,0.07836007564837241,3.2169701122652566e-09,3.5937893471122804e-12,0.000594751669438356,2.7741434525092907e-05,0.0002190231839797662,0.0006436097043000792,0.00011709221504018868,0.011226759840841203,0.006958883470016559,0.0023628832830967293,4.968938822799039e-05,0.00033617282971292915,2.026498036031305e-05,4.294113149987144e-08,1.7424425472987037e-05,3.763115727370075e-05
5.770640835201155e-06,0.7243117946790079,0.0016732805829264294,0.0001014507536949367,0.0006090819645724439,0.014674790887407812,0.0,0.0,0.0005354290570526457,1.6459587854125178e-06,0.00022771956251375704,2.319447341508527e-06,2.1414786625292912e-08,3.75624440601764e-11,1.1407200259729865e-08,6.517445689220207e-07,1.2822761675328943e-06,1.0198332499123483e-06,5.7007605501079585e-08,6.583687328014252e-11,5.835143463241314e-06,5.185960955506905e-11,1.519830587489171e-08,2.7209210090717965e-09,1.6893275167019564e-10,4.837101879819256e-05,8.433265682778297e-09,4.141633237473923e-07,2.9017792288264835e-12,8.232860249329103e-11,1.8316701915632034e-09,9.139921189085139e-12,6.226008898811325e-08,1.0382935492768907e-10,3.76,0.0,0.7437090752802679,0.9963672921964303,0.0034430358637497498,2.592190307741045e-07,0.07810024613365064,0.07878819206326877,3.2337768651875e-09,3.650466456093829e-12,0.0005947029515278948,2.8639404207933602e-05,0.00022629053175281607,0.0006602185317924279,0.00012020491159159749,0.011549236216895934,0.007153640559491318,0.002379443315184238,5.129412318204762e-05,0.0003400612300566367,2.090027742032107e-05,4.450236341406045e-08,1.7972306129764703e-05,3.8991846684239714e-05
5.804042479553656e-06,0.7244324073044293,0.0017170749955564227,0.00010432947852636966,0.0006255439564198119,0.015089855196394017,0.0,0.0,0.0005491676495065946,1.7160520801904486e-06,0.0002356434970353971,2.40699379234743e-06,2.2626088829356185e-08,4.08157095195833e-11,1.2076855790145443e-08,6.730096423395917e-07,1.3488386149497772e-06,1.0577594983647208e-06,6.083628418890799e-08,6.88700561521205e-11,5.955545805990786e-06,5.487949001849914e-11,1.5704282713995253e-08,2.9353517139616763e-09,1.8168871959851239e-10,5.038293031893179e-05,8.723316103248675e-09,4.3973999835082774e-07,3.208931392805303e-12,8.958035011540523e-11,1.9601325344916356e-09,9.658236045319134e-12,6.427546011339802e-08,1.1262188397932005e-10,3.76,0.0,0.7427255010634496,0.9962835348435211,0.003542135716250992,2.7222912585231605e-07,0.07850419605465972,0.07921589334149924,3.2505375433016637e-09,3.7094109840260925e-12,0.0005946529736626378,2.9563393496708546e-05,0.00023376958839906162,0.0006772024584625478,0.00012339292910678058,0.011879975615491582,0.007353097035469912,0.0023961888989961835,5.29444087883159e-05,0.000343980995513186,2.155280682630218e-05,4.6115627974189445e-08,1.8535086523776948e-05,4.040483477624565e-05
5.837444123906156e-06,0.7245545881251956,0.0017618699674520253,0.00010728270890073535,0.0006424222620301377,0.015515148309483771,0.0,0.0,0.000563185199239715,1.7891074421833257e-06,0.00024382160474132908,2.4975748343183904e-06,2.390406994931142e-08,4.433666587569821e-11,1.2782792493570273e-08,6.948784371156862e-07,1.4190566285837506e-06,1.0969802842593641e-06,6.491399070453575e-08,7.205526074091637e-11,6.080148641670365e-06,5.8078275365033926e-11,1.6225786902381326e-08,3.166878087015016e-09,1.9542432162183542e-10,5.247610022559747e-05,9.023467011520441e-09,4.668027514816527e-07,3.549189275867175e-12,9.743966269357118e-11,2.097451892163558e-09,1.0204850951389725e-11,6.635056786882572e-08,1.2214844063954008e-10,3.76,0.0,0.7417287037332471,0.9961976168083928,0.0036439129931435067,2.859174349698728e-07,0.07890696803131192,0.079643177610565,3.2672512530185664e-09,3.770739600988209e-12,0.0005946017064849567,3.0514031352845138e-05,0.00024146537341185385,0.0006945677741372387,0.0001266578094180432,0.012219161636940873,0.007557341616917013,0.0024131262540804006,5.4641283220266285e-05,0.0003479326412528559,2.22229256607307e-05,4.7782487456797494e-08,1.911307675711866e-05,4.187219782386704e-05
5.8708457682586565e-06,0.7246783700364713,0.0018076825164721824,0.00011031209862021957,0.0006597259653248932,0.015950875690634487,0.0,0.0,0.0005774842620774784,1.8652423695068832e-06,0.00025226129136995306,2.5912884995573464e-06,2.525221751264903e-08,4.8145977319317095e-11,1.3526770207755229e-08,7.173648449773039e-07,1.4931411900659939e-06,1.137537798278168e-06,6.925633383823578e-08,7.540125474323101e-11,6.209168903808501e-06,6.146662898117011e-11,1.6763299619487554e-08,3.4168849813385773e-09,2.1021535333116868e-10,5.465375844641464e-05,9.334126644731878e-09,4.9543172563623e-07,3.92618395314763e-12,1.0595443330421688e-10,2.244229136736576e-09,1.0781225891525408e-11,6.848697647686059e-08,1.3246908671863972e-10,3.76,0.0,0.7407184033030351,0.9961094880286953,0.0037484352825610046,3.0032157868860394e-07,0.07930853790920114,0.08007004306305161,3.2839170842082923e-09,3.834574129235538e-12,0.000594549120119955,3.149195543783691e-05,0.0002493829692141061,0.0007123207582220413,0.0001300011107492024,0.012566980803089135,0.007766463589580269,0.002430261743614547,5.638579539080981e-05,0.0003519166984921048,2.2910992843606912e-05,4.950454386978989e-08,1.9706588601075263e-05,4.339609029856618e-05
5.904247412611157e-06,0.7248037863102069,0.001854529650052457,0.00011341932401871685,0.0006774642591263997,0.01639724492669129,0.0,0.0,0.0005920672649465575,1.9445781904690935e-06,0.00026097014699793945,2.6882358396781143e-06,2.6674187558571547e-08,5.226577111083036e-11,1.4310620016558575e-08,7.404829638474922e-07,1.5713156847699661e-06,1.1794756978981937e-06,7.387985159104077e-08,7.891737092670946e-11,6.342834552951466e-06,6.505587033825528e-11,1.7317321806228262e-08,3.6868708987966677e-09,2.2614342708407541e-10,5.691925841217288e-05,9.655724713551682e-09,5.25710946053224e-07,4.343950297009419e-12,1.1517603609681194e-10,2.4011050109599544e-09,1.1388889335151684e-11,7.068628166654745e-08,1.4364865026061452e-10,3.76,0.0,0.7396943163839129,0.9960190975748408,0.0038557716333937463,3.1548138001496214e-07,0.07970888104048608,0.08049648796278855,3.300534110187033e-09,3.901041706783897e-12,0.000594495184175108,3.24978118339411e-05,0.0002575275186346299,0.0007304676720404285,0.00013342440696271436,0.012923622542512829,0.007980552746055643,0.0024476018760090424,5.8179004275856104e-05,0.000355933714817881,2.361736879648167e-05,5.1283439604223437e-08,2.0315935208430806e-05,4.4978747197886214e-05
5.937649056963657e-06,0.7249308705832351,0.0019024283463317001,0.00011660608345612592,0.000695646440562875,0.01685446564017392,0.0,0.0,0.0006069364974791287,2.027240119749023e-06,0.0002699559491119772,2.7885210193508438e-06,2.8173811953637004e-08,5.67197285279906e-11,1.5136246190429027e-08,7.642470987570607e-07,1.6538166127976777e-06,1.222839173898717e-06,7.880206193106006e-08,8.261354408146646e-11,6.481385055457055e-06,6.885801839101889e-11,1.788837547029319e-08,3.978457340318663e-09,2.4329640422456004e-10,5.9276081144853965e-05,9.988713766811096e-09,5.577284759187171e-07,4.806972267451375e-12,1.2515955037660817e-10,2.568762670633551e-09,1.2029440913110218e-11,7.29501108432613e-08,1.5575708605147814e-10,3.76,0.0,0.7386561562735074,0.995926393650302,0.003965992571430164,3.3143899616997724e-07,0.08010797228112368,0.08092251065125962,3.3171013877202876e-09,3.970274950866163e-12,0.0005944398677404342,3.3532254733863116e-05,0.0002659042221418496,0.0007490147507548694,0.00013692928673938198,0.013289279171622618,0.008199699321933875,0.0024651533064228752,6.00219781814066e-05,0.00035998425451274393,2.434241508471706e-05,5.312085807610639e-08,2.0941430806967372e-05,4.662248638842541e-05
5.971050701316158e-06,0.7250596568442872,0.0019513955342921482,0.00011987409675480748,0.0007142819060080621,0.017322749394934216,0.0,0.0,0.000622094103479084,2.113357309805693e-06,0.00027922666565281963,2.8922514132148856e-06,2.975510599563769e-08,6.153318029022244e-11,1.6005628119905423e-08,7.886717629870767e-07,1.7408943372372516e-06,1.267675021043498e-06,8.404151587664264e-08,8.650035014167569e-11,6.6250718766359e-06,7.288583810632847e-11,1.8477005095267796e-08,4.293398913654052e-09,2.6176885718993677e-10,6.172783941808447e-05,1.0333570642557689e-08,5.915765751958045e-07,5.320233295293342e-12,1.3596399626741694e-10,2.7479303767915356e-09,1.2704554157193561e-11,7.528012323414947e-08,1.6886986135366094e-10,3.76,0.0,0.7376036330534941,0.9958313235928419,0.004079170114632786,3.482390580709612e-07,0.08050578598852863,0.08134810955426465,3.3336179570431183e-09,4.0424121207035556e-12,0.0005943831393892232,3.459594609800345e-05,0.00027451833482525575,0.0007679681948600157,0.000140517352687792,0.013664145871465198,0.00842399392791556,0.0024829228381846743,6.191579395213354e-05,0.0003640688988804118,2.5086494037406423e-05,5.501852435667079e-08,2.1583390373648822e-05,4.832971095787724e-05
6.004452345668658e-06,0.7251901794198895,0.0020014480728943345,0.00012322510457569644,0.0007333801455340224,0.017802309594440027,0.0,0.0,0.0006375420722667364,2.2030628970088283e-06,0.0002887904580265414,2.9995377062816567e-06,3.142227631855078e-08,6.67332065736747e-11,1.692082223818866e-08,8.137716794829293e-07,1.8328138712345278e-06,1.314031713229702e-06,8.96178529683708e-08,9.058904756825192e-11,6.774158988126581e-06,7.715289035543615e-11,1.908377916087676e-08,4.63359425730579e-09,2.816625632806739e-10,6.42782819846838e-05,1.0690798009920966e-08,6.273518629419213e-07,5.8892723283421515e-12,1.476525822708576e-10,2.9393843449830486e-09,1.3415979301183199e-11,7.767801000797577e-08,1.83068368403117e-10,3.76,0.0,0.7365364536961786,0.9957338338767231,0.004195377787465751,3.659288179391066e-07,0.0809022960196859,0.08177328318883426,3.350082841898147e-09,4.117597278982952e-12,0.000594324967179348,3.5689555277833706e-05,0.0002833751631150047,0.0007873341612387928,0.00014419022038060915,0.014048420660014063,0.008653527477785293,0.002500917424111106,6.386153611942504e-05,0.00036818824657133494,2.5849968344403116e-05,5.6978205789500244e-08,2.2242129289004353e-05,5.010291157050512e-05
6.0378539900211585e-06,0.7253224729591023,0.0020526027291897955,0.00012666086773154152,0.0007529507368555427,0.018293361372444018,0.0,0.0,0.0006532822299202626,2.2964940419640915e-06,0.0002986556840777145,3.1104939979911614e-06,3.317972911237207e-08,7.234874172437671e-11,1.7883963928785313e-08,8.395617825836423e-07,1.9298557054405076e-06,1.3619594834124705e-06,9.555185918867125e-08,9.489162108319313e-11,6.928923389331587e-06,8.167358541861358e-11,1.970929178199598e-08,5.001097843520287e-09,3.0308703193971035e-10,6.693129786592045e-05,1.1060926006260849e-08,6.651554829525673e-07,6.520246173756752e-12,1.6029296501680683e-10,3.143951759220096e-09,1.4165546141240744e-11,8.014549436806197e-08,1.984403652740834e-10,3.76,0.0,0.7354543221804677,0.9956338701159467,0.004314690634187442,3.845583054647036e-07,0.08129747572974434,0.0821980301703971,3.3664950495919423e-09,4.195980451378646e-12,0.0005942653186551901,3.6813758603962106e-05,0.00029248006123015866,0.0008071187537728232,0.00014794951731484306,0.014442304359736277,0.008888391112138978,0.00251914416771441,6.58602959869149e-05,0.00037234291390786183,2.6633200629938482e-05,5.9001712592821454e-08,2.291796297125284e-05,5.194466881990797e-05
6.071255634373659e-06,0.7254565724170629,0.002104876155396294,0.00013018316643473147,0.0007730033387445486,0.018796121475798788,0.0,0.0,0.0006693162304338027,2.3937919634871647e-06,0.0003088309010190083,3.2252379100940953e-06,3.503207867271199e-08,7.841068376898704e-11,1.8897269414195022e-08,8.660572201130644e-07,2.0323166774102196e-06,1.4115104086323268e-06,1.0186552738396404e-07,9.94208278450824e-11,7.089655642677062e-06,8.646324036734618e-11,2.035416447441826e-08,5.398132727596909e-09,3.2616006745676413e-10,6.969092069638837e-05,1.1444513974134448e-08,7.050932725438604e-07,7.219998839628652e-12,1.7395752147395588e-10,3.3625139583462874e-09,1.49551669531442e-11,8.268433161700934e-08,2.1508044678489122e-10,3.76,0.0,0.7343569396175611,0.9955313770685662,0.004437185231017991,4.041804929794976e-07,0.08169129797112022,0.08262234922019897,3.382853571070496e-09,4.277717783401964e-12,0.0005942041608502076,3.7969238937450394e-05,0.0003018384273461959,0.0008273280134993165,0.0001517968817932012,0.01484600056021882,0.009128676117762724,0.00253761032429058,6.79131706515674e-05,0.0003765335352085479,2.7436553002344742e-05,6.109089844518976e-08,2.361120648973911e-05,5.385765557239917e-05
