Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46)
4.458142711446346e-20,0.9371876199782156,3.180005007058816e-22,9.22824934704858e-23,3.769963762494375e-34,2.2834318836208577e-34,0.0,0.0,1.1359387894609625e-17,3.572047987862848e-33,2.993958782952569e-48,6.508322234704019e-55,4.3066497221807206e-55,1.9300839195424848e-60,2.3042895493902298e-42,9.011483527906855e-48,9.53659234803763e-61,3.9465773258398968e-59,2.7362472712048916e-53,2.412308633989633e-50,3.0303529372209066e-30,2.5330910568609216e-47,7.170178196427601e-61,3.49351256596059e-107,1.4631379001081272e-76,8.521923210335838e-67,6.522730944862787e-46,1.5873251379610676e-76,9.464321615062929e-125,1.5992564720671056e-94,1.2704845640781352e-76,1.3277449754223245e-75,3.1518568613910857e-59,5.0456417834585455e-102,3.76,0.0,1.0058843284464618,0.9999999999996791,8.356520190695359e-47,3.5229159059014137e-74,3.90521916331613e-14,3.90521916331613e-14,3.473014729953757e-30,6.1307878609225084e-33,3.208245492478776e-13,4.561434999521383e-34,4.558749676238198e-35,1.1359705895004616e-17,1.8231851208698209e-29,3.6493373378289004e-40,4.374447520611697e-29,2.3539295833723615e-15
8.920158700661107e-20,0.9371876199782222,6.3627737104926865e-22,1.8464516286938496e-22,1.5089679950452338e-33,9.13967940959779e-34,0.0,0.0,2.27286449359508e-17,1.4297500977163667e-32,2.3969874816309874e-47,5.2106203407091125e-54,3.4483681283596697e-54,1.5452407093180405e-59,9.223163349660504e-42,7.216495457086425e-47,1.5275121419258882e-59,6.3213687044465656e-58,2.1906615745581337e-52,1.9313136941134146e-49,1.2129309076555765e-29,2.0280130732941566e-46,1.1484746180701234e-59,4.479480355752745e-105,4.687295180011017e-75,1.3646555856319844e-65,5.223464218161702e-45,5.087033091397875e-75,2.4276190940341454e-122,1.025078749199028e-92,4.070104548035442e-75,4.253543133211906e-74,5.048437617714778e-58,3.2345861207534196e-100,3.76,0.0,1.0058843284464216,0.9999999999993581,6.69029731564558e-46,1.1285983913641442e-72,7.813831219041532e-14,7.813831219041537e-14,1.3901109856965204e-29,2.4539128737703474e-32,6.419278339403457e-13,1.825762744077842e-33,1.8246879150741911e-34,2.2729281212898724e-17,7.297491840839604e-29,2.921688823524752e-39,1.7509190221609482e-28,4.70990428367194e-15
1.784419067909063e-19,0.9371876199782352,1.2728313749747149e-21,3.693705016675308e-22,6.0378375751307995e-33,3.6570631264020214e-33,0.0,0.0,4.546715901861598e-17,5.720862726607191e-32,1.9183184789825003e-46,4.1700882326720357e-53,2.7604303504684426e-53,1.236662197703672e-58,3.6904667127041777e-41,5.776121248350601e-46,2.4453460762275013e-58,1.0119669033861416e-56,1.7531950498017965e-51,1.5456379209485427e-48,4.8533035462933547e-29,1.6230268132082582e-45,1.8385568426937983e-58,5.738721968604249e-103,1.5007755951676002e-73,2.1844375739518938e-64,4.1808841907209717e-44,1.6290664512778457e-73,6.220795732156583e-120,6.565483130008984e-91,1.3031625311095896e-73,1.361895741422477e-72,8.08187599198435e-57,2.0722331027069808e-98,3.76,0.0,1.005884328446341,0.9999999999987158,5.354271232270574e-45,3.613540571813297e-71,1.5631055330491712e-13,1.563105533049173e-13,5.562254645838437e-29,9.818847864412228e-32,1.2841344031883227e-12,7.305429142424285e-33,7.3011284273809355e-34,4.546843184829788e-17,2.9199472785149405e-28,2.338239019585277e-38,7.005956766217095e-28,9.421853684270721e-15
3.5692254635949673e-19,0.9371876199782614,2.545940435780296e-21,7.38821179265213e-22,2.415528248925845e-32,1.4630640756744802e-32,0.0,0.0,9.094418718387752e-17,2.2887176108495314e-31,1.5349462432314527e-45,3.3367175248130367e-52,2.2098644045473225e-52,9.895176504721531e-58,1.4764269939859712e-40,4.6220672375698634e-45,3.9136153439819646e-57,1.6195854987756965e-55,1.4028224168781616e-50,1.2367451731983643e-47,1.9416374466651266e-28,1.2986680450841807e-44,2.9424891387528007e-57,7.348757554193408e-101,4.803828135746799e-72,3.496114853550021e-63,3.3455526853205756e-43,5.214958854175308e-72,1.59330380539309e-117,4.203503229587437e-89,4.1712869766329585e-72,4.359285846368886e-71,1.2934503226981732e-55,1.3273825978411844e-96,3.76,0.0,1.0058843284461798,0.9999999999974314,4.284230584188254e-44,1.1566571971301329e-69,3.126550355338955e-13,3.1265503553389606e-13,2.22526405032006e-28,3.928178510575019e-31,2.568547541136438e-12,2.9226473579543237e-32,2.9209267926920603e-33,9.094673311753993e-17,1.1681690468328612e-27,1.8709464757469383e-37,2.8028389069396025e-27,1.8845752485466775e-14
7.138838254966776e-19,0.9371876199783138,5.092162769210211e-21,1.477722534466138e-21,9.662899840518501e-32,5.852738136303055e-32,0.0,0.0,1.8189824351412556e-16,9.155615536856803e-31,1.2280735915354863e-44,2.6696488532060417e-51,1.7698207040053383e-51,7.916892854308134e-57,5.906188628843185e-40,3.6981219428550394e-44,6.26263396977453e-56,2.5916876106551273e-54,1.122364502194544e-49,9.894900831680951e-47,7.767181887968943e-28,1.0390330844098608e-43,4.708621265378815e-56,9.408454066096715e-99,1.5374404334399082e-70,5.595311291911276e-62,2.676780322611257e-42,1.669098293475034e-70,4.079856569020593e-115,2.690752267952792e-87,1.3349985613201653e-70,1.3951666162618225e-69,2.069800687382315e-54,8.505107295957415e-95,3.76,0.0,1.0058843284458576,0.9999999999948624,3.4277100577017333e-43,3.7018218530987808e-68,6.253439999917512e-13,6.253439999917538e-13,8.901780635119683e-28,1.5713992861993452e-30,5.1373738148413155e-12,1.1691540901585268e-31,1.1684658086812196e-32,1.8190333564979905e-16,4.6730564845391696e-27,1.4968992995930019e-36,1.1212268093314245e-26,3.769355008785284e-14
1.4278063837710393e-18,0.9371876199784185,1.018462428334506e-20,2.955525244890232e-21,3.865317591624845e-31,2.3411949442013897e-31,0.0,0.0,3.6380635617352127e-16,3.6623952387286466e-30,9.825055152626515e-44,2.1358546706183237e-50,1.4187420193892646e-50,6.333814961318157e-56,2.3625715862297202e-39,2.9586848269786213e-43,1.0020893938133507e-54,4.1469808471072846e-53,8.979342418998178e-49,7.916296463823118e-46,3.1069991799499906e-27,8.312659289685461e-43,7.534304975875157e-55,1.204412996469754e-96,4.920154102166872e-69,8.956010248158547e-61,2.141559536087234e-41,5.341612928854805e-69,1.044571151678659e-112,1.722244733890999e-85,4.272294185017169e-69,4.46484542758967e-68,3.3119052526281564e-53,5.4543177533138106e-93,3.76,0.0,1.0058843284452132,0.9999999999897247,2.742298475235935e-42,1.1846660111901133e-66,1.25072192890706e-12,1.25072192890707e-12,3.5608571445994585e-27,6.2858529170467e-30,1.0275026353485655e-11,4.676806661396968e-31,4.674053428583519e-32,3.638165406894174e-16,1.869298655382923e-26,1.197576289960601e-35,4.4850897366716627e-26,7.538914529260082e-14
2.855651500319763e-18,0.9371876199786279,2.0369614700714842e-20,5.911130665827396e-21,1.5461587929769587e-30,9.365005716095927e-31,0.0,0.0,7.276225814879114e-16,1.4649879008097824e-29,7.86023070742986e-43,1.7087790116729764e-49,1.1395298474302318e-49,5.067172245975854e-55,9.45047862324449e-39,2.3670227731775336e-42,1.6033973997814299e-53,6.635393899394825e-52,7.183644666580682e-48,6.333187494415737e-45,1.2428249573821016e-26,6.650285281663218e-42,1.2055296737558435e-53,1.5417324467763057e-94,1.5745044697723815e-67,1.4339754573646498e-59,1.713301741727976e-40,1.709395884055942e-67,2.674265838917121e-110,1.1022888830301965e-83,1.3671819471941042e-67,1.4288004990239658e-66,5.299227732881512e-52,3.5044037205089155e-91,3.76,0.0,1.0058843284439245,0.999999999979449,2.193891250779187e-41,3.7910640719082164e-65,2.5014777867360647e-12,2.501477786736104e-12,1.4243718353658206e-26,2.514392321542272e-29,2.0550331395712687e-11,1.8707607254157956e-30,1.869659413984832e-31,7.276429506690546e-16,7.477346742714424e-26,9.580837721329337e-35,1.794072394977152e-25,1.5078033570200019e-13
5.71134173341721e-18,0.9371876199790469,4.073986509185481e-20,1.1822341508057627e-20,6.1847004825901274e-30,3.746068719866167e-30,0.0,0.0,1.4552550320990857e-15,5.860011214330675e-29,6.288259220607004e-42,1.3671269818245938e-48,9.188496488199591e-49,4.053785912289047e-54,3.7802299097194926e-38,1.8936481840061272e-41,2.565479338807841e-52,1.0616809877404433e-50,5.746984292731525e-47,5.066610125601072e-44,4.971350400778643e-26,5.320291366038829e-41,1.928880180872522e-52,1.9734712886111814e-92,5.038502559798454e-66,2.2975168808326317e-58,1.370663038869638e-39,5.470194428642178e-66,6.846330103631831e-108,7.054816067850575e-82,4.3750587250008584e-66,4.57224153408787e-65,8.478907838241047e-51,2.2601172424245856e-89,3.76,0.0,1.0058843284413468,0.9999999999588977,1.7551344652497308e-40,1.2131617584175331e-63,5.002989502387624e-12,5.0029895023877804e-12,5.697545288229882e-26,1.0057671591431312e-28,4.110094133992014e-11,7.483119024269715e-30,7.478713766539558e-31,1.4552957702299306e-15,2.9909691178651475e-25,7.664761130019149e-34,7.176362579491385e-25,3.0156271652041254e-13
1.1422722199612105e-17,0.9371876199798844,8.148144409973703e-20,2.3644763193941733e-20,2.4738946932031125e-29,1.498457770850383e-29,0.0,0.0,2.910519933251012e-15,2.344016407943078e-28,5.030637269806524e-41,1.09384815401482e-47,7.466280721778959e-48,3.243047982719032e-53,1.512099659537796e-37,1.514930534072407e-40,4.104801750173704e-51,1.6987039515691158e-49,4.597615283759709e-46,4.053312152545221e-43,1.98855027460323e-25,4.256258349121827e-40,3.086234452522138e-51,2.5260779506675635e-90,1.6123349425655314e-64,3.686056231031279e-57,1.0965390893789343e-38,1.7504826342436186e-64,1.7526873425631764e-105,4.515135794912814e-80,1.4000310309872783e-64,1.463130078535831e-63,1.3566367315150419e-49,1.4685661289338284e-87,3.76,0.0,1.0058843284361916,0.999999999917795,1.404116919885312e-39,3.882151643754912e-62,1.0006012933664941e-11,1.0006012933665566e-11,2.279029697655769e-25,4.0230890936395226e-28,8.220216066734859e-11,2.993262834468912e-29,2.9915007486597596e-30,2.91060140775809e-15,1.1963937283466259e-24,6.131845271173843e-33,2.8705596304308996e-24,6.031274781556917e-13
2.2845483132001893e-17,0.9371876199815599,1.6296891501791604e-19,4.72896065714046e-20,9.895619276999409e-29,5.994027618718945e-29,0.0,0.0,5.8210497352731765e-15,9.376089475762498e-28,4.02452182322367e-40,8.75305245870593e-47,6.157746705825461e-47,2.5944460978456057e-52,6.0484140577368614e-37,1.2119492229678849e-39,6.567710673891966e-50,2.7179378194668907e-48,3.67810404784288e-45,3.242659342696278e-42,7.95422132701517e-25,3.4050167815896514e-39,4.937996056558064e-50,3.2334027445560373e-88,5.159494428212359e-63,5.929727114367834e-56,8.772347348653383e-38,5.601577102624418e-63,4.4869140106971e-103,2.8897040344387275e-78,4.4801188805669114e-63,4.682036695949478e-62,2.170627952522673e-48,9.681424796731923e-86,3.76,0.0,1.0058843284258812,0.9999999998355896,1.1232984938405499e-38,1.2422939737383307e-60,2.0012059796116368e-11,2.0012059796118876e-11,9.116141899073555e-25,1.6092397256171034e-27,1.6440459707825982e-10,1.1973081788841136e-28,1.1966033637644005e-29,5.821212676440034e-15,4.785587051955588e-24,4.9054907410244104e-32,1.1482267708279735e-23,1.2062570014200678e-12
4.569100499678147e-17,0.9371876199849107,3.259611084639752e-19,9.457929334910967e-20,3.95826501468025e-28,2.3977591301352307e-28,0.0,0.0,1.164210933819075e-14,3.750440558720752e-27,3.219622341554644e-39,7.00603838127396e-46,5.221732161308209e-46,2.0755599797330876e-51,2.4193687296164635e-36,9.695612981734188e-39,1.0508359463648682e-48,4.3487097085970113e-47,2.942489056165774e-44,2.594131322111075e-41,3.1816925765099717e-24,2.7240174657828026e-38,7.900810442719846e-49,4.6883239698387085e-86,1.651041844177416e-61,9.590040291230205e-55,7.017891732969088e-37,1.7925099069640484e-61,1.1486545914349708e-100,1.8494160676578405e-76,1.4336411741325671e-61,1.4982550038263142e-60,3.4730120701814e-47,6.569283537136675e-84,3.76,0.0,1.00588432840526,0.9999999996711789,8.98642728402734e-38,3.9753494644889863e-59,4.002415352060641e-11,4.002415352061642e-11,3.6464613362616864e-24,6.436967052710414e-27,3.288094609243e-10,4.78923880683688e-28,4.7864197107448613e-29,1.1642435188306434e-14,1.9142372294114574e-23,3.9243983659407336e-31,4.5929129120075974e-23,2.4125160479240913e-12
9.138204872634063e-17,0.9371876199916123,6.520145017952415e-19,1.8915866699564368e-19,1.5833168290787928e-27,9.592202890489826e-28,0.0,0.0,2.3284228539518876e-14,1.5001771768619072e-26,2.57569995446175e-38,5.610572508625266e-45,4.6502331598410174e-45,1.6604492512234497e-50,9.677481312321988e-36,7.756498088774616e-38,1.68133933269333e-47,6.957942891289752e-46,2.353995315370692e-43,2.0753065963655093e-40,1.2726778397283823e-23,2.1792155881719654e-37,1.264131012989722e-47,6.006574076855309e-84,5.283339763824429e-60,1.5671949793190124e-53,5.6143189289130386e-36,5.736040104361033e-60,2.940562030064004e-98,1.1836280428450906e-74,4.587656764630253e-60,4.794421165874262e-59,5.556825190652557e-46,4.6747473138107053e-82,3.76,0.0,1.005884328364018,0.9999999993423575,7.18918876303005e-37,1.2721132489634721e-57,8.004834096793523e-11,8.004834096797528e-11,1.4585854137812525e-23,2.5747884302617208e-26,6.576191527132551e-10,1.9156967418759542e-27,1.914569237099658e-28,2.3284880110049263e-14,7.656953582208558e-23,3.1395209435667868e-30,1.8371663236452117e-22,4.825034140833222e-12
1.8276413618545893e-16,0.9371876200050157,1.3043973142171137e-18,3.7831741465325896e-19,6.333347862170056e-27,3.837810593912584e-27,0.0,0.0,4.6568466924147025e-14,6.000710611714782e-26,2.060561000898738e-37,4.49763990903876e-44,4.476739118619223e-44,1.3283599509190897e-49,3.8709939483477713e-35,6.205201591069671e-37,2.690144475674029e-46,1.1132714510706862e-44,1.8832006697194342e-42,1.6602458917533137e-39,5.090712977028062e-23,1.743373115700035e-36,2.022610700827473e-46,7.688512570077012e-82,1.690669700184267e-58,2.6124323387788467e-52,4.491457361608886e-35,1.8355341966531028e-58,7.527849326930147e-96,7.575225162993858e-73,1.468050963075582e-58,1.5342155565908995e-57,8.890925012343547e-45,3.5938887100837945e-80,3.76,0.0,1.0058843282815337,0.999999998684715,5.751419708720819e-36,4.070764800798825e-56,1.6009671585598769e-10,1.6009671585614795e-10,5.83434312527558e-23,1.0299156772428857e-25,1.3152383926786962e-09,7.662789412830427e-27,7.658280467311215e-28,4.6569769545575055e-14,3.0627822436375116e-22,2.5116175616815408e-29,7.348667557084904e-22,9.650070326255826e-12
2.7414622364457724e-16,0.9371876200184188,1.957056152401072e-18,5.674761626754729e-19,1.3458480832849464e-26,8.156711594774902e-27,0.0,0.0,6.985270529074709e-14,1.2751511237297639e-25,5.891917675588768e-37,1.287740222002075e-43,1.4155791118659433e-43,3.798279690391698e-49,8.225863192604278e-35,1.8421694899764318e-36,1.0177364513123072e-45,4.210816702262553e-44,5.384784500689072e-42,4.747266047137917e-39,1.0817766087368035e-22,4.984957975221148e-36,7.651948129724247e-46,4.774371395102632e-81,7.88679099794816e-58,9.827483001163075e-52,1.3330046050037087e-34,8.779955069651793e-58,5.7773199916332525e-95,4.3243814995302004e-72,6.847256264093021e-58,7.155862925739977e-57,3.3628883614242296e-44,2.1455432755355473e-79,3.76,0.0,1.0058843281990495,0.9999999980270727,1.6445577861175218e-35,1.8990030870788633e-55,2.4014509073743507e-10,2.4014509073777566e-10,1.239797973560139e-22,2.188570986067949e-25,1.972857489031699e-09,1.6283429039314198e-26,1.6273849335178508e-27,6.9854658573141e-14,6.508412637022561e-22,7.181656944727252e-29,1.561591991079166e-21,1.4475106511282767e-11
