Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46)
3.783791417101766e-08,0.9426461222786425,7.036515623761728e-06,1.541070724940325e-07,2.9854455629065844e-07,2.7912228085883353e-06,0.0,0.0,9.386356579880203e-06,1.84674653111728e-09,1.9308867329615452e-11,1.4621769253995176e-13,6.058781804374272e-12,4.673488651003355e-22,6.599798351666464e-17,5.153536341839041e-12,1.008443897771899e-12,5.206668329271362e-12,4.012934349970433e-14,1.0809797394120493e-13,1.624188031988338e-06,5.83321566428012e-12,1.0027215085369856e-13,2.6579706337711907e-21,1.979285057331725e-17,8.814695711245349e-13,2.0738992601333492e-10,3.100213250302785e-17,3.6005973616124775e-27,6.507882996096163e-24,4.467727421388746e-18,1.0633230469092161e-17,4.435217728476201e-12,1.0265580503316944e-20,3.76,0.0,0.9723012088455115,0.9969790780949545,2.8723511228498863e-08,1.0481358158830551e-14,0.032586931311288855,0.032590266430070874,7.56859742096535e-08,3.6073957043843037e-10,0.00301129252915408,9.287868335015528e-09,9.337663627991892e-10,2.152743151112806e-06,1.3838736565315982e-07,2.7510468627370685e-06,7.280880873225929e-06,0.0019643090757691583
3.863196625133155e-08,0.9427587207427593,7.20405835199688e-06,1.6008054968375824e-07,3.1342055831928973e-07,2.9229929185355338e-06,0.0,0.0,9.578546710362052e-06,1.923426004804463e-09,2.1446937366247723e-11,1.5891895247606719e-13,6.551367042865093e-12,5.223056951449338e-22,7.317479338239884e-17,5.481050271369656e-12,1.109834992493848e-12,5.637093902829076e-12,4.443773919657337e-14,1.1755937167058556e-13,1.692803918623888e-06,6.189764535519306e-12,1.0804479904154614e-13,3.1393343950889107e-21,2.1997729120584074e-17,9.73716895720423e-13,2.1965978467039147e-10,3.4438962854008444e-17,4.4557708375668525e-27,7.350546336869656e-24,4.9273340905236335e-18,1.1556644675571534e-17,4.790337197166817e-12,1.187779734519632e-20,3.76,0.0,0.9716085130979519,0.9969788749112015,3.084827539274224e-08,1.1777152512814693e-14,0.03325896799360901,0.03326244269541061,7.728083485363387e-08,3.6863743584775935e-10,0.0030112919155757443,9.923407971976458e-09,1.0170276672048007e-09,2.1746824994749833e-06,1.3982365412564877e-07,2.837777977663198e-06,7.503384239785677e-06,0.002004820081432245
3.942601833164544e-08,0.9428712397776928,7.371513095885644e-06,1.661197856300122e-07,3.286674615145059e-07,3.0577637907576213e-06,0.0,0.0,9.770543154317833e-06,2.001597156695514e-09,2.377216868132279e-11,1.7241661113990606e-13,7.071935738584052e-12,5.828506489511711e-22,8.095330192881863e-17,5.8215672267442854e-12,1.2189124050439065e-12,6.092673125127823e-12,4.909511830814977e-14,1.2761882886812429e-13,1.7628280776144565e-06,6.559822832058293e-12,1.1621902284870848e-13,3.69451286522837e-21,2.4390722991283442e-17,1.0732757867339512e-12,2.3235803256624818e-10,3.817241353231532e-17,5.489187361983375e-27,8.280684780609721e-24,5.422989088706451e-18,1.2536834206614966e-17,5.1648316719801894e-12,1.369852189153734e-20,3.76,0.0,0.9709163074939007,0.9969786716462459,3.307789725054132e-08,1.3200559683841993e-14,0.03393052442725757,0.03393414156261608,7.887455579326225e-08,3.765296574823437e-10,0.0030112913017525016,1.0587386294264738e-08,1.1057868750654254e-09,2.196594839946323e-06,1.4125797293807968e-07,2.925403970762339e-06,7.728142132034354e-06,0.002045302173240982
4.0220070411959326e-08,0.942983679439422,7.538882204969533e-06,1.7222287903702908e-07,3.442844249800496e-07,3.1955293649991647e-06,0.0,0.0,9.962346092695222e-06,2.081256013022466e-09,2.6296655180068932e-11,1.8674179170159798e-13,7.621390602258843e-12,6.494641769036706e-22,8.936876751288019e-17,6.175294248691279e-12,1.3360700228327468e-12,6.5742718544107995e-12,5.412069738524285e-14,1.382999996810899e-13,1.8342598288836804e-06,6.9435877757727376e-12,1.248049008820409e-13,4.3328342057664635e-21,2.6982986893432134e-17,1.180541664357118e-12,2.4548878026366055e-10,4.222104852992163e-17,6.732983076067512e-27,9.305202315577112e-24,5.9566717601022456e-18,1.3575850569095016e-17,5.559248537657669e-12,1.57490837475501e-20,3.76,0.0,0.9702245916866125,0.9969784682998579,3.5414974385267915e-08,1.4761002581426132e-14,0.034601600951292784,0.034605363370270655,8.046713783319158e-08,3.844162393145623e-10,0.0030112906876836715,1.1280425627911023e-08,1.2002810217268803e-09,2.2184817021667227e-06,1.4269045491521163e-07,3.0139236562065603e-06,7.955151850232081e-06,0.002085755370629804
4.1014122492273213e-08,0.9430960397839209,7.706168191470029e-06,1.783880086008411e-07,3.6027054640166467e-07,3.33628363582257e-06,0.0,0.0,1.0153955706481965e-05,2.1623986074212377e-09,2.9032998022987376e-11,2.0192609869040898e-13,8.200639346193973e-12,7.226592615994371e-22,9.845760587057307e-17,6.5424361894350626e-12,1.4617118967329485e-12,7.082763993180514e-12,5.953425164726989e-14,1.4962692268314014e-13,1.9070984923522094e-06,7.341254012234983e-12,1.338124488842072e-13,5.064558800977113e-21,2.97860355165323e-17,1.2959210843772381e-12,2.590560121502349e-10,4.66041651212121e-17,8.224208919485292e-27,1.0431380456906838e-23,6.530425498314698e-18,1.467576393221148e-17,5.974133389345643e-12,1.8052425698888252e-20,3.76,0.0,0.9695333653296156,0.9969782648717983,3.786209918393002e-08,1.6468367859666566e-14,0.035272197904526986,0.0352761084567168,8.20585817774913e-08,3.922971853175874e-10,0.0030112900733685493,1.2003148187413517e-08,1.300751973246754e-09,2.2403443876452995e-06,1.4412121293736456e-07,3.1033359245867315e-06,8.184410839873526e-06,0.0021261796930217513
4.18081745725871e-08,0.9432083208671548,7.873373694465387e-06,1.84613430246806e-07,3.766248656841793e-07,3.4800206551244666e-06,0.0,0.0,1.034537217669697e-05,2.2450209809218452e-09,3.1994315493834594e-11,2.1800161261366183e-13,8.81059435394933e-12,8.029828700802039e-22,1.0825739560163577e-16,6.923195747504401e-12,1.5962521859365439e-12,7.619031235263075e-12,6.535611598502101e-14,1.616240175981619e-13,1.981343387936434e-06,7.75301364365387e-12,1.4325161787403875e-13,5.90094788987792e-21,3.281174350772381e-17,1.419831709386411e-12,2.7306358951598075e-10,5.134180600019019e-17,1.0005450595678718e-26,1.1666889918314036e-23,7.146358467322482e-18,1.58386623835967e-17,6.410029794162191e-12,2.0633182274836425e-20,3.76,0.0,0.968842628076706,0.9969780613618178,4.042185841868418e-08,1.8333016727334364e-14,0.03594231562552679,0.035946377160056206,8.364888842964756e-08,4.0017249946426086e-10,0.0030112894588063977,1.2756176054206686e-08,1.4074464130423333e-09,2.262184004897013e-06,1.4555034299908857e-07,3.1936397314488487e-06,8.415916670068116e-06,0.0021665751598284886
4.260222665290099e-08,0.9433205227450757,8.040501449867592e-06,1.9089747442150328e-07,3.9334636840304286e-07,3.6267345340318527e-06,0.0,0.0,1.0536595684382267e-05,2.3291191819386136e-09,3.5194252833519074e-11,2.3500088466119385e-13,9.452172359220483e-12,8.910174282541877e-22,1.1880688324795255e-16,7.3177735014129e-12,1.7401150988178263e-12,8.18396281906046e-12,7.160718591745142e-14,1.7431608206667507e-13,2.0569938355472605e-06,8.179056261384862e-12,1.5313229248387435e-13,6.854335393263654e-21,3.6072345239489675e-17,1.5527022754895166e-12,2.8751525355189064e-10,5.645477130513079e-17,1.212551028083018e-26,1.3019802375913438e-23,7.806644317782852e-18,1.706665120646416e-17,6.867479065453751e-12,2.3517759857883963e-20,3.76,0.0,0.9681523795819432,0.996977857769658,4.3096832852763176e-08,2.0365795641163717e-14,0.03661195445261333,0.03661616981815009,8.523805859256401e-08,4.0804218572646153e-10,0.00301128884399645,1.3540131153089892e-08,1.520615828376332e-09,2.284001499216684e-06,1.4697792680158532e-07,3.2848340876017203e-06,8.649667015276233e-06,0.0022069417904503194
4.3396278733214876e-08,0.943432645473617,8.207554265278518e-06,1.9723854344547768e-07,4.1043398908296933e-07,3.7764194442831976e-06,0.0,0.0,1.0727626410595623e-05,2.4146892662603648e-09,3.8646992039865885e-11,2.529569314926529e-13,1.0126294133684082e-11,9.87382316688776e-22,1.3014598798241242e-16,7.726367942289994e-12,1.8937348300313735e-12,8.778455286830694e-12,7.83089185119055e-14,1.8772828845352588e-13,2.134049155088954e-06,8.619568978016233e-12,1.6346428947938065e-13,7.938202986438094e-21,3.958043437830181e-17,1.6949725547594594e-12,3.0241462827214175e-10,6.196463053152048e-17,1.464015456452154e-26,1.4498602324483386e-23,8.513522898446256e-18,1.8361852177388135e-17,7.34702004928663e-12,2.673441830251801e-20,3.76,0.0,0.9674626194996456,0.9969776540950502,4.588959686957344e-08,2.2578046878088017e-14,0.037281114723862446,0.0372854867686193,8.68260930685621e-08,4.159062480745897e-10,0.0030112882289379103,1.435563522686521e-08,1.6405164966640984e-09,2.3057976779305135e-06,1.4840403395191174e-07,3.376918050917519e-06,8.885659639873101e-06,0.002247279604276203
4.4190330813528764e-08,0.9435446891086906,8.374534998952591e-06,2.036351089316342e-07,4.2788661431501865e-07,3.929069619182429e-06,0.0,0.0,1.09184645364038e-05,2.5017272970406027e-09,4.236726163316222e-11,2.719032301051198e-13,1.0833884183578482e-11,1.0927353869728106e-21,1.423158059248561e-16,8.149175505535096e-12,2.057555494067121e-12,9.40341224984079e-12,8.548333327646381e-14,2.018861806959134e-13,2.2125086664580202e-06,9.074736459037069e-12,1.7425735644839677e-13,9.16725846609662e-21,4.334896326336517e-17,1.8470933136796608e-12,3.177652233623945e-10,6.789373433417828e-17,1.7612933308407246e-26,1.6112199026723245e-23,9.269300962405151e-18,1.9726402884306113e-17,7.849188922730921e-12,3.031335402582385e-20,3.76,0.0,0.9667733474843879,0.9969774503377157,4.880271812380199e-08,2.498161898246191e-14,0.03794979677710488,0.037954328348844456,8.841299265938156e-08,4.237646904770871e-10,0.0030112876136299534,1.520330980941605e-08,1.7674094715881464e-09,2.3275732318303544e-06,1.498287238302699e-07,3.469890719391361e-06,9.123892385096656e-06,0.0022875886206837654
4.577843497415654e-08,0.943768539321969,8.708291812245141e-06,2.1658894737822216e-07,4.638822024253219e-07,4.2432430065266205e-06,0.0,0.0,1.1299563711081054e-05,2.6801914873549153e-09,5.0672096939603265e-11,3.1290276228879065e-13,1.2353184067116886e-11,1.3332391172718005e-21,1.693178732089868e-16,9.038205643698095e-12,2.417625248177831e-12,1.0748368096542416e-11,1.013411047386371e-13,2.3254303783523693e-13,2.373637544219324e-06,1.0029762326808741e-11,1.9726533834907357e-13,1.2126396959759944e-20,5.1720937577370266e-17,2.182744023975206e-12,3.498335581723251e-10,8.11030538504834e-17,2.5231654434446283e-26,1.9781616153250336e-23,1.093712126097593e-17,2.2672179016131708e-17,8.923540597501672e-12,3.8689037933987414e-20,3.76,0.0,0.9653962662745504,0.9969770425737026,5.5000267421619926e-08,3.041271275196194e-14,0.03928572757966873,0.039290586746885514,9.15833903895385e-08,4.394647313074907e-10,0.003011286382262338,1.6997655418385284e-08,2.0432403521112687e-09,2.371064745254457e-06,1.5267404683679093e-07,3.6584987323292513e-06,9.607069926477707e-06,0.0023681203386978784
4.7366539134784315e-08,0.9439920738316997,9.041795171916965e-06,2.2974805492642933e-07,5.013233758520157e-07,4.569209809551324e-06,0.0,0.0,1.1679894656903634e-05,2.8644804050293364e-09,6.023788623271261e-11,3.5827631384263723e-13,1.4017531760375697e-11,1.6186197139182272e-21,2.0016553468558156e-16,9.98639543135072e-12,2.824072943198055e-12,1.2226192067926647e-11,1.1936793811328336e-13,2.664983191930211e-13,2.54037502780909e-06,1.1045563423658368e-11,2.2223279511247093e-13,1.5877130651383682e-20,6.129902545783545e-17,2.563478613172957e-12,3.837461526181177e-10,9.627759970542019e-17,3.568194387394131e-26,2.4108283320910178e-23,1.2829923802821843e-17,2.5921371884580368e-17,1.009476317434384e-11,4.8928362650172766e-20,3.76,0.0,0.9640211331940347,0.9969766344751891,6.170987545718071e-08,3.6764379203567033e-14,0.04061974955805742,0.04062494770652193,9.474925818533837e-08,4.551423399161864e-10,0.003011285149886389,1.89281349708703e-08,2.3502918834845888e-09,2.4144798604295784e-06,1.5551422082919017e-07,3.850651511414365e-06,1.0099183528535511e-05,0.00244853709928764
4.895464329541209e-08,0.9442152930841858,9.375068309247967e-06,2.4310245189563003e-07,5.401997868046014e-07,4.906926139142989e-06,0.0,0.0,1.2059458822151053e-05,3.0545628194164067e-09,7.120312061933413e-11,4.083077668433417e-13,1.5834428717319374e-11,1.955683986391132e-21,2.3523029114560444e-16,1.0995245377554298e-11,3.2808011132473118e-12,1.3844344867394096e-11,1.3976032543485988e-13,3.039694402574331e-13,2.7127156760182345e-06,1.212353211441752e-11,2.4923511674178426e-13,2.059003447292486e-20,7.219965484556794e-17,2.9932939544125246e-12,4.1952724292323086e-10,1.1362547760233674e-16,4.9854590261277117e-26,2.918000686933318e-23,1.4968641881693085e-17,2.949158629487943e-17,1.1367031927880573e-11,6.135141241133136e-20,3.76,0.0,0.962647945488374,0.9969762260395851,6.895181023366941e-08,4.415066755271196e-14,0.04195186540611578,0.04195741391817087,9.791060243980965e-08,4.707975479588942e-10,0.0030112839164944142,2.099971020142118e-08,2.690822975164294e-09,2.45782145165942e-06,1.583494872205908e-07,4.046342788856323e-06,1.0600217757627043e-05,0.002528839057067701
5.0542747456039865e-08,0.9444381975252839,9.708134171654392e-06,2.5664304381996005e-07,5.80500572757467e-07,5.256349090808627e-06,0.0,0.0,1.2438257654750217e-05,3.250407616757394e-09,8.371596117031306e-11,4.632879015793498e-13,1.7811409809512736e-11,2.352006188869591e-21,2.7490277571011704e-16,1.2066225858151607e-11,3.79186360728669e-12,1.5610379635276136e-11,1.627238407465325e-13,3.451794721559624e-13,2.8906540474236804e-06,1.3265024512305171e-11,2.7834650788765027e-13,2.6463994431222345e-20,8.45448757569723e-17,3.4763576727982555e-12,4.5719948621257126e-10,1.3336838769359858e-16,6.887271766216937e-26,3.509256943213625e-23,1.7375344996382156e-17,3.340062110799679e-17,1.2744463719841723e-11,7.63177022505119e-20,3.76,0.0,0.9612767004069777,0.9969758172641405,7.674620521284995e-08,5.269468429065786e-14,0.04328207781378732,0.043287988068423544,1.010674295367215e-07,4.864303870476037e-10,0.0030112826820782356,2.3217336556332404e-08,3.0671675485905416e-09,2.5010917190113814e-06,1.6118002762162328e-07,4.245566557967712e-06,1.1110157696915112e-05,0.00260902636647284
5.213085161666764e-08,0.9446607876002291,1.004101527032368e-05,2.703615562373908e-07,6.222144256383044e-07,5.617436725038866e-06,0.0,0.0,1.281629260214974e-05,3.451983799865694e-09,9.793454293094864e-11,5.235142496706037e-13,1.9956035516835452e-11,2.815980756922931e-21,3.1959281730411023e-16,1.3200777948139988e-11,4.36146280792818e-12,1.7531935711911646e-11,1.8847316893754108e-13,3.903570497683905e-13,3.074184700364219e-06,1.4471361396618324e-11,3.0963997585577667e-13,3.372955639712096e-20,9.846230303308042e-17,4.017006063674494e-12,4.96784035927752e-10,1.557419763768673e-16,9.414072784832428e-26,4.1950136086643944e-23,2.007325987374333e-17,3.766645190730685e-17,1.4231112985888394e-11,9.422915469013887e-20,3.76,0.0,0.9599073952030861,0.9969754081459472,8.511305250323325e-08,6.252889402426396e-14,0.04461038946712105,0.044616672840050636,1.0421974585059924e-07,5.020408887496946e-10,0.0030112814466291943,2.558596213236495e-08,3.48173403722801e-09,2.5442923831688704e-06,1.6400598088378367e-07,4.448317012395214e-06,1.162898883374847e-05,0.0026890991817584285
5.3718955777295416e-08,0.9448830637537531,1.0373733576206845e-05,2.8425047384563284e-07,6.653296551336682e-07,5.990148044223861e-06,0.0,0.0,1.319356511120638e-05,3.659260487809654e-09,1.1402727666416302e-10,5.892909511335748e-13,2.227588454722722e-11,3.3568759112039502e-21,3.697294893203105e-16,1.4400314220753363e-11,4.993946736363882e-12,1.961673268982357e-11,2.1723213630261514e-13,4.397362820120658e-13,3.2633021929189436e-06,1.5743829107430488e-11,3.4318732369554056e-13,4.265250202486522e-20,1.140850518550181e-16,4.619741876701241e-12,5.383006137688785e-10,1.809961817324685e-16,1.2740097802856248e-25,4.9865667122627686e-23,2.3086790991762218e-17,4.230721470798554e-17,1.5830968234706277e-11,1.1553314684423082e-19,3.76,0.0,0.958540027133735,0.9969749986819413,9.407219692035031e-08,7.379541097350935e-14,0.04593680304827795,0.04594347091200771,1.0736755774674008e-07,5.176290845870298e-10,0.003011280210138157,2.811052660478267e-08,3.937004870913261e-09,2.5874248325854047e-06,1.668274559903355e-07,4.65458850082668e-06,1.2156696976172525e-05,0.002769057657000883
5.530705993792319e-08,0.9451050264299958,1.070631045450345e-05,2.9830298380012155e-07,7.098342465783062e-07,6.374442967136724e-06,0.0,0.0,1.357007662808221e-05,3.872206915594894e-09,1.3217314828368185e-10,6.609286152566175e-13,2.4778546866868546e-11,3.98488806353741e-21,4.2576114482134143e-16,1.5666219515566658e-11,5.693806059611012e-12,2.1872564742766067e-11,2.4923374321827744e-13,4.935566641954976e-13,3.4580010828881302e-06,1.7083680417824284e-11,3.790591477315786e-13,5.353765525232441e-20,1.315516667540729e-16,5.289231983348642e-12,5.817675783167112e-10,2.0939557271846777e-16,1.7079904691421718e-25,5.896133777098609e-23,2.6441540562436044e-17,4.734119064087679e-17,1.7547949025380614e-11,1.4072562370692077e-19,3.76,0.0,0.9571745934597227,0.9969745888689043,1.0364333085189195e-07,8.664628096903543e-14,0.047261321235537626,0.04726838495944055,1.1051087158122875e-07,5.331950060356935e-10,0.0030112789725955298,3.0795960152199843e-08,4.435535944548364e-09,2.630490232156645e-06,1.696445415950171e-07,4.864375494144023e-06,1.2693268192836447e-05,0.002848901946098124
5.689516409855097e-08,0.9453266760725242,1.1038766633337196e-05,3.125129230546357e-07,7.557159136355264e-07,6.770282301425032e-06,0.0,0.0,1.3945828598151734e-05,4.090792433846147e-09,1.5256201587683652e-10,7.387441852813781e-13,2.7471617136283078e-11,4.711196994563646e-21,4.881554390835781e-16,1.69998516768166e-11,6.465671010370271e-12,2.4307295228887122e-11,2.847201992607327e-13,5.520629924620008e-13,3.6582759277765333e-06,1.849213538351309e-11,4.17324839192282e-13,6.67329279711998e-20,1.510060445308643e-16,6.030304938778673e-12,6.272019903774926e-10,2.412196820664212e-16,2.269586337435343e-25,6.936896541420144e-23,3.0164327928328635e-17,5.2786791610165357e-17,1.9385903407572342e-11,1.7035427577101399e-19,3.76,0.0,0.9558110914455874,0.9969741787034669,1.1384598989652626e-07,1.0124375360572406e-13,0.04858394670330476,0.04859141765369039,1.1364969370095325e-07,5.487386845262718e-10,0.003011277733991254,3.364718238438474e-08,4.979956070920787e-09,2.6734895974255436e-06,1.7245731255806055e-07,5.077672563699757e-06,1.3238688773795253e-05,0.002928632202770014
5.848326825917874e-08,0.9455480131243211,1.1371122196615435e-05,3.2687472959038897e-07,8.029621461601393e-07,7.177627715154386e-06,0.0,0.0,1.4320822465917573e-05,4.314986508488595e-09,1.7539490424959166e-10,8.230608067991576e-13,3.0362688538168165e-11,5.548021747231653e-21,5.573993406914772e-16,1.8402542264449648e-11,7.314308233814934e-12,2.6928851558759137e-11,3.2394296111453167e-13,6.155052803246224e-13,3.864121284779021e-06,1.997038217016168e-11,4.580525894060204e-13,8.263360975546568e-20,1.7259735171469623e-16,6.847948453630725e-12,6.746196751785164e-10,2.76763332930274e-16,2.990671338328838e-25,8.123044469300262e-23,3.42832083383171e-17,5.866254691520278e-17,2.1348605794443927e-11,2.0502177764465163e-19,3.76,0.0,0.9544495183595848,0.9969737681821101,1.2469954922041182e-07,1.177605443450931e-13,0.04990468212211572,0.04991257166229929,1.1678403044361986e-07,5.642601514440846e-10,0.0030112764943148198,3.6669101281113385e-08,5.572966417673366e-09,2.716423843610459e-06,1.7526583428780862e-07,5.29447436765071e-06,1.3792945206400018e-05,0.003008248580558807
6.007137241980652e-08,0.9457690380277791,1.1703396589552073e-05,3.4138339727070113e-07,8.515602537891581e-07,7.596441708575077e-06,0.0,0.0,1.4695059674932866e-05,4.544758720428789e-09,2.008842969701357e-10,9.142076996788371e-13,3.345934697217515e-11,6.508677157335953e-21,6.339991327423805e-16,1.9875597240970102e-11,8.244617579043767e-12,2.974522031193376e-11,3.671627735784455e-13,6.8413867720809e-13,4.075531710768371e-06,2.1519577859251366e-11,5.013093978974923e-13,1.0168690172267661e-19,1.9647993739901802e-16,7.747306795175718e-12,7.240352816239331e-10,3.1633695948286587e-16,3.909728892510618e-25,9.469819080777622e-23,3.882749107995633e-17,6.498709077603424e-17,2.3439755224810923e-11,2.453890825468419e-19,3.76,0.0,0.9530898714736709,0.9969733573011691,1.3622322055252853e-07,1.3638008656027943e-13,0.051223530158645,0.05123184964901524,1.1991388813776905e-07,5.797594381291353e-10,0.003011275253555273,3.9866612149767844e-08,6.21733992884194e-09,2.75929382021926e-06,1.7807016582339106e-07,5.514775641805616e-06,1.4356024159569921e-05,0.003087751232829593
6.165947658043429e-08,0.9459897512247,1.2035608630746698e-05,3.5603443403122485e-07,9.014974057185199e-07,8.026687586672997e-06,0.0,0.0,1.5068541667729303e-05,4.780078765235153e-09,2.292544258890965e-10,1.012520033361196e-12,3.676916559339854e-11,7.60763095169496e-21,7.184804056088722e-16,2.1420297636437244e-11,9.261628850838652e-12,3.2764442586719316e-11,4.146497138897645e-13,7.58223388914906e-13,4.292501762285107e-06,2.314084923331388e-11,5.47161082840748e-13,1.2439669392761616e-19,2.2281324220604013e-16,8.733678135071815e-12,7.754623388005764e-10,3.602669216618741e-16,5.072951496222785e-25,1.0993559135033245e-22,4.382775694906195e-17,7.177915069416741e-17,2.5662973975242594e-11,2.9217876770774683e-19,3.76,0.0,0.9517321480634843,0.9969729460568345,1.4843604974958714e-07,1.5729677357679603e-13,0.05254049347571173,0.052549254273797516,1.2303927310279052e-07,5.952365758760353e-10,0.0030112740117012233,4.3244596607133256e-08,6.915920731549123e-09,2.802100337067196e-06,1.8087036216416565e-07,5.738571193083251e-06,1.492791247285162e-05,0.003167140312770727
6.324758074106207e-08,0.9462101531562955,1.2367776529734854e-05,3.7082382316305684e-07,9.527606669626766e-07,8.468329432526401e-06,0.0,0.0,1.5441269885750253e-05,5.020916452818169e-09,2.607415580934264e-10,1.1183388054201264e-12,4.029969967840922e-11,8.860561366415781e-21,8.113880424001922e-16,2.303790019306662e-11,1.0370498533366836e-11,3.5994609572632175e-11,4.666832395259968e-13,8.380245999857373e-13,4.515025995529276e-06,2.4835293541058576e-11,5.956722935234213e-13,1.5132858737791363e-19,2.517617039380449e-16,9.81251185653495e-12,8.289133098632979e-10,4.0889581419838367e-16,6.535478708454443e-25,1.2711746710256823e-22,4.9315875036663244e-17,7.905753660919213e-17,2.8021806493915272e-11,3.4617842682996626e-19,3.76,0.0,0.9503763454083343,0.9969725344451553,1.613569148828636e-07,1.8071619072338957e-13,0.05385557473228597,0.053864788192821735,1.2616019164893864e-07,6.106915959340935e-10,0.00301127276874085,4.68079215890169e-08,7.671623528413308e-09,2.844844182872614e-06,1.8366647594861793e-07,5.965855895210479e-06,1.5508597149575896e-05,0.003246415973394268
6.483568490168984e-08,0.9464302442631868,1.2699917909395411e-05,3.857479874905388e-07,1.0053370313340686e-06,8.921332081456314e-06,0.0,0.0,1.5813245769288753e-05,5.2672417071102405e-09,2.9559428024198435e-10,1.2320107233187355e-12,4.4058481805808705e-11,1.0284415247156196e-20,9.132861980841326e-16,2.4729637990542885e-11,1.1576506495635034e-11,3.944385833707705e-11,5.235522396134202e-13,9.238123979339907e-13,4.743098966354054e-06,2.6603979242783985e-11,6.469065245571075e-13,1.8311516240252715e-19,2.834946603828266e-16,1.0989405831717567e-11,8.843996434031857e-10,4.625827700260147e-16,8.362785542632388e-25,1.4643054227971247e-22,5.532501881627081e-17,8.684113082579228e-17,3.051971863273714e-11,4.082441063330455e-19,3.76,0.0,0.9490224607911857,0.9969721224620417,1.7500452480840646e-07,2.0685533739225013e-13,0.05516877658349534,0.055178454058485114,1.2927665007734771e-07,6.261245295074792e-10,0.0030112715246619097,5.056143839049969e-08,8.487432976205563e-09,2.887526137139502e-06,1.8645855854486435e-07,6.196624686440138e-06,1.609806535370492e-05,0.0033255783675364167
6.642378906231762e-08,0.9466500249854044,1.303204983108749e-05,4.008037562519587e-07,1.059213451404904e-06,9.385661096131095e-06,0.0,0.0,1.6184470757429776e-05,5.519024565745292e-09,3.3407378023865324e-10,1.3538880892743314e-12,4.8053017336885417e-11,1.1897466591028733e-20,1.0247582732133277e-15,2.649672105319704e-11,1.288505268865226e-11,4.312036781686782e-11,5.855550900482731e-13,1.0158616993046812e-12,4.976715230261143e-06,2.844794673654294e-11,7.009261315532592e-13,2.2046149413666505e-19,3.1818624975605816e-16,1.2270103680297351e-11,9.419318224124693e-10,5.217037581861401e-16,1.0632233664445977e-24,1.6807392467546593e-22,6.188968152052085e-17,9.514887867493173e-17,3.31600971526612e-11,4.793037819365632e-19,3.76,0.0,0.9476704914986493,0.9969717101032658,1.8939741817932041e-07,2.3594283914877283e-13,0.05648010168063114,0.05649025451941165,1.323886546800468e-07,6.415354077553122e-10,0.003011270279451742,5.450998173929077e-08,9.366403051346519e-09,2.9301469774207485e-06,1.8924666073482224e-07,6.430872568611061e-06,1.669630440909492e-05,0.0034046276478579317
6.80118932229454e-08,0.9468694957623895,1.3364188820294984e-05,4.1598833448255313e-07,1.114376865725331e-06,9.861282742792135e-06,0.0,0.0,1.655494628799631e-05,5.776235179738182e-09,3.764541262080124e-10,1.4843286881333e-12,5.229078018060579e-11,1.3719375489352438e-20,1.1464068832180044e-15,2.8340336940247584e-11,1.4301653844184956e-11,4.703235500428917e-11,6.529997124064214e-13,1.1144521774992545e-12,5.215869342397801e-06,3.036820906561503e-11,7.577923479829498e-13,2.641509147839021e-19,3.560153092709766e-16,1.366049202025371e-11,1.001519410970293e-09,5.866518763695047e-16,1.3434798094382154e-24,1.9225959615055713e-22,6.904569080202732e-17,1.0399977986547244e-16,3.594624947597982e-11,5.603608719537145e-19,3.76,0.0,0.9463204348209702,0.9969712973644664,2.0455396285717883e-07,2.682191499820372e-13,0.05778955267115483,0.057800192220457104,1.354962117399752e-07,6.569242617916907e-10,0.003011269033097281,5.865836890436135e-08,1.0311656402918917e-08,2.9727074841496656e-06,1.920308331823645e-07,6.668594606842023e-06,1.7303301799841906e-05,0.0034835639668445674
