Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158),S(476),S(980),S(5430),CFO(51),S(7338),S(1061),CHFO2(175),S(11877)
9.391625067335742e-05,1.008514796397695,0.0013690896360235097,0.0001838330098828803,0.0002541728661323922,0.3543279686339569,0.0,0.0,0.0005259500019376119,1.8766775582944167e-05,0.5938082929759743,0.026091570542636697,0.00011434937262959974,4.036842452746878e-10,6.91318845984438e-08,3.7178628458105028e-06,0.004107764449016767,0.005269979388563234,0.00019681484438002574,3.810643090320499e-06,0.019456728356359556,3.3079028184487325e-07,7.480424483557589e-07,0.00016188739139655142,2.607747082861089e-07,0.02381742116536618,3.486834491195664e-06,0.0032324569712253977,0.0005810361450074064,1.4722304353232388e-06,1.0816318727473062e-06,3.4613883230557426e-09,3.740071310729769e-07,2.469156277057984e-05,3.76,0.0,5.5463940047736824e-05,0.46851313166152536,0.3132800505403801,0.05547449431188221,0.2039699107123635,0.888303620654298,4.835245676584436e-08,8.966826410907416e-11,0.0005627676048491584,0.00014132619327183812,0.0004066582346773341,7.1325463381309895e-06,9.662626158470361e-06,0.13122364754671037,0.009342908720711907,0.010860365144373234,0.0001160913713057567,0.003957400849869612,1.1864802939082534e-05,3.4106509007756614e-07,9.225475882372033e-06,3.11522855229803e-05,0.00020715184927747992,2.30058006079084e-05,0.043694828054890174,8.216733868405116e-05,0.05886988632006484,1.623372935464419e-10,0.08940136809641588,0.06640117288746782,4.112682409487971e-08,4.911201165081983e-05,3.659316061501362e-09,2.6295582698220675e-08,6.06123721169034e-13,3.5874440392922026e-09,2.321399201990364e-09,6.300528225942098e-07,9.609307053304785e-14,5.976260910551459e-08,3.448163331259986e-12,5.506412247773711e-09,1.3557166022273905e-12,8.16820377479774e-07,4.40425711751231e-08,7.004172120821153e-06,9.109341464552354e-11,9.198388684897975e-05,0.005979989587485468,2.3277158178587304e-07,2.8146280397375058e-11,0.034790490143202374,5.312999001858077e-11,1.0583420550769697e-05,2.307392910559505e-10,0.007816185303046327,1.084390994988305e-06,7.244325088740653e-06,2.6493217042992463e-06,9.99259264803704e-05,0.0012523844664229938,0.0013818413981114403,1.2879647761300394e-09,0.00012585060098150517,3.087509776741418e-06,5.2471394928574784e-08,1.2078975925453893e-08,4.293316560516712e-08,2.8395237177793097e-05,1.1552230270852131e-10,2.9197511572623037e-09,0.00015074861619866333,5.776619859803595e-08,2.395449259118479e-10,0.00037072957437589367,2.5121912408813984e-05,2.064801692191649e-09,3.4516571230344845e-05,2.1990270411660353e-07,4.0908689720808815e-08,4.834615942610381e-11,1.4130894385858849e-12
9.412406801302992e-05,1.0086049371797423,0.0013695764835258966,0.0001836430566791451,0.00025408539998566707,0.3544222191356731,0.0,0.0,0.0005247528669248552,1.8705689296768177e-05,0.5945320844552918,0.02612980718470464,0.00011418649315832827,4.044013074431087e-10,6.914917568853072e-08,3.7180729620439424e-06,0.004108110922463092,0.005262082418324962,0.00019678552556792278,3.8111240865795977e-06,0.01947596076978208,3.313495859617554e-07,7.480800182854378e-07,0.00016184083632326255,2.602316125304776e-07,0.02376261631517476,3.490431880689263e-06,0.00323506829932942,0.0005812733096701771,1.4724733547528401e-06,1.0808561567355442e-06,3.4619454097534853e-09,3.7367897855014445e-07,2.470583294020335e-05,3.76,0.0,5.530272209463887e-05,0.46793617634538165,0.31360532855112455,0.05552328725737786,0.20361821415538447,0.8886703664104069,4.826908545356478e-08,8.951422453653906e-11,0.0005620745777413786,0.000141232555098125,0.0004058186868301191,7.112223225707007e-06,9.654493058935534e-06,0.13113020742581472,0.009302593278557283,0.010853286289221126,0.00011599253488105631,0.00395088442911312,1.1847518014887453e-05,3.4009098531381575e-07,9.212029361755986e-06,3.1138704836517214e-05,0.0002070137068540851,2.2983237491792515e-05,0.04368402350428338,8.200726024216544e-05,0.058871694773645865,1.616602284711839e-10,0.0894814419899686,0.06650607829763777,4.1034451904538845e-08,4.900387386610751e-05,3.646436373819024e-09,2.6209690447410146e-08,6.041438854956062e-13,3.5764850379695604e-09,2.3159268679188965e-09,6.288802910170886e-07,9.5779194811284e-14,5.968123690987676e-08,3.44380295248552e-12,5.496625421842961e-09,1.3540024060263085e-12,8.175526895345216e-07,4.385511910952855e-08,6.953221891760389e-06,9.049382180970575e-11,9.184651733726153e-05,0.005979871940982451,2.324592500977446e-07,2.8084778183202667e-11,0.03477768036990633,5.303743998006413e-11,1.058479519085513e-05,2.3046438189512752e-10,0.007820051949692694,1.0835159580733598e-06,7.2431635415772675e-06,2.6499703735259626e-06,9.993615802672883e-05,0.0012515449337274062,0.001382970581197884,1.2863954537107966e-09,0.0001258474888592721,3.083528555686375e-06,5.2403730444090246e-08,1.2065179627449342e-08,4.28844972922281e-08,2.8328305933965187e-05,1.1537979703459362e-10,2.9114548059688437e-09,0.00015087612943791393,5.786562659228213e-08,2.3995969829912266e-10,0.0003693475312580057,2.5049691540055506e-05,2.056146425366185e-09,3.44320980806064e-05,2.2008675783033337e-07,4.085462110785487e-08,4.843169018074042e-11,1.4077694119436163e-12
9.433188535270242e-05,1.0086949087756407,0.0013700629709444254,0.00018345336204199657,0.0002539979609297979,0.3545163087911434,0.0,0.0,0.0005235593857438324,1.8644853998367628e-05,0.5952544913319239,0.026168008954987828,0.0001140238794608776,4.0511902865414624e-10,6.91664254284213e-08,3.718284305109369e-06,0.0041084526151427695,0.005254197361241929,0.0001967559900510169,3.8115962885660934e-06,0.01949516029270983,3.3190851518254415e-07,7.481166578271018e-07,0.000161794229464273,2.596898564988821e-07,0.023707911738975053,3.494023689633536e-06,0.003237671892005493,0.0005815088084977448,1.472713058696142e-06,1.080080887260436e-06,3.462499137273831e-09,3.7335078860505167e-07,2.4720022836034774e-05,3.76,0.0,5.514377071207628e-05,0.46736017509836103,0.31393015900230087,0.05557186687876932,0.20326732272602518,0.8890365349853531,4.81859050003625e-08,8.936053737911823e-11,0.0005613826966451784,0.00014113903944844322,0.0004049813933556647,7.092024942658237e-06,9.646376844051873e-06,0.13103681848575305,0.009262551159935456,0.010846210655209637,0.00011589387259211445,0.003944383543800626,1.183026731896243e-05,3.39120177650633e-07,9.198609474542047e-06,3.112512052292222e-05,0.0002068758824066142,2.2960776471530943e-05,0.04367317359160662,8.184762605990599e-05,0.05887343635326674,1.6098762105876593e-10,0.08956133893532194,0.0666108282397264,4.0942246815011855e-08,4.8896046810458234e-05,3.6336099480395313e-09,2.6124139223229618e-08,6.021719104859618e-13,3.5655712926891694e-09,2.3104746593436507e-09,6.277101556981215e-07,9.546656528160604e-14,5.9600048268186374e-08,3.439451624928805e-12,5.486858410152003e-09,1.352291768341785e-12,8.18283382548845e-07,4.366893468094621e-08,6.9027284299441644e-06,8.989931632958531e-11,9.170942159382338e-05,0.0059797514579449105,2.3214738960154274e-07,2.8023461221288322e-11,0.03476478121648189,5.294508819385089e-11,1.0586144529970616e-05,2.3018940655750204e-10,0.007823884187126826,1.0826437737224618e-06,7.24198895888348e-06,2.6506121848408016e-06,9.994619332357444e-05,0.0012507071501569838,0.00138409517502463,1.2848264024500228e-09,0.000125844371351846,3.079551096602876e-06,5.23361299525112e-08,1.2051399561847644e-08,4.28358853014561e-08,2.8261539497714893e-05,1.1523748823640736e-10,2.903186347143322e-09,0.00015100325858769553,5.7964968537369116e-08,2.40374308273485e-10,0.0003679720509947237,2.497782811728502e-05,2.0475411488081656e-09,3.4347990547776956e-05,2.202701422816643e-07,4.0800634070820946e-08,4.851717903046929e-11,1.4024768790063488e-12
9.453970269237492e-05,1.0087847116457522,0.0013705490965706113,0.00018326392520818632,0.00025391054886031845,0.35461023803178354,0.0,0.0,0.0005223695440669415,1.8584268454116186e-05,0.5959755166922857,0.026206175919335238,0.00011386153120053035,4.058373960009443e-10,6.91836338940527e-08,3.718496867851729e-06,0.004108789547830764,0.005246324221772061,0.00019672624040207868,3.81205973302496e-06,0.019514327031352228,3.3246706876808817e-07,7.481523728620921e-07,0.00016174757038460913,2.591494368517201e-07,0.02365330775772064,3.497609917310725e-06,0.003240267759704001,0.0005817426454260339,1.472949558355889e-06,1.079306073510536e-06,3.4630495120381313e-09,3.7302256387910815e-07,2.473413261238714e-05,3.76,0.0,5.498703095821427e-05,0.46678512574422343,0.3142545425755417,0.055620233632133226,0.20291723415747523,0.8894021281332086,4.8102914868879287e-08,8.920720164371626e-11,0.0005606919589464849,0.00014104564601066257,0.00040414634647027074,7.071950637196968e-06,9.638277456730097e-06,0.13094348120589847,0.009222780419419825,0.010839138228277959,0.00011579538389313219,0.003937898123032927,1.1813050747124132e-05,3.381526535201661e-07,9.185216139788895e-06,3.11115326572853e-05,0.0002067383747034459,2.2938416906831062e-05,0.043662278693998954,8.168843441604713e-05,0.05887511146948639,1.6031943624494083e-10,0.08964105959036872,0.06671542300270283,4.085020937409324e-08,4.8788529312442903e-05,3.620836523609404e-09,2.6038927373242715e-08,6.002077580550406e-13,3.554702555348297e-09,2.3050424749605324e-09,6.265424126452367e-07,9.515517590658269e-14,5.951904252726779e-08,3.4351093224234175e-12,5.4771111721004e-09,1.3505846774406299e-12,8.190124625460302e-07,4.3484008871395425e-08,6.852687245190512e-06,8.930985028196463e-11,9.157259887486837e-05,0.005979628132868228,2.318359989900727e-07,2.7962328919359887e-11,0.03475179330751252,5.285293415483866e-11,1.0587468631826355e-05,2.2991436733982335e-10,0.007827682114680448,1.081774423773904e-06,7.240801424181315e-06,2.6512471547009044e-06,9.995603294515443e-05,0.0012498711061510355,0.0013852151985819612,1.2832576323946082e-09,0.00012584124500496105,3.0755774158806167e-06,5.226859373177112e-08,1.2037635743646223e-08,4.278732968926205e-08,2.8194937892848405e-05,1.1509537626715695e-10,2.894945667019525e-09,0.00015113000464561806,5.80642244455812e-08,2.407887556633494e-10,0.0003666030988310608,2.4906319749896477e-05,2.0389854944333152e-09,3.4264246166427374e-05,2.2045286008907464e-07,4.0746728382450106e-08,4.8602625989679587e-11,1.3972116459923378e-12
9.474752003204742e-05,1.008874346247454,0.0013710348586112192,0.00018307474542001234,0.0002538231636756361,0.3547040072872378,0.0,0.0,0.0005211833276401307,1.852393143751519e-05,0.5966951636168567,0.026244308143431466,0.00011369944804100252,4.0655641111156637e-10,6.920080193063923e-08,3.7187106961189166e-06,0.004109121741221856,0.005238463004125999,0.00019669627917323634,3.812514456494066e-06,0.019533461091475173,3.3302524598289176e-07,7.481871701347628e-07,0.0001617008586571488,2.5861035025396055e-07,0.023598804685832406,3.5011905627207068e-06,0.003242855912883739,0.0005819748244140284,1.4731828648729782e-06,1.078531724590217e-06,3.463596540449798e-09,3.72694307003779e-07,2.4748162423822375e-05,3.76,0.0,5.4832449260484865e-05,0.46621102611349396,0.3145784799512435,0.05566838797433408,0.20256794619014934,0.8897671475985335,4.802011452346965e-08,8.905421634040782e-11,0.0005600023620393518,0.00014095237447662914,0.00040331353842478623,7.051999464922327e-06,9.63019484003545e-06,0.13085019606118437,0.009183279125046092,0.01083206899470729,0.00011569706824279178,0.0039314280966158644,1.1795868196123214e-05,3.371883994238793e-07,9.171849277281023e-06,3.109794131348456e-05,0.0002066011825204366,2.2916158162313682e-05,0.04365133918512313,8.152968359826417e-05,0.05887672053016063,1.5965563932581684e-10,0.08972060460934894,0.06681986287510208,4.075834011854311e-08,4.868132020655777e-05,3.608115841448594e-09,2.5954053254779992e-08,5.982513903383119e-13,3.5438785794559144e-09,2.299630214139782e-09,6.253770578642302e-07,9.48450206832245e-14,5.9438219123002696e-08,3.430776015216824e-12,5.467383667068004e-09,1.3488811228764673e-12,8.197399355159086e-07,4.3300332725294365e-08,6.803093893200341e-06,8.872537620757999e-11,9.14360484420358e-05,0.005979501960335813,2.315250769647234e-07,2.790138068678672e-11,0.034738717264255384,5.2760977359176164e-11,1.0588767559608343e-05,2.2963926653166824e-10,0.007831445831603856,1.0809078902582895e-06,7.239601020356386e-06,2.6518752994442805e-06,9.996567746434223e-05,0.0012490367922328566,0.001386330670766266,1.2816891535357441e-09,0.00012583810642257547,3.0716075296778183e-06,5.220112205587377e-08,1.2023888187657037e-08,4.273883051139515e-08,2.8128501135230815e-05,1.1495346107939817e-10,2.8867326524544166e-09,0.00015125636860453787,5.816339432002439e-08,2.4120304026176136e-10,0.0003652406401860111,2.4835164064978964e-05,2.030479097100527e-09,3.418086249267748e-05,2.2063491385879812e-07,4.069290381692111e-08,4.868803107304398e-11,1.3919735207060331e-12
9.495533737171992e-05,1.0089638130364886,0.0013715202553381688,0.00018288582192484555,0.0002537358052763745,0.3547976169853598,0.0,0.0,0.0005200007222833863,1.8463841729239487e-05,0.5974134351801186,0.026282405692860215,0.00011353762964541913,4.0727609527045563e-10,6.921793027715198e-08,3.7189258134941413e-06,0.004109449215932328,0.005230613712268075,0.00019666610889593932,3.8129604953519876e-06,0.019552562578398106,3.3358304609323354e-07,7.482210562024799e-07,0.00016165409386266854,2.5807259337834364e-07,0.023544402831184356,3.50476562478222e-06,0.003245436362013431,0.0005822053494436112,1.4734129893866281e-06,1.077757849516834e-06,3.4641402289385995e-09,3.7236602058670077e-07,2.4762112425151624e-05,3.76,0.0,5.467997339916307e-05,0.4656378740434441,0.31490197180855806,0.05571633036301692,0.20221945657176216,0.8901315951163481,4.793750343021853e-08,8.890158048247537e-11,0.0005593139033259367,0.00014085922454127293,0.0004024829615052469,7.032170586510025e-06,9.62212893723857e-06,0.1307569635220819,0.009144045358384175,0.010825002941117186,0.00011559892510353181,0.00392497339505828,1.1778719562652767e-05,3.362274019331374e-07,9.15850880674762e-06,3.108434656493134e-05,0.0002064643046417117,2.2893999606847263e-05,0.043640355435158214,8.137137190331883e-05,0.05887826394042911,1.58996195853715e-10,0.08979997464282964,0.0669241481450186,4.066663957409359e-08,4.8574418333355024e-05,3.5954476439527502e-09,2.5869515234447226e-08,5.963027696862716e-13,3.5330991203744675e-09,2.2942377768916775e-09,6.242140873587219e-07,9.453609364279827e-14,5.935757788444528e-08,3.426451697903671e-12,5.457675854627968e-09,1.347181103763515e-12,8.204658074146733e-07,4.311789734979236e-08,6.753943975636377e-06,8.814584709113478e-11,9.129976956236992e-05,0.005979372935016754,2.3121462223492565e-07,2.7840615934955788e-11,0.034725553704621555,5.266921730428822e-11,1.0590041376495903e-05,2.2936410640661914e-10,0.00783517543706452,1.0800441553543607e-06,7.2383878297566035e-06,2.6524966354381136e-06,9.99751274518121e-05,0.0012482041990096835,0.001387441610379715,1.280120975807184e-09,0.00012583495226677863,3.0676414539132997e-06,5.2133715194800764e-08,1.201015690842442e-08,4.2690387822668145e-08,2.806222923281065e-05,1.1481174262412344e-10,2.8785471908687335e-09,0.0001513823514524628,5.8262478169364135e-08,2.4161716188674966e-10,0.0003638846406539833,2.476435870767198e-05,2.022021594638682e-09,3.409783710440336e-05,2.2081630618423825e-07,4.0639160149847416e-08,4.8773394295510537e-11,1.3867623126500026e-12
9.516315471139242e-05,1.00905311246694,0.0013720052851890908,0.00018269715397491057,0.000253648473566044,0.35489106755221944,0.0,0.0,0.0005188217138915981,1.8403998117173306e-05,0.5981303344505006,0.026320468633159202,0.000113376075675577,4.0799644834997526e-10,6.923501867204877e-08,3.719142177248052e-06,0.00410977199249051,0.005222776349917829,0.00019663573207995876,3.8133978858656656e-06,0.019571631596992163,3.3414046837141135e-07,7.482540364532575e-07,0.00016160727558981063,2.575361629055471e-07,0.023490102495108574,3.508335102951748e-06,0.003248009117568712,0.0005824342245191217,1.473639943116086e-06,1.0769844571837681e-06,3.4646805839891196e-09,3.720377072031802e-07,2.4775982771426938e-05,3.76,0.0,5.452955248815767e-05,0.46506566737806965,0.31522501882538256,0.05576406125659444,0.20187176305738702,0.890495472412124,4.7855081056955346e-08,8.874929308645138e-11,0.0005586265802164745,0.00014076619589970733,0.00040165460803352277,7.012463166919452e-06,9.614079692199332e-06,0.1306637840545782,0.00910507721459152,0.010817940054466142,0.00011550095393999162,0.0039185339495684595,1.176160474369776e-05,3.352696476896132e-07,9.145194648149876e-06,3.107074848641544e-05,0.00020632773985720815,2.2871940612707062e-05,0.04362932781079617,8.121349763709354e-05,0.05887974210270833,1.5834107168410737e-10,0.08987917033769285,0.06702827910010062,4.0575108255474294e-08,4.846782253956384e-05,3.5828316751020818e-09,2.57853116888633e-08,5.943618586811461e-13,3.5223639350957127e-09,2.2888650639303604e-09,6.230534971301087e-07,9.422838885338867e-14,5.9277118526673784e-08,3.4221363669750638e-12,5.4479876943380285e-09,1.345484617240627e-12,8.211900841647674e-07,4.293669391501691e-08,6.70523314010096e-06,8.757121640591759e-11,9.116376150827547e-05,0.0059792410516688,2.3090463351866838e-07,2.7780034077914094e-11,0.034712303243158577,5.25776534886961e-11,1.0591290146396618e-05,2.2908888922631698e-10,0.007838871030142469,1.079183201380428e-06,7.237161934359653e-06,2.653111179206351e-06,9.998438347785046e-05,0.0012473733171723936,0.0013885480361289719,1.2785531090710634e-09,0.00012583177925756884,3.0636792042664596e-06,5.2066373414452666e-08,1.199644192018211e-08,4.264200167679423e-08,2.7996122185681817e-05,1.1467022085034086e-10,2.8703891702694275e-09,0.0001515079541726536,5.836147601486934e-08,2.4203112040681194e-10,0.0003625350660061544,2.4693901341070857e-05,2.013612628136371e-09,3.4015167601212326e-05,2.209970396468884e-07,4.058549715839199e-08,4.8858715672482e-11,1.381577833154276e-12
9.537097205106491e-05,1.009142244991093,0.001372489946537153,0.00018250874082799415,0.0002535611684515806,0.3549843594121225,0.0,0.0,0.0005176462884340313,1.8344399396370247e-05,0.5988458644903736,0.026358497029717237,0.00011321478579356282,4.087174429676641e-10,6.925206721126689e-08,3.7193597907404037e-06,0.004110090091335628,0.005214950920547963,0.00019660515121364957,3.8138266641446325e-06,0.019590668251682004,3.346975120971528e-07,7.482861166872369e-07,0.00016156040343501566,2.5700105552387744e-07,0.0234359039724393,3.5118989968102657e-06,0.003250574190031543,0.0005826614536668771,1.4738637372619842e-06,1.0762115563707717e-06,3.4652176120609665e-09,3.7170936941585043e-07,2.4789773617936512e-05,3.76,0.0,5.4381136946906045e-05,0.46449440396818104,0.3155476216783614,0.055811581114231346,0.20152486340945083,0.8908587812018439,4.777284687325272e-08,8.85973531721101e-11,0.0005579403901293849,0.0001406732882491296,0.0004008284703668958,6.9928763790252725e-06,9.606047049258731e-06,0.13057065812019586,0.0090663728023521,0.0108108803220482,0.00011540315422021007,0.003912109692045341,1.1744523637934642e-05,3.343151234049743e-07,9.131906722763367e-06,3.1057147152829145e-05,0.00020619148696187083,2.284998055671531e-05,0.043618256675265255,8.105605911450255e-05,0.05888115541670521,1.576902329505511e-10,0.08995819233715052,0.06713225602754797,4.048374666644446e-08,4.836153167798382e-05,3.5702676803817384e-09,2.5701441004297807e-08,5.924286201264236e-13,3.511672782392746e-09,2.283511976638317e-09,6.218952831775367e-07,9.392190041803036e-14,5.919684015914898e-08,3.4178299832687112e-12,5.4383191459927165e-09,1.3437916459434825e-12,8.219127716550222e-07,4.2756713653792334e-08,6.65695707977054e-06,8.700143808644017e-11,9.102802355742356e-05,0.005979106305138518,2.3059510954226364e-07,2.7719634531366112e-11,0.03469896649105992,5.248628541215974e-11,1.0592513933093175e-05,2.2881361725038413e-10,0.007842532709829507,1.0783250108270089e-06,7.23592341553904e-06,2.6537189471915937e-06,9.999344611284492e-05,0.0012465441374946385,0.001389649966625357,1.2769855631224894e-09,0.0001258285841722354,3.05972079618183e-06,5.199909697675207e-08,1.198274323694022e-08,4.259367212672933e-08,2.7930179986170365e-05,1.1452889570607021e-10,2.862258479241661e-09,0.00015163317774364172,5.846038786847343e-08,2.424449156489033e-10,0.00036119188219016474,2.462378964610492e-05,2.0052518417416356e-09,3.393285160437041e-05,2.2117711681585583e-07,4.053191462112087e-08,4.8943995219627426e-11,1.376419895247805e-12
9.557878939073741e-05,1.0092312110593975,0.0013729742376696475,0.0001823205817466347,0.00025347388984274896,0.3550774929876219,0.0,0.0,0.0005164744319529687,1.8285044368963807e-05,0.5995600283560677,0.026396490947755574,0.00011305375966201282,4.0943909538624065e-10,6.926907697830363e-08,3.719578708994446e-06,0.004110403532824974,0.005207137427386256,0.00019657436876488937,3.814246866101704e-06,0.019609672646449805,3.3525417655176255e-07,7.483173037903671e-07,0.0001615134770024533,2.564672679270531e-07,0.023381807551601977,3.515457305460117e-06,0.0032531315898930023,0.0005828870409345711,1.4740843829389056e-06,1.075439155788178e-06,3.465751319596236e-09,3.713810097843734e-07,2.4803485120203014e-05,3.76,0.0,5.423467845525614e-05,0.46392408167137295,0.31586978104289504,0.05585889039582162,0.2011787553977062,0.891221523192129,4.769080035041978e-08,8.844575976242919e-11,0.0005572553304912379,0.0001405805012914891,0.0004000045408966633,6.973409402695446e-06,9.598030952704482e-06,0.13047758617604638,0.009027930243733625,0.010803823731482282,0.00011530552541683063,0.0039057005550634386,1.1727476144328927e-05,3.3336381586005e-07,9.118644952070233e-06,3.104354263706933e-05,0.00020605554475848278,2.2828118820716557e-05,0.04360714238838026,8.089905465901038e-05,0.058882504279445975,1.5704364609688377e-10,0.09003704128078056,0.06723607921411086,4.039255529993668e-08,4.825554460723485e-05,3.5577554067609505e-09,2.561790157632157e-08,5.905030170404443e-13,3.501025422694261e-09,2.2781784170553632e-09,6.207394414978504e-07,9.361662247387944e-14,5.911674251641136e-08,3.413532525585406e-12,5.428670169549926e-09,1.342102185664207e-12,8.226338757409877e-07,4.2577947860977206e-08,6.609111532686371e-06,8.643646652182608e-11,9.089255499260719e-05,0.005978968690356215,2.3028604904038862e-07,2.7659416712597525e-11,0.03468554405619557,5.239511257566586e-11,1.0593712799667538e-05,2.285382927277744e-10,0.007846160575030304,1.0774695663678776e-06,7.234672353983995e-06,2.6543199557120746e-06,0.0001000023159254221,0.0012457166508313034,0.0013907474203862812,1.2754183477314214e-09,0.0001258253638442449,3.0557662448750964e-06,5.1931886139739077e-08,1.1969060872489487e-08,4.2545399224656675e-08,2.786440261898746e-05,1.1438776713826279e-10,2.8541550069330756e-09,0.00015175802313913573,5.855921373442728e-08,2.428585474136683e-10,0.0003598550553288727,2.4554021321365926e-05,1.996938882580265e-09,3.3850886756448384e-05,2.2135654024791163e-07,4.04784123180396e-08,4.90292329527613e-11,1.3712883136445067e-12
9.578660673040991e-05,1.0093200111205543,0.001373458156984135,0.00018213267599818836,0.00025338663765132793,0.3551704686995179,0.0,0.0,0.0005153061305630344,1.8225931844105607e-05,0.6002728290978929,0.02643445045241435,0.00011289299694241586,4.101614278466199e-10,6.928604852129428e-08,3.7197989420151455e-06,0.0041107123372356655,0.005199335873420718,0.00019654338718108616,3.814658527504817e-06,0.019628644884837895,3.358104610181379e-07,7.483476039521129e-07,0.0001614664959039759,2.5593479681708236e-07,0.023327813514680468,3.5190100280867214e-06,0.003255681327654632,0.0005831109903908876,1.4743018912886862e-06,1.0746672640451275e-06,3.466281713073209e-09,3.7105263082946484e-07,2.4817117433981467e-05,3.76,0.0,5.4090129925477073e-05,0.4633546983518975,0.3161914975931451,0.0559059895619731,0.20083343679920695,0.8915837000803255,4.760894096149652e-08,8.829451188360102e-11,0.0005565713987365999,0.00014048783473081375,0.00039918281204879224,6.954061422033845e-06,9.590031347136934e-06,0.1303845686748623,0.008989747674088153,0.010796770270704711,0.00011520806700570544,0.0038993064718630577,1.1710462161854581e-05,3.324157119042678e-07,9.105409257568066e-06,3.1029935012168436e-05,0.00020591991205801927,2.2806354790386206e-05,0.043595985306577816,8.074248260288731e-05,0.05888378908529675,1.564012778415254e-10,0.09011571780455381,0.06733974894608992,4.030153463820825e-08,4.8149860191868794e-05,3.5452946027003415e-09,2.5534691810024715e-08,5.885850126610629e-13,3.4904216180942117e-09,2.2728642878673185e-09,6.195859680855813e-07,9.331254919289324e-14,5.9036825336042946e-08,3.4092439925051233e-12,5.419040724809114e-09,1.340416234215517e-12,8.233534022451777e-07,4.2400387893003096e-08,6.561692281264671e-06,8.587625655495765e-11,9.075735510165393e-05,0.00597882820233261,2.2997745075552654e-07,2.759938004123458e-11,0.0346720365431358,5.2304134481327324e-11,1.059488680944807e-05,2.2826291788598475e-10,0.007849754724561987,1.0766168508141388e-06,7.233408829939101e-06,2.6549142211609947e-06,0.00010001099348179657,0.001244890848117392,0.0013918404158361044,1.2738514725582745e-09,0.0001258221151624744,3.0518155653344177e-06,5.18647411575877e-08,1.1955394840300617e-08,4.249718302162429e-08,2.7798790061347315e-05,1.1424683509163873e-10,2.8460786430660635e-09,0.00015188249132799922,5.865795362624983e-08,2.4327201553881926e-10,0.0003585245517194848,2.448459408299346e-05,1.9886734008236702e-09,3.376927072093817e-05,2.2153531248768094e-07,4.0424990030549636e-08,4.911442888805815e-11,1.3661829047413906e-12
