Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450)
4.3999994833900847e-07,0.7477316426213442,8.875794847925136e-06,6.25571243775304e-07,7.123781482613837e-06,1.2403799150487026e-05,0.0,0.0,6.7548889446401265e-06,3.025613359278507e-09,1.3609882076962455e-07,1.9850423109561477e-09,3.510745700751398e-11,3.182615284122595e-19,2.0920768027473767e-14,1.7295641795892208e-10,6.82388580146753e-07,4.1738111010109476e-08,9.772482738433631e-13,1.4117457380338617e-13,9.012032044572153e-07,2.141894812820073e-12,1.5635341969010428e-11,2.8759555740832105e-12,1.5523787051221043e-11,2.041027314262413e-08,6.067710077119284e-11,1.386592508833888e-10,1.0343586122382287e-13,1.0928820062877324e-14,1.0527118419960923e-12,1.7165155745229627e-15,1.1645187168571763e-10,6.593261223401728e-12,3.76,0.0,0.5116169787238646,0.9987646910437792,4.327194328817246e-06,3.811887582816733e-08,0.023163568675819365,0.02316592800218786,5.695214124786399e-09,1.0861280753255114e-11,0.0012184965346220722,7.837272496519559e-08,1.1083403204747875e-07,1.8767342612278043e-06,2.1693948404143597e-07,1.0726035726365204e-05,1.1999374389879328e-05,0.0010175806818796354,5.3645930670648004e-08,7.700238964649156e-06,2.457346387567447e-08,2.3443566087557644e-10,1.0896996792006458e-08,4.944306558866238e-08,1.5327893452909825e-10,5.97929041417633e-11,1.957415026768733e-08,3.88938410189602e-11,6.800376899721129e-07,1.1937313220387006e-10,1.2358246434454438e-08,3.4407113260123287e-12,1.4403491135428882e-13,1.7883724236930856e-08,3.68808579611642e-12,3.2748514206200063e-14,7.840861373043672e-19,8.43672180539695e-18,2.264077562998399e-17,1.2523473643799421e-12,1.2707492643439912e-19,7.55774708692238e-12,3.8913083340407396e-16,2.3854497415556287e-11,1.7354176127223154e-16,7.855101491177898e-14,6.34484548282806e-11,9.441869288679255e-11,6.430538988626901e-15,4.2906971666125016e-10,2.6676220938986617e-11,1.3414816732091335e-14,1.1175035206725888e-14
4.579463214993844e-07,0.7478645549164217,9.506997477631109e-06,6.780169449797901e-07,7.653579177898132e-06,1.3707408789464597e-05,0.0,0.0,7.035969712890064e-06,3.275086134682977e-09,1.5539035074129114e-07,2.2829702995214133e-09,4.094862556949e-11,3.95955214705389e-19,2.4252250500306734e-14,1.9424483578030385e-10,7.473334842533162e-07,4.850992847741564e-08,1.1887070822223743e-12,1.6613416094656556e-13,9.757662198823112e-07,2.3410831703639994e-12,1.6532371590710793e-11,3.4353531175975975e-12,1.7047535984742212e-11,2.3854723496084306e-08,6.717522621819558e-11,1.5978805491656358e-10,1.2763510173880054e-13,1.3206964866018144e-14,1.2325115921411483e-12,2.001024604339805e-15,1.3161578097890554e-10,7.771661236511522e-12,3.76,0.0,0.5106715077095226,0.9987635179294889,4.8462441460995324e-06,4.298853346780467e-08,0.024086179445685033,0.024088770532117422,5.9226418517765824e-09,1.1297307170858563e-11,0.001218495104589111,8.882435676011482e-08,1.301080308962472e-07,1.9953046736195255e-06,2.304673721223907e-07,1.1722794105998332e-05,1.3112134394654828e-05,0.0010577706845208332,6.113629861752754e-08,8.332754560171989e-06,2.6395246375558545e-08,2.543689726964408e-10,1.1980853031407068e-08,5.2626672923144674e-08,1.8484100001817085e-10,7.118578531501446e-11,2.2074539845054083e-08,4.823772016627225e-11,7.431764018110567e-07,1.2691095671041845e-10,1.3964269725537651e-08,4.094864470061819e-12,1.590830116271803e-13,2.1000169891371986e-08,4.333723038346517e-12,4.070724380153147e-14,9.737063195901795e-19,1.1102294622350162e-17,2.8144331552600655e-17,1.4121617451252741e-12,1.5770651362545674e-19,8.487526091692528e-12,4.386020082427381e-16,2.539271597631892e-11,1.950381663060833e-16,8.975342769987264e-14,6.87606094243398e-11,1.0335214679472494e-10,7.283795902081966e-15,4.686503237666571e-10,3.030271071952019e-11,1.5260621578115435e-14,1.2593378466078578e-14
4.740980573437228e-07,0.7479839834197174,1.0098386650606528e-05,7.27637646400964e-07,8.144730426560885e-06,1.4956792181040894e-05,0.0,0.0,7.289790837791127e-06,3.508017351399259e-09,1.7443967874412516e-07,2.581905445910579e-09,4.689877082664509e-11,4.805188327415556e-19,2.766075994870797e-14,2.1507645316926766e-10,8.094252480136681e-07,5.5260627303341396e-08,1.4099208290941743e-12,1.9136125253266984e-13,1.0453778314541512e-06,2.5280453581902392e-12,1.7413499326001836e-11,4.014525371418413e-12,1.8508006737979014e-11,2.7326474903781698e-08,7.338304910407473e-11,1.8087430134612764e-10,1.5345296269175165e-13,1.5592161523902765e-14,1.4150227417887612e-12,2.2869776316617004e-15,1.4629561924412585e-10,8.957742275089476e-12,3.76,0.0,0.5098219540230202,0.9987624236916665,5.345905508195662e-06,4.775241118460322e-08,0.024915063748651906,0.024917875963068943,6.1269655901598626e-09,1.1689038519795197e-11,0.0012184937706901948,9.89903781614594e-08,1.4946417897486012e-07,2.1059806867543475e-06,2.430821865634251e-07,1.267243746268847e-05,1.4172899670566823e-05,0.0010938547684399206,6.846350348274192e-08,8.922881233602475e-06,2.8120668137372254e-08,2.730579864556563e-10,1.3022977170288309e-08,5.560029157156579e-08,2.1757992603204985e-10,8.288871010195816e-11,2.4532939309851553e-08,5.816596049164325e-11,8.033687389516536e-07,1.3394586701744667e-10,1.5538060598811083e-08,4.7690503849565375e-12,1.7358793429763656e-13,2.4129024981623506e-08,4.982181196066056e-12,4.9177197319051844e-14,1.1753642217939858e-18,1.4110305477800916e-17,3.403443016495578e-17,1.5683117791122658e-12,1.9026751022183308e-19,9.397276821829677e-12,4.87142554197985e-16,2.6829352771540687e-11,2.160832326970459e-16,1.0081191299694008e-13,7.38255899393872e-11,1.1189001470626782e-10,8.124409668996434e-15,5.063445529084509e-10,3.3938852099039134e-11,1.7112203508999597e-14,1.3979096543334729e-14
4.902497931880612e-07,0.7481032303637494,1.0712355851387613e-05,7.796232996246936e-07,8.649526397415005e-06,1.6281026031914324e-05,0.0,0.0,7.5444729406579515e-06,3.748923156789066e-09,1.95193163481309e-07,2.9124843141931835e-09,5.3581257217940494e-11,5.815385286222998e-19,3.1504542775033784e-14,2.375833411991862e-10,8.751015374431044e-07,6.26731130807185e-08,1.664046680273156e-12,2.1942178336418775e-13,1.1173600313898842e-06,2.722297343217647e-12,1.8369059730419432e-11,4.673895332082423e-12,2.0056439786419e-11,3.118043776854643e-08,7.994197588188265e-11,2.0407958744132542e-10,1.8367688412090722e-13,1.8336296633735922e-14,1.6190252481005468e-12,2.603582045197997e-15,1.6198554071899212e-10,1.027106452308519e-11,3.76,0.0,0.508973692222656,0.9987612923079285,5.8772914612550855e-06,5.289838124273604e-08,0.02574256164504242,0.025745607322265513,6.330947582225188e-09,1.2080114772305643e-11,0.0012184923914941377,1.0990452425330617e-07,1.7085601963924512e-07,2.2204746103891707e-06,2.5612070631899993e-07,1.367363061123416e-05,1.5291851173238344e-05,0.0011298566398348295,7.637058055644281e-08,9.532735340698784e-06,2.9931147710991855e-08,2.9246534269450067e-10,1.4131128438409067e-08,5.867837059597023e-08,2.548909748698998e-10,9.611025017169586e-11,2.7202080776178628e-08,6.972980843110747e-11,8.668666299217231e-07,1.4122240817407806e-10,1.724069370128891e-08,5.533495486942628e-12,1.8905707907558073e-13,2.758555295361463e-08,5.6987822834665015e-12,5.905632008045698e-14,1.4104256666284999e-18,1.7816986710444148e-17,4.094752527182329e-17,1.7367843462720271e-12,2.282064041006594e-19,1.0380109560295218e-11,5.397137742317676e-16,2.8316329266993063e-11,2.388301815847678e-16,1.1285461354848352e-13,7.916937391672381e-11,1.2091855964099043e-10,9.038569187042444e-15,5.460717140320032e-10,3.796492116531769e-11,1.916323192801702e-14,1.5474077285302676e-14
5.064015290323996e-07,0.7482222965936937,1.1349387092055029e-05,8.340441875083899e-07,9.168049424556867e-06,1.7682786478725777e-05,0.0,0.0,7.80007231022925e-06,3.997816800876105e-09,2.177576277871451e-07,3.277217449582311e-09,6.107655296478653e-11,7.01921395950468e-19,3.583311271088082e-14,2.618562847726152e-10,9.444946865763561e-07,7.078735582371085e-08,1.9549231745945294e-12,2.5053372768019955e-13,1.1917105021655322e-06,2.923841605378531e-12,1.940360703577234e-11,5.422369990257664e-12,2.1696339612313314e-11,3.544725026655071e-08,8.686241078734001e-11,2.2956540116957858e-10,2.1893524077688738e-13,2.148377736130464e-14,1.8464713156888966e-12,2.953210280691289e-15,1.787168672326942e-10,1.1719882407961243e-11,3.76,0.0,0.5081267162533971,0.9987601230504675,6.441294440403375e-06,5.8447374919627675e-08,0.026568674903777505,0.026571966828675034,6.5345882643464705e-09,1.2470536773784967e-11,0.0012184909661135934,1.2159471990619366e-07,1.9441433517872849e-07,2.3388485541718085e-06,2.6958987111626663e-07,1.4728094766112663e-05,1.6470974120473616e-05,0.0011657764278867036,8.488180110669121e-08,1.0162282512995792e-05,3.1830386410692314e-08,3.125999901904807e-10,1.5308146768917905e-08,6.186265475964018e-08,2.972619207979134e-10,1.110017514309388e-10,3.0095791742827754e-08,8.313805850006841e-11,9.337831307350812e-07,1.4874443786111403e-10,1.9079394404092362e-08,6.398006982708988e-12,2.055447414332137e-13,3.1390138070391604e-08,6.487769205063017e-12,7.05260034708602e-14,1.6831731579932155e-18,2.2360361379335558e-17,4.9030592251503505e-17,1.9182317507433678e-12,2.7221083080005503e-19,1.1439976282642801e-11,5.965403103765718e-16,2.98544716703689e-11,2.633715129194454e-16,1.259409448140886e-13,8.480148223176323e-11,1.3045668294557117e-10,1.0031017812438864e-14,5.879010773829473e-10,4.2420319964802384e-11,2.1433950349949097e-14,1.7084084093895953e-14
5.22553264876738e-07,0.7483411829625443,1.2009963202707999e-05,8.909708492085365e-07,9.700398985065152e-06,1.916479857435748e-05,0.0,0.0,8.056646339355967e-06,4.254713901339152e-09,2.422445075584453e-07,3.6787496291638947e-09,6.947294098486821e-11,8.450330536368762e-19,4.070069701258568e-14,2.879888393944799e-10,1.0177393192368268e-06,7.964446852554399e-08,2.286733823107556e-12,2.849253062451479e-13,1.2684269938232842e-06,3.132681210446209e-12,2.0521896436482038e-11,6.269627062178951e-12,2.3431286689342792e-11,4.015923994659847e-08,9.415501778443422e-11,2.5750284054052513e-10,2.599302116685518e-13,2.5083426638011232e-14,2.0994473024419478e-12,3.3383611501028658e-15,1.9652134037213665e-10,1.3312671142510209e-11,3.76,0.0,0.5072810200069215,0.9987589151717218,7.038813685090608e-06,6.442102447283794e-08,0.027393405271739633,0.027396956694209038,6.7378880674721965e-09,1.2860305359880821e-11,0.0012184894936371204,1.340893095653137e-07,2.2027340606190783e-07,2.461165230391855e-06,2.8349668697667813e-07,1.5837579195101335e-05,1.7712285661958476e-05,0.0012016142643688566,9.402177658321885e-08,1.0811489841053382e-05,3.38221628327667e-08,3.3347140712678867e-10,1.6556932266621377e-08,6.515490684365504e-08,3.452190601758382e-10,1.2772586124011693e-10,3.3228574807136414e-08,9.861933415996893e-11,1.0042331449731894e-06,1.5651584966187657e-10,2.1061640522869585e-08,7.373261960079553e-12,2.2310822671230424e-13,3.5563596789322134e-08,7.353473226315944e-12,8.378496587564546e-14,1.998296859790877e-18,2.7901430410048946e-17,5.844826960748189e-17,2.1133280902325136e-12,3.230337327948143e-19,1.2580949190062949e-11,6.578537896772549e-16,3.144461432403701e-11,2.898025364176099e-16,1.401325479151373e-13,9.073158902427699e-11,1.4052375375001364e-10,1.1106723751202036e-14,6.319034227142367e-10,4.7348153972171315e-11,2.3946522866136545e-14,1.881504667595135e-14
5.387050007210765e-07,0.7484598903312883,1.2694568601633584e-05,9.504741824308942e-07,1.0246690582563993e-05,2.072983611762985e-05,0.0,0.0,8.314253528537039e-06,4.519632498033452e-09,2.687699716344708e-07,4.119863916650084e-09,7.886710285327338e-11,1.0147605031736223e-18,4.616658769779329e-14,3.160773714776846e-10,1.0949723799094582e-06,8.92867278957377e-08,2.6640309278382045e-12,3.2283526480538615e-13,1.34750732655904e-06,3.3488198625455925e-12,2.1728891104193662e-11,7.2261658032980875e-12,2.5264939054569418e-11,4.535047836920909e-08,1.0183072331552283e-10,2.880730395783683e-10,3.0744474019114444e-13,2.918882369796159e-14,2.380180890783563e-12,3.761663842536808e-15,2.1543117355602357e-10,1.5058128689258656e-11,3.76,0.0,0.5064365973210275,0.9987576679042278,7.670756300441283e-06,7.08416719824747e-08,0.028216754473419463,0.028220579123704695,6.940847417038506e-09,1.3249421356365798e-11,0.0012184879731290032,1.4741708918694918e-07,2.485710277330301e-07,2.5874880070082073e-06,2.9784823227374287e-07,1.7003861491903544e-05,1.901783519045902e-05,0.0012373702837145647,1.0381548242581958e-07,1.1480325899780161e-05,3.5910333879975626e-08,3.550896161528113e-10,1.7880445951757492e-08,6.855690935099937e-08,3.9932944059370433e-10,1.4645715785214713e-10,3.661562921065489e-08,1.164234309472419e-10,1.0783334436121524e-06,1.645405764508274e-10,2.319516673263031e-08,8.470870426716314e-12,2.418079467041428e-13,4.012717550543762e-08,8.300313383095233e-12,9.905042805050495e-14,2.3609221789782998e-18,3.462737882765792e-17,6.938469921830249e-17,2.3227697040428727e-12,3.81497770810388e-19,1.3807222472528858e-11,7.238928981476889e-16,3.308760053843002e-11,3.1822140877212776e-16,1.5549332921000414e-13,9.696952318134417e-11,1.5113962111198957e-10,1.2270888958043325e-14,6.781510965099247e-10,5.2795531939197805e-11,2.6725191522307353e-14,2.067306329424754e-14
5.548567365654149e-07,0.7485784195689427,1.3403690003421748e-05,1.0126255428906106e-06,1.0807054737887075e-05,2.2380721577604003e-05,0.0,0.0,8.572953491085785e-06,4.7925931080972715e-09,2.9745504227130447e-07,4.603485781408355e-09,8.936473316255753e-11,1.2155824494268376e-18,5.2295513063753576e-14,3.462211045569688e-10,1.1763331673223418e-06,9.97575963370383e-08,3.0917607849648293e-12,3.6451316063576955e-13,1.4289493933628496e-06,3.57226195285735e-12,2.3029769666551847e-11,8.303360466611269e-12,2.720103399058211e-11,5.105683667656099e-08,1.0990071930656814e-10,3.2146760365541224e-10,3.623500121377107e-13,3.3858664463463085e-14,2.6910485844407362e-12,4.225881998302449e-15,2.3547909961070685e-10,1.6965178124537843e-11,3.76,0.0,0.5055934419789958,0.9987563804604432,8.338038252790235e-06,7.773237829886809e-08,0.029038724210552633,0.029042836314908015,7.143466732879896e-09,1.3637885579007188e-11,0.0012184864036290336,1.6160733658400685e-07,2.794485339004024e-07,2.717880957651612e-06,3.1265166345074406e-07,1.8228747872570515e-05,2.0389704679495753e-05,0.001273044623083506,1.1428828147730121e-07,1.216876077510898e-05,3.809883593422552e-08,3.7746519965824667e-10,1.9281710624528606e-08,7.207046613096622e-08,4.6020319101170906e-10,1.6738280753140737e-10,4.0272872855425024e-08,1.3682272584985246e-10,1.156202686482475e-06,1.728225935839864e-10,2.5487969077890016e-08,9.703442093974525e-12,2.6170751793829846e-13,4.5102550010373095e-08,9.332796256789492e-12,1.1655934617332328e-13,2.776638700132922e-18,4.275517954604954e-17,8.204555141802188e-17,2.5472756350662686e-12,4.484999509858815e-19,1.5123114328103584e-11,7.949034712955889e-16,3.478428338517458e-11,3.48729176963234e-16,1.720895004462283e-13,1.0352526994819325e-10,1.6232462672302592e-10,1.3528958475577625e-14,7.2671807341555e-10,5.881388544787563e-11,2.979644411633126e-14,2.2664403523059718e-14
5.710084724097533e-07,0.7486967715526912,1.4137817072638534e-05,1.0774968406981358e-06,1.1381636076125788e-05,2.4120326102854656e-05,0.0,0.0,8.832806959778737e-06,5.0736187817036695e-09,3.284257164489931e-07,5.132687289374209e-09,1.0108118516404093e-10,1.452647871321867e-18,5.915803074833985e-14,3.785221711114991e-10,1.2619633704812812e-06,1.111017450414071e-07,3.5752903364386764e-12,4.1021965731830457e-13,1.5127511627145318e-06,3.80301260558256e-12,2.4429934173095696e-11,9.513516475951876e-12,2.924338981287891e-11,5.7316042169487854e-08,1.1837646643770042e-10,3.578890542470623e-10,4.2561347131251176e-13,3.915714292216025e-14,3.0345835551811995e-12,4.733917864415286e-15,2.566984143825839e-10,1.9042970354961077e-11,3.76,0.0,0.5047515477089072,0.9987550520325442,9.041585306821113e-06,8.511693210616318e-08,0.029859316161747067,0.02986373045845834,7.3457464291375755e-09,1.402569883343411e-11,0.0012184847841522663,1.7668984032155796e-07,3.130508257282142e-07,2.852408908889501e-06,3.279142204247707e-07,1.9514073493869752e-05,2.183000904539518e-05,0.0013086374224272124,1.2546594695716196e-07,1.2876766091903944e-05,4.039168610068722e-08,4.0060931528831595e-10,2.0763811786949343e-08,7.569740393073873e-08,5.284959552780464e-10,1.9070325043223142e-10,4.421696479596258e-08,1.6011365406198822e-10,1.2379614452458694e-06,1.8136592190908768e-10,2.7948309579595283e-08,1.1084657005261523e-11,2.8287386174504107e-13,5.051182650084867e-08,1.0455516079007714e-11,1.3656970358427058e-13,3.251530498754837e-18,5.2535563138783024e-17,9.66602198094108e-17,2.7875881063208525e-12,5.250164729065608e-19,1.653306924921545e-11,8.711386009441489e-16,3.653552645378852e-11,3.8142982795059898e-16,1.8998961954352986e-13,1.1040897265679283e-10,1.740996181700984e-10,1.4886630154460743e-14,7.776800218881737e-10,6.545930884943518e-11,3.318919274715182e-14,2.479551082986437e-14
5.871602082540917e-07,0.7488149471679821,1.4897443026995674e-05,1.1451606331950644e-06,1.1970592505366606e-05,2.5951569611334353e-05,0.0,0.0,9.093875794925862e-06,5.36273515853195e-09,3.618130882422073e-07,5.710691373850181e-09,1.1414214957025468e-10,1.7318634782689344e-18,6.683094330728359e-14,4.1308566916579416e-10,1.352007107070098e-06,1.2336507817121165e-07,4.12043537489933e-12,4.60226827984486e-13,1.598910681338045e-06,4.0410777220206666e-12,2.5935018525105943e-11,1.0869929474167282e-11,3.139590776055535e-11,6.416773597215028e-08,1.2726969769140038e-10,3.975512834999389e-10,4.983074100783511e-13,4.51543543620951e-14,3.413483847858674e-12,5.288816536503471e-15,2.791230167587103e-10,2.1300887163916723e-11,3.76,0.0,0.5039109081829186,0.9987536817922009,9.78233390798357e-06,9.30198591157907e-08,0.030678531982100857,0.030683263737873747,7.547686914165445e-09,1.441286191500208e-11,0.0012184831136887477,1.926949272618105e-07,3.495264066893839e-07,2.9911374848928605e-06,3.436432316947679e-07,2.0861702793024496e-05,2.3340896533054826e-05,0.0013441488245537498,1.373746849590331e-07,1.360431504306801e-05,4.279298352569663e-08,4.2453371172426907e-10,2.232989862590478e-08,7.943957387716428e-08,6.049114345151766e-10,2.1663291647948688e-10,4.8465328228819727e-08,1.8661825700947987e-10,1.3237322278599371e-06,1.901746306051109e-10,3.0584720944022973e-08,1.262934025619832e-11,3.0537730630227966e-13,5.637754406409002e-08,1.1673155150061115e-11,1.5936186463495415e-13,3.79220790863432e-18,6.425743767258192e-17,1.13484223361505e-16,3.0444730130862255e-12,6.121078096151628e-19,1.8041660514640653e-11,9.528587574948816e-16,3.8342204573089656e-11,4.164303434522504e-16,2.0926463207955177e-13,1.1763093456897083e-10,1.8648596276993594e-10,1.634986481104865e-14,8.311143742603268e-10,7.279292095054971e-11,3.6934963864248754e-14,2.7073005637244525e-14
6.033119440984301e-07,0.748932947308647,1.568306519721657e-05,1.2156902137098075e-06,1.2574094477354268e-05,2.7877420951817584e-05,0.0,0.0,9.356222993724043e-06,5.6599705250270075e-09,3.977534725028409e-07,6.340876193474772e-09,1.2868436767928716e-10,2.0599908619971905e-18,7.53977371432399e-14,4.5001972320230133e-10,1.446610964005548e-06,1.3659475803440471e-07,4.733490381078019e-12,5.14818467082326e-13,1.6874260770170463e-06,4.2864640240169255e-12,2.7550897348326204e-11,1.2386947344166994e-11,3.366257398764846e-11,7.165353185570861e-08,1.3659242218592182e-10,4.406800187723172e-10,5.816181609827436e-13,5.1926721209473496e-14,3.830620955826681e-12,5.893770295468976e-15,3.027874456959048e-10,2.3748544545803448e-11,3.76,0.0,0.5030715170164963,0.998752268890328,1.056123201714797e-05,1.014664314018715e-07,0.03149637330281072,0.031501438329537605,7.749288590433826e-09,1.4799375608655474e-11,0.0012184813912032091,2.0965348893111465e-07,3.89027422545615e-07,3.1341331497324794e-06,3.598461191831602e-07,2.2273529847217948e-05,2.4924549123601195e-05,0.0013795789751919686,1.5004115644057013e-07,1.435138241976018e-05,4.530691081638539e-08,4.4925074475366094e-10,2.3983185082376204e-08,8.329885289525663e-08,6.902040415357035e-10,2.4540097211015876e-10,5.3036173988418103e-08,2.1668580370267358e-10,1.4136395044325427e-06,1.9925283986647102e-10,3.340601137616808e-08,1.4353540958235006e-11,3.292916908141888e-13,6.272267848843247e-08,1.2990484539073744e-11,1.852399923321978e-13,4.405840782361134e-18,7.825283632414365e-17,1.3280184772529734e-16,3.318720431377452e-12,7.109240258975774e-19,1.965359286039848e-11,1.0403319256028593e-15,4.020520450016519e-11,4.538407590165308e-16,2.2998791354246166e-13,1.252016208252619e-10,1.9950556197571832e-10,1.792489688750374e-14,8.871004012878631e-10,8.088124936840797e-11,4.1068100305093006e-14,2.9503688982475366e-14
6.194636799427685e-07,0.7490507728770228,1.649518554883159e-05,1.2891596960879665e-06,1.31923243226453e-05,2.990089813050122e-05,0.0,0.0,9.619912700797991e-06,5.965355872515061e-09,4.363885300803621e-07,7.026779583749238e-09,1.4485638034278782e-10,2.4447543457902703e-18,8.494904596740802e-14,4.894355492148102e-10,1.5459240399968502e-06,1.5083923119188045e-07,5.421260089761625e-12,5.74290410828868e-13,1.7782955614743862e-06,4.5391790975129425e-12,2.928369530869108e-11,1.4080035331883442e-11,3.604746165451655e-11,7.981707628839253e-08,1.4635692929847908e-10,4.875132974155116e-10,6.768559221452737e-13,5.955744243370025e-14,4.289048780902279e-12,6.552123049085477e-15,3.2772691466632395e-10,2.6395796298420887e-11,3.76,0.0,0.5022333677676143,0.9987508124568191,1.1379239902752207e-05,1.1048267689039816e-07,0.032312841730771244,0.032318256402685874,7.950551854430885e-09,1.5185240688787813e-11,0.001218479615634742,2.2759700682933927e-07,4.317097060722018e-07,3.2814632474777296e-06,3.765304028281299e-07,2.3751478751736036e-05,2.6583182962651966e-05,0.0014149280230555668,1.6349249869475675e-07,1.5117944642661424e-05,4.793773554305071e-08,4.747733936518666e-10,2.5726950984630624e-08,8.72771450691565e-08,7.851816714459009e-10,2.772520989775505e-10,5.7948524562969125e-08,2.5069448836164217e-10,1.507809734399609e-06,2.086047234423592e-10,3.642126950119715e-08,1.6274615648200478e-11,3.5469447184654066e-13,6.957064728154209e-08,1.441236504059726e-11,2.1453353233850472e-13,5.100193310845909e-18,9.490237488786797e-17,1.5492901429312902e-16,3.6111451436455097e-12,8.2271034653745115e-19,2.1373705354876418e-11,1.1338337512791431e-15,4.212542558009521e-11,4.937742276920715e-16,2.522353124089591e-13,1.3313166049325613e-10,2.1318086636454147e-10,1.9618245578960682e-14,9.457192913159927e-10,8.97966387279739e-11,4.562597593632458e-14,3.209454584552371e-14
6.35615415787107e-07,0.7491684247840785,1.7334311170085003e-05,1.365644095227933e-06,1.38254756534081e-05,3.2025068597368284e-05,0.0,0.0,9.885010219847303e-06,6.278924956238547e-09,4.778653947747468e-07,7.77210360802332e-09,1.6281931429701855e-10,2.8949606015316945e-18,9.558314016064198e-14,5.314475237090719e-10,1.650097989977773e-06,1.6614825544565216e-07,6.191092883960836e-12,6.389508665611764e-13,1.8715174333180831e-06,4.799231436533759e-12,3.113979688771197e-11,1.596584440170273e-11,3.8554733118176965e-11,8.870410977329364e-08,1.565757930716596e-10,5.383019520325011e-10,7.854652495312108e-13,6.813696768497019e-14,4.7920129973050335e-12,7.26737488229906e-15,3.539773438552095e-10,2.925273784911021e-11,3.76,0.0,0.5013964539359158,0.9987493116002564,1.2237330895068175e-05,1.2009538901182185e-07,0.03312793884816502,0.033133720119395346,8.151477096561812e-09,1.557045791910006e-11,0.00121847778589645,2.465575767928119e-07,4.777328261869494e-07,3.4331960402963883e-06,3.9370370494630857e-07,2.529750401569223e-05,2.8319048807977328e-05,0.0014501961199072046,1.7775634631736763e-07,1.5903979794239096e-05,5.0689811794427935e-08,5.011152778941318e-10,2.7564543221556233e-08,9.137638295134715e-08,8.907085927096091e-10,3.12447305889726e-10,6.32222386432846e-08,2.890532071533094e-10,1.6063713949646869e-06,2.1823451104393873e-10,3.963986939719155e-08,1.8411316343386975e-11,3.816668319734641e-13,7.694531578494138e-08,1.5943748363411673e-11,2.4759876581733365e-13,5.883660456231115e-18,1.1464127608241902e-16,1.802164040500761e-16,3.922587182561934e-12,9.488129820092597e-19,2.3206974448472323e-11,1.2336476997700747e-15,4.410378037949157e-11,5.363470879437357e-16,2.760851940927587e-13,1.4143184870961548e-10,2.2753489121465446e-10,2.143672643608359e-14,1.0070542341984538e-09,9.961768389128226e-11,5.0649223516968646e-14,3.4852748768634545e-14
6.517671516314454e-07,0.7492859039495486,1.820095472891165e-05,1.4452194039380228e-06,1.4473752828511256e-05,3.4253049588362644e-05,0.0,0.0,1.0151582026341182e-05,6.600714355371659e-09,5.223368021955314e-07,8.580719213564227e-09,1.827477075415572e-10,3.4206311073410187e-18,1.0740644341340899e-13,5.761732563329359e-10,1.7592870713160537e-06,1.825729276744315e-07,7.05091612643534e-12,7.091207512359737e-13,1.967090081056356e-06,5.066630487764281e-12,3.31258566245062e-11,1.80622829701345e-11,4.1188642220855175e-11,9.836252953166242e-08,1.6726187689389492e-10,5.93310106512641e-10,9.090362526025573e-13,7.776349736616346e-14,5.342960837512938e-12,8.043186721803603e-15,3.815753903661629e-10,3.232971029700251e-11,3.76,0.0,0.5005607689618432,0.9987477654076066,1.3136492106187486e-05,1.303321365258619e-07,0.03394166621204352,0.0339478316345726,8.35206470104572e-09,1.595502805245694e-11,0.001218475900875074,2.6656793250380074e-07,5.272601412243431e-07,3.589400744742994e-06,4.113737543894979e-07,2.691359097454245e-05,3.0134432495660775e-05,0.0014853834206228498,1.9286085169601106e-07,1.670946765197789e-05,5.3567581800471635e-08,5.282906742154472e-10,2.9499376976198704e-08,9.559852882528525e-08,1.0077084634951177e-09,3.5126477533923143e-10,6.887803621931764e-08,3.322034172792408e-10,1.7094550107567337e-06,2.2814649063224308e-10,4.3071475742814223e-08,2.0783883465744568e-11,4.1029379089896044e-13,8.487100429504331e-08,1.7589678532368252e-11,2.8482043391990687e-13,6.7653060602500535e-18,1.379660675257675e-16,2.0905288225448905e-16,4.253912393805197e-12,1.0906852212110199e-18,2.5158517165668528e-11,1.3400652241034272e-15,4.614119529605152e-11,5.816789350668665e-16,3.016184858050363e-13,1.5011314891139165e-10,2.4259123268592735e-10,2.338746351394725e-14,1.0711905101369456e-09,1.104296895378417e-10,5.618197648157268e-14,3.7785662222035814e-14
