Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39)
1.0324436715716806e-09,0.5766662779065873,8.082672262117199e-15,9.515334129798506e-19,1.0872179945907037e-13,4.4716675513465813e-17,0.0,0.0,5.01227362996758e-11,5.6283380319685e-18,1.068684690449894e-19,1.9522828405578152e-20,2.5182909215457047e-27,8.212268303470482e-38,2.2863049598255698e-27,1.3603911561670868e-18,3.8641885431092826e-16,1.1644592488074295e-21,2.3963301593649946e-34,9.437109209797898e-35,5.4040465111651886e-18,6.3327106144395515e-28,2.2607828883120933e-17,4.092501302670259e-28,1.65610145498258e-23,1.4994017660572644e-27,3.663042042975351e-27,8.236287315971526e-28,4.249194468477984e-34,1.0644137238575256e-35,4.993623100769817e-28,8.355291905530092e-35,1.5021535284586664e-26,3.340319780372169e-31,3.76,0.0,0.904191856757358,0.9999107309354109,1.2983551617594664e-16,1.087091229021648e-20,1.3242599133360503e-07,1.3242599138675068e-07,8.934402280984406e-18,2.435104660314747e-22,8.926901435241764e-05,3.828631105630793e-21,9.224552011414622e-23,5.004021177105873e-11,6.648223794933885e-14,1.374185369540002e-16,9.955761669612905e-15,1.5400755736159392e-09,3.5365225273696305e-20,1.0884481039812445e-13,3.018377569148828e-17,1.8383288938772362e-21,3.238797959615502e-18,1.671991911578246e-15,1.574020465184916e-26,6.906398193497366e-27,2.4187453692205123e-17,4.3813296035612517e-29,3.8642985435164605e-16,5.014078162098839e-15,3.459853445078591e-24,3.1445836736878115e-29,2.6797078166491977e-27,1.028116726828443e-22,5.380549625301781e-27,3.717772235459649e-33,1.5253943487126312e-37,9.381957112803418e-40,1.6961406499960565e-34,3.888012783543491e-29,8.625303775305779e-38,3.0862120649978697e-20,4.766567916026629e-26,5.58103014299635e-19,2.7528231990829213e-25,4.832556251376044e-35,3.02940026572502e-17,5.768366819965151e-18,4.222993421928593e-27,5.022896368564687e-20,4.2288986609450446e-23,9.53462468126622e-27,3.8488986191413874e-33,2.936281312101381e-15
1.0533347863024286e-09,0.5766662781809805,8.40746298888949e-15,1.0070297606941835e-18,1.1316332387357848e-13,4.603322135726471e-17,0.0,0.0,5.11369739088421e-11,5.858417524290311e-18,1.1348560548901572e-19,2.096474646189194e-20,2.728099173322256e-27,8.71049091652453e-38,2.3774317197191358e-27,1.4137460460018368e-18,4.0220735977410107e-16,1.2355566798412954e-21,2.579563778174217e-34,1.0034785657831984e-34,5.624956894424097e-18,6.724178905495512e-28,2.3037313209752196e-17,4.43357466678232e-28,1.7584816057058477e-23,1.6315367823169847e-27,3.8898929311108096e-27,8.922975779880266e-28,4.696699942942124e-34,1.176506966395912e-35,5.409128077476163e-28,9.229151439307729e-35,1.627436366227613e-26,3.692151518799585e-31,3.76,0.0,0.9041918540611705,0.9999104216519987,1.3787493109733528e-16,1.1544092702320869e-20,1.3510558194517954e-07,1.3510558200047665e-07,9.278354052443269e-18,2.5334962342488627e-22,8.957829674560655e-05,3.98529125411339e-21,9.666314662086929e-23,5.1051075711640685e-11,6.919526907872962e-14,1.4592245970819706e-16,1.0362506481171013e-14,1.5712361217951421e-09,3.6808990484959263e-20,1.1329407413624335e-13,3.141570331673694e-17,1.917289661265739e-21,3.3711617762663903e-18,1.7402613193278392e-15,1.6355009522832102e-26,7.308610827605922e-27,2.468034541512394e-17,4.6500646011929726e-29,4.0221904095913503e-16,5.2161793821459995e-15,3.6741128434515224e-24,3.4068805594730156e-29,2.8415669869026955e-27,1.0916741832433825e-22,5.827920333833495e-27,4.0258938605806324e-33,1.648420156572169e-37,1.0165828827783663e-39,1.7896030939262883e-34,4.2221184594806453e-29,9.245570996507199e-38,3.247720983563273e-20,5.130084225727069e-26,5.925691003881069e-19,2.9109174459146616e-25,5.235652762617773e-35,3.0826618588216374e-17,6.004063928259475e-18,4.451025565093241e-27,5.33374354793039e-20,4.401687225496417e-23,9.978638879857254e-27,4.1873612124088945e-33,3.05630967040658e-15
1.0742259010331766e-09,0.5766662784553737,8.738702704224622e-15,1.0646837229567666e-18,1.176936497840226e-13,4.7374323859275013e-17,0.0,0.0,5.215121320442765e-11,6.093106050453598e-18,1.2037031191950712e-19,2.247966340215425e-20,2.950743807445061e-27,9.228043692244339e-38,2.4702468423479486e-27,1.4680384243096881e-18,4.1831167730715253e-16,1.3094494024237602e-21,2.772654672422024e-34,1.0657898333453215e-34,5.8502925452811346e-18,7.131424315831893e-28,2.3465734919431007e-17,4.795520697274076e-28,1.8649883889067877e-23,1.7721352976738538e-27,4.1259199019168634e-27,9.651714568309248e-28,5.181132253070624e-34,1.2978490861804868e-35,5.849992557232284e-28,1.0174373019087945e-34,1.7603954878177844e-26,4.073020885027576e-31,3.76,0.0,0.904191851364983,0.9999101296439572,1.4623943874305365e-16,1.2244499012566429e-20,1.3778517254872658e-07,1.3778517260621717e-07,9.627995178572923e-18,2.633790225594793e-22,8.987030376820253e-05,4.1451059307417006e-21,1.0120283420192646e-22,5.206187402374135e-11,7.196236789074286e-14,1.5476987042275968e-16,1.0777385352851246e-14,1.6023965783574807e-09,3.828156477547322e-20,1.1783245717666702e-13,3.267219216073604e-17,1.997923088684689e-21,3.506175046309706e-18,1.8098935544834417e-15,1.6980505006507555e-26,7.726086330017662e-27,2.5173376234279728e-17,4.929475345409669e-29,4.183240671815799e-16,5.422159308775721e-15,3.89703839120444e-24,3.6852520824769736e-29,3.0089427437696397e-27,1.1577953049619732e-22,6.302570779545688e-27,4.3527050967654306e-33,1.7785761182603074e-37,1.0997888739154679e-39,1.8860225291552585e-34,4.577241271174018e-29,9.895753419144021e-38,3.413793049831531e-20,5.513272706639781e-26,6.284215194906656e-19,3.0744774468961095e-25,5.663452854515179e-35,3.1356337058075745e-17,6.2444763003529036e-18,4.686030938801767e-27,5.657146849719216e-20,4.577932362150976e-23,1.0434803522372127e-26,4.548169623749242e-33,3.178742251673922e-15
1.0951170157639245e-09,0.5766662787297668,9.076394496636802e-15,1.1245374540611789e-18,1.2231277056257064e-13,4.8740465929541756e-17,0.0,0.0,5.316545420612582e-11,6.332403617582065e-18,1.275278845931829e-19,2.4069564633811885e-20,3.186737193006575e-27,9.765262154285505e-38,2.5647451865665053e-27,1.5232634580895942e-18,4.3473178905797114e-16,1.3861881704204243e-21,2.975917348366288e-34,1.1307044873700324e-34,6.0800534637269554e-18,7.554756013734441e-28,2.389309667075718e-17,5.1791726021652755e-28,1.975702700456217e-23,1.9215412590376654e-27,4.3713047623524985e-27,1.0424184413457854e-27,5.704730312075514e-34,1.429000778904491e-35,6.317223415018699e-28,1.1195208879914246e-34,1.901338066466774e-26,4.484689014072454e-31,3.76,0.0,0.9041918486687955,0.9999098539458153,1.5493547426938638e-16,1.2972670403152219e-20,1.4046476314424637e-07,1.404647632039721e-07,9.983284256904758e-18,2.7359839952683777e-22,9.01460008911937e-05,4.3080763418570194e-21,1.0586570661555845e-22,5.307260674260101e-11,7.478352348392497e-14,1.639675460464137e-16,1.1200397752606082e-14,1.6335569433031997e-09,3.978294393529792e-20,1.224599592761463e-13,3.395323765640734e-17,2.0802275756553125e-21,3.643837688432493e-18,1.880888432641838e-15,1.7616634495502788e-26,8.159107908873161e-27,2.566654624014355e-17,5.219763301760572e-29,4.347449157121713e-16,5.632011464809126e-15,4.128801758445751e-24,3.9803417491910874e-29,3.181861975127571e-27,1.2265305914995682e-22,6.805582947364212e-27,4.698939763864407e-33,1.9161172498053935e-37,1.1880079867218724e-39,1.985418423265155e-34,4.9542331824769727e-29,1.0576587339442446e-37,3.584435816555752e-20,5.916767443416783e-26,6.656872772210957e-19,3.2435629423992337e-25,6.116945480495974e-35,3.188317383013305e-17,6.4896036993155264e-18,4.928051104297028e-27,5.993354009425033e-20,4.7576339063511194e-23,1.0903246193529172e-26,4.932321227498463e-33,3.3035790488241382e-15
1.1160081304946725e-09,0.5766662790041599,9.4205414537579e-15,1.1866331196491408e-18,1.27020679582138e-13,5.013213070905989e-17,0.0,0.0,5.41796969326605e-11,6.576310232888097e-18,1.349636193858989e-19,2.573643809464988e-20,3.436601663251222e-27,1.0322480077945905e-37,2.6609216247351695e-27,1.5794163322840563e-18,4.514676771848086e-16,1.4658235679522801e-21,3.189669885906171e-34,1.198282797665252e-34,6.314239649752214e-18,7.994483023029033e-28,2.4319401115607163e-17,5.585379783645698e-28,2.0907053996777987e-23,2.0801049779745783e-27,4.626229312472962e-27,1.1242098838184894e-27,6.269821533345552e-34,1.5705448977721729e-35,6.811846777470951e-28,1.2296073600670146e-34,2.0505772892751665e-26,4.92898669852889e-31,3.76,0.0,0.904191845972608,0.9999095936470089,1.6396947235214363e-16,1.3729146025798552e-20,1.4314435373173875e-07,1.4314435379374156e-07,1.0344180186426336e-17,2.8400749073044097e-22,9.040629867815076e-05,4.474203726120379e-21,1.1065288746429945e-22,5.408327390247781e-11,7.765872496019466e-14,1.7352226216950203e-16,1.1631543148742172e-14,1.6647172166325438e-09,4.131312376484201e-20,1.2717658019167013e-13,3.525883523764823e-17,2.1642015058543526e-21,3.784149621283776e-18,1.9532457694730897e-15,1.8263341775089382e-26,8.60795878478905e-27,2.6159855523191806e-17,5.521129649936349e-29,4.514815692544209e-16,5.845729383588522e-15,4.369574607538363e-24,4.2928056806126657e-29,3.360349858781494e-27,1.2979305345734786e-22,7.33805950090759e-27,5.065345327968363e-33,2.061301995021588e-37,1.2814384329245743e-39,2.0878093473599024e-34,5.353962163030309e-29,1.1288808936332857e-37,3.759655519989163e-20,6.341208494735648e-26,7.043933603668394e-19,3.418232245798868e-25,6.597138980602625e-35,3.240714458190333e-17,6.739445888280398e-18,5.1771259641349354e-27,6.342612712670063e-20,4.9407916946552226e-23,1.1384094460616677e-26,5.3408370150676495e-33,3.4308200547779767e-15
1.1368992452254205e-09,0.5766662792785531,9.771146662324528e-15,1.2510128967614551e-18,1.3181737021570276e-13,5.154980156969998e-17,0.0,0.0,5.5193941401901494e-11,6.824825903663636e-18,1.4268281179466854e-19,2.748227341032864e-20,3.700869511181561e-27,1.0900029498211671e-37,2.7587710426597462e-27,1.6364922496988857e-18,4.685193238556474e-16,1.5484060102877709e-21,3.414233688274082e-34,1.2685855506567456e-34,6.552851103347572e-18,8.450914223163668e-28,2.4744650899160534e-17,6.01500783016373e-28,2.2100773093988388e-23,2.2481831658097494e-27,4.890875345450548e-27,1.2107204146053401e-27,6.8788240282038345e-34,1.7230870032699605e-35,7.334907997884637e-28,1.3481547687003038e-34,2.208432356416448e-26,5.407816121389462e-31,3.76,0.0,0.9041918432764208,0.9999093478853484,1.73347867187027e-16,1.451446500177363e-20,1.458239443112039e-07,1.458239443755255e-07,1.0710642164816113e-17,2.946060328857133e-22,9.065205931952229e-05,4.6434893544692485e-21,1.1556550197175616e-22,5.5093875536763375e-11,8.058796142473245e-14,1.8344079302551215e-16,1.2070821009889075e-14,1.695877398345758e-09,4.287210007463525e-20,1.3198231967978237e-13,3.658898033933113e-17,2.2498432926843075e-21,3.927110763474562e-18,2.0269653807177442e-15,1.8920571020940988e-26,9.072922191186238e-27,2.6653304173906215e-17,5.833775291628485e-29,4.685340105215311e-16,6.063306608914855e-15,4.619528593127378e-24,4.623312611373121e-29,3.5444291339393924e-27,1.3720456186052677e-22,7.901123756815977e-27,5.4526828751184425e-33,2.214392167907251e-37,1.3802823408973116e-39,2.1932130087177167e-34,5.777312299398848e-29,1.2033153930925593e-37,3.9394571692274814e-20,6.787241689125071e-26,7.445667369139704e-19,3.598542271166118e-25,7.105061080227106e-35,3.292826490570103e-17,6.994002630397958e-18,5.433293860442369e-27,6.70517059531326e-20,5.1274055647304744e-23,1.1877475873538995e-26,5.774761644361078e-33,3.560465262456207e-15
1.1577903599561685e-09,0.5766662795529462,1.012821320818509e-14,1.3177189737376007e-18,1.3670283583731091e-13,5.299396211415733e-17,0.0,0.0,5.620818763080136e-11,7.077950637285174e-18,1.5069075693784086e-19,2.930906196344079e-20,3.98008298738348e-27,1.1498240712643596e-37,2.8582883396002085e-27,1.6944864309819523e-18,4.858867112485421e-16,1.6339857441549402e-21,3.649933910980866e-34,1.3416740534570337e-34,6.795887824503683e-18,8.924358349250035e-28,2.5168848659901668e-17,6.4689385125846955e-28,2.3338992159012614e-23,2.426138990588049e-27,5.165424647584789e-27,1.302127941593103e-27,7.534247460625259e-34,1.887255577033548e-35,7.887471645505824e-28,1.47563790081804e-34,2.375228480564046e-26,5.923151530590637e-31,3.76,0.0,0.9041918405802334,0.9999091158505883,1.8307709248909401e-16,1.532916642189328e-20,1.4850353488264178e-07,1.4850353494932408e-07,1.1082629687302972e-17,3.0539376302003703e-22,9.088409306008844e-05,4.815934530144882e-21,1.206046744024086e-22,5.610441167791959e-11,8.357122198604104e-14,1.9372991148930111e-16,1.2518230805029046e-14,1.7270374884430863e-09,4.44598686856577e-20,1.3687717749758528e-13,3.7943668397304097e-17,2.337151312360278e-21,4.072721033577946e-18,2.1020470821883783e-15,1.9588266798207847e-26,9.554281374161786e-27,2.7146892282773847e-17,6.157900853501519e-29,4.859022222367348e-16,6.284736695091868e-15,4.87883536212705e-24,4.9725438888960386e-29,3.734121737996912e-27,1.4489263200167238e-22,8.495919676792537e-27,5.861727098946436e-33,2.3756529292350316e-37,1.4847457577238585e-39,2.301646260753135e-34,6.225183570869908e-29,1.2810358053459193e-37,4.1238445411580933e-20,7.255518543732821e-26,7.862343560339794e-19,3.784548544173779e-25,7.641758888732607e-35,3.34465503088831e-17,7.253273688894697e-18,5.6965915752866924e-27,7.081275243281465e-20,5.317475355356485e-23,1.2383517964817221e-26,6.235163553290664e-33,3.6925146647796156e-15
1.1786814746869164e-09,0.5766662798273394,1.0491744176283982e-14,1.3867935502910282e-18,1.4167706982113574e-13,5.446509617587263e-17,0.0,0.0,5.722243563553636e-11,7.335684441202603e-18,1.589927495574144e-19,3.121879593117066e-20,4.2747942952502536e-27,1.2117442290292338e-37,2.9594684281991548e-27,1.753394114533182e-18,5.035698215508492e-16,1.7226128487312734e-21,3.897099081590287e-34,1.4176101454922397e-34,7.043349813211204e-18,9.415123992152445e-28,2.5591997029650225e-17,6.948069775579717e-28,2.4622518689908144e-23,2.6143421002601085e-27,5.4500589983250625e-27,1.3986136491246396e-27,8.2386954779731e-34,2.0637026298672655e-35,8.47062147808141e-28,1.6125486733227147e-34,2.551296886064594e-26,6.477041155542857e-31,3.76,0.0,0.904191837884046,0.9999088967764515,1.9316358149325383e-16,1.617378934655135e-20,1.511831254460526e-07,1.5118312551513708e-07,1.1460102543644578e-17,3.1637041847280456e-22,9.110316617770401e-05,4.9915405886380534e-21,1.2577153049901479e-22,5.711488235761966e-11,8.660849575581032e-14,2.0439638907922532e-16,1.2973772003456708e-14,1.758197486924774e-09,4.607642542902727e-20,1.4186115340180028e-13,3.9322894848389993e-17,2.426123966529141e-21,4.220980350129091e-18,2.1784906897661776e-15,2.0266374059062127e-26,1.005231959290089e-26,2.7640619940287078e-17,6.493706695857346e-29,5.035861871325258e-16,6.510013206847264e-15,5.1476665537553285e-24,5.341193472520334e-29,3.929447640275558e-27,1.5286231079171712e-22,9.123611839005916e-27,6.293266272662817e-33,2.545352724172078e-37,1.5950386571390184e-39,2.413125138623112e-34,6.69849199726877e-29,1.362115657962272e-37,4.312820282335232e-20,7.746696042887125e-26,8.294231481157371e-19,3.9763052322081802e-25,8.208298898210923e-35,3.396201621449401e-17,7.517258827011872e-18,5.967054441737607e-27,7.471174192729254e-20,5.511000906416578e-23,1.2902348249647802e-26,6.723134985808875e-33,3.826968254669007e-15
1.1995725894176644e-09,0.5766662801017326,1.0861742650657385e-14,1.4582788374996827e-18,1.4674006554146811e-13,5.596368781896598e-17,0.0,0.0,5.823668543154377e-11,7.59802732293626e-18,1.6759408402029487e-19,3.321346786016812e-20,4.585565587470139e-27,1.2757961077652774e-37,3.0623062344491007e-27,1.8132105564481635e-18,5.215686369590192e-16,1.8143372363004523e-21,4.156061117633427e-34,1.4964562064571458e-34,7.295237069460799e-18,9.92351959855379e-28,2.6014098633577662e-17,7.453315731332823e-28,2.5952159820081152e-23,2.8131686634795758e-27,5.744960170287162e-27,1.5003619971839046e-27,8.994867377442953e-34,2.2531041185947798e-35,9.085460422551571e-28,1.7593964033950059e-34,2.736974808233197e-26,7.071608521519875e-31,3.76,0.0,0.9041918351878586,0.9999086899385022,2.0361376695424818e-16,1.7048872805734502e-20,1.538627160014362e-07,1.5386271607296467e-07,1.1843020816046018e-17,3.2753573689544406e-22,9.131000310734936e-05,5.170308897673921e-21,1.310671975203936e-22,5.8125287606785645e-11,8.969977184888141e-14,2.154469959573443e-16,1.3437444074773113e-14,1.7893573937910675e-09,4.772176614599416e-20,1.4693424714875797e-13,4.0726655130386384e-17,2.516759682943913e-21,4.371888631625268e-18,2.256296019400029e-15,2.0954838141002553e-26,1.056732011982502e-26,2.813448723694363e-17,6.841392918489889e-29,5.215858879504505e-16,6.7391297193132914e-15,5.426193799544832e-24,5.729967932641608e-29,4.13042505422913e-27,1.611186444124275e-22,9.785385419590017e-27,6.748102229393257e-33,2.723763240050704e-37,1.7113749447814112e-39,2.527664881356042e-34,7.198169628340614e-29,1.4466284325211353e-37,4.5063859552728886e-20,8.26143648906088e-26,8.741600247752597e-19,4.173865164626965e-25,8.80576698217692e-35,3.447467796171148e-17,7.7859578080021e-18,6.24471639718997e-27,7.875114930036892e-20,5.707982058895317e-23,1.3434094225931332e-26,7.239792059640122e-33,3.963826025045206e-15
1.2204637041484124e-09,0.5766662803761257,1.1238211714428521e-14,1.5322170577989314e-18,1.5189181637268806e-13,5.74902213381702e-17,0.0,0.0,5.925093703356467e-11,7.86497929007355e-18,1.7650005431961514e-19,3.529507021327766e-20,4.9129689624621374e-27,1.3420122204744917e-37,3.1667966976585795e-27,1.873931030460461e-18,5.398831396783612e-16,1.909208652923356e-21,4.427155330501628e-34,1.5782751644141007e-34,7.551549593243126e-18,1.0449853471022368e-27,2.643515609022419e-17,7.9856066531530805e-28,2.7328722318425406e-23,3.0230014251430325e-27,6.050309929270114e-27,1.6075607205708875e-27,9.805559802070413e-34,2.456160370309863e-35,9.733110555416638e-28,1.9167080840345187e-34,2.9326054926446004e-26,7.709053787326333e-31,3.76,0.0,0.9041918324916712,0.9999084946517321,2.144340811466756e-16,1.795495579903782e-20,1.5654230654879272e-07,1.5654230662280678e-07,1.2231344877036183e-17,3.3888945625144826e-22,9.150528885766224e-05,5.352240857196011e-21,1.36492804325924e-22,5.913562745563118e-11,9.284503938320559e-14,2.2688850092971946e-16,1.3909246488878652e-14,1.8205172090422103e-09,4.9395886687929314e-20,1.5209645849436963e-13,4.21549446820653e-17,2.6090569173404814e-21,4.525445796525888e-18,2.3354628871054892e-15,2.1653604765125868e-26,1.1099566240752334e-26,2.862849426324656e-17,7.201159366659324e-29,5.399013074408734e-16,6.972079818005749e-15,5.71458872335509e-24,6.139586449852421e-29,4.337070564729865e-27,1.6966667831991394e-22,1.0482446173652204e-26,7.227050342025668e-33,2.911159363110843e-37,1.8339724635113256e-39,2.6452799546943685e-34,7.725164526101583e-29,1.5346475619524683e-37,4.70454208763145e-20,8.800407350170231e-26,9.204718788665427e-19,4.377279853505557e-25,9.435268394264349e-35,3.498455080630087e-17,8.059370395124528e-18,6.529610039690334e-27,8.29334489181637e-20,5.908418654875733e-23,1.3978883374304513e-26,7.786274833203137e-33,4.103087968829056e-15
1.2490370059867165e-09,0.5766662807514201,1.176360067070875e-14,1.6373927716303558e-18,1.5908169535863413e-13,5.962422372839325e-17,0.0,0.0,6.063815734997986e-11,8.237559232307164e-18,1.891838612707137e-19,3.828650865496691e-20,5.3887570383182805e-27,1.4361407421373888e-37,3.312377733573767e-27,1.958435197965699e-18,5.654434727107678e-16,2.0441524280414846e-21,4.818198679586865e-34,1.6951102017468633e-34,7.909280050259464e-18,1.1199339236395547e-27,2.7009361004067197e-17,8.759148468621822e-28,2.9288922116406746e-23,3.328525087916148e-27,6.485193170400654e-27,1.7633520825885727e-27,1.10079232791771e-33,2.7573173484960454e-35,1.067412326055274e-27,2.149803889814993e-34,3.216925821886018e-26,8.654485109486056e-31,3.76,0.0,0.904191828804028,0.9999082450902728,2.2984429908386553e-16,1.9245402308911457e-20,1.6020724976642125e-07,1.6020724984390218e-07,1.2771147027146892e-17,3.5472280594760937e-22,9.175484892226265e-05,5.606198950196516e-21,1.4412599447186114e-22,6.051738877677477e-11,9.723430380164547e-14,2.4318257677028204e-16,1.4567706165600427e-14,1.86313512191225e-09,5.173221609108785e-20,1.5930124312650703e-13,4.4148161610066154e-17,2.7379816896310405e-21,4.739758703949456e-18,2.4459456647297704e-15,2.2625909369199e-26,1.185597160349619e-26,2.930438648379773e-17,7.713144006772531e-29,5.654629461349517e-16,7.296887211706981e-15,6.125323367540794e-24,6.734914901477041e-29,4.628910976673611e-27,1.8183952895654953e-22,1.1495203077079374e-26,7.92267098065412e-33,3.1825211549662404e-37,2.0121941330529376e-39,2.811149406337024e-34,8.491935680507463e-29,1.6608444328363648e-37,4.9829970210861e-20,9.578028410403189e-26,9.864128100724707e-19,4.66506629270907e-25,1.0350169039567304e-34,3.567742846831558e-17,8.440955485045625e-18,6.931032415715896e-27,8.888955255835952e-20,6.188155580870241e-23,1.4745356331505314e-26,8.584126720796583e-33,4.29745284497991e-15
1.2776103078250206e-09,0.5766662811267145,1.230110762587805e-14,1.747344217660676e-18,1.6643757669541676e-13,6.181264300855071e-17,0.0,0.0,6.202538110502196e-11,8.618761295331348e-18,2.0246098745312908e-19,4.1449386595279404e-20,5.898267734233869e-27,1.5344605459383736e-37,3.461028034309234e-27,2.0446097125636595e-18,5.915942743843083e-16,2.1852023435723027e-21,5.23344939497028e-34,1.8177895240013282e-34,8.275288730990948e-18,1.19837460639763e-27,2.7581624208834397e-17,9.587525604212269e-28,3.1340467003248886e-23,3.656383696950153e-27,6.940427322167459e-27,1.9301956907556435e-27,1.2325420292704925e-33,3.087309213554814e-35,1.1681630096786473e-27,2.4049454991611944e-34,3.521430453951395e-26,9.690467529272005e-31,3.76,0.0,0.9041918251163849,0.9999080143933293,2.4597539286989717e-16,2.0596225903323063e-20,1.6387219296903384e-07,1.638721930500595e-07,1.3320888298214889e-17,3.709074337296196e-22,9.198554447057547e-05,5.8660816406210414e-21,1.5200726640868657e-22,6.189902788398247e-11,1.0172452031798929e-13,2.602378650495897e-16,1.524137270071038e-14,1.905752863401491e-09,5.412236480720051e-20,1.6667273646662218e-13,4.618724455896869e-17,2.870007855597925e-21,4.9590264417543246e-18,2.558974618997965e-15,2.3617249131247936e-26,1.2645892657736055e-26,2.998054049357606e-17,8.24861007464683e-29,5.916151145507769e-16,7.628837655052439e-15,6.5552773045465894e-24,7.372516918400459e-29,4.931420546794651e-27,1.9458039701366871e-22,1.2579467367614634e-26,8.667111656690721e-33,3.4719334780422916e-37,2.203123344437378e-39,2.982830202060753e-34,9.314128870570181e-29,1.7939255176182015e-37,5.270034041221067e-20,1.040397074572106e-25,1.0554189797581477e-18,4.96402341843211e-25,1.133003611962685e-34,3.6365155951013437e-17,8.831357137211029e-18,7.346117554100631e-27,9.512391648051398e-20,6.474355816906968e-23,1.5536793295733083e-26,9.443004967038207e-33,4.496315109484344e-15
1.3061836096633248e-09,0.5766662815020089,1.285074045995296e-14,1.8621795275886395e-18,1.7395944343334982e-13,6.405672037235148e-17,0.0,0.0,6.341260833060417e-11,9.008585499126924e-18,2.1634497452036683e-19,4.478879400858527e-20,6.443055105852834e-27,1.6370532707210002e-37,3.612734772143022e-27,2.132442640947495e-18,6.183354992476929e-16,2.3324841807686654e-21,5.673797300352332e-34,1.9464792810903985e-34,8.649575635413679e-18,1.2803861457690995e-27,2.815195234429441e-17,1.0473264951626932e-27,3.348541783877149e-23,4.0076176536857115e-27,7.416477382566033e-27,2.1086016181871086e-27,1.3766124663621755e-33,3.448157716292354e-35,1.2758675588501458e-27,2.68364730751849e-34,3.847052205370787e-26,1.0823353367103766e-30,3.76,0.0,0.9041918214287417,0.9999078011368323,2.628438155329864e-16,2.2008805371840682e-20,1.6753713615663073e-07,1.675371362412786e-07,1.3880469897468588e-17,3.874426719961017e-22,9.219879957264331e-05,6.131892802838129e-21,1.6013951910822133e-22,6.328054484864542e-11,1.0631566111756437e-13,2.7807167187712307e-16,1.59302447405842e-14,1.9483704335105632e-09,5.65663223141712e-20,1.7421093788797038e-13,4.8272181867428785e-17,3.0051316130971884e-21,5.1832488009705995e-18,2.6745492797670215e-15,2.4627488626971955e-26,1.3470054333147668e-26,3.065695652418789e-17,8.808066691748304e-29,6.183577686312379e-16,7.967914830232253e-15,7.004889575630277e-24,8.054347141380704e-29,5.244632640571038e-27,2.0790218494213844e-22,1.373851067540424e-26,9.46258121181331e-33,3.780127895138855e-37,2.4073533510896355e-39,3.1603527409653733e-34,1.0194314917239684e-28,1.934078324095824e-37,5.565645881358331e-20,1.1279986162337722e-25,1.127559024721379e-18,5.274271452457702e-25,1.2377873576772126e-34,3.704777153822425e-17,9.23057474600763e-18,7.774937608691795e-27,1.0164286698599323e-19,6.767018968890698e-23,1.635352027820818e-26,1.0366045490709681e-32,4.699674744230048e-15
