Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39)
0.0001803407097985267,0.5790602223694492,8.840395757288623e-07,3.3152529498768996e-08,6.839490047090523e-07,0.00044391854710398176,0.0,0.0,0.00033049415973733677,1.6736302208460493e-05,5.7031461791731065e-05,1.308541787814443e-07,8.928741437675232e-11,1.2308268150451276e-22,6.50901241421053e-17,4.139616655045412e-12,8.273271974430066e-07,6.499694099639138e-07,8.171138841820666e-13,1.2547011907203706e-16,1.6393474460796726e-07,2.5523520099998404e-15,1.434275278321611e-13,3.0119095917086617e-09,2.858826148235289e-10,6.290401904198277e-07,1.2616772629724097e-13,3.1391674458921446e-09,6.955465729684549e-10,1.8390923910236238e-13,1.608173593546988e-12,1.6688733057648358e-15,7.001859382622989e-11,5.880828227272198e-10,3.76,0.0,0.8803726092998095,0.9992518812859813,0.00034895888430752517,7.152778811000222e-06,0.02281784452335306,0.022880288602466256,9.586184323146667e-12,1.2199375093563953e-15,9.474457020808263e-05,2.2468067796110797e-09,2.2024468892883963e-07,2.10380526446273e-06,8.354448719073484e-07,0.0007341605901672527,0.0001168981331473842,1.0688964356063822e-05,1.7443875298645312e-09,0.0002024010760668162,5.1250347288728214e-08,8.209885582424637e-10,5.69482003727482e-08,5.7109915396729185e-08,2.6657968548440184e-10,1.9568910738559831e-10,4.0706961758974033e-07,1.157421013734865e-08,4.442152120285165e-06,5.440049254202531e-09,1.5202463291543646e-08,6.295210066941859e-07,3.3946145081308944e-15,1.9306571139378466e-07,1.0542304270950486e-09,4.720703973601628e-10,1.1499454945789085e-15,1.418487639409749e-13,3.993791669056625e-15,8.094090013268372e-11,9.744051132658632e-17,8.990927880461265e-13,3.8032971610957044e-16,2.085197770186474e-09,2.4590639852340752e-17,7.619318763582671e-16,1.9531461694314575e-12,2.8288749712691607e-07,2.2550401083806455e-14,2.754235334344761e-07,1.0076185371870947e-08,4.1225793249123217e-10,4.176373316735114e-17,6.7501688283374446e-06
0.00018488767326502436,0.5791203013139868,8.953581447453992e-07,3.371267933557939e-08,6.922167014858148e-07,0.0004580315344032096,0.0,0.0,0.0003388403461139401,1.7814663199127854e-05,5.9896234105599723e-05,1.3941782704646258e-07,9.353836970528512e-11,1.3156434706312676e-22,6.869521956187705e-17,4.314041080636269e-12,8.477996724567227e-07,6.870450524925537e-07,8.809320930234583e-13,1.3351149427464203e-16,1.7227822825261038e-07,2.682992712142722e-15,1.489968287317174e-13,3.1981770292108664e-09,3.001816364697378e-10,6.680378725794549e-07,1.3244647090121936e-13,3.3373900727032514e-09,7.392281945786313e-10,1.936389970815538e-13,1.6936535096351286e-12,1.7974449499304747e-15,7.26407696450444e-11,6.218742347061687e-10,3.76,0.0,0.879774534276214,0.9992334152450918,0.0003597303451537983,7.462088258245224e-06,0.023384990651687962,0.023450612702010844,9.8244563856445e-12,1.2502702421919755e-15,9.474281934183052e-05,2.3320795923142864e-09,2.2876019201003353e-07,2.129236110345984e-06,8.456748474419436e-07,0.0007573578244622123,0.00012056513810395147,1.0696476302549641e-05,1.8130428371023317e-09,0.00020665289688562438,5.3281308924834444e-08,8.712577701829288e-10,5.92431090302912e-08,5.825559317405418e-08,2.7851448658752997e-10,2.044220333206575e-10,4.2075336725787737e-07,1.2099297199593274e-08,4.558139695964839e-06,5.505134487042729e-09,1.6077160903090925e-08,6.788226124653564e-07,3.602524427826311e-15,2.009984772788777e-07,1.0974169793962373e-09,4.934325257238962e-10,1.2019791196537895e-15,1.5018798584563354e-13,4.213304635479401e-15,8.533571890643609e-11,1.0184936162157997e-16,9.39096157676816e-13,3.96313652066936e-16,2.127144003446298e-09,2.56240232662007e-17,8.05981118982122e-16,2.0144119701885566e-12,3.0304413397668987e-07,2.3849228378933622e-14,2.846480884706711e-07,1.0643106795256868e-08,4.354241843317456e-10,4.3520885012758904e-17,6.927421755856725e-06
0.00018943463673152202,0.5791803710829513,9.06939894340862e-07,3.428637535712604e-08,7.007429791058541e-07,0.0004723165561312385,0.0,0.0,0.0003471658595671955,1.8930680139432587e-05,6.2824952077519e-05,1.4836410112116374e-07,9.795067977379964e-11,1.4060209212192535e-22,7.247588904967443e-17,4.493711134208091e-12,8.687783411609949e-07,7.256392716721842e-07,9.486954455798855e-13,1.4192223229411277e-16,1.8082741070197253e-07,2.816916101766405e-15,1.5477439808267223e-13,3.392809467389528e-09,3.1499299273223484e-10,7.086630316080617e-07,1.389339287632549e-13,3.5441008893736607e-09,7.850916041132898e-10,2.0387803753754984e-13,1.7826838314879883e-12,1.9333540334564266e-15,7.533220665553238e-11,6.568941206279431e-10,3.76,0.0,0.8791765174642161,0.9992148521123739,0.0003706313145667077,7.779003870803688e-06,0.02395173132732048,0.024020606996307585,1.0062558107938899e-11,1.2805820103697888e-15,9.474105926979219e-05,2.4195646012802408e-09,2.374968739008118e-07,2.155321747799189e-06,8.56168420136208e-07,0.0007808369629088209,0.00012427518409103454,1.0704352298009383e-05,1.8834405243236624e-09,0.00021086317187832542,5.5360567466322004e-08,9.235761530286892e-10,6.159313383433463e-08,5.9435333716054535e-08,2.9087081824205656e-10,2.1345610061334827e-10,4.3464840647535153e-07,1.2642800786664426e-08,4.67398268149928e-06,5.571896191781508e-09,1.698122541997973e-08,7.306086723275612e-07,3.81891655300001e-15,2.0913093426321466e-07,1.1416831237602663e-09,5.155404585126636e-10,1.2558294294545639e-15,1.5897519212594923e-13,4.4435252738363725e-15,8.986599927416523e-11,1.064121446794925e-16,9.804523389177394e-13,4.1277572823029726e-16,2.1703367354822395e-09,2.668831866145278e-17,8.51514339677997e-16,2.0763968707189236e-12,3.2424611813825416e-07,2.5191596811928808e-14,2.9402226959392977e-07,1.1229908887709981e-08,4.593990361120761e-10,4.532991535471321e-17,7.104755692815919e-06
0.00019852856366451736,0.5793004853525994,9.308903793969806e-07,3.547489810918297e-08,7.18576928967024e-07,0.0005014183586753681,0.0,0.0,0.0003637575313223363,2.1276205979298492e-05,6.887318237455147e-05,1.6745729357899408e-07,1.0728633087942185e-10,1.6048856528545253e-22,8.059647445632919e-17,4.86936646006274e-12,9.123039729850056e-07,8.075920195568713e-07,1.0968832866220554e-12,1.5990389238743957e-16,1.98542472442991e-07,3.094620639060548e-15,1.669858139197325e-13,3.8084248559943064e-09,3.4621982365160173e-10,7.949885596870223e-07,1.5255464141588258e-13,3.98403600014611e-09,8.838049511380947e-10,2.2599097923053745e-13,1.9719459683186207e-12,2.2284396496598468e-15,8.093136188547037e-11,7.307444655514853e-10,3.76,0.0,0.8779806249966711,0.9991774214715144,0.00039283785674886596,8.436404212077455e-06,0.025083994395867167,0.025159604423792854,1.0538249723407353e-11,1.341142672417106e-15,9.473751026628078e-05,2.601417059183942e-09,2.556588641774391e-07,2.209458272559055e-06,8.779472993350041e-07,0.0008286695238817628,0.00013182871570657415,1.0721238287760339e-05,2.0296249112068115e-09,0.00021916291576579784,5.96672694289824e-08,1.0345946046700333e-09,6.646211871541301e-08,6.189883800484059e-08,3.1691442095391077e-10,2.3247310477763429e-10,4.6309701227727774e-07,1.3788006915596665e-08,4.905249063216072e-06,5.710448658288368e-09,1.8879455468648347e-08,8.418763823487505e-07,4.2781187809415374e-15,2.2601455105378573e-07,1.2335596955438673e-09,5.621129119622895e-10,1.36927036765807e-15,1.7799481705935906e-13,4.938352975104165e-15,9.934442052973277e-11,1.1602410228479074e-16,1.067426083376881e-12,4.471867442629607e-16,2.260527874404589e-09,2.8913035520360017e-17,9.471336300812174e-16,2.2025960908335206e-12,3.6992299553329065e-07,2.801016433272414e-14,3.132374701696306e-07,1.2465512666978623e-08,5.098697842441334e-10,4.9109156782761584e-17,7.4596988099293215e-06
0.00020671309790421316,0.5794085624790799,9.533393609552843e-07,3.659213149415356e-08,7.355256546034139e-07,0.0005282374527171383,0.0,0.0,0.00037862622126258385,2.3517196054813357e-05,7.453282230613539e-05,1.8608592484729058e-07,1.1630954197743618e-10,1.8066232815189193e-22,8.858935948136648e-17,5.226859690786158e-12,9.533323078665592e-07,8.870790088390781e-07,1.2458903593167451e-12,1.774840033745922e-16,2.1518851545605725e-07,3.3558065667838108e-15,1.787689816065252e-13,4.214323569508154e-09,3.7624770420409264e-10,8.787411082970919e-07,1.6557703896372537e-13,4.41170217324641e-09,9.812589929911304e-10,2.479124617620849e-13,2.1558395486536884e-12,2.52234511516072e-15,8.622884584243907e-11,8.017322992946604e-10,3.76,0.0,0.8769044369354075,0.9991433686860842,0.0004133071415021167,9.05599558914348e-06,0.02610163952700696,0.02618356986170301,1.0965787520811814e-11,1.3955756176949053e-15,9.473428153576411e-05,2.7732679792002875e-09,2.7282415227255726e-07,2.2604221204721376e-06,8.984519360563577e-07,0.0008727546026159119,0.00013878490887108468,1.073778592296627e-05,2.167556885103418e-09,0.00022650021068087919,6.37167139996974e-08,1.1421189551596829e-09,7.104167584483403e-08,6.423717558533343e-08,3.419650425526612e-10,2.5073443459230644e-10,4.894859172089236e-07,1.4889221826244705e-08,5.112933067962072e-06,5.840876926607138e-09,2.0693411664352204e-08,9.511234656912888e-07,4.722897055281773e-15,2.4194208496936674e-07,1.3202058821042887e-09,6.068835669948599e-10,1.4783226417060108e-15,1.9690832591373805e-13,5.426197517096079e-15,1.0836821918368433e-10,1.2526421270877302e-16,1.1508473141413198e-12,4.799245574815318e-16,2.3461320820673694e-09,3.1029575286121026e-17,1.0385242360502525e-15,2.318815394045355e-12,4.149553347281898e-07,3.070403308203457e-14,3.310884466213393e-07,1.365166974169516e-08,5.583062060563519e-10,5.270190920683012e-17,7.779507325778655e-06
0.00021489763214390897,0.5795166186566948,9.76630795211823e-07,3.775517328201535e-08,7.533330928793689e-07,0.0005556743073918167,0.0,0.0,0.00039343893513647257,2.588197837415793e-05,8.039610078406212e-05,2.0617229730613191e-07,1.2596598455925259e-10,2.0324775956916037e-22,9.728538810523785e-17,5.603640686428101e-12,9.961920778395315e-07,9.723402534790467e-07,1.4111428390436386e-12,1.964724876693637e-16,2.3249946793793038e-07,3.62766857745117e-15,1.913549739933448e-13,4.652501161872615e-09,4.0820717099410167e-10,9.685498645469463e-07,1.7935429059122703e-13,4.871164572649712e-09,1.0876460421158395e-09,2.7193293445053255e-13,2.3534938908370495e-12,2.845194868811675e-15,9.178397338496074e-11,8.772110179125378e-10,3.76,0.0,0.8758283074579786,0.9991089494183507,0.0004342590474776299,9.703266204270128e-06,0.027117962993472425,0.027206460158467324,1.139277005610302e-11,1.449940711778265e-15,9.473101805712676e-05,2.953247027438755e-09,2.908040796468834e-07,2.313509129775018e-06,9.198136588512927e-07,0.0009178641406295974,0.0001458972974264042,1.0755676563860223e-05,2.311767287891656e-09,0.00023371780402026184,6.793537141087712e-08,1.2572339357301584e-09,7.581368543399037e-08,6.669330661732649e-08,3.686506307240898e-10,2.70155364393728e-10,5.166576506386083e-07,1.606207054498581e-08,5.320214012426188e-06,5.976730944273316e-09,2.2610617381175623e-08,1.0693684089039532e-06,5.1991039172731316e-15,2.585932844292289e-07,1.410761671446183e-09,6.545538355460534e-10,1.5944378855188154e-15,2.1770023556062447e-13,5.958223134086551e-15,1.1787939673619553e-10,1.3510278134371042e-16,1.2394718205979267e-12,5.144192421434254e-16,2.436043050375835e-09,3.3259696241472656e-17,1.1351316856977519e-15,2.4376443090849733e-12,4.639229211317851e-07,3.35521203074567e-14,3.494958238604236e-07,1.4912102781388024e-08,6.097609944940369e-10,5.648465376867684e-17,8.099709767341781e-06
0.00022308216638360477,0.5796246571786148,1.0007607943974631e-06,3.8964753510754874e-08,7.72006518935108e-07,0.0005837511967604592,0.0,0.0,0.0004082001954821948,2.8371077699677008e-05,8.646205745315677e-05,2.278078659517995e-07,1.3630135232072487e-10,2.2851689215789145e-22,1.067408854373058e-16,6.000601651952723e-12,1.0409537855395723e-06,1.063728354374298e-06,1.594134216895401e-12,2.1695533749503275e-16,2.50474746087911e-07,3.910223622473567e-15,2.047961251895284e-13,5.1251217399788826e-09,4.422078387894422e-10,1.0647332909702824e-06,1.9391752177382497e-13,5.36419789465717e-09,1.2037805376648835e-09,2.982461598321042e-13,2.5658443719332626e-12,3.199149002236216e-15,9.760936178126264e-11,9.573895140001472e-10,3.76,0.0,0.8747521879291155,0.9990741435422555,0.00045571755274478474,1.0379438005958467e-05,0.028132961421671175,0.02822827300510249,1.1819195912059843e-11,1.504237981707153e-15,9.47277179221075e-05,3.1417181514317727e-09,3.096357664015286e-07,2.368719134985555e-06,9.420333461056235e-07,0.0009640397809751088,0.0001531721265150132,1.0774972075507666e-05,2.4624964749498557e-09,0.00024082129441533296,7.232796886200885e-08,1.3803263550070756e-09,8.078331034417155e-08,6.927024766946367e-08,3.970806721999477e-10,2.9081031675115476e-10,5.446508716592992e-07,1.731141653184902e-08,5.527123256824503e-06,6.118006395827009e-09,2.4634345897717634e-08,1.1969724933561126e-06,5.7083440084296336e-15,2.759971567757537e-07,1.50538258682049e-09,7.053199705145492e-10,1.7180940979891e-15,2.405566157483188e-13,6.538523863141388e-15,1.2789899274781383e-10,1.455803075910528e-16,1.3336307376492072e-12,5.507515531962483e-16,2.5303697120042842e-09,3.5608618721888877e-17,1.2371211958152225e-15,2.5591871783587492e-12,5.170437289336258e-07,3.6559848090489774e-14,3.6848780609131605e-07,1.625102467209063e-08,6.644043952813031e-10,6.046586574145185e-17,8.420360000217043e-06
0.00023126670062330058,0.579732681333966,1.0257255956985857e-06,4.022161367272603e-08,7.915530656565402e-07,0.0006124901963977162,0.0,0.0,0.00042291468311438676,3.098496863309017e-05,9.272993676723254e-05,2.510897798751072e-07,1.4736391258236822e-10,2.5676894718631014e-22,1.1701575167887875e-16,6.418654194179039e-12,1.0876873616975693e-06,1.1616147499652523e-06,1.7964765242104285e-12,2.3902225589020387e-16,2.6911376568410823e-07,4.203489779595997e-15,2.1914735160948854e-13,5.634481166805405e-09,4.783636362769106e-10,1.1676238925085163e-06,2.092988164218283e-13,5.8926747167020065e-09,1.3305478905898468e-09,3.27061466694969e-13,2.7938786204401416e-12,3.586498936695443e-15,1.0371772430936712e-10,1.0424862931558667e-09,3.76,0.0,0.8736760297898908,0.9990389305987731,0.00047770681748127126,1.1085778448698214e-05,0.02914663122998517,0.029249006179198733,1.2245063584068778e-11,1.5584674547607069e-15,9.472437919087498e-05,3.339047695038409e-09,3.293565614852891e-07,2.426051948271166e-06,9.651118970033375e-07,0.0010113231499995442,0.00016061562051458762,1.0795734651078303e-05,2.6199866671639067e-09,0.0002478162860983991,7.689921626890932e-08,1.5118000671717315e-09,8.595570032947521e-08,7.197115593214858e-08,4.2736973060153e-10,3.1277695144859295e-10,5.73505333378049e-07,1.8642347213951245e-08,5.733695442108858e-06,6.264698882462927e-09,2.676800160927067e-08,1.3343010825457717e-06,6.252292717604974e-15,2.941828649506072e-07,1.604224843204921e-09,7.59387165721377e-10,1.8497910551108044e-15,2.6567967729034225e-13,7.17152532164776e-15,1.3844968265692214e-10,1.5673913598027913e-16,1.4336692031686014e-12,5.890039471900039e-16,2.6292261145878206e-09,3.808167307504468e-17,1.3446646270449361e-15,2.683547997434735e-12,5.745431204539777e-07,3.9732913270445125e-14,3.880933994117264e-07,1.767294234438595e-08,7.224185303023901e-10,6.465417473131843e-17,8.741514485313078e-06
0.00023945123486299638,0.5798406944138703,1.0515216443609688e-06,4.1526510124984755e-08,8.119798245343734e-07,0.0006419131883669482,0.0,0.0,0.0004375872021402874,3.3724093298897014e-05,9.919918876151728e-05,2.7612112241665403e-07,1.592046562722768e-10,2.8833276171476816e-22,1.2817365845222195e-16,6.85873030118474e-12,1.1364622565039413e-06,1.2663903761445801e-06,2.019908137995728e-12,2.6276669991530566e-16,2.884159421117196e-07,4.507486313717572e-15,2.344662889435231e-13,6.1830129386534955e-09,5.167928569643519e-10,1.277568475535136e-06,2.2553125663499224e-13,6.4585706276507434e-09,1.4689095966038203e-09,3.5860485299101237e-13,3.0386388857952517e-12,4.00967387238412e-15,1.101218805757955e-10,1.1327294862282546e-09,3.76,0.0,0.872599784555865,0.9990032898124843,0.0005002511813811503,1.1823600110913535e-05,0.030158968627721622,0.03026865754541984,1.267037147968352e-11,1.6126291589315886e-15,9.472099989359907e-05,3.5456046886166643e-09,3.500040691367863e-07,2.485507592667086e-06,9.890503251988356e-07,0.001059755858449023,0.00016823398246735465,1.0818026839945995e-05,2.7844821500650645e-09,0.00025470838955800367,8.165381231971765e-08,1.6520762865478595e-09,9.133599860249895e-08,7.479933756090052e-08,4.5963770484894187e-10,3.3613632318929715e-10,6.032619505945353e-07,2.0060185258183062e-08,5.939968217105831e-06,6.4168045228642956e-09,2.9015120861330646e-08,1.4817242528270047e-06,6.8326974827225196e-15,3.1317974269310193e-07,1.7074454274480484e-09,8.169700035163171e-10,1.9900514002352997e-15,2.932890744479673e-13,7.86201046989059e-15,1.4955582103560422e-10,1.6862354854609217e-16,1.5399470602550191e-12,6.292606698308203e-16,2.7327317174397943e-09,4.068430531699123e-17,1.4579405256917256e-15,2.810830405506433e-12,6.366542213513382e-07,4.307728967748891e-14,4.083424535307688e-07,1.918266432851087e-08,7.839976914323009e-10,6.905837249863483e-17,9.063232330356721e-06
0.0002476357691026922,0.5799486997080999,1.0781456658605464e-06,4.288021731259287e-08,8.332939384842055e-07,0.0006720418683842283,0.0,0.0,0.00045222264825707135,3.6588877555741144e-05,0.00010586946990648009,3.030111637109011e-07,1.7187745750137428e-10,3.2356946925246997e-22,1.4028225853776488e-16,7.321783444125555e-12,1.1873475379378834e-06,1.3784663360873245e-06,2.2663021087170657e-12,2.88285934053025e-16,3.0838069040220123e-07,4.822233741657401e-15,2.508134368235492e-13,6.773294245093623e-09,5.576182260251156e-10,1.3949284210480046e-06,2.426489676247103e-13,7.063969693261761e-09,1.6199086487556966e-09,3.931201716452621e-13,3.301224606448795e-12,4.471247503697921e-15,1.1683476910549529e-10,1.2283568697608604e-09,3.76,0.0,0.8715234038101259,0.9989672001048383,0.0005233751638402826,1.2594260378586547e-05,0.03116996961392739,0.031287225056030245,1.309511791812708e-11,1.6667231234278756e-15,9.471757803170709e-05,3.761761210309911e-09,3.716161810492884e-07,2.5470865099951123e-06,1.013849842619039e-06,0.001109379506973352,0.00017603339419345332,1.0841911585431069e-05,2.9562295127763146e-09,0.0002615032222723208,8.659645094381295e-08,1.8015939191458821e-09,9.692934880710717e-08,7.775825557163004e-08,4.940101048815423e-10,3.6097304880702615e-10,6.339628731705618e-07,2.1570500513262567e-08,6.145982000587386e-06,6.574320487680576e-09,3.137937287274342e-08,1.639617436471554e-06,7.451379164338934e-15,3.3301731410231994e-07,1.8152022019798659e-09,8.782929286695508e-10,2.13942179837402e-15,3.236233198701401e-13,8.615147572049383e-15,1.612434890317004e-10,1.812798626335632e-16,1.6528396040027387e-12,6.716078539186261e-16,2.8410116713785305e-09,4.3422083466526284e-17,1.5771341699712096e-15,2.9411376872852832e-12,7.036182981995834e-07,4.659923020584425e-14,4.292657068555041e-07,2.0785309063697476e-08,8.493486645909805e-10,7.368742192592899e-17,9.385575344790548e-06
0.00025582030334238797,0.5800567005085184,1.1055947296943255e-06,4.428353078465731e-08,8.555026871552959e-07,0.0007028977548336964,0.0,0.0,0.0004668259801531723,3.957974580382991e-05,0.00011274064405434967,3.3187562608013635e-07,1.8543924106976434e-10,3.6287520812344625e-22,1.5341340715174292e-16,7.80878974890954e-12,1.2404119942222406e-06,1.4982745825911515e-06,2.5376749059196947e-12,3.15681091631914e-16,3.290074252838244e-07,5.147753900760493e-15,2.682523086067752e-13,7.40805222872838e-09,6.009669707663106e-10,1.5200799730606532e-06,2.606871662508426e-13,7.711070266675751e-09,1.784675259152871e-09,4.308703839135312e-13,3.5827950821497457e-12,4.973944926511594e-15,1.2386946091160443e-10,1.3296158959104227e-09,3.76,0.0,0.8704468391918742,0.9989306401043359,0.0005471034666388712,1.3399161198166767e-05,0.03217962997604651,0.03230470675144689,1.3519301129727943e-11,1.7207493791969488e-15,9.471411157885088e-05,3.987892771772346e-09,3.942311129867223e-07,2.6107897480860396e-06,1.0395119351633356e-06,0.0011602356954761677,0.00018402001699930454,1.0867452271831036e-05,3.1354779006861543e-09,0.00026820640953544863,9.173182787245874e-08,1.9608099123924464e-09,1.0274090207621018e-07,8.085153740115634e-08,5.30618338567822e-10,3.8737548097328365e-10,6.656515649304236e-07,2.317912260878696e-08,6.351779776281464e-06,6.7372454799701315e-09,3.386456076202108e-08,1.8083620759777766e-06,8.110233495846974e-15,3.5372531703843606e-07,1.927654029388561e-09,9.435907486073642e-10,2.2984741545920714e-15,3.569412837639541e-13,9.436519807567688e-15,1.7354054610546227e-10,1.947565341292856e-16,1.7727383700917575e-12,7.161336233349209e-16,2.9541970862359048e-09,4.6300704272430226e-17,1.702437621421594e-15,3.0745727848348506e-12,7.756851386347735e-07,5.030526887974923e-14,4.5089483481211925e-07,2.2486313975009366e-08,9.186910847335411e-10,7.855046661455298e-17,9.708608098359086e-06
0.00026400483758208374,0.5801647001092772,1.1338663046269437e-06,4.573727000279957e-08,8.786135650170583e-07,0.0007345021994519805,0.0,0.0,0.0004814021939578438,4.269713440946468e-05,0.0001198127834899375,3.6283696317089295e-07,1.9995015907273038e-10,4.0668418731111315e-22,1.6764339297610224e-16,8.320749192527686e-12,1.2957242392329947e-06,1.6262686149959672e-06,2.836195695828125e-12,3.4505724336627304e-16,3.5029556124423745e-07,5.4840700218908254e-15,2.86849588167015e-13,8.090170464553434e-09,6.469709173539097e-10,1.6534145432991763e-06,2.7968221408182135e-13,8.402191165440504e-09,1.964432909834892e-09,4.721389009419336e-13,3.8845723770971105e-12,5.520649865732108e-15,1.3123917426992382e-10,1.4367637328210986e-09,3.76,0.0,0.8693700423808698,0.9988935881537224,0.0005714609789935952,1.4239748902294054e-05,0.03318794528840152,0.03332110076081482,1.394291925528237e-11,1.7747079594573613e-15,9.47105984815886e-05,4.2243787240526936e-09,4.178874449020691e-07,2.6766191267356655e-06,1.0660384300127291e-06,0.0012123660360338045,0.000192199992935489,1.089471277972478e-05,3.3224792820777366e-09,0.0002748235853897163,9.70646473478483e-08,2.130199624360872e-09,1.0877582425363141e-07,8.408298228510605e-08,5.696000126758644e-10,4.154358903794356e-10,6.98372888206635e-07,2.489215419751195e-08,6.557406920076125e-06,6.905580160120167e-09,3.647462269013893e-08,1.9883462897914716e-06,8.811232616595825e-15,3.7533372987302065e-07,2.044960914837508e-09,1.0131091588934613e-09,2.4678068938770552e-15,3.935238064221594e-13,1.0332157093045432e-14,1.8647668629051847e-10,2.0910426590033512e-16,1.9000519614416164e-12,7.629282003031219e-16,3.072425291272768e-09,4.9326000140031455e-17,1.8340497821463295e-15,3.2112383185865183e-12,8.531134343033685e-07,5.4202223595288294e-14,4.732625014340238e-07,2.42914453513905e-08,9.92257822842734e-10,8.365684060568267e-17,1.0032397983774715e-05
0.0002721893718217795,0.5802727018088896,1.162958305768987e-06,4.724228101233495e-08,9.026343524038362e-07,0.0007668763993850558,0.0,0.0,0.000495956300544702,4.5941503828612456e-05,0.00012708617009572244,3.960246533940375e-07,2.154737782259182e-10,4.55472101780196e-22,1.8305318506862329e-16,8.858686922073732e-12,1.3533528200185166e-06,1.7629241930067831e-06,3.1641962524693737e-12,3.765234758162436e-16,3.722445126055486e-07,5.831206806999639e-15,3.066752960955084e-13,8.822695675948691e-09,6.957666063946068e-10,1.79533903316e-06,2.9967167517886335e-13,9.139778227966988e-09,2.1605047455926167e-09,5.172310293992742e-13,4.207844465331748e-12,6.114412251507445e-15,1.3895729110035443e-10,1.5500673162790054e-09,3.76,0.0,0.8682929650783417,0.998856022314417,0.0005964727847142608,1.5117514109205175e-05,0.03419491091048126,0.034336405302605,1.4365970345335336e-11,1.8285989002651215e-15,9.470703665980329e-05,4.471602720267819e-09,4.4262416391889e-07,2.744577383635588e-06,1.093431555125419e-06,0.0012658121688806725,0.0002005794465232076,1.092375754737435e-05,3.51748874442783e-09,0.0002813603936768235,1.0259962881905633e-07,2.310257213640544e-09,1.1503930306858249e-07,8.745656836621727e-08,6.110992524580203e-10,4.4525065751081985e-10,7.321731939425505e-07,2.6715984834033563e-08,6.762911057236337e-06,7.079327518373037e-09,3.921363313244419e-08,2.179965549051972e-06,9.556426692541008e-15,3.978728008521286e-07,2.1672841623273296e-09,1.087105293309307e-09,2.6480463009811004e-15,4.336754512322018e-13,1.1308570634869201e-14,2.000834991140277e-10,2.2437612131800703e-16,2.035206916936094e-12,8.120840224683077e-16,3.195840085312942e-09,5.250394670495063e-17,1.972176458521948e-15,3.351236616184583e-12,9.361711668896593e-07,5.829719889934893e-14,4.964024141213797e-07,2.6206809040654782e-08,1.070295405436869e-09,8.901607921808496e-17,1.0357015283786837e-05
0.0002803739060614753,0.5803807089118527,1.1928691343756452e-06,4.8799438907991705e-08,9.275731797186554e-07,0.0008000414103718892,0.0,0.0,0.0005104933055278457,4.931334949615311e-05,0.00013456129664039893,4.3157550835991617e-07,2.3207727619186945e-10,5.097595251966854e-22,1.997286978099795e-16,9.423654651386766e-12,1.4133663255239846e-06,1.90874006947746e-06,3.5241813929731246e-12,4.1019297881875285e-16,3.9485369361250416e-07,6.189190511095495e-15,3.2780296190806263e-13,9.6088447061774e-09,7.474954046457853e-10,1.9462761739350615e-06,3.2069437795965316e-13,9.926411266453035e-09,2.3743203253273805e-09,5.664755056758188e-13,4.5539684629958004e-12,6.758456016286799e-15,1.4703737403948576e-10,1.6698034134792102e-09,3.76,0.0,0.8672155589848277,0.9988179203683685,0.0006221641712573397,1.6033991696664316e-05,0.03520052198501918,0.03535061868523336,1.4788452359373425e-11,1.8824222411129915e-15,9.470342400688032e-05,4.729953187973808e-09,4.6848070996494793e-07,2.814668302059991e-06,1.121693991600551e-06,0.001320615781053837,0.00020916448688330369,1.0954651636923612e-05,3.720764795897041e-09,0.0002878224892169525,1.083415136326669e-07,2.5014960510463228e-09,1.2153655529402664e-07,9.09764595243351e-08,6.552670330731728e-10,4.769204714333444e-10,7.671004173611382e-07,2.8657305520566383e-08,6.96834194774894e-06,7.2584931997566646e-09,4.20858042913648e-08,2.383623365521027e-06,1.0347945628744503e-14,4.2137307961465864e-07,2.2947865426264916e-09,1.1658483005431573e-09,2.839847925032732e-15,4.777263639961043e-13,1.2372789538840002e-14,2.1439453536144847e-10,2.406276432670503e-16,2.1786486226967534e-12,8.636958665625488e-16,3.324591976785431e-09,5.584067083428669e-17,2.117030431992159e-15,3.4946697480577185e-12,1.0251359975140801e-06,6.259758867451086e-14,5.203493815336428e-07,2.8238861986140557e-08,1.1530644678766352e-09,9.463793055907193e-17,1.0682533242959327e-05
