Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777)
0.00010791371626640504,1.0230262544958482,0.00861910092203131,0.0008995482023134444,0.00303344305293152,0.1536969678918821,0.0,0.0,0.0004728684562295036,7.369830400680057e-06,0.7706067006646434,0.08018209478074366,0.0002290039255791344,3.057390431169395e-07,5.784009011642209e-06,5.18809359261174e-05,0.008097562943014345,0.003529259754497044,0.0007332583899019896,4.668254564106263e-05,0.022806865374759212,1.9216433073883943e-06,1.6848885532892984e-05,0.0002538659350684696,4.502875218145049e-07,0.003931991473252115,1.379383446408854e-05,0.002138914977459533,0.00022344824153133959,2.6861236838249237e-06,9.076135780517883e-06,1.1069547599702222e-08,5.456086989985894e-07,3.542710184087537e-05,3.76,0.0,6.833814960341383e-06,0.31273474168446075,0.3873387992557885,0.019977242804597218,0.015000125949859252,0.9638237312732001,1.4647199702589336e-08,4.912784268095744e-11,0.000662378361611151,0.000161251495684636,0.00019945516447503588,6.418334534132528e-07,1.0365780755932466e-06,0.006214667976682952,0.0002695739278636533,0.01161907993636891,0.00012029923323826007,0.004061958067024433,2.421176655794211e-06,1.7070448386205468e-05,1.7198690366047317e-06,3.420261223155285e-06,0.00014865349053753374,2.036152021873393e-05,0.0038088930496179155,1.4137989907318077e-05,0.016415317122348103,4.630790402232067e-12,0.0680198734784733,0.036817657016976174,3.285226447713908e-08,1.3204888119457636e-05,3.4333024650737123e-10,1.3817407768799417e-09,4.7212174272240254e-14,1.592380215363138e-10,5.34743160974523e-10,5.3888953132144275e-08,8.894053211317175e-15,5.512023956723279e-07,1.4640650447219884e-11,1.662385123440988e-10,9.218562188218478e-12,1.9770049192387316e-06,4.62218167426103e-09,0.0001414689539831782,1.4537376044967948e-09,1.0032781879839683e-05,0.002977752543352003,3.108242871601284e-08,1.4493901868573943e-10,0.00603923058383398,1.680754481771989e-11,4.6489042962300245e-06,3.2154286842631467e-11,0.0023628364355677174,1.3967452469476405e-05,8.204350089817027e-05,1.381354031585029e-06,3.153372340721726e-05,9.463671772577124e-05,7.758804884449007e-05,1.4410695573124864e-10,5.252957358244729e-06,6.852764349196116e-07,2.208216204824572e-08,4.056027007407574e-09,1.1256758018755732e-08,1.8875003634324555e-06,2.7768838041913002e-11,1.50711112457189e-09,1.3567174190391285e-05,1.4898526657841343e-07
0.00010813116429785443,1.0231921554120693,0.008743944789617724,0.0009117878946571832,0.0030744914466268713,0.15381397538661262,0.0,0.0,0.00047092253003729934,7.342909019204965e-06,0.7718592483191918,0.08060680494760343,0.00023042839634527244,3.201939973745508e-07,5.945526167784994e-06,5.272267807874455e-05,0.008079756239079045,0.00350986954278165,0.0007347043232803454,4.692839798309052e-05,0.02274489830084485,1.932598645183844e-06,1.7095356884894123e-05,0.00025378347307194587,4.496446039450896e-07,0.0038756121913813557,1.3905106156818806e-05,0.0021244590771228493,0.0002206517862439644,2.6809818511660487e-06,9.18030141198073e-06,1.1124601682223982e-08,5.481254806566928e-07,3.5297431742474845e-05,3.76,0.0,6.713466179508063e-06,0.3112353895877496,0.3881500956108457,0.01979440585874776,0.014732122351361798,0.9646832056240844,1.4385576171051889e-08,4.828659874972641e-11,0.0006592027766145514,0.0001610357138344255,0.00019819455739415916,6.433348702929865e-07,1.0374838453776096e-06,0.0061392837412842976,0.0002669543019806838,0.011529204551788479,0.00012011397260238147,0.004064861059270474,2.4119780244532086e-06,1.7043136436779256e-05,1.7133323398364271e-06,3.425663416214914e-06,0.00014917779154601798,2.043481203792968e-05,0.0037402489355715645,1.412100724503267e-05,0.016371257441149586,4.618564724274538e-12,0.06790318949690173,0.036931639130835664,3.2602496101316723e-08,1.3121128831926545e-05,3.3946219390495307e-10,1.3732431151938579e-09,4.6921804273442894e-14,1.590285511774439e-10,5.365561654777704e-10,5.37674273724628e-08,8.839349980886868e-15,5.57321124003154e-07,1.4804425282895564e-11,1.6564977035898698e-10,9.321722413639088e-12,1.9736276347861666e-06,4.576609976308299e-09,0.00014147283801287891,1.453443918331748e-09,1.0012706555372744e-05,0.0029465296021635753,3.060487388187783e-08,1.4687082513742937e-10,0.0059389331579051035,1.6614451715038088e-11,4.6649066557417104e-06,3.21047702336104e-11,0.0023404646970167117,1.4145530599139491e-05,8.264721738381029e-05,1.3866342007400833e-06,3.163552542601726e-05,9.401424849811683e-05,7.678058627523926e-05,1.438558048025079e-10,5.242705595128376e-06,6.800888021970843e-07,2.1914810841375184e-08,4.0604978846832285e-09,1.1270935886264097e-08,1.858500650800866e-06,2.775582379525878e-11,1.5006407930096087e-09,1.3430311072236788e-05,1.513095959277653e-07
0.00010834861232930381,1.023358575609042,0.008871858585532383,0.0009243774898243909,0.0031165545134007847,0.1539301307292249,0.0,0.0,0.0004689375463980193,7.315394544898797e-06,0.7731157640945135,0.08103682435897924,0.00023186840797908518,3.354998179326658e-07,6.113439326828754e-06,5.35848146976925e-05,0.00806121731267626,0.0034902287222198874,0.0007361323821205388,4.717674643541084e-05,0.022681767355320036,1.943873575498675e-06,1.734721716912957e-05,0.00025368342864896825,4.489832343758321e-07,0.0038195048248476364,1.4017314003417002e-05,0.0021097307548866794,0.00021782255449903645,2.6754053075898133e-06,9.286233031492376e-06,1.1179767137322604e-08,5.506461246019035e-07,3.516289779895555e-05,3.76,0.0,6.592960887865922e-06,0.3097259777568682,0.38896495051552005,0.019610067534463684,0.014465462281806814,0.9655462813339284,1.412526465581305e-08,4.7449957812566524e-11,0.000656005885887879,0.0001608106385225763,0.00019691863666370838,6.448305264582537e-07,1.0383805038635784e-06,0.006063806613646529,0.0002643202402189974,0.011438227227197397,0.00011992208025076276,0.004067696818415735,2.4025829222203562e-06,1.701582646145462e-05,1.706656025350642e-06,3.430976134308761e-06,0.00014970892644199888,2.0509044968967423e-05,0.0036716772532840577,1.4103802380963232e-05,0.01632647227082587,4.606046241377125e-12,0.06778395990412,0.037046438451832094,3.235691247890485e-08,1.3036499365649926e-05,3.3558280537473854e-10,1.3646976556703396e-09,4.66298003940175e-14,1.5881510752322625e-10,5.384273739158768e-10,5.3647943063128555e-08,8.7843388622863e-15,5.635470449037517e-07,1.4971077636079456e-11,1.6504911427801192e-10,9.42669390218675e-12,1.9701766544378987e-06,4.530800644184042e-09,0.00014147664874884628,1.453147193731678e-09,9.99206448359519e-06,0.002914925475330296,3.012566081732455e-08,1.4885123645718404e-10,0.005838722821857431,1.6420084525321062e-11,4.6808339748139e-06,3.205263809212604e-11,0.002317889024340465,1.4328090998747462e-05,8.326118161547858e-05,1.3918969512251723e-06,3.173719945328649e-05,9.33840115294775e-05,7.596557535865553e-05,1.435949637960146e-10,5.232057232880587e-06,6.748686847179275e-07,2.174641083898309e-08,4.064900816222725e-09,1.1284965177443764e-08,1.8297297285616662e-06,2.7742231858054183e-11,1.494143791045601e-09,1.3291894190671422e-05,1.5369282915058474e-07
0.0001085660603607532,1.0235255226856168,0.009002933832522429,0.0009373293187077225,0.003159662952258737,0.15404538204454735,0.0,0.0,0.0004669122726750915,7.287258456958536e-06,0.7743763169870758,0.0814722653755948,0.00023332357904383758,3.517140224273647e-07,6.288041056044666e-06,5.4467857061791124e-05,0.00804192262178203,0.0034703315538328486,0.000737541195235245,4.742754833521191e-05,0.022617443466134306,1.955479467636754e-06,1.7604581090820925e-05,0.0002535650618395004,4.4830268381160924e-07,0.0037636699971728372,1.4130427933140858e-05,0.002094726611691494,0.00021496075860410988,2.669377738417174e-06,9.393943081641795e-06,1.1235009239791534e-08,5.531687356292206e-07,3.5023392676690365e-05,3.76,0.0,6.472317010532054e-06,0.3082063126169198,0.38978341838148756,0.019424225779005214,0.014200161798482318,0.9664129960716018,1.386628083562548e-08,4.66179748372835e-11,0.0006527872794493303,0.0001605756816886369,0.00019562675083666833,6.46318344905287e-07,1.0392649473832434e-06,0.0059882376441886655,0.000261671526827047,0.011346128392324866,0.0001197231317121476,0.00407045589364271,2.392982152406694e-06,1.6988518244821715e-05,1.6998335594937282e-06,3.436188418749877e-06,0.00015024674826801128,2.0584198394860837e-05,0.0036031888512081086,1.4086340507557541e-05,0.016280943338975954,4.593217019724634e-12,0.06766213240838721,0.037162072224950486,3.211558049479175e-08,1.2950959666625766e-05,3.316913954988765e-10,1.3561007007092374e-09,4.63360362659369e-14,1.585970026076141e-10,5.403576580847029e-10,5.3530468516422945e-08,8.72899604626503e-15,5.698810448109213e-07,1.5140632028712375e-11,1.64435968818483e-10,9.533491957396046e-12,1.9666504660562043e-06,4.484750249093182e-09,0.00014148038585884846,1.4528473637557797e-09,9.970824384630204e-06,0.00288293821918145,2.9644841257363735e-08,1.508814191516611e-10,0.005738611100192979,1.6224439782181015e-11,4.696671695623616e-06,3.199776930325332e-11,0.0022951098601751547,1.4515271454618787e-05,8.388552708222448e-05,1.3971379455208918e-06,3.1838662600278596e-05,9.274584170733901e-05,7.514304230202738e-05,1.4332393747115863e-10,5.220997365461792e-06,6.696155527467087e-07,2.157694495548819e-08,4.069224297071045e-09,1.1298814849056075e-08,1.8011871165228083e-06,2.772799605046542e-11,1.4876166646338744e-09,1.3151920047626938e-05,1.5613683172876662e-07
0.00010878350839220258,1.023693004052459,0.009137264794876265,0.0009506561988601884,0.003203848415237887,0.15415967468781808,0.0,0.0,0.00046484545738778604,7.258471434007666e-06,0.7756409751346313,0.08191324271484389,0.0002347934760536635,3.6889838913608247e-07,6.469637951106803e-06,5.5372323786179025e-05,0.00802184799142573,0.0034501722034764475,0.0007389293414202336,4.76807551940214e-05,0.022551896651561047,1.9674279453287695e-06,1.786756388761785e-05,0.00025342760329948196,4.4760220563149564e-07,0.0037081084991545774,1.4244414248833328e-05,0.0020794432800277573,0.00021206665344017915,2.6628824418621225e-06,9.503442024697822e-06,1.1290290474886524e-08,5.556912752271079e-07,3.487880738005023e-05,3.76,0.0,6.351553718146533e-06,0.3066761981946224,0.39060555346924397,0.01923687923546133,0.013936237869322732,0.9672833862665619,1.3608641277790726e-08,4.579070741201131e-11,0.0006495465422369287,0.0001603302289832487,0.00019431823281112128,6.477961143929434e-07,1.0401338813108606e-06,0.005912578095907981,0.0002590079523684925,0.011252888467316716,0.00011951668354936491,0.004073128304837436,2.3831662143568655e-06,1.6961211536912172e-05,1.6928581928174593e-06,3.441288670831136e-06,0.0001507910884710832,2.066024870400192e-05,0.0035347950521162587,1.4068584783152722e-05,0.016234651827904956,4.580058433601404e-12,0.06753765332172,0.03727855801087452,3.1878569089215084e-08,1.286446865492092e-05,3.277872810734233e-10,1.3474484259456327e-09,4.604038118971782e-14,1.5837350952745854e-10,5.423478661596349e-10,5.341496829104406e-08,8.673296907582563e-15,5.763239028670569e-07,1.53131101949398e-11,1.6380973862085198e-10,9.642130095739558e-12,1.9630475170888753e-06,4.4384554746300945e-09,0.00014148404900589745,1.4525443613656113e-09,9.94895370489859e-06,0.0028505661646107024,2.9162471479464536e-08,1.5296255768961433e-10,0.00563861006028919,1.602751535126851e-11,4.7124043374146395e-06,3.1940038168438275e-11,0.002272127766142598,1.4707214253090084e-05,8.452038402715839e-05,1.4023525639553205e-06,3.193982607658036e-05,9.209957480529906e-05,7.431302032860312e-05,1.4304220988193152e-10,5.209510548988012e-06,6.643288750266196e-07,2.1406396058158735e-08,4.073456111105e-09,1.1312451877132465e-08,1.7728723385403645e-06,2.7713046259397285e-11,1.4810558177400944e-09,1.3010386250399045e-05,1.586435323601008e-07
0.00010900095642365197,1.0238610268300647,0.009274948532973044,0.0009643714535684053,0.0032491435293576522,0.15427295112552053,0.0,0.0,0.0004627358313312063,7.2290033593851905e-06,0.7769098056886024,0.08235987346937883,0.0002362776098335819,3.871192917841568e-07,6.658551271566784e-06,5.629874040726506e-05,0.008000968611470302,0.0034297447438605116,0.0007402953484073315,4.793631239883482e-05,0.02248509599691181,1.9797308739385785e-06,1.8136281168510367e-05,0.00025327025348184244,4.468810361194588e-07,0.0036528212946339137,1.4359235387309146e-05,0.0020638774311150594,0.0002091405387521832,2.6559023386231165e-06,9.614738144079297e-06,1.1345570407898766e-08,5.582115541353443e-07,3.472903130997336e-05,3.76,0.0,6.230691471947153e-06,0.30513543618672007,0.39143140981850577,0.019048027289731716,0.013673708401516408,0.9681574869924895,1.3352363466051293e-08,4.496821580858921e-11,0.0006462832542532889,0.00016007363898806198,0.00019299240011806123,6.49261484093148e-07,1.0409838130518968e-06,0.005836829457293405,0.00025632931441754177,0.011158487894375053,0.00011930227278764676,0.004075703520330066,2.3731252998111553e-06,1.693390605189952e-05,1.6857229574792146e-06,3.446264628632481e-06,0.00015134175529703852,2.0737169066592775e-05,0.003466507666345562,1.4050496235050943e-05,0.016187578362472997,4.566551148876317e-12,0.06741046753148754,0.03739591368561007,3.164594926890525e-08,1.2776984233794395e-05,3.2386978249108594e-10,1.3387368758356244e-09,4.5742699980221265e-14,1.5814386057516889e-10,5.443988191357046e-10,5.330140292344227e-08,8.617215975487888e-15,5.828762845707602e-07,1.5488530811297036e-11,1.6316980793224084e-10,9.75261993061172e-12,1.9593662137469276e-06,4.391913128631718e-09,0.0001414876378486021,1.4522381195382256e-09,9.92641858310248e-06,0.002817807938858288,2.867861253396598e-08,1.550958540893743e-10,0.005538732331375029,1.5829310532462637e-11,4.728015456504531e-06,3.1879314276908005e-11,0.002248943429289956,1.4904066296455723e-05,8.516587910928125e-05,1.4075358923906732e-06,3.204059486643806e-05,9.144504788616449e-05,7.347555007037092e-05,1.4274924346604354e-10,5.197580789501133e-06,6.590081194904098e-07,2.123474698924112e-08,4.0775833074148045e-09,1.1325841188271964e-08,1.7447849216724836e-06,2.7697308313130868e-11,1.474457513081487e-09,1.2867291588027263e-05,1.612149246697146e-07
0.00010921840445510135,1.024029597934071,0.009416084957425042,0.0009784889317708408,0.0032955819177165045,0.15438515078042556,0.0,0.0,0.00046058210912679854,7.1988233387442e-06,0.7781828746224249,0.08281227711200599,0.00023777543180255668,4.0644805868346537e-07,6.855117428306613e-06,5.724763838328184e-05,0.007979259041952414,0.003409043160144645,0.0007416376918460922,4.8194158779749466e-05,0.022417009627839418,1.9924003464904918e-06,1.8410848651128336e-05,0.00025309218182440764,4.461383946739283e-07,0.0035978095272858612,1.4474849694845204e-05,0.00204802578620925,0.0002061827619875167,2.6484199880672337e-06,9.727837314335436e-06,1.140080548673038e-08,5.607272231015972e-07,3.457395238844533e-05,3.76,0.0,6.10975208377717e-06,0.3035838260920976,0.3922610411421237,0.018857670135047577,0.013412592274437713,0.9690353318012512,1.3097465832667132e-08,4.4150563036984556e-11,0.0006429969908456917,0.00015980524245034372,0.00019164855530915716,6.507119549900483e-07,1.041811038795974e-06,0.005760993459527696,0.00025363541856700635,0.011062907186320279,0.00011907941635466714,0.0040781704328486336,2.3628492835643334e-06,1.690660146654704e-05,1.6784206605254002e-06,3.451103327088124e-06,0.00015189853210672113,2.0814929201901215e-05,0.003398339007776125,1.4032033664459472e-05,0.016139702997689208,4.552675096424598e-12,0.06728051847127213,0.03751415743652085,3.141779407020011e-08,1.2688463306597208e-05,3.1993822592000065e-10,1.3299619628337678e-09,4.544285294069798e-14,1.5790724560762737e-10,5.465113046040985e-10,5.318972865980535e-08,8.560726929136163e-15,5.895387474076211e-07,1.566690958108692e-11,1.62515539917226e-10,9.864971260865264e-12,1.9556049201496707e-06,4.345120160291571e-09,0.0001414911520418459,1.4519285713688383e-09,9.90318382317853e-06,0.002784662493614244,2.8193330526741705e-08,1.5728252638743715e-10,0.0054389911280492064,1.5629826197781384e-11,4.743487594499991e-06,3.181546238720357e-11,0.0022255576706518825,1.5105979238816286e-05,8.582213475753371e-05,1.4126827051093082e-06,3.214086741184483e-05,9.078209986135623e-05,7.263068003463616e-05,1.4244447868648085e-10,5.185191532737342e-06,6.536527541450945e-07,2.10619805957484e-08,4.081592156611688e-09,1.1338945535572896e-08,1.7169243957244958e-06,2.7680703738679312e-11,1.4678178688770986e-09,1.2722636136148772e-05,1.638530693100048e-07
0.00010943585248655074,1.0241987238770174,0.009560776880700833,0.0009930230283617617,0.0033431982202355185,0.15449620991618337,0.0,0.0,0.0004583829906215634,7.167899711009359e-06,0.7794602466070661,0.08327057551196713,0.0002392863299179157,4.2696135574333367e-07,7.059688607031806e-06,5.821955412166395e-05,0.007956693212718663,0.0033880613518463675,0.0007429547943401841,4.845422610163951e-05,0.02234760468901299,2.005448665485494e-06,1.8691381794055654e-05,0.0002528925259748986,4.4537348273033177e-07,0.003543074525909926,1.4591211144380356e-05,0.0020318851235796584,0.0002031937204993656,2.640417606405659e-06,9.842742728948318e-06,1.1455948786795943e-08,5.632357635796809e-07,3.441345711853338e-05,3.76,0.0,5.9887587541209405e-06,0.3020211652809596,0.3930945007575595,0.018665808817302308,0.013152909366937617,0.9699169526103892,1.2843967784948117e-08,4.3337814861198474e-11,0.0006396873228526664,0.0001595243415593519,0.0001902859864406532,6.521448706044497e-07,1.042611630067308e-06,0.005685072089097701,0.00025092607912018594,0.010966126959317812,0.00011884761054620677,0.00408051733680538,2.3523277259225815e-06,1.6879297418925492e-05,1.6709438857570709e-06,3.455791058799423e-06,0.0001524611755800215,2.089349513381082e-05,0.003330301905413472,1.4013153544138747e-05,0.016091005207327463,4.538409470316985e-12,0.06714774809482417,0.037633307761473285,3.119417846605131e-08,1.2598861795891524e-05,3.159919454009284e-10,1.321119469605085e-09,4.514069594861475e-14,1.5766281062338428e-10,5.486860671928431e-10,5.307989714725657e-08,8.503802615196352e-15,5.96311711745075e-07,1.5848258760521744e-11,1.6184627675438193e-10,9.979191610888107e-12,1.9517619575534095e-06,4.298073671879566e-09,0.00014149459123706054,1.4516156499594029e-09,9.879212860891978e-06,0.002751129127186409,2.7706696695333843e-08,1.5952380591195549e-10,0.0053394002677988675,1.5429064868393666e-11,4.75880222128456e-06,3.174834244605484e-11,0.002201971451421966,1.531310963271014e-05,8.64892683487189e-05,1.4177874464891674e-06,3.2240535267205644e-05,9.011057192584933e-05,7.177846699860769e-05,1.421273341875041e-10,5.172325652493052e-06,6.482622478777634e-07,2.0888079757859456e-08,4.085468092732512e-09,1.135172533342415e-08,1.6892902920669302e-06,2.7663149415626133e-11,1.4611328433069297e-09,1.2576421331574799e-05,1.6656009629185077e-07
0.00010965330051800012,1.02436841098714,0.00970913006219671,0.001007988704852806,0.003392028113377941,0.15460606145124034,0.0,0.0,0.0004561371629835466,7.136200081292874e-06,0.7807419847561007,0.08373489292226305,0.00024080962457869205,4.487416048395721e-07,7.272633663928654e-06,5.921502877638445e-05,0.007933244437415115,0.0033667931418756205,0.0007442450244522135,4.8716438770163736e-05,0.022276847315109524,2.0188883231486466e-06,1.897799561237962e-05,0.00025267039103522187,4.445854849732629e-07,0.0034886178118975343,1.470826903879102e-05,0.0020154522938286945,0.00020017386485856806,2.6318770953218786e-06,9.959454654772468e-06,1.1510949963460528e-08,5.657344832045718e-07,3.424743077772211e-05,3.76,0.0,5.867736144059129e-06,0.3004472491948348,0.3939318414439548,0.018472445316234428,0.012894680593532704,0.9708023794894668,1.2591889740568743e-08,4.25300398961308e-11,0.000636353817026674,0.00015923020922861922,0.00018890396765538695,6.535574168993767e-07,1.0433814380258642e-06,0.005609067609043161,0.00024820112039675813,0.01086812799847046,0.00011860633050022758,0.0040827319030083105,2.3415498921621383e-06,1.6851993506628422e-05,1.663285007839657e-06,3.4603133808272356e-06,0.00015302941383523263,2.097282893103642e-05,0.003262409721364336,1.3993809922091762e-05,0.016041463871975387,4.523732757402797e-12,0.0670120968470188,0.03775338346085922,3.097517941099139e-08,1.2508134673058176e-05,3.12030284154882e-10,1.3122050451800393e-09,4.483608031459988e-14,1.5740965588569153e-10,5.509238061830755e-10,5.2971855151064716e-08,8.44641501990063e-15,6.031954031519244e-07,1.6032585869501998e-11,1.6116134083867226e-10,1.0095285283978355e-11,1.9478356035173117e-06,4.250770940830802e-09,0.00014149795508321548,1.4512992885839366e-09,9.854467744140453e-06,0.002717207518585675,2.7218787717900834e-08,1.6182093727115356e-10,0.005239974198430084,1.5227030838949942e-11,4.7739397126403275e-06,3.167780963092609e-11,0.0021781858834392597,1.552561902461162e-05,8.716739199534042e-05,1.4228442267080027e-06,3.2339482754444374e-05,8.943030827490307e-05,7.091897654149189e-05,1.417972058199114e-10,5.1589654433794405e-06,6.428360715854085e-07,2.0713027422063075e-08,4.089195714162483e-09,1.1364138653117085e-08,1.661882143466233e-06,2.764455761368048e-11,1.4543982334983898e-09,1.242865010205334e-05,1.6933820638683352e-07
0.0001098707485494495,1.0245386649990038,0.009861253250816542,0.0010234015110216553,0.003442108329284922,0.15471463486654305,0.0,0.0,0.0004538433022440806,7.103691335413877e-06,0.7820281505338574,0.08420535599709596,0.00024234456418199333,4.718774501756939e-07,7.494338784304902e-06,6.023460750945108e-05,0.007908885412937983,0.003345232276659194,0.0007455066958673882,4.898071351389531e-05,0.02220470261359156,2.032731973935174e-06,1.9270804582517873e-05,0.00025242484885378333,4.4377357054823815e-07,0.0034344411033161728,1.4825967739105508e-05,0.0019987242246984854,0.00019712370065795028,2.622780053752608e-06,1.0077970196909619e-05,1.1565755212587416e-08,5.682205062735234e-07,3.407575745159588e-05,3.76,0.0,5.7467103949849974e-06,0.29886187139027853,0.3947731153915152,0.018277582580326353,0.012637927927581264,0.9716916405756387,1.2341253150221578e-08,4.172730968550544e-11,0.0006329960361265634,0.00015892208848642325,0.00018750175993347893,6.549466185167711e-07,1.044116089242015e-06,0.005532982569067561,0.0002454603772720491,0.010768891285333142,0.0001183550297454508,0.004084801156052785,2.3305047384601104e-06,1.6824689285619925e-05,1.6554361819215218e-06,3.464655096736097e-06,0.0001536029444471194,2.105288842621736e-05,0.003194676358418794,1.397395431326826e-05,0.015991057268947593,4.50862266513952e-12,0.06687350364062748,0.037874403637569796,3.076087591186421e-08,1.2416235990404096e-05,3.080525962074973e-10,1.3032141925565092e-09,4.452885233083141e-14,1.5714683330489603e-10,5.532251760956934e-10,5.2865544193281806e-08,8.388535180012465e-15,6.101898919822298e-07,1.6219893809268158e-11,1.6046003289117257e-10,1.02132539325176e-11,1.943824091243163e-06,4.203209429014649e-09,0.00014150124322680983,1.4509794210721067e-09,9.828909098625272e-06,0.0026828977476594435,2.6729686083244093e-08,1.6417517989725324e-10,0.005140728011000214,1.502373031832634e-11,4.7888793135641636e-06,3.160371388794895e-11,0.0021542022339550945,1.5743674034049405e-05,8.785661221200404e-05,1.427846811207211e-06,3.2437586580885035e-05,8.87411565263182e-05,7.005228340703382e-05,1.414534643039987e-10,5.1450926092629985e-06,6.373736990254142e-07,2.0536806624077386e-08,4.0927587936529405e-09,1.1376141245704704e-08,1.634699482230941e-06,2.7624836066255575e-11,1.447609695766169e-09,1.2279326927367653e-05,1.7218967220829862e-07
0.00011008819658089889,1.0247094915795374,0.01001725822736983,0.001039277607264574,0.0034934766721352976,0.15482185596057796,0.0,0.0,0.00045150007617010795,7.0703396953629015e-06,0.7833188033871232,0.08468209375314016,0.00024389032084797243,4.964642453571809e-07,7.725207723513293e-06,6.12788372193855e-05,0.00788358824758162,0.0033233724416804602,0.000746738066391798,4.924695865721285e-05,0.022131134631337274,2.0469924098711665e-06,1.956992202277661e-05,0.00025215493736878853,4.4293689246216386e-07,0.003380546323830349,1.4944246446799626e-05,0.0019816979438655397,0.00019404379269742357,2.61310781406952e-06,1.0198282974641489e-05,1.1620306739541631e-08,5.706907585191346e-07,3.3898320349383495e-05,3.76,0.0,5.625709227215114e-06,0.29726482385434033,0.39561837399238586,0.018081224638383596,0.012382674444108292,0.972584761773599,1.209208053917375e-08,4.0929698685067585e-11,0.0006296135395879584,0.00015859919179476973,0.0001860786118625833,6.563093159155667e-07,1.0448109412595238e-06,0.0054568198344249535,0.00024270369703933612,0.010668398092105931,0.00011809313969612244,0.004086711447828603,2.3191808707812854e-06,1.6797384268041647e-05,1.64738931370862e-06,3.4688001391960076e-06,0.0001541814323457296,2.1133626929177672e-05,0.003127116282810416,1.395353560093066e-05,0.0159397630609122,4.4930560663993625e-12,0.06673190582876319,0.03799638768212441,3.0551348741396026e-08,1.2323118924259306e-05,3.040582518083199e-10,1.2941422816713632e-09,4.421885375260499e-14,1.5687334569955573e-10,5.555907670094596e-10,5.27609002690901e-08,8.330133279019928e-15,6.172951845190518e-07,1.641018254815697e-11,1.5974163018520213e-10,1.03330980200884e-11,1.9397256087255515e-06,4.155386814211001e-09,0.0001415044553134936,1.4506559818031126e-09,9.802496121158997e-06,0.002648200338845085,2.6239480469388934e-08,1.6658780112962676e-10,0.005041677475332119,1.4819171682046145e-11,4.803599039202113e-06,3.152589993255958e-11,0.002130021939793515,1.5967446566504558e-05,8.855702843030173e-05,1.432788579919899e-06,3.253471551804422e-05,8.804296867619025e-05,6.917847214391519e-05,1.4109545708873794e-10,5.130688261366411e-06,6.318746083063649e-07,2.0359400547923805e-08,4.0961401385021985e-09,1.1387686157936506e-08,1.6077418408382384e-06,2.7603887157916493e-11,1.440762729143595e-09,1.2128458011434546e-05,1.7511684178827398e-07
