Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777)
3.776313649226447e-07,0.8345247670535859,7.471935333622626e-05,5.705068880260994e-06,3.1894809901661154e-05,0.00012275133899708316,0.0,0.0,2.3982305686099434e-05,2.0468613721868376e-08,1.1145693615800666e-06,5.270575893872433e-08,7.830444524439598e-09,4.956682678512265e-16,4.03896291402552e-12,6.617388664434521e-09,7.277493891662952e-06,5.253183613112638e-07,1.42252428986842e-10,2.6018636353144163e-10,1.4525360617146286e-05,1.1068796345205157e-10,7.29302005882003e-10,6.311004624675943e-11,2.209281456737385e-10,5.290372191969118e-07,3.0014945497702074e-08,2.9396428125282458e-08,5.39825638138975e-12,1.0146327602506296e-12,2.2913031163427604e-10,4.984546745309919e-12,3.061168825490063e-09,3.4598530161667396e-10,3.76,0.0,0.5223506915553147,0.99782136065909,2.0915623195515977e-05,5.604798703758422e-07,0.0805540273486421,0.08059331287862026,7.846666451049643e-08,2.5592915382543085e-10,0.002113391749919238,2.1760025253814826e-06,2.34569567066315e-06,1.0235235788037696e-05,8.65445857152694e-07,7.629754015997333e-05,0.00012659516176750035,0.004302214252496267,1.7574741528480542e-06,1.8992070872937124e-05,2.447529684791466e-07,3.914671019450298e-09,1.1170185284651873e-07,2.1123317406719676e-07,1.0202344395400727e-08,3.974491017437017e-09,3.2875314102350817e-07,1.3794236365566002e-09,7.430453543584542e-06,2.8699567081562437e-10,7.210515669725474e-07,5.476159341007309e-09,7.782869124671507e-12,3.3408206746394903e-07,3.3497217409301055e-11,5.044603232349276e-13,1.7523299823898805e-17,2.584835802025273e-13,1.278814281594475e-13,2.875914922277665e-11,3.34092821799894e-18,2.719345234390678e-10,6.3627675411585325e-15,3.932512632576221e-11,4.493212565796007e-15,1.5416561480793738e-11,2.11006795614126e-09,4.973165465834589e-10,7.362026389568638e-13,1.950055213048203e-09,2.901366205661124e-09,1.1871717377347632e-13,5.169050145743625e-13,3.385222367953016e-05,2.5247981464423107e-16,2.3562233096992513e-08,6.317889421659406e-13,1.0550317515758316e-07,2.847793706542112e-07,1.6165389462326626e-11,1.655619679611801e-09,7.462278658139059e-08,1.2510865898204793e-10,1.4660937598783395e-12,1.3180673215419788e-12,1.1510529156479633e-08,6.358359305513568e-10,2.3364406399913658e-11,9.391233450907536e-13,2.455153549617043e-12,8.993902418865608e-12,3.4587722167330664e-12,1.5559745952401677e-10,1.941231264875912e-13,7.693676771617847e-16
3.863475471965764e-07,0.8347977909876805,7.776864446690492e-05,6.004812383776112e-06,3.3427400185313676e-05,0.00013012877022658883,0.0,0.0,2.4519862620055292e-05,2.1405010437293294e-08,1.2230179316243922e-06,5.76856763113592e-08,8.237011343556588e-09,5.730878311787425e-16,4.473093933968551e-12,7.111325745800614e-09,7.682805582328023e-06,5.741319476017662e-07,1.6014631238632067e-10,2.884702152658622e-10,1.5199147835261056e-05,1.167602605925255e-10,7.694723146481032e-10,7.043030120659847e-11,2.336870887910284e-10,5.812649557676739e-07,3.0860917529942713e-08,3.125791916022849e-08,6.1279331442107785e-12,1.1340938232255518e-12,2.474892951114653e-10,5.36033455953107e-12,3.2134615516269463e-09,3.6948249237492506e-10,3.76,0.0,0.5205691027602158,0.997818467779289,2.2450025974478614e-05,6.015983063708409e-07,0.08227575645108293,0.08231728635299712,8.014811256152086e-08,2.614377873790071e-10,0.0021133856311741864,2.343051046314033e-06,2.573669729260309e-06,1.0591170282278528e-05,8.946599572052357e-07,8.042060814304232e-05,0.00013349470109181991,0.0043929562446925665,1.8919500711120604e-06,1.986702004152809e-05,2.553523595935877e-07,4.1031970070814555e-09,1.1807487356274061e-07,2.1869147734182456e-07,1.1417971872354007e-08,4.412203701178977e-09,3.547596739750048e-07,1.5632994416010058e-09,7.837509368499006e-06,2.9690635889695225e-10,7.774486181986365e-07,5.910809899638551e-09,8.31791589800192e-12,3.6422693627717097e-07,3.651976868034498e-11,5.720521686180576e-13,1.9864247788400167e-17,2.750082980738385e-13,1.3650385350842773e-13,3.08948532552321e-11,3.786280595257484e-18,2.9214874578042197e-10,6.852567646267585e-15,4.070664473538049e-11,4.828997595058593e-15,1.6710992966833774e-11,2.2210489484856366e-09,5.28047510804391e-10,7.923690563968891e-13,2.0608519203985938e-09,3.1141983308968367e-09,1.2742118158798775e-13,5.555664211889933e-13,3.531818080186397e-05,2.720268949617698e-16,2.4829311317317574e-08,6.656573084759905e-13,1.1373499201248803e-07,2.937560864365344e-07,1.8583101747680153e-11,1.757728194531842e-09,7.939792430945046e-08,1.3747017630346425e-10,1.6986397240252023e-12,1.402329776799215e-12,1.2486629332837436e-08,6.772435105132927e-10,2.4821557811328257e-11,1.0151641063041622e-12,2.6574058872132762e-12,1.016824553970244e-11,3.5746911170026125e-12,1.6136650651206271e-10,2.206407098418716e-13,8.571718822265537e-16
3.950637294705081e-07,0.8350699564119399,8.08823084360821e-05,6.314763688850307e-06,3.49979031280412e-05,0.00013778246940633466,0.0,0.0,2.5057605746609903e-05,2.2361730194348688e-08,1.3398866775775597e-06,6.303223342408938e-08,8.662940448082924e-09,6.612011869514e-16,4.9474262542105306e-12,7.63209590031682e-09,8.102842538279256e-06,6.262562019797062e-07,1.7988519468461158e-10,3.191408356850247e-10,1.588828291699009e-05,1.2301111245945739e-10,8.114570111289435e-10,7.845661371652115e-11,2.4693633024294467e-10,6.374681830171431e-07,3.171143034964235e-08,3.320787788402544e-08,6.939974772296459e-12,1.2650312187380188e-12,2.668941848733208e-10,5.756410107637676e-12,3.37085119479888e-09,3.940490491476841e-10,3.76,0.0,0.5187931441055291,0.9978154861085248,2.405950769644026e-05,6.448331011880674e-07,0.08399155337167645,0.08403541609886973,8.182376760164781e-08,2.669274463781073e-10,0.002113379324573679,2.5186594073458363e-06,2.817714207465192e-06,1.0952848465635167e-05,9.243179465945391e-07,8.468201981662566e-05,0.0001406304153675845,0.004483334423856595,2.033410203132576e-06,2.0761789026212917e-05,2.6629047620183145e-07,4.296695608325267e-09,1.246917592085015e-07,2.262734314092297e-07,1.2749192622167415e-08,4.888050468337624e-09,3.824103279383033e-07,1.766978026122395e-09,8.258646555447652e-06,3.0697259868581104e-10,8.370845948864765e-07,6.371011902082571e-09,8.882695254787873e-12,3.9629396785781774e-07,3.973453556241018e-11,6.469524790056951e-13,2.2457571384483518e-17,2.921858370180808e-13,1.455312159707548e-13,3.3141960358557e-11,4.27954354890149e-18,3.134539920303738e-10,7.369682700394216e-15,4.2110495610205146e-11,5.1829854726371765e-15,1.808515304082876e-11,2.3358468300641963e-09,5.601533690436092e-10,8.516646347114834e-13,2.1762806696581516e-09,3.3412851890124444e-09,1.3670425699569322e-13,5.962915092455572e-13,3.681038231570285e-05,2.9269928036057637e-16,2.6136054259649847e-08,7.005740188619579e-13,1.224165792160953e-07,3.0297563316624744e-07,2.130611146543586e-11,1.8636815922169724e-09,8.436023184009257e-08,1.5075946707365184e-10,1.9620795992977825e-12,1.4898725226472003e-12,1.3519997296987576e-08,7.203969935168082e-10,2.6337512804396547e-11,1.0966694265382737e-12,2.8743443894368634e-12,1.1469521094451373e-11,3.692341815555787e-12,1.6730346613412039e-10,2.502652347536264e-13,9.533216389679147e-16
4.0377991174443976e-07,0.8353412672771332,8.406075234759563e-05,6.635128858064647e-06,3.660651949226285e-05,0.00014571703407784668,0.0,0.0,2.5595597263494377e-05,2.333875911589346e-08,1.4656700583156975e-06,6.876504809805344e-08,9.109707493650353e-09,7.612948152758974e-16,5.465051214325272e-12,8.180663888335772e-09,8.53789149939783e-06,6.818360594924757e-07,2.0162210063647223e-10,3.5234605897833703e-10,1.659279367960693e-05,1.2944182776135422e-10,8.553191592263028e-10,8.724379852655546e-11,2.606866627278761e-10,6.978693252037641e-07,3.256658704099832e-08,3.5249459432683565e-08,7.841965869367167e-12,1.4083168849979443e-12,2.8738506780279776e-10,6.173487727323137e-12,3.5334580620202484e-09,4.197151858887336e-10,3.76,0.0,0.5170227902330443,0.997812413523381,2.5746050056466456e-05,6.90250145326414e-07,0.08570143473241908,0.0857477212664575,8.349364587180144e-08,2.7239818420730474e-10,0.0021133728256238875,2.7030554328312973e-06,3.078540889778791e-06,1.132027134757936e-05,9.544200294781518e-07,8.908387180494765e-05,0.0001480060019450412,0.0045733502955267605,2.1820488274256555e-06,2.1676431501489898e-05,2.775743305958713e-07,4.495229066084302e-09,1.315573913707946e-07,2.339792051749288e-07,1.4204358663600162e-08,5.4045315002489464e-09,4.117880521888611e-07,1.9921058581849228e-09,8.694093825984771e-06,3.1719428875581743e-10,9.000850803424888e-07,6.8578102050308546e-09,9.478618979268392e-12,4.3035452213145584e-07,4.31485763623118e-11,7.29770134429246e-13,2.5324235230709973e-17,3.1002704098904424e-13,1.5497806778584868e-13,3.550403294979241e-11,4.824688542402756e-18,3.358890697208069e-10,7.915109478842581e-15,4.3536691625826087e-11,5.555824463621811e-15,1.954234400818039e-11,2.4545214363051415e-09,5.93677738277804e-10,9.142066414284298e-13,2.2965205132461754e-09,3.5835960174079456e-09,1.46605346765093e-13,6.391515943573027e-13,3.83285646880648e-05,3.145440664442496e-16,2.748281008496983e-08,7.36547572320106e-13,1.315624391972628e-07,3.1244168384659887e-07,2.436634843626206e-11,1.9735306406066053e-09,8.951231497744176e-08,1.6502523334389616e-10,2.259755060661021e-12,1.580739285367901e-12,1.461249293323705e-08,7.653319039627028e-10,2.7913414806239993e-11,1.1839534174228785e-12,3.106816616914795e-12,1.2908827237996015e-11,3.8117256065872724e-12,1.7341474275855792e-10,2.833011132179554e-13,1.0584862535003753e-15
4.1249609401837144e-07,0.8356117275246497,8.7304390456101e-05,6.966115861894221e-06,3.825345492529516e-05,0.0001539370572263696,0.0,0.0,2.6133899626913006e-05,2.4336086221477878e-08,1.600881743929427e-06,7.490443127705353e-08,9.578890549310634e-09,8.747872494268718e-16,6.029247416277521e-12,8.75801442381682e-09,8.98824122049235e-06,7.410195021945435e-07,2.255201223531954e-10,3.8823989902844247e-10,1.7312710175396212e-05,1.3605375470274488e-10,9.011238044990658e-10,9.684993505942775e-11,2.74948998932253e-10,7.626993453814254e-07,3.3426492170488623e-08,3.73858986700183e-08,8.842043298539317e-12,1.5648730234662394e-12,3.09003209490566e-10,6.612295452459416e-12,3.701402842065209e-09,4.4651163578835863e-10,3.76,0.0,0.5152580158681311,0.9978092478640318,2.751165071088567e-05,7.379161347439839e-07,0.08740541702227136,0.0874542209345819,8.515776348304745e-08,2.7785005383274865e-10,0.0021133661297539023,2.8964677292372826e-06,3.356874132528163e-06,1.1693440496319221e-05,9.849664553659287e-07,9.362826150150229e-05,0.00015562515593974422,0.004663005369901507,2.3380610486202643e-06,2.261100520552161e-05,2.8921095590096386e-07,4.698862352380235e-09,1.3867666767517243e-07,2.4180898564026584e-07,1.5792245433438547e-08,5.964261023916768e-09,4.429790731419667e-07,2.2404274001917147e-09,9.144080122201692e-06,3.275713442185126e-10,9.665785035906183e-07,7.372278312107134e-09,1.0107153370004933e-11,4.6648057676661183e-07,4.676900423557269e-11,8.211501853214919e-13,2.848644574724354e-17,3.285428495722151e-13,1.6485973790163233e-13,3.79846861134586e-11,5.425921787067935e-18,3.594935740731732e-10,8.489865281171964e-15,4.498524893948479e-11,5.948175891101692e-15,2.108594723765039e-11,2.577132565999203e-09,6.286652933416853e-10,9.8011513881165e-13,2.4217598512964667e-09,3.842164110241975e-09,1.571659469666127e-13,6.842193072585832e-13,3.987246820017591e-05,3.376086528576297e-16,2.8869917826627913e-08,7.735862144917414e-13,1.4118721392535365e-07,3.2215793680439537e-07,2.7798436252852714e-11,2.0873250246492206e-09,9.485672272942955e-08,1.803176862714313e-10,2.5952901577037403e-12,1.6749727341743448e-12,1.576598115934175e-08,8.120837388524764e-10,2.9550406499275916e-11,1.2773426603475838e-12,3.3557038306773405e-12,1.4498023196840606e-11,3.932844046223195e-12,1.7970686060156295e-10,3.200766321319725e-13,1.1733827447988618e-15
4.212122762923031e-07,0.835881341086677,9.06136441317636e-05,7.307934586826215e-06,3.993891977396555e-05,0.0001624471278430908,0.0,0.0,2.6672575560231844e-05,2.535370348817342e-08,1.746054919000685e-06,8.147140105630985e-08,1.0072173740994714e-08,1.003240367014711e-15,6.643489146076659e-12,9.365152331082629e-09,9.454182499491967e-06,8.039575635336718e-07,2.5175294573660343e-10,4.2698270375136364e-10,1.804806471546664e-05,1.428482822917036e-10,9.489380134900223e-10,1.0733650697518089e-10,2.897343738518363e-10,8.321979406211128e-07,3.429125167307735e-08,3.9620510996818347e-08,9.948926672545368e-12,1.735674188427643e-12,3.317910928874634e-10,7.073575086406222e-12,3.874806598570252e-09,4.744696440248554e-10,3.76,0.0,0.5134987958189149,0.9978059869340185,2.9358323520868453e-05,7.878985663270257e-07,0.089103516597059,0.08915493411109955,8.681613641649734e-08,2.832831078020606e-10,0.002113359232315228,3.099125700131503e-06,3.653450689174605e-06,1.2072358016534773e-05,1.01595751739295e-06,9.83172872613327e-05,0.00016349157055607836,0.004752301162023284,2.5016428038701894e-06,2.3565571957954518e-05,3.012074070825105e-07,4.907663216871057e-09,1.4605450248820723e-07,2.4976297757754876e-07,1.7522064827919828e-08,6.569970489526917e-09,4.760729817904795e-07,2.513788715780576e-09,9.608834634473914e-06,3.3810369605728977e-10,1.0366961689595185e-06,7.915519041349199e-09,1.0769820462398614e-11,5.04744706274216e-07,5.060298499774157e-11,9.217751674986954e-13,3.1967696171723964e-17,3.4774432954309576e-13,1.751923890331882e-13,4.058758807730828e-11,6.087692733128626e-18,3.8430789388783444e-10,9.094988072235102e-15,4.645618712201541e-11,6.360714227611336e-15,2.271942398711764e-11,2.703739986573622e-09,6.651617892046655e-10,1.0495130477482984e-12,2.5521968952617876e-09,4.118090297190829e-09,1.6843024002220345e-13,7.315686000758809e-13,4.144183695122758e-05,3.6194179372648543e-16,3.029770755115243e-08,8.11697942432923e-13,1.5130568140004741e-07,3.321281153981626e-07,3.163986829042416e-11,2.2051133585338047e-09,1.0039594784297643e-07,1.9668856220691983e-10,2.972608789490122e-12,1.7726144925461352e-12,1.6982330900409935e-08,8.606879698407789e-10,3.1249629900538163e-11,1.3771764996630325e-12,3.6219217852786e-12,1.624976844643505e-11,4.055698946946522e-12,1.8618646420929922e-10,3.6094534471917894e-13,1.2987791177910575e-15
4.299284585662348e-07,0.8361501118863687,9.39889418153027e-05,7.660796844455428e-06,4.1663128904032384e-05,0.0001712518314746698,0.0,0.0,2.721168806270162e-05,2.639160591134662e-08,1.9017425817042013e-06,8.848769682041766e-08,1.0591351007584602e-08,1.1483714664410512e-15,7.311455064215309e-12,1.0003102703881538e-08,9.936008204809519e-06,8.708043331129921e-07,2.8050539942468376e-10,4.687413116735331e-10,1.87988918935526e-05,1.498268415799432e-10,9.988309138405637e-10,1.1876854570591516e-10,3.0505394713336274e-10,9.066137385519315e-07,3.516097276178472e-08,4.195669316572469e-08,1.1171950054132132e-11,1.9217494369902124e-12,3.557924576266475e-10,7.558082274517976e-12,4.05379076613487e-09,5.03620960541808e-10,3.76,0.0,0.511745104975481,0.9978026285000254,3.128809878902869e-05,8.402657334961636e-07,0.090795749679366,0.09084987973333429,8.846878052320516e-08,2.886973982442099e-10,0.0021133521285813294,3.3112595615776482e-06,3.969019540051654e-06,1.2457026526951554e-05,1.0473935505796458e-06,0.00010315304858465691,0.00017160893739451665,0.004841239191956453,2.672990870501561e-06,2.4540197678109578e-05,3.1357076190737825e-07,5.1217022355725164e-09,1.5369582759142303e-07,2.578414032036365e-07,1.9403478430609407e-08,7.2245117930514215e-09,5.111628217366983e-07,2.814141133366734e-09,1.008858682865965e-05,3.487912904580914e-10,1.1105722859774086e-06,8.488665212609875e-09,1.1468199260181258e-11,5.452200627573853e-07,5.465773510897473e-11,1.0323664365709034e-12,3.5792812244265115e-17,3.676427087841145e-13,1.8599307709219875e-13,4.3316460720299433e-11,6.814702691515924e-18,4.103732175848103e-10,9.731536625796382e-15,4.794952908963758e-11,6.7941271882481895e-15,2.4446316237165186e-11,2.8344034391031485e-09,7.032140836199217e-10,1.122526213670926e-12,2.6880401462841663e-09,4.41254655994638e-09,1.804452370892683e-13,7.812747503514679e-13,4.3036418862368095e-05,3.8759541766393206e-16,3.176650051482046e-08,8.508905092553014e-13,1.6193275219639846e-07,3.4235596772072486e-07,3.593119196138776e-11,2.3269431982951514e-09,1.0613242736528947e-07,2.1419113881215745e-10,3.395952889261673e-12,1.8737051499992493e-12,1.8263414088569278e-08,9.111800454636747e-10,3.3012226445284394e-11,1.4838073395881423e-12,3.906421532741547e-12,1.8177563306535852e-11,4.180292371899791e-12,1.9286031894763554e-10,4.062875147611447e-13,1.435497855486252e-15
4.386446408401665e-07,0.8364180438380143,9.743071896410099e-05,8.024916381319902e-06,4.3426301524327595e-05,0.00018035575075934715,0.0,0.0,2.775130041821236e-05,2.7449791565415434e-08,2.0685178389488623e-06,9.597579349250919e-08,1.1138329968242377e-08,1.3120661722721538e-15,8.037037171121741e-12,1.0672911066603207e-08,1.0434013301843546e-05,9.417169617987428e-07,3.119740270522209e-10,5.136892107903637e-10,1.956522860981769e-05,1.5699090684605272e-10,1.0508737351998263e-09,1.3121477803305893e-10,3.2091900543616265e-10,9.862044952043968e-07,3.6035763856454786e-08,4.439792410191294e-08,1.252109489948039e-11,2.1241845407746826e-12,3.810523400376803e-10,8.066586576905332e-12,4.2384771487217424e-09,5.339978328705461e-10,3.76,0.0,0.5099969183091064,0.9977991702916552,3.330302348919339e-05,8.950867219432686e-07,0.09248213235842091,0.09253907666850729,9.011571152405748e-08,2.9409297686936954e-10,0.002113344813747171,3.5331003577650952e-06,4.304341726497125e-06,1.2847449137776464e-05,1.079274930081197e-06,0.00010813764629177723,0.00017998094674250446,0.00492982098495943,2.852302874676188e-06,2.5534952403512734e-05,3.2630812185920733e-07,5.34105285978601e-09,1.6160559282167673e-07,2.660445018525514e-07,2.144661092843673e-08,7.930860544274852e-09,5.483451777901468e-07,3.143544966560122e-09,1.0583566472748842e-05,3.5963408813753254e-10,1.1883439995807687e-06,9.092880355194362e-09,1.2203926974391386e-11,5.879803582282976e-07,5.89405198219925e-11,1.1536855218312984e-12,3.998799856043084e-17,3.8824941267554465e-13,1.9727981352994357e-13,4.617508011302102e-11,7.611913577144505e-18,4.377315392735674e-10,1.0400590670648685e-14,4.94653010357122e-11,7.249115825231581e-15,2.627024753274042e-11,2.9691826430562384e-09,7.428701601597731e-10,1.1992834745230287e-12,2.8295088886640164e-09,4.726779790304289e-09,1.932609259462776e-13,8.334143680221599e-13,4.4655965680931824e-05,4.1462172834966103e-16,3.327660931594251e-08,8.911714286380779e-13,1.7308346606441607e-07,3.528452662949057e-07,4.0716201435052845e-11,2.452861054734353e-09,1.1206854322781584e-07,2.3288025123893825e-10,3.869901334607939e-12,1.978284274227054e-12,1.961110468831495e-08,9.635953935235365e-10,3.483933707434173e-11,1.597600944553843e-12,4.2101902371343236e-12,2.0295790987502468e-11,4.306626629318729e-12,1.9973531149795985e-10,4.565116146575661e-13,1.5844196431127277e-15
4.4736082311409817e-07,0.8366851408471975,0.00010093941799003866,8.400508889261882e-06,4.522866101551453e-05,0.0001897634659489748,0.0,0.0,2.829147620407722e-05,2.8528261664626797e-08,2.2469741977675556e-06,1.0395891589634659e-07,1.171513589974262e-08,1.4963922151382321e-15,8.824350053924528e-12,1.1375643537509085e-08,1.0948494878590297e-05,1.0168556671447088e-06,3.4636768365078993e-10,5.620066997510126e-10,2.0347114094671987e-05,1.643419967311931e-10,1.1051398509324283e-09,1.447477777799544e-10,3.3734096481343014e-10,1.071237294139008e-06,3.6915734528091756e-08,4.6947765729629865e-08,1.4007024278049872e-11,2.3441242605684258e-12,4.0761711387391664e-10,8.599871542394073e-12,4.428987919766149e-09,5.656329990132272e-10,3.76,0.0,0.5082542108715191,0.9977956100011997,3.540516148948328e-05,9.52431405492297e-07,0.09416268058997573,0.09422254371416597,9.175694500965633e-08,2.9946989496875366e-10,0.0021133372829287007,3.764879976715667e-06,4.660190189325447e-06,1.3243629428016286e-05,1.1116020694280096e-06,0.0001132731826892211,0.00018861128784888206,0.005018048071651305,3.0397773008684e-06,2.654991030873531e-05,3.3942661300466065e-07,5.565791465234591e-09,1.6978876667646808e-07,2.743725296476043e-07,2.3662063717524393e-08,8.692119380541093e-09,5.87720265104154e-07,3.5041732917033848e-09,1.10940036629626e-05,3.7063206366908804e-10,1.2701514206427029e-06,9.729359436038664e-09,1.297870027064651e-11,6.33099848408743e-07,6.345865148491586e-11,1.2865354996846254e-12,4.458088558565438e-17,4.0957610316241784e-13,2.0907163090173984e-13,4.916727709081104e-11,8.48455677526058e-18,4.664256649061911e-10,1.1103251039141833e-14,5.100353236254687e-11,7.726394623653857e-15,2.8194923833120406e-11,3.10813730077503e-09,7.841791516513886e-10,1.2799167307767263e-12,2.9768336987656793e-09,5.062115693769501e-09,2.0693042449818276e-13,8.880654025908745e-13,4.63002329849093e-05,4.4307401385798987e-16,3.482833804282491e-08,9.32547979209755e-13,1.8477298858238769e-07,3.635998077605767e-07,4.604213904167925e-11,2.58291240659945e-09,1.182066228495917e-07,2.5281230840160037e-10,4.399389598883701e-12,2.0863904235525662e-12,2.102727774741136e-08,1.0179694236126458e-09,3.6732102324672705e-11,1.7189367438732946e-12,4.534251999166906e-12,2.261976112081832e-11,4.434704266975891e-12,2.068184503577192e-10,5.120558783453868e-13,1.7464873379278602e-15
4.5607700538802985e-07,0.8369514068109564,0.00010451548818963849,8.787792016128855e-06,4.7070434763324986e-05,0.0001994795554163858,0.0,0.0,2.883227929984329e-05,2.962702062389329e-08,2.4377258531570785e-06,1.1246105323296327e-07,1.2323915822630864e-08,1.7036141338040113e-15,9.677740420921356e-12,1.2112386993842442e-08,1.1479752170338446e-05,1.0963837391055483e-06,3.839081570334812e-10,6.1388105141413e-10,2.114458993261293e-05,1.7188167533534494e-10,1.1617048206266592e-09,1.5944412169290897e-10,3.5433137311288595e-10,1.1619887468431814e-06,3.7800995455762817e-08,4.960986380459495e-08,1.564111840282546e-11,2.5827746852341497e-12,4.3553453177386666e-10,9.158734782056482e-12,4.625445623501298e-09,5.985596803980588e-10,3.76,0.0,0.5065169577941859,0.9977919452834126,3.759659376884376e-05,1.012370442077429e-06,0.09583741019617856,0.09590029959861139,9.33924964401955e-08,3.0482820341443687e-10,0.0021133295311623742,4.006831165923932e-06,5.037349611569717e-06,1.3645571422698334e-05,1.1443754187586745e-06,0.00011856176172706782,0.0001975036491817686,0.005105921988173169,3.2356135019696902e-06,2.75851497245152e-05,3.529333868105764e-07,5.795997401408365e-09,1.78250336887926e-07,2.8282575917345405e-07,2.606092870036662e-08,9.511521326484137e-09,6.293920188251645e-07,3.8983157827931115e-09,1.162012884930381e-05,3.8178520480786153e-10,1.356137656826478e-06,1.0399329608745404e-08,1.3794276525480806e-11,6.80653317931136e-07,6.821948799078492e-11,1.431762386685932e-12,4.960057734249076e-17,4.316347206215752e-13,2.2138865113957847e-13,5.229693785981372e-11,9.438142140919071e-18,4.964992185829491e-10,1.1840639817934936e-14,5.2564255613328334e-11,8.226691598495847e-15,3.0224134370400326e-11,3.2513271016878017e-09,8.271913640269242e-10,1.3645610175132486e-12,3.1302569697013856e-09,5.419962842683429e-09,2.2151014005747997e-13,9.45307147102347e-13,4.7968980187661735e-05,4.730095903969977e-16,3.6421982417385677e-08,9.750272087989804e-13,1.9701660786311834e-07,3.7462341255131833e-07,5.195990557832271e-11,2.717141713974667e-09,1.2454893975692386e-07,2.7404530937747643e-10,4.989730159817759e-12,2.198061159636727e-12,2.2513808473178264e-08,1.0743375297587246e-09,3.8691662422759326e-11,1.848208140284551e-12,4.879668691321851e-12,2.5165754807527364e-11,4.564528066475627e-12,2.141168663445484e-10,5.733899101180903e-13,1.922710199037831e-15
4.6479318766196153e-07,0.8372168456179329,0.00010815938566705097,9.186985376659879e-06,4.8951853996110596e-05,0.00020950859614758753,0.0,0.0,2.9373773896127708e-05,3.074607611972707e-08,2.6414079725622663e-06,1.2150697367356688e-07,1.2966942695099358e-08,1.9362089491154406e-15,1.0601796930226709e-11,1.2884249238667687e-08,1.2028086583421069e-05,1.1804675460123775e-06,4.248308150304382e-10,6.695066788190676e-10,2.195770008609847e-05,1.7961155328100724e-10,1.2206464334049218e-09,1.7538454958424834e-10,3.71901912396647e-10,1.2587451943794337e-06,3.869165839369958e-08,5.238794875225123e-08,1.7435511505525354e-11,2.841405636176159e-12,4.6485376747662184e-10,9.743988042016095e-12,4.82797317710154e-09,6.328115749142498e-10,3.76,0.0,0.5047851342876286,0.9977881737552792,3.987941862716275e-05,1.0749752698318565e-06,0.0975063368654401,0.09757236298132453,9.502238114533125e-08,3.101679526591589e-10,0.0021133215534046975,4.259187547801275e-06,5.436616265407132e-06,1.405327957001205e-05,1.177595463046882e-06,0.00012400548914742369,0.00020666171866984438,0.005193444276344387,3.4400117098513788e-06,2.8640753157131036e-05,3.668356209132684e-07,6.031753041119891e-09,1.8699531096375128e-07,2.914044791485099e-07,2.865480227582975e-08,1.0392433199973051e-08,6.734681842297713e-07,4.328382604061368e-09,1.2162172860560364e-05,3.9309351181440476e-10,1.446448843769445e-06,1.1104050983802349e-08,1.4652475089908458e-11,7.307160668573437e-07,7.323043136433011e-11,1.5902565522648627e-12,5.5077699775610187e-17,4.5443752864370073e-13,2.3425215693415164e-13,5.5568004636230433e-11,1.0478467122664824e-17,5.279966488812972e-10,1.2613900500772378e-14,5.414750640425983e-11,8.750748392843274e-15,3.236175251670949e-11,3.3988117262528576e-09,8.719583006022606e-10,1.4533545785775803e-12,3.290033452140534e-09,5.801816882956081e-09,2.3705993458739737e-13,1.0052202444951627e-12,4.966197054288318e-05,5.044861131689139e-16,3.80578299344071e-08,1.0186159385552894e-12,2.098297313122197e-07,3.859199245593871e-07,5.852427973167084e-11,2.855592431830086e-09,1.3109771421653727e-07,2.966388599712918e-10,5.646633681434846e-12,2.3133330603912084e-12,2.4072571333953396e-08,1.1327350931768848e-09,4.071915738037846e-11,1.985822821747788e-12,5.247540803739852e-12,2.795107121868135e-11,4.696101037688245e-12,2.216378131028568e-10,6.41016350397554e-13,2.114168392202683e-15
