Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698)
1.4640192713785692e-05,0.7535979337660661,0.005021414998381843,0.0005144110143665109,0.0019023834954410613,0.19854583106552007,0.0,0.0,0.005189627133952434,0.00048481983425195614,0.020237734655953826,0.0014457794150429023,0.0003384516903666782,9.851292989929368e-10,9.032582956335705e-08,2.043809917680142e-06,0.002470344545929003,0.002987135054848334,1.829130136267939e-05,3.376830893304865e-08,0.00020436848370448683,1.3330296521017423e-08,8.623346804645406e-07,0.0001442585215397955,3.107764318003008e-06,0.0040990283595662156,7.090799386141284e-07,0.0002461535267869758,7.875496274392681e-05,1.0829210932368863e-06,2.162513608562611e-06,2.73833842243264e-09,8.017599169954982e-07,2.5270419775447652e-06,3.76,0.0,0.5298276576024915,0.9352370641571607,0.07127554427485919,0.0033363193146676226,0.11613043006295165,0.13701779876485742,3.067280022937599e-09,9.437707395894972e-12,0.0004658703265452699,0.00010414059424771897,0.0012685309658449844,0.0021230821681291626,0.0006071375433937284,0.1701877333984461,0.06196044220147187,0.0028905523622777284,9.752808798233418e-05,0.004868865641377666,0.00011645283104731716,1.6194302083969664e-06,0.00010295379064206679,0.0009071363396710456,0.0007227923519525857,0.0001890879177119239,0.0037929333797128272,0.002295609425236266,0.014340956773732113,4.11749786482205e-07,0.002200139735926004,0.0026164737408153967,1.1292102652693113e-09,0.00039448465054647825,2.155747335576701e-07,6.571247413830493e-06,7.463876526934787e-11,3.1793436808406284e-06,3.8244170656769665e-07,2.4857770565153134e-06,9.344530225953271e-12,1.858622298409353e-07,1.6218463716029563e-11,1.6691218614481412e-06,3.251639002393098e-12,3.164195898465594e-09,4.1019511653160115e-08,0.00013812823095653393,3.4859897349588085e-09,0.0012115825628334336,0.0019883486366488678,7.956211852926374e-07,1.542529851058131e-11,0.0031996111522499615,7.523210635490716e-11,1.5135743087832767e-05,2.8104094444332038e-09,0.0007846424903900592,7.370791527778047e-07,2.699596481003338e-07,2.512843628921747e-06,0.00012526827303022936
1.4672674397603642e-05,0.7537591693868156,0.005006107504884981,0.0005138428946781185,0.001896562737252124,0.19930470946035644,0.0,0.0,0.005199124294124174,0.000489512075004775,0.020434781752021822,0.0014593089464275922,0.000339611630552447,9.789019043807746e-10,8.998759305285906e-08,2.0439126325453305e-06,0.0024724672516674914,0.0030078206979333843,1.839733463185694e-05,3.397617887925717e-08,0.00020589001851743926,1.3360343389399052e-08,8.605950187876747e-07,0.00014519984852237472,3.1156335577772187e-06,0.004126122081008851,7.12342646051086e-07,0.0002479546018673924,7.941018679230538e-05,1.0884642251114242e-06,2.165568619918451e-06,2.7473939591905056e-09,8.036139970823381e-07,2.5537816705178753e-06,3.76,0.0,0.5285605250048797,0.9348395386369601,0.0716897117492247,0.003357687901691899,0.11626450797518777,0.1372963842010318,3.070794201859014e-09,9.407741928756425e-12,0.00046567230489095394,0.00010400264607472593,0.0012679009577662946,0.002114226436389667,0.0006055417911501803,0.17086726594488577,0.06209137860356453,0.002895143861318944,9.740658621108908e-05,0.004902017392684494,0.00011621304117850258,1.6313093668733999e-06,0.00010273901357112414,0.0009075331779152717,0.0007235067035545529,0.00018902082523253018,0.003822068833998908,0.0023015105429722064,0.014450766200342717,4.097717028506738e-07,0.002223031736112997,0.0026508067633312245,1.1357497131468228e-09,0.00039434466130608685,2.1536193420802123e-07,6.584163519957203e-06,7.478448986986762e-11,3.17992424820281e-06,3.826847144025808e-07,2.510357207692588e-06,9.362700764244325e-12,1.8602998311107429e-07,1.6209989356322497e-11,1.6688287072039165e-06,3.2498243798722005e-12,3.19858855789377e-09,4.110633338438004e-08,0.00013957862955207953,3.4983008387959388e-09,0.0012225908316408156,0.0020040134085856096,8.013940657700422e-07,1.5423625654028606e-11,0.0032234505281409694,7.585918474472056e-11,1.5201002490270225e-05,2.8207475629338273e-09,0.0007912330913194361,7.336911284841228e-07,2.71860084734865e-07,2.5255260113687077e-06,0.00012586256990061254
1.4705156081421592e-05,0.7539197604735873,0.0049907398971019016,0.0005132570337430694,0.001890712984741994,0.2000594097059893,0.0,0.0,0.005208459727573504,0.0004942073418921182,0.020632246010274025,0.0014728536961187198,0.00034075043173895786,9.726270647738968e-10,8.964466155065524e-08,2.0439066441146883e-06,0.002474514127996633,0.0030284698712787542,1.8502334176538018e-05,3.4182239637294296e-08,0.0002074094178572068,1.3389032372078587e-08,8.588105953118476e-07,0.00014613680828885926,3.12332059355712e-06,0.0041531375748428065,7.155592340570492e-07,0.00024975241831279413,8.00652198783041e-05,1.0939474127160927e-06,2.1684899674889856e-06,2.756259991324409e-09,8.054252070878661e-07,2.580568434608681e-06,3.76,0.0,0.5272994776515847,0.9344425261422971,0.07210291759871344,0.003379044704539991,0.11639814346483468,0.13757448801359212,3.0742965702443333e-09,9.377561515450566e-12,0.0004654745387158214,0.00010386187828431188,0.0012672246624440497,0.0021053610000605063,0.0006039334003000997,0.17154307065413013,0.06222066622845779,0.0028997091297862532,9.728240196640585e-05,0.004935166752259595,0.00011597077820566563,1.6431863332265634e-06,0.0001025220414439772,0.000907881147545523,0.0007241788974253627,0.0001889433318929697,0.0038512444239984017,0.002307259242035423,0.01456048613586729,4.0779456863885276e-07,0.002245946424336062,0.00268535691491146,1.1422575087741663e-09,0.0003941883258827885,2.1514064375876437e-07,6.596630622983513e-06,7.492512572749274e-11,3.180191076865241e-06,3.828899657749824e-07,2.534950578075082e-06,9.38023485938408e-12,1.861863963077757e-07,1.6200655341158113e-11,1.6684472376387053e-06,3.24784002608376e-12,3.2330299811079198e-09,4.119206282199975e-08,0.0001410342296663894,3.5104321764817536e-09,0.0012335893196234583,0.002019638298368841,8.07144411337873e-07,1.5421325086722167e-11,0.00324726162234472,7.648474787853674e-11,1.526544205822151e-05,2.8309227943908093e-09,0.0007978018605696086,7.303127371278367e-07,2.737443103891919e-07,2.5380715835472314e-06,0.00012645355111085417
1.4737637765239542e-05,0.754079707584413,0.004975316816131057,0.0005126539324885324,0.0018848361920442054,0.20080994321570267,0.0,0.0,0.005217634078401835,0.0004989051532977908,0.020830115372749265,0.0014864128360564334,0.0003418682330075032,9.663086975990212e-10,8.92972613866084e-08,2.0437942681852535e-06,0.0024764861729003316,0.003049081631480177,1.8606297881782945e-05,3.4386485438104876e-08,0.00020892661128328138,1.3416383323470238e-08,8.569828013711446e-07,0.00014706936789211252,3.1308264061044616e-06,0.004180073737179743,7.187299546526997e-07,0.00025154690382352645,8.072002465637774e-05,1.0993706864656803e-06,2.1712797646608404e-06,2.76493793452883e-09,8.071939719496736e-07,2.6074000063188995e-06,3.76,0.0,0.5260445014998945,0.9340460391879353,0.0725151510860182,0.0034003890554957167,0.11653133899948616,0.13785210770660034,3.0777872037241924e-09,9.347181475536122e-12,0.0004652770342565691,0.00010371838613547894,0.001266503101820568,0.002096488005574864,0.0006023129888924102,0.17221515411108357,0.06234832049023857,0.0029042479769881536,9.715562268307114e-05,0.004968311923221961,0.00011572615133429961,1.6550606383457347e-06,0.00010230297185260086,0.0009081811907257419,0.0007248096681216062,0.0001888556770044071,0.003880459030256368,0.00231285685309963,0.014670109438340451,4.0581879944423787e-07,0.0022688819604725218,0.002720122838584638,1.1487335428888794e-09,0.00039401595647751026,2.1491105146895845e-07,6.608653475538375e-06,7.506072727750261e-11,3.1801500721124544e-06,3.830580622912532e-07,2.55955507836328e-06,9.39713984435971e-12,1.8633166516725765e-07,1.6190481969398477e-11,1.6679793715364164e-06,3.245690008079998e-12,3.2675171715398934e-09,4.127671017158422e-08,0.00014249495806835578,3.522384310200894e-09,0.00124457713726391,0.002035222288923301,8.128718816788192e-07,1.5418410530597156e-11,0.003271043255463596,7.710873291329133e-11,1.5329063401119876e-05,2.840935808479144e-09,0.0008043483393436503,7.269445030674256e-07,2.756122134333457e-07,2.5504803809011833e-06,0.00012704118878364805
1.4762676784018513e-05,0.7542025661963089,0.004963392693652235,0.0005121775674840987,0.0018802887239509408,0.2013856673976607,0.0,0.0,0.005224596743110896,0.0005025279702311847,0.02098291507909324,0.0014968744205093502,0.000342715665143059,9.614107875826382e-10,8.902655265745393e-08,2.043636480673277e-06,0.002477955907398208,0.003064944415693729,1.86857318659043e-05,3.4542689641950485e-08,0.00021009461501429077,1.3436566668416339e-08,8.555450826770061e-07,0.00014778522320656957,3.136489326900924e-06,0.004200783084339396,7.21143016196496e-07,0.00025292789371102355,8.122461224742372e-05,1.1035104407973789e-06,2.1733418699122936e-06,2.7715000056153203e-09,8.085287542690925e-07,2.6281127190015026e-06,3.76,0.0,0.5250812177979614,0.9337407673347593,0.07283225759110665,0.0034168337735834354,0.11663371613954018,0.13806578328533153,3.080470051363337e-09,9.323635737361417e-12,0.0004651249672807773,0.00010360597265408458,0.001265916619445307,0.0020896442790398644,0.0006010560475116389,0.17273070486254183,0.062445619669815405,0.0029077286683547618,9.705617602105286e-05,0.004993858427428894,0.00011553603107019656,1.6642120281876564e-06,0.00010213272747552056,0.0009083803640133987,0.000725268096989126,0.00018878132089896192,0.0039030055023149958,0.0023170695917814673,0.014754543914709208,4.042969334321338e-07,0.002286575268775609,0.0027470691134523365,1.1537039647266913e-09,0.00039387233496638566,2.1472851873762863e-07,6.617621297033377e-06,7.516185649904026e-11,3.1799120909128477e-06,3.831627051531857e-07,2.5785281428398503e-06,9.40974603413305e-12,1.864361445112342e-07,1.618207948478261e-11,1.6675609426135948e-06,3.2439220914812265e-12,3.294131542631823e-09,4.13412297795612e-08,0.00014362443785413597,3.5314758514330828e-09,0.0012530394370072239,0.0020472069143197646,8.172711718733146e-07,1.5415753578478413e-11,0.0032893548687643577,7.758863102557515e-11,1.53775496707068e-05,2.8485442374476433e-09,0.00080937930309581,7.243552987169828e-07,2.7704091031323344e-07,2.559952605488051e-06,0.00012749188002699984
1.4787715802797485e-05,0.7543250428650856,0.0049514403468558605,0.0005116914768058796,0.0018757271828805581,0.2019589285032294,0.0,0.0,0.005231464394751391,0.000506151796552212,0.02113594302262035,0.001507343702484327,0.00034355077241919537,9.564909967077407e-10,8.875342077843127e-08,2.0434178962789766e-06,0.002479382223599297,0.0030807840100618637,1.876454873354868e-05,3.4697810560481976e-08,0.00021126123687713628,1.34559762477438e-08,8.540830327502702e-07,0.00014849843182928435,3.1420456442108084e-06,0.004221444188166126,7.235291095299074e-07,0.00025430683180150125,8.172902575351089e-05,1.107614655884688e-06,2.1753280349617542e-06,2.77795186294259e-09,8.098387734325461e-07,2.648849713705619e-06,3.76,0.0,0.5241215256692323,0.933435820409509,0.0731487756324655,0.0034332704093827456,0.11673583442778462,0.13827916871334575,3.0831460044578612e-09,9.299986991197677e-12,0.00046497306212080143,0.00010349203848094985,0.0012653043035455874,0.0020827982403311433,0.0005997925973571169,0.17324405220359804,0.06254196449445146,0.002911193466862964,9.695527754306355e-05,0.005019400594361011,0.00011534461824298565,1.6733613585261425e-06,0.00010196133693078177,0.0009085520453690914,0.0007257026827097711,0.00018870117570138635,0.003925573997567529,0.002321193992298971,0.014838913651921129,4.027762986929464e-07,0.002304279073970198,0.0027741421650594456,1.158655436958877e-09,0.00039371951242044364,2.1454125007535562e-07,6.626330233222263e-06,7.5260052203503e-11,3.1794974342956374e-06,3.832459832846784e-07,2.597505664648123e-06,9.42198542933531e-12,1.8653417648429175e-07,1.6173199395591427e-11,1.6670931768989636e-06,3.242059949727505e-12,3.320770021219412e-09,4.140511712979334e-08,0.0001447568882024263,3.540461554238869e-09,0.0012614944862691317,0.002059166207238358,8.216565283027789e-07,1.5412746630355497e-11,0.003307647777965207,7.806753322672334e-11,1.542555193953479e-05,2.856057069000726e-09,0.0008143965644212648,7.217726545720067e-07,2.7845980522120334e-07,2.5693436883791355e-06,0.00012794055791657383
1.4812754821576457e-05,0.7544471379748279,0.004939461779941971,0.0005111958830321774,0.001871152412340636,0.20252973253359816,0.0,0.0,0.0052382373534460135,0.0005097764152425452,0.021289193849611844,0.0015178203176749755,0.0003443736248754786,9.515510022242297e-10,8.847796441638726e-08,2.0431395620063304e-06,0.002480765577504056,0.0030966000119642735,1.8842748051179008e-05,3.485184663434917e-08,0.0002124264472010339,1.3474621512581865e-08,8.525972690368834e-07,0.000149208980935291,3.1474958517445693e-06,0.004242056593222538,7.258883687342224e-07,0.00025568368803289746,8.223324881369841e-05,1.1116833719981631e-06,2.1772392331409823e-06,2.7842942144610426e-09,8.111242339441768e-07,2.6696099857621026e-06,3.76,0.0,0.523165417545854,0.9331312036944289,0.07346470083365865,0.0034496986736189355,0.1168376949841038,0.13849226297874048,3.0858150970223546e-09,9.276241825877463e-12,0.00046482132140894967,0.00010337662552568666,0.0012646666129501663,0.0020759508056566347,0.0005985229078681682,0.17375519994618452,0.06263736204128431,0.002914642292158179,9.68529657972923e-05,0.005044937637013933,0.00011515196052429513,1.6825084275763284e-06,0.00010178884281670442,0.0009086966627098158,0.0007261137605461135,0.00018861534877431406,0.003948164017167654,0.002325230699783645,0.014923215546938502,4.0125707085189946e-07,0.002321992571070739,0.002801341359929512,1.1635879287035894e-09,0.0003935576303934868,2.1434933061903845e-07,6.634782544826819e-06,7.53553401140212e-11,3.1789088300387643e-06,3.833081918142704e-07,2.6164867225523957e-06,9.433861358711e-12,1.8662584547842132e-07,1.616385082629936e-11,1.6665769394180255e-06,3.2401054072249236e-12,3.347431289404561e-09,4.146837690824737e-08,0.00014589227576425524,3.549341726342114e-09,0.0012699418997867728,0.002071099736766733,8.260278098757519e-07,1.54093959704118e-11,0.0033259214796754915,7.854541326084377e-11,1.547307137931302e-05,2.8634746868724225e-09,0.0008193999351193174,7.191967879242435e-07,2.7986885994324643e-07,2.5786537267215302e-06,0.00012838721205537994
1.4837793840355429e-05,0.7545688519491676,0.004927458961979673,0.0005106910066403858,0.0018665652409255342,0.20309808569915044,0.0,0.0,0.005244915946301973,0.0005134016104160971,0.02144266225683045,0.001528303906163759,0.0003451842942367389,9.465924469222906e-10,8.820028075328913e-08,2.0428025198315772e-06,0.002482106424538857,0.0031123920271870047,1.89203295337569e-05,3.500479660808377e-08,0.00021359021705164027,1.3492511998270139e-08,8.510884029059508e-07,0.00014991685833281893,3.15284045538813e-06,0.004262619858248655,7.282209328566133e-07,0.0002570584332044273,8.27372652828481e-05,1.1157166366729507e-06,2.1790764382757015e-06,2.7905277867451727e-09,8.123853428277806e-07,2.6903925401403493e-06,3.76,0.0,0.5222128855518876,0.9328269223440305,0.07378002897047242,0.003466118281744796,0.11693929892522609,0.13870506510699426,3.0884773629379663e-09,9.252406706448737e-12,0.00046466974771373275,0.00010325977518728319,0.0012640040035603096,0.0020691028720469136,0.0005972472444895076,0.17426415211901794,0.0627318193871917,0.002918075065952322,9.674927888515445e-05,0.005070468778902193,0.00011495810489833442,1.6916530373007202e-06,0.00010161528711611,0.000908814642510139,0.0007265016650780737,0.00018852394674942878,0.0039707750663793406,0.002329180368616788,0.015007446545629499,3.997394216308283e-07,0.002339714966187228,0.002828666061504245,1.1685014133644144e-09,0.0003933868299293361,2.1415284499485485e-07,6.64298051356127e-06,7.544774630099309e-11,3.178149009505399e-06,3.8334963376012884e-07,2.635470405880453e-06,9.445377033933006e-12,1.8671123104655862e-07,1.6154042846937057e-11,1.6660130904960478e-06,3.238060272514249e-12,3.3741140454744867e-09,4.1531013800940595e-08,0.000147030567257926,3.5581166781162085e-09,0.001278381298730231,0.002083007081980696,8.30384879689768e-07,1.540570787171256e-11,0.0033441754810029003,7.902224692678836e-11,1.5520109279565635e-05,2.8707974948541885e-09,0.0008243892331976804,7.166279096321891e-07,2.812680392113262e-07,2.587882839786238e-06,0.00012883183271336285
1.48628328591344e-05,0.7546901852472788,0.004915433827033414,0.0005101770659678319,0.001861966482374037,0.2036639944128488,0.0,0.0,0.00525150050727618,0.000517027167356189,0.021596342991976682,0.0015387941124246907,0.00034598285384585925,9.41616939284492e-10,8.792046547041873e-08,2.042407806573089e-06,0.0024834052194545684,0.003128159669842995,1.8997293041600532e-05,3.5156659522777514e-08,0.00021475251822283722,1.3509657316329152e-08,8.495570395242763e-07,0.0001506220524519752,3.1580799728303825e-06,0.0042831335559742984,7.30526945716337e-07,0.0002584310389645437,8.32410592311266e-05,1.119714504533971e-06,2.1808406242122465e-06,2.7966533196655806e-09,8.136223094803187e-07,2.7111963915617837e-06,3.76,0.0,0.5212639215126629,0.932522981386514,0.07409475596857515,0.0034825289538996246,0.11704064736466556,0.1389175741605909,3.0911328358616428e-09,9.228487974102915e-12,0.00046451834354075577,0.0001031415283507794,0.0012633169282577183,0.0020622553175065317,0.0005959658686669365,0.17477091296140324,0.06282534360670645,0.002921491712036543,9.664425445767272e-05,0.005095993254063292,0.00011476309766182065,1.7007949933810425e-06,0.0001014407111965324,0.0009089064096509517,0.0007268667300688045,0.00018842707549831958,0.003993406654600109,0.002333043661960403,0.015091603642706097,3.9822351858290185e-07,0.0023574454765443132,0.0028561156303027607,1.173395871772346e-09,0.00039320725152573017,2.139518773094136e-07,6.6509264407578475e-06,7.553729689960398e-11,3.1772207059272744e-06,3.8337061909495075e-07,2.654455814580393e-06,9.45653571402927e-12,1.8679041227516409e-07,1.614378446817257e-11,1.6654024854176474e-06,3.2359263409938387e-12,3.4008170040007956e-09,4.159303249230681e-08,0.0001481717294733705,3.566786739808142e-09,0.0012868123106886372,0.002094887831861004,8.347276049915994e-07,1.540168863651944e-11,0.0033624092994557586,7.949800946735967e-11,1.5566667043993388e-05,2.8780259168158504e-09,0.0008293642827917303,7.140662241859708e-07,2.826573108189752e-07,2.5970311683310872e-06,0.00012927441081677618
1.4887871877913372e-05,0.7548111383649281,0.004903388274308843,0.0005096542771802231,0.0018573569356368812,0.2042274652844604,0.0,0.0,0.005257991377056434,0.0005206528725472409,0.021750230854059336,0.0015492905853234566,0.0003467693786040578,9.366260535020154e-10,8.763861274185578e-08,2.041956453581036e-06,0.002484662416239867,0.0031439025622981044,1.9073638577529453e-05,3.5307434709375144e-08,0.00021591332322914406,1.3526067147273211e-08,8.480037777599139e-07,0.00015132455233461182,3.1632149332249282e-06,0.004303597272948238,7.328065557293606e-07,0.00025980147780002203,8.374461494346968e-05,1.1236770371333515e-06,2.1825327643917414e-06,2.8026715684503027e-09,8.148353455424714e-07,2.7320205645896187e-06,3.76,0.0,0.5203185169629485,0.9322193857250672,0.07440887790141204,0.00349893041487197,0.11714174141267188,0.13912978923866784,3.0937815492874965e-09,9.204491845954994e-12,0.00046436711133341176,0.00010302192538473293,0.0012626058368284208,0.0020554090011670975,0.0005946790378475237,0.1752754869178125,0.06291794177025015,0.002924892156291067,9.653792971270022e-05,0.005121510307053363,0.0001145669844237016,1.7099341051915451e-06,0.00010126515580971771,0.0009089723872868625,0.0007272092883504697,0.00018832484010819072,0.004016058295378937,0.002336821251349733,0.015175683881649754,3.9670952510020853e-07,0.0023751833304871952,0.0028836894240603945,1.17827128605747e-09,0.00039301903510377225,2.1374651114757928e-07,6.6586226461900076e-06,7.562401827031408e-11,3.1761266521514458e-06,3.833714511252046e-07,2.673442059260748e-06,9.467340748908356e-12,1.8686347106559408e-07,1.613308463758528e-11,1.6647459742997618e-06,3.23370539751859e-12,3.4275388959106866e-09,4.165443766415552e-08,0.00014931572927590677,3.5753522536197076e-09,0.001295234569653056,0.0021067415852148285,8.390558571359832e-07,1.539734446458882e-11,0.0033806224628520937,7.997267630199921e-11,1.5612746187211733e-05,2.8851603959235076e-09,0.0008343249140895876,7.115119298161163e-07,2.8403664584780036e-07,2.6060988740217733e-06,0.00012971493793844052
1.4912910896692344e-05,0.7549317118316474,0.004891324168303317,0.0005091228542459199,0.001852737384940157,0.20478850511566096,0.0,0.0,0.005264388902959917,0.0005242785137014148,0.02190432069367181,0.00155979297812376,0.00034754394491991663,9.316213294585229e-10,8.735481523104008e-08,2.0414494863972807e-06,0.0024858784680483062,0.003159620335106884,1.91493662843971e-05,3.545712178358225e-08,0.00021707260529911775,1.3541751234386747e-08,8.464292100945555e-07,0.00015202434762563597,3.168245876913939e-06,0.004324010609390735,7.350599157562461e-07,0.0002611697230265438,8.424791691909147e-05,1.127604302808492e-06,2.184153831490618e-06,2.808583304315192e-09,8.160246647876967e-07,2.7528640937013437e-06,3.76,0.0,0.5193766631538835,0.9319161401389896,0.07472239098839407,0.003515322394067382,0.11724258217618735,0.13934170947670732,3.0964235365614817e-09,9.180424415607386e-12,0.0004642160534733069,0.00010290100613922045,0.001261871175899836,0.002048564763424991,0.0005933870054794024,0.17577787863328692,0.06300962094265726,0.002928276326692922,9.643034139270483e-05,0.005147019192940166,0.00011436981010470585,1.719070185775543e-06,0.00010108866109104908,0.000909012996731182,0.0007275296717279479,0.00018821734486147322,0.004038729506430705,0.0023405138163483555,0.015259684354614111,3.9519760059991793e-07,0.0023929277674828455,0.002911386797846435,1.1831276416023591e-09,0.00039282231998240757,2.1353682955516935e-07,6.666071467045461e-06,7.570793703616836e-11,3.17486957954127e-06,3.833524349829591e-07,2.6924282612209072e-06,9.477795452004215e-12,1.8693048753946153e-07,1.6121952239396154e-11,1.6640444019341199e-06,3.231399213151902e-12,3.4542784685411146e-09,4.1715233994758125e-08,0.00015046253360940406,3.5838135682167357e-09,0.0013036477160000047,0.0021185679506068623,8.433695115426307e-07,1.539268151316061e-11,0.003398814509240385,8.044622406138272e-11,1.5658348331907153e-05,2.8922013937606337e-09,0.000839270963266988,7.089652185883465e-07,2.854060186855053e-07,2.6150861389139757e-06,0.00013015340628923927
1.4937949915471316e-05,0.7550519062133025,0.004879243339025729,0.0005085830088980368,0.0018481085998810313,0.20534712089260115,0.0,0.0,0.005270693438775874,0.000527903879798826,0.022058607413408992,0.0015703009484873708,0.0003483066306328322,9.266042727832898e-10,8.706916408233696e-08,2.0408879243836712e-06,0.0024870538270882173,0.003175312626913993,1.9224476441356732e-05,3.560572063895368e-08,0.00021823033836522175,1.3556719374629315e-08,8.44833922510257e-07,0.00015272142855975328,3.173173355045113e-06,0.004344373178967656,7.372871828783751e-07,0.00026253574877428324,8.475094987070923e-05,1.131496376475642e-06,2.1857047969312053e-06,2.8143893119271003e-09,8.171904829562101e-07,2.7737260233959975e-06,3.76,0.0,0.5184383510635049,0.9316132492854201,0.07503529159213393,0.0035317046254588627,0.1173431707587791,0.13955333404606157,3.099058830838478e-09,9.15629165388841e-12,0.00046406517228119706,0.00010277880994329697,0.0012611133888463825,0.0020417234261436703,0.0005920900210170095,0.1762780929464433,0.06310038818095136,0.002931644153326817,9.632152578169177e-05,0.005172519177290509,0.00011417161893806037,1.7282030518091858e-06,0.00010091126656027793,0.0009090286572911987,0.0007278282108359149,0.00018810469320590335,0.004061419809657596,0.0023441220440244617,0.015343602202278046,3.9368790055503817e-07,0.002410678038119455,0.002939207104242801,1.1879649289560395e-09,0.0003926172448399874,2.1332291501529585e-07,6.673275256358065e-06,7.578907994164545e-11,3.1734522167388305e-06,3.8331387888324503e-07,2.711413552495128e-06,9.487903170566042e-12,1.8699154149014272e-07,1.611039609188449e-11,1.6632986074639718e-06,3.2290095444462035e-12,3.4810344857152556e-09,4.177542615727206e-08,0.00015161210950106108,3.5921710455651575e-09,0.0013120513964650269,0.0021303665462530643,8.476684476376189e-07,1.5387705925037395e-11,0.003416984986777655,8.091862925940916e-11,1.5703475204565516e-05,2.8991493896245665e-09,0.0008442022723872895,7.064262765070248e-07,2.8676540689905885e-07,2.623993164731293e-06,0.00013058980870493225
1.4962988934250288e-05,0.7551717221075381,0.004867147582145463,0.0005080349506126939,0.0018434713354904925,0.20590331978129367,0.0,0.0,0.005276905344664557,0.000531528761112153,0.022213085968109916,0.001580814158472366,0.0003490575149659924,9.215763549691495e-10,8.678174891577268e-08,2.0402727805667914e-06,0.0024881889445552215,0.0031909790843913086,1.929896946152915e-05,3.575323144261968e-08,0.00021938649705734587,1.3570981413256134e-08,8.432184944208442e-07,0.00015341578595312808,3.1779979293270237e-06,0.004364684608647098,7.394885182628748e-07,0.0002638995299787725,8.525369872401598e-05,1.1353533395051575e-06,2.1871866305990293e-06,2.820090389188756e-09,8.183330176536476e-07,2.7946054082562004e-06,3.76,0.0,0.5175035714032883,0.9313107177004417,0.07534757621670105,0.003548076847555201,0.11744350826059576,0.1397646621536472,3.1016874651013545e-09,9.132099409175181e-12,0.0004639144700175398,0.00010265537560382629,0.0012603329157329566,0.002034885792781256,0.0005907883299249015,0.17677613488512367,0.06319025053299125,0.0029349955683907257,9.62115187036141e-05,0.005198009536158716,0.00011397245447042225,1.7373325235779446e-06,0.0001007330111224382,0.0009090197861723993,0.0007281052350534647,0.00018798698773704457,0.004084128731161475,0.002347646628626106,0.01542743461374379,3.9218057646617986e-07,0.0024284334041016777,0.0029671496934548175,1.1927831411451695e-09,0.00039240394769092854,2.1310484944137313e-07,6.680236382043429e-06,7.586747390459108e-11,3.171877288478834e-06,3.832560887052508e-07,2.7303970758758937e-06,9.497667283869046e-12,1.8704671335264325e-07,1.6098424944979477e-11,1.6625094242064074e-06,3.2265381346397825e-12,3.5078057277813758e-09,4.183501881886792e-08,0.0001527644240643563,3.600425058242869e-09,0.0013204452641239026,0.0021421369999518793,8.519525488176983e-07,1.5382423773116623e-11,0.003435133453651196,8.138986897475296e-11,1.5748128632824755e-05,2.906004880092318e-09,0.0008491186893375399,7.038952835862474e-07,2.8811479109831635e-07,2.632820172410912e-06,0.00013102413863761342
