Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289)
6.452046792674998e-20,0.811203622609425,1.0587845030964117e-22,2.3587635721472352e-23,7.054984150170537e-31,5.12582639961876e-35,0.0,0.0,3.941439656638544e-18,6.763082326105346e-34,5.388440272854516e-45,5.973950549772048e-56,3.9533053295303315e-56,9.746844084237745e-62,1.4004792325823096e-43,7.374934624247392e-49,4.812308354103132e-62,4.441498016576364e-60,2.617695744559167e-54,1.0161378445188764e-51,5.2632451997122235e-31,3.25402815603366e-48,1.9602449613295607e-53,2.224043405828186e-105,7.570051963234292e-78,5.186311061357738e-68,4.183341443884165e-47,1.591182452122454e-65,1.76272271784994e-114,5.741680934494947e-84,4.337825315448368e-78,4.248021013488025e-76,1.0238980911996479e-59,1.6406374489786998e-102,3.76,0.0,0.5298971179944002,0.9999999999996622,1.1681867331877432e-43,1.0570671717771887e-75,1.3181818940285881e-14,1.3181818940285883e-14,6.256574583389907e-31,7.448178478346406e-34,3.3780878499998454e-13,9.801353173499606e-35,7.973512040574396e-36,3.941545535055378e-18,7.452894284419796e-30,1.3886901032596698e-40,1.317680366063293e-29,7.144371620372052e-16,3.655309854871114e-34,7.054237328624882e-31,3.305708938742799e-31,7.155366776760461e-35
1.2909699186386203e-19,0.8112036226094272,2.118489152521398e-22,4.719576461055811e-23,2.823832242001774e-30,2.0516666079486827e-34,0.0,0.0,7.886303674401663e-18,2.706995440562e-33,4.314028620651721e-44,4.7827999450415765e-55,3.1656498021366992e-55,7.803401766020285e-61,5.605566684678207e-43,5.905538054709415e-48,7.707509964562452e-61,7.114096835667321e-59,2.0957482696458665e-53,8.135281309258094e-51,2.1066697211696624e-30,2.6052011132517186e-47,1.5697853709996973e-52,2.8526523423937785e-103,2.424968219070013e-76,8.305823577179109e-67,3.350059545430347e-46,2.548855002650738e-64,2.260009190330287e-112,1.839547550671227e-82,1.3896582771344265e-76,1.3609665430659746e-74,1.6401027952441815e-58,1.0542211353430595e-100,3.76,0.0,0.5298971179943867,0.9999999999993241,9.352596940957627e-43,3.3861633471051413e-74,2.6375090373134544e-14,2.6375090373134554e-14,2.5042603436466287e-30,2.9812124426297198e-33,6.759110614879129e-13,3.923095575759026e-34,3.1914827737625023e-35,7.886515523182927e-18,2.9830999940007615e-29,1.11179646561635e-39,5.274155438367697e-29,1.4294950340327141e-15,1.46307654318821e-33,2.8235333187530162e-30,1.3231450680850246e-30,2.8640114534077e-34
2.5825003973808613e-19,0.8112036226094314,4.237899243864194e-22,9.44120223892552e-23,1.1299007179854273e-29,8.209340605393065e-34,0.0,0.0,1.5776031709922043e-17,1.0831507787090487e-32,3.4525340178867702e-43,3.8277048909475496e-54,2.5344451284532663e-54,6.245093026167705e-60,2.2429568328539406e-42,4.726667650103586e-47,1.233827269634436e-59,1.1388718453834722e-57,1.6772355610739637e-52,6.510697525468632e-50,8.429422949064579e-30,2.0849526644014507e-46,1.256464376436088e-51,3.655160624723255e-101,7.763983280800225e-75,1.3297640386799793e-65,2.681402853997609e-45,4.0805407031115246e-63,2.895198077980324e-110,5.890091056002666e-81,4.449394686711329e-75,4.357654375727912e-73,2.6256580923801025e-57,6.78486774598245e-99,3.76,0.0,0.5298971179943596,0.9999999999986479,7.484919997918542e-42,1.0841403526597304e-72,5.276163323883052e-14,5.2761633238830545e-14,1.0020303323920692e-29,1.19287329792376e-32,1.3521156142489674e-12,1.5697492371700993e-33,1.2770088196472667e-34,1.5776455499310303e-17,1.1936285643108433e-28,8.897750700957778e-39,2.1103491658871103e-28,2.8596107780236547e-15,5.85421191819819e-33,1.1297811097468202e-29,5.294303748408725e-30,1.1459776363745008e-33
5.165561354865343e-19,0.8112036226094397,8.476722596521068e-22,1.8884453794875166e-22,4.520338619118817e-29,3.284272205810937e-33,0.0,0.0,3.155548778093933e-17,4.3333084202624386e-32,2.762551774936301e-42,3.0627636294025597e-53,2.0294825560875665e-53,4.997023269316537e-59,8.973287858067425e-42,3.78222921545635e-46,1.9746243112558724e-58,1.8226881743418957e-56,1.342043287062891e-51,5.209547222954758e-49,3.372318070684546e-29,1.6682789087239797e-45,1.005426008241363e-50,4.681017038160652e-99,2.4851284420571048e-73,2.128972929196707e-64,2.1456645025719019e-44,6.5307660873507105e-62,3.707382766436072e-108,1.8853961794482533e-79,1.4242045331700824e-73,1.3948593684918898e-71,4.202248220107185e-56,4.3856164334519676e-97,3.76,0.0,0.5298971179943054,0.9999999999972954,5.989073219400097e-41,3.4701583305090005e-71,1.0553471897021701e-13,1.0553471897021716e-13,4.008773811879543e-29,4.772269943887235e-32,2.7045247189118656e-12,6.280019108027112e-33,5.108866818874542e-34,3.1556335451054145e-17,4.775291501025188e-28,7.119552439551308e-38,8.442770840243095e-28,5.719842266005226e-15,2.342065970662337e-32,4.519860108259797e-29,2.1180662435642621e-29,4.5846567632724394e-33
1.0331683269834307e-18,0.8112036226094562,1.6954381981719947e-21,3.7770956907615364e-22,1.8082826075714474e-28,1.3138169249040783e-32,0.0,0.0,6.311439992288003e-17,1.7334644392339749e-31,2.2102512666125938e-41,2.450472604499242e-52,1.6262066529018174e-52,3.997998195835929e-58,3.5896072698847243e-41,3.0261414530665974e-45,3.159799499656734e-57,2.9166957124865968e-55,1.0737365847993817e-50,4.168033501654998e-48,1.3490370143036249e-28,1.3347498513924657e-44,8.044426428186604e-50,5.993245593162217e-97,7.953457242748079e-72,3.4096276449432764e-63,1.7167485162734349e-43,1.0450753739409248e-60,4.746432001205928e-106,6.034179166437256e-78,4.558091776741772e-72,4.4642060384175205e-70,6.724553520534457e-55,2.8605709419266e-95,3.76,0.0,0.5298971179941969,0.9999999999945905,4.791713512566269e-40,1.1105961604689431e-69,2.1108089043296831e-13,2.110808904329688e-13,1.6036400301138296e-28,1.9090633389060275e-31,5.409342924800824e-12,2.512212089656827e-32,2.0437130486991893e-33,6.311609535249817e-17,1.9102720599599266e-27,5.6961827601545596e-37,3.3773831909156044e-27,1.1440305241967132e-14,9.36902634368874e-32,1.8080911876335788e-28,8.472954510827777e-29,1.8340119606637236e-32
2.0663927099772237e-18,0.8112036226094895,3.390975147165827e-21,7.554396313645944e-22,7.233424760683985e-28,5.255490530269144e-32,0.0,0.0,1.26232224206386e-16,6.934139909221458e-31,1.7682849564328344e-40,1.9605176321080916e-51,1.3049735852366473e-51,3.1985503977022385e-57,1.4359013357852125e-40,2.4210564032181554e-44,5.055999710069072e-56,4.6670288692743586e-54,8.590300664413812e-50,3.334585099073772e-47,5.396367637091459e-28,1.0678505735787486e-43,6.4359488476804386e-49,7.672342538562233e-95,2.5452737297828918e-70,5.465030744833265e-62,1.3734855840037771e-42,1.6722450821551745e-59,6.076069516174702e-104,1.9310857074621212e-76,1.458691339600325e-70,1.4286509102286246e-68,1.0760050787696273e-53,1.8990714139060164e-93,3.76,0.0,0.5298971179939801,0.9999999999891809,3.833552794626555e-39,3.5541405272211223e-68,4.2217323335838393e-13,4.2217323335838595e-13,6.414821137321634e-28,7.636564088181862e-31,1.0818979322831387e-11,1.0049257266218036e-31,8.175184858925234e-33,1.2623561514721163e-16,7.641399167792215e-27,4.557162541848679e-36,1.3510082492122394e-26,2.2881231193885986e-14,3.7477630350941204e-31,7.2326590496450155e-28,3.3893197158078775e-28,7.336346373361857e-32
4.132841475964809e-18,0.811203622609556,6.782069332969718e-21,1.510899756076022e-21,2.893428771457755e-27,2.1022461693031357e-31,0.0,0.0,2.5246787277189617e-16,2.7737123951354985e-30,1.4146615432904983e-39,1.5685257071198355e-50,1.0503182002751439e-50,2.5589010574304377e-56,5.7437222042395e-40,1.936902420535379e-43,8.089855976134235e-55,7.4674987832647e-53,6.872403960122828e-49,2.667731400015932e-46,2.1585909715931412e-27,8.543007363776634e-43,5.1489227017649705e-48,9.821230957403814e-93,8.145143824718973e-69,8.774181540891604e-61,1.0988231766653027e-41,2.6756988710776497e-58,7.77779677115173e-102,6.179727920644135e-75,4.667975446443636e-69,4.5718508819721726e-67,1.7216693408047144e-52,1.3026684756751317e-91,3.76,0.0,0.5298971179935463,0.9999999999783615,3.066915031531377e-38,1.137362223421429e-66,8.443579192088672e-13,8.443579192088755e-13,2.5659806567101688e-27,3.0546877819240758e-30,2.163825206390309e-11,4.019784689572937e-31,3.270140485568728e-32,2.524746547039402e-16,3.056621852040121e-26,3.645816567304481e-35,5.404142943898321e-26,4.576308309770389e-14,1.4991357140891848e-30,2.8931224807062673e-27,1.3557554685113294e-27,2.934598264043969e-31
8.26573900793998e-18,0.811203622609689,1.3564338855842478e-20,3.021820006037064e-21,1.1573832821699751e-26,8.409127714792993e-31,0.0,0.0,5.049391698969091e-16,1.1094962444322009e-29,1.1317426660541722e-38,1.2549544561252895e-49,8.503679352046582e-50,2.047145143949528e-55,2.29751225680812e-39,1.5495448558764945e-42,1.294397478983372e-53,1.1948200130770458e-51,5.497988908131481e-48,2.1342104485994653e-45,8.634451720662277e-27,6.834487001959252e-42,4.1192044704096237e-47,1.2571580512768143e-90,2.6064888998651665e-67,1.4134575969181415e-59,8.790724253444582e-41,4.281226462442164e-57,9.955905808758123e-100,1.9775639191361038e-73,1.4937782488096816e-67,1.4630191562519862e-65,2.7547199179963187e-51,9.453501121179723e-90,3.76,0.0,0.5298971179926788,0.9999999999567227,2.4535611440368288e-37,3.6396187436346934e-65,1.6887272909084426e-12,1.6887272909084753e-12,1.0264027011164153e-26,1.2218875414372608e-29,4.3276797326088825e-11,1.607930232681239e-30,1.3080695091364845e-31,5.049527336866034e-16,1.2226611764919302e-25,2.916687864675468e-34,2.161679166684972e-25,9.152678690526042e-14,5.996603856881517e-30,1.1572607645395568e-26,5.423077034127007e-27,1.1738512546596853e-30
1.6531534071890325e-17,0.811203622609955,2.712920250664828e-20,6.043660508111896e-21,4.629556676320399e-26,3.363714191451941e-30,0.0,0.0,1.0098817641229058e-15,4.438007550490526e-29,9.053995054235126e-38,1.0041599205633355e-48,6.964639254118845e-49,1.6377258375839078e-54,9.190095799141616e-39,1.2396450524258301e-41,2.0710524079391754e-52,1.9117281872747117e-50,4.398418011053202e-47,1.7073784902951352e-44,3.453798255196861e-26,5.467622045833291e-41,3.295391473813862e-46,1.6091882360746793e-88,8.340833163984142e-66,2.2921724743920678e-58,7.0326349394775235e-40,6.850122156869935e-56,1.2743901538602082e-97,6.328352668387942e-72,4.780132165430874e-66,4.681704288498184e-64,4.40759104711143e-50,7.479089014530698e-88,3.76,0.0,0.5298971179909437,0.9999999999134451,1.962860562977337e-36,1.1646875514683152e-63,3.3774660343020267e-12,3.377466034302159e-12,4.1056316652881534e-26,4.887575017008756e-29,8.65538869706296e-11,6.431753645289289e-30,5.232304717608968e-31,1.0099088911287553e-15,4.890669566074418e-25,2.3333641311087618e-33,8.646760641347227e-25,1.8305419452005644e-13,2.3986537428148458e-29,4.629066602638008e-26,2.169241841887678e-26,4.695428964796941e-30
3.306312419979101e-17,0.811203622610487,5.42602282285045e-20,1.2087341520872596e-20,1.8518273803563009e-25,1.3455258960494184e-29,0.0,0.0,2.0197669524787834e-15,1.7752075346828107e-28,7.243217533390112e-37,8.036349578462418e-48,5.830377347930004e-48,1.3101845641015561e-53,3.676047691240448e-38,9.917197088477312e-41,3.3136970802053924e-51,3.0587780327907336e-49,3.518746104073348e-46,1.3659068446770445e-43,1.3815228154696135e-25,4.374110613894893e-40,2.6363265359865427e-45,2.9675590677745446e-86,2.66907765468001e-64,3.7655450768919747e-57,5.626130166754782e-39,1.0960656586098386e-54,1.6312896361243648e-95,2.0251568739373486e-70,1.5296489756164606e-64,1.498152243862073e-62,7.052177017428228e-49,8.188263626817252e-86,3.76,0.0,0.5298971179874737,0.9999999998268899,1.5702931097292526e-35,3.727015532481457e-62,6.754943521066933e-12,6.7549435210674605e-12,1.6422568253809434e-25,1.955034972117562e-28,1.7310806274038852e-10,2.572708001614833e-29,2.092927264169318e-30,2.019821203920361e-15,1.9562727893775577e-24,1.8666968325619747e-32,3.4587130484081876e-24,3.661090097483803e-13,9.594639370662056e-29,1.851631349850353e-25,8.676989393445041e-26,1.878176413535217e-29
6.612630445559237e-17,0.8112036226115508,1.0852747335322269e-19,2.417470358083848e-20,7.407318943408472e-25,5.382404809976283e-29,0.0,0.0,4.039537328806073e-15,7.100839167108164e-28,5.7945826221025786e-36,6.433963414321878e-47,5.078148472963684e-47,1.0481492169803975e-52,1.470420964559957e-37,7.933772335294808e-40,5.301926147747082e-50,4.8940551990492554e-48,2.815003067560609e-45,1.0927270964986084e-42,5.526098288641292e-25,3.4992936811816174e-39,2.1090700882133296e-44,3.807566102670503e-84,8.541066499453967e-63,6.338583958080148e-56,4.5009130201288056e-38,1.753825816102842e-53,2.088194086649623e-93,6.480942703676831e-69,4.894887411521359e-63,4.794098132278943e-61,1.1283508299173818e-47,8.603733484804028e-84,3.76,0.0,0.5298971179805337,0.9999999996537795,1.2562363518977583e-34,1.1926474817860678e-60,1.3509898494507692e-11,1.35098984945098e-11,6.56903551679955e-25,7.820149779517852e-28,3.46216400202617e-10,1.0290845098045662e-28,8.371720138150799e-30,4.039645821132777e-15,7.82510101073992e-24,1.4933596641778596e-31,1.383486975281696e-23,7.322186401999554e-13,3.837860627529906e-28,7.406534816111921e-25,3.47080013805897e-25,7.512715616377718e-29
1.3225266496719511e-16,0.8112036226136788,2.170827383269009e-19,4.83494278385507e-20,2.9629294636142938e-24,2.153198798615693e-28,0.0,0.0,8.079078079922792e-15,2.840337472034591e-27,4.6356695348416605e-35,5.154973297593592e-46,4.724665762426714e-46,8.385200127969562e-52,5.881687744328956e-37,6.347023729018388e-39,8.483091251609724e-49,7.830496595883657e-47,2.2520073376944467e-44,8.741823251468475e-42,2.210440720788496e-24,2.799437019638489e-38,1.6872652409690673e-43,4.8737839619058506e-82,2.7331443761696834e-61,1.1145581986982492e-54,3.600733971818722e-37,2.8064967033309258e-52,2.6732403267012087e-91,2.0741748418456334e-67,1.5663656802486496e-61,1.5341131273898854e-59,1.8053633328006276e-46,9.801428967021815e-82,3.76,0.0,0.5298971179666537,0.999999999307559,1.0049898277602382e-33,3.8164762962144234e-59,2.7019808441032995e-11,2.7019808441041435e-11,2.6276157671640045e-24,3.128061858344505e-27,6.924330188179258e-10,4.116340661195816e-28,3.3486905333243405e-29,8.079295022074432e-15,3.130042316801449e-23,1.1946885898816949e-30,5.533951393306419e-23,1.464437901082815e-12,1.5351452263688167e-27,2.9626158090757e-24,1.3883209117580122e-24,3.0050884845941524e-28
