Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125)
1.8215926996738581e-09,0.4692268389052796,6.3666294543993275e-18,4.426088896064058e-22,9.756862811827425e-16,1.1213466231830337e-20,0.0,0.0,8.718245520318424e-13,2.4900952340292056e-20,9.523638643296337e-23,1.7082901279175093e-23,1.8285786864369363e-34,5.47581236690767e-44,1.816122725888806e-32,4.345179670340916e-22,2.3567686517470257e-19,6.676248901075427e-25,2.0418112830846507e-40,8.019229990424102e-42,2.611231555189602e-22,1.1118849686102822e-33,3.4596895509445524e-21,2.720633082001427e-32,2.0304669702948664e-27,6.1204493622760194e-33,1.7088100202010463e-33,5.696650276528072e-34,5.678052160587705e-40,3.453808903044814e-42,2.64713848211711e-32,5.8204677485512865e-40,7.580373862609229e-31,6.205833419901984e-36,3.76,0.0,0.792570468995087,0.9999858643105632,1.348214372383452e-18,2.8390108769354344e-24,1.1650116514762773e-09,1.1650116514815382e-09,5.939866874978559e-22,1.2590636942342317e-27,1.4135688563841694e-05,4.373630841050048e-25,8.86188837610668e-27,8.708772056622186e-13,2.3324270277877844e-16,8.065087468720004e-19,1.067341504861727e-16,3.5429371920235057e-12,5.594119873747328e-24,9.770339622710754e-16,3.780185190492536e-21,1.5313924005373377e-25,2.802966708705486e-22,2.8432955540777027e-18,1.0339639274941867e-31,1.4543680993423191e-30,3.94542168040482e-21,7.06825760011763e-34,2.356797731043428e-19,5.037195113696258e-16,1.5484665249397973e-28,6.627161593815685e-34,6.483150408524101e-33,4.240936661391605e-26,6.0957836704324145e-30,1.5319924346603868e-37,3.995477774480775e-42,5.37870265714415e-46,1.243519862219505e-39,3.7040650537421615e-33,1.7800439482364842e-42,1.6118877650634772e-23,8.868705538315287e-29,5.367123938585027e-21,1.487910779505135e-28,8.230365112640675e-42,4.9973725517708006e-21
1.8552322464143405e-09,0.4692268389071004,6.5907435578728554e-18,4.6602077491238365e-22,1.0120259649529592e-15,1.1619328589305825e-20,0.0,0.0,8.879265149303555e-13,2.582917711947878e-20,1.0060774141488645e-22,1.8178456773371662e-23,1.955406076558021e-34,5.772060939529963e-44,1.8804612420865997e-32,4.493781195714116e-22,2.444588818362479e-19,7.039650284041705e-25,2.1922846035985e-40,8.481568119048551e-42,2.7085658574604323e-22,1.1743723309989038e-33,3.515499864986529e-21,2.927136316955825e-32,2.1449470212396737e-27,6.60309691611157e-33,1.8051376429857497e-33,6.12891445002112e-34,6.221939900509727e-40,3.784635438381783e-42,2.847588942478766e-32,6.374831917979635e-40,8.155822827256118e-31,6.80026883347374e-36,3.76,0.0,0.7925704689735238,0.9999858561440224,1.4242641528755e-18,2.9991915347583374e-24,1.18652604592927e-09,1.1865260459347274e-09,6.1502781400248855e-22,1.3057269934704807e-27,1.4143855088814486e-05,4.535765883727625e-25,9.306766529042011e-27,8.869439460527573e-13,2.4191867408503355e-16,8.519721614295221e-19,1.1071148547193831e-16,3.608346618396467e-12,5.801832062296041e-24,1.0134496670357599e-15,3.920841304012272e-21,1.5897719985473795e-25,2.90728443636716e-22,2.9489504480542807e-18,1.0715832893817842e-31,1.5363277390899431e-30,4.0185917680836865e-21,7.461678234470351e-34,2.444619538687219e-19,5.22408548799778e-16,1.6357621451911973e-28,7.130373153950689e-34,6.807222500655687e-33,4.479760408358233e-26,6.557910285228523e-30,1.6472930596003085e-37,4.284523778443276e-42,5.787651177768465e-46,1.306175109366927e-39,3.98780368758426e-33,1.890033703761438e-42,1.6819172991090766e-23,9.45943015946117e-29,5.669372004590906e-21,1.5569573978681503e-28,8.855000644682347e-42,5.080393600086812e-21
1.888871793154823e-09,0.46922683890892136,6.818726013081361e-18,4.902442577275836e-22,1.0490289943194546e-15,1.2035792184860652e-20,0.0,0.0,9.040285481935406e-13,2.6774388700946327e-20,1.0617725436383875e-22,1.9320432605218592e-23,2.088598989304001e-34,6.078342455546751e-44,1.945801073192513e-32,4.6444149521458845e-22,2.534014351609964e-19,7.415524651405759e-25,2.3508816639403382e-40,8.961929945765412e-42,2.8076811973692643e-22,1.2391484657785008e-33,3.571042990800461e-21,3.1451740400464167e-32,2.2636474135212776e-27,7.113921601818246e-33,1.905015156215975e-33,6.58531145387558e-34,6.806724880026491e-40,4.140337559933023e-42,3.0591917686501605e-32,6.970527015905117e-40,8.763421485706012e-31,7.439401528184525e-36,3.76,0.0,0.7925704689519606,0.9999858487036725,1.5031201786760642e-18,3.1652857111461993e-24,1.2080404403816744e-09,1.2080404403873317e-09,6.363966970495494e-22,1.35322945486512e-27,1.4151295422525603e-05,4.700823045192392e-25,9.765915462211397e-27,9.030101177111439e-13,2.5075240299856935e-16,8.991109740890596e-19,1.1476153268982346e-16,3.6737553786166154e-12,6.013300840233358e-24,1.0505315226256484e-15,4.064057400636978e-21,1.6492302581545612e-25,3.0135020228762514e-22,3.0565206060953556e-18,1.1098525748712558e-31,1.6213096825071747e-30,4.091773203496649e-21,7.869277179746567e-34,2.5340467735692693e-19,5.414347971115548e-16,1.7262753209980308e-28,7.661710140338094e-34,7.139998208262425e-33,4.727367905922042e-26,7.045798148120018e-30,1.7689501391022422e-37,4.588482872577772e-42,6.219527518580938e-46,1.3706678669182884e-39,4.287458156291407e-33,2.004481571811463e-42,1.7533848012173804e-23,1.0076779848829859e-28,5.982736261421714e-21,1.627659174466515e-28,9.514519414551574e-42,5.163101914299793e-21
1.922511339895305e-09,0.46922683891074213,7.050577069431967e-18,5.152931541873797e-22,1.0866953117680197e-15,1.2463038438437918e-20,0.0,0.0,9.201306518599722e-13,2.773658715886504e-20,1.1194850775565613e-22,2.0509752689194438e-23,2.228358749162316e-34,6.394792488637057e-44,2.0121364703567136e-32,4.797059436278639e-22,2.6250451952778247e-19,7.804049953542743e-25,2.5178879360952525e-40,9.460714201208584e-42,2.90857757491606e-22,1.3062538546118127e-33,3.626320214506615e-21,3.375167624306838e-32,2.386644269166809e-27,7.654036865019942e-33,2.0085065211673207e-33,7.0667220337963645e-34,7.434670835110805e-40,4.522292114573125e-42,3.282351167726152e-32,7.609808485483858e-40,9.404344848611829e-31,8.125705496576719e-36,3.76,0.0,0.7925704689303974,0.9999858419249386,1.5848332095507559e-18,3.337400525184577e-24,1.22955483483349e-09,1.2295548348393509e-09,6.580914919037315e-22,1.4015705544374386e-27,1.4158074140024553e-05,4.868801031975105e-25,1.0239551421941224e-26,9.190757208772808e-13,2.597438538871307e-16,9.479553700273185e-19,1.1888428980744883e-16,3.739163472690719e-12,6.228524641490002e-24,1.0882795222686461e-15,4.209832987561929e-21,1.7097666104839066e-25,3.1216191471581934e-22,3.1660053851487593e-18,1.14877126708027e-31,1.709368622303138e-30,4.16496599313298e-21,8.291297070922898e-34,2.6250793805768535e-19,5.607980867340162e-16,1.820064054918623e-28,8.222201332205343e-34,7.481501924221774e-33,4.983916496614211e-26,7.560384655013767e-30,1.897190586030405e-37,4.9078192689052494e-42,6.675177900810616e-46,1.4370117523533803e-39,4.603608117419429e-33,2.123474984634646e-42,1.826280025213939e-23,1.0721365440824627e-28,6.3074157864597076e-21,1.7000125887894452e-28,1.0210195291203286e-41,5.245498672538624e-21
1.956150886635787e-09,0.46922683891256306,7.286296976205298e-18,5.41181278949118e-22,1.1250248597879357e-15,1.2901248781501242e-20,0.0,0.0,9.362328259672255e-13,2.87157725674454e-20,1.179250837339045e-22,2.1747334160030504e-23,2.3748893670304864e-34,6.721545165743068e-44,2.0794617130824614e-32,4.951693298560495e-22,2.717681293177939e-19,8.205402647462206e-25,2.693593781527478e-40,9.97832360720161e-42,3.011254990100779e-22,1.3757289434732236e-33,3.681332816004876e-21,3.617545977553152e-32,2.5140136959408417e-27,8.224582619220669e-33,2.1156756847543478e-33,7.574042637937036e-34,8.108123489907312e-40,4.931925811493146e-42,3.517478403166768e-32,8.295011156366011e-40,1.007978896608454e-30,8.861744328074505e-36,3.76,0.0,0.7925704689088342,0.9999858357489884,1.6694540008640407e-18,3.515643092208981e-24,1.2510692292847169e-09,1.2510692292907855e-09,6.801103642125808e-22,1.4507497684255026e-27,1.4164250074158267e-05,5.0396985668816445e-25,1.0727890631275558e-26,9.35140755789987e-13,2.688929911276115e-16,9.98535527561786e-19,1.2307975449330046e-16,3.8045709006255476e-12,6.447501901087965e-24,1.126693659191746e-15,4.358167572080218e-21,1.771380522070222e-25,3.231635488193214e-22,3.277404142405155e-18,1.188338894128236e-31,1.8005592498666664e-30,4.238170143481704e-21,8.727980354330052e-34,2.7177173046207713e-19,5.804982481799849e-16,1.917186337605365e-28,8.812893975759736e-34,7.83175720033357e-33,5.24956345573303e-26,8.102623767625172e-30,2.032245159465855e-37,5.24300192055311e-42,7.15546436280791e-46,1.505220036864434e-39,4.9368435244350055e-33,2.2471012762331467e-42,1.900592532206103e-23,1.1393795802374603e-28,6.64360956926802e-21,1.774013691827618e-28,1.0943324897567033e-41,5.327585048494213e-21
2.023429980116752e-09,0.4692268389162048,7.769344337508773e-18,5.955304646216589e-22,1.2036734175166926e-15,1.3811287519514896e-20,0.0,0.0,9.684373856500093e-13,3.0725104533628106e-20,1.3050853037524946e-22,2.4370915267370354e-23,2.689092546837708e-34,7.406487784841619e-44,2.2170589941749217e-32,5.266844522667093e-22,2.907769027039517e-19,9.047288635938457e-25,3.0722900733216458e-40,1.1071649156270412e-41,3.2219529333838285e-22,1.5219498269247791e-33,3.7905692410560455e-21,4.14121028837703e-32,2.782174622639399e-27,9.461659981115454e-33,2.3413031237228874e-33,8.670078197604934e-34,9.601350467186957e-40,5.840192089044033e-42,4.0253166757144194e-32,9.812924076809968e-40,1.1539128846668065e-30,1.0493738461580785e-35,3.76,0.0,0.7925704688657078,0.9999858249959119,1.8476218642601607e-18,3.890939927817064e-24,1.2940980181854052e-09,1.2940980181918996e-09,7.251130553492629e-22,1.5516204456982653e-27,1.4175003118342662e-05,5.390247253583494e-25,1.1749543559554339e-26,9.672691218054639e-13,2.8766418221758194e-16,1.1050238064037252e-18,1.3168879724795536e-16,3.93538375810446e-12,6.896710540850825e-24,1.2055203177819555e-15,4.662511763558077e-21,1.8978390553541397e-25,3.4573645367173186e-22,3.505941021502512e-18,1.2694192899154093e-31,1.992554327335476e-30,4.384612552271138e-21,9.646306040761796e-34,2.907808883577837e-19,6.209085090123315e-16,2.1216634524082017e-28,1.0089164933603287e-33,8.558612748264701e-33,5.808781244539941e-26,9.273958427968067e-30,2.3237389365504135e-37,5.962805044441372e-42,8.193472994832752e-46,1.647281230058419e-39,5.6569819981056156e-33,2.5086013735402235e-42,2.0534267767728804e-23,1.2824615570430734e-28,7.351335427558466e-21,1.9269411444846432e-28,1.2527245532495696e-41,5.490831326229473e-21
2.08398116424962e-09,0.46922683891948225,8.217320929312743e-18,6.474534509239492e-22,1.276724791152265e-15,1.4669639925921562e-20,0.0,0.0,9.974217306315924e-13,3.259159941972357e-20,1.4257176493375418e-22,2.6906250361088153e-23,2.9971327609045337e-34,8.059487471138874e-44,2.3442250066235838e-32,5.557073234275982e-22,3.084337393788375e-19,9.850595723942434e-25,3.4458822208325792e-40,1.2124148593680817e-41,3.4176722310598753e-22,1.6620580205565392e-33,3.8879897293128e-21,4.6593211054262817e-32,3.039236871119127e-27,1.0691093482169131e-32,2.5575871117444106e-33,9.754436996234515e-34,1.1126150078137882e-39,6.767659337812458e-42,4.5275711372953115e-32,1.1361190126525366e-39,1.2983025171710255e-30,1.2160235001818003e-35,3.76,0.0,0.792570468826894,0.9999858168899369,2.0184265697317982e-18,4.250738499397722e-24,1.332823928194012e-09,1.3328239282009015e-09,7.667056305671473e-22,1.6452651566643484e-27,1.418310906415172e-05,5.7157134461280935e-25,1.2721484895023182e-26,9.961827101692486e-13,3.0509718433802933e-16,1.2071021705251654e-18,1.3968557223846487e-16,4.053113051707089e-12,7.31381946664043e-24,1.2787424320473292e-15,4.94516836682351e-21,2.015332298138935e-25,3.66701278233577e-22,3.7181635744457674e-18,1.3446071889125728e-31,2.1766089067050286e-30,4.516449638910665e-21,1.0525376913357985e-33,3.0843809367267566e-19,6.584281468162073e-16,2.317675111269486e-28,1.1351981810819151e-33,9.242933997517807e-33,6.344770085261883e-26,1.043264051131797e-29,2.6117812746379905e-37,6.669620930539402e-42,9.220909326813201e-46,1.7816390286769912e-39,6.369668238031742e-33,2.760670224241817e-42,2.1957166284391557e-23,1.4213645085560764e-28,8.029661928061335e-21,2.0701632575107208e-28,1.4094339286644944e-41,5.636703152974422e-21
2.144532348382488e-09,0.4692268389227599,8.677836467493663e-18,7.023103149920132e-22,1.3519241375969782e-15,1.5566338130438225e-20,0.0,0.0,1.0264063043887168e-12,3.45131331818224e-20,1.5535593920461177e-22,2.961189499681609e-23,3.330404261074912e-34,8.747888575078212e-44,2.474510434962312e-32,5.853422431994559e-22,3.266105911477632e-19,1.0698140691776659e-24,3.8523999487775335e-40,1.3244094856964993e-41,3.619162090682179e-22,1.810471430239056e-33,3.984572465490292e-21,5.224573192604149e-32,3.311649226473948e-27,1.2038101594784794e-32,2.786781013986474e-33,1.0937403064416073e-33,1.283877327484724e-39,7.809367721565997e-42,5.075319114294545e-32,1.3098316471457516e-39,1.4558331055559424e-30,1.4032004615995273e-35,3.76,0.0,0.7925704687880801,0.9999858100350503,2.1994415653245837e-18,4.6320566771178876e-24,1.371549838200711e-09,1.3715498382080085e-09,8.093201572996931e-22,1.7416172228482512e-27,1.4189963921664204e-05,6.050619854092262e-25,1.3744426142480318e-26,1.0250944610650244e-12,3.2304053664511634e-16,1.3152734220926878e-18,1.479178835299382e-16,4.17084018712378e-12,7.743065308770772e-24,1.3541227257298333e-15,5.23610846418183e-21,2.13630996882185e-25,3.8828095002382224e-22,3.9365774308736655e-18,1.4218923494454912e-31,2.3716606560770092e-30,4.648323635164004e-21,1.145572085596857e-33,3.2661533613912173e-19,6.970366172883865e-16,2.525388795490019e-28,1.272978213747403e-33,9.955943530127978e-33,6.912680516807067e-26,1.1696509179281355e-29,2.925665659168434e-37,7.435280460715125e-42,1.0342299998903727e-45,1.9222293302066145e-39,7.147357365406017e-33,3.029103914300491e-42,2.3424290535096256e-23,1.5702255395812373e-28,8.748385299228588e-21,2.2186449441233043e-28,1.580398768636786e-41,5.781587393282975e-21
2.2050835325153564e-09,0.46922683892603745,9.150892401255674e-18,7.601815705523445e-22,1.4292711215807675e-15,1.6502440657300042e-20,0.0,0.0,1.0553911071143909e-12,3.6489706254058426e-20,1.6888193251042331e-22,3.2492940288763695e-23,3.690191674636411e-34,9.472422295071456e-44,2.607882924498088e-32,6.155773041693873e-22,3.4530742532572895e-19,1.1590900036305486e-24,4.293713165970799e-40,1.443399063482341e-41,3.826422512250513e-22,1.9674246506015658e-33,4.080324692992025e-21,5.839740214612083e-32,3.59985503390319e-27,1.3510342069612702e-32,3.029257250337093e-33,1.222477168935737e-33,1.475605665339986e-39,8.975557346052972e-42,5.67121329641737e-32,1.5040959356570448e-39,1.62727822686321e-30,1.6127447353405366e-35,3.76,0.0,0.7925704687492663,0.9999858042380787,2.3909626972220984e-18,5.035519022223716e-24,1.4102757482055041e-09,1.4102757482132203e-09,8.5294630540487e-22,1.8406735976517235e-27,1.4195760864139151e-05,6.394959615563726e-25,1.481962716881707e-26,1.054004375856362e-12,3.414940317142883e-16,1.429713313266902e-18,1.5638571755638092e-16,4.288565164394038e-12,8.184438979717479e-24,1.4316611593025348e-15,5.535329185700398e-21,2.260770010458293e-25,4.104752820217535e-22,4.161178850677281e-18,1.5012736398803624e-31,2.5780284897630227e-30,4.780234578865961e-21,1.243874720637755e-33,3.4531258371297105e-19,7.367329350038747e-16,2.745142277175491e-28,1.422934110089793e-33,1.0697754508204676e-32,7.513427343428025e-26,1.3071725657956813e-29,3.2668766246780643e-37,8.262680124203899e-42,1.1563249529275222e-45,2.069118581633092e-39,7.99386286044331e-33,3.3144089567911535e-42,2.4934982632464467e-23,1.7293907734578669e-28,9.508662877316165e-21,2.3723501754920027e-28,1.766457475778831e-41,5.925490733839016e-21
2.2656347166482246e-09,0.469226838929315,9.636490178461962e-18,8.211477158688838e-22,1.5087654078737932e-15,1.747900615130006e-20,0.0,0.0,1.0843761389963977e-12,3.852131907092705e-20,1.8317062085100695e-22,3.555439975057295e-23,4.077806452563973e-34,1.0233805410983254e-43,2.7443104073897363e-32,6.464007528918006e-22,3.6452420925180885e-19,1.2529835415119644e-24,4.77174293427015e-40,1.5696386374314846e-41,4.0394534957646417e-22,2.1331519041339848e-33,4.175253592292864e-21,6.507674829596334e-32,3.904297489142765e-27,1.5115782643805906e-32,3.285388090384162e-33,1.362250264907873e-33,1.689581354896378e-39,1.0277062314531696e-41,6.317979876632931e-32,1.720671019591155e-39,1.8134335235166327e-30,1.8466030612381168e-35,3.76,0.0,0.7925704687104524,0.9999857993357248,2.5932857654289105e-18,5.461750056718364e-24,1.4490016582083897e-09,1.449001658216537e-09,8.975738491606694e-22,1.94243123681543e-27,1.4200663188946935e-05,6.748726038391554e-25,1.5948347426669707e-26,1.0829124559007105e-12,3.6045746221626207e-16,1.5505975243433091e-18,1.6508906076096793e-16,4.406287983557378e-12,8.637931403391893e-24,1.5113576932325165e-15,5.842827662471788e-21,2.3887106079286293e-25,4.332840872641098e-22,4.3919640962825836e-18,1.5827503968959931e-31,2.7960313093481552e-30,4.9121825078486975e-21,1.3475864658463186e-33,3.645298043741308e-19,7.775161154143581e-16,2.97727320412621e-28,1.585762769358747e-33,1.1468474441001038e-32,8.147924667084652e-26,1.4564624305644915e-29,3.6369389184258933e-37,9.15476044356981e-42,1.2889531734131902e-45,2.2223705088813953e-39,8.913106588076378e-33,3.617091283383117e-42,2.6488575755771534e-23,1.8992032313881094e-28,1.0311651079427363e-20,2.531239843910876e-28,1.9684723010583973e-41,6.068419816055292e-21
2.3261859007810927e-09,0.4692268389325925,1.0134631245633452e-17,8.85289233755594e-22,1.5904066612871504e-15,1.849709337769816e-20,0.0,0.0,1.1133614002180954e-12,4.060797206727595e-20,1.982428769414401e-22,3.880120844488592e-23,4.494586553774301e-34,1.1032740461337423e-43,2.8837611001493466e-32,6.778009881610194e-22,3.8426091028904797e-19,1.3515893839243503e-24,5.288461422175258e-40,1.7033881661280268e-41,4.258255041224339e-22,2.3078870417772624e-33,4.2693662814879795e-21,7.231308664616495e-32,4.2254196385267964e-27,1.686270876571525e-32,3.555545653523291e-33,1.5136720130274902e-33,1.9276861509112e-39,1.172532743046828e-41,7.018418416326674e-32,1.9614119332661495e-39,2.015116698350827e-30,2.1068319153823843e-35,3.76,0.0,0.7925704686716386,0.999985795189927,2.8067065237761677e-18,5.911374263390843e-24,1.4877275682093685e-09,1.4877275682179584e-09,9.431926662093865e-22,2.0468870984286107e-27,1.420480895753402e-05,7.1119125999286195e-25,1.7131845924233632e-26,1.1118187025502007e-12,3.7993062091689163e-16,1.6781016637856018e-18,1.7402789959607198e-16,4.5240086446533184e-12,9.103533515135555e-24,1.5932122879815928e-15,6.158601026613421e-21,2.520130162116301e-25,4.5670717884506735e-22,4.62892943264763e-18,1.666322424532993e-31,3.0259880039597138e-30,5.04416745994172e-21,1.4568481577036114e-33,3.84266966126464e-19,8.193851748476193e-16,3.222119099997828e-28,1.7621804700510707e-33,1.2268205596329586e-32,8.817085888279969e-26,1.6181712431245463e-29,4.037417484792973e-37,1.0114504776421182e-41,1.4327090578905905e-45,2.382046309462358e-39,9.909118826100396e-33,3.9376563537563777e-42,2.8084396121510086e-23,2.080002640808233e-28,1.1158505404160936e-20,2.6952720411199595e-28,2.1873293348616727e-41,6.21038123637995e-21
2.386737084913961e-09,0.4692268389358701,1.0645317047948017e-17,9.526865915890512e-22,1.6741945466735144e-15,1.955776122212955e-20,0.0,0.0,1.1423468909590957e-12,4.2749665678297416e-20,2.141195702496758e-22,4.223822234258203e-23,4.941896133425874e-34,1.186991591863196e-43,3.026203501165661e-32,7.097665593021711e-22,4.045174958243735e-19,1.4550007863648235e-24,5.8458918578366596e-40,1.8449126597769814e-41,4.482827148629375e-22,2.491863543512781e-33,4.362669816836932e-21,8.013652291124434e-32,4.563664379049257e-27,1.875973134782285e-32,3.8401019090655785e-33,1.677371264621516e-33,2.1919049761367435e-39,1.3332424896449311e-41,7.775401710666357e-32,2.2282719661443505e-39,2.2331675096407575e-30,2.3956005107867767e-35,3.76,0.0,0.7925704686328248,0.9999857916839404,3.031520679927294e-18,6.385016085844772e-24,1.5264534782084406e-09,1.5264534782174847e-09,9.89792736512731e-22,2.1540381429385995e-27,1.4208314915042165e-05,7.484512946774117e-25,1.8371381199893337e-26,1.1407231171523229e-12,3.999133006770453e-16,1.8124012682589497e-18,1.8320222052329088e-16,4.641727147721377e-12,9.581236261714274e-24,1.677224904006962e-15,6.482646411267188e-21,2.655027266452983e-25,4.807443699162222e-22,4.8720711272599356e-18,1.7519899932507195e-31,3.268217450535983e-30,5.176189472971884e-21,1.5718006312020594e-33,4.0452403699769993e-19,8.623391305069449e-16,3.480017364462023e-28,1.9529228686430788e-33,1.309704535407617e-32,9.521823706899721e-26,1.7929670112867927e-29,4.469917458805111e-37,1.1144938177305775e-41,1.5882041061671224e-45,2.5482048364727057e-39,1.0986038289247393e-32,4.2766092655865915e-42,2.9721764731530865e-23,2.272125262199482e-28,1.2050380432258712e-20,2.8644023167367944e-28,2.423938498067884e-41,6.351381546600969e-21
2.447288269046829e-09,0.46922683893914763,1.1168549029240089e-17,1.0234202413210412e-21,1.7601287289277277e-15,2.066206869051302e-20,0.0,0.0,1.1713326113958376e-12,4.494640033952162e-20,2.308215670337439e-22,4.5870217865429436e-23,5.421125235130047e-34,1.2746006362822968e-43,3.1716063882487777e-32,7.42286164479771e-22,4.252939332685179e-19,1.5633095775642284e-24,6.446108481046122e-40,1.9944823176545894e-41,4.713169817979518e-22,2.6853145189508324e-33,4.455171193303041e-21,8.857795200453332e-32,4.919474458425615e-27,2.0815794542178528e-32,4.139428676345279e-33,1.8539932954680835e-33,2.484328667510748e-39,1.5111071009399242e-41,8.591875654176597e-32,2.5233050116701813e-39,2.4684477661321546e-30,2.7151937973836666e-35,3.76,0.0,0.7925704685940109,0.9999857887190234,3.2680238953837548e-18,6.883299928526995e-24,1.5651793882056057e-09,1.565179388215116e-09,1.0373641413174187e-21,2.2638813331602077e-27,1.4211279802880287e-05,7.866520894516179e-25,1.9668211301078916e-26,1.1696257010504999e-12,4.204052944524957e-16,1.9536718026632895e-18,1.926120100134742e-16,4.7594434928010845e-12,1.007103060131192e-23,1.7633955017617976e-15,6.814960950599086e-21,2.793400685542802e-25,5.053954736865745e-22,5.121385450133975e-18,1.839753838991755e-31,3.523038514095021e-30,5.308248584763406e-21,1.6925847511997585e-33,4.253009850393552e-19,9.063770004705308e-16,3.7513052733671533e-28,2.1587449983248004e-33,1.3955086488911772e-32,1.0263050123055408e-25,1.9815350016651625e-29,4.9360841685564805e-37,1.224912631683246e-41,1.7560670128328048e-45,2.720902774504683e-39,1.2148112137039273e-32,4.6344548649464604e-42,3.1399998925431173e-23,2.4759037326937772e-28,1.2988429827252962e-20,3.038583918519599e-28,2.6792335331352454e-41,6.4914272541485614e-21
2.5078394531796973e-09,0.4692268389424252,1.1704328632000717e-17,1.097570619491149e-21,1.8482088729873314e-15,2.181107490895892e-20,0.0,0.0,1.2003185617020642e-12,4.719817648681115e-20,2.48369730378534e-22,4.9701891598302964e-23,5.933689487121015e-34,1.3661672652952509e-43,3.319938816196477e-32,7.75348649024234e-22,4.465901900559505e-19,1.6766061781111305e-24,7.091236494781886e-40,2.152372665260162e-41,4.949283049274537e-22,2.8884727079181414e-33,4.5468773450879876e-21,9.766905779317086e-32,5.293292475154465e-27,2.3040183536542549e-32,4.4538976248273954e-33,2.0441997975940925e-33,2.8071567217707826e-39,1.7074642852023722e-41,9.470859106526328e-32,2.8486679024814233e-39,2.7218413220728226e-30,3.068015461334272e-35,3.76,0.0,0.7925704685551971,0.9999857862116663,3.516511785490912e-18,7.40685015675616e-24,1.6039052982008636e-09,1.6039052982108522e-09,1.0858970621313826e-21,2.376413634284974e-27,1.421378713076573e-05,8.25793042747456e-25,2.1023593767405646e-26,1.1985264555845678e-12,4.4140639529381866e-16,2.1020886601666027e-18,2.0225725454674844e-16,4.877157679931968e-12,1.0572907503523833e-23,1.8517240416957864e-15,7.155541779798843e-21,2.9352493358936443e-25,5.306603034225118e-22,5.376868673808814e-18,1.9296151622540685e-31,3.7907700480034656e-30,5.440344833137856e-21,1.8193414437100635e-33,4.465977783266659e-19,9.514978036908762e-16,4.036319978898863e-28,2.3804212677360557e-33,1.4842417408770205e-32,1.1041676437930607e-25,2.1845777215800408e-29,5.437603146715986e-37,1.343017445788363e-41,1.9369437620459454e-45,2.9001948075991116e-39,1.3399695974269186e-32,5.01169785700922e-42,3.311841375087714e-23,2.691666925800593e-28,1.3973806336113324e-20,3.217768015143228e-28,2.954171995198469e-41,6.63052482239548e-21
2.5683906373125655e-09,0.4692268389457027,1.2252657297377924e-17,1.1752181472393319e-21,1.9384346438330386e-15,2.3005839123676883e-20,0.0,0.0,1.2293047420492306e-12,4.9504994556356246e-20,2.6678492023216837e-22,5.373786014614207e-23,6.481029802279234e-34,1.4617562096966606e-43,3.471170114381667e-32,8.0894300377587155e-22,4.684062336448188e-19,1.794979618866288e-24,7.783452016231351e-40,2.318864691174345e-41,5.191166842514205e-22,3.101570481044457e-33,4.637795146161718e-21,1.0744231285319919e-31,5.685560878579143e-27,2.5442532365564216e-32,4.783880274215194e-33,2.2486688710765405e-33,3.162700040501474e-39,1.9237194980537628e-41,1.0415443758525782e-31,3.2066227322689853e-39,2.9942540722448198e-30,3.45659092366273e-35,3.76,0.0,0.7925704685163832,0.9999857840912507,3.777279919443947e-18,7.95629109675116e-24,1.6426312081942148e-09,1.6426312082046934e-09,1.1353817797103345e-21,2.4916320138902832e-27,1.4215907517477116e-05,8.658735698443441e-25,2.2438785617500773e-26,1.2274253820911808e-12,4.629163963463013e-16,2.2578271622381795e-18,2.1213794061254034e-16,4.994869709153559e-12,1.1086857949349984e-23,1.942210484255608e-15,7.504386035079543e-21,3.0805722684645742e-25,5.565386724477919e-22,5.638517073345825e-18,2.0215756271707e-31,4.071730894245326e-30,5.572478255914164e-21,1.95221172712791e-33,4.684143849585261e-19,9.977005599941722e-16,4.335398509740629e-28,2.618745459704398e-33,1.5759122351382896e-32,1.1858613254630097e-25,2.4028149009829525e-29,5.9762001509667356e-37,1.4691226486347537e-41,2.131497725566558e-45,3.0861337797461265e-39,1.4745253840380165e-32,5.408842916887181e-42,3.4876323177007493e-23,2.919739825721841e-28,1.5007661789893325e-20,3.4019039030880636e-28,3.249735243177688e-41,6.7686806709552834e-21
