Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125)
0.059866065934526924,0.4724867093791478,2.9343574934153617e-09,5.701305633469723e-10,4.159439825785857e-08,9.326036116575705e-05,0.0,0.0,0.00015922168610552602,0.0001960577257561705,0.00021628835247701313,1.5373691694970192e-06,8.96859148180399e-12,3.6608748424687757e-29,5.4862300830132395e-21,6.893832031860837e-14,1.9638758288997695e-07,1.092858934635178e-05,1.545053144213447e-13,1.3354560012453932e-18,2.7790855278179274e-07,7.591658756301858e-17,1.797326302298209e-15,6.287982296963536e-08,1.7327265124155824e-10,2.8401495072073425e-06,1.1775800008238206e-15,2.771982537903828e-10,9.375650265434165e-09,6.143204487444872e-14,4.714771881690467e-13,3.5952292800818774e-15,8.261291064192446e-12,2.53605720107644e-09,3.76,0.0,0.75298153865005,0.9985632417458489,0.001852655849015947,5.998909584953168e-05,0.037235413168256036,0.03752815608389167,1.3720126768714043e-13,2.3249718061275307e-18,1.4207287426029039e-05,8.201981718830771e-11,7.08391928878479e-08,2.4516553134512316e-07,1.35033221693251e-08,0.0015113425025395314,0.000669702676147326,1.4351269104842167e-08,5.2389861674649674e-11,4.53703460262187e-05,5.984119136008441e-09,7.019383382710287e-09,9.267167156472128e-09,4.590930313856571e-09,1.1534199533858159e-11,2.1185770767490404e-10,6.124126377622385e-09,7.839203501420676e-10,7.172405118439341e-08,1.1220192356560252e-08,3.1408030189110537e-08,2.847852284380703e-06,2.0263907905032683e-16,2.624289980671761e-07,1.8166671493189626e-08,5.853232514856008e-10,2.036503615125028e-16,1.216827150890528e-14,8.047545242040674e-17,2.30771745633779e-10,1.1777084308419503e-17,7.275643792175808e-14,8.918528166846457e-17,4.731196873027516e-09,1.686540644173853e-18,3.2614099630869324e-17,1.6752875341718507e-13
0.06047862798010933,0.4725212393368892,2.988354769061793e-09,5.874214602031912e-10,4.2547974307740394e-08,9.565078682349863e-05,0.0,0.0,0.00016105505312520945,0.00020056381769837438,0.0002223473497851133,1.627704617940648e-06,9.52358347394146e-12,3.956515118636682e-29,5.8227868683167075e-21,7.176933330265596e-14,2.0246086567449325e-07,1.145891082325116e-05,1.647724567677551e-13,1.39339894830263e-18,2.8357376770573197e-07,7.747588121678915e-17,1.889284166714548e-15,6.613703603361832e-08,1.806652045994945e-10,2.9782258761173483e-06,1.2145422733042772e-15,2.945065349156053e-10,1.0049310123151746e-08,6.624801198140241e-14,4.965925183377976e-13,3.81149863876451e-15,8.537383935094017e-12,2.6396987670876695e-09,3.76,0.0,0.7525440471264075,0.9985243634936085,0.0019095170329554818,6.239249445575047e-05,0.037602852123840944,0.037904858200749396,1.3855516956853564e-13,2.3479285538718154e-18,1.420673427678988e-05,8.465046391283773e-11,7.312543913117235e-08,2.5060856262820327e-07,1.381576305950081e-08,0.0015564061719398252,0.0006893350774700221,1.4608483280341223e-08,5.3951114502833965e-11,4.65328737652386e-05,6.1148955549279065e-09,7.357205110473299e-09,9.468877781970265e-09,4.779594908504793e-09,1.21401813289112e-11,2.2272972019842148e-10,6.39209553527961e-09,8.251196241913261e-10,7.278347102042203e-08,1.1468024633876585e-08,3.256750448216312e-08,2.9773211576203566e-06,2.1206736794652786e-16,2.7026188825719923e-07,1.8706809901183362e-08,6.160167242830419e-10,2.143294573619719e-16,1.3105068299194654e-14,8.552483501317802e-17,2.428012755857161e-10,1.239465427948776e-17,7.652247228146854e-14,9.283763575642223e-17,4.925154909428246e-09,1.7556085419245665e-18,3.3818254138507655e-17,1.7243987623709664e-13
0.06109119002569173,0.47255582151886677,3.0431038940166502e-09,6.051305655822709e-10,4.3517352388142205e-08,9.808344271154736e-05,0.0,0.0,0.0001628972170355372,0.00020514152062391246,0.00022857238507328017,1.7226583849723202e-06,1.0108249782262091e-11,4.274395432775969e-29,6.177960613668239e-21,7.469602418931822e-14,2.086702718231101e-07,1.2010058868993085e-05,1.7564233827705976e-13,1.4533667843567567e-18,2.8929483019758623e-07,7.905106635479193e-17,1.9852950781162757e-15,6.953323042881496e-08,1.8831237076740557e-10,3.121829136633518e-06,1.2523995517067515e-15,3.1288779743871243e-10,1.0764901595238905e-08,7.141053677580623e-14,5.228715596969702e-13,4.039042046768277e-15,8.820609348600063e-12,2.746603480884338e-09,3.76,0.0,0.7521053552192918,0.9984846454195723,0.001967659008538095,6.48697277581681e-05,0.037969923021744595,0.03828146390156379,1.3990771526856152e-13,2.3708630781194577e-18,1.4206169178793717e-05,8.734553794008547e-11,7.54681754153587e-08,2.56140127253273e-07,1.4133775857287086e-08,0.0016024643643567484,0.000709384561056707,1.4871986044499928e-08,5.5547783252644454e-11,4.772588863645257e-05,6.2474237075017836e-09,7.708528718971143e-09,9.673251772514093e-09,4.974638986829867e-09,1.2773589832127604e-11,2.3407949635515723e-10,6.671297455126069e-09,8.681842532281039e-10,7.386159208678695e-08,1.1719841686835001e-08,3.375914366370162e-08,3.1122652149978676e-06,2.2186373871341287e-16,2.7827176869305016e-07,1.92590583018399e-08,6.480952229327861e-10,2.254904405925023e-16,1.4107308435938934e-14,9.086535218910834e-17,2.5541717941353994e-10,1.3040091653173576e-17,8.045643342846032e-14,9.661285736399415e-17,5.125641825480043e-09,1.8269999265269174e-18,3.505581707331203e-17,1.774553338820242e-13
0.06170375207127413,0.47259045711453457,3.098617830606672e-09,6.232666684479697e-10,4.450276975851535e-08,0.00010055887270190279,0.0,0.0,0.00016474830408352107,0.00020979183932785925,0.00023496777402303017,1.8224353007738674e-06,1.0723956683593217e-11,4.6159919584049183e-29,6.552705688139344e-21,7.772112037751369e-14,2.1501796990964212e-07,1.2582673063498911e-05,1.8714634640778482e-13,1.5154163822029277e-18,2.9507168870929553e-07,8.064214873763635e-17,2.0855148536289863e-15,7.307320609495332e-08,1.9622126569142176e-10,3.2711386593917253e-06,1.2911709885561018e-15,3.3240843538458294e-10,1.1524658997808738e-08,7.694261660697831e-14,5.503614772286423e-13,4.278368526755004e-15,9.111117035650019e-12,2.8568464465420792e-09,3.76,0.0,0.7516654411374781,0.9984440728786925,0.002027102426653709,6.742244013453507e-05,0.03833662148000645,0.03865797576358298,1.4125888864102284e-13,2.3937751348136388e-18,1.4205591923674791e-05,9.010629187589072e-11,7.786851107489314e-08,2.6176154696338015e-07,1.4457456546083608e-08,0.0016495331283970546,0.0007298572448559143,1.5141898166234707e-08,5.718052037043649e-11,4.894999238057062e-05,6.38171900876701e-09,8.073796091380842e-09,9.880311431039587e-09,5.176241616174244e-09,1.3435504896533762e-11,2.459251472990663e-10,6.962198239422391e-09,9.131877072768208e-10,7.495899440561353e-08,1.1975701719766252e-08,3.4983565781331375e-08,3.252904675709554e-06,2.3204003190289285e-16,2.8646185157651966e-07,1.982363294308252e-08,6.81613014781373e-10,2.371521922367647e-16,1.5179167166960962e-14,9.651274390497158e-17,2.6864635909933335e-10,1.3714488312685472e-17,8.45648367452189e-14,1.0051442139386751e-16,5.332839349392159e-09,1.900780510113545e-18,3.632743044308751e-17,1.8257665678320222e-13
0.062316314116856536,0.4726251473318765,3.1549098308362375e-09,6.418387564985956e-10,4.550446846144872e-08,0.00010307762945194291,0.0,0.0,0.00016660844157230214,0.00021451579809134375,0.00024153792067928935,1.927248154294634e-06,1.1372125201118399e-11,4.98299011013813e-29,6.948023789904971e-21,8.084742160071948e-14,2.2150615969121938e-07,1.317740791031491e-05,1.9931734221289898e-13,1.5796059843600293e-18,3.0090429098111196e-07,8.224913442960816e-17,2.1901047553078886e-15,7.676189790852662e-08,2.0439917930577125e-10,3.426338588853401e-06,1.3308763093339161e-15,3.531388863744857e-10,1.2330917741045564e-08,8.286866426061088e-14,5.791111387210474e-13,4.530007277188017e-15,9.409059911588886e-12,2.9705040156131446e-09,3.76,0.0,0.7512242827811908,0.9984026309829641,0.0020878682395208455,7.005230208346924e-05,0.03870294303081829,0.039034396417211945,1.4260867322340156e-13,2.416664475635159e-18,1.4205002299610587e-05,9.293400234128705e-11,8.032757673440586e-08,2.674741693064932e-07,1.478690315603336e-08,0.0016976287488316424,0.0007507593216045846,1.5418342690297666e-08,5.884999071597497e-11,5.020579764702204e-05,6.517797122406512e-09,8.453461124993834e-09,1.0090079408694831e-08,5.384586354333919e-09,1.4127044771387909e-11,2.582853981348187e-10,7.265282981079758e-09,9.602060694550292e-10,7.607627554528525e-08,1.223566404635923e-08,3.624139637726458e-08,3.399468114742052e-06,2.426084031282141e-16,2.9483540866639277e-07,2.0400753978064602e-08,7.166262818934393e-10,2.4933425950778316e-16,1.6325066403305968e-14,1.02483569156573e-16,2.8251687787176203e-10,1.4418974666182848e-17,8.885442598372899e-14,1.0454589378124102e-16,5.5469337003890805e-09,1.9770177262857944e-18,3.7633744041061033e-17,1.8780539408054706e-13
0.06292887616243893,0.47265989339776554,3.2119934253003307e-09,6.608560210783574e-10,4.652269542383257e-08,0.00010564027458331936,0.0,0.0,0.00016847775790230113,0.00021931444107394128,0.0002482873192201913,2.0373179739283975e-06,1.2054233090750204e-11,5.37714308611579e-29,7.364966607562683e-21,8.407780206697221e-14,2.2813707269337018e-07,1.3794933106845074e-05,2.1218972488697561e-13,1.6459952369698041e-18,3.067925840258772e-07,8.387202980854936e-17,2.2992316770405266e-15,8.060437899917931e-08,2.1285357991408372e-10,3.5876179568218406e-06,1.3715358467795353e-15,3.751538700572734e-10,1.31861182270812e-08,8.921458943826374e-14,6.091711717312461e-13,4.794508401906659e-15,9.714594157864898e-12,3.0876538062381617e-09,3.76,0.0,0.7507818577362082,0.9983603045963382,0.00214997770672442,7.27610106028926e-05,0.039068883118923675,0.03941072854705453,1.439570522309598e-13,2.4395308479576634e-18,1.4204400091249517e-05,9.582997052574963e-11,8.284652479567446e-08,2.732793681019463e-07,1.512221580791659e-08,0.0017467677510969398,0.0007720970600747102,1.5701444988100225e-08,6.055687184621236e-11,5.149392824304522e-05,6.655673967458331e-09,8.847990028516904e-09,1.0302578712753943e-08,5.599861366092699e-09,1.484936742678527e-11,2.71179608007049e-10,7.581056509012068e-09,1.0093181261186844e-09,7.721405116902301e-08,1.2499789108525026e-08,3.753326856186253e-08,3.5521927597994036e-06,2.535813305557207e-16,3.033957725748947e-07,2.0990645547276598e-08,7.531931863604009e-10,2.620568785216151e-16,1.7549688556547816e-14,1.0879524816990878e-16,2.9705800794182066e-10,1.515472096082446e-17,9.333218103348098e-14,1.0871093414968709e-16,5.768115702853967e-09,2.0557807803381375e-18,3.897541552226409e-17,1.9314311393451183e-13
0.06354143820802133,0.47269469655832547,3.269882455122902e-09,6.803278631839329e-10,4.7557702563645646e-08,0.00010824737886871984,0.0,0.0,0.00017035638261242257,0.00022418883271718243,0.00025522055577060885,2.152874317790199e-06,1.2771816883201368e-11,5.800407327627188e-29,7.804637965817435e-21,8.741521247942905e-14,2.349129727963484e-07,1.4435933819004682e-05,2.2579949894382722e-13,1.7146452235394969e-18,3.12736514112949e-07,8.551084157611673e-17,2.4130683351945665e-15,8.460586414835337e-08,2.2159211863211558e-10,3.7551707987472955e-06,1.413170562714796e-15,3.9853264004753144e-10,1.4092809879915666e-08,9.600788450387018e-14,6.405940223098609e-13,5.072443664980842e-15,1.0027879304228874e-11,3.2083747226682358e-09,3.76,0.0,0.7503381432678473,0.9983170783295179,0.002213452401381073,7.555028957551512e-05,0.03943443709998205,0.039786974892980234,1.4530400855071173e-13,2.46237399476934e-18,1.420378507963682e-05,9.879552274039403e-11,8.542652992326242e-08,2.791785440797691e-07,1.5463496765290794e-08,0.0017969669058890702,0.0007938768063421984,1.5991332808593984e-08,6.230185429542474e-11,5.281501938775019e-05,6.795365718360525e-09,9.257861627130551e-09,1.051783270790989e-08,5.8222595420167285e-09,1.5603671916557525e-11,2.8462779061991356e-10,7.910044162246926e-09,1.060605459650265e-09,7.837295559653637e-08,1.2768138503282574e-08,3.88598230887306e-08,3.7113247985250197e-06,2.6497162258073917e-16,3.12146338088247e-07,2.159353586202735e-08,7.913739374823144e-10,2.753409976714776e-16,1.885799105012705e-14,1.154661065424715e-16,3.1230028016534715e-10,1.5922938634474318e-17,9.800532590055412e-14,1.13013298308833e-16,5.9965809025528335e-09,2.1371406964888467e-18,4.035311048152975e-17,1.9859140384349917e-13
0.06415400025360372,0.4727295580793099,3.3285910386337123e-09,7.002638981930272e-10,4.8609746895378837e-08,0.00011089952241514331,0.0,0.0,0.00017224444642015952,0.00022914005815921057,0.0002623423102604942,2.2741555739387817e-06,1.352647401865143e-11,6.254762445863773e-29,8.268197075256423e-21,9.086268239578551e-14,2.4183615684972845e-07,1.5101110960353888e-05,2.401843444645713e-13,1.7856185012357812e-18,3.1873602675173824e-07,8.716557676843125e-17,2.5317934692141125e-15,8.877171327233795e-08,2.3062263397595294e-10,3.9291962729865186e-06,1.4558020935747024e-15,4.233592500926572e-10,1.5053655311263892e-08,1.0327771506222815e-13,6.734340157686533e-13,5.3644072722906174e-15,1.0349078315782861e-11,3.3327469752132475e-09,3.76,0.0,0.7498931163148346,0.9982729365346363,0.0022783142164344724,7.842189016152304e-05,0.0397996002388957,0.040163138251216216,1.4664952473525908e-13,2.485193654644805e-18,1.4203157042138895e-05,1.0183201100471053e-10,8.806878955709306e-08,2.8517312529200393e-07,1.581085047740708e-08,0.0018482432338447728,0.0008161049850735254,1.6288136331728295e-08,6.408564187793391e-11,5.416971797147496e-05,6.936888815361994e-09,9.683567675753553e-09,1.0735865127942055e-08,6.051978622388393e-09,1.6391199802736086e-11,2.986506358178468e-10,8.252792593976378e-09,1.114152545353021e-09,7.955364238757569e-08,1.3040774998826082e-08,4.022170843144194e-08,3.8771196963879606e-06,2.7679242569846845e-16,3.2109056353618366e-07,2.220965729104719e-08,8.312308619032138e-10,2.892083020300143e-16,2.0255221705158963e-14,1.2251542191589438e-16,3.282755357694106e-10,1.672488172689491e-17,1.0288133705387427e-13,1.174568411851137e-16,6.2325296878827306e-09,2.2211703733046006e-18,4.1767502533178625e-17,2.0415187096572465e-13
0.06476656229918612,0.4727644792464725,3.3881336414099207e-09,7.206739630235977e-10,4.967909064526247e-08,0.00011359729486230607,0.0,0.0,0.00017414208126366655,0.00023416922366054047,0.0002696573583289434,2.4014092708540773e-06,1.4319865021744467e-11,6.742535662043438e-29,8.756860394887328e-21,9.442332224903258e-14,2.4890895526708324e-07,1.5791181475796916e-05,2.553836900419706e-13,1.8589791356627585e-18,3.247910666748932e-07,8.883624276714339e-17,2.6555920451158212e-15,9.310743499185388e-08,2.399531565832452e-10,4.109898782941642e-06,1.49945276343079e-15,4.4972283522364357e-10,1.6071434626631144e-08,1.1105501518365337e-13,7.077474193409186e-13,5.6710166804867305e-15,1.067835767851909e-11,3.4608521006183104e-09,3.76,0.0,0.7494467534830416,0.998227863299807,0.0023445853710859547,8.137759119851665e-05,0.04016436770809986,0.04053922147546526,1.4799358299649074e-13,2.507989561635741e-18,1.4202515752365724e-05,1.0494081361776646e-10,9.077452441267748e-08,2.9126456792097445e-07,1.6164383640130758e-08,0.001900614010324822,0.0008387881008386302,1.65919882210054e-08,6.590895197428772e-11,5.555868282043278e-05,7.0802599589045e-09,1.0125613180368294e-08,1.0956700071409724e-08,6.289221321922568e-09,1.7213236610671246e-11,3.1326953130428895e-10,8.609870606524292e-09,1.170046850564693e-09,8.075678493904376e-08,1.3317762569138501e-08,4.1619580861871035e-08,4.049842525579014e-06,2.8905723256496823e-16,3.302319721769268e-07,2.28392464478352e-08,8.728284752844461e-10,3.0368123828579353e-16,2.1746934860700775e-14,1.299634727637079e-16,3.450169801318269e-10,1.7561848321786094e-17,1.0796795192859868e-13,1.2204551930631408e-16,6.476167411654983e-09,2.3079446306801816e-18,4.321927339238077e-17,2.0982614244764423e-13
0.06537912434476852,0.4727994613659747,3.4485249787556683e-09,7.415681197945939e-10,5.076600135847133e-08,0.00011634129556538531,0.0,0.0,0.0001760494203412542,0.00023927745704137798,0.0002771705732753631,2.5348923985878123e-06,1.5153715809828192e-11,7.265644411866097e-29,9.271906166511076e-21,9.81003260950937e-14,2.5613373268823565e-07,1.6506878629883494e-05,2.71438789375576e-13,1.934792740755926e-18,3.309015778210445e-07,9.052284731092186e-17,2.7846554726492247e-15,9.761869029029452e-08,2.4959191402749437e-10,4.297488102412827e-06,1.544145655528826e-15,4.777179087057337e-10,1.7149049875588647e-08,1.1937258817452995e-13,7.435925070881063e-13,5.992913434469516e-15,1.1015887493879521e-11,3.5927729828958855e-09,3.76,0.0,0.7489990310391149,0.9981818424435521,0.002412288417361097,8.441919960897561e-05,0.040528734585813866,0.0409152274780502,1.4933616519913868e-13,2.5307614452938228e-18,1.4201860980091636e-05,1.0812333579368456e-10,9.354497903792806e-08,2.974543564813756e-07,1.6524205231319846e-08,0.001954096770279844,0.0008619327394371691,1.6903023681202458e-08,6.77725158641754e-11,5.698258496724783e-05,7.225496130247848e-09,1.0584516728278256e-08,1.1180362023585286e-08,6.534195462687503e-09,1.8071113370008578e-11,3.2850658607663184e-10,8.981870018748468e-09,1.2283789394072654e-09,8.198307711595991e-08,1.3599166399998569e-08,4.3054104530287474e-08,4.2297683053551154e-06,3.017798902702345e-16,3.3957415364295173e-07,2.3482544281946583e-08,9.162335580739093e-10,3.18783041106262e-16,2.333900853582586e-14,1.3783159019372555e-16,3.6255923886360786e-10,1.843518207139219e-17,1.1327317795600637e-13,1.2678339422737742e-16,6.727704521031663e-09,2.397540274628548e-18,4.470911295833882e-17,2.1561586575572382e-13
0.06599168639035091,0.47283450576475206,3.5097801990079957e-09,7.629566657888992e-10,5.187075202799214e-08,0.00011913213381502876,0.0,0.0,0.00017796659815593654,0.00024446590813059516,0.00028488692805856406,2.6748717408795124e-06,1.6029819984220022e-11,7.827437353663488e-29,9.814674801471361e-21,1.018969733490524e-13,2.6351288855325424e-07,1.724895229986991e-05,2.883928002485432e-13,2.01312651277414e-18,3.3706750331723473e-07,9.222539850740429e-17,2.9191818197191457e-15,1.0231129626344882e-07,2.5954733584996253e-10,4.492179503823335e-06,1.5899045914435015e-15,5.074446756393323e-10,1.8289529651698146e-08,1.2826521211527072e-13,7.810296266854936e-13,6.330764034408251e-15,1.1361841564611456e-11,3.728593874599154e-09,3.76,0.0,0.7485499249039378,0.9981348575090924,0.0024814462468213034,8.754855081513696e-05,0.04089269585425387,0.04129115923108519,1.5067725285419233e-13,2.5535090304682242e-18,1.420119249117402e-05,1.1138101022813528e-10,9.638142230740656e-08,3.0374400507693766e-07,1.6890426592655223e-08,0.002008709313239416,0.0008855455692614887,1.722138051069009e-08,6.967707900089604e-11,5.844210792693611e-05,7.372614568613429e-09,1.1060810826497032e-08,1.140687583498707e-08,6.787114103037542e-09,1.8966208153207047e-11,3.4438465297645107e-10,9.369406566675279e-09,1.2892425777005337e-09,8.32332338820429e-08,1.3885052944450054e-08,4.452595154708073e-08,4.417182354181623e-06,3.149746088010207e-16,3.4912076536632837e-07,2.4139796168453728e-08,9.615152312512733e-10,3.345377594900772e-16,2.5037662237830615e-14,1.4614221158813938e-16,3.809384160144564e-10,1.9346273720369274e-17,1.1880530152340945e-13,1.3167463462943846e-16,6.987356683063671e-09,2.490036136964186e-18,4.623771939917671e-17,2.2152270901739433e-13
0.06660424843593331,0.4728696137909705,3.5719145845965877e-09,7.848501330793999e-10,5.299362119492694e-08,0.00012197042900202002,0.0,0.0,0.00017989375055096817,0.0002497357492272661,0.0002928114973456865,2.821624218793959e-06,1.6950041373983142e-11,8.430086408141549e-29,1.0386576995851116e-20,1.0581663245796585e-13,2.7104885786569453e-07,1.8018169273465066e-05,3.062908684895484e-13,2.094049277374013e-18,3.4328878546078125e-07,9.394390484559704e-17,3.059376051919849e-15,1.0719122996232649e-07,2.698280585523461e-10,4.694193890147392e-06,1.6367542761364183e-15,5.390093641270888e-10,1.9496033845165185e-08,1.3776975222130486e-13,8.201212688952477e-13,6.68526083320049e-15,1.1716397502945108e-11,3.868400418597007e-09,3.76,0.0,0.7480994106460284,0.9980868917585155,0.002552082097415132,9.076750916187024e-05,0.04125624639780376,0.041667019767675055,1.520168271121593e-13,2.5762320374942738e-18,1.4200510047470403e-05,1.1471529782573209e-10,9.928514806039387e-08,3.1013505688705013e-07,1.7263161435825228e-08,0.0020644697083595587,0.0009096333426565535,1.754719916675127e-08,7.162340140774184e-11,5.9937947979662745e-05,7.521632823125495e-09,1.155504225037549e-08,1.1636266774665622e-08,7.048195684038214e-09,1.9899947770292128e-11,3.6092735493539184e-10,9.773120839576133e-09,1.3527348479472047e-09,8.450799199086875e-08,1.4175489894923897e-08,4.603580206647408e-08,4.612380654227916e-06,3.2865596974787324e-16,3.5887553413442497e-07,2.481125200624653e-08,1.008745039491184e-09,3.509702857042076e-16,2.6849476252899024e-14,1.5491893854728178e-16,4.0019215498617096e-10,2.0296562779342168e-17,1.245728979287394e-13,1.3672352094014948e-16,7.255344927917178e-09,2.585513162692831e-18,4.7805799238873865e-17,2.2754836136124517e-13
0.0672168104815157,0.47290478681435655,3.6349441044615673e-09,8.072593068949729e-10,5.4134893108225344e-08,0.00012485681089346797,0.0,0.0,0.00018183101476207755,0.0002550881755738068,0.0003009494596109811,2.975437245990422e-06,1.791631635860833e-11,9.07704172001804e-29,1.0989088409448132e-20,1.0986276139540124e-13,2.7874411164875874e-07,1.8815313551636507e-05,3.251802126709597e-13,2.1776315165250393e-18,3.4956536570099403e-07,9.567837520880516e-17,3.2054502505741058e-15,1.1226463233325911e-07,2.804429310846001e-10,4.903757929299877e-06,1.6847201560825476e-15,5.725245749201873e-10,2.077185855610708e-08,1.4792527719474236e-13,8.609321385425941e-13,7.057122966031594e-15,1.2079736806370645e-11,4.012279670277251e-09,3.76,0.0,0.7476474634746734,0.9980379281667838,0.0026242195604899506,9.40779683468624e-05,0.041619381001147614,0.042042812183142195,1.5335486875618357e-13,2.598930181682095e-18,1.4199813406753156e-05,1.1812768818790508e-10,1.0225747552238118e-07,3.1662908681961954e-07,1.7642525986018612e-08,0.002121396299652464,0.0009342028973499091,1.788062281175943e-08,7.361225788205978e-11,6.147081445845088e-05,7.672568673499329e-09,1.2067772399435442e-08,1.1868560452372825e-08,7.317664155470236e-09,2.087380934459578e-11,3.7815910687364247e-10,1.0193679251292628e-08,1.4189562571900157e-09,8.580811062598333e-08,1.4470546304125148e-08,4.7584344371722634e-08,4.81567022843238e-06,3.4283893517509947e-16,3.688422575148687e-07,2.5497166306655232e-08,1.0579970287967037e-09,3.6810638229034354e-16,2.87814110685606e-14,1.6418659513375273e-16,4.203597013724432e-10,2.1287539086437494e-17,1.3058484047847733e-13,1.419344457947082e-16,7.5318957707518e-09,2.684054418700175e-18,4.9414067445776456e-17,2.3369453327473627e-13
0.0678293725270981,0.4729400262267679,3.6988844273007724e-09,8.301952106402107e-10,5.529485778642561e-08,0.00012779191971351993,0.0,0.0,0.0001837785294387515,0.0002605244058432924,0.0003093060992880273,3.136609096592825e-06,1.8930656846293542e-11,9.764667905868617e-29,1.1623769642101524e-20,1.140389141045544e-13,2.866011579996134e-07,1.9641186655986102e-05,3.451102177593518e-13,2.2639454351603688e-18,3.5589718461994363e-07,9.742881888800674e-17,3.3576238919841954e-15,1.1753781225455897e-07,2.914010197930958e-10,5.121104193513067e-06,1.7338288060216715e-15,6.081096505929701e-10,2.212044116739866e-08,1.5877318561013059e-13,9.035292293531105e-13,7.447097312029414e-15,1.2452045000429076e-11,4.16032012035255e-09,3.76,0.0,0.7471940582331593,0.9979879494156395,0.002697882587937566,9.74818518597868e-05,0.041982094347354684,0.04241853963628396,1.5469135819498957e-13,2.621603174086017e-18,1.4199102322622801e-05,1.2161970057783094e-10,1.0529975015906006e-07,3.2322769848587083e-07,1.802863888214851e-08,0.0021795077111777636,0.00095926115781821,1.822179739820675e-08,7.564443856914149e-11,6.304143004580396e-05,7.82544028765867e-09,1.259957766673329e-08,1.2103782977537286e-08,7.595749150968151e-09,2.1889322274936154e-11,3.961051479420524e-10,1.063177505118566e-08,1.4880108694389255e-09,8.713437220470456e-08,1.4770292438751946e-08,4.9172274962863604e-08,5.027369531017619e-06,3.57538856819161e-16,3.7902480562654845e-07,2.619779830618319e-08,1.1093478424597533e-09,3.8597271545980813e-16,3.084082954425013e-14,1.7397129413886926e-16,4.4148196947495176e-10,2.2320744738928384e-17,1.3685031212032377e-13,1.4731192226390014e-16,7.817241383852719e-09,2.7857452494000898e-18,5.106324752369479e-17,2.399629569460446e-13
0.0684419345726805,0.4729753334423608,3.763752786015913e-09,8.536691532225784e-10,5.647381127038806e-08,0.00013077640660716545,0.0,0.0,0.00018573643472577812,0.0002660456826365227,0.00031788680897238346,3.305449285053851e-06,1.999515227058022e-11,1.051257954935994e-28,1.2292238986214095e-20,1.1834873620996756e-13,2.9462254206006383e-07,2.0496607941873555e-05,3.661325227555889e-13,2.3530649572585404e-18,3.622841819137632e-07,9.919524559589967e-17,3.516124038781928e-15,1.2301725067869248e-07,3.0271161483114017e-10,5.346471299229895e-06,1.7841073408821826e-15,6.458910651777707e-10,2.3545365593772317e-08,1.7035733181254561e-13,9.479818984463802e-13,7.855959491192262e-15,1.2833511664170297e-11,4.312611717977373e-09,3.76,0.0,0.7467391693914082,0.9979369378872922,0.0027730954995352428,0.00010098111342768738,0.042344381015931076,0.04279420535065672,1.560262754557032e-13,2.6442507198709596e-18,1.4198376544418193e-05,1.2519288405234871e-10,1.0841334376632206e-07,3.299325317335935e-07,1.8421621530865822e-08,0.00223882285261846,0.000984815136843712,1.8570871685443863e-08,7.77207488774691e-11,6.465053107239166e-05,7.98026594224714e-09,1.3151049810693775e-08,1.2341960681373606e-08,7.882686082585925e-09,2.29480696515115e-11,4.147915568641324e-10,1.108812937059883e-08,1.5600064040604333e-09,8.848758293271585e-08,1.5074800129697086e-08,5.0800298645166885e-08,5.247808851132376e-06,3.727714853226871e-16,3.894271223629648e-07,2.6913412039957866e-08,1.1628767911836014e-09,4.0459687947669283e-16,3.3035517094795884e-14,1.8430049738900827e-16,4.636016094791779e-10,2.3397775502509973e-17,1.433788133465884e-13,1.528605780396601e-16,8.111619685403428e-09,2.8906731666864807e-18,5.275407160384702e-17,2.4635538665342516e-13
