Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537)
1.3107523264889433e-09,0.8621467301770622,1.790841311723423e-08,2.045905364017926e-11,4.4337609064135333e-10,1.0900586069301791e-10,0.0,0.0,1.9857590790690528e-07,8.058273111346435e-13,6.273074254051024e-14,2.5791877057398742e-15,4.560826268115907e-18,2.06139039161477e-25,1.55478375374269e-17,1.773581298565065e-12,9.129495744313097e-10,1.1406463237435758e-14,2.0350761925488613e-21,1.711709300409461e-19,1.1196082883056428e-09,1.642169501840509e-16,3.236908118468781e-11,6.874905698955767e-19,2.5170234702380973e-15,2.015381466966068e-16,3.4675953883288714e-15,1.9963073143153567e-16,2.3211008383877204e-22,2.750863460603618e-22,6.151233919928988e-19,1.7376238202958392e-23,4.813096717307305e-18,1.8066945728778723e-28,3.76,0.0,0.5291630515872521,0.997076846639253,9.637757037713146e-13,3.7962026667362586e-13,0.0006258307967255927,0.0006258343303340332,7.899822529049128e-10,1.9237772824346123e-12,0.002922954336867918,1.9896992139815468e-13,3.058644610555467e-14,1.752835963125828e-07,4.900746928347775e-09,1.9613034479599353e-09,1.5852003127846097e-08,3.788284017452827e-05,5.715415579335047e-13,4.265336282892862e-10,4.2688887181653784e-10,2.456897337289845e-13,7.704117437377489e-11,4.947089539318061e-10,9.338510713780652e-18,1.9469734674811293e-17,3.780049432616114e-11,1.6026431495191456e-20,9.13339832840564e-10,1.3062729503959315e-12,1.0862151758242368e-12,3.166300358408169e-19,3.910617310528248e-16,3.1421258099319824e-15,5.67798102273704e-20,3.774054817605333e-25,3.0007866791758835e-29,2.456525045391688e-28,1.615123414546883e-25,5.764351168807042e-18,1.1152292670436669e-29,1.8091897581544458e-22,2.2042458400253957e-22,1.1755930983966958e-14
1.3404166550196707e-09,0.862149106838205,1.873002785437656e-08,2.1737953179277786e-11,4.640607556057677e-10,1.1660157604987912e-10,0.0,0.0,2.0306269037833805e-07,8.426966966825741e-13,6.708361952955319e-14,2.756268971062343e-15,4.9874937354834365e-18,2.240863068615785e-25,1.6519098016448084e-17,1.8530033933852832e-12,9.531224394575966e-10,1.2191706036780607e-14,2.195511774452135e-21,1.8334887533679723e-19,1.170849876312442e-09,1.7559771952355525e-16,3.306153405060926e-11,7.503003609249072e-19,2.684862551154714e-15,2.2128140283827853e-16,3.709030150101514e-15,2.171922286891685e-16,2.588565485560858e-22,3.066703756429582e-22,6.711372024378867e-19,1.9452657048374898e-23,5.2643214612100985e-18,2.074167582382206e-28,3.76,0.0,0.5291484639054194,0.9970676916546695,1.0313609401801394e-12,4.054557226671472e-13,0.0006399854398628515,0.0006399891239857007,8.183600979117724e-10,2.003916106636139e-12,0.0029321048138036504,2.088743155931371e-13,3.20906083324438e-14,1.7875473332016882e-07,5.079228003428537e-09,2.0835387372184524e-09,1.6546739165183924e-08,3.873964290373771e-05,5.982149333161796e-13,4.4604517204747066e-10,4.4359694129451193e-10,2.576271209937058e-13,7.994668520822732e-11,5.151505842046003e-10,1.0200128808779243e-17,2.0845967519887696e-17,3.874234748040105e-11,1.7683908162103122e-20,9.535392556945229e-10,1.3529161538267648e-12,1.1602690224389023e-12,3.458008722388903e-19,4.174502509935687e-16,3.319831380754315e-15,6.109364338441596e-20,4.252601089710858e-25,3.37180734575918e-29,2.761297932989809e-28,1.790471907944552e-25,6.287729565178719e-18,1.248540719711103e-29,2.008831963612471e-22,2.35558353393062e-22,1.2479384159806462e-14
1.370080983550398e-09,0.8621514834371625,1.956972567061888e-08,2.307122672406903e-11,4.85234791537388e-10,1.2454155011118361e-10,0.0,0.0,2.0754927176752393e-07,8.803903866932949e-13,7.163322979788636e-14,2.9411861237530056e-15,5.443417993453225e-18,2.4318512676397317e-25,1.7528649737223053e-17,1.934087354799278e-12,9.94089902162645e-10,1.301189652241225e-14,2.3647695149792507e-21,1.961116494523422e-19,1.2232375769383144e-09,1.874914638598954e-16,3.375228095948647e-11,8.172469798877908e-19,2.859693335085047e-15,2.4242939280880797e-16,3.961447901697355e-15,2.358401019897251e-16,2.879794216599498e-22,3.410450220986257e-22,7.308195267851411e-19,2.1719512007143905e-23,5.7465805614163715e-18,2.374133640084811e-28,3.76,0.0,0.5291338766247228,0.9970591620828524,1.1020652785105673e-12,4.3241386703629703e-13,0.000654139691163705,0.0006541435285797353,8.469770156808574e-10,2.085361179911037e-12,0.00294062987768134,2.190696857034002e-13,3.3632336094411246e-14,1.8220615006631966e-07,5.259196000778279e-09,2.2101833587970023e-09,1.7255057548728794e-08,3.959642157145289e-05,6.255326866159993e-13,4.659927954099187e-10,4.605187187089585e-10,2.698478148211954e-13,8.288388628771389e-11,5.359126873692742e-10,1.1119515747112065e-17,2.2287565919400787e-17,3.9688122804701814e-11,1.9469797335614734e-20,9.945344301939771e-10,1.3998976907990764e-12,1.2375514734154604e-12,3.7692046101769096e-19,4.448443268581401e-16,3.5030891317533767e-15,6.561658413164736e-20,4.77873314368306e-25,3.778430633577076e-29,3.095461573425172e-28,1.980106261450668e-25,6.844263958330468e-18,1.3940624299606077e-29,2.2251501317464926e-22,2.5136178759797578e-22,1.3228014338493268e-14
1.3997453120811255e-09,0.8621538599739307,2.0427463185658366e-08,2.44600271583777e-11,5.068993582064618e-10,1.3283325579821602e-10,0.0,0.0,2.1203565483779248e-07,9.189083693899628e-13,7.638391301093016e-14,3.1341011734205076e-15,5.929906678127657e-18,2.6348508875260137e-25,1.8577144592044497e-17,2.0168283511817538e-12,1.0358477445925896e-09,1.386777189321321e-14,2.5431659205743727e-21,2.094752313348363e-19,1.276771364522007e-09,1.9990939900266136e-16,3.444132626817065e-11,8.885005469463345e-19,3.0416330021454574e-15,2.6504565538069824e-16,4.2250953194721156e-15,2.5561359395989683e-16,3.1962922202620036e-22,3.783853176692967e-22,7.943194156027387e-19,2.4189079037794702e-23,6.261268437440723e-18,2.709716220466197e-28,3.76,0.0,0.5291192897451404,0.9970512151790901,1.1759618188515655e-12,4.605165791537137e-13,0.0006682935506535096,0.0006682975441269772,8.758241434505284e-10,2.1680949160686356e-12,0.0029485722732081007,2.2956043585583614e-13,3.521170255187087e-14,1.8563797468962794e-07,5.440582612312324e-09,2.3412741970970847e-09,1.7976881066855435e-08,4.0453176178306156e-05,6.534980148816898e-13,4.863764863993777e-10,4.776494224678729e-10,2.823513802577606e-13,8.58519058116274e-11,5.569901707087951e-10,1.2099145534749037e-17,2.3796272298228984e-17,4.0637826213573116e-11,2.1390938270652605e-20,1.0363211608681387e-09,1.4471992806253029e-12,1.3181260361708273e-12,4.1007137100161536e-19,4.732501920120318e-16,3.691943932167444e-15,7.035297645039009e-20,5.355941864002595e-25,4.2231301385697503e-29,3.4610742522151853e-28,2.1848121491816597e-25,7.435145272601556e-18,1.5525861791790545e-29,2.45910191943318e-22,2.678487316417936e-22,1.4001960946743166e-14
1.4294096406118529e-09,0.8621562364485048,2.1303195775342115e-08,2.5905503540538454e-11,5.290556131519566e-10,1.41484147236125e-10,0.0,0.0,2.1652184216541785e-07,9.582506334739228e-13,8.134000834199105e-14,3.335175659101298e-15,6.448295990321392e-18,2.8503701042479284e-25,1.966523009607293e-17,2.1012215633792695e-12,1.078391770458778e-09,1.4760067984492874e-14,2.731027451552014e-21,2.2345579838474957e-19,1.3314512134040668e-09,2.1286273489093897e-16,3.512867432240068e-11,9.642339843734505e-19,3.230797306177718e-15,2.891950729888562e-16,4.500219216132151e-15,2.765523139950228e-16,3.5396223854485643e-22,4.188728565288737e-22,8.617882581939951e-19,2.687409455549779e-23,6.809810400224052e-18,3.0842629766782665e-28,3.76,0.0,0.5291047032666513,0.9970438111188166,1.2531238377704622e-12,4.897856200140309e-13,0.0006824470183571602,0.0006824511706382663,9.048929452603536e-10,2.2520999476357664e-12,0.0029559718249467975,2.4035105519467105e-13,3.6828783741678236e-14,1.890503342870482e-07,5.623321427405235e-09,2.4768465012697705e-09,1.8712133009123354e-08,4.130990672492989e-05,6.821141835911572e-13,5.07196232995647e-10,4.949843781346154e-10,2.951373863827354e-13,8.884989715324119e-11,5.783779941540336e-10,1.3141540165099527e-17,2.537384884424804e-17,4.159146357592429e-11,2.3454385775795693e-20,1.0788952737895587e-09,1.4948031970702503e-12,1.4020558929210607e-12,4.45337690563128e-19,5.026737102148438e-16,3.886441053328383e-15,7.530712497341055e-20,5.987887918207858e-25,4.708488983264685e-29,3.8602868851185227e-28,2.40539767521724e-25,8.061572148524322e-18,1.724935020584007e-29,2.711675200185847e-22,2.8503299031267184e-22,1.4801351593305023e-14
1.4887382976733079e-09,0.8621609892110494,2.31084617106525e-08,2.897106088604208e-11,5.748478061085484e-10,1.5989320713742768e-10,0.0,0.0,2.2549363903555514e-07,1.0394079628110503e-12,9.188578957835569e-14,3.7624467525095346e-15,7.586264091007122e-18,3.3210624228407635e-25,2.1962741373197557e-17,2.2749454201517768e-12,1.1658216952953773e-09,1.665685894544695e-14,3.1365033827663927e-21,2.533336128685175e-19,1.444248992434561e-09,2.4042041932726646e-16,3.649829599572411e-11,1.129845970687255e-18,3.631255781558925e-15,3.4235956769205453e-16,5.085884367474882e-15,3.220856409937355e-16,4.313323269653928e-22,5.100492469064614e-22,1.0092498584546372e-18,3.294373994356096e-23,8.014312352148666e-18,3.964829740170764e-28,3.76,0.0,0.5290755315128688,0.9970304856888159,1.4175382975458257e-12,5.519091436717347e-13,0.0007107527785033649,0.0007107572565963385,9.636629949471264e-10,2.4238555084721514e-12,0.002969288236964741,2.628502809459995e-13,4.017641252388279e-14,1.9581716170240317e-07,5.992599240296512e-09,2.7615685782902056e-09,2.0222617806744724e-08,4.302329564001881e-05,7.413124442138619e-13,5.501438443813825e-10,5.302488697237752e-10,3.2155504791506594e-13,9.493253049216492e-11,6.22064761855512e-10,1.542495079280374e-17,2.8742761960247343e-17,4.351056340934131e-11,2.803752846150532e-20,1.1663890580088606e-09,1.590849789069312e-12,1.5802325991846416e-12,5.225604451328418e-19,5.645952012321405e-16,4.292546129950674e-15,8.588573039879113e-20,7.431514902132375e-25,5.812082506199776e-29,4.768593342239572e-28,2.897552287182003e-25,9.42589740711896e-18,2.1145611715442983e-29,3.276789528587419e-22,3.215484704237097e-22,1.6476918104209162e-14
1.5420305364116984e-09,0.8621652581896898,2.479094741879715e-08,3.1929399360108674e-11,6.176691501148136e-10,1.777282728027458e-10,0.0,0.0,2.335519516326298e-07,1.1151187929712562e-12,1.0210246793236548e-13,4.175676281524769e-15,8.731181455633114e-18,3.791896387971014e-25,2.4167891050318533e-17,2.436580174407806e-12,1.2469955742376521e-09,1.849219379260225e-14,3.5364839841665474e-21,2.824415089743214e-19,1.5494781937595956e-09,2.6711204939302433e-16,3.772282015524246e-11,1.2956701833116135e-18,4.016735915682371e-15,3.960194533231715e-16,5.653568922936916e-15,3.6736299331804193e-16,5.116637010305004e-22,6.046338190979792e-22,1.156803302488444e-18,3.926745461563931e-23,9.226594881780725e-18,4.92712553600696e-28,3.76,0.0,0.5290493292186428,0.9970200219291753,1.5770966875281327e-12,6.1190453841877e-13,0.0007361772217388769,0.000736182001740988,1.0171303314098932e-09,2.5823018677324637e-12,0.0029797438951054936,2.84129548073927e-13,4.3312883128695196e-14,2.0183036560204566e-07,6.328289054948638e-09,3.032924955297655e-09,2.16244547822276e-08,4.456227305900966e-05,7.967411076025436e-13,5.902086621485766e-10,5.625772707626678e-10,3.462438952266924e-13,1.0049051725424247e-10,6.623155952052422e-10,1.7716268444941785e-17,3.202180259011214e-17,4.524787710226585e-11,3.2714743409363814e-20,1.2476246082924196e-09,1.6779886166266914e-12,1.7523481695021298e-12,6.000116242600732e-19,6.237382291517391e-16,4.6770370174699524e-15,9.61729367158733e-20,8.955164963701843e-25,6.97020568731608e-29,5.722544411322398e-28,3.402324042112916e-25,1.0784767454452873e-17,2.520582520895976e-29,3.8584085418093277e-22,3.5686389529025083e-22,1.8069818889086633e-14
1.595322775150089e-09,0.8621695269675199,2.6530768383308832e-08,3.5088262912454685e-11,6.620951982903566e-10,1.968370793595992e-10,0.0,0.0,2.416096651104944e-07,1.1934897897679041e-12,1.1304925271030609e-13,4.61771937878413e-15,1.0001039645659221e-17,4.311578936944514e-25,2.6510644828922434e-17,2.603473322148653e-12,1.330642835398106e-09,2.04564049489425e-14,3.972564994622299e-21,3.138005575957731e-19,1.6584058480474923e-09,2.957049246163443e-16,3.8941933295142315e-11,1.4787536829964125e-18,4.427261464102422e-15,4.556934675287368e-16,6.262119964902212e-15,4.17029654616351e-16,6.033441032406492e-22,7.124927623473697e-22,1.3196127079014953e-18,4.650508871559465e-23,1.057160984786937e-17,6.078379931884844e-28,3.76,0.0,0.5290231282186031,0.9970108068213004,1.748336572216005e-12,6.75995747659335e-13,0.0007616004008720162,0.000761605491461152,1.0711946224661974e-09,2.7445921342212646e-12,0.002988950900463165,3.06449949656163e-13,4.6572412424074336e-14,2.077826694194603e-07,6.667396303709971e-09,3.3192208782737024e-09,2.3068466118905477e-08,4.610117283472103e-05,8.54323951390483e-13,6.316806351741174e-10,5.954971494541709e-10,3.7183803111527627e-13,1.0613319934155935e-10,7.034923616581888e-10,2.0251360376455555e-17,3.5551331073217504e-17,4.6997976205207755e-11,3.797066002791581e-20,1.3313377505779939e-09,1.7658524093102643e-12,1.936256211427126e-12,6.856598419900703e-19,6.862411826885347e-16,5.080463114254395e-15,1.0722802108572836e-19,1.0720361283185187e-24,8.304791045666439e-29,6.822677776588322e-28,3.9718764886628184e-25,1.2277243812492078e-17,2.985451754365223e-29,4.516806743109297e-22,3.9464175128982654e-22,1.974630831694333e-14
1.6486150138884794e-09,0.8621737955445062,2.8327626694374883e-08,3.8454167348743297e-11,7.081325696549905e-10,2.172621105859731e-10,0.0,0.0,2.49666789165704e-07,1.2745209010254414e-12,1.2475128535920632e-13,5.089495920773133e-15,1.140461159650769e-17,4.88351922781689e-25,2.899460312706594e-17,2.7755973620070433e-12,1.4167399185431479e-09,2.2553711546324702e-14,4.44705645643818e-21,3.475121940782498e-19,1.7710318065811782e-09,3.2626383128892136e-16,4.0155660221300465e-11,1.6801953198637036e-18,4.863453854238222e-15,5.21806933534331e-16,6.912973196595679e-15,4.713269337151208e-16,7.074959701145431e-22,8.349236145594352e-22,1.4986354793662024e-18,5.474763000623048e-23,1.2058732492172434e-17,7.4475580293825315e-28,3.76,0.0,0.5289969285126335,0.9970026912016302,1.931689109910398e-12,7.443047722189022e-13,0.000787022316032452,0.0007870277258196425,1.1258166505767632e-09,2.9106331944500752e-12,0.0029970584165823653,3.298405223867859e-13,4.9955573377373877e-14,2.1367477513775484e-07,7.0095980414345295e-09,3.6206075470235804e-09,2.455422453040458e-08,4.763999497082369e-05,9.140823253693315e-13,6.745596900060019e-10,6.289849524775146e-10,3.983353071066324e-13,1.1185647999981192e-10,7.45567675123827e-10,2.3046549350379043e-17,3.934231778907699e-17,4.8760893122497603e-11,4.3854408500836634e-20,1.4175050499898076e-09,1.854356378610839e-12,2.1323115569170284e-12,7.800458141045163e-19,7.521270353854403e-16,5.503107125191111e-15,1.1907480498486516e-19,1.2755041080994986e-24,9.8350796921846e-29,8.085078092866112e-28,4.611700810763146e-25,1.3910521103967763e-17,3.5151434449232803e-29,5.258812566865161e-22,4.349606483609311e-22,2.1506740201608277e-14
1.70190725262687e-09,0.8621780639206128,3.0181214676979416e-08,4.203358337592569e-11,7.557878531842614e-10,2.390456196521541e-10,0.0,0.0,2.577233323433489e-07,1.35821207747719e-12,1.372337022064755e-13,5.591920973131649e-15,1.2950967453088968e-17,5.511267746010942e-25,3.162332272795544e-17,2.9529249188833373e-12,1.5052634844428266e-09,2.4788319494546318e-14,4.962409564778274e-21,3.8368022472483366e-19,1.887355920659489e-09,3.588534947988695e-16,4.1364025627835866e-11,1.901120491084494e-18,5.325920553408791e-15,5.94799837797777e-16,7.607565588719294e-15,5.304990815161078e-16,8.253070772266374e-22,9.732974009473288e-22,1.6948507744983792e-18,6.409122957274783e-23,1.3697660721763987e-17,9.066905143688851e-28,3.76,0.0,0.5289707301006181,0.9969955438438036,2.127587266780327e-12,8.169524277430874e-13,0.0008124429673461207,0.00081244870487926,1.1809597687128026e-09,3.0803340490341624e-12,0.0030041976698091267,3.543311602491332e-13,5.346298243696133e-14,2.195073752694073e-07,7.35458758078589e-09,3.937222352839791e-09,2.608130765122378e-08,4.9178739470990025e-05,9.760382666965859e-13,7.188457517818007e-10,6.630180681319122e-10,4.2573370597781513e-13,1.1765647167986685e-10,7.885146655012679e-10,2.6118643998857873e-17,4.3405964127451367e-17,5.0536659792685395e-11,5.041765133933227e-20,1.5061032914356032e-09,1.9434204000100122e-12,2.340865756289907e-12,8.837252357676706e-19,8.214162383622096e-16,5.94525859207137e-15,1.3173686270849756e-19,1.5089284895417984e-24,1.1581653669393371e-28,9.526969461456742e-28,5.32752143821336e-25,1.5691854091721107e-17,4.1160057757738204e-29,6.091577620481748e-22,4.7789878509568135e-22,2.3351367725360925e-14
1.7551994913652605e-09,0.8621823320958032,3.2091215595433634e-08,4.5832935392133926e-11,8.050676068329195e-10,2.622296216925908e-10,0.0,0.0,2.657793021815223e-07,1.444563272388054e-12,1.505216344871248e-13,6.1259048042753235e-15,1.464947450110875e-17,6.198519601767938e-25,3.4400317244049796e-17,3.135428744242634e-12,1.5961904137918954e-09,2.7164421674725433e-14,5.521227803421443e-21,4.2241089744890116e-19,2.0073780415959107e-09,3.9353857968723306e-16,4.2567054096905973e-11,2.1426805251034126e-18,5.815255269191533e-15,6.751272107195648e-16,8.347335341895958e-15,5.947930995025902e-16,9.58031705413212e-22,1.1290597529474148e-21,1.9092588972585985e-18,7.46373033009284e-23,1.5498415309073386e-17,1.0972187641789231e-27,3.76,0.0,0.5289445329824426,0.9969892491952159,2.3364658095914084e-12,8.940583559854043e-13,0.0008378623549354544,0.0008378684287027953,1.236589722268429e-09,3.2536057735274718e-12,0.003010484212733656,3.799526076600174e-13,5.70952969532776e-14,2.2528115313124309e-07,7.702073716832065e-09,4.2691895915209265e-09,2.7649297969500624e-08,5.07174063388936e-05,1.040214494304277e-12,7.645387445635678e-10,6.975747873728965e-10,4.540313107256507e-13,1.235294844899245e-10,8.323069711190467e-10,2.948493563088459e-17,4.7753708049488185e-17,5.232530769110689e-11,5.771463218805098e-20,1.597109478539294e-09,2.0329687716316176e-12,2.5622671036710414e-12,9.97268583991054e-19,8.941274465376738e-16,6.407213266558341e-15,1.4523754702673677e-19,1.7755401298010324e-24,1.3566478877396224e-28,1.1166754730635936e-27,6.1252956733768895e-25,1.7628546549057507e-17,4.7947699944963487e-29,7.0225783500264795e-22,5.235339499057895e-22,2.5280348428282555e-14
1.808491730103651e-09,0.862186600070039,3.405730431214325e-08,4.985860043960483e-11,8.559783564351858e-10,2.8685588707029985e-10,0.0,0.0,2.738347053392049e-07,1.5335744412210833e-12,1.6464020836321936e-13,6.692352903449397e-15,1.6509797080751634e-17,6.949117922783878e-25,3.732905757409713e-17,3.3230817158519012e-12,1.6894978060966108e-09,2.9686198154531087e-14,6.126277382546226e-21,4.638129708734624e-19,2.13109802071772e-09,4.3038368970536176e-16,4.376477009904665e-11,2.4060520802310897e-18,6.332038151427994e-15,7.632594597731631e-16,9.133721848697064e-15,6.644585611670698e-16,1.106991732067231e-21,1.3037319324921191e-21,2.1428807064986137e-18,8.649262972301227e-23,1.7471340071817428e-17,1.320294534885512e-27,3.76,0.0,0.5289183371579943,0.9969837053748889,2.5587612978337427e-12,9.757410359961057e-13,0.0008632804789195917,0.0008632868973530305,1.2926744864967118e-09,3.4303614794172272e-12,0.0030160199263211873,4.0673645237374023e-13,6.085321528533317e-14,2.3099678309783582e-07,8.05177999925726e-09,4.6166211321615e-09,2.9257782762021987e-08,5.225599557820909e-05,1.1066344028583713e-12,8.116385914096128e-10,7.326342669797207e-10,4.832262979181058e-13,1.2947201549409512e-10,8.769187312743116e-10,3.316319515820618e-17,5.2397229347462423e-17,5.412686783272762e-11,6.580223591483528e-20,1.6905008325392775e-09,2.1229299876208573e-12,2.796860662631393e-12,1.1212609236506286e-18,9.702779272830422e-16,6.889273067499117e-15,1.5960001659953068e-19,2.0788015759202243e-24,1.5812950867134675e-28,1.3024056204149385e-27,7.01121331333187e-25,1.9727944522074253e-17,5.558561004621829e-29,8.05961750053682e-22,5.719435225675538e-22,2.7293748974890172e-14
1.8617839688420415e-09,0.8621908678432809,3.607914787214502e-08,5.411690743205179e-11,9.085265944215615e-10,3.129659357629561e-10,0.0,0.0,2.8188954769592263e-07,1.625245541378734e-12,1.79614544914433e-13,7.292166007376833e-15,1.854189647136908e-17,7.767057408814438e-25,4.0412972348289513e-17,3.515856836605497e-12,1.7851629785120176e-09,3.235781644683684e-14,6.780496156214943e-21,5.079977808541641e-19,2.2585157093659304e-09,4.694533678736443e-16,4.495719799439447e-11,2.692436567865441e-18,6.876835998550008e-15,8.596825447601354e-16,9.968165654729243e-15,7.397474564508457e-16,1.2735775969318117e-21,1.498911698317988e-21,2.396757050261095e-18,9.976943518669755e-23,1.9627102018879175e-17,1.5802762403110948e-27,3.76,0.0,0.5288921426271607,0.9969788226160631,2.794912074594933e-12,1.0621177951411696e-12,0.0008886973394145573,0.0008887041108927363,1.3491841291152636e-09,3.610516275401463e-12,0.0030208945773190425,4.3471511794090745e-13,6.473748121312985e-14,2.3665493081840104e-07,8.403444081957107e-09,4.979617014102535e-09,3.0906354032989616e-08,5.379450719261268e-05,1.175322055949257e-12,8.601452140242301e-10,7.681764961862224e-10,5.133169701566529e-13,1.3548073938401943e-10,9.223245789408283e-10,3.717167021638401e-17,5.734845441457581e-17,5.59413707755084e-11,7.47400683562242e-20,1.7862547911371045e-09,2.213236535644924e-12,3.044988292110794e-12,1.2563017193173783e-18,1.0498833934684968e-15,7.391746973784027e-15,1.748472736459697e-19,2.4224168765927126e-24,1.8345947181678268e-28,1.5119760529769988e-27,7.991696287229095e-25,2.19974372121436e-17,6.414910405298065e-29,9.210825240740679e-22,6.2320447650170055e-22,2.9391549565942136e-14
1.915076207580432e-09,0.8621951354154879,3.815640605612061e-08,5.861413644178093e-11,9.627187787656752e-10,3.406010322348233e-10,0.0,0.0,2.899438344337326e-07,1.7195765319897073e-12,1.954697601243184e-13,7.926240125857034e-15,2.0756030775220915e-17,8.656487958256834e-25,4.3655448370959044e-17,3.713727233666844e-12,1.8831634646726408e-09,3.5183431763918167e-14,7.487003017802165e-21,5.5507930588372905e-19,2.389630958895198e-09,5.108120965396165e-16,4.6144362033591145e-11,3.003059585170317e-18,7.450202460447247e-15,9.648981531820492e-16,1.0852108418995335e-14,8.209140474542323e-16,1.4592492132643536e-21,1.716274102536285e-21,2.671948210241898e-18,1.1458547925527874e-22,2.1976691484037466e-17,1.8819549490916595e-27,3.76,0.0,0.5288659493898309,0.9969745219852411,3.0453582570669114e-12,1.1533048200604166e-12,0.0009141129365334279,0.0009141200693846713,1.406090683377103e-09,3.7939872288402305e-12,0.003025187099212617,4.63921856028216e-13,6.874888670474753e-14,2.4225625341208297e-07,8.756817105904e-09,5.358266013093852e-09,3.2594608454658225e-08,5.5332941185782236e-05,1.2463021793289596e-12,9.100585325670606e-10,8.041822648011448e-10,5.443017737506078e-13,1.415524997273529e-10,9.684996335573447e-10,4.1529082360333575e-17,6.261956075669334e-17,5.7768846624027365e-11,8.459053144729037e-20,1.8843490073395013e-09,2.3038247065498864e-12,3.3069886724970006e-12,1.4030046496848288e-18,1.1329578937157953e-15,7.91495155959195e-15,1.910022025007609e-19,2.810341565339258e-24,2.119188023303736e-28,1.7476064699665658e-27,9.073398230864172e-25,2.444445651951732e-17,7.371769516040824e-29,1.0484660137313331e-21,6.773933809634112e-22,3.1573648160510296e-14
1.9683684463188223e-09,0.8621994027866181,4.028873195109022e-08,6.335651783826716e-11,1.0185613323597064e-09,3.6980218005222487e-10,0.0,0.0,2.9799757012103886e-07,1.816567373689455e-12,2.1223096489669837e-13,8.595466557925457e-15,2.316275482281855e-17,9.621718252347259e-25,4.705983106955134e-17,3.916666158744414e-12,1.9834770135456662e-09,3.8167187224412725e-14,8.249109474543523e-21,6.051742330473042e-19,2.5244436206729305e-09,5.545242974342267e-16,4.732628635757702e-11,3.3391703400469345e-18,8.052678231794785e-15,1.0794240601049609e-15,1.1786992874330922e-14,9.082147189354576e-16,1.6655369087158542e-21,1.9575723231104577e-21,2.9695333386967987e-18,1.3106415566344187e-22,2.4531422271029228e-17,2.230582735508562e-27,3.76,0.0,0.5288397574458945,0.9969707340700827,3.3105417278039924e-12,1.2494171676827188e-12,0.0009395272703865089,0.0009395347728915828,1.4633680145172667e-09,3.980693327281371e-12,0.003028966904330665,4.943907389664271e-13,7.288826919176197e-14,2.4780139966672375e-07,9.111663063912716e-09,5.752646224329393e-09,3.432214730729198e-08,5.6871297561396995e-05,1.3196001548582396e-12,9.613784659985953e-10,8.406331305323402e-10,5.761792667091191e-13,1.4768429987061233e-10,1.0154194937850658e-09,4.625462419847481e-17,6.822298154561633e-17,5.960932503295673e-11,9.541887558253434e-20,1.9847613483228682e-09,2.3946344004845222e-12,3.5831973316861134e-12,1.5619974208934546e-18,1.2195142962239057e-15,8.459210337450013e-15,2.0808759525477378e-19,3.246791941746515e-24,2.4378744176602487e-28,2.0116518644481263e-27,1.0263203957638524e-24,2.707646837879282e-17,8.437519936486409e-29,1.1889910210595187e-21,7.345864024251849e-22,3.383986472240011e-14
