Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75)
5.411591665658593e-06,0.7857062913218592,0.0036009766483463233,0.00027565257071458517,0.0013176387719133994,0.036666974379345546,0.0,0.0,0.0008329559256753812,4.452538520934334e-06,0.0013719191067238681,1.6130785067787417e-05,2.348998270904094e-05,1.2772410421042636e-09,1.8199346166246766e-07,5.490011144791636e-06,0.0008201544896220525,3.261141519756805e-05,1.4674205258235305e-06,1.701246214710468e-09,5.030285006902821e-05,8.703197750426324e-10,3.4501544789379134e-07,3.7214105336439293e-06,1.2890958099582034e-07,0.0005738227445188593,6.38233072972232e-08,2.8777548264563085e-06,1.2449836296380195e-06,2.8844081260420977e-08,2.831729900536386e-07,1.108898358570719e-10,2.3696008800380098e-07,4.866017373807981e-09,3.76,0.0,0.7637668124778919,0.9912205217878449,0.008909877365698857,0.00033503692097623276,0.16119452008523258,0.16463540470752228,1.3370419317699645e-08,1.9157637749193286e-11,0.0007815999962995859,0.00013233548202115766,0.0008045330614696719,0.0011721424879702223,0.00018148886919228468,0.02537900489553305,0.019364897767754678,0.005921420752084311,0.00011636953169170754,0.000651229322328322,5.770554460665129e-05,1.8952358380650125e-07,4.758414080245186e-05,7.699640167189601e-05,0.00011692182059652313,3.545393744474545e-05,0.0005389447353544732,0.00013767275531626042,0.0013063013995843113,1.2527649968376412e-07,9.06244246156764e-05,3.102420176398229e-06,3.9203341985333527e-10,0.00017509628581785736,5.702882388043232e-08,2.3377323930054487e-07,1.1920030556479318e-11,4.876369407666343e-06
5.4353196682555855e-06,0.7859161372420532,0.0036667605331037797,0.0002817988525952412,0.0013425889407156692,0.03740767387913808,0.0,0.0,0.0008480844827987437,4.604142640302525e-06,0.0014102383818934913,1.6665941477764578e-05,2.443742195364804e-05,1.3608696258071372e-09,1.9037798477509265e-07,5.648547859532118e-06,0.0008366173087462509,3.375713916449962e-05,1.5384275454854564e-06,1.7674204310440843e-09,5.141984299031977e-05,9.103268885121027e-10,3.5708428575026266e-07,3.8763337686833685e-06,1.3360946867807827e-07,0.0005912582293929288,6.563158957933102e-08,3.0076745303656236e-06,1.2980283362749433e-06,3.0100684635844265e-08,2.948383172090915e-07,1.1576425111110473e-10,2.425153010278873e-07,5.178062087178737e-09,3.76,0.0,0.762153646121654,0.9910439231366651,0.009108065006476013,0.0003426283807632194,0.1617451661057354,0.16527634144725126,1.3416206974142265e-08,1.9335084517218227e-11,0.0007814607813583642,0.00013526990730996152,0.0008227102635329623,0.0011926339457696545,0.00018484835251997758,0.025900589098679514,0.019740944284647146,0.005953274729547318,0.00011895498811824017,0.0006573424493824507,5.8941128264057473e-05,1.9482175784660135e-07,4.8606237534390556e-05,7.915775871214725e-05,0.0001215491585169785,3.682743034666766e-05,0.0005542695659497451,0.0001432598442324123,0.0013367464801670346,1.2741121836884404e-07,9.410363705030467e-05,3.2398138152130437e-06,4.040666958633658e-10,0.0001791875669836389,5.833628478086812e-08,2.431693124042139e-07,1.2399008821467155e-11,5.193499505529373e-06
5.459047670852578e-06,0.7861279077275598,0.003733415686321672,0.00028806483185846095,0.0013679040050057754,0.03816031119264612,0.0,0.0,0.0008634078627992867,4.760993469279129e-06,0.0014495417490296373,1.721804946102443e-05,2.54187440917527e-05,1.449570732322815e-09,1.9911014646832975e-07,5.811185771134468e-06,0.0008533537056412282,3.49414034881952e-05,1.612580158833986e-06,1.8361075804816854e-09,5.256567248488874e-05,9.521986117445031e-10,3.6954181802682293e-07,4.037173995480514e-06,1.384639438883327e-07,0.0006091737388246538,6.749650998180202e-08,3.1429469012639403e-06,1.3531419232796142e-06,3.140886756777481e-08,3.069436856043015e-07,1.2084753128222253e-10,2.4818156654091456e-07,5.509029021996151e-09,3.76,0.0,0.7605257094224447,0.9908637612357307,0.009310252624037244,0.00035036944872449225,0.16229293938011,0.1659165039867792,1.3461760061052737e-08,1.9516543684211816e-11,0.0007813187675818408,0.0001382537181346063,0.0008411971671093465,0.0012133726264264768,0.00018825600072992505,0.026430981873141444,0.020122440987511786,0.005985344203189955,0.00012158406251138046,0.0006635077102214022,6.019597188818517e-05,2.0025390595686434e-07,4.9644329312198e-05,8.137843093079932e-05,0.00012633921066959632,3.8247563804139905e-05,0.0005699965566726573,0.00014904967284066573,0.001367863354937301,1.2956969880808767e-07,9.771897019085437e-05,3.382916120154154e-06,4.1643595018421603e-10,0.00018335496684768426,5.966703107982895e-08,2.529009365112176e-07,1.2895085809313969e-11,5.5301268877550736e-06
5.48277567344957e-06,0.7863416222949173,0.003800942112838301,0.00029445216744256687,0.0013935850789296433,0.038924992369089806,0.0,0.0,0.0008789260483642517,4.923266488058644e-06,0.0014898519962179366,1.778761798811094e-05,2.6434942015876672e-05,1.5436195486390475e-09,2.0820201563357728e-07,5.978010804878375e-06,0.0008703666601375032,3.6165389534349875e-05,1.690000506652405e-06,1.9073962216103428e-09,5.3741088282283054e-05,9.960230017062006e-10,3.823987357880277e-07,4.204129978405844e-06,1.4347716343671424e-07,0.0006275806131952064,6.942019841801215e-08,3.283764712704651e-06,1.410396146964775e-06,3.2770578977044644e-08,3.1950344721778406e-07,1.2614808493636274e-10,2.539604942087699e-07,5.859985746118045e-09,3.76,0.0,0.7588828596751185,0.990679976444304,0.009516508022742605,0.00035826257807296464,0.16283780214577204,0.16655589414607647,1.3507075540894995e-08,1.970212545645833e-11,0.0007811739036617952,0.00014128716717771674,0.0008599954905570221,0.0012343575330748837,0.0001917119931400205,0.0269702773541462,0.020509410813312624,0.006017631177022548,0.00012425698797943947,0.0006697259981243773,6.147011807938697e-05,2.0582292583605473e-07,5.0698453678619135e-05,8.365981020343756e-05,0.00013129662469850873,3.971557746573403e-05,0.0005861352529167589,0.0001550483561128872,0.0013996660236965807,1.3175175197885928e-07,0.00010147566671085811,3.5319459617940093e-06,4.291492284650204e-10,0.00018759921946779923,6.102124138027683e-08,2.629779168109152e-07,1.3408760811244633e-11,5.887367083263489e-06
5.506503676046562e-06,0.7865573001714412,0.0038693393173273895,0.00030096251058117407,0.0014196330875148263,0.03970182134339418,0.0,0.0,0.000894638934325783,5.091142312845785e-06,0.0015311923446713516,1.8375169798108414e-05,2.7487026298175422e-05,1.6433036092894995e-09,2.1766593737205133e-07,6.149109749129044e-06,0.0008876591319176797,3.743030754949676e-05,1.7708144362965226e-06,1.9813774131091447e-09,5.494685503610315e-05,1.0418923209890832e-09,3.956659217413743e-07,4.377405702961754e-06,1.4865334883437324e-07,0.0006464903717961906,7.140487476483912e-08,3.430326149617258e-06,1.469864822335116e-06,3.41878313671247e-08,3.3253229260000874e-07,1.3167461417880466e-10,2.598536961284952e-07,6.23205420398603e-09,3.76,0.0,0.7572249567067412,0.990492508657933,0.00972689959808572,0.00036631024709082356,0.16337971642377203,0.16719451391458207,1.355215035881773e-08,1.989194089299555e-11,0.000781026119192668,0.00014437048320818557,0.0008791068123592034,0.0012555874854818412,0.00019521648686588082,0.027518568720559702,0.02090187467738832,0.006050137548334025,0.00012697397721131068,0.0006759982261638725,6.276359830449551e-05,2.115317584959944e-07,5.176863900091924e-05,8.600330379408027e-05,0.00013642612223046196,4.123272523073934e-05,0.0006026953812958837,0.00016126212609570909,0.0014321687290391896,1.3395716810345405e-07,0.0001053791541683731,3.6871296761848682e-06,4.4221466774637934e-10,0.00019192103759899546,6.239908573277641e-08,2.73410227061855e-07,1.3940541683649572e-11,6.266393210779587e-06
5.530231678643554e-06,0.7867749602742267,0.003938606287892065,0.00030759750305678747,0.0014460487587015008,0.04049089980471396,0.0,0.0,0.0009105463259863789,5.2648067934715826e-06,0.00157358645246097,1.898124167558228e-05,2.8576024877359384e-05,1.7489231467300208e-09,2.275145304792018e-07,6.324570217252162e-06,0.0009052340583331174,3.8737396947919743e-05,1.8551515507641076e-06,2.0581447373022734e-09,5.6183752322602084e-05,1.089903232443112e-09,4.0935444775934395e-07,4.557210432809084e-06,1.539967849747023e-07,0.0006659147108187609,7.345285230754041e-08,3.5828348749906477e-06,1.531623861107977e-06,3.56627022683473e-08,3.460452511730896e-07,1.37436121644113e-10,2.6586278600954486e-07,6.626413060964795e-09,3.76,0.0,0.7555518630464212,0.9903012972597751,0.009941496314929282,0.0003745149587543358,0.16391864403444895,0.16783236545457975,1.359698144383638e-08,2.008610177340662e-11,0.0007808753926916878,0.0001475038700095329,0.000898532564807849,0.0012770611145829145,0.0001987696158444153,0.028075948105147384,0.021299851395653806,0.006082865102086568,0.0001297352215485852,0.0006823253275122123,6.407643247884831e-05,2.173833880502282e-07,5.285490412351967e-05,8.841033344334615e-05,0.00014173249659764147,4.280027429425331e-05,0.0006196868504931068,0.0001676973302485697,0.0014653859573578007,1.3618571584234155e-07,0.00010943505007157647,3.848701271489075e-06,4.556405554373372e-10,0.0001963211112637399,6.38007250652485e-08,2.8420800546598484e-07,1.4490944633517435e-11,6.668438481139788e-06
5.553959681240547e-06,0.7869946211887376,0.0040087414796967135,0.0003143587753885492,0.0014728326153547143,0.041292327062837045,0.0,0.0,0.0009266479375260744,5.444451109466389e-06,0.0016170584180280696,1.9606384727080406e-05,2.9702982701936075e-05,1.8607914406236495e-09,2.3776068420008665e-07,6.504480605979729e-06,0.0009230943521728658,4.008792657675421e-05,1.9431452541408185e-06,2.137794320164951e-09,5.745257461908462e-05,1.1401570012780732e-09,4.2347557192445976e-07,4.743758762572333e-06,1.5951181867618712e-07,0.0006858655010090474,7.556654125363119e-08,3.741500092355925e-06,1.5957513093852144e-06,3.719733567446456e-08,3.6005769094415284e-07,1.4344191743310816e-10,2.7198937832544415e-07,7.044300118250421e-09,3.76,0.0,0.7538634440981928,0.9901062812140993,0.010160367684271646,0.0003828792403254633,0.1644545466137745,0.16846945110441044,1.3641565710088528e-08,2.0284720461582215e-11,0.0007807216785904165,0.00015068750529553067,0.0009182740276492887,0.001298776857088839,0.00020237148984690256,0.02864250650270954,0.021703357606551572,0.00611581550524427,0.00013254089004924083,0.0006887082557472891,6.540862855207933e-05,2.2338084144838193e-07,5.395725802418992e-05,9.088233438428063e-05,0.00014722061030744783,4.441950411615038e-05,0.0006371197519446951,0.00017436042949539398,0.001499332439648327,1.384371416597188e-07,0.0001136491669791149,4.016902637804053e-06,4.69435314944039e-10,0.0002008001062934922,6.522631066401276e-08,2.95381550104138e-07,1.506049398385198e-11,7.094798772566862e-06
5.577687683837539e-06,0.7872163011470483,0.004079742798669266,0.00032124794502764754,0.0014999849672489827,0.042106199912597994,0.0,0.0,0.0009429433905042992,5.6302718643351766e-06,0.0016616327834626785,2.0251164656944183e-05,3.086896132727223e-05,1.979235153346408e-09,2.48417554137144e-07,6.688930051159015e-06,0.0009412428993846568,4.148319495857315e-05,2.0349327930981165e-06,2.2204248473314955e-09,5.8754131260780504e-05,1.1927597043826236e-09,4.380407350665328e-07,4.9372706661297835e-06,1.6520285711014767e-07,0.0007063547849912484,7.774845230469142e-08,3.906536603673404e-06,1.6623273849117736e-06,3.879394346892126e-08,3.7458531757130543e-07,1.4970162590760515e-10,2.782350874448025e-07,7.487014798214328e-09,3.76,0.0,0.7521595683168506,0.9899073990997718,0.010383583738511653,0.00039140564290922217,0.16498738563038165,0.1691057733815174,1.3685900058104418e-08,2.048790975397809e-11,0.000780564895355884,0.00015392153960572236,0.0009383323217248906,0.0013207329501253723,0.00020602219348040088,0.029218333676144567,0.022112407692880198,0.006148990301042969,0.0001353911285420676,0.0006951479851596839,6.676018208815576e-05,2.295271881554136e-07,5.507569946410307e-05,9.342075428114472e-05,0.00015289539224802313,4.609170531281462e-05,0.0006550043603482386,0.00018125799598131174,0.0015340231521021768,1.4071116971093458e-07,0.00011802751762619336,4.191983760104833e-06,4.836074406967395e-10,0.00020535866284702444,6.667598382643341e-08,3.0694131409901315e-07,1.5649721930690957e-11,7.546835278298579e-06
5.601415686434531e-06,0.7874400180057365,0.004151607585381006,0.0003282666144128953,0.0015275059029657531,0.0429326124964276,0.0,0.0,0.0009594322124384182,5.822471177759843e-06,0.0017073345375282643,2.0916162041431052e-05,3.207503846813442e-05,2.1045946543947046e-09,2.5949855755964194e-07,6.878008381324438e-06,0.0009596825567493939,4.292453050928141e-05,2.130655294164773e-06,2.3061375764294414e-09,6.008924637503661e-05,1.2478224472996045e-09,4.5306155691332163e-07,5.137971540023103e-06,1.7107436607751097e-07,0.000727394774243339,8.000120029081083e-08,4.078164862266169e-06,1.7314345138547412e-06,4.045480683729267e-08,3.89644172912139e-07,1.5622519242330082e-10,2.8460152672968974e-07,7.955920699890599e-09,3.76,0.0,0.7504401073865823,0.9897045890368144,0.010611215005174084,0.00040009674097587426,0.1655171224032672,0.1697413349853079,1.3729981376128322e-08,2.0695782718262638e-11,0.0007804050218508094,0.00015720609521915763,0.000958708402576798,0.0013429274259333546,0.00020972178518371056,0.029803518060489757,0.022527013703626347,0.006182390903215722,0.00013828605868442318,0.000701645511055963,6.813107584964417e-05,2.358255397892794e-07,5.6210216641675796e-05,9.602705209292945e-05,0.00015876183463155099,4.781817846908049e-05,0.0006733511339833939,0.0001883967105102442,0.0015694733164735772,1.430075010640807e-07,0.00012257632006812378,4.374202934201771e-06,4.981655693499276e-10,0.00020999739389547365,6.814987526608183e-08,3.1889789989526457e-07,1.6259168246852358e-11,8.025977225546655e-06
5.625143689031523e-06,0.7876657892233984,0.004224332599075548,0.000335416368935172,0.0015553952818177497,0.04377165616517661,0.0,0.0,0.0009761138354774103,6.021256775443356e-06,0.0017541891184170424,2.160197260087716e-05,3.332230750339492e-05,2.2372243418606416e-09,2.7101736791068115e-07,7.071806067294534e-06,0.0009784161495110964,4.4413291729345226e-05,2.230457796366599e-06,2.395036345027328e-09,6.145875879200863e-05,1.3054615888947252e-09,4.6854983170867654e-07,5.346092241638969e-06,1.7713086813174472e-07,0.0007489978456958794,8.232750786016621e-08,4.256611020551766e-06,1.8031573670359985e-06,4.2182277662121895e-08,4.0525063289864163e-07,1.630228899721393e-10,2.910903076008124e-07,8.45244822414551e-09,3.76,0.0,0.7487049364021742,0.989497788785802,0.010843332479062178,0.0004089551318470772,0.16604371812018862,0.17037613879979893,1.377380654152669e-08,2.0908452530721934e-11,0.0007802420220930598,0.00016054126506560336,0.0009794030540438304,0.00136535810669359,0.0002134702962182551,0.030398146665004684,0.022947185275936442,0.006216018590180304,0.0001412257770178558,0.0007082018500586836,6.952127939112951e-05,2.422790496992439e-07,5.7360786854878807e-05,9.870269685983812e-05,0.00016482498965995391,4.960023286856278e-05,0.000692170714834948,0.00019578335965692115,0.001605698400209415,1.4532581295496987e-07,0.00012730200283302817,4.563826985594463e-06,5.131184839798662e-10,0.0002147168836813519,6.964810452173673e-08,3.3126205297118134e-07,1.6889379957705005e-11,8.533724664454008e-06
5.6488716916285155e-06,0.7878936318378881,0.004297914001861758,0.00034269877494466975,0.001583652725812777,0.0446234193373783,0.0,0.0,0.000992987595192192,6.2268420763094635e-06,0.0018022224162211034,2.2309207469773647e-05,3.461187692928088e-05,2.3774929431024436e-09,2.829879082822967e-07,7.2704141687252224e-06,0.0009974464689619744,4.5950867367956144e-05,2.334489278863503e-06,2.4872275734844574e-09,6.286352193047182e-05,1.3657989731663594e-09,4.84517523219117e-07,5.56186912186523e-06,1.833769405880779e-07,0.0007711765379585659,8.473020920577208e-08,4.442106972153034e-06,1.8775828955478553e-06,4.3978779897287067e-08,4.2142140461532505e-07,1.7010532558593068e-10,2.977030385836423e-07,8.978097267754581e-09,3.76,0.0,0.7469539340526705,0.9892869358160495,0.01108000759280996,0.0004179834351449282,0.16656713385674637,0.1710101878960458,1.3817372422209125e-08,2.1126032296582406e-11,0.0007800758023634347,0.00016392711161410095,0.0010004168818996508,0.001388022599427312,0.000217267729651042,0.031002304973374892,0.023372929557376205,0.006249874499196092,0.00014421035401718848,0.0007148180404069877,7.093074864795813e-05,2.48890912479744e-07,5.852737615796268e-05,0.00010144916640665398,0.0001710899658986438,5.1439185142136566e-05,0.0007114739285068388,0.00020342483254985375,0.0016427141163288686,1.476657588590115e-07,0.0001322112100723493,4.761131491120029e-06,5.284750141626076e-10,0.00021951768616180727,7.117077964685506e-08,3.440446553883193e-07,1.7540911018172487e-11,9.07165132556128e-06
5.672599694225508e-06,0.7881235624432832,0.004372347343212572,0.00035011537761640626,0.0016122776115578901,0.045487987357107434,0.0,0.0,0.0010100527294564698,6.4394462767499124e-06,0.0018514607750960658,2.3038493463498882e-05,3.5944869764281166e-05,2.525783794829008e-09,2.9542434423014856e-07,7.473924278717585e-06,0.0010167762699841282,4.7538676557910076e-05,2.4429026833139253e-06,2.5828202632680722e-09,6.430440365747761e-05,1.4289621686181271e-09,5.009767593190348e-07,5.785544051831306e-06,1.898172133785627e-07,0.0007939435471651759,8.721225383439357e-08,4.634890387983627e-06,1.9548003656790683e-06,4.5846810917880794e-08,4.3817352278469146e-07,1.774834466044728e-10,3.0444132432140043e-07,9.534439985408088e-09,3.76,0.0,0.7451869828072989,0.9890719672046304,0.011321312185801192,0.0004271842922030291,0.16708733059612713,0.17164348553434083,1.3860675878085665e-08,2.134863485766716e-11,0.0007799063388623152,0.00016736366579035567,0.0010217503074948,0.0014109182909862353,0.00022111405933742862,0.031616076842104934,0.023804251128622098,0.00628395962050829,0.0001472398331499403,0.000721495142251611,7.235942553060095e-05,2.5566436343987586e-07,5.970993902285078e-05,0.00010426794596585819,0.00017756192436595657,5.3336357832373906e-05,0.000731271783914456,0.00021132811729718975,0.0016805364230398304,1.5002696780389198e-07,0.00013731080669861177,4.966401003266663e-06,5.442441146954452e-10,0.00022440032342294742,7.271799661291933e-08,3.5725671833142294e-07,1.821432192789823e-11,9.641407543787203e-06
5.6963276968225e-06,0.7883555971665305,0.0044476275447439895,0.00035766769868560995,0.0016412690622383222,0.046365442350600666,0.0,0.0,0.0010273083774330408,6.659294431599426e-06,0.0019019309950996288,2.379047334125022e-05,3.7322422902918454e-05,2.682495118897548e-09,3.0834107574882366e-07,7.682428464081245e-06,0.001036408268550801,4.917816891867106e-05,2.5558549305304855e-06,2.6819259900493167e-09,6.578228612117263e-05,1.4950847153195237e-09,5.179398260020539e-07,6.017364443350961e-06,1.9645636673588907e-07,0.0008173117223995336,8.977671037179084e-08,4.835204746094659e-06,2.0349013930792565e-06,4.7788942841008796e-08,4.5552434550798406e-07,1.8516854682239873e-10,3.113067645498643e-07,1.0123123618497966e-08,3.76,0.0,0.7434039691033751,0.9888528197323676,0.011567318471425002,0.0004365603654388126,0.16760426924953142,0.1722760351661405,1.3903713762624548e-08,2.1576372602918866e-11,0.0007797336097348436,0.00017085092590641508,0.0010434035614186894,0.0014340423432289836,0.00022500922890571868,0.03223954439718619,0.02424115192673707,0.006318274791488438,0.00015031422994186438,0.0007282342379433026,7.380723753486555e-05,2.626026780096875e-07,6.0908418015174985e-05,0.00010716052672066613,0.0001842460743247958,5.5293077872223244e-05,0.0007515754727444897,0.0002195002970480613,0.001719181523078953,1.524090434636453e-07,0.00014260788350072616,5.1799292769950385e-06,5.60434902526436e-10,0.00022936528407095744,7.42898386270152e-08,3.7090937388344814e-07,1.8910179305428107e-11,1.0244723246499385e-05
5.717682899159793e-06,0.7885662403718686,0.004516099076495866,0.0003645820639867326,0.0016676738457190967,0.047166235377643036,0.0,0.0,0.001043000558104542,6.863542142247832e-06,0.0019484299532199771,2.4487202795859635e-05,3.8601270064051856e-05,2.831076132206612e-09,3.2038887008943837e-07,7.874428590675756e-06,0.0010543376575572186,5.0699123892125146e-05,2.661525574137077e-06,2.7742190724833295e-09,6.714475642082152e-05,1.557240635526191e-09,5.336476376668474e-07,6.233176127773667e-06,2.0260555448553896e-07,0.0008388678161938766,9.215781865425355e-08,5.022132557299188e-06,2.109535399150471e-06,4.9602404947674013e-08,4.7166658133225473e-07,1.9235722225804195e-10,3.175956952515833e-07,1.0682014601674811e-08,3.76,0.0,0.7417854328555091,0.9886519616903096,0.011792804034435556,0.0004451508581383999,0.1680666960257681,0.17284469329722021,1.3942218190650588e-08,2.1785819517107162e-11,0.000779575269411961,0.00017403278504807106,0.0010631649750949901,0.0014550467078737635,0.00022855656786029347,0.0328090214085006,0.024639132294585784,0.006349355702107907,0.00015311958122804856,0.0007343533414851871,7.512655701905038e-05,2.689908584623577e-07,6.200060007569802e-05,0.0001098281854664111,0.0001904475738055642,5.710613788048425e-05,0.0007702906768871748,0.0002270910915096924,0.0017546791893045866,1.5457040486280806e-07,0.00014755014474286836,5.379416349420841e-06,5.753746958852502e-10,0.0002339045107294003,7.572560914712173e-08,3.835827622588404e-07,1.9556115597880487e-11,1.0817897062983581e-05
5.739038101497086e-06,0.7887786116285505,0.004585247313765195,0.00037160864481644996,0.0016943736124714257,0.04797758569209004,0.0,0.0,0.001058845508603157,7.074017032834146e-06,0.001995968979733123,2.5203339617045e-05,3.991798949428651e-05,2.987124308059384e-09,3.3284835860230193e-07,8.07061647777506e-06,0.001072515912831617,5.226424102287779e-05,2.7711230363394097e-06,2.869535100027906e-09,6.853858605102894e-05,1.6220131288496796e-09,5.497827915535868e-07,6.455978731433962e-06,2.0892314293013213e-07,0.0008609309540315238,9.46106784248717e-08,5.2155480908944745e-06,2.186651390555649e-06,5.148001677415077e-08,4.883211840648445e-07,1.9981271722844373e-10,3.239900691897222e-07,1.1269811755316662e-08,3.76,0.0,0.7401537205917045,0.9884476209892716,0.012022209835043008,0.00045388741824486646,0.16852642349581623,0.1734127512835401,1.3980502653597647e-08,2.1999597287930942e-11,0.0007794141690493898,0.00017725563792387103,0.0010831853635075012,0.0014762311641987036,0.00023214331038354846,0.033386474176601934,0.02504162873487866,0.0063806238857310234,0.00015596127504113305,0.0007405243758565732,7.646123126104071e-05,2.755177063994455e-07,6.310555845008191e-05,0.00011255792683658254,0.00019682905934201888,5.896947847836006e-05,0.0007894332332217753,0.00023491079020724457,0.0017908687937727532,1.5674800241079235e-07,0.00015266379332499685,5.5860661831504504e-06,5.906701796442668e-10,0.0002385110923738472,7.71814247522725e-08,3.9663040696105736e-07,2.0221117914364536e-11,1.1421101784123438e-05
5.760393303834379e-06,0.7889927216273475,0.0046550671914561,0.0003787484927839283,0.0017213671653463374,0.048799545901344415,0.0,0.0,0.0010748423930642622,7.2908956385904645e-06,0.002044568564161228,2.5939386521097152e-05,4.1273435895610876e-05,3.1509617981946806e-09,3.4573048723145194e-07,8.271059968418927e-06,0.0010909449232719911,5.387464062392685e-05,2.884770005881107e-06,2.967960693366874e-09,6.996444691873739e-05,1.6895129810450026e-09,5.66354544723119e-07,6.685964167166369e-06,2.1541263842083848e-07,0.0008835107997928849,9.713778942201811e-08,5.415640982517651e-06,2.2663211667067204e-06,5.3423813720488064e-08,5.055014571228198e-07,2.0754400721507208e-10,3.304910381379207e-07,1.1887883599493016e-08,3.76,0.0,0.7385087585283484,0.9882397510020636,0.012255589152606692,0.00046277202770875783,0.16898342309995826,0.17398021204427402,1.4018564850606844e-08,2.221778605231432e-11,0.0007792503412113677,0.0001805194112692064,0.001103464473687263,0.001497593157400163,0.0002357693485395779,0.033971958554327684,0.025448636866986535,0.006412079611927953,0.00015883926095358746,0.0007467481773409707,7.781117591970887e-05,2.8218569018045486e-07,6.422322524670201e-05,0.00011535084391185748,0.00020339440996258764,6.088406951494161e-05,0.0008090116764691484,0.00024296473614646692,0.0018277626518013197,1.5894149363380522e-07,0.00015795448782334056,5.800112963079696e-06,6.063282299289296e-10,0.0002431853091522362,7.865731778011594e-08,4.100606390622101e-07,2.090561023312575e-11,1.2055776175925631e-05
5.781748506171672e-06,0.7892085806947674,0.004725553196693426,0.00038600263831497394,0.0017486531214323147,0.04963216613902761,0.0,0.0,0.0010909903090691464,7.514358517407133e-06,0.002094249497605634,2.6695857312663905e-05,4.266847114006102e-05,3.322921048064957e-09,3.590463297152627e-07,8.475827048535528e-06,0.0011096265457878497,5.553146306832983e-05,3.0025917858939793e-06,3.069584109021832e-09,7.142301971162615e-05,1.7598555521114122e-09,5.833722392983385e-07,6.923327993090245e-06,2.2207757372772155e-07,0.0009066171038124617,9.97417390742793e-08,5.6226047110953945e-06,2.3486181482587207e-06,5.543588330472288e-08,5.232209004110148e-07,2.1556030856329286e-10,3.370997479360682e-07,1.2537655345832937e-08,3.76,0.0,0.7368504759631874,0.9880283051471337,0.012492995420186564,0.0004718066805103225,0.16943766628603923,0.17454707862712318,1.405640248068715e-08,2.2440465105176537e-11,0.0007790836571048956,0.00018382400777627677,0.0011240019121711547,0.0015191299739286724,0.0002394345520402958,0.03456552899247312,0.025860150389829632,0.006443723035470178,0.00016175346791561724,0.0007530255974789119,7.917629625684156e-05,2.889973026222212e-07,6.535352397735521e-05,0.00011820802953954704,0.00021014752401073996,6.285087942041001e-05,0.0008290346584144058,0.0002512583226340455,0.0018653732357193152,1.6115051898882286e-07,0.00016342804748342967,6.021797490474577e-06,6.22355655391967e-10,0.00024792741515858183,8.015331108531078e-08,4.2388184549656987e-07,2.161001935714852e-11,1.272341901974382e-05
5.800968188275236e-06,0.7894043575372041,0.004789555217082293,0.0003926299271379817,0.0017734591904579697,0.050390678050847175,0.0,0.0,0.0011056517657782297,7.721257162690986e-06,0.0021399043179782264,2.7394577154053874e-05,4.3958569008628716e-05,3.484911613985166e-09,3.7141066268110733e-07,8.663870359943132e-06,0.0011266574970846674,5.7063253450256854e-05,3.1123065130363496e-06,3.1638535658571304e-09,7.276427343865179e-05,1.8256935522823626e-09,5.990772299398632e-07,7.143428519265517e-06,2.2822895626824144e-07,0.000927871024440044,1.0215320176242043e-07,5.814909637049998e-06,2.424993694603265e-06,5.730688689322641e-08,5.39640701978742e-07,2.2302647839748694e-10,3.4314064689146666e-07,1.3150778414919619e-08,3.76,0.0,0.7353465767638747,0.9878349078366452,0.012710148370363064,0.0004800678124176402,0.16984410483482495,0.175056753152296,1.4090262441943196e-08,2.2644780188913643e-11,0.000778931190141284,0.0001868329481596508,0.0011427060363424627,0.0015386602102127557,0.0002427665954059692,0.03510669979079169,0.0262343578806971,0.006472362630638204,0.00016440714742519942,0.0007587218357655807,8.041779290979522e-05,2.9525263592080425e-07,6.638152284401667e-05,0.00012083534839193744,0.00021638909924693052,6.466645382568923e-05,0.0008474426669286022,0.0002589319385184187,0.0018998459957632284,1.6315161235462165e-07,0.0001685155422195242,6.228048303647633e-06,6.37101858111565e-10,0.0002522535440902316,8.151690178713729e-08,4.3666218596194687e-07,2.2261371197984386e-11,1.3353774230145768e-05
