Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75)
2.2975742479394183e-09,0.7575022613424676,3.846173361312546e-10,2.96669359301697e-13,1.3831135523147452e-10,3.1749556920538764e-12,0.0,0.0,2.026101042518028e-08,5.022852718041746e-14,6.1399181646036385e-15,1.6401748717908035e-16,4.584114267911242e-21,1.8041491135667495e-29,7.640706263424556e-21,5.939209321995485e-14,1.8353337339408963e-11,1.9210048891762475e-16,2.0315993743587445e-25,1.2168533593522124e-24,4.1913124447695016e-12,7.58529971906111e-20,5.44340797245746e-13,7.483718512828967e-24,1.8382618169210402e-17,3.022087642390354e-19,1.5236979485011841e-18,2.3548933775517865e-23,5.574968768968398e-25,1.1314810662126932e-25,4.341274468441007e-21,1.480646609631608e-26,7.632204723255513e-20,7.51159626946716e-35,3.76,0.0,0.978922389349203,0.9992140315421327,6.180331832850566e-13,6.503576325758739e-15,7.712392306732397e-05,7.712394287288082e-05,3.3940734780889762e-12,1.7518613144533596e-15,0.0007859480571306399,1.1688850683290966e-15,8.973926068262876e-17,1.9434076121542572e-08,4.084186237143049e-10,4.001913680614847e-11,3.4781570857767396e-10,2.8431866067721456e-06,5.97955327855769e-15,1.3862476951607875e-10,6.956866568149797e-12,1.009802923588154e-15,1.1050609568583082e-12,2.3734633567041878e-11,2.5017432845777244e-21,4.326772036851163e-20,6.536462812679464e-13,7.014622029000327e-24,1.8359911813420355e-11,7.460947589261148e-13,3.73062048528765e-16,1.1609248277716103e-21,1.6919493565369748e-19,2.36783057733867e-17,1.2580708732629378e-21,4.813461948613901e-28,3.4757866699541116e-32,2.2143322153395726e-32
2.3463087698565624e-09,0.7575024812386333,4.016165097686899e-10,3.158978240881405e-13,1.442340370376421e-10,3.384701506405746e-12,0.0,0.0,2.0690728005420467e-08,5.238164133257942e-14,6.5387572244767835e-15,1.7446079887003242e-16,4.984507607290874e-21,1.9230171911414217e-29,7.981008414881674e-21,6.183634163252131e-14,1.9130672242325355e-11,2.0446152994770655e-16,2.175396146548812e-25,1.3021513066840478e-24,4.371002840302004e-12,8.076491704181397e-20,5.546831290212738e-13,8.307997763186924e-24,1.9551660927036698e-17,3.297337601867956e-19,1.6229243284435305e-18,2.6126350168330636e-23,6.186706122358626e-25,1.2554580575653458e-25,4.715124488828662e-21,1.639941951379858e-26,8.299500841048533e-20,8.712882677565513e-35,3.76,0.0,0.9789207229333401,0.9992137978789927,6.581753622303773e-13,6.9236605120359e-15,7.875975392083686e-05,7.87597745240365e-05,3.5069831674748664e-12,1.8207710616413316e-15,0.000786181284561051,1.221538956682661e-15,9.394112861676121e-17,1.9828986894136248e-08,4.2480249557410343e-10,4.253623025548039e-11,3.625148321040037e-10,2.903488797364753e-06,6.2363389984517036e-15,1.4456739988397887e-10,7.238477054140698e-12,1.0540233297125167e-15,1.1501251079222014e-12,2.472755881578223e-11,2.719231040514845e-21,4.607064757701876e-20,6.686260340515588e-13,7.737774139364839e-24,1.91376714428427e-11,7.733534085232049e-13,3.9718741051634444e-16,1.262101829083656e-21,1.782000992877434e-19,2.5162277095174584e-17,1.361226471780662e-21,5.416638160506749e-28,3.908849911546507e-32,2.498781349531309e-32
2.3950432917737064e-09,0.7575027011344798,4.1900175730400423e-10,3.3595326638162607e-13,1.5028061470018595e-10,3.6036204695856366e-12,0.0,0.0,2.1120446191644314e-08,5.457993377632505e-14,6.954496682026859e-15,1.8532914516976383e-16,5.4105611567621954e-21,2.0470863484065422e-29,8.329262295182523e-21,6.432571362071216e-14,1.99237321131526e-11,2.1733655556478568e-16,2.326349451373451e-25,1.391744448302958e-24,4.55446459746872e-12,8.588366214939616e-20,5.64979165062398e-13,9.2031910827499e-24,2.0768159716485577e-17,3.5914883790064605e-19,1.7263769668858448e-18,2.892345525159069e-23,6.850774465664572e-25,1.3900174518352652e-25,5.112339908380246e-21,1.8124612619666012e-26,9.009577117023806e-20,1.0075817291628927e-34,3.76,0.0,0.9789190565202953,0.9992135921387485,7.000181801102849e-13,7.361344580685202e-15,8.039558197940509e-05,8.03956033943381e-05,3.6207301490542326e-12,1.890768573668379e-15,0.0007863865889691985,1.2755105237379892e-15,9.82507087765495e-17,2.022320800383907e-08,4.41463377802323e-10,4.515322132598223e-11,3.775093862539021e-10,2.9637907605068224e-06,6.4985676239529235e-15,1.50634737084788e-10,7.525012290058273e-12,1.0991768420369976e-15,1.1959967569826553e-12,2.5739801033964942e-11,2.9505639509686986e-21,4.899213247765205e-20,6.836539670136271e-13,8.518771761379351e-24,1.993117383977506e-11,8.009296202388121e-13,4.223258454722184e-16,1.3697307468823272e-21,1.874476711452808e-19,2.6706594011700566e-17,1.4704126018705358e-21,6.080802096058204e-28,4.385354831595525e-32,2.8130013112590155e-32
2.4437778136908505e-09,0.7575029210300068,4.3677403609207803e-10,3.568537840096888e-13,1.5645107273497116e-10,3.8319188094622505e-12,0.0,0.0,2.1550165009117255e-08,5.682340424132516e-14,7.387486593037427e-15,1.9663028059410707e-16,5.8633472375741745e-21,2.176476965377658e-29,8.685501938045695e-21,6.685997450537611e-14,2.0732493319784426e-11,2.3073561705038654e-16,2.4847018897360917e-25,1.4857800378555106e-24,4.741697711946695e-12,9.121343439691402e-20,5.752291190698826e-13,1.017375785773604e-23,2.2032972292581544e-17,3.905465808263402e-19,1.8341448063098296e-18,3.195384641647472e-23,7.570433323979356e-25,1.5358159526862477e-25,5.533846595105309e-21,1.9989903517601413e-26,9.764218999556009e-20,1.1618237923430276e-34,3.76,0.0,0.978917390110068,0.999213410938354,7.43596842001888e-13,7.816980682316556e-15,8.203140724310568e-05,8.20314294837913e-05,3.735283632409705e-12,1.961841560089826e-15,0.0007865673534009675,1.3308128503693554e-15,1.0266888612361398e-16,2.0616741077141165e-08,4.583988333875337e-10,4.787178148796928e-11,3.927988552479796e-10,3.0240924961984398e-06,6.766243512372824e-15,1.5682678040700798e-10,7.816436573374694e-12,1.1452630545378837e-15,1.2426707889848e-12,2.677129974569426e-11,3.196315916593083e-21,5.203466240411598e-20,6.987301928565044e-13,9.360981665988238e-24,2.0740395728571658e-11,8.28815984054092e-13,4.484977601038286e-16,1.4840779857255539e-21,1.969378548390226e-19,2.8312461607080704e-17,1.585844665405488e-21,6.810719724075742e-28,4.9086567943158626e-32,3.1594403133324315e-32
2.4925123356079946e-09,0.7575031409252149,4.5493428940697476e-10,3.7861750023436916e-13,1.6274539571805573e-10,4.069803259877417e-12,0.0,0.0,2.1979884481601353e-08,5.911205245984567e-14,7.838076976787446e-15,2.0837191929691174e-16,6.343960026602684e-21,2.311310136302457e-29,9.049761436382163e-21,6.943889070413783e-14,2.1556932264711306e-11,2.4466874164468143e-16,2.6507035337236334e-25,1.584409006020058e-24,4.9327021794131154e-12,9.675843189838495e-20,5.85433203757383e-13,1.1224338509326418e-23,2.3346951570759626e-17,4.240226615963832e-19,1.946316841567171e-18,3.5231654204964787e-23,8.349071984483765e-25,1.6935362065720646e-25,5.980586215853322e-21,2.2003439585463195e-26,1.0565248036160173e-19,1.3359538891932538e-34,3.76,0.0,0.9789157237026581,0.9992132513102496,7.88946548593294e-13,8.290920436162239e-15,8.366722971201427e-05,8.366725279240175e-05,3.85061395845458e-12,2.0339778634910144e-15,0.0007867265454160543,1.3874592817012969e-15,1.0719655963371222e-16,2.1009587735478458e-08,4.75606442520391e-10,5.069356766597267e-11,4.083827245225433e-10,3.084394004439699e-06,7.039371154154375e-15,1.6314352912664076e-10,8.112714466716871e-12,1.1922816085962759e-15,1.2901421211934249e-12,2.782199459937726e-11,3.457072617158109e-21,5.520072933468121e-20,7.138548242051446e-13,1.026789776883171e-23,2.156531386765754e-11,8.570052323881635e-13,4.757235353486775e-16,1.6054151618329346e-21,2.0667087354275194e-19,2.9981086217190675e-17,1.707740926016552e-21,7.611425773220641e-28,5.482296817167266e-32,3.5406964825897754e-32
2.5412468575251386e-09,0.7575033608201037,4.734834465507608e-10,4.012625630205266e-13,1.691635682908155e-10,4.317481053176129e-12,0.0,0.0,2.2409604631359694e-08,6.14458781667342e-14,8.306617816194273e-15,2.2056173526400696e-16,6.85351555170725e-21,2.451707683811652e-29,9.422074943586275e-21,7.206222972744143e-14,2.2397025385075474e-11,2.5914593263064624e-16,2.8246121416034243e-25,1.6877860412983648e-24,5.127477995545336e-12,1.0252284900165064e-19,5.955916308548852e-13,1.235975792659729e-23,2.4710945648298703e-17,4.596759144157035e-19,2.0629821201070785e-18,3.877155114526258e-23,9.190211801348302e-25,1.8638872512197927e-25,6.453516117074229e-21,2.4173661916812285e-26,1.1414521850067807e-19,1.5320772614241844e-34,3.76,0.0,0.9789140572980655,0.9992131107012863,8.361024962015631e-13,8.783514930849384e-15,8.530304938620501e-05,8.53030733201751e-05,3.966692559476426e-12,2.107165458255532e-15,0.0007868667181634835,1.4454634272333557e-15,1.1183464084557058e-16,2.1401749595245764e-08,4.930838024799828e-10,5.362022234067575e-11,4.242604807269275e-10,3.1446952852307033e-06,7.317955173313551e-15,1.6958498251298334e-10,8.413810795905505e-12,1.2402321710249278e-15,1.3384057030179484e-12,2.889182536774068e-11,3.733431543062799e-21,5.849283010585464e-20,7.29027973605572e-13,1.1243143365815247e-23,2.2405905049584303e-11,8.854902374876652e-13,5.040235263788797e-16,1.734019092769901e-21,2.1664694820517523e-19,3.171367530520026e-17,1.836322473691884e-21,8.488233408109782e-28,6.110008013614232e-32,3.959524147699821e-32
2.5899813794422827e-09,0.7575035807146735,4.924224229598058e-10,4.2480714432824327e-13,1.75705575161797e-10,4.575159912794111e-12,0.0,0.0,2.2839325479485272e-08,6.382488109913853e-14,8.793459057985764e-15,2.332073625105533e-16,7.393151687013772e-21,2.597792173177254e-29,9.802476674639755e-21,7.472976017387598e-14,2.3252749152623813e-11,2.7417716942279715e-16,3.006693333448495e-25,1.7960696707829645e-24,5.326025156020895e-12,1.0851087629170578e-19,6.057046111128557e-13,1.3585028888815574e-23,2.6125797826133748e-17,4.976083953367158e-19,2.1842297421985316e-18,4.258876050373524e-23,1.0097508488257807e-24,2.04760496130312e-25,6.953609206289854e-21,2.6509309775419925e-26,1.2313934117079178e-19,1.7524755979559801e-34,3.76,0.0,0.9789123908962895,0.9992129868755585,8.850998767932433e-13,9.295114725186438e-15,8.693886626575073e-05,8.693889106711701e-05,4.083491919175586e-12,2.1813924493485445e-15,0.0007869901075488539,1.5048391609364214e-15,1.1658405335107346e-16,2.179322826813919e-08,5.108285275182745e-10,5.665337365033657e-11,4.4043161171886625e-10,3.204996338571558e-06,7.602000327735871e-15,1.7615113983114387e-10,8.719690648007518e-12,1.2891144245283463e-15,1.3874565158382037e-12,2.9980731947710345e-11,4.026002028019177e-21,6.19134666264578e-20,7.442497535233788e-13,1.2290473451299705e-23,2.326214610098375e-11,9.142640088134617e-13,5.334180626067778e-16,1.8701717871519054e-21,2.2686627774396646e-19,3.351143742592866e-17,1.9718131882485063e-21,9.446744020777232e-28,6.795722097766101e-32,4.418840257686827e-32
2.6387159013594268e-09,0.7575038006089246,5.117521203105346e-10,4.492694394127199e-13,1.823714011018599e-10,4.843048045878511e-12,0.0,0.0,2.326904704625876e-08,6.624906099620133e-14,9.298950612850465e-15,2.463163952657309e-16,7.964028147873301e-21,2.7496869264937294e-29,1.0191000906921597e-20,7.744125172430736e-14,2.4124080073651286e-11,2.8977240764178757e-16,3.1972209153629026e-25,1.9094223408834614e-24,5.5283436565175115e-12,1.147267005940809e-19,6.157723543076131e-13,1.4905355481833498e-23,2.7592346629217583e-17,5.379254389886665e-19,2.310148861150227e-18,4.6699064976151996e-23,1.1074754403472432e-24,2.245452492365091e-25,7.481853833983814e-21,2.901942501648916e-26,1.3265414542202147e-19,1.9996181675412844e-34,3.76,0.0,0.9789107244973302,0.9992128778087065,9.35973878003656e-13,9.826069848952579e-15,8.857468035072301e-05,8.857470603323318e-05,4.200985532518306e-12,2.2566470711111838e-15,0.0007870987379312228,1.5656006212953985e-15,1.2144573420630674e-16,2.218402536152801e-08,5.288382487447459e-10,5.979463549182809e-11,4.568956065596281e-10,3.2652971644623802e-06,7.8915115091842e-15,1.8284200033786125e-10,9.030319369396621e-12,1.3389280835538464e-15,1.437289572830736e-12,3.108865436027875e-11,4.335405282410791e-21,6.546514608809113e-20,7.595202763422558e-13,1.3413777244286002e-23,2.413401388251202e-11,9.433196903971842e-13,5.639274476908749e-16,2.014160434373425e-21,2.373290562274543e-19,3.537558236884835e-17,2.1144397036598934e-21,1.049285712835183e-27,7.543575947714554e-32,4.921730935786939e-32
2.687450423276571e-09,0.7575040205028571,5.314734266266605e-10,4.746676661117692e-13,1.8916103093980524e-10,5.1213541359464015e-12,0.0,0.0,2.3698769351151122e-08,6.871841759904815e-14,9.82344235554211e-15,2.5989638814727586e-16,8.567326485849015e-21,2.907516036859307e-29,1.058768198107017e-20,8.019647513626989e-14,2.5010994689054286e-11,3.059415791778875e-16,3.396477315323908e-25,2.028010498191009e-24,5.734433492713041e-12,1.2117450497827837e-19,6.257950692464642e-13,1.6326136509255487e-23,2.9111425825770544e-17,5.807357274224707e-19,2.4408286835270807e-18,5.111881531678842e-23,1.2125880826559168e-24,2.4582207226799142e-25,8.039253675811181e-21,3.1713356450403915e-26,1.4270928835940639e-19,2.2761733612874595e-34,3.76,0.0,0.9789090581011871,0.9992127816873272,9.887596831521638e-13,1.0376729803674029e-14,9.02104916411922e-05,9.021051821852922e-05,4.319147867619621e-12,2.3329176860489035e-15,0.0007871944227143054,1.6277622113488084e-15,1.2642063519989297e-16,2.2574142478466148e-08,5.471106140144038e-10,6.304560762106074e-11,4.736519555112746e-10,3.3255977629032972e-06,8.186493743324422e-15,1.896575632778196e-10,9.345662563824544e-12,1.3896729082655497e-15,1.4878999187954446e-12,3.221553275051975e-11,4.662274428036329e-21,6.915038117293206e-20,7.748396543625372e-13,1.4617080717086242e-23,2.5021485288903662e-11,9.726505582597575e-13,5.955719595412154e-16,2.166277394355455e-21,2.480355024659561e-19,3.7307321286552306e-17,2.2644313751520693e-21,1.1632780432549467e-27,8.357918270733432e-32,5.471458184794098e-32
2.736184945193715e-09,0.7575042403964715,5.515872163865313e-10,5.010200641302542e-13,1.960744495663439e-10,5.410287335618112e-12,0.0,0.0,2.412849241262404e-08,7.123295065094289e-14,1.0367284124990235e-14,2.739548563458189e-16,9.204250084225072e-21,3.0714043828250065e-29,1.0992554302206194e-20,8.29952022399493e-14,2.5913469574445884e-11,3.226945922667202e-16,3.6047538929385965e-25,2.1520046705998295e-24,5.9442946602854765e-12,1.2785846876115558e-19,6.357729637712269e-13,1.785296889231884e-23,3.0683864447718413e-17,6.261513689116691e-19,2.5763584693586255e-18,5.58649388687454e-23,1.3254960219329843e-24,2.6867286913532617e-25,8.626827615479504e-21,3.4600764195438685e-26,1.53324786907744e-19,2.5850206508914586e-34,3.76,0.0,0.9789073917078602,0.999212696968241,1.0434924712569106e-12,1.0947443563392685e-14,9.184630013722737e-05,9.18463276230108e-05,4.43795433111097e-12,2.4101927836105017e-15,0.000787278705077752,1.6913385987814068e-15,1.31509721735897e-16,2.2963581217498326e-08,5.656432878183862e-10,6.640787575244618e-11,4.907001500352173e-10,3.3858981338944435e-06,8.486952190099592e-15,1.9659782788827877e-10,9.665686090511699e-12,1.4413486869883822e-15,1.5392826299829297e-12,3.336130738768315e-11,5.007254535350405e-21,7.297169026398852e-20,7.902079997997437e-13,1.5904548866060733e-23,2.5924537249087552e-11,1.0022500179764281e-12,6.283718503247303e-16,2.3268201873046624e-21,2.5898584876890637e-19,3.930786660092325e-17,2.4220202475855576e-21,1.2873040093128929e-27,9.243316402815256e-32,6.071466763221547e-32
2.784919467110859e-09,0.7575044602897671,5.720943506276901e-10,5.283448943478317e-13,2.0311164194102992e-10,5.710057259438312e-12,0.0,0.0,2.4558216248226552e-08,7.379265989719823e-14,1.093082572447449e-14,2.884992758234279e-16,9.87602415378606e-21,3.2414776431294296e-29,1.1405652341231981e-20,8.583720593457852e-14,2.6831481340177505e-11,3.4004133158225377e-16,3.822351080349451e-25,2.281579548531814e-24,6.157927154912981e-12,1.3478276751022249e-19,6.45706244761307e-13,1.9491651054714842e-23,3.2310486812749254e-17,6.742879665427377e-19,2.7168275323385036e-18,6.09549479774505e-23,1.4466208468194967e-24,2.9318240321509826e-25,9.245609628605714e-21,3.7691624068707e-26,1.6452101758237597e-19,2.929263096206802e-34,3.76,0.0,0.9789057253173492,0.9992126223500956,1.1002074170546602e-12,1.1538559575447127e-14,9.348210583889628e-05,9.348213424668359e-05,4.5573812351216635e-12,2.488460978976294e-15,0.0007873528863734966,1.7563447160320961e-15,1.3671397087469672e-16,2.3352343172766448e-08,5.844339511732776e-10,6.988301165749093e-11,5.080396827890552e-10,3.4461982774359523e-06,8.792892144222038e-15,2.036627934066435e-10,9.990356062258936e-12,1.4939552075091344e-15,1.5914328139229038e-12,3.452591866516106e-11,5.371002662915522e-21,7.693159765852715e-20,8.05625424783139e-13,1.7280487883859033e-23,2.6843146726209378e-11,1.0321116023171216e-12,6.623473464717401e-16,2.4960914834911073e-21,2.701802993901774e-19,4.137843183232445e-17,2.5874410218613305e-21,1.422049117198731e-27,1.0204563204187143e-31,6.725391226305996e-32
2.833653989028003e-09,0.7575046801827447,5.929956770490183e-10,5.566604381507319e-13,2.1027259309014315e-10,6.020873976747384e-12,0.0,0.0,2.4987940875019653e-08,7.639754508481556e-14,1.1514416921825466e-14,3.035370835040896e-16,1.0583895728120152e-20,3.417862311403542e-29,1.1827010635700576e-20,8.872226018308688e-14,2.7765006631257615e-11,3.5799165832088395e-16,4.049578624367211e-25,2.416914066048576e-24,6.375330972273907e-12,1.4195157304696616e-19,6.555951181385429e-13,2.1248186297512178e-23,3.3992112545380826e-17,7.252646699624389e-19,2.8623252400200947e-18,6.64069483210519e-23,1.5763987115259616e-24,3.194383404784552e-25,9.896648667287831e-21,4.0996231975829905e-26,1.7631871626100663e-19,3.3122404754882593e-34,3.76,0.0,0.9789040589296536,0.999212556647872,1.1589396910240016e-12,1.2150425761268338e-14,9.511790874626566e-05,9.511793808955323e-05,4.67740576330236e-12,2.5677110118679077e-15,0.000787418151620468,1.8227957603313073e-15,1.4203437196734627e-16,2.37404299344489e-08,6.034803015084129e-10,7.347257326294681e-11,5.256700476213687e-10,3.506498193527961e-06,9.10431903527528e-15,2.1085245906899325e-10,1.0319638843570882e-11,1.5474922626499506e-15,1.6443456092534565e-12,3.570930710031713e-11,5.754187897617621e-21,8.103263377874494e-20,8.210920413543311e-13,1.8749347641857467e-23,2.7777290717550973e-11,1.0622289688283564e-12,6.975186486835154e-16,2.6743990930572262e-21,2.816190283486213e-19,4.352023167114128e-17,2.7609310196946826e-21,1.568232817133816e-27,1.1246683998051413e-31,7.437063112565898e-32
2.882388510945147e-09,0.7575049000754046,6.14292030113956e-10,5.859849967579903e-13,2.1755728809697696e-10,6.342948004570127e-12,0.0,0.0,2.5417666309772792e-08,7.904760596231309e-14,1.2118407449558518e-14,3.1907567744259325e-16,1.132913365846488e-20,3.600685710695626e-29,1.2256663790382302e-20,9.165014000550734e-14,2.8714022127341055e-11,3.7655541026099437e-16,4.286756080250361e-25,2.55819148192243e-24,6.596506108046753e-12,1.4936905345028347e-19,6.654397888733394e-13,2.3128786170880093e-23,3.572955659557297e-17,7.792042322710157e-19,3.012941014011613e-18,7.22396471943437e-23,1.715280558485467e-24,3.4753129250645804e-25,1.0581008544898721e-20,4.452520822047853e-26,1.8873897794929613e-19,3.7375429351398927e-34,3.76,0.0,0.9789023925447734,0.9992124987348936,1.2197244594034378e-12,1.278338951716758e-14,9.675370885940119e-05,9.675373915162543e-05,4.798005936790656e-12,2.6479317453645217e-15,0.0007874756274954432,1.8907071936776735e-15,1.4747192945964764e-16,2.4127843088968723e-08,6.227800525552743e-10,7.717810474862516e-11,5.435907395677999e-10,3.566797882170617e-06,9.421238427491399e-15,2.1816682410104589e-10,1.0653501048784374e-11,1.601959684531225e-15,1.6980161855506246e-12,3.691141333441251e-11,6.157491395291753e-21,8.527733537662277e-20,8.366079614659088e-13,2.0315724444753793e-23,2.8726946254520442e-11,1.092595897381546e-12,7.339059319394578e-16,2.8620559558538318e-21,2.9330222930644264e-19,4.57344822501421e-17,2.9427301512464405e-21,1.7266095693317574e-27,1.2374943581773118e-31,8.210518282299972e-32
2.931123032862291e-09,0.7575051199677462,6.359842311612526e-10,6.16336890491683e-13,2.2496571210198287e-10,6.676490300219509e-12,0.0,0.0,2.5847392568564654e-08,8.174284228004594e-14,1.2743147004934634e-14,3.3512241700285357e-16,1.2113028609009887e-20,3.790076008879334e-29,1.2694646478349661e-20,9.462062147419859e-14,2.9678504542905536e-11,3.957424018282511e-16,4.534213290871787e-25,2.705599464883301e-24,6.821452557910131e-12,1.5703937306006667e-19,6.752404609889626e-13,2.5139873999956592e-23,3.7523629258570845e-17,8.362330984463759e-19,3.1687643301743687e-18,7.847236210449558e-23,1.86373235045028e-24,3.77554861262192e-25,1.1299767815698565e-20,4.828950194902682e-26,2.0180325653144624e-19,4.209025803467327e-34,3.76,0.0,0.9789007261627083,0.9992124476611948,1.2825968842016787e-12,1.343779771513877e-14,9.838950617836743e-05,9.838953743290582e-05,4.919160582496976e-12,2.7291121646449423e-15,0.0007875262639639701,1.9600947428799728e-15,1.5302766287424875e-16,2.4514584218597506e-08,6.423309342372054e-10,8.100113664897174e-11,5.618012548506576e-10,3.6270973433640753e-06,9.74365601995278e-15,2.2560588771898993e-10,1.0991909540122941e-11,1.6573573414152424e-15,1.7524397431501654e-12,3.813217813277677e-11,6.581606425675235e-21,8.966824574918705e-20,8.521732969800014e-13,2.1984363537718904e-23,2.9692090402829334e-11,1.1232062877755964e-12,7.715293455036111e-16,3.0593801307977105e-21,3.0523012797724584e-19,4.8022401152915056e-17,3.1330808867733237e-21,1.8979699881618694e-27,1.3594853752444582e-31,9.050004824327608e-32
2.9798575547794352e-09,0.75750533985977,6.580730884813452e-10,6.477344582751895e-13,2.3249785030967175e-10,7.0217122560725995e-12,0.0,0.0,2.6277119666851426e-08,8.448325379014275e-14,1.3388985250095523e-14,3.5168462300809336e-16,1.29368930539862e-20,3.9861622300156706e-29,1.3140993441994471e-20,9.763348171150182e-14,3.065843062726667e-11,4.1556242416887484e-16,4.792290464404253e-25,2.8593301547309746e-24,7.05017031754279e-12,1.6496669247964633e-19,6.849973375634878e-13,2.728808739635355e-23,3.937513619166742e-17,8.964814582048398e-19,3.329884718757228e-18,8.512502684264147e-23,2.0222352351665827e-24,4.096056708087905e-25,1.2054019689419693e-20,5.230039441472822e-26,2.1553336460070694e-19,4.7308204353931e-34,3.76,0.0,0.9788990597834578,0.9992124026334487,1.347592123212321e-12,1.411399670344685e-14,0.00010002530070322773,0.00010002533293340007,5.040849311966238e-12,2.8112413760912664e-15,0.0007875708543528833,2.030974399634279e-15,1.587026048586363e-16,2.4900654901530764e-08,6.62130692588479e-10,8.494318592514456e-11,5.803010908766054e-10,3.6873965771084946e-06,1.0071577647019751e-14,2.3316964913684533e-10,1.1334831426320635e-11,1.7136851097999754e-15,1.8076115130208066e-12,3.937154238477807e-11,7.027238406315119e-21,9.420791489804606e-20,8.67788159667241e-13,2.3760160685709086e-23,3.067270026250831e-11,1.1540541581086598e-12,8.10409012930489e-16,3.266694788260246e-21,3.1740293929820025e-19,5.038520724104363e-17,3.3322282330494425e-21,2.0831416693800726e-27,1.491217873677338e-31,9.959988782628572e-32
3.0285920766965793e-09,0.7575055597514763,6.805593974392952e-10,6.801960568304458e-13,2.401536879921716e-10,7.378825691133309e-12,0.0,0.0,2.6706847619673088e-08,8.726884024632404e-14,1.4056271812286975e-14,3.6876957797239732e-16,1.380206127249348e-20,4.1890742727285215e-29,1.3595739494334042e-20,1.0068849888454264e-13,3.1653777164572066e-11,4.3602524525482596e-16,5.061338447847302e-25,3.0195802614350155e-24,7.282659382623669e-12,1.7315516857981167e-19,6.947106207343805e-13,2.958028232540643e-23,4.1284878439958817e-17,9.600833222978718e-19,3.496391764611635e-18,9.221820125996501e-23,2.1912858116023432e-24,4.437834185516991e-25,1.2844871893223152e-20,5.656950424729039e-26,2.2995147318314833e-19,5.307352444809778e-34,3.76,0.0,0.978897393407022,0.9992123629541646,1.4147453300390776e-12,1.481233230758753e-14,0.00010166109243404451,0.00010166112565311386,5.163052486626627e-12,2.894308605849425e-15,0.0007876100961528773,2.103362420588364e-15,1.6449780020509056e-16,2.528605671210717e-08,6.821770896227176e-10,8.900575608153655e-11,5.990897462322708e-10,3.747695583404032e-06,1.0405009278695207e-14,2.408581075707804e-10,1.1682234060398666e-11,1.7709428580476756e-15,1.8635267565592207e-12,4.062944710373472e-11,7.49510495836223e-21,9.889889978456052e-20,8.834526612051205e-13,2.5648165021276046e-23,3.1668752967901977e-11,1.185133642095877e-12,8.505650320750034e-16,3.484328197747225e-21,3.2982084054814263e-19,5.2824120577420186e-17,3.540419694621439e-21,2.2829905424686338e-27,1.6332944052376776e-31,1.0945163601715782e-31
3.0773265986137234e-09,0.7575057796428651,7.034439405964739e-10,7.137400598879522e-13,2.4793321048513313e-10,7.748042842712132e-12,0.0,0.0,2.71365764418014e-08,9.009960140376875e-14,1.474535628405386e-14,3.8638452631399575e-16,1.4709889342937173e-20,4.3989429283830145e-29,1.405891951997791e-20,1.0378545219874997e-13,3.266452097381191e-11,4.571406099697157e-16,5.34171919420281e-25,3.186551163543138e-24,7.518919748831866e-12,1.8160895450288103e-19,7.04380511704405e-13,3.202353713694536e-23,4.3253652460001445e-17,1.0271765950974097e-18,3.668375107401176e-18,9.977308087971155e-23,2.371396393166879e-24,4.80190925842688e-25,1.367344653532043e-20,6.110879262436619e-26,2.4508011145952253e-19,5.943360683886959e-34,3.76,0.0,0.9788957270334004,0.9992123279780821,1.4840916541193374e-12,1.5533149831240383e-14,0.0001032968813708793,0.00010329691559205281,5.2857511835519635e-12,2.9783031984143376e-15,0.0007876446346240556,2.1772753273422777e-15,1.7041430705948955e-16,2.5670791220968904e-08,7.024679032034424e-10,9.319033728076589e-11,6.181667206801493e-10,3.807994362250844e-06,1.074395702065739e-14,2.486712622357933e-10,1.203408503747227e-11,1.8291304589710135e-15,1.9201807653872683e-12,4.1905833426850696e-11,7.985935963310592e-21,1.0374376457844472e-19,8.99166913176406e-13,2.765358215625464e-23,3.268022568768056e-11,1.2164389863915346e-12,8.920174751025919e-16,3.712613715696605e-21,3.424839914518538e-19,5.5340362552810915e-17,3.757905236642996e-21,2.4984222347746343e-27,1.7863445427461709e-31,1.2010459759846631e-31
