Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41)
3.2935588813004946e-07,0.6276758954798847,1.3848879919879572e-07,6.053301875183896e-09,1.942116184418384e-07,7.448382367338869e-08,0.0,0.0,2.518056139080443e-07,2.1390171478363106e-11,4.93319035941867e-10,5.09306847612003e-13,9.057127879562708e-16,2.4762990967707944e-25,9.660208669687228e-19,6.674879015704843e-13,7.354501964079835e-14,2.228109215496069e-13,3.382131046681561e-18,3.023497383107963e-19,5.466141630261003e-10,9.437819573601806e-17,5.705803625672024e-14,1.2244218438938851e-20,8.210668627827478e-19,2.217235683437341e-12,2.7054025658415533e-15,4.4354815407860586e-17,2.411341922744317e-27,8.953218193219016e-25,4.3995713695831104e-20,5.50070918745112e-20,8.945166492702131e-14,2.758662344721005e-23,3.76,0.0,0.5274533763654523,0.9996459222835423,6.364554259191e-08,1.110840295013e-15,0.0007825384142824163,0.000782540276496458,8.736634781573417e-12,4.442927351049876e-15,0.00035357449016443546,2.7266239224886353e-11,3.5337234591502474e-11,1.1748204815009144e-07,2.693158195951803e-08,1.6082844574957115e-07,7.60964560391363e-08,1.933473725858348e-05,2.1555795367153098e-11,2.383557420104149e-07,1.5087123037776738e-10,1.6783698511804633e-13,5.4101855183641144e-11,3.787946124520753e-09,1.7907893373351843e-14,6.1621505182397595e-15,2.8525887063320832e-11
3.3874471820690685e-07,0.6276785753924394,1.447175118129082e-07,6.401611304429518e-09,2.0421309228794688e-07,8.00949443688554e-08,0.0,0.0,2.5940917480101686e-07,2.2646617764853257e-11,5.366837152630384e-10,5.355573707909844e-13,9.953159239422463e-16,2.7999185375897396e-25,1.0449038011115428e-18,6.900794248842725e-13,7.858450867057845e-14,2.3438766754050204e-13,3.895213618980375e-18,3.3932805273668204e-19,5.7821616713766e-10,1.0058919962262347e-16,5.748603487994362e-14,1.405020097156178e-20,8.784801083629515e-19,2.488339286980576e-12,2.9299523713049153e-15,4.961429131960794e-17,2.7928043816694532e-27,1.0551750170227009e-24,5.131627823280339e-20,6.123117935971167e-20,9.897101428104642e-14,3.3489253079798695e-23,3.76,0.0,0.527430788873761,0.9996458999898066,6.893521911465455e-08,1.2099770319178091e-15,0.0008048287101664943,0.0008048306967109184,8.986823942877774e-12,4.572072304864504e-15,0.000353574482285476,2.9826982508519826e-11,3.980081548485913e-11,1.212958915486356e-07,2.783080132439711e-08,1.7018905984605798e-07,8.024985449418856e-08,1.9878529201151394e-05,2.3841853328568475e-11,2.5206169441539184e-07,1.5735714240491332e-10,1.7774191715067378e-13,5.739781549353399e-11,3.933667126011972e-09,2.0489543785850217e-14,6.953485746671773e-15,3.074446434543787e-11
3.4813354828376423e-07,0.62768125524038,1.510736898341261e-07,6.7583228337256826e-09,2.144034545663853e-07,8.595517473348557e-08,0.0,0.0,2.6704189666858776e-07,2.3940212413292718e-11,5.825205646876596e-10,5.627057757973e-13,1.0905783029975917e-15,3.160449296748597e-25,1.1295723919197904e-18,7.139281173754991e-13,8.393702902623017e-14,2.463688461289918e-13,4.467371293855477e-18,3.79539347129566e-19,6.107058470609675e-10,1.0700319813230846e-16,5.793748609492607e-14,1.607544078334492e-20,9.394184173815457e-19,2.7828759338644487e-12,3.1658570429455903e-15,5.5341352894888904e-17,3.228161211062798e-27,1.2385103627592512e-24,5.965430079995696e-20,6.794324864272514e-20,1.0917014415752832e-13,4.042978854720146e-23,3.76,0.0,0.5274082017966154,0.9996458772435229,7.44929780060068e-08,1.3158811200044527e-15,0.0008271180500443004,0.000827120166098265,9.237002373960072e-12,4.701211721564086e-15,0.0003535744742464679,3.253833719383309e-11,4.466802763861779e-11,1.251922453345446e-07,2.874979359050526e-08,1.7986212297472167e-07,8.45373721633809e-08,2.0421915647035803e-05,2.6297326893602443e-11,2.6614639026751526e-07,1.6399118819392873e-10,1.8794736298063726e-13,6.082466273445751e-11,4.082159821004543e-09,2.3358130670474678e-14,7.821888308697061e-15,3.308553192006045e-11
3.575223783606216e-07,0.6276839350247911,1.575604375871807e-07,7.123508436568042e-09,2.247791225098965e-07,9.20696067462816e-08,0.0,0.0,2.7470440812946956e-07,2.527108440699034e-11,6.308986574393355e-10,5.908018948792723e-13,1.1916608598554787e-15,3.5619954934449643e-25,1.2205104059055767e-18,7.390962735197597e-13,8.962305839465953e-14,2.587768959603838e-13,5.1034251484426585e-18,4.2316043172111797e-19,6.440831757342715e-10,1.1362021604212302e-16,5.841359234331279e-14,1.8342435085653723e-20,1.0041244141605618e-18,3.1021025322284233e-12,3.413376083117583e-15,6.156670097431886e-17,3.724664977271441e-27,1.4481431949699115e-24,6.911785633016465e-20,7.516535871184224e-20,1.2007360557895536e-13,4.855329154161361e-23,3.76,0.0,0.5273856151231631,0.9996458540434653,8.032378508068707e-08,1.4289732909754378e-15,0.0008494064339011707,0.0008494086847522246,9.487170074658067e-12,4.83034560120313e-15,0.00035357446604697694,3.540390163040283e-11,4.996125480461827e-11,1.291718859055986e-07,2.9688826607374606e-08,1.8985444245270233e-07,8.896189331039491e-08,2.0964896869823997e-05,2.892945128220124e-11,2.8060947868991737e-07,1.707776724543316e-10,1.984550816206931e-13,6.438622302206253e-11,4.23351485746085e-09,2.653697021026936e-14,8.772728861407562e-15,3.555378874346947e-11
3.66911208437479e-07,0.6276866147467711,1.6418082308632798e-07,7.497253648807563e-09,2.353366351585743e-07,9.84434540859274e-08,0.0,0.0,2.8239734944716887e-07,2.6639365899214366e-11,6.818871404363629e-10,6.198979555173243e-13,1.298724530412585e-15,4.009104657771339e-25,1.3182341787121336e-18,7.656454998149837e-13,9.566386065485812e-14,2.716353183368329e-13,5.80845229721359e-18,4.703724669932407e-19,6.783481263364368e-10,1.2044027322178028e-16,5.891553948864588e-14,2.0875722870468886e-20,1.0728513329971066e-18,3.4473111724902044e-12,3.672773762375921e-15,6.832266036437903e-17,4.290529082897369e-27,1.6871675669280244e-24,7.982267688615774e-20,8.291990609221084e-20,1.317058364582243e-13,5.80201580801929e-23,3.76,0.0,0.527363028842516,0.9996458303883737,8.643251257531294e-08,1.5497014274285e-15,0.0008716938617213678,0.0008716962527661579,9.737327044797456e-12,4.959473943838112e-15,0.0003535744576865585,3.842722290043824e-11,5.570333423164886e-11,1.3323553628274656e-07,3.064814332181055e-08,2.0017291731783452e-07,9.352632824333131e-08,2.1507473142933205e-05,3.174553856813117e-11,2.9545060906439955e-07,1.7772100338688532e-10,2.092668811733276e-13,6.808641990043458e-11,4.387818287998713e-09,3.0050669444501974e-14,9.811628079941455e-15,3.815405397674203e-11
3.763000385143364e-07,0.6276892944074285,1.7093787078938595e-07,7.879656060894939e-09,2.460726511137465e-07,1.050820505148905e-07,0.0,0.0,2.9012137204346556e-07,2.804519227042188e-11,7.355552369496663e-10,6.500485577127189e-13,1.411930471159015e-15,4.506807902244713e-25,1.4232938696561082e-18,7.936369125957833e-13,1.0208147950963177e-13,2.84968667559396e-13,6.587795012873215e-18,5.213609641494835e-19,7.135006722963252e-10,1.2746338554046674e-16,5.944450085692541e-14,2.370204350805666e-20,1.1458629283813371e-18,3.819830144867737e-12,3.944319286168251e-15,7.564325926791405e-17,4.93504756899863e-27,1.9589799672411577e-24,9.18924366127296e-20,9.122963116719011e-20,1.4409114904956728e-13,6.900725227288062e-23,3.76,0.0,0.5273404429437496,0.9996458062769559,9.282394235518221e-08,1.678541578547952e-15,0.0008939803334880928,0.0008939828702330569,9.987473284192e-12,5.088596749527918e-15,0.00035357444916475644,4.161179915504771e-11,6.191754718629917e-11,1.3738387450668817e-07,3.1627965656815303e-08,2.108245304027834e-07,9.823361161299223e-08,2.204964473961306e-05,3.475297498056562e-11,3.1066943103141874e-07,1.8482568704084674e-10,2.203846202532663e-13,7.192927001283019e-11,4.5451517498581765e-09,3.392517122529456e-14,1.0944463983652528e-14,4.0891267219753605e-11
3.8568886859119377e-07,0.627691974007884,1.7783455608096717e-07,8.270823908193765e-09,2.569839461693941e-07,1.1199084800817625e-07,0.0,0.0,2.9787713805413383e-07,2.948870218318949e-11,7.91972249212308e-10,6.813106586214699e-13,1.5314402696651012e-15,5.060663176221114e-25,1.5362748226883918e-18,8.231313193214261e-13,1.0889873273418674e-13,2.988025444659559e-13,7.447070143002158e-18,5.763157866041953e-19,7.495407873022511e-10,1.3468956560908587e-16,6.000164095295337e-14,2.6850503490999774e-20,1.2234333946192731e-18,4.221024962997144e-12,4.228286924424383e-15,8.356431126124512e-17,5.668728001924271e-27,2.2673048187354088e-24,1.0545904188849074e-19,1.0011762520658561e-19,1.572537187614217e-13,8.170909170636142e-23,3.76,0.0,0.5273178574158991,0.9996457817078888,9.950276905984669e-08,1.815998967649859e-15,0.0009162658491834986,0.0009162685372455431,1.0237608792643656e-11,5.217714018334263e-15,0.00035357444048110217,4.496108192915833e-11,6.86276098942954e-11,1.41617540690064e-07,3.262849778543208e-08,2.218163416123759e-07,1.0308670098172823e-07,2.2591411932947945e-05,3.795921834439012e-11,3.2626559449007656e-07,1.920963221173803e-10,2.318102094183867e-13,7.591887899997852e-11,4.7055926628013166e-09,3.8187800043188227e-14,1.2177379363551195e-14,4.377048878216969e-11
3.9507769866805116e-07,0.6276946535492667,1.8487380114568423e-07,8.670874762031e-09,2.680674108463376e-07,1.191754146998436e-07,0.0,0.0,3.0566531992164164e-07,3.0970037635068225e-11,8.512075609826461e-10,7.137435638716883e-13,1.6574161450144858e-15,5.676801810976453e-25,1.6577990288785286e-18,8.541893840432179e-13,1.1613920699346674e-13,3.131635928760729e-13,8.392178811179218e-18,6.354311524234648e-19,7.864684453114981e-10,1.421188233935246e-16,6.058811886504366e-14,3.0352751432266e-20,1.3058472942701736e-18,4.652299387704129e-12,4.524956108622705e-15,9.212349987077027e-17,6.503438631755814e-27,2.6162218633753877e-24,1.2066292706477064e-19,1.0960733800573467e-19,1.7121757424439183e-13,9.633908570127976e-23,3.76,0.0,0.5272952722479575,0.9996457566798183,1.0647360318414538e-07,1.962608992420862e-15,0.0009385504087886977,0.0009385532538958643,1.0487733569942704e-11,5.3468257503220976e-15,0.0003535744316351177,4.847847842669152e-11,7.585766489040569e-11,1.4593714296898854e-07,3.364992890241043e-08,2.331554821948926e-07,1.0808857561294823e-07,2.3132774995859237e-05,4.137179565410718e-11,3.422387495981095e-07,1.9953759517891167e-10,2.435456126005367e-13,8.005943762134072e-11,4.869214436859426e-09,4.286730871865906e-14,1.3516789309973778e-14,4.6796899990681555e-11
4.0446652874490854e-07,0.627697333032715,1.9205847198278845e-07,9.07993431973185e-09,2.793200478502895e-07,1.2664143269837677e-07,0.0,0.0,3.134866000206e-07,3.248934400954543e-11,9.133306400631826e-10,7.474089249340653e-13,1.790021137585185e-15,6.361978592461224e-25,1.788526686047265e-18,8.868717778093101e-13,1.2382725318097946e-13,3.2807949866778197e-13,9.429316391025095e-18,6.989056377795935e-19,8.242836205599033e-10,1.4975116672248775e-16,6.120509137217365e-14,3.424316141043752e-20,1.3933994947857822e-18,5.11509644586267e-12,4.834611500578329e-15,1.0136046581044183e-16,7.452571072009834e-27,3.010195548055161e-24,1.3765335619084738e-19,1.197225860567653e-19,1.860065886700982e-13,1.131308276426884e-22,3.76,0.0,0.5272726874288749,0.9996457311913607,1.1374097409252408e-07,2.1189382185999383e-15,0.0009608340122837732,0.0009608370202758913,1.0737847615867865e-11,5.475931945559992e-15,0.0003535744226263144,5.216735376989266e-11,8.363227276332032e-11,1.5034326253148738e-07,3.4692435573672665e-08,2.4484914985026915e-07,1.1324223544522097e-07,2.3673734201107468e-05,4.4998300776508e-11,3.585885467718797e-07,2.0715427623031083e-10,2.5559284852901176e-13,8.435521809303304e-11,5.036086684797081e-09,4.7993925960041197e-14,1.496938884119189e-14,4.997580352921631e-11
4.138553588217659e-07,0.6277000124593766,1.9939137639671252e-07,9.498135290217398e-09,2.907389694699764e-07,1.3439469580391954e-07,0.0,0.0,3.2134167031296836e-07,3.404677012524542e-11,9.784110407766695e-10,7.823707420277054e-13,1.9294192878725347e-15,7.123625588276962e-25,1.929157851518088e-18,9.212393147174665e-13,1.3198798224008483e-13,3.435789912605271e-13,1.0564982743890027e-17,7.669421814268803e-19,8.629862875714964e-10,1.5758660170427737e-16,6.185371576627121e-14,3.855902479607913e-20,1.4863951128319807e-18,5.610899440784181e-12,5.1575430360770066e-15,1.1131689695027554e-16,8.531219856592767e-27,3.454106535532472e-24,1.565887310764418e-19,1.3048756119308864e-19,2.0164447213427787e-13,1.3233944285631691e-22,3.76,0.0,0.5272501029475563,0.9996457052411025,1.2130933296495526e-07,2.2855853676889485e-15,0.0009831166596477859,0.0009831198364771156,1.0987950930186359e-11,5.60503260412054e-15,0.00035357441345419205,5.603103320832394e-11,9.1976404285007e-11,1.5483645784113587e-07,3.5756183718564276e-08,2.569046045690438e-07,1.185507002271227e-07,2.4214289821294448e-05,4.884639227816791e-11,3.753146366863652e-07,2.1495121463913928e-10,2.6795399214160083e-13,8.8810570630051e-11,5.2062754363231796e-09,5.359940479236804e-14,1.654216063376116e-14,5.3312623810270265e-11
4.232441888986233e-07,0.6277026918304067,2.068752628050757e-07,9.925616371587281e-09,3.023213949307461e-07,1.4244110715878542e-07,0.0,0.0,3.292312320301383e-07,3.564246828349888e-11,1.0465184064011712e-09,8.186953720416435e-13,2.075775804164091e-15,7.969909949130511e-25,2.0804341839303496e-18,9.573530743885125e-13,1.4064726142837484e-13,3.596918472776754e-13,1.1805992710638075e-17,8.397480902272576e-19,9.025764211681987e-10,1.6562513306699706e-16,6.25351524034221e-14,4.3340750676746164e-20,1.5851494657659861e-18,6.141232950977915e-12,5.494045946549222e-15,1.2203662108467223e-16,9.756380298361462e-27,3.953285468709047e-24,1.7763690602969765e-19,1.4192683964895562e-19,2.1815476511502428e-13,1.542429934324231e-22,3.76,0.0,0.5272275187928599,0.999645678827602,1.2918305567317842e-07,2.4631822992654225e-15,0.0010053983508587815,0.0010054017025906453,1.1238043512654012e-11,5.734127726080773e-15,0.00035357440411824126,6.007280428367444e-11,1.0091543291300627e-10,1.5941726817107807e-07,3.684133027617873e-08,2.693291651006377e-07,1.2401700878960718e-07,2.4754442128865254e-05,5.2923791373721055e-11,3.924166702751512e-07,2.2293333537877745e-10,2.806311759786808e-13,9.342992019575179e-11,5.379843351229683e-09,5.971707186151237e-14,1.8242382855744193e-14,5.6812907374156383e-11
4.326330189754807e-07,0.6277053711469682,2.1451281970849935e-07,1.0362521317286073e-08,3.140646477184771e-07,1.507866768621266e-07,0.0,0.0,3.371559953790715e-07,3.727659431441152e-11,1.1177224715658175e-09,8.564515409606751e-13,2.229257218937609e-15,8.909795910528614e-25,2.2431407700415134e-18,9.952745116687976e-13,1.4983171098653378e-13,3.764488961657036e-13,1.315948684793632e-17,9.175350457263605e-19,9.430539964795762e-10,1.7386676443702068e-16,6.325056699900132e-14,4.863207499138564e-20,1.689988029746241e-18,6.707663814508541e-12,5.8444207618265714e-15,1.3356570156621066e-16,1.1147166154480975e-26,4.513549120984081e-24,2.0097550957857132e-19,1.5406539147740866e-19,2.3556083291683283e-13,1.791439413857145e-22,3.76,0.0,0.5272049349535983,0.9996456519493903,1.373664455862251e-07,2.65239498845586e-15,0.0010276790858937963,0.0010276826187072025,1.1488125363015323e-11,5.8632173115225634e-15,0.0003535743946179436,6.429591894681406e-11,1.1047512765380223e-10,1.6408621656256481e-07,3.7948024605294056e-08,2.821302059515957e-07,1.2964421843285683e-07,2.5294191396110155e-05,5.7238279990625856e-11,4.098942987304186e-07,2.3110563557662185e-10,2.9362659155638263e-13,9.821776345885298e-11,5.55684992864979e-09,6.638187761690726e-14,2.0077637103635962e-14,6.048232331332613e-11
4.420218490523381e-07,0.6277080504102313,2.223066756832579e-07,1.0808998086886357e-08,3.2596615288744623e-07,1.594375195756186e-07,0.0,0.0,3.451166792698717e-07,3.8949307621554795e-11,1.1920930646090327e-09,8.957103602995776e-13,2.390031533982073e-15,9.953111236341682e-25,2.4181080326815973e-18,1.035065554388849e-12,1.5956870117413613e-13,3.9388202755395527e-13,1.4632942399589834e-17,1.0005191117922934e-18,9.844189889526424e-10,1.8231149856870123e-16,6.400113268259108e-14,5.44802784780424e-20,1.801246403955382e-18,7.311802096562593e-12,6.208973296855638e-15,1.459525358698322e-16,1.2725048686577255e-26,5.141239071342643e-24,2.2679227346631738e-19,1.669285902771645e-19,2.538858610316395e-13,2.073706715226698e-22,3.76,0.0,0.5271823514185352,0.9996456246049705,1.4586373630456495e-07,2.8539244990990183e-15,0.0010499588647288616,0.001049962584917118,1.1738196481003499e-11,5.992301360533012e-15,0.00035357438495276904,6.870359562408776e-11,1.2068164627490564e-10,1.6884381231018014e-07,3.907640966300143e-08,2.9531515482410474e-07,1.3543540440704801e-07,2.5833537895166537e-05,6.17976989460381e-11,4.2774717350293186e-07,2.3947318134593804e-10,3.0694249071541596e-13,1.031786659525547e-10,5.7373517101241604e-09,7.363044737631537e-14,2.2055816444025423e-14,6.432666371868486e-11
4.5141067912919547e-07,0.6277107296213736,2.302593997898071e-07,1.1265198076740803e-08,3.380234343637691e-07,1.683998521397355e-07,0.0,0.0,3.531140110626067e-07,4.066077122538354e-11,1.2697001099009207e-09,9.365453470921512e-13,2.558268354394048e-15,1.111061835568778e-24,2.606213716395684e-18,1.0767886899871212e-12,1.698863496379419e-13,4.120242001574031e-13,1.6234184494254284e-17,1.0889207433254492e-18,1.0266713743617114e-09,1.9095933753460424e-16,6.478803182827548e-14,6.093641354409315e-20,1.919270280447174e-18,7.955302038401942e-12,6.58801462481732e-15,1.5924795715387362e-16,1.451411879649873e-26,5.843263050277726e-24,2.5528536918831714e-19,1.8054222318539509e-19,2.7315285135309414e-13,2.3927907544045444e-22,3.76,0.0,0.5271597681763858,0.9996455967928202,1.5467909432258586e-07,3.0685079530664856e-15,0.0010722376873390103,0.0010722416013103301,1.1988256866340529e-11,6.121379873204849e-15,0.0003535743751221795,7.329902123058001e-11,1.3156152885367731e-10,1.7369055305267675e-07,4.022662299818641e-08,3.08891490424247e-07,1.4139365947126722e-07,2.6372481898020678e-05,6.660994623152235e-11,4.459749463020259e-07,2.480411048759662e-10,3.2058118694293446e-13,1.0831725942345159e-10,5.921402475045795e-09,8.15011332771113e-14,2.418513356115873e-14,6.835184414529586e-11
4.6079950920605285e-07,0.6277134087815799,2.383735023168747e-07,1.1731275425319124e-08,3.502341122541436e-07,1.776799912142901e-07,0.0,0.0,3.6114872633158927e-07,4.241115180547037e-11,1.3506136301313875e-09,9.790324470229605e-13,2.734139011724183e-15,1.239409044738384e-24,2.8083849476341374e-18,1.1205070417850956e-12,1.8081351908133266e-13,4.309094520429734e-13,1.7971397561798658e-17,1.1829647960433729e-18,1.0698111288183004e-09,1.9981028288274973e-16,6.561245767536359e-14,6.805554017289143e-20,2.044415419163643e-18,8.63986298640283e-12,6.981861038736895e-15,1.7350533888534012e-16,1.654137401225149e-26,6.627139110102547e-24,2.866637523173891e-19,1.9493250109690068e-19,2.9338461918509937e-13,2.752541981288991e-22,3.76,0.0,0.5271371852158175,0.9996455685113902,1.6381662161945514e-07,3.296919496149016e-15,0.0010945155536982783,0.0010945196679763805,1.2238306518737233e-11,6.2504528496368454e-15,0.0003535743651256283,7.808535312874802e-11,1.4314169165135007e-10,1.786269265293993e-07,4.139879758801297e-08,3.2286674058569195e-07,1.475220935187032e-07,2.6911023676509538e-05,7.168297540149482e-11,4.645772690955898e-07,2.5681460175695073e-10,3.3454505666557944e-13,1.1363823935748332e-10,6.1090534277341135e-09,9.003406711958071e-14,2.6474129011715024e-14,7.256390409511268e-11
4.7018833928291024e-07,0.6277160878920403,2.4665143579514786e-07,1.2207386388115916e-08,3.62595900168315e-07,1.8728435095391053e-07,0.0,0.0,3.692215686455623e-07,4.420061974163696e-11,1.4349037485655466e-09,1.023250060322701e-12,2.917816676613764e-15,1.3816392729094508e-24,3.025600366577894e-18,1.1662844356782638e-12,1.9237981520611592e-13,4.505729120944341e-13,1.9853136961377823e-17,1.2828805373318811e-18,1.1138382287810755e-09,2.0886433576618726e-16,6.647561575424793e-14,7.589697098289303e-20,2.1770476277012933e-18,9.367230300269488e-12,7.390834003406516e-15,1.8878070259627365e-16,1.8837032193103315e-26,7.501042780216716e-24,3.2114751484434404e-19,2.1012606907514207e-19,3.1460379098912235e-13,3.157119486785134e-22,3.76,0.0,0.527114602525447,0.9996455397591069,1.7328035817864245e-07,3.539971260873967e-15,0.001116792463779708,0.0011167967850044091,1.2488345437893275e-11,6.3795202899342066e-15,0.00035357435496255853,8.306572103126949e-11,1.5544942130103446e-10,1.8365341205243893e-07,4.2593062540673236e-08,3.3724848066363213e-07,1.5382383325823646e-07,2.744916350232244e-05,7.702479406137502e-11,4.835537941100494e-07,2.6579892852046484e-10,3.4883654051238967e-13,1.1914636267224852e-10,6.300353375685987e-09,9.927121410810758e-14,2.893167958808156e-14,7.696900751467953e-11
4.795771693597676e-07,0.6277187669539526,2.5509559622132655e-07,1.2693688777268173e-08,3.751066025627903e-07,1.9721944072778778e-07,0.0,0.0,3.773332893623618e-07,4.6029349154057685e-11,1.5226406912679e-09,1.0692790700728013e-12,3.1094764612971437e-15,1.5391569216445804e-24,3.2588923278885424e-18,1.2141854579874574e-12,2.046155848999323e-13,4.710508125216191e-13,2.1888340814860127e-17,1.3889016581478805e-18,1.158752651065843e-09,2.1812149704989111e-16,6.737872513193728e-14,8.452452555453016e-20,2.317542745431009e-18,1.0139196239777642e-11,7.815260099283064e-15,2.0513282883688004e-16,2.143487391793664e-26,8.473857374814227e-24,3.5896824574378695e-19,2.2615001692607398e-19,3.36832802816911e-13,3.6110087660992425e-22,3.76,0.0,0.5270920200938417,0.9996455105343715,1.8307428443657527e-07,3.7985143265896686e-15,0.0011390684175553503,0.0011390729524831526,1.2738373623497181e-11,6.508582194208976e-15,0.00035357434463240475,8.824322884728118e-11,1.6851236929859856e-10,1.887704817401486e-07,4.380954368515014e-08,3.5204433215816695e-07,1.6030202194343993e-07,2.7986901647002784e-05,8.264346245146342e-11,5.029041738303472e-07,2.749994003783651e-10,3.634581445466511e-13,1.248464455668841e-10,6.495348898647469e-09,1.0925642749625284e-13,3.156700679141256e-14,8.15734433058378e-11
4.88965999436625e-07,0.6277214459685203,2.637083244403962e-07,1.3190341461194864e-08,3.877641121124797e-07,2.074918628915386e-07,0.0,0.0,3.854846474367521e-07,4.7897517942406606e-11,1.613894789296792e-09,1.1172028725893465e-12,3.3092955123790246e-15,1.7134935227934972e-24,3.509349167907907e-18,1.264275505189254e-12,2.175519146444825e-13,4.92380502270452e-13,2.4086342039796127e-17,1.5012662859584789e-18,1.204554372855582e-09,2.275817673994098e-16,6.832301949145745e-14,9.400679413974536e-20,2.4662866316010035e-18,1.095760082962624e-11,8.255470959870668e-15,2.2262337139041526e-16,2.4372615618958717e-26,9.555227627857423e-24,4.003693999602314e-19,2.4303188990849853e-19,3.600938993774199e-13,4.1190401535379414e-22,3.76,0.0,0.5270694379095193,0.9996454808355614,1.932023236610681e-07,4.073439677124474e-15,0.0011613434149962683,0.00116134817050094,1.2988391075226403e-11,6.637638562580441e-15,0.00035357433413459407,9.362095647150227e-11,1.8235854678542382e-10,1.939786015525866e-07,4.504836406646732e-08,3.67261961530801e-07,1.669598191410183e-07,2.8524238381949593e-05,8.854709212261616e-11,5.226280609999205e-07,2.8442138914463804e-10,3.784124414660748e-13,1.3074336152063733e-10,6.694084508277165e-09,1.2003550414193389e-13,3.4389685415789675e-14,8.6383625847592e-11
5.077436595903397e-07,0.6277268038604686,2.8144858114594373e-07,1.4215335975985605e-08,4.135115490379978e-07,2.2907556593976155e-07,0.0,0.0,4.019093484195078e-07,5.175290436969933e-11,1.8072363134399565e-09,1.219081205533142e-12,3.734130642237189e-15,2.1194460787894364e-24,4.066404902817341e-18,1.3712885422536326e-12,2.4565429044456337e-13,5.377503165259516e-13,2.90101163118957e-17,1.7460008421238007e-18,1.298819625578369e-09,2.4711163736263653e-16,7.034017605534685e-14,1.1583536065343783e-19,2.7901142074629412e-18,1.2741329870984205e-11,9.184598352929147e-15,2.612814038569764e-16,3.144090037885101e-26,1.2086376327751232e-23,4.949484194851173e-19,2.794819349080096e-19,4.0980036867566153e-13,5.318691967994205e-22,3.76,0.0,0.5270242742365421,0.9996454200091112,2.1447616185173278e-07,4.6762064168300044e-15,0.0012058905407532428,0.001205895758504903,1.3488393775715178e-11,6.895734692129259e-15,0.00035357431263366575,1.04989280866261e-10,2.1251440436138038e-10,2.0466982935089698e-07,4.7593503069048094e-08,3.9899343891631255e-07,1.8082695780939293e-07,2.9597708707526473e-05,1.0124193094806748e-10,5.631949699529615e-07,3.039516766875178e-10,4.093297448321425e-13,1.4314746215144575e-10,7.102944562662293e-09,1.441684947446389e-13,4.063721514501801e-14,9.664751929248629e-11
5.24643553728683e-07,0.6277316258135051,2.9801372267583865e-07,1.5174829802603664e-08,4.3716689744817975e-07,2.4972263881529603e-07,0.0,0.0,4.168349023110303e-07,5.535949822699128e-11,1.9939801432557957e-09,1.3181411532628643e-12,4.146208497480994e-15,2.560652991596376e-24,4.638607052109425e-18,1.4757607387340442e-12,2.7366930088879985e-13,5.818943326581193e-13,3.41004278699693e-17,1.990436981732073e-18,1.3866926963104038e-09,2.6538315829518847e-16,7.230917497914434e-14,1.3919984536324704e-19,3.1138456836804417e-18,1.4524972602743049e-11,1.0078224828760394e-14,3.0064858878357064e-16,3.9438939764686184e-26,1.4850120595436485e-23,5.950134122816449e-19,3.155071232339975e-19,4.582851616472882e-13,6.639755049069273e-22,3.76,0.0,0.5269836276603472,0.9996453636272202,2.3480355041400667e-07,5.284513013515458e-15,0.0012459796829592472,0.0012459853414296482,1.3938359492841056e-11,7.12800227729327e-15,0.0003535742927035215,1.1593599040540489e-10,2.426215237969431e-10,2.1460790219609615e-07,4.9961719111085394e-08,4.290720461651642e-07,1.9395366804279812e-07,3.056246189903201e-05,1.1372423725944161e-10,6.009791051009892e-07,3.223415078117906e-10,4.3832034175144984e-13,1.5503432211174696e-10,7.484119012534118e-09,1.6910444464480606e-13,4.700433164484632e-14,1.0665561433426638e-10
