Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41)
3.7194901552884814e-19,0.6275818394184751,4.48591509322314e-24,1.6037553475572928e-26,4.100277062446519e-31,4.703955508040147e-36,0.0,0.0,2.7083682683302142e-19,3.5484809808308985e-35,1.6715133693227692e-45,4.420655559273087e-47,1.4727798758653672e-54,2.244285566360125e-61,1.11180984341928e-42,5.043078648232763e-35,5.2184126819795494e-48,1.922024059424009e-47,8.138668553354733e-59,1.7602585254320452e-57,9.302888969985382e-34,9.603818533194391e-52,1.8352565626416894e-24,1.4137653248353766e-79,6.218829636725367e-64,1.7519149887211994e-53,5.535150017789931e-51,3.5825953714559774e-68,1.3082675410974276e-101,7.996478018977465e-88,5.6903846633409164e-67,8.581221987541748e-72,6.266401347515862e-61,1.048050669583299e-102,3.76,0.0,0.5282460875613906,0.9999999999996464,2.4669135898470334e-43,1.4409023711785368e-61,8.84402749259734e-16,8.84402749259734e-16,1.4079736981478885e-33,1.9061605582695402e-37,3.5363773753262527e-13,3.838673034173026e-37,1.0189377900587842e-38,2.708413127469427e-19,6.493402836406342e-31,4.9003219300046256e-42,2.4897337663108578e-31,2.212159741858317e-17,2.6370495431746476e-36,4.100267749093673e-31,1.571600695794596e-33,1.7431597082413214e-37,2.1399358312500108e-34,2.653283115097412e-32,1.25446162344818e-62,1.7164596027024703e-51,1.835256562701468e-24
7.442211839817005e-19,0.6275818394184751,8.975728082035092e-24,3.2089040535683413e-26,1.641179388018591e-30,1.8828081773146031e-35,0.0,0.0,5.419089593364998e-19,1.420317153164402e-34,1.3382270471444333e-44,3.539212395162387e-46,1.1791194239156774e-53,1.796793074710245e-60,4.4501368336143116e-42,2.018545723465674e-34,4.1779031637969714e-47,1.5387879204124985e-46,6.515883568552863e-58,1.4092771328811868e-56,3.723579990828325e-33,7.688894359338414e-51,3.6721076139423226e-24,4.529634394234014e-78,9.95822996475228e-63,1.4029528566356054e-52,4.432602623005513e-50,5.738823681681981e-67,8.383552328966569e-100,2.5619501986233855e-86,9.112029489137584e-66,1.3744897220713936e-70,1.003790716040661e-59,6.721055405579086e-101,3.76,0.0,0.5282460875613897,0.9999999999992925,1.975030860949259e-42,2.3073211519564165e-60,1.7695738762338532e-15,1.7695738762338532e-15,5.6355640772595504e-33,7.6296098306248e-37,7.07582718500535e-13,1.5364696007304437e-36,4.078406591444832e-38,5.4191793505989095e-19,2.599053364150162e-30,3.923237149482468e-41,9.9654234986643e-31,4.426241429626069e-17,1.0555070522139008e-35,1.6411756602511565e-30,6.29049849272762e-33,6.977181641912231e-37,8.565320158673723e-34,1.0620047115700304e-31,2.0087730411414557e-61,1.3742113630769823e-50,3.672107614181592e-24
1.4887655208874051e-18,0.6275818394184753,1.7955355527010543e-23,6.419201466197257e-26,6.566855287212277e-30,7.533685884020656e-35,0.0,0.0,1.0840532243430989e-18,5.68311866142085e-34,1.0709883522328099e-43,2.832445554887977e-45,9.436539136156615e-53,1.4379805417335357e-59,1.7806343905028129e-41,8.076812171002005e-34,3.343592280935836e-46,1.2314980053316978e-45,5.214687272064352e-57,1.127850014385997e-55,1.4899170150857675e-32,6.153452299380976e-50,7.345809716240598e-24,1.450377320451043e-76,1.593965321390457e-61,1.12293090943174e-51,3.547876017722863e-49,9.187458892447241e-66,5.3688935400211954e-98,8.203168224751346e-85,1.4585181364886322e-64,2.2003864988336668e-69,1.606998957449013e-58,4.3086462203888045e-99,3.76,0.0,0.5282460875613879,0.9999999999985846,1.5806249409552172e-41,3.693216478841104e-59,3.5399161301820857e-15,3.5399161301820857e-15,2.2549596965700647e-32,3.0528377347650996e-36,1.4154726790190912e-12,6.14787974723432e-36,1.6318938757923372e-37,1.0840711796798566e-18,1.0399598880146117e-29,3.139782071381128e-40,3.9874674559628806e-30,8.85440480516131e-17,4.2234030704544644e-35,6.566840371293565e-30,2.5170187724106033e-32,2.7917814796740897e-36,3.427243748045565e-33,4.249402171440909e-31,3.2153450731015976e-60,1.0997867413385996e-49,7.345809717197985e-24
2.9778541946988146e-18,0.6275818394184759,3.591461628636763e-23,1.2839796293882362e-25,2.627169722812548e-29,3.0139654806961495e-34,0.0,0.0,2.168341754354867e-18,2.2736175270297017e-33,8.569534023595042e-43,2.2663867911971913e-44,7.550665305504684e-52,1.1506029126982736e-58,7.123697040624127e-41,3.23125079848531e-33,2.6753818330573454e-45,9.853855117719428e-45,4.172542282501822e-56,9.024513713442383e-55,5.960638236039537e-32,4.923696763972254e-49,1.4693213919625183e-23,4.642638854593068e-75,2.550863464965903e-60,8.985722329079992e-51,2.839018557076043e-48,1.47042104566725e-64,3.4372028209523754e-96,2.6258028808552446e-83,2.3341038715231201e-63,3.5216031048966974e-68,2.571945625993083e-57,2.763460905170012e-97,3.76,0.0,0.5282460875613844,0.9999999999971688,1.2647401049529498e-40,5.910348774043988e-58,7.080600638078526e-15,7.080600638078526e-15,9.021307123464609e-32,1.2213338826114182e-35,2.8312525943871534e-12,2.459552224763561e-35,6.5286381458876335e-37,2.168377668896062e-18,4.1605167330804933e-29,2.5123026996733544e-39,1.595246630652765e-29,1.7710731556230747e-16,1.6896362396700976e-34,2.627163755479133e-29,1.0069714073410723e-31,1.1168943840937921e-35,1.371120667896251e-32,1.700037572999396e-30,5.145598943601717e-59,8.799964891127794e-49,1.469321392345536e-23
5.956031542321633e-18,0.6275818394184768,7.18331612827066e-23,2.568098595896169e-25,1.0509534167959614e-28,1.2056847624927201e-33,0.0,0.0,4.336918814372681e-18,9.09521028574063e-33,6.856278170670534e-42,1.813281589992635e-43,6.041106211983469e-51,9.205697309680227e-58,2.849710727965336e-40,1.2926055126984736e-32,2.1405086911633486e-44,7.8838326029852e-44,3.3383510516744715e-55,7.220296483140467e-54,2.3844493433738568e-31,3.939331420818123e-48,2.938802232154648e-23,1.4858735042849812e-73,4.081796755475633e-59,7.189487998367252e-50,2.27150197785663e-47,2.3530164761895167e-63,2.2001860090559241e-94,8.403834209241393e-82,3.7349461248862044e-62,5.63542349746072e-67,4.115710934691191e-56,1.775160986559113e-95,3.76,0.0,0.5282460875613771,0.9999999999943373,1.0118881550957914e-39,9.457520083340753e-57,1.4161969653871313e-14,1.4161969653871313e-14,3.6088165351032744e-31,4.885733135272832e-35,5.6628124024470744e-12,9.839009607707753e-35,2.6116678123812674e-36,4.3369906472335734e-18,1.6643421389686483e-28,2.0100329970247903e-38,6.381505856009529e-29,3.5423385058365436e-16,6.759095020805244e-34,1.0509510296725974e-28,4.028213449206471e-31,4.46794116070849e-35,5.484929040533274e-32,6.800703740082609e-30,8.233795874990686e-58,7.040640368278452e-48,2.938802233686845e-23
1.1912386237567271e-17,0.6275818394184784,1.4367034518588362e-22,5.136336532795682e-25,4.203984728574419e-28,4.822938899861195e-33,0.0,0.0,8.674072934385423e-18,3.638232155082837e-32,5.485282931104969e-41,1.450694138053707e-42,4.8331150611583485e-50,7.364907465628218e-57,1.1399306747631766e-39,5.170632443264313e-32,1.712488246655196e-43,6.307365500023568e-43,2.670808067780471e-54,5.776511405818389e-53,9.538185485230176e-31,3.151614748341774e-47,5.877763910599764e-23,4.755161761008057e-72,6.531206996090296e-58,5.751954479024087e-49,1.8173164421740423e-46,3.7651027030274892e-62,1.4082658486887352e-92,2.6894308292506167e-80,5.976217764991509e-61,9.017590560311331e-66,6.585615881021273e-55,1.1441487201802597e-93,3.76,0.0,0.5282460875613628,0.9999999999886742,8.095489545749792e-39,1.5132801812888246e-55,2.8324707685456498e-14,2.83247076854565e-14,1.4435853511691506e-30,1.9543727771874524e-34,1.1325931927862103e-11,3.935763990430399e-34,1.044709645548892e-35,8.674216603529002e-18,6.657639456085504e-28,1.6081027364079755e-37,2.552706212685879e-28,7.08486920626181e-16,2.7037480246456442e-33,4.203975179726567e-28,1.6113509457803557e-30,1.787249202932713e-34,2.194060893025712e-31,2.72039218945241e-29,1.3174743492420853e-56,5.632779690737672e-47,5.877763916728798e-23
2.3825095628058548e-17,0.6275818394184818,2.8734508863423447e-22,1.027281242212933e-24,1.6816281042833705e-27,1.9292176926008106e-32,0.0,0.0,1.7348381174319365e-17,1.4553224707105202e-31,4.388330505402293e-40,1.160582856910528e-41,3.866584875663421e-49,5.892065816948355e-56,4.55981546451744e-39,2.068295055245396e-31,1.3700231148754454e-42,5.046012167263179e-42,2.136697873195257e-53,4.621318814835332e-52,3.81535181782082e-30,2.5213516446913545e-46,1.175568725973341e-22,1.521710413980856e-70,1.045019694358687e-56,4.6017092263023044e-48,1.4538990991016342e-45,6.024392050622442e-61,9.013709226732104e-91,8.60651426246061e-79,9.562191609698316e-60,1.4429598796220941e-64,1.053736813331854e-53,7.424470238580173e-92,3.76,0.0,0.5282460875613342,0.9999999999773479,6.476545362577442e-38,2.4213098649638e-54,5.665018374862532e-14,5.665018374862535e-14,5.774458864167032e-30,7.817650151989325e-34,2.2652170615872927e-11,1.57433762614345e-33,4.1789236911225766e-35,1.7348668514601472e-17,2.663109962714961e-27,1.2865127251315173e-36,1.0211032594238417e-27,1.416993060710565e-15,1.0815212134998265e-32,1.681624284693841e-27,6.445534916010113e-30,7.14914238116535e-34,8.776422127658619e-31,1.0881790147478464e-28,2.1080125673721354e-55,4.5063307133853486e-46,1.175568728425005e-22
4.76505144090411e-17,0.6275818394184886,5.746960780989259e-22,2.054576426293538e-24,6.726580843181133e-27,7.716972332250929e-32,0.0,0.0,3.469699765382107e-17,5.821349100667698e-31,3.510706068940551e-39,9.28477303155542e-41,3.09330629196734e-48,4.713708581776043e-55,1.8239447363923835e-38,8.273264367181839e-31,1.0960314978035331e-41,4.036857636534876e-41,1.7093797096797087e-52,3.697098927772859e-51,1.526156252012205e-29,2.0171052540717356e-45,2.3511533926974374e-22,4.869567168881961e-69,1.6720527686362683e-55,3.681425649574247e-47,1.1631376577153506e-44,9.639230725739886e-60,5.769465053290719e-89,2.754144267668538e-77,1.5299701146307588e-58,2.3090836435258284e-63,1.6860095197272242e-52,4.881775275248229e-90,3.76,0.0,0.5282460875612768,0.9999999999546954,5.181297781080697e-37,3.8741450402143126e-53,1.1330113587495682e-13,1.1330113587495689e-13,2.3098070242886873e-29,3.1270918651279056e-33,4.5304646540617714e-11,6.297414564539576e-33,1.6715865513623281e-34,3.469757233067286e-17,1.065254820657814e-26,1.0292223941494682e-35,4.08445458615014e-27,2.834005340876656e-15,4.326128861555323e-32,6.72656556488617e-27,2.5782401919021626e-29,2.859686138249192e-33,3.5106045614942694e-30,4.35276033643034e-28,3.372862993794594e-54,3.605107354786395e-45,2.3511534025041928e-22
9.53013519710062e-17,0.6275818394185022,1.1494040673002877e-21,4.109166819310452e-24,2.6906460223279897e-26,3.0868230820088483e-31,0.0,0.0,6.939423061135976e-17,2.3285514838399067e-30,2.80858152087934e-38,7.427862478334605e-40,2.4746624066493484e-47,3.770989220364573e-54,7.29581602552398e-38,3.3093225678451355e-30,8.768303985732115e-41,3.2295052627446655e-40,1.367513681469963e-51,2.9576966914917165e-50,6.104656057954274e-29,1.6136937779957412e-44,4.702322713735096e-22,1.558276510865876e-67,2.675301427580526e-54,2.9451638439067233e-46,9.305174776160362e-44,1.5423028718255942e-58,3.6943409682223237e-87,8.813411689403876e-76,2.4479677553374975e-57,3.695552973872612e-62,2.6976397261309676e-51,3.4370643485877014e-88,3.76,0.0,0.528246087561162,0.9999999999093904,4.145062821126958e-36,6.198671455534921e-52,2.2660304012759505e-13,2.2660304012759536e-13,9.2392749467248e-29,1.2508431032668146e-32,9.060959258500062e-11,2.518978637428398e-32,6.6863807792395374e-34,6.939537993852143e-17,4.2610409492251533e-26,8.233828001364747e-35,1.6337901436967615e-26,5.6680299011981345e-15,1.7304603460774337e-31,2.6906399111537826e-26,1.0313013208333765e-28,1.143880349791947e-32,1.4042489659170956e-29,1.7411129893881906e-27,5.396615094220406e-53,2.884102996276661e-44,4.702322752962316e-22
1.9060302709493642e-16,0.6275818394185295,2.2988440867910906e-21,8.218347704768724e-24,1.0762611457764738e-25,1.2347471319675457e-30,0.0,0.0,1.387886965205783e-16,9.314229622197954e-30,2.2468718826455303e-37,5.942307575622714e-39,1.979740100813755e-46,3.0168002919108863e-53,2.9183338091117778e-37,1.3237323846659754e-29,7.014663956926782e-40,2.5836118593065816e-39,1.0940170694329062e-50,2.3661643709972592e-49,2.441868633176228e-28,1.2909588512598669e-43,9.404661306168277e-22,4.986508868298539e-66,4.280495855192249e-53,2.3561404315108215e-45,7.444169227040731e-43,2.4677297192849462e-57,2.3660555098724057e-85,2.8203433938937177e-74,3.916760885784658e-56,5.9160708737785125e-61,4.316243156283274e-50,2.507815615616499e-86,3.76,0.0,0.5282460875609325,0.9999999998187804,3.31606009494449e-35,9.917905796707615e-51,4.532068486327726e-13,4.532068486327739e-13,3.6957192623185755e-28,5.003385098094094e-32,1.812194614533457e-10,1.0075940169494878e-31,2.6745595655187374e-33,1.387909950570418e-16,1.704420709301514e-25,6.58708192708993e-34,6.535177189367584e-26,1.1336079021798266e-14,6.921858986498956e-31,1.076258701440465e-25,4.125215763098219e-28,4.5755336466562265e-32,5.617010139950439e-29,6.964469661535094e-27,8.634611578442737e-52,2.3072892399464736e-43,9.404661463077558e-22
