Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79)
0.0002966329247098502,0.5947775941322675,3.786092145994359e-12,6.1852216245382715e-09,4.038429381484947e-10,6.750003247036696e-12,0.0,0.0,1.984832794194746e-09,2.1385840546283214e-12,3.883259652777939e-10,1.2160684695868332e-12,4.826739191084545e-13,4.465110562289457e-31,4.726944362873681e-20,6.810700401995436e-15,4.540283737760295e-12,1.4376593036037779e-12,1.2919576411876709e-13,1.2434311698722811e-18,2.925534214853216e-06,9.531628051988041e-14,8.795605731669098e-17,1.0487217962840401e-18,3.557778257375539e-17,2.5667801715417245e-12,5.129368700917808e-18,3.7758877600344783e-22,6.011378983624194e-21,5.604983209968258e-24,1.8656471473807405e-19,2.777287718410904e-20,1.435236344495015e-13,2.101260748077525e-21,3.76,0.0,0.6916927641013221,0.999863735593462,4.298692293983744e-09,1.4331136949164668e-14,0.0808223575834031,0.08082821976636453,8.395833780010649e-11,1.5724359544914385e-14,0.0001362514688686926,1.0544165181888655e-11,1.0618119913465134e-08
0.00030027232771415565,0.594876908202697,3.907448640993405e-12,6.548290736420576e-09,4.2744912032158344e-10,7.1278068525574424e-12,0.0,0.0,2.035763218472363e-09,2.231191549482972e-12,4.0416711808492556e-10,1.323708111057886e-12,4.944958375219719e-13,4.980357920809439e-31,5.1331816118191416e-20,7.386050474472816e-15,4.871121637905409e-12,1.5547540136522833e-12,1.4010990201135596e-13,1.3464339575291993e-18,2.9967615545644737e-06,9.765135308678e-14,9.538638141676772e-17,1.1929511552985551e-18,3.8164140592903426e-17,2.7563246295704006e-12,5.380364820517369e-18,4.342471216846391e-22,6.949121492878848e-21,6.451006228296064e-24,2.0019176251645116e-19,2.973181722230897e-20,1.5364690980736733e-13,2.326243787018488e-21,3.76,0.0,0.6907555366397845,0.9998637348365604,4.6150812130259396e-09,1.5655876208203794e-14,0.08175951311499874,0.08176551846366,8.49318644596714e-11,1.590669499499911e-14,0.00013625146876554978,1.1251560314879603e-11,1.1310622891547288e-08
0.0003039117307184611,0.5949760878033313,4.033028335005532e-12,6.934227188644725e-09,4.525386496123127e-10,7.524334803256069e-12,0.0,0.0,2.087403088689572e-09,2.3265346635096067e-12,4.2054115591082946e-10,1.4404160671148404e-12,5.064581816680529e-13,5.556171662806018e-31,5.574331988063412e-20,8.00944339023324e-15,5.225197374801506e-12,1.680845742986074e-12,1.5193507729910147e-13,1.4579573501250204e-18,3.068820962987993e-06,1.0001420011478861e-13,1.034371507887337e-16,1.3567127563888953e-18,4.093170956809739e-17,2.9592864828551834e-12,5.642572132580689e-18,4.993287333465084e-22,8.028135722909028e-21,7.42220477942853e-24,2.1478046917213335e-19,3.1831435853913204e-20,1.644971728982734e-13,2.5735032936743447e-21,3.76,0.0,0.6898195790994966,0.999863734032137,4.953804622072015e-09,1.709315790321959e-14,0.08269539784655223,0.08270154807207665,8.590407099928283e-11,1.6088783194880863e-14,0.00013625146865593125,1.200940616071687e-11,1.204949805713607e-08
0.0003075511337227665,0.5950751331164027,4.163100296898528e-12,7.344634302560882e-09,4.792155071392784e-10,7.940569494564014e-12,0.0,0.0,2.1397569074740594e-09,2.4246576686083792e-12,4.3746916639158977e-10,1.5669486423982951e-12,5.185608566812409e-13,6.2000697049851365e-31,6.053532701352235e-20,8.684995128070505e-15,5.6041895899868425e-12,1.8166201043644412e-12,1.6474930970251784e-13,1.5787293331784386e-18,3.141711562422941e-06,1.0240480330223214e-13,1.121615205575776e-16,1.5426662297949459e-18,4.3893551218136754e-17,3.1766344294208317e-12,5.916597158632716e-18,5.740913765226008e-22,9.269316184034659e-21,8.537056716366699e-24,2.3040092420199484e-19,3.408248351442977e-20,1.7612997935921026e-13,2.845128531677656e-21,3.76,0.0,0.6888848897597457,0.9998637331768636,5.316471630632064e-09,1.8652073648070098e-14,0.08363001349632991,0.08363631031146322,8.687495920389345e-11,1.627062447887045e-14,0.0001362514685393834,1.282157717256879e-11,1.2838052768917535e-08
0.00031119053672707195,0.5951740443238959,4.297957357972881e-12,7.781238396017961e-09,5.075917666125908e-10,8.37756201607165e-12,0.0,0.0,2.192829462369772e-09,2.5256051545168418e-12,4.549737028361678e-10,1.7041269508937062e-12,5.308037677944459e-13,6.920581049296154e-31,6.574224070209797e-20,9.417190854174272e-15,6.009906700557727e-12,1.9628171248318605e-12,1.7863760599650107e-13,1.709543024384036e-18,3.2154324747933552e-06,1.0482314428907985e-13,1.2161741361371221e-16,1.7538418597426482e-18,4.706373531029836e-17,3.409411636510066e-12,6.203095918201031e-18,6.599836678237205e-22,1.0696646147349476e-20,9.816803363405234e-24,2.471287218743499e-19,3.6496616149580655e-20,1.886055638366753e-13,3.1434010155578623e-21,3.76,0.0,0.6879514669021497,0.999863732267156,5.704814916534818e-09,2.0342447310893108e-14,0.08456336178001173,0.08456980689933738,8.784453085576912e-11,1.645221918077582e-14,0.00013625146841541783,1.3692267156369488e-11,1.367984852590543e-08
0.0003148299397313774,0.5952728216075491,4.437918361894128e-12,8.245898990275328e-09,5.377881753912031e-10,8.836438261599803e-12,0.0,0.0,2.246625851745437e-09,2.6294220578481377e-12,4.730789147805471e-10,1.8528427180934175e-12,5.431868203651038e-13,7.7273995475906625e-31,7.140181797471114e-20,1.0210919835429042e-14,6.444297823204964e-12,2.1202358442214902e-12,1.9369261943767048e-13,1.8512629303414014e-18,3.2899828215865916e-06,1.0726920465473746e-13,1.3186797175761405e-16,1.9936938490720334e-18,5.0457424441357814e-17,3.658741959421916e-12,6.502779106750771e-18,7.586746557492895e-22,1.2337659550969285e-20,1.1285872221127793e-23,2.6504543674450574e-19,3.908645714550583e-20,2.0198916033604183e-13,3.4708124749918664e-21,3.76,0.0,0.6870193088106553,0.9998637312991545,6.120700984625908e-09,2.217489610662186e-14,0.085495444410673,0.08550203955088906,8.881278773447008e-11,1.6633567633897393e-14,0.0001362514682835087,1.4626017515868498e-11,1.4578721968056857e-08
0.0003184693427356828,0.5953714651488548,4.583330511909482e-12,8.74061990235403e-09,5.699348023419184e-10,9.318405634648055e-12,0.0,0.0,2.3011515131799474e-09,2.7361536941990372e-12,4.918106907765744e-10,2.01406463283464e-12,5.557099199039722e-13,8.631558162426481e-31,7.7555531256574e-20,1.1071513369261567e-14,6.909464643564175e-12,2.2897393299185907e-12,2.100153818388404e-13,2.004831756929256e-18,3.3653617237856893e-06,1.0974296591605021e-13,1.4298204519792753e-16,2.2661616125055587e-18,5.409096613950862e-17,3.9258366989389045e-12,6.816417468990947e-18,8.720881366460506e-22,1.4223974216231304e-20,1.2972369229608606e-23,2.8423914327526963e-19,4.186566596091909e-20,2.1635135723918703e-13,3.830084588369375e-21,3.76,0.0,0.6860884137715347,0.9998637302686986,6.566141315031547e-09,2.4160897131212977e-14,0.08642626309876503,0.08643300997898366,8.977973161683066e-11,1.6814670171025298e-14,0.00013625146814308888,1.5627747434169184e-11,1.5538807714158924e-08
0.00032210874573998825,0.5954699751290587,4.734571999975728e-12,9.267561248559181e-09,6.041718340381012e-10,9.8247604124059e-12,0.0,0.0,2.356412254500825e-09,2.845845793682284e-12,5.111968146916117e-10,2.188845312289284e-12,5.683729721043558e-13,9.645630302573546e-31,8.424896585253617e-20,1.2004786805901054e-14,7.407674162681907e-12,2.472260144749319e-12,2.2771609384103983e-13,2.1712777986316765e-18,3.441568301794975e-06,1.1224440952503534e-13,1.550347353665755e-16,2.5757404292319553e-18,5.798199170938365e-17,4.212001871543855e-12,7.14484802065566e-18,1.0024425329140348e-21,1.6391908206382177e-20,1.490864593572058e-23,3.048049758660576e-19,4.484904016608971e-20,2.3176862438505533e-13,4.224190700331625e-21,3.76,0.0,0.6851587800733819,0.9998637291713041,7.043304428382698e-09,2.6312859945041417e-14,0.08735581955209314,0.08736271989416507,9.074536427693658e-11,1.6995527124434863e-14,0.00013625146799354742,1.6702787249945764e-11,1.656456317125996e-08
0.0003257481487442937,0.595568351729162,4.892054985546211e-12,9.829052489285938e-09,6.40650470034946e-10,1.0356895832572996e-11,0.0,0.0,2.41241428771224e-09,2.9585445401673548e-12,5.312671368003522e-10,2.3783289319893824e-12,5.811758828752228e-13,1.0783969600076579e-30,9.153226680046448e-20,1.3017085683525568e-14,7.941372561827663e-12,2.6688063121088535e-12,2.469149941293702e-13,2.351723031774413e-18,3.51860167535831e-06,1.1477351686630945e-13,1.6810799074719564e-16,2.927562796058028e-18,6.214952372621753e-17,4.51864611638422e-12,7.488981045285866e-18,1.1522972170955344e-21,1.8883191911390343e-20,1.7131957647874228e-23,3.2684573983488713e-19,4.8052624004118587e-20,2.483238739166001e-13,4.656379700733042e-21,3.76,0.0,0.6842304060071095,0.9998637280021349,7.55452899851475e-09,2.864420566190691e-14,0.08828411547579285,0.08829117100465897,9.170968748610015e-11,1.717613882588197e-14,0.0001362514678342253,1.785691523571735e-11,1.7660795526673803e-08
0.0003293875517485991,0.5956665951299194,5.056228831649742e-12,1.0427606662340294e-08,6.795338592856153e-10,1.0916310971975206e-11,0.0,0.0,2.469164266135844e-09,3.074296614545336e-12,5.520537610430338e-10,2.583759578299041e-12,5.941185583778203e-13,1.2062988522641872e-30,9.946064224028187e-20,1.4115336384333522e-14,8.513200390579428e-12,2.880467825137812e-12,2.6774332200949554e-13,2.5473920700095773e-18,3.596460963469372e-06,1.1733026925430403e-13,1.8229126102103832e-16,3.3274920711236016e-18,6.661409380847981e-17,4.847289346435458e-12,7.849807611430775e-18,1.3246063147802734e-21,2.1745790681139264e-20,1.968522942569722e-23,3.504725839473465e-19,5.149381299716967e-20,2.661070010070049e-13,5.130202263262338e-21,3.76,0.0,0.6833032898659465,0.999863726755973,8.102338159829e-09,3.116945306436181e-14,0.08921115257230354,0.08921836501637594,9.267270301283295e-11,1.7356505606597966e-14,0.00013625146766441142,1.9096397593114987e-11,1.883269115850731e-08
0.00033302695475290455,0.5957647055118418,5.227583597925985e-12,1.1065935911742963e-08,7.209980873133622e-10,1.1504620494388866e-11,0.0,0.0,2.5266693250845835e-09,3.1931492424215925e-12,5.735912500169387e-10,2.8064903959411503e-12,6.072009050657766e-13,1.350148223642981e-30,1.0809492581356446e-19,1.5307101882737778e-14,9.126009138160974e-12,3.1084237500328723e-12,2.903443732462122e-13,2.7596220803344033e-18,3.675145284273153e-06,1.1991464793017868e-13,1.9768221704284272e-16,3.7822303941493544e-18,7.139787111353551e-17,5.199572182666608e-12,8.228407920721064e-18,1.5227812414343119e-21,2.5034855769970084e-20,2.2617943292350392e-23,3.758057383179123e-19,5.519147178372739e-20,2.85215492872797e-13,5.649539696488774e-21,3.76,0.0,0.6823774299454342,0.9998637254271878,8.689455117057381e-09,3.390431241827545e-14,0.09013693254133946,0.0901443036329147,9.363441262281564e-11,1.7536627797284004e-14,0.00013625146748333857,2.0428032136382595e-11,2.0085847688434908e-08
0.00033666635775721,0.5958626830551946,5.4066539056928375e-12,1.1746968403641546e-08,7.652332586912277e-10,1.2123565359529884e-11,0.0,0.0,2.5849371263907213e-09,3.3151502467020343e-12,5.959168495045477e-10,3.0479936145975772e-12,6.204228297294689e-13,1.5121011609893265e-30,1.1750220787481568e-19,1.660064307597172e-14,9.78287926857605e-12,3.3539499817398695e-12,3.1487465892321566e-13,2.9898736483526484e-18,3.7546537549577575e-06,1.225266340584124e-13,2.1438754289076757e-16,4.299443228118772e-18,7.652480215173491e-17,5.577266221281579e-12,8.62596075318518e-18,1.750763455055033e-21,2.8813824507132777e-20,2.5987167420674887e-23,4.029753213042421e-19,5.916606992186131e-20,3.057551304593744e-13,6.2186357009584335e-21,3.76,0.0,0.681452824543423,0.9998637240096991,9.318820149871456e-09,3.686578776228761e-14,0.09106145707985784,0.09106898855556521,9.459481807886499e-11,1.7716505728104852e-14,0.00013625146729017817,2.185919606972681e-11,2.1426308904718897e-08
0.0003403057607615154,0.5959605279400002,5.594023229317623e-12,1.2473866748498622e-08,8.124446989068835e-10,1.2775024596553342e-11,0.0,0.0,2.6439759071742964e-09,3.4403481055694298e-12,6.190707345293016e-10,3.309871544372347e-12,6.337842395447787e-13,1.6946354188378312e-30,1.277565471355473e-19,1.8004986291874392e-14,1.0487139877099588e-11,3.6184277170798974e-12,3.4150518330746346e-13,3.239742676122566e-18,3.834985491635507e-06,1.2516620872305078e-13,2.325238076850162e-16,4.887903180203062e-18,8.202076314934872e-17,5.982285222065431e-12,9.043753899705994e-18,2.0131091533082503e-21,3.315569405546218e-20,2.985875472266971e-23,4.321222233074768e-19,6.343982736678976e-20,3.2784074019354914e-13,6.842131347180033e-21,3.76,0.0,0.6805294719600709,0.9998637224969404,9.993609132326962e-09,4.0072288497099416e-14,0.09198472788202397,0.0919924214833118,9.555392114089731e-11,1.7896139728682092e-14,0.00013625146708403542,2.3397898303693642e-11,2.286060281798241e-08
0.00034394516376582085,0.5960582403460356,5.790328599384101e-12,1.3250048084003424e-08,8.628542716709011e-10,1.346102825028486e-11,0.0,0.0,2.703794533297649e-09,3.568792016383193e-12,6.430962790804672e-10,3.5938686360858846e-12,6.472850421267513e-13,1.9006032980380075e-30,1.3893977201322792e-19,1.9529997617523097e-14,1.1242390137760266e-11,3.903352714346845e-12,3.7042285139661856e-13,3.510973492885597e-18,3.9161396092123025e-06,1.278333529235649e-13,2.522184255064578e-16,5.557656147513302e-18,8.791372628599448e-17,6.416697312344042e-12,9.483195608510471e-18,2.3150879388093765e-21,3.814449701947487e-20,3.4308737658347614e-23,4.633990769498753e-19,6.803687052851505e-20,3.515970004947834e-13,7.525103614732709e-21,3.76,0.0,0.6796073704978376,0.999863720881816,1.071725372246346e-08,4.35437511459842e-14,0.0929067466391725,0.09291460411283649,9.651172356588861e-11,1.8075530128086588e-14,0.00013625146686394339,2.5052836818050832e-11,2.439578315474187e-08
0.0003475845667701263,0.5961558204528354,5.996265752689462e-12,1.4079205989499676e-08,9.167018066774056e-10,1.41837716176768e-11,0.0,0.0,2.7644025579730633e-09,3.700531966095299e-12,6.680403518541582e-10,3.901884712455269e-12,6.60925145589086e-13,2.13329413780666e-30,1.5114238379459775e-19,2.118646474409814e-14,1.2052522709718502e-11,4.210345414783169e-12,4.018320173921888e-13,3.8054733379450524e-18,3.998115221244054e-06,1.3052804757028666e-13,2.7361071238064277e-16,6.320213369292812e-18,9.423394109758299e-17,6.882738301601506e-12,9.945827359582735e-18,2.662797825061532e-21,4.3877011794949965e-20,3.942494986195116e-23,4.969713226482143e-19,7.298340575179526e-20,3.7715933826227263e-13,8.273107874165607e-21,3.76,0.0,0.678686518461484,0.999863719156656,1.1493463393739721e-08,4.730177223844558e-14,0.09382751503976546,0.093835538138522,9.746822710783083e-11,1.8254677254830347e-14,0.00013625146662885686,2.6833461521356634e-11,2.6039474625342734e-08
0.0003512239697744317,0.5962532684396907,6.212594813756459e-12,1.4965334406622242e-08,9.742466491298755e-10,1.494563090929341e-11,0.0,0.0,2.82581028602615e-09,3.835618808846252e-12,6.939536406346023e-10,4.235989488937455e-12,6.747044586100541e-13,2.396508409618563e-30,1.6446457738223214e-19,2.298618712988554e-14,1.2921749293148436e-11,4.5411620107975625e-12,4.359561905092954e-13,4.125328329093547e-18,4.08091143977891e-06,1.3325027347937894e-13,2.968530506876197e-16,7.188773618255098e-18,1.0101413251335376e-16,7.382826214604346e-12,1.0433338150849014e-17,3.0632993742707975e-21,5.046474620554375e-20,4.5308914859299655e-23,5.330183795001201e-19,7.830791092952847e-20,4.0467491902488336e-13,9.092224743170487e-21,3.76,0.0,0.6777669141580677,0.9998637173131671,1.2326249484004866e-08,5.136975338408889e-14,0.09474703476934566,0.09475522525245497,9.842343351768334e-11,1.8433581436857442e-14,0.0001362514663776459,2.8750043100641656e-11,2.7799922327090798e-08
0.00035486337277873715,0.5963505844856495,6.4401465666757945e-12,1.5912753750925077e-08,1.0357693523013577e-09,1.5749180487043566e-11,0.0,0.0,2.8880288443876363e-09,3.974104351479144e-12,7.208910082297008e-10,4.598438516244157e-12,6.886228905053166e-13,2.6946454140870378e-30,1.7901739642608904e-19,2.4942075372019843e-14,1.3854628542919491e-11,4.8977065548947675e-12,4.730399155775534e-13,4.472821038187236e-18,4.164527375183778e-06,1.3600001136729061e-13,3.2211217250272367e-16,8.178480478764983e-18,1.0828971714298894e-16,7.919577161011215e-12,1.094758031066229e-17,3.52477225960876e-21,5.803623966278623e-20,5.207804878818027e-23,5.717349330450991e-19,8.404134370798106e-20,4.343037228652484e-13,9.98911179991387e-21,3.76,0.0,0.6768485558969398,0.9998637153423767,1.3219951447944386e-08,5.577305972540789e-14,0.09566530751048591,0.09567366714442915,9.937734454332035e-11,1.86122430015341e-14,0.0001362514661090876,3.081374846589505e-11,2.9686045673500864e-08
0.0003585027757830426,0.5964477687695177,6.679829355312718e-12,1.6926139421609343e-08,1.1015735314546742e-09,1.6597211842448646e-11,0.0,0.0,2.951070259455467e-09,4.116041447787043e-12,7.489118831652919e-10,4.991690690051413e-12,7.026803513084706e-13,3.032807334076988e-30,1.9492404193334466e-19,2.7068260760768574e-14,1.485609655961338e-11,5.282044211861602e-12,5.133508460130608e-13,4.8504498472941775e-18,4.24896213595358e-06,1.3877724184464509e-13,3.495705744425023e-16,9.306720460646822e-18,1.1609903951260003e-16,8.495822666308837e-12,1.1490587010658563e-17,4.056698130309169e-21,6.673973679388821e-20,5.986822930258725e-23,6.133323525888924e-19,9.021736901004816e-20,4.66219720187689e-13,1.0971060691836302e-20,3.76,0.0,0.6759314419897431,0.9998637132345757,1.4179265521404967e-08,6.053919307072372e-14,0.09658233494273295,0.0965908655019485,1.0032996192947253e-10,1.879066227563785e-14,0.00013625146582185897,3.3036723486882494e-11,3.1707497282301904e-08
0.000362142178787348,0.5965448214698587,6.932636677736687e-12,1.8010552943709246e-08,1.1719878915442944e-09,1.7492754496381372e-11,0.0,0.0,3.014947542025436e-09,4.261484102394058e-12,7.78080688673065e-10,5.418427488306194e-12,7.16876751860412e-13,3.4169231645360855e-30,2.1232135744460841e-19,2.938021609406111e-14,1.5931500204845944e-11,5.696415767100901e-12,5.571820294727511e-13,5.260950299735964e-18,4.334214828501468e-06,1.4158194540950467e-13,3.7942807793567524e-16,1.0593468658855861e-17,1.244836301546489e-16,9.11462860398493e-12,1.2064591792358238e-17,4.670074343997427e-21,7.674629448492728e-20,6.883679309674993e-23,6.580402521973939e-19,9.687260973294695e-20,5.006121672159233e-13,1.2046060241382557e-20,3.76,0.0,0.675015570750407,0.9998637109792521,1.5209276033385257e-08,6.569798112821522e-14,0.0974981187425461,0.09750682201023043,1.0128128741766347e-10,1.8968839585345575e-14,0.00013625146551452764,3.543218378073407e-11,3.387472730348041e-08
0.00036578158179165345,0.5966417427649942,7.199655563707355e-12,1.9171476002047798e-08,1.2473684411909224e-09,1.8439099023154957e-11,0.0,0.0,3.079674780556728e-09,4.410487585267009e-12,8.084673138904947e-10,5.881574113560762e-12,7.312120039085701e-13,3.853896511539293e-30,2.313615174241231e-19,3.189488895186581e-14,1.7086633523225927e-11,6.143253516353181e-12,6.048544293145035e-13,5.707318669576204e-18,4.420284556928001e-06,1.444141024399453e-13,4.119035504129633e-16,1.2061689837035293e-17,1.3348848773427249e-16,9.779315888189943e-12,1.2672050324741367e-17,5.377663947479125e-21,8.825339497569326e-20,7.916603738386692e-23,7.06108211646233e-19,1.0404692219818727e-19,5.376870293882948e-13,1.3222866222172778e-20,3.76,0.0,0.6741009404951464,0.9998637085650212,1.631548962655884e-08,7.128178440674373e-14,0.09841266058323,0.0984215383522089,1.0223132274613964e-10,1.9146775256220402e-14,0.00013625146518554215,3.8014514356366786e-11,3.6199053718627556e-08
0.00036905704449552836,0.5967288597263539,7.453104573912917e-12,2.0286620807329416e-08,1.3197751695596652e-09,1.9337194636839552e-11,0.0,0.0,3.1386686004940785e-09,4.547682027399024e-12,8.369190867170006e-10,6.3321688021799664e-12,7.442323766589242e-13,4.298998145287365e-30,2.5004194896006693e-19,3.434673122088517e-14,1.8199602779273306e-11,6.575344367527716e-12,6.513338174607298e-13,6.142424611363974e-18,4.498445135664362e-06,1.4698650015978037e-13,4.435675997000058e-16,1.3560001937223467e-17,1.421634159865668e-16,1.0419731009950772e-11,1.3249593973508033e-17,6.1072471179847396e-21,1.0008054918661598e-19,8.979975417093569e-23,7.524660860578945e-19,1.1098339578487543e-19,5.735328015655144e-13,1.4376951350915003e-20,3.76,0.0,0.6732788329169859,0.9998637062461742,1.7381156419769728e-08,7.669955999325316e-14,0.09923468774517606,0.09924372410690746,1.030852528891716e-10,1.9306711027377677e-14,0.0001362514648695546,4.0511304700500836e-11,3.843537887933637e-08
0.00037233250719940326,0.5968158705233985,7.719972421598038e-12,2.1473215581895715e-08,1.3968200521900793e-09,2.028215744746704e-11,0.0,0.0,3.198375257642128e-09,4.687848977926416e-12,8.664784948071888e-10,6.81736609772732e-12,7.573650856332106e-13,4.8002250214869296e-30,2.7032694367144424e-19,3.6992556774534783e-14,1.9387178688798385e-11,7.037951940177594e-12,7.014886026838459e-13,6.611848923546566e-18,4.577266128799074e-06,1.49581104698424e-13,4.777368218332508e-16,1.5248663594944922e-17,1.5141860997573637e-16,1.1103052890024202e-11,1.385857774648352e-17,6.937571905603784e-21,1.1349816577697098e-19,1.0188368145119101e-22,8.019795690952875e-19,1.1840971053933637e-19,6.119099318408871e-13,1.562890268729045e-20,3.76,0.0,0.6724577279496406,0.999863703778928,1.8518068740512975e-08,8.251768157271813e-14,0.10005571148822753,0.1000649079118784,1.0393814067050025e-10,1.946645157071818e-14,0.00013625146453334484,4.318451103144458e-11,4.081852051623118e-08
0.00037560796990327816,0.5969027752856242,8.001285059271208e-12,2.2736286246218268e-08,1.4788295386612927e-09,2.1277036167929123e-11,0.0,0.0,3.258807694722669e-09,4.831031892624096e-12,8.97210033100325e-10,7.339903181504889e-12,7.706100688494939e-13,5.365425397093018e-30,2.923676287468021e-19,3.9848411044764553e-14,2.0654682144426193e-11,7.533320756785386e-12,7.556225869509484e-13,7.11842848734017e-18,4.656746877341707e-06,1.5219790146752268e-13,5.146184331572732e-16,1.7152672596439532e-17,1.6129537983567014e-16,1.1832327739659981e-11,1.4501356227899206e-17,7.882902437761119e-21,1.2872359696618213e-19,1.156206358796123e-22,8.5488014858500305e-19,1.263629152931928e-19,6.53009877022519e-13,1.698702471847815e-20,3.76,0.0,0.6716376243703654,0.9998637011528437,1.973127604760243e-08,8.876595638344223e-14,0.1008757330253566,0.10088509098924907,1.0478998735017402e-10,1.962599712224151e-14,0.00013625146417549036,4.604751375924879e-11,4.335885641679528e-08
0.00037888343260715306,0.5969895741423682,8.29815636741631e-12,2.4081239858559242e-08,1.5661548483131636e-09,2.2325123585757276e-11,0.0,0.0,3.319979854020998e-09,4.977275419697436e-12,9.291832613637409e-10,7.902743582950347e-12,7.839672652420968e-13,6.0036760699312244e-30,3.163310456369333e-19,4.2931729999156295e-14,2.2007840410451434e-11,8.06387050444005e-12,8.140659044032591e-13,7.665245948752197e-18,4.736886720057788e-06,1.54836875776526e-13,5.544376088791203e-16,1.930043637614248e-17,1.7183818607355179e-16,1.2610833254037567e-11,1.518050154837223e-17,8.959582365050993e-21,1.4600464418927274e-19,1.3124266925898754e-22,9.114178791834757e-19,1.3488304228326412e-19,6.970395109259643e-13,1.846034809706249e-20,3.76,0.0,0.6708185209579057,0.99986369835669,2.1026210936544236e-08,9.547649539307733e-14,0.10169475356725503,0.10170427455965655,1.0564079418587231e-10,1.97853479175036e-14,0.00013625146379446068,4.9114772494443225e-11,4.606755160463539e-08
0.00038215889531102796,0.5970762672228108,8.611796003492429e-12,2.5513895429407077e-08,1.6591739750471565e-09,2.3429978202207878e-11,0.0,0.0,3.3819067638383836e-09,5.126625507574379e-12,9.62473241398987e-10,8.509096844052935e-12,7.974366147521896e-13,6.725453467260351e-30,3.424018815174682e-19,4.626145779554845e-14,2.3452820168714026e-11,8.632210575891533e-12,8.771773160016773e-13,8.255650485073339e-18,4.817684993253402e-06,1.5749801282571499e-13,5.974390036505136e-16,2.1724257269385527e-17,1.830948957702803e-16,1.344209736594732e-11,1.5898820802364336e-17,1.0186348187750922e-20,1.6562396981355493e-19,1.4901539712423607e-22,9.718630090941087e-19,1.4401335622771232e-19,7.442224112488343e-13,2.0058696722334737e-20,3.76,0.0,0.670000416492497,0.9998636953783794,2.240872012160897e-08,1.0268390104559043e-13,0.10251277432227207,0.10252245984224961,1.064905624328414e-10,1.9944504191604735e-14,0.0001362514633886087,5.240191253984534e-11,4.8956621983169076e-08
0.00038543435801490286,0.5971628546559753,8.943518040894281e-12,2.7040517393763044e-08,1.7582938633720313e-09,2.4595447932409473e-11,0.0,0.0,3.4446046327918152e-09,5.279129522809739e-12,9.971610138313042e-10,9.16243998217721e-12,8.110180584435383e-13,7.54290075366794e-30,3.707847193053271e-19,4.985820000650484e-14,2.4996263415155447e-11,9.241155899906099e-12,9.45346911053622e-13,8.89328536387514e-18,4.899141030539885e-06,1.6018129769855657e-13,6.438887249958843e-16,2.446089049391622e-17,1.95117059717714e-16,1.4329918618183141e-11,1.6659382466625787e-17,1.158469263778738e-20,1.8790417795308392e-19,1.6924309484568076e-22,1.036507802588843e-18,1.5380063333260265e-19,7.94800302038542e-13,2.179276154568207e-20,3.76,0.0,0.6691833097558619,0.9998636922048988,2.3885098107511854e-08,1.1042547137289026e-13,0.10332979649634706,0.10333964805469045,1.0733929334382406e-10,2.0103466179176298e-14,0.00013625146295616103,5.5925835573887156e-11,5.203900348380416e-08
0.00038870982071877776,0.5972493365707268,9.294750460823169e-12,2.8667851882768345e-08,1.863952767170168e-09,2.5825695954550147e-11,0.0,0.0,3.5080909523941518e-09,5.434836378699515e-12,1.0333341170503998e-09,9.866540864826693e-12,8.247115386217609e-13,8.470161660098843e-30,4.0170652458231915e-19,5.374437152569028e-14,2.6645326356373625e-11,9.893744127926476e-12,1.0189989978259052e-12,9.582113573577093e-18,4.98125416257752e-06,1.6288671535338751e-13,6.940762482885737e-16,2.755218322056775e-17,2.0796021382533313e-16,1.5278388234992788e-11,1.7465544477706502e-17,1.3179284181416956e-20,2.132136425641828e-19,1.9227451728900117e-22,1.1056685050697213e-18,1.642954646463034e-19,8.490346208266619e-13,2.3674181534984727e-20,3.76,0.0,0.6683671995312093,0.9998636888222346,2.546212366406056e-08,1.1874142119351316e-13,0.10414582129293597,0.10415584041315673,1.0818698816898325e-10,2.0262234114366576e-14,0.00013625146249520822,5.970482598683123e-11,5.5328626983848924e-08
