Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924)
1.8176302418323958e-05,0.7373466700114281,0.003236840001351041,0.0006816371489999653,0.0014432603323021906,0.2035652765217733,0.0,0.0,0.00418936802102788,0.0008852402796104099,0.0864274292456133,0.005948505602034259,0.00046969039283922576,6.533323353525916e-10,8.441495577810235e-08,2.5003378589415003e-06,0.0027210188697825125,0.007310786090925048,4.8635724661972604e-05,1.8769908744910004e-07,0.0006206154431264652,1.6642257811961853e-08,8.414718412858309e-07,0.00035758792690840564,2.562037643688973e-06,0.00969061219697043,1.1324274440060323e-06,0.0004659563306297865,0.00018949769945958875,1.7436762996403895e-06,2.9458234800703027e-06,4.175243116351107e-09,8.682743636358299e-07,9.06147932025369e-06,3.76,0.0,0.13603315139913497,0.8445835185353147,0.14718599910338512,0.005553339673529937,0.08534924487304092,0.15798346692237242,3.727755554380567e-09,5.8894199953868975e-12,0.0005149068580436954,7.427515576919176e-05,0.0008928273364527448,0.0005052069765092889,0.00017533560431591525,0.1612230141470648,0.04946808212380311,0.0041554135592959335,7.026602653173664e-05,0.013805005627384374,4.215681015371026e-05,5.010657211153173e-06,3.633536783532384e-05,0.0003941698130688722,0.0006754969416981095,0.00013469337616799207,0.008907145967839314,0.0019373766123420956,0.03829293834320263,6.910130641769159e-08,0.009865753390946004,0.014732511092450624,3.5395936685184035e-09,0.000224708999815572,8.968487413095707e-08,3.878662208476208e-06,5.2239232059258497e-11,8.8013600561984e-07,1.6364973718359898e-07,7.644531616171542e-06,6.884620617171925e-12,1.7962291480334487e-07,1.411393907069624e-11,4.886835058879569e-07,3.2765071965108384e-12,2.2362426996059837e-08,5.127197290616792e-08,0.0003056592217062909,3.625418798696919e-09,0.002197907173700862,0.005040819655276764,1.3749846117833737e-06,1.9803584569674037e-11,0.0063948748956588275,1.777335731930976e-10,3.37263164712206e-05,4.419248765354613e-09,0.002423385723629328,5.588735273530674e-07,1.97537609409803e-06
1.828798612292981e-05,0.7375641786546389,0.0032089913387133144,0.0006766557280823196,0.001428737442556835,0.20413915858413678,0.0,0.0,0.004169901798306688,0.0008854803801836417,0.08728631180392787,0.005999328097845332,0.0004671829004317134,6.384555369747146e-10,8.310986495527155e-08,2.4807070988623447e-06,0.00271261630407875,0.007339079823923544,4.8502516763649414e-05,1.8766528919130133e-07,0.0006239951148100593,1.6522348749198063e-08,8.309620013110875e-07,0.0003583794899047424,2.5419849398865297e-06,0.009719354041773869,1.1302490623855945e-06,0.0004690595942015916,0.00019088988835806123,1.7416051495598258e-06,2.924537345646754e-06,4.150635864710171e-09,8.64215932739048e-07,9.12971731358853e-06,3.76,0.0,0.13490351180485036,0.8435418283427419,0.1480192097073286,0.005597076879021421,0.08538813506143894,0.1585689195730008,3.72942354095626e-09,5.8502649658552516e-12,0.0005142717684544187,7.371400364757907e-05,0.0008860076156517984,0.0004981134819999562,0.00017351211877344875,0.16150567962007958,0.04936161764402684,0.004157006210354972,6.974552471400894e-05,0.013889317131430516,4.180188067740572e-05,5.048233422838879e-06,3.6029314148545356e-05,0.00039130121219956655,0.0006705685945284988,0.00013338475359054948,0.008988243732715685,0.0019218198847104895,0.03851885038847168,6.80268162075316e-08,0.009940756003854207,0.014955921625731214,3.5489111494529543e-09,0.00022263498124816628,8.87207795476949e-08,3.841594504675461e-06,5.1740215921548506e-11,8.642985353726134e-07,1.6097446705248224e-07,7.673358747075914e-06,6.818873247638653e-12,1.7795137577712627e-07,1.3981103374282162e-11,4.843965815357991e-07,3.245759258607904e-12,2.2536104469614482e-08,5.116192583788818e-08,0.00030917694425551897,3.600522596417288e-09,0.002204851784792757,0.005059747098092206,1.3780421263898032e-06,1.9662801411307822e-11,0.006435299884011695,1.7800023995247782e-10,3.369272413648769e-05,4.408100667793637e-09,0.0024365594058102335,5.538962985960401e-07,1.974852189484121e-06
1.8399669827535663e-05,0.7377792610123058,0.003181881190896931,0.0006717935488587893,0.0014145830925083108,0.2047037230572168,0.0,0.0,0.0041504920072804345,0.0008855252023928298,0.08814010339862731,0.0060497295808884565,0.00046471666765243323,6.241845514110063e-10,8.184774837191945e-08,2.461568430852003e-06,0.002704328285068821,0.007366742124000535,4.8369959326259474e-05,1.8762958906621043e-07,0.0006273354051339057,1.6406458605832952e-08,8.207395517084868e-07,0.00035914408566898383,2.522158642293607e-06,0.00974740346985117,1.1281285949423451e-06,0.0004721357364067268,0.00019226211381916285,1.739510329125396e-06,2.90369434328257e-06,4.126522079165245e-09,8.602379250481668e-07,9.197001067395586e-06,3.76,0.0,0.13379039979580526,0.8425086125097656,0.14884391062958693,0.005640462469170748,0.08542629749789485,0.159150186236878,3.731060776201631e-09,5.812456231830789e-12,0.0005136418457131283,7.31669299093352e-05,0.0008793473038847522,0.0004912105794077999,0.00017173488073844446,0.16178078572955346,0.04925454905167706,0.004158478688594189,6.923812129503469e-05,0.013972286776085249,4.1456183826144456e-05,5.085543490259186e-06,3.573123830296942e-05,0.000388497573837843,0.0006657424362837903,0.00013210561397141997,0.009068736131012153,0.001906559835245761,0.03874127142014661,6.698224537855434e-08,0.010014956352496737,0.01517902254750841,3.558006212871082e-09,0.0002206136585085986,8.77814572672589e-08,3.8052697288045247e-06,5.1251198748986484e-11,8.489488269495673e-07,1.5837842531465373e-07,7.701058198423055e-06,6.754443076618378e-12,1.7631729308012234e-07,1.385159967035923e-11,4.802071865585461e-07,3.215781071228819e-12,2.270789265609551e-08,5.1051250169733185e-08,0.0003126694801137475,3.57578526486561e-09,0.002211545335537477,0.00507823682785977,1.380984159880333e-06,1.9525321852136516e-11,0.006475199336860809,1.7824753574492576e-10,3.3659760456946983e-05,4.397110708506826e-09,0.0024495650347080627,5.490605387269227e-07,1.9742881730462057e-06
1.8511353532141515e-05,0.7379919774720983,0.0031554811325357084,0.0006670463546813781,0.0014007832945530062,0.20525923770841273,0.0,0.0,0.004131148454661378,0.000885382103188955,0.08898890813517427,0.006099719442848327,0.0004622908620870313,6.104867489393285e-10,8.062666580332979e-08,2.4429047787198464e-06,0.0026961545733214013,0.007393789235483859,4.823811012496902e-05,1.8759223972517018e-07,0.0006306374200778978,1.6294426455671698e-08,8.107938136856713e-07,0.00035988262027758776,2.5025620164971734e-06,0.009774781405322454,1.1260646441755209e-06,0.0004751854095401874,0.0001936147796876393,1.7373947978342806e-06,2.883281115864576e-06,4.102890037252644e-09,8.563381373542658e-07,9.263353027454825e-06,3.76,0.0,0.13269338021448468,0.8414836762565261,0.14966030754717705,0.005683502450550929,0.08546373255369623,0.15972735050330486,3.732667228244708e-09,5.775929075587405e-12,0.0005130169710565306,7.263340365786413e-05,0.0008728410399176642,0.00048449070923191334,0.0001700021376636182,0.16204856016659988,0.049146917917181926,0.0041598369568246986,6.874332166409995e-05,0.014053939313681993,4.111935918235708e-05,5.122593602793636e-06,3.544082846588805e-05,0.00038575668990382543,0.0006610152394254378,0.0001308549480086695,0.009148631936314001,0.0018915893500523063,0.03896029236124689,6.59663829088086e-08,0.010088374332462006,0.015401803974630313,3.5668854304741875e-09,0.00021864317177559576,8.68660080132465e-08,3.7696684169326145e-06,5.077191840615549e-11,8.340668891558802e-07,1.558584630783694e-07,7.727659091333093e-06,6.69129555827059e-12,1.74719490346843e-07,1.3725309125278241e-11,4.7611194295620787e-07,3.1865451852298045e-12,2.2877839008927002e-08,5.093998902753201e-08,0.0003161369501781805,3.5512139996932854e-09,0.002217995061163182,0.005096303153886018,1.3838149019207328e-06,1.93910252772356e-11,0.006514585602214461,1.7847632128034596e-10,3.362743012245649e-05,4.386277460419281e-09,0.002462408145549294,5.443603884648551e-07,1.9736878642914406e-06
1.8623037236747368e-05,0.7382023861456963,0.0031297639924588844,0.0006624100526030253,0.001387324695614155,0.20580595924917158,0.0,0.0,0.004111880059914403,0.0008850582627721748,0.08983282706784326,0.006149306780230437,0.00045990463237659,5.973315526353684e-10,7.944477755676924e-08,2.424699645219494e-06,0.0026880947194886286,0.007420236878229171,4.810701916419776e-05,1.875534664912816e-07,0.0006339022209973629,1.6186097968445e-08,8.011145348379325e-07,0.0003605959623414619,2.4831975781747405e-06,0.009801507895446003,1.1240557889939596e-06,0.00047820924103995986,0.0001949482832575131,1.7352612496427194e-06,2.863284662720511e-06,4.0797279871075995e-09,8.525143931911626e-07,9.328794979460775e-06,3.76,0.0,0.13161203520533868,0.8404668317859532,0.15046859861494874,0.00572620271258546,0.08550044086518703,0.16030049312197353,3.7342428794503365e-09,5.740622384485672e-12,0.0005123970299790129,7.211291658996261e-05,0.0008664836308360607,0.00047794667567495575,0.00016831221448923014,0.16230922098503683,0.0490387635165703,0.004161086678052123,6.826065198762959e-05,0.01413429883292401,4.079106232617045e-05,5.1593897237323195e-06,3.515778665995985e-05,0.0003830764282639875,0.0006563838772297513,0.0001296317849330963,0.00922793976603523,0.001876901325786505,0.03917600098874861,6.497807765290401e-08,0.010161029129194653,0.015624256690981164,3.5755550935653592e-09,0.0002167217223626311,8.597356509098215e-08,3.7347713422195537e-06,5.030211598116095e-11,8.196336185196992e-07,1.5341156455877864e-07,7.753189743483675e-06,6.629396574006089e-12,1.731568238643091e-07,1.3602117286559029e-11,4.721075985965527e-07,3.1580251666492087e-12,2.3045989285136195e-08,5.082818315768062e-08,0.00031957948486568835,3.5268151726334637e-09,0.0022242079290303745,0.005113959791993092,1.3865383578502266e-06,1.925979574887085e-11,0.006553470628856181,1.786874167400634e-10,3.3595735062547376e-05,4.375599199299774e-09,0.002475094023840752,5.397902825045336e-07,1.9730547183164105e-06
1.873472094135322e-05,0.7384105429718834,0.0031047038012404667,0.0006578807089054452,0.0013741945477376925,0.20634413388954115,0.0,0.0,0.0040926949139796715,0.0008845606827644479,0.0906719582545477,0.0061985004025331995,0.0004575571142010164,5.846902994862436e-10,7.83003391678275e-08,2.4069371045856866e-06,0.0026801480864685175,0.007446100265702361,4.797672942478863e-05,1.875134701407295e-07,0.0006371308266984846,1.6081325231644586e-08,7.916918757634721e-07,0.00036128494476845175,2.4640671617396275e-06,0.009827602152790138,1.1221005941646876e-06,0.00048120783459368023,0.00019626301504029465,1.7331121354697705e-06,2.8436923450598446e-06,4.057024198094538e-09,8.487645484421663e-07,9.393348063132247e-06,3.76,0.0,0.13054596335003268,0.8394578980041502,0.1512689747918925,0.005768569027411421,0.0855364233249299,0.16086969211993585,3.73578772587635e-09,5.7064784368873714e-12,0.0005117819120621559,7.160498212184509e-05,0.0008602700512389456,0.00047157162819362066,0.00016666351035802,0.1625629771069017,0.04893012298367688,0.004162233227875546,6.778965844537941e-05,0.014213388777284588,4.047096416819182e-05,5.195937599154935e-06,3.488182818436683e-05,0.00038045473172360105,0.0006518453233938413,0.00012843519143080435,0.009306668079066136,0.001862488696518742,0.039388482038203144,6.401623515594681e-08,0.010232939245064463,0.01584637210640619,3.5840212275642795e-09,0.00021484757237797046,8.510329381544126e-08,3.7005595613284132e-06,4.9841536406311525e-11,8.056307669692772e-07,1.5103484289807373e-07,7.777677688798731e-06,6.568712513932662e-12,1.7162818299025963e-07,1.3481913985520436e-11,4.68191024266841e-07,3.130195573562702e-12,2.32123876087244e-08,5.071587108497912e-08,0.0003229972231679526,3.5025943940334624e-09,0.002230190649737292,0.005131219889960128,1.3891583572665945e-06,1.9131521880966215e-11,0.006591865979194166,1.788816034603244e-10,3.35646748159678e-05,4.365073951852466e-09,0.0024876277184337926,5.35344930535781e-07,1.97239185948127e-06
1.8846404645959073e-05,0.7386165018148387,0.003080275739963291,0.0006534545444363478,0.0013613806797608805,0.20687399786266145,0.0,0.0,0.004073600335078767,0.0008838961851092216,0.09150639681712924,0.006247308840532746,0.00045524743551261316,5.725361058469218e-10,7.719169637276605e-08,2.389601793203387e-06,0.0026723138698477255,0.007471394122538624,4.784727754805199e-05,1.8747242935052356e-07,0.0006403242154177348,1.5979966562185158e-08,7.825163964013561e-07,0.0003619503664389149,2.4451719841133516e-06,0.009853082595385311,1.1201976184919956e-06,0.0004841817711965,0.00019755935857445332,1.7309496838799365e-06,2.8244918887514373e-06,4.0347670044232255e-09,8.450864960033404e-07,9.457032787058099e-06,3.76,0.0,0.1294947788505901,0.8384567002496184,0.15206162015359292,0.005810607050042215,0.08557168107242084,0.16143502291403566,3.73730177671939e-09,5.673442700472088e-12,0.0005111715108096362,7.110913452717572e-05,0.0008541954417637677,0.0004653590438908633,0.0001650544954107531,0.16281002879853007,0.048821031450749,0.004163281706690874,6.732990647243331e-05,0.014291231963442811,4.015875029733847e-05,5.232242766555021e-06,3.461268104912976e-05,0.00037788961676364413,0.0006473966511714335,0.00012726427052075598,0.009384825174222074,0.0018483444568082152,0.03959781730760756,6.307981462926396e-08,0.010304122525747547,0.016068142218080415,3.592289605703095e-09,0.0002130190441252227,8.425439085430902e-08,3.667014453124356e-06,4.9389928975388224e-11,7.920409092483799e-07,1.4872553584312295e-07,7.80114969743768e-06,6.509210344710607e-12,1.7013249035506783e-07,1.3364593231666117e-11,4.64359210488621e-07,3.1030319312166192e-12,2.3377076532653925e-08,5.060308925844101e-08,0.0003263903117743088,3.4785565714534463e-09,0.0022359496878415173,0.005148096052120376,1.391678562259347e-06,1.9006096707609593e-11,0.006629782841942057,1.7905962559054767e-10,3.3534246859612654e-05,4.354699538144289e-09,0.0025000140538888114,5.310193067737389e-07,1.9717021121318523e-06
1.8958088350564925e-05,0.7388203145578254,0.0030564560903590717,0.0006491279298124472,0.0013488714700839535,0.20739577792073588,0.0,0.0,0.0040546029216519935,0.0008830714116234514,0.09233623500604425,0.006295740354621406,0.000452974721095546,5.608437471984233e-10,7.611728025401166e-08,2.3726788987958866e-06,0.002664591116736596,0.007496132701577166,4.771869446137645e-05,1.8743050271812366e-07,0.0006434833267086972,1.588188630861541e-08,7.735790422449918e-07,0.0003625929937982853,2.426512703890744e-06,0.009877966884932804,1.1183454218846932e-06,0.00048713161016164926,0.00019883769027249942,1.7287759201124641e-06,2.805671384892601e-06,4.012944842502609e-09,8.414781696121408e-07,9.519869044103659e-06,3.76,0.0,0.128458110757808,0.8374630700314872,0.15284671219118143,0.0058523223187971155,0.08560621548447794,0.16199655841888772,3.7387850537550846e-09,5.641463642319289e-12,0.000510565723487617,7.062492809092056e-05,0.0008482551070414999,0.0004593027107151291,0.00016348370766866883,0.16305056811892557,0.048711522178405554,0.0041642369516611925,6.688098000944105e-05,0.01436785059965707,3.985412034559932e-05,5.2683105632006286e-06,3.435008542421194e-05,0.00037537917206823576,0.0006430350321161999,0.00012611816040163193,0.009462419189397598,0.001834461681389861,0.03980408576008586,6.216782607758522e-08,0.01037459618587436,0.016289559574194118,3.600365761950969e-09,0.00021123451928474355,8.342608350231811e-08,3.634117750534885e-06,4.894704776924929e-11,7.788474102566947e-07,1.4648100133087632e-07,7.823631795949533e-06,6.450857665363056e-12,1.686687018522043e-07,1.3250053099085766e-11,4.6060926415143766e-07,3.07651070520214e-12,2.354009709930223e-08,5.04898721860601e-08,0.0003297589042582994,3.4547059645160175e-09,0.0022414912721942823,0.005164600363103636,1.3941024752969802e-06,1.888341754728096e-11,0.006667232044593799,1.7922219172007947e-10,3.3504446900876544e-05,4.3444736089555754e-09,0.0025122576421714006,5.268086293658696e-07,1.970988028671687e-06
1.9069772055170778e-05,0.7390220311924461,0.003033222186389465,0.0006448973805301641,0.001336655820537499,0.20790969180405205,0.0,0.0,0.004035708602488236,0.0008820928241329311,0.09316156226851052,0.006343802943151975,0.000450738096519911,5.495895505602989e-10,7.50756026463359e-08,2.356154148645556e-06,0.0026569787430962568,0.0075203298003723535,4.759100594983128e-05,1.8738783075278343e-07,0.0006466090632394341,1.578695464549482e-08,7.648711305204044e-07,0.0003632135623704739,2.4080894761288987e-06,0.009902271963146473,1.1165425714040804e-06,0.0004900578900853376,0.00020009837930225194,1.7265926836064827e-06,2.787219288570364e-06,3.991546282726472e-09,8.379375469338839e-07,9.581876127226818e-06,3.76,0.0,0.12743560224236844,0.836476844776831,0.1536244220971967,0.0058937202559712085,0.08564002816540944,0.16255436915046081,3.7402375907769944e-09,5.6104925502344545e-12,0.0005099644509706808,7.015193628241768e-05,0.0008424445131703969,0.00045339671147876534,0.0001619497500129673,0.16328477934207075,0.048601626675830505,0.004165103548421542,6.644248076579614e-05,0.014443266303994562,3.955678737097299e-05,5.304146134225684e-06,3.409379310446543e-05,0.0003729215568855938,0.000638757734497275,0.0001249960332799797,0.009539458101341039,0.0018208335418361966,0.04000736362501042,6.127932758054533e-08,0.010444376833911083,0.01651061723983274,3.6082550032088207e-09,0.00020949243791182386,8.261762890113667e-08,3.6018515663622544e-06,4.851265200036844e-11,7.660343927156513e-07,1.4429871303636617e-07,7.845149287474825e-06,6.39362275243356e-12,1.6723580649800989e-07,1.3138195609555078e-11,4.5693840501739313e-07,3.0506092744173074e-12,2.3701488899271655e-08,5.037625255945037e-08,0.00033310316032410855,3.4310462361860553e-09,0.002246821405887327,0.005180744410717676,1.3964334467745943e-06,1.8763385864066846e-11,0.006704224065663667,1.7936997646819887e-10,3.347526913721338e-05,4.334393678609341e-09,0.0025243628937114382,5.227083562332334e-07,1.9702519150322467e-06
1.918145575977663e-05,0.7392216999036743,0.0030105523674080433,0.000640759552030036,0.0013247231313606282,0.2084159486844261,0.0,0.0,0.004016922684118527,0.0008809667051271823,0.09398246531929429,0.006391504350743833,0.000448536691552502,5.38751285083248e-10,7.406525175465423e-08,2.340013795965232e-06,0.00264947554966376,0.007543998777184852,4.74642331779361e-05,1.873445378841626e-07,0.0006497022925036926,1.5695047365917907e-08,7.563843364503168e-07,0.00036381277819584634,2.3899020030336805e-06,0.00992601408630443,1.1147876464629274e-06,0.0004929611297676212,0.0002013417874991351,1.7244016440860179e-06,2.769124416046682e-06,3.9705600562714435e-09,8.34462652000386e-07,9.64307274557021e-06,3.76,0.0,0.1264269099063043,0.8354978675870861,0.15439491503875352,0.005934806168715686,0.08567312093705318,0.1631085233254038,3.741659433037704e-09,5.580483364803262e-12,0.000509367597593309,6.968975094971642e-05,0.0008367592847873498,0.00044763540862403147,0.00016045128725981306,0.16351283935473243,0.04849137481199265,0.004165885842493235,6.601402749644346e-05,0.014517500122348162,3.926647725995813e-05,5.339754440448498e-06,3.384356699161282e-05,0.00037051499925703433,0.0006345621214509914,0.0001238970941907461,0.00961594972597016,0.001807453320523984,0.040207724497258054,6.041342271024154e-08,0.010513480496251367,0.016731308764932902,3.6159624208193977e-09,0.00020779129728306614,8.182831321699994e-08,3.570198413760027e-06,4.808650628587006e-11,7.535867051304669e-07,1.4217625590970133e-07,7.865726771894756e-06,6.337474595749383e-12,1.6583282610381662e-07,1.30289266108614e-11,4.533439621361867e-07,3.0253059021783594e-12,2.3861290128472866e-08,5.026226136918006e-08,0.0003364232451092095,3.4075805006595315e-09,0.0022519458758146317,0.005196539307971191,1.3986746822304183e-06,1.8645907127254174e-11,0.006740769046665507,1.7950362203321183e-10,3.344670648617547e-05,4.324457153741252e-09,0.0025363340278558863,5.187141589259113e-07,1.9694958540576854e-06
1.9293139464382483e-05,0.7394193671507844,0.0029884259328531045,0.0006367112347564908,0.0013130632772343212,0.20891474958457928,0.0,0.0,0.003998249895553226,0.0008796991588753384,0.09479902821342119,0.006438852076517394,0.0004463696430831618,5.283080627310211e-10,7.308488804846623e-08,2.324244606562093e-06,0.0026420802365608592,0.007567152566457363,4.7338393165492845e-05,1.8730073403275845e-07,0.0006527638484497789,1.5606045672974875e-08,7.481106796327762e-07,0.0003643913191974645,2.37194958074602e-06,0.0099492088580859,1.1130792431998472e-06,0.0004958418290909896,0.0002025682693065174,1.7222043163128546e-06,2.7513759405359635e-06,3.949975077530269e-09,8.310515570834413e-07,9.703477040717617e-06,3.76,0.0,0.12543170313243426,0.8345259870035253,0.1551583504184871,0.005975585250109395,0.08570549582876531,0.16365908695616802,3.743050636695396e-09,5.551392521607887e-12,0.0005087750710068824,6.923798153624795e-05,0.0008311952018077865,0.0004420134297819668,0.00015898704334158027,0.16373491803124077,0.04838079491863268,0.004166587950384816,6.55952552978398e-05,0.014590572546184571,3.898292814970595e-05,5.375140265916175e-06,3.3599180593329036e-05,0.00036815779414690213,0.0006304456489169806,0.00012282057981843135,0.0096919017191618,0.0017943144222030078,0.0404052394343516,5.9569258096381786e-08,0.010581922640504594,0.016951628154201443,3.623492901427077e-09,0.00020612965061926378,8.105745078705649e-08,3.539141222009267e-06,4.766838085757267e-11,7.414898905333182e-07,1.4011132175048832e-07,7.885388165842767e-06,6.282382925908126e-12,1.6445881489099003e-07,1.2922155654622671e-11,4.4982337021151766e-07,3.0005797082611586e-12,2.401953764342473e-08,5.014792801156822e-08,0.00033971932853971517,3.3843113680462023e-09,0.002256870261853979,0.0052119957142413706,1.400829249238658e-06,1.8530890670512966e-11,0.0067768768038141995,1.7962373969714734e-10,3.3418750789157594e-05,4.314661358495713e-09,0.0025481750827454977,5.148219304009659e-07,1.9687217265884716e-06
1.9404823168988335e-05,0.7396150777444442,0.0029668230986381965,0.0006327493492461691,0.0013016665844047847,0.20940628777459896,0.0,0.0,0.0039796944304480745,0.0008782961129490241,0.09561133242018643,0.006485853382222845,0.00044423609761796426,5.18240252829083e-10,7.213324022378933e-08,2.308833843986441e-06,0.002634791416689582,0.00758980369378365,4.721349922111816e-05,1.8725651590868208e-07,0.0006557945330304276,1.5519835972481074e-08,7.40042510671516e-07,0.0003649498364790587,2.3542311425204754e-06,0.009971871260769996,1.1114159782140541e-06,0.0004987004698581921,0.0002037781717413984,1.7200020736102032e-06,2.733963386922825e-06,3.929780462626316e-09,8.277023840796058e-07,9.763106603012313e-06,3.76,0.0,0.12444966346974133,0.8335610567816952,0.15591488212366988,0.006016062580391358,0.08573715506742503,0.1642061239421291,3.744411268267839e-09,5.523178802967133e-12,0.0005081867820421489,6.879625432127112e-05,0.0008257481958957498,0.0004365256539978409,0.00015755579858469417,0.16395117858661734,0.04826991388566671,0.0041672137703660335,6.518581491954332e-05,0.014662503529976266,3.870588987096859e-05,5.410308225175708e-06,3.336041754042984e-05,0.0003658483014957617,0.0006264058634100666,0.00012176575732677036,0.0097673215779488,0.0017814103834407913,0.04059997705128763,5.8746021107318187e-08,0.010649718197974395,0.01717156983888793,3.6308511372322473e-09,0.0002045061057092268,8.030438324362159e-08,3.5086633481779167e-06,4.725805171689148e-11,7.297301556430062e-07,1.3810170482139137e-07,7.904156722507453e-06,6.2283182345220024e-12,1.6311285892240247e-07,1.2817795869696217e-11,4.463741659410418e-07,2.9764106387007066e-12,2.417626701473284e-08,5.003328038761735e-08,0.00034299158473509016,3.361240986015377e-09,0.0022615999456743153,0.00522712385560148,1.4029000839901543e-06,1.841824955168012e-11,0.006812556839430794,1.7973091128367448e-10,3.3391392991336745e-05,4.3050035564806365e-09,0.002559889924644882,5.110277444052403e-07,1.9679312309713044e-06
1.9516506873594188e-05,0.7398088749200303,0.0029457249550566204,0.0006288709412608851,0.00129052380879742,0.20989074914700082,0.0,0.0,0.003961259986792326,0.0008767633201029952,0.09641945689792444,0.006532515300244946,0.0004421352133881765,5.085294001512858e-10,7.12091015863022e-08,2.2937692555345853e-06,0.0026276076279784896,0.007611964290377735,4.7089561336864756e-05,1.872119684851374e-07,0.000658795117676947,1.5436309664499074e-08,7.321724979899607e-07,0.0003654889555581599,2.336745298435613e-06,0.009994015684868652,1.1097964915886646e-06,0.000501537516591139,0.00020497183438283225,1.7177961603036083e-06,2.7168766255859477e-06,3.909965544560566e-09,8.244133054591327e-07,9.821978487857665e-06,3.76,0.0,0.12348048405242212,0.8326029356746812,0.15666465876401295,0.006056243128345559,0.0857681010675111,0.16474969615671242,3.745741404096657e-09,5.4958031987407414e-12,0.0005076026445770709,6.836421168515092e-05,0.0008204143467198027,0.00043116719874737185,0.00015615638710259947,0.16416177790937928,0.04815875724964852,0.004167766992898308,6.478537209995912e-05,0.014733312508281174,3.8435123411074356e-05,5.445262770274088e-06,3.312707112144357e-05,0.00036358494422610406,0.0006224403996557148,0.00012073192320144438,0.009842216642073465,0.0017687348801863844,0.04079200361289296,5.794293768013031e-08,0.010716881585327418,0.01739112865030789,3.6380416356649063e-09,0.00020291932345699188,7.956847862497791e-08,3.478748585178058e-06,4.68553007414665e-11,7.182943412821566e-07,1.3614529756027865e-07,7.922055051167182e-06,6.175251788119004e-12,1.6179407558955251e-07,1.2715763841535425e-11,4.429939843668825e-07,2.9527794389475886e-12,2.433151257872822e-08,4.991834499474754e-08,0.00034624019145903975,3.3383710785757614e-09,0.002266140119177272,0.005241933544315617,1.4048899975680045e-06,1.8307900413599982e-11,0.006847818353045175,1.798256905670805e-10,3.336462330067878e-05,4.295480969927349e-09,0.002571482256754709,5.073278885483395e-07,1.967125900264614e-06
1.962819057820004e-05,0.7400008004074909,0.0029251134265092815,0.0006250731769919608,0.0012796261152145418,0.2103683125712026,0.0,0.0,0.0039429498042125345,0.0008751063604680447,0.09722347816906864,0.0065788446414532,0.0004400661621146979,4.991581357962562e-10,7.031132637980908e-08,2.2790390554857256e-06,0.0026205273445909453,0.007633646107054949,4.696658654711333e-05,1.871671664435409e-07,0.0006617663447008134,1.5355362941290718e-08,7.244936150425885e-07,0.0003660092775375527,2.319490371984221e-06,0.010015655957268286,1.1082194495310428e-06,0.0005043534172922639,0.00020614958938084294,1.71558770308244e-06,2.7001058655092085e-06,3.890519885229925e-09,8.211825448476157e-07,9.880109231920055e-06,3.76,0.0,0.12252386905098377,0.831651487225042,0.1574078238984996,0.0060961317528011125,0.08579833642129871,0.16528986353083558,3.747041129822425e-09,5.4692287756261755e-12,0.0005070225754099588,6.794151140031247e-05,0.0008151898780419776,0.0004259334074860758,0.00015478769427674455,0.16436686687522734,0.048047349275807213,0.004168251110719221,6.43936069161039e-05,0.014803018412438454,3.817040039865009e-05,5.480008197490867e-06,3.28989438361183e-05,0.00036136620621218086,0.0006185469781380447,0.0001197184021130033,0.009916594095837832,0.0017562817336796114,0.040981383123589184,5.71592702346172e-08,0.010783426725457266,0.01761029979501541,3.645068728527424e-09,0.0002013680163704121,7.884913047905927e-08,3.449381166698305e-06,4.6459915749969225e-11,7.071698930082629e-07,1.3424008635036608e-07,7.93910513640613e-06,6.123155636554066e-12,1.6050161281787816e-07,1.2615979483204762e-11,4.396805552427391e-07,2.9296676219203175e-12,2.448530748726218e-08,4.980314701186911e-08,0.00034946532961354726,3.315702982139563e-09,0.0022704957925808117,0.0052564341975273815,1.406801681932737e-06,1.8199763346895885e-11,0.006882670252180224,1.7990860463140774e-10,3.33384313276982e-05,4.286090796235045e-09,0.0025829556275334072,5.037187882308801e-07,1.966307118653552e-06
