Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924)
2.505588500879466e-07,0.6785173846066238,5.84607686647343e-07,2.6453791674534756e-08,4.960352482985713e-07,3.458172870248863e-07,0.0,0.0,7.475327564156311e-07,9.259464243649113e-11,1.8721954004769366e-09,1.4988706230586e-11,8.610125540223751e-13,2.1355272263866866e-23,2.1064988016569407e-17,1.1123338575444817e-12,2.2432703583634028e-08,1.7949054845218267e-10,1.6585902526474702e-16,1.0447484578983234e-16,6.944283460172075e-09,3.39696186673396e-15,5.64441845454138e-13,1.1315161586128297e-14,3.3182597438699107e-13,5.0993609036574055e-11,3.013208982329463e-12,4.573357177420442e-12,1.2879696278288468e-16,1.228922374179602e-17,3.528491766073954e-14,6.919592626951025e-16,1.070107806317902e-12,2.1906785700231164e-14,3.76,0.0,0.5605979956490108,0.9993893560405469,1.4604150480945836e-07,4.617137762819967e-10,0.0025342397145834204,0.0025342575803485408,1.1000117223191115e-10,9.891096353309846e-14,0.0006092828957872005,3.0233988241414683e-10,2.8075472976105313e-10,3.120801291873342e-07,5.2844598764703355e-08,5.841945377711845e-07,4.0772028400150176e-07,8.239284268549072e-05,1.944660773384436e-10,5.556755337778381e-07,1.1332197331057859e-09,1.9343000264395786e-12,3.2569623454504353e-10,9.799200506140754e-09,1.7841145739738794e-13,9.321486013924454e-14,2.202919689049205e-10,3.9047945712934147e-14,2.270959349398749e-08,5.409355763738361e-11,2.3621793232296682e-11,1.565247010900964e-14,2.6716134509205385e-16,5.86343956018035e-11,2.808280126969894e-14,7.819771084782122e-17,1.1645129177448552e-21,3.812733265187559e-21,1.8499424454196462e-20,7.002343509382236e-15,1.628051195561887e-22,5.111402483382348e-14,6.6441468474635074e-18,1.5079885479391628e-11,1.7364025103546724e-18,1.9633341165960195e-17,7.220654285699146e-13,1.0129946033032283e-11,9.514003442073402e-18,4.5503523406717847e-11,2.3701768589230144e-13,7.828379426013189e-17,2.3959922906064543e-17,1.2622708347274592e-07,1.58901969221114e-20,2.593386582741989e-11,4.238540048884456e-15,6.431009793315944e-12,5.745031400994575e-10,4.687217642433332e-19
2.559269276831239e-07,0.6785244042587993,6.037231262727347e-07,2.755404399991352e-08,5.158154830724953e-07,3.6462867894035234e-07,0.0,0.0,7.640535744217675e-07,9.662465503984463e-11,1.9956969153282654e-09,1.55760733781941e-11,9.018432460802576e-13,2.3216596617154114e-23,2.2140193318888563e-17,1.151575016036698e-12,2.335171943699776e-08,1.9437026490884019e-10,1.8420935954085227e-16,1.1452916999135967e-16,7.244892821002176e-09,3.570861125182169e-15,5.667841064417147e-13,1.224333612233612e-14,3.4611374794305503e-13,5.550774138704669e-11,3.1081580417271397e-12,4.781346056495818e-12,1.420799295431673e-16,1.3448240244002612e-17,3.768185788476417e-14,7.366142788380516e-16,1.1408257584286708e-12,2.3848856731796315e-14,3.76,0.0,0.5605428884981297,0.9993893124268459,1.5526503147615988e-07,4.897901532362846e-10,0.0025884071093787374,0.0025884258331856295,1.1236589250713054e-10,1.0106669972245376e-13,0.0006092828692249486,3.2395647693243784e-10,3.0720406814753426e-10,3.1965186716676906e-07,5.4150050285989294e-08,6.089666919002726e-07,4.243540382928328e-07,8.413900549044996e-05,2.0836488648626896e-10,5.796203996910509e-07,1.1622247357181516e-09,2.0191860473022915e-12,3.3940011054520576e-10,1.0058774189566948e-08,1.964741955866994e-13,1.0184414469332338e-13,2.327479200483154e-10,4.384604156280833e-14,2.3640406510848296e-08,5.541249055998594e-11,2.50867827598578e-11,1.711152794827694e-14,2.7962148513485165e-16,6.405210038393579e-11,3.072026128466461e-14,8.822773710098755e-17,1.3112303680557083e-21,4.383535369226954e-21,2.0704640630609143e-20,7.445308235359057e-15,1.8310677571573135e-22,5.2916151443781214e-14,6.8629498216168466e-18,1.5484678594457047e-11,1.7962194404490045e-18,2.1131357002579143e-17,7.391258135099959e-13,1.0543432791073825e-11,1.0024219095501616e-17,4.742208331747141e-11,2.5020509281487196e-13,8.271640368511684e-17,2.5492049616281986e-17,1.3166569312917865e-07,1.68740712926656e-20,2.7369254927350686e-11,4.475768492072314e-15,6.9313683025774055e-12,5.824138737347505e-10,5.265085330649554e-19
2.612950052783012e-07,0.6785314233528833,6.231254210876992e-07,2.8674125210722295e-08,5.359127949245511e-07,3.8404800230737916e-07,0.0,0.0,7.806013437341801e-07,1.0074167961839148e-10,2.1245630739956006e-09,1.6184209056485355e-11,9.435196659005397e-13,2.5210668997559242e-23,2.3257846994329963e-17,1.1924217372244875e-12,2.4293168070674098e-08,2.1013659628912566e-10,2.0412432849743963e-16,1.2529381520928503e-16,7.551866795987551e-09,3.749324036339081e-15,5.692031155841069e-13,1.3231463962409155e-14,3.6076362129440634e-13,6.030703907610695e-11,3.203665065014152e-12,4.995616298733481e-12,1.5646416848036628e-16,1.4693209907423977e-17,4.0182637398658587e-14,7.830748169567989e-16,1.2146026725206768e-12,2.5917506917613625e-14,3.76,0.0,0.5604877855845972,0.9993892681817552,1.6485213512947538e-07,5.190044317554972e-10,0.002642569172701062,0.0026425887792656225,1.1473038003540192e-10,1.0322222375393907e-13,0.0006092828422778431,3.465743384234448e-10,3.3546925345580354e-10,3.2733487777823594e-07,5.547482045133686e-08,6.343498206858756e-07,4.4138938770681396e-07,8.588437295640828e-05,2.2293768900836475e-10,6.040653715530057e-07,1.1917052869641712e-09,2.1059644589784306e-12,3.5349604923043474e-10,1.0322107672580658e-08,2.159449655970148e-13,1.1108226784291751e-13,2.457018552405796e-10,4.911595663385394e-14,2.4593767920496916e-08,5.67508862701037e-11,2.6613460425186864e-11,1.8676560373469513e-14,2.924164953127518e-16,6.984309542751113e-11,3.3542504209641394e-14,9.928765461027337e-17,1.4727474744075877e-21,5.02659797881319e-21,2.312383723052032e-20,7.906834419257795e-15,2.0543529036008105e-22,5.47921240933474e-14,7.091849048895864e-18,1.589530335237219e-11,1.8585936846269152e-18,2.2709251211686812e-17,7.566001460619291e-13,1.0966915337767073e-11,1.055387259066138e-17,4.9387676660583005e-11,2.639132541202086e-13,8.732623939109586e-17,2.7085595946078758e-17,1.3721781602721842e-07,1.7901031903004408e-20,2.88536043517077e-11,4.721162100916815e-15,7.459137703840647e-12,5.904463336947358e-10,5.900426449297135e-19
2.6666308287347847e-07,0.6785384418908309,6.428184860903676e-07,2.9814168104508545e-08,5.563240210603012e-07,4.04084286939664e-07,0.0,0.0,7.971765099138145e-07,1.0494581503965763e-10,2.258913467362772e-09,1.6813955804359077e-11,9.860357579970827e-13,2.7345800245825806e-23,2.4419658418528124e-17,1.2349071573268866e-12,2.5257391166308654e-08,2.268221027282796e-10,2.2570066408899003e-16,1.368018199259793e-16,7.865205164466245e-09,3.9323539891767725e-15,5.717000345793478e-13,1.4282559502686756e-14,3.7578139404863617e-13,6.540284227043467e-11,3.2997137384140576e-12,5.2163003136490254e-12,1.7202189415910562e-16,1.6029062162189387e-17,4.2789246926370036e-14,8.313785423335056e-16,1.2915023336964257e-12,2.811812190301461e-14,3.76,0.0,0.5604326868919158,0.9993892233034849,1.7480857157306736e-07,5.493840931097345e-10,0.0026967259048406703,0.002696746419230919,1.1709463482944593e-10,1.0537753564013009e-13,0.0006092828149447936,3.7021453121743333e-10,3.6562926874134405e-10,3.351297832379381e-07,5.681902704050598e-08,6.603529195339938e-07,4.5883220613567323e-07,8.762894532823423e-05,2.382016487145392e-10,6.290101533669522e-07,1.2216709768109675e-09,2.1946409081541834e-12,3.679920244035446e-10,1.0589260339175487e-08,2.369031880781473e-13,1.20960063502675e-13,2.591672929446598e-10,5.489318079060194e-14,2.5570007745433392e-08,5.8108855108927665e-11,2.820343915826378e-11,2.035332502621155e-14,3.055505467978046e-16,7.602442744816126e-11,3.6558118087119503e-14,1.1145832658658989e-16,1.6502062260491175e-21,5.74951996201697e-21,2.5773421123138443e-20,8.387375560586706e-15,2.2994548088729237e-22,5.6743466405019636e-14,7.331078555689896e-18,1.631186208056827e-11,1.9235802197894364e-18,2.4369642628906225e-17,7.744944964882867e-13,1.1400540390021099e-11,1.1103490896719918e-17,5.140099473410167e-11,2.7815704651060226e-13,9.211838259220206e-17,2.874183716657121e-17,1.4288337954972877e-07,1.8972357587486234e-20,3.038774462633186e-11,4.974859666914286e-15,8.01524513948065e-12,5.986013349011687e-10,6.597714069110054e-19
2.7203116046865577e-07,0.6785454598746061,6.628061812168036e-07,3.09743174937173e-08,5.770460839512783e-07,4.2474668317622724e-07,0.0,0.0,8.137795234190755e-07,1.0923716268963153e-10,2.398868166296279e-09,1.746617351896458e-11,1.0293860146185974e-12,2.9630790925718005e-23,2.5627401776602408e-17,1.2790649938758591e-12,2.6244732458757456e-08,2.4445979255074195e-10,2.490391215068096e-16,1.4908707613025925e-16,8.18490771231578e-09,4.1199541076553755e-15,5.742760492873235e-13,1.5399751393803636e-14,3.9117291052384704e-13,7.080672840383096e-11,3.396288880284256e-12,5.443533251197544e-12,1.8882904128372723e-16,1.74609453147983e-17,4.550367018476578e-14,8.815637708336474e-16,1.3715883055170364e-12,3.045619655267496e-14,3.76,0.0,0.5603775924035167,0.9993891777902166,1.8514003981759136e-07,5.809570302014788e-10,0.00275087730608371,0.0027508987537234546,1.19458656901803e-10,1.0753263539347464e-13,0.0006092827872246928,3.948979824569028e-10,3.977645170584587e-10,3.430371927546808e-07,5.818278414654395e-08,6.869850416179047e-07,4.7668839984093254e-07,8.937272285054773e-05,2.5417394084381e-10,6.544544498590324e-07,1.2521315094678077e-09,2.285221162845864e-12,3.8289611183089887e-10,1.0860287631323386e-08,2.594312333153301e-13,1.315093990834243e-13,2.7315798890644113e-10,6.121511190005464e-14,2.656945792198872e-08,5.948650485940959e-11,2.985835849524618e-11,2.214780355706358e-14,3.1902789834416894e-16,8.261351600226212e-11,3.977588277707595e-14,1.2482514568883175e-16,1.8448115373911032e-21,6.56054954524821e-21,2.8670757849533775e-20,8.887391848737354e-15,2.5680061314407207e-22,5.877172881032687e-14,7.580873277502416e-18,1.6734450055116414e-11,1.991234714628243e-18,2.6115195792413533e-17,7.928149688410031e-13,1.1844455492065917e-11,1.167361094426172e-17,5.346273299825295e-11,2.929517211551341e-13,9.709804212252665e-17,3.0462070456113197e-17,1.4866231113690623e-07,2.0089353956225894e-20,3.197251528149226e-11,5.23700149826373e-15,8.60063343297335e-12,6.06879668192397e-10,7.361686354356493e-19
2.827673156590103e-07,0.6785594941875557,7.03680625465205e-07,3.335556862353704e-08,6.194108300449745e-07,4.679870036770397e-07,0.0,0.0,8.470709181376887e-07,1.1808191297424866e-10,2.696073225372817e-09,1.8841550061117706e-11,1.1185698591499656e-12,3.468816174948212e-23,2.81881167976871e-17,1.3725357183393946e-12,2.8290154549852232e-08,2.8272596757527855e-10,3.0142621725771596e-16,1.7612926438920134e-16,8.84340452259045e-09,4.508876176028523e-15,5.796702322232613e-13,1.7845527325990567e-14,4.2310076762787853e-13,8.258627021640711e-11,3.5909631479535512e-12,5.9182004648173815e-12,2.2651485338691757e-16,2.0634536864029923e-17,5.126386313516617e-14,9.877352658088747e-16,1.5415722959258158e-12,3.5567247686570874e-14,3.76,0.0,0.5602674159729378,0.9993890848512835,2.069505929867915e-07,6.477963750386613e-10,0.002859164117004039,0.0028591875088555367,1.2418600293071704e-10,1.1184219855078332e-13,0.000609282730618829,4.4747770179538557e-10,4.682893264268911e-10,3.591919075214636e-07,6.096939117971504e-08,7.42172846510857e-07,5.136646965704573e-07,9.285789432395408e-05,2.8831226722877764e-10,7.0684040936171e-07,1.3145764731229284e-09,2.4721167799178605e-12,4.139614214055226e-10,1.1414170335053572e-08,3.0954139963388555e-13,1.5475545138160487e-13,3.027713720461366e-10,7.565262525494048e-14,2.8639326404962347e-08,6.230126774857343e-11,3.3369710977324296e-11,2.6114985540454656e-14,3.4702998342830474e-16,9.708649094754724e-11,4.6853935907267036e-14,1.5551242467772588e-16,2.2906095637233804e-21,8.483439698430107e-21,3.5283194039875283e-20,9.94772434775695e-15,3.182427977248339e-22,6.30653508891863e-14,8.113105384148625e-18,1.7598063442386686e-11,2.134773980893313e-18,2.9872677788717265e-17,8.307588607132792e-13,1.2763750077335585e-11,1.287755453347173e-17,5.773427211002738e-11,3.2425665337890755e-13,1.076414036921194e-16,3.409981186489397e-17,1.6055998855339848e-07,2.246571758912962e-20,3.529735049184493e-11,5.787186709022995e-15,9.863103299658738e-12,6.238093956847683e-10,9.110036009625161e-19
2.924298553303294e-07,0.6785721231938724,7.415128509915425e-07,3.556911961075801e-08,6.585729988702157e-07,5.091387943201189e-07,0.0,0.0,8.771330270376636e-07,1.2634152367681045e-10,2.9839392420049455e-09,2.016523233753877e-11,1.201644888248713e-12,3.985157869731833e-23,3.066904224197361e-17,1.4627293274416255e-12,3.021358734470542e-08,3.2076213741692165e-10,3.556982107552066e-16,2.0348341866948433e-16,9.457815132606924e-09,4.874562881223649e-15,5.8480790785343e-13,2.030660266245071e-14,4.5317354201426736e-13,9.436264926578935e-11,3.767839295846039e-12,6.369211788330004e-12,2.655484443145377e-16,2.3875589293321467e-17,5.68365487793969e-14,1.0901220975330658e-15,1.7060880172822327e-12,4.069465045086946e-14,3.76,0.0,0.5601682713963871,0.9993889990157774,2.2791876345235573e-07,7.12321118477902e-10,0.0029566040179521977,0.0029566292501872573,1.284398185706869e-10,1.1572008002032237e-13,0.0006092826783384021,4.985746366439105e-10,5.393520484264812e-10,3.741218292632269e-07,6.354528900645865e-08,7.940850726445549e-07,5.484170013793767e-07,9.599183271409776e-05,3.2163171600917735e-10,7.556931655212899e-07,1.3725688875522478e-09,2.646894272131949e-12,4.43398959653866e-10,1.1926404328740912e-08,3.608983040808427e-13,1.783151516745476e-13,3.3136269758637136e-10,9.092587765648607e-14,3.058495520126084e-08,6.490290559222092e-11,3.67690224863998e-11,3.0152841260225064e-14,3.7345051529387917e-16,1.1168899878001496e-10,5.400750388679516e-14,1.8817698470152847e-16,2.763924349856562e-21,1.0613007311824682e-20,4.2277015392458396e-20,1.0973383812672998e-14,3.833818768587967e-22,6.720878696044645e-14,8.630638870385545e-18,1.8396769614327775e-11,2.273657919050006e-18,3.357335331040078e-17,8.664276058570996e-13,1.3627803795477021e-11,1.4036814520714525e-17,6.175131266550745e-11,3.5447612541871086e-13,1.1782672141197985e-16,3.760609435325891e-17,1.7165489026735974e-07,2.477429957421459e-20,3.847146234466962e-11,6.312671032990607e-15,1.1109252111037849e-11,6.3947551466707e-10,1.0965003877709698e-18
3.0179571122984824e-07,0.6785843627482828,7.79149228566234e-07,3.7779436662001595e-08,6.974519955820294e-07,5.511035025648252e-07,0.0,0.0,9.063650682551291e-07,1.3461882436649335e-10,3.2820938515216022e-09,2.153125516460547e-11,1.284693010194943e-12,4.5473926660601037e-23,3.3245064559718054e-17,1.5558492365401373e-12,3.215461729217411e-08,3.6108185792188523e-10,4.154281647217951e-16,2.3294068542786126e-16,1.0073037645411983e-08,5.243191029162194e-15,5.900510348107009e-13,2.294799709017879e-14,4.835669014647245e-13,1.0691199246781203e-10,3.940731288850759e-12,6.828747712518893e-12,3.0854634512384847e-16,2.7400437449003557e-17,6.260063819368472e-14,1.1957781135653896e-15,1.8763351647250412e-12,4.617561651812086e-14,3.76,0.0,0.5600721837606285,0.9993889138241976,2.494847875348758e-07,7.789851043119445e-10,0.0030510355915134017,0.0030510626916594205,1.3256230331797342e-10,1.19478237148395e-13,0.0006092826264492833,5.516325464362982e-10,6.155895417091121e-10,3.88949860725406e-07,6.610413094121208e-08,8.464846847230186e-07,5.834692130485798e-07,9.902709068015682e-05,3.5637272279317815e-10,8.045862362451842e-07,1.4304590153642392e-09,2.8222831924448318e-12,4.733182193139118e-10,1.2435576226540954e-08,4.168846450880612e-13,2.0374608267079334e-13,3.6091418312214835e-10,1.0805682812720637e-13,3.254760493828805e-08,6.748703994585273e-11,4.029018358546878e-11,3.4529481198559e-14,4.0018831366546217e-16,1.27377522094756e-10,6.170454024628927e-14,2.2501261860074905e-16,3.2964941323530084e-21,1.3104319322653607e-20,5.012470924833874e-20,1.2034872529358891e-14,4.565819811190252e-22,7.148696208584562e-14,9.168508900974048e-18,1.91907617093217e-11,2.4173848026034862e-18,3.7465186193774216e-17,9.024105158059539e-13,1.4499363241124014e-11,1.5232260370394477e-17,6.580519507588608e-11,3.8571392975939567e-13,1.28362042340987e-16,4.1222728523281114e-17,1.8275862625470902e-07,2.717373169141576e-20,4.1717475850863455e-11,6.850272034157582e-15,1.2422320084076058e-11,6.550529848666965e-10,1.3051991880216758e-18
3.111615671293671e-07,0.6785966006556734,8.177552424016255e-07,4.005453204066928e-08,7.372221139288907e-07,5.951651816079164e-07,0.0,0.0,9.35691203797023e-07,1.4316382314246042e-10,3.5997391340056116e-09,2.298419340814286e-11,1.3702165894719952e-12,5.1770946141998056e-23,3.6001597636402964e-17,1.6547764079352297e-12,3.4173015073011897e-08,4.0499062485716954e-10,4.8285902636560855e-16,2.655069126417813e-16,1.0707629525894997e-08,5.625778857454098e-15,5.955604575821839e-13,2.5862205179478267e-14,5.152175342255621e-13,1.2064866911610865e-10,4.1149967455803626e-12,7.311128760598075e-12,3.5717597071140606e-16,3.133840703319327e-17,6.87321083697594e-14,1.3079741342398285e-15,2.0575303010150897e-12,5.219266026033153e-14,3.76,0.0,0.5599761085875558,0.9993888266614555,2.723020146996668e-07,8.49868868963418e-10,0.0031454509427384647,0.003145479995549252,1.3668407987589335e-10,1.2323574876369795e-13,0.0006092825733586961,6.082734860441321e-10,6.995456083952138e-10,4.0413189429920697e-07,6.872458739363956e-08,9.009834938156417e-07,6.198997850846964e-07,0.00010205993391096327,3.9361255684621776e-10,8.549940450187846e-07,1.4900568462000228e-09,3.0035920121836875e-12,5.046478994637637e-10,1.2957423145405698e-08,4.795277825639519e-13,2.3193888873806686e-13,3.923568718232914e-10,1.2775007388573322e-13,3.4587659200087875e-08,7.013311261209137e-11,4.404373660547698e-11,3.9401926581901065e-14,4.2806294095521807e-16,1.4468203047650872e-10,7.020611042857835e-14,2.675696519167358e-16,3.910522264999824e-21,1.60875881852941e-20,5.915442203606066e-20,1.3165329669767448e-14,5.408783081582361e-22,7.603223350140252e-14,9.743378695261614e-18,2.0004602750082064e-11,2.5704029432178848e-18,4.167293697164365e-17,9.398146243738379e-13,1.5405245996774668e-11,1.6501593690082513e-17,7.002062284775341e-11,4.1896304729453633e-13,1.3958235737998197e-16,4.506165510042698e-17,1.9420602351604235e-07,2.9740320337053983e-20,4.5135005789331274e-11,7.416485865707696e-15,1.3844528249256183e-11,6.710205193403442e-10,1.5459158799019338e-18
3.2052742302888594e-07,0.6786088369269042,8.573491415236089e-07,4.239550008236403e-08,7.778703846281749e-07,6.413771634144549e-07,0.0,0.0,9.651140153223267e-07,1.5197716933234552e-10,3.93753487370222e-09,2.4529401811779354e-11,1.4582130335564793e-12,5.881549878077159e-23,3.895118182451685e-17,1.7597145933685627e-12,3.627068526023574e-08,4.5268174928127416e-10,5.587172413518234e-16,3.01400712268479e-16,1.1361589919453876e-08,6.022336172151859e-15,6.01343540820581e-13,2.9071203541283796e-14,5.481581672034232e-13,1.356449154338239e-10,4.29059245456498e-12,7.81719627459531e-12,4.120273487216045e-16,3.572751520972554e-17,7.524136839847903e-14,1.426940778424815e-15,2.2500009484528827e-12,5.877947071955546e-14,3.76,0.0,0.5598800457861336,0.999388737516833,2.963986078219609e-07,9.251382780142901e-10,0.003239850072973534,0.0032398811652433863,1.4080514830347266e-10,1.2699261492714811e-13,0.0006092825190601114,6.686034769275405e-10,7.917040017003992e-10,4.1967090048361657e-07,7.140718942645157e-08,9.576317518481722e-07,6.577413653395249e-07,0.0001050903636977009,4.3344257247851495e-10,9.069150529913917e-07,1.5514182205510846e-09,3.1908568554646086e-12,5.374347561324349e-10,1.3492132891920631e-08,5.494013514007363e-13,2.6311026011914294e-13,4.2577403073398453e-10,1.5029742180566738e-13,3.67069555158562e-08,7.284164391468509e-11,4.803953326986679e-11,4.4812556745107506e-14,4.57100973412646e-16,1.6371026066254638e-10,7.956667725007809e-14,3.165239771670295e-16,4.615490874935207e-21,1.9643267793060702e-20,6.950699779995949e-20,1.4367489056858176e-14,6.375513582900033e-22,8.085397530127424e-14,1.035660194892395e-17,2.083860688403932e-11,2.733043234226641e-18,4.621279336140854e-17,9.78673680864955e-13,1.6346268526078147e-11,1.7848109277265894e-17,7.440144940999574e-11,4.5432217343413733e-13,1.5152135980535293e-16,4.913067306631961e-17,2.0599669911091715e-07,3.2482208146017785e-20,4.872887730835742e-11,8.012119423791519e-15,1.5381574702782714e-11,6.8738182847719e-10,1.8225254756473504e-18
3.298932789284048e-07,0.6786210715729192,8.979487230480344e-07,4.480347455681592e-08,8.193845274889429e-07,6.89793748239449e-07,0.0,0.0,9.94636123016626e-07,1.6105953779586254e-10,4.296146149240932e-09,2.6172422255835196e-11,1.5486862929838882e-12,6.668773536144784e-23,4.210714686839203e-17,1.8708728698824962e-12,3.8449548724635686e-08,5.043523407539288e-10,6.43777016118002e-16,3.408498467666288e-16,1.2034918035415336e-08,6.4328719919011914e-15,6.074078904664089e-13,3.259828754696804e-14,5.824218731970849e-13,1.519755141179865e-10,4.467481490094194e-12,8.347820723161905e-12,4.737395517963458e-16,4.060850470309986e-17,8.213883768562993e-14,1.5529144383053434e-15,2.4540723410468022e-12,6.597070858027247e-14,3.76,0.0,0.5597839952646474,0.9993886463793935,3.218023290222413e-07,1.0049631943083367e-09,0.003334232983526406,0.0033342662041228517,1.4492550865806398e-10,1.307488356985566e-13,0.0006092824635468672,7.327275811903835e-10,8.925603297336505e-10,4.355698263972295e-07,7.415246164630473e-08,1.0164801535342747e-06,6.970268729943889e-07,0.00010811838133030926,4.759541036461778e-10,9.603477275888537e-07,1.6145998359504078e-09,3.3841151455626905e-12,5.717263177054466e-10,1.4039879625739394e-08,6.271119568703801e-13,2.9748831372976217e-13,4.6125123428618667e-10,1.7601445941433957e-13,3.890734705054213e-08,7.561314959340274e-11,5.2287683108475924e-11,5.0806388094884714e-14,4.873299223598501e-16,1.8457319170034353e-10,8.98423721267537e-14,3.726084949099134e-16,5.421670958049919e-21,2.3862491862103945e-20,8.133615906590416e-20,1.564415024735255e-14,7.479873011216664e-22,8.5961807854687e-14,1.1009564656018784e-17,2.1693063567001865e-11,2.9056449953670882e-18,5.1101416784789045e-17,1.0190217160433578e-12,1.7323254290082947e-11,1.9275205700983057e-17,7.895156153921388e-11,4.918944042244917e-13,1.642142420366789e-16,5.3437774168006534e-17,2.1813027064084727e-07,3.5407824946314294e-20,5.2503993363874054e-11,8.637992707085091e-15,1.7039316912779708e-11,7.041405806612266e-10,2.1392667936926527e-18
3.3925913482792364e-07,0.6786333046047499,9.395713529815738e-07,4.727962010011253e-08,8.617529304063853e-07,7.404701796667725e-07,0.0,0.0,1.0242601846584242e-06,1.70411629305555e-10,4.676243484474504e-09,2.7918988568566474e-11,1.6416470551791374e-12,7.547575279342913e-23,4.548365240467189e-17,1.9884655523273483e-12,4.071154237810456e-08,5.602032569234413e-10,7.388624961103741e-16,3.8409145823198707e-16,1.2727613147592686e-08,6.857394719995598e-15,6.137613547259538e-13,3.6468123973419715e-14,6.180420658869962e-13,1.6971785696701372e-10,4.645632637391611e-12,8.903902376799179e-12,5.430038737026294e-16,4.602499023652734e-17,8.943495920581332e-14,1.6861371601492268e-15,2.6700674355604556e-12,7.380199844928041e-14,3.76,0.0,0.5596879569307046,0.9993885532379861,3.485405612578755e-07,1.089517509679399e-09,0.0034285996756664642,0.003428635115562894,1.4904516099534368e-10,1.3450441113664258e-13,0.0006092824068121703,8.007499672868323e-10,1.0026218433179843e-09,4.518316019507243e-07,7.696092398792716e-08,1.0775798292538745e-06,7.377894965608886e-07,0.00011114398809765642,5.212384559257429e-10,1.0152905424548648e-06,1.6796592216356111e-09,3.583405636254952e-12,6.075708619099629e-10,1.4600826279056077e-08,7.133002952534283e-13,3.353129605372406e-13,4.988763860410972e-10,2.0524181078597838e-13,4.119070244332308e-08,7.844814202075065e-11,5.679855548813169e-11,5.743119008405741e-14,5.187782561785775e-16,2.0738500393706844e-10,1.0109097388948775e-13,4.366162152416495e-16,6.340164789843946e-21,2.884819883158413e-20,9.480938054034262e-20,1.6998179204356383e-14,8.736836163579826e-22,9.136559385100367e-14,1.1703686650466315e-17,2.2568241911149864e-11,3.0885560152681526e-18,5.63559508137138e-17,1.060893039934257e-12,1.8337033705978353e-11,2.0786387668567248e-17,8.367487904945348e-11,5.317874350393388e-13,1.776977633658036e-16,5.799113902494837e-17,2.3060635625150781e-07,3.8525895930479205e-20,5.646533369192067e-11,9.294938641423269e-15,1.8823774253195333e-11,7.213004141136338e-10,2.500768708384451e-18
