Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137)
2.0247995978579026e-19,0.9284026736375954,1.1868258030883642e-47,1.0659854824774296e-21,3.0008845732919986e-60,1.4473693134490469e-74,0.0,0.0,3.3287029568002637e-49,5.121065257913849e-110,1.622097192945962e-59,2.902983626410451e-74,1.8278408565958194e-56,8.856677491602672e-97,1.7648546113504051e-75,8.977057698127649e-62,8.856796361370222e-97,1.261324020434873e-74,3.3815921771756e-61,1.22011283265502e-47,1.2823254950440405e-28,6.978855157386389e-45,3.422700972679523e-74,2.5186675367342203e-155,6.860264296797035e-112,3.4130829209025184e-101,3.408170347990268e-77,3.841250397872715e-133,5.740056133166287e-207,1.1890253705232405e-191,5.465438924198625e-125,8.76821106826143e-149,7.4253901478878045e-90,1.3476195320895014e-164,3.76,0.0,0.7669619891503783,1.0,4.099303066413357e-75,6.373985043936744e-140,2.0845496587988525e-13,2.084549658798856e-13,1.2514196533891837e-28
4.0513583613090784e-19,0.9284026736376306,9.50182283367599e-47,2.1328971035147873e-21,4.805325183158443e-59,4.637151409445159e-73,0.0,0.0,2.664986359342503e-48,6.568274994009273e-108,2.5974739684312552e-58,9.300716317495287e-73,2.926926872548293e-55,5.6782494760218744e-95,5.654326082616865e-74,1.4380007676277965e-60,5.678401889085886e-95,4.0410905528932195e-73,5.41684403744183e-60,9.768321469588673e-47,5.132643816861469e-28,5.587327568604816e-44,1.0965813971572063e-72,2.5864530290098537e-152,8.796832846791522e-110,4.37661635169006e-99,1.0923245609545794e-75,1.971878419419737e-130,4.7268672210115424e-203,4.905962589566121e-188,1.4016628024263993e-122,9.006107817512578e-146,4.75982122209629e-88,2.7689723394117638e-161,3.76,0.0,0.7669619891501697,1.0,1.3133544296903086e-73,3.2727561354264005e-137,4.1709103946245696e-13,4.170910394624585e-13,5.008939906614226e-28
8.104475888211431e-19,0.9284026736377007,7.60434606487136e-46,4.2667203455895025e-21,7.691649746465336e-58,1.4847802139104476e-71,0.0,0.0,2.1327990312336605e-47,8.4159218690084905e-106,4.15765397204598e-57,2.9780174705802614e-71,4.6849891482785214e-54,3.637275116543978e-93,1.810471721786677e-72,2.3021393335156916e-59,3.6374703716729955e-93,1.2939261123401533e-71,8.671991005061023e-59,7.817625967960205e-46,2.0537260845613314e-27,4.471560157778911e-43,3.511169288324507e-71,2.652344108461684e-149,1.127022678161532e-107,5.607111091505076e-97,3.4981769423269574e-74,1.0109244576551048e-127,3.8824834580723083e-199,2.0260274420537777e-184,3.591545311944548e-120,9.236340834840357e-143,3.0487105461450582e-86,5.680143280965327e-158,3.76,0.0,0.7669619891497524,1.0,4.2052598651055753e-72,1.6780631626392402e-134,8.34363186627372e-13,8.343631866273783e-13,2.0042284067377773e-27
1.6210710942016136e-18,0.9284026736378408,6.084632217930465e-45,8.534366829738931e-21,1.230914378133479e-56,4.7527240060107555e-70,0.0,0.0,1.7065632717302229e-46,1.077784248827901e-103,6.653603215004757e-56,9.532518108545095e-70,7.49750793918842e-53,2.3288791265936926e-91,5.795249920970298e-71,3.684493768610951e-58,2.3291291597104946e-91,4.1418074126448596e-70,1.3879219365461737e-57,6.25528854504824e-45,8.216241644355817e-27,3.5779275125260025e-42,1.1239117014704781e-69,2.718064339833474e-146,1.4433052165602313e-105,7.180330853321856e-95,1.119854938625834e-72,5.179322176473788e-125,3.184923532157596e-195,8.408027747562658e-181,9.19893570448386e-118,9.465232204415738e-140,1.9519510702063709e-84,1.1642469475835805e-154,3.76,0.0,0.7669619891489179,1.0,1.3460874091096291e-70,8.598204770635084e-132,1.6689074809562882e-12,1.6689074809563127e-12,8.018218697755393e-27
3.2423181049625546e-18,0.9284026736381212,4.868167970120921e-44,1.7069659798037793e-20,1.9696633649394702e-55,1.521100093431011e-68,0.0,0.0,1.3653802499296807e-45,1.379913546269065e-101,1.0646850839751385e-54,3.050863827518566e-68,1.1997233096149097e-51,1.4908100988150454e-89,1.8547584893339663e-69,5.89604683804566e-57,1.4911302094139782e-89,1.325577423468856e-68,2.2209978519182482e-56,5.004705995025486e-44,3.2867641380099826e-26,2.8626137935430015e-41,3.597057586016612e-68,2.7845770933142693e-143,1.848037362993807e-103,9.192890367659957e-93,3.5842372561532883e-71,2.652680887964956e-122,2.6112087217540198e-191,3.5282067881010263e-177,2.355702445555352e-115,9.696095776978638e-137,1.2494971606905077e-82,2.3853609679777445e-151,3.76,0.0,0.7669619891472488,1.0,4.3081266262741014e-69,4.404300552208851e-129,3.3379960696104634e-12,3.3379960696105607e-12,3.2075485092366434e-26
6.484812126484437e-18,0.9284026736386819,3.894719264265829e-43,3.414024573463552e-20,3.1516216818189954e-54,4.867885789383531e-67,0.0,0.0,1.09235605573214e-44,1.7665131867670955e-99,1.703583018589203e-53,9.763497164754955e-67,1.9196549328782858e-50,9.54223262655546e-88,5.935672828057217e-68,9.434360443477453e-56,9.546330478814391e-88,4.242166265255198e-67,3.553854786957253e-55,4.003954869697591e-43,1.3147591531603652e-25,2.2901997539989865e-40,1.1511448575908952e-66,2.8525167242740597e-140,2.3662555850127517e-101,1.1768222642112966e-90,1.1470681659776761e-69,1.3583948519011402e-119,2.140492533903306e-187,1.513096408175898e-173,6.032555702201033e-113,9.930695900834444e-134,7.997577035606511e-81,4.886251801807433e-148,3.76,0.0,0.7669619891439106,1.0,1.378704036208144e-67,2.25587697096529e-126,6.676173246904187e-12,6.676173246904579e-12,1.2830716094882108e-25
1.29698001695282e-17,0.9284026736398034,3.115849368629359e-42,6.828141760783096e-20,5.042722933196229e-53,1.5577819335850306e-65,0.0,0.0,8.739055874560085e-44,2.2612801525413934e-97,2.725802413357338e-52,3.1244363645011855e-65,3.071526004825533e-49,6.107364258938235e-86,1.899486613858219e-66,1.509552513363874e-54,6.1126097892654185e-86,1.3575441686997705e-65,5.686374246659058e-54,3.20323992714863e-42,5.259143610443326e-25,1.8322032919449733e-39,3.683801837647796e-65,2.9224766207593657e-137,3.030269914122645e-99,1.5064171738169213e-88,3.6707977307046116e-68,6.955550627997047e-117,1.7549164378807389e-183,6.751981293963092e-170,1.545079142367268e-110,1.0170002345669663e-130,5.118703782292844e-79,1.0008205428608018e-144,3.76,0.0,0.7669619891372342,1.0,4.4120185482755655e-66,1.1555995904856776e-123,1.3352527601433127e-11,1.3352527601434693e-11,5.132390834660956e-25
2.5939776255615728e-17,0.9284026736420464,2.4927090781437626e-41,1.3656376135422185e-19,8.068459288405889e-52,4.984995758789816e-64,0.0,0.0,6.991327672253537e-43,2.894530293788074e-95,4.361339766127648e-51,9.998384005138093e-64,4.91450409780229e-48,3.908820448739613e-84,6.078471259786404e-65,2.415327896058052e-53,3.9155349064019615e-84,4.344222883465565e-64,9.0983640679269e-53,2.5626223545041656e-41,2.1036788439156416e-24,1.465780029156379e-38,1.1788387149482912e-63,2.99529102767248e-134,3.8821684167933204e-97,1.9282681765529298e-86,1.1746840104146516e-66,3.561387589196132e-114,1.4396134264235906e-179,3.2192646891205706e-166,3.958886999799387e-108,1.0414578916099982e-127,3.276051855763781e-77,2.0498421552252226e-141,3.76,0.0,0.7669619891238815,1.0,1.4118724371271469e-64,5.921935254935072e-121,2.670523631025698e-11,2.670523631026324e-11,2.0529772000015866e-24
5.187972842779078e-17,0.9284026736465322,1.994179095823897e-40,2.731284488470036e-19,1.2909616937890638e-50,1.5952136141916755e-62,0.0,0.0,5.5930953270929265e-42,3.7050574641605287e-93,6.978189108343919e-50,3.199512904024761e-62,7.863256546799938e-47,2.5016794294921306e-82,1.945129057789223e-63,3.864559733318154e-52,2.510274049759761e-82,1.3901643696586533e-62,1.455751472822861e-51,2.0501100485154104e-40,8.414758175229332e-24,1.172630981403436e-37,3.772319287927018e-62,3.072453583054176e-131,4.977732336710578e-95,2.468217950525113e-84,3.7590348119088253e-65,1.8234677371425256e-111,1.182444431026889e-175,1.6901490818053296e-162,1.015216917133329e-105,1.0664782983342363e-124,2.0966992465982455e-75,4.198417259988423e-138,3.76,0.0,0.7669619890971761,1.0,4.518034201395988e-63,3.0372223144673994e-118,5.341065372696857e-11,5.341065372699361e-11,8.21195042534418e-24
1.0375963277214089e-16,0.9284026736555042,1.5953480098925188e-39,5.462578238325672e-19,2.0655452760652637e-49,5.1047075184959835e-61,0.0,0.0,4.4744895374768587e-41,4.742511114665153e-91,1.1165141386361646e-48,1.0238489328016184e-60,1.258125046044627e-45,1.6010858224481138e-80,6.224442187334213e-62,6.183323651633929e-51,1.612087009640995e-80,4.448546857030421e-61,2.32921293399811e-50,1.6400929043402194e-39,3.3659118299438635e-23,9.381075680301248e-37,1.2071478340465698e-60,3.156893019467317e-128,6.393270907565486e-93,3.159341174373781e-82,1.2028984960758067e-63,9.336250277301812e-109,9.737090175886817e-172,9.966298767961021e-159,2.607819582640328e-103,1.0920867811985202e-121,1.3418958558721399e-73,8.599423879843082e-135,3.76,0.0,0.7669619890437652,1.0,1.4457777285383209e-61,1.5603226168933668e-115,1.0682148855664731e-10,1.0682148855674749e-10,3.284788409525864e-23
2.075194414608411e-16,0.9284026736734475,1.2762803010410113e-38,1.0925165738036943e-18,3.3048776940749264e-48,1.6335102376192256e-59,0.0,0.0,3.5795969403788563e-40,6.0704382650838556e-89,1.7864265034533661e-47,3.2763242700095465e-59,2.01300327033338e-44,1.0246984397828547e-78,1.991826169014859e-60,9.893340300470721e-50,1.0387800062585388e-78,1.4235383334073525e-59,3.7267491559678574e-49,1.3120762689614868e-38,1.3463664438856605e-22,7.504871670557122e-36,3.862882114359766e-59,3.2545200230107593e-125,8.239042612288638e-91,4.0439709082950755e-80,3.8492869552279264e-62,4.780184576311912e-106,8.059416335249219e-168,6.575349075979834e-155,6.72133413214685e-101,1.1183035010821716e-118,8.588160148452319e-72,1.7615646326201092e-131,3.76,0.0,0.7669619889369436,1.0,4.6264995835958706e-60,8.042632021259601e-113,2.1364315820102701e-10,2.136431582014277e-10,1.313916943131479e-22
4.150390588382415e-16,0.9284026737093349,1.0210249978130013e-37,2.1850340737459483e-18,5.28780851100619e-47,5.227238885970134e-58,0.0,0.0,2.8636796765719114e-39,7.770176362459491e-87,2.858287995920912e-46,1.0484249956287219e-57,3.220807782858874e-43,6.558081224014986e-77,6.37385119005256e-59,1.5829362431506203e-48,6.738325574568141e-77,4.555328005011492e-58,5.962805417418737e-48,1.0496617922054148e-37,5.385469198847047e-22,6.003901778444721e-35,1.2361237151140366e-57,3.377373783641196e-122,1.0688399531703786e-88,5.176291850083721e-78,1.2317737070645408e-60,2.447460753788556e-103,6.738753541870552e-164,4.735645874120397e-151,1.743854486271511e-98,1.1451461407115496e-115,5.496431015652763e-70,3.609298959681002e-128,3.76,0.0,0.7669619887233002,1.0,1.4804816016427997e-58,4.172864943553782e-110,4.2728649742987544e-10,4.2728649743147805e-10,5.255670382703256e-22
8.300782935930423e-16,0.9284026737811093,8.168203006086275e-37,4.3700690736304566e-18,8.460496973475228e-46,1.6727174203153068e-56,0.0,0.0,2.2909445911387416e-38,9.945835585582923e-85,4.573273218062383e-45,3.354961950322384e-56,5.153294470414432e-42,4.1971755274405454e-75,2.0396335590495475e-57,2.532699420124531e-47,4.427888487175039e-75,1.4577058127885503e-56,9.540494077704933e-47,8.397297427227133e-37,2.1541883637889066e-21,4.803123185906305e-34,3.955598134004484e-56,3.550055147295322e-119,1.4045724795114619e-86,6.625659374326921e-76,3.9416788635101155e-59,1.2531015015251808e-100,5.747007504880774e-160,3.612838925088335e-147,4.583004052785943e-96,1.1726312788700476e-112,3.5177185586424282e-68,7.398422261430222e-125,3.76,0.0,0.7669619882960136,1.0,4.737543891652801e-57,2.192856494306873e-107,8.545731756479276e-10,8.545731756543385e-10,2.1022682363437266e-21
1.660156763102644e-15,0.928402673924658,6.534563607358656e-36,8.740139073399473e-18,1.353679782777236e-44,5.352697286841391e-55,0.0,0.0,1.8327560131420066e-37,1.2730675839005418e-82,7.317272535839954e-44,1.0735881368237041e-54,8.245272695188041e-41,2.6861934166994384e-73,6.526829186829864e-56,4.05232020113805e-46,2.9815061254737e-73,4.664659944176504e-55,1.5264794837910395e-45,6.717839147915682e-36,8.616754820368128e-21,3.842499232145685e-33,1.2657917263488363e-54,3.82289606780524e-116,1.891181339101057e-84,8.480847690124261e-74,1.2613377104997368e-57,6.415883725400006e-98,5.089230018386862e-156,2.850437007629538e-143,1.2340407021800769e-93,1.2007750857523564e-109,2.2513407212725613e-66,1.5178876019831078e-121,3.76,0.0,0.7669619874414403,1.0,1.5160144819149726e-55,1.1804423569637706e-104,1.7091465311254552e-09,1.7091465311510976e-09,8.409069601717291e-21
3.320313702121847e-15,0.9284026742117553,5.227651355773545e-35,1.7480279072937506e-17,2.165887861426804e-43,1.7128633651153733e-53,0.0,0.0,1.4662049470551849e-36,2.852523886270899e-80,1.1707745798152578e-42,3.4354825281456515e-53,1.3192437316728573e-39,2.271573650435009e-71,2.0885855715719272e-54,6.483713174001188e-45,2.7525179829697032e-71,1.4926913851280597e-53,2.4423675145805276e-44,5.374271753266487e-35,3.446702198559479e-20,3.0739996241412865e-32,4.0505338125198777e-53,8.109533454831865e-113,3.484843787216194e-82,1.5089261035594943e-71,4.676123852558535e-56,8.121736424472721e-95,5.9916113733565226e-151,1.0112672090241876e-138,4.5433369542404466e-91,3.6056988674832213e-106,1.665698246726703e-64,1.475074162902673e-117,3.76,0.0,0.7669619857322936,1.0,4.85124700202632e-54,1.2365076352659636e-101,3.4182932382462e-09,3.41829323834877e-09,3.3636243638143925e-20
6.6406275801602536e-15,0.9284026747859501,4.182121254799756e-34,3.496055907201357e-17,3.4654207306423375e-42,5.481163055630786e-52,0.0,0.0,1.1729640129910483e-35,3.663460873062732e-78,1.873274164969054e-41,1.0993544810285643e-51,2.1107899775612218e-38,1.459331198647892e-69,6.683473842300653e-53,1.0373941597039407e-43,2.0780380478325868e-69,4.776612680839128e-52,3.907788281111021e-43,4.299417500555259e-34,1.3786809314020044e-19,2.459199738773253e-31,1.2961707193386024e-51,9.835439279556206e-110,5.26811938050843e-80,1.9374507504233977e-69,1.5027581432311337e-54,4.163166635713295e-92,6.945847956434393e-147,8.160513139551225e-135,1.3744658789638961e-88,3.719183356903884e-103,1.0727921075094088e-62,3.0672722871437552e-114,3.76,0.0,0.7669619823140001,1.0,1.5523991215029417e-52,7.487313478506365e-99,6.8365866371504515e-09,6.836586637560735e-09,1.345446803646597e-19
1.3281255336237066e-14,0.9284026759343394,3.3456970434777906e-33,6.992111907016571e-17,5.544673243474128e-41,1.753972168735701e-50,0.0,0.0,9.383712337371771e-35,4.689352405612822e-76,2.9973499193485756e-40,3.5179344133897995e-50,3.3772637345030825e-37,9.340270432897512e-68,2.1387114028033866e-51,1.6598306448231452e-42,1.7260993093661553e-67,1.5285160487496007e-50,6.252461409188236e-42,3.439533917970619e-33,5.514723812730574e-19,1.9673597173472227e-30,4.1477452014213796e-50,1.3096251952166114e-106,8.74659279544875e-78,2.4800808478706052e-67,4.80946585815337e-53,2.131546069546635e-89,9.667609149795013e-143,6.627163848617067e-131,4.5626749582340245e-86,3.8093696422825e-100,6.867442908865238e-61,6.381492397974305e-111,3.76,0.0,0.7669619754774134,1.0,4.967677159909582e-51,4.984357299074872e-96,1.3673173373610007e-08,1.3673173375251128e-08,5.381763358921372e-19
2.6562510848390695e-14,0.9284026782311187,2.676557605153903e-32,1.3984223906646998e-16,8.871477097340237e-40,5.612710573274339e-49,0.0,0.0,7.506969983752874e-34,6.002372365958834e-74,4.796115709066526e-39,1.125738997812975e-48,5.4036210392008984e-36,5.977776099676504e-66,6.843874661519936e-50,2.6557288561332486e-41,1.6116354116690287e-65,4.891251028656135e-49,1.0003938232421196e-40,2.7516269067464224e-32,2.205889529049645e-18,1.5738876012804996e-29,1.3272776871694796e-48,1.9602390352034954e-103,1.6322218709343384e-75,3.174508385735784e-65,1.5390353509747397e-51,1.0913513989347318e-86,1.701024677075395e-138,5.4052253331797046e-127,1.702335171397929e-83,3.9008139853361756e-97,4.3951963254720505e-59,1.3471333726452244e-107,3.76,0.0,0.7669619618042401,1.0,1.5896565852562051e-49,3.7300612404414265e-93,2.734634660113333e-08,2.7346346607697793e-08,2.152686195119063e-18
3.984376636054432e-14,0.9284026805278978,7.653281827818055e-32,2.0976335906277427e-16,3.265292667190632e-39,2.634246699679112e-48,0.0,0.0,2.1465242405485454e-33,3.097001925496438e-73,1.765702169720253e-38,5.2834022163689883e-48,1.9888912045153526e-35,2.966467292009704e-65,3.2120755148447342e-49,1.0124965909121377e-40,8.988484296207165e-65,2.2956398173259715e-48,3.8140014300243e-40,7.867932784684959e-32,4.687515237575923e-18,4.500334560478759e-29,6.2293897111123e-48,1.5502213504582008e-102,1.0686735939791196e-74,1.7873317346724764e-64,6.80391940294658e-51,6.2306855782089466e-86,1.3245745286657066e-137,4.9794254589860625e-126,1.2818253091038577e-82,2.4717950190416867e-96,2.3522310451525554e-58,8.263382219380062e-107,3.76,0.0,0.7669619481310671,1.0,7.460829411653786e-49,2.7053412331059073e-92,4.101951958326089e-08,4.101951959721035e-08,4.574430022587969e-18
6.640627738485157e-14,0.9284026851214556,3.517163821190324e-31,3.4960559905538283e-16,2.512343293448392e-38,3.672789451349601e-47,0.0,0.0,9.86462789158199e-33,2.087706826348211e-71,1.3592548056285165e-37,7.36605064047719e-47,1.5302689791695454e-34,9.382248861273457e-64,4.4784332743122207e-48,8.326123465329057e-40,4.122911166631837e-63,3.2006879518211277e-47,3.1363908345291126e-39,3.615808969047884e-31,1.2959600803357588e-17,2.0681861109327492e-28,8.685297542951364e-47,1.2593033783148296e-99,8.413245840132553e-73,1.0466500355413706e-62,1.0972539821187157e-49,1.879441340800146e-83,2.8691855786763973e-133,3.185781722177521e-122,1.7630427000375332e-80,1.6053504899578872e-93,6.404401983128344e-57,1.293466146368945e-103,3.76,0.0,0.7669619207847221,0.9999999999999999,1.0402235855908064e-47,1.1888071015711252e-89,6.836586456593307e-08,6.836586460449904e-08,1.2646752914186813e-17
