Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137)
1.0526387900043654e-08,0.9302102859582957,9.81467296251969e-16,5.5417719326152937e-11,5.5227374539121444e-18,7.308059437229022e-22,0.0,0.0,2.8817731748543676e-16,6.543980616633433e-34,5.507127457320568e-16,1.4765145810689678e-21,2.5810865534015346e-14,2.8750949409540543e-33,8.467138963389205e-23,2.244010662382802e-19,5.31900928464297e-28,6.362467049114648e-22,8.611044775207214e-19,7.238204579320239e-16,2.589263010533623e-07,4.0998644745777456e-13,1.5177295539996047e-21,4.7516632842578786e-45,4.238257700632213e-33,2.2652672894326026e-27,3.2072336670565458e-24,3.2693601367613825e-38,1.5500593002821924e-58,5.838523897431474e-57,3.775067025666135e-36,2.4068531587629436e-43,1.1617475985867644e-26,1.592477331964544e-44,3.76,0.0,0.7562011797975798,0.9999999999722767,2.0679528234247138e-22,1.2266904917757505e-39,0.010760512901195318,0.010761068279731745,3.7525086541800814e-08
1.0878900046347676e-08,0.9302703806790154,1.1020975162966636e-15,5.7273571989970655e-11,6.380233459806517e-18,8.610378591243933e-22,0.0,0.0,3.377123992832411e-16,9.271923567445888e-34,6.473774024387452e-16,1.74003945451999e-21,2.939000817918181e-14,3.5426562199846436e-33,9.959143995563689e-23,2.5579220027698766e-19,6.743050023135264e-28,7.495939167439722e-22,9.82138571603259e-19,7.980894036947804e-16,2.765269683740525e-07,4.519092249377894e-13,1.7807670872585144e-21,6.817697835381343e-45,5.5120975604657437e-33,2.8796742269212467e-27,3.7794668416046164e-24,4.388680463884156e-38,2.570298884403672e-58,9.099706495052916e-57,5.066405228172958e-36,3.363992170962016e-43,1.4136087317701215e-26,2.3736594450596467e-44,3.76,0.0,0.7558434418190193,0.9999999999713469,2.4363646050996894e-22,1.7145598144226908e-39,0.011118231920693977,0.011118823859003365,3.888343719017776e-08
1.1583924338955722e-08,0.9303904851411423,1.3777444130786285e-15,6.098527759058437e-11,8.416447885667653e-18,1.176965261010124e-21,0.0,0.0,4.572021519092584e-16,1.804657536236085e-33,8.811036909599712e-16,2.379581414693875e-21,3.7638579818604175e-14,5.283989258542386e-33,1.3567345436161123e-22,3.282862081292151e-19,1.0611166861375996e-27,1.024534309430991e-21,1.2619571728369015e-18,9.613297350845825e-16,3.1345782435123094e-07,5.439947131909539e-13,2.414059984858427e-21,1.3579639176826652e-44,9.101916312297337e-33,4.5570503169342065e-27,5.1683791981412285e-24,7.692231707306571e-38,6.77689139504584e-58,2.128908250059346e-56,8.880914815396102e-36,6.3806328507081305e-43,2.054661696485338e-26,5.088406218696648e-44,3.76,0.0,0.7551284734898319,0.9999999999694867,3.3300062859925877e-22,3.250130488135793e-39,0.011833160604157063,0.011833829119143177,4.159820898458019e-08
1.2288948631563768e-08,0.9305104763869193,1.704528902965852e-15,6.469698361491655e-11,1.0947766768505386e-17,1.579251676729233e-21,0.0,0.0,6.083426056574507e-16,3.382216541479572e-33,1.177500161889115e-15,3.1943698479724e-21,4.7492125876926286e-14,7.714544445274292e-33,1.8143269693170003e-22,4.151208630689564e-19,1.628115832487723e-27,1.3745831679387005e-21,1.5976059968274185e-18,1.1451420801954564e-15,3.526933753413783e-07,6.475974519559997e-13,3.2125827378319743e-21,2.598590713295372e-44,1.4601679264895943e-32,7.031996796020723e-27,6.938355857981929e-24,1.3040094148462437e-37,1.6913734584303876e-57,4.751148094206923e-56,1.5066909160928765e-35,1.167818502529225e-42,2.9208386526590625e-26,1.0439812758481962e-43,3.76,0.0,0.7544141814643396,0.9999999999676257,4.4677814499690965e-22,5.940453682939932e-39,0.012547410681791488,0.012548160380295508,4.4310407181626554e-08
1.2993972924171814e-08,0.9306303545235377,2.0893305801484848e-15,6.84086901437399e-11,1.406389488826248e-17,2.0844191189636804e-21,0.0,0.0,7.970003757408991e-16,6.126693696633563e-33,1.5482445556783467e-15,4.21805807327086e-21,5.91404376062722e-14,1.1051049784592853e-32,2.3866219949851455e-22,5.180511989610162e-19,2.4426378090280084e-27,1.814091424824294e-21,1.996032684360245e-18,1.3506794725365317e-15,3.942320213720857e-07,7.6334756047915e-13,4.205574590140269e-21,4.79783160317675e-44,2.2831789813356263e-32,1.0610907437936682e-26,9.163019613787616e-24,2.1459206238197526e-37,4.015786589362921e-57,1.0160135844761117e-55,2.4830206037749915e-35,2.0704497274093922e-42,4.071096164113644e-26,2.0592556735283844e-43,3.76,0.0,0.753700565102812,0.9999999999657636,5.896339179412106e-22,1.0510490237817686e-38,0.013260982794926027,0.01326181828059105,4.7020032190949937e-08
1.369899721677986e-08,0.9307501196580872,2.539668002604322e-15,7.212039726921745e-11,1.7866452107136427e-17,2.7109613334428383e-21,0.0,0.0,1.0297103088046565e-15,1.0770832478314012e-32,2.006344159949301e-15,5.4883416062651965e-21,7.27825726442068e-14,1.5564182554458264e-32,3.09355008983807e-22,6.389287206787483e-19,3.5922729105052164e-27,2.3591164273926243e-21,2.4645862231167957e-18,1.579084209558947e-15,4.380721626446824e-07,8.918676024473673e-13,5.4252338381986996e-21,8.587235773687236e-44,3.48991405027785e-32,1.5695864300331057e-26,1.1925075749805374e-23,3.439781158012311e-37,9.157630393617124e-57,2.0965301015593455e-55,3.988545597350138e-35,3.569781571344568e-42,5.575321403298046e-26,3.92703487203287e-43,3.76,0.0,0.7529876237661245,0.9999999999639004,7.66787615892976e-22,1.807521467298315e-38,0.013973877584283112,0.013974803457555598,4.9727085514287856e-08
1.4404021509387906e-08,0.9308697718975559,3.0637212896239297e-15,7.583210509573701e-11,2.2469807596273465e-17,3.4794250644783005e-21,0.0,0.0,1.3136992332019783e-15,1.8412654090905234e-32,2.5661829174226755e-15,7.047126886575486e-21,8.862670555870063e-14,2.1586535112494682e-32,3.9571065287248082e-22,7.797008576258348e-19,5.188579906694099e-27,3.0274909757563008e-21,3.0110161922790666e-18,1.8314879271335908e-15,4.842121995366285e-07,1.0337726531393185e-12,6.906779980902309e-21,1.4929157176229353e-43,5.225818125991885e-32,2.28030815005307e-26,1.5316759805493432e-23,5.383173109888893e-37,2.002502012070146e-56,4.1751095484618625e-55,6.259037319953119e-35,5.997782548831308e-42,7.515307070603652e-26,7.251424642732594e-43,3.76,0.0,0.7522753568157567,0.999999999962036,9.84036124661944e-22,3.027638810973084e-38,0.014686095689979502,0.014687116548110486,5.2431569506418256e-08
1.5814070094603996e-08,0.931108738118698,4.369265599144325e-15,8.325552334081519e-11,3.461037174583368e-17,5.5355260526019434e-21,0.0,0.0,2.0681567896574816e-15,5.040340755551012e-32,4.05604367386794e-15,1.1220870121814671e-20,1.2779750298652408e-13,3.990028111360697e-32,6.253153977958485e-22,1.1291919302528711e-18,1.0337004900402709e-26,4.815308111095481e-21,4.370497776808285e-18,2.4127664134028413e-15,5.833855625972954e-07,1.3601614259486816e-12,1.0812206886835172e-20,4.230064221159615e-43,1.1127158530310232e-31,4.5967738062637986e-26,2.4411004138520068e-23,1.2418977039802451e-36,9.029859988478052e-56,1.556591281152039e-54,1.456077742362998e-34,1.5920755298473677e-41,1.3101371309543386e-25,2.3130216838228997e-42,3.76,0.0,0.7508528435229184,0.9999999999583032,1.5651550114872896e-21,7.99280800827197e-38,0.016108504407838613,0.016109729014659485,5.7832838665792315e-08
1.6996662087805227e-08,0.9313088091826296,5.777416718088597e-15,8.948146462951473e-11,4.855098899756851e-17,7.921491705325667e-21,0.0,0.0,2.9370127105306043e-15,1.092709732084924e-31,5.774480373467108e-15,1.606819392689357e-20,1.694553515955097e-13,6.439898761769276e-32,8.898027463828255e-22,1.5027376240924895e-18,1.7658273081905005e-26,6.889230162724367e-21,5.8271645194248675e-18,2.984202061479373e-15,6.736401691896009e-07,1.6805371142918986e-12,1.5266413967899544e-20,9.419524290665592e-43,1.997555900253139e-31,7.92897389030823e-26,3.49950169996063e-23,2.363479435852981e-36,2.8137168260929416e-55,4.2481212462648863e-54,2.7952534728829703e-34,3.385034210114186e-41,2.0120550788455025e-25,5.623776721227311e-42,3.76,0.0,0.7496618717592115,0.9999999999551679,2.239279943864939e-21,1.6904072365178415e-37,0.017299381394514646,0.017300791033315496,6.23549201952384e-08
1.8179254081006458e-08,0.9315085640095995,7.528236707515714e-15,9.570740983279541e-11,6.68380077561395e-17,1.1064415805938201e-20,0.0,0.0,4.074151029937501e-15,2.2478436991686864e-31,8.025944125956486e-15,2.2457918648929833e-20,2.203753129053019e-13,1.0100278963086424e-31,1.2358464335603995e-21,1.961447549328064e-18,2.918298431903007e-26,9.620150340418848e-21,7.619975789580569e-18,3.637659727132395e-15,7.70344707922724e-07,2.046392323594993e-12,2.104177107912074e-20,1.9881125314254288e-42,3.4536511531077437e-31,1.3229017298111314e-25,4.89808277156716e-23,4.3035994098660984e-36,8.154817180224351e-55,1.086617662923473e-53,5.141809622670159e-34,6.859422678581297e-41,3.0019254622851717e-25,1.2889203723876628e-41,3.76,0.0,0.7484727890657221,0.9999999999520272,3.1269730044091832e-21,3.405126734020899e-37,0.018488362868188057,0.018489970431736755,6.686980437736656e-08
1.936184607420769e-08,0.9317080031016651,9.682009706691442e-15,1.0193335991342065e-10,9.049615798995056e-17,1.5130429519427485e-20,0.0,0.0,5.53637558672293e-15,4.414338326627541e-31,1.0923464276960235e-14,3.072989378292353e-20,2.81779200702177e-13,1.5445369369091944e-31,1.6805046983838724e-21,2.5171645304981645e-18,4.6848057101854035e-26,1.315179194123216e-20,9.796777858635593e-18,4.378187258848634e-15,8.734916347588106e-07,2.460426091921394e-12,2.8397387537036723e-20,4.003647457548723e-42,5.776401733641475e-31,2.143460062799971e-25,6.713964674189362e-23,7.538417599313307e-36,2.217346830247623e-54,2.6275869973858258e-53,9.106154674723995e-34,1.3334457351226556e-40,4.367020094692889e-25,2.8049353565612943e-41,3.76,0.0,0.7472855924460857,0.9999999999488804,4.274958951319242e-21,6.572087903081635e-37,0.01967545183275302,0.01967727019874698,7.137750211186343e-08
2.054443806740892e-08,0.9319071269600787,1.2305872361297037e-14,1.0815931600595844e-10,1.2072610743996904e-16,2.0308172425543774e-20,0.0,0.0,7.387672942031806e-15,8.325188885734953e-31,1.4594357788986185e-14,4.127022523616396e-20,3.5494996861310403e-13,2.3094926188903584e-31,2.2429203293455516e-21,3.1824502014131234e-18,7.330947193513233e-26,1.7647163196746263e-20,1.240852977146654e-17,5.210753719036271e-15,9.830734072384992e-07,2.925283192910203e-12,3.761994688582495e-20,7.739985957984443e-42,9.384994511486516e-31,3.3845021305478732e-25,9.035814301252498e-23,1.2764839086235635e-35,5.701858207211887e-54,6.051074305047705e-53,1.560209128110765e-33,2.4992510072099746e-40,6.213338546603427e-25,5.836020133504548e-41,3.76,0.0,0.74610027890869,0.9999999999457272,5.73623394753479e-21,1.2220938544443298e-36,0.02086065128734949,0.02086269331841919,7.58780246569129e-08
2.172703006061015e-08,0.9321059360853012,1.5474107513966787e-14,1.1438527943480555e-10,1.5892248185388964e-16,2.6810067469237354e-20,0.0,0.0,9.699524289385213e-15,1.514898898986267e-30,1.9180851764701527e-14,5.451387176700741e-20,4.4122960450837693e-13,3.384622416163135e-31,2.9443994316814898e-21,3.970577169206174e-18,1.1214481289959272e-25,2.3289593000951477e-20,1.5509291448535887e-17,6.140250487804622e-15,1.0990824845181404e-06,3.4435551095760885e-12,4.902417790986896e-20,1.443736720608866e-41,1.486139658910519e-30,5.222751349781876e-25,1.1964860121606445e-22,2.0976796432935556e-35,1.3970097117482534e-53,1.3355724921128088e-52,2.596147871701724e-33,4.5349733886872386e-40,8.668046032126726e-25,1.1674035079801901e-40,3.76,0.0,0.7449168454666685,0.9999999999425665,7.57040290036141e-21,2.199258026475266e-36,0.022043964226370304,0.02204624277008272,8.037138354054708e-08
2.4092214047012612e-08,0.9325026121340334,2.3778999011027778e-14,1.2683723471449886e-10,2.6592910320314937e-16,4.476605410321129e-20,0.0,0.0,1.6030888091985422e-14,4.6230508497507184e-30,3.174929962165904e-14,9.111774393764206e-20,6.587607149263794e-13,6.904277296322593e-31,4.8612348626883416e-21,5.9719331407079955e-18,2.480206602538158e-25,3.885948517238561e-20,2.3409484290335825e-17,8.309221554348654e-15,1.350352398505912e-06,4.650451200883504e-12,7.978017686719126e-20,4.65697997345405e-41,3.501084533838855e-30,1.174577733125438e-24,2.012178923251317e-22,5.265585353335814e-35,7.883487069025005e-53,6.076302878021235e-52,6.71346958820083e-33,1.3841449900117147e-39,1.6040803741638575e-24,4.3223008913923505e-40,3.76,0.0,0.7425556069449445,0.9999999999362191,1.2631798317200606e-20,6.626999307966202e-36,0.0244049425115837,0.02440773256304471,8.933665591155636e-08
2.6457398033415074e-08,0.9328980352356347,3.534524086310081e-14,1.3928924094541245e-10,4.273531823294487e-16,7.122633376511385e-20,0.0,0.0,2.5264334194211982e-14,1.264777096432876e-29,5.008907899528959e-14,1.4510470605034547e-19,9.462052084501331e-13,1.3257874710246308e-30,7.647722159887946e-21,8.641316802238378e-18,5.1300175162764445e-25,6.1776663119589e-20,3.399136178301569e-17,1.092272257363471e-14,1.6272410838209038e-06,6.100819597413319e-12,1.23759081760742e-19,1.345708626117301e-40,7.651448585870568e-30,2.4669601652943507e-24,3.229330111804696e-22,1.2100448636516613e-34,3.6845023246904885e-52,2.3780567197942222e-51,1.5942603686544837e-32,3.817114551158556e-39,2.8042493867706474e-24,1.4090536894482274e-39,3.76,0.0,0.740201853080593,0.999999999929831,2.0081896582290198e-20,1.8068922319098103e-35,0.02675841054888963,0.02676176331768742,9.827341028858814e-08
2.8822582019817535e-08,0.9332922093652104,5.1053546111989174e-14,1.5174131769313554e-10,6.634703526391392e-16,1.0888540064314724e-19,0.0,0.0,3.827267899079955e-14,3.1578996678726495e-29,7.593713953686927e-14,2.2199105357155314e-19,1.316206978980548e-12,2.418129265710051e-30,1.1559846052187512e-20,1.2109682966783677e-17,1.0025681711413958e-24,9.43490953516472e-20,4.779774948849914e-17,1.401720435328326e-14,1.9296882758850544e-06,7.813575419620085e-12,1.8452450861130003e-19,3.5425356776859235e-40,1.5691331477220228e-29,4.888326501348939e-24,4.987229228040076e-22,2.582446248552252e-34,1.49480876814882e-51,8.260120762371946e-51,3.521498729144158e-32,9.676835624567705e-39,4.677148355392679e-24,4.1325104813076704e-39,3.76,0.0,0.7378555601487453,0.9999999999233938,3.0671244697166256e-20,4.5242933597642465e-35,0.029104392123304786,0.029108358698640726,1.071817367260663e-07
3.1187766006219994e-08,0.9336851384852894,7.192522945172679e-14,1.6419348966366724e-10,9.99762308281143e-16,1.6095042265091664e-19,0.0,0.0,5.6076772466044735e-14,7.315082419153478e-29,1.1132537034763433e-13,3.2833526689976784e-19,1.7821548163565761e-12,4.220628475502134e-30,1.6895019898204454e-20,1.6518600246609916e-17,1.8675186525628355e-24,1.3931228805576202e-19,6.541987660868828e-17,1.7627982932637205e-14,2.2576337397334643e-06,9.806875256702992e-12,2.6611649388359414e-19,8.652233244756402e-40,3.049961112196435e-29,9.219796642706421e-24,7.4590825191587215e-22,5.182325376764315e-34,5.484373634622071e-51,2.6288471645068336e-50,7.320040478171434e-32,2.2914436480271652e-38,7.499932509777858e-24,1.115262242364147e-38,3.76,0.0,0.7355167044997374,0.9999999999168991,4.5289538590312157e-20,1.056885618216811e-34,0.03144291094461318,0.031447542295360356,1.1606172507389868e-07
3.3552949992622456e-08,0.9340768265457481,9.912967385086312e-14,1.766457875044481e-10,1.467717693800722e-15,2.3118713676626143e-19,0.0,0.0,7.985358686133534e-14,1.5914141397994246e-28,1.5859692170910085e-13,4.71823917739695e-19,2.3581209174051517e-12,7.092026670684981e-30,2.399395017087155e-20,2.2020007911156045e-17,3.338735906067631e-24,1.9986249327672657e-19,8.749697088170724e-17,2.1789274258356155e-14,2.6110172712644176e-06,1.2098146855147264e-11,3.730544568469186e-19,1.986004149528076e-39,5.664288820992443e-29,1.666902856461644e-23,1.0858380215263255e-21,9.873633120594097e-34,1.8513944827980282e-50,7.792589894306961e-50,1.4454654825084127e-31,5.122048833226327e-38,1.1632510555296294e-23,2.8100245337527274e-38,3.76,0.0,0.7331852625588634,0.9999999999103374,6.497648703756219e-20,2.330075410635749e-34,0.03377399064760847,0.03377933762237296,1.249134651710383e-07
3.591813397902492e-08,0.9344672774839464,1.3399080593408067e-13,1.8909824862529087e-10,2.105652895823603e-15,3.2396536840311387e-19,0.0,0.0,1.1094329063572535e-13,3.280926052088027e-28,2.2042054290700182e-13,6.613536033711299e-19,3.058804597456285e-12,1.152743850202055e-29,3.3242221058569514e-20,2.8775987687741165e-17,5.7598346291855886e-24,2.796880850642943e-19,1.147158689941231e-16,2.6534226717761012e-14,2.989778698437478e-06,1.4704116702837035e-11,5.103373418879765e-19,4.323645257028868e-39,1.011421156701622e-28,2.9048176476950384e-23,1.544623486092078e-21,1.7992854289079857e-33,5.812785768962364e-50,2.1739586245087512e-49,2.7313730403314104e-31,1.0890981671123157e-37,1.753545161317596e-23,6.67546380263404e-38,3.76,0.0,0.7308612108261421,0.9999999999036985,9.093209987933149e-20,4.888497036721726e-34,0.036097654792329244,0.036103768119513484,1.3373704657290893e-07
3.828331796542738e-08,0.9348564952247613,1.7799239552312591e-13,2.0155091797143946e-10,2.9594849773326976e-15,4.443014089272119e-19,0.0,0.0,1.508550851845902e-13,6.445795510398857e-28,2.998024630205999e-13,9.071040109429197e-19,3.899483834466455e-12,1.8191681725306661e-29,4.507157455124394e-20,3.6958562656454463e-17,9.626021382850229e-24,3.8299732448810123e-19,1.478106670090326e-16,3.189494974898174e-14,3.3938578823455836e-06,1.764083408679055e-11,6.834421600962173e-19,8.977612675276023e-39,1.7439660406962519e-28,4.898665606774992e-23,2.15391637345481e-21,3.1527036131452456e-33,1.7009100553428507e-49,5.728220749959386e-49,4.962416182985888e-31,2.214669977448116e-37,2.5788963993653724e-23,1.5027553193520813e-37,3.76,0.0,0.728544525876102,0.9999999998969716,1.2452581746461963e-19,9.810035254427338e-34,0.038413926864271586,0.0384208571521398,1.4253255844681166e-07
4.30136859382323e-08,0.9356312467511498,3.001870320601813e-13,2.264571050825746e-10,5.542795231042022e-15,7.91287704571039e-19,0.0,0.0,2.6406682778178254e-13,2.2269437375825197e-27,5.250352869679911e-13,1.6149583771129847e-18,6.06448164949061e-12,4.202271963619959e-29,7.843984087192614e-20,5.833978306051885e-17,2.4842367891020612e-23,6.797089126336537e-19,2.3479795517701705e-16,4.4587164782879404e-14,4.277729138635825e-06,2.4567500796563892e-11,1.1613928810136947e-18,3.489197010999778e-38,4.761249573187785e-28,1.2839434983467376e-22,3.9855783343658266e-21,8.797337710492179e-33,1.3322588247397459e-48,3.659763272058557e-48,1.4936756646624246e-30,8.237602051972623e-37,5.245122925742125e-23,6.824854166255307e-37,3.76,0.0,0.7239331629930701,0.999999999883209,2.210217178863297e-19,3.573053119792456e-33,0.043024388360742044,0.043033103914562415,1.6003972887095595e-07
4.7744053911037226e-08,0.9364011122752692,4.809796169658206e-13,2.513648952033741e-10,9.773087916438288e-15,1.3271901316363875e-18,0.0,0.0,4.351655724660534e-13,6.723182472945673e-27,8.655512055416288e-13,2.7056540610373213e-18,8.98492343350888e-12,8.914795890920147e-29,1.2852340324530237e-19,8.773009225006782e-17,5.852781438338871e-23,1.1352512894087683e-18,3.5526149497746846e-16,6.010323013326028e-14,5.262150638368817e-06,3.299400523195302e-11,1.8601430907938862e-18,1.1819455211830773e-37,1.1772372218942575e-27,3.062632000305676e-22,6.988152307351562e-21,2.2016748380118825e-32,8.168205386587418e-48,1.9379261683077592e-47,4.028071873287694e-30,2.6920214555183058e-36,9.97548785043376e-23,2.639038521887193e-36,3.76,0.0,0.7193509879867354,0.9999999998689512,3.6920187156359587e-19,1.143572857492863e-32,0.047605561539549236,0.04761626335246949,1.7743568403545298e-07
5.247442188384215e-08,0.9371661227489867,7.384865283471992e-13,2.762750156250182e-10,1.6387763161403073e-14,2.1207611930438593e-18,0.0,0.0,6.828634339940115e-13,1.8191135278246924e-26,1.358687825219169e-12,4.315086588103741e-18,1.2798777731069468e-11,1.7628171302200656e-28,2.0055527307094195e-19,1.2684126523594507e-16,1.2783952141248903e-22,1.8051006043602194e-18,5.1673537408758665e-16,7.866576447011362e-14,6.346642585577952e-06,4.302696157015324e-11,2.840291047780327e-18,3.570976224263468e-37,2.6814398236005723e-27,6.756222638860317e-22,1.1738136905686223e-20,5.044100667565357e-32,4.164967772289708e-47,8.842933308757652e-47,9.918805256896025e-30,7.911333609511848e-36,1.7983571150414432e-22,8.94184199036077e-36,3.76,0.0,0.7147978161108,0.9999999998540917,5.871471887812914e-19,3.2850656001044825e-32,0.052157631625888795,0.052170519732557326,1.947211274838899e-07
5.720478985664707e-08,0.9379263089297345,1.0937666845707872e-12,3.0118840559208844e-10,2.6337205403278244e-14,3.256308315883575e-18,0.0,0.0,1.0290177571224927e-12,4.4992830492974833e-26,2.0480967986381884e-12,6.6071157506611645e-18,1.7648907036890476e-11,3.2863284237947235e-28,3.005990251126811e-19,1.7752432049119446e-16,2.62031908267122e-22,2.7558094101944336e-18,7.27473661465264e-16,1.0048354302665391e-13,7.530725825248493e-06,5.4764420901936775e-11,4.169585746754005e-18,9.849458122416506e-37,5.701433533368535e-27,1.395915551574701e-21,1.9036916226722542e-20,1.0745431734098644e-31,1.867972114202618e-46,3.6302789019068e-46,2.263502705348637e-29,2.1369975294092516e-35,3.1036444951997363e-22,2.730975805824688e-35,3.76,0.0,0.7102734637883181,0.999999999838514,8.965708875041037e-19,8.644407528089273e-32,0.05668078267497102,0.05669605615280815,2.1189675817842027e-07
6.193515782945199e-08,0.938681701377664,1.570886108640171e-12,3.261062481707117e-10,4.081664764702026e-14,4.835737145153741e-18,0.0,0.0,1.498712868431004e-12,1.0325412849783069e-25,2.9839212141875268e-12,9.775823941130678e-18,2.368193492597871e-11,5.827374273344608e-28,4.35565294860907e-19,2.417637120181818e-16,5.087668715948369e-22,4.06582266476291e-18,9.964393202012818e-16,1.2575229680344654e-13,8.813921877638771e-06,6.829650147312096e-11,5.922694673749016e-18,2.518206240137347e-36,1.1435177124606643e-26,2.7279027614865506e-21,2.997968575592598e-20,2.1540363941466036e-31,7.497304126495323e-46,1.3584012301964786e-45,4.843413532489525e-29,5.37056149210523e-35,5.165548213686025e-22,7.647989195925058e-35,3.76,0.0,0.7057777486043407,0.9999999998220936,1.3230996351712571e-18,2.1133001134767962e-31,0.06117519757934167,0.061193054549880034,2.2896327047448172e-07
6.666552580225691e-08,0.9394323304606341,2.1969607156994328e-12,3.51030002729049e-10,6.129864833453648e-14,6.980830172161639e-18,0.0,0.0,2.120319684555554e-12,2.2236708992602287e-25,4.2229297163532435e-12,1.4047716412903025e-17,3.104721678955186e-11,9.89796174927068e-28,6.132243197466896e-19,3.2167176138377433e-16,9.427424085579282e-22,5.826265102805953e-18,1.3332934615729884e-15,1.5465547357056784e-13,1.0195752972031097e-05,8.370597958266332e-11,8.18096482732266e-18,6.037218520072023e-36,2.181259883315571e-26,5.081406622729768e-21,4.60387386439699e-20,4.1009212447237805e-31,2.7346684140597433e-45,4.685522454861525e-45,9.807671327738258e-29,1.2683212990836082e-34,8.33731015191456e-22,1.9888496936811903e-34,3.76,0.0,0.7013104892985458,0.9999999998046976,1.896551087400496e-18,4.850996983021065e-31,0.06564105807621728,0.06566169570651025,2.459213544677157e-07
7.139589377506184e-08,0.9401782263532934,3.00217851643321e-12,3.7596143765807334e-10,8.956580887444757e-14,9.835781797677268e-18,0.0,0.0,2.925534241692307e-12,4.53364488665729e-25,5.8286092461332934e-12,1.968384974700778e-17,3.989591547187601e-11,1.6195199594762046e-27,8.422149300312758e-19,4.194833754180947e-16,1.6771417600568474e-21,8.141696002000316e-18,1.74838507181847e-15,1.8736495700462324e-13,1.1675742079703062e-05,1.0106883900736223e-10,1.1032181198172348e-17,1.3693566152800992e-35,3.982990629094214e-26,9.078671049469066e-21,6.916198935809962e-20,7.469018446792677e-31,9.174751328143055e-45,1.5029202087388523e-44,1.8931144733329449e-28,2.837200165438494e-34,1.3105416964052612e-21,4.849658571928751e-34,3.76,0.0,0.6968715057579001,0.999999999786185,2.651207751962776e-18,1.0542099306469573e-30,0.07007854475479057,0.07010215925888684,2.627716959689309e-07
7.612626174786676e-08,0.9409194190390302,4.019801576404767e-12,4.009026630407785e-10,1.2774344008843942e-13,1.3570013981553154e-17,0.0,0.0,3.94939536206258e-12,8.812187572160188e-25,7.871216669802425e-12,2.698187527490932e-17,5.038018615354231e-11,2.564491880207581e-27,1.132050142947594e-18,5.375511000126812e-16,2.8784862757371793e-21,1.1130827173417914e-17,2.2527413463011075e-15,2.240417396456158e-13,1.3253412945916648e-05,1.2045477590095197e-10,1.4570324681983344e-17,2.959347629351018e-35,6.999150098452608e-26,1.5636536850988266e-20,1.0188772289680961e-19,1.3089715049719379e-30,2.858354247533915e-44,4.514370745123668e-44,3.5036465005210497e-28,6.049834597127574e-34,2.012916247764057e-21,1.11746234031572e-33,3.76,0.0,0.6924606190093913,0.9999999997664077,3.6260872433269485e-18,2.1832529390250014e-30,0.07448783706346616,0.07451462370394851,2.795149763746454e-07
8.085662972067168e-08,0.9416559383110773,5.286150030992352e-12,4.2585616310222604e-10,1.783320100742232e-13,1.8381304525841966e-17,0.0,0.0,5.230283749697783e-12,1.642358091003176e-24,1.0427793717502695e-11,3.627800180942414e-17,6.26524607826262e-11,3.945050176999838e-27,1.4931200202242807e-18,6.78340510161606e-16,4.785539616226611e-21,1.492720703596549e-17,2.858058694501081e-15,2.6483655272864083e-13,1.4928290120964453e-05,1.419276626153499e-10,1.8895334211135503e-17,6.129145033054964e-35,1.1888167993750728e-25,2.6070990311030133e-20,1.4747648991073345e-19,2.2179410046251412e-30,8.336389202721175e-44,1.2776012345879987e-43,6.2471207743225475e-28,1.2361182446009666e-33,3.0288624705938734e-21,2.448748903639336e-33,3.76,0.0,0.6880776512128245,0.9999999997452101,4.865211436749732e-18,4.332267134626512e-30,0.07886911331703267,0.07889926640661908,2.96151872757807e-07
8.558699769347661e-08,0.9423878137737361,6.840571467013182e-12,4.5082482831300387e-10,2.442392461538319e-13,2.449926042758967e-17,0.0,0.0,6.809905872748936e-12,2.9489470689598795e-24,1.3582151766318683e-11,4.794888955774987e-17,7.686481575054106e-11,5.914686438045539e-27,1.936692672852848e-18,8.444259163084858e-16,7.732952493098138e-21,1.967987672003194e-17,3.576694453754914e-15,3.0989045920966053e-13,1.669989899041102e-05,1.6554597683631327e-10,2.411287834073184e-17,1.2225031051833462e-34,1.958899809090379e-25,4.222786033693644e-20,2.1006081507487614e-19,3.64786385667874e-30,2.2918224618418713e-43,3.425154214492616e-43,1.0774531825603857e-27,2.430814045672466e-33,4.4742017673064454e-21,5.1308485379916384e-33,3.76,0.0,0.6837224256536607,0.9999999997224294,6.417878134687701e-18,8.27451316345812e-30,0.0832225507037943,0.08325626360699988,3.1268305796088703e-07
