Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49)
1.6651879782452615e-09,0.850218765632292,1.6849161241160507e-08,2.0318758784575487e-11,5.903737220553314e-10,1.3312440309892691e-10,0.0,0.0,1.8609983346727873e-07,8.840985388374971e-13,8.643232969154221e-14,3.307410903552759e-15,4.256270048469513e-18,1.1178766243514023e-25,9.0521658408658e-18,1.7733963846239266e-12,8.319001434246494e-10,1.1584463871299056e-14,1.1981545444865963e-21,6.897372008724738e-20,8.388883994519519e-10,1.1208720597447682e-16,2.50878020403108e-11,3.9125491972533077e-22,2.36295145925318e-15,5.211675378874866e-17,2.527321152226931e-15,2.997794497162571e-20,2.922944952765454e-22,2.6903456283857985e-22,6.888027062428569e-19,5.977629512038406e-24,5.783957757297938e-18,1.7715546987952955e-31,3.76,0.0,0.6109626172516511,0.9974701338555786,1.7594309903898707e-12,4.2277666886617287e-13,0.0006151221798455079,0.0006151248765614559,5.568834806282921e-10,1.17196961675503e-12,0.0025296794491633783,1.6145398787619114e-13,2.2428492836162298e-14,1.636650512661739e-07,5.113760915463012e-09,2.1021744210190396e-09,1.469009275587199e-08,3.541047647293217e-05,4.924773765693691e-13,5.729534540321825e-10,3.9290884832231563e-10,1.8791105514109164e-13,6.976179435792923e-11,4.980484892988694e-10,6.680118434661066e-18,1.6242149499907916e-17,3.0318097670362825e-11,1.3422763165693741e-20,8.3233292472554e-10,1.6788913473173116e-12,7.065935870925316e-13,3.436782276407621e-19
1.704306833340686e-09,0.8502211173318371,1.7654847195331928e-08,2.1705840864396697e-11,6.18862434516165e-10,1.4278471665360315e-10,0.0,0.0,1.9046612905313694e-07,9.261063811673257e-13,9.266306313550452e-14,3.542638519523189e-15,4.670190043427779e-18,1.2183437112204158e-25,9.630677606465817e-18,1.8553696941703572e-12,8.698807321852437e-10,1.240788119271802e-14,1.2967913632502527e-21,7.416210526148993e-20,8.78760368066561e-10,1.201532164826216e-16,2.5636054711222323e-11,4.390086623125504e-22,2.5260987777856694e-15,5.820229647540688e-17,2.7102192057894335e-15,3.346598178686831e-20,3.27294663852037e-22,3.011266190374907e-22,7.53828209142318e-19,6.74915598555875e-24,6.347383555671119e-18,2.089975199936895e-31,3.76,0.0,0.6109477541895145,0.9974660062383806,1.8873426814689218e-12,4.526565073455414e-13,0.0006295650344710692,0.0006295678495085525,5.769161696462603e-10,1.221849699162205e-12,0.0025338026713412867,1.6996887622612013e-13,2.3567808720456966e-14,1.6701767871378338e-07,5.305873982690469e-09,2.2378598971347733e-09,1.5357919295471057e-08,3.624189025630999e-05,5.164445691646785e-13,6.001756625422717e-10,4.0874686273610846e-10,1.972415032373248e-13,7.248610081455954e-11,5.194052660166582e-10,7.320355990651434e-18,1.743584709639287e-17,3.1115743200843766e-11,1.4870380852469667e-20,8.703440991535813e-10,1.7394484618287148e-12,7.566263237900853e-13,3.7657775291970894e-19
1.7434256884361105e-09,0.8502234689774597,1.8479056667646302e-08,2.3155949549488518e-11,6.480427611145568e-10,1.5290118967854773e-10,0.0,0.0,1.9483226955487448e-07,9.69088758870547e-13,9.918608836211655e-14,3.788606189109548e-15,5.113589610676564e-18,1.32548662830175e-25,1.023240468070875e-17,1.939088936334972e-12,9.086385255969088e-10,1.3268844055073822e-14,1.401323544572484e-21,7.961965876773651e-20,9.19557751479195e-10,1.285962124152716e-16,2.6182514242032518e-11,4.912955265149799e-22,2.6962504947189386e-15,6.484946900689735e-17,2.9017615990844647e-15,3.7261957580774595e-20,3.6552235822022434e-22,3.361606369323971e-22,8.232568499655586e-19,7.60048526757545e-24,6.95103126142569e-18,2.456534207368752e-31,3.76,0.0,0.6109328914878043,0.9974622513944178,2.021356853050619e-12,4.83883026663499e-13,0.0006440075364448152,0.0006440104720298462,5.970902908652762e-10,1.2725230092163814e-12,0.0025375531197410683,1.787579907638431e-13,2.4736791263187933e-14,1.703500840343621e-07,5.499573845383378e-09,2.3785910256127234e-09,1.6039245109003433e-08,3.7073283176013775e-05,5.410214926416093e-13,6.28029348492489e-10,4.247877638665326e-10,2.0679502667330362e-13,7.524083577610084e-11,5.411084407095639e-10,8.005156472274403e-18,1.8688622828327643e-17,3.191743390832632e-11,1.643591087384468e-20,9.091338566297126e-10,1.8003708981058744e-12,8.089219011043838e-13,4.117584794843683e-19
1.782544543531535e-09,0.8502258205691553,1.9321743999615437e-08,2.467047441297157e-11,6.779160738047829e-10,1.634841627737496e-10,0.0,0.0,1.9919825659471232e-07,1.0130456549567614e-12,1.060080906956483e-13,4.04553979596977e-15,5.587836137658349e-18,1.439607112747469e-25,1.0857744192712655e-17,2.024547346524338e-12,9.481691485620602e-10,1.4168138271001721e-14,1.512013549671377e-21,8.535493099183945e-20,9.612805320522788e-10,1.374247150143155e-16,2.6727186727340212e-11,5.484281459393975e-22,2.873525024361893e-15,7.209664859569247e-17,3.102150238875231e-15,4.138460948986882e-20,4.071894235672402e-22,3.743277234612555e-22,8.97272510220431e-19,8.537910531554084e-24,7.596774210111412e-18,2.8772036422301027e-31,3.76,0.0,0.6109180291464996,0.9974588356223398,2.1616201443931334e-12,5.164833733583142e-13,0.0006584496857876865,0.0006584527441339742,6.173993855520821e-10,1.323976475289541e-12,0.0025409644957105014,1.8782641803310885e-13,2.593556386616263e-14,1.7366240883031512e-07,5.694780699963166e-09,2.5244096086038946e-09,1.673398875464644e-08,3.790465523251096e-05,5.662118424500899e-13,6.565144945294856e-10,4.410265818969439e-10,2.1657130948266515e-13,7.802511867835276e-11,5.631522548624865e-10,8.736502453886281e-18,2.0002139675132e-17,3.2723177465506336e-11,1.8126081270937327e-20,9.486978498367038e-10,1.861632918330989e-12,8.635263821741643e-13,4.493205848075197e-19
1.8216633986269595e-09,0.8502281721069185,2.0182861953095255e-08,2.62507998604844e-11,7.084837418174182e-10,1.7454394986438593e-10,0.0,0.0,2.0356409165212227e-07,1.057977052770005e-12,1.1313575454184901e-13,4.313664347189619e-15,6.094327983098884e-18,1.5610151636297232e-25,1.1507090378553174e-17,2.111738183350202e-12,9.88468250076487e-10,1.5106546406117255e-14,1.6291354355481108e-21,9.137663264563609e-20,1.0039286921493296e-09,1.46647239672272e-16,2.7270078241275356e-11,6.107329094585598e-22,3.0580391328502894e-15,7.998392605627439e-17,3.3115871697012362e-15,4.585329716028876e-20,4.525160932204592e-22,4.1582637447670685e-22,9.76061949545416e-19,9.568071430600688e-24,8.286528642194749e-18,3.3585425316932006e-31,3.76,0.0,0.6109031671655796,0.9974557282672581,2.3082794905246643e-12,5.504845386515437e-13,0.000672891482520179,0.0006728946658295726,6.378372887622705e-10,1.3761972292289212e-12,0.002544067454135052,1.9717934851318132e-13,2.7164255284436824e-14,1.7695479353734473e-07,5.89141711892083e-09,2.6753554162363936e-09,1.744206936045154e-08,3.8736006426269276e-05,5.92019395708739e-13,6.856310830377143e-10,4.574584695983821e-10,2.2657005142786607e-13,8.083809584779604e-11,5.855310121052206e-10,9.516416891684983e-18,2.1378082310406602e-17,3.3532981482943386e-11,1.9947857678202336e-20,9.89031755391521e-10,1.923209710858744e-12,9.204855808036968e-13,4.893661501564473e-19
1.860782253722384e-09,0.8502305235907446,2.1062361770135947e-08,2.7898305012685606e-11,7.397471315361903e-10,1.860908373353951e-10,0.0,0.0,2.0792977607661259e-07,1.1038829359583759e-12,1.205757633882727e-13,4.593203976132184e-15,6.634494473015951e-18,1.6900291802320496e-25,1.2180834600414542e-17,2.2006547285683487e-12,1.0295315031775179e-09,1.6084847789549216e-14,1.7529753868722696e-21,9.769363805664362e-20,1.0475022141349287e-09,1.562722959362961e-16,2.781119483755978e-11,6.785502316958176e-22,3.2499079533256486e-15,8.855314136040316e-17,3.5302745719859392e-15,5.068800415614681e-20,5.017310964206196e-22,4.608625579080621e-22,1.0598147567793996e-18,1.0697964979237135e-23,9.02225371652814e-18,3.9077403983781435e-31,3.76,0.0,0.6108883055450239,0.997452901445412,2.4614821216697544e-12,5.859133593091119e-13,0.0006873329266623613,0.0006873362371252766,6.583981159766142e-10,1.4291726037185655e-12,0.002546889878772361,2.068220761872878e-13,2.8422999667656065e-14,1.8022737744688387e-07,6.089407985776966e-09,2.8314662463313216e-09,1.816340661967595e-08,3.956733675775679e-05,6.184480108515992e-13,7.153790961447228e-10,4.740786993095569e-10,2.3679096768379493e-13,8.367893965830814e-11,6.08239077717142e-10,1.0346963005638186e-17,2.2818157509147698e-17,3.4346853509185316e-11,2.190844741139361e-20,1.0301312737943787e-09,1.985077359598958e-12,9.798450625287585e-13,5.319991459190397e-19
1.8999011088178086e-09,0.8502328750206278,2.1960193231151594e-08,2.9614363592554134e-11,7.71707606380977e-10,1.9813508319929644e-10,0.0,0.0,2.1229531109934217e-07,1.1507632884464355e-12,1.2833479980467465e-13,4.884381945297474e-15,7.209795896535854e-18,1.8269761024314109e-25,1.2879365365657083e-17,2.2912902870194333e-12,1.0713546048916943e-09,1.710381852458278e-14,1.8838322559164165e-21,1.0431498843077432e-19,1.0920010803746967e-09,1.6630838751218223e-16,2.8350542549565823e-11,7.522348219523763e-22,3.4492450010223944e-15,9.784791897722467e-17,3.7584147601132286e-15,5.590933907342003e-20,5.550717633203552e-22,5.096497941300777e-22,1.1487233015338808e-18,1.1934956497033308e-23,9.805951523368807e-18,4.532662857184568e-31,3.76,0.0,0.6108734442848118,0.9974503297941455,2.621375562649947e-12,6.227965185004479e-13,0.0007017740182338921,0.0007017774580297203,6.790762503486426e-10,1.4828901296487787e-12,0.0025494571322763034,2.167599981014392e-13,2.9711936591651585e-14,1.834802987271625e-07,6.288680431809986e-09,2.9927779824877496e-09,1.8897920786203196e-08,4.039864622744182e-05,6.455016272679916e-13,7.457585157279301e-10,4.908826599912055e-10,2.472337884327674e-13,8.65468477152066e-11,6.312708781341197e-10,1.123024416473679e-17,2.4324094545579078e-17,3.516480103090772e-11,2.4015303550955132e-20,1.0719921293772897e-09,2.047212814411182e-12,1.0416501456907634e-12,5.773254170357397e-19
1.939019963913233e-09,0.8502352263965629,2.2876304711460593e-08,3.140034381736015e-11,8.04366526695927e-10,2.1068691629612658e-10,0.0,0.0,2.1666069784370604e-07,1.1986180944100307e-12,1.3641954544349814e-13,5.187420649190118e-15,7.821723501509796e-18,1.9721915530780708e-25,1.3603068345798614e-17,2.383638186570569e-12,1.1139332761817161e-09,1.816423149940379e-14,2.0220181106855193e-21,1.112498950877911e-19,1.1374252732352654e-09,1.7676401226836414e-16,2.8888127390374e-11,8.321559515840544e-22,3.656162188262058e-15,1.0791370299467507e-16,3.996210180475038e-15,6.153853637381048e-20,6.127841272636477e-22,5.624092335977768e-22,1.242982686262979e-18,1.328679060914048e-23,1.0639667096932578e-17,5.241899480725042e-31,3.76,0.0,0.6108585833849233,0.9974479902440607,2.7881076322604754e-12,6.611605466556681e-13,0.0007162147572540345,0.0007162183285515369,6.998663305295518e-10,1.5373375334953404e-12,0.0025517922840417495,2.26998613914105e-13,3.1031211085690784e-14,1.8671369444306593e-07,6.489163774492047e-09,3.1593246505906136e-09,1.964553267004519e-08,4.122993483579298e-05,6.731842649353266e-13,7.767693234220294e-10,5.078658543526073e-10,2.5789825842198817e-13,8.944104206552079e-11,6.546209004575185e-10,1.2168403775407276e-17,2.5897645581684616e-17,3.598683147306753e-11,2.627612902394292e-20,1.1146100702518952e-09,2.1095938624662297e-12,1.105945902518656e-12,6.254526685369282e-19
1.9781388190086576e-09,0.8502375777185442,2.3810643236239262e-08,3.3257608295180454e-11,8.377252496423885e-10,2.2375653552457073e-10,0.0,0.0,2.2102593733498588e-07,1.2474473382533269e-12,1.4483668104045438e-13,5.502541617194207e-15,8.471799489929187e-18,2.12601998229656e-25,1.4352326395408988e-17,2.477691778057428e-12,1.1572632618925516e-09,1.926685639793937e-14,2.1678587912422945e-21,1.1850774266928168e-19,1.1837747750842541e-09,1.876476622399122e-16,2.9423955352830086e-11,9.186977198343474e-22,3.870769839354257e-15,1.1879779201935206e-16,4.243863409491906e-15,6.759745695058951e-20,6.751230243905436e-22,6.193697317954067e-22,1.3427906988274826e-18,1.476160229965118e-23,1.1525488427476479e-17,6.044813997834058e-31,3.76,0.0,0.6108437228453379,0.9974458618113762,2.9618264426239777e-12,7.010318223207787e-13,0.000730655143741672,0.0007306588486993589,7.20763239043934e-10,1.5925027347098801e-12,0.0025539163178482597,2.375435254372282e-13,3.238097365660675e-14,1.8992770057488338e-07,6.690789457584632e-09,3.3311384737847956e-09,2.0406163632921415e-08,4.206120258327914e-05,7.015000240451462e-13,8.084115006268246e-10,5.250238960484567e-10,2.6878413649510234e-13,9.236076843361101e-11,6.782836919652436e-10,1.3163625172948406e-17,2.7540586046515042e-17,3.6812952199070454e-11,2.8698880683269757e-20,1.1579808682564475e-09,2.172199100541448e-12,1.172777160218195e-12,6.764904511854111e-19
2.017257674104082e-09,0.8502399289865653,2.4763154533923633e-08,3.518751392583691e-11,8.717851290967783e-10,2.3735410910353616e-10,0.0,0.0,2.2539103050912314e-07,1.2972510045879186e-12,1.5359288641518974e-13,5.829965516455368e-15,9.161577013143644e-18,2.2888148136434555e-25,1.512751957091815e-17,2.5734444352271825e-12,1.2013403306966519e-09,2.041245971079384e-14,2.3216944741357754e-21,1.2609809231896687e-19,1.231049568290247e-09,1.98967823632527e-16,2.995803240960113e-11,1.012259318129846e-21,4.093176705404726e-15,1.3054937385247948e-16,4.501577151607937e-15,7.410858843646775e-20,7.423521906029759e-22,6.807679215384273e-22,1.448347765550007e-18,1.6367928014358968e-23,1.2465546472910144e-17,6.951596892454176e-31,3.76,0.0,0.6108288626660358,0.9974439254092237,3.1426803985219154e-12,7.424365730108596e-13,0.0007450951777153236,0.0007450990184818179,7.417620911952334e-10,1.648373843122541e-12,0.002555848320561239,2.4840043616905214e-13,3.376138030826516e-14,1.9312245203601343e-07,6.893490992855029e-09,3.50824992595055e-09,2.117973558391209e-08,4.289244947036946e-05,7.304530846229286e-13,8.406850285157421e-10,5.423525069446366e-10,2.7989119508332736e-13,9.530529548142179e-11,7.022538596248142e-10,1.4218131515882542e-17,2.9254715006332916e-17,3.7643170510951254e-11,3.1291773380281734e-20,1.2021003189019039e-09,2.2350079082249563e-12,1.2421885020683182e-12,7.305501472237918e-19
2.0563765291995066e-09,0.8502422802006203,2.5733783088097198e-08,3.7191411806138666e-11,9.065475155532257e-10,2.5148977386335283e-10,0.0,0.0,2.2975597822068595e-07,1.348029078213835e-12,1.6269484047204634e-13,6.169912154769114e-15,9.89264016688107e-18,2.4609385920517885e-25,1.592902514933732e-17,2.670889554682241e-12,1.2461602750381928e-09,2.1601804746274742e-14,2.4838802449539384e-21,1.3403068483516208e-19,1.2792496352227689e-09,2.10732976826528e-16,3.049036451323067e-11,1.1132552928437738e-21,4.323489979029882e-15,1.432195599394957e-16,4.7695542372617356e-15,8.109504526406965e-20,8.14744355931069e-22,7.468482826713167e-22,1.5598569047579948e-18,1.8114716809217706e-23,1.3462015169931688e-17,7.973320469625148e-31,3.76,0.0,0.6108140028469967,0.9974421636763213,3.3308181967046594e-12,7.854008760611901e-13,0.0007595348591931567,0.0007595388379075442,7.628582244781384e-10,1.704939156358095e-12,0.0025576056534604456,2.5957515081920256e-13,3.517259255673015e-14,1.9629808268970413e-07,7.097203903371559e-09,3.6906877837184166e-09,2.196617097518157e-08,4.3723675497533324e-05,7.600477061419847e-13,8.735898880449619e-10,5.598475144513001e-10,2.9121921965962594e-13,9.827391409259883e-11,7.265260696084318e-10,1.5334185683104316e-17,3.104185552566558e-17,3.847749364956666e-11,3.4063284029462533e-20,1.2469642413170387e-09,2.2980004220003054e-12,1.3142242685242434e-12,7.877449562264721e-19
2.095495384294931e-09,0.8502446313607025,2.6722472187906604e-08,3.9270647139308074e-11,9.420137560304348e-10,2.661736345656883e-10,0.0,0.0,2.3412078125012103e-07,1.3997815441022467e-12,1.7214922120092405e-13,6.522600483473519e-15,1.06666039860645e-17,2.6427631334831234e-25,1.675721764689187e-17,2.770020555824184e-12,1.2917189110762321e-09,2.2835651641500266e-14,2.6547866791428978e-21,1.4231544379521554e-19,1.3283749582522633e-09,2.2295159638083846e-16,3.102095759619341e-11,1.2221158065337312e-21,4.561815308976778e-15,1.5686141959069197e-16,5.047997620835089e-15,8.858056849056651e-20,8.925813363452851e-22,8.178632092104068e-22,1.6775236808106697e-18,2.001134154041097e-23,1.4517111444678193e-17,9.121996454026304e-31,3.76,0.0,0.610799143388201,0.9974405608211094,3.5263888251814228e-12,8.299506594762916e-13,0.0007739741881930011,0.0007739783069851674,7.840471884726063e-10,1.7621871572668105e-12,0.0025592041081034843,2.71073574826447e-13,3.661477744376275e-14,1.9945472536492542e-07,7.301865668329975e-09,3.878479177066449e-09,2.2765392797767656e-08,4.455488066524036e-05,7.902882271315173e-13,9.071260599627467e-10,5.775048489214757e-10,3.027680081808576e-13,1.0126593667961094e-10,7.510950468099959e-10,1.6514090173697217e-17,3.290385501934641e-17,3.9315928794800235e-11,3.702215566727623e-20,1.2925684781924725e-09,2.361157510177943e-12,1.388928558326946e-12,8.481898810559397e-19
2.1346142393903557e-09,0.8502469824668055,2.7729163977045717e-08,4.14265591484719e-11,9.781851939823767e-10,2.8141576325131366e-10,0.0,0.0,2.384854403103612e-07,1.452508387379688e-12,1.819627056782463e-13,6.888248600344668e-15,1.1485114439421968e-17,2.834669676211043e-25,1.7612468837564833e-17,2.870830880797548e-12,1.3380120786266998e-09,2.4114757373581303e-14,2.8348004311636998e-21,1.509624786517783e-19,1.3784255197500739e-09,2.3563215103696683e-16,3.1549817570950155e-11,1.3392868976600643e-21,4.80825681464762e-15,1.7153001397058414e-16,5.337110378581057e-15,9.658952539749554e-20,9.76154123058548e-22,8.940730739795317e-22,1.801556158606041e-18,2.206761009212659e-23,1.5633095222882832e-17,1.0410636187266004e-30,3.76,0.0,0.610784284289629,0.9974391024797635,3.729541562490978e-12,8.761117027768498e-13,0.0007884131647323618,0.0007884174257233163,8.053247351961065e-10,1.820106511371202e-12,0.0025606580483126073,2.8290171386955307e-13,3.8088107550360326e-14,2.025925118714545e-07,7.507415669366153e-09,4.071649638540411e-09,2.3577324577432793e-08,4.5386064973960466e-05,8.211790647790068e-13,9.41293524818705e-10,5.953205411134931e-10,3.145373705340962e-13,1.0428069651306956e-10,7.759555743640302e-10,1.7760187009295753e-17,3.4842585595629315e-17,4.015848306577851e-11,4.017740150618673e-20,1.3389088957235328e-09,2.4244607486425215e-12,1.4663452296186633e-12,9.120017139229699e-19
2.1737330944857802e-09,0.8502493335189228,2.8753799501343733e-08,4.366048099410329e-11,1.0150631692127528e-09,2.972261986149515e-10,0.0,0.0,2.428499560528411e-07,1.5062095933136837e-12,1.921419700680239e-13,7.26707375249462e-15,1.234984842389004e-17,3.037049033667696e-25,1.849514777155085e-17,2.9733139944335546e-12,1.3850356411032013e-09,2.5439875770875495e-14,3.024324831919409e-21,1.599820878007875e-19,1.42940130208842e-09,2.4878310372298433e-16,3.207695033000251e-11,1.4652307387912332e-21,5.062917100529025e-15,1.8728242985405106e-16,5.637095706532917e-15,1.0514690887554577e-19,1.0657629693575963e-21,9.757462907809085e-22,1.9321648585645106e-18,2.429377663855555e-23,1.6812269439536237e-17,1.1853313491893232e-30,3.76,0.0,0.610769425551261,0.9974377755870003,3.94042597695385e-12,9.239096378444695e-13,0.0008028517888284314,0.0008028561941306187,8.266868098942841e-10,1.8786860643295923e-12,0.0025619805393691662,2.950656733716708e-13,3.959276100996328e-14,2.0571157301422986e-07,7.713795138316144e-09,4.27022315113246e-09,2.4401890370574718e-08,4.621722842416372e-05,8.527247145273136e-13,9.760922629730402e-10,6.132907197157302e-10,3.2652712798363086e-13,1.0731754707254463e-10,8.011024931665232e-10,1.9074857638887256e-17,3.6859944390459505e-17,4.100516352109801e-11,4.3538308982326393e-20,1.3859813835519214e-09,2.487892397390824e-12,1.5465179010640872e-12,9.792990225504044e-19
2.2128519495812047e-09,0.8502516845170469,2.9796318754991958e-08,4.597373969530222e-11,1.0526490177932243e-09,3.1361494540647843e-10,0.0,0.0,2.472143290729648e-07,1.5608851472996714e-12,2.0269368962301453e-13,7.659292339271531e-15,1.3262513758811572e-17,3.2503017487869864e-25,1.9405620793620575e-17,3.0774633841938734e-12,1.4327854854565917e-09,2.6811757524310595e-14,3.2237804943941923e-21,1.693847616210659e-19,1.4813022876403814e-09,2.6241291155749727e-16,3.260236174594751e-11,1.600425893302325e-21,5.325897270526024e-15,2.0417781314742016e-16,5.948156918395296e-15,1.1427833660362983e-19,1.161717475001522e-21,1.063159374142308e-21,2.069562712085727e-18,2.670055293675107e-23,1.805698004804989e-17,1.34652302708542e-30,3.76,0.0,0.6107545671730772,0.9974365682586932,4.159191925906671e-12,9.733699497642205e-13,0.000817290060498102,0.0008172946122157012,8.481295422514017e-10,1.9379148394173377e-12,0.002563183465397765,3.075716579986416e-13,4.1128921520847725e-14,2.0881203860702424e-07,7.92094710638637e-09,4.474222194852299e-09,2.523901476019392e-08,4.704837101632045e-05,8.84929749666868e-13,1.011522254605864e-09,6.314116089322439e-10,3.387371126141397e-13,1.1037586141821068e-10,8.265307013976834e-10,2.0460522845952585e-17,3.895785389298415e-17,4.185597715906269e-11,4.711444379541633e-20,1.433781854706154e-09,2.551435377836349e-12,1.6294899529769252e-12,1.050202136440179e-18
2.2519708046766292e-09,0.850254035461171,3.085666072544519e-08,4.8367656054804646e-11,1.0909440719851397e-09,3.3059197385771574e-10,0.0,0.0,2.515785599150781e-07,1.6165350348490938e-12,2.136245386859793e-13,8.065119915160673e-15,1.4224849179924986e-17,3.474838249774503e-25,2.0344251561394784e-17,3.183272560114281e-12,1.4812575221132962e-09,2.8231150198771013e-14,3.433605927556606e-21,1.791811854854455e-19,1.5341284587798758e-09,2.7653002585361615e-16,3.312605767153217e-11,1.7453675705727333e-21,5.5972969422001735e-15,2.2227740217268027e-16,6.270497443418899e-15,1.2401005003180567e-19,1.264336668227682e-21,1.156596996683942e-21,2.2139650174750995e-18,2.9299119646850786e-23,1.9369616028916017e-17,1.5262784910871666e-30,3.76,0.0,0.6107397091550582,0.9974354696851672,4.385989554919506e-12,1.0245179776649318e-12,0.0008317279797579758,0.0008317326799871897,8.69649238001138e-10,1.997782035026579e-12,0.002564277636071589,3.204259711516132e-13,4.2696778358527806e-14,2.1189403748549412e-07,8.12881635469492e-09,4.683667792026414e-09,2.6088622851915233e-08,4.787949275090117e-05,9.177988209231754e-13,1.0475834797264441e-09,6.496795261277813e-10,3.5116716677786317e-13,1.1345503158262728e-10,8.522351540466001e-10,2.1919642657841743e-17,4.113826226238865e-17,4.2710930917931135e-11,5.091565394165721e-20,1.4823062455407482e-09,2.6150732508544496e-12,1.7153045284515027e-12,1.1248331332432444e-18
2.2910896597720538e-09,0.8502563863512881,3.193476343703348e-08,5.0843544587610915e-11,1.1299496601644954e-09,3.4816721913404315e-10,0.0,0.0,2.5594264907699797e-07,1.6731592415785452e-12,2.2494119069103539e-13,8.4847711926849e-15,1.523862433314134e-17,3.7110790072335064e-25,2.131140106352741e-17,3.2907350547479575e-12,1.5304476849123416e-09,2.969879824454092e-14,3.654258158597422e-21,1.8938224274334114e-19,1.5878797978816443e-09,2.911428921229198e-16,3.364804393970843e-11,1.9005678796891624e-21,5.877214260911028e-15,2.416445607131053e-16,6.604320824260267e-15,1.3436891317755884e-19,1.3739490854059984e-21,1.2563520441493627e-21,2.365589396336251e-18,3.210113767616187e-23,2.0752609397857075e-17,1.7263643558358184e-30,3.76,0.0,0.6107248514971847,0.9974344700340722,4.620969296996988e-12,1.0773789155571884e-12,0.0008461655466243768,0.0008461703974537093,8.912423709185909e-10,2.058277022185366e-12,0.0025652728837384105,3.336350144543282e-13,4.429652638931988e-14,2.149576975196628e-07,8.337349366144799e-09,4.898579551361059e-09,2.6950640270060896e-08,4.8710593628376625e-05,9.513366560398161e-13,1.0842759181822017e-09,6.680908795306552e-10,3.6381714255669824e-13,1.1655446798196262e-10,8.782108624378091e-10,2.3454716257280732e-17,4.3403143636148736e-17,4.357003167617319e-11,5.495207374093913e-20,1.5315505156741051e-09,2.678790195541799e-12,1.804004534499074e-12,1.2033158252319901e-18
2.3302085148674783e-09,0.8502587371873902,3.303056399331855e-08,5.340271345312807e-11,1.1696671067499684e-09,3.6635058081011606e-10,0.0,0.0,2.603065970141367e-07,1.7307577531998738e-12,2.366503181651009e-13,8.918460045303884e-15,1.630563976810794e-17,3.959454692579704e-25,2.2307427637797092e-17,3.3998444231083905e-12,1.5803519310410756e-09,3.1215443008799837e-14,3.886213363479094e-21,1.99999017674721e-19,1.6425562873212314e-09,3.0625995007941633e-16,3.416832636368819e-11,2.0665560816602737e-21,6.165745913860826e-15,2.623448108187773e-16,6.949830714827845e-15,1.4538241124436417e-19,1.4908928483808388e-21,1.3627256681426221e-21,2.524655750425771e-18,3.5118759543806315e-23,2.220843521346116e-17,1.9486814337360015e-30,3.76,0.0,0.6107099941994374,0.9974335603619763,4.864281871763853e-12,1.1319778131689926e-12,0.0008606027611133615,0.0008606077646238837,9.129055751760755e-10,2.1193893420968514e-12,0.0025661781518288183,3.472052872354507e-13,4.592836608527821e-14,2.1800314562588098e-07,8.54649427859274e-09,5.118975710802394e-09,2.7824993153772714e-08,4.954167364921769e-05,9.855480593572168e-13,1.1215995496674242e-09,6.866421659920631e-10,3.7668690124123344e-13,1.1967359884601682e-10,9.044528937597684e-10,2.5068281895914038e-17,4.5754498429790766e-17,4.4433286252735535e-11,5.923412785838996e-20,1.5815106479250944e-09,2.7425709886665814e-12,1.895632643188525e-12,1.2857757458747867e-18
