Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49)
6.567110537309832e-07,0.8827204576547407,0.00021521635772022866,2.7967380809622176e-05,0.00012336606008408823,0.0005989302407799666,0.0,0.0,5.949706801354872e-05,1.1748966143791033e-07,1.8735347611015384e-05,2.2804100587611788e-07,3.448481022449282e-08,2.437008832062246e-13,6.846368768923328e-10,5.023712407278924e-07,2.8538469138596738e-05,2.802707258770675e-07,8.698751288363866e-09,1.4088443525658134e-09,0.00011855180683738565,1.4725024587582981e-09,2.070322515005181e-08,1.0181665110939364e-09,1.0225126539380115e-09,1.1465731905204936e-05,3.292278979609632e-08,7.784943722264527e-10,1.1457239103541213e-10,1.3504224928890989e-11,6.950339113726151e-10,2.8439390881584584e-12,1.4080306952419201e-08,1.5838001752175353e-13,3.76,0.0,0.4057836709743068,0.9971310239928562,0.0001694941367386512,3.830460135574177e-06,0.19894365672302755,0.19932612567097635,3.1845278383441e-07,1.3360235074354057e-09,0.0025745294874046937,2.7907468817301646e-05,4.3495226667898484e-05,1.908573781363834e-05,1.4819330224247562e-06,0.00029714078943094725,0.0005391052102971516,0.01138246847733565,2.3989430608162002e-05,7.427598455421047e-05,9.308359225826224e-07,2.8497882317370547e-08,5.158000164199313e-07,3.6736799461751186e-07,2.475793393194828e-07,7.479230202025876e-08,4.989138328353614e-06,3.6866705737717096e-08,3.24013261960501e-05,3.943822863470602e-10,1.0346279326450574e-05,1.5470833792112855e-09
6.710221783102402e-07,0.8832979926866754,0.00022351931932505228,2.957780019404135e-05,0.0001287307946599065,0.0006310150877579481,0.0,0.0,6.060939080590549e-05,1.2217315931014346e-07,2.0614333428648264e-05,2.520999579481926e-07,3.8222062092955536e-08,2.866242602232536e-13,7.731673992465448e-10,5.449043996839438e-07,2.998373119049327e-05,3.0424194282458677e-07,9.803629143092593e-09,1.535956263185712e-09,0.0001235781815084203,1.542441780558635e-09,2.246845247316042e-08,1.1382217007571392e-09,1.0765291830818054e-09,1.26241058077377e-05,3.453098235720666e-08,8.765937190038607e-10,1.2886096558164318e-10,1.493974658622112e-11,7.648547970474136e-10,3.1027034486270794e-12,1.4951301221650863e-08,1.8207976755165777e-13,3.76,0.0,0.4021433037807928,0.997115744947536,0.0001810386716655824,4.07681208840772e-06,0.20242259041235666,0.20282716614833096,3.2403036103021156e-07,1.3594892426204275e-09,0.0025744900827776654,2.9845915980660932e-05,4.725039486873912e-05,1.9687911142784884e-05,1.5256110113762947e-06,0.00031204657592410286,0.0005670092723501429,0.011580591616178087,2.5698207269125346e-05,7.728279919340184e-05,9.72347678023059e-07,2.9779907012840427e-08,5.431177842113892e-07,3.7919000696797566e-07,2.7454813143602003e-07,8.252719413318256e-08,5.480618754191548e-06,4.1225396847816235e-08,3.409455863633535e-05,4.06574784684772e-10,1.1115534261100901e-05,1.6914288020325563e-09
6.853333028894973e-07,0.8838706877422404,0.00023198721433471817,3.1252617843200746e-05,0.00013421644265844984,0.0006641016297970314,0.0,0.0,6.171917745687688e-05,1.2692923439246876e-07,2.2640698124089964e-05,2.7816572276820325e-07,4.2304729432929376e-08,3.360868665827721e-13,8.711659112749074e-10,5.901166296237844e-07,3.147208723617369e-05,3.298270824679051e-07,1.1026169917504512e-08,1.6714908745620375e-09,0.00012870471835903184,1.614063736805419e-09,2.434683128637112e-08,1.269620999671901e-09,1.1322951977217492e-09,1.3874988126460315e-05,3.618130203101316e-08,9.853205631627845e-10,1.4460051948355515e-10,1.649555372977137e-11,8.402077651203531e-10,3.379063837223969e-12,1.585515994864556e-08,2.0877703641196879e-13,3.76,0.0,0.3985337887545514,0.9970998514591436,0.0001931121251582183,4.333245071346889e-06,0.20586946854815172,0.2062970842034076,3.2955655053843383e-07,1.382738864828569e-09,0.0025744490930877965,3.187105347269708e-05,5.12306216950648e-05,2.0296329252496697e-05,1.5696817919112712e-06,0.00032738752746507504,0.0005957669633952046,0.01177691853842156,2.7485755326675526e-05,8.034082954796848e-05,1.0151115794340589e-06,3.109563367704823e-08,5.713397122555259e-07,3.911509920456622e-07,3.038147739793069e-07,9.088506636846403e-08,6.012365790183561e-06,4.5989354107106505e-08,3.584112390003865e-05,4.188824107099972e-10,1.1925759780297544e-05,1.8459494489918315e-09
6.996444274687543e-07,0.884438589404366,0.00024062094273438829,3.299332902738894e-05,0.00013982355235624247,0.0006981994445621503,0.0,0.0,6.28267622949106e-05,1.3175720723123448e-07,2.4822708044123577e-05,3.063628584773943e-07,4.6758429668466744e-08,3.929355435561328e-13,9.7943907695498e-10,6.381195504985194e-07,3.300394937945343e-05,3.5710891268871383e-07,1.237672870812862e-08,1.8158187629853657e-09,0.0001339315136526226,1.6873790494834089e-09,2.6343185453157438e-08,1.4131844296046269e-09,1.1898345245511826e-09,1.5223873217195737e-05,3.78740365956733e-08,1.1056447631693134e-09,1.6190596023053992e-10,1.817916079184024e-11,9.214259240254699e-10,3.6738058665598805e-12,1.679235120625745e-08,2.387900002217142e-13,3.76,0.0,0.3949548392467806,0.9970833247822447,0.00020572799839113922,4.599925324551244e-06,0.20928453187090504,0.20973615010597732,3.35031738402185e-07,1.4057740013142316e-09,0.0025744064699588795,3.398463715632508e-05,5.544337374554452e-05,2.0910872260538803e-05,1.6141383673506071e-06,0.00034316741329075526,0.0006253859479627445,0.011971470159295733,2.9353737901422628e-05,8.344982551991551e-05,1.0591461787259648e-06,3.244574049905162e-08,6.004775913771942e-07,4.032495609880117e-07,3.355223668220954e-07,9.990237352082626e-08,6.586931029780457e-06,5.1186300578092266e-08,3.764162651285813e-05,4.313026074598555e-10,1.2778322317427866e-05,2.011143812138408e-09
7.139555520480114e-07,0.885001743859674,0.0002494213868125021,3.4801434131060786e-05,0.00014555264593333201,0.0007333179708929733,0.0,0.0,6.39324804243766e-05,1.3665644685430793e-07,2.7168896817044754e-05,3.3682105785737585e-07,5.161011101864653e-08,4.581081408780022e-13,1.0988450255662455e-09,6.890268929698039e-07,3.457972409384391e-05,3.861732856732055e-07,1.3866402522571609e-08,1.9693195916217496e-09,0.00013925869566139022,1.762399388824295e-09,2.8462435296304298e-08,1.569773949305907e-09,1.2491710312388177e-09,1.6676467776066875e-05,3.9609475501669256e-08,1.238608193323654e-09,1.808988001231002e-10,1.999840270060046e-11,1.0088570580244715e-09,3.987728990131699e-12,1.7763334595245702e-08,2.724653127276902e-13,3.76,0.0,0.39140617142223655,0.9970661458599056,0.00021889989675133822,4.87701615485624e-06,0.212668018123022,0.21314463180303253,3.4045630585827176e-07,1.4285962592192235e-09,0.0025743621642102033,3.61884083215006e-05,5.98961389983605e-05,2.1531418154690433e-05,1.658973571034223e-06,0.00035938992569632065,0.0006558736825843142,0.012164267407739343,3.130380585627968e-05,8.660955899758098e-05,1.1044697237367092e-06,3.383093687572575e-08,6.305430259240218e-07,4.1548431177580995e-07,3.6981968374126116e-07,1.0961690863596031e-07,7.2069724375602145e-06,5.6845181589285254e-08,3.9496665185860396e-05,4.4383278086488344e-10,1.3674609171423652e-05,2.1875252305092656e-09
7.282666766272685e-07,0.885560196901607,0.00025838940719396397,3.667843780141718e-05,0.00015140421701336992,0.0007694665084410172,0.0,0.0,6.503666776564213e-05,1.4162637150542837e-07,2.968806653983358e-05,3.6967524848606894e-07,5.6888086301714486e-08,5.326413203349266e-13,1.2302954767721598e-09,7.429544547851315e-07,3.6199812103714595e-05,4.1710920948871434e-07,1.550707262357624e-08,2.1323821999013818e-09,0.00014468642488003625,1.839137410056139e-09,3.0709595952895e-08,1.7402947182220652e-09,1.310328631052628e-09,1.823869400046703e-05,4.138790935117612e-08,1.3853288183439171e-09,2.0170739351022067e-10,2.1961442816501895e-11,1.1028640717223792e-09,4.32164594479423e-12,1.876856077478421e-08,3.1018030860946567e-13,3.76,0.0,0.38788750424028606,0.997048295326635,0.00023264152670826854,5.164677924622382e-06,0.21602016207448463,0.21652279494481574,3.458306293782997e-07,1.451207225746999e-09,0.002574316125864274,3.848409269147489e-05,6.459642245730813e-05,2.215784253709748e-05,1.7041800487160342e-06,0.00037605867822729184,0.0006872374122011647,0.012355331226473726,3.333759700188952e-05,8.981982394780662e-05,1.1511001408396248e-06,3.525196371452837e-08,6.615474214118573e-07,4.2785382438110676e-07,4.068612548269215e-07,1.2006781810099265e-07,7.875255961232839e-06,6.299618687452804e-08,4.1406832819388115e-05,4.564702943573052e-10,1.4616028597306994e-05,2.375622160077453e-09
7.425778012065255e-07,0.8861139939334123,0.0002675258389007481,3.8625848048977203e-05,0.00015737872826040704,0.0008066542167973551,0.0,0.0,6.613966109118333e-05,1.4666644934409915e-07,3.2389288827742835e-05,4.050656914327388e-07,6.262206627733025e-08,6.176788485509399e-13,1.3747578860969886e-09,8.000200536456034e-07,3.7864608246739605e-05,4.5000891955248453e-07,1.731144865906289e-08,2.305404689090289e-09,0.0001502148942240743,1.917606791393343e-09,3.308977558351578e-08,1.9256963631626428e-09,1.3733312869188074e-09,1.9916692637191936e-05,4.3209629347914255e-08,1.5470049158224673e-09,2.2446717678584575e-10,2.4076780910625544e-11,1.20382543860615e-09,4.676382175093653e-12,1.9808470976446064e-08,3.523453586174689e-13,3.76,0.0,0.3843985594366743,0.9970297535116013,0.0002469666924296277,5.4630680419876996e-06,0.21934119554878945,0.21987090291061104,3.511550807102118e-07,1.473608468338612e-09,0.0025742683041548933,4.0873399357219874e-05,6.955174176398673e-05,2.2790018383574526e-05,1.7497502420895459e-06,0.000393177203705753,0.0007194841662140815,0.012544682571983589,3.545673523009228e-05,9.30804364991229e-05,1.1990550167447874e-06,3.670959372010119e-08,6.935019718558639e-07,4.403566561590072e-07,4.4680744433937694e-07,1.312956153999079e-07,8.594657083591427e-06,6.967077197595351e-08,4.33727164889323e-05,4.692124638301786e-10,1.560400989957972e-05,2.575978454085636e-09
7.568889257857826e-07,0.8866631799710039,0.0002768314874440483,4.064517530018741e-05,0.00016347660902775495,0.000844890114135557,0.0,0.0,6.724179805773046e-05,1.5177619911274075e-07,3.528190572504997e-05,4.4313807835527786e-07,6.884319246510183e-08,7.144803947175254e-13,1.5332576062564337e-09,8.603434764581052e-07,3.957450131932005e-05,4.849679499001183e-07,1.9293114611366265e-08,2.4887945035260437e-09,0.00015584432921237823,1.997822273301175e-09,3.56081734310364e-08,2.126974246090089e-09,1.4382030149670999e-09,2.171682591253749e-05,4.5074926719349687e-08,1.7249194471288585e-09,2.4932091096267605e-10,2.6353261176721354e-11,1.3121356528977924e-09,5.0527752368803556e-12,2.0883496502814406e-08,3.994063855131191e-13,3.76,0.0,0.3809390615059636,0.9970105004421357,0.00026188929214494177,5.772340952358937e-06,0.22263134744918303,0.22318921683429974,3.5643002692030136e-07,1.4958015348505196e-09,0.0025742186475362023,4.3358019641354793e-05,7.476962276366047e-05,2.3427815817691303e-05,1.7956763733504755e-06,0.0004107489521015266,0.0007526207541978203,0.01273234241440528,3.7662829576258585e-05,9.639123501550954e-05,1.2483515793633055e-06,3.820463166381014e-08,7.264176462184883e-07,4.5299133747816044e-07,4.898245236146089e-07,1.4334219343262634e-07,9.368162313090352e-06,7.690167883792887e-08,4.539489741413087e-05,4.820565529191657e-10,1.6640003527699596e-05,2.7891536540135858e-09
7.712000503650396e-07,0.8872077996456949,0.0002863071249515124,4.273793140217445e-05,0.00016969825305508795,0.0008841830753939022,0.0,0.0,6.834341723444436e-05,1.569551907727084e-07,3.837553047526157e-05,4.84043626857731e-07,7.558406937293153e-08,8.24430847970552e-13,1.7068800594460854e-09,9.240464248675741e-07,4.132987390662306e-05,5.220852041570691e-07,2.1466576596261296e-08,2.682968507013214e-09,0.00016157498813356843,2.079799699061537e-09,3.827007772449701e-08,2.345170731103248e-09,1.5049678876106623e-09,2.3645680339016126e-05,4.6984092113146994e-08,1.920444576876994e-09,2.764189266298971e-10,2.8800080268248463e-11,1.428205683958518e-09,5.451674176226273e-12,2.199405821182608e-08,4.5184755014225415e-13,3.76,0.0,0.37750873768460946,0.9969905158475287,0.00027742331425871427,6.092648130999728e-06,0.22589084378521884,0.22647799562968118,3.616558304357339e-07,1.5177879537343815e-09,0.0025741671036926825,4.5939625893083884e-05,8.02575950130968e-05,2.407110189918067e-05,1.8419504306671037e-06,0.00042877728825889834,0.0007866537613030405,0.012918331737322363,3.99574732115662e-05,9.975208016028365e-05,1.2990066774880555e-06,3.973791463530738e-08,7.603051739553708e-07,4.6575636759692896e-07,5.360847386052923e-07,1.562508352944779e-07,1.0198870611678857e-05,8.472295551540502e-08,4.747395091201457e-05,4.949997685822559e-10,1.772548117288734e-05,3.0157232914196193e-09
7.855111749442967e-07,0.8877478972068114,0.00029595348633104255,4.490562857981429e-05,0.00017604401621068097,0.0009245418300205081,0.0,0.0,6.944485812711836e-05,1.6220304611067745e-07,4.168004814863245e-05,5.279391739609468e-07,8.287879606397276e-08,9.490501680524488e-13,1.8967729152793233e-09,9.912524569697511e-07,4.313110219882788e-05,5.614630261122506e-07,2.3847312539411375e-08,2.888353053873576e-09,0.00016740716219579678,2.16355605666047e-09,4.108086342383114e-08,2.5813764485916e-09,1.573650036205614e-09,2.5710069393196358e-05,4.893741496970787e-08,2.135046340795327e-09,3.0591937108971425e-10,3.142679535142708e-11,1.5524634324233456e-09,5.8739388901418906e-12,2.314056598796606e-08,5.101941173322504e-13,3.76,0.0,0.3741073179346313,0.9969697791631351,0.0002935828332146985,6.424138076594728e-06,0.22911990769965662,0.2297374960155602,3.6683284908762034e-07,1.5395692342190045e-09,0.0025741136195495053,4.8619870215803825e-05,8.602318721941983e-05,2.4719740426324302e-05,1.8885641546730958e-06,0.00044726548948902296,0.0008215895433681252,0.013102671537467973,4.2342242366486874e-05,0.00010316285494966037,1.351036759723561e-06,4.131031227517948e-08,7.951750303651378e-07,4.786502107719647e-07,5.857663716311761e-07,1.700662234103995e-07,1.1089994758469104e-05,9.316997491629255e-08,4.96104463355805e-05,5.080392570012007e-10,1.8861935865506386e-05,3.256279200887298e-09
7.998222995235538e-07,0.8882835165241917,0.0003057712654738445,4.714977834536113e-05,0.00018251421427625743,0.0009659749593045227,0.0,0.0,7.05464611983995e-05,1.6751943931680614e-07,4.520561612448114e-05,5.749872675341868e-07,9.076299698623489e-08,1.0900037817736124e-12,2.104148268659797e-09,1.0620869251104667e-06,4.4978555795120046e-05,6.032072697883767e-07,2.6451823754543184e-08,3.105384054145061e-09,0.0001733411756594561,2.2491095220125435e-09,4.404598980139432e-08,2.8367315544420993e-09,1.6442736533347491e-09,2.7917036059027394e-05,5.0935182872582496e-08,2.3702894615498587e-09,3.37988457455539e-10,3.424333216504018e-11,1.6853541871941494e-09,6.320439469806764e-12,2.4323418201429993e-08,5.750155116580598e-13,3.76,0.0,0.37073453492784414,0.9969482695347955,0.00031038200511275245,6.76695630568631e-06,0.23231875949572536,0.23296797254060062,3.7196143615467046e-07,1.561146866494552e-09,0.002574058141283881,5.140038312918144e-05,9.207392259973368e-05,2.5373591752119608e-05,1.9355090259664163e-06,0.00046621674303802074,0.0008574342217627769,0.013285382824333114,4.481869518691494e-05,0.00010662346479552282,1.4044578527866571e-06,4.292272698773026e-08,8.310374213605609e-07,4.916712925805653e-07,6.39053796900513e-07,1.8483444691612228e-07,1.2044862647771926e-05,1.0227945249383257e-07,5.1804946998728845e-05,5.211720997883009e-10,2.0050882072252163e-05,3.5114298443000093e-09
8.141334241028108e-07,0.8888147010905781,0.0003157611114998829,4.947189036095542e-05,0.00018910912077243567,0.0010084908933158685,0.0,0.0,7.164856788402255e-05,1.7290409753600214e-07,4.89626644254331e-05,6.253562555306439e-07,9.927385198411845e-08,1.2491135364793588e-12,2.3302848115093313e-09,1.1366769096836857e-06,4.6872597496933746e-05,6.47427368899146e-07,2.9297688443995982e-08,3.334507032432938e-09,0.000179377385952311,2.336479503531855e-09,4.7170997856551336e-08,3.112426982086274e-09,1.7168629947592203e-09,3.027385523087205e-05,5.2977680878608976e-08,2.6278423115384365e-09,3.7280071548257115e-10,3.725999307745666e-11,1.827341082371496e-09,6.792055520690069e-12,2.5543001156343597e-08,6.469285734702449e-13,3.76,0.0,0.36739012403061405,0.9969259658235815,0.00032783506307968965,7.121245347896278e-06,0.2354876166647715,0.2361696776079455,3.770419404074555e-07,1.5825223218991347e-09,0.002574000614337573,5.428277216765884e-05,9.84173141519914e-05,2.6032512613856088e-05,1.982776253458419e-06,0.0004856341434406824,0.0008941936779848861,0.01346648661967966,4.738837052454672e-05,0.00011013383753693343,1.4592855388668078e-06,4.4576094132933495e-08,8.67902267353785e-07,5.048179964541787e-07,6.961375293532149e-07,2.006030071774721e-07,1.306691851997939e-05,1.120894628014315e-07,5.4058010088560626e-05,5.343953104650294e-10,2.1293855792379844e-05,3.781800646657381e-09
8.284445486820679e-07,0.8893414940239045,0.00032592362504694263,5.187347125441703e-05,0.00019582896482326026,0.0010520979074755909,0.0,0.0,7.27515206050472e-05,1.783568013935349e-07,5.296189590039062e-05,6.792203728651579e-07,1.0845012540644878e-07,1.4283692201061903e-12,2.576529991879773e-09,1.2151511488471323e-06,4.8813583091901154e-05,6.94236405578914e-07,3.240361713832518e-08,3.57617717991443e-09,0.00018551618376651754,2.4256866880529422e-09,5.04615075598592e-08,3.4097056850834107e-09,1.791442381079953e-09,3.278803597033688e-05,5.506519082958425e-08,2.909482021252596e-09,4.105392438896614e-10,4.048746513109879e-11,1.97890555315533e-09,7.28967546381789e-12,2.6799688529100456e-08,7.266010259187048e-13,3.76,0.0,0.3640738232891021,0.9969028466108798,0.00034595631239552256,7.487144741859671e-06,0.23862669391431085,0.23934286149960346,3.8207470615332234e-07,1.6036970531079281e-09,0.002573940983429802,5.726862041745839e-05,0.00010506085982831589,2.6696355975802543e-05,2.030356763637761e-06,0.0005055206897693014,0.0009318735480317873,0.013646003956956672,5.0052786663266586e-05,0.00011369392345991346,1.5155349322744419e-06,4.6271382196578176e-08,9.0577918698058e-07,5.180886604216366e-07,7.572142663662924e-07,2.1742082133742975e-07,1.415972412372081e-05,1.2263945481909224e-07,5.637018656599609e-05,5.477058312332643e-10,2.259241465219104e-05,4.0680343436388055e-09
8.42755673261325e-07,0.8898639380694813,0.00033625935460507886,5.435602338880763e-05,0.00020267392905877986,0.001096804118778447,0.0,0.0,7.385566277608604e-05,1.8387738549615314e-07,5.721428625271167e-05,7.367598257679819e-07,1.1833219422092612e-07,1.629940655511453e-12,2.8443021535662602e-09,1.297639964081426e-06,5.080186112992777e-05,7.437511782661117e-07,3.578951008736197e-08,3.830859398991567e-09,0.0001917579931369734,2.5167530880977116e-09,5.392321492368073e-08,3.729863867846548e-09,1.868036199148537e-09,3.5467323610859306e-05,5.7197990647182495e-08,3.2170997315060314e-09,4.513959639198109e-10,4.393682806436715e-11,2.1405477896902398e-09,7.814195821901951e-12,2.8093840797873685e-08,8.147551640400596e-13,3.76,0.0,0.3607853734149637,0.9968788902038179,0.0003647601253764929,7.864791031811776e-06,0.24173620319650416,0.24248777240060007,3.870600732819835e-07,1.6246724943249162e-09,0.0025738791925710687,6.0359484994264065e-05,0.00011201203760272802,2.736497088485543e-05,2.07824119080249e-06,0.0005258792827869674,0.0009704792165666376,0.013823955880618388,5.281343998342537e-05,0.000117303695305013,1.5732206556729053e-06,4.800959293761932e-08,9.446774805479163e-07,5.314815740501334e-07,8.224869218530524e-07,2.3533822377920319e-07,1.532695980767083e-05,1.3397026595742245e-07,5.874202105563499e-05,5.611005300382135e-10,2.3948137996990268e-05,4.370791341110491e-09
8.57066797840582e-07,0.890382075602089,0.0003467687928994972,5.6921043586316345e-05,0.00020964414755506665,0.0011426174816886697,0.0,0.0,7.496133880951143e-05,1.894657389097839e-07,6.173108390978543e-05,7.981608734442648e-07,1.2896207504033965e-07,1.856190374763952e-12,3.1350926489673632e-09,1.3842751815262439e-06,5.2837772692773774e-05,7.960922686172982e-07,3.9476516610529657e-08,4.099028340094874e-09,0.00019810327150041737,2.609702090477653e-09,5.756188889641184e-08,4.074252202031562e-09,1.946668903266226e-09,3.831970170388941e-05,5.937635361290645e-08,3.5527059872920613e-09,4.955718738754537e-10,4.761956230087966e-11,2.3127871877762576e-09,8.366520484759571e-12,2.9425804664366482e-08,9.121717772993833e-13,3.76,0.0,0.35752451777146954,0.9968540746410445,0.00038426093601631994,8.25431776478211e-06,0.2448163537370737,0.24560465642289384,3.9199837731180755e-07,1.6454500614773715e-09,0.0025738151850784245,6.355689546389406e-05,0.00011927830042598458,2.803820233881611e-05,2.126419868114356e-06,0.0005467127220146495,0.0010100158109002735,0.014000363445341845,5.567180356604635e-05,0.00012096314826219206,1.6323568156589897e-06,4.979176151173959e-08,9.846061126758277e-07,5.449949755739552e-07,8.921646522798263e-07,2.5440696539332183e-07,1.657242554033378e-05,1.4612413464224746e-07,6.117405172574301e-05,5.745761978845623e-10,2.5362626979711464e-05,4.690750086763489e-09
8.713779224198391e-07,0.8908959486279822,0.0003574523733233198,5.957002180710476e-05,0.00021673970381146055,0.0011895457837293388,0.0,0.0,7.606889411562559e-05,1.951218056148105e-07,6.652380972992512e-05,8.636159068649257e-07,1.403834499614233e-07,2.1096868769213833e-12,3.450467917550308e-09,1.4751900490351558e-06,5.4921651158482676e-05,8.513841073244176e-07,4.3487096409255935e-08,4.38116843013994e-09,0.00020455250973467262,2.70455850621348e-09,6.138336807786637e-08,4.444277026025973e-09,2.0273650162084997e-09,4.135339380039006e-05,6.160054763486011e-08,3.918436270473441e-09,5.432773043537688e-10,5.1547556895767137e-11,2.4961627953131494e-09,8.94755995524152e-12,3.0795912468876926e-08,1.0196943172832972e-12,3.76,0.0,0.35429100236001443,0.9968283776988696,0.0004044732343871721,8.65585548836078e-06,0.24786735206467914,0.24869375762905413,3.968899494368453e-07,1.6660311524131735e-09,0.0025737489035911458,6.686235220839977e-05,0.00012686707106097938,2.8715891166997132e-05,2.174882819472556e-06,0.0005680237027210692,0.0010504881948085504,0.014175247715142149,5.862932573912032e-05,0.00012467229995253022,1.692956977707272e-06,5.16189565701219e-08,1.0255736947511764e-06,5.586270492075345e-07,9.664628741174837e-07,2.7468021053643575e-07,1.790004185607404e-05,1.591447113801248e-07,6.366681015920964e-05,5.881295464170177e-10,2.6837504645402795e-05,5.028607454060907e-09
8.856890469990961e-07,0.8914055987868026,0.0003683104664215414,6.230443978383749e-05,0.00022396062876516598,0.0012375966407854213,0.0,0.0,7.71786750987754e-05,2.008455849398535e-07,7.160425654225699e-05,9.333235245109076e-07,1.5264169111288285e-07,2.3932184703165657e-12,3.7920715218675474e-09,1.5705191488994798e-06,5.705382196196178e-05,9.097550387035772e-07,4.784508283898989e-08,4.677773892126772e-09,0.00021110623217741322,2.801348621746535e-09,6.539355725372289e-08,4.841401524893763e-09,2.1101491301109516e-09,4.4576865061273165e-05,6.387083450303292e-08,4.3165566681557955e-09,5.947321738967216e-10,5.573311742867334e-11,2.6912337532939163e-09,9.558230581323272e-12,3.220448159976028e-08,1.1382333225324602e-12,3.76,0.0,0.3510845758069849,0.9968017768977739,0.00042541156080199,9.069531749012638e-06,0.2508894020407683,0.2517553180557015,4.0173511657462113e-07,1.68641714710108e-09,0.0025736802900872277,7.027732474011654e-05,0.00013478573679290902,2.9397873923084754e-05,2.223619752302068e-06,0.0005898148128440889,0.0010919009622048148,0.014348629762382993,6.168742856824947e-05,0.00012843119039628308,1.7550341408247995e-06,5.349228033242876e-08,1.0675884673736914e-06,5.723759226374696e-07,1.0456032722396091e-06,2.9621253156892995e-07,1.931385072561802e-05,1.7307706820256215e-07,6.622082121628643e-05,6.017572057789224e-10,2.8374416010744123e-05,5.3850791386628126e-09
9.000001715783532e-07,0.8919110673534132,0.0003793433764291213,6.512576961270413e-05,0.0002313068988436373,0.001286777492139968,0.0,0.0,7.829102914939251e-05,2.0663713197490448e-07,7.69844885150689e-05,1.0074886048893643e-06,1.657838838049393e-07,2.709807697645445e-12,4.161626132713821e-09,1.6703983062005972e-06,5.923460235298713e-05,9.713373839194997e-07,5.257574813266207e-08,4.989348755374928e-09,0.0002177649966238133,2.9001002514084144e-09,6.959842374734594e-08,5.267146888056092e-09,2.195045907250662e-09,4.799882369029518e-05,6.618746913483412e-08,4.749469673088829e-09,6.501662447604515e-10,6.018897383304922e-11,2.8985797301112e-09,1.019945377039938e-11,3.36518138983792e-08,1.2687711127745562e-12,3.76,0.0,0.3479049893509521,0.9967742495092947,0.00044709049973993046,9.495471090924101e-06,0.2538827048899187,0.254789577736705,4.065342014147003e-07,1.706609407834028e-09,0.0025736092859015534,7.380324996631381e-05,0.00014304164400915528,3.0083982790019606e-05,2.2726200511572937e-06,0.0006120885298523779,0.0011342584306869004,0.014520530666680036,6.484750629402668e-05,0.00013223988196680282,1.8186007118422387e-06,5.541286863298465e-08,1.1106582821490165e-06,5.862396646858915e-07,1.1298137987754661e-06,3.1905990085915204e-07,2.081801634920608e-05,1.87967706384495e-07,6.883660288988121e-05,6.154557227131261e-10,2.9975028137756675e-05,5.760900067487405e-09
9.143112961576103e-07,0.8924123952396563,0.0003905513378652614,6.803547230182526e-05,0.0002387784340554792,0.0013370955952623702,0.0,0.0,7.940630463193702e-05,2.1249655796459144e-07,8.267684034788644e-05,1.0863223756372278e-06,1.7985884816872174e-07,3.0627263392584653e-12,4.5609354546654976e-09,1.7749644927595845e-06,6.146430115287204e-05,1.0362675027057519e-06,5.770587056139892e-08,5.316406855889785e-09,0.00022452939430242578,3.0008427911068905e-09,7.400399358772165e-08,5.723093441915624e-09,2.282080080756026e-09,5.1628222182848536e-05,6.855069881266578e-08,5.219720111776949e-09,7.098193784990927e-10,6.492828815131692e-11,3.1188013478878977e-09,1.0872155184001901e-11,3.513819506064385e-08,1.412366765067552e-12,3.76,0.0,0.344751996830161,0.9967457725632914,0.0004695246735368697,9.933795055375517e-06,0.25684745923068536,0.25779677472613766,4.112875224680661e-07,1.7266092794355468e-09,0.0025735358317445865,7.744153040721352e-05,0.00015164209264458418,3.077404549656978e-05,2.321872772077229e-06,0.0006348472175559357,0.001177564634977747,0.01469097151369456,6.811092371865743e-05,0.00013609845932984358,1.8836684792096897e-06,5.7381890939158383e-08,1.154790583233753e-06,6.002162831391597e-07,1.21932866192361e-06,3.432796801431006e-07,2.2416825870522116e-05,2.038645623306035e-07,7.151466615415013e-05,6.292215589032749e-10,3.164103020084922e-05,6.156824820556653e-09
