Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158)
6.605868495707672e-05,0.9686335134990874,0.0015598045316218682,0.0002805153604751438,0.00045607652784560645,0.21896549798074783,0.0,0.0,0.0007405595804450278,2.1192646759092364e-05,0.48175790211249164,0.02546974588970668,0.00013056321756203297,9.24378740192811e-10,1.6455348652914034e-07,5.306178093787697e-06,0.00538816624575832,0.005713226463772792,0.00031278257258660167,8.0182949408471e-06,0.017195918308338637,3.94721884047578e-07,1.497165280743008e-06,0.000187266194228878,4.452272570176438e-07,0.028377058830086687,3.2405753112757718e-06,0.002512691869313729,0.0005153594620999584,1.7594856536344872e-06,1.7598816075828632e-06,4.06529784076636e-09,3.8404879087225103e-07,2.3419900639224404e-05,3.76,0.0,4.5810218662748576e-05,0.5614734548156219,0.2614872742920309,0.04006832220784398,0.1641323235156702,0.7832285851295052,6.582956475046444e-08,1.5108477685570188e-10,0.0008326355935823503,0.00016226799097550013,0.0005023236051453663,4.72037350039531e-06,4.9632718801259005e-06,0.07021861174083933,0.007960160803679945,0.01462108129597955,0.00013265816767250575,0.005432317976420267,8.391210075796087e-06,3.655073871513081e-05,6.31031221883287e-06,1.3882534129675241e-05,0.00021038380046235013,2.80440528283463e-05,0.028244767475634598,7.018377146591679e-05,0.0404384803486188,1.0217410525886287e-10,0.08073281152689657,0.037441556262905996,7.911210625772878e-08,4.9710923184038936e-05,3.645449362534262e-09,2.104721215772642e-08,5.653178174185037e-13,2.3347190920901004e-09,2.0959228793515474e-09,4.095827002702725e-07,9.533038657122152e-14,1.0702605270078968e-07,4.615443136470273e-12,2.233265391619921e-09,2.156323783156402e-12,1.1338783431174796e-06,5.9569028398126996e-08,0.0005637208790478177,2.614223456794341e-09,5.5249536669693845e-05,0.005539171620058542,1.932466220926737e-07,5.09103182893961e-11,0.028942290951716562,5.957695251020838e-11,6.900654452809484e-06,1.429361562476817e-10,0.006161382410980542,1.5921426466450633e-06,1.854928767407147e-05,1.7913700710823512e-06,6.075280670789928e-05,0.0006406723234949364,0.0005963941503664522,7.750943359378055e-10,3.783346308362216e-05,2.8314303899842562e-06,6.104985464464919e-08,9.984119182813439e-09,3.235804148925961e-08,3.748345333122137e-05,8.780263010825701e-11,4.53714193314278e-09,7.295049279018923e-05,3.756936385731719e-08,2.76857008073223e-10
6.646392872260665e-05,0.9688842390763296,0.0015641489481066633,0.0002801213005899282,0.0004566832826407688,0.21915305257299336,0.0,0.0,0.0007369907187108637,2.1039105850556564e-05,0.4837514869711576,0.025599956855449024,0.00013028209848975271,9.325465244344252e-10,1.6510980035018014e-07,5.316039136693712e-06,0.005395585625869947,0.00569655438362305,0.00031303881309761384,8.030767854901366e-06,0.01723912277047744,3.9697763227660833e-07,1.501351861471787e-06,0.0001875675587015511,4.4380418741636104e-07,0.028193392528974123,3.257902256816461e-06,0.00252254864675782,0.0005167596149600801,1.764430509866277e-06,1.76070950856081e-06,4.074211263986047e-09,3.8402748462086346e-07,2.3527268962401108e-05,3.76,0.0,4.562021443349656e-05,0.5598824193724042,0.26243795446700124,0.04019038691492646,0.16316025646288518,0.7842448682176965,6.543969781432822e-08,1.5019278592995077e-10,0.0008302761689884112,0.00016197689897564204,0.0004996273139006357,4.679299241889605e-06,4.953831022352991e-06,0.07004652966937727,0.00784768767749546,0.014602214274584763,0.00013235814770670172,0.005417230495853444,8.362586451095299e-06,3.659473508186839e-05,6.288779932322512e-06,1.3883479100408591e-05,0.00021006567614253189,2.7962285926652554e-05,0.0281971372616473,6.986741741311717e-05,0.040454005548194776,1.0096960721290449e-10,0.08093636641499412,0.03764923636147819,7.861325863859323e-08,4.943946761349877e-05,3.6143334796015802e-09,2.0887560568343904e-08,5.610296770580916e-13,2.3169783097801086e-09,2.0843691161041354e-09,4.0778993893959905e-07,9.460727375710999e-14,1.0686948093924013e-07,4.609720720957694e-12,2.2262636092473817e-09,2.1536513827309603e-12,1.1367409741347657e-06,5.873692642451938e-08,0.0005641144548423072,2.606110490625519e-09,5.510656756428414e-05,0.00554283904585745,1.927759568829475e-07,5.064880347598114e-11,0.028902551700667346,5.937590451381926e-11,6.913984049688581e-06,1.4276923747502535e-10,0.00617458812994851,1.593145290860516e-06,1.8564667984462164e-05,1.7954318221619809e-06,6.0833428485631266e-05,0.0006395768300424026,0.0005978497841684893,7.737234222750727e-10,3.788161640988397e-05,2.8237751134822745e-06,6.088474397464017e-08,9.970431258196774e-09,3.231470184017066e-08,3.7189982460059554e-05,8.76519793164584e-11,4.507082429477147e-09,7.317852502007103e-05,3.7835280373811724e-08,2.7896548013025013e-10
6.686917248813658e-05,0.9691339572031037,0.0015685040808990625,0.0002797292320965321,0.00045729022422560505,0.2193397203783995,0.0,0.0,0.0007334456409717062,2.0886924901785317e-05,0.4857376218241615,0.025730140794007404,0.0001300015500388208,9.407825581394942e-10,1.6566743361621068e-07,5.325947188135343e-06,0.0054029277630618005,0.005679893515291429,0.0003132906660386803,8.04312482660561e-06,0.017282047103131304,3.9923354764130655e-07,1.5055305573528e-06,0.00018786740394597333,4.423832198706405e-07,0.028010203334992344,3.275250044096344e-06,0.0025323634115156793,0.0005181437889818347,1.7693391234597482e-06,1.7615275663304219e-06,4.083108860384388e-09,3.84002718486496e-07,2.3634282031445193e-05,3.76,0.0,4.543408756459547e-05,0.5582960632939564,0.2633865945908139,0.04031092972466755,0.162193750560096,0.7852579843544341,6.505206128665138e-08,1.4930589947366075e-10,0.0008279236836864817,0.00016168610785271403,0.0004969473779141474,4.638831130764593e-06,4.9444167603968005e-06,0.06987415286108473,0.007737166663960936,0.014583277090669654,0.0001320589077953824,0.0054022083892099615,8.334052624695185e-06,3.663784535231909e-05,6.267315176705048e-06,1.388428886751589e-05,0.0002097496209126543,2.7881494009733246e-05,0.028149243868048766,6.955303551796542e-05,0.040468980558876586,9.978481732937948e-11,0.08113842242915294,0.03785647448194349,7.811568412432216e-08,4.9169618263831614e-05,3.583497278506056e-09,2.0729312078611834e-08,5.567792228258427e-13,2.29941769420938e-09,2.0729105696889833e-09,4.0600256283194426e-07,9.389051596016283e-14,1.0671396365449273e-07,4.604036665134739e-12,2.2192668257492798e-09,2.15099691444503e-12,1.139582521484086e-06,5.7919228176469e-08,0.0005645004749568821,2.5981781424160455e-09,5.496371699863424e-05,0.00554645052444029,1.9230468919877045e-07,5.03892716862831e-11,0.028861992727694928,5.917520404268718e-11,6.927197880117105e-06,1.425998002436389e-10,0.006187553793937102,1.594152047316171e-06,1.857979358793259e-05,1.7994635943137719e-06,6.091318733715052e-05,0.0006384832901589859,0.0005992847504739644,7.723437259227488e-10,3.792927200203552e-05,2.8161056092588964e-06,6.07193275248351e-08,9.956657269458597e-09,3.227107958413016e-08,3.68979414439658e-05,8.750078254683416e-11,4.477263114232243e-09,7.340470773855101e-05,3.8101878938491244e-08,2.81082641859049e-10
6.727441625366651e-05,0.9693826732390065,0.0015728700601583673,0.00027933915384328656,0.00045789739553652153,0.21952550808761762,0.0,0.0,0.0007299241338651741,2.073608944343941e-05,0.48771632497588224,0.02586029846805267,0.00012972157783732957,9.490877667856755e-10,1.662264436105787e-07,5.335903391472423e-06,0.005410193370226451,0.005663244256962192,0.00031353825308630737,8.055367496801111e-06,0.017324693267478524,4.014895766793778e-07,1.50970180200095e-06,0.00018816569536977704,4.409644252310834e-07,0.02782750863812982,3.292618466093546e-06,0.0025421357749134147,0.0005195119408766518,1.7742116327460863e-06,1.7623364036103525e-06,4.09199059858791e-09,3.839745537333978e-07,2.3740934875375782e-05,3.76,0.0,4.525153106987147e-05,0.5567143677865403,0.2643331955953485,0.04042995208644535,0.16123277152089788,0.7862679584637544,6.466664141630668e-08,1.4842408606648584e-10,0.0008255781098062046,0.00016139562755830257,0.0004942836941293213,4.598961067482747e-06,4.935029674955553e-06,0.06970149222949372,0.007628564827860349,0.01456427029781407,0.0001317604517178637,0.00538725059450126,8.305608665656355e-06,3.668007772919958e-05,6.245918005695621e-06,1.3884965459277914e-05,0.00020943562130196794,2.7801664673642755e-05,0.02810109299639287,6.9240609945523e-05,0.040483412525965906,9.861940391910626e-11,0.08133899310152648,0.03806327102877713,7.761943053088092e-08,4.890136638780128e-05,3.552938179285366e-09,2.0572452226241563e-08,5.525660662274819e-13,2.282035002998654e-09,2.061546250188843e-09,4.042206155300409e-07,9.31800476623273e-14,1.065595125065417e-07,4.598391595444856e-12,2.212275411418712e-09,2.148360671171765e-12,1.1424031756455546e-06,5.7115690710320156e-08,0.000564879105053663,2.5904223100025973e-09,5.482098952937154e-05,0.00555000640603876,1.9183284229811746e-07,5.013171697604623e-11,0.028820626200118517,5.897485735162707e-11,6.940296141256056e-06,1.4242787161196216e-10,0.006200279688424357,1.5951630732836654e-06,1.859466980205246e-05,1.8034654162849678e-06,6.0992087672170354e-05,0.0006373917333924327,0.0006006992125495407,7.709553935425425e-10,3.7976415521994834e-05,2.808422607114826e-06,6.05536210164973e-08,9.942799470800232e-09,3.222718200334174e-08,3.660735423438001e-05,8.734905784213137e-11,4.447681849812115e-09,7.362905185904604e-05,3.836916418332484e-08,2.832085505429209e-10
6.767966001919644e-05,0.9696303925184495,0.0015772470170372392,0.0002789510646653167,0.00045850483940694146,0.21971042230985766,0.0,0.0,0.0007264259874592632,2.0586585238622415e-05,0.4896876150664454,0.025990430658795905,0.00012944218758417577,9.57463089773504e-10,1.6678688767379812e-07,5.345908890918359e-06,0.005417383158775604,0.005646607014723252,0.00031378169423181435,8.067497491184882e-06,0.017367063209429264,4.037456662591072e-07,1.5138660285176145e-06,0.00018846239940279114,4.395478731566452e-07,0.027645325311914132,3.3100073201376665e-06,0.002551865353047101,0.0005208640326707059,1.7790481837232097e-06,1.7631366360445692e-06,4.100856451282974e-09,3.839430507111341e-07,2.3847222569848718e-05,3.76,0.0,4.50722630821075e-05,0.5551373140224636,0.26527775851973573,0.04054745561168223,0.16027728525276488,0.7872748151573948,6.428342452992731e-08,1.4754731446592394e-10,0.0008232394194268769,0.00016110546786373916,0.0004916361597822088,4.559681028152785e-06,4.925670334241719e-06,0.06952855855165008,0.007521849740950512,0.014545194465208765,0.0001314627831314468,0.005372356110562849,8.277254636706601e-06,3.672144034066444e-05,6.224588468128133e-06,1.388551089972562e-05,0.00020912366405164285,2.7722785667894512e-05,0.028052690189819884,6.893012502679142e-05,0.04049730849981643,9.747304083966725e-11,0.0815380917690327,0.03826962644004173,7.712454426524842e-08,4.863470324083383e-05,3.522653624094252e-09,2.0416966734283335e-08,5.483898238714532e-13,2.2648280321463637e-09,2.0502751829841787e-09,4.0244413938597367e-07,9.247580422186844e-14,1.0640614046819882e-07,4.592786128847105e-12,2.2052897309297727e-09,2.1457429405403373e-12,1.145203124351117e-06,5.632607482241196e-08,0.0005652505069826103,2.5828390066731343e-09,5.467838973055462e-05,0.005553507034625861,1.91360438906143e-07,4.98761333660015e-11,0.028778464153090846,5.877487044894239e-11,6.95327903277465e-06,1.4225347845751014e-10,0.006212766113154395,1.596178525319364e-06,1.8609301855464267e-05,1.8074373171620956e-06,6.107013386279126e-05,0.000636302188230724,0.0006020933324447646,7.695585696864904e-10,3.8023033451033025e-05,2.8007268218118365e-06,6.038763983780607e-08,9.92886009396785e-09,3.218301630851831e-08,3.6318243642842555e-05,8.719682304933354e-11,4.418336518113446e-09,7.38515681883069e-05,3.863714080911466e-08,2.8534326420741103e-10
6.808490378472637e-05,0.9698771203478042,0.0015816350835729093,0.0002785649633705767,0.0004591125985413981,0.2198944695762025,0.0,0.0,0.0007229509950740035,2.043839827038546e-05,0.4916515110598418,0.02612053816539807,0.00012916338503423928,9.659094805693517e-10,1.6734882326768686e-07,5.355964831703948e-06,0.005424497838292174,0.005629982201449322,0.00031402110781799915,8.079516420486308e-06,0.017409158860040203,4.060017635886075e-07,1.5180236688939745e-06,0.00018875748346611844,4.3813363248459693e-07,0.027463669732265075,3.3274164077899052e-06,0.002561551766790955,0.0005222000314341246,1.7838489297068413e-06,1.7639288720041772e-06,4.109706395835334e-09,3.8390826881390604e-07,2.395314023661564e-05,3.76,0.0,4.4896023885505856e-05,0.5535648831429218,0.26622028450637053,0.04066344206729614,0.15932725785519147,0.7882785787493555,6.390239703115244e-08,1.4667555360530233e-10,0.0008209075845816513,0.00016081563835441493,0.0004890046724231974,4.5209831020044845e-06,4.916339290586399e-06,0.06935536247116415,0.007416989466550349,0.014526050175522722,0.00013116590556726552,0.005357523992203097,8.248990591139311e-06,3.67619412422575e-05,6.203326605686096e-06,1.3885927198391563e-05,0.0002088137360817153,2.7644844895979715e-05,0.028004040839929068,6.862156525110445e-05,0.040510675438399625,9.634540673116589e-11,0.08173573157966567,0.03847554118607741,7.663107037667907e-08,4.836962008092719e-05,3.492641074013007e-09,2.0262841473561787e-08,5.442501161530014e-13,2.247794600576925e-09,2.0390964029508256e-09,4.006731755438235e-07,9.177772161219424e-14,1.0625385823547787e-07,4.587220871995354e-12,2.198310142132434e-09,2.143144006413181e-12,1.147982552673548e-06,5.5550144935441856e-08,0.000565614838943446,2.5754243058807243e-09,5.453592218501436e-05,0.005556952747791593,1.9088750131683497e-07,4.962251477682345e-11,0.02873551849337735,5.857524924579762e-11,6.966146756769965e-06,1.4207664744520329e-10,0.006225013381719484,1.597198559147945e-06,1.8623694895652577e-05,1.8113793268162733e-06,6.114733024066728e-05,0.0006352146820934923,0.0006034672709831957,7.681533970742466e-10,3.806911303006517e-05,2.7930189534087097e-06,6.022139907262002e-08,9.91484134271836e-09,3.2138589621799686e-08,3.6030631391320214e-05,8.704409579739153e-11,4.3892250192822975e-09,7.407226742274976e-05,3.890581361606122e-08,2.874868419430818e-10
6.84901475502563e-05,0.9701228620076471,0.001586034392583401,0.0002781808487155446,0.0004597207154791273,0.2200776563417694,0.0,0.0,0.0007194989531837558,2.0291514734928495e-05,0.49360803223576255,0.02625062180458051,0.00012888517597703811,9.744279070452214e-10,1.6791230790447282e-07,5.366072359605622e-06,0.005431538116317763,0.005613370235938899,0.0003142566105742538,8.091425879666025e-06,0.017450982135752035,4.082578162215614e-07,1.5221751547921023e-06,0.0001890509159525187,4.367217704838038e-07,0.02728255778986849,3.344845534620054e-06,0.0025711946418302805,0.0005235199090907897,1.7886140306848333e-06,1.7647137128442286e-06,4.1185404123429586e-09,3.838702665329588e-07,2.4058683043381606e-05,3.76,0.0,4.472257391575499e-05,0.5519970562603783,0.2671607747981222,0.040777913371252264,0.1583826556192706,0.7892792732654134,6.352354540047502e-08,1.4580877259378338e-10,0.0008185825772610884,0.00016052614841866806,0.00048638912990155874,4.482859421177287e-06,4.907037087282342e-06,0.06918191449977591,0.007313952550141456,0.014506838023461982,0.00013086982242121998,0.0053427533467275985,8.220816576979848e-06,3.6801588418049985e-05,6.182132455973507e-06,1.3886216364897248e-05,0.0002085058244785562,2.75678304003092e-05,0.02795515019143512,6.831491525443672e-05,0.0405235202088255,9.523618591166778e-11,0.08193192549641644,0.03868101576858754,7.613905259048553e-08,4.810610816502716e-05,3.4628980141263505e-09,2.01100625159883e-08,5.401465692816708e-13,2.2309325763642047e-09,2.0280089634072593e-09,3.989077639485077e-07,9.108573684088101e-14,1.0610268072878724e-07,4.581696422475242e-12,2.191336998163806e-09,2.1405641462708572e-12,1.150741643081535e-06,5.4787669028983487e-08,0.000565972255596948,2.5681744314976017e-09,5.4393591477967766e-05,0.005560343876650015,1.9041405121958437e-07,4.9370855156856103e-11,0.028691801001543477,5.837599928486074e-11,6.978899516512931e-06,1.418974050566636e-10,0.006237021821300725,1.5982233296650208e-06,1.8637853980638122e-05,1.8152914747840652e-06,6.122368109455209e-05,0.000634129241320118,0.0006048211877541506,7.66740016066395e-10,3.811464221745926e-05,2.785299687555583e-06,6.005491346772992e-08,9.900745401739725e-09,3.2093909003499097e-08,3.574453814666595e-05,8.689089352694305e-11,4.360345272520307e-09,7.429116014666608e-05,3.917518744343545e-08,2.896393432721011e-10
6.889539131578624e-05,0.9703676227502838,0.0015904450775460534,0.00027779871940135576,0.00046032923258850856,0.22025998898600396,0.0,0.0,0.0007160696613779552,2.0145921039899955e-05,0.495557198187814,0.026380682410620547,0.00012860756622826898,9.830193507799593e-10,1.6847739924970597e-07,5.376232621205445e-06,0.005438504698136392,0.005596771542367074,0.00031448831759357495,8.103227448319722e-06,0.01749253493830901,4.105137720718687e-07,1.5263209155169684e-06,0.00018934266622684288,4.3531235445941544e-07,0.027102004891726452,3.3622945102551617e-06,0.002580793608763596,0.0005248236423509501,1.7933436535587126e-06,1.7654917523489918e-06,4.127358487319227e-09,3.83829101347786e-07,2.4163846204483267e-05,3.76,0.0,4.4551692883570486e-05,0.5504338144602893,0.2680992307376567,0.04089087159157573,0.15744344503060823,0.790276922444954,6.314685619636896e-08,1.4494694071792726e-10,0.0008162643694156606,0.00016023700724726833,0.0004837894303475085,4.445302308958168e-06,4.897764240233541e-06,0.06900822501631614,0.007212708020062248,0.014487558615000406,0.00013057453695327769,0.0053280433323010645,8.192732625359768e-06,3.684038978028305e-05,6.161006043882547e-06,1.3886380372432759e-05,0.00020819991648368837,2.7491730382348394e-05,0.027906023343288223,6.80101598193961e-05,0.04053584958693023,9.414506624240007e-11,0.08212668629710737,0.0388860507204281,7.564853331192527e-08,4.78441587483766e-05,3.4334219403116654e-09,1.995861599847693e-08,5.360788101276569e-13,2.214239809604639e-09,2.0170119133537557e-09,3.971479433314712e-07,9.039978688476362e-14,1.0595261142357861e-07,4.57621336587853e-12,2.184370641443182e-09,2.13800363730932e-12,1.153480575437627e-06,5.4038418644912686e-08,0.0005663229080911896,2.561085540441022e-09,5.42514021923339e-05,0.0055636807456885175,1.8994011011422202e-07,4.912114817367635e-11,0.02864732333144493,5.8177126402019557e-11,6.99153751751497e-06,1.417157774924223e-10,0.006248791772690032,1.599252990574937e-06,1.8651784095592255e-05,1.819173792486287e-06,6.129919066736767e-05,0.0006330458911468275,0.0006061552410862226,7.653185658683249e-10,3.8159609670549775e-05,2.777569695571855e-06,5.988819752881937e-08,9.886574413447961e-09,3.20489813827867e-08,3.5459983529957544e-05,8.67372333985987e-11,4.331695213335808e-09,7.450825682889134e-05,3.944526729726108e-08,2.9180082960048184e-10
6.930063508131617e-05,0.9706114078026229,0.0015948672727824017,0.00027741857409405423,0.0004609381920815225,0.22044147381306495,0.0,0.0,0.0007126629222776662,2.00016037996561e-05,0.4974990288209553,0.026510720835262108,0.0001283305616339048,9.916848087102833e-10,1.6904415495408168e-07,5.386446762500095e-06,0.0054453982864639365,0.00558018654971861,0.0003147163422889431,8.114922690710446e-06,0.017533819154701404,4.127695794286585e-07,1.5304613811464505e-06,0.00018963270462449828,4.3390544886297755e-07,0.026922025963808688,3.3797631485207355e-06,0.0025903483032024004,0.0005261112126281012,1.798037971272559e-06,1.766263577138612e-06,4.136160606154983e-09,3.837848298685741e-07,2.426862498152639e-05,3.76,0.0,4.4383178731076846e-05,0.5488751388029075,0.26903565376661714,0.04100231894499303,0.15650959277201715,0.7912715497435732,6.277231605645033e-08,1.4409002744627388e-10,0.0008139529329585336,0.00015994822384541031,0.00048120547220152865,4.40830402307908e-06,4.8885212751428285e-06,0.06883430426596333,0.007113225387385868,0.014468212566401784,0.00013028005229762568,0.005313393156107201,8.164738773243515e-06,3.6878353169105073e-05,6.13994739856493e-06,1.3886421222327377e-05,0.00020789599954057532,2.741653318116069e-05,0.027856665250161505,6.770728388095351e-05,0.040547670257010476,9.307174303214681e-11,0.08232002657468838,0.03909064660535878,7.515955363388562e-08,4.758376308890678e-05,3.40421038408477e-09,1.9808488372772614e-08,5.320464759066278e-13,2.197714261602734e-09,2.0061043404364377e-09,3.953937512037301e-07,8.971981071452049e-14,1.0580367253424761e-07,4.5707722804107516e-12,2.177411415355185e-09,2.1354627444956856e-12,1.1561995270018306e-06,5.330216888588177e-08,0.0005666669440922343,2.5541541264084024e-09,5.410935890365328e-05,0.005566963672594549,1.89465698529686e-07,4.88733878043296e-11,0.02860209701000652,5.7978635456029154e-11,7.0040609654976684e-06,1.4153179085764538e-10,0.006260323590292983,1.6002876951539841e-06,1.866549012947323e-05,1.8230263090512478e-06,6.137386315967334e-05,0.0006319646556929984,0.0006074695880132706,7.638891822800089e-10,3.8204004724403196e-05,2.769829634774364e-06,5.972126534590744e-08,9.87233052179689e-09,3.20038136870993e-08,3.5176986128676563e-05,8.658313246519217e-11,4.303272797941782e-09,7.472356781722977e-05,3.9716058115312725e-08,2.9397136145877037e-10
6.96653544702931e-05,0.9708299844361138,0.0015988572013591995,0.00027707813851178336,0.0004614866686166385,0.22060409042533963,0.0,0.0,0.0007096159788546645,1.9872798748164865e-05,0.4992404213879402,0.026627737170062175,0.0001280817797557701,9.995478382860477e-10,1.6955570587259103e-07,5.3956865050883925e-06,0.00545154068504525,0.005565272128390014,0.0003149185085300268,8.125358780778876e-06,0.01757074685621154,4.1479963665582546e-07,1.5341836261646657e-06,0.0001898922517737334,4.326414337465754e-07,0.02676054763301839,3.395501584020804e-06,0.0025989093780963497,0.000527256194790539,1.802232819277761e-06,1.7669533847875997e-06,4.1440688646279e-09,3.837423756950218e-07,2.4362593354076852e-05,3.76,0.0,4.4233385800383e-05,0.5474762190911988,0.26987669762299427,0.04110133171986299,0.155673679732902,0.792164149769598,6.243705639974789e-08,1.4332298581802668e-10,0.0008118784064430422,0.00015968863197066932,0.0004788932851101819,4.3754771321454495e-06,4.880228560672877e-06,0.06867758621905659,0.007025172621169672,0.014450744661788138,0.00013001570329207598,0.0053002585406742115,8.1396213558304e-06,3.691181017463755e-05,6.121052570252395e-06,1.3886354306694022e-05,0.00020762416639541316,2.734961809552585e-05,0.02781204923471266,6.743629017539804e-05,0.04055787936695066,9.212071791382403e-11,0.0824928285399447,0.03927440798965225,7.472082121760148e-08,4.735072823606308e-05,3.3781441109212906e-09,1.9674489984108622e-08,5.284473626392351e-13,2.182982520018747e-09,1.996363263603536e-09,3.9381982068310057e-07,8.911288895178582e-14,1.0567059817026418e-07,4.565911657051688e-12,2.1711544829590786e-09,2.13319293356623e-12,1.1586296442917836e-06,5.2650476563155186e-08,0.000566971038725997,2.5480474855388027e-09,5.398164854240273e-05,0.00556987244332414,1.8903834277409417e-07,4.8652062530027367e-11,0.028560762650617064,5.78003246278007e-11,7.015234297276288e-06,1.4136420719219913e-10,0.006270498925389607,1.6012233671620173e-06,1.867763795399474e-05,1.826468120043577e-06,6.144035613285931e-05,0.0006309933709074368,0.0006086357800076216,7.625960656907359e-10,3.824346256885013e-05,2.762855503277002e-06,5.957085298105493e-08,9.85945041816448e-09,3.196296309829165e-08,3.492363444648771e-05,8.644407858069416e-11,4.277885583648472e-09,7.491582939097031e-05,3.996038196852568e-08,2.9593262604745813e-10
7.003007385927004e-05,0.9710477787506614,0.0016028566614603207,0.0002767393078254233,0.00046203556805389365,0.2207660298477366,0.0,0.0,0.0007065870057151381,1.9745007457023898e-05,0.5009759036430144,0.026744736886262662,0.00012783349708595366,1.0074723853511367e-09,1.7006869392294124e-07,5.404971655780271e-06,0.0054576250340051275,0.005550369473271003,0.00031511786299422297,8.13571112076983e-06,0.017607459875098798,4.168294948695069e-07,1.5379022390497938e-06,0.00019015036873323377,4.313795507909132e-07,0.026599556163310032,3.4112556689065455e-06,0.002607434042618563,0.0005283880661595087,1.806399349752236e-06,1.7676390450271693e-06,4.1519641890041e-09,3.8369749047263896e-07,2.4456243187104895e-05,3.76,0.0,4.408523391644988e-05,0.5460809687580276,0.2707160972510206,0.04119912441930726,0.15484205609988347,0.7930543375703756,6.210351709428253e-08,1.4255988166720466e-10,0.0008098093214540099,0.0001594293433315648,0.0004765936930163626,4.343091350979578e-06,4.871960800006966e-06,0.0685206963230371,0.006938501106937266,0.0144332237456936,0.00012975200748582442,0.005287171272681071,8.114576940965297e-06,3.6944600331795225e-05,6.102212651519145e-06,1.388619064024797e-05,0.00020735392702774186,2.728341668224884e-05,0.027767253230964736,6.716679600133155e-05,0.04056768651281075,9.118364697116249e-11,0.08266449886529857,0.03945781466299813,7.428339631960632e-08,4.7118938481001785e-05,3.3522883240898657e-09,1.9541539209613443e-08,5.248763872966378e-13,2.1683830530988263e-09,1.9866932522334043e-09,3.9225050432262845e-07,8.851071207240199e-14,1.0553845020704353e-07,4.561085895072889e-12,2.1649038316903954e-09,2.1309394183296837e-12,1.1610438443595653e-06,5.200897628416891e-08,0.0005672699938835747,2.5420628830058207e-09,5.385406344784952e-05,0.0055727379946127935,1.8861063705052573e-07,4.8432304174158664e-11,0.028518839349749876,5.7622331221630675e-11,7.02631516089802e-06,1.4119475222981513e-10,0.006280481946834243,1.6021633577287004e-06,1.8689611636088372e-05,1.8298858404882702e-06,6.15061774308627e-05,0.0006300238337010877,0.0006097862485914702,7.612967293909079e-10,3.8282441735426304e-05,2.7558741970675645e-06,5.942028662247146e-08,9.846514471987265e-09,3.192192843042655e-08,3.4671570533241704e-05,8.630469327356493e-11,4.2526796526294075e-09,7.510666020214756e-05,4.0205289641509334e-08,2.979013146515529e-10
