Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517),S(139),S(1923),S(1777),CHO2(158)
7.927475409523416e-08,0.7979176787603742,2.53549427175309e-06,7.429061634966229e-08,5.967728437236715e-07,9.940264941669217e-07,0.0,0.0,2.6153516517243513e-06,3.6139097933321447e-10,1.8136433762390214e-09,1.414202332459485e-10,3.0698171363402175e-11,8.720800168376502e-21,2.8372938428684754e-15,3.425288850067448e-11,1.1017627887025724e-07,3.476221695006513e-10,3.7819139437592275e-15,9.803146217326814e-15,1.1777455864169595e-07,1.9069445440348914e-13,3.0058485464593993e-11,3.9440959240745036e-14,2.2635921362214652e-12,1.6219076583743652e-10,3.812936248141775e-10,1.695094978875436e-10,4.70750836849044e-16,1.6618818435269592e-16,2.086943749024917e-13,7.300350576413663e-15,1.6957669153436492e-11,3.2965862749231967e-13,3.76,0.0,0.7315728324929021,0.9985160034212626,8.485920890811288e-08,2.0511682093693957e-09,0.009432008527617627,0.00943225062167855,3.733969912818377e-09,8.334749255207744e-12,0.0014807446304203659,2.0494473617909213e-09,5.714048509942133e-10,9.705378850571914e-07,9.924832825264739e-08,1.4352365098526223e-06,1.977593990475944e-06,0.0004488670328619909,2.0832169260005755e-09,5.129431540107065e-07,1.4187140367923779e-08,3.0661450527161304e-11,2.2570310437543425e-09,2.1622823055165966e-08,8.811683958887992e-13,7.220178264254274e-13,1.5622246869380934e-09,4.774855069344446e-14,1.1206518316306111e-07,4.439623023229238e-11,7.745540556086181e-10,1.6305647684333782e-11,1.9307749122426725e-14,1.5573062661560604e-10,2.256680027722765e-14,2.365554520275729e-17,7.066172134982267e-22,1.079080408988301e-15,3.4100927138948577e-16,5.3300393352919906e-14,1.2807480860514207e-22,1.4151660812702862e-12,5.2525284259095223e-17,7.0798059208501e-12,2.8850509941132725e-17,3.3012732021623734e-15,3.531032632937937e-11,1.0661695497324534e-11,7.754965002432671e-16,4.851170057587576e-11,3.4805650230269786e-11,2.4609694019832026e-15,5.379517961364268e-16,6.493874426383537e-07,1.9245316651449784e-18,2.3849080532360225e-10,1.0181651970084716e-14,1.1081118427777561e-10,2.1078982104030963e-08,6.093973926703452e-17,7.639699948094142e-12,2.731045401483827e-10,5.628778330273974e-14,6.056326241013172e-18,6.992144371558439e-15,8.77014399827884e-12,2.7156371949801086e-12,1.0764252331173393e-13,3.5743152972271313e-14,9.994219505230252e-14,3.984268253978067e-16,2.454427245615216e-13,2.6013922979812098e-12,2.5807375951359206e-17,2.1599240183874302e-19,8.611180677849872e-19
8.070490639765313e-08,0.7979427536580262,2.600743123386822e-06,7.703473906207552e-08,6.188000285104562e-07,1.038525592551902e-06,0.0,0.0,2.662357762561988e-06,3.745005713632355e-10,1.9144948143849723e-09,1.4563773140392766e-10,3.2133413845899525e-11,9.372933717514606e-21,2.951467287661767e-15,3.472884028874348e-11,1.1359486388347576e-07,3.6996214565172e-10,4.11604542547335e-15,1.0574848103447302e-14,1.220574276132463e-07,2.0016143687588635e-13,3.014683245087737e-11,4.170952891173472e-14,2.3410314237757337e-12,1.745308382726757e-10,3.9268789360004654e-10,1.7491864084154286e-10,5.087916149630923e-16,1.7790451075180938e-16,2.2218142734614307e-13,7.71527172594675e-15,1.7720067643805073e-11,3.512056435436512e-13,3.76,0.0,0.7313996442649138,0.998515932347738,8.960683292692929e-08,2.1510499625564664e-09,0.009601030480845346,0.009601281817975664,3.801770295117112e-09,8.489958687569485e-12,0.0014807445252105896,2.1760454904585233e-09,6.168043984702915e-10,9.85631477369615e-07,1.0083655480803312e-07,1.4820678771609198e-06,2.039170951937056e-06,0.00045688937438838584,2.1946892136568836e-09,5.31534843762392e-07,1.4394811754735352e-08,3.179583876739917e-11,2.313704325175615e-09,2.1986665237085325e-08,9.509115002831562e-13,7.73937337866501e-13,1.624106357547239e-09,5.231467962911797e-14,1.1557030681464071e-07,4.509235265033629e-11,8.126683378494652e-10,1.711400969939285e-11,2.0032013621634016e-14,1.6659266480830353e-10,2.4175101060064878e-14,2.6024530164654715e-17,7.760634261663913e-22,1.1361118546531744e-15,3.591622508994683e-16,5.6020240033010943e-14,1.4050198518814276e-22,1.4347290766552926e-12,5.331974733346988e-17,7.201485018545772e-12,2.924826441323758e-17,3.509082411446933e-15,3.575400659982268e-11,1.0995582855615545e-11,8.091889519652487e-16,5.0080001629457334e-11,3.594494995885029e-11,2.5440759616554432e-15,5.67988116150856e-16,6.728521428678519e-07,7.8012165142131775e-19,2.4789767193939257e-10,1.0591883904274854e-14,1.1747868822440346e-10,2.117514591433494e-08,6.682094235594363e-17,8.003782551013299e-12,2.872664293918642e-10,6.010631862647224e-14,6.6846446128566025e-18,7.364256831113129e-15,9.391953710802022e-12,2.843313093335441e-12,1.1178971186986387e-13,3.6336724803164906e-14,1.016187016998811e-13,4.3373534566713935e-16,2.493712314369421e-13,2.66284835498704e-12,2.758112676480505e-17,2.3087647747661775e-19,8.729675170745345e-19
8.21350587000721e-08,0.7979678229041041,2.666512484626231e-06,7.982054635112708e-08,6.41218672813271e-07,1.0841493332976864e-06,0.0,0.0,2.709359403365367e-06,3.8784212595564717e-10,2.019077493069695e-09,1.49914026427596e-10,3.360475125006893e-11,1.0060189859117276e-20,3.068134662686461e-15,3.521943780467131e-11,1.1706565075032697e-07,3.9337890487318093e-10,4.473074939070684e-15,1.1393313330982724e-14,1.2641660390425177e-07,2.099053150206808e-13,3.023675706843267e-11,4.406839188888756e-14,2.4197416534440308e-12,1.8754538296998623e-10,4.041797716342683e-10,1.8042329030324204e-10,5.492091836171949e-16,1.9024319934060544e-16,2.3626578901243957e-13,8.144746664069023e-15,1.8500348425481013e-11,3.737055121050658e-13,3.76,0.0,0.7312264951134053,0.9985158608070023,9.452843002894563e-08,2.2539804702928306e-09,0.00977001234998841,0.00977027310296414,3.869554598538567e-09,8.645131312861047e-12,0.001480744419308451,2.308001909966651e-09,6.648991761456049e-10,1.0008289434847668e-06,1.0243480102414467e-07,1.5296472170082666e-06,2.1017000749883593e-06,0.00046490905652215025,2.310254519103325e-09,5.504546916680054e-07,1.4603512259726956e-08,3.295109314208214e-11,2.3711550375984376e-09,2.2352648759857324e-08,1.0249159141432911e-12,8.286251048196898e-13,1.6875202322417531e-09,5.72296305177855e-14,1.1912988392994747e-07,4.5793234205199816e-11,8.519726115416669e-10,1.7947928661760797e-11,2.0770518123449358e-14,1.7801297802902364e-10,2.5867784620354703e-14,2.858309053190494e-17,8.5096310438663e-22,1.1950166540173438e-15,3.779160383559772e-16,5.882746059846919e-14,1.5389262573346262e-22,1.4548932895183356e-12,5.412020619629573e-17,7.323830540163994e-12,2.9656955818755385e-17,3.725789604220211e-15,3.6204685800002325e-11,1.1334727297397017e-11,8.438279486296195e-16,5.167291895546671e-11,3.7102833090662227e-11,2.628558370384288e-15,5.990577706357473e-16,6.967269382831406e-07,7.972793805272574e-19,2.5749193402792484e-10,1.1010423659984499e-14,1.244118305003746e-10,2.1271814661697344e-08,7.315776650243391e-17,8.378017140717111e-12,3.018856005911283e-10,6.411268331657915e-14,7.366515732907892e-18,7.748681762314758e-15,1.0045356371806612e-11,2.9745834076882875e-12,1.1603043040402517e-13,3.6935004497758946e-14,1.0330877951960549e-13,4.714494338487913e-16,2.5332432390926633e-13,2.7244590589181728e-12,2.9444557710825465e-17,2.465156460499009e-19,8.851791971406498e-19
8.356521100249106e-08,0.7979928865016377,2.7328038493803684e-06,8.264777523428086e-08,6.640280507200625e-07,1.1309062492545412e-06,0.0,0.0,2.7563566776734525e-06,4.0141556678969804e-10,2.1274646381050103e-09,1.542509265610351e-10,3.511220647368582e-11,1.0783819933107634e-20,3.187327028473831e-15,3.5725131236946025e-11,1.205889979372722e-07,4.1790718168711857e-10,4.854127411615394e-15,1.2260532511744347e-14,1.3085207811012151e-07,2.1992831520146017e-13,3.032832721864728e-11,4.651992089860116e-14,2.499731408684891e-12,2.0125712399076748e-10,4.157671014247143e-10,1.8602420068212838e-10,5.921132772330672e-16,2.0322764146115406e-16,2.50961704125831e-13,8.588978746747014e-15,1.9298512942964134e-11,3.971799574068916e-13,3.76,0.0,0.7310533850166685,0.9985157887978451,9.96270820713692e-08,2.360004899190845e-09,0.009938954143867432,0.009939224485941355,3.937322826623155e-09,8.800267139199437e-12,0.0014807443127121574,2.445442364747519e-09,7.157965315835095e-10,1.0161308306609353e-06,1.040431375365535e-07,1.5779792323939055e-06,2.1651878902643682e-06,0.0004729260799658387,2.4300010313574505e-09,5.697025614730033e-07,1.4813252837277789e-08,3.4127221573446534e-11,2.4293911569778123e-09,2.2720831276951197e-08,1.103370708059182e-12,8.861822621801351e-13,1.7524869107635352e-09,6.251372229411652e-14,1.2274428770009201e-07,4.649890364658795e-11,8.92485739428368e-10,1.880781976869298e-11,2.1523323716644988e-14,1.9001067946983658e-10,2.7647795038183774e-14,3.1342786751765005e-17,9.31642670762516e-22,1.2558216312611066e-15,3.9727932095979414e-16,6.17234155691027e-14,1.6830367683380776e-22,1.4756776618599237e-12,5.4928123491656273e-17,7.446866732740737e-12,3.007704172562062e-17,3.951605378651964e-15,3.666241189278796e-11,1.1679167401201718e-11,8.794291970233953e-16,5.329060253572094e-11,3.827943261088948e-11,2.7144297993365757e-15,6.311748716157567e-16,7.210115021864576e-07,8.292354384302497e-19,2.6727436997945617e-10,1.1437303470059938e-14,1.3161609734730072e-10,2.1369019397064525e-08,7.997727099326277e-17,8.76251393853752e-12,3.1696855501382246e-10,6.83129148672239e-14,8.105587313951046e-18,8.14559683226658e-15,1.0731347577218508e-11,3.109489262155567e-12,1.2036561597828755e-13,3.753806053508235e-14,1.0501264268555075e-13,5.11686255045331e-16,2.573021797593621e-13,2.7862221415091993e-12,3.140076296088825e-17,2.6293584348512723e-19,8.977656774332434e-19
8.499536330491003e-08,0.7980179444536611,2.799618756696591e-06,8.551617829838455e-08,6.872274331556769e-07,1.1788048938257143e-06,0.0,0.0,2.803349689434355e-06,4.15220818072413e-10,2.2397298698642114e-09,1.5865029455307838e-10,3.66557928712268e-11,1.1545107220823463e-20,3.3090768455182066e-15,3.624634989866844e-11,1.241652661740499e-07,4.43582250793037e-10,5.260361944438412e-15,1.3178543952649641e-14,1.3536384085059067e-07,2.3023261096864056e-13,3.04216046730939e-11,4.9066539940011745e-14,2.5810094292850825e-12,2.156890912059665e-10,4.274477799854995e-10,1.917221303967083e-10,6.376172168543384e-16,2.168818215719258e-16,2.6628344146894805e-13,9.04817088603427e-15,2.0114560915704417e-11,4.216506875247958e-13,3.76,0.0,0.7308803139529942,0.9985157163190487,1.0490586592362255e-07,2.469168700754614e-09,0.01010785587129343,0.010108135976204542,4.005074982907445e-09,8.955366174693003e-12,0.0014807442054199065,2.5884932135179165e-09,7.696060421431454e-10,1.031537632900277e-06,1.0566162773472303e-07,1.627068662576727e-06,2.229640960805918e-06,0.0004809404454213047,2.5540176056692754e-09,5.892783175555264e-07,1.5024044508511373e-08,3.532423199373806e-11,2.488420701122052e-09,2.309126501908618e-08,1.1864704814576714e-12,9.46712236675858e-13,1.8190271929088102e-09,6.818811365685799e-14,1.2641389334167657e-07,4.720938679596517e-11,9.342267291577338e-10,1.96941002017091e-11,2.2290492335333852e-14,2.0260523289641343e-10,2.9518131284367676e-14,3.4315678206101844e-17,1.0184423883271533e-21,1.3185536333397186e-15,4.1726079461491923e-16,6.470947352386047e-14,1.837944708411224e-22,1.4971002370988926e-12,5.574492028480214e-17,7.570615572002671e-12,3.050895919999537e-17,4.1867417976715164e-15,3.712723310836452e-11,1.202894196960091e-11,9.16008543716631e-16,5.493320343148381e-11,3.9474882697750836e-11,2.801700173256228e-15,6.643535008778015e-16,7.457055081273195e-07,8.602872820980527e-19,2.772457896070895e-10,1.187255704161641e-14,1.3909700362177703e-10,2.1466787786699192e-08,8.730766428137969e-17,9.157383923614263e-12,3.3252180158220363e-10,7.271315765897026e-14,8.905698401855952e-18,8.555179859952183e-15,1.1450936317772986e-11,3.24807191025794e-12,1.247962090827927e-13,3.8145959102799666e-14,1.0673049822029938e-13,5.545666133743856e-16,2.6130495823660343e-13,2.8481356464301707e-12,3.3452905766235703e-17,2.8016354810046943e-19,9.107389183133527e-19
8.6425515607329e-08,0.7980429967632228,2.866958783263113e-06,8.842552329027816e-08,7.108160885524812e-07,1.2278538417379102e-06,0.0,0.0,2.850338542993939e-06,4.29257804543077e-10,2.3559472127490046e-09,1.6311404527895655e-10,3.823551460833361e-11,1.2345368167302735e-20,3.4334179639418587e-15,3.67835041092436e-11,1.2779481826063624e-07,4.70439927078889e-10,5.692972406103306e-15,1.4149434035925348e-14,1.399518827711759e-07,2.40820324235492e-13,3.0516645714764936e-11,5.1710725395741095e-14,2.663584596910309e-12,2.308646210071087e-10,4.392197576665006e-10,1.9751784199419592e-10,6.858380052275688e-16,2.312303299412674e-16,2.8224529243964054e-13,9.522525652243948e-15,2.0948490535028198e-11,4.471393922970121e-13,3.76,0.0,0.7307072819006718,0.9985156433693897,1.103678534265318e-07,2.5815176139553844e-09,0.010276717541067747,0.01027700758305035,4.072811070924137e-09,9.110428427441402e-12,0.001480744097429886,2.7372814180856005e-09,8.264395271300143e-10,1.047049797296944e-06,1.0729032862144792e-07,1.676920279506587e-06,2.2950658789838867e-06,0.0004889521535897085,2.6823937571393605e-09,6.091818249264205e-07,1.5235898358009833e-08,3.6542132357693893e-11,2.548251728391488e-09,2.346399729001572e-08,1.2744154729865113e-12,1.0103207847670592e-12,1.8871620789114953e-09,7.427482805432216e-14,1.301390779068169e-07,4.7924706894758215e-11,9.772147346874416e-10,2.0607190262296352e-11,2.307208676241228e-14,2.1581645483953217e-10,3.148184756796916e-14,3.7514338553375556e-17,1.1117167802554786e-21,1.3832395337256773e-15,4.3786916519818385e-16,6.778701118923165e-14,2.0042679750982285e-22,1.5191782405809295e-12,5.657197594720919e-17,7.695096964088455e-12,3.095312636807667e-17,4.431412409216286e-15,3.7599197918190015e-11,1.2384090013334745e-11,9.535819747145712e-16,5.6600873678746525e-11,4.06893186562944e-11,2.8903794603866984e-15,6.986077211965299e-16,7.708086299032861e-07,8.929873754518024e-19,2.874070328653733e-10,1.2316219496900877e-14,1.4686009372080487e-10,2.156514449807178e-08,9.517834005413106e-17,9.562738823527695e-12,3.4855185770237424e-10,7.731966418743635e-14,9.770887456148963e-18,8.977608841598765e-15,1.2205145023285803e-11,3.390372736837653e-12,1.2932315356305123e-13,3.875876446394968e-14,1.0846254715336824e-13,6.002150293610145e-16,2.6533280225878957e-13,2.9101979065296723e-12,3.560421993314459e-17,2.9822577211225523e-19,9.241103257411586e-19
8.785566790974797e-08,0.7980680434333761,2.934825536892339e-06,9.137559266505963e-08,7.347932834815137e-07,1.2780616896033468e-06,0.0,0.0,2.897323343084384e-06,4.4352645147595674e-10,2.476191103355195e-09,1.6764414347521782e-10,3.9851367030352395e-11,1.3185953498087634e-20,3.560385609534164e-15,3.733698694720652e-11,1.3147801889501728e-07,4.985165639723382e-10,6.1531879153020474e-15,1.5175337443793466e-14,1.4461619454451094e-07,2.5169352656905507e-13,3.0613501713591896e-11,5.4455006961303935e-14,2.747465922058247e-12,2.468073562280691e-10,4.510810368623378e-10,2.034121022533849e-10,7.368964106444587e-16,2.462983732861764e-16,2.988615692059442e-13,1.00122453791413e-14,2.1800298653083947e-11,4.736677415821469e-13,3.76,0.0,0.7305342888379888,0.9985155699476377,1.160161113730786e-07,2.6970976667055244e-09,0.010445539161982029,0.010445839315774459,4.140531094202053e-09,9.265453905535546e-12,0.0014807439887402742,2.8919345306309602e-09,8.86411052685047e-10,1.0626677296311392e-06,1.0892929157057392e-07,1.727538884648314e-06,2.3614692637771055e-06,0.0004969612051715289,2.815219652495844e-09,6.294129492273354e-07,1.544882553069107e-08,3.778093065387452e-11,2.6088923363902576e-09,2.3839070926244353e-08,1.3674116528092143e-12,1.0771160226549683e-12,1.9569127692717814e-09,8.079677607493248e-14,1.3392022011445215e-07,4.8644884911288875e-11,1.0214690571569765e-09,2.1547513409999782e-11,2.386817063111845e-14,2.2966451561683596e-10,3.3542053500640524e-14,4.0951869537390235e-17,1.2118350069428236e-21,1.449906235757818e-15,4.591131497045365e-16,7.095741349438986e-14,2.182649683271974e-22,1.5419281546659457e-12,5.741062846037699e-17,7.820328933789673e-12,3.1409943900757186e-17,4.685832261603187e-15,3.8078355011962776e-11,1.274465073716773e-11,9.921656146528455e-16,5.829376619583217e-11,4.192287685953959e-11,2.980477730945758e-15,7.3395158261906e-16,7.963205415599543e-07,9.263416028585065e-19,2.977589685301896e-10,1.2768327312070378e-14,1.5491094236992897e-10,2.1664111542014385e-08,1.0361990978945737e-16,9.978691101858999e-12,3.6506524999695747e-10,8.213879593989833e-14,1.0705399920030229e-17,9.413061973354366e-15,1.299500956665827e-11,3.536433259253786e-12,1.3394739654801568e-13,3.937653928008399e-14,1.1020898553213198e-13,6.487598059653186e-16,2.693858403493255e-13,2.972407522369107e-12,3.7858011084550786e-17,3.1715006846374425e-19,9.378908022743035e-19
9.071597251458592e-08,0.7981181198677084,3.0721457809150868e-06,9.739710522013185e-08,7.839103523078072e-07,1.3819885832937142e-06,0.0,0.0,2.9912812036564676e-06,4.727584305119298e-10,2.7290583800834397e-09,1.7691147879742948e-10,4.319140333225569e-11,1.499367807723571e-20,3.82234818039682e-15,3.849443370113972e-11,1.3900683324312212e-07,5.584748126280916e-10,7.161529409574391e-15,1.740096544113738e-14,1.5417359048293193e-07,2.7430444058385043e-13,3.081284236301288e-11,6.025424878021981e-14,2.9191836660078494e-12,2.810905450918631e-10,4.750637619749923e-10,2.1549935757840014e-10,8.480284472417175e-16,2.786970324720534e-16,3.34114742888462e-13,1.1038588405337582e-14,2.355753212429263e-11,5.299299452344592e-13,3.76,0.0,0.7301884195946742,0.9985154216829003,1.2788368049595e-07,2.938136752485335e-09,0.010783062292348567,0.010783383196033607,4.275922960637404e-09,9.575394570080987e-12,0.0014807437692549398,3.2193485638087976e-09,1.016235735110887e-09,1.0942223419191416e-06,1.1223818470063813e-07,1.8310963974007242e-06,2.4972380289011243e-06,0.0005129713413739854,3.094584548469849e-09,6.708575143245028e-07,1.5877944710924428e-08,4.032125322508776e-11,2.7326348742486688e-09,2.4596393671334366e-08,1.5694106183093198e-12,1.2207109898522538e-12,2.1013473645015614e-09,9.524257800263604e-14,1.4165189984181775e-07,5.0099888701097026e-11,1.1138545969881738e-09,2.3511568637158477e-11,2.550406548033211e-14,2.5935360687029623e-10,3.796465025969109e-14,4.8598669295281916e-17,1.4341549328240128e-21,1.5892898245775236e-15,5.035428899782443e-16,7.758239296893143e-14,2.5782906179124716e-22,1.589506318671156e-12,5.912787289876368e-17,8.073108273942578e-12,3.236305333738389e-17,5.224787462075319e-15,3.905844178911463e-11,1.3482167945395707e-11,1.0724287087649183e-15,6.175583367605965e-11,4.4447910550327037e-11,3.164971918167373e-15,8.079643935424539e-16,8.485694319362231e-07,9.95409248283715e-19,3.190385287680667e-10,1.3698031345916206e-14,1.7189836994848138e-10,2.186395306664069e-08,1.2234445257044214e-16,1.0842841246171243e-11,3.995681994271254e-10,9.244093034356029e-14,1.2800456248393694e-17,1.0323754587707187e-14,1.4685916814753223e-11,3.8400001276504635e-12,1.4349158258011716e-13,4.062724150493602e-14,1.137457948513052e-13,7.550709323875443e-16,2.7756795030282775e-13,3.097264449407508e-12,4.268661296567736e-17,3.576978545835193e-19,9.667203212112745e-19
9.357627711942387e-08,0.7981681737812194,3.2115927716750484e-06,1.035792524441909e-07,8.345727569912328e-07,1.4906548002602042e-06,0.0,0.0,3.0852241163414533e-06,5.029161681601615e-10,2.998935738566441e-09,1.8646894055892363e-10,4.667570178167091e-11,1.6979815239766798e-20,4.095273368990431e-15,3.972154853251821e-11,1.4675465931720712e-07,6.237585184012875e-10,8.29594211458174e-15,1.9873478769686316e-14,1.64035954637881e-07,2.9808096718984203e-13,3.1019957800782566e-11,6.648560298483267e-14,3.0962369026505363e-12,3.187339264869189e-10,4.993809667423375e-10,2.2799011888894772e-10,9.720579548651825e-16,3.1429217585902326e-16,3.7215781238323576e-13,1.2128817325351821e-14,2.5386216002839616e-11,5.906102058833973e-13,3.76,0.0,0.7298427060492819,0.9985152715148607,1.4053300637330492e-07,3.1926600000500027e-09,0.011120425332531885,0.011120767691316123,4.411250610366212e-09,9.885188232881326e-12,0.0014807435469491343,3.57176705147963e-09,1.1600376695599087e-09,1.126204065529839e-06,1.1558862936259804e-07,1.937780102339433e-06,2.637000654752721e-06,0.0005289708596192626,3.3928463379419545e-09,7.136109505086639e-07,1.631149231156606e-08,4.294526467471911e-11,2.8597138350757152e-09,2.5363501857413172e-08,1.7942331658960903e-12,1.3784103442022755e-12,2.2525045799101243e-09,1.1172739414602542e-13,1.496119902971319e-07,5.15745300972865e-11,1.2115407277368403e-09,2.5589717119401758e-11,2.7198702989059323e-14,2.9184097123391103e-10,4.281191074816162e-14,5.73719764323302e-17,1.6886624717244729e-21,1.7369203355829504e-15,5.506200123345882e-16,8.459565698650531e-14,3.0305411150448057e-22,1.6399542384767433e-12,6.090655443314066e-17,8.329066450491873e-12,3.3371194483879914e-17,5.80535833117404e-15,4.006788659931068e-11,1.4241810670259795e-11,1.1569295708800701e-15,6.532064397813041e-11,4.705109431155679e-11,3.3552649132596134e-15,8.865042781953073e-16,9.024495765751833e-07,1.0676412033990692e-18,3.410919486155746e-10,1.466198577928258e-14,1.9010451787780405e-10,2.206644614241162e-08,1.4375178422173559e-16,1.1750748265569026e-11,4.360830716606253e-10,1.036726629327891e-13,1.522926576087429e-17,1.1288688029204159e-14,1.6532213788526958e-11,4.159107333167044e-12,1.5343640744632611e-13,4.1898545283952193e-14,1.1734242687629195e-13,8.746045407259065e-16,2.8585208932442043e-13,3.222699860423407e-12,4.7966640239042537e-17,4.020384683385793e-19,9.973063380175271e-19
9.643658172426182e-08,0.7982182051985436,3.3531799852343156e-06,1.0992077741078883e-07,8.867746205574265e-07,1.6041299366639734e-06,0.0,0.0,3.1791529318950953e-06,5.339990861107742e-10,3.2864343303393523e-09,1.9633385052287934e-10,5.030394365652416e-11,1.9156521793437098e-20,4.379491222667063e-15,4.102100558780271e-11,1.5472446930937676e-07,6.94677698490576e-10,9.567576482515762e-15,2.2611714346893993e-14,1.742032134965043e-07,3.2303799468456027e-13,3.123512897362018e-11,7.317131792611248e-14,3.278701292324514e-12,3.599376784701961e-10,5.240184155300427e-10,2.408906825205687e-10,1.110095298384917e-15,3.5330872333230974e-16,4.1310586071659994e-13,1.3284551057997884e-14,2.728629423260234e-11,6.558810350640533e-13,3.76,0.0,0.7294971480279732,0.9985151194334358,1.5398844097802958e-07,3.461046139271832e-09,0.011457628352514914,0.011457992875922406,4.5465140714787404e-09,1.0194834958347784e-11,0.0014807433218079244,3.950230376429486e-09,1.3188106002885912e-09,1.1586151021411042e-06,1.1898089391772406e-07,2.047629220235125e-06,2.7808108362753306e-06,0.0005449597654877095,3.710748964771748e-09,7.576722053967817e-07,1.6749559397003237e-08,4.565303111864453e-11,2.990195293532734e-09,2.614061639435904e-08,2.043742644558991e-12,1.5511669122158333e-12,2.410561214193868e-09,1.304687552060564e-13,1.5780356785729715e-07,5.3068919311349116e-11,1.314687227761499e-09,2.7785461369946666e-11,2.895262295262163e-14,3.273007806401458e-10,4.8110718103727976e-14,6.739704214489458e-17,1.9788767594173415e-21,1.893014359654389e-15,6.004147529299875e-16,9.200858431588704e-14,3.545520242500134e-22,1.6933834636985776e-12,6.275596164004115e-17,8.588296048741021e-12,3.4437075213884043e-17,6.429320730649088e-15,4.110708499869024e-11,1.5023898424872793e-11,1.245802130307647e-15,6.898944496365517e-11,4.9733553103804305e-11,3.551440076390506e-15,9.696837137177832e-16,9.579583767575608e-07,1.1431886741672643e-18,3.6392708870830677e-10,1.5660525234129054e-14,2.0957514747265453e-10,2.2271698544414388e-08,1.6813403589442932e-16,1.2703336963280433e-11,4.746624748296366e-10,1.1588889237593263e-13,1.803405204111058e-17,1.230929702622269e-14,1.854267136984967e-11,4.49409185354239e-12,1.637895601924595e-13,4.3190920099939957e-14,1.2100035134685894e-13,1.008529994658724e-15,2.942389208716693e-13,3.3487103292100322e-12,5.37272534538309e-17,4.504125954419864e-19,1.0297223420978316e-18
