Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975)
1.1670519292858682e-09,0.7086835683570227,2.8981305932620498e-11,1.1163804436314776e-14,1.700216433332237e-11,3.7848133187608816e-13,0.0,0.0,4.752950666553657e-09,3.826624890739279e-15,2.758623446680487e-16,7.585669005214454e-17,3.6736301741994955e-23,3.063457518442304e-31,3.570020338685701e-22,4.9033708316655115e-15,1.447126009154858e-12,7.52927106016195e-18,2.3642243006882536e-27,9.86741184883163e-27,2.3102413338907116e-13,1.3234015035817205e-21,8.687913851130187e-14,5.289556398985128e-23,5.938509682551953e-19,2.5664299593522475e-21,1.9547270120045997e-20,3.2483482471366174e-21,2.1945363075686056e-27,3.400736123470357e-28,6.293981520848102e-23,6.91743971891223e-29,9.79210908132475e-22,1.0077886864080051e-25,3.76,0.0,0.7906108405724046,0.9994094596118245,3.036409485557538e-14,1.767461612742246e-16,1.728382153747541e-05,1.728382269883639e-05,2.4943259027097514e-13,8.13216762791301e-17,0.0005905356180567218,7.09539537289447e-17,4.426987365255899e-18,4.6779470486560295e-09,4.2673129382782504e-11,1.435614552541943e-12,2.7752821550122516e-11,5.707990775546945e-07,4.100695879006998e-16,1.7021228913947252e-11,3.920812170633593e-13,5.668790333316313e-17,5.943114219688163e-14,2.18017469660974e-12,4.3203302781673126e-21,1.5321542434319897e-21,9.450771675337347e-14,8.361597899625843e-24,1.4473053446264495e-12,1.3116932096153242e-13,6.5064440878590894e-18,1.144287535391856e-23,3.971661154927664e-21,9.293531827720283e-19,3.046461473813502e-23,4.831707215856789e-28,2.8034882028765e-32,8.787101475795259e-33,7.245009830162684e-29,5.56972315698673e-23,1.269588305151331e-32,1.0476286779041561e-16,8.445931858220314e-23,2.0084765066471314e-16,8.815050742105296e-22,3.598409294070555e-26,2.1459436815723403e-13,6.39576772694085e-16,6.177113716589094e-23
1.1977178833878015e-09,0.7086836272989717,3.054872000643254e-11,1.2023203673239569e-14,1.7906786092766165e-11,3.9339975115802103e-13,0.0,0.0,4.8778237688510044e-09,4.030345936775723e-15,2.9817293084802985e-16,8.313433609077488e-17,4.0724845612548137e-23,3.3095316941780543e-31,3.7599650980834128e-22,5.154009609667964e-15,1.5238173246523411e-12,8.137507189454858e-18,2.5751441624428192e-27,1.0679149537145563e-26,2.433245868040617e-13,1.4302779890506016e-21,8.903001080603577e-14,5.864672187878928e-23,6.414581958161206e-19,2.8603484343971443e-21,2.1130243909105598e-20,3.600327411536589e-21,2.4974317826411977e-27,3.8698466358918613e-28,6.97680739682278e-23,7.863652286660897e-29,1.0861738713971713e-21,1.147260112764396e-25,3.76,0.0,0.7906103787961659,0.999407247514234,3.282019123773369e-14,1.9101426152203678e-16,1.773797339860734e-05,1.7737974619671534e-05,2.6107630171778107e-13,8.548437891566717e-17,0.0005927475898602982,7.476625586133082e-17,4.685320562633829e-18,4.79885263877972e-09,4.489100243927059e-11,1.5503462640547524e-12,2.922188267915697e-11,5.85797007404398e-07,4.318833116302881e-16,1.7927403633121162e-11,4.125092106877772e-13,5.986825187363734e-17,6.254237341340109e-14,2.2952358882777455e-12,4.5292120525788494e-21,1.6413295110749563e-21,9.706076906182779e-14,9.006215985323066e-24,1.5240111342320801e-12,1.3767758706593e-13,7.031886152449207e-18,1.2691408569029954e-23,4.277659016005786e-21,1.0023033353154047e-18,3.367160470124114e-23,5.341644094518536e-28,3.0881608508425985e-32,9.719545126519715e-33,7.724036157044053e-29,6.192638831609163e-23,1.386042467678996e-32,1.1180451548157048e-16,9.238980238591603e-23,2.1675565130978426e-16,9.480429148318965e-22,3.991115456283957e-26,2.1862325944809297e-13,6.734436942611054e-16,6.652435526895423e-23
1.2283838374897347e-09,0.7086836862408918,3.215876512251008e-11,1.2927019834531659e-14,1.8834824951608536e-11,4.0870996107679255e-13,0.0,0.0,5.002696788799652e-09,4.239349524405946e-15,3.2165457088149376e-16,9.088461282674018e-17,4.5029539591904004e-23,3.5683561130050946e-31,3.954831531860738e-22,5.410362982523013e-15,1.6024701159134305e-12,8.777605521176438e-18,2.798404826776614e-27,1.153535024208341e-26,2.559440581265732e-13,1.5427477114168364e-21,9.117439963741601e-14,6.485287414768787e-23,6.915204941666259e-19,3.178575683486882e-21,2.2796522453492746e-20,3.9799941800350694e-21,2.832830810965788e-27,4.389253974103096e-28,7.713455833979552e-23,8.90976829995916e-29,1.2016648913811928e-21,1.3017584970846647e-25,3.76,0.0,0.7906099170201959,0.9994052073708677,3.5405242790328586e-14,2.0602848293375038e-16,1.8192124993401085e-05,1.8192126275568894e-05,2.729115904480871e-13,8.974250856614847e-17,0.0005947876074159422,7.868101417341851e-17,4.951553147974455e-18,4.919657388674673e-09,4.716227519758934e-11,1.6709596366412179e-12,3.072838826942171e-11,6.007949049895354e-07,4.542617132699158e-16,1.8857077048118857e-11,4.334329819638405e-13,6.313557239430669e-17,6.573023257304161e-14,2.4132027973170173e-12,4.74208006206629e-21,1.755489027859505e-21,9.961746776125549e-14,9.681606186456841e-24,1.602679156173346e-12,1.4432013844868992e-13,7.584826211826033e-18,1.4039299025877514e-23,4.596578970071027e-21,1.0789230806912774e-18,3.712071006608883e-23,5.889988802487944e-28,3.392905288680763e-32,1.0722864724384158e-32,8.219215775538904e-29,6.8659171176725e-23,1.509440329393299e-32,1.1909541194274712e-16,1.0084059082822645e-22,2.334641467341046e-16,1.017606635118871e-21,4.415083202660891e-26,2.2258667443096776e-13,7.081747879224923e-16,7.150044854893094e-23
1.259049791591668e-09,0.7086837451827833,3.381153816847681e-11,1.38764309385828e-14,1.9786278849831717e-11,4.2442248643808275e-13,0.0,0.0,5.1275697488583045e-09,4.453635631862013e-15,3.4633716542927177e-16,9.912360563817082e-17,4.966664762759515e-23,3.840244973239363e-31,4.154619948693343e-22,5.6723937137873054e-15,1.6830830134944046e-12,9.450375946923227e-18,3.0343700045937364e-27,1.2437345615562309e-26,2.688825472206999e-13,1.6609521824531534e-21,9.331232499773167e-14,7.15371922677498e-23,7.440972387815054e-19,3.522388162416531e-21,2.454824943393174e-20,4.3887423741193786e-21,3.2032734057692494e-27,4.962882970285771e-28,8.506647434952434e-23,1.0063353838103812e-28,1.3261250799412563e-21,1.472466039575087e-25,3.76,0.0,0.7906094552444948,0.9994033258143475,3.81225448443539e-14,2.2180766018129715e-16,1.864627632186275e-05,1.864627766652869e-05,2.849343694035788e-13,9.409547767819253e-17,0.0005966690381021561,8.269850008349287e-17,5.2257219727830645e-18,5.0403614304889635e-09,4.948674818842631e-11,1.7975943799828283e-12,3.2272306108983975e-11,6.157927703100827e-07,4.772047803021978e-16,1.9810249136484167e-11,4.548508881956215e-13,6.648973404420811e-17,6.899452071782739e-14,2.5340715204249686e-12,4.9588817397676694e-21,1.8747422596556225e-21,1.0217781853579262e-13,1.0388350188713168e-23,1.6833080600795374e-12,1.510954637671172e-13,8.165960040568636e-18,1.5491666720335024e-23,4.928476006072463e-21,1.1593001278787054e-18,4.08233433182502e-23,6.478513176886673e-28,3.718522110193769e-32,1.1800393408218708e-32,8.730501055303675e-29,7.592129598274932e-23,1.639971482234882e-32,1.2663569206535922e-16,1.098315949638911e-22,2.509910212991262e-16,1.0902415815011706e-21,4.87192447175852e-26,2.2648567820929203e-13,7.437693553556724e-16,7.670312730449783e-23
1.2897157456936012e-09,0.7086838041246462,3.550713552814446e-11,1.487261706694768e-14,2.0761145730197463e-11,4.405478758580805e-13,0.0,0.0,5.252442669875527e-09,4.67320423829131e-15,3.722506114688081e-16,1.0786740066227774e-16,5.46528400439727e-23,4.125512001519982e-31,4.359330694843828e-22,5.940064742348372e-15,1.7656546491472288e-12,1.0156628189218468e-17,3.283405463810285e-27,1.3386482411430433e-26,2.8214005395054385e-13,1.7850328299503535e-21,9.544380681636497e-14,7.872340203777331e-23,7.992476370642176e-19,3.8930948754492656e-21,2.6387569118214943e-20,4.827997960631998e-21,3.611427530723062e-27,5.594855589859363e-28,9.359166351081931e-23,1.133233030209607e-28,1.4600066167928239e-21,1.6606253007158529e-25,3.76,0.0,0.7906089934690622,0.9994015905164481,4.097539244053894e-14,2.3837061475075787e-16,1.910042738399837e-05,1.9100428792551128e-05,2.971406387128098e-13,9.854270201266311e-17,0.0005984042101436935,8.681899166549344e-17,5.507864168954952e-18,5.160964894622111e-09,5.1864222567480206e-11,1.93038968663549e-12,3.385360404346418e-11,6.30790603366018e-07,5.007125030467226e-16,2.078691987486951e-11,4.767612922748995e-13,6.99306080021837e-17,7.23350393660399e-14,2.6578381581400304e-12,5.179565781214466e-21,1.9991987226013527e-21,1.0474182706973231e-13,1.1127022263559847e-23,1.7658964967609148e-12,1.5800206702965778e-13,8.77598300864513e-18,1.705375867255532e-23,5.273398869482543e-21,1.2435221924269606e-18,4.479114456135665e-23,7.109019384621588e-28,4.0658178276790735e-32,1.295552588633176e-32,9.257837583200111e-29,8.373905492813563e-23,1.777823689069226e-32,1.3442538424523471e-16,1.193829329126769e-22,2.693540384780034e-16,1.1659918529832634e-21,5.363291262598117e-26,2.303213185705091e-13,7.802266989219769e-16,8.213602412874913e-23
1.3203816997955345e-09,0.7086838630664806,3.7245653082744194e-11,1.591676034922376e-14,2.1759423538024434e-11,4.570967016393487e-13,0.0,0.0,5.377315571214496e-09,4.898055323691102e-15,3.9942480230997737e-16,1.1713207843776152e-16,6.000519343319662e-23,4.424470462720379e-31,4.568964154104588e-22,6.213339181671845e-15,1.8501836557951787e-12,1.0897171809715997e-17,3.545879208790309e-27,1.4384122891661594e-26,2.957165781802145e-13,1.9151309977671978e-21,9.756886496001996e-14,8.643578208689701e-23,8.570307287177052e-19,4.292037833950374e-21,2.83166263645226e-20,5.299218908242754e-21,4.060092141372207e-27,6.289495574438682e-28,1.0273860034761875e-22,1.2724981086414892e-28,1.6037727454916817e-21,1.8675406966087208e-25,3.76,0.0,0.7906085316938986,0.999399990107317,4.396708032972636e-14,2.5573615495376436e-16,1.9554578179813867e-05,1.955457965363642e-05,3.095264838312934e-13,1.0308360063169023e-16,0.0006000044933932589,9.104277365001703e-17,5.7980171855482405e-18,5.28146790985139e-09,5.4294500112879335e-11,2.069484233638745e-12,3.5472249975236715e-11,6.457884041573196e-07,5.247848746586997e-16,2.178708923882685e-11,4.991625626622188e-13,7.345806795168126e-17,7.575159051156911e-14,2.7844988148039664e-12,5.404082127549145e-21,2.128967983736769e-21,1.0730949904750006e-13,1.1898189450118622e-23,1.8504431181843433e-12,1.65038467437522e-13,9.415590081778179e-18,1.8730948810998757e-23,5.6313906985395444e-21,1.3316769995919718e-18,4.9035979868694083e-23,7.7833394063449915e-28,4.4356044831193154e-32,1.419171761611694e-32,9.801164746974929e-29,9.21393143841955e-23,1.9231828844058393e-32,1.4246441723293072e-16,1.2951492257305376e-22,2.8857084149634003e-16,1.2449003229223729e-21,5.890875601276479e-26,2.3409462626757953e-13,8.175461216491046e-16,8.78026958233876e-23
1.3510476538974677e-09,0.7086839220082863,3.9027186212189e-11,1.701004494790027e-14,2.2781110221003436e-11,4.740795596469967e-13,0.0,0.0,5.502188470868027e-09,5.128188868848142e-15,4.278896276106032e-16,1.2693370795822176e-16,6.574119054668594e-23,4.737433169859356e-31,4.783520747747449e-22,6.492180319056483e-15,1.9366686675104136e-12,1.1672816217373667e-17,3.8221616573370345e-27,1.5431645233230992e-26,3.096121197738289e-13,2.0513879458802852e-21,9.968751923294582e-14,9.469916238070758e-23,9.175053861145396e-19,4.7205925494643716e-21,3.033756662471819e-20,5.803895044535841e-21,4.552200219328699e-27,7.051333071632011e-28,1.1253638992453092e-22,1.4249958180093088e-28,1.757897769417406e-21,2.0945799937767187e-25,3.76,0.0,0.7906080699190033,0.9993985141009711,4.710090297322137e-14,2.739230759386753e-16,2.0008728709315077e-05,2.0008730249784764e-05,3.2208807372127035e-13,1.0771759588657323e-16,0.0006014803738339972,9.537013742542285e-17,6.0962188195009635e-18,5.401870603448329e-09,5.6777383222666725e-11,2.215016184118496e-12,3.712821186267317e-11,6.60786172683967e-07,5.494218911284865e-16,2.2810757202636616e-11,5.220530733680095e-13,7.707199046947706e-17,7.92439766232622e-14,2.9140495985271696e-12,5.632381949025198e-21,2.264159661663521e-21,1.0988084015362894e-13,1.2702411734711313e-23,1.9369465774508717e-12,1.7220319922842524e-13,1.0085475821798354e-17,2.0528737856567398e-23,6.002489612147715e-21,1.4238522869837833e-18,5.35699396571169e-23,8.50333453255457e-28,4.82869927558069e-32,1.5512484002885652e-32,1.0360416285638749e-28,1.011495128661136e-22,2.076233179697899e-32,1.5075262657121605e-16,1.402480744697692e-22,3.086589539696942e-16,1.3270086604595317e-21,6.456409507606457e-26,2.378066152959128e-13,8.557269272158568e-16,9.370662525520085e-23
1.381713607999401e-09,0.7086839809500635,4.085182979636396e-11,1.8153657043188388e-14,2.3826203729046026e-11,4.915070691851688e-13,0.0,0.0,5.627061385564676e-09,5.363604855282967e-15,4.576749733917223e-16,1.372883411118202e-16,7.187872018703853e-23,5.064712494012613e-31,5.003000934479151e-22,6.7765516148963395e-15,2.025108319493347e-12,1.2484370676597258e-17,4.112625815031925e-27,1.653044393566441e-26,3.2382667859551067e-13,2.1939448504339125e-21,1.0179978937715444e-13,1.03538922730705e-22,9.807303146664825e-19,5.180168558670721e-21,3.24525359476193e-20,6.343547913709184e-21,5.090821799242043e-27,7.885109251704408e-28,1.230147653836254e-22,1.591628869931506e-28,1.922867047758783e-21,2.343175803416135e-25,3.76,0.0,0.7906076081443769,0.9993971528265861,5.0380154543117335e-14,2.9295015970154727e-16,2.0462878972507756e-05,2.046288058099638e-05,3.3482165907030605e-13,1.1244411340557042e-16,0.0006028415222900981,9.980138103902205e-17,6.402507241031533e-18,5.522173101286189e-09,5.931267491234706e-11,2.3671231888833913e-12,3.8821457719424805e-11,6.757839089459417e-07,5.746235512818823e-16,2.3857923739169793e-11,5.45431203933773e-13,8.077225533882061e-17,8.28120006442707e-14,3.0464866211566866e-12,5.8644176287851946e-21,2.4048834272296385e-21,1.12455856072735e-13,1.3540242228110613e-23,2.0254055287751087e-12,1.7949481152236867e-13,1.0786334386986114e-17,2.2452753206843342e-23,6.3867292514542615e-21,1.520135806784984e-18,5.840533708150516e-23,9.270894871666018e-28,5.245924204336747e-32,1.6921399617732596e-32,1.0935520808324952e-28,1.1079765913235614e-22,2.2371568727097467e-32,1.5928976064449301e-16,1.5160308473314915e-22,3.2963578053788776e-16,1.4123573516092067e-21,7.061664961785942e-26,2.4145828316579607e-13,8.947684199389014e-16,9.985122315528983e-23
1.4123795621013342e-09,0.7086840398918118,4.2719678216442177e-11,1.934878481784315e-14,2.4894702014162315e-11,5.093898728738529e-13,0.0,0.0,5.751934330866584e-09,5.6043032651985e-15,4.888107220526356e-16,1.4821200748391622e-16,7.84360771004298e-23,5.406620374225128e-31,5.227405210401777e-22,7.066416701949448e-15,2.1155012480536714e-12,1.3332644315355838e-17,4.417647446798985e-27,1.7681930229252792e-26,3.3836025450939e-13,2.3429428037899187e-21,1.0390569507263373e-13,1.1298099130712033e-22,1.0467640531935354e-18,5.672209977770238e-21,3.466368098224401e-20,6.919730634883628e-21,5.6791669885588435e-27,8.795780911130675e-28,1.3420408548786587e-22,1.7733381353627489e-28,2.099176991501239e-21,2.614827075101077e-25,3.76,0.0,0.7906071463700192,0.999395897365128,5.380812892260206e-14,3.12836175096914e-16,2.091702896939758e-05,2.091703064727147e-05,3.477235705478906e-13,1.1726258208158027e-16,0.0006040968577955315,1.0433680919833581e-16,6.716921014384039e-18,5.642375527939085e-09,6.190017881249116e-11,2.52594238801504e-12,4.0551955613741825e-11,6.90781612943226e-07,6.003898567810861e-16,2.492858881977924e-11,5.692953394133285e-13,8.45587457964015e-17,8.645546599139576e-14,3.1818059982467825e-12,6.100142746912536e-21,2.551249004239295e-21,1.1503455248949266e-13,1.4412227340526178e-23,2.115818627466246e-12,1.8691186816938795e-13,1.1518859532403109e-17,2.4508748820430035e-23,6.784139277261565e-21,1.6206153275937406e-18,6.35547064481988e-23,1.0087938869893282e-27,5.688105727248088e-32,1.8422097434243612e-32,1.152640228331656e-28,1.2111233039906052e-22,2.4061344604905188e-32,1.6807548636346044e-16,1.6360082820799872e-22,3.515186074961606e-16,1.5009857200129113e-21,7.708453871094602e-26,2.4505061117039466e-13,9.346699047613452e-16,1.0623982986183957e-22
1.4430455162032675e-09,0.7086840988335319,4.463082535622354e-11,2.0596618441986568e-14,2.598660303036429e-11,5.277386365260187e-13,0.0,0.0,5.87680732125972e-09,5.850284081432635e-15,5.213267523857756e-16,1.5972070950077513e-16,8.543196186949817e-23,5.763468327424591e-31,5.456734108977403e-22,7.36173938461249e-15,2.207846090592906e-12,1.4218446133269154e-17,4.737605245640345e-27,1.8887532483924475e-26,3.5321284737960324e-13,2.4985228145775163e-21,1.060052559375568e-13,1.2305184315508153e-22,1.1156649742925358e-18,6.1981960839757e-21,3.6973148981033e-20,7.534027761019457e-21,6.320588980083846e-27,9.788525063062552e-28,1.4613533217117151e-22,1.9711032847734303e-28,2.2873350594163704e-21,2.9111005899408727e-25,3.76,0.0,0.7906066845959301,0.9993947394909108,5.738811970624888e-14,3.3359987784839116e-16,2.1371178699990107e-05,2.137118044861025e-05,3.6079021709922977e-13,1.22172434059719e-16,0.0006052546060364752,1.0897673327240752e-16,7.039499114509788e-18,5.762478006773438e-09,6.453969916639359e-11,2.691610412452194e-12,4.231967366782647e-11,7.057792846758046e-07,6.267208121262338e-16,2.602275241421638e-11,5.936438703541256e-13,8.843134872153958e-17,9.017417655443148e-14,3.3200038490318204e-12,6.339512064752558e-21,2.7033661701871807e-21,1.1761693508861017e-13,1.5318906954356672e-23,2.208184529910628e-12,1.9445294759920625e-13,1.2283744610213393e-17,2.670260510139553e-23,7.194745825516968e-21,1.7253786359393693e-18,6.90308016460295e-23,1.0956412842773343e-27,6.156074433940959e-32,2.0018268083856566e-32,1.2132980498841703e-28,1.321226706528802e-22,2.583344655538206e-32,1.7710939450693313e-16,1.7626235169001075e-22,3.743246034232068e-16,1.5929319473621045e-21,8.398628036617827e-26,2.4858456464939565e-13,9.754306872429219e-16,1.128757170074756e-22
1.4737114703052007e-09,0.7086841577752233,4.6585364603494796e-11,2.1898350057940064e-14,2.7101904733591252e-11,5.46564049025087e-13,0.0,0.0,6.001680370237115e-09,6.101547287414489e-15,5.552529395914281e-16,1.718304178937618e-16,9.288548080672453e-23,6.1355674583361425e-31,5.69098820099625e-22,7.662483638200947e-15,2.3021414855883563e-12,1.5142585009667624e-17,5.0728809985468384e-27,2.014869661876705e-26,3.6838445707029275e-13,2.660825807743091e-21,1.0809849152848742e-13,1.3377849871412311e-22,1.187491284705334e-18,6.759641921902004e-21,3.938308780304739e-20,8.188055138437768e-21,7.018587057354644e-27,1.0868743514734704e-27,1.5884010809509572e-22,2.1859434220732846e-28,2.487859754053623e-21,3.233632453190612e-25,3.76,0.0,0.7906062228221094,0.9993936716176964,6.112342020029561e-14,3.5526001055912077e-16,2.1825328164290862e-05,2.1825329985012926e-05,3.740180842754328e-13,1.2717310472479861e-16,0.0006063223532506769,1.1372147129315642e-16,7.370280940212459e-18,5.882480660032323e-09,6.723104082778027e-11,2.8642633855690245e-12,4.412458005721784e-11,7.207769241436631e-07,6.536164246574335e-16,2.7140414490570063e-11,6.184751927786188e-13,9.238995477509392e-17,9.39679366955065e-14,3.4610762964012986e-12,6.58248150949879e-21,2.8613447570171222e-21,1.2020300955480518e-13,1.626081459473826e-23,2.3025018935557006e-12,2.0211664267272969e-13,1.3081682569995203e-17,2.9040328783816897e-23,7.6185719231721e-21,1.8345135375131977e-18,7.484659459374153e-23,1.1878290518174553e-27,6.650664733340193e-32,2.1713659129688008e-32,1.2755171497154281e-28,1.4385838904708868e-22,2.7689644047808633e-32,1.8639100474141677e-16,1.8960886728761966e-22,3.980708198061191e-16,1.68823309349558e-21,9.13407911999726e-26,2.520610932483649e-13,1.0170500735516104e-15,1.197620891524507e-22
1.504377424407134e-09,0.7086842167168863,4.858338885140839e-11,2.3255173765073358e-14,2.82406050816546e-11,5.658768222027398e-13,0.0,0.0,6.126553490375621e-09,6.358092867124029e-15,5.906191552923258e-16,1.8455706746467784e-16,1.0081614584831224e-22,6.523228469398407e-31,5.930168094547759e-22,7.968613608234305e-15,2.398386072578373e-12,1.6105869711625184e-17,5.423859749636494e-27,2.146688651219087e-26,3.838750834456063e-13,2.8299926245999907e-21,1.1018542134058222e-13,1.4518852234103653e-22,1.262301025686594e-18,7.358098932773387e-21,4.1895645917142486e-20,8.883459766944198e-21,7.77680959284227e-27,1.2042067431833886e-27,1.7235063421210974e-22,2.418917712453989e-28,2.701280617734235e-21,3.5841295863151257e-25,3.76,0.0,0.7906057610485573,0.9993926867489864,6.501732342291427e-14,3.778353027220677e-16,2.227947736230524e-05,2.2279479256479708e-05,3.8740373259932225e-13,1.3226403268870997e-16,0.0006073070959369519,1.1857134795676203e-16,7.709306324226573e-18,6.0023836089132835e-09,6.99740092585616e-11,3.044036924747627e-12,4.596664301020609e-11,7.357745313467891e-07,6.810767045572287e-16,2.828157501522465e-11,6.437877081657029e-13,9.643445849476319e-17,9.783655124842372e-14,3.6050194668768635e-12,6.829008159040199e-21,3.025294651904584e-21,1.2279278157278062e-13,1.7238477597920243e-23,2.3987693768952836e-12,2.0990156053533102e-13,1.3913365959043833e-17,3.152805281642522e-23,8.055637866726934e-21,1.9481078581527505e-18,8.101527370274518e-23,1.2855572590629628e-27,7.172714555124256e-32,2.3512074358640376e-32,1.3392887983335956e-28,1.5634975836705099e-22,2.9631689110402755e-32,1.959197703377868e-16,2.036617459072722e-22,4.2277419166227084e-16,1.786925116176438e-21,9.916738610207384e-26,2.5548113117388755e-13,1.0595273704565307e-15,1.269020853650745e-22
1.5350433785090672e-09,0.7086842756585208,5.0624990499878395e-11,2.4668285604676206e-14,2.9402702034199174e-11,5.856876907170696e-13,0.0,0.0,6.251426693406708e-09,6.6199208050548325e-15,6.274552675481426e-16,1.9791655313406766e-16,1.0924387444857282e-22,6.926761670680906e-31,6.174274434994061e-22,8.280093609726007e-15,2.496578492148798e-12,1.710910890196537e-17,5.790929960614708e-27,2.2843584412726456e-26,3.996847263696973e-13,3.0061640228782856e-21,1.122660648077903e-13,1.5731002083605778e-22,1.3401520733712267e-18,7.995155604488864e-21,4.451297240511731e-20,9.621919660552553e-21,8.599057038989809e-27,1.3314361889855672e-27,1.8669974733548135e-22,2.671126004315364e-28,2.9281382285474892e-21,3.964371218506707e-25,3.76,0.0,0.7906052992752738,0.9993917784321755,6.907312210447469e-14,4.0134447073017977e-16,2.2733626294038594e-05,2.27336282630108e-05,4.0094379596610473e-13,1.3744465977771598e-16,0.0006082152867003892,1.235266946250683e-16,8.05661554064715e-18,6.1221869736401165e-09,7.276841052662916e-11,3.23106614294486e-12,4.7845830807273967e-11,7.507721062851722e-07,7.091016648534265e-16,2.944623395283459e-11,6.695798234322133e-13,1.0056475835271596e-16,1.0177982551799833e-13,3.7518294905911456e-12,7.079050227065321e-21,3.1953257980626593e-21,1.2538625682719995e-13,1.8252417277498267e-23,2.4969856394560226e-12,2.1780632247186936e-13,1.4779486922666097e-17,3.417203624735055e-23,8.505961565770442e-21,2.066249444613095e-18,8.755024235428388e-23,1.389028628683655e-27,7.723065064682119e-32,2.5417373091606305e-32,1.404603971017987e-28,1.6962761355245087e-22,3.166131656677907e-32,2.0569508260325183e-16,2.1844251086011706e-22,4.484515381581566e-16,1.8890428905536467e-21,1.0748577790357676e-25,2.5884559744456195e-13,1.1028618853219718e-15,1.342987807509251e-22
1.5657093326110004e-09,0.7086843346001266,5.2710261456992034e-11,2.6138883544858287e-14,3.058819355267894e-11,6.060074119310769e-13,0.0,0.0,6.3762999902817544e-09,6.887031086179711e-15,6.657911408699032e-16,2.1192472625540913e-16,1.1818898947482214e-22,7.346476989802776e-31,6.423307904945346e-22,8.596888126477691e-15,2.5967173859205285e-12,1.8153111147240572e-17,6.174483668682264e-27,2.4280291350447698e-26,4.158133857067241e-13,3.1894806767745006e-21,1.1434044130305015e-13,1.7017164197238846e-22,1.4211021391414738e-18,8.672438140711004e-21,4.723721696484031e-20,1.0405143708805893e-20,9.489284912101224e-27,1.4691730412473115e-27,2.0192089771573606e-22,2.9437094454301917e-28,3.1689841963493795e-21,4.376210377656909e-25,3.76,0.0,0.7906048375022589,0.9993909407162709,7.329410868780299e-14,4.2580621788642366e-16,2.3187774959496192e-05,2.3187777004606418e-05,4.1463498007815863e-13,1.4271443101965781e-16,0.0006090528765335793,1.2858784932700043e-16,8.41224931008212e-18,6.241890873529095e-09,7.561405130369174e-11,3.425485650253629e-12,4.976211178056389e-11,7.657696489588036e-07,7.376913214222351e-16,3.063439126631337e-11,6.958499509144881e-13,1.0478075678083138e-16,1.0579756527939409e-13,3.901502501268279e-12,7.332567048419249e-21,3.3715481955711645e-21,1.2798344100266378e-13,1.93031490885358e-23,2.5971493417849504e-12,2.2582956376339957e-13,1.5680737204466912e-17,3.6978664108966563e-23,8.969558853799718e-21,2.189026165155443e-18,9.44651173902131e-23,1.4984484942172821e-27,8.302560391163238e-32,2.7433469511588906e-32,1.4714533840444948e-28,1.837233502648933e-22,3.3780244291535974e-32,2.1571627504568815e-16,2.339728315881476e-22,4.751195632252098e-16,1.994620228313092e-21,1.1631607704519804e-25,2.6215539613791193e-13,1.1470529261024205e-15,1.4195518793247462e-22
