Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68)
2.3440476458120344e-12,0.7431775580854401,2.516446677119714e-15,4.9924439086729186e-17,2.205125703979493e-16,9.713746198209181e-15,0.0,0.0,3.509474723028828e-11,8.501620402866441e-20,1.773145466589541e-23,6.148136723503531e-25,2.09770962469848e-25,3.0387484979618822e-37,5.448149000427419e-26,2.0790124065402104e-19,6.93340810738759e-17,1.1438139126864644e-24,4.613504219358338e-34,5.639567528886006e-32,2.459427843875657e-17,1.1180267032300836e-27,1.85726305289903e-15,2.789004506916714e-32,1.2867771193688182e-25,5.948655641612015e-29,7.4920610743801e-20,1.5313525103010954e-19,7.502097617004095e-39,3.1707343432652837e-31,7.767325431307274e-32,2.7360582254444235e-32,1.2989699755510144e-25,4.288592782706468e-32,3.76,0.0,0.5335578839643672,0.9999927884688327,6.640149316220559e-22,2.139706989680893e-23,1.2313464623358758e-07,1.2313464610954466e-07,3.1282477261293375e-17,1.9175382356807294e-20,7.211496072379929e-06,5.8238032927594926e-21,3.320944343753536e-22,3.509329621362915e-11,1.160811137168149e-15,4.43038304519747e-19,1.3082828974944952e-15,5.4322992670768994e-09,2.7148342633002293e-20,2.2049680269457645e-16,1.019073592135179e-12,3.659062956068611e-21,1.946714391832953e-17,7.189040491775794e-17,1.1215371140929669e-24,1.312103848269901e-25,1.857600486436246e-15,3.495904223588373e-30,6.93341033461283e-17,1.3926191371215162e-18,6.207753999416637e-24,1.00615043722692e-30,2.25677300660847e-29,1.993209533747308e-25,1.1230661060106411e-32,3.3602535082694854e-37,2.5796785284517033e-41,2.1588828613769722e-41,6.868985876139882e-35,1.126017474349721e-31,1.574408466993439e-41,1.424744836979759e-23,3.306967720115073e-30,8.293504055387653e-24,7.853054806470213e-29,5.3194261122381205e-34,9.706104031450717e-15,1.0077259377187721e-20,2.067348909348387e-29,9.150467689855838e-24,1.2833636621931795e-21,9.840258833096187e-27,8.379984847496214e-33,1.4264515465697497e-16,8.509853756518308e-31,3.876015596362394e-24,7.650168697422965e-32,2.809753033105327e-29,1.01929795467706e-12,2.882700902218498e-39,1.1233294862603731e-29
2.9478979073062472e-12,0.7431775626370724,3.68353016807319e-15,6.278859624151686e-17,3.4875893709219043e-16,1.221611491112021e-14,0.0,0.0,4.413546529769151e-11,1.3446009642860977e-19,3.523816583264551e-23,1.2303612494559309e-24,4.168866607835902e-25,6.039437663540547e-37,8.617680471116491e-26,3.2880002884823567e-19,1.0965649633709046e-16,2.273130256282965e-24,9.26921020449179e-34,1.1249668516647714e-31,3.8897893159071197e-17,2.2218765213238918e-27,2.33564572951205e-15,6.955271730786248e-32,2.5571858819165064e-25,1.185599549777516e-28,1.1849444179833473e-19,2.4218458674229307e-19,2.279922309730513e-38,6.301036673725884e-31,1.9402781775164237e-31,5.439742245437756e-32,2.5814922233569436e-25,1.0695274393289258e-31,3.76,0.0,0.533557851534634,0.9999909376907015,1.3196159709041582e-21,4.2522683669375254e-23,1.5485536556636582e-07,1.5485536537019315e-07,4.9466903598772865e-17,3.032574667877081e-20,9.062265162633444e-06,9.211527685918801e-21,5.256207846509127e-22,4.4132873979283254e-11,1.835805990202886e-15,7.870307480393671e-19,2.0691313965256687e-15,6.831713897690736e-09,4.2942003248198627e-20,3.487335547723327e-16,1.281501182096632e-12,5.7913083558171735e-21,3.0785535136816356e-17,1.1369805325371862e-16,1.7735646125256253e-24,2.076657883713521e-25,2.3361794048313275e-15,6.946879096614891e-30,1.096565404933618e-16,2.202283793674453e-18,1.2336763746396429e-23,2.2262240322012307e-30,5.641805118408082e-29,3.960035454807102e-25,2.7999669914126584e-32,8.379212921516794e-37,6.432167047803567e-41,5.383406756880408e-41,1.3645532839572486e-34,2.477478417143727e-31,3.924552458790336e-41,2.830490846853207e-23,6.574535566396011e-30,1.6480868269395942e-23,1.560479863613389e-28,1.3265849030238963e-33,1.220402565596589e-14,1.593781268923706e-20,4.11054058300024e-29,1.8184110461256083e-23,2.029724149478941e-21,1.5575563889867637e-26,1.6664614888072834e-32,2.2560514112248065e-16,1.4714080894511057e-30,7.702822297216644e-24,1.9077041168268694e-31,7.007089779857599e-29,1.2818560063519297e-12,7.247164513863468e-39,2.5391686294915807e-29
4.155598430294673e-12,0.743177571740337,6.6554124642208225e-15,8.852197432612565e-17,6.930548392021477e-16,1.7220871790274265e-14,0.0,0.0,6.221685002260034e-11,2.6719916726650166e-19,9.867208103447557e-23,3.4950723443714336e-24,1.1673651714541208e-24,1.691399205048824e-36,1.7128985415239567e-25,6.533405011758594e-19,2.179053123571148e-16,6.365101343854094e-24,2.6550412685662973e-33,3.174532815038432e-31,7.729801323804811e-17,6.221547645429658e-27,3.2923287785408864e-15,2.77469202960215e-31,7.160155757137379e-25,3.340507020335103e-28,2.3547759813216246e-19,4.812240689939461e-19,1.2631982854584514e-37,1.7642410202481306e-30,7.748886866100337e-31,1.5245726029830478e-31,7.228657153636668e-25,4.266944779216023e-31,3.76,0.0,0.5335577866751732,0.9999872446887939,3.6951341047761356e-21,1.1906833639613418e-22,2.18296798542076e-07,2.1829679815228654e-07,9.826523676322882e-17,6.025659941993845e-20,1.2755248988700662e-05,1.830796118845432e-20,1.0460489611422366e-21,6.221103613246442e-11,3.647668673529308e-15,1.9076842202294628e-18,4.111678311830325e-15,9.630542759102616e-09,8.535297880912938e-20,6.930026297998054e-16,1.8062383900548179e-12,1.1525183546462448e-20,6.116369806612871e-17,2.259308080807291e-16,3.523480027810474e-24,4.1325417691569774e-25,3.293389284519641e-15,1.9448666123244406e-29,2.1790543566479821e-16,4.3753542081367675e-18,3.454440221022528e-23,7.141650307424155e-30,2.2511810621467875e-28,1.1082180335386611e-24,1.1163266489863288e-31,3.34216539422523e-36,2.5650332045671696e-40,2.147206476195022e-40,3.8178066350052853e-34,8.347868650631205e-31,1.5640745460537763e-40,7.920291941139035e-23,1.8424396913465688e-29,4.6142894621759817e-23,4.3685358160369235e-28,5.2923418346257765e-33,1.7196837892554895e-14,3.1670836058600787e-20,1.1521994828823888e-28,5.0913260052722587e-23,4.03338639250614e-21,3.1001085705009365e-26,4.6727640480100487e-32,4.483231791276246e-16,3.253952901950357e-30,2.156856852142772e-23,7.609490949024249e-31,2.795432082736415e-28,1.806943403429049e-12,2.9417055830214247e-38,8.906001266861803e-29
5.363298953283099e-12,0.7431775808436004,1.0477639765662192e-14,1.1426329436932546e-16,1.1544216335126302e-15,2.2225661605612908e-14,0.0,0.0,8.029816637314394e-11,4.450731360203659e-19,2.1211251730645564e-22,7.615696426342198e-24,2.509493902494086e-24,3.6365013898814596e-36,2.853826360807281e-25,1.088182879236613e-18,3.6295757412238226e-16,1.3682874006991926e-23,5.8313389114816126e-33,6.87435664356731e-31,1.2875532015579571e-16,1.3374207825045093e-26,4.248902099757864e-15,7.664960155488286e-31,1.5391274112733805e-24,7.2248769433232925e-28,3.922435541723798e-19,8.014985669457506e-19,4.362482460274135e-37,3.792244887402266e-30,2.141226204330599e-30,3.2801674606552637e-31,1.553943400889112e-24,1.178780116048294e-30,3.76,0.0,0.5335577218157203,0.9999835630633913,7.94335169565937e-21,2.55954728483538e-22,2.81738223931303e-07,2.817382232821064e-07,1.6362120319637827e-16,1.0035806876254501e-19,1.6436856309360855e-05,3.050021916255523e-20,1.7449555622359588e-21,8.028787405220839e-11,6.075171506825885e-15,3.7504769499887075e-18,6.8486469536662345e-15,1.2429371087427549e-08,1.4220331385876984e-19,1.154331718175106e-15,2.3308183443731663e-12,1.9225242340180753e-20,1.0185803436005343e-16,3.7631581177083095e-16,5.867473556957983e-24,6.893246774505316e-25,4.2506685593981216e-15,4.1800789976669417e-29,3.629578387939859e-16,7.286310583048398e-18,7.425835612642482e-23,1.666407381981124e-29,6.211541293614192e-28,2.3809729915053408e-24,3.08217032279947e-31,9.231158672926832e-36,7.0834192866182574e-40,5.930556441966529e-40,8.200570117805692e-34,2.0860423164683666e-30,4.316894265556285e-40,1.7014722767798235e-22,3.9636651562951467e-29,9.917976177573507e-23,9.388780089532539e-28,1.4620212474001845e-32,2.2185611506304462e-14,5.2752728975652645e-20,2.479277039231876e-28,1.0943660594962541e-22,6.718266558243765e-21,5.172064611509529e-26,1.0058316740624374e-31,7.467719442053937e-16,5.770530247185501e-30,4.636435258980892e-23,2.1018481878105255e-30,7.7224195165877714e-28,2.331992527853418e-12,8.251347616755831e-38,2.2836690013027524e-28
7.778699999259948e-12,0.7431775990501246,2.0673406967845115e-14,1.65775470028412e-16,2.4283679274503113e-15,3.223537361954023e-14,0.0,0.0,1.1646059477297792e-10,9.362250503654032e-19,6.4711374025842405e-22,2.3891297308595343e-23,7.656249168702305e-24,1.1097786363383101e-35,6.005865680040563e-25,2.288668076712553e-18,7.634634763685738e-16,4.1743766521117135e-23,1.8609302397117755e-32,2.1294393215058026e-30,2.708414912544827e-16,4.0801617636616227e-26,6.16171961206538e-15,3.4314574530893e-30,4.695122778947744e-24,2.2342428992276305e-27,8.2513411169936135e-19,1.6856596024804055e-18,2.8298512912106445e-36,1.1567513050047411e-29,9.587426389879249e-30,1.0025800232430975e-30,4.740904697059823e-24,5.2777480582316266e-30,3.76,0.0,0.5335575920968378,0.9999762338022359,2.4233795417978016e-20,7.808482580546349e-22,4.0862105195020507e-07,4.086210505849156e-07,3.4393417115980247e-16,2.1105903787004555e-19,2.3766081301136304e-05,6.417786410289978e-20,3.681274460263878e-21,1.1643757848586048e-10,1.2776184387901393e-14,1.0298809227191899e-17,1.4405634469798428e-14,1.8027026144820285e-08,2.99259574390154e-19,2.428166372998452e-15,3.3795066949563338e-12,4.055726431668337e-20,2.1416806480896978e-16,7.915216473368689e-16,1.2335767423330155e-23,1.4540891844749353e-24,6.165435317074897e-15,1.2747821772624735e-28,7.634642825176046e-16,1.531979446070917e-17,2.2654290178211767e-22,5.599877746069872e-29,2.7706781586255635e-27,7.255361973381912e-24,1.3781508968166331e-30,4.131147599230505e-35,3.168666657695296e-39,2.6539499051265734e-39,2.4976892745204714e-33,8.25699327576832e-30,1.9286820741866506e-39,5.183607184986301e-22,1.2111805204629785e-28,3.0249907922160373e-22,2.862961083847845e-27,6.545564216393521e-32,3.215105592998553e-14,1.1096143298042858e-19,7.579292172831774e-28,3.3380437465144563e-22,1.4131502761175814e-20,1.0914169971037168e-25,3.077524540496113e-31,1.5708615291599215e-15,1.301818262423016e-29,1.4144228798134882e-22,9.407106890767878e-30,3.457353068500907e-27,3.3819759701471606e-12,3.8196655579718124e-37,9.340013792286213e-28
1e-11,0.7431776172566446,3.3052928067882306e-14,2.1319103352505444e-16,4.013289153917139e-15,4.144091122206804e-14,0.0,0.0,1.497167798734233e-10,1.5472666023770059e-18,1.37485477550204e-21,5.198035543503932e-23,1.6266941817094253e-23,2.3584880139201922e-35,9.92987116977001e-25,3.781857964215572e-18,1.2617055374635842e-15,8.868860487794908e-23,4.1101513766810286e-32,4.584113865501389e-30,4.476113950672919e-16,8.668604600736955e-26,7.920436287064964e-15,9.324525997765368e-30,9.974391809358891e-24,4.806105483847792e-27,1.3637277141848945e-18,2.7853488578859153e-18,9.653300764761611e-36,2.457277894052157e-29,2.6053696788020685e-29,2.1336270577088443e-30,1.007274120925737e-23,1.4342816901456482e-29,3.76,0.0,0.5335574728021611,0.999969533323174,5.148735154064711e-20,1.65895022643107e-21,5.253075797390765e-07,5.2530757748319e-07,5.680313766019758e-16,3.487381350223139e-19,3.046652710523877e-05,1.060945002760232e-19,6.10012405007848e-21,1.4967762921127833e-10,2.111000600684507e-14,2.0681613858780662e-17,2.3806619489907286e-14,2.3174853110281777e-08,4.9477427698052035e-19,4.012937179980502e-15,4.34336800598557e-12,6.720371568510754e-20,3.5380615124180647e-16,1.3080135454719858e-15,2.0376804613243135e-23,2.4093150367013203e-24,7.926576955801304e-15,2.707507531510352e-28,1.2617072488120258e-15,2.5307579189402174e-17,4.813030407858543e-22,1.2538770313180027e-28,7.505237586017526e-27,1.5398910461375953e-23,3.7412964512800626e-30,1.1222645637568361e-34,8.605103955987678e-39,7.209495772768993e-39,5.2988804835950375e-33,2.1101521169826512e-29,5.232439408758019e-39,1.0999594660701348e-21,2.576883701474586e-28,6.425412233050107e-22,6.080081760896616e-27,1.7787503621657325e-31,4.1301454219586566e-14,1.8337366138744796e-19,1.6131614815747606e-27,7.090777418657843e-22,2.3353765230471784e-20,1.8089996707142867e-25,6.555678069149706e-31,2.5961139268576392e-15,2.2323355665176885e-29,3.00495942165667e-22,2.555717201669558e-29,9.395268802504524e-27,4.347447894603519e-12,1.0660937823195177e-36,2.4259349718232683e-27
1.01941010452368e-11,0.7431776172566446,3.427138685028484e-14,2.1733654619294315e-16,4.170597902642522e-15,4.224531812657526e-14,0.0,0.0,1.5262275213728414e-10,1.607914408519059e-18,1.4564764451537863e-21,5.517002689556976e-23,1.7232712680251753e-23,2.498561408878299e-35,1.0319469830223075e-24,3.93004504979212e-18,1.3111562839711602e-15,9.395382401847521e-23,4.3675463366325875e-32,4.861353401936944e-30,4.651563999445513e-16,9.183230395923126e-26,8.07409837306292e-15,1.005098046840674e-29,1.0566474654055673e-23,5.096540953754079e-27,1.4171865900822003e-18,2.8944816699376712e-18,1.0555313872978182e-35,2.6031305184537647e-29,2.808355112121435e-29,2.2605986921680414e-30,1.0670754711003266e-23,1.5460330292876087e-29,3.76,0.0,0.5335574623779867,0.999968949628115,5.454405541347761e-20,1.7574348453243696e-21,5.355038496228681e-07,5.355038472786017e-07,5.902621618475766e-16,3.6240101330241516e-19,3.105021925796035e-05,1.1025578109524924e-19,6.340698897918748e-21,1.5258198986569335e-10,2.193701813424931e-14,2.182468399736137e-17,2.4739664020134268e-14,2.3624679069876342e-08,5.141858296009978e-19,4.170230418683611e-15,4.427566639591669e-12,6.985385208132886e-20,3.6766130943902445e-16,1.3592737164107048e-15,2.1174593004781426e-23,2.504314678342613e-24,8.080479722572741e-15,2.868169939290945e-28,1.3111580968191785e-15,2.629856305258467e-17,5.098760324336907e-22,1.3331423235056925e-28,8.088136259411413e-27,1.6311763695676653e-23,4.032496811294279e-30,1.2096736326851202e-34,9.275105965041291e-39,7.771001800973223e-39,5.612807697408359e-33,2.265755960161938e-29,5.639443678562274e-39,1.165146835789862e-21,2.7301740311692864e-28,6.8067479628692785e-22,6.440824066553756e-27,1.917335252468565e-31,4.210038504703669e-14,1.9056054454430338e-19,1.709174269693146e-27,7.511635823410521e-22,2.4269076936743073e-20,1.8803834801036738e-25,6.9463455797045335e-31,2.6978736430600218e-15,2.325789381666125e-29,3.1833463841465683e-22,2.754786998254209e-29,1.0127263140754545e-26,4.43180635604558e-12,1.1513006622132035e-36,2.6074850873355917e-27
1.2609502091213651e-11,0.7431776354631608,5.127213388113905e-14,2.6895794655791624e-16,6.381111706513546e-15,5.225556231244287e-14,0.0,0.0,1.8878464009631017e-10,2.460139787517587e-18,2.7564343392420673e-21,1.0699614964579164e-22,3.26146156351055e-23,4.730012851302177e-35,1.5796222535011182e-24,6.012103325742592e-18,2.0060180853159666e-15,1.778110050838567e-22,8.606420719145921e-32,9.32735969823421e-30,7.117000397156536e-16,1.737940939715678e-25,9.986038489328888e-15,2.3336004838933766e-29,1.9995646170662753e-23,9.778291707349494e-27,2.1684214097042254e-18,4.427778855031058e-18,2.963479079831069e-35,4.9257754742186416e-29,6.520508482402164e-29,4.285975206010021e-30,2.01952928042246e-23,3.5898413053297645e-29,3.76,0.0,0.5335573326591669,0.999961710263588,1.0322732904958939e-19,3.3259320287813872e-21,6.623866169490877e-07,6.623866133631452e-07,9.02461832679237e-16,5.543563689366948e-19,3.8289547620769795e-05,1.687452988613386e-19,9.729299009842754e-21,1.887211107668932e-10,3.355584745080475e-14,3.97197832881307e-17,3.785030590561776e-14,2.9222329862603065e-08,7.8705712244306065e-19,6.38051681627564e-15,5.474998583774809e-12,1.071808819058346e-19,5.622835070409394e-16,2.079530188291922e-15,3.238010428753023e-23,3.8423573811900866e-24,9.995801820601832e-15,5.426232815949227e-28,2.006021514329148e-15,4.0218449636799865e-17,9.649398750815417e-22,2.6208797861431967e-28,1.8716729159347376e-26,3.083721978970205e-23,9.35322032963523e-30,2.807760764743034e-34,2.152101566122008e-38,1.8036714577123678e-38,1.0606143946646076e-32,5.050989695517784e-29,1.307179832662218e-38,2.202229952150002e-21,5.174616084849287e-28,1.2878902061087316e-21,1.2184082793781938e-26,4.451806741490055e-31,5.203362493657344e-14,2.9154668776480683e-19,3.240723182702359e-27,1.421346714736634e-21,3.71306334431868e-20,2.8861004959386894e-25,1.3183930769689082e-30,4.127808032977975e-15,3.6529972693778325e-29,6.024350556537112e-22,6.394589826753493e-29,2.3514072994835356e-26,5.48148370835951e-12,2.74656864357142e-36,5.871198823236787e-27
1.5024903137190502e-11,0.7431776536696731,7.167620189271491e-14,3.2065109554862164e-16,9.059909552490451e-15,6.226617337527496e-14,0.0,0.0,2.2494626027008064e-10,3.492899772684643e-18,4.663219918245411e-21,1.85362146693434e-22,5.517786423910912e-23,8.004390043848892e-35,2.243770740684898e-24,8.534632535166551e-18,2.848030976613118e-15,3.008131917550306e-22,1.5149340201094481e-31,1.5993908519792643e-29,1.0104724040571519e-15,2.940144099271168e-25,1.1897540067389528e-14,4.675351022219048e-29,3.382477838974162e-23,1.677871191048874e-26,3.07885893325459e-18,6.2853653577890906e-18,6.966660104482887e-35,8.331967191883081e-29,1.3064067267380125e-28,7.264136780985226e-30,3.4166397368277487e-23,7.19285034553792e-29,3.76,0.0,0.5335572029403782,0.9999545154329578,1.7463689663467025e-19,5.626542358630459e-21,7.892693539286591e-07,7.892693488385267e-07,1.2803901572060208e-15,7.868974939344041e-19,4.5484342086631456e-05,2.3965775666407e-19,1.3853091779484178e-20,2.2485494375397934e-10,4.763084830273979e-14,6.537476906425733e-17,5.373713066307587e-14,3.481997852300772e-08,1.1179484937424487e-18,9.059018590664211e-15,6.521802932739665e-12,1.5260360661579538e-19,7.979804547801797e-16,2.9522492457460233e-15,4.594846276880035e-23,5.4705744007675044e-24,1.1911401655871279e-14,9.176702292698194e-28,2.848036775486407e-15,5.707529339204159e-17,1.6324128001638643e-21,4.562027680558667e-28,3.737483605065961e-26,5.211302237104332e-23,1.8720712050895074e-29,5.623708009423117e-34,4.309022093075865e-38,3.612511916542392e-38,1.7915598285746142e-32,9.845168591250069e-29,2.614632901540279e-38,3.720838339551184e-21,8.767111542328113e-28,2.1782735208871605e-21,2.0603402124852413e-26,8.919571771786607e-31,6.19508016349968e-14,4.139164911628456e-19,5.492661582504185e-27,2.4041405516980798e-21,5.27158168265456e-20,4.110560906792985e-25,2.236975594516046e-30,5.860664445981707e-15,5.287699058937332e-29,1.0191325814491647e-21,1.2808780408804237e-28,4.7112170402580824e-26,6.531008049898066e-12,5.65031527779107e-36,1.1511543444997441e-26
1.7440304183167354e-11,0.7431776718761816,9.54841440788607e-14,3.7242741820537397e-16,1.2206991719123547e-14,7.227721852484122e-14,0.0,0.0,2.6110761426849856e-10,4.706192957549952e-18,7.29306329374905e-21,2.967038758530779e-22,8.629852446628139e-23,1.252218949406577e-34,3.024550793004897e-24,1.1497422413324004e-17,3.837177061997391e-15,4.704581148997676e-22,2.4640137757468004e-31,2.534959111883071e-29,1.3614734864580845e-15,4.5982019600810835e-25,1.380860321371836e-14,8.452224802936356e-29,5.2895683675402417e-23,2.6630450444555644e-26,4.148519465947203e-18,8.467055493798135e-18,1.4467816186780341e-34,1.30288530396199e-28,2.3618038515908495e-28,1.1382106131027782e-29,5.343601655440174e-23,1.3004570076091025e-28,3.76,0.0,0.5335570732216209,0.9999473648622541,2.731260768113357e-19,8.799452039811933e-21,9.161520605613781e-07,9.161520537047269e-07,1.7239044242275124e-15,1.059996792945324e-18,5.2634876626027205e-05,3.2300450412404714e-19,1.87180417018505e-20,2.609834913808997e-10,6.416019792614183e-14,1.0017927496281905e-16,7.239970906749129e-14,4.0417625051097515e-08,1.5069349813775163e-18,1.2205728829788517e-14,7.5679800914558e-12,2.0618666337435084e-19,1.0746980083916732e-15,3.977389085318299e-15,6.187583744779819e-23,7.391323702155586e-24,1.3827279273088683e-14,1.434698025367258e-27,3.837186128637258e-15,7.686493939759383e-17,2.5529690246593652e-21,7.299459031745678e-28,6.734249197324953e-26,8.141478549961156e-23,3.381054254665618e-29,1.0163756041720177e-33,7.785080058901183e-38,6.528750979424017e-38,2.797626507151077e-32,1.7456354099499303e-28,4.719039887859358e-38,5.811708310141801e-21,1.3731589017838864e-27,3.405897662999621e-21,3.220849723899128e-26,1.612578470296936e-30,7.185194113601927e-14,5.576665876623614e-19,8.606078014510273e-27,3.759285839729335e-21,7.102427182250478e-20,5.555755841501931e-25,3.509166179076033e-30,7.896442629136776e-15,7.234202302566251e-29,1.5938114127254152e-21,2.3151103396210917e-28,8.517409142045952e-26,7.580379403468401e-12,1.0483386478478888e-35,2.04779716191187e-26
2.2271106275121057e-11,0.7431777082891863,1.5331386073575332e-13,4.7627528714227355e-16,1.9906010429500826e-14,9.23008799749387e-14,0.0,0.0,3.3342953013189507e-10,7.674373338599334e-18,1.5186828123086954e-20,6.461162330482454e-22,1.797170349668893e-22,2.6091155049280167e-34,4.936638919414539e-24,1.874294361330655e-17,6.256797269093349e-15,9.796660980550566e-22,5.5407625983627e-31,5.418635918627602e-29,2.220161779393427e-15,9.57493419714741e-25,1.7629414636825278e-14,2.235073001245008e-28,1.1012849190429345e-22,5.719917370159723e-26,6.765590510540839e-18,1.380200447617129e-17,4.832491396087079e-34,2.712266306722656e-28,6.24570307734602e-28,2.37936486261455e-29,1.1127888291242587e-22,3.439490126367496e-28,3.76,0.0,0.5335568137842,0.9999331954127589,5.68756556977076e-19,1.8322832082746718e-20,1.16991738278544e-06,1.1699173716095055e-06,2.8071214180480855e-15,1.7277596052671248e-18,6.680425379114861e-05,5.270463144622891e-19,3.0695028323269434e-20,3.332247407209101e-10,1.0457465844721014e-13,2.027905141373565e-16,1.1805041104327135e-13,5.161291171036112e-08,2.4594934398483857e-18,1.990374734551477e-14,9.658454456766843e-12,3.380894752677785e-19,1.7509786322630914e-15,6.4847639628974776e-15,1.007923466201938e-22,1.211985493543511e-23,1.765986803218879e-14,2.9855024898916262e-27,6.2568161417453505e-15,1.2522604619272962e-16,5.316007150134957e-21,1.5753644432407303e-27,1.76877963343866e-25,1.6917242152610335e-22,8.922960867031125e-29,2.6860919419708918e-33,2.056039266737381e-37,1.7253422203964708e-37,5.807856680168343e-32,4.506430038605109e-28,1.2437358724627745e-37,1.2070888865830506e-20,2.8678374644200273e-27,7.088899410895531e-21,6.701041859859165e-26,4.264637910488282e-30,9.160621232024124e-14,9.09294212178398e-19,1.7986271982949874e-26,7.825376087645322e-21,1.158095764915539e-19,9.116305611322043e-25,7.353845169665006e-30,1.2876763294163655e-14,1.2079597291703386e-28,3.3186260744036983e-21,6.1193304415560715e-28,2.2524950234028604e-25,9.67866323792287e-12,2.9165301320676613e-35,5.294978130928781e-26
2.710190836707476e-11,0.7431777447021758,2.2476569671544247e-13,5.805929644390574e-16,2.9478171331490686e-14,1.1232708456058153e-13,0.0,0.0,4.0575040036810917e-10,1.1364669839139533e-17,2.7367506839248406e-20,1.2153797833058753e-21,3.2388162714214326e-22,4.704558127827239e-34,7.317153140399108e-24,2.7746986891864233e-17,9.2647356970485e-15,1.7654128359347306e-21,1.0762715182956624e-30,1.0018307355720882e-28,3.2877648664297937e-15,1.7254188510125405e-24,2.1448473609391234e-14,4.888672935090038e-28,1.9842197665034886e-22,1.0652427903575779e-25,1.0019795852703374e-17,2.0431142631175715e-17,1.2779437682182681e-33,4.886172171395921e-28,1.366146546235754e-27,4.3051291241000265e-29,2.0054072987804638e-22,7.524387196858271e-28,3.76,0.0,0.5335565543469039,0.999919199757049,1.024945481809197e-18,3.3017219628084264e-20,1.4236825836196347e-06,1.4236825670773267e-06,4.150977340475919e-15,2.5574243526731662e-18,8.079983717058814e-05,7.80961729226213e-19,4.570695472816763e-20,4.054448790119494e-10,1.5478467218840933e-13,3.5865010437578793e-16,1.747989827604503e-13,6.280818984045031e-08,3.6453327298089025e-18,2.9474518292471374e-14,1.1746424914196305e-11,5.033944486517259e-19,2.5906933859905384e-15,9.60132066958906e-15,1.4909913205877078e-22,1.8046831411497752e-23,2.1493568455526527e-14,5.3763087543697695e-27,9.264769697429943e-15,1.852686472569964e-16,9.579360330810047e-21,2.9206344653411037e-27,3.8426192277011097e-25,3.042048319342699e-22,1.9477918642689568e-28,5.871716163319981e-33,4.491337832881094e-37,3.771355827229789e-37,1.0433892603644833e-31,9.731514484351604e-28,2.7112867214000384e-37,2.1696031699771406e-20,5.183239212190119e-27,1.2768382196996293e-20,1.2064881177702864e-25,9.328724618968e-30,1.1129664559537341e-13,1.3464027108954915e-18,3.2529209663287934e-26,1.4096628260787605e-20,1.7148370909881144e-19,1.3583644408231956e-24,1.3341272974506903e-29,1.9068768004578248e-14,1.8223106619237866e-28,5.979853490497986e-21,1.3378693878420797e-27,4.927185943437063e-25,1.177633539413797e-11,6.696033682832477e-35,1.1409631751260765e-25
