Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529)
0.0033486981670087547,0.5065487531945619,2.340408008760769e-08,1.5386823671177337e-09,7.29060092395496e-08,7.319471118031198e-05,0.0,0.0,0.0001734255828584847,3.970094786392488e-05,0.00010340334910565885,8.133069377926274e-08,2.2283951463988843e-12,4.221816574123172e-27,8.178648917882433e-20,1.5993337487522506e-13,1.5873591383610614e-07,7.585503820770524e-07,5.795824188174556e-14,8.953944847521915e-18,1.914992351228339e-07,3.87487302212406e-16,3.2796586872363587e-15,2.77454976581744e-09,6.723937264748689e-11,4.1352897283628643e-07,8.505801114851477e-15,6.44555715996896e-10,3.435079339025907e-10,1.6880292038226572e-14,2.0175553652469074e-13,1.080206803855457e-15,1.1752168204916893e-11,5.214824125272222e-10,3.76,0.0,0.6714393483162712,0.9995160091769496,0.00029415443476434126,6.08746040895576e-06,0.02530005386781616,0.025409614589426102,1.005013998204578e-12,4.6811127991784125e-17,3.684575074360497e-05,1.5951392732421577e-10,4.660646889275479e-08,2.2593709204954143e-07,4.589110470866188e-08,0.0003538448231845212,6.066735919193473e-05,2.3310715391279068e-07,1.197620120044685e-10,6.715452354701527e-05,8.810048521793668e-09,8.138292600985688e-10,1.1459940545864122e-08,2.532289772500821e-09,7.1162365918912826e-12,1.8224674382623743e-11,1.160242960666119e-08,4.479784016884866e-10,2.2112342826023756e-07,2.5028263179584904e-09,6.691935262430418e-09,7.277896687949833e-07,2.9613990554003537e-16,9.20487268433935e-08,1.824467660222474e-09,8.012406760281986e-11,7.541437235914165e-17,3.196526939496249e-13,2.1196658411871275e-15,3.409714356302379e-11,5.23543233729017e-18,4.176811338110369e-14,5.635066784314756e-17,5.01354490667062e-10,1.9695990818416323e-18,4.884764535025047e-17,1.2489179392639734e-13,9.083069921737264e-07,1.5154514474941703e-15,1.2432786602281085e-07,1.7231513134402493e-11,4.357396166353179e-13,1.0032197260324595e-18,1.0342684397054778e-06,8.86901975371562e-18,2.867962606538047e-10,3.0139873238574934e-12,1.5433894942132323e-07,3.7325842280501325e-13,1.4371013197254623e-18,1.541357850551126e-11,7.759155541511212e-09,1.5352523282891927e-08,1.5360787138139105e-13,2.4210478279271204e-11,1.1594892556051063e-06,2.8461738377805354e-11,9.336768226373273e-15,2.3718678037864253e-12
0.0033688976666075574,0.506562919606129,2.3582767453669426e-08,1.555309467848307e-09,7.355705154441167e-08,7.405157578987375e-05,0.0,0.0,0.00017441358922205572,4.019394533330982e-05,0.00010442421664325576,8.3194865910774e-08,2.283057099650138e-12,4.3586376972546866e-27,8.380018614795868e-20,1.626342550161617e-13,1.60937345079685e-07,7.752686910220965e-07,5.960542568493711e-14,9.150328076643585e-18,1.9380440134560821e-07,3.921664577311054e-16,3.3455788972765268e-15,2.8412349896887425e-09,6.855392374346564e-11,4.223120571163912e-07,8.644272050075919e-15,6.577023105407558e-10,3.5434546724037607e-10,1.7361449144160922e-14,2.0611052769148723e-13,1.1033133346243259e-15,1.192774482011331e-11,5.312842461506583e-10,3.76,0.0,0.6712842525245543,0.9995121735293544,0.0002975821555976862,6.1948075041736744e-06,0.02544963684010445,0.025560338205249455,1.0109560080647855e-12,4.708792552315593e-17,3.684560934786895e-05,1.6183113703198095e-10,4.728813905430815e-08,2.2781710366434074e-07,4.627592077753828e-08,0.00035792858426861605,6.135647847796698e-05,2.3336514894041497e-07,1.2141126702408255e-10,6.735231735504654e-05,8.915632368417115e-09,8.302962253564026e-10,1.1597492604570356e-08,2.5680273349292063e-09,7.260977732539973e-12,1.858614144805128e-11,1.1750034362247138e-08,4.5710356970225446e-10,2.2229759501105503e-07,2.5235722267576667e-09,6.807141800802295e-09,7.383248208093112e-07,3.019310125363629e-16,9.333297148056451e-08,1.8498638333586887e-09,8.175366979476023e-11,7.694816924185848e-17,3.233705196151569e-13,2.1447068532039904e-15,3.464005327698006e-11,5.341910942747317e-18,4.258559162518201e-14,5.730056418830407e-17,5.084434860236738e-10,2.002800145010965e-18,4.968911685566351e-17,1.2631042264351926e-13,9.272216079778276e-07,1.5417653231085816e-15,1.259609956719602e-07,1.7565761296956217e-11,4.4416607091737407e-13,1.0200302137252725e-18,1.0408016330860272e-06,8.974490164252682e-18,2.9004303713371357e-10,3.048011972583853e-12,1.567300376171189e-07,3.772062619582755e-13,1.4766231565218597e-18,1.5593608005492314e-11,7.84885257487681e-09,1.560314840740602e-08,1.5740163248926612e-13,2.4489577599298453e-11,1.1776836498858108e-06,2.8612058912226484e-11,9.38607717735338e-15,2.42059936575899e-12
0.0034092966658051623,0.506591249731252,2.3942275740127852e-08,1.5889608871113814e-09,7.487201206734505e-08,7.578430991961039e-05,0.0,0.0,0.00017639072213581565,4.11892660898359e-05,0.0001064782069134234,8.703105829859132e-08,2.3959647282901667e-12,4.6441253907315945e-27,8.795342561948531e-20,1.681405829145524e-13,1.6540695604213072e-07,8.096156238014809e-07,6.302009450420391e-14,9.553351860280388e-18,1.9845565303798294e-07,4.0160873425796274e-16,3.4808027633572693e-15,2.9785713908703096e-09,7.124350537698324e-11,4.4032014690949566e-07,8.926113544222159e-15,6.846393077894479e-10,3.7693269104637903e-10,1.836023322740392e-14,2.150559418545472e-13,1.1507779113944309e-15,1.2284728784873645e-11,5.513178931043224e-10,3.76,0.0,0.6709740440291636,0.9995044385541488,0.00030452843954914847,6.413951870852483e-06,0.025748689897042903,0.02586169031570534,1.0228355434565685e-12,4.7641314021651605e-17,3.684532420892308e-05,1.6653878446459604e-10,4.867319691132978e-08,2.3161011461201186e-07,4.705242608391637e-08,0.0003661977619945115,6.275127724299523e-05,2.338906391572264e-07,1.247567528278852e-10,6.774829783690531e-05,9.12889673484576e-09,8.64024113217867e-10,1.1875270655669779e-08,2.640769472985912e-09,7.558050056102106e-12,1.93273561000266e-11,1.2049803303814069e-08,4.758331500765758e-10,2.2465878242150628e-07,2.5654253367437583e-09,7.041951894426754e-09,7.597303682809881e-07,3.137835614086147e-16,9.593826475549647e-08,1.9013806531911392e-09,8.509827678556383e-11,8.009614386949027e-17,3.309016329315998e-13,2.1954566276649273e-15,3.5747704926916485e-11,5.5604482714854734e-18,4.4261249614928474e-14,5.923701932353366e-17,5.228727165904445e-10,2.070483699439426e-18,5.140419286890599e-17,1.2918177118638322e-13,9.659950474864257e-07,1.5954487267150118e-15,1.2928100853307262e-07,1.825177220717214e-11,4.61459126354192e-13,1.054292096656987e-18,1.0538939343281986e-06,9.188325903934498e-18,2.9661469392300485e-10,3.1168753704758957e-12,1.615910797931619e-07,3.852011352062374e-13,1.558476411713323e-18,1.5958265582086276e-11,8.03048477319704e-09,1.6112698759124724e-08,1.652259114788457e-13,2.5054704418825033e-11,1.2146888257543885e-06,2.891432739139018e-11,9.485228834800752e-15,2.520654004062336e-12
0.0034496956650027673,0.5066195763375079,2.4304637066044792e-08,1.6231470820649618e-09,7.620422522970256e-08,7.75425362274696e-05,0.0,0.0,0.00017836944662439797,4.2197069034399903e-05,0.00010854864611610316,9.101490061733489e-08,2.513801195820498e-12,4.946015307802607e-27,9.227929295068427e-20,1.7378856061611656e-13,1.6996646242178597e-07,8.452050670205547e-07,6.660064679417158e-14,9.970352606550028e-18,2.0316144507447071e-07,4.1116295833161566e-16,3.6206455372859976e-15,3.1213340195606307e-09,7.401524785527692e-11,4.5892989914987665e-07,9.214578102901631e-15,7.124545744375345e-10,4.0078504750128785e-10,1.9409424054320825e-14,2.243230430957857e-13,1.1999531478519415e-15,1.2649581772294602e-11,5.719349411880102e-10,3.76,0.0,0.670663811429515,0.9994966176771178,0.00031159714749688953,6.639128638653813e-06,0.026047592208257968,0.026162915616588456,1.0347090906518504e-12,4.819442675074267e-17,3.6845035903327725e-05,1.7134519379710967e-10,5.008754872671847e-08,2.354473122535406e-07,4.7838141907255795e-08,0.0003746037888342839,6.416835090765222e-05,2.344289388778031e-07,1.2816551626632585e-10,6.814500614711765e-05,9.34496921713309e-09,8.988324317399233e-10,1.2156628257293709e-08,2.7152278582359955e-09,7.865489295737189e-12,2.009351168558739e-11,1.2355747303195659e-08,4.952173341392257e-10,2.2703710566121367e-07,2.6077623314578206e-09,7.282711177743186e-09,7.815899137756836e-07,3.2600384996178863e-16,9.859312609947054e-08,1.953873102713994e-09,8.855952725501184e-11,8.335390321675413e-17,3.3856144434414903e-13,2.247107544284043e-15,3.6885096328695824e-11,5.786606961109286e-18,4.59924304695421e-14,6.122313331599596e-17,5.376422495585187e-10,2.1399029350776124e-18,5.3162745297226047e-17,1.320989752379784e-13,1.0060543613814318e-06,1.6505635123228146e-15,1.3267390324842746e-07,1.8961741028623062e-11,4.793542018316239e-13,1.0894217485894379e-18,1.0670216834420103e-06,9.406077713846225e-18,3.032914331736145e-10,3.1868339663978624e-12,1.6655858181864365e-07,3.933295307433449e-13,1.6442014961139777e-18,1.6329117507310517e-11,8.215130126037155e-09,1.663344406272475e-08,1.7337505106236015e-13,2.5629157607818315e-11,1.2525267261053443e-06,2.9218765061978034e-11,9.585091937054763e-15,2.624249323400442e-12
0.0034900946642003722,0.506647899519939,2.466986191945999e-08,1.6578743085401647e-09,7.7553795564603e-08,7.932643785415131e-05,0.0,0.0,0.0001803498785841858,4.3217413544588266e-05,0.00011063567190231169,9.515112480470006e-08,2.6367522039099827e-12,5.265021080084426e-27,9.678374575568906e-20,1.7958089405129104e-13,1.746169486073484e-07,8.820721568331602e-07,7.035385970264985e-14,1.0401697067973522e-17,2.0792175502838922e-07,4.208291225781342e-16,3.765239132653063e-15,3.2696922727739503e-09,7.687100370722718e-11,4.7815647585337e-07,9.50977515515277e-15,7.411725090153736e-10,4.2596330728445984e-10,2.051122981728047e-14,2.339213717710249e-13,1.250890530460058e-15,1.3022418547652808e-11,5.931476429708058e-10,3.76,0.0,0.6703535528512281,0.9994887096967218,0.00031878984820235773,6.870457641340266e-06,0.02634634349504047,0.026464014135706534,1.0465766385792765e-12,4.874726328412041e-17,3.6844744386789806e-05,1.7625172732823256e-10,5.153160309400588e-08,2.3932894686114166e-07,4.863312519899695e-08,0.00038314824235655045,6.560793365140133e-05,2.349802208922734e-07,1.3163833686477573e-10,6.854268442541625e-05,9.563865017587736e-09,9.347477901758096e-10,1.2441582767301738e-08,2.7914352316711688e-09,8.183598039248126e-12,2.0885302217855806e-11,1.2667983335674148e-08,5.152752572960321e-10,2.2943255810950074e-07,2.6505858765811404e-09,7.52952448947326e-09,8.03912003984643e-07,3.386007723733529e-16,1.0129815650421228e-07,2.0073528897405833e-09,9.214082027160747e-11,8.672464645526806e-17,3.463516704759477e-13,2.2996727351362683e-15,3.8053000360629635e-11,6.0206090996228544e-18,4.778067004943917e-14,6.325984948223549e-17,5.527585553593924e-10,2.2110908228580234e-18,5.4965540626088256e-17,1.350625168880534e-13,1.0474324163110409e-06,1.7071386751424882e-15,1.3614115714348798e-07,1.9696411269642165e-11,4.978699193219665e-13,1.1254352303008314e-18,1.0801859725856549e-06,9.62781396436161e-18,3.100743919293821e-10,3.2578994781898905e-12,1.7163412231327273e-07,4.015929830736943e-13,1.7339537906779918e-18,1.670623973892964e-11,8.402823578720247e-09,1.7165539072909994e-08,1.8186034956512769e-13,2.6213044223441273e-11,1.2912105222531539e-06,2.952537063237974e-11,9.68566605757242e-15,2.7314899342640538e-12
0.003530493663397977,0.5066762193746731,2.503796131764572e-08,1.6931489087172575e-09,7.892083083474296e-08,8.113619840825007e-05,0.0,0.0,0.0001823321320426328,4.4250361324170065e-05,0.00011273943014276088,9.94445901004104e-08,2.765009371829131e-12,5.602155348255556e-27,1.0147291025367426e-19,1.8552033053574336e-13,1.7935950779355237e-07,9.202527564861643e-07,7.428674365520657e-14,1.0847759174042678e-17,2.1273656042142412e-07,4.3060722003683277e-16,3.9147186658246374e-15,3.4238195563866166e-09,7.981265620547607e-11,4.980153183174914e-07,9.811815545071864e-15,7.708181753489114e-10,4.525306693208871e-10,2.1667943211889007e-14,2.438607091849091e-13,1.303642856296702e-15,1.3403355188217869e-11,6.149684109138749e-10,3.76,0.0,0.6700432664100247,0.9994807134027763,0.0003261081194110411,7.108060134062464e-06,0.026644943473993862,0.026764985906950502,1.0584381759812927e-12,4.92998231888808e-17,3.6844449614697586e-05,1.812597624810152e-10,5.300577317331593e-08,2.4325527657705315e-07,4.943743459826128e-08,0.0003918327089817618,6.70702603825594e-05,2.3554465990950373e-07,1.351760031312409e-10,6.89415718749816e-05,9.785599556125667e-09,9.717972892920918e-10,1.2730151819300715e-08,2.869424875520625e-09,8.512686280994181e-12,2.1703437673123103e-11,1.2986630713641048e-08,5.360265243229366e-10,2.3184513043557266e-07,2.693898723842088e-09,7.782497864092983e-09,8.26705346548066e-07,3.5158338779440823e-16,1.0405396362426029e-07,2.0618318503230586e-09,9.584563790233583e-11,9.021165087330331e-17,3.54274049257428e-13,2.353165522966176e-15,3.925220945814203e-11,6.26268219788337e-18,4.962754029881904e-14,6.534812558456226e-17,5.682282105140405e-10,2.2840808383133552e-18,5.681335408496541e-17,1.3807287972688466e-13,1.0901627159617071e-06,1.7652036502229643e-15,1.3968427649313953e-07,2.0456546688359614e-11,5.170254059255802e-13,1.162348834419255e-18,1.093387914714003e-06,9.85360417316923e-18,3.169647122383931e-10,3.330083672337931e-12,1.76819293652535e-07,4.099930498055371e-13,1.827893966979263e-18,1.7089708776276424e-11,8.593600276974045e-09,1.770913965035083e-08,1.906934277523628e-13,2.6806471912506442e-11,1.3307535250078491e-06,2.9834142427463116e-11,9.786950645020103e-15,2.8424830299673573e-12
0.003570892662595582,0.5067045359988369,2.5408946831289145e-08,1.7289773136571208e-09,8.030544200736966e-08,8.297200200339328e-05,0.0,0.0,0.00018431631923349507,4.5295976372820226e-05,0.0001148600748659505,1.0390028610709858e-07,2.8987704015406994e-12,5.958355846638278e-27,1.0635309433232687e-19,1.9160966063342122e-13,1.8419524224045886e-07,9.597834676018647e-07,7.840654942916669e-14,1.130892022151166e-17,2.1760583872302393e-07,4.404972441709777e-16,4.069222549282753e-15,3.5838933603763397e-09,8.284211999851281e-11,5.185221513356218e-07,1.012081153678139e-14,8.014173205658835e-10,4.805528411606859e-10,2.288194448481249e-14,2.541510835326794e-13,1.3582642668805678e-15,1.3792509109294811e-11,6.374098188656724e-10,3.76,0.0,0.6697329502113973,0.9994726275762081,0.0003335535481537622,7.352058805395269e-06,0.026943391856983655,0.027065830970212864,1.0702936914121368e-12,4.985210602547884e-17,3.684415154211166e-05,1.8637069226873884e-10,5.4510476821075215e-08,2.47226567352777e-07,5.025113041966359e-08,0.00040065878426569825,6.855556677562483e-05,2.3612243261057817e-07,1.3877931278748432e-10,6.93419048858078e-05,1.0010188459519934e-08,1.0100085288082618e-09,1.3022353310530396e-08,2.9492306199372195e-09,8.85307159888327e-12,2.254864432007067e-11,1.3311811151940606e-08,5.574912202789552e-10,2.342748117736711e-07,2.7377037101723658e-09,8.041738542365489e-09,8.499788130715896e-07,3.6496092287201527e-16,1.0686116190685356e-07,2.1173219512516385e-09,9.967754713207113e-11,9.381827368240578e-17,3.6233034077734767e-13,2.4075994280579183e-15,4.048353610533984e-11,6.513059315023251e-18,5.1534650127651766e-14,6.748893424860609e-17,5.84057898905463e-10,2.3589069766818196e-18,5.870696972427711e-17,1.411305489221223e-13,1.1342794105276307e-06,1.8247883180702054e-15,1.4330479720551103e-07,2.1242931884710266e-11,5.368403086278633e-13,1.2001790959543957e-18,1.106628643985331e-06,1.0083519075856552e-17,3.2396354136896363e-10,3.4033983662006785e-12,1.8211570194564936e-07,4.1853131213759067e-13,1.926188156482802e-18,1.7479601674902788e-11,8.787495573390204e-09,1.826440275274176e-08,1.998862361816951e-13,2.7409548931185446e-11,1.3711691852480903e-06,3.0145078543077744e-11,9.888945073856496e-15,2.9573384503898274e-12
0.003611291661793187,0.5067328494906372,2.5782830554377825e-08,1.7653660435059796e-09,8.170774322799117e-08,8.483403329458849e-05,0.0,0.0,0.00018630255066804828,4.635432495824951e-05,0.00011699776820217358,1.0852333583379672e-07,3.0382392411930268e-12,6.334361721145908e-27,1.1143078745838755e-19,1.9785171806365357e-13,1.8912526342774438e-07,1.0007016413307229e-06,8.272077524321e-14,1.1785568952039857e-17,2.2252956734981218e-07,4.504991888791204e-16,4.228892550835062e-15,3.750095333420062e-09,8.596134155340097e-11,5.396929873307161e-07,1.0436876845728291e-14,8.329963929950576e-10,5.100981193521122e-10,2.415570444965646e-14,2.648027755163257e-13,1.4148102759998776e-15,1.4189999082133872e-11,6.604846035417419e-10,3.76,0.0,0.6694226023502886,0.9994644509888196,0.00034112773103639753,7.602577789332365e-06,0.02724168835108743,0.027366549371312,1.082143173235852e-12,5.040411134768391e-17,3.6843850123756235e-05,1.9158592545520837e-10,5.604613666508628e-08,2.5124309286314135e-07,5.107427463899892e-08,0.0004096280731728565,7.006408930702274e-05,2.3671371768578158e-07,1.424490728635261e-10,6.974391715162044e-05,1.0237647569631183e-08,1.0494096146947483e-09,1.3318205409992348e-08,3.0308868510030734e-09,9.205079311694428e-12,2.3421665040476736e-11,1.3643648832796668e-08,5.796899205925704e-10,2.3672159076365046e-07,2.782003756806764e-09,8.307354981787359e-09,8.737414422322889e-07,3.787427742218175e-16,1.0972037270583781e-07,2.1738352922475373e-09,1.0364020163532502e-10,9.754795368496849e-17,3.705223280359529e-13,2.4629881743966454e-15,4.174781332454368e-11,6.771979174214698e-18,5.3503646128491733e-14,6.968326304320169e-17,6.002544133455203e-10,2.4356037554424246e-18,6.064718049174787e-17,1.4423601129237784e-13,1.1798173060390258e-06,1.8859230107251923e-15,1.4700428549860492e-07,2.2056372746681262e-11,5.57334805337116e-13,1.2389427912568282e-18,1.119909316165414e-06,1.0317630693000715e-17,3.3107203201752947e-10,3.4778554301442714e-12,1.8752496701655237e-07,4.27209374868561e-13,2.029008102191557e-18,1.787599606116417e-11,8.98454503363757e-09,1.883148642896621e-08,2.0945106252015517e-13,2.8022384163913833e-11,1.4124710945068082e-06,3.045817698266314e-11,9.991648689057581e-15,3.0761687364099758e-12
0.0036920896601883974,0.5067894674752984,2.6539343641979317e-08,1.8398510140676414e-09,8.456588815365029e-08,8.863752050023929e-05,0.0,0.0,0.00019028158009728243,4.850949900052861e-05,0.0001213249894518981,1.1829267374377446e-07,3.3351483940565702e-12,7.149854370132577e-27,1.2220560290994635e-19,2.1080557154739314e-13,1.9927265891905295e-07,1.0868535950169161e-06,9.196376144308393e-14,1.278692251317146e-17,2.3254028497790604e-07,4.708388178545702e-16,4.564315240278397e-15,4.101631619544439e-09,9.247700611386284e-11,5.840921805121932e-07,1.1090677630598357e-14,8.992037261451782e-10,5.740446110956164e-10,2.689285547839747e-14,2.8723253318624e-13,1.5339051983682239e-15,1.5010469226971023e-11,7.085860730747096e-10,3.76,0.0,0.6688018039658186,0.9994478205718076,0.0003566687951748441,8.123680529631516e-06,0.027837824476709728,0.027967606399513758,1.105823988555267e-12,5.1507287630274535e-17,3.684323706690184e-05,2.0233501787386837e-10,5.921203975361398e-08,2.594129810816577e-07,5.274916442678709e-08,0.0004280027603208309,7.315173290207419e-05,2.3793754993185255e-07,1.4999121999553353e-10,7.055390139654494e-05,1.0701240836302303e-08,1.131896323833319e-09,1.3920935446948626e-08,3.1998911419359107e-09,9.945302955685682e-12,2.5254205381188276e-11,1.4327805376661946e-08,6.263741528841528e-10,2.4166639906442684e-07,2.8721011334463094e-09,8.858155120142077e-09,9.227711979000897e-07,4.075578766881262e-16,1.1559735244943141e-07,2.2899807703772393e-09,1.1197280602018228e-10,1.0539065917747309e-16,3.8732064127661433e-13,2.5766861455524945e-15,4.437865721072296e-11,7.316431077590404e-18,5.7634076404772e-14,7.423650791475871e-17,6.337756449385738e-10,2.594749981988386e-18,6.467060414449496e-17,1.5059227150288875e-13,1.2752992583135053e-06,2.0129660913527477e-15,1.546465852740709e-07,2.3767754666489145e-11,6.004460266619819e-13,1.3193388278784154e-18,1.1465952227709791e-06,1.0798738961510237e-17,3.456226369779105e-10,3.630244426916297e-12,1.986886152689136e-07,4.44991440470886e-13,2.2489412990789045e-18,1.8688602738464496e-11,9.388249808986172e-09,2.0001753142460754e-08,2.2974764901607887e-13,2.927776805782515e-11,1.4977887331003558e-06,3.1090853076287825e-11,1.0199180937287376e-14,3.3262179462145876e-12
0.0037728876585836077,0.5068460741357416,2.7307607732252352e-08,1.9166578192329973e-09,8.749624147507308e-08,9.25481494449507e-05,0.0,0.0,0.0001942700725533566,5.0716457977998936e-05,0.00012572255106814588,1.287963756889966e-07,3.657499895472522e-12,8.057227518238688e-27,1.338531221533236e-19,2.2440545818813782e-13,2.0981077652333479e-07,1.1790228511367675e-06,1.0208092169669614e-13,1.3855083971691856e-17,2.4276853155977254e-07,4.916260672904246e-16,4.9221910132448155e-15,4.479967695481374e-09,9.937587838738304e-11,6.313469103080494e-07,1.1774157373579708e-14,9.696664900211207e-10,6.449714817731378e-10,2.990109643352914e-14,3.1123750531360657e-13,1.6614003992851485e-15,1.5865743988810413e-11,7.593780284129016e-10,3.76,0.0,0.6681808557931973,0.9994308121347681,0.00037274428700649896,8.672390804613472e-06,0.02843334940976752,0.028568157473944825,1.1294805249703324e-12,5.260934833126068e-17,3.6842610074872874e-05,2.1351863698039288e-10,6.250696194431961e-08,2.677672827615342e-07,5.44626325939207e-08,0.0004469698085342455,7.633510033679484e-05,2.392176275533244e-07,1.57809093315831e-10,7.137334451686356e-05,1.1176510357624646e-08,1.2194926728251113e-09,1.4538492657172275e-08,3.376724247267779e-09,1.0736121271042274e-11,2.7207347301565943e-11,1.5040145701899243e-08,6.762540511961228e-10,2.4667948890082455e-07,2.9642158816200595e-09,9.43579068351411e-09,9.738703917570846e-07,4.381073636278371e-16,1.216900161064885e-07,2.4103678232731144e-09,1.208744878766478e-10,1.137689788946802e-16,4.0468374298697116e-13,2.6943735611430865e-15,4.7151835449276635e-11,7.898065785957347e-18,6.203278938329706e-14,7.901607085370284e-17,6.688484828265442e-10,2.7618064966900203e-18,6.889014956438336e-17,1.5714559064221698e-13,1.3769004991821848e-06,2.14658480714419e-15,1.6262433817214343e-07,2.559758599607506e-11,6.465316253311889e-13,1.4036761673249383e-18,1.173455328685631e-06,1.129753338073476e-17,3.606258649552503e-10,3.787346764790616e-12,2.103234706972372e-07,4.63352566742824e-13,2.4891861769060136e-18,1.952816177346298e-11,9.805003620983882e-09,2.1221225935344593e-08,2.5168851879995114e-13,3.057350793736031e-11,1.5868180099096261e-06,3.1732157385623796e-11,1.0409543032759732e-14,3.5935873637005835e-12
0.003853685656978818,0.506902670296678,2.8087738076116186e-08,1.995841969721839e-09,9.049982854664251e-08,9.656742046190051e-05,0.0,0.0,0.00019826885695251162,5.297581113260495e-05,0.00013019203682794925,1.4008055468209432e-07,4.007168076731876e-12,9.065359541982251e-27,1.4643236447157697e-19,2.386756886963592e-13,2.2074885656469357e-07,1.2775363805215297e-06,1.1314192742946586e-13,1.4993445277408463e-17,2.5321412446616687e-07,5.128609052291283e-16,5.3037829472196264e-15,4.886714403825412e-09,1.0667473077623572e-10,6.815960670659113e-07,1.2488280122659986e-14,1.0446234366407251e-09,7.235270131811866e-10,3.320378970467369e-14,3.369096470623507e-13,1.7977926961765335e-15,1.675682517677348e-11,8.129683839223676e-10,3.76,0.0,0.6675597421801156,0.9994134154997244,0.0003893673531330607,9.249754998722836e-06,0.029028260629193694,0.02916820316744477,1.1531126823349866e-12,5.371028963518967e-17,3.684196877247256e-05,2.2514865143110122e-10,6.593446451096687e-08,2.763084591556669e-07,5.62152337033094e-08,0.00046654242363047485,7.961611581146059e-05,2.405554557797837e-07,1.6590950088334744e-10,7.220403040459776e-05,1.166359059011015e-08,1.312442504839865e-09,1.517103209526465e-08,3.561682069656424e-09,1.1580433601427342e-11,2.928766792744077e-11,1.5781759048473463e-08,7.295130136270758e-10,2.5176083970429736e-07,3.058374332356153e-09,1.0041174250628016e-08,1.0271176994129383e-06,4.704727882233436e-16,1.2800359476645843e-07,2.5350982568866917e-09,1.3037779795356053e-10,1.2271354926898826e-16,4.226268082932785e-13,2.8161682498817676e-15,5.0074804615657207e-11,8.519010093282141e-18,6.671440080882233e-14,8.403041945337851e-17,7.055313459634657e-10,2.9370692587429534e-18,7.331248879231914e-17,1.638999299393727e-13,1.48492406774947e-06,2.287038692979984e-15,1.7095123693981486e-07,2.7553136554475468e-11,6.957735371616229e-13,1.4920981766803516e-18,1.2004997012052211e-06,1.1814643264536347e-17,3.7609115352654386e-10,3.9492595262080615e-12,2.224429841159059e-07,4.823064666053922e-13,2.7513362269421005e-18,2.039531617324008e-11,1.0235099285490917e-08,2.249120842616796e-08,2.7538489506936507e-13,3.191049937814506e-11,1.6796727861621136e-06,3.238208215975299e-11,1.0622732455226155e-14,3.879280930063812e-12
