Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043)
1.7896353250934487e-08,0.4646054014695765,6.472851120789537e-16,4.397645637428925e-19,1.0085406243868123e-13,5.255962271260039e-18,0.0,0.0,8.890881688411503e-12,2.3894270548252764e-18,1.0928314342663507e-19,1.3621578631287758e-20,8.423569683299258e-28,2.831817441584437e-41,1.0962597058491937e-30,1.3858144174196273e-20,2.6381620480830142e-17,3.6653998941310517e-22,2.6475705399961377e-36,5.691565991481234e-38,3.1173965565087416e-20,1.3499214926623042e-30,1.652550157913242e-20,3.3095328943461056e-28,2.448123090654007e-24,2.5998645920005916e-28,8.464420152503011e-27,2.8788991063913465e-25,8.354205602822198e-35,5.9929651996550994e-37,3.9270235284010284e-28,2.3996054330564087e-32,9.207518050945757e-27,6.775193023821697e-29,3.76,0.0,0.7106426650126957,0.9999849635960109,1.3008918730275552e-15,3.0462997953582974e-21,1.1958566804645316e-08,1.1958566813230324e-08,3.4713929146554255e-20,1.4470528666589366e-25,1.5036394950518672e-05,5.1993322551858357e-23,7.443433817729008e-24,8.799956830449845e-12,2.4061856390140237e-14,8.450581988209798e-16,1.0741989427821318e-14,3.785858634990481e-11,6.146384245265046e-22,1.0213674273855117e-13,1.4767104915276066e-17,1.8718708868868486e-23,3.750592840097852e-20,2.9447460592060224e-16,2.4076735299182773e-29,1.717087025677094e-27,4.751733776586953e-20,2.8409221903556355e-30,2.6384754343127333e-17,4.556433575240745e-14,1.8612265104262292e-25,1.8389504760080209e-29,1.7653157838707904e-30,4.8092772313061066e-23,7.359672240982255e-26,5.794540285143373e-33,6.364275867070529e-38,1.0329440145791598e-30,2.0041735257976092e-33,4.9236733128542446e-29,9.942021632688612e-39,8.559593040232106e-22,8.961322589865458e-26,5.5367762006739105e-18,1.1713243525351884e-26,1.2749320246046862e-37,2.716492606792284e-20,1.7518797596830257e-17,1.673223940546991e-28,1.2486483010051928e-19,9.235218133768471e-26,3.397921056405008e-28,6.485175899022359e-35,2.4724515983294515e-16,3.152711352284977e-34,2.2847483521635942e-23,6.869499377196648e-26,6.243143020327381e-26,6.424290335463387e-18,9.779703215431095e-43,2.2124111378315915e-27,1.6646200103225924e-24,3.168781172713577e-30,1.845788798710616e-41,1.0536300645256166e-27
2.2798238751917652e-08,0.46460540174819437,1.0513050143977627e-15,9.034943774241739e-19,1.6301297856529887e-13,1.0812597403221192e-17,0.0,0.0,1.1330277854951527e-11,3.8785888731518354e-18,2.2577954451696786e-19,2.235496420544367e-20,1.9433484730143923e-27,4.479997759724258e-41,1.4734369010953033e-30,1.626572568202157e-20,4.274457026232359e-17,6.461154352136055e-22,6.846071323561981e-36,1.647786236312978e-37,5.059010241412778e-20,2.7051887651361504e-30,1.7256264892852164e-20,8.660896244259351e-28,5.027299767767218e-24,8.326905921722553e-28,1.3524010378653063e-26,4.652379363202222e-25,2.737316897239993e-34,1.8750533116452066e-36,1.000954390754683e-27,7.321338604403572e-32,2.3962177287593662e-26,1.774063816329357e-28,3.76,0.0,0.7106426617295621,0.9999849635934802,2.68291862632719e-15,6.2943852971364375e-21,1.5234067896399477e-08,1.5234067908543852e-08,4.8114052095394537e-20,2.276603970098277e-25,1.5036394951714328e-05,8.746209649269605e-23,1.554332314046668e-23,1.1184885326094569e-11,3.862308609486646e-14,1.7332392429193759e-15,1.7406819855425986e-14,4.819257051914011e-11,9.791186019486091e-22,1.6566606146351933e-13,1.8686272266945964e-17,3.038035809991447e-23,6.021510513654013e-20,4.70332973037959e-16,5.428341005054099e-29,3.555263631189027e-27,6.128130908070797e-20,7.532482069807115e-30,4.2751040559485455e-17,7.211358200985216e-14,3.8236146157523135e-25,4.6910549038530477e-29,2.9199001993705442e-30,9.799252461180525e-23,1.902267080843008e-25,1.902114143609224e-32,1.8100931986226047e-37,3.408830631447878e-30,6.978952068225732e-33,1.2866233911325943e-28,2.6646757344323415e-38,1.0155867612424685e-21,1.4845519078744506e-25,1.126256047128224e-17,1.4784847836425686e-26,3.3353345596746183e-37,2.894302340393605e-20,2.840072087846998e-17,2.73112540870705e-28,2.5611407917349457e-19,1.499434626035619e-25,6.660303960783072e-28,1.6971535258827085e-34,4.010324119487764e-16,6.216782554398928e-34,4.714041385207586e-23,1.7736709945374965e-25,1.6395865679418458e-25,6.97443519688626e-18,2.5545690556816265e-42,5.788196734550576e-27,4.349239406551691e-24,8.287097637462573e-30,7.445903039516296e-41,3.433633455783646e-27
2.7700124252900817e-08,0.4646054020268118,1.5543783163168742e-15,1.6052578224965341e-18,2.3970930055622357e-13,1.9271617495577527e-17,0.0,0.0,1.377161063701693e-11,5.7271798377533356e-18,4.0289090956503003e-19,3.233585228964428e-20,3.799242160105679e-27,6.265028418312116e-41,1.829438808049759e-30,1.7825710970112937e-20,6.300614984310984e-17,1.0133127652026402e-21,1.4479701082697795e-35,3.8984460676832956e-37,7.468379833233352e-20,4.6917519450012636e-30,1.758045754399557e-20,1.8496001007684636e-27,8.918139195207171e-24,2.0979387897036857e-27,1.9660514367754127e-26,6.840310158352725e-25,7.0100738919489565e-34,4.684201762883478e-36,2.0889129475934912e-27,1.7627027981227082e-31,5.117888649780882e-26,3.8074111307255303e-28,3.76,0.0,0.7106426584464276,0.9999849635909283,4.778468208272953e-15,1.123083387785886e-20,1.850956897324449e-08,1.850956898911629e-08,6.181994293664347e-20,3.2619242876043275e-25,1.5036394951835733e-05,1.352092223071854e-22,2.8323111662087594e-23,1.3559995374596295e-11,5.6416266351965746e-14,3.0711579899756202e-15,2.5660994639385132e-14,5.851126973330692e-11,1.4203555132315242e-21,2.444433150733163e-13,2.2554237213028268e-17,4.485142703437836e-23,8.797107389804923e-20,6.837454489771132e-16,1.0780553562536654e-28,6.3594161803814955e-27,7.54080617026931e-20,1.660628321343345e-29,6.30176837278417e-17,1.0391721210840014e-13,6.78669995746598e-25,9.887378721398979e-29,4.363957835628781e-30,1.7261538439509248e-22,4.0174409123456746e-25,4.911570365845488e-32,4.182272765722997e-37,8.652011292769873e-30,1.8324143240389736e-32,2.743947378619513e-28,5.918184765255895e-38,1.1198744068258187e-21,2.1591722657636327e-25,1.9802170833192663e-17,1.735028528059555e-26,7.12140433351805e-37,2.99037183949679e-20,4.1885411601940273e-17,4.045667968205163e-28,4.538338755628391e-19,2.2159312200370373e-25,1.146348678573566e-27,3.6742363075756296e-34,5.917308600973465e-16,1.075168125263925e-33,8.399828976202439e-23,3.7418901210682523e-25,3.512680769881242e-25,7.380366213231441e-18,5.4465517498532057e-42,1.2357757646408815e-26,9.27429360224763e-24,1.776736722748828e-29,2.250519272729167e-40,8.618543485880258e-27
3.260200975388398e-08,0.46460540230542874,2.1572650335546926e-15,2.593246901878969e-18,3.307754885384743e-13,3.12560853417549e-17,0.0,0.0,1.6214959416261917e-11,7.935486857567638e-18,6.533034534939425e-19,4.313099639418173e-20,6.669789178167806e-27,8.081445526311058e-41,2.157476611219539e-30,1.876660309202318e-20,8.715123899335954e-17,1.4757124054139077e-21,2.6983292630514735e-35,8.080625840257358e-37,1.0345505330487718e-19,7.401919599420838e-30,1.7710285937423582e-20,3.476084327153091e-27,1.4376311340055676e-23,4.55682203220881e-27,2.682146001224076e-26,9.437970139095789e-25,1.5396101206951587e-33,1.0131838220321679e-35,3.841822244795047e-27,3.6647136370597756e-31,9.641758886560877e-26,7.203136379388732e-28,3.76,0.0,0.7106426551632923,0.9999849635883542,7.7329516057227e-15,1.820689770780939e-20,2.1785070035178564e-08,2.1785070054888723e-08,7.564538960082725e-20,4.388700605397376e-25,1.503639495177732e-05,1.9778284352063045e-22,4.726743560515183e-23,1.5925838414903664e-11,7.73408539230961e-14,4.945329162388505e-15,3.5498819752355116e-14,6.881470624064259e-11,1.934926325643908e-21,3.3844629633670436e-13,2.6372462129712396e-17,6.213191681024219e-23,1.206181779915572e-19,9.3302031736091e-16,1.9540256864499802e-28,1.0340139204242481e-26,8.991961953958676e-20,3.251197665307648e-29,8.716991738746925e-17,1.4059063343017937e-13,1.094834057531955e-24,1.8451596768694508e-28,6.097493257538977e-30,2.76447792809971e-22,7.47104075610359e-25,1.0940571291831492e-31,8.480762613273977e-37,1.8737793815462504e-29,4.0667194360129907e-32,5.150059572827608e-28,1.1652920678271754e-37,1.1831519877549564e-21,2.8893743635176466e-25,3.164749727015725e-17,1.951940499237739e-26,1.3382440776717125e-36,3.0404511175904814e-20,5.796618824365098e-17,5.616195182063612e-28,7.308174498271777e-19,3.0746881436702896e-25,1.8092629978226095e-27,7.026784726314295e-34,8.192867780556746e-16,1.7035166960691422e-33,1.3599866627978515e-22,6.950961285374192e-25,6.621888555316025e-25,7.713041043058951e-18,1.0221825132396418e-41,2.32183522300106e-26,1.7404594617425387e-23,3.3584050311348985e-29,5.7031887121626615e-40,1.8469387825172022e-26
4.240578075585031e-08,0.4646054028626617,3.665023587008718e-15,5.60324051533637e-18,5.554053237650811e-13,6.813472928613483e-17,0.0,0.0,2.1107987063677294e-11,1.3432371638052794e-17,1.4209861244003556e-18,6.617816596134996e-20,1.65735823507705e-26,1.1579529259782664e-40,2.7277006450535166e-30,1.9481628180322224e-20,1.4704027049676637e-16,2.726055457482923e-21,7.310063190706263e-35,2.654609827466213e-36,1.750302403576307e-19,1.527951903082808e-29,1.768587957148244e-20,9.55662438749807e-27,3.090697072706731e-23,1.6091868527180749e-26,4.403440322616617e-26,1.5845687344278384e-24,5.507139535979899e-33,3.5619177811232656e-35,1.0136004888384181e-26,1.1877075775409573e-30,2.6714160603169607e-25,2.010735548796426e-27,3.76,0.0,0.7106426485970183,0.9999849635831407,1.6748998974899978e-14,3.957320367314654e-20,2.833607211430727e-08,2.8336072141971155e-08,1.0344555955542466e-19,7.020229952445646e-25,1.503639495176013e-05,3.7923760757342146e-22,1.108200635522453e-22,2.063161090197147e-11,1.2822961743384375e-13,1.0609114705756992e-14,5.990591951087178e-14,8.93758734434354e-11,3.1735127554426887e-21,5.720472849242677e-13,3.386490450210632e-17,1.0512116583735193e-22,2.0003418161343898e-19,1.5333389613718938e-15,5.274290861243521e-28,2.263985327683389e-26,1.201783561379523e-19,9.838712651142337e-29,1.47080773175353e-16,2.2726338968499074e-13,2.3583102642627336e-24,5.0509962410061435e-28,1.043301975194131e-29,5.873685929776309e-22,2.013160844959032e-24,4.082135590406987e-31,2.7005866187707853e-36,6.480772074165502e-29,1.455033814181371e-31,1.412155617210599e-27,3.557335937566732e-37,1.2319461543014183e-21,4.446197740801047e-25,6.691453860884204e-17,2.3084819536433203e-26,3.6796051651561635e-36,3.064305899591272e-20,9.789287105272345e-17,9.522933327121925e-28,1.5679372777174677e-18,5.22757592644877e-25,3.7871773292456766e-27,2.0000580462759796e-33,1.3847722601685908e-15,3.587809175732794e-33,2.9486978962037807e-22,1.8685044978418892e-24,1.8314183627629598e-24,8.265787252778658e-18,2.8046803872906117e-41,6.379606601045135e-26,4.771262503174579e-23,9.361224158950689e-29,2.6127769824286468e-39,6.256784390715031e-26
5.220955175781664e-08,0.4646054034198933,5.579820107951199e-15,1.0309244872649872e-17,8.355873902244372e-13,1.265172593897333e-16,0.0,0.0,2.6009959165789598e-11,2.0371728967576948e-17,2.630308873500302e-18,8.981242573040638e-20,3.421501524997037e-26,1.4598999229025753e-40,3.1861780480675944e-30,1.9609139556011294e-20,2.223039891844996e-16,4.492166602242551e-21,1.603905121967875e-34,6.810989227958111e-36,2.65315663452402e-19,2.69106875737269e-29,1.767354180162332e-20,2.1226124193390494e-26,5.655814869085785e-23,4.335564210021074e-26,6.478107617446795e-26,2.3839911593369794e-24,1.4989542099664725e-32,9.609722327675673e-35,2.1681068357230236e-26,2.9689476468668772e-30,5.981171862414876e-25,4.531071883931659e-27,3.76,0.0,0.7106426420307393,0.9999849635778426,3.086926502319021e-14,7.318883194587526e-20,3.4887074133771414e-08,3.488707416971135e-08,1.3117440900063387e-19,1.0076769625739281e-24,1.5036394951360477e-05,6.592543769127679e-22,2.2376867617067485e-22,2.5306141202768056e-11,1.9053966902301984e-13,1.9374396510368984e-14,9.058744814268794e-14,1.0987624999491995e-10,4.673962746283686e-21,8.662914876880116e-13,4.1174670346471194e-17,1.593481233348314e-22,2.9729470510510034e-19,2.2591293531284104e-15,1.1862652056769164e-27,4.224035607033054e-26,1.5223277051022358e-19,2.403434001363751e-28,2.223787101487742e-16,3.294855282439889e-13,4.3261760434660735e-24,1.1234299551512037e-27,1.5926530680606834e-29,1.0637240501238814e-21,4.3912265859962584e-24,1.1620089632637068e-30,6.828326060723459e-36,1.712099546419203e-28,3.9268897592055637e-31,3.1287962268317647e-27,8.745246273436336e-37,1.240693428541809e-21,6.034836049817617e-25,1.2049880460139248e-16,2.621026824413415e-26,8.176099917540567e-36,3.0694658949245175e-20,1.481323146427838e-16,1.4446582251697607e-27,2.8635942174279167e-18,7.978985051182172e-25,6.824807636354299e-27,4.555058567850048e-33,2.0970593345765915e-15,6.494084174442427e-33,5.440724571063748e-22,4.065450510484164e-24,4.09018403806228e-24,8.809390971412812e-18,6.222013531433831e-41,1.4161713382962156e-25,1.056909350152966e-22,2.1068992622724733e-28,8.466784178219616e-39,1.6234326190500934e-25
6.201332275978297e-08,0.464605403977124,7.906419014030532e-15,1.709671861617873e-17,1.1699629612569871e-12,2.1179951500697343e-16,0.0,0.0,3.092147217067069e-11,2.875633892557018e-17,4.3878608348305525e-18,1.1334602553959587e-19,6.26784959467016e-26,1.7037780757378181e-40,3.553007531827396e-30,1.9755262573748968e-20,3.128405488322537e-16,6.895352640601269e-21,3.0806450107887772e-34,1.4918067982139997e-35,3.743113224621862e-19,4.2770089570459735e-29,1.7747735987383266e-20,4.121059510227336e-26,9.327314776115059e-23,9.896180887953913e-26,8.86946243839632e-26,3.3385137194215944e-24,3.4485626875039e-32,2.1991290902016835e-34,4.057949380659463e-26,6.313577358739062e-30,1.1689552542535582e-24,8.909439779538228e-27,3.76,0.0,0.7106426354644539,0.9999849635724603,5.126676547240972e-14,1.219789628590329e-19,4.1438076093556716e-08,4.143807613817719e-08,1.5882916911144656e-19,1.3475276733880764e-24,1.5036394951798847e-05,1.0711352118924641e-21,4.1065708451275983e-22,2.995317296365081e-11,2.635308607877354e-13,3.1886831926790584e-14,1.2750483687876048e-13,1.3031602265335555e-10,6.4194427285631676e-21,1.2209924906473607e-12,4.831283479944314e-17,2.2481281830905623e-22,4.112398196502293e-19,3.098785381439463e-15,2.369979172874689e-27,7.112886198204455e-26,1.8626636322311701e-19,5.136985309629194e-28,3.129647575424278e-16,4.448329459126059e-13,7.155978973566771e-24,2.1892795330432612e-27,2.2578093771923574e-29,1.7379549961610258e-21,8.380468397289232e-24,2.81537682000602e-30,1.4982410241094237e-35,3.8412720676823493e-28,8.94742146059287e-31,6.059871982686724e-27,1.878889557441927e-36,1.25021013452728e-21,7.605798380169505e-25,1.9558499151504336e-16,2.930734166379174e-26,1.5885461929998884e-35,3.0856229166551e-20,2.0863795050166022e-16,2.0382569917377735e-27,4.713323781666376e-18,1.1357410318079492e-24,1.1158089484076847e-26,9.009571911309041e-33,2.955697007391125e-15,1.0650614330854316e-32,9.046961569178483e-22,7.737354973229545e-24,7.984015625462186e-24,9.378265799369276e-18,1.20755086225058e-40,2.747971926986713e-25,2.0466262391139823e-22,4.138072393291059e-28,2.2511870850295344e-38,3.579985562305752e-25
7.18170937617493e-08,0.46460540453435367,1.0648611450454682e-14,2.6334299807149276e-17,1.5572178700164425e-12,3.2940051097343177e-16,0.0,0.0,3.5843075930421956e-11,3.858916148591883e-17,6.79898698185774e-18,1.368795366762671e-19,1.0546797408415652e-25,1.9012181204422772e-40,3.851909759134256e-30,1.992204426243468e-20,4.1856278584446893e-16,1.0072875064454355e-20,5.391761167577394e-34,2.9223528470742e-35,5.020172172605082e-19,6.319007247764234e-29,1.779980951953268e-20,7.28360200621625e-26,1.4285709305126193e-22,2.0180967727282637e-25,1.1545455632273542e-25,4.4448654674618356e-24,7.072661955050712e-32,4.494118346601825e-34,6.911563710125618e-26,1.1997151183393244e-29,2.076624819257551e-24,1.5923396058944152e-26,3.76,0.0,0.7106426288981607,0.999984963566998,7.907219346095348e-14,1.888226729571593e-19,4.7989077993650124e-08,4.798907804750494e-08,1.8651028557622456e-19,1.715192099633357e-24,1.5036394950947441e-05,1.652412398569479e-21,7.044971459609318e-22,3.4575944440734e-11,3.465296851989062e-13,4.8739084721147127e-14,1.7062496481169473e-13,1.5069537595327042e-10,8.39931075130225e-21,1.6359660994875357e-12,5.5289653839161295e-17,3.015152943086974e-22,5.408066837726681e-19,4.042234976048587e-15,4.356632675209059e-27,1.1143495267485954e-25,2.2245991256076364e-19,1.0030393819966557e-27,4.187545429028104e-16,5.713246267749459e-13,1.0999872094562635e-23,3.888913839995374e-27,3.0387786312202254e-29,2.639850635984887e-21,1.4564411554099063e-23,6.139553214651041e-30,2.98958838152952e-35,7.71821515903489e-28,1.819687581533638e-30,1.0684001148475098e-26,3.6856528531843304e-36,1.2612596162226978e-21,9.166054146505784e-25,2.948137879624499e-16,3.240434944364886e-26,2.8107081469881434e-35,3.0992384634498597e-20,2.793690598915519e-16,2.732690338378542e-27,7.204853518659326e-18,1.539914614037914e-24,1.7022535326556292e-26,1.6084194647858635e-32,3.960239654641389e-15,1.6285518666884875e-32,1.3972848905633137e-21,1.3404603526260488e-23,1.418900001710034e-23,9.937800738980903e-18,2.1351083228313647e-40,4.854092780053068e-25,3.6076572411066353e-22,7.387556081366407e-28,5.248067049197712e-38,7.067974746695377e-25
8.162086476371562e-08,0.46460540509158244,1.3809212224599332e-14,3.836676693848446e-17,1.996104966257701e-12,4.846550351482731e-16,0.0,0.0,4.077526688751822e-11,4.987327282437539e-17,9.965924637213458e-18,1.606135144403674e-19,1.6636002123131696e-25,2.0666067002472815e-40,4.098035750711195e-30,1.9950882525592296e-20,5.393981646172709e-16,1.416423303140765e-20,8.800259395114098e-34,5.256909983441857e-35,6.484333477241297e-19,8.839231987281282e-29,1.778848107923451e-20,1.1994145632603012e-25,2.0695303816821213e-22,3.780029461307271e-25,1.4478821889743532e-25,5.700098491757102e-24,1.3304310833749663e-31,8.432139416377123e-34,1.0962289962482364e-25,2.0933990019639015e-29,3.4334801234297014e-24,2.6489224712318675e-26,3.76,0.0,0.7106426223318592,0.9999849635614532,1.1535466774440647e-13,2.7650531387391854e-19,5.454007983404013e-08,5.454007989780974e-08,2.1423632071421556e-19,2.1059398772797856e-24,1.5036394952189115e-05,2.4428877779834573e-21,1.1473361117560828e-21,3.917720094043878e-11,4.389362008072329e-13,7.046386674061495e-14,2.1992018451878455e-13,1.7101448898036365e-10,1.0608443121468675e-20,2.111033558711251e-12,6.211442484637241e-17,3.8945561153378327e-22,6.850426841983911e-19,5.080950792795919e-15,7.516697867016119e-27,1.654287757621992e-25,2.609884283595058e-19,1.8313975032143642e-27,5.396781924259219e-16,7.073907408135158e-13,1.6003461143232186e-23,6.443048169980372e-27,3.9355701211271534e-29,3.796845522303802e-21,2.3589059756275012e-23,1.2391297286551639e-29,5.561908029208012e-35,1.4279554057961541e-27,3.3998615201086184e-30,1.7549645380648084e-26,6.758258246950622e-36,1.2632868402112428e-21,1.0730057979231976e-24,4.2029789649499553e-16,3.539912437056721e-26,4.6355333493270465e-35,3.10022507240973e-20,3.602910476802554e-16,3.527619293234122e-27,1.0417065885584093e-17,2.014707106299499e-24,2.465327915413148e-26,2.6676468409402436e-32,5.110254810423399e-15,2.3626135538782165e-32,2.0415124349949818e-21,2.1632824448850787e-23,2.3498951034079712e-23,1.0472125331779704e-17,3.5201629109386443e-40,7.988970992682609e-25,5.924844232206994e-22,1.2275959497596714e-27,1.1068773896016237e-37,1.2842078611325112e-24
9.514541689576495e-08,0.46460540586029275,1.8859843557640755e-14,6.015415990480635e-17,2.6840897607646663e-12,7.704164695067128e-16,0.0,0.0,4.759757031824391e-11,6.782791844277047e-17,1.5760937398392685e-17,1.9349264048110605e-19,2.873515407369234e-25,2.249699000585484e-40,4.365569917095349e-30,1.987744244363614e-20,7.30784378237492e-16,2.1561012310670736e-20,1.5849104591404204e-33,1.0604072608272823e-34,8.81127394266169e-19,1.3132404263028787e-28,1.7749487098092082e-20,2.1831258422126253e-25,3.220053450890869e-22,8.070199876415276e-25,1.8903884299244286e-25,7.671094849477785e-24,2.8550197101594617e-31,1.804779361013275e-33,1.8937050728877976e-25,4.0528253267306103e-29,6.278856877741036e-24,4.8862235049772645e-26,3.76,0.0,0.7106426132734626,0.9999849635536758,1.812129579662356e-13,4.367189362299393e-19,6.357735385123819e-08,6.357735392997412e-08,2.524959243779137e-19,2.6758775588130067e-24,1.5036394952015286e-05,3.951871028777384e-21,2.1001105077916177e-21,4.549390788308525e-11,5.808467020343286e-13,1.0933257646520074e-13,2.98015704557354e-13,1.9894667595344942e-10,1.4029885129409048e-20,2.864709175441719e-12,7.129564242929736e-17,5.292164326458585e-22,9.06491364094107e-19,6.656512250657716e-15,1.4718781619713008e-26,2.669905447679323e-25,3.1828921289762303e-19,3.871577894923391e-27,7.312249481581685e-16,9.084048638099502e-13,2.507458410609234e-23,1.1847156733037408e-26,5.362835613096899e-29,5.861214003517103e-21,4.198902156588475e-23,2.980926245794849e-29,1.2032814044228802e-34,3.0072543811524073e-27,7.238512118597007e-30,3.1829796740102257e-26,1.4368644488051872e-35,1.2585133322780797e-21,1.288033435257497e-24,6.397128602925499e-16,3.9423350069198077e-26,8.462071538311469e-35,3.094979311405303e-20,4.885961132460297e-16,4.788648067525953e-27,1.6164783304812248e-17,2.79458456011643e-24,3.853029879018998e-26,4.8757771782490383e-32,6.93470998606929e-15,3.698736698296506e-32,3.2144762025371984e-21,3.8282443964395225e-23,4.312492373242773e-23,1.1196172396659195e-17,6.428377009094512e-40,1.4530165170067633e-24,1.0743115426830612e-21,2.2609932079116127e-27,2.7358865638982184e-37,2.633926944631806e-24
9.999999999999998e-08,0.4646054066290021,2.086874676499601e-14,6.958345892808856e-17,2.9538493918869363e-12,8.956083848815597e-16,0.0,0.0,5.005175695754185e-11,7.494943197260264e-17,1.828919530118112e-17,2.052981855065382e-19,3.430488853169766e-25,2.3043990251271345e-40,4.4444822561699745e-30,1.984089717519979e-20,8.064386793311294e-16,2.4774125567612445e-20,1.918545607783915e-33,1.330027429591922e-34,9.73336380667201e-19,1.4910774623676017e-28,1.77425653969128e-20,2.6513397213229405e-25,3.7148981341273647e-22,1.0326205777704032e-24,2.058933448508473e-25,8.445112780214141e-24,3.659381840625048e-31,2.311519444853384e-33,2.257587313114976e-25,5.01357546454905e-29,7.63698571253319e-24,5.961638898431662e-26,3.76,0.0,0.7106426100219829,0.9999849635508492,2.0977258377858675e-13,5.065472614824453e-19,6.682124665810969e-08,6.682124674262555e-08,2.6622180121637697e-19,2.8877033610227602e-24,1.5036394950771123e-05,4.630228388381691e-21,2.565335136979101e-21,4.77535546454576e-11,6.356341437919389e-13,1.2600982119277856e-13,3.2889190194612163e-13,2.0894503098369836e-10,1.5363991215683684e-20,3.1629604647454686e-12,7.452878748994255e-17,5.845991710974233e-22,9.919633182899872e-19,7.259298165935906e-15,1.837597038481637e-26,3.1230028636040334e-25,3.401072937549784e-19,4.963845214602821e-27,8.069489792978752e-16,9.837965870948679e-13,2.9008232856139776e-23,1.4446060054193433e-26,5.928916403246547e-29,6.7466721656776285e-21,5.0604379951353383e-23,3.991322027706898e-29,1.5544822387919042e-34,3.831235382008071e-27,9.251950055882214e-30,3.8606885613009546e-26,1.845890022751767e-35,1.2560662713496515e-21,1.3647633117918968e-24,7.322615582772547e-16,4.084970598410682e-26,1.0289797634568315e-34,3.0936993607584275e-20,5.393528790689223e-16,5.287661408527888e-27,1.8631122835963168e-17,3.1121692999067863e-24,4.4571902383601455e-26,5.926969931161481e-32,7.656700366226717e-15,4.2806406452839286e-32,3.7243796160773e-21,4.6030428835995344e-23,5.253065912383588e-23,1.1457254129238072e-17,7.820005355678932e-40,1.7641703058115678e-24,1.3029332729331837e-21,2.7571719169062335e-27,3.6708265370328887e-37,3.323687124006368e-24
1.0866996902781427e-07,0.4646054066290021,2.47148055790171e-14,8.871278623947207e-17,3.4649389653749415e-12,1.1519425357391194e-15,0.0,0.0,5.444204203881251e-11,8.855932458814438e-17,2.3450306717142358e-17,2.2635598940858604e-19,4.609928845218595e-25,2.389671430043899e-40,4.5666762685228065e-30,1.9783188125053263e-20,9.50665869712807e-16,3.132669420105575e-20,2.639712070230487e-33,1.9383305220242764e-34,1.1494287141790882e-18,1.8405538371437082e-28,1.7749750233879592e-20,3.6667608357308334e-25,4.714276943937621e-22,1.5575978579123465e-24,2.3715344058569227e-25,9.913497993845318e-24,5.535752145708606e-31,3.4927260977280826e-33,3.0222552570633822e-25,7.140127575022615e-29,1.0588337457016639e-23,8.311101516886694e-26,3.76,0.0,0.710642604215045,0.9999849635457551,2.678061928750634e-13,6.489920003124535e-19,7.261462775476955e-08,7.261462785020113e-08,2.907186702471272e-19,3.27390148163659e-24,1.5036394946951867e-05,6.0449161550217616e-21,3.595483321705186e-21,5.1780206075964736e-11,7.382586413251818e-13,1.596300008616354e-13,3.8776132952934787e-13,2.2676501902679288e-10,1.7887269392256914e-20,3.731951509788628e-12,8.022543507055998e-17,6.903643039397175e-22,1.1520253478011133e-18,8.381147135131368e-15,2.671279731014307e-26,4.064763803338342e-25,3.8081313040792e-19,7.551052286128738e-27,9.513180426735697e-16,1.1221019220213744e-12,3.7005865983288957e-23,2.0129340469987405e-26,7.010571410644292e-29,8.533221091025873e-21,6.906962288444926e-23,6.523858989177023e-29,2.3943850233440637e-34,5.7370814241973266e-27,1.3925091908923144e-29,5.327197219988898e-26,2.817489737070926e-35,1.2520980235037257e-21,1.5009848696160391e-24,9.164533500991848e-16,4.3385669888571365e-26,1.4265434858166612e-34,3.0941906049496515e-20,6.361664554950502e-16,6.23966930810456e-27,2.3603371278870757e-17,3.731989605637245e-24,5.690373774307982e-26,8.211996394529529e-32,9.034083545973287e-15,5.468452003770499e-32,4.7625301328917395e-21,6.255284019492671e-23,7.303600563592154e-23,1.192889206216753e-17,1.085291394138278e-39,2.438669364443111e-24,1.797582797889299e-21,3.840339044458928e-27,5.983899018802971e-37,4.894356899152925e-24
