Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043)
0.05225939370465891,0.46758503082534275,3.2878941270474684e-09,6.416115462138686e-10,4.591852401865221e-08,8.32377255222137e-05,0.0,0.0,0.00015440792716015707,0.0001673697182467471,0.00019519360232167152,1.232441427394435e-06,8.828011668531104e-12,5.63635100971756e-29,6.335427336239216e-21,7.192469147126875e-14,2.097468654213368e-07,9.873646807911662e-06,1.4864860004038037e-13,2.1891061584388763e-18,2.6184864563125224e-07,7.93541137241404e-17,2.0488286762836842e-15,5.075575368483244e-08,1.7355531056427254e-10,2.5513739079136865e-06,2.9894445538875755e-15,2.2978936841986406e-09,9.016571883626747e-09,6.607516728412681e-14,4.5705773451374e-13,3.5132553109538408e-15,8.595211705116493e-12,2.332649867654238e-09,3.76,0.0,0.6746627694218342,0.9987133810280909,0.0015844152069565795,5.1504303688910215e-05,0.033962089207709614,0.034214294728988265,1.4367556650402136e-13,2.581658690708795e-18,1.501727464702905e-05,8.410082194828748e-11,6.911114545281544e-08,2.3490799005695274e-07,1.3805095315712311e-08,0.001303115031342158,0.0004921812988705918,1.5141808051671656e-08,5.314879476132361e-11,4.2451186693254224e-05,5.633014058189714e-09,6.189163086424391e-09,8.469946265752767e-09,3.9506878717293265e-09,1.0759927386031755e-11,1.662055583058826e-10,2.4769850354636755e-08,7.243446988804315e-10,1.315702838560469e-07,1.0040944511141237e-08,2.6955526682392382e-08,3.50918665275927e-06,2.1079199141219205e-16,2.35553611955351e-07,1.5379543632932088e-08,5.05029463930969e-10,1.8633481627615104e-16,4.49158201467284e-11,1.1585773737672717e-13,1.9883837047994463e-10,1.088492130743059e-17,6.796009721549789e-14,8.750608206464558e-17,3.753279756675361e-09,1.7148437486265758e-18,3.13503530867736e-17,1.3914493800650626e-13,5.786268526236821e-05,3.2575734773445462e-15,8.27637482670467e-07,9.44231979636757e-12,8.199918519014389e-13,2.7861723415951607e-19,5.15524172272535e-07,3.719004660576405e-18,6.234757343799936e-10,2.5140435063900877e-11,7.3518200484170785e-06,7.370678244319399e-14,6.484508482463603e-19,4.5798682298118735e-10,5.872985241681357e-07,1.343342655899448e-07,2.807653632882492e-12,5.869139076310975e-09
0.052405839375384275,0.46759363605095894,3.3054636829062752e-09,6.471569008359276e-10,4.622920309010183e-08,8.383056097619668e-05,0.0,0.0,0.00015491801969289264,0.0001684663420002242,0.0001966705979227786,1.252352074834116e-06,8.980044412118426e-12,4.1976368934863614e-29,6.444544769000203e-21,7.275502741892667e-14,2.1160157333809977e-07,1.0006947180456787e-05,1.5139920110822874e-13,2.2173829943979398e-18,2.633053389242715e-07,7.979903715469432e-17,2.0789193746986737e-15,5.1490141157056096e-08,1.7566229577006062e-10,2.585527748426932e-06,3.020137124208072e-15,2.3345576969894955e-09,9.196444933080522e-09,6.751071651049382e-14,4.638284618084609e-13,3.569750521132403e-15,8.677636873642145e-12,2.359226899884657e-09,3.76,0.0,0.6745540836350007,0.9987035372623299,0.001598083682094024,5.2078207965488965e-05,0.034053952741679716,0.03430831583756298,1.440641923861916e-13,2.5886461832177856e-18,1.5017126630055471e-05,8.487650470612528e-11,6.975197889413653e-08,2.3644066488003162e-07,1.3898076200063487e-08,0.001313991208060205,0.0004959563673244514,1.521732230730786e-08,5.3604497268910445e-11,4.275399506038873e-05,5.6677861423770405e-09,6.270964669155534e-09,8.521658408150782e-09,3.996067215341316e-09,1.0918895341665322e-11,1.685399710154056e-10,2.5108672578464252e-08,7.350556067371734e-10,1.3219052152545681e-07,1.0106173848982558e-08,2.7229074792773213e-08,3.5512132709888996e-06,2.134959088681705e-16,2.3752563537667654e-07,1.55078612060369e-08,5.12482991993597e-10,1.8908485167889154e-16,4.5285114318820776e-11,1.1681208765911557e-13,2.0169590851606346e-10,1.1045566863545102e-17,6.894846345490466e-14,8.851389372103079e-17,3.796304898602386e-09,1.734593658755887e-18,3.1668541428039394e-17,1.4021219107817567e-13,5.862389742655361e-05,3.294587659838773e-15,8.387301117466603e-07,9.597681321513393e-12,8.334517121921854e-13,2.8178050780108753e-19,5.204438552935553e-07,3.754485319865979e-18,6.295820806260492e-10,2.538596910464441e-11,7.425394451598615e-06,7.433142833965947e-14,6.603453774949152e-19,4.6187669349827725e-10,5.921423780621824e-07,1.3561247063765376e-07,2.8545434787492927e-12,5.9173787131855825e-09
0.052537640479037105,0.4676013836502323,3.3213433032422182e-09,6.521822506489415e-10,4.6510244360195866e-08,8.43667255411259e-05,0.0,0.0,0.00015537783139565854,0.00016945783943558238,0.00019800961626129215,1.2705164593478125e-06,9.11886380725049e-12,4.9294367853552255e-29,6.544264090365676e-21,7.350936382931987e-14,2.132815683333347e-07,1.0128200729955187e-05,1.5391413563024674e-13,2.243098336096675e-18,2.646197423637124e-07,8.020053925197131e-17,2.1063389850729318e-15,5.215879343539838e-08,1.7757691949314573e-10,2.6165962562988638e-06,3.0479856438670684e-15,2.368008603358513e-09,9.361047158276097e-09,6.88276678211234e-14,4.699985489844213e-13,3.62128949177257e-15,8.752369890989971e-12,2.3833522927232855e-09,3.76,0.0,0.6744561926063798,0.9986946228601853,0.0016104632995184315,5.259905242990646e-05,0.03413660874136539,0.03439292903338901,1.4441386607507799e-13,2.5949333771609647e-18,1.5016992587570342e-05,8.557956840046615e-11,7.033284111959338e-08,2.378269469777404e-07,1.3982202976615532e-08,0.00132384014427003,0.0004993714182914287,1.5285759974411987e-08,5.401733431648276e-11,4.302856214693105e-05,5.699201604810872e-09,6.345372737441808e-09,8.568373306882395e-09,4.037288511875926e-09,1.106374906618365e-11,1.7066535222114262e-10,2.5417386901786963e-08,7.448156356770773e-10,1.3275069222384544e-07,1.0165170286108605e-08,2.747710697139355e-08,3.5894294040046047e-06,2.1595504121618784e-16,2.3931143424861794e-07,1.562405656826741e-08,5.192745862264092e-10,1.9159066164678274e-16,4.561936734200682e-11,1.1767590679470812e-13,2.0430144281807503e-10,1.119194579463547e-17,6.984891178363707e-14,8.942939916031742e-17,3.8353863636197745e-09,1.7525346776908964e-18,3.195705014127527e-17,1.4117766328553138e-13,5.931609548806361e-05,3.3281949766818653e-15,8.488286761963373e-07,9.739496616011532e-12,8.457374962202768e-13,2.846535260125583e-19,5.249254426800058e-07,3.786699801468951e-18,6.351209280655659e-10,2.5608675999765602e-11,7.492084965848104e-06,7.489741152299073e-14,6.712195702049033e-19,4.653988279492186e-10,5.965267194986488e-07,1.3677090942354402e-07,2.8973313497786215e-12,5.961040240685887e-09
0.052669441582689935,0.46760913401143933,3.3372867756066393e-09,6.572404950413789e-10,4.679264686722977e-08,8.490537494237337e-05,0.0,0.0,0.00015583833565670482,0.00017045365230313625,0.00019935791217603314,1.2889155458272463e-06,9.259591618561034e-12,5.424732476468642e-29,6.6454303438602745e-21,7.427039280351364e-14,2.1497180557248403e-07,1.0250680441448515e-05,1.5646690276008877e-13,2.269067568674355e-18,2.659373467113596e-07,8.060305618034932e-17,2.1340820467011243e-15,5.283481445793173e-08,1.795090576702771e-10,2.647980225249273e-06,3.076048724539622e-15,2.401894223173708e-09,9.52826025747116e-09,7.016868797072435e-14,4.762418378065345e-13,3.673492883844358e-15,8.827627596848854e-12,2.40767418196262e-09,3.76,0.0,0.6743582312555098,0.9986856560590499,0.0016229171656929342,5.3124025566020805e-05,0.034219244608779516,0.0344775367727236,1.447634545950314e-13,2.6012190983425363e-18,1.5016857757182202e-05,8.628734589959983e-11,7.09176227663334e-08,2.392197597332684e-07,1.4066751699356491e-08,0.0013337465576091147,0.0005028030905648475,1.535465010506085e-08,5.443274688417156e-11,4.330507303639868e-05,5.7307314610272115e-09,6.420532693054889e-09,8.61525330893067e-09,4.078872595752184e-09,1.1210309687655188e-11,1.7281409618591725e-10,2.5729719155353726e-08,7.546908088933252e-10,1.3331272473401583e-07,1.0224442235197116e-08,2.7726890794991986e-08,3.628020698272466e-06,2.1843864799061708e-16,2.4110768401262194e-07,1.5740927380437134e-08,5.261460808483513e-10,1.9412595143516185e-16,4.595541530949295e-11,1.1854438774803448e-13,2.069393516913719e-10,1.1340046811724527e-17,7.075981536425817e-14,9.035299509836586e-17,3.874810499438034e-09,1.77063424435036e-18,3.2247596579858547e-17,1.421478345275346e-13,6.001508231938031e-05,3.3620833493886105e-15,8.590375064138203e-07,9.883223136291422e-12,8.581884067001284e-13,2.875513338308851e-19,5.29458716726132e-07,3.819184030630504e-18,6.407009140299752e-10,2.5833029109550976e-11,7.559226160803964e-06,7.546701450674285e-14,6.8225586159416845e-19,4.689411762967553e-10,6.009347044149446e-07,1.3793701918299135e-07,2.9406819787812287e-12,6.004935450470047e-09
0.052788062575977485,0.4676161117125088,3.351690754611155e-09,6.618211935401458e-10,4.704797817164026e-08,8.539229169751812e-05,0.0,0.0,0.00015625338360229974,0.00017135358808566958,0.00020057936452436454,1.3056776364469077e-06,9.387897129322744e-12,5.12527658323956e-29,6.737687712001891e-21,7.49610499647719e-14,2.165018158444797e-07,1.0361968964207925e-05,1.5879716141710942e-13,2.292658084892894e-18,2.6712592684091216e-07,8.09661892520807e-17,2.1593299315096466e-15,5.34495904098049e-08,1.812630729024058e-10,2.6764977491660256e-06,3.1014900282691475e-15,2.432767212408038e-09,9.681014492811341e-09,7.13965266958037e-14,4.819240331209854e-13,3.7210502417414396e-15,8.895810625759373e-12,2.4297329102997756e-09,3.76,0.0,0.6742700056043471,0.9986775409114417,0.001634189419094205,5.3600052210739016e-05,0.034293599623316726,0.034553679104924614,1.4507801121914615e-13,2.6068749843044674e-18,1.50167357327846e-05,8.692839527040823e-11,7.144729565951306e-08,2.404788911792616e-07,1.4143207429161504e-08,0.0013427116948853356,0.0005059058487017217,1.5417040121889392e-08,5.4808830309634744e-11,4.355560407738595e-05,5.759206288316844e-09,6.488824852930255e-09,8.657586716281346e-09,4.116610750284146e-09,1.1343688097130305e-11,1.7476812701027903e-10,2.6013945563426146e-08,7.636779123542479e-10,1.3382015225876916e-07,1.027802328616726e-08,2.7953201534748493e-08,3.663076542680305e-06,2.206949930833367e-16,2.4273328501776393e-07,1.5846691213718778e-08,5.323994314723532e-10,1.9643317222386243e-16,4.6259397995650147e-11,1.1933001927715542e-13,2.0934147311198473e-10,1.1474824986549489e-17,7.158865521917823e-14,9.119117507140588e-17,3.910587363828241e-09,1.787059919292959e-18,3.251083952062989e-17,1.43025018158248e-13,6.065001955543873e-05,3.392824762816914e-15,8.683206402305391e-07,1.001422749058828e-11,8.695368261666029e-13,2.901805846758787e-19,5.335833787352323e-07,3.848652285987983e-18,6.457582924935581e-10,2.6036363033873817e-11,7.620040206641811e-06,7.598276452415488e-14,6.923283139500386e-19,4.721466375078539e-10,6.049221694505103e-07,1.3899310919024202e-07,2.980184051784166e-12,6.044641548669089e-09
0.052906683569265034,0.46762309167785787,3.3661469338259293e-09,6.664288464315304e-10,4.7304421838883084e-08,8.58812356490503e-05,0.0,0.0,0.00015666899617681118,0.00017225704644277396,0.00020180843197221745,1.3226340319433083e-06,9.517784877935782e-12,5.218526214626617e-29,6.831142743836404e-21,7.565721142242106e-14,2.1804019655789786e-07,1.0474266394971862e-05,1.611588746029073e-13,2.316457648730737e-18,2.683170986621911e-07,8.133014463043719e-17,2.1848452226035964e-15,5.4070441121766266e-08,1.8303148542332287e-10,2.705274968081095e-06,3.12710750514573e-15,2.46400027611633e-09,9.835939996116219e-09,7.264450385053772e-14,4.876667380333705e-13,3.769157745808788e-15,8.964423525443344e-12,2.4519527110752002e-09,3.76,0.0,0.6741817224140001,0.9986693828998815,0.0016455223572949098,5.407946191109009e-05,0.034367938231674826,0.03462981707730634,1.4539249843744255e-13,2.6125296708894314e-18,1.5016613063858171e-05,8.7573304946319e-11,7.19801777001592e-08,2.417433597594857e-07,1.422000825930669e-08,0.00135172380347185,0.0005090221481320977,1.5479800448627026e-08,5.518702185647653e-11,4.380772693823345e-05,5.787774291522441e-09,6.557736012111165e-09,8.700054534637989e-09,4.15464704669448e-09,1.1478477201480083e-11,1.7674142862733525e-10,2.6301166220245347e-08,7.727601717544996e-10,1.3432909981232045e-07,1.0331829473182536e-08,2.818094536460101e-08,3.698441722465625e-06,2.2297148643085354e-16,2.44367427174825e-07,1.595300699672799e-08,5.387188058783038e-10,1.987647529861439e-16,4.656484358850522e-11,1.2011945073238445e-13,2.117704229528812e-10,1.1611026169129065e-17,7.242613293406624e-14,9.203600130441763e-17,3.946645811207343e-09,1.803615844330375e-18,3.2775749606382506e-17,1.439060300686544e-13,6.129053915919016e-05,3.423796765293218e-15,8.776947899393405e-07,1.0146815368133662e-11,8.810220404928915e-13,2.9283021305569348e-19,5.377508862742109e-07,3.878342743042467e-18,6.508493933653295e-10,2.62410462678681e-11,7.681222356427953e-06,7.650147908722048e-14,7.025354734223276e-19,4.753685925061209e-10,6.089289037950397e-07,1.4005547341382865e-07,3.0201519658564575e-12,6.084538066887443e-09
0.05302530456255258,0.46763007392041045,3.3806555548835027e-09,6.710635948603598e-10,4.756198250081782e-08,8.637221370050395e-05,0.0,0.0,0.0001570851751183413,0.00017316404028657338,0.00020304516240643835,1.3397867494188262e-06,9.649272079986965e-12,5.322688186646271e-29,6.925798924530772e-21,7.635890505675366e-14,2.1958698354613774e-07,1.0587580249568653e-05,1.6355242634542765e-13,2.3404676488009375e-18,2.6951086167863066e-07,8.169492245594514e-17,2.2106303938843496e-15,5.469741740824647e-08,1.8481439708104072e-10,2.734313878486933e-06,3.1529021861118778e-15,2.495597241248647e-09,9.993063973476916e-09,7.391293156296331e-14,4.93470533105042e-13,3.817821053128478e-15,9.033468635825933e-12,2.474334495446152e-09,3.76,0.0,0.6740933814088982,0.998661181823638,0.0016569162392975785,5.456227318404525e-05,0.03444226038655522,0.03470595071849954,1.4570691604982371e-13,2.6181831548086843e-18,1.5016489747384433e-05,8.822209384035134e-11,7.251628569364023e-08,2.4301318490359687e-07,1.4297155558419077e-08,0.0013607830811108554,0.0005121520259192445,1.554293294210795e-08,5.5567331383982067e-11,4.4061449894045036e-05,5.816435658464302e-09,6.627270943008744e-09,8.742657034933348e-09,4.192983544036903e-09,1.1614690291479569e-11,1.7873416878846798e-10,2.6591411776370125e-08,7.819384989260034e-10,1.3483957311362817e-07,1.038586161985591e-08,2.841012907783706e-08,3.7341188555639167e-06,2.2526828301511367e-16,2.4601014665736296e-07,1.6059877034223873e-08,5.451048348714145e-10,2.0112092641364025e-16,4.6871756348608394e-11,1.2091269340546163e-13,2.1422649250676477e-10,1.174866394963071e-17,7.327232947120355e-14,9.288751599419063e-17,3.982987774675069e-09,1.8203028413652696e-18,3.3042334740423355e-17,1.4479088073703991e-13,6.193668102325836e-05,3.455000767922966e-15,8.871607715683637e-07,1.028100422253434e-11,8.926455588198282e-13,2.955003153708996e-19,5.419617103913265e-07,3.908257225660319e-18,6.559744089836638e-10,2.64470864315173e-11,7.742774058674259e-06,7.702317221978318e-14,7.128788000792725e-19,4.786070985671057e-10,6.129549633368863e-07,1.4112414081104886e-07,3.060590529107434e-12,6.124625543188421e-09
0.05314392555584013,0.4676370584531447,3.3952168486503887e-09,6.757255850144093e-10,4.782066482478324e-08,8.68652327846869e-05,0.0,0.0,0.00015750192216580468,0.00017407458258523247,0.00020428960396804438,1.357137825035717e-06,9.782376349070893e-12,5.408441721321468e-29,7.021670443675628e-21,7.706616965486978e-14,2.211422126659752e-07,1.0701918089705122e-05,1.6597820913298862e-13,2.36468969119129e-18,2.707072153923292e-07,8.206052287127972e-17,2.2366880431397784e-15,5.5330570450627195e-08,1.866119094265798e-10,2.76361649018531e-06,3.1788751809380382e-15,2.5275619725641766e-09,1.0152413930968362e-08,7.520212631161502e-14,4.993360057923784e-13,3.8670459390530675e-15,9.102948301997084e-12,2.4968791785949848e-09,3.76,0.0,0.674004982312372,0.9986529374810675,0.0016683713251632744,5.504850462610917e-05,0.0345165660404108,0.03478208005728867,1.4602126385514317e-13,2.6238354329116154e-18,1.5016365780331337e-05,8.887478196664956e-11,7.305563642139875e-08,2.442883875991115e-07,1.4374650819662106e-08,0.0013698897263409577,0.0005152955191890852,1.560643945782364e-08,5.59497693224728e-11,4.431678126024917e-05,5.8451906194431276e-09,6.697434450167658e-09,8.785394527403283e-09,4.231622310034935e-09,1.1752340954211818e-11,1.8074651609528573e-10,2.688471318433137e-08,7.912138100402536e-10,1.3535157792117224e-07,1.0440120596707628e-08,2.864075949329089e-08,3.770110582008892e-06,2.275855389023608e-16,2.4766147977908905e-07,1.6167303639009523e-08,5.515581512895544e-10,2.0350192600387582e-16,4.7180140534731465e-11,1.2170975858721023e-13,2.1670997614207156e-10,1.1887751968403068e-17,7.412732674759886e-14,9.374576444046802e-17,4.019615194209374e-09,1.8371217989412335e-18,3.331060285580663e-17,1.4567958065940504e-13,6.258848527007307e-05,3.4864381847619196e-15,8.967194079244507e-07,1.0416811635288788e-11,9.044088933641453e-13,2.981910288015141e-19,5.462163267788456e-07,3.938397560676292e-18,6.611335318797833e-10,2.6654491159627406e-11,7.804696763491435e-06,7.754785929984085e-14,7.233599361302061e-19,4.818622129776566e-10,6.170004039264797e-07,1.4219914046267382e-07,3.1015045935965068e-12,6.1649045151005645e-09
0.05326254654912768,0.4676440452890904,3.4098310536303186e-09,6.804149642579901e-10,4.808047349996986e-08,8.73602998640364e-05,0.0,0.0,0.00015791923905939952,0.0001749886863631767,0.00020554180505360863,1.374689314183828e-06,9.91711548656786e-12,5.508701613491268e-29,7.118772697530189e-21,7.777904457152992e-14,2.2270591977555976e-07,1.0817287523228652e-05,1.6843662037150826e-13,2.389125400144299e-18,2.7190615930404565e-07,8.242694602075552e-17,2.2630207930861663e-15,5.596995179993251e-08,1.884241244821568e-10,2.7931848263841913e-06,3.205027609021156e-15,2.5598983730836497e-09,1.0314017677826053e-08,7.65124092877186e-14,5.052637485713194e-13,3.916838234717582e-15,9.172864901497397e-12,2.5195876797423113e-09,3.76,0.0,0.6739165248466504,0.9986446496696104,0.0016798878760167283,5.553817491364363e-05,0.034590855145444604,0.03485820512261295,1.4633554165119753e-13,2.6294865020387646e-18,1.5016241159653072e-05,8.95313894641351e-11,7.359824665289568e-08,2.455689900784664e-07,1.4452495616210523e-08,0.0013790439385012539,0.0005184526651304615,1.5670321848339923e-08,5.633434617074371e-11,4.457372939280487e-05,5.874039407646738e-09,6.768231370503343e-09,8.82826732525676e-09,4.2705654261078e-09,1.1891442901231368e-11,1.827786403039104e-10,2.718110170169223e-08,8.005870315060143e-10,1.3586512003426435e-07,1.0494607327878833e-08,2.88728434554682e-08,3.8064195641208414e-06,2.299234112146687e-16,2.493214629898169e-07,1.6275289132267442e-08,5.580793951352613e-10,2.059079878924173e-16,4.749000040462101e-11,1.225106575687305e-13,2.192211713404888e-10,1.2028304019596641e-17,7.499120760770282e-14,9.46107943736282e-17,4.056530022300349e-09,1.8540736521236402e-18,3.358056191544044e-17,1.4657214034953815e-13,6.324599225304154e-05,3.518110436994613e-15,9.063715286507745e-07,1.055425570568649e-11,9.163136023627374e-13,3.009024923141847e-19,5.505152158184387e-07,3.968765616456349e-18,6.663269551462044e-10,2.6863268108141504e-11,7.86699192256356e-06,7.807555596528912e-14,7.339805611549929e-19,4.851339930761728e-10,6.210652813735964e-07,1.4328050157379657e-07,3.142899055724514e-12,6.205375519596421e-09
0.05349978853570277,0.46765802592300315,3.4392191474330635e-09,6.898764831052561e-10,4.860348877077162e-08,8.835660600693686e-05,0.0,0.0,0.0001587555893586558,0.00017682763073802217,0.00020806968067040894,1.4104018521269457e-06,1.0191570439290175e-11,5.710316036408566e-29,7.316728916540377e-21,7.92217831946372e-14,2.258589122323353e-07,1.1051151834173531e-05,1.7345293992096816e-13,2.4386443513367073e-18,2.7431181571782103e-07,8.316226110763637e-17,2.3165221986656864e-15,5.7267607489804317e-08,1.920930742872363e-10,2.853126832599713e-06,3.257875279094521e-15,2.6257019875795476e-09,1.0644099315614718e-08,7.919754849293435e-14,5.173084409079042e-13,4.018148654740325e-15,9.31401845698385e-12,2.5654998332230846e-09,3.76,0.0,0.673739433690983,0.9986279428251711,0.0017031064225425082,5.65279071313618e-05,0.034739383516601115,0.03501044254940287,1.4696388640137534e-13,2.640785000641152e-18,1.5015989945168224e-05,9.085644357276031e-11,7.469331330570522e-08,2.4814648228898954e-07,1.460924004867559e-08,0.0013974958650036827,0.0005248080641006456,1.5799221728116274e-08,5.710995881399947e-11,4.509250958383404e-05,5.932019399515872e-09,6.9117449613556065e-09,8.91442009237908e-09,4.349373100603602e-09,1.2174056094362097e-11,1.8690290541489354e-10,2.7783266641138237e-08,8.196309537406693e-10,1.3689683956437997e-07,1.0604267704831128e-08,2.9341399527198034e-08,3.880000057578377e-06,2.346616389175672e-16,2.5266752614521413e-07,1.64929461100471e-08,5.713282547816281e-10,2.107962540335884e-16,4.8114164217342025e-11,1.2412400208540913e-13,2.2432790210566243e-10,1.2313856033206773e-17,7.674595520309858e-14,9.636138814365718e-17,4.131229776137376e-09,1.8883797579146486e-18,3.4125584869369404e-17,1.4836888117801553e-13,6.457827700495941e-05,3.582165168882955e-15,9.25959576377252e-07,1.0834126724054445e-11,9.405534192792367e-13,3.0638822702620384e-19,5.592477571252568e-07,4.0301924175489216e-18,6.768174802107144e-10,2.728496948706862e-11,7.992705417879087e-06,7.914004071513967e-14,7.556470488756258e-19,4.917277799805311e-10,6.292535698664191e-07,1.454624256228057e-07,3.227148983240048e-12,6.2868957713455464e-09
0.053737030522277865,0.4676720159274561,3.468821752556397e-09,6.994493460209157e-10,4.913106626591781e-08,8.936118842522501e-05,0.0,0.0,0.00015959423998637825,0.0001786809787412459,0.0002106291815875033,1.4469411973635028e-06,1.0472782903412562e-11,5.920587195134199e-29,7.519790120652785e-21,8.068743977846139e-14,2.2904625079272247e-07,1.1289234975988414e-05,1.7860465513673364e-13,2.4890376945141983e-18,2.767278268990109e-07,8.390086890427013e-17,2.3711560610172432e-15,5.859080436596705e-08,1.9582207601318667e-10,2.9141563533819343e-06,3.3114543047796335e-15,2.69304008646741e-09,1.098353753402377e-08,8.19710145678489e-14,5.296094562539392e-13,4.1218000752782005e-15,9.456948546293187e-12,2.612078390980238e-09,3.76,0.0,0.6735621056974889,0.9986110596513167,0.001726573989327515,5.753162085350455e-05,0.03488784511260907,0.03516266323350478,1.4759194866140825e-13,2.6520786250266666e-18,1.5015736079284824e-05,9.219741921790095e-11,7.580162183721543e-08,2.507458386098239e-07,1.47674014192491e-08,0.0014161404714879715,0.000531218521609805,1.5929647616453805e-08,5.789425429112563e-11,4.561785812896499e-05,5.990377510614896e-09,7.057851064423632e-09,9.001117857912639e-09,4.429423485999909e-09,1.2462642007867394e-11,1.911083495262546e-10,2.8398162857124027e-08,8.390778445899687e-10,1.379347788769118e-07,1.0714850105680615e-08,2.9815852566520596e-08,3.9548820874347676e-06,2.3948424441545823e-16,2.5604863041726487e-07,1.6712866702966383e-08,5.848566495105548e-10,2.157876565796083e-16,4.8744281812997206e-11,1.2575281724831237e-13,2.295491279139425e-10,1.2605432834294464e-17,7.853724978561731e-14,9.813968026416504e-17,4.2071029045500515e-09,1.923228663545014e-18,3.4677467907440695e-17,1.5018118769163267e-13,6.593386276822701e-05,3.647176478910694e-15,9.459316905762786e-07,1.1120765144033714e-11,9.653777366785222e-13,3.119586447762614e-19,5.681632725941615e-07,4.092552865844199e-18,6.874475480227804e-10,2.7712252559489413e-11,8.119926188636197e-06,8.02167527262459e-14,7.778920148179282e-19,4.983889191155009e-10,6.375202744264353e-07,1.4767014911466704e-07,3.3133803840165546e-12,6.369190582520487e-09
0.053974272508852957,0.46768601540861765,3.4986408043318118e-09,7.09134761061084e-10,4.966324429410329e-08,9.037410389607043e-05,0.0,0.0,0.00016043520494991235,0.00018054883661810806,0.0002132207043042125,1.484324502302514e-06,1.0760901775792683e-11,6.134912690368922e-29,7.728081869328127e-21,8.217633748546458e-14,2.3226822771743873e-07,1.1531599494307536e-05,1.838951115937128e-13,2.5403188059255466e-18,2.7915418880488025e-07,8.46427706253419e-17,2.426944220107431e-15,5.993996837784707e-08,1.9961196978138307e-10,2.9762900640382475e-06,3.365773923811166e-15,2.7619453052719464e-09,1.1332566013949615e-08,8.483555183541806e-14,5.421717271040956e-13,4.227841168726636e-15,9.601674619353131e-12,2.659330853642904e-09,3.76,0.0,0.6733845386038215,0.9985939984940867,0.0017502927041434535,5.8549468390372865e-05,0.03503623954198119,0.035314867412077136,1.4821972677512254e-13,2.6633673493709214e-18,1.5015479537132884e-05,9.355448109725019e-11,7.692330993654567e-08,2.533672376174718e-07,1.4926992410340617e-08,0.001434979381858527,0.0005376843374558554,1.6061614705290253e-08,5.868731842638653e-11,4.614984334800421e-05,6.049115630829078e-09,7.20658955777965e-09,9.088363160354395e-09,4.510733717734592e-09,1.2757314782522933e-11,1.9539637983379516e-10,2.902605166293964e-08,8.589354176435928e-10,1.3897898577337723e-07,1.0826361945883889e-08,3.029625826451115e-08,4.031087773660305e-06,2.4439252326173267e-16,2.5946507227825546e-07,1.6935069780470244e-08,5.9866990729991e-10,2.208841613256319e-16,4.938038718684803e-11,1.2739719331601585e-13,2.348873435030937e-10,1.2903149256246778e-17,8.036578074662836e-14,9.994605874262761e-17,4.284165477102723e-09,1.958627972786313e-18,3.5236275820680866e-17,1.52009144647335e-13,6.731308079736507e-05,3.713155999905146e-15,9.662947597271843e-07,1.1414321916516349e-11,9.907995455664043e-13,3.1761488500976956e-19,5.772657779836252e-07,4.155862476039623e-18,6.982187371103805e-10,2.814517988682379e-11,8.24866590250769e-06,8.130581958708008e-14,8.007295206866369e-19,5.051178711688215e-10,6.45865839907273e-07,1.499039102431995e-07,3.4016340635134532e-12,6.45226422718212e-09
