Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66)
1.9715878636052084e-18,0.5340418476984762,1.4699834567161035e-25,8.123963459322823e-30,4.721941006966962e-38,1.498393401262585e-54,0.0,0.0,2.5123196232279664e-20,3.815256876092877e-36,3.0803592581123064e-73,1.5908540440707297e-88,8.049383199669897e-66,4.28834967742869e-89,8.8948561008079e-82,3.496041075735127e-77,2.225898738616967e-80,2.7791485453788234e-67,9.747533021295573e-64,1.1183027890373358e-62,1.2613214597674138e-36,1.754434394795902e-55,4.1729269234877196e-89,4.862313308905426e-120,5.688860446981901e-90,6.958457024395452e-77,4.006697587183186e-56,1.9855635555301705e-87,9.931994008773772e-154,2.4272953147300105e-122,2.608193529366358e-88,1.4303303191041005e-84,9.781275597978056e-68,4.279759801271012e-116,3.76,0.0,0.7699527366019043,0.9999999999996877,1.4730354869184443e-49,1.1104326084733832e-93,5.576336698312781e-17,5.576336698312781e-17,2.5393121609961807e-36,3.2408622486545387e-41,3.122584613313246e-13,1.1516088782085207e-39,1.0744536875985863e-41,2.512334323062534e-20
3.944888661931187e-18,0.5340418476984761,2.941244049480068e-25,1.625498519133198e-29,1.8900069762029604e-37,1.1999299715757114e-53,0.0,0.0,5.0268219741900946e-20,1.5270970350739725e-35,4.933589650463518e-72,5.096854630437401e-87,1.2889613114712258e-64,6.869344427746599e-88,1.4243360316498218e-80,5.600175406900312e-76,7.130792311208851e-79,4.451382821424685e-66,7.803954131508345e-63,8.953222071765119e-62,5.048572937659922e-36,1.404614287022369e-54,1.3369424012273214e-87,6.2334064707332275e-118,1.822443236642345e-88,1.1147940089485545e-75,3.208550636404692e-55,6.3631975745014364e-86,5.0972257333730944e-151,3.112930466229295e-120,8.355422603618238e-87,4.582143954522422e-83,1.566687348636037e-66,5.4866321503854766e-114,3.76,0.0,0.7699527366019042,0.9999999999993752,1.1793240582422723e-48,7.114794492460183e-92,1.1157518172210543e-16,1.1157518172210543e-16,1.0163866279151876e-35,1.2971894924693814e-40,6.247882135833802e-13,4.609436692083801e-39,4.300614878621415e-41,5.026851386630592e-20
7.891490258583141e-18,0.5340418476984762,5.883765235358382e-25,3.251702893801683e-29,7.56248975350573e-37,9.60430315105684e-53,0.0,0.0,1.0055826676111199e-19,6.110377276296343e-35,7.90016181677762e-71,1.6319736544679003e-85,2.0631865235563868e-63,1.0997343225847752e-86,2.2798656957417353e-79,8.965491878046682e-75,2.283120935327526e-77,7.1260107834563095e-65,6.245536362019385e-62,7.165298723984314e-61,2.0200867821420923e-35,1.124118320518254e-53,4.2807867750781506e-86,7.984939076765353e-116,5.835035406100989e-87,1.7851727215543962e-74,2.5681181556824043e-54,2.0377275703163592e-84,2.612867667377871e-148,3.988390691126364e-118,2.6752086562673414e-85,1.467100475725115e-81,2.508047134235438e-65,7.028359560092973e-112,3.76,0.0,0.7699527366019041,0.9999999999987501,9.438176673311117e-48,4.556038365189959e-90,2.2319881120006064e-16,2.2319881120006064e-16,4.0668704139029086e-35,5.190447636881716e-40,1.2498477112776638e-12,1.8443750836856884e-38,1.7208061493678856e-40,1.0055885513763565e-19
1.5784693451887054e-17,0.5340418476984762,1.1768807608516543e-24,6.504111756205264e-29,3.025488341643461e-36,7.685388348231061e-52,0.0,0.0,2.011383607994081e-19,2.4445487943901404e-34,1.2653089941782773e-69,5.22388461417425e-84,3.3017773478088336e-62,1.7600864546741413e-85,3.6485288161674945e-78,1.4348957559435455e-73,7.30801545028918e-76,1.1404656728692333e-63,4.997380046681401e-61,5.73332763795932e-60,8.08166253008468e-35,8.994654492006297e-53,1.3702633059491878e-84,1.022467839353456e-113,1.8677277943671928e-85,2.8585950155566913e-73,2.055005707102977e-53,6.523136199609752e-83,1.338579389468488e-145,5.107598935580822e-116,8.563025891121523e-84,4.696024977479523e-80,4.013953625500711e-64,8.99980291389946e-110,3.76,0.0,0.7699527366019039,0.9999999999975,7.551975328841027e-47,2.9166871800474934e-88,4.464460701559708e-16,4.464460701559708e-16,1.6270129821392148e-34,2.076517035960318e-39,2.49996667942692e-12,7.378701319023412e-38,6.884345254285821e-40,2.0113953768016944e-19
3.157109983849488e-17,0.5340418476984763,2.3538892360439006e-24,1.3008929933278876e-28,1.2102938320088465e-35,6.149089105937765e-51,0.0,0.0,4.022985488754962e-19,9.778991001965931e-34,2.027983520986866e-68,1.6718942072713214e-82,5.283386951690851e-61,2.816547624280686e-84,5.838244604218332e-77,2.2961669747580127e-72,2.3388895471107954e-74,1.8249882689081633e-62,3.9982869112595335e-60,4.587097619644867e-59,3.2329281110731406e-34,7.19640683665578e-52,4.385501276399996e-83,1.3090121347144367e-111,5.977565525925488e-84,4.579180001496056e-72,1.6442090634117024e-52,2.08778894134328e-81,6.855552560237179e-143,6.539300764892451e-114,2.7405456523390117e-82,1.5029365761888053e-78,6.423188493035097e-63,1.1521989950178073e-107,3.76,0.0,0.7699527366019034,0.9999999999949998,6.042153921776844e-46,1.8669430774470106e-86,8.929405880677913e-16,8.929405880677913e-16,6.508581586712555e-34,8.306744151726436e-39,5.000204506768193e-12,2.9517207411824054e-37,2.753962330136135e-39,4.0230090276473424e-19
6.314391261171053e-17,0.5340418476984764,4.707906188670852e-24,2.60185680964919e-28,4.841372328065457e-35,4.919582676884342e-50,0.0,0.0,8.046189250256565e-19,3.911755571326183e-33,3.255445338071692e-67,5.350463688511199e-81,8.453853702885597e-60,4.506803659707958e-83,9.341681273275964e-76,3.674134405625258e-71,7.484965955040937e-73,2.9201757975427004e-61,3.198786607542762e-59,3.669852307524974e-58,1.2932238661107107e-33,5.757398779414461e-51,1.4034658867943012e-81,1.6756977510231538e-109,1.9129613060250183e-82,7.342463831959646e-71,1.3154490546332947e-51,6.681541248823716e-80,3.5105616856254447e-140,8.37131256788748e-112,8.770349916935375e-81,4.80973079318798e-77,1.0277791791508616e-61,1.4749582293585497e-105,3.76,0.0,0.7699527366019026,0.9999999999899993,4.8339526153146e-45,1.1949278264940002e-84,1.785929623891431e-15,1.785929623891431e-15,2.603538559912099e-33,3.32283286494508e-38,1.0000679725621823e-11,1.1807363405866829e-36,1.1016298442138165e-38,8.046236329318531e-19
1.2628953815814183e-16,0.5340418476984765,9.41594010289458e-24,5.203785165918112e-28,1.936588333784044e-34,3.9357907056605786e-49,0.0,0.0,1.6092596773179128e-18,1.5647340631983268e-32,5.242467156563915e-66,1.712212982907608e-79,1.3526513589353265e-58,7.211147824071594e-82,1.4947117424668347e-74,5.878829532803384e-70,2.395272213179298e-71,4.672436934358375e-60,2.5590983924439996e-58,2.935951530674271e-57,5.173000709679346e-33,4.606028347722591e-50,4.4912601066397404e-80,2.1449971719146007e-107,6.121742163248033e-81,1.1797149707460807e-69,1.052391966024021e-50,2.1381918662138785e-78,1.7975404014269098e-137,1.0715924988887458e-109,2.80660858735971e-79,1.5391672495542555e-75,1.6445019046169355e-60,1.8880383813595752e-103,3.76,0.0,0.7699527366019008,0.9999999999799983,3.8672538893089967e-44,7.647807721445761e-83,3.5719076955387065e-15,3.5719076955387065e-15,1.0414366012466326e-32,1.3291601856010676e-37,2.0001628420013717e-11,4.7230414497926595e-36,4.4066097218017933e-38,1.6092690932580474e-18
2.525807892510044e-16,0.534041847698477,1.883200796722135e-23,1.040764477296124e-27,7.746432155756806e-34,3.14868239654694e-48,0.0,0.0,3.2185411818701687e-18,6.25899992264104e-32,8.495646337926878e-65,5.479186990500099e-78,2.1642699846136687e-57,1.1538046070564954e-80,2.3915843235255106e-73,9.406301933124384e-69,7.665004469598892e-70,7.476023620457623e-59,2.0473163942365535e-57,2.3487890956849274e-56,2.0692213331063964e-32,3.684866404015392e-49,1.4372307714088016e-78,2.7456643456062834e-105,1.959026569111258e-79,1.9031883787083873e-68,8.419266615667203e-50,6.842371839493917e-77,9.203746882739436e-135,1.3716796733147903e-107,8.98130204921458e-78,4.9254205935763735e-74,2.631247221860809e-59,2.417333400660898e-101,3.76,0.0,0.7699527366018972,0.9999999999599964,3.0938398362785623e-43,4.894683485094121e-81,7.14386383883324e-15,7.14386383883324e-15,4.165788694800764e-32,5.31669480845757e-37,4.0003518835538496e-11,1.8892357955835952e-35,1.7626623730949649e-37,3.2185600138782622e-18
5.051632914367296e-16,0.5340418476984775,3.7664143839392134e-23,2.0815375565068713e-27,3.098588638339791e-33,2.518965859152142e-47,0.0,0.0,6.437104190845654e-18,2.5036127030388744e-31,1.3937417867681738e-63,1.753357805274e-76,3.4628542132574715e-56,1.8461041251856688e-79,3.8266076474216933e-72,1.5050230611904602e-67,2.4528227089536686e-68,1.1961737403280751e-57,1.6378842473840718e-56,1.8790424201391666e-55,8.276927431082239e-32,2.9479106065872556e-48,4.5991848195107256e-77,3.5144958512915604e-103,6.269165264952761e-78,3.095081938320123e-67,6.735465641875071e-49,2.1895842458161525e-75,4.712405449055789e-132,1.7557763967101955e-105,2.874041377164328e-76,1.5761482277948396e-72,4.210030892634928e-58,3.0942301731350053e-99,3.76,0.0,0.7699527366018901,0.9999999999199927,2.4750865678825665e-42,3.13262504736187e-79,1.4287776125422246e-14,1.4287776125422246e-14,1.6663238838196366e-31,2.1266887257024878e-36,8.000727177357145e-11,7.556981597888783e-35,7.050689783089364e-37,6.437141854989997e-18
1.01032829580818e-15,0.5340418476984788,7.532841615780266e-23,4.1630883461369e-27,1.239438620024585e-32,2.0151806784461864e-46,0.0,0.0,1.2874230208280518e-17,1.0014476279827e-30,2.340169433106883e-62,5.61078094110854e-75,5.540584497814253e-55,2.953779970884173e-78,6.1227465832086805e-71,2.40805128340059e-66,7.849066700208863e-67,1.913885949973742e-56,1.3103455463862998e-55,1.5032383856564415e-54,3.3107793921829412e-31,2.35833546732031e-47,1.4717480756517894e-75,4.498589534817033e-101,2.0062863448197546e-76,5.112003513310931e-66,5.388393443643136e-48,7.006709985710935e-74,2.4127738697169412e-129,2.247410689809853e-103,9.196971897603539e-75,5.043695986527791e-71,6.736077691305765e-57,3.960638594527697e-97,3.76,0.0,0.7699527366018758,0.9999999998399852,1.9800751479961457e-41,2.004888863346168e-77,2.857560069859998e-14,2.857560069859998e-14,6.665311930305099e-31,8.506776419982279e-36,1.6001466607772646e-10,3.022800309523715e-34,2.8202866288326117e-36,1.287430553669869e-17
2.020658304551081e-15,0.5340418476984817,1.506569630908996e-22,8.32620845023153e-27,4.957760885276609e-32,1.612147762137985e-45,0.0,0.0,2.5748482241085816e-17,4.0057956051906924e-30,4.0968391484269586e-61,1.7954602792111886e-73,8.864949293755183e-54,4.726058545680106e-77,9.796905732883482e-70,3.852901840084824e-65,2.511706783770206e-65,3.062223881354192e-55,1.0483328094456768e-54,1.202592475696146e-53,1.3243134408250417e-30,1.8866711485645977e-46,4.709617862253236e-74,5.758231585982752e-99,6.421057013814129e-75,8.690745105460208e-65,4.3107231115111327e-47,2.2421536512064636e-72,1.2353459208609602e-126,2.8766964909568415e-101,2.9430372849406767e-73,1.6139860765386562e-69,1.0777746893690041e-55,5.0696323801846416e-95,3.76,0.0,0.7699527366018472,0.9999999996799709,1.5840624984794263e-40,1.2831316963805603e-75,5.715124984495439e-14,5.71512498449544e-14,2.6661277176833496e-30,3.402714801420409e-35,3.2002900839963755e-10,1.2091216476770109e-33,1.1281189206018333e-35,2.5748632898056962e-17
3.0309883132939813e-15,0.5340418476984844,2.2598551232027247e-22,1.2489347079161164e-26,1.0535245969894763e-31,4.786066410992858e-45,0.0,0.0,3.862273427182669e-17,8.512318844004187e-30,1.5705443326439127e-60,8.426741645765992e-73,3.265811170326009e-53,1.801810743390888e-76,3.606013214440192e-69,1.4689209448238839e-64,1.1707324677133175e-64,1.1563022413371347e-54,2.997681879386703e-54,3.43866414260567e-53,2.8141671142235807e-30,5.394702331166681e-46,2.2103956557042712e-73,3.7994611232242946e-98,2.9911141863270477e-74,3.400163997360367e-64,1.2764434405540952e-46,1.071022818416559e-71,1.0743998870975433e-125,1.932025731960783e-100,1.3708728896364172e-72,7.522955666752087e-69,4.0731295542003466e-55,3.3462401829120723e-94,3.76,0.0,0.7699527366018185,0.999999999519957,4.529430496854485e-40,7.170491088786808e-75,8.572689899130775e-14,8.572689899130775e-14,5.665522865925232e-30,7.230771520148508e-35,4.800429044363947e-10,2.5693844422404124e-33,2.3972580894392495e-35,3.8622960257356136e-17
4.041318322036882e-15,0.5340418476984871,3.0131406384592114e-22,1.665250423292623e-26,1.7971893940374345e-31,1.0428590136168255e-44,0.0,0.0,5.149698630050315e-17,1.452101734417832e-29,4.127153710179205e-60,2.626868655743865e-72,8.2900001087845715e-53,4.847906383819066e-76,9.145900178726826e-69,3.9522486418681516e-64,3.567609399830124e-64,3.004576030658684e-54,6.323221154342202e-54,7.253140050184345e-53,4.800638959413897e-30,1.1378991939946343e-45,6.890480716729456e-73,1.6642411750448193e-97,9.095241506511624e-74,9.318519086926959e-64,2.7752886345562674e-46,3.5385753940972383e-71,6.412240014933152e-125,8.877936787215832e-100,4.168267690487258e-72,2.2924934656640664e-68,1.0616784716466596e-54,1.4677310325442709e-93,3.76,0.0,0.7699527366017899,0.9999999993599435,9.553882857772034e-40,2.5111224166388062e-74,1.1430254813766004e-13,1.1430254813766004e-13,9.664716345989541e-30,1.233484773692222e-34,6.400563541892424e-10,4.383068405703667e-33,4.089448352893286e-35,5.1497287614596215e-17
6.0619783395226826e-15,0.5340418476984927,4.519711722864374e-22,2.4978862017112275e-26,3.7208531554995773e-31,3.027099040128367e-44,0.0,0.0,7.724549035301104e-17,3.0063927712267077e-29,1.5284706009437916e-59,1.2942862557939014e-71,2.9038999322526782e-52,1.9608194651143067e-75,3.1985704378459203e-68,1.598562249165384e-63,1.6333996126305262e-63,1.0991765016139827e-53,1.7272133085150386e-53,1.981057900201274e-52,9.939115093795606e-30,3.107956243626272e-45,3.3950299602145773e-72,1.604047427153517e-96,4.1332500968070466e-73,3.8466024208926274e-63,8.02459262987608e-46,2.0568184152214483e-70,1.5069784342962175e-123,1.0778359221028194e-98,1.8940581552036384e-71,1.0495984248894334e-67,3.9212363998778364e-54,1.424469826941562e-92,3.76,0.0,0.7699527366017327,0.9999999990399178,2.6094623345715754e-39,1.4028048272010443e-73,1.7145384643036214e-13,1.7145384643036211e-13,2.0009567873690995e-29,2.5537739618708e-34,9.600822062977875e-10,9.07458802780649e-33,8.466711726725339e-35,7.724594232424381e-17
8.082638357008483e-15,0.5340418476984983,6.026282891711793e-22,3.330528792372878e-26,6.328197473781825e-31,6.619925480014533e-44,0.0,0.0,1.0299399439792739e-16,5.113087227559087e-29,3.995323745114816e-59,4.061132029037995e-71,7.265765762775326e-52,5.311321893055805e-75,7.992806636359678e-68,4.3300798302776064e-63,4.918736218289822e-63,2.8436398569962353e-53,3.614184005841684e-53,4.145036259963986e-52,1.6903833368177293e-29,6.502884815272904e-45,1.0652745833942235e-71,6.733150826118584e-96,1.239161064232297e-72,1.062073778832802e-62,1.7501842000016637e-45,6.827905527457889e-70,9.41106835528583e-123,4.975311374170707e-98,5.678046534463834e-71,3.1607067930557135e-67,1.0191940779050355e-53,6.00063296943753e-92,3.76,0.0,0.7699527366016755,0.9999999987198934,5.4598688505749527e-39,4.8063607510724236e-73,2.2860514472306025e-13,2.2860514472306035e-13,3.403103202879407e-29,4.3433009787132805e-34,1.2801064172715669e-09,1.54334989294622e-32,1.4399705104333206e-34,1.0299459702631943e-16
1.0103298374494284e-14,0.5340418476985038,7.532854151033055e-22,4.1631786818666507e-26,9.668056718829994e-31,1.2419882792933646e-43,0.0,0.0,1.2874249843470994e-16,7.811642490360131e-29,8.855923622137159e-59,1.0440054995802186e-70,1.5432426212960415e-51,1.1931721842561862e-74,1.6958602135935605e-67,9.727423110099728e-63,1.229174106937412e-62,6.206201508810333e-53,6.580000366855111e-53,7.545880689588675e-52,2.5825239649701723e-29,1.183825422211904e-44,2.738533607626841e-71,2.2975098973215092e-95,3.086876711739716e-72,2.436504863701085e-62,3.2777887607852276e-45,1.837560314195437e-69,4.532706988165964e-122,1.820237199661846e-97,1.4143580984574291e-70,7.898489415220221e-67,2.231135676974481e-53,2.0543273873923122e-91,3.76,0.0,0.7699527366016183,0.999999998399871,9.939483648551729e-39,1.3501654999148116e-72,2.8575644301575427e-13,2.8575644301575437e-13,5.199172204875764e-29,6.635582771034009e-34,1.600128869894989e-09,2.3578900428027764e-32,2.199956687581469e-34,1.2874325172028224e-16
