Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38)
3.888880539940961e-16,0.8756565971719653,8.953962816758668e-39,7.736715277249512e-19,4.033133566417348e-48,4.383955598572425e-59,0.0,0.0,3.5571716621242636e-40,1.0866442562693387e-88,2.5481918991759845e-47,8.791107514432489e-59,5.330355257723832e-44,6.408513970492028e-79,3.164974713586015e-60,1.348003119558565e-49,6.779586241814729e-79,3.820440608720551e-59,5.077829469217774e-49,9.309679961149324e-39,1.3943615218053048e-22,1.0006068101749521e-35,9.65197186060439e-59,5.447398938858369e-125,8.354439571606795e-91,9.48093757680104e-80,3.5760714586602192e-62,3.99613997805575e-105,8.087313667287075e-168,7.222023949618006e-154,1.1932888676997774e-100,2.756649510251315e-118,1.5328597085050323e-71,6.993547371386057e-131,3.76,0.0,0.6347290427683727,1.0,1.2416431978413495e-59,8.480060036895372e-113,2.110216704693853e-10,2.1102167046966421e-10
7.777764376529598e-16,0.8756565972062177,7.163175562706759e-38,1.5473437112999389e-18,6.453018831302719e-47,1.4028674339893687e-57,0.0,0.0,2.8457394409061356e-39,1.3909074017047352e-86,4.0771265513647886e-46,2.813157703109065e-57,8.528575143799959e-43,4.1014559252196e-77,1.012793088172653e-58,2.156807434794646e-48,4.576429216032201e-77,1.2225424260979428e-57,8.124536370814027e-48,7.447749471882353e-38,5.577449632392201e-22,8.004860390014149e-35,3.0886345618198454e-57,5.881149161671335e-122,1.1276836914704331e-88,1.2135621321175793e-77,1.144344613575226e-60,2.0460288899515326e-102,7.189528033502552e-164,5.809772994429653e-150,3.221098502543495e-98,2.8228172590418353e-115,9.810317323951585e-70,1.4351791652130969e-127,3.76,0.0,0.6347290425573509,1.0,3.973262884864204e-58,4.576201250263479e-110,4.2204351973038827e-10,4.220435197315038e-10
1.5555532049706871e-15,0.8756565972747224,5.730542569132659e-37,3.0946880784499143e-18,1.0324834222044082e-45,4.489178400570112e-56,0.0,0.0,2.2765923976769838e-38,1.7803632359074306e-84,6.523457128701556e-45,9.002109920988294e-56,1.3645725503733003e-41,2.624933974940925e-75,3.240939729770899e-57,3.4508938380426507e-47,3.2329002853915506e-75,3.912138039478382e-56,1.2999265559915448e-46,5.958201753035782e-37,2.2309805614655072e-21,6.403890640701722e-34,9.88363603017951e-56,6.642844219217186e-119,1.5927192420347337e-86,1.5533608836797637e-75,3.661905544626551e-59,1.0475681211540073e-99,6.865301941320203e-160,4.715739596454103e-146,9.097341280736852e-96,2.8905686754414964e-112,6.2786078980541405e-68,2.9511140228170174e-124,3.76,0.0,0.6347290421353071,1.0,1.2714448628598447e-56,2.583042705300489e-107,8.440872179709324e-10,8.440872179753944e-10
3.1111067396061414e-15,0.8756565974117322,4.5844348952880036e-36,6.189376812749865e-18,1.651973800301608e-44,1.4365374957598292e-54,0.0,0.0,1.8212742568788257e-37,2.2788660678590343e-82,1.0437700039516763e-43,2.8806760138912103e-54,2.1833164668086628e-40,1.679958375751238e-73,1.0371009834797548e-55,5.521431654987185e-46,2.4581555636821778e-73,1.2518845277454306e-54,2.07988307589356e-45,4.7665622315908835e-36,8.923923658673342e-21,5.1231133884274964e-33,3.1627642235193633e-54,8.073141985015236e-116,2.4208457349405806e-84,1.9883027885737217e-73,1.1718102105006383e-57,5.363552110845493e-97,7.389529533717001e-156,3.845264313550866e-142,2.76479729548118e-93,2.959943500274703e-109,4.0183105302831433e-66,6.092474765647436e-121,3.76,0.0,0.6347290412912198,1.0,4.0686247153606205e-55,1.5683039627085546e-104,1.6881746133261741e-09,1.688174613344022e-09
6.22221380887705e-15,0.8756565976857518,3.667548240056481e-35,1.2378754281349767e-17,2.643158332039987e-43,4.596920572675795e-53,0.0,0.0,1.4570195422269455e-36,5.106186017427824e-80,1.6700854702486545e-42,9.218164560305657e-53,3.493306541683915e-39,1.420653092175618e-71,3.318723414797933e-54,8.834291731983546e-45,2.6771573002178348e-71,4.006030999100333e-53,3.3278133808045906e-44,3.8132500512578273e-35,3.5695697426667076e-20,4.0984909721121057e-32,1.0120845503423234e-52,2.039388714485302e-112,5.262561629817413e-82,3.5182083397402634e-71,4.344220895725338e-56,6.789603712098427e-94,1.3973072822931358e-150,1.3668056335519877e-137,1.2008618650116695e-90,8.857209788938548e-106,2.973025203961315e-64,6.010901569730746e-117,3.76,0.0,0.6347290396030449,1.0,1.301960074826284e-53,1.953233889317807e-101,3.3763493995332704e-09,3.3763493996046623e-09
1.2444427947418867e-14,0.875656598233791,2.9340387021140653e-34,2.4757509218549567e-17,4.22905350607779e-42,1.4710146348391065e-51,0.0,0.0,1.1656156904977463e-35,6.557811063269815e-78,2.6723074378822493e-41,2.9498128526655626e-51,5.58929025715326e-38,9.126726600030454e-70,1.0619914304335483e-52,1.4134867231044919e-43,2.5294062356242947e-69,1.2819299643267274e-51,5.324501745840561e-43,3.050600042312617e-34,1.4278279502142303e-19,3.278792739875541e-31,3.238669841110046e-51,3.1001800295490117e-109,9.951122064919912e-80,4.5178692371581094e-69,1.3960950222506882e-54,3.4803207201729e-91,2.54602880572935e-146,1.1196474778865586e-133,4.5430374813000923e-88,9.136176437480637e-103,1.9147753113478142e-62,1.2833095029573134e-113,3.76,0.0,0.6347290362266954,1.0,4.1662723848208996e-52,1.481422715902994e-98,6.752698953933915e-09,6.75269895421948e-09
2.4888856224502505e-14,0.8756565993298695,2.34723097459687e-33,4.951501909294917e-17,6.766485665038161e-41,4.70724664388656e-50,0.0,0.0,9.324925785201608e-35,8.394217437949786e-76,4.276237774775211e-40,9.439401328037536e-50,8.942863074618894e-37,5.841448269401653e-68,3.3983718048866714e-51,2.2615786634106807e-42,2.6539186089546496e-67,4.1021757202019087e-50,8.519202963557973e-42,2.440479866232341e-33,5.711311885616593e-19,2.6230339489953106e-30,1.0363737743796154e-49,5.219247282309403e-106,2.087100707260498e-77,5.7832436500815826e-67,4.468098332075422e-53,1.781928015632888e-88,5.662540634611779e-142,9.162706432813753e-130,1.905175313872781e-85,9.357718690697357e-100,1.2257369584813158e-60,2.8058554138425996e-110,3.76,0.0,0.6347290294739965,1.0,1.3332071095513925e-50,1.2459120577498898e-95,1.3505397990681015e-08,1.3505397991823274e-08
4.977771277866978e-14,0.8756566015220261,1.8777847350976187e-32,9.903003884174839e-17,1.0826376838083428e-39,1.5063187231446502e-48,0.0,0.0,7.459940793788873e-34,1.074460068140699e-73,6.843726980664328e-39,3.020608386569705e-48,1.4308576108511587e-35,3.7385272424526844e-66,1.0874784233605914e-49,3.618525369504337e-41,3.0231778168660335e-65,1.312696052264517e-48,1.3630724560968782e-40,1.9523835569143791e-32,2.2845247539702294e-18,2.0984266975871917e-29,3.31639221708056e-48,9.530863740246893e-103,4.753178148500809e-75,7.402564703351663e-65,1.4297972158240967e-51,9.123468224695819e-86,1.4797307180043935e-137,7.502197881636255e-126,8.676075665851081e-83,9.582329354889258e-97,7.844774255247265e-59,6.471347436019547e-107,3.76,0.0,0.6347290159685987,1.0,4.266262172968619e-49,1.136918721953684e-92,2.7010795775958453e-08,2.70107957805275e-08
7.466656933283706e-14,0.8756566037141825,5.369290636572767e-32,1.4854505859054761e-16,3.984825564510376e-39,7.069694696256737e-48,0.0,0.0,2.133076840816174e-33,5.543816162123945e-73,2.519732169305118e-38,1.4176621762491184e-47,5.26650531822335e-35,1.855241290436382e-65,5.1039255429067665e-49,1.3795627042601188e-40,1.767498562780367e-64,6.16095396881222e-48,5.1967136836939284e-40,5.582596161233264e-32,4.8546150837036756e-18,6.00018805895808e-29,1.5565013286186272e-47,7.664159214192436e-102,3.2420555184828488e-74,4.1815302681398504e-64,6.320988503672147e-51,5.20871520404617e-85,1.1201728393478951e-136,6.927333868974045e-125,6.772403636448355e-82,6.07649525914864e-96,4.198383724139057e-58,4.016725954754234e-106,3.76,0.0,0.6347290024632011,1.0,2.0023100416197267e-48,8.416864973495191e-92,4.0516193273019136e-08,4.0516193282728364e-08
1.244442824411716e-13,0.8756566080984953,2.467526323545208e-31,2.4757509808814596e-16,3.0659578286881835e-38,9.856896468552611e-47,0.0,0.0,9.802828790764113e-33,3.737118477739723e-71,1.9402820840153553e-37,1.976511666851203e-46,4.0520906541732975e-34,5.867694396516351e-64,7.116134817441401e-48,1.1344638716945423e-39,8.866631734992517e-63,8.5898879505719505e-47,4.273444872119399e-39,2.5655529463767413e-31,1.3421582679871683e-17,2.7574623761049165e-28,2.1701425626019996e-46,6.995465061593311e-99,2.8082705566272505e-72,2.4337620377684084e-62,1.0193726276727288e-49,1.5711675070247862e-82,3.224804675352496e-132,4.435677894560184e-121,1.0297194409107975e-79,3.940535355598451e-93,1.1430905920553218e-56,7.354638693883473e-103,3.76,0.0,0.6347289754524071,1.0,2.7917135880800223e-47,4.1380937318044785e-89,6.752698711427354e-08,6.752698714111671e-08
1.7422199554950616e-13,0.8756566124828082,6.12333797534724e-31,3.4660513758574446e-16,9.685483018712516e-38,3.949326149533933e-46,0.0,0.0,2.4326401962038198e-32,1.8010829116299304e-70,6.131907675196897e-37,7.91914156389847e-46,1.2800711846997803e-33,2.614491874452198e-63,2.8511937871416703e-47,3.6744976759209416e-39,4.6998200292458165e-62,3.4416785432222574e-46,1.384157358273269e-38,6.3665967299375045e-31,2.5415337100715042e-17,6.842832841752946e-28,8.695022074531077e-46,5.306983229152501e-98,1.7521834535237944e-71,1.2482924527231375e-61,3.949324834568169e-49,8.784700245774813e-82,2.0374805568944832e-131,3.4250478782769776e-120,7.41226092286624e-79,2.3780596275258532e-92,5.409074802141851e-56,4.425480760187529e-102,3.76,0.0,0.6347289484416145,1.0,1.1185455285576234e-46,2.8487219507638765e-88,9.453777980266105e-08,9.453777985349171e-08
2.239997086578407e-13,0.8756566168671206,1.1997282276989795e-30,4.456351770833428e-16,2.2654930827977997e-37,1.1150473954494918e-45,0.0,0.0,4.7662031275265665e-32,7.915054489696501e-70,1.4349513464536364e-36,2.2358532787115396e-45,2.994163102392315e-33,9.344118560795697e-63,8.050024596601962e-47,8.928423215503283e-39,1.8456917326460427e-61,9.717188569120458e-46,3.363274398207532e-38,1.2473890258678904e-30,4.0835878234208e-17,1.3406965323386648e-27,2.4549389032395444e-45,3.656175302523896e-97,7.530421116970394e-71,5.1594846608525556e-61,1.1741031928497135e-48,5.594009973857732e-81,3.9516509777639415e-130,3.296891848025558e-119,3.4842733883485265e-78,1.7552481579494774e-91,1.8091508667346134e-55,4.379652490663924e-101,3.76,0.0,0.6347289214308229,1.0,3.158086291454752e-46,1.7774628694152486e-87,1.2154857133818167e-07,1.2154857141985343e-07
3.235551348745098e-13,0.875656625635745,3.0480044789335365e-30,6.436952560785398e-16,7.302294788666147e-37,4.864008543932218e-45,0.0,0.0,1.210891713114447e-31,8.448740252434257e-69,4.630256454337763e-36,9.752823367289213e-45,9.650990044531337e-33,6.763363462007973e-62,3.511552852317087e-46,3.204479098315098e-38,1.5267486598813645e-60,4.238787364290604e-45,1.2071049904165555e-37,3.169089661552316e-30,7.971941879299814e-17,3.406144414074269e-27,1.070880891133309e-44,1.2054680159572966e-95,7.092393683733142e-70,4.866741987793968e-60,6.044206625117593e-48,1.2526768828151268e-79,1.1471963463467254e-127,5.1362209826676666e-117,3.7078557404597986e-77,6.0247708568282515e-90,1.0928113542281997e-54,2.7092040799006933e-99,3.76,0.0,0.6347288674092425,0.9999999999999999,1.3776058967462914e-45,5.166970269321514e-86,1.7557015170351515e-07,1.7557015186295396e-07
4.231105610911789e-13,0.8756566344043689,6.1214389865058066e-30,8.417553350737365e-16,1.743853952617949e-36,1.4337540279434522e-44,0.0,0.0,2.4318862895923176e-31,3.620613170170757e-68,1.1066247213999007e-35,2.874760035649673e-44,2.3047426737459436e-32,2.4868952287892155e-61,1.0350938217435421e-45,8.180363801727487e-38,6.208653590308855e-60,1.2494588346229353e-44,3.081486579337961e-37,6.364618066726808e-30,1.312044754067356e-16,6.840704733441089e-27,3.156611119191742e-44,7.930119912800118e-95,3.2153151042411297e-69,2.0227358249993283e-59,1.8928006527310717e-47,6.981584810382091e-79,1.2601768896989313e-126,4.6045998852775314e-116,1.845379442138238e-76,3.8280258793857484e-89,3.890129544042214e-54,2.023950142898001e-98,3.76,0.0,0.6347288133876663,0.9999999999999998,4.060741223624167e-45,3.1532167737655844e-85,2.2959172782934637e-07,2.2959172809175535e-07
6.222214135245171e-13,0.8756566519416141,1.8331707370436188e-29,1.2378754930641301e-15,7.534199518671796e-36,1.0023388351126461e-43,0.0,0.0,7.282705639855349e-31,5.8988384683908645e-67,4.7887028844674465e-35,2.0096850384749983e-43,9.957466857526235e-32,2.6395970662325233e-60,7.236337060926175e-45,3.788807072957496e-37,1.0495411423753665e-58,8.734978813793098e-44,1.4272182233981275e-36,1.9059936533255245e-29,2.7555355796985543e-16,2.048565513932994e-26,2.206780383812132e-43,1.3045719880789667e-92,9.188109671407048e-68,3.362523899714901e-58,1.323202834756905e-46,3.2476473544929115e-77,1.4971224047246418e-123,2.2631070686832056e-113,9.169885255371763e-75,3.147696948701206e-87,4.3241100572149805e-53,3.6987802446709255e-96,3.76,0.0,0.6347287053445279,0.9999999999999996,2.8388681263682004e-44,2.7956798435750665e-83,3.376348661599674e-07,3.376348667110746e-07
8.213322659578553e-13,0.8756566694788567,4.060071634420973e-29,1.6339956510545235e-15,2.1168496019691385e-35,3.650397162317058e-43,0.0,0.0,1.612960127144478e-30,3.2817692144610813e-66,1.3469092168750739e-34,7.318951386820404e-43,2.797701022816192e-31,1.2073441493059183e-59,2.635383567882013e-44,1.0980848480978405e-36,5.774503205287206e-58,3.1811739334945097e-43,4.136413659940698e-36,4.2213559910601065e-29,4.744485154821433e-16,4.537120419065626e-26,8.036804726587596e-43,1.3150386954023987e-91,6.03508433645647e-67,1.854379420289092e-57,4.8909534992929e-46,2.519560414288704e-76,1.7963675616583964e-122,2.7502018384450866e-112,7.078757437494877e-74,2.7840085454309284e-86,1.9724085647379017e-52,3.811067129652061e-95,3.76,0.0,0.6347285973014077,0.9999999999999993,1.0338815337224743e-43,2.491392760328071e-82,4.4567798613983265e-07,4.456779870887296e-07
1e-12,0.8756567045533327,7.377257355208003e-29,1.989445342377877e-15,4.903547912753257e-35,1.1519398621467203e-42,0.0,0.0,2.930792092233005e-30,2.032946606554422e-65,3.1246192402776864e-34,2.3095959927111676e-42,6.480685785142092e-31,5.172986149490522e-59,8.316341906249922e-44,2.5728917180217054e-36,3.6810260278752514e-57,1.0038691328357145e-42,9.6919210742902e-36,7.670309509884296e-29,6.995692909179748e-16,8.2440594217672e-26,2.536123163256628e-42,5.931467269216744e-90,6.024223004836965e-66,1.1680341439562695e-56,1.5144379062203473e-45,3.977977379904134e-75,9.315056702123597e-120,3.758987202330011e-110,1.1513670918683727e-72,7.315090974116848e-85,8.691772812450923e-52,2.619809044388126e-93,3.76,0.0,0.6347285003513112,0.9999999999999991,3.2625747056573415e-43,6.488299534461496e-81,5.426280823552438e-07,5.426280837543824e-07
1.2195539708245317e-12,0.8756567045533327,1.3161998907817885e-28,2.4262359670353097e-15,1.035289457958198e-34,2.8304197351438025e-42,0.0,0.0,5.228920635079766e-30,6.0231969697872816e-65,6.6029148891815225e-34,5.674873001782018e-42,1.3682701932087567e-30,1.4086430947203337e-58,2.0433975980714306e-43,5.4596032889721824e-36,1.0965796579619108e-56,2.466596642144622e-42,2.0565990343788333e-35,1.3684833784433873e-28,1.0366298794418609e-15,1.4708475577670775e-25,6.231465982635007e-42,2.0433909507660402e-89,1.911237719058134e-65,3.4718220639068714e-56,3.6878887915623134e-45,1.3128002427849658e-74,3.2763420372685657e-119,1.3148578045955397e-109,3.8073196497880797e-72,2.4789928568293874e-84,2.3862629986097406e-51,9.096472936686241e-93,3.76,0.0,0.6347283812152225,0.9999999999999989,8.016439153050714e-43,2.1979951341292654e-80,6.617641707936917e-07,6.617641728669515e-07
2.0159973805578843e-12,0.8756567747022491,6.041241160693257e-28,4.0107165989968825e-15,8.305667708090628e-34,4.0806326591874366e-41,0.0,0.0,2.4000325188327388e-29,2.358786033288976e-63,5.323819834462523e-33,8.181527370181381e-41,1.0976953019156005e-29,3.2941587796512423e-57,2.945951732739473e-42,4.3231633245083025e-35,4.900882257216935e-55,3.5561066988789e-41,1.6285131623662237e-34,6.281198283850546e-28,2.818725690232499e-15,6.751032778574584e-25,8.983751016971302e-41,9.52630308216021e-87,1.6601336317975353e-63,1.4786091898489335e-54,4.969967929624718e-44,1.5275347057061525e-72,3.451721699734451e-116,1.1816949174486044e-106,6.497215508620824e-70,4.811779179227987e-82,6.027279311347159e-50,3.8937986257226115e-90,3.76,0.0,0.6347279490430727,0.9999999999999981,1.1557346951429495e-41,5.288222881021919e-78,1.0939363188216688e-06,1.09393632445912e-06
3.60888420002459e-12,0.8756569149999389,3.556272171603129e-27,7.179677862920023e-15,9.26682253815811e-33,8.59391013683349e-40,0.0,0.0,1.412824565324857e-28,1.6606654600046363e-61,6.002112351567477e-32,1.7230688093532278e-39,1.2247069305788825e-28,1.2144161505862884e-55,6.204140173963049e-41,4.695708816809535e-34,3.605723553057849e-53,7.489245545670776e-40,1.7688583542933877e-33,3.697502574550289e-27,9.014555048762394e-15,3.974068163576513e-24,1.891916616165538e-39,8.941391145960739e-84,2.4281650539791808e-61,1.055522064913154e-52,9.82934905459467e-43,4.216495302343887e-70,1.4161340335357412e-111,4.405386849509785e-103,1.894814663925426e-67,2.556456392550461e-79,2.340108967764098e-48,9.265301261896134e-87,3.76,0.0,0.6347270846996558,0.9999999999999966,2.4340048775188832e-40,2.4824623046751536e-75,1.9582797295215334e-06,1.9582797475506445e-06
6.794657838958e-12,0.875657195594747,2.4230475563989667e-26,1.351760039076629e-14,1.235485636662386e-31,2.213906556439058e-38,0.0,0.0,9.62637464914397e-28,1.4179862146737068e-59,8.171800472858711e-31,4.4389203925980085e-38,1.6327773691381182e-27,5.813924235081284e-54,1.598217824171754e-39,6.12104568443178e-33,3.4613210519321855e-51,1.929329953703411e-38,2.3058024341991806e-32,2.519240246052227e-26,3.1933055487034564e-14,2.7076630419669415e-23,4.873401800971294e-38,1.2039904210239665e-80,4.651587507492208e-59,9.98867118974967e-51,2.432440503628449e-41,1.1700179814169719e-67,3.574534376123389e-108,1.2629321031755647e-99,7.2521539763037145e-65,1.2582751666181409e-76,1.1500035137853279e-46,1.1006682274287706e-83,3.76,0.0,0.6347253560163529,0.9999999999999933,6.270322736485695e-39,1.6869509766513987e-72,3.6869630094006347e-06,3.686963073266747e-06
1e-11,0.8756577567820778,8.305090007374335e-26,1.9894453423778685e-14,7.26940160167034e-31,2.3506820758584026e-37,0.0,0.0,3.299626749458634e-27,5.231800477864081e-58,4.9764372265278065e-30,4.71324059226495e-37,9.60654863805393e-27,1.1359172197898152e-52,1.6968569959997603e-38,3.5586157975066006e-32,1.3207971842549314e-49,2.0485239300445247e-37,1.3405568138637806e-31,8.634617885746664e-26,6.915790069423462e-14,9.280374950726948e-23,5.173653278246575e-37,6.718813768250111e-78,3.4996191561493945e-57,3.787161569907644e-49,2.5309200499280952e-40,1.61996231463536e-65,2.5778308404588196e-104,2.4697372568259487e-96,1.083488277798829e-62,3.3639472464286925e-74,2.273912609876491e-45,1.1003624213722295e-80,3.76,0.0,0.6347236167194146,0.9999999999999901,6.657703556613962e-38,4.7225630420972796e-70,5.426259910465786e-06,5.426260048781588e-06
1.3166205116824823e-11,0.8756577567820778,1.7859316121509243e-25,2.6193445446458768e-14,1.8039316668438768e-30,6.339985832528363e-37,0.0,0.0,7.095657751926133e-27,1.5133261767611646e-57,1.243059950405133e-29,1.2712026021633758e-36,2.383882258482117e-26,3.2054923339835947e-52,4.5765379295637407e-38,8.810816901045151e-32,3.823928660326147e-49,5.52503998763766e-37,3.3191112441674577e-31,1.8567794849853038e-25,1.198779974252946e-13,1.9956379699755415e-22,1.3953548404697002e-36,1.9936378111610797e-77,1.0265209585934343e-56,1.0962593112155556e-48,6.812217636575179e-40,4.780797973207091e-65,7.661686547993296e-104,7.337689381061096e-96,3.1992571781112707e-62,9.962258431151261e-74,6.420861818660683e-45,3.2676277825252548e-80,3.76,0.0,0.6347218986638714,0.999999999999987,1.7956382176292011e-37,1.3988115530221756e-69,7.14431540289556e-06,7.144315642651555e-06
2.5909299672558468e-11,0.8756588791475962,1.3708352310210985e-24,5.1545135557843504e-14,2.75703384276483e-29,1.9177068246230527e-35,0.0,0.0,5.447716373958079e-26,1.7666725876935792e-55,2.0526576993559985e-28,3.845233101460798e-35,3.642974436014422e-25,1.9018382355390035e-50,1.3841250881100494e-36,1.335869736590763e-30,4.542815898610584e-47,1.6712029254365106e-35,5.032549609248442e-30,1.4251310027189869e-24,4.64199091876643e-13,1.5316834102840238e-21,4.2191550959705396e-35,3.6632560263777565e-74,2.4362516979516783e-54,1.2983272755641162e-46,2.036617345517574e-38,2.181129465868161e-62,2.0209492871534e-99,5.042778389664468e-92,1.518061864472039e-59,8.929967124999372e-71,3.833274499968247e-43,1.1362684687281449e-76,3.76,0.0,0.6347149840154048,0.9999999999999744,5.4314108487732784e-36,1.2867906512286812e-66,1.4058963525117804e-05,1.405896445351599e-05
5.139548878402575e-11,0.8756611238420616,1.0741178048712379e-23,1.0224851578061229e-13,4.311317756980215e-28,5.964601150515498e-34,0.0,0.0,4.272411886560549e-25,2.4086800113102685e-53,3.687901483915793e-27,1.1960467106909078e-33,5.6952971987819176e-24,1.171155707435449e-48,4.30391142012247e-35,2.0799911642061894e-29,5.6000300971887126e-45,5.197901576246756e-34,7.836498787458353e-29,1.1165104904750492e-23,1.8265589926031188e-12,1.1999485107717658e-20,1.3113500412183122e-33,7.150237952584791e-71,5.996487658490164e-52,1.5981820066944557e-44,6.29673398663919e-37,1.4101777463314032e-59,5.465381636082871e-94,6.810374915722657e-88,7.470270986443759e-57,1.236216799785271e-67,2.3683030338633534e-41,1.0065066617882404e-72,3.76,0.0,0.6347011549444539,0.999999999999949,1.6893188466291988e-34,1.2482484003527856e-63,2.7888033113684623e-05,2.7888036766802627e-05
9.999999999999999e-11,0.8756656130847117,7.995296708635629e-23,1.9894453423778288e-13,6.358348556868227e-27,1.746316511903828e-32,0.0,0.0,3.191293784999084e-24,2.815478008755492e-51,6.835436461508255e-26,3.502201165193354e-32,8.394839406377459e-23,6.803740926903397e-47,1.2594576765578165e-33,3.060173684917089e-28,6.505937904919843e-43,1.5218398350392764e-32,1.1531324648443092e-27,8.308141780357381e-23,6.914749639930247e-12,8.928435312399915e-20,3.8339944463818724e-32,1.312742640301314e-67,1.3882981408332359e-49,1.8557036068446042e-42,1.8380259799634385e-35,6.511174000346816e-57,1.5930068939073666e-89,4.965730450164699e-84,3.455988451411938e-54,1.1294673419193852e-64,1.3786602144510794e-39,3.685683481523275e-69,3.76,0.0,0.6346747824670053,0.9999999999999006,4.945984338956997e-33,1.1493810857153e-60,5.426050547417007e-05,5.4260519303669516e-05
1.0236786700696033e-10,0.8756656130847117,8.504552606838166e-23,2.0365527622615027e-13,6.819966517138047e-27,1.8813266080169315e-32,0.0,0.0,3.394763771584337e-24,3.043494196357159e-51,7.344947863641825e-26,3.772963108196806e-32,9.004263390668814e-23,7.34623796014262e-47,1.3568249196142891e-33,3.282275521527008e-28,7.0327852385336586e-43,1.63949532381813e-32,1.2368265528333929e-27,8.83727517971182e-23,7.246087422912877e-12,9.497063817513483e-20,4.130379476645485e-32,1.420588929511249e-67,1.5015872278466618e-49,2.005976222662714e-42,1.980099805742095e-35,7.044547784922926e-57,1.7239966442293565e-89,5.373977837737797e-84,3.739093936591057e-54,1.222166214025785e-64,1.488594783166464e-39,3.9886212013980493e-69,3.76,0.0,0.6346734977064534,0.9999999999998983,5.3283650662723004e-33,1.2437157914810413e-60,5.554526569459004e-05,5.554528018676506e-05
1.533402452298949e-10,0.8756701021323198,2.6950795835803176e-22,3.0506203667169487e-13,2.883893942544901e-26,1.0447821186875521e-31,0.0,0.0,1.0793215666607075e-23,2.854513202532723e-50,3.455938100025439e-25,2.095363404513591e-31,3.8062995724272753e-22,5.714609758869102e-46,7.533350391652585e-33,1.4455801373067611e-27,6.256359603837251e-42,9.104819265212633e-32,5.4477118409176234e-27,2.799804174013658e-22,1.6258612251619716e-11,3.0087031984981135e-19,2.2923603580298883e-31,2.2136333899469922e-66,1.5281576867547265e-48,1.8344294122257895e-41,1.2193359379791449e-34,8.25694168919501e-56,2.2059607722970674e-88,9.382454875804672e-83,4.293723131469927e-53,1.5841341610077764e-63,1.096291573707896e-38,5.401233968472309e-68,3.76,0.0,0.6346458416736191,0.9999999999998476,2.9590697907390723e-32,1.779721454954922e-59,8.320128951632516e-05,8.320132203355025e-05
2.5528500167576407e-10,0.8756790796424895,1.2414703556554528e-21,5.07875557562881e-13,2.215466855171551e-25,1.3815228453191435e-30,0.0,0.0,5.0426601511936117e-23,1.3679610014759975e-48,3.505789279786357e-24,2.7712093095792054e-30,2.9205380960597195e-21,1.3805981612661754e-44,9.95263201112584e-32,1.1282641271698944e-26,2.657025363657321e-40,1.2039331343929795e-30,4.2531494037661567e-26,1.2885814707241655e-21,4.5062033305445516e-11,1.3845613548054094e-18,3.023851193661486e-30,1.3489400661924766e-63,1.142673914965912e-46,8.070363949836392e-40,1.6327881184369407e-33,1.515634974849897e-53,4.92155637446729e-84,3.562973673292741e-79,5.727831402240199e-51,6.0989516227902734e-61,2.5516139648737974e-37,9.767380545771924e-65,3.76,0.0,0.6345905332231794,0.9999999999997462,3.9127906312208026e-31,5.860688570819154e-57,0.00013850971115267544,0.00013850980127674486
3.470352824770463e-10,0.8756871587347008,3.018466609480405e-21,6.904077263651452e-13,6.8269668873684235e-25,5.297265501326885e-30,0.0,0.0,1.2407702334381094e-22,9.117244825355763e-48,1.2249571953671906e-23,1.0626602586767117e-29,8.993047971764809e-21,7.082628266458425e-44,3.814739408259387e-31,3.55288747316181e-26,1.5511997269172297e-39,4.6163132469510934e-30,1.339519902901288e-25,3.130878353617408e-21,8.327196954774279e-11,3.363815834980547e-18,1.1582207919595035e-29,1.6886465190340284e-62,7.353823824137369e-46,4.997710434634157e-39,6.624908155182373e-33,1.5069812361031676e-52,1.7188425246377847e-82,7.664445378047513e-78,3.995455766662479e-50,7.502693776245178e-60,1.2071472252442043e-36,1.808703863567272e-63,3.76,0.0,0.6345407597389321,0.9999999999996549,1.5003053853283075e-30,6.560417048807486e-56,0.0001882831571899734,0.00018828332373391917
4.3878556327832854e-10,0.8756952371950717,5.9857513909606356e-21,8.729398951677642e-13,1.645481085992878e-24,1.547703746584142e-29,0.0,0.0,2.497550140503324e-22,3.881546497647481e-47,3.322802116988948e-23,3.105035086776359e-29,2.165708775706424e-20,2.5497011552746133e-43,1.1140614363916756e-30,8.700626036917458e-26,6.393105343676024e-39,1.348747325361447e-29,3.2808882038735744e-25,6.203682838343883e-21,1.331213287772466e-10,6.664699584652568e-18,3.379866015553365e-29,1.0143684226240135e-61,3.501158835507922e-45,2.0586082483478048e-38,2.0086276959447024e-32,7.724768991659849e-52,1.1953544203243806e-81,5.850778567213337e-77,2.175393191623003e-49,4.146330394300835e-59,4.2959008363505456e-36,1.1276591612221066e-62,3.76,0.0,0.6344909901586001,0.9999999999995637,4.38344104724838e-30,3.726165626921646e-55,0.00023805268767258393,0.00023805295391525483
