Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38)
4.473582113413739e-08,0.8795226591271891,6.664856283297753e-14,8.900059233060493e-11,1.1608978416254084e-15,1.114647879266892e-19,0.0,0.0,7.186555476363818e-14,1.7598800168197344e-28,1.3430370062964664e-13,2.310554588580906e-19,1.5107509051137125e-12,1.3908656235407492e-30,6.531630060204948e-21,7.547636496492744e-18,1.703615597361945e-24,9.656237721876604e-20,3.050512695182514e-17,5.348656213118773e-15,1.3703639865182658e-06,5.542742602868088e-12,1.474407590818819e-19,6.118083215931252e-40,2.9391384306284377e-29,8.579691528299172e-24,2.266010547796639e-22,3.7595858808998187e-34,8.129004726524126e-51,3.0762729934625397e-50,9.14341811151446e-32,1.2477641658912517e-38,3.1588505123438903e-24,1.6935773359017644e-38,3.76,0.0,0.6109124498617657,0.9999999999546052,3.1392279399958456e-20,6.797380647570065e-35,0.023815222747271048,0.023817963487985393
5.002063730829125e-08,0.8799697133441559,1.118277663133959e-13,9.951542756856996e-11,2.1654831509258364e-15,1.9334561559888694e-19,0.0,0.0,1.2260800668020463e-13,5.64272548549403e-28,2.292122752666916e-13,4.015984083118941e-19,2.2989188942921176e-12,3.1433622922945857e-30,1.1070360077651346e-20,1.1681694876020999e-17,4.334142642820122e-24,1.6717234029417372e-19,4.754547796280332e-17,7.35362191757802e-15,1.7112715294664064e-06,7.591155214730196e-12,2.434114379844196e-19,2.2655576848422977e-39,7.847961435850297e-29,2.2041314298275335e-23,4.2827561754066835e-22,9.904386309530984e-34,5.845430739594231e-50,1.6989047946141628e-49,2.6416025557718735e-31,4.618449658214781e-38,6.465693236812817e-24,7.230120586628542e-38,3.76,0.0,0.6081585873874532,0.999999999948855,5.435140900460956e-20,2.3782356093282423e-34,0.026568744311548587,0.026572166872332787
5.5305453482445105e-08,0.8804147586511512,1.7816954931730726e-13,1.1003088471885572e-10,3.800274171000931e-15,3.172792383577272e-19,0.0,0.0,1.9785289191997996e-13,1.5980356681498606e-27,3.6999298288497355e-13,6.600431088858531e-19,3.3453167528896822e-12,6.536827665338624e-30,1.7751985913063313e-20,1.728915224220437e-17,1.0077605328575984e-23,2.736987690040427e-19,7.085122871256104e-17,9.776978143605849e-15,2.0895441399544924e-06,1.0054880755698354e-11,3.806918670471555e-19,7.485478270218654e-39,1.9025357053665932e-28,5.162658488694953e-23,7.713983671909773e-22,2.361538208651555e-33,3.513569977221193e-49,8.233245671291001e-49,6.871707734949992e-31,1.5278638273768138e-37,1.2472289764397101e-23,2.6893973465358395e-37,3.76,0.0,0.605417138735477,0.9999999999429275,8.899336410725369e-20,7.431979504078493e-34,0.029309814687854607,0.02931399379997931
6.059026965659896e-08,0.880857804109391,2.719706044420284e-13,1.2054723791209141e-10,6.3412413234374995e-15,4.976475281198083e-19,0.0,0.0,3.0507429525255963e-13,4.125522212455341e-27,5.706620921662792e-13,1.0363505840891372e-18,4.6934971888102195e-12,1.2705028727040567e-29,2.720857161079844e-20,2.467013088436811e-17,2.1793613145888675e-23,4.2813255620431547e-19,1.0177756484073675e-16,1.2648178112028578e-14,2.5050496443743367e-06,1.2959981554805761e-11,5.697695021507413e-19,2.2194138035664416e-38,4.274925069857207e-28,1.122692482846085e-22,1.3358624201607002e-21,5.206598511385864e-33,1.7663034944452662e-48,3.501150071370353e-48,1.6504629824183274e-30,4.521027771726684e-37,2.295081345469107e-23,8.854969651396128e-37,3.76,0.0,0.6026880479469899,0.9999999999367866,1.3922264939029746e-19,2.094992364559945e-33,0.032038489967154776,0.03204350009765317
6.587508583075282e-08,0.88129885873997,4.0048223334144934e-13,1.3106483849475678e-10,1.014175484302218e-14,7.518137189065198e-19,0.0,0.0,4.5291525731383004e-13,9.846734541249443e-27,8.474388546662226e-13,1.5664622470145128e-18,6.388059266614517e-12,2.3334047448104708e-29,4.01655990077012e-20,3.4147693719644195e-17,4.4342411822994147e-23,6.447678440681211e-19,1.4180513453718183e-16,1.5994559318655774e-14,2.957656078472185e-06,1.6330162478364277e-11,8.222339991886116e-19,6.06049149859829e-38,9.00706309168256e-28,2.293987668023991e-22,2.237330813892332e-21,1.0754804721955223e-32,7.837124550017123e-48,1.3588014324005276e-47,3.7039542278255875e-30,1.2341935811386779e-36,4.061148778181637e-23,2.6481132161573968e-36,3.76,0.0,0.5999712593153375,0.9999999999303923,2.0969685591860873e-19,5.439350855164534e-33,0.034754825988013896,0.034760741340098995
7.115990200490668e-08,0.8817379315226527,5.719178597656928e-13,1.4158412534180226e-10,1.564289729950146e-14,1.1004204095461812e-18,0.0,0.0,6.512040767816025e-13,2.1954490367213455e-26,1.2187794986533157e-12,2.292743219101291e-18,8.474326894986078e-12,4.0827424618403206e-29,5.74430442686804e-20,4.606688629619314e-17,8.558588097072963e-23,9.403541097856473e-19,1.9253841425357745e-16,1.9841478488791668e-14,3.447231690517762e-06,2.0186958053677232e-11,1.1507359090739343e-18,1.540833004412174e-37,1.7945254789892055e-27,4.441910195188509e-22,3.638614684836156e-21,2.1008982930604905e-32,3.1109072190986995e-47,4.851323744039116e-47,7.833419792919987e-30,3.138465523410425e-36,6.948419608144186e-23,7.286191463136445e-36,3.76,0.0,0.5972667173849783,0.9999999999237028,3.058781657011779e-19,1.3157366573197203e-32,0.03745887833767155,0.037465772851159734
7.644471817906053e-08,0.8821750313970327,7.954545511548433e-13,1.521056352612972e-10,2.338386818619139e-14,1.5677110208790123e-18,0.0,0.0,9.109637199661216e-13,4.6134861935726983e-26,1.7053984380208834e-12,3.264415575730728e-18,1.099805936335321e-11,6.850156636533996e-29,7.995612744488494e-20,6.079381730772351e-17,1.5776387905642567e-22,1.3342433572977317e-18,2.5570412164959615e-16,2.4212439539113056e-14,3.973644944436952e-06,2.454990712743389e-11,1.5689448221890178e-18,3.6843798537794394e-37,3.404432724008953e-27,8.207864027617692e-22,5.7634578235734724e-21,3.91058327675502e-32,1.1222127280035629e-46,1.6088356426278605e-46,1.5720905325833862e-29,7.497530954296248e-36,1.1540762787842185e-22,1.8651987344856262e-35,3.76,0.0,0.5945743669503977,0.9999999999166731,4.340840220249494e-19,2.9929612487358315e-32,0.040150702353125595,0.04015864970486674
8.172953435321439e-08,0.8826101672621784,1.0812307779575011e-12,1.6263001390169923e-10,3.401289116862562e-14,2.1818895139348277e-18,0.0,0.0,1.2444172025800784e-12,9.206843694035003e-26,2.3302821925810115e-12,4.5380049902975046e-18,1.4005169382870347e-11,1.1081285455368215e-28,1.0871593035486687e-19,7.871472368298012e-17,2.7931656319159585e-22,1.8485410288237524e-18,3.331495959111784e-16,2.912922281279049e-14,4.536764523079339e-06,2.9436727444591783e-11,2.0915064091921434e-18,8.35280885408507e-37,6.186539973981633e-27,1.4558342996177039e-21,8.913065491516037e-21,6.979938979003943e-32,3.725625920796923e-46,4.994287114899584e-46,3.012031723647711e-29,1.6953840675990327e-35,1.8665288392237337e-22,4.483793487941346e-35,3.76,0.0,0.591894153054964,0.9999999999092561,6.015399007494575e-19,6.452193554370996e-32,0.04283035312227295,0.04283942672658705
9.22991667015221e-08,0.883474582360485,1.884798204347977e-12,1.836905692308111e-10,6.713819924540071e-14,3.985963142232789e-18,0.0,0.0,2.1872705078432475e-12,3.23633717549405e-25,4.098123130048406e-12,8.256120189457582e-18,2.1652544466533752e-11,2.644704565507698e-28,1.8950057512039568e-19,1.2577887011683555e-16,7.914837932265981e-22,3.341406046674796e-18,5.388632726099748e-16,4.067946505375146e-14,5.7725984998278554e-06,4.084467492977082e-11,3.51290479961948e-18,3.836018414674052e-36,1.8354119736114767e-26,4.134928471003318e-21,2.0002753343226453e-20,2.0045553016376944e-31,3.643964615411108e-45,4.3490876353578624e-45,9.865193863860684e-29,7.5858490032736e-35,4.555829172809685e-22,2.264318156888045e-34,3.76,0.0,0.5865699162925407,0.9999999998930588,1.0879545481410017e-18,2.651234543113434e-31,0.04815335403459219,0.048164899339114456
9.999999999999998e-08,0.8842459274932475,2.7122031152293283e-12,1.9904847314630676e-10,1.0492568678421666e-13,5.9355032999829974e-18,0.0,0.0,3.1632872845796918e-12,7.363537823624569e-25,5.929257618678896e-12,1.2238912948125821e-17,2.8764653546691244e-11,4.671412283371402e-28,2.726170141079718e-19,1.711180497838438e-16,1.5712676766966833e-21,4.931121868829756e-18,7.394797414434314e-16,5.0602848658047647e-14,6.764531063768997e-06,5.057973032005233e-11,4.928046704899766e-18,1.0518057605654623e-35,3.7488266264991864e-26,8.216303876778866e-21,3.437273680760517e-20,4.013252177052595e-31,1.5630209110969956e-44,1.77362328241758e-44,2.1489841232345602e-28,2.0356657756246207e-34,8.286893959299695e-22,6.505836300785303e-34,3.76,0.0,0.5827209615628541,0.9999999998799133,1.6064138154847135e-18,6.704293745993456e-31,0.052001316817498075,0.05201484601558188
1.0181183581499904e-07,0.8842459274932475,2.9418647054588836e-12,2.0266396569453787e-10,1.159433573357752e-13,6.490393512549525e-18,0.0,0.0,3.4348794478990146e-12,8.835247589030192e-25,6.438962191958559e-12,1.3366522049427406e-17,3.0644031728859874e-11,5.303575476919526e-28,2.956827544102788e-19,1.8331677853227935e-16,1.8312283893728038e-21,5.379897685477257e-18,7.937921706789392e-16,5.312870118989732e-14,7.009071930612267e-06,5.304929907738589e-11,5.314524354239322e-18,1.313088476202957e-35,4.395548174641619e-26,9.577107402816267e-21,3.883355113700449e-20,4.685936129862031e-31,2.115350541788074e-44,2.382319443971341e-44,2.554922232777068e-28,2.530592158348714e-34,9.482751392151926e-22,8.190062896106328e-34,3.76,0.0,0.5818190639007965,0.9999999998766339,1.7528568877202656e-18,8.226939579721463e-31,0.05290296993502202,0.0529169882221729
1.1132450492847599e-07,0.8850110458095337,4.400817192226544e-12,2.216627963359685e-10,1.9029378954798965e-13,1.013460646392166e-17,0.0,0.0,5.16540805175442e-12,2.1899316987775394e-24,9.688050858513241e-12,2.0711860633128946e-17,4.190009923885704e-11,9.944868039844555e-28,4.422199425198416e-19,2.5804283060708244e-16,3.924789479211262e-21,8.292710338341387e-18,1.1290790504226862e-15,6.761820091282592e-14,8.362441947430551e-06,6.715901178742573e-11,7.722427356814853e-18,4.0602965690013e-35,9.702138334502861e-26,2.0535414542819856e-20,7.152851598369239e-20,1.0143934195386782e-30,1.0437987951016932e-43,1.1251764745901441e-43,6.048135884878329e-28,7.560412834245905e-34,1.863835388211606e-21,2.6185842875880866e-33,3.76,0.0,0.5771066904660878,0.9999999998581142,2.7041902181216616e-18,2.298202399659799e-30,0.05761398997833687,0.0576307150482757
1.1988590713060523e-07,0.8856943700831013,6.133137520236325e-12,2.3879095030214246e-10,2.8652844228232754e-13,1.4689752432033442e-17,0.0,0.0,7.229091924668615e-12,4.621262844485572e-24,1.3565149843633213e-11,2.976577775723795e-17,5.417207674371863e-11,1.6687917355563367e-27,6.163205592101861e-19,3.423675604105743e-16,7.373144779199088e-21,1.1864288748392928e-17,1.5118823466336597e-15,8.246839226937636e-14,9.679795401322979e-06,8.153258700102245e-11,1.0503366318693575e-17,1.0404501762540876e-34,1.8646922303723908e-25,3.8580249200437616e-20,1.1912840772557025e-19,1.9234467332329067e-30,3.8651719500133364e-43,4.06299013189049e-43,1.2298425866938245e-27,1.8791873860325354e-33,3.2786646667963396e-21,6.810713731514053e-33,3.76,0.0,0.5728981962474247,0.9999999998393634,3.8724781975929905e-18,5.3660171044927184e-30,0.06182116682108266,0.06184052664285608
1.2844730933273447e-07,0.8863727280213269,8.337875319948126e-12,2.559549786732875e-10,4.187622043583085e-13,2.0786470690611092e-17,0.0,0.0,9.865725104355523e-12,9.233474335881051e-24,1.8521780654903992e-11,4.169738713297413e-17,6.865333279744657e-11,2.6932880432547016e-27,8.38182713904478e-19,4.451512922780874e-16,1.3248109172962492e-20,1.6548894894543716e-17,1.98359757098836e-15,9.908494966246665e-14,1.109067098774349e-05,9.752780959713036e-11,1.395854876471528e-17,2.5300990195508307e-34,3.418858658695123e-25,6.930885195779059e-20,1.9192526868270793e-19,3.491271235661626e-30,1.3284958832775738e-42,1.3623354006124645e-42,2.374890702321464e-27,4.3745404591878235e-33,5.56254396959159e-21,1.6591457776306525e-32,3.76,0.0,0.568720392062366,0.9999999998183593,5.40759106191424e-18,1.1823675705742286e-29,0.06599756010482338,0.06601974172923226
1.370087115348637e-07,0.8870461558622912,1.1092856398854226e-11,2.731641941063116e-10,5.963262033257313e-13,2.880875166664989e-17,0.0,0.0,1.3172548423777959e-11,1.7585373037786647e-23,2.4742287776527108e-11,5.712532993591959e-17,8.551012937685668e-11,4.2020216640245196e-27,1.1159586329955708e-18,5.686997238631171e-16,2.2895031619867578e-20,2.2579257789868357e-17,2.556711611474072e-15,1.1751162208562808e-13,1.259451992142995e-05,1.1517271618526371e-10,1.8182166721093692e-17,5.864077185679253e-34,6.0155802919717225e-25,1.1973659931210523e-19,3.0015180556767186e-19,6.1015551896558946e-30,4.2162211138445804e-42,4.236983000200916e-42,4.383086716947718e-27,9.636102818458247e-33,9.135633596047869e-21,3.809504871723027e-32,3.76,0.0,0.5645730541068648,0.9999999997948202,7.387915326310997e-18,2.474952343462824e-29,0.07014339418218844,0.07016858356286998
1.4678619543071283e-07,0.8878092547932953,1.5018207323633302e-11,2.928869753863153e-10,8.684407775830706e-13,4.091049067061144e-17,0.0,0.0,1.790216734731592e-11,3.486555564964845e-23,3.36454616129834e-11,7.991604420233452e-17,1.0786927766569698e-10,6.735854896486822e-27,1.5128772301548015e-18,7.382752988238905e-16,4.101597202696323e-20,3.1447273801257756e-17,3.35227014898868e-15,1.4081846297887933e-13,1.4424998841868028e-05,1.3737136693077463e-10,2.4072168219357634e-17,1.4525247402353327e-33,1.0975243581271959e-24,2.1439115396629474e-19,4.841889430245e-19,1.1088541577561348e-29,1.442451061688278e-41,1.4226295902211167e-41,8.408584934033925e-27,2.2375002440498835e-32,1.553573509709288e-20,9.228672832321053e-32,3.76,0.0,0.5598735987919327,0.9999999997644616,1.030803621884418e-17,5.443158793255499e-29,0.07484101898034608,0.07486986939457653
1.5656367932656196e-07,0.8885660236668451,1.98990925726535e-11,3.1270126440826416e-10,1.2323072927227128e-12,5.692116167434651e-17,0.0,0.0,2.3806182918730836e-11,6.58974945583123e-23,4.476772883161032e-11,1.0934150760626237e-16,1.3375521886569689e-10,1.0440302663043304e-26,2.008336336088784e-18,9.417913840495887e-16,7.066568911770114e-20,4.2845448000903424e-17,4.318354750536999e-15,1.665850546844273e-13,1.6375213726352532e-05,1.6177996055671404e-10,3.124686784608721e-17,3.4228236729693096e-33,1.921794132503703e-24,3.691353137185362e-19,7.572356816182299e-19,1.941488333130823e-29,4.5505105127674107e-41,4.4098780741842703e-41,1.5420445643178215e-26,4.899656381344678e-32,2.5534946943069317e-20,2.1048667789521527e-31,3.76,0.0,0.5552132613206853,0.999999999729964,1.4074092466657194e-17,1.136378380763632e-28,0.07949940619376945,0.07953215712364799
