Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42)
0.00011481392989774847,0.7349660317080533,0.0006626942738227325,0.00010907742126694529,0.0002824269387249551,0.28853988721204926,0.0,0.0,0.002298185015161252,0.0006142394468727054,0.21902154772308483,0.017083542290479495,0.00012892295744168972,6.379759330235869e-12,2.995233980751433e-09,3.958208365229308e-07,0.001068772088110941,0.009038700766593074,1.238017195999636e-05,1.8153216867181138e-08,0.0006038791874930428,3.1805562735352187e-09,5.51900081961605e-08,0.000326705133930149,7.871198566373533e-07,0.009956657059433044,5.58091631922013e-07,0.0010621400818463093,0.0003268845206968178,9.597114683014211e-07,7.095702984434154e-07,1.17012149939523e-09,4.632410458241627e-07,1.546633954643408e-05,3.76,0.0,0.07901512697758373,0.6372144848049683,0.3245930065292796,0.01369827840558016,0.10221792718779825,0.22878060489087382,1.2016999454468903e-09,8.710642140973364e-13,0.0002295964862728218,1.640774997388722e-05,0.0002337712728397772,0.0001016103426471624,8.970291074029017e-05,0.24855455198443357,0.024004279457574745,0.0013903284396002134,1.477819081320802e-05,0.013741673382019443,2.2032835530401704e-05,1.1263701539782921e-05,2.0570031832918972e-05,0.0002981862568625999,0.0001416962302565814,1.8264910781541237e-05,0.015371600709250305,0.000794000480845887,0.03606229659692684,2.126053725095916e-08,0.013412495350362746,0.10045282039659661,1.0912062426388451e-09,8.557885411516983e-05,4.770391445673852e-08,2.4934817476265705e-06,2.132562335071038e-11,2.1612461498035894e-07,2.3835842553404227e-08,7.618931809025367e-06,2.462187778134589e-12,3.5632142100345376e-08,3.3346714397683623e-12,6.421741953770215e-07,5.307466329507403e-13,1.044880289819709e-08,7.762931772342769e-09,0.001824384122618841,4.420531615340224e-10,0.004470695217236556,0.002180225593785828,9.895656208907763e-07,2.057591104181926e-12,0.009082871704017491,6.73055057128935e-11,7.185193827014006e-06,1.4394145493192524e-09,0.0011112260834537978,5.875837342960386e-08,2.1047855127028858e-07,1.1790734655420817e-06,8.332630973653742e-05,0.008155321956900961
0.00011514698877118549,0.7350475483584477,0.0006616548114776466,0.00010886711784032716,0.00028168070626417234,0.2886479871883459,0.0,0.0,0.0022921587092487494,0.0006114591644829769,0.2195540565017706,0.01711698120170752,0.0001286899390502797,6.359249462670794e-12,2.9873553882984372e-09,3.9535147012105534e-07,0.0010682121532450276,0.009036885500029462,1.2370016591320515e-05,1.8166362254132666e-08,0.00060527685903209,3.1841538945402527e-09,5.504124141450892e-08,0.00032665289742574437,7.846007785092403e-07,0.009959419307889097,5.58404842015897e-07,0.0010642801070636584,0.0003274254170156574,9.595835971829509e-07,7.084438822681571e-07,1.1695043848848382e-09,4.628044217340663e-07,1.548850124451931e-05,3.76,0.0,0.07867325570511148,0.6365854661788006,0.32503351606112135,0.013723590843287796,0.10222108996724727,0.2291196567102053,1.2017367197947201e-09,8.703793960157739e-13,0.00022936984242528542,1.6387095732444105e-05,0.00023329955796030824,0.00010113677079376924,8.946905828737146e-05,0.24849116579125735,0.02394412364225094,0.0013893187196122021,1.4760258755863229e-05,0.013728548496904839,2.1996422821335443e-05,1.128984317453297e-05,2.0536484664140697e-05,0.0002976384135758998,0.00014141274903655706,1.8206029678217554e-05,0.015394468865361909,0.0007918279584841374,0.03607810525854032,2.1138216372087022e-08,0.013437611127427689,0.10070808048842601,1.0914323820797414e-09,8.538954337087109e-05,4.754612143015734e-08,2.4839275664294884e-06,2.1243915016643524e-11,2.1500642198510155e-07,2.3721878301895747e-08,7.602292874000671e-06,2.4527542911836082e-12,3.551297768899066e-08,3.327057657141723e-12,6.402902425231078e-07,5.295349930541569e-13,1.0468431058873184e-08,7.74352057058224e-09,0.0018266729959320242,4.405993067893946e-10,0.004465626853636285,0.0021797843104011155,9.882777436476647e-07,2.053549340909652e-12,0.009091588299198391,6.71802329898222e-11,7.178828179256053e-06,1.4365599909196106e-09,0.0011111939681989844,5.866261824717411e-08,2.1042421218962247e-07,1.1782160109805525e-06,8.329418511168788e-05,0.00815400293820592
0.00011548004764462251,0.7351287855344257,0.0006606217299523452,0.00010865787352028486,0.00028093891753142096,0.2887554142928962,0.0,0.0,0.002286161897941026,0.0006086969915285567,0.22008548085984328,0.01715033234180362,0.00012845771091687583,6.33890180693788e-12,2.9795262744971263e-09,3.94883883717603e-07,0.001067652950437545,0.009035028317805963,1.2359859256935035e-05,1.8179445638621364e-08,0.0006066720061403872,3.187755181654291e-09,5.489335267336497e-08,0.0003265996901501238,7.820949799442977e-07,0.00996211482381473,5.587170327186667e-07,0.001066415128977944,0.0003279643057117159,9.594542193376184e-07,7.073209861688065e-07,1.1688886333251112e-09,4.623685818451343e-07,1.5510559773041477e-05,3.76,0.0,0.07833326715631732,0.6359581227513701,0.32547263475873045,0.013748837386406169,0.10222392613713051,0.22945783573176962,1.2017696575620653e-09,8.696972440995718e-13,0.00022914380217596184,1.636652458245468e-05,0.00023282979689378516,0.00010066668868392692,8.923661178269086e-05,0.2484273350407813,0.023884166479565636,0.0013883098780864509,1.474239519734425e-05,0.013715334916752142,2.1960166854642112e-05,1.1315932385877115e-05,2.0503080838626246e-05,0.0002970932040610835,0.00014113063987295424,1.8147515964796863e-05,0.01541723935667238,0.00078966613441511,0.036093799747944084,2.1016910078972038e-08,0.013462652589429316,0.10096275589947354,1.0916517047368342e-09,8.520104320946042e-05,4.738916545777038e-08,2.4744299691072667e-06,2.116269056867572e-11,2.138971867210421e-07,2.3608774700110904e-08,7.585694558682591e-06,2.443376668704327e-12,3.5394480868604924e-08,3.3194783492651257e-12,6.384166114732529e-07,5.283288386556448e-13,1.0488001047926748e-08,7.724173422223627e-09,0.0018289499114753029,4.3915558556634347e-10,0.004460537561344626,0.002179338309057895,9.869913939748937e-07,2.0495219957612267e-12,0.009100254003707536,6.705531955452823e-11,7.172482875573096e-06,1.4337169730800898e-09,0.001111160137710969,5.856739743900388e-08,2.1036962750945227e-07,1.17736139946241e-06,8.326212909635992e-05,0.008152606772281887
0.00011581310651805953,0.7352097448675762,0.0006595949730265133,0.00010844968019855179,0.00028020153357752716,0.2888621741307664,0.0,0.0,0.0022801943738050426,0.0006059527872301643,0.2206158243794397,0.017183596166338272,0.00012822626950749773,6.318714624007789e-12,2.971746190973854e-09,3.944180667014049e-07,0.0010670944812188109,0.009033129667666584,1.2349700235659773e-05,1.819246756617574e-08,0.0006080646390200457,3.1913600945301334e-09,5.4746334412594506e-08,0.0003265455221790106,7.796023656338602e-07,0.009964744123021672,5.590282142956954e-07,0.0010685451676319044,0.0003285011940724566,9.593233534408277e-07,7.062015974941561e-07,1.1682742467940827e-09,4.6193352765999234e-07,1.5532515701547946e-05,3.76,0.0,0.07799514739146085,0.6353324460428416,0.3259103709494211,0.01377401830293637,0.10222643811673529,0.22979514517888308,1.2017987871616175e-09,8.690177283148097e-13,0.00022891836246943594,1.6346035978565822e-05,0.00023236197668238034,0.00010020006140132873,8.900555875865034e-05,0.24836306526151206,0.02382440724778972,0.0013873019269110662,1.4724599692865767e-05,0.013702033963295035,2.19240664871773e-05,1.134196936224454e-05,2.046981931052552e-05,0.00029655060919281015,0.00014084989297658967,1.8089366434002766e-05,0.015439912698954361,0.0007875149344460138,0.036109380906162135,2.089660732883474e-08,0.013487620138219426,0.10121684888464967,1.0918642639714798e-09,8.501334833444422e-05,4.7233040241386804e-08,2.4649885026456154e-06,2.1081946132163537e-11,2.1279680991292228e-07,2.3496523038544673e-08,7.569137177448329e-06,2.434054463317146e-12,3.527664645162063e-08,3.311933281101533e-12,6.365532199661164e-07,5.27128132366833e-13,1.0507513180353116e-08,7.704890094833067e-09,0.0018312149506573415,4.3772191122868937e-10,0.0044554276937352295,0.0021788876553746847,9.857065889289026e-07,2.045508992210682e-12,0.009108869124550827,6.693076465864203e-11,7.1661578051891435e-06,1.4308854223248104e-09,0.0011111246138104855,5.847270435121433e-08,2.103148033273283e-07,1.1765096157106587e-06,8.323014149573952e-05,0.008151134332969377
0.00011614616539149656,0.7352904279686721,0.0006585744850007675,0.00010824252983554218,0.0002794685157603097,0.2889682722529442,0.0,0.0,0.00227425593102728,0.0006032264117097361,0.22114509062800378,0.017216773127938834,0.00012799561132125262,6.298686185173042e-12,2.964014691389755e-09,3.9395400878885146e-07,0.0010665367470639028,0.009031189993044492,1.2339539803009837e-05,1.8205428583243125e-08,0.0006094547678191408,3.1949685921561144e-09,5.460017913137667e-08,0.0003264904034872314,7.77122840917903e-07,0.009967307717422961,5.593383970435748e-07,0.001070670242951181,0.00032903608935680917,9.59191018160547e-07,7.050857038197828e-07,1.1676612268665375e-09,4.614992606708047e-07,1.5554369595848627e-05,3.76,0.0,0.0776588825929452,0.6347084276291888,0.32634673289706434,0.013799133859390899,0.10222862830670718,0.23013158825795435,1.201824136786976e-09,8.683408186405876e-13,0.00022869352027040155,1.632562938468297e-05,0.00023189608446587783,9.973685437440791e-05,8.877588685991255e-05,0.2482983619205599,0.023764845226322145,0.001386294877746523,1.4706871803602926e-05,0.013688646946584384,2.1888120585007014e-05,1.1367954291186515e-05,2.04366990422847e-05,0.0002960106100425409,0.00014057049865404443,1.8031577907860175e-05,0.015462489404769703,0.0007853742849135397,0.03612484956499146,2.077729729832113e-08,0.013512514172999224,0.10147036168928424,1.0920701127334481e-09,8.48264534861316e-05,4.707773953859693e-08,2.455602717914045e-06,2.1001677867254192e-11,2.117052011268395e-07,2.338511465277614e-08,7.552621034617431e-06,2.4247872317817495e-12,3.515946929865703e-08,3.3044222197850344e-12,6.346999863522744e-07,5.259328371491792e-13,1.0526967769066871e-08,7.685670356336412e-09,0.0018334681942847272,4.36298198055727e-10,0.00445029760060168,0.0021784324142014866,9.844233451780638e-07,2.041510254191406e-12,0.009117433966533516,6.680656753162026e-11,7.159852857998716e-06,1.428065265628564e-09,0.0011110874180010456,5.837853670851783e-08,2.1025974324689298e-07,1.1756606445160434e-06,8.319822211224388e-05,0.008149586487661148
0.00011647922426493358,0.735370836455852,0.0006575602106329219,0.00010803641444715473,0.0002787398259013822,0.2890737141606028,0.0,0.0,0.002268346365293589,0.0006005177259370005,0.2216732831592535,0.01724986367648644,0.00012776573281441327,6.2788147927906475e-12,2.9563313343699333e-09,3.934916995297881e-07,0.0010659797493535166,0.009029209733418067,1.2329378227848406e-05,1.8218329215210605e-08,0.0006108424026354381,3.198580631846882e-09,5.445487941699631e-08,0.0003264343439566616,7.746563119182893e-07,0.009969806115323507,5.596475907591325e-07,0.001072790374752603,0.00032956899879806213,9.590572313427968e-07,7.039732918757636e-07,1.1670495742472703e-09,4.610657821037566e-07,1.557612201828274e-05,3.76,0.0,0.0773244590559706,0.6340860591383354,0.32678172880655565,0.01382418432090593,0.10223049909045324,0.23046716815969007,1.201845734429643e-09,8.676664858426422e-13,0.00022846927256227082,1.6305304258357936e-05,0.00023143210746598544,9.927703365939757e-05,8.854758386568839e-05,0.24823323042864373,0.02370547969564807,0.0013852887420236785,1.4689211088554503e-05,0.013675175165765998,2.1852328009562488e-05,1.1393887359427652e-05,2.0403718991866462e-05,0.0002954731876934343,0.00014029244723447662,1.7974147246270923e-05,0.015484969983720513,0.0007832441126301035,0.03614020654780161,2.065896935098435e-08,0.0135373350904964,0.10172329654964504,1.0922693035848643e-09,8.464035343782096e-05,4.6923257181185584e-08,2.4462721711799773e-06,2.0921881980452773e-11,2.1062226828831147e-07,2.327454108105166e-08,7.53614642518114e-06,2.4155745362250806e-12,3.504294432482649e-08,3.2969449334475213e-12,6.3285682991357e-07,5.247429160870461e-13,1.054636512504349e-08,7.666513975006065e-09,0.0018357097226051544,4.34884361473341e-10,0.004445147628419362,0.0021779726496521986,9.831416788388709e-07,2.037525704774133e-12,0.00912594883243045,6.668272735237608e-11,7.153567923465916e-06,1.4252564305407202e-09,0.0011110485714993222,5.8284889590188467e-08,2.1020445282528532e-07,1.1748144704535221e-06,8.316637074334632e-05,0.0081479640977139
0.0001168122831383706,0.735450971901423,0.0006565520955437864,0.00010783132615250815,0.0002780154262488425,0.2891785052851569,0.0,0.0,0.0022624654744043144,0.000597826592077909,0.22220040550759337,0.017282868258026385,0.000127536630470617,6.259098773403701e-12,2.948695688127815e-09,3.9303112853721956e-07,0.0010654234893732314,0.00902718932270406,1.2319215773343461e-05,1.823116998933856e-08,0.0006122275534957344,3.202196176083395e-09,5.431042792703562e-08,0.0003263773533390018,7.722026856568554e-07,0.009972239819966509,5.599558052309257e-07,0.001074905582699669,0.00033009992959259066,9.589220109072166e-07,7.028643488373802e-07,1.166439291885852e-09,4.606330931682113e-07,1.559777352634453e-05,3.76,0.0,0.0769918632336584,0.6334653322708754,0.3272153668004155,0.013849169950685096,0.10223205282713889,0.2308018880528362,1.2018636077965523e-09,8.669947011852639e-13,0.00022824561635464042,1.6285060065864443e-05,0.00023097003302861518,9.88205654397759e-05,8.832063774538547e-05,0.24816767611762797,0.023646309937977464,0.0013842835308678233,1.4671617111755943e-05,0.013661619904754639,2.1816687664886157e-05,1.1419768752535075e-05,2.037087815729278e-05,0.0002949383235426483,0.00014001572918104688,1.7917071336950556e-05,0.015507354941223786,0.0007811243451157321,0.0361554526661358,2.0541612603577905e-08,0.013562083283979984,0.10197565568933796,1.0924618885881337e-09,8.445504301103555e-05,4.676958699613189e-08,2.4369964196695346e-06,2.084255468088199e-11,2.0954791541491607e-07,2.316479371106464e-08,7.519713631194509e-06,2.4064159386699422e-12,3.492706645618922e-08,3.289501193165549e-12,6.310236706490421e-07,5.235583328246937e-13,1.0565705556543923e-08,7.647420719663679e-09,0.0018379396150835284,4.3348031653208123e-10,0.00443997811902427,0.002177508424829899,9.818616061830243e-07,2.033555270553214e-12,0.009134414022159839,6.655924340952479e-11,7.147302891569145e-06,1.4224588449468166e-09,0.0011110080951185306,5.819175837912832e-08,2.1014893675540097e-07,1.1739710785542982e-06,8.313458718056393e-05,0.008146268016042908
0.00011714534201180762,0.7355308358606704,0.0006555500861585966,0.00010762725718618736,0.0002772952794208812,0.2892826509773397,0.0,0.0,0.0022566130586046513,0.0005951528736820758,0.22272646118510767,0.017315787314173492,0.00012730830088075,6.239536409435227e-12,2.941107319357901e-09,3.9257228597109284e-07,0.0010648679683586124,0.009025129188359739,1.230905269996438e-05,1.8243951454476857e-08,0.0006136102303446701,3.2058151876741475e-09,5.416681742356038e-08,0.00032631944123529845,7.69761870114841e-07,0.009974609328732238,5.602630506497604e-07,0.0010770158862789872,0.0003306288888925574,9.587853753730848e-07,7.017588629978443e-07,1.1658303802805355e-09,4.6020119528432265e-07,1.561932467188746e-05,3.76,0.0,0.07666108176170343,0.6328462388113079,0.3276476549060861,0.013874091009680572,0.10223329184804854,0.2311357510808242,1.2018777842668135e-09,8.663254357034647e-13,0.00022802254868733898,1.62648962929562e-05,0.00023050984865639662,9.836741628803402e-05,8.809503653630858e-05,0.24810170422798533,0.02358733523737925,0.0013832792550817464,1.4654089451219385e-05,0.01364798242990104,2.1781198455887137e-05,1.1445598654748403e-05,2.0338175536361313e-05,0.00029440599936851126,0.00013974033512508972,1.7860347106197997e-05,0.015529644777841205,0.0007790149107079423,0.03617058871787796,2.042521679755946e-08,0.01358675914272225,0.10222744131736389,1.092647919160735e-09,8.427051708448271e-05,4.661672294301205e-08,2.4277750281891267e-06,2.0763692252591284e-11,2.0848205317628204e-07,2.3055864333648006e-08,7.5033229200626685e-06,2.3973110105299888e-12,3.4811830718843656e-08,3.282090773135645e-12,6.292004295562294e-07,5.223790513662213e-13,1.0584989368695967e-08,7.628390359726339e-09,0.0018401579502798423,4.3208598054923276e-10,0.004434789408898617,0.0021770398017185804,9.805831424809311e-07,2.029598876592644e-12,0.009142829832327977,6.643611486071179e-11,7.141057654171703e-06,1.4196724376852015e-09,0.001110966009200075,5.809913685336541e-08,2.100932018514686e-07,1.1731304538189564e-06,8.310287121369139e-05,0.008144499085809769
0.00011747840088524464,0.735610429930931,0.0006545541289952707,0.00010742419978865809,0.00027657934860140447,0.2893861565546809,0.0,0.0,0.002250788919155648,0.0005924964348945038,0.22325145369438598,0.0173486212846534,0.00012708074050944351,6.22012609730625e-12,2.933565801067423e-09,3.9211516146989387e-07,0.0010643131874528645,0.00902302975521692,1.2298889260488656e-05,1.8256674106524625e-08,0.0006149904430923919,3.2094376206710687e-09,5.402404073160849e-08,0.00032626061718444665,7.673337738325217e-07,0.009976915136558535,5.605693361874206e-07,0.0010791213049034791,0.0003311558838328158,9.586473414657632e-07,7.006568204341872e-07,1.1652228388293091e-09,4.597700893503804e-07,1.564077600438042e-05,3.76,0.0,0.07633210135145434,0.6322287705796492,0.32807860111084997,0.013898947757904397,0.10223421847289796,0.23146876037641456,1.201888291084174e-09,8.656586614146119e-13,0.00022780006661299307,1.6244812403615675e-05,0.0002300515419010442,9.791755383827395e-05,8.787076843465235e-05,0.24803531996272557,0.02352855487868912,0.0013822759253096911,1.4636627674413687e-05,0.013634264000065868,2.1745859257822168e-05,1.1471377249732506e-05,2.0305610099373175e-05,0.00029387619663145563,0.0001394662556040089,1.7803971525506686e-05,0.015551839992135968,0.0007769157380447267,0.036185615495406845,2.030977182233337e-08,0.013611363054303596,0.10247865563629342,1.0928274464558498e-09,8.40867705588173e-05,4.64646590496369e-08,2.418607567905578e-06,2.0685291027538362e-11,2.0742459441299095e-07,2.294774485169775e-08,7.486974553117261e-06,2.3882593282506338e-12,3.4697232183718836e-08,3.274713446425788e-12,6.273870283907663e-07,5.212050355808189e-13,1.0604216865298319e-08,7.609422664855008e-09,0.001842364806373197,4.3070127176582784e-10,0.004429581832283922,0.00217656684180468,9.793063024129322e-07,2.0256564463960662e-12,0.009151196558171936,6.63133408193445e-11,7.134832101344702e-06,1.4168971378378858e-09,0.0011109223338998657,5.800702100989908e-08,2.1003725163351346e-07,1.1722925806310977e-06,8.307122262852935e-05,0.008142658145982631
0.00011781145975868166,0.7356897556411531,0.0006535641714442114,0.00010722214628446155,0.0002758675973985153,0.2894890272791936,0.0,0.0,0.0022449928590173108,0.0005898571408649322,0.22377538652202775,0.017381370606069216,0.00012685394579522945,6.200866301173175e-12,2.926070720577612e-09,3.916597444624775e-07,0.001063759147701454,0.009020891443679475,1.2288725701519388e-05,1.8269338435263257e-08,0.0006163682015906696,3.213063437490189e-09,5.3882090754858605e-08,0.00032620089062163874,7.649183062233703e-07,0.009979157734296154,5.60874670919172e-07,0.0010812218578604435,0.0003316809215180913,9.585079257833831e-07,6.995582075396027e-07,1.164616670565635e-09,4.5933977611702593e-07,1.5662128069380384e-05,3.76,0.0,0.07600490884054496,0.6316129194549579,0.32850821333550423,0.013923740453797968,0.10223483500183356,0.23180091905461966,1.201895155263041e-09,8.649943512797514e-13,0.00022757816720550268,1.6224807867632595e-05,0.00022959510040753323,9.747094558178537e-05,8.764782186062278e-05,0.2479685284625699,0.02346996814850333,0.001381273551951071,1.4619231349119065e-05,0.013620465861717583,2.171066901024962e-05,1.1497104720190463e-05,2.0273180877243468e-05,0.00029334889706454084,0.00013919348126741507,1.7747941581356214e-05,0.015573941079254276,0.0007748267563431758,0.03620053378180228,2.0195267070762455e-08,0.01363589540347961,0.10272930083809867,1.093000521242259e-09,8.390379837413506e-05,4.631338929655321e-08,2.4094936074712444e-06,2.0607347313111792e-11,2.063754435558251e-07,2.2840426930237766e-08,7.470668781572629e-06,2.3792604652848517e-12,3.458326590714612e-08,3.2673689890131866e-12,6.255833895678507e-07,5.200362499290246e-13,1.0623388347936337e-08,7.59051740527195e-09,0.0018445602609081756,4.2932610752335925e-10,0.00442435571969525,0.0021760896057618816,9.78031101284307e-07,2.02172790772001e-12,0.00915951449261814,6.619092055315488e-11,7.128626122718176e-06,1.414132874815125e-09,0.0011108770890618067,5.791540463881309e-08,2.099810936488039e-07,1.17145744413821e-06,8.30396412031917e-05,0.008140746028587635
0.00011814451863211868,0.7357688145040072,0.0006525801617022096,0.000107021089106699,0.00027515998959614643,0.2895912683364718,0.0,0.0,0.002239224683465206,0.0005872348581062764,0.2242982631328499,0.017414035710766947,0.00012662791334605843,6.181755296185675e-12,2.918621655255644e-09,3.912060253945832e-07,0.0010632058501082728,0.009018714667999205,1.2278562268073421e-05,1.8281944975470386e-08,0.0006177435156113397,3.216692603632894e-09,5.3740960466410935e-08,0.0003261402708395073,7.625153774800388e-07,0.009981337607172482,5.611790647187287e-07,0.0010833175642658618,0.00033220400900978647,9.583671463299168e-07,6.984630131599162e-07,1.1640118747151256e-09,4.589102566957734e-07,1.5683381407020264e-05,3.76,0.0,0.07567949123995696,0.6309986773968606,0.3289364994101953,0.013948469353638696,0.10223514370844843,0.23213223020625237,1.201898403504752e-09,8.643324768052286e-13,0.00022735684756779813,1.6204882187298875e-05,0.0002291405119655619,9.702755926266437e-05,8.742618520630204e-05,0.2479013347819733,0.023411574335482507,0.0013802721451040972,1.460190006218467e-05,0.013606589244470928,2.167562664357566e-05,1.1522781247530436e-05,2.024088689084692e-05,0.0002928240829849007,0.00013892200299346326,1.7692254295167266e-05,0.015595948529656145,0.0007727478955857104,0.036215344347332076,2.008169288102857e-08,0.01366035657116794,0.10297937910043498,1.093167193657463e-09,8.372159552335449e-05,4.6162907821213445e-08,2.4004327248563232e-06,2.0529857504936954e-11,2.0533451983186956e-07,2.2733902661011547e-08,7.454405843035779e-06,2.370314005792404e-12,3.4469927055333126e-08,3.2600571802202736e-12,6.237894360124429e-07,5.188726592075407e-13,1.0642504115181155e-08,7.571674351862537e-09,0.0018467443905627948,4.279604076962603e-10,0.004419111396553383,0.002175608153210188,9.767575530953312e-07,2.017813186337919e-12,0.009167783925418546,6.606885316694323e-11,7.122439611300434e-06,1.411379578802084e-09,0.0011108302940891664,5.782428565554598e-08,2.0992472945245662e-07,1.1706250294031973e-06,8.300812671404737e-05,0.00813876355620614
0.0001184775775055557,0.735847608062484,0.0006516020481540872,0.00010682102074084498,0.000274456489537628,0.28969288486841327,0.0,0.0,0.0022334841991264757,0.0005846294539240199,0.22482008697903816,0.017446617028603624,0.00012640263969233788,6.162791566594163e-12,2.911218194107506e-09,3.9075399424879736e-07,0.0010626532956000629,0.00901649983893788,1.226839919883153e-05,1.829449420953221e-08,0.0006191163948804442,3.2203250747291507e-09,5.3600642919014095e-08,0.00032607876704874575,7.601248985165594e-07,0.009983455237180517,5.61482526510719e-07,0.0010854084431383844,0.0003327251533453724,9.582250193931192e-07,6.97371223628675e-07,1.163408451438753e-09,4.5848153184353254e-07,1.5704536554276792e-05,3.76,0.0,0.0753558356602967,0.6303860364117758,0.3293634671122959,0.013973134712454526,0.102235146851036,0.23246269690810092,1.2018980623321995e-09,8.636730115304104e-13,0.0002271361048196694,1.6185034844154815e-05,0.00022868776444640674,9.658736355427039e-05,8.72058470871775e-05,0.24783374392616075,0.023353372729422332,0.0013792717146719395,1.4584633395030559e-05,0.013592635368090607,2.1640731080557234e-05,1.1548407012401828e-05,2.020872715447245e-05,0.0002923017364434771,0.000138651811605681,1.7636906732916447e-05,0.015617862831139013,0.0007706790861987286,0.036230047955023464,1.9969039287028904e-08,0.01368474693604942,0.10322889259246301,1.0933275135131232e-09,8.354015703042741e-05,4.601320878712482e-08,2.391424501539469e-06,2.0452818023139757e-11,2.0430173738825327e-07,2.2628164134032242e-08,7.4381859673379405e-06,2.361419536443608e-12,3.4357210824280804e-08,3.2527777998096614e-12,6.220050921593049e-07,5.17714228402228e-13,1.066156446385029e-08,7.552893275873217e-09,0.0018489172715124445,4.266040924919984e-10,0.004413849185333037,0.0021751225431272557,9.75485671748399e-07,2.0139122084902342e-12,0.009176005144509372,6.594713779350062e-11,7.116272458706198e-06,1.4086371805394252e-09,0.0011107819681380614,5.773365972776219e-08,2.0986816359912032e-07,1.169795321163478e-06,8.297667893516997e-05,0.008136711545887049
0.00011881063637899272,0.735926137814767,0.0006506297798674707,0.00010662193373394537,0.00027375706195582883,0.2897938819654778,0.0,0.0,0.0022277712142261385,0.0005820407965769232,0.22534086149772464,0.017479114986510075,0.00012617812134734896,6.1439735781520175e-12,2.9038599324676186e-09,3.903036408565858e-07,0.0010621014850261436,0.009014247363142545,1.2258236727257494e-05,1.830698662459241e-08,0.0006204868490690577,3.2239608122257654e-09,5.346113123925387e-08,0.00032601638836387826,7.57746781041855e-07,0.009985511102496352,5.617850650898585e-07,0.00108749451337921,0.0003332443615334587,9.580815611080047e-07,6.962828255308765e-07,1.1628064015236215e-09,4.5805360218093645e-07,1.572559404443725e-05,3.76,0.0,0.07503392932942364,0.6297749885613142,0.3297891241572119,0.013997736783797884,0.10223484666976722,0.23279232222042903,1.2018941580552152e-09,8.630159289025825e-13,0.00022691593610079297,1.616526532288766e-05,0.00022823684581263945,9.615032726442822e-05,8.69867962594525e-05,0.24776576084269386,0.023295362621771853,0.001378272270337106,1.4567430929060423e-05,0.013578605440751625,2.1605981272113076e-05,1.157398219455278e-05,2.0176700708812264e-05,0.0002917818396842466,0.00013838289800284238,1.7581895983781946e-05,0.01563968446831094,0.0007686202591399418,0.03624464535938921,1.985729644031657e-08,0.013709066874162752,0.1034778434732839,1.0934815302302902e-09,8.335947795660459e-05,4.586428638813507e-08,2.3824685213596473e-06,2.0376225306807367e-11,2.0327700623821324e-07,2.2523203539853575e-08,7.422009375198127e-06,2.352576645991091e-12,3.4245112434985276e-08,3.245530629234638e-12,6.202302824601524e-07,5.165609227561044e-13,1.0680569688690775e-08,7.534173949078785e-09,0.0018510789793401072,4.252570824595912e-10,0.004408569405046229,0.0021746328337545924,9.742154709987028e-07,2.0100249017833072e-12,0.009184178435672923,6.582577359288615e-11,7.110124556511085e-06,1.405905611083287e-09,0.001110732130076872,5.764352008109856e-08,2.0981140321572752e-07,1.168968304460159e-06,8.294529763583284e-05,0.008134590808144956
