Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42)
8.532256666633422e-09,0.6509027538548552,1.6381579696539077e-10,3.045427771868961e-13,2.1867419323951257e-10,2.64611062040493e-12,0.0,0.0,8.465687245768538e-09,2.5331339052663246e-14,1.2241448349191843e-14,4.4267750012079565e-15,2.1417675711950727e-18,1.2110098662441455e-30,4.955510847719016e-22,1.5655821813815887e-14,6.8697440183421546e-12,2.1872911139961348e-16,5.717725777572092e-26,4.811153731894085e-25,5.485249567173894e-13,7.544956891927325e-21,4.040481905127747e-14,4.343909782412103e-21,1.05592841310969e-17,2.14322607945506e-19,1.5853188812380906e-16,5.688663581307043e-16,5.454812224981165e-25,3.059128150884733e-25,1.406412932349893e-20,3.5709951166424023e-23,1.0749251756586434e-18,6.594829139906453e-22,3.76,0.0,0.7119151937387828,0.9996398087603947,2.3061910258958193e-12,3.619330272925326e-15,2.8675716190356297e-05,2.8675721549842474e-05,2.689595398157677e-13,7.81401068858658e-17,0.0003601825512480354,3.1364369031658884e-16,2.216983934636712e-17,8.008730531071211e-09,3.0637942617296377e-10,3.3011846228582176e-11,1.3333297364813163e-10,7.239894995225259e-07,1.62585280021345e-15,2.20634465674608e-10,1.8248512566456562e-11,1.590184278508011e-16,3.981780672482889e-13,1.3828008921588997e-11,3.900785502751293e-21,1.3202962334072181e-20,6.954695238280528e-14,8.692567040451955e-23,6.873409477423481e-12,1.6548940309182296e-12,3.5720462708706854e-17,1.3649812830737958e-21,6.853419314350196e-21,2.79315878528227e-17,6.700323898765686e-21,4.0853093092691397e-26,1.2172383586376828e-30,3.421877416497692e-23,1.7498940513633882e-24,2.551873516228571e-21,2.6436697648574558e-31,6.714368872944185e-16,9.468550955086063e-21,1.2536645710801393e-14,1.3087132300642394e-20,2.721811043251671e-25,3.649952530590036e-14,8.201977489772532e-15,4.982284405437581e-22,4.360185670352447e-15,1.0353984322301921e-17,2.226230197345982e-21,1.534411261928323e-24,2.8810301461725165e-11,8.939565067359414e-26,1.3931900961189776e-16,1.7243458451432495e-20,4.0800375860755433e-19,1.4660799962857856e-11,1.5519463769747034e-29,2.8398877810590986e-19,2.2142006424422308e-17,1.1214607185519253e-21
8.869778816983173e-09,0.6509028904928528,1.7787881866393772e-10,3.43063074367353e-13,2.362326355835488e-10,2.9720203386433206e-12,0.0,0.0,8.800766903691881e-09,2.737526902155682e-14,1.3749108441403075e-14,4.921958549233138e-15,2.4071073466683777e-18,1.3446400785609656e-30,5.3117562761263405e-22,1.655156520452184e-14,7.415224401213866e-12,2.4508127541111737e-16,6.571186865482045e-26,5.559520334411273e-25,5.92780634140179e-13,8.461857997966001e-21,4.1372449622263724e-14,5.055515057237965e-21,1.1807003722117731e-17,2.5730831588902884e-19,1.7122767089107127e-16,6.126190128104177e-16,6.609443702741665e-25,3.46868691045626e-25,1.6362431495978133e-20,4.2858173712615215e-23,1.2119360605777912e-18,7.72205557528309e-22,3.76,0.0,0.7119140447346956,0.9996398084071381,2.59014523641973e-12,4.062440695880234e-15,2.981005677978055e-05,2.981006250548296e-05,2.822044201747917e-13,8.32940732159291e-17,0.00036018255148161457,3.4557917888561e-16,2.4712271153151254e-17,8.307950939034287e-09,3.2920610904136864e-10,3.692832736878155e-11,1.4388255925068676e-10,7.526184787198002e-07,1.762731298774061e-15,2.3843277379836225e-10,1.8861862190836844e-11,1.7186669386740863e-16,4.26664819080453e-13,1.4911597379822216e-11,4.2436544779020985e-21,1.4836434910262605e-20,7.26738362198443e-14,9.822865461383808e-23,7.419337591447081e-12,1.7533320771488122e-12,4.0102788633852173e-17,1.5876175270627644e-21,7.4379282751769e-21,3.144771395177349e-17,7.774543787419689e-21,4.7632103138022167e-26,1.3968547834648384e-30,4.1192583468680865e-23,2.1306515693375238e-24,2.9700563307277467e-21,3.001532274832736e-31,7.129854769923632e-16,1.062976322345739e-20,1.3954058364818307e-14,1.4103180462273208e-20,3.176044094413905e-25,3.662256335259324e-14,8.851521497851822e-15,5.429161665057063e-22,4.877327742151319e-15,1.1181832786870282e-17,2.467109433544407e-21,1.8053128396586406e-24,3.113443159811096e-11,1.0897683867895181e-25,1.5628048050692097e-16,1.9870813180996953e-20,4.760146251135557e-19,1.5039269451039114e-11,1.864427236497113e-29,3.306271179181475e-19,2.5772377870665064e-17,1.3084891925621673e-21
9.544823117682672e-09,0.6509031637684323,2.0790831516557953e-10,4.2978393532561734e-13,2.7336323449970986e-10,3.705940522745392e-12,0.0,0.0,9.470981618011337e-09,3.170107000682486e-14,1.7125214658509604e-14,6.00154293722544e-15,3.001756230094959e-18,1.637675722018385e-30,6.05409282528605e-22,1.8347933954222078e-14,8.566594144628938e-12,3.0391232999525896e-16,8.574221824362701e-26,7.302912044724545e-25,6.864421001900063e-13,1.0508918877894458e-20,4.320793093741926e-14,6.732457040915518e-21,1.4575837046928994e-17,3.6432984295061204e-19,1.980498834685777e-16,7.045100626371641e-16,9.500119140355129e-25,4.407789298821643e-25,2.177494211341462e-20,6.04665002345064e-23,1.520929866745769e-18,1.0408557358688474e-21,3.76,0.0,0.7119117467316104,0.9996398076979532,3.2259256152283144e-12,5.053331936052213e-15,3.207873248787981e-05,3.207873897018701e-05,3.0873833170077633e-13,9.387620173361667e-17,0.00036018255248070633,4.1618057480768097e-16,3.043771142416979e-17,8.902627969308803e-09,3.768873234504917e-10,4.56268637260156e-11,1.6613789712232644e-10,8.098739572816401e-07,2.0544279930999967e-15,2.7609963432406133e-10,2.006777740721297e-11,1.9905839021673055e-16,4.858021187916523e-13,1.7193681809698586e-11,5.0101717341474264e-21,1.850844369731568e-20,7.902393073193168e-14,1.2418909434148916e-22,8.571708002442851e-12,1.9527366319165362e-12,4.9907076279264135e-17,2.112834112223303e-21,8.678945643687543e-21,3.936035351817288e-17,1.0293282781901035e-20,6.380598312845948e-26,1.81606268773592e-30,5.844500731372945e-23,3.0859918024538218e-24,3.955581356010444e-21,3.827657969913441e-31,7.965974681432063e-16,1.3190661606838765e-20,1.7070861417207082e-14,1.6194549163805538e-20,4.251805850964442e-25,3.682149884002787e-14,1.0221934789202623e-14,6.3802278712722975e-22,6.025830654202447e-15,1.293207200513407e-17,2.995398142572517e-21,2.454604100096376e-24,3.605304023685612e-11,1.3850388077878724e-25,1.9416406744888673e-16,2.5951954506884483e-20,6.370353720965291e-19,1.5764060827100774e-11,2.637484201086469e-29,4.406025453120395e-19,3.432934977492287e-17,1.7513519420545176e-21
9.999999999999999e-09,0.6509034370434624,2.2960542915610176e-10,4.959839012647707e-13,2.999134336799572e-10,4.266526426953734e-12,0.0,0.0,9.922944729938207e-09,3.4797016189007976e-14,1.9687896831932726e-14,6.796928953593636e-15,3.4534809970474683e-18,1.8552229641972853e-30,6.576710661710046e-22,1.955897920031289e-14,9.388186488083041e-12,3.484393289655496e-16,1.0176056366278786e-25,8.680878854343882e-25,7.534734439838334e-13,1.2057657350312082e-20,4.437430517522064e-14,8.073804579414949e-21,1.6656854358588382e-17,4.550299336277461e-19,2.1720804566821838e-16,7.697251204982515e-16,1.1960239044731248e-24,5.139964662227061e-25,2.6101183833902585e-20,7.519954187709324e-23,1.7572742337443213e-18,1.2583629159634002e-21,3.76,0.0,0.711910197210643,0.9996398072188653,3.7084514875142164e-12,5.8043393307313846e-15,3.360847795050929e-05,3.36084849603159e-05,3.2665500011942696e-13,1.0120302469791636e-16,0.0003601825524333813,4.691906791929703e-16,3.482235644284861e-17,9.30080912475353e-09,4.1052175954755095e-10,5.2170637277838864e-11,1.8200938270619264e-10,8.484789945057997e-07,2.2647829766120968e-15,3.03056162874604e-10,2.0865677154063898e-11,2.1851885026362527e-16,5.27236212714032e-13,1.8818110084134224e-11,5.595405906177968e-21,2.130875059831641e-20,8.337946880404686e-14,1.444963431624837e-22,9.394058292761211e-12,2.088794525371372e-12,5.734153124628766e-17,2.533539453750446e-21,9.569944504233093e-21,4.5398968462737167e-17,1.2297333397946976e-20,7.694688106353818e-26,2.149219143067229e-30,7.294200776121288e-23,3.899857998975806e-24,4.743917761428803e-21,4.477208961728834e-31,8.53160558369124e-16,1.50984947881703e-20,1.9390261253554764e-14,1.7643316935814955e-20,5.116908239236329e-25,3.6927080391992654e-14,1.1199353676938063e-14,7.064484767631986e-22,6.889770387529114e-15,1.4183388101988435e-17,3.387663340188269e-21,2.983171337450774e-24,3.9573083873843585e-11,1.7465340668216937e-25,2.228385524389867e-16,3.0723623141349265e-20,7.664816708163999e-19,1.6229791682912172e-11,3.2876933214232247e-29,5.286282461730599e-19,4.117535794614625e-17,2.10742545980747e-21
1.021986741838217e-08,0.6509034370434624,2.4050787011946763e-10,5.303066905236193e-13,3.1317417401472176e-10,4.557317329467028e-12,0.0,0.0,1.0141272401588422e-08,3.63441453339299e-14,2.1012226048884776e-14,7.200608006686596e-15,3.687016555331346e-18,1.9662084388301493e-30,6.835429534786207e-22,2.0142952937473883e-14,9.798034602484242e-12,3.714149441757302e-16,1.103043057588733e-25,9.409452295829924e-25,7.869703698643636e-13,1.2856427936339904e-20,4.4918110361726405e-14,8.787878876638224e-21,1.772593586977907e-17,5.049682744005722e-19,2.267702513236716e-16,8.021528656360407e-16,1.3317086915391837e-24,5.524600151497569e-25,2.840330011832438e-20,8.324525432119417e-23,1.8799619380980825e-18,1.3749884694895494e-21,3.76,0.0,0.7119094487352999,0.9996398069876535,3.957784425956913e-12,6.192085960674651e-15,3.434740090095024e-05,3.434740817034156e-05,3.3531513632267667e-13,1.0479365958215771e-16,0.00036018255173952355,4.964488042559304e-16,3.7103221683176004e-17,9.492343706693356e-09,4.271852569200813e-10,5.553422688566183e-11,1.899240356453205e-10,8.671261295438071e-07,2.3703790746425966e-15,3.1652665809752114e-10,2.1246800750702487e-11,2.2824363591321395e-16,5.476819845205505e-13,1.962725287845529e-11,5.899978440189294e-21,2.2760225903592385e-20,8.550494891435651e-14,1.5519317166915152e-22,9.804297589336235e-12,2.1549056323264005e-12,6.118108500155841e-17,2.757768800069066e-21,1.0015964746103398e-20,4.8529592043985484e-17,1.3360932197283746e-20,8.401566451167937e-26,2.3262426974089558e-30,8.08776758429009e-23,4.348736009471069e-24,5.163603311867144e-21,4.820341089877443e-31,8.804867660556389e-16,1.6072489306541098e-20,2.057480987088664e-14,1.835273740891579e-20,5.578919531934514e-25,3.697127950922472e-14,1.1686793256681004e-14,7.407354068904385e-22,7.333828438003458e-15,1.480834647615569e-17,3.587800950979124e-21,3.2674241321343814e-24,4.133209418919936e-11,1.5727236542295833e-25,2.376316087539135e-16,3.3235326405621387e-20,8.355994495044171e-19,1.644842937264173e-11,3.6439754250233193e-29,5.755076164721719e-19,4.482032569956261e-17,2.2975670928310362e-21
1.089491171908167e-08,0.6509037103179489,2.757139324164199e-10,6.457119540551066e-13,3.556599556972929e-10,5.535860404100445e-12,0.0,0.0,1.0811641825070957e-08,4.130451961486648e-14,2.54459512033038e-14,8.519209436619761e-15,4.469253148507784e-18,2.331576458650489e-30,7.654980006912009e-22,2.1928315675467434e-14,1.110898117593641e-11,4.482006061812558e-16,1.401907423880001e-25,1.1921772729685935e-24,8.94365429575066e-13,1.552347474634143e-20,4.651169569177484e-14,1.1272292261997125e-20,2.1276636565733753e-17,6.867802801057719e-19,2.573775261841345e-16,9.054358032813826e-16,1.8264016044269137e-24,6.842156234424014e-25,3.6408154188523294e-20,1.121863632315036e-22,2.2931902735732057e-18,1.7847456004424127e-21,3.76,0.0,0.7119071507457503,0.9996398062750048,4.7924085918404075e-12,7.488603817485465e-15,3.66160620181734e-05,3.6616070103190244e-05,3.6192121523940755e-13,1.1601328325522125e-16,0.00036018255048905675,5.872575699779876e-16,4.4820363603891796e-17,1.0077166073175881e-08,4.79998235998481e-10,6.671388237075586e-11,2.1522822673289336e-10,9.24374995679006e-07,2.7109935591066238e-15,3.597136502087657e-10,2.2399886406002618e-11,2.5942242782967783e-16,6.12141233714222e-13,2.2210261470316985e-11,6.933697779392068e-21,2.7640842234418146e-20,9.211987366459236e-14,1.9200379283270079e-22,1.1116551490179651e-11,2.359203154817778e-12,7.402458936133989e-17,3.539057785415784e-21,1.1448988877521134e-20,5.905616969807932e-17,1.704636354986532e-20,1.0900279361444887e-25,2.9421988260700744e-30,1.0951042326619452e-22,5.983954487696768e-24,6.623814219459806e-21,6.005514883252538e-31,9.642195185509704e-16,1.927645753793924e-20,2.4478075835063194e-14,2.0564219973607313e-20,7.1933588395440495e-25,3.708457236651663e-14,1.3245318995707176e-14,8.510114262064392e-22,8.80967134816932e-15,1.6810681602310007e-17,4.246666633129283e-21,4.2697985806021124e-24,4.6971570446410696e-11,1.882417951032968e-25,2.870430284821918e-16,4.1842324131793327e-20,1.0770584137485703e-18,1.709512474737149e-11,4.9321434407374704e-29,7.386965342546052e-19,5.750401126359895e-17,2.9618945121220652e-21
1.1569956019781169e-08,0.6509039835918972,3.135606319447014e-10,7.770869921064315e-13,4.008151207763957e-10,6.651411639778338e-12,0.0,0.0,1.1482092375838178e-08,4.658221865630992e-14,3.046217853824924e-14,9.956830009780468e-15,5.3548086873779035e-18,2.7351157457578852e-30,8.512133076284918e-22,2.3696875631107007e-14,1.2498874890764913e-11,5.348916525667496e-16,1.7631184902893673e-25,1.4884230715258251e-24,1.0086272657218612e-12,1.8528884482731335e-20,4.79967789541771e-14,1.4238754191589177e-20,2.5246443838760866e-17,9.184205284101744e-19,2.8986047976978096e-16,1.0142510944346645e-15,2.4571521426752182e-24,8.385623592023096e-25,4.5957929326780846e-20,1.4838216082908762e-22,2.7648493778939775e-18,2.2810703297432012e-21,3.76,0.0,0.7119048527629477,0.9996398055587422,5.73647134369235e-12,8.952716727624149e-15,3.888471583875203e-05,3.888472476616895e-05,3.8854725741555744e-13,1.2750518342479459e-16,0.00036018254999112574,6.895282690676064e-16,5.3710806415583566e-17,1.0657162329196908e-08,5.352277284005115e-10,7.922684413464559e-11,2.420379000132228e-10,9.816205558599152e-07,3.0766897718143765e-15,4.0566041579081223e-10,2.3527955371475385e-11,2.92594763643864e-16,6.790252306351974e-13,2.4940680064522984e-11,8.134240659227967e-21,3.32010985710324e-20,9.887168403847108e-14,2.35480173867482e-22,1.2507920366858743e-11,2.5650848698872982e-12,8.853682493624971e-17,4.47439757317315e-21,1.2978021842432489e-20,7.104250735723946e-17,2.1421364191138953e-20,1.396160213744904e-25,3.680745258722076e-30,1.4546876590606018e-22,8.064056245959444e-24,8.367394554385257e-21,7.412482126195335e-31,1.0474208105443992e-15,2.280138974824012e-20,2.879150941046695e-14,2.2816749776472078e-20,9.13339240409778e-25,3.717081305585284e-14,1.4896743697269192e-14,9.68808565699926e-22,1.0461383746612835e-14,1.8939159046557263e-17,4.9741966245087775e-21,5.489786695133582e-24,5.297144600034067e-11,2.2196198182140506e-25,3.4275397568581134e-16,5.1895131654705927e-20,1.3671012045249631e-18,1.770670528022838e-11,6.556419192562942e-29,9.336966493466178e-19,7.265220540037499e-17,3.7600303319318854e-21
1.2245000320480668e-08,0.650904256865312,3.5407986212099607e-10,9.255245738190536e-13,4.486342490174002e-10,7.913936405440759e-12,0.0,0.0,1.2152626460517106e-08,5.217726941979255e-14,3.609667891560764e-14,1.1512461448050698e-14,6.350002048572566e-18,3.178178199306789e-30,9.406437110212455e-22,2.5442520702539814e-14,1.396716241214492e-11,6.321225231340631e-16,2.1970998252028885e-25,1.834293251731038e-24,1.1297558646928042e-12,2.1891221696380393e-20,4.9380881976038254e-14,1.7742770517495923e-20,2.965306000295751e-17,1.2097232345194737e-18,3.2420791791948125e-16,1.1284946671917582e-15,3.249864568592981e-24,1.0182421112250954e-24,5.7228488470911e-20,1.9302690211395412e-22,3.2992497918182297e-18,2.875720535059953e-21,3.76,0.0,0.7119025547868775,0.9996398048391044,6.7966323205377665e-12,1.059418680213347e-14,4.1153362361910596e-05,4.115337215689208e-05,4.151868000740803e-13,1.3924241336953402e-16,0.00036018255000431495,8.042294329406914e-16,6.390688255650441e-17,1.1232399078534608e-08,5.927782530491442e-10,9.313175208686467e-11,2.703406602542124e-10,1.0388628102591882e-06,3.4678963497151373e-15,4.5436676001967226e-10,2.463189665758251e-11,3.2776064182909797e-16,7.481874826126957e-13,2.7816502678531243e-11,9.526920113633357e-21,3.949366194368978e-20,1.057633542974987e-13,2.86586583803438e-22,1.3977860420201502e-11,2.772084858489218e-12,1.048164908036455e-16,5.5824954841828385e-21,1.4603067706772083e-20,8.459274823111721e-17,2.6560518805539917e-20,1.7682410394823627e-25,4.5609206705783476e-30,1.8998501218813704e-22,1.0668899274028116e-23,1.0426953907733043e-20,9.074239186192106e-31,1.1297683442297183e-15,2.6644032062105508e-20,3.35247346286968e-14,2.50993096215106e-20,1.143956317539708e-24,3.7237074800206244e-14,1.6640308711364037e-14,1.0940849853880597e-21,1.229667444662776e-14,2.1193914848275877e-17,5.772457636058023e-21,6.95748835067329e-24,5.933169784341836e-11,2.592284532454539e-25,4.0511588455843024e-16,6.351637998702388e-20,1.7117506728828684e-18,1.8285551726729857e-11,8.577881288014744e-29,1.1642021470232755e-18,9.054929649434729e-17,4.7085981533223874e-21
1.2920044621180167e-08,0.6509045301381984,3.9730135725458116e-10,1.0921219102434566e-12,4.991119576652654e-10,9.333515376627175e-12,0.0,0.0,1.2823246407345133e-08,5.808969998438245e-14,4.238520787195683e-14,1.3184674106970835e-14,7.461126824227215e-18,3.6621473186533385e-30,1.0337585830231632e-21,2.7160064776088757e-14,1.5513296056412506e-11,7.40540821979952e-16,2.715743691963159e-25,2.234577602686149e-24,1.2577512128646476e-12,2.5628793916293008e-20,5.067099684155981e-14,2.1842206295180816e-20,3.45134123586592e-17,1.5717814792687926e-18,3.6040868894889857e-16,1.248066039295919e-15,4.2334255947119804e-24,1.2262336031178514e-24,7.040281822385764e-20,2.4741793306744274e-22,3.900777661720189e-18,3.581281601241144e-21,3.76,0.0,0.7119002568175253,0.9996398041167167,7.97953766409678e-12,1.242270773891477e-14,4.3422001586895524e-05,4.342201227314028e-05,4.4183539962843155e-13,1.512006834323081e-16,0.00036018254989974576,9.32376181043069e-16,7.555211982680933e-17,1.1802942272070956e-08,6.525572955072921e-10,1.0848494489046918e-10,3.0012428513969266e-10,1.0961017590494548e-06,3.885053098790477e-15,5.05832488114294e-10,2.571256840187787e-11,3.649200616903677e-16,8.194892680110368e-13,3.083574481034561e-11,1.1139575522227926e-20,4.657317135005796e-20,1.1279785304383218e-13,3.4640135200992655e-22,1.552583340212949e-11,2.9798049227574228e-12,1.2296175211655795e-16,6.883074563028767e-21,1.6324130837859233e-20,9.98128026676673e-17,3.2541111324798865e-20,2.2172976124676232e-25,5.604209034040803e-30,2.4439886959473256e-22,1.3885860975109778e-23,1.2836475478287216e-20,1.1027811047066731e-30,1.2109869758349867e-15,3.079933282008837e-20,3.868623533369542e-14,2.740204055541933e-20,1.4154668570087586e-24,3.728864262740982e-14,1.847526508210491e-14,1.2267993246239231e-21,1.4322946425096334e-14,2.3575137657446507e-17,6.643392934904139e-21,8.705048084700814e-24,6.605230296865024e-11,3.001992217556207e-25,4.744760317774661e-16,7.682887571216665e-20,2.1173602537300373e-18,1.8833879531883836e-11,1.1064735699811747e-28,1.4340681095094455e-18,1.1149179081523498e-16,5.825140640463221e-21
1.3595088921879666e-08,0.6509048034105612,4.432527606765344e-10,1.2779797322272582e-12,5.522429005114038e-10,1.092033738229856e-11,0.0,0.0,1.3493954468253164e-08,6.431953951382291e-14,4.936350742797711e-14,1.4971673581452492e-14,8.694450050804284e-18,4.1884510643611414e-30,1.130540621703115e-21,2.884515851085258e-14,1.713673379970256e-11,8.608081734856708e-16,3.332553257430707e-25,2.6942504297129216e-24,1.3926132966032112e-12,2.9759654870791335e-20,5.187361994885933e-14,2.6597207383868247e-20,3.984367724877422e-17,2.017019176942821e-18,3.984516891089381e-16,1.3728682131998006e-15,5.439827765588311e-24,1.4657625205961464e-24,8.567075427073517e-20,3.12956549513507e-22,4.5738943610983744e-18,4.41117799041473e-21,3.76,0.0,0.7118979588548761,0.9996398033917278,9.291820102110661e-12,1.4447905455881824e-14,4.569063351297489e-05,4.5690645112850026e-05,4.684901062760968e-13,1.6335812687980944e-16,0.0003601825495261463,1.0750297231736335e-15,8.880171850710763e-17,1.2368857210688655e-08,7.144752333114089e-10,1.2534052416560838e-10,3.3137672338584646e-10,1.1533374024033206e-06,4.3286116880758685e-15,5.600574053364558e-10,2.6770798844791572e-11,4.0407302343857095e-16,8.927993132871555e-13,3.399644338379991e-11,1.3002693307447911e-20,5.449633664188087e-20,1.1997814248232938e-13,4.1612549690362496e-22,1.7151306624686202e-11,3.187906214398253e-12,1.4307024257507208e-16,8.396868110699416e-21,1.8141216033882235e-20,1.168103917423194e-16,3.94430478901741e-20,2.7558319078627023e-25,6.834751446425128e-30,3.1015767669900796e-22,1.780987721271658e-23,1.5631267277442448e-20,1.3314573145523743e-30,1.290844219302625e-15,3.5260675591280275e-20,4.4283427961138026e-14,2.971617049339613e-20,1.7323742581163045e-24,3.732940465941269e-14,2.040087356288938e-14,1.3669107311196499e-21,1.6547305387543705e-14,2.6083067179705295e-17,7.588831835672987e-21,1.0766656383489111e-23,7.31332383696201e-11,3.449710118905186e-25,5.511775877998338e-16,9.195539215669831e-20,2.5906109796232798e-18,1.9353749186242328e-11,1.40927820077662e-28,1.7473052727229686e-18,1.3578789781281112e-16,7.128112003296953e-21
1.4945177523278664e-08,0.6509053499537328,5.434459222889224e-10,1.7118905572818287e-12,6.664432796673139e-10,1.4636953294699236e-11,0.0,0.0,1.4835643574168136e-08,7.77315672989525e-14,6.553233106551127e-14,1.8881414271635053e-14,1.1552617957541038e-17,5.374085161653405e-30,1.3350949871511266e-21,3.210416773412895e-14,2.0613381832998814e-11,1.139612364377142e-15,4.923920970620543e-25,3.8126337341363465e-24,1.6829376161920368e-12,3.9272213577785936e-20,5.404013943671637e-14,3.832531001158875e-20,5.197507532121878e-17,3.2139448646837287e-18,4.800202327715075e-16,1.6377936155980836e-15,8.665587973046784e-24,2.053646007180226e-24,1.23278993235639e-19,4.836066404483972e-22,6.1531130012637504e-18,6.501959664679356e-21,3.76,0.0,0.7118933629496262,0.9996398019337064,1.2330980729399636e-11,1.9126500953854785e-14,5.02278754655961e-05,5.022788895510574e-05,5.218105657238096e-13,1.881935766156727e-16,0.00036018254819930405,1.4083285793024837e-15,1.2079683113278766e-16,1.3487060296042337e-08,8.443832023807671e-10,1.637645463812026e-10,3.982406761221001e-10,1.267798773492164e-06,5.296805013565317e-15,6.767840284242125e-10,2.8823106569729917e-11,4.88359578269114e-16,1.0449539505128352e-12,4.073446422386195e-11,1.7616499259221014e-20,7.311158358999708e-20,1.3478790494513978e-13,5.907921414007047e-22,2.063265088999336e-11,3.6041393671387494e-12,1.8956480916937422e-16,1.2152049150528737e-20,2.206347370800961e-20,1.5657847780372964e-16,5.634319887343437e-20,4.159879493930381e-25,9.96924270589326e-30,4.82036625830188e-22,2.8196692036208476e-23,2.2524152084816847e-20,1.907764537018637e-30,1.4457269342423948e-15,4.5068799871226076e-20,5.6809737732938016e-14,3.4348419576941026e-20,2.5214976848680686e-24,3.738932344831886e-14,2.452113839554067e-14,1.6691640919223072e-21,2.161728515656252e-14,3.148024878985869e-17,9.710035212502261e-21,1.5979018574162592e-23,8.83760079759983e-11,4.465759429739064e-25,7.279574706995435e-16,1.2814008801424704e-19,3.768374994486266e-18,2.0315654913392736e-11,2.211756877654234e-28,2.5206749113812532e-18,1.9572919596613567e-16,1.0371658234068194e-20
1.629526612467766e-08,0.6509058964948595,6.548415733158973e-10,2.2360948853256782e-12,7.911933078762524e-10,1.9147156222846864e-11,0.0,0.0,1.6177710356428296e-08,9.241360638051712e-14,8.488888371560632e-14,2.32221637381874e-14,1.497405870507587e-17,6.747888101417918e-30,1.5543863030684584e-21,3.519806186519505e-14,2.439288375864378e-11,1.4741403440954833e-15,7.118295827214672e-25,5.233240861865453e-24,2.0007287141839416e-12,5.0568392071975633e-20,5.5923852803335364e-14,5.3450562466372855e-20,6.616266625659208e-17,4.929712959338421e-18,5.688258445639577e-16,1.9225601466003252e-15,1.3250493541891165e-23,2.8130664343996558e-24,1.7169732893811871e-19,7.182936541773785e-22,8.07408489986863e-18,9.272754183156638e-21,3.76,0.0,0.7118887670710046,0.999639800462971,1.5966911299259765e-11,2.4705653313463407e-14,5.476508821434129e-05,5.4765103669854265e-05,5.751388395019817e-13,2.1361332753472095e-16,0.000360182548068809,1.813515205480458e-15,1.6138814697764284e-16,1.4587517849864662e-08,9.818398288337126e-10,2.0879462965694898e-10,4.708394504119394e-10,1.3822469249061311e-06,6.376352811605619e-15,8.045450722306298e-10,3.079488895033272e-11,5.806203282664719e-16,1.2037367252774648e-12,4.8015286469368755e-11,2.3670954867518456e-20,9.583878831535705e-20,1.5021618144142416e-13,8.230694675442487e-22,2.4417743176251115e-11,4.018959051698022e-12,2.450707507230335e-16,1.7033922846085037e-20,2.6369887270850082e-20,2.0479710231746634e-16,7.79499735801432e-20,6.116665008962983e-25,1.4221070290254465e-29,7.193447842126549e-22,4.2740272558431873e-23,3.141249727997773e-20,2.679725140689223e-30,1.5932368913030483e-15,5.599312713862402e-20,7.114457019209786e-14,3.894445972332122e-20,3.5517480343014024e-24,3.743211807894844e-14,2.899538319405989e-14,2.0005294585385163e-21,2.7557879305180804e-14,3.738833225884357e-17,1.214880078634598e-20,2.2908974421683774e-23,1.0505982262279361e-10,5.649602346720677e-25,9.381210133328858e-16,1.730446807500522e-19,5.304912018985192e-18,2.1185067569651024e-11,3.3433523115918093e-28,3.5192859709573225e-18,2.730553207983084e-16,1.4604773345177968e-20
