Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064),S(517)
1.394123056066232e-05,1.0116681470675715,0.001131525334113513,0.00042438433672536545,0.0005077903494512682,0.0746339433819339,0.0,0.0,0.0010598599320742587,1.8920331912635023e-05,0.15462156688740844,0.008742764361602942,0.00011607293025467544,1.2388308404333307e-09,4.310507725858623e-07,9.988536151438455e-06,0.004046917204734101,0.004532524636556016,0.00042436178401339224,4.2034918791153075e-05,0.024395805835641996,6.409162582019986e-07,2.324616145180145e-06,3.2205979813600664e-05,3.689204462131419e-07,0.05114144637283549,1.774839106973769e-06,0.000504612036225132,5.397408495089059e-05,4.7582959872358e-07,1.3076762549831493e-06,3.2948201267066287e-09,2.416193027967222e-07,2.384038933145937e-06,3.76,0.0,8.099251664544092e-05,0.8394671881349534,0.07606636752150475,0.00903380866411804,0.43235089856690834,0.7651022347017308,7.043471445460489e-07,2.821242529292736e-09,0.002182855046600561,0.0004589154717428995,0.0014951406913641968,1.1756186323102005e-06,1.2876688221133285e-06,0.019288410205164627,0.006985383652207976,0.03523692387574266,0.00039132050388700646,0.005644153431657638,6.93655403308915e-06,1.0662600940480058e-05,4.771288857115193e-06,9.895243539348448e-07,9.592628109003859e-05,1.645365548535588e-05,0.024758305763024548,1.725751465074734e-05,0.008355208848269707,1.8004668988313647e-11,0.037541415727208156,0.001853743885603286,5.121875583885356e-07,8.519608786223782e-05,4.795951041480733e-09,3.4762704500211954e-09,1.3488150886266535e-13,4.231208991715269e-10,7.214337439331417e-10,1.4160371635244152e-07,2.7199717113964303e-14,2.9986325431045297e-07,5.806454374317298e-12,1.0605443451204386e-10,4.3332258661513054e-12,1.6538190804560395e-06,1.788203722108249e-07,4.3033000076835686e-05,2.936451492326767e-09,7.360169482806195e-06,0.00532947472878394,1.0820711383230528e-07,4.115143634710397e-10,0.02522648098763453,5.2194035522653856e-11,7.107604923752083e-07,1.0299302192089764e-11,0.0008438527684422432,8.602668176166001e-06,5.36373314431565e-05,1.7950767224978498e-07,6.1310844881726525e-06,0.00022163959794202704,1.6848225028648993e-05,6.105302308647229e-11,1.1514405269833243e-06,1.0058105943278446e-06,4.0896219667998185e-08,1.7790900596499258e-09,4.395805485909247e-09,2.5651290439826912e-05,1.96170104842353e-11
1.4018983841235118e-05,1.0118146632927008,0.001133705200828297,0.0004243334291805618,0.0005088989777980562,0.07478035246777419,0.0,0.0,0.0010597722695545504,1.892543205006066e-05,0.15548874100497964,0.008795811514750533,0.00011629038118767341,1.2477230602758264e-09,4.330081007582509e-07,1.0012474582160393e-05,0.004059081116414233,0.004537833921693104,0.00042627398195961607,4.2187602624059636e-05,0.02449430881963835,6.443116180123754e-07,2.3356207952165163e-06,3.2362524748588284e-05,3.6988380842360914e-07,0.05123149157014579,1.779168911523399e-06,0.0005073542793710596,5.426509916103153e-05,4.784818796451184e-07,1.3135455807551627e-06,3.3005377958325867e-09,2.419827976478059e-07,2.4024080157499825e-06,3.76,0.0,7.873558103453136e-05,0.8387593576220641,0.07640264173594931,0.009099328092775182,0.43149177660609206,0.7656637383241032,7.029475593468447e-07,2.815637866206699e-09,0.0021810144685526322,0.00045910085365770685,0.0014937315762111687,1.1684447240985185e-06,1.2912245482346814e-06,0.01929966454413209,0.006913567044535029,0.035212654404380525,0.000391366261587918,0.005640390044281269,6.9350690259601005e-06,1.0704079549249584e-05,4.770279102851222e-06,9.918396438365762e-07,9.593155023450496e-05,1.6428934202985097e-05,0.02480197690151206,1.7243062793851388e-05,0.008385454628230376,1.7876191903245737e-11,0.03767917054531036,0.0018699940689147986,5.13100904742437e-07,8.511535793231984e-05,4.786673949259215e-09,3.4699270394264097e-09,1.3463539527269874e-13,4.2229493995147245e-10,7.206009669154127e-10,1.4159008865290474e-07,2.715008898952943e-14,3.002789148071724e-07,5.814629735013922e-12,1.0618613235100462e-10,4.3393211301181715e-12,1.659907180988973e-06,1.7700061326304236e-07,4.3153539230992416e-05,2.915803259176565e-09,7.366374710094926e-06,0.00534155980693756,1.0834557969152415e-07,4.112003565565096e-10,0.02532244655003624,5.228260233480679e-11,7.128254148705632e-07,1.0319072310113224e-11,0.0008480556383629318,8.6086087062278e-06,5.374400207089749e-05,1.8011649170063072e-07,6.149138448016914e-06,0.00022194063127330943,1.695542053761763e-05,6.117231944581723e-11,1.152820403986313e-06,1.0084776932137814e-06,4.100452015262713e-08,1.7837738667382405e-09,4.407426925851135e-09,2.573376260293935e-05,1.9667303451917635e-11
1.4096737121807915e-05,1.0119610933938974,0.001135883784316026,0.0004242800914497931,0.000510005244375658,0.07492665095802364,0.0,0.0,0.0010596821000798933,1.893046680028101e-05,0.15635664627230317,0.008848953274309453,0.0001165071420034452,1.2566410214574911e-09,4.3496286510292233e-07,1.0036375967477537e-05,0.004071275309499712,0.004543145727182433,0.00042818120329543477,4.2339509297075307e-05,0.02459255109704062,6.477095505926565e-07,2.346622089765269e-06,3.251972170998886e-05,3.708484700146461e-07,0.05132044475185769,1.783508537942582e-06,0.0005101026941605665,5.455789485902735e-05,4.81144904428008e-07,1.3194108193882195e-06,3.3062571037462766e-09,2.423443540338588e-07,2.420879603001719e-06,3.76,0.0,7.659311376715014e-05,0.8380513820777769,0.07673932842255084,0.009165016963947649,0.43063348132439394,0.7662243115023045,7.015493206731253e-07,2.8100385915809217e-09,0.0021791735134263834,0.0004592819595741201,0.0014923067267897311,1.1613633346762086e-06,1.2947605232900261e-06,0.019310896897355306,0.006842524980532407,0.035188807572326605,0.00039140851811226223,0.005636660490736279,6.933538016725566e-06,1.0745457488691703e-05,4.769237292774797e-06,9.9415665164475e-07,9.593798925080572e-05,1.640458782994741e-05,0.02484518785013706,1.722879886054275e-05,0.008415675129485,1.774935603231758e-11,0.037816360862261,0.0018862906931095054,5.140033540376473e-07,8.503390481541686e-05,4.777366155517288e-09,3.4636278708984445e-09,1.3439099798597118e-13,4.214717907773774e-10,7.197773909687428e-10,1.415761439907415e-07,2.71008069212182e-14,3.0069210914071616e-07,5.822757378290377e-12,1.0631753448714472e-10,4.3453807134473555e-12,1.6659702662374137e-06,1.7520048973672248e-07,4.3272806504976716e-05,2.8953779149455594e-09,7.372565560055641e-06,0.0053535807922254035,1.0848228402848596e-07,4.108828879425896e-10,0.02541791451171521,5.237041617063996e-11,7.148973475579233e-07,1.033888677746427e-11,0.0008522658873037058,8.614484241654492e-06,5.384930182320914e-05,1.807265683318981e-07,6.167216795426328e-06,0.00022223634667931682,1.7062654250778333e-05,6.129151531292854e-11,1.1542835229520289e-06,1.011134780405274e-06,4.111241344992927e-08,1.788450649541707e-09,4.419031165499919e-09,2.581598779582909e-05,1.9717422712111652e-11
1.4174490402380712e-05,1.0121074381457262,0.0011380609529338906,0.00042422429222605906,0.0005111090831160695,0.07507283899907352,0.0,0.0,0.0010595891647190586,1.8935428800755883e-05,0.15722527375299541,0.008902189221626812,0.00011672320266793524,1.2655842951556864e-09,4.36914970448364e-07,1.0060239176005722e-05,0.004083498456466212,0.004548459885434438,0.0004300833586168248,4.2490635816372704e-05,0.024690533493978793,6.511100772155155e-07,2.357619464102005e-06,3.2677570535512794e-05,3.7181423621599923e-07,0.05140830900185796,1.7878578721602069e-06,0.0005128573100860476,5.4852475339796234e-05,4.838184794670253e-07,1.3252715907276505e-06,3.311977497820356e-09,2.4270394977513875e-07,2.4394537471049657e-06,3.76,0.0,7.455920905463028e-05,0.8373432673429725,0.0770764240985766,0.009230874540090521,0.4297760237765557,0.76678396487232,7.001524465383615e-07,2.8044447775217293e-09,0.0021773321964086885,0.0004594587648717931,0.001490866167000216,1.1543721757177017e-06,1.2982765966990694e-06,0.019322107728051298,0.006772249835102474,0.03516537569867244,0.00039144725557655895,0.0056329642348244245,6.93196049470108e-06,1.0786734732872367e-05,4.768163091619711e-06,9.964752276017796e-07,9.59455817387254e-05,1.6380612610379294e-05,0.024887940782753228,1.7214719469034542e-05,0.00844586989435299,1.7624122476905338e-11,0.037952992641358825,0.0019026336198973877,5.148949369741794e-07,8.495172670389099e-05,4.768027704181463e-09,3.4573721707911267e-09,1.3414828699682244e-13,4.2065135733157154e-10,7.1896279566917e-10,1.4156186988334465e-07,2.705186486003264e-14,3.0110280911068454e-07,5.830836748800482e-12,1.0644862426245037e-10,4.351404205411422e-12,1.6720086005814253e-06,1.734198083225661e-07,4.33908156216762e-05,2.8751728377669444e-09,7.378739807019973e-06,0.005365538514647423,1.0861724825221762e-07,4.1056195727361686e-10,0.02551288670386097,5.2457481982290037e-11,7.169761598804795e-07,1.035874348352481e-11,0.0008564835207175134,8.620294284225244e-06,5.395324003331934e-05,1.8133787814739192e-07,6.185318686516107e-06,0.00022252677606357787,1.7169922776387187e-05,6.141060205367211e-11,1.155827204009672e-06,1.0137818171592373e-06,4.121989799044745e-08,1.7931201977152936e-09,4.4306176840212246e-09,2.5897968505243956e-05,1.9767367220504982e-11
1.4252243682953509e-05,1.0122536982612764,0.0011402365816270354,0.0004241660028279575,0.0005122104311851619,0.07521891670701115,0.0,0.0,0.0010594932156436716,1.8940310971748235e-05,0.15809461445801082,0.008955518932519321,0.00011693855355184305,1.2745524634487618e-09,4.3886432489606606e-07,1.00840631210847e-05,0.004095749265559962,0.004553776218984579,0.00043198036115134515,4.264097939020638e-05,0.024788256829357584,6.545132186046219e-07,2.3686123673882106e-06,3.283607092377251e-05,3.727809178056625e-07,0.051495087399757,1.7922168032153857e-06,0.0005156181553715144,5.514884315525369e-05,4.865024140391333e-07,1.3311275237303002e-06,3.31769844897947e-09,2.430615639320317e-07,2.4581304948047238e-06,3.76,0.0,7.262826689514555e-05,0.8366350192976212,0.07741392524432547,0.009296900049967152,0.4289194147577242,0.7673427087103362,6.987569545329544e-07,2.798856494443463e-09,0.0021754905327881187,0.0004596312476282719,0.0014894099312648943,1.147469058769401e-06,1.3017726223836555e-06,0.019333297483685945,0.006702734040408837,0.03514235118439249,0.0003914824584038953,0.005629300735421695,6.9303359946643375e-06,1.0827911255713662e-05,4.767056194630412e-06,9.987952286274817e-07,9.595431189015218e-05,1.635700489508749e-05,0.02493023787154995,1.7200821361720965e-05,0.008476038467028567,1.750045398516516e-11,0.0380890717761273,0.0019190227096715852,5.157756842149545e-07,8.486882234727483e-05,4.7586586712019016e-09,3.451159193461491e-09,1.339072333854634e-13,4.1983355140614933e-10,7.181569690668528e-10,1.4154725466444598e-07,2.7003256975847445e-14,3.015109880292189e-07,5.838867320847219e-12,1.0657938583458188e-10,4.357391217263618e-12,1.6780224453068744e-06,1.716583771621872e-07,4.3507580143627584e-05,2.855185461334092e-09,7.38489537255075e-06,0.0053774337652719145,1.0875049293435491e-07,4.1023756593437524e-10,0.025607364938391254,5.254380447630061e-11,7.190617233648028e-07,1.0378640357204783e-11,0.0008607085433768984,8.626038383410647e-06,5.405582614824618e-05,1.819503974792845e-07,6.2034432908082345e-06,0.00022281195144788495,1.7277222793881584e-05,6.152957121130376e-11,1.1574488538006628e-06,1.0164187653463083e-06,4.1326972229794845e-08,1.7977823106463243e-09,4.442185984585908e-09,2.5979707187114495e-05,1.9817135958932825e-11
1.4329996963526306e-05,1.0123998743952567,0.0011424105516238319,0.0004241051970709665,0.0005133092288472597,0.07536488416927997,0.0,0.0,0.0010593940157931706,1.8945106508876435e-05,0.15896465934944817,0.009008941977538381,0.00011715318541265457,1.2835451189330151e-09,4.4081083970338057e-07,1.0107846759021578e-05,0.004108026479916183,0.004559094541017507,0.00043387212667525104,4.279053742171171e-05,0.024885721915079984,6.579189949455428e-07,2.379600262232216e-06,3.2995222438151975e-05,3.737483309741698e-07,0.051580783022440554,1.796585223134748e-06,0.0005183852569989458,5.544700014096633e-05,4.891965202574782e-07,1.3369782562230811e-06,3.323419450716978e-09,2.434171767533117e-07,2.4769098875058433e-06,3.76,0.0,7.079497722990503e-05,0.8359266438569756,0.07775182830546828,0.009363092689641252,0.4280636648131749,0.7679005529487848,6.97362861840086e-07,2.793273811131854e-09,0.002173648537945044,0.00045979938848915707,0.0014879380639065316,1.1406518900955774e-06,1.3052484585411228e-06,0.019344466596059377,0.006633970086072344,0.03511972651336706,0.0003915141132100611,0.005625669447054836,6.928664094590305e-06,1.0868987031179145e-05,4.765916326042452e-06,1.0011165179818013e-06,9.596416445639176e-05,1.633376113543593e-05,0.02497208128717257,1.718710139844851e-05,0.008506180393739413,1.7378314866692382e-11,0.03822460409116836,0.0019354578215240504,5.166456264008583e-07,8.478519102260368e-05,4.749259162691262e-09,3.444988219766782e-09,1.336678092596946e-13,4.190182905424201e-10,7.173597072587779e-10,1.4153228744297587e-07,2.695497764566249e-14,3.01916620659783e-07,5.846848597185825e-12,1.067098041376157e-10,4.36334138135131e-12,1.6840120586433963e-06,1.6991600585309317e-07,4.362311347626535e-05,2.8354132727272084e-09,7.391030317141143e-06,0.005389267297792746,1.0888203784370502e-07,4.099097169563677e-10,0.025701351008263706,5.2629388125838895e-11,7.211539115384641e-07,1.0398575365540007e-11,0.000864940959382262,8.631716134073302e-06,5.415706971893024e-05,1.825641029782906e-07,6.221589790763732e-06,0.00022309190493902088,1.7384551051835596e-05,6.16484145007698e-11,1.159145962741903e-06,1.0190455874646969e-06,4.1433634649203024e-08,1.8024367970033489e-09,4.4537355932540904e-09,2.6061206267192325e-05,1.9866727933780744e-11
1.4407750244099103e-05,1.012545967146933,0.001144582750146598,0.00042404185114524435,0.000514405419335988,0.07551074144625611,0.0,0.0,0.00105929133854651,1.894980887576712e-05,0.15983539934418367,0.009062457922224976,0.00011736708937759434,1.2925618643579022e-09,4.427544291716715e-07,1.0131589087414821e-05,0.004120328876689461,0.004564414655872241,0.00043575857343429,4.2939307502008154e-05,0.0249829295562608,6.613274258963383e-07,2.390582624268701e-06,3.3155024510579395e-05,3.7471629719106244e-07,0.05166539894553096,1.8009630268158182e-06,0.0005211586407340056,5.5746947442079236e-05,4.919006130252243e-07,1.342823434670195e-06,3.329140018156009e-09,2.437707696268333e-07,2.4957919613874844e-06,3.76,0.0,6.905430491987096e-05,0.8352181469679426,0.07809012969528907,0.00942945162344885,0.42720878424753395,0.7684575071915923,6.959701852507494e-07,2.7876967948041444e-09,0.0021718062273421946,0.0004599631705446275,0.0014864506185589517,1.1339186657972906e-06,1.3087039674358115e-06,0.01935561548139094,0.006565950519332786,0.03509749425328558,0.0003915422086952951,0.005622069820450964,6.926944413502689e-06,1.090996203344831e-05,4.764743237640973e-06,1.003438964944397e-06,9.59751247171632e-05,1.6310877877569373e-05,0.025013473198818394,1.7173556550141056e-05,0.00853629522289191,1.7257670911765284e-11,0.03835959534299983,0.0019519388132616126,5.175047941649168e-07,8.470083250624504e-05,4.73982931315944e-09,3.438858555642042e-09,1.3342998769974987e-13,4.1820549769014333e-10,7.165708139839233e-10,1.4151695806370685e-07,2.690702144248533e-14,3.023196831587496e-07,5.854780107881629e-12,1.0683986484467441e-10,4.369254350269908e-12,1.6899776958016347e-06,1.6819250545279462e-07,4.37374288710474e-05,2.8158538103292292e-09,7.397142832390257e-06,0.00540103983004023,1.0901190197971607e-07,4.095784149289514e-10,0.025794846687783982,5.271423718246828e-11,7.232525998527954e-07,1.0418546512373808e-11,0.0008691807721697329,8.637327174282441e-06,5.4256980390861156e-05,1.831789716043689e-07,6.239757381340237e-06,0.0002233666686989702,1.749190436598916e-05,6.176712380330192e-11,1.1609161023680826e-06,1.0216622466523608e-06,4.153988375600293e-08,1.8070834743055703e-09,4.4652660579103474e-09,2.61424681416591e-05,1.9916142174522802e-11
1.44855035246719e-05,1.0126919770629175,0.0011467530701369008,0.00042397594349958715,0.000515498948731071,0.0756564885727453,0.0,0.0,0.0010591849674006918,1.8954411796813962e-05,0.16070682531734012,0.009116066327354658,0.00011758025692744729,1.301602312278492e-09,4.4469501053947836e-07,1.0155289143554613e-05,0.0041326552661966574,0.00456973635952898,0.0004376396220679869,4.3087287403591536e-05,0.02507988055143081,6.647385305978681e-07,2.4015589417558385e-06,3.3315476445205624e-05,3.756846430735777e-07,0.05174893824476214,1.8053501119161365e-06,0.0005239383311511508,5.604868553853012e-05,4.946145099893116e-07,1.348662713948649e-06,3.334859687152604e-09,2.4412232503253047e-07,2.5147767475135244e-06,3.76,0.0,6.740147550052153e-05,0.8345095346056304,0.0784288257968324,0.009495975984950328,0.4263547831335263,0.7690135807286684,6.945789411780104e-07,2.782125511166106e-09,0.0021699636165156792,0.00046012257921198126,0.0014849476576078797,1.1272674671896198e-06,1.3121390152074679e-06,0.01936674454040419,0.006498667945178089,0.035075647056436614,0.000391566735541342,0.005618501303061503,6.925176609435115e-06,1.095083623708086e-05,4.76353670739284e-06,1.0057624445101924e-06,9.598717845118814e-05,1.628835175695502e-05,0.025054415774310418,1.7160183892759915e-05,0.00856638250520403,1.7138489314922754e-11,0.0384940512208775,0.001968465541422434,5.183532181456304e-07,8.461574704714435e-05,4.730369283838992e-09,3.4327695307539186e-09,1.331937427060953e-13,4.17395100885435e-10,7.157901002396207e-10,1.4150125706961067e-07,2.685938312480931e-14,3.027201530196504e-07,5.862661409219793e-12,1.0696955433234188e-10,4.375129796055235e-12,1.6959196090097877e-06,1.6648768848209058e-07,4.3850539428462634e-05,2.7965046618280622e-09,7.403231233625991e-06,0.0054127520454464745,1.0914010360487523e-07,4.092436659150634e-10,0.025887853732910502,5.279835568748976e-11,7.253576656104722e-07,1.0438551837117138e-11,0.0008734279845186819,8.642871183236216e-06,5.4355567895173646e-05,1.8379498061792239e-07,6.257945269573593e-06,0.00022363627491834754,1.7599279617348222e-05,6.188569116129071e-11,1.162756922751176e-06,1.0242687066976336e-06,4.1645718084044135e-08,1.8117221685118382e-09,4.4767769472475625e-09,2.6223495177707604e-05,1.996537773238548e-11
1.4563256805244697e-05,1.0128379046398193,0.0011489214099946567,0.00042390745473120517,0.0005165897658407668,0.07580212555940487,0.0,0.0,0.0010590746956561767,1.8958909250047047e-05,0.16157892810559926,0.00916976674917317,0.00011779267988120377,1.310666084724262e-09,4.4663250388043193e-07,1.0178946002895568e-05,0.004145004491072916,0.004575059440078256,0.0004395151955372388,4.323447507400147e-05,0.025176575692732017,6.681523276838151e-07,2.41252871518921e-06,3.347657742199065e-05,3.7665320025759827e-07,0.05183140399727289,1.8097463787478188e-06,0.00052672435165814,5.635221426956318e-05,4.973380314942102e-07,1.3544957571316847e-06,3.340578013438906e-09,2.444718264976004e-07,2.53386427193909e-06,3.76,0.0,6.583196167438243e-05,0.8338008127700546,0.07876791296496032,0.009562664877862686,0.4255016713202746,0.7695687825496769,6.931891456705315e-07,2.776560024466134e-09,0.002168120721066422,0.0004602776021238738,0.0014834292516604274,1.120696456423284e-06,1.3155534716953938e-06,0.01937785415841217,0.006432115026442825,0.03505417766039085,0.0003915876863135339,0.005614963339561578,6.923360377496096e-06,1.099160961717127e-05,4.762296538148371e-06,1.0080868371000597e-06,9.600031190829051e-05,1.6266179493224533e-05,0.02509491118015096,1.7146980601580935e-05,0.008596441793826674,1.7020738602639223e-11,0.03862797734760224,0.0019850378612928177,5.19190928999515e-07,8.452993534140972e-05,4.720879261096211e-09,3.4267204972265197e-09,1.3295904915002212e-13,4.165870329463158e-10,7.150173839179517e-10,1.41485175665863e-07,2.6812057626654824e-14,3.031180090199479e-07,5.870492082664317e-12,1.0709885964678096e-10,4.380967409412317e-12,1.701838047549489e-06,1.648013689275746e-07,4.396245810092515e-05,2.7773634623023027e-09,7.409293952947775e-06,0.005424404594466086,1.0926666027605776e-07,4.089054773712796e-10,0.025980373881555816,5.288174748286331e-11,7.274689878976184e-07,1.0458589413582167e-11,0.0008776825985589061,8.64834787928601e-06,5.4452842040190104e-05,1.8441210757147006e-07,6.276152674182122e-06,0.00022390075579278596,1.7706673750352993e-05,6.200410877342217e-11,1.164666149995308e-06,1.0268649320484252e-06,4.175113619405688e-08,1.816352713628213e-09,4.488267849796971e-09,2.6304289714096752e-05,2.001443367912824e-11
1.4641010085817494e-05,1.012983750326759,0.0011510876733302775,0.0004238363674809982,0.0005176778220896599,0.07594765239409397,0.0,0.0,0.00105896032610921,1.8963295460117118e-05,0.16245169851036734,0.009223558739623125,0.00011800435038148281,1.3197528128833707e-09,4.4856683200567363e-07,1.0202558777598004e-05,0.00415737542544119,0.004580383678173037,0.000441385219055047,4.338086862975029e-05,0.025273015766104474,6.715688352904392e-07,2.4234914569316707e-06,3.3638326500200444e-05,3.7762180527089426e-07,0.05191279928282194,1.8141517301772583e-06,0.000529516724519963,5.665753285755621e-05,5.000710005357464e-07,1.3603222352797892e-06,3.3462945718044274e-09,2.448192585537584e-07,2.5530545558133606e-06,3.76,0.0,6.43414705031366e-05,0.833091987483006,0.07910738752832401,0.009629517376972138,0.42464945844117086,0.7701231213571238,6.918008144254052e-07,2.771000397546558e-09,0.002166277556652008,0.00046042822902194505,0.001481895479041669,1.1142038723375409e-06,1.31894721027721e-06,0.01938894470540349,0.006366284483877636,0.03503307888858303,0.00039160505536762704,0.005611455372326032,6.9214954480319765e-06,1.103228214949412e-05,4.76102255640882e-06,1.0104120282858614e-06,9.601451178292776e-05,1.6244357885299987e-05,0.02513496158155692,1.7133943945771893e-05,0.008626472644454302,1.6904388564874164e-11,0.03876137928031286,0.002001655626924352,5.20017957412881e-07,8.444339850816243e-05,4.711359454923271e-09,3.4207108284355095e-09,1.327258827268856e-13,4.157812311849114e-10,7.142524894610733e-10,1.414687056854308e-07,2.6765040048144004e-14,3.035132311701977e-07,5.8782717338637e-12,1.0722776847146373e-10,4.386766898978687e-12,1.7077332577910405e-06,1.6313336224340315e-07,4.407319769556019e-05,2.7584278923876265e-09,7.415329532663693e-06,0.005435998095953048,1.0939158887485055e-07,4.085638580719645e-10,0.02607240885388476,5.296441622172172e-11,7.295864475201453e-07,1.0478657348884873e-11,0.0008819446157775072,8.653757018057219e-06,5.4548812703387464e-05,1.8503033030176408e-07,6.2943788251924094e-06,0.00022416014350205079,1.7814083771111276e-05,6.212236899006383e-11,1.1666415838051717e-06,1.0294508878200944e-06,4.185613667396122e-08,1.82097495133325e-09,4.4997383730022284e-09,2.6384854061681877e-05,2.0063309105932268e-11
1.471876336639029e-05,1.0131295145277601,0.0011532517687291555,0.00042376266633403206,0.0005187630714115356,0.07609306904315641,0.0,0.0,0.001058841670751085,1.8967564891398127e-05,0.16332512730079937,0.009277441846562056,0.00011821526088069215,1.328862136801571e-09,4.504979203705471e-07,1.0226126615134328e-05,0.004169766974095689,0.004585708847464405,0.0004432496200202265,4.3526466350500625e-05,0.025369201551465142,6.749880710660691e-07,2.434446690858404e-06,3.380072262181665e-05,3.785902994086838e-07,0.05199312718492915,1.8185660715296994e-06,0.0005323154708822055,5.696463993117402e-05,5.028132427150584e-07,1.3661418272389492e-06,3.352008955313512e-09,2.451646066964586e-07,2.5723476154787904e-06,3.76,0.0,6.292593126309952e-05,0.8323830647850613,0.07944724579125262,0.009696532529027335,0.4237981539213466,0.7706766055788016,6.904139628003287e-07,2.7654466918923334e-09,0.0021644341389789176,0.0004605744516555558,0.0014803464253168737,1.1077880265319564e-06,1.3223201077212193e-06,0.019400016536129383,0.006301169096191217,0.03501234365079821,0.00039161883876114413,0.005607976841883077,6.919581584882571e-06,1.107285381064072e-05,4.759714611156012e-06,1.0127379085291e-06,9.602976518908038e-05,1.622288380678805e-05,0.025174569142478422,1.712107128325429e-05,0.008656474615425654,1.6789410190284928e-11,0.03889426251126526,0.0020183186911513647,5.208343341128935e-07,8.435613806658669e-05,4.701810097507014e-09,3.4147399178667093e-09,1.3249421991184548e-13,4.149776371353968e-10,7.134952475344339e-10,1.4145183955617926e-07,2.6718325646579482e-14,3.039058006654797e-07,5.885999991700825e-12,1.0735626909643766e-10,4.392527990620445e-12,1.7136054832280402e-06,1.6148348535236804e-07,4.418277087688579e-05,2.739695676521057e-09,7.421336619098075e-06,0.005447533138494687,1.0951490563687074e-07,4.082188180372842e-10,0.02616396035260958,5.3046365378487646e-11,7.317099269440645e-07,1.049875378241209e-11,0.0008862140370254973,8.659098390661396e-06,5.464348982376788e-05,1.856496269223287e-07,6.31262296358542e-06,0.0002244144701916546,1.792150674569449e-05,6.224046430888595e-11,1.1686810951262097e-06,1.0320265398021079e-06,4.19607181391276e-08,1.825588730620121e-09,4.511188142335353e-09,2.646519050392171e-05,2.0112003122389548e-11
1.4796516646963088e-05,1.0132751976040189,0.0011554136095278265,0.00042368633772493395,0.0005198454701470785,0.07623837545263946,0.0,0.0,0.0010587185504743438,1.897171224121114e-05,0.16419920521669074,0.009331415613972317,0.00011842540412788504,1.337993705094994e-09,4.524256969853441e-07,1.024964869695727e-05,0.004182178071699625,0.00459103471502136,0.000445108327953939,4.367126667347984e-05,0.025465133822879217,6.784100521803454e-07,2.4453939520164434e-06,3.3963764614860915e-05,3.7955852861153153e-07,0.052072390791945866,1.8229893104984189e-06,0.0005351206107938612,5.727353354786172e-05,5.055645861927518e-07,1.3719542194458434e-06,3.357720774557279e-09,2.455078573459779e-07,2.591743462566908e-06,3.76,0.0,6.158148392972318e-05,0.8316740507327369,0.07978748403556432,0.00976370935361331,0.4229477669847593,0.7712292433796177,6.890286058251545e-07,2.7598989676772273e-09,0.0021625904837951153,0.00046071626368535904,0.0014787821828380278,1.1014472996453295e-06,1.3256720440513877e-06,0.01941106999019201,0.00623676170006631,0.034991964943567856,0.0003916290341689837,0.0056045271873466146,6.9176185837243654e-06,1.1113324578147452e-05,4.758372572740709e-06,1.0150643729324822e-06,9.604605963642957e-05,1.6201754201627962e-05,0.025213736025602538,1.7108360055834654e-05,0.0086864472678152,1.667577560490462e-11,0.039026632468598194,0.0020350269056086637,5.216400898779411e-07,8.426815591411292e-05,4.6922314418702655e-09,3.408807178035819e-09,1.3226403791797594e-13,4.14176196296817e-10,7.127454947169203e-10,1.4143457026943885e-07,2.6671909828000916e-14,3.042956998389839e-07,5.8936765073848896e-12,1.0748435038905007e-10,4.398250426759427e-12,1.719454964511406e-06,1.5985155664630885e-07,4.429119016939503e-05,2.7211645812603907e-09,7.427313956747204e-06,0.0054590102817035635,1.096366261801033e-07,4.0787036846487247e-10,0.026255030063281847,5.312759825860564e-11,7.3383931023952e-07,1.0518876884849008e-11,0.0008904908625241452,8.664371821994908e-06,5.4736883394613224e-05,1.862699758163975e-07,6.330884340961872e-06,0.00022466376795676825,1.8028939798493602e-05,6.235838737070575e-11,1.1707826238547914e-06,1.0345918544635713e-06,4.2064879232592294e-08,1.8301939074547668e-09,4.522616800452441e-09,2.6545301297363494e-05,2.016051485558467e-11
