Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787)
1.1651789266877596e-19,0.8003217531619838,7.886143298022154e-23,2.3643873717235868e-24,1.1738253622453422e-30,8.216684419415375e-35,0.0,0.0,2.8087655793469543e-18,7.357396108996979e-34,7.918721046267235e-45,2.4601368950129848e-46,1.2365116146287116e-52,1.219155918598235e-58,2.8060296181107093e-40,1.0823113350630948e-33,1.4217105653139933e-46,1.0696239244057764e-46,1.8838964565684572e-55,2.4785556827900203e-53,1.3680594145684835e-31,4.956276690391875e-49,1.5809506152862377e-22,2.6180174759955316e-78,1.9248682538637256e-62,9.14153751126155e-51,8.72330387071637e-48,1.4936591202533312e-65,1.1696094137664256e-98,3.829155242776953e-84,6.004616224876501e-65,3.934202958519501e-68,1.2948086723134975e-59,9.912303784338385e-99,3.76,0.0,0.9487423358332948,0.9999999999996437,4.949868870345482e-43,5.701376078169762e-60,1.0631251726161355e-14,1.0631251726161355e-14,1.7434693681584854e-31,1.056029138576126e-34,3.563069331363141e-13,3.0309777525827785e-35,1.7048347852329965e-36,2.808844440760021e-18,6.1771958453548325e-30,9.510499163437022e-41,6.794320010711515e-30,4.672325418068767e-16,1.4104735645462902e-34,1.1738014852308496e-30,1.9670965156915908e-31,1.8849944760048733e-35,3.302839031635981e-32,3.774599368982303e-31,1.2346422595542948e-60,1.719380071493814e-49,1.5809506153091286e-22,1.0080486490042763e-72
2.331370172164996e-19,0.8003217531619855,1.5779139513762056e-22,4.730828946262858e-24,4.698360526159616e-30,3.2888153404407332e-34,0.0,0.0,5.619971441559029e-18,2.9448758363603324e-33,6.339791758413717e-44,1.9696053845497343e-45,9.899611651471385e-52,9.760660338580248e-58,1.1231431196579663e-39,4.332065924964358e-33,1.138232913134992e-45,8.563495166563703e-46,1.508262658879139e-54,1.9843516141941364e-52,5.475802924002326e-31,3.9680349807190204e-48,3.163274775829054e-22,8.387998910203562e-77,3.0822971489632737e-61,7.320644122250497e-50,6.985706383059317e-47,2.3926359833815855e-64,7.495001989785686e-97,1.2268032640573648e-82,9.615209401069522e-64,6.301562072780902e-67,2.074090667285329e-58,6.353687150546346e-97,3.76,0.0,0.9487423358332839,0.9999999999992871,3.962904828456553e-42,9.129630073356537e-59,2.127173998727143e-14,2.127173998727143e-14,6.978421084519713e-31,4.226868645588339e-34,7.129234290615631e-13,1.2131809966332276e-34,6.823782069884321e-36,5.620129232874462e-18,2.4724881617886881e-29,7.614182121250044e-40,2.7194986551691547e-29,9.348710197925508e-16,5.64557005837553e-34,4.6982649558759885e-30,7.873512464099263e-31,7.544890342769602e-35,1.3219963573243548e-31,1.5108234365664697e-30,1.9770362361605882e-59,1.3765495138788023e-48,3.1632747759206767e-22,3.229391688120169e-71
4.663752663119469e-19,0.8003217531619886,3.156513602606222e-22,9.463712095521654e-24,1.8799562002619721e-29,1.3159547186084611e-33,0.0,0.0,1.1242383165979025e-17,1.178333922384767e-32,5.073760198866438e-43,1.5762829109038195e-44,7.922698358528575e-51,7.811494734608058e-57,4.4940354402178396e-39,1.73339064767976e-32,9.109322627163641e-45,6.853398754161176e-45,1.2070685252027041e-53,1.5880843763176278e-51,2.1910344259618036e-30,3.1756339514049893e-47,6.327923096849591e-22,2.68581574682278e-75,4.9336827935785734e-60,5.859482392564028e-49,5.591391800973207e-46,3.830444588581014e-63,4.7998452316954253e-95,3.928130286978086e-81,1.5390596917636028e-62,1.0087972499812733e-65,3.3204637445743567e-57,4.0695098062265196e-95,3.76,0.0,0.9487423358332622,0.9999999999985739,3.1715282704426355e-41,1.4613353761038445e-57,4.255271650949108e-14,4.2552716509491094e-14,2.7922774149143358e-30,1.6912980333112545e-33,1.4261564204868406e-12,4.8543042279704955e-34,2.7304016677525333e-35,1.124269881702036e-17,9.893173211723639e-29,6.0936598021589e-39,1.0881536931623351e-28,1.8701479757638708e-15,2.258963392902048e-33,1.8799179596996262e-29,3.1504305580226368e-30,3.0189389056837475e-34,5.289707409112466e-31,6.045261684833593e-30,3.164545516592673e-58,1.101657972589725e-47,6.327923097216201e-22,1.0339875059910001e-69
9.328517645028414e-19,0.8003217531619946,6.3137145373944e-22,1.8929478394760278e-23,7.521048955001795e-29,5.264677328106429e-33,0.0,0.0,2.2487206614802406e-17,4.714102974505807e-32,4.059779040656178e-42,1.261265821175664e-43,6.339362971050154e-50,6.250382626543682e-56,1.7979068100406064e-38,6.934691306734056e-32,7.288842126148545e-44,5.483760274071394e-44,9.65838226135045e-53,1.2707087865908278e-50,8.765564419784043e-30,2.540989650941228e-46,1.265721973863028e-21,8.597261117345127e-74,7.895498754052267e-59,4.6887730420102226e-48,4.4742443945905305e-45,6.130494957919533e-62,3.0728767281961315e-93,1.2573796857995122e-79,2.462996581817605e-61,1.6145136411541172e-64,5.314277430458578e-56,2.605503860759117e-93,3.76,0.0,0.9487423358332187,0.9999999999971474,2.537704482383825e-40,2.338612371821421e-56,8.511466955392844e-14,8.511466955392847e-14,1.1170927878847334e-29,6.766293439892285e-33,2.8526224016365132e-12,1.9420377845049068e-33,1.0923384609989357e-34,2.248783798498024e-17,3.957913489119478e-28,4.875853681340456e-38,4.353323335708252e-28,3.740701887706396e-15,9.037324520213306e-33,7.52089596784934e-29,1.2603773668402717e-29,1.2077721446478966e-33,2.1162274085593013e-30,2.4184983176611032e-29,5.0643031141324894e-57,8.814937584157848e-47,1.2657219740096965e-21,3.309691806633139e-68
1.8658047608846305e-18,0.8003217531620068,1.2628122936283332e-21,3.7861010996121635e-23,3.008664430223407e-28,2.1060435675867108e-32,0.0,0.0,4.497685351238271e-17,1.8857946577219333e-31,3.248131618083825e-41,1.0091084641153088e-42,5.071972801306173e-49,5.000780887123881e-55,7.192212549388963e-38,2.7741022818596158e-31,5.83162736960528e-43,4.38742477187511e-43,7.727439632093825e-52,1.0166635537923965e-49,3.5065111314223986e-29,2.0329847372850423e-45,2.5315813021150127e-21,2.7515477520465306e-72,1.2634083193155615e-57,3.7514933430402483e-47,3.579847952404743e-44,9.810223604550766e-61,1.966955126074873e-91,4.0242217260170335e-78,3.9411954408954047e-60,2.583572506282578e-63,8.504072439064337e-55,1.6678598469580298e-91,3.76,0.0,0.9487423358331316,0.9999999999942945,2.0303563529082065e-39,3.7421604582602286e-55,1.7023857564279527e-13,1.7023857564279542e-13,4.4687348196728727e-29,2.7067376526769325e-32,5.7055543571323274e-12,7.768783369725888e-33,4.3697094620283705e-34,4.49781163195723e-17,1.583294245516386e-27,3.9010533200428404e-37,1.741471056943478e-27,7.481809711590993e-15,3.61522401874663e-32,3.0086032303800696e-28,5.0419197833221104e-29,4.8314817766126194e-33,8.465598572247491e-30,9.674780613730347e-29,8.1037093146258085e-56,7.05261965999224e-46,2.5315813027017334e-21,1.0592504892000925e-66
3.731710753648209e-18,0.8003217531620312,2.5256965851311514e-21,7.572407621038078e-23,1.2035147434740054e-27,8.42452702247513e-32,0.0,0.0,8.995614730727747e-17,7.543485577634945e-31,2.598628655264585e-40,8.073250961439001e-42,4.0577722760551474e-48,4.0008146336027396e-54,2.877002085479508e-37,1.1096860660935773e-30,4.6655233746271184e-42,3.510106447164296e-42,6.182245443754389e-51,8.133694548943752e-49,1.402661527302783e-28,1.62646500054297e-44,5.063299958202368e-21,8.805631580933667e-71,2.0215561319373125e-56,3.0013846502332976e-46,2.8640593476679988e-43,1.5697517743614233e-59,1.2589539656649155e-89,1.2878492122920487e-76,6.306233453489379e-59,4.133997206616361e-62,1.3607498822203203e-53,1.0675532198546406e-89,3.76,0.0,0.9487423358329575,0.9999999999885886,1.6243621932410075e-38,5.98776128242108e-54,3.4048638782049743e-13,3.404863878204981e-13,1.7875666628041178e-28,1.0827391177466506e-31,1.1411418240909835e-11,3.107639798773813e-32,1.7479549148804485e-33,8.995867298344564e-17,6.33343468943305e-27,3.120990813232014e-36,6.966167682834175e-27,1.4964025359358357e-14,1.4461484517170549e-31,1.2034902625390537e-27,2.0168499790260766e-28,1.9326713572668962e-32,3.386377220703498e-29,3.8700697193655726e-28,1.2966594407579028e-54,5.642363578984624e-45,5.0632999605493484e-21,3.3898401587802e-65
7.463522739175366e-18,0.80032175316208,5.051475615036919e-21,1.514502066850448e-22,4.814156918380722e-27,3.36988733442402e-31,0.0,0.0,1.799147348960037e-16,3.017455621479604e-30,2.078952269825071e-39,6.458754071609286e-41,3.2462971248030133e-47,3.200727677519457e-53,1.1508242475217745e-36,4.4388345719521674e-30,3.7325072930676514e-41,2.808151810925036e-41,4.945914162489367e-50,6.507110090566911e-48,5.610760260710258e-28,1.301202885510513e-43,1.0126737268710623e-20,2.817910715310424e-69,3.2345720695018715e-55,2.401183713518268e-45,2.291319874657798e-42,2.5117002953583413e-58,8.057662005647687e-88,4.1212822185457467e-75,1.0090230132281623e-57,6.614622519026633e-61,2.177278448249042e-52,6.832925269583055e-88,3.76,0.0,0.9487423358326095,0.9999999999771767,1.299520599775203e-37,9.580661697392069e-53,6.80982012175776e-13,6.809820121757788e-13,7.150412113423285e-28,4.331044584012774e-31,2.282314589960837e-11,1.2430812101683744e-31,6.991961953633742e-33,1.799197862899493e-16,2.5334254169279343e-26,2.496851913921879e-35,2.786523764872923e-26,2.9928456654885785e-14,5.784711497328071e-31,4.814058992636769e-27,8.067564047085145e-28,7.73084275885226e-32,1.3545784465699674e-28,1.54805938280109e-27,2.0747078663817534e-53,4.5139980058353e-44,1.0126737278098735e-20,1.0847870241438183e-63
1.492714671022968e-17,0.8003217531621776,1.0103075462449033e-20,3.029024678189565e-22,1.9256823564010206e-26,1.3479750180086858e-30,0.0,0.0,3.598319100692028e-16,1.2069945267728911e-29,1.6631815543316586e-38,5.1670645774217335e-40,2.597072122473017e-46,2.560612529151553e-52,4.6033438153108244e-36,1.7755518898737694e-29,2.986041271350483e-40,2.246548109650276e-40,3.956778948203591e-49,5.205749853596232e-47,2.2443269347866044e-27,1.0409746625484822e-42,2.0253611883061315e-20,9.01748807136952e-68,5.175381115792925e-54,1.920977369718349e-44,1.8330848588054618e-41,4.01881333369106e-57,5.157053669263533e-86,1.3188414792969458e-73,1.614457350103548e-56,1.058358409863966e-59,3.4837084276213484e-51,4.3735041404519114e-86,3.76,0.0,0.9487423358319134,0.9999999999543531,1.039628818046564e-36,1.5329253630682684e-51,1.3619732608858301e-12,1.3619732608858414e-12,2.8601939298673208e-27,1.7324354548518177e-30,4.564660078157951e-11,4.972375422696851e-31,2.7968132656822005e-32,3.5984201281798424e-16,1.0133804741047826e-25,1.9975052349878644e-34,1.114620844172308e-25,5.985731924591146e-14,2.313908137175026e-30,1.9256431856955047e-26,3.227058442653942e-27,3.0923685967706096e-31,5.418368898844061e-28,6.192300519630647e-27,3.319574793215169e-52,3.611241261323741e-43,2.0253611920614145e-20,3.471379535077487e-62
2.9854394652338305e-17,0.8003217531623728,2.02064423076759e-20,6.058069908251174e-22,7.702768603695337e-26,5.3919784728768744e-30,0.0,0.0,7.19666260398588e-16,4.8280026634560414e-29,1.330553138846993e-37,4.133676187486576e-39,2.0776757881298037e-45,2.0485021758173254e-51,1.8413468897283338e-35,7.102243677174148e-29,2.3888471904564804e-39,1.7972491509984434e-39,3.1654429973183274e-48,4.164624595103934e-46,8.97735340035032e-27,8.32784671639274e-42,4.050736108509942e-20,2.8856239904658354e-66,8.280662419248543e-53,1.5367940572005462e-43,1.4664794708095826e-40,6.430223285858886e-56,3.3006082488362228e-84,4.2203733926555894e-72,2.5831481837094128e-55,1.6933905731259832e-58,5.573983812374509e-50,2.799494317468957e-84,3.76,0.0,0.9487423358305211,0.9999999999087058,8.317079897426907e-36,2.4526961727485284e-50,2.723955758303927e-12,2.7239557583039717e-12,1.1440833823105594e-26,6.929777049934427e-30,9.129350880381819e-11,1.988960285732776e-30,1.1187310232664026e-31,7.196864655341648e-16,4.0535425032653716e-25,1.598013666712677e-33,4.458506051431339e-25,1.1971504442784607e-13,9.255679624935713e-30,7.702611920000581e-26,1.2908299397199881e-26,1.236953758976399e-30,2.1673585784966796e-27,2.476932803798287e-26,5.311353426727783e-51,2.889010150274418e-42,4.050736123531151e-20,1.1108512072423512e-60
5.970889053655556e-17,0.8003217531627629,4.0413844599743035e-20,1.2116160397908143e-21,3.0811152769693637e-25,2.15683765512504e-29,0.0,0.0,1.4393349609893059e-15,1.9312059765807122e-28,1.0644456691453109e-36,3.306950755972432e-38,1.6621547802078075e-44,1.6388065977653873e-50,7.36540627430364e-35,2.8409046906875466e-28,1.9110834193712184e-38,1.437803584272967e-38,2.532363599534137e-47,3.331709560374748e-45,3.5909504923977793e-26,6.662297138165635e-41,8.101485938252252e-20,9.23404128758032e-65,1.3249101945818654e-51,1.2294401131839301e-42,1.1731882102437384e-39,1.0288671827190807e-54,2.1125956896430972e-82,1.3505602969301745e-70,4.133050233670628e-54,2.70944524055986e-57,8.91841436040657e-49,1.7926886022019833e-82,3.76,0.0,0.9487423358277366,0.9999999998174113,6.653683658940082e-35,3.9243263452118065e-49,5.447920753132073e-12,5.447920753132249e-12,4.576345097500451e-26,2.7719178563963865e-29,1.8258731788148156e-10,7.955861377918928e-30,4.474935688057628e-31,1.439375369606969e-15,1.6214211163543865e-24,1.2784147202620575e-32,1.7834069540869738e-24,2.394304947912483e-13,3.7022812648731575e-29,3.081052603271468e-25,5.1633328671477145e-26,4.9478278492236014e-30,8.669456323131132e-27,9.907756392778887e-26,8.49819246243092e-50,2.3112149742306414e-41,8.10148599833724e-20,3.554739324833427e-59
