Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133)
3.575234180714549e-09,0.7366049311943564,8.278051320313873e-10,9.972888934195224e-13,2.881415971813415e-10,1.2018952136273297e-11,0.0,0.0,2.712340358827129e-08,9.015607050666604e-14,1.9837143936815325e-14,8.578781167270473e-15,4.626530912156207e-19,6.073923334031329e-29,1.6447439610770897e-20,1.0669273540973866e-13,3.779546218260702e-11,6.635938812074576e-16,5.314755193568117e-24,4.9253422678665976e-24,8.460425155482628e-12,2.362194213320648e-19,6.657237241548035e-13,2.0333548535234673e-20,5.914428385673937e-17,1.635281678457208e-18,4.132938560508973e-18,1.8221488837206308e-18,3.798144690898295e-24,7.6858109222192975e-25,2.1668299315746876e-20,9.407062738314503e-26,3.346171466407434e-19,1.3368616393447105e-22,3.76,0.0,0.8215000572320265,0.9992130995380637,1.728301110726574e-12,1.800543900696288e-14,0.00010041004995859456,0.00010041008556830827,5.4741837254290876e-12,3.2367453618986963e-15,0.0007868730471863826,3.2642607007150166e-15,2.1365938369240215e-16,2.557061126952237e-08,7.948501469247828e-10,1.230605789145968e-10,7.163749425078982e-10,3.6993881993706597e-06,1.3246945416149123e-14,2.8880805147634804e-10,1.1431407420819882e-11,2.1233877578970605e-15,1.8286766155151076e-12,4.8264041578077765e-11,1.4998981662470726e-19,1.6593950652266391e-19,8.734076129035741e-13,9.514989943709552e-22,3.7813697857938643e-11,1.3764331537264208e-12,1.1985608193744185e-15,9.016305552544709e-21,3.4763143109357137e-19,7.88176712029795e-17,6.1628136558078795e-21,1.4716187098605852e-25,7.007476044622681e-30,5.105330104769089e-30,4.4186091857164914e-27,2.896053030216329e-20,2.0374870118415416e-30,3.580188525293562e-15,9.189144559147025e-21,9.896366735516809e-15,4.446272186635789e-20,4.207118917936245e-23,1.2272902332659616e-12,1.0820596822992829e-14,5.8651870191004114e-21,7.379950638832739e-15,2.817124625840923e-16,1.5566935857655933e-20,3.2770766767177616e-23,1.429411784050337e-10,1.969762484785244e-24
3.65287732665518e-09,0.7366052242515967,8.656860436894425e-10,1.0643739318129213e-12,3.007778266112081e-10,1.2702827653059475e-11,0.0,0.0,2.7712432287508892e-08,9.411386053878165e-14,2.1156106187891025e-14,9.180723549586215e-15,5.029256613125891e-19,6.488253677030326e-29,1.7211077363921638e-20,1.1083752500060772e-13,3.94269873677979e-11,7.079899982552218e-16,5.716882648412677e-24,5.3113589646663184e-24,8.831878669813072e-12,2.518547819841046e-19,6.778273255506413e-13,2.212370248406171e-20,6.295486531362006e-17,1.789592079518061e-18,4.4090650802640934e-18,1.980003026278601e-18,4.223875344508639e-24,8.54532222929729e-25,2.3563034469781266e-20,1.0427015304793213e-25,3.6457010674204374e-19,1.4882053596528578e-22,3.76,0.0,0.8214978360025932,0.9992130862265075,1.843291141907173e-12,1.9193896954533084e-14,0.00010259050980762874,0.00010259054686194477,5.643273584841112e-12,3.361376352312681e-15,0.0007868857569110695,3.43468762962214e-15,2.245858349941984e-16,2.6093388348191467e-08,8.263973370320514e-10,1.308573695937897e-10,7.471831067191356e-10,3.779712898759631e-06,1.3849520260137974e-14,3.0148686356684207e-10,1.1891259726328063e-11,2.217475996926229e-15,1.9030420341783435e-12,5.0307114025746035e-11,1.5566456177433375e-19,1.766521273532537e-19,8.944599186918359e-13,1.0114020876677949e-21,3.944642586125887e-11,1.4240670155586068e-12,1.2777806406562139e-15,9.797442133449878e-21,3.648214300010578e-19,8.401897424645314e-17,6.681506912068273e-21,1.5954168773156443e-25,7.548080300537177e-30,5.539040253966924e-30,4.614600894614255e-27,3.148690266428803e-20,2.1774483402423854e-30,3.740803002656239e-15,9.8719590043136e-21,1.0504780821051569e-14,4.687860747775272e-20,4.5822766578313305e-23,1.2350771378420345e-12,1.1286363448999492e-14,6.2076861745668075e-21,7.847345772560443e-15,2.938784575936565e-16,1.646270627018802e-20,3.589286178054601e-23,1.492164315780361e-10,2.0892854139258705e-24
3.7305204725958105e-09,0.7366055173081721,9.044651802308873e-10,1.1344486298174679e-12,3.136846719639017e-10,1.3414798484669299e-11,0.0,0.0,2.830146349149723e-08,9.815665392015119e-14,2.253220794545151e-14,9.809129504457145e-15,5.457182167260114e-19,6.921624843078171e-29,1.7993845782150844e-20,1.1503971916792293e-13,4.109180090288988e-11,7.543366740363435e-16,6.139734498726277e-24,5.7202808227144405e-24,9.211311996389325e-12,2.6816128238396653e-19,6.89842551917108e-13,2.4028017616799288e-20,6.692026418588837e-17,1.9552529716387723e-18,4.697272044159858e-18,2.147657862018688e-18,4.686727185965643e-24,9.479516221797246e-25,2.5577205606015688e-20,1.153209830145145e-25,3.964870676421677e-19,1.6529438719258352e-22,3.76,0.0,0.8214956147789831,0.9992130752474363,1.9632689959167984e-12,2.0433085856562625e-14,0.00010477096374383964,0.00010477100226801793,5.813013226863194e-12,3.4877006668776062e-15,0.0007868961338724347,3.610756757221527e-15,2.3586053871241468e-16,2.6614865492412076e-08,8.584248784669508e-10,1.3896020521441575e-10,7.786132117991361e-10,3.860036973630447e-06,1.4466508646386376e-14,3.144379840335036e-10,1.2358526644127474e-11,2.3135859936658616e-15,1.978652864207275e-12,5.238931078488891e-11,1.6144519573630675e-19,1.878288720738026e-19,9.156062703328305e-13,1.0737561098500183e-21,4.111249348232195e-11,1.4720747227382708e-12,1.360391266730021e-15,1.06277830701968e-20,3.824315590768934e-19,8.944790879811735e-17,7.231380271579228e-21,1.7266588883818884e-25,8.117068411122902e-30,5.999304922326768e-30,4.814750617292889e-27,3.417150335182726e-20,2.3237082564173095e-30,3.9042160662071695e-15,1.05883026676016e-20,1.113557281273481e-14,4.936070104018785e-20,4.981875580787994e-23,1.2425231276962154e-12,1.1761553292248902e-14,6.561532961682523e-21,8.333069225984244e-15,3.062934543272446e-16,1.7389494134025835e-20,3.923782715370692e-23,1.556264581714418e-10,2.2133310614639018e-24
3.808163618536441e-09,0.7366058103640838,9.441449330947445e-10,1.2075807695741593e-12,3.2686210332688206e-10,1.4155523786816364e-11,0.0,0.0,2.8890497243158925e-08,1.0228445002956552e-13,2.396665568557338e-14,1.046444791758943e-14,5.911283231966779e-19,7.374528935145655e-29,1.8795864030366493e-20,1.1929823058661773e-13,4.2789831434209206e-11,8.0267718009755e-16,6.5839424733948324e-24,6.1531045365090704e-24,9.598725119709847e-12,2.8515269265667094e-19,7.017700656164778e-13,2.605109082926454e-20,7.104312803403224e-17,2.132891380744429e-18,4.997822324195231e-18,2.325487048716806e-18,5.189047849438508e-24,1.049308796045262e-24,2.771550487510297e-20,1.2727388646048853e-25,4.304517179837878e-19,1.8319457802190378e-22,3.76,0.0,0.8214933935611953,0.9992130661728126,2.0883403540466315e-12,2.1724028996563966e-14,0.0001069514117673797,0.00010695145178654634,5.983364999213027e-12,3.615687659218683e-15,0.0007869046061076386,3.792571189629013e-15,2.4748997512884575e-16,2.7135047546883186e-08,8.909259046474918e-10,1.473736971145891e-10,8.106636982230082e-10,3.940360423986198e-06,1.509798234476014e-14,3.2766140959015295e-10,1.2833123366722801e-11,2.41171765934908e-15,2.0554966155472307e-12,5.451044175220459e-11,1.6733402362033058e-19,1.9948080101621723e-19,9.368470028486041e-13,1.1386173061701279e-21,4.281183039634515e-11,1.5204407170560067e-12,1.446461655123668e-15,1.15093059006595e-20,4.004620499244563e-19,9.510972137960682e-17,7.813583536037214e-21,1.8656264466573304e-25,8.715287332009005e-30,6.487172163115768e-30,5.019116232456042e-27,3.7020466724344367e-20,2.4764232459442166e-30,4.070377473049296e-15,1.1338943193700502e-20,1.1788993496722437e-14,5.1908687643390724e-20,5.406943619281688e-23,1.249643280531563e-12,1.2246143162047929e-14,6.926804492874537e-21,8.837395908315271e-15,3.189569863630291e-16,1.8347653086277494e-20,4.281639262068728e-23,1.621712564187795e-10,2.3419685469675924e-24
3.8858067644770715e-09,0.736606103419332,9.847276317746099e-10,1.2838382133975024e-12,3.403100910921038e-10,1.492566444007514e-11,0.0,0.0,2.947953358472761e-08,1.0649724825190342e-13,2.546065560944955e-14,1.1147119569443865e-14,6.392549841489546e-19,7.847463541995161e-29,1.9617251575821835e-20,1.2361198509895305e-13,4.452100777859347e-11,8.530548920873338e-16,7.050149806293911e-24,6.610858045016604e-24,9.9941180242737e-12,3.028427628041111e-19,7.136105239268246e-13,2.819759738479108e-20,7.532608055594919e-17,2.3231586997339932e-18,5.310979073194148e-18,2.5138694590165894e-18,5.73327898781143e-24,1.1590918185630601e-24,2.9982697220396843e-20,1.401815076016288e-25,4.665494646496841e-19,2.0261162988019174e-22,3.76,0.0,0.8214911723492293,0.9992130586531098,2.21861088598553e-12,2.306774745504409e-14,0.00010913185387839806,0.00010913189541754853,6.154293429787022e-12,3.7453072263856285e-15,0.0007869115231432322,3.980235261223388e-15,2.594807514278743e-16,2.76539393386181e-08,9.238936263419833e-10,1.561023915454563e-10,8.433330128722709e-10,4.020683249829976e-06,1.574401376006789e-14,3.411571369474424e-10,1.3314966087635044e-11,2.511870918485659e-15,2.133560926720213e-12,5.667031746098414e-11,1.7333349159724964e-19,2.116190629394548e-19,9.581824508352511e-13,1.2060430408813427e-21,4.454436644659127e-11,1.5691499192187147e-12,1.5360606363008206e-15,1.2444023675575351e-20,4.18913114788588e-19,1.0100968450112872e-16,8.429282671067835e-21,2.0126067844398742e-25,9.343596257712972e-30,7.003713503386812e-30,5.227761542797655e-27,4.0040018403847314e-20,2.635752619010612e-30,4.239237507536494e-15,1.2124639748067139e-20,1.2465286726155198e-14,5.452222601831012e-20,5.858528955949958e-23,1.256452009292658e-12,1.2740109947670974e-14,7.303574763163773e-21,9.360596789591235e-15,3.318685902678817e-16,1.9337529755269063e-20,4.6639557026240096e-23,1.6885082455355943e-10,2.4752663214613967e-24
3.963449910417702e-09,0.7366063964739168,1.0262155445859298e-09,1.363288898676566e-12,3.540286059516573e-10,1.572588300473879e-11,0.0,0.0,3.006857255779485e-08,1.1079504797803595e-13,2.701541364657837e-14,1.1857577221648817e-14,6.901986199182445e-19,8.340931863650647e-29,2.045812818815931e-20,1.2797992157677083e-13,4.628525892371591e-11,9.055132912968824e-16,7.539011639036703e-24,7.094601154959684e-24,1.0397490694580545e-11,3.212452227345022e-19,7.253645790818638e-13,3.04722902438773e-20,7.977172175151662e-17,2.5267312237441256e-18,5.637005725715344e-18,2.7131890969547958e-18,6.321957886948818e-24,1.2778076360760797e-24,3.238361945016668e-20,1.5409839461301321e-25,5.048674311240493e-19,2.2363979955272897e-22,3.76,0.0,0.8214889511430842,0.9992130524028391,2.3541862499386117e-12,2.446526011478471e-14,0.0001113122900770406,0.0001113123331610431,6.325765100401125e-12,3.876529799861094e-15,0.000786917170467755,4.173854534458595e-15,2.7183960315888076e-16,2.817154567706215e-08,9.57321330853597e-10,1.651507704004293e-10,8.766196089852438e-10,4.10100545116488e-06,1.640467593286316e-14,3.5492516281341697e-10,1.3803971989619008e-11,2.6140457067433884e-15,2.21283356367633e-12,5.8868749080819e-11,1.7944618522676638e-19,2.242548962118371e-19,9.796129484545806e-13,1.2760918416071855e-21,4.6310031644697136e-11,1.6181877145599238e-12,1.6292569137985522e-15,1.3433984783978738e-20,4.377849473782522e-19,1.0715309688366063e-16,9.07965964505743e-21,2.1678927748917583e-25,1.000286718511046e-29,7.550024499986467e-30,5.440756218520194e-27,4.3236473964241956e-20,2.801858638267196e-30,4.410746986730986e-15,1.2946142752504579e-20,1.3164689541208313e-14,5.720095002724855e-20,6.337699968719454e-23,1.2629630914718172e-12,1.3243430618278677e-14,7.691914771283747e-21,9.902938945085394e-15,3.450278055766694e-16,2.0359463879042862e-20,5.071858861151284e-23,1.7566516080927336e-10,2.613292177139695e-24
4.0410930563583325e-09,0.7366066895278391,1.0686108794250016e-09,1.4460008328462556e-12,3.6801761889337377e-10,1.655684367623814e-11,0.0,0.0,3.065761420334885e-08,1.1517784860473706e-13,2.86321354579218e-14,1.259624570413808e-14,7.440610472172322e-19,8.8554428377018e-29,2.1318613939293577e-20,1.3240099178508089e-13,4.8082514028402313e-11,9.600959661856677e-16,8.051195432339682e-24,7.605426164123496e-24,1.0808843115130638e-11,3.403737822917858e-19,7.370328783104909e-13,3.287999939855154e-20,8.438262808617555e-17,2.744310685804676e-18,5.976165998912094e-18,2.9238350157616e-18,6.957719067318033e-24,1.4059823685744935e-24,3.492317931752032e-20,1.6908102842947912e-25,5.454944558581036e-19,2.4637715344789334e-22,3.76,0.0,0.8214867299427588,0.9992130471888939,2.495172092744111e-12,2.591758366613223e-14,0.00011349272036345024,0.0001134927650170486,6.497748527878705e-12,4.009326336679486e-15,0.0007869217811878318,4.373535799621724e-15,2.845733957239363e-16,2.868787135420149e-08,9.912023812134412e-10,1.7452325193675105e-10,9.10521946108842e-10,4.181327027994011e-06,1.708004254019873e-14,3.6896548389398525e-10,1.4300059233019632e-11,2.7182419691668373e-15,2.2933024186530934e-12,6.110554841729005e-11,1.8567482790295404e-19,2.373996299981779e-19,1.0011388294259616e-12,1.3488234432390102e-21,4.810875617099474e-11,1.667539939175779e-12,1.7261190643658169e-15,1.448127278041113e-20,4.570777238219875e-19,1.1354528368377631e-16,9.765912273528738e-21,2.3317830494027175e-25,1.0693985486970714e-29,8.127225318520534e-30,5.658175741860807e-27,4.6616237636382504e-20,2.9749066454642557e-30,4.584857264170049e-15,1.380419363955327e-20,1.3887432287222583e-14,5.994447009011113e-20,6.845545176018786e-23,1.2691896971185163e-12,1.3756082222828926e-14,8.091892636380416e-21,1.0464685599244875e-14,3.584341747717519e-16,2.1413788421943417e-20,5.50650252718778e-23,1.8261426341939426e-10,2.7561132569302983e-24
4.196379348239594e-09,0.7366072756336971,1.1561323491514576e-09,1.6214807983167346e-12,3.9680702442684353e-10,1.831365603497202e-11,0.0,0.0,3.183570567303068e-08,1.241984501759648e-13,3.2056291723069505e-14,1.4159875347382646e-14,8.609564041958931e-19,9.949657946823989e-29,2.309889465476054e-20,1.4139840411323647e-13,5.1775753609355864e-11,1.0758090416887802e-15,9.148262890947509e-24,8.712857265791074e-24,1.1655487144964476e-11,3.808639395174383e-19,7.601147731142949e-13,3.8114167771509453e-20,9.411042533446825e-17,3.2244277629946117e-18,6.6949436936053164e-18,3.380686673700047e-18,8.381522015905336e-24,1.6929107061944694e-24,4.043819225441641e-20,2.0247929573150652e-25,6.340395989795021e-19,2.9739117255324246e-22,3.76,0.0,0.8214822875595653,0.9992130391481832,2.7937977461154685e-12,2.8990719274687787e-14,0.00011785356320012797,0.00011785361106666656,6.843133746816745e-12,4.279527704030352e-15,0.0007869286146116007,4.791517604087945e-15,3.1119392333294814e-16,2.9716699805806362e-08,1.0602983454806349e-09,1.9425788215846197e-10,9.80167712841861e-10,4.341968308147357e-06,1.8475186953285783e-14,3.9786299851404565e-10,1.5313155204849226e-11,2.932698735295921e-15,2.45778097628662e-12,6.569350064035969e-11,1.9849153487817537e-19,2.652615769154965e-19,1.0444780740429035e-12,1.5025802845299172e-21,5.180510477481662e-11,1.7671331951547328e-12,1.9311146586049325e-15,1.6756338463049683e-20,4.969267311421824e-19,1.2709741470911107e-16,1.1250914109656743e-20,2.6866005199029634e-25,1.2175376110782714e-29,9.378903816839176e-30,6.10662000360585e-27,5.395174190219402e-20,3.3425061358101014e-30,4.940688320445144e-15,1.563285854046582e-20,1.5403826170122103e-14,6.562423082577312e-20,7.951712622535507e-23,1.280839278210267e-12,1.4809286827975265e-14,8.92702067567085e-21,1.1647426306400622e-14,3.859865593665301e-16,2.36209074356047e-20,6.460761496834819e-23,1.9691676063665607e-10,3.056406470196626e-24
4.351665640120856e-09,0.7366078617369088,1.2473085240594494e-09,1.810823383540301e-12,4.2667808134220947e-10,2.0201446123828324e-11,0.0,0.0,3.301380831073203e-08,1.335590482547347e-13,3.574276443987611e-14,1.5841251835266766e-14,9.907827511304204e-19,1.1134299973064633e-28,2.4959060328482363e-20,1.5059608896779322e-13,5.560016322662352e-11,1.2005450266405337e-15,1.0346954445291679e-23,9.942563233407129e-24,1.2534049989788707e-11,4.24422513061711e-19,7.828612875559088e-13,4.3940258076697996e-20,1.0452961948895483e-16,3.769652930026473e-18,7.469427575924743e-18,3.887634799063541e-18,1.0027768745888378e-23,2.024480524261376e-24,4.6568382479900166e-20,2.408678993940299e-25,7.329298391272973e-19,3.5651722836284726e-22,3.76,0.0,0.8214778451996426,0.9992130333901901,3.115332797797247e-12,3.229524415639943e-14,0.00012221438238951824,0.000122214433566551,7.19023182865338e-12,4.555689165486195e-15,0.0007869331642007661,5.23505954102091e-15,3.3939991225035296e-16,3.074046268387882e-08,1.131129907824177e-09,2.1534038248014694e-10,1.0522581138698052e-09,4.502607090314854e-06,1.9930049171482527e-14,4.2784965442581215e-10,1.6353618403977474e-11,3.155240913176793e-15,2.6269022204262968e-12,7.04326812815663e-11,2.1180810432701206e-19,2.952973982969876e-19,1.0882028452935093e-12,1.6678172313176913e-21,5.563285708628741e-11,1.8678248903395822e-12,2.151593502577024e-15,1.9286586015639113e-20,5.384612351334223e-19,1.4170921621240248e-16,1.2894182077313396e-20,3.079568194292633e-25,1.3795140981392892e-29,1.0768225943298735e-29,6.573812430073797e-27,6.209949000813627e-20,3.739940151673325e-30,5.3063522969410896e-15,1.761637791056462e-20,1.701618160981112e-14,7.155797310844792e-20,9.18614017660441e-23,1.291494951329212e-12,1.5899541746899154e-14,9.809450409282441e-21,1.291084933004585e-14,4.145221420941178e-16,2.5961419347691104e-20,7.536503044886211e-23,2.117583020727552e-10,3.376670473360274e-24
4.506951932002118e-09,0.7366084478374764,1.3421549677847234e-09,2.0145746724502217e-12,4.576305677382398e-10,2.2225581949904426e-11,0.0,0.0,3.4191922425403154e-08,1.4325963821962614e-13,3.970118954374842e-14,1.7643497210242554e-14,1.1344028504786816e-18,1.2413660037306598e-28,2.6900082369991046e-20,1.5998611100989318e-13,5.955518234272398e-11,1.3346566389346387e-15,1.1653097243447288e-23,1.1304515678235472e-23,1.3444531525625725e-11,4.711584623515973e-19,8.052774232562562e-13,5.0399616560134045e-20,1.1565999149510817e-16,4.3865705258150525e-18,8.301737633075452e-18,4.447965488452715e-18,1.1921196366528242e-23,2.4056210911051724e-24,5.3355473929898686e-20,2.8477117854572296e-25,8.429374569731576e-19,4.246845570977112e-22,3.76,0.0,0.8214734028629841,0.9992130291495843,3.460622024809884e-12,3.583921344808091e-14,0.00012657517793266662,0.00012657523251685045,7.538849929827654e-12,4.837596417129996e-15,0.0007869361952850217,5.705060098114526e-15,3.692511162272517e-16,3.175919770553873e-08,1.203646618298332e-09,2.378038799345682e-10,1.1267810480523936e-09,4.663243374521361e-06,2.1445241591800533e-14,4.5892542523305403e-10,1.7420828149854808e-11,3.3858682744304983e-15,2.8005737207652935e-12,7.532160764501198e-11,2.2565115162607745e-19,3.2760111805806734e-19,1.1323157962126717e-12,1.8450600118874995e-21,5.959146065193958e-11,1.9695166186490336e-12,2.38809966027216e-15,2.2089932604967587e-20,5.816821253666489e-19,1.5742426449844517e-16,1.4705854545232594e-20,3.51329553577998e-25,1.5560905054156793e-29,1.2305103134678882e-29,7.060560871344308e-27,7.111377908009766e-20,4.168654961966254e-30,5.6814794461013384e-15,1.976033847290412e-20,1.8726111978230388e-14,7.77418683837826e-20,1.0558255475255221e-22,1.3012427947320668e-12,1.7026666233356635e-14,1.0739634086245807e-20,1.425692621204066e-14,4.4403736687534206e-16,2.8437755487043424e-20,8.743930257681175e-23,2.2713887359480153e-10,3.717419978353186e-24
4.66223822388338e-09,0.7366090339354032,1.4406863473641085e-09,2.2332814102097283e-12,4.896642660223002e-10,2.4391453588942778e-11,0.0,0.0,3.537004831848247e-08,1.5330021553643393e-13,4.3941198966126185e-14,1.956961502035623e-14,1.2926999147720453e-18,1.379213345854138e-28,2.8922936961496174e-20,1.6956072854173369e-13,6.364025318617311e-11,1.4784984525113828e-15,1.3072758030849916e-23,1.2809265850576281e-23,1.4386931628506567e-11,5.211804285937024e-19,8.273681054513219e-13,5.753475965775513e-20,1.275209611196105e-16,5.082223416592533e-18,9.193998439945242e-18,5.0650381531632515e-18,1.408824724785029e-23,2.8415963747972565e-24,6.084223991686169e-20,3.3474712461401517e-25,9.6486201716733e-19,5.02890453855226e-22,3.76,0.0,0.8214689605495832,0.999213025915675,3.8305100329301216e-12,3.9630647718537484e-14,0.00013093594983058058,0.00013093600791771342,7.888816885867543e-12,5.125042749886066e-15,0.0007869382185544588,6.202437367680108e-15,4.0080951491714223e-16,3.277294231720584e-08,1.2777991639571742e-09,2.6168055009807104e-10,1.2037245109809672e-09,4.823877160791753e-06,2.3021386852549804e-14,4.91090284530991e-10,1.8514178331530824e-11,3.6245806438065025e-15,2.9787049607641008e-12,8.035880717415007e-11,2.4004938408205015e-19,3.62268327944844e-19,1.1768195720316791e-12,2.034857759029546e-21,6.368036574539329e-11,2.0721159892748363e-12,2.641175180746322e-15,2.5184842043786432e-20,6.265901144195287e-19,1.742865810149181e-16,1.669631028989234e-20,3.990497090137669e-25,1.7480565105814975e-29,1.3999903762366983e-29,7.567761518991373e-27,8.105020579279283e-20,4.6301579395288595e-30,6.065708596770829e-15,2.2070165217264104e-20,2.0535134242783665e-14,8.417183043179833e-20,1.207780317357434e-22,1.310161464604666e-12,1.8190480807142714e-14,1.1717987705216942e-20,1.5687570942858162e-14,4.74528722886568e-16,3.1052249370195773e-20,1.0093679227713268e-22,2.4305846106960306e-10,4.0791601777696196e-24
4.817524515764642e-09,0.7366096200306916,1.5429164556039836e-09,2.4674908584505504e-12,5.227789627713582e-10,2.6704471888238776e-11,0.0,0.0,3.654818628427309e-08,1.6368077575607823e-13,4.847242072811859e-14,2.1622493092608856e-14,1.4665770046802677e-18,1.527422398271448e-28,3.1028605018015904e-20,1.7931238945267064e-13,6.785482075956129e-11,1.6324269426237626e-15,1.461225842322839e-23,1.4467964523777006e-23,1.5361250174470677e-11,5.745967357047076e-19,8.49138184184598e-13,6.538935380642636e-20,1.4013159195264675e-16,5.864130187474506e-18,1.0148339175329271e-17,5.74228317841161e-18,1.6557117297776514e-23,3.3380139813081595e-24,6.907247549689596e-20,3.9138827854470745e-25,1.0995303170082705e-18,5.922026318174849e-22,3.76,0.0,0.8214645182594338,0.9992130233518337,4.225841260012913e-12,4.3677533139951844e-14,0.00013529669808423216,0.00013529675976928858,8.239980789071079e-12,5.417828792779228e-15,0.0007869395706367905,6.728129026920433e-15,4.34139364493204e-16,3.378173369706959e-08,1.3535393449921366e-09,2.8700163840720987e-10,1.2830765937149051e-09,4.9845084491509226e-06,2.4659117847182307e-14,5.243442059103297e-10,1.9633077066964862e-11,3.871377883926656e-15,3.1612073030355817e-12,8.554281743715102e-11,2.550335749482297e-19,3.9939622613412854e-19,1.2217168099575878e-12,2.237784338021338e-21,6.789902537557288e-11,2.1755362736115843e-12,2.9113601028452943e-15,2.859031966744084e-20,6.731857692286391e-19,1.9234063988283655e-16,1.8876164743730173e-20,4.513997400736847e-25,1.956230983070933e-29,1.5863476965960917e-29,8.096397674860093e-27,9.196562863553226e-20,5.126021422644842e-30,6.458687066026477e-15,2.4551117285816324e-20,2.244467231328329e-14,9.084354803627223e-20,1.375484321254985e-22,1.3183228321931355e-12,1.9390807249850477e-14,1.2744893818106668e-20,1.7204641258922876e-14,5.059927439475578e-16,3.3807140000630835e-20,1.1596819242671625e-22,2.59517050363665e-10,4.4623870169839675e-24
4.9728108076459035e-09,0.7366102061233442,1.6488582329803084e-09,2.717750654429068e-12,5.569744485951294e-10,2.917006720102311e-11,0.0,0.0,3.772633661025449e-08,1.7440131451259818e-13,5.3304479032286056e-14,2.3804906271052052e-14,1.6569564404922903e-18,1.6864548055394803e-28,3.32180721390123e-20,1.8923372724185575e-13,7.219833284708541e-11,1.796800530236542e-15,1.627819070224977e-23,1.629238184396476e-23,1.6367487039565678e-11,6.315153912391525e-19,8.705924354812414e-13,7.400819553192623e-20,1.5351059635233946e-16,6.740302330199081e-18,1.11668936354858e-17,6.4831996517239534e-18,1.93578034989227e-23,3.900833917760046e-24,7.809097028593235e-20,4.553226229425023e-25,1.2477963353412256e-18,6.937615770757816e-22,3.76,0.0,0.8214600759925293,0.9992130212363717,4.647459979208249e-12,4.7987821659727045e-14,0.00013965742269456038,0.00013965748807172448,8.592206824451823e-12,5.7157622633075265e-15,0.0007869404732198252,7.283092315426614e-15,4.693072484738381e-16,3.478560875746093e-08,1.4308200513458791e-09,3.137974810430168e-10,1.3648254815748132e-09,5.145137239623768e-06,2.6359077735786327e-14,5.586871629603539e-10,2.0776946370053868e-11,4.126259883607533e-15,3.34799395521045e-12,9.087218611108777e-11,2.706365423149427e-19,4.390836558472986e-19,1.2670101389622285e-12,2.4544396645938287e-21,7.224689529437919e-11,2.2796960720852274e-12,3.1991924600204723e-15,3.232590730803385e-20,7.214695372327515e-19,2.1163137545805364e-16,2.1256266525583656e-20,5.086736197770284e-25,2.1814640248038678e-29,1.7907177792809882e-29,8.647538695587776e-27,1.0391813101419083e-19,5.657886554938062e-30,6.860070551638945e-15,2.7208284610303033e-20,2.4456060286330905e-14,9.775251497333613e-20,1.5599749092428395e-22,1.3257925684472794e-12,2.0627468600376966e-14,1.3820704130391583e-20,1.8809939913502833e-14,5.38426007919711e-16,3.67045750659786e-20,1.3264852822366426e-22,2.7651462734318904e-10,4.867587458214421e-24
