Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132)
6.344889981619482e-18,0.48515967059742665,1.242129072467494e-26,2.2786125913314936e-31,6.494939257216684e-32,8.423293821216691e-38,0.0,0.0,8.644306225487955e-21,1.6767163059882917e-36,7.796800715011132e-47,1.3072522529545146e-48,1.236982095511258e-58,2.953205709453901e-67,7.487118212601515e-48,7.633843805820378e-38,2.920132596967908e-35,6.636840180986923e-49,5.059350434564196e-66,5.885505991586959e-65,5.96816090698386e-38,4.0159259157070893e-57,1.2987886387103878e-28,3.1505809999664545e-64,2.6197033104440778e-51,1.2286358409239451e-58,5.907998620496219e-57,1.1195383302869528e-65,5.9247746402131064e-80,4.957785573479895e-82,3.69327027059632e-64,2.2304262817815003e-78,5.634468319882951e-63,6.275343528345798e-95,3.76,0.0,0.7405942927047247,0.9999999999996013,5.422685623355738e-43,2.6999816580306138e-48,1.3769782117150265e-17,1.3769782117150265e-17,1.3928929159973076e-37,5.112484430577783e-43,3.9871809075752454e-13,8.305721757653906e-41,4.7812636533960346e-43,8.64431864673141e-21,1.8875630654488882e-32,6.027849139958359e-43,4.979305473024156e-33,5.967789809679732e-20,9.865261555166041e-40,6.494938507082146e-32,6.282199428479498e-37,2.1477363091624768e-41,5.106642667870094e-38,2.7541361520482543e-34,2.3999108025080697e-65,1.2107425048171561e-54,1.2987886395024656e-28,8.373592071604443e-76,2.920132596968184e-35,1.813316432907824e-32,2.0009596357930193e-52,5.973338899654468e-66,6.024729236336533e-64,4.154625837063965e-50,4.1026863450248565e-62,1.2078547866673393e-87,4.064742684420529e-92,1.0345434839822976e-95,2.3699614845555875e-81,3.868295986337604e-65,4.329221197130012e-92,1.2426463858855388e-72,3.034352754363431e-56
1.2695292465395019e-17,0.48515967059742665,2.4853374502133004e-26,4.559205013839636e-31,2.599668332881626e-31,3.371512855085285e-37,0.0,0.0,1.7296122708343544e-20,6.711234872756568e-36,6.2421813605775866e-46,1.0465966671630725e-47,9.903378340046075e-58,2.364360240958642e-66,2.996798482598764e-47,3.0555269577675796e-37,1.1688140472997336e-34,5.3135076254327926e-48,4.050563317012587e-65,4.7119834324186945e-64,2.3888197104134486e-37,3.215182587168871e-56,2.598705676100075e-28,5.045034505856067e-63,2.0973555400642408e-50,9.839051705426727e-58,4.73118323047484e-56,1.793345918506043e-64,1.898900640751118e-78,1.588978947226452e-80,5.914044410612714e-63,3.6943344461515575e-77,9.025640735213925e-62,4.0227439293869065e-93,3.76,0.0,0.7405942927047247,0.9999999999992023,4.341445723654102e-42,2.1616270308522958e-47,2.7551527554993104e-17,2.7551527554993104e-17,5.575201643607784e-37,2.046326123936517e-42,7.977825823254112e-13,3.324453236366069e-40,1.9137515354458796e-42,1.7296147561528846e-20,7.555171392943608e-32,3.7515824123860614e-42,1.9930198336576223e-32,1.1940764493203703e-19,3.948675583256241e-39,2.5996680326540125e-31,2.5145169597656257e-36,8.596542461565664e-41,2.0439878966074038e-37,1.102372209390776e-33,3.0080759355461487e-64,9.693301871240979e-54,2.5987056792704505e-28,2.088242446172728e-74,1.1688140472999546e-34,7.257991370034596e-32,1.6019843777260213e-51,9.568464648248263e-65,9.650784737490609e-63,3.3262277135407163e-49,6.569645366330378e-61,6.00924740658385e-86,2.022266639022443e-90,5.146999306490073e-94,5.910690537078378e-80,4.7625198743462533e-64,2.153848391482821e-90,1.989853292553498e-71,2.4293272186269883e-55
2.5396097432946093e-17,0.48515967059742665,4.971754600236392e-26,9.120390310206545e-31,1.0402059556141922e-30,1.3490444242609142e-36,0.0,0.0,3.459975567406687e-20,2.685368127928043e-35,4.995642214724375e-45,8.375954149674639e-47,7.925712823412835e-57,1.89220676674265e-65,1.1991097427101538e-46,1.2226087825863476e-36,4.676778639958322e-34,4.252420980081418e-47,3.2416923748694416e-64,3.7710188131622876e-63,9.558390423420216e-37,2.573123228914427e-55,5.198539746293172e-28,8.075340772354212e-62,1.6785218611282524e-49,7.875229667373904e-57,3.786861252623243e-55,2.871022234750205e-63,6.081242402315452e-77,5.0887160320857805e-79,9.466322558352583e-62,6.30403882041251e-76,1.4449423816665994e-60,2.5766458709538037e-91,3.76,0.0,0.7405942927047247,0.9999999999984042,3.474476032845527e-41,1.7299585872515984e-46,5.5115018430678775e-17,5.5115018430678775e-17,2.230806857819859e-36,8.1879699574439e-42,1.5959115374089628e-12,1.3302143244300828e-39,7.657499245251874e-42,3.4599805390855843e-20,3.02305266369028e-31,2.572567941901402e-41,7.97467536311472e-32,2.388671386021262e-19,1.5799845719797852e-38,1.0402058355014004e-30,1.0061343148704419e-35,3.439736786199892e-40,8.178614003735821e-37,4.410924743668291e-33,4.1467364030559186e-63,7.757587489230545e-53,5.198539758978804e-28,5.73512183787929e-73,4.6767786399600935e-34,2.9041419446870774e-31,1.282074377889775e-50,1.5318447196875606e-63,1.5450235497013875e-61,2.6619934205058282e-48,1.0515712491214323e-59,3.2944914928127046e-84,1.1086812986660275e-88,2.8217752220868306e-92,1.6233835685389327e-78,6.477325457809818e-63,1.18081924867794e-88,3.1850612360070405e-70,1.9442000950501614e-54
5.079770736804824e-17,0.48515967059742665,9.94459047840849e-26,1.8242762708343452e-30,4.1615011637372885e-30,5.397057120900881e-36,0.0,0.0,6.92070216055621e-20,1.0743221118433352e-34,3.997272784360518e-44,6.702035906327808e-46,6.341774951752368e-56,1.5140529003684943e-64,4.79721977294443e-46,4.8912312346693364e-36,1.871015989487581e-33,3.4025828695612076e-46,2.5938635053531344e-63,3.017387998965072e-62,3.823978574374032e-36,2.0588895298019326e-54,1.0398207868334266e-27,1.2923174340608075e-60,1.3430725149185041e-48,6.301780026893483e-56,3.030255056143714e-54,4.594971024877728e-62,1.9467595405634778e-75,1.6290267384358781e-77,1.51491980577994e-60,1.1337202022184038e-74,2.3125799219706575e-59,1.6497224080991177e-89,3.76,0.0,0.7405942927047247,0.9999999999968079,2.780108720565789e-40,1.3842297109739406e-45,1.1024200018205012e-16,1.1024200018205012e-16,8.924680019328878e-36,3.27572115035125e-41,3.1921693353671884e-12,5.321723479641757e-39,3.0634985858739636e-41,6.920712104843829e-20,1.2094179147366873e-30,1.886491284684194e-40,3.1903894248658185e-31,4.777861259407437e-19,6.320967110999637e-38,4.16150068334681e-30,4.0251924145032426e-35,1.376118736745707e-39,3.271978160677476e-36,1.7646571194834105e-32,6.101526011203157e-62,6.207248640017916e-52,1.039820791908505e-27,1.6835852736852564e-71,1.871015989488998e-33,1.1618458838551251e-30,1.025854294159721e-49,2.451664085635875e-62,2.472756201607252e-60,2.1299993224029977e-47,1.6828564760079333e-58,1.9319059870806713e-82,6.50136153228138e-87,1.6547028462045648e-90,4.7657053033688176e-77,9.449034352236745e-62,6.924381671487959e-87,5.097135207369428e-69,1.5556554648306273e-53
1.0160092723825254e-16,0.48515967059742665,1.9890268547256347e-25,3.6487514726234175e-30,1.6647359433026704e-29,2.1589993330693968e-35,0.0,0.0,1.3842155346874696e-19,4.297638193629104e-34,3.198121864792536e-43,5.362137797637662e-45,5.0739024903448634e-55,1.2113573208989925e-63,1.9190440739575858e-45,1.9566517196481607e-35,7.484673068142795e-33,2.7223247503396732e-45,2.0753151662580913e-62,2.4141396016256777e-61,1.5297159196160685e-35,1.647268018360083e-53,2.0797544039036037e-27,2.0679182487934413e-59,1.0745600330692356e-47,5.042063548121866e-55,2.424510503591266e-53,7.353022173393692e-61,6.23084993695221e-74,5.213905947095436e-76,2.4241182755435757e-59,2.2136135456427568e-73,3.700665652043889e-58,1.0560364900033567e-87,3.76,0.0,0.7405942927047245,0.9999999999936153,2.2242981566075135e-39,1.1074889164538673e-44,2.2049596368479283e-16,2.2049596368479283e-16,3.5701625303453695e-35,1.310395100482988e-40,6.3846844824481915e-12,2.1288626396014897e-38,1.2254993758523359e-40,1.384217523593171e-19,4.8380653848633934e-30,1.4405510225440072e-39,1.2762596332340245e-30,9.556241006117354e-19,2.5285926230178236e-37,1.6647357512419705e-29,1.6102080059578347e-34,5.50492326380114e-39,1.308897783586339e-35,7.059202961951544e-32,9.335718134650797e-61,4.966270421669721e-51,2.0797544242055696e-27,5.144752446510941e-70,7.484673068154133e-33,4.647761771997841e-30,8.207613603000523e-49,3.9232326576072746e-61,3.9569844930547636e-59,1.7041613090774066e-46,2.692844376463462e-57,1.1798999670761709e-80,3.970667422944145e-85,1.0105998168796183e-88,1.456345151203165e-75,1.4386498258042344e-60,4.229024012586676e-85,8.156246849123024e-68,1.2446425361872552e-52
2.0320736697866114e-16,0.48515967059742676,3.978164993496671e-25,7.297704764851983e-30,6.659214737705096e-29,8.636355013611164e-35,0.0,0.0,2.768506171958941e-19,1.7191252291975393e-33,2.558618952980599e-42,4.2899138517081115e-44,4.0593159745838465e-54,9.691318490640448e-63,7.676488582411418e-45,7.826925290101987e-35,2.9939910534792837e-32,2.1779631762816443e-44,1.660374679995595e-61,1.9314033649310926e-60,6.119112667062449e-35,1.3178769744666912e-52,4.159621608691795e-27,3.3088374910086426e-58,8.59688836816502e-47,4.033908155135225e-54,1.9397309932879045e-52,1.176569037164189e-59,1.9940671049947309e-72,1.6686131812625181e-74,3.878786517106669e-58,4.820237058275378e-72,5.921495299288205e-57,6.75931889626855e-86,3.76,0.0,0.7405942927047243,0.9999999999872303,1.7795230016679858e-38,8.860331944368924e-44,4.410038906902781e-16,4.410038906902781e-16,1.428123106180772e-34,5.241793684399376e-40,1.2769712981268911e-11,8.515797058416743e-38,4.902198648284037e-40,2.7685101496393004e-19,1.9353049014182222e-29,1.1249806598989372e-38,5.105246266646421e-30,1.9113000499287454e-18,1.0114782058743312e-36,6.65921397032012e-29,6.441094112040121e-34,2.2020591643813713e-38,5.235804179706991e-35,2.823796084935296e-31,1.4595721536197818e-59,3.9732049510055343e-50,4.159621689902962e-27,1.607479552155447e-68,2.993991053488354e-32,1.859180356953164e-29,6.566402597480251e-48,6.277628385704761e-60,6.331633790594877e-58,1.3633937903229508e-45,4.308770223925543e-56,7.370467530758606e-79,2.4803521857861147e-83,6.312902252522006e-87,4.550398676953056e-74,2.2432751913276427e-59,2.6417389777770566e-83,1.3050661430216702e-66,9.957612910968353e-52
4.0642024645947833e-16,0.4851596705974268,7.956451371044615e-25,1.459562290394004e-29,2.6637400883306168e-28,3.4546173024850477e-34,0.0,0.0,5.537087446532981e-19,6.876640822805444e-33,2.0469437477210366e-41,3.432012486886922e-43,3.247531911350728e-53,7.7532386011426965e-62,3.0706578481128453e-44,3.130833758363794e-34,1.1976207869467334e-31,1.7424118743122855e-43,1.3284012404040512e-60,1.54515936278005e-59,2.4476948654311407e-34,1.0543266019608694e-51,8.31935590085952e-27,5.29427462105041e-57,6.877673935978845e-46,3.2272318386408453e-53,1.5518338314373936e-51,1.882578852929805e-58,7.3929617978952e-71,6.186340393124872e-73,6.206216236984889e-57,1.1803068012582496e-70,9.474736695440619e-56,4.326183424168473e-84,3.76,0.0,0.7405942927047239,0.9999999999744603,1.423652192482711e-37,7.088433804402754e-43,8.820197447012483e-16,8.820197447012483e-16,5.712608514483944e-34,2.0967601263632384e-39,2.553976279754924e-11,3.4063881183495494e-37,1.960920692812128e-39,5.537095401045779e-19,7.741377099308053e-29,8.889997930382793e-38,2.042140053931101e-29,3.822651948462872e-18,4.045995134122709e-36,2.6637397820816623e-28,2.5764900622421468e-33,8.808417916892269e-38,2.094364281029996e-34,1.1295414138221856e-30,2.3079992970590907e-58,3.178639407861406e-49,8.319356225710793e-27,5.081783804463705e-67,1.19762078695399e-31,7.436872711974349e-29,5.253246765013538e-47,1.004457033798465e-58,1.0130976464354801e-56,1.0907409287992061e-44,6.894207728342992e-55,4.65920908441601e-77,1.5679438029139651e-81,3.990673805007841e-85,1.438541212618466e-72,3.5423864815920986e-58,1.6699631045932227e-81,2.0881597934645506e-65,7.96627928470464e-51
8.128460054211127e-16,0.4851596705974268,1.5913064526164072e-24,2.91915054008739e-29,1.065506873586376e-27,1.3818649881453818e-33,0.0,0.0,1.1074249995805455e-18,2.7506843106005816e-32,1.637574431899753e-40,2.7456424848022513e-42,2.5980596408889572e-52,6.202664140287855e-61,1.2282755877619362e-43,1.252346199033258e-33,4.7905318783453175e-31,1.3939460038312753e-42,1.06284555385625e-59,1.2361421529997252e-58,9.790879059823408e-34,8.43471287149836e-51,1.6638824015560383e-26,8.470947093664704e-56,5.502204439262595e-45,2.5818314133005233e-52,1.2414866788045387e-50,3.012180877836367e-57,2.375914078497984e-69,1.988135896668133e-71,9.93007217669038e-56,3.197481749917586e-69,1.5159854084154336e-54,2.768827579126732e-82,3.76,0.0,0.740594292704723,0.9999999999489202,1.138935270135049e-36,5.6708143428950885e-42,1.7640514527231882e-15,1.7640514527231882e-15,2.285066543637911e-33,8.387125774224004e-39,5.1079833704697756e-11,1.362569101457318e-36,7.843773269458932e-39,1.1074265901115607e-18,3.096582335439113e-28,7.068058055302553e-37,8.168643309335745e-29,7.645355745131552e-18,1.6184145125811563e-35,1.0655067516545786e-27,1.0306065075563308e-32,3.5234046497115048e-37,8.377542337703486e-34,4.518211610658179e-30,3.6709451679136615e-57,2.5429417048338246e-48,1.663882531497864e-26,1.6162263018726468e-65,4.79053187840337e-31,2.974779330019504e-28,4.20264728375686e-46,1.6071604480477106e-57,1.6209840181495025e-55,8.726030995936007e-44,1.103087262303988e-53,2.9633682137651675e-75,9.972495980285638e-80,2.5381638465016854e-83,4.575192037204482e-71,5.630337621210329e-57,1.0621354713314428e-79,3.341100906695369e-64,6.373098854813639e-50
1.6256975233443814e-15,0.485159670597427,3.1826452436497872e-24,5.838345527164455e-29,4.262049167013727e-27,5.5275201479544545e-33,0.0,0.0,2.2148575094847963e-18,1.100279320581845e-31,1.3100673179869757e-39,2.1965268782850717e-41,2.0784652914737336e-51,4.962160192078334e-60,4.913126971200004e-43,5.009409924499898e-33,1.9162224967048444e-30,1.1151633582150257e-41,8.50460608108807e-59,9.889195783424375e-58,3.916371543637782e-33,6.747810263670249e-50,3.327775836642395e-26,1.355360147842665e-54,4.4017896566225445e-44,2.065489614312652e-51,9.931971863775542e-50,4.819533166702581e-56,7.604016608438596e-68,6.36294826343408e-70,1.5888216274646816e-54,9.304717702942325e-68,2.4255986810215366e-53,1.7720721112861336e-80,3.76,0.0,0.7405942927047212,0.9999999998978402,9.111536218182134e-36,4.536678392502963e-41,3.5281148687670632e-15,3.5281148687670632e-15,9.140311807929381e-33,3.3548673337634745e-38,1.0215986061760472e-10,5.45030407416807e-36,3.137533831893363e-38,2.2148606890282746e-18,1.2386392307136429e-27,5.6368700488224345e-36,3.267473941191836e-28,1.529076333687062e-17,6.473690941618945e-35,4.262048683836325e-27,4.1224469882850606e-32,1.4093703411147814e-36,3.3510339734983855e-33,1.8072938315894283e-29,5.856028961111769e-56,2.0343654342758702e-47,3.32777635641231e-26,5.1560125542895906e-64,1.9162224967512862e-30,1.1899177715831472e-27,3.362137769866463e-45,2.57148007134621e-56,2.5935926833671748e-54,6.980866188035327e-43,1.7649508274148237e-52,1.8906273167898954e-73,6.362445834020829e-78,1.6193472005796844e-81,1.4595586159412763e-69,8.978566728325183e-56,6.77640665892432e-78,5.345804248013346e-63,5.098509004741814e-49
3.251400559190919e-15,0.48515967059742726,6.365387465754997e-24,1.1676809453577376e-28,1.7048239981995728e-26,2.2110393470250802e-32,0.0,0.0,4.429722529492327e-18,4.401128475203714e-31,1.0480569616686003e-38,1.757226486405482e-40,1.6627855590305515e-50,3.96973902708459e-59,1.96525549092758e-42,2.00376878498711e-32,7.6649094712895e-30,8.921332340060762e-41,6.806570967696784e-58,7.911379903280546e-57,1.566552601405659e-32,5.398264107785793e-49,6.655561955400019e-26,2.1685831165901037e-53,3.52144214957196e-43,1.6524112589164664e-50,7.945608829471701e-49,7.711288048464674e-55,2.433308214774551e-66,2.0361626061555913e-68,2.5421226139363946e-53,2.82915176772005e-66,3.880975504139378e-52,1.1341333390098006e-78,3.76,0.0,0.7405942927047177,0.9999999997956805,7.28925058489104e-35,3.629353478525907e-40,7.056241700854796e-15,7.056241700854796e-15,3.656133335853882e-32,1.341950314522736e-37,2.04319454839926e-10,2.180127131331675e-35,1.2550235770943919e-37,4.4297288824727e-18,4.954569494892858e-27,4.5024654090553105e-35,1.3069928989046847e-27,3.058157851395557e-17,2.589482933548008e-34,1.7048238085699436e-26,1.648982981053285e-31,5.637506203771654e-36,1.3404169935898866e-32,7.229193670741798e-29,9.355659470975382e-55,1.6274971738568857e-46,6.655564034484709e-26,1.647378082789509e-62,7.664909471661038e-30,4.759683089529878e-27,2.689718183511202e-44,4.1143867948006075e-55,4.149750172911363e-53,5.5847094506668964e-42,2.8239302485637664e-51,1.208104356122772e-71,4.065579476253546e-76,1.0347573455610991e-79,4.663380564187999e-68,1.4341765117395226e-54,4.3300853514343255e-76,8.553342178160143e-62,4.078818771980632e-48
4.877103595037456e-15,0.4851596705974276,9.548194327899157e-24,1.751534733374692e-28,3.622753699722289e-26,4.698499822184355e-32,0.0,0.0,6.644587549698886e-18,9.35240500555117e-31,2.996790154583627e-38,5.024572935687737e-40,4.754544974590722e-50,1.1350979693894583e-58,4.176170607922794e-42,4.258011440764875e-32,1.6287944797199843e-29,2.5509452465024678e-40,1.946749124863686e-57,2.262161882755609e-56,3.32892676795833e-32,1.5435672998730862e-48,9.983347322742724e-26,7.981831581107114e-53,1.0069131280071318e-42,4.905623434371916e-50,2.358329178179655e-48,2.939931670049165e-54,1.0757417376122954e-65,9.001679936198115e-68,9.35670585850538e-53,1.3143196236802342e-65,1.4796233858201054e-51,6.471987401110467e-78,3.76,0.0,0.7405942927047141,0.9999999996935214,2.0842716745949784e-34,1.0377690504492015e-39,1.0584368532942511e-14,1.0584368532942511e-14,7.769288143355298e-32,2.8516465047179037e-37,3.064785894608223e-10,4.6327735565975425e-35,2.666937712092721e-37,6.644597071528124e-18,1.0528468010479297e-26,1.2869073872936467e-34,2.7773619854652114e-27,4.5872393684647337e-17,5.50265530776699e-34,3.622753302107955e-26,3.504091444210733e-31,1.1979727366387791e-35,2.848388235067557e-32,1.536204798147882e-28,3.44235521754361e-54,4.653628273741198e-46,9.983351740800613e-26,7.520876370484668e-62,1.6287944798262204e-29,1.0114333981686985e-26,7.690918770568415e-44,1.568611623075581e-54,1.5820915933976165e-52,1.5969409256863322e-41,1.0394239116343827e-50,6.637223421993276e-71,2.2335947740194067e-75,5.684869672508671e-79,2.128495109196058e-67,5.276761485843104e-54,2.378909454308923e-75,3.148205192094638e-61,1.166288043676795e-47
6.502806630883994e-15,0.48515967059742793,1.2731065830082764e-23,2.335395916917094e-28,6.179994018481309e-26,8.015150282935219e-32,0.0,0.0,8.859452570104475e-18,1.5954108911771513e-30,6.321101017250348e-38,1.0598283272182353e-39,1.0028743268978213e-49,2.394251086931038e-58,7.124057854173356e-42,7.26366877558018e-32,2.7785328468917526e-29,5.380684280152429e-40,4.1072720464955386e-57,4.771556523460576e-56,5.678759654021789e-32,3.2558318148955957e-48,1.3311131938670678e-25,2.0243661342047435e-52,2.1238722947480298e-42,1.0689152694312816e-49,5.137720272117083e-48,7.910108539043393e-54,3.6761080316096027e-65,3.0761215468382795e-67,2.373064138848844e-52,4.068263000951184e-65,3.981037671176498e-51,2.5320209963439772e-77,3.76,0.0,0.7405942927047106,0.9999999995913627,4.396334451908544e-34,2.1889564053919837e-39,1.4112495365030209e-14,1.4112495365030209e-14,1.3253495153535155e-31,4.864575283132457e-37,4.0863726448236135e-10,7.902969655192715e-35,4.5495008363421024e-37,8.859465256194547e-18,1.7960334759040433e-26,2.7138576885521154e-34,4.737854652841943e-27,6.116320884894594e-17,9.38688619807316e-34,6.179993348599408e-26,5.977570083154487e-31,2.043604301847016e-35,4.859017118726031e-32,2.6205856737280007e-28,8.728850629110094e-54,9.815853933292234e-46,1.3311139475360025e-25,2.2431648727462468e-61,2.778532847115836e-29,1.7253870381480514e-26,1.6222381912503682e-43,4.220468232195786e-54,4.256727403812787e-52,3.368529273831333e-41,2.6362774039226133e-50,2.2830029384034763e-70,7.682885587168107e-75,1.9554222805394475e-78,6.343259536001427e-67,1.3380112970538591e-53,8.182715647398164e-75,7.984544906045623e-61,2.460040131182651e-47
9.754212702577068e-15,0.4851596705974285,1.9096960540666555e-23,3.503135641312045e-28,1.2794897524430816e-25,1.6594561580511917e-31,0.0,0.0,1.3289182611382767e-17,3.3030968729269104e-30,1.726489472550387e-37,2.894720777712483e-39,2.739174220610764e-49,6.539443800840277e-58,1.4749460211585592e-41,1.503850712046795e-31,5.75260153823336e-29,1.4696322463026847e-39,1.1223431083167962e-56,1.3032606068305516e-55,1.1757155073980145e-31,8.892690118486437e-48,1.996669940700271e-25,7.079309516427622e-52,5.800956404884569e-42,3.1027637931519884e-49,1.4908254706686933e-47,3.1993813293007986e-53,2.2603506155409743e-64,1.8914304283940478e-66,8.298723725889642e-52,1.9861089193039956e-64,1.6101990259881258e-50,2.1205513440209187e-76,3.76,0.0,0.7405942927047034,0.9999999993870464,1.2007758027565008e-33,5.978721402110897e-39,2.116874902920557e-14,2.116874902920557e-14,2.743968335642998e-31,1.0071488849740374e-36,6.129535358803008e-10,1.6362100794674733e-34,9.419228906418558e-37,1.3289201615226679e-17,3.7184605888618746e-26,7.410702520552005e-34,9.809130021159581e-27,9.174483916253872e-17,1.9434362805085628e-33,1.2794896166559566e-25,1.2375804288251032e-30,4.2310360662575477e-35,1.0059981587821115e-31,5.425591827237757e-28,3.0518753255015746e-53,2.681015292063441e-45,1.9966715010764637e-25,9.843671058354369e-61,5.752601538845403e-29,3.57219599819729e-26,4.4308375158792556e-43,1.707041977263007e-53,1.7216987053365083e-51,9.2011290466162e-41,9.219680399084061e-50,1.2302854788746699e-69,4.140222695327241e-74,1.0537559373341898e-77,2.7759754012185216e-66,4.678012458820947e-53,4.409567928588569e-74,2.792242174304187e-60,6.719134692721427e-47
1.3005618774270143e-14,0.48515967059742915,2.5463092955733852e-23,4.670902562936146e-28,2.1760774161157413e-25,2.8223340105061235e-31,0.0,0.0,1.771891265339297e-17,5.617703864546722e-30,3.612394386012066e-37,6.056725057782056e-39,5.7312929380331665e-49,1.3682704900889275e-57,2.5084970323242176e-41,2.5576563707135143e-31,9.783670627375178e-29,3.074962758610079e-39,2.3492915812702704e-56,2.72685776228173e-55,1.999584572681392e-31,1.8606486675811903e-47,2.662226411211613e-25,1.7689271378959014e-51,1.2137544195338282e-41,6.785453313484471e-49,3.2595191083882746e-47,8.666247888627033e-53,7.588073071371322e-64,6.349593028722015e-66,2.0736255954803825e-51,6.202686085270725e-64,4.361586997355531e-50,8.333990257990118e-76,3.76,0.0,0.7405942927046963,0.9999999991827319,2.512425263708978e-33,1.2509488179179294e-38,2.8225002693380864e-14,2.8225002693380864e-14,4.666771576765481e-31,1.7128967951598544e-36,8.172681171846605e-10,2.7827653434929435e-34,1.60197466959884e-36,1.77189379581189e-17,6.324128871500465e-26,1.5503602162686057e-33,1.6682764594012485e-26,1.223264694526215e-16,3.305276775450756e-33,2.176077189875937e-25,2.104800613298507e-30,7.195904905555355e-35,1.710939745820213e-31,9.227512596240774e-28,7.6248690040806755e-53,5.609582189113319e-45,2.6622290650030703e-25,2.8715253212049745e-60,9.783670628655774e-29,6.075370963223293e-26,9.270796486373295e-43,4.623909266443703e-53,4.6635927817501956e-51,1.925284849324048e-40,2.3038451712264377e-49,4.10514710591648e-69,1.3814859140808632e-73,3.51611351603893e-77,8.086879664270677e-66,1.1687532035326637e-52,1.471357618641589e-73,6.977069053808122e-60,1.405867943234859e-46
1.6257024845963218e-14,0.4851596705974297,3.182948005417966e-23,5.838698625449819e-28,3.324555056220003e-25,4.311941038040663e-31,0.0,0.0,2.2148642696187372e-17,8.582583366840051e-30,6.576227080536195e-37,1.1026037324314003e-38,1.0433643874606092e-48,2.4908841333456775e-57,3.8324166018146944e-41,3.9075210035883154e-31,1.494724013904296e-28,5.597852692937201e-39,4.278608623662581e-56,4.964141130654254e-55,3.0549138414871345e-31,3.387240333246994e-47,3.3277825856639324e-25,3.75297242835922e-51,2.2095939150093555e-41,1.2730545336468456e-48,6.114379817686962e-47,1.9468462938815567e-52,2.0506689255484165e-63,1.7159704877378343e-65,4.3994234775084676e-51,1.5891964457020975e-63,9.79817121923164e-50,2.6169909203360726e-75,3.76,0.0,0.7405942927046892,0.9999999989784191,4.573774978600593e-33,2.2773049178437942e-38,3.528125635755609e-14,3.528125635755609e-14,7.129772111009832e-31,2.6169195701997857e-36,1.021580887688291e-09,4.251437178156256e-34,2.4474716165765613e-36,2.2148674283718364e-17,9.661841252190707e-26,2.8221088538271996e-33,2.5487498308157808e-26,1.52908099717515e-16,5.04971672311814e-33,3.3245547179245595e-25,3.215660184293189e-30,1.0993748340579296e-34,2.613929695239002e-31,1.4097556149831285e-27,1.6175538719457431e-52,1.0212031793897053e-44,3.3277866400576913e-25,6.979091203979407e-60,1.4947240141374234e-28,9.281795174790447e-26,1.68771336332014e-42,1.0387471905316415e-52,1.0476578252154706e-50,3.5050373713952536e-40,4.8880333583600115e-49,1.1249773993368035e-68,3.785833118600426e-73,9.635582880269554e-77,1.9632686922782084e-65,2.4794013384209683e-52,4.0321128976944275e-73,1.4802646282556073e-59,2.559329054444575e-46
