Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132)
8.860081539851126e-12,0.48515967059912624,1.8305239450042783e-20,3.295747290227015e-25,9.494488036416821e-20,1.276792912243242e-25,0.0,0.0,1.2071017332791951e-14,2.4510916813688254e-24,9.2782342948819e-29,1.5551161353901824e-30,1.491766763793224e-40,3.5122656668384034e-49,1.0939739731233059e-35,1.1154491462867944e-25,4.268752303396549e-23,7.895635617829596e-31,1.401909359101916e-47,7.003386702261788e-47,8.724497466301521e-26,4.778724825346256e-39,1.8125287673829476e-22,2.49869948695919e-40,3.117423461259704e-33,2.0249090891541477e-40,9.364522389013326e-39,1.5231164685866573e-41,8.37721069790062e-50,7.009923593836268e-52,2.9289578672928523e-40,5.902240056909825e-50,7.66565221619612e-39,5.936263717854339e-59,3.76,0.0,0.7405942926854425,0.9999994499954983,6.453022824045331e-25,3.213002468942491e-30,1.9228291222663408e-11,1.922829122266477e-11,2.0349739364133688e-25,7.473073248466187e-31,5.500044896067625e-07,1.214088244058471e-28,7.12508679075943e-31,1.2070966542249202e-14,2.7592658208384217e-20,3.9796753001177205e-25,7.278923014005437e-21,8.33348477863464e-14,1.4420930133093293e-27,9.494551420349951e-20,9.183432750800529e-25,3.1642103660571113e-29,7.4650130089335e-26,4.026035365769699e-22,1.0763514849038276e-41,1.4407926344654826e-36,1.8136862003631104e-22,2.1345657970502693e-46,4.268752632312823e-23,2.6505992411545673e-20,2.3811366511204316e-34,8.12673303791664e-42,8.092887234458108e-40,4.945527019703494e-32,3.254792418259721e-38,1.5491082670375467e-52,5.209586227878049e-57,1.3271517967284481e-60,5.973282186720376e-52,1.6761407329900107e-41,5.517348265683206e-57,9.930083990375871e-49,3.609686591177074e-38
1e-11,0.48515967059944565,2.0799755197147004e-20,3.7369675387723e-25,1.2094715562815493e-19,1.6339136293841103e-25,0.0,0.0,1.362404811550289e-14,3.122368200320902e-24,1.333984092224175e-28,2.2357845716797287e-30,2.148347405183975e-40,5.049411446119844e-49,1.3934931358813183e-35,1.4208539769423425e-25,5.437826047049716e-23,1.1351598311111266e-30,2.1587184278259125e-47,1.0069094403249261e-46,1.1113861257345428e-25,6.870597645850272e-39,2.0455627979103323e-22,4.041724388109782e-40,4.4820888716225534e-33,2.929131032303324e-40,1.3463890781422755e-38,2.463714824334762e-41,1.5221449088085462e-49,1.2737078049581704e-51,4.73765287300435e-40,1.068900307311976e-49,1.239957430151231e-38,1.2080875610802895e-58,3.76,0.0,0.7405942926829617,0.999999380207234,9.277874650842635e-25,4.619516712716057e-30,2.1702160568326014e-11,2.1702160568327755e-11,2.592090222763191e-25,9.519619449581153e-31,6.197927523988824e-07,1.546576227659032e-28,9.09855368501301e-31,1.3623980896689819e-14,3.5149332700955895e-20,5.721797055449803e-25,9.272385475085918e-21,9.405651087511957e-14,1.8370283720642382e-27,1.209480687319748e-19,1.1698461639181017e-24,4.0347719218048765e-29,9.509430344176086e-26,5.12862733396734e-22,1.7410282318807068e-41,2.0715093319378623e-36,2.047037140100272e-22,3.8658484282016595e-46,5.437826519951626e-23,3.376485071767313e-20,3.423491639537401e-34,1.314540269770244e-41,1.3070267483718891e-39,7.110432496825805e-32,5.264706232850044e-38,3.1238764106253727e-52,1.0504696238250057e-56,2.6763683913905913e-60,1.0815974714767008e-51,2.7164170005767167e-41,1.1118569863034902e-56,1.6076672739256513e-48,5.189632726129443e-38
1.0524801448557981e-11,0.48515967059944565,2.1958877309375282e-20,3.941470157156617e-25,1.339748484367747e-19,1.8137078065872919e-25,0.0,0.0,1.4339040346586283e-14,3.45869238868693e-24,1.5552200405590276e-28,2.606531348387777e-30,2.50650727848444e-40,5.886641294510313e-49,1.543548775348344e-35,1.5738589656424905e-25,6.0235572128274e-23,1.3234004239830156e-30,2.591875496556464e-47,1.173897703436858e-46,1.2310984643203258e-25,8.01003544243874e-39,2.15283578560863e-22,4.9480138939143715e-40,5.225421926580478e-33,3.4245303008624306e-40,1.569681732039628e-38,3.01617235021706e-41,1.951674645908338e-49,1.633131730296273e-51,5.799978097830397e-40,1.3687036174178484e-49,1.518003035529835e-38,1.6161460743523164e-58,3.76,0.0,0.7405942926818196,0.999999348151691,1.0816573027541587e-24,5.385646097813003e-30,2.2841093098617852e-11,2.284109309861978e-11,2.871194463349858e-25,1.0544972999563896e-30,6.518482946323084e-07,1.7131585186653539e-28,1.0089878410939193e-30,1.433896480620895e-14,3.8935381971884425e-20,6.67073085729451e-25,1.0271153164616662e-20,9.899260350992726e-14,2.0348986361024047e-27,1.339759137873025e-19,1.295854332550688e-24,4.471404111090297e-29,1.0533726453383378e-25,5.681048596436089e-22,2.1314228403418422e-41,2.415061151750365e-36,2.154468897471187e-22,4.9502141366469215e-46,6.023557764158433e-23,3.7401662755894196e-20,3.991262585738052e-34,1.609310563760557e-41,1.5990373687550878e-39,8.289653269005039e-32,6.445217470675761e-38,4.1642987300815275e-52,1.4002954384025437e-56,3.567787079163606e-60,1.3848780761839838e-51,3.32827420909593e-41,1.4817928942720899e-56,1.9689207750757242e-48,6.050198466622735e-38
1.2189521357264835e-11,0.48515967059976495,2.5680298543026773e-20,4.595963953616264e-25,1.7970828524032553e-19,2.4489964001537954e-25,0.0,0.0,1.6607063575973742e-14,4.639353051219624e-24,2.416065740529175e-28,4.049052668834362e-30,3.903252905077061e-40,9.144039638443075e-49,2.0702692386638103e-35,2.110935450067938e-25,8.079755650710047e-23,2.0558233627108193e-30,4.402555330088997e-47,1.8236555657597344e-46,1.65134669343643e-25,1.2443634302886326e-38,2.49306412809289e-22,8.869118917069993e-40,8.117780795826003e-33,5.371000243496576e-40,2.43852913987168e-38,5.406409855707762e-41,4.026219784123195e-49,3.369079254052125e-51,1.0396143350356167e-39,2.8124160040100765e-49,2.720983715712342e-38,3.8228821921647414e-58,3.76,0.0,0.7405942926781968,0.9999992467759838,1.680376373681839e-24,8.366714674766306e-30,2.6453894974554534e-11,2.6453894974557122e-11,3.8508754272145404e-25,1.4144409064741836e-30,7.5322399957116e-07,2.297936114809604e-28,1.3582104774907251e-30,1.6606958475421997e-14,5.2226201605437214e-20,1.0363098101660697e-24,1.377730865221281e-20,1.14650352529801e-13,2.7295144113321037e-27,1.7970994356690353e-19,1.7382027112300025e-24,6.006376731175719e-29,1.4129493899753421e-25,7.620308015110271e-22,3.8204790156554117e-41,3.751847515014494e-36,2.495254556776471e-22,1.0172240109144405e-45,8.079756507215065e-23,5.0168469674047805e-20,6.20049948453617e-34,2.8846525243413656e-41,2.8598218859391963e-39,1.2878062976422673e-31,1.1552727669806696e-37,9.733866922257646e-52,3.2728005448381396e-56,8.339911259573357e-60,2.845077563479818e-51,5.982183794217366e-41,3.46041558389216e-56,3.533756131517655e-48,9.398533519809233e-38
1.5518961174678544e-11,0.48515967060040377,3.332649327364026e-20,5.9319076271289135e-25,2.9128544555607836e-19,4.0219289527665037e-25,0.0,0.0,2.1143110685817698e-14,7.519854307513682e-24,4.985801709600004e-28,8.354622205445101e-30,8.093330123862115e-40,1.8865642116073232e-48,3.355063997143385e-35,3.4210094306319143e-25,1.3096330746082904e-22,4.241967112244795e-30,1.0633610236347002e-46,3.7632276143780465e-46,2.6766416859434837e-25,2.567824214882863e-38,3.1732848590847593e-22,2.3182606171847596e-39,1.6751807800501266e-32,1.1317191507251222e-39,5.032144014943256e-38,1.413167852857128e-40,1.3325313468880181e-48,1.1150416457111831e-50,2.7173564941137968e-39,9.252964762246766e-49,7.112327116873151e-38,1.6052543995433883e-57,3.76,0.0,0.740594292670951,0.9999990454202708,3.4676301870754066e-24,1.726560104454834e-29,3.367949872637461e-11,3.367949872637881e-11,6.24042594826938e-25,2.292580069280143e-30,9.54579707980157e-07,3.7246012862451844e-28,2.2170092128405568e-30,2.1142932034251572e-14,8.465204934848281e-20,2.1385256869299644e-24,2.2331391545284377e-20,1.4596583045844402e-13,4.424168374271988e-27,2.912888768738115e-19,2.81740922201012e-24,9.763418600924281e-29,2.2902177669890437e-25,1.2351554030796887e-21,9.986122089133003e-41,7.742330791941113e-36,3.176834762390635e-22,3.346979360027499e-45,1.3096332513574289e-22,8.131520747206531e-20,1.2795341271682359e-33,7.54014993546575e-41,7.441362957125412e-39,2.6574882782651164e-31,3.0196807960807872e-37,4.0137759004224756e-51,1.349244869275133e-55,3.4393103821532495e-59,9.356645925699949e-51,1.5722983057362872e-40,1.4239912551428586e-55,9.26078983306917e-48,1.9392485913457195e-37
1.8848400992092253e-11,0.48515967060104237,4.124382792283907e-20,7.30486488564039e-25,4.2967612244246477e-19,6.010059259142764e-25,0.0,0.0,2.567915867085171e-14,1.1092595582293927e-23,8.932424360286085e-28,1.4966077920548937e-29,1.4569255976227731e-39,3.379190336212968e-48,4.948191999110184e-35,5.0455131703558005e-25,1.9318472859659517e-22,7.59900340797614e-30,2.1832192897512104e-46,6.7419623659318145e-46,3.94833472414907e-25,4.600355398224931e-38,3.85319110680822e-22,5.0325795526496034e-39,3.001194368150965e-32,2.0750669995314346e-39,9.015425727952767e-38,3.0677739679502664e-40,3.5029768258744194e-48,2.931236289762494e-50,5.898852664092463e-39,2.423666745172432e-48,1.543982351815365e-37,5.097813716861553e-57,3.76,0.0,0.7405942926637052,0.9999988459112662,6.212509602260755e-24,3.0932607914403855e-29,4.090510247812362e-11,4.0905102478129814e-11,9.203240235530897e-25,3.3817069250000564e-30,1.1540887079991716e-06,5.494059806167551e-28,3.2931343419953565e-30,2.567888722797356e-14,1.248700431814238e-19,3.831311289051218e-24,3.2941163516343483e-20,1.7728128157230896e-13,6.526038814844317e-27,4.2968228054308577e-19,4.155958387068417e-24,1.444278716625545e-28,3.378303806286456e-25,1.8219750643252453e-21,2.1678166636897042e-40,1.3870954859107637e-35,3.8584268180295606e-22,8.767261578281698e-45,1.9318476026256525e-22,1.199456343507243e-19,2.2923723207010693e-33,1.6368590659552483e-40,1.608069618635301e-38,4.7610225664328e-31,6.555172563463539e-37,1.2619903727070584e-50,4.2413186350963045e-55,1.0814680922966334e-58,2.449864436607578e-50,3.4318989892666384e-40,4.46844514566484e-55,2.0156199994695632e-47,3.473878867494276e-37
2.217784080950596e-11,0.48515967060168114,4.9432306771946335e-20,8.716122289155208e-25,5.948800771802089e-19,8.427856230156309e-25,0.0,0.0,3.021520753952594e-14,1.5357577008912782e-23,1.4551324060320864e-27,2.4377422703148105e-29,2.3847609445786407e-39,5.503666991008524e-48,6.849487076593661e-35,6.98428882696922e-25,2.6746177264051107e-22,1.2377832919125717e-29,4.010184972886484e-46,1.0982749293783944e-45,5.466425808052664e-25,7.494044431010058e-38,4.532783017643391e-22,9.636655336194633e-39,4.889060105662899e-32,3.466894263015164e-39,1.4686497150470751e-37,5.874346981061621e-40,7.876057384012911e-48,6.59056049020202e-50,1.1295247334058295e-38,5.437833685037852e-48,2.9565114819118203e-37,1.3417728954837616e-56,3.76,0.0,0.7405942926564595,0.9999986482320349,1.0120458559424726e-23,5.0390677095387216e-29,4.81307062298016e-11,4.813070622981016e-11,1.2738933285611342e-24,4.681803586361688e-30,1.351767934903234e-06,7.606287750929053e-28,4.5907902537029244e-30,3.021482406574572e-14,1.7288002486686216e-19,6.2413600263757724e-24,4.560661640248644e-20,2.085967058714292e-13,9.035109649365826e-27,5.948901211413313e-19,5.75384578613959e-24,2.0051829847092488e-28,4.677204882256143e-25,2.522487508561716e-21,4.151026682646744e-40,2.259642924840482e-35,4.540030724517198e-22,1.9670909600605387e-44,2.674618242259478e-22,1.660591789533214e-19,3.7343692137880454e-33,3.134362506307269e-40,3.065241018675301e-38,7.755823716119989e-31,1.2552045334875721e-36,3.3013746821706716e-50,1.1092991334692488e-54,2.829376245905585e-58,5.494486251157236e-50,6.607098203092206e-40,1.1666990450520063e-54,3.8696916636718986e-47,5.65841057503551e-37
2.550728062691967e-11,0.48515967060231985,5.789193410264217e-20,1.0166966383527354e-24,7.868970711958406e-19,1.1289789000754899e-24,0.0,0.0,3.475125730021445e-14,2.031479872199837e-23,2.2137888647267358e-27,3.7082412129443915e-29,3.6454187856805446e-39,8.371281614802977e-48,9.058783142110277e-35,9.237178632643816e-25,3.5379439234273174e-22,1.882924968183109e-29,6.790567868029593e-46,1.6708460761443153e-45,7.230914937652862e-25,1.140096584310186e-37,5.212060737901687e-22,1.685412831272656e-38,7.43801665714539e-32,5.4197369831624816e-39,2.234347532161228e-37,1.0274006602253405e-39,1.5819304248883147e-47,1.323734151730572e-49,1.9754598617833548e-38,1.0908579609297435e-47,5.1708366204440115e-37,3.0874415190914045e-56,3.76,0.0,0.7405942926492137,0.999998452365796,1.5396919146912297e-23,7.666274625103943e-29,5.53563099814085e-11,5.5356309981419836e-11,1.68471203526718e-24,6.1928521670668015e-30,1.5476341693184691e-06,1.006126122508741e-27,6.114156862589813e-30,3.475074255664957e-14,2.28681836185623e-19,9.495362661163952e-24,6.032774205444346e-20,2.3991210335583806e-13,1.1951364797677189e-26,7.869123653791029e-19,7.611066999039914e-24,2.659779275640071e-28,6.186918369319756e-25,3.3366904593679184e-21,7.259936039411365e-40,3.437746081755489e-35,5.2216464826775e-22,3.9460920309625307e-44,3.537944708232659e-22,2.1965527001933116e-19,5.681328097045414e-33,5.481900738511381e-40,5.336644118401552e-38,1.1799297103046906e-30,2.195276113054716e-36,7.566821816241004e-50,2.542006153865793e-54,6.485559618410534e-58,1.1017970721184923e-49,1.1617227394415985e-39,2.6689737710917656e-54,6.785603809615064e-47,8.607452703109944e-37
3.2166160261747085e-11,0.4851596706035971,7.562465133727577e-20,1.3192560760308748e-24,1.2513692234813875e-18,1.8403939620068416e-24,0.0,0.0,4.38233595307555e-14,3.230596355237324e-23,4.439555158458011e-27,7.434711206951788e-29,7.380128472205036e-39,1.6780589023763702e-47,1.4400714289116878e-34,1.4684669991568883e-24,5.62626169841335e-22,3.775248860794127e-29,1.637440528438385e-45,3.350606691562911e-45,1.1499087333935257e-24,2.2862739515215136e-37,6.569674191590275e-22,4.260818471886642e-38,1.4916144011463836e-31,1.1536372958592738e-38,4.480759128862394e-37,2.5973278585843723e-39,5.050427542102273e-47,4.226115517241857e-49,4.993897705383052e-38,3.478376205163876e-47,1.3072233157632283e-36,1.2493472096626805e-55,3.76,0.0,0.7405942926347221,0.9999980660059347,3.087713458164647e-23,1.5374061574651424e-28,6.980751748440915e-11,6.980751748442718e-11,2.6779438840444875e-24,9.847733546166743e-30,1.9339940214576196e-06,1.5999349320643683e-27,9.854621903941381e-30,4.382252453380271e-14,3.6366031493632556e-19,1.9041979609287255e-23,9.593697912565752e-20,3.0254281788065393e-13,1.9005363732413865e-26,1.2513999323209437e-18,1.2103493185997329e-23,4.252896734577528e-28,9.838772074579012e-25,5.306158776311279e-21,1.835329511290462e-39,6.894101022976437e-35,6.584913557311889e-22,1.2582481456086972e-43,5.626263272278483e-22,3.4929280697463187e-19,1.1393338130676695e-32,1.3858670111109998e-39,1.3367259880292769e-37,2.3661836697283896e-30,5.549643299119704e-36,3.0535517600432594e-49,1.0253255889469135e-53,2.617717478999287e-57,3.510375083209405e-49,2.9682144468447577e-39,1.0723737409899028e-53,1.7245391697179421e-46,1.72572174786613e-36
3.88250398965745e-11,0.48515967060487447,9.444201388718921e-20,1.6391940109288572e-24,1.8230906735656362e-18,2.74682687398787e-24,0.0,0.0,5.289546542796859e-14,4.7066091175597293e-23,7.806846635950976e-27,1.3070527375486552e-28,1.3100150591285681e-38,2.9495467133242205e-47,2.097265835000982e-34,2.138672659371106e-24,8.196796835681068e-22,6.637293897729325e-29,3.361531024371523e-45,5.89174429742364e-45,1.6752851912979607e-24,4.020201437438474e-37,7.926032636990924e-22,9.04250169558333e-38,2.6229434122919037e-31,2.1645177323601551e-38,7.879259418673187e-37,5.51216683535293e-39,1.2936887015850726e-46,1.0825372129552322e-48,1.0597903571430333e-37,8.90522154930901e-47,2.774261475564635e-36,3.858619216638262e-55,3.76,0.0,0.7405942926202305,0.9999976867004821,5.429665630443106e-23,2.703496384327747e-28,8.425872498712559e-11,8.425872498715185e-11,3.8997122884303795e-24,1.4346207991386236e-29,2.313299464965308e-06,2.3308133493382746e-27,1.4547489827894027e-29,5.2894233230583655e-14,5.298042140400291e-19,3.348463570779666e-23,1.397688098032648e-19,3.6517342514701985e-13,2.76879070473096e-26,1.8231447178709526e-18,1.7633201588100473e-23,6.229229753489028e-28,1.4333843918099854e-24,7.730361809015288e-21,3.8949704945015034e-39,1.2123120642839591e-34,7.9482280485242975e-22,3.2212220393616773e-43,8.196799603298209e-22,5.088536770338242e-19,2.003480112626833e-32,2.941173033085397e-39,2.8109468738593726e-37,4.160770243017612e-30,1.1777412541316748e-35,9.421035247667891e-49,3.161991938844352e-53,8.077823388246125e-57,8.979942916449904e-49,6.364392803565364e-39,3.29507320636067e-53,3.6791166069601395e-46,3.033889645486808e-36
4.773182115876452e-11,0.4851596706065831,1.2130747242786478e-19,2.096095143291742e-24,2.7554784021296604e-18,4.284268061767401e-24,0.0,0.0,6.5030134645543e-14,7.113779415105826e-23,1.4506460181446874e-26,2.427926509418161e-28,2.46464705874708e-38,5.477588842053058e-47,3.1683790473427107e-34,3.2310393829247478e-24,1.2388959704191882e-21,1.2329784696067966e-28,7.436492726840424e-45,1.09473604825712e-44,2.532100486364671e-24,7.469840795914174e-37,9.738309978499664e-22,2.0655676484675077e-37,4.873821165739906e-31,4.4126630530153683e-38,1.4640907582650063e-36,1.2591373101055557e-38,3.633296434930081e-46,3.0402805131338166e-48,2.420752408317956e-37,2.5000479479442274e-46,6.337250031734368e-36,1.3317927297198805e-54,3.76,0.0,0.7405942926008467,0.9999971901540821,1.0089247082035621e-22,5.023575247512813e-28,1.0358836469484075e-10,1.0358836469488041e-10,5.890673527868361e-24,2.1681857270252577e-29,2.8098458528250775e-06,3.522675989489298e-27,2.2370135348618918e-29,6.502825087570691e-14,8.007551348817992e-19,6.221967901803063e-23,2.1125204392037562e-19,4.4894667729412067e-13,4.1847259693202044e-26,2.755578898701392e-18,2.66511994337743e-23,9.481278447149392e-28,2.166456808189919e-24,1.1683803771179676e-20,8.897084762620023e-39,2.2526878952200925e-34,9.771843779848388e-22,9.042812284016376e-43,1.2388964846935771e-21,7.69051714429981e-19,3.722785149739961e-32,6.718555619893057e-39,6.342832025112681e-37,7.731166068833517e-30,2.6902111049439573e-35,3.24523332889577e-48,1.0885663622235076e-52,2.7832168138421183e-56,2.5183328276619174e-48,1.4733547392457532e-38,1.1290289554073085e-52,8.462890747819557e-46,5.6356265400133103e-36
5.663860242095454e-11,0.4851596706082916,1.5011363390607263e-19,2.588392692861317e-24,3.879739939805119e-18,6.2190342337733736e-24,0.0,0.0,7.716481068885317e-14,1.0016350600471481e-22,2.423664807136068e-26,4.0551159659832055e-28,4.168607979655521e-38,9.146372540009886e-47,4.45900211277776e-34,4.54733638073052e-24,1.7443851087627156e-21,2.0594215748258276e-28,1.4397341374353345e-44,1.8289472369732418e-44,3.565249958104666e-24,1.2479585963742051e-36,1.1548346842433976e-21,4.094868270859348e-37,8.142833651985183e-31,8.123881237807979e-38,2.4461095253215717e-36,2.4961660507478535e-38,8.551478486472676e-46,7.155727576198624e-48,4.79877511036685e-37,5.882691514352154e-46,1.2563306177059562e-35,3.7255323678915854e-54,3.76,0.0,0.740594292581463,0.999996705696983,1.6856590361304936e-22,8.393156724258054e-28,1.2291800440204735e-10,1.2291800440210326e-10,8.289231687604524e-24,3.052619674745605e-29,3.2943029397474406e-06,4.9596930858695234e-27,3.2031967810338964e-29,7.716213770278537e-14,1.1274594133834069e-18,1.0395257807841088e-22,2.9744620697411366e-19,5.327197375441693e-13,5.891973481422986e-26,3.879907927879324e-18,3.7524870795870883e-23,1.3441275121120922e-27,3.0503822055630546e-24,1.6450744171135783e-20,1.763765993351034e-38,3.763682083728922e-34,1.1595544372643444e-21,2.1277052534148627e-42,1.744385967992025e-21,1.0827670631555537e-18,6.219797056636171e-32,1.3319285101362813e-38,1.2421230857372682e-36,1.291640461635726e-29,5.333011559028004e-35,9.092594929083378e-48,3.0479846148882143e-52,7.800043647336794e-56,5.919200725915681e-48,2.958892001550435e-38,3.1447108777697866e-52,1.689386321977685e-45,9.41260745416958e-36
6.554538368314456e-11,0.48515967061000015,1.808605803546313e-19,3.1185494729192424e-24,5.195870744176417e-18,8.578830274467926e-24,0.0,0.0,8.929949370496081e-14,1.3414322953670568e-22,3.756287673414677e-26,6.282698502477864e-28,6.53937940774993e-38,1.416718401039662e-46,5.968818526517516e-34,6.087262966618865e-24,2.3361461982247336e-21,3.1908781997950424e-28,2.534778858546619e-44,2.8344514044723306e-44,4.774733606514539e-24,1.934034367197848e-36,1.3356146017371526e-21,7.34424032963091e-37,1.2619923395246007e-30,1.390060639923403e-37,3.791045327021928e-36,4.476929584802472e-38,1.774162413328204e-45,1.4845872954497382e-47,8.606309810952969e-37,1.2202182760561512e-45,2.2532710818119297e-35,8.930618423385236e-54,3.76,0.0,0.7405942925620793,0.999996233034856,2.612497532590972e-22,1.3008072041153046e-27,1.422476441087455e-10,1.4224764410882038e-10,1.1094654872246094e-23,4.087888417287748e-29,3.7669650544571934e-06,6.641819404447352e-27,4.3608816478710363e-29,8.929589387240062e-14,1.5099140236908828e-18,1.6110831251780455e-22,3.983511452995855e-19,6.164926058977773e-13,7.890502517881605e-26,5.196131192760938e-18,5.025413106614168e-23,1.8121356902253102e-27,4.0851555579417495e-24,2.2031139474042526e-20,3.1633022548714804e-38,5.833108082751331e-34,1.3419329842683442e-21,4.413199250083326e-42,2.336147529900354e-21,1.4499888035718652e-18,9.639613889905503e-32,2.3888688064524536e-38,2.2008758353255186e-36,2.001767009282405e-29,9.564565616907935e-35,2.1790253069058953e-47,7.300105641475066e-52,1.8697128011695212e-55,1.2264824930068588e-47,5.37334927714309e-38,7.495924309007452e-52,3.0507293548204064e-45,1.4583201874568685e-35
7.445216494533458e-11,0.48515967061170884,2.1354839382226762e-19,3.689028232477769e-24,6.703866279352475e-18,1.1391362231709096e-23,0.0,0.0,1.0143418383740204e-13,1.7307696760644974e-22,5.50505999321402e-26,9.204625060214611e-28,9.69916633170255e-38,2.075081320699388e-46,7.697512194231773e-34,7.850518834587624e-24,3.014178339557073e-21,4.675113323659264e-28,4.156182008642807e-44,4.1538870199533983e-44,6.160551431590758e-24,2.834295436414947e-36,1.516171028838173e-21,1.2225857379467526e-36,1.849501969955964e-30,2.249913338879217e-37,5.555958269475368e-36,7.452681211486559e-38,3.352472494426194e-45,2.8052874269244676e-47,1.4326137481462799e-36,2.3053048120308025e-45,3.751011755910247e-35,1.912844551326732e-53,3.76,0.0,0.7405942925426956,0.9999957718805348,3.8287672509546856e-22,1.9064150372521185e-27,1.6157728381493515e-10,1.6157728381503177e-10,1.430621250068778e-23,5.273957734660029e-29,4.228119363602363e-06,8.569009854852421e-27,5.71754168929022e-29,1.014295195416022e-13,1.948115940814194e-18,2.3611172749658706e-22,5.139667058491572e-19,7.002652823555507e-13,1.0180282372158115e-25,6.704248087133494e-18,6.483889564052737e-23,2.353320860668849e-27,5.270771839508637e-24,2.842494615760766e-20,5.265819295177213e-38,8.548778054847686e-34,1.5243200205742276e-21,8.337310756432159e-42,3.0141802912196493e-21,1.8707060206375863e-18,1.412732663725119e-31,3.976757981950886e-38,3.619770050076862e-36,2.9336101623233073e-29,1.5921484766622254e-34,4.666092678566402e-47,1.5622986019419484e-51,4.004682000221248e-55,2.3146905226160573e-47,9.053131479449551e-38,1.596661435348761e-51,5.1129468555970155e-45,2.136548576696381e-35
8.33589462075246e-11,0.4851596706134174,2.4817715637312777e-19,4.302291657939876e-24,8.403722015782448e-18,1.4684337319279392e-23,0.0,0.0,1.1356888122626459e-13,2.1696472313137494e-22,7.726525884397366e-26,1.2914720301008838e-27,1.377489271097752e-37,2.910755468477473e-46,9.644767431278754e-34,9.836804058189393e-24,3.778480634615059e-21,6.5598374871634995e-28,6.448100605091062e-44,5.829888404009204e-44,7.722703433329833e-24,3.977819224696976e-36,1.6965042437031443e-21,1.9211964934650197e-36,2.595803868129248e-30,3.4845893555862776e-37,7.797905486932869e-36,1.1711292661084898e-37,5.893500492743836e-45,4.931570490206304e-47,2.2511338773046474e-36,4.0519169976822335e-45,5.894451653562158e-35,3.7565522297203535e-53,3.76,0.0,0.7405942925233119,0.999995321953858,5.37379431710391e-22,2.675721886078407e-27,1.8090692352061625e-10,1.8090692352073738e-10,1.7923175303764138e-23,6.610793411891138e-29,4.678046028295242e-06,1.0741219490084093e-26,7.28054419335795e-29,1.1356301486398472e-13,2.4420621406124368e-18,3.313875341050258e-22,6.4429273617640805e-19,7.840377669180888e-13,1.276128235404812e-25,8.404258011031537e-18,8.127907991914713e-23,2.968807567743479e-27,6.607226024615937e-24,3.563212071187171e-20,8.274680969475763e-38,1.1998502890632334e-33,1.7067155477593732e-21,1.4653468831670794e-41,3.778483373854613e-21,2.3449078038414614e-18,1.9828019241385933e-31,6.249222975424789e-38,5.620221425399593e-36,4.11727936629921e-29,2.5018540922189375e-34,9.15520964656491e-47,3.063593327861858e-51,7.859314338294156e-55,4.0641690211801794e-47,1.4392463665218134e-37,3.1167659956534484e-51,8.088493279755013e-45,2.997724198111695e-35
9.226572746971463e-11,0.485159670615126,2.8474695008612424e-19,4.960802374811997e-24,1.0295433430006905e-17,1.8485463914774418e-23,0.0,0.0,1.2570358600828663e-13,2.6580649908527107e-22,1.0477228204966347e-25,1.750668278125888e-27,1.889819703736888e-37,3.9447208543885774e-46,1.181026896186377e-33,1.204581908989098e-23,4.629052186328889e-21,8.892706868354077e-28,9.571090057719603e-44,7.905086800915989e-44,9.461189611728128e-24,5.393676527399209e-36,1.8766145241390977e-21,2.883488324884602e-36,3.519888326793934e-30,5.205673437340196e-37,1.0573941136705375e-35,1.757725568988499e-37,9.783750400816269e-45,8.186854364573165e-47,3.378527754705894e-36,6.725416973019774e-45,8.846924937174829e-35,6.890123244082456e-53,3.76,0.0,0.7405942925039282,0.9999948829814688,7.286903927250179e-22,3.628310260135238e-27,2.0023656322578889e-10,2.0023656322593729e-10,2.194481532165545e-23,8.09836123903898e-29,5.117018405378408e-06,1.3158403506172897e-26,9.057154384581785e-29,1.2569637998978715e-13,2.9917495997753666e-18,4.493603093372109e-22,7.893290844146748e-19,8.678100595859848e-13,1.5633471789301776e-25,1.0296160370487854e-17,9.957459930629919e-23,3.6596781689162326e-27,8.094513087785313e-24,4.3652619638938084e-20,1.2419111638021282e-37,1.627009221434963e-33,1.8891195674011523e-21,2.4321050765320774e-41,4.629055900784926e-21,2.872583247115183e-18,2.688676859857797e-31,9.379438226816212e-38,8.334804653952399e-36,5.582879648000788e-29,3.7548655580002155e-34,1.6778274864895938e-46,5.611281454664875e-51,1.4406729622959986e-54,6.73872517663833e-47,2.1845736062517003e-37,5.682844122052838e-51,1.2220643383398117e-44,4.0635960654867964e-35
