Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62)
4.6806970667404225e-20,0.8705840396285474,1.9613401928084616e-22,9.164460450336242e-23,7.838857279770329e-31,9.512930017037044e-35,0.0,0.0,7.510812570397711e-18,1.584421266096738e-33,6.590097330068792e-45,4.441836495227342e-55,2.9391498958601143e-55,1.2788634353052629e-60,1.396087028359849e-42,5.642619872137994e-48,4.021553453797746e-61,1.8615492562491917e-59,1.86998541636877e-53,1.5017854359467532e-50,1.898301554193703e-30,1.6305807602945267e-47,5.0513139345345504e-61,1.0528802380082066e-104,6.619376382211381e-77,3.9260497866791597e-67,2.7080953967596718e-46,6.142044221206465e-65,1.8401197957483135e-113,4.1605636315573626e-83,3.946076738322078e-77,1.1717874021576173e-75,2.6819933264110478e-59,3.060008759567387e-102,3.76,0.0,0.6064403113960399,0.9999999999996665,1.1775518508163367e-43,9.99342227879993e-75,2.4086866304550333e-14,2.4086866304550343e-14,2.1779946844893126e-30,3.796987106764112e-33,3.334376640436489e-13,3.045762784535773e-34,3.060221683932613e-35,7.511008704345017e-18,1.331945925270686e-29,2.7612344648611268e-40,2.988867078253488e-29,1.4472770760352206e-15,9.786167703170693e-34,7.836318815158328e-31,1.118866548002433e-30
9.365460768638742e-20,0.8705840396285512,3.9243850163062313e-22,1.8336883073094553e-22,3.137585777078164e-30,3.807651646285285e-34,0.0,0.0,1.502815060783792e-17,6.341814185372e-33,5.276084925357585e-44,3.5561737213028556e-54,2.3533389567312744e-54,1.0238683519841842e-59,5.587986421377988e-42,4.518285076206699e-47,6.440883233313599e-60,2.981704593631365e-58,1.4971253657991902e-52,1.202341498594658e-49,7.598153333399353e-30,1.3054560711437708e-46,8.090138201484147e-60,1.3504376296796373e-102,2.1203911845701446e-75,6.287091356064838e-66,2.1686682444784212e-45,9.83870868971716e-64,2.3592410379069383e-111,1.3329815703047654e-81,1.2641577205202997e-75,3.754058786574604e-74,4.295994876742159e-58,1.9674255238074785e-100,3.76,0.0,0.6064403113960151,0.9999999999993328,9.42757482592031e-43,3.201180692151789e-73,4.8194659512926065e-14,4.819465951292609e-14,8.717654755622343e-30,1.5197843660866808e-32,6.671650219245457e-13,1.2190988625053104e-33,1.2248861904495037e-34,1.502854304605146e-17,5.331254852200229e-29,2.2106665205993575e-39,1.1963257525357535e-28,2.895811560476994e-15,3.917017430173998e-33,3.1365697296838376e-30,4.478382042299328e-30
1.8734988172435382e-19,0.8705840396285595,7.850476461816416e-22,3.668172831863063e-22,1.255443000309094e-29,1.5235570269263814e-33,0.0,0.0,3.0062826682706635e-17,2.53755173369915e-32,4.222471450202144e-43,2.8460256904794103e-53,1.8837575918128677e-53,8.194058561169052e-59,2.2359224376018541e-41,3.616304522931498e-46,1.0310534157193414e-58,4.773309446682674e-57,1.1981553020270027e-51,9.622386150018749e-49,3.0402510386633576e-29,1.0447616116645894e-45,1.2950653386306796e-58,1.7303228368342949e-100,6.788759051886771e-74,1.0064294796365206e-64,1.735811794579992e-44,1.5751093604358378e-62,3.0223198017524087e-109,4.268105651812184e-80,4.0475671484855564e-74,1.2019935212689748e-72,6.877438590953333e-57,1.2677375750515328e-98,3.76,0.0,0.6064403113959654,0.9999999999986653,7.544925093212674e-42,1.024903821695642e-71,9.641024592967354e-14,9.641024592967365e-14,3.488197429131006e-29,6.081117075022765e-32,1.3346197375367405e-12,4.8779833998389446e-33,4.901140250659899e-34,3.006361172920008e-17,2.133196368869347e-28,1.7692050830773865e-38,4.7868612965499845e-28,5.792880529360298e-15,1.5673171872164146e-32,1.2550364489998157e-29,1.7919361531252478e-29
3.7474042980028665e-19,0.8705840396285756,1.5702666546895362e-21,7.337141880978065e-22,5.0225894966592115e-29,6.0952233795223035e-33,0.0,0.0,6.01321788323973e-17,1.0151859289244773e-31,3.378618701203653e-42,2.2772624364237394e-52,1.507886312763157e-52,6.556491813490862e-58,8.945145696562699e-41,2.8937143612258825e-45,1.6500952567376767e-57,7.63936138021222e-56,9.587062871854557e-51,7.699370896892394e-48,1.2162983847238742e-28,8.35968025147538e-45,2.0726192644597216e-57,2.2159420063159363e-98,2.172964224456159e-72,1.6108806428336875e-63,1.3890004009013565e-43,2.520909066254801e-61,3.870166182015327e-107,1.36620486541178e-78,1.2955835887709865e-72,3.847491166153822e-71,1.1006980114070008e-55,8.213928352435672e-97,3.76,0.0,0.6064403113958661,0.9999999999973304,6.037086412529514e-41,3.280534078165981e-70,1.9284141876315255e-13,1.92841418763153e-13,1.3955061092404392e-28,2.432842808465243e-31,2.669529168162734e-12,1.9515109951496462e-32,1.9607752439220414e-33,6.013374909444029e-17,8.534174528626249e-28,1.4156328704311833e-37,1.915056220269963e-27,1.1587018467125941e-14,6.270289324520164e-32,5.020963026649806e-29,7.168911450696761e-29
7.495215259521523e-19,0.8705840396286079,3.140707549328757e-21,1.467507997923921e-21,2.009199309413651e-28,2.4382903352507554e-32,0.0,0.0,1.2027088313159147e-16,4.061074210117594e-31,2.703151604790781e-41,1.821998091269402e-51,1.2073741303400934e-51,5.24569149049791e-57,3.5783494891343523e-40,2.315239817713885e-44,2.6404802896689994e-56,1.222463145596662e-54,7.67037860412272e-50,6.16008157072756e-47,4.86558950560986e-28,6.68837921226018e-44,3.3166026577814826e-56,2.837128397817194e-96,6.954383776628337e-71,2.578515849481394e-62,1.1113407239457746e-42,4.0340453088983003e-60,4.9548390819575355e-105,4.3725170397952644e-77,4.146446934373993e-71,1.2313751057676355e-69,1.7613631252552483e-54,5.382399936722905e-95,3.76,0.0,0.6064403113956673,0.9999999999946605,4.830127714243461e-40,1.0499056208676708e-68,3.8570376443004684e-13,3.857037644300487e-13,5.582478743363202e-28,9.732163246530432e-31,5.339348027021137e-12,7.806679296332906e-32,7.843739311888498e-33,1.2027402382069256e-16,3.413947641320982e-27,1.1326138292511408e-36,7.660848328546373e-27,2.3175294342653353e-14,2.5083198594712147e-31,2.0085486684264694e-28,2.8677979642060444e-28
1.4990837182558834e-18,0.8705840396286721,6.281600849100926e-21,2.9350956175886067e-21,8.037124270969397e-28,9.75357864159921e-32,0.0,0.0,2.405482917292314e-16,1.624495785280223e-30,2.16262394683972e-40,1.457691925620666e-50,9.674660942545683e-51,4.196752420010111e-56,1.4313980402616737e-39,1.8522991919191495e-43,4.225030786327449e-55,1.956073302171798e-53,6.136594296056711e-49,4.928299210341416e-46,1.9463149984061447e-27,5.350957387778716e-43,5.3068937424886945e-55,3.6319869018721566e-94,2.225546541179551e-69,4.128533252981853e-61,8.891287438751879e-42,6.454956167710099e-59,6.342861572614997e-103,1.3993136424030078e-75,1.3269557380942828e-69,3.940685052950388e-68,2.8183780610082393e-53,3.604385895230816e-93,3.76,0.0,0.6064403113952699,0.9999999999893208,3.8642856149579614e-39,3.359913549359951e-67,7.714284557635808e-13,7.71428455763588e-13,2.233082360959103e-27,3.893023706270788e-30,1.0678985735163606e-11,3.12279878625517e-31,3.1376233992826566e-32,2.4055457325628445e-16,1.3656346240455003e-26,9.061340785910917e-36,3.064464025166914e-26,4.635184609369268e-14,1.0033687711712684e-30,8.034521600848539e-28,1.1471658638644746e-27
2.998208102863346e-18,0.8705840396288008,1.2563433490620183e-20,5.8702708569678035e-21,3.2149151163517694e-27,3.901527173837404e-31,0.0,0.0,4.811031089215175e-16,6.498115345906453e-30,1.730140223759793e-39,1.1662200295693747e-49,7.764248006623904e-50,3.357481630923733e-55,5.725708655794688e-39,1.4818822897871603e-42,6.760259129102071e-54,3.1298231026062216e-52,4.909392124331282e-48,3.942732952241886e-45,7.785418388765075e-27,4.2808675200795016e-42,8.491293588016944e-54,4.6492392936306975e-92,7.121978917019625e-68,6.614451281225608e-60,7.113254616776507e-41,1.0328351999288382e-57,8.119317177919715e-101,4.477991775649008e-74,4.246406717971459e-68,1.2610647725459952e-66,4.509562552052306e-52,2.5108478481948587e-91,3.76,0.0,0.606440311394475,0.9999999999786412,3.091501871475574e-38,1.0752068279352453e-65,1.5428778384296296e-12,1.5428778384296585e-12,8.932511167085567e-27,1.557241164191715e-29,2.1358261113151198e-11,1.249144928539604e-30,1.255074897266251e-31,4.811156720598176e-16,5.462649629710743e-26,7.249244689768994e-35,1.225810549112667e-25,9.270494959570938e-14,4.013556740876219e-30,3.2138740269074054e-27,4.588756811360758e-27
5.996456872078271e-18,0.870584039629059,2.5127282941558468e-20,1.1740621335925499e-20,1.2859791283592675e-26,1.5606398176481444e-30,0.0,0.0,9.62212743294114e-16,2.599272579527565e-29,1.3841286057240613e-38,9.330491910990782e-49,6.250409447737589e-49,2.6860171859194166e-54,2.2903067642415252e-38,1.1855230064036542e-41,1.0816582523763775e-52,5.0078016209614856e-51,3.9275605659149604e-47,3.154223795826373e-44,3.1141990348131517e-26,3.4247346604767924e-41,1.3586280621099096e-52,5.9512157902271045e-90,2.279070054643738e-66,1.0610870132754393e-58,5.690693561180646e-40,1.6525813475562087e-56,1.0393086186352775e-98,1.4329970738247995e-72,1.35887388708793e-66,4.0354801589099825e-65,7.215426209092151e-51,1.8680154045675065e-89,3.76,0.0,0.6064403113928852,0.9999999999572822,2.4732308495751317e-37,3.440717043314535e-64,3.0857766037576495e-12,3.0857766037577663e-12,3.5730408060365873e-26,6.229028017398965e-29,4.2716811715937e-11,4.996630543011577e-30,5.020350682171255e-31,9.622378693962816e-16,2.185082076000713e-25,5.7994645702458425e-34,4.903292073804476e-25,1.8541115659949492e-13,1.6054390277116144e-29,1.2855626881733058e-26,1.8355213941924748e-26
1.199295441050812e-17,0.8705840396295745,5.0255718515034845e-20,2.3481322294638112e-20,5.1439426780651736e-26,6.242695603218975e-30,0.0,0.0,1.924432011991404e-15,1.0397143200455728e-28,1.1073094552803191e-37,7.465431345527862e-48,5.062657320036188e-48,2.1488265057545227e-53,9.161273683154168e-38,9.484252747153956e-41,1.73066664290406e-51,8.012550319513091e-50,3.1420675047695663e-46,2.5233940102871006e-43,1.24568594981252e-25,2.7398039861399078e-40,2.1738217688608816e-51,7.617677514413731e-88,7.293083075743655e-65,1.7065861461904235e-57,4.55259079644906e-39,2.6442021995255778e-55,1.330355850360759e-96,4.5857156430337395e-71,4.348434418229775e-65,1.2913653104922825e-63,1.1544782835692121e-49,1.5296711707287133e-87,3.76,0.0,0.6064403113897058,0.9999999999145641,1.9785964210149046e-36,1.101038288477565e-62,6.171574134397385e-12,6.1715741343978515e-12,1.4292235856706645e-25,2.4916238765034432e-28,8.543391230875106e-11,1.99866238328104e-29,2.0081505055714526e-30,1.9244822629868006e-15,8.740372730136068e-25,4.6395991727056595e-33,1.961326804091376e-24,3.708235706060746e-13,6.42178877353434e-29,5.1422769074730636e-26,7.342122902643654e-26
2.398594948736782e-17,0.8705840396306058,1.0051553634839276e-19,4.6962724215252307e-20,2.0575823048629688e-25,2.4971682568340937e-29,0.0,0.0,3.848870549194375e-15,4.1588678564990395e-28,8.858501924666001e-37,5.973952437838135e-47,4.1498183122687725e-47,1.7190663145669497e-52,3.6645188162267287e-37,7.587429671591088e-40,2.7690773979305787e-50,1.282013469204737e-48,2.5136621131886165e-45,2.0187211975607054e-42,4.98275647103389e-25,2.191849691852483e-39,3.478128322361968e-50,1.4046450366344995e-85,2.3337960202167012e-63,2.758839699590456e-56,3.642087016418616e-38,4.230945154252782e-54,1.7029459466443744e-94,1.4675047271843557e-69,1.391505090236474e-63,4.132387633996973e-62,1.8471733256910958e-48,1.767966869278789e-85,3.76,0.0,0.6064403113833469,0.999999999829128,1.582881833879199e-35,3.523336681036268e-61,1.2343169195611631e-11,1.2343169195613492e-11,5.716908832292707e-25,9.966520824046166e-28,1.7086811104334918e-10,7.994669867406491e-29,8.032622600027112e-30,3.8489710458382e-15,3.496157959462881e-24,3.711690327129575e-32,7.845327157984484e-24,7.416483986152686e-13,2.568722041822056e-28,2.0569159938310334e-25,2.936856615377801e-25
4.797193964108722e-17,0.8705840396326683,2.0104695876077614e-19,9.39255280692372e-20,8.230339692334395e-25,9.989355050502117e-29,0.0,0.0,7.69774762283388e-15,1.6635492577246144e-27,7.086812051970026e-36,4.7817124703030915e-46,3.4793485146009836e-46,1.3752551070642353e-51,1.4658094092511452e-36,6.069954719475198e-39,4.430532509587991e-49,2.0512258851411793e-47,2.0109337159578574e-44,1.614979353561983e-41,1.9931051227580137e-24,1.7534823543672875e-38,5.565016098473331e-49,1.802247245766337e-83,7.468162437764155e-62,4.504662200852185e-55,2.913675365173987e-37,6.770102269948337e-53,2.1799596510039125e-92,4.6964192045483745e-68,4.452826008760634e-62,1.3223670156884766e-60,2.955483778230088e-47,1.9137768253912814e-83,3.76,0.0,0.606440311370629,0.9999999996582558,1.2663073467488927e-34,1.127470017572167e-59,2.468635931777922e-11,2.468635931778667e-11,2.286766401294838e-24,3.986613376341207e-27,3.4173649870842574e-10,3.197872015491002e-28,3.213053245395598e-29,7.69794859422245e-15,1.3984649429984425e-23,2.9693566290165392e-31,3.138134845470357e-23,1.4832980546177948e-12,1.027490123096905e-27,8.227674436012988e-25,1.1747441283200246e-24
9.594391994852602e-17,0.8705840396367934,4.0215695056858917e-19,1.8785113582823788e-19,3.2921379759890846e-24,3.996280018485255e-28,0.0,0.0,1.539550176704713e-14,6.65420126002516e-27,5.669453845274895e-35,3.82944230496647e-45,3.038663369064629e-45,1.1002049260914452e-50,5.8632415158505e-36,4.855968156681014e-38,7.08885913752139e-48,3.2819648835617417e-46,1.6087498335743886e-43,1.2919844406989704e-40,7.972425559602786e-24,1.4027869233763946e-37,8.904034348276655e-48,2.306923249532803e-81,2.3898144560802857e-60,7.497100030131814e-54,2.330942593476035e-36,1.0834007508144261e-51,2.7908154076922223e-90,1.503106009299593e-66,1.4249058765569487e-60,4.231579144846575e-59,4.7287792093511e-46,2.2238560880525047e-81,3.76,0.0,0.6064403113451933,0.9999999993165113,1.0130466305627348e-33,3.607907795629886e-58,4.93727395610708e-11,4.93727395611006e-11,9.147071105558197e-24,1.594646346370093e-26,6.834732348221047e-10,1.279149621236468e-27,1.285222211101194e-28,1.5395903621716752e-14,5.593863176259301e-23,2.3754870048910725e-30,1.2552547298025618e-22,2.9665973665593994e-12,4.109963104204963e-27,3.2910718657390057e-24,4.698979408044967e-24
1.918878805634036e-16,0.8705840396450437,8.045655221194071e-19,3.757023515504025e-19,1.3168556137889432e-23,1.5989408819757465e-27,0.0,0.0,3.079101004321063e-14,2.661681348935126e-26,4.535564755780929e-34,3.070066168537888e-44,2.839223735966509e-44,8.801643062895007e-50,2.3452974727679325e-35,3.884776258931369e-37,1.1342180906114708e-46,5.251146586932613e-45,1.2870030122133502e-42,1.0335879351282373e-39,3.188971237458742e-23,1.1222299538984387e-36,1.424646171639688e-46,2.9528647928670944e-79,7.647410530183278e-59,1.2922196113509025e-52,1.8647549961464306e-35,1.734028217532082e-50,3.573430477372131e-88,4.8115423545356364e-65,4.559701281716234e-59,1.3541060379053813e-57,7.566050861437934e-45,2.7020150897063834e-79,3.76,0.0,0.6064403112943219,0.9999999986330227,8.104376078034101e-33,1.1545311517665098e-56,9.874550004347954e-11,9.874550004359879e-11,3.658829353195471e-23,6.378587269056138e-26,1.3669465501836027e-09,5.1166001256979264e-27,5.140891245215397e-28,3.079181339960857e-14,2.237545860026609e-22,1.9003902121862424e-29,5.02102046370883e-22,5.933195990188818e-12,1.643985763309379e-26,1.3164291639183818e-23,1.87959228651145e-23
