Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064)
1.650769731036757e-08,0.5941921202192407,7.891485877497149e-12,1.502101568699214e-14,6.077914080380191e-11,1.7309441801730256e-13,0.0,0.0,1.5860723147740624e-09,3.768528412412265e-15,1.4721553911195714e-15,3.1242337142295355e-16,7.821858226532448e-21,1.5379126995977448e-33,1.9984949673603557e-24,4.366087998931889e-16,3.3915346356001727e-13,1.202192293652266e-17,2.010391549658951e-28,1.1100695771847467e-28,7.0393576641880086e-15,2.1754811272188426e-23,6.405395448338177e-16,1.4363619274640497e-22,2.975130656985471e-19,2.6234876930802995e-21,2.2339239883403655e-19,1.727602895121533e-18,4.595412266899115e-27,2.6982343373405564e-28,3.522549063261807e-22,3.405088681637748e-25,7.918515010880858e-21,1.3038717856506742e-23,3.76,0.0,0.8951174355586837,0.9998736014240148,1.2201109915349302e-12,1.8758309617092536e-16,4.5110254271839126e-06,4.511025682837282e-06,3.282197156238707e-15,3.0340629846211707e-19,0.00012639692659000972,7.069944643197805e-18,6.78155398924949e-19,1.5335106423163412e-09,4.254366099478747e-11,1.9197297354651585e-12,7.701232871134359e-12,6.274070826925109e-08,3.806911400113106e-17,6.197792771251189e-11,4.0605244344850127e-13,2.4144248615130624e-18,6.932087108620418e-15,1.2296645530059853e-12,1.8447161744203055e-23,1.4277291468245015e-22,1.6508298933889447e-15,1.2548463325690204e-24,3.393387685555443e-13,1.3156661938188416e-12,1.1160656804292879e-19,2.7610195401419736e-18,1.4811098711132852e-23,1.642520751820392e-18,1.0966608557360825e-21,1.4105042156067668e-27,2.5020621345676445e-32,5.381187373381393e-25,1.0126905656570249e-26,1.9258064222262934e-23,4.4140402327275185e-33,2.0974109627291422e-17,1.2739671257699658e-21,4.756903689022278e-15,4.888979830383682e-22,6.199502482949434e-29,4.487489983305897e-16,2.8819487439375886e-15,1.0249957306915822e-23,6.143856855466557e-16,6.556807994850894e-20,5.330137423440916e-23,4.556172866081135e-27,2.3997996746915797e-12,6.310871200853706e-28,1.9511684378119324e-18,9.93093339538595e-22,2.9432876037641626e-21,1.75987505973615e-13,1.0048869728697608e-33,2.169720501336427e-21,3.400520100578038e-19,1.5712458587874438e-23,4.226610221896202e-32,4.913560560526646e-23,1.0443219054010101e-20,1.1902829146423216e-19,7.064485096375316e-21,1.7673312780906878e-25,6.335183571686699e-25,4.834966069386912e-26
1.8857662318834366e-08,0.5941921881627481,1.0475813638198735e-11,2.2558673847217367e-14,7.908831219308278e-11,2.6075421151233184e-13,0.0,0.0,1.812203574220834e-09,4.918351449960984e-15,2.1927130933383686e-15,4.2289467916624315e-16,1.179958355709224e-20,2.05489553104359e-33,2.403823487135768e-24,4.93219686918432e-16,4.414547807154867e-13,1.732353969008871e-17,3.3712058400003795e-28,1.845085497203206e-28,9.186195472496775e-15,3.2040412824868396e-23,6.67711942408597e-16,2.4199677390176898e-22,4.369977003031257e-19,5.064657838631964e-21,2.8995974564336663e-19,2.2528768289416312e-18,8.892868272475586e-27,4.6712521455154095e-28,5.882575072256329e-22,6.295383568880363e-25,1.2896276029923592e-20,2.2716780140315488e-23,3.76,0.0,0.8951167886928855,0.9998736011786253,1.814971056850366e-12,2.7909493472852635e-16,5.153193807032746e-06,5.153194118426978e-06,3.834518907807824e-15,3.7652183804414977e-19,0.00012639692664109318,1.0249492646926108e-17,1.0614051795309578e-18,1.7441068084729046e-09,5.497421289219983e-11,2.8408599747567044e-12,1.0019710107505065e-11,7.16617192960674e-08,4.9781643582075757e-17,8.087158098298049e-11,4.623988946187214e-13,3.151023555588307e-18,8.956100253838344e-15,1.5962334179783068e-12,2.6865329050088e-23,2.1451037916374973e-22,1.9287455455504845e-15,2.026015141355545e-24,4.4172999252144395e-13,1.6155777909663242e-12,1.662045444412913e-19,4.108404884461027e-18,1.9486753624764458e-23,2.4498584344905936e-18,1.8282270374335368e-21,2.523526096311443e-27,4.1952454678951683e-32,1.0291087993888706e-24,1.9874813146697377e-26,3.259167679409298e-23,7.198057257027772e-33,2.3854754124843557e-17,1.7508470715863175e-21,6.9266712287742356e-15,5.824392079692971e-22,1.0537386957299938e-28,4.507379724182417e-16,3.750661426708417e-15,1.3461725744871678e-23,9.0914236632772e-16,8.577150561032262e-20,7.669651697393681e-23,7.877062993266436e-27,3.131375620040916e-12,9.164642994408095e-28,2.8998554727562923e-18,1.622866953662727e-21,4.9998457764316555e-21,1.8412545741181881e-13,1.804916114942595e-33,3.670118147098418e-21,5.7543231847004e-19,2.669477192186839e-23,8.395879207283378e-32,9.226786721385565e-23,1.5783951396933792e-20,1.7816780861215708e-19,9.263854952046013e-21,3.6628916984264023e-25,1.3714705469071463e-24,7.197938079723049e-26
2.120762732730116e-08,0.5941922561062528,1.346922895598722e-11,3.2315601655954615e-14,9.974201414947109e-11,3.750250003057915e-13,0.0,0.0,2.0384438939572817e-09,6.2212214162672186e-15,3.1164609493906164e-15,5.466103457524998e-16,1.697420185844325e-20,2.627879142674714e-33,2.811832103496599e-24,5.425365729920005e-16,5.569208071669449e-13,2.3945703749042276e-17,5.3823869487175485e-28,2.9039247136488206e-28,1.1618339815952985e-14,4.5028340520558357e-23,6.885805571538034e-16,3.8306362480503474e-22,6.124982033918756e-19,9.077604553155131e-21,3.6470990372782738e-19,2.8473885707750198e-18,1.5919691022584364e-26,7.683184836045123e-28,9.230213003304487e-22,1.0793921465102665e-24,1.9887302403411647e-20,3.715782721979874e-23,3.76,0.0,0.8951161418272605,0.9998736009306273,2.5760224603701218e-12,3.9621002638133344e-16,5.795361723823018e-06,5.795362092941087e-06,4.3873890527442994e-15,4.535661780234844e-19,0.0001263969266695288,1.4407862427153086e-17,1.5989371508573423e-18,1.9529332684952498e-09,6.885075778495016e-11,4.0112496651979995e-12,1.2634850653473756e-11,8.058011887252938e-08,6.313805755975602e-17,1.0227289839612249e-10,5.184206820096498e-13,3.985514535523877e-18,1.121533779027019e-14,2.008306062627273e-12,3.8842661068726075e-23,3.080312616679307e-22,2.2193070008013343e-15,3.141527252924951e-24,5.573107707428219e-13,1.9267792960888283e-12,2.361697716577279e-19,5.83296519376498e-18,2.48035520506886e-23,3.487997142041336e-18,2.8650798723454104e-21,4.2719685597595845e-27,6.712760679205838e-32,1.8207786065975593e-24,3.58936428883637e-26,5.181838030218204e-23,1.1257957052232199e-32,2.6373220114426302e-17,2.286608512104045e-21,9.625656178851944e-15,6.721162556262529e-22,1.6826590448055193e-28,4.5173597438019145e-16,4.730831184476582e-15,1.7101168721314178e-23,1.2836383068006415e-15,1.0881443097514094e-19,1.0573655311077444e-22,1.2767650770583369e-26,3.960053792913813e-12,1.2739033699374674e-27,4.112223896553121e-18,2.494091021152557e-21,7.979230403758661e-21,1.909566195076017e-13,3.036480039047508e-33,5.8323244373283546e-21,9.148012511072542e-19,4.2607855315863336e-23,1.5420423701522469e-31,1.6038475460760766e-22,2.2786013857610443e-20,2.541097746956291e-19,1.1761963374094456e-20,6.966338400991115e-25,2.711536273984407e-24,1.0223657668628192e-25
2.3557592335767957e-08,0.5941923240497569,1.6884812243766052e-11,4.459459555695231e-14,1.227200342376078e-10,5.198759155592461e-13,0.0,0.0,2.264800381123197e-09,7.677210909560056e-15,4.268569557762391e-15,6.818053517094061e-16,2.3517815211049434e-20,3.24860661566879e-33,3.2194965313463376e-24,5.849415295156808e-16,6.85458497126563e-13,3.205108464416128e-17,8.262795262005368e-28,4.379464578628348e-28,1.4335790566804032e-14,6.098377041951702e-23,7.046106569670664e-16,5.772324870764506e-22,8.273296271687414e-19,1.5333551801080587e-20,4.474862134602212e-19,3.511035014832972e-18,2.679816975408609e-26,1.2111492087054172e-27,1.3787717561527967e-21,1.744087829962407e-24,2.9362154298331855e-20,5.781864579467127e-23,3.76,0.0,0.8951154949617851,0.9998736006800747,3.52317650651388e-12,5.420125499112288e-16,6.437529177543712e-06,6.437529606039228e-06,4.9405001425613774e-15,5.338505346690613e-19,0.00012639692661682182,1.9740228961952966e-17,2.3350066232373365e-18,2.1600366703277668e-09,8.412930638912756e-11,5.4578930419744845e-12,1.5544189225893115e-11,8.949590775957391e-08,7.81811246621197e-17,1.261811208091846e-10,5.741298670246667e-13,4.9178984357075595e-18,1.370275796650286e-14,2.46518825556551e-12,5.566064123135497e-23,4.268787586643045e-22,2.5231732899218414e-15,4.715655650258512e-24,6.859909220158107e-13,2.2463768466359204e-12,3.233918127395701e-19,7.980201557228898e-18,3.076154673036075e-23,4.787530669316356e-18,4.2765565261837574e-21,6.922596746985087e-27,1.0350915298779025e-31,3.0295519688629768e-24,6.072757928466543e-26,7.842378738209699e-23,1.7028752201866582e-32,2.8544841962722344e-17,2.871614549989053e-21,1.28924910880148e-14,7.574041241197135e-22,2.5577057394619285e-28,4.522074930008795e-16,5.821561480552088e-15,2.1165030705306064e-23,1.7465007806675991e-15,1.3476542852610214e-19,1.4091398390454787e-22,1.9667724193073772e-26,4.885805652574898e-12,1.7104627178316166e-27,5.6194100398317465e-18,3.6522669811042346e-21,1.2121315201013233e-20,1.9684027717108479e-13,4.854608948414423e-33,8.822510015712278e-21,1.384351831446031e-18,6.473496372121808e-23,2.661987113107669e-31,2.62318265194817e-22,3.172913460058885e-20,3.4889950322989346e-19,1.4559243183249663e-20,1.2378653292499686e-24,4.9869679466468934e-24,1.399267084418054e-25
2.5907557344234753e-08,0.5941923919932625,2.07349604787421e-11,5.97016693424428e-14,1.480023495440877e-10,6.993966917565837e-13,0.0,0.0,2.4912799478710713e-09,9.286397238542274e-15,5.674206707597389e-15,8.268413355995462e-16,3.1606335212635474e-20,3.909796502874071e-33,3.6248955320390766e-24,6.210050100223436e-16,8.269771713658139e-13,4.181674371461552e-17,1.2281659727633889e-27,6.381548736181017e-28,1.7338547597411096e-14,8.015868602107321e-23,7.169338605536762e-16,8.358288892784524e-22,1.084596528641829e-18,2.467674440109422e-20,5.381349424291804e-19,4.243722261572489e-18,4.291717655268867e-26,1.8417847119421758e-27,1.979145047338682e-21,2.686375437787592e-24,4.183746758010634e-20,8.639411378928112e-23,3.76,0.0,0.8951148480964356,0.9998736004268762,4.676173836013348e-12,7.195652178467757e-16,7.079696168183938e-06,7.07969665747766e-06,5.493641596423152e-15,6.168046433962487e-19,0.0001263969265704104,2.64590943865898e-17,3.3222740940310998e-18,2.3654625856491325e-09,1.0076714242107717e-10,7.206973598577317e-12,1.8745324405215696e-11,9.840908671790153e-08,9.496041370490294e-17,1.5259548932880915e-10,6.295382274800382e-13,5.9481760797029096e-18,1.641157870905742e-14,2.9662024674214627e-12,7.891294107467479e-23,5.748910715672171e-22,2.8410070731899355e-15,6.891288980924665e-24,8.27682580476467e-13,2.5720665911734138e-12,4.2975747215186894e-19,1.059531196566508e-17,3.73607989209149e-23,6.37989521612162e-18,6.137215069221565e-21,1.0826137617009882e-26,1.5486231535144896e-31,4.796188542544751e-24,9.747839589798908e-26,1.1404265238184714e-22,2.5057625496003923e-32,3.039589878587797e-17,3.49683222408116e-21,1.67614680072576e-14,8.381489160939447e-22,3.7356418658868595e-28,4.524520450648583e-16,7.021973514989325e-15,2.565012131955764e-23,2.306096080354818e-15,1.6370235938989162e-19,1.8270486830062876e-22,2.907466846847103e-26,5.90860266650178e-12,2.2330391799330623e-27,7.452201907497656e-18,5.143830192753724e-21,1.7692593785692106e-20,2.0203932785194195e-13,7.452113432160544e-33,1.2823304670033824e-20,2.012899170184714e-18,9.450240742934788e-23,4.370143783128995e-31,4.084159870484237e-22,4.291626521727388e-20,4.645656542828525e-19,1.7656157233800925e-20,2.0817305136687763e-24,8.647252382223784e-24,1.8585349667956266e-25
2.825752235270155e-08,0.5941924599367712,2.5031407974931983e-11,7.794542399778677e-14,1.7556912526000073e-10,9.177918468464936e-13,0.0,0.0,2.717889316230786e-09,1.104886231191708e-14,7.358538050787144e-15,9.802316366374085e-16,4.141921068147377e-20,4.605247503080929e-33,4.026950831990688e-24,6.513937132238572e-16,9.813884783887864e-13,5.3434379253245107e-17,1.776557365679365e-27,9.03863901373026e-28,2.062661078028683e-14,1.0279247486516868e-22,7.264191761978029e-16,1.171066398189786e-21,1.3872039850814414e-18,3.814553524975379e-20,6.365052380826747e-19,5.045365517994465e-18,6.59585120004859e-26,2.7156309024963082e-27,2.749022825160294e-21,3.977910190068533e-24,5.787545036814935e-20,1.248310992977567e-22,3.76,0.0,0.8951142012311886,0.9998736001710119,6.054585415708203e-12,9.319097392946884e-16,7.721862695732862e-06,7.721863247085674e-06,6.0467468624357e-15,7.019575484487652e-19,0.0001263969265456882,3.479340655003929e-17,4.622505885238303e-18,2.5692556017420317e-09,1.1872279341793461e-10,9.283884293357887e-12,2.2235917649338148e-11,1.0731965650797604e-07,1.1353214085214279e-16,1.8151524531148902e-10,6.846572639213779e-13,7.076348502726548e-18,1.933527194086487e-14,3.5106873168228454e-12,1.105545981745857e-22,7.562318894656102e-22,3.1734744570403243e-15,9.845487067927655e-24,9.823001573959566e-13,2.9020246526344095e-12,5.571515477252303e-19,1.3723197973100953e-17,4.460137790700727e-23,8.297493142433712e-18,8.526667501728917e-21,1.6437332179426298e-26,2.259207776781332e-31,7.287193370895969e-24,1.4983994770619227e-25,1.60454985450635e-22,3.6026359890697847e-32,3.1958556658745074e-17,4.154017594036036e-21,2.126289290081795e-14,9.144410124933894e-22,5.278992160123563e-28,4.526225911481056e-16,8.33120702083465e-15,3.0553318662660097e-23,2.9705360332096505e-15,1.9571213058879698e-19,2.3157308117449303e-22,4.1543676428608833e-26,7.0284163104147976e-12,2.84840542297501e-27,9.641045960614525e-18,7.015858495031164e-21,2.498601705759341e-20,2.0674388733417428e-13,1.1066823633005017e-32,1.803332558522547e-20,2.8318106468542218e-18,1.3347883817471664e-22,6.8823748192661735e-31,6.105559164793915e-22,5.667553106606012e-20,6.031205507123275e-19,2.1053197953082502e-20,3.344934842051887e-24,1.4278846268751847e-23,2.408202871419815e-25
3.060748736116835e-08,0.5941925278802849,2.978524557903022e-11,9.963649704670161e-14,2.0540071320814162e-10,1.1793754085536216e-12,0.0,0.0,2.9446350226245386e-09,1.2964692535474464e-14,9.346727298488915e-15,1.1406504321595468e-15,5.3139183593547817e-20,5.329862447485916e-33,4.425239511910351e-24,6.768126028389924e-16,1.1486063605552893e-12,6.711032519734979e-17,2.5105124038475608e-27,1.2499257788554686e-27,2.4199979988128496e-14,1.2911246155651975e-22,7.337247199758243e-16,1.596009771222327e-21,1.737867363178174e-18,5.699157076215223e-20,7.424491381691691e-19,5.9158889994558896e-18,9.792022514068927e-26,3.898052508383221e-27,3.7143919019311934e-21,5.699354787065867e-24,7.808338356143434e-20,1.7534080630039535e-22,3.76,0.0,0.8951135543660205,0.9998735999125035,7.677813602634566e-12,1.1820672572473304e-15,8.364028760179781e-06,8.364029374748985e-06,6.599838473446965e-15,7.889227642613851e-19,0.0001263969265158111,4.4987768252479626e-17,6.307175803690903e-18,2.771459392687321e-09,1.3795600387077787e-10,1.1713246371344036e-11,2.6013692368614194e-11,1.1622761789002441e-07,1.3395901772954254e-16,2.1293963036373998e-10,7.394982055064054e-13,8.302416972044231e-18,2.2467558205022295e-14,4.097997089439688e-12,1.5294937299033737e-22,9.75417098495392e-22,3.5212448324949528e-15,1.379527699331376e-23,1.1497603079587464e-12,3.234824326983195e-12,7.074575049985732e-19,1.7408470985483244e-17,5.248336117376365e-23,1.0573802595496296e-17,1.1529480922225001e-20,2.4336377551730862e-26,3.2256243290993017e-31,1.0695933040446036e-23,2.2212557798473105e-25,2.195824480794964e-22,5.077484741940088e-32,3.326766336949922e-17,4.835793092666026e-21,2.6423388658152022e-14,9.86534022062885e-22,7.256032917127387e-28,4.527673613670332e-16,9.748420804955521e-15,3.5871571611959146e-23,3.747684070944192e-15,2.3089047052654475e-19,2.8797384756854053e-22,5.768786286698311e-26,8.24521806829605e-12,3.5632414194584565e-27,1.221605351112149e-17,9.315857557979208e-21,3.432082206638264e-20,2.1108788832758666e-13,1.598918583687061e-32,2.4666742033145613e-20,3.874941207712808e-18,1.8337449032940709e-22,1.046587050163504e-30,8.821497245504585e-22,7.336194537808207e-20,7.665604786982953e-19,2.4750886971834664e-20,5.172204554098986e-24,2.2624470761527598e-23,3.0563147094792126e-25
3.530741737810194e-08,0.5941926637673347,4.070639527798721e-11,1.546092268332615e-13,2.7178065152884403e-10,1.849869508553945e-12,0.0,0.0,3.398560704872736e-09,1.7256815678435284e-14,1.4335324597061406e-14,1.4780885778819187e-15,8.304596307913309e-20,6.851607782715116e-33,5.210960267691435e-24,7.154352039223305e-16,1.5211288119135006e-12,1.0153458686668408e-16,4.7287567298399175e-27,2.2535294658677223e-27,3.220263597066874e-14,1.9366418586349618e-22,7.436950845503244e-16,2.771245062444212e-21,2.5933503782629634e-18,1.1703749254222793e-19,9.76480382565232e-19,7.863317632209376e-18,1.9835318040944372e-25,7.50524354722169e-27,6.340061384135193e-21,1.0800102613837136e-23,1.3365892536909475e-19,3.228367556983419e-22,3.76,0.0,0.8951122606358258,0.9998735993875317,1.1735497375700148e-11,1.8078067744459343e-15,9.648359499725739e-06,9.648360243965533e-06,7.706044492638044e-15,9.67069585554533e-19,0.0001263969264436945,7.200711832666364e-17,1.1168553775719656e-17,3.171269899990236e-09,1.8009994187317828e-10,1.7724108696473524e-11,3.4421981718552736e-11,1.34035718469769e-07,1.806601598702347e-16,2.832992553501801e-10,8.483894133029286e-13,1.1048248444297299e-17,2.9333989164908754e-14,5.398583172792463e-12,2.818868873652828e-22,1.5473428969763257e-21,4.265387299097116e-15,2.5803418988775395e-23,1.5228858993224361e-12,3.904701296938764e-12,1.0843374543414123e-18,2.6628226752946066e-17,7.017189513335015e-23,1.6342666440786545e-17,1.973787145724502e-20,5.0155817210076453e-26,6.234978501267951e-31,2.1181376186505424e-23,4.469927221422523e-25,3.8434770089483347e-22,9.598156350876009e-32,3.5260381875161474e-17,6.248169364589361e-21,3.881189479565919e-14,1.1194765005668652e-21,1.2812891327466273e-27,4.530311436599313e-16,1.290352251873354e-14,4.774140570427287e-23,5.670366966318717e-15,3.1117801525485403e-19,4.2517536307808145e-22,1.0374587978270662e-25,1.0969671903209756e-11,5.317796899445953e-27,1.8643383595747482e-17,1.5390603931650704e-20,6.052119323771101e-20,2.1904995864495733e-13,3.124962052135979e-32,4.313461329449868e-20,6.7811802732904486e-18,3.234642138780722e-22,2.2224020728157154e-30,1.6949496600811557e-21,1.170833546631578e-19,1.1760029985174756e-18,3.3050439631336095e-20,1.1261216745275504e-23,5.136075777874947e-23,4.680227694554584e-25
4.000734739503553e-08,0.5941927996544243,5.357515653393687e-11,2.2712265534497956e-13,3.4698862955548183e-10,2.7473456268622395e-12,0.0,0.0,3.8531057857042706e-09,2.2163543008062543e-14,2.0841266077013078e-14,1.83174747004728e-15,1.2284383841912677e-19,8.455228801935005e-33,5.985649496762237e-24,7.416719732210432e-16,1.9439004120934586e-12,1.4702535790819424e-16,8.354547294693911e-27,3.81361600905356e-27,4.134651453169893e-14,2.7541458889746307e-22,7.496121509659598e-16,4.481490358318834e-21,3.669397679210725e-18,2.199431276278122e-19,1.2391024653877996e-18,1.0085576975672274e-17,3.6751974021938504e-25,1.3415930428877234e-26,1.0080497788932871e-20,1.8816199491787715e-23,2.1429767091958387e-19,5.52382021497809e-22,3.76,0.0,0.8951109669056633,0.999873598851908,1.700113409228141e-11,2.620562710292331e-15,1.0932688386740104e-05,1.0932689264807242e-05,8.812311608041654e-15,1.1493134041869093e-18,0.00012639692636740247,1.097521972381362e-16,1.8696523249096995e-17,3.565227802127369e-09,2.2689999593091187e-10,2.5421982297794696e-11,4.395317517190135e-11,1.5183339453422792e-07,2.3568781834400395e-16,3.636683021260351e-10,9.562965341819862e-13,1.4185686208933105e-17,3.696534980420467e-14,6.863087728876633e-12,4.950644102136545e-22,2.3349595550498387e-21,5.078848338978164e-15,4.5768444570860416e-23,1.9464359796956988e-12,4.575376051467779e-12,1.5754677541017364e-18,3.8605970811388084e-17,9.042719924456737e-23,2.39804685936816e-17,3.1536503695975246e-20,9.66863354669248e-26,1.1374606320209871e-30,3.8375204810375704e-23,8.199300750644809e-25,6.26376375552795e-22,1.7185997918051695e-31,3.661677501370265e-17,7.692958121841228e-21,5.407870293765283e-14,1.239784706381404e-21,2.10666315083626e-27,4.53248828845418e-16,1.6480944889425698e-14,6.123669368016426e-23,8.132369991849055e-15,4.054967920835061e-19,5.979150022831826e-22,1.7331548631997073e-25,1.408173620845537e-11,7.549502978676584e-27,2.696868849172422e-17,2.374952817939342e-20,9.93635474669821e-20,2.2640741200397813e-13,5.701383877189965e-32,7.023116444404204e-20,1.1049190144823792e-17,5.3124053090508205e-22,4.311037258145712e-30,2.9843637087708637e-21,1.775300385455888e-19,1.7085574391025274e-18,4.2559557128025135e-20,2.2200190840377504e-23,1.0478423902071206e-22,6.795596574589317e-25
4.470727741196912e-08,0.5941929355415656,6.845940926541765e-11,3.1967638419793214e-13,4.3087396275180304e-10,3.909647406054482e-12,0.0,0.0,4.308316427073155e-09,2.768571503078466e-14,2.906577115495487e-14,2.1963786012128573e-15,1.7408589608235862e-19,1.0134936623020416e-32,6.75533978801568e-24,7.591955743058979e-16,2.416311389486853e-12,2.0573438918455257e-16,1.4014556456520282e-26,6.1358938636232675e-27,5.163161466304528e-14,3.758081460732211e-22,7.531482850882623e-16,6.857859353697489e-21,4.981988261103657e-18,3.8563386660469555e-19,1.5292338003044083e-18,1.2582371729339853e-17,6.353779548850839e-25,2.2590687782473146e-26,1.5169178026090493e-20,3.072114718845646e-23,3.2641148340571235e-19,8.925483147654159e-22,3.76,0.0,0.8951096731753455,0.9998735983055679,2.3624038087806246e-11,3.643819300145431e-15,1.2217015421144252e-05,1.2217016437175011e-05,9.918494992818286e-15,1.3343324279753113e-18,0.00012639692631081308,1.6065343587625008e-16,2.987390687622792e-17,3.95365578670189e-09,2.7807466894800294e-10,3.497836825550717e-11,5.4591178552811954e-11,1.6962065215673033e-07,2.9975750620632824e-16,4.540407125025008e-10,1.063300355475311e-12,1.7714751206682514e-17,4.5319677005108434e-14,8.486856739495733e-12,8.321804914772297e-22,3.389969843225045e-21,5.967083573356691e-15,7.775979196921907e-23,2.419820774913708e-12,5.242987771936826e-12,2.195944377247479e-18,5.368894559020256e-17,1.1325021939452208e-22,3.380577583227553e-17,4.777909922948132e-20,1.7670513111190204e-25,1.9808246930754664e-30,6.488399384603326e-23,1.4000451862862408e-24,9.657026456855144e-22,2.9450579860564996e-31,3.752401643906321e-17,9.141605610760255e-21,7.233545192948026e-14,1.349908145374943e-21,3.276840016093151e-27,4.535297798776517e-16,2.0474675432567527e-14,7.633571232364373e-23,1.118840407611243e-14,5.149029835705061e-19,8.098625943710798e-22,2.7338526768441296e-25,1.758118315352242e-11,1.0311474902855985e-26,3.742160197954402e-17,3.477141339919489e-20,1.5432226540235244e-19,2.334246649164428e-13,9.863780745204476e-32,1.0817719856447399e-19,1.7031503965865377e-17,8.253651913658248e-22,7.793207383543878e-30,4.911424800474043e-21,2.5869537793460813e-19,2.379655312587025e-18,5.328342675774636e-20,4.0504428364093624e-23,1.9672609668417837e-22,9.469283412918261e-25
4.940720742890271e-08,0.5941930714287699,8.541880070680711e-11,4.347525681100038e-13,5.232887530835493e-10,5.375833338027628e-12,0.0,0.0,4.764236313419742e-09,3.382423297203705e-14,3.9209992456623274e-14,2.568332359657628e-15,2.3835409068792237e-19,1.1895517176215107e-32,7.527135976422842e-24,7.707155294943273e-16,2.9377853987839123e-12,2.8001534972322195e-16,2.2518416234024755e-26,9.470993277579228e-27,6.305793536263253e-14,4.961482494674829e-22,7.553022700518547e-16,1.0041657879237961e-20,6.544997417046318e-18,6.394891049297158e-19,1.8458357728625885e-18,1.5353538745004202e-17,1.03926583419344e-24,3.6219905428702037e-26,2.1845649673192613e-20,4.763287029539961e-23,4.770704284478816e-19,1.3773666849441388e-21,3.76,0.0,0.8951083794446854,0.9998735977485025,3.175097771159778e-11,4.900781979574769e-15,1.3501340602862175e-05,1.3501341761096326e-05,1.1024598405579909e-14,1.5212259660304982e-18,0.00012639692624374173,2.273133740842118e-16,4.5891080606925663e-17,4.336866465501996e-09,3.3335904806432213e-10,4.65544851004355e-11,6.632079292977125e-11,1.8739749740685396e-07,3.7367060930829787e-16,5.544104322506861e-10,1.169477965962448e-12,2.1635470324716076e-17,5.435837501482302e-14,1.0265443033707204e-11,1.3453267952370855e-21,4.7722645939256574e-21,6.9355861249583105e-15,1.274407379877626e-22,2.9424832243085477e-12,5.9052717596895555e-12,2.960909568788751e-18,7.222047287043825e-17,1.386420540076854e-22,4.616496385419622e-17,6.940312757809162e-20,3.090905047983243e-25,3.319023139296291e-30,1.0381153243025573e-22,2.258043771073776e-24,1.4242374644737385e-21,4.865168561984428e-31,3.812094663719731e-17,1.0574820846651277e-20,9.366061362562888e-14,1.4518252658412978e-21,4.875965314461361e-27,4.539237919169178e-16,2.487902152099374e-14,9.301794348513041e-23,1.4889871592329648e-14,6.4056978109279525e-19,1.0648187028829534e-21,4.118465549356729e-25,2.146778504020161e-11,1.3657744542794553e-26,5.0227122503226064e-17,4.88305787141329e-20,2.29268961751978e-19,2.402429113491459e-13,1.6353124580262183e-31,1.59395885129671e-19,2.5113474591055002e-17,1.22666096955555e-21,1.3313263920998796e-29,7.659698668996728e-21,3.651661482097818e-19,3.204506459087352e-18,6.522767496025114e-20,6.945238393659238e-23,3.455784157681258e-22,1.2770556695883357e-24
