Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H4F2(1),O2(2),H2O(3),CH4(4),CH2CHF(56),HF(38),C2H3F(137),C2H3F(136),O2(141),CH2CF(70),CH2CFO(79),C2H3F2(66),C2H3F2(64),CH2CF2(57),C2H2F2(59),CH2F(46),C2H2F(71),CHFO(47),C2H4F(62),S(289),C2H4F(63),C2H3F2(65),CF2CH(73),C2HF2(72),CH2F2(41),S(787),CF2(43),S(495),C2HF(58),CF2O(49),C2H2O(134),S(435),S(2464),S(1651),S(1682),CF3CHO(75),CF2CO(76),S(783),S(2674),CHO2(159),S(3132),S(537),S(1330),C2HF(1925),S(125),S(977),S(975),S(990),CHF2(82),S(499),C2H2O(450),CH3F(39),S(3133),C2H2F3(67),S(5616),CHFCF2(55),F(37),C2F(1924),C2H2F3(68),S(698),CHF3(42),S(5948),S(3043),S(706),S(2408),S(2271),S(529),S(1906),S(3064)
0.00046723357880320594,0.6102574318789812,4.096422996492846e-05,3.201486378590778e-06,3.6609333763765765e-05,0.0243433753121439,0.0,0.0,0.0036682627057691925,0.0019362240505583874,0.003622266938692333,0.0002595462570668474,5.085799142336749e-07,1.7819947642861678e-16,1.9442086514926735e-12,2.846915012771305e-09,7.322342857683965e-05,0.0005039383641116811,2.5570355742956173e-08,1.956157521520882e-12,6.041077905655288e-06,5.199382581798852e-13,4.2962401107787904e-10,5.599355533912211e-06,2.1082446266466158e-07,0.0004145214701890068,4.1661083306846494e-10,1.0415758779214271e-05,4.230710303534881e-06,3.7781308903397625e-09,5.322801746466292e-09,1.19085006612025e-11,1.8626749745634228e-08,2.0258457358496278e-07,3.76,0.0,0.7324402124312679,0.980891561944101,0.01791812978161428,0.0009522774306568542,0.11416519546004532,0.1193327051012793,9.833062319458044e-11,1.979303318000684e-14,0.000123997357905266,6.884910423988429e-07,4.869255933064625e-05,7.372544040997112e-05,3.232102873565309e-05,0.03663826410190749,0.005945959358508749,0.0001271612346550647,5.098367816585255e-07,0.0024841841461201507,7.424390756611863e-06,4.338787917422869e-07,7.94094748084921e-06,1.3714323674723859e-05,8.707163404582064e-07,4.2275474536788155e-07,0.000139245096935536,2.7216043455117632e-05,0.00014937707342500044,1.1929782564104662e-07,6.70617319274398e-06,0.0007080069403985736,4.317893069465827e-12,3.115698610015694e-05,1.119599761860487e-07,6.884325984253598e-07,2.2200954031500124e-12,9.691818771297117e-09,2.5028075099554704e-10,1.061210589068389e-07,2.005297000386383e-13,1.6352261906300622e-09,1.689738259865252e-13,2.9506216132135197e-07,1.320702887759853e-14,6.08251279939928e-13,1.8800089308790158e-10,0.00022510768544592108,2.0561326460817864e-11,0.00020696193216387227,7.365284516481878e-06,2.8112262373836067e-08,2.5596907325816127e-14,0.00017497262429679256,4.131113076331503e-13,2.445961706464969e-07,3.778381688140977e-10,1.421385345532713e-05,2.0930556064279416e-09,6.316873144711535e-12,2.3390773942872007e-08,4.7151936017190126e-06,9.052045040917763e-06,9.386918705742035e-09,2.764341543743242e-09,0.00018358248657721467,1.665229199200174e-08,2.2139527995155167e-11,1.2143268219307758e-08,7.90884183279225e-08,2.8059224136941275e-07
0.00046828646157271846,0.6103064608941315,4.114978682816215e-05,3.2242453847797636e-06,3.68441877477976e-05,0.024486635770209784,0.0,0.0,0.0036797664294810407,0.001949555504703128,0.003654931011891228,0.0002631269383700314,5.156731125706748e-07,1.817498388652919e-16,1.9728539727534662e-12,2.875565527798181e-09,7.36891402057429e-05,0.0005095243057351147,2.5999573327822563e-08,1.9801146246220317e-12,6.074578179538222e-06,5.26339055650859e-13,4.348948798240961e-10,5.6741099436897565e-06,2.128084963231894e-07,0.0004189702550826715,4.2357881804703145e-10,1.0562504232694896e-05,4.292469688605615e-06,3.844057327690824e-09,5.397769684200565e-09,1.2054040053706116e-11,1.8800232930036198e-08,2.0466191113147868e-07,3.76,0.0,0.7319105075524445,0.9807543679874553,0.01806052179058363,0.0009602487469757956,0.11437011932971082,0.11958482377015293,9.850713836303377e-11,1.9858729473662337e-14,0.00012398001485724333,6.940769188515462e-07,4.907152731506956e-05,7.40910237633998e-05,3.2500459323678644e-05,0.03687488275890979,0.0059799908399612725,0.000127881881285803,5.138159650467865e-07,0.0025014526972013994,7.4703837712636655e-06,4.3844373653495546e-07,7.990266206422115e-06,1.3846317721367329e-05,8.817537084277454e-07,4.2766619907058335e-07,0.00014097058458840302,2.7555166963639715e-05,0.00015049550362866647,1.198630618424038e-07,6.786342462437753e-06,0.0007166164692372468,4.3649491192100085e-12,3.138718304769613e-05,1.1276238887140094e-07,6.968590899736023e-07,2.247268014428009e-12,9.865620652133373e-09,2.547821692074347e-10,1.0762075428041236e-07,2.0298396676040276e-13,1.6549211031115617e-09,1.7063752154371412e-13,2.978370643728936e-07,1.3337056187086473e-14,6.155204237321728e-13,1.8907697087924727e-10,0.00022752536890965886,2.074420940229479e-11,0.00020982675303723517,7.461084208759876e-06,2.8471637732361738e-08,2.5823388727418908e-14,0.0001765164742967088,4.1801199046954386e-13,2.4595197291042887e-07,3.7984904846467647e-10,1.4316767807184792e-05,2.1054018524264007e-09,6.417208798118356e-12,2.3533160123381166e-08,4.7429398995425855e-06,9.1926526404642e-06,9.546921054296841e-09,2.7799963698797015e-09,0.000184966901187168,1.6773237786506772e-08,2.2300335255200373e-11,1.2300745219320139e-08,8.011564407764719e-08,2.847614876042333e-07
0.000469339344342231,0.6103555884181151,4.133547120078608e-05,3.2471185224893333e-06,3.7079872731720213e-05,0.02463042620751975,0.0,0.0,0.003691268505545541,0.0019629424058234973,0.0036878711221866403,0.0002667509702980761,5.228495443058042e-07,1.8531109004362795e-16,2.001847458226241e-12,2.904444482877975e-09,7.41563395953685e-05,0.0005151590289587338,2.643513800423206e-08,2.0043343859735766e-12,6.108262926305905e-06,5.328248724089597e-13,4.402145690576486e-10,5.74970653869598e-06,2.1480471566532688e-07,0.0004234593781378196,4.306603954562733e-10,1.0711060973522875e-05,4.354976204558729e-06,3.9109954604120305e-09,5.473649283565492e-09,1.2201131583908739e-11,1.897498657747486e-08,2.0675754090192868e-07,3.76,0.0,0.7313795817672911,0.9806162870186247,0.018203851458509054,0.0009682715488233644,0.11457463216476778,0.11983690279495586,9.868329964450172e-11,1.9924686736168052e-14,0.0001239625596796025,6.996917005559788e-07,4.945218597608086e-05,7.445707452043233e-05,3.268036064252901e-05,0.03711256804647131,0.0060141276520981135,0.0001286050286011376,5.178144773752154e-07,0.002518835957605253,7.516485392743793e-06,4.430489112997125e-07,8.039702230462631e-06,1.397929381255285e-05,8.929043778122036e-07,4.326207865977301e-07,0.00014271571423309735,2.7897665650305693e-05,0.00015162264321030318,1.204286702804871e-07,6.86750861180631e-06,0.0007253237952111959,4.412438028141592e-12,3.161830944059654e-05,1.1356765948627057e-07,7.053664631644283e-07,2.274701414317046e-12,1.0042066547322235e-08,2.5935273956765337e-10,1.0913950008173738e-07,2.054617866376731e-13,1.6748024492173606e-09,1.7231387011613605e-13,3.0063153523669364e-07,1.3468072308718614e-14,6.228799519513368e-13,1.901563800208721e-10,0.00022996422213179214,2.0928198500761923e-11,0.0002127266944368581,7.557927599439117e-06,2.8834804412720612e-08,2.6051313620739488e-14,0.00017807518853734744,4.229629735152648e-13,2.4731187020787064e-07,3.8186493763139923e-10,1.4420307987483813e-05,2.117781801675987e-09,6.519067880125757e-12,2.367609222313148e-08,4.770778856397947e-06,9.335509427679522e-06,9.709650888125334e-09,2.7956954560241835e-09,0.00018635979192106,1.6895085173548952e-08,2.2462340582121244e-11,1.2459888075473744e-08,8.115376770842348e-08,2.889865228484175e-07
0.0004702869388347923,0.6103998875030305,4.150269047180406e-05,3.267801895244196e-06,3.7292695404537124e-05,0.02476028991181583,0.0,0.0,0.003701618724205593,0.001975037896397068,0.0037177548314315605,0.0002700500070669104,5.293800604289708e-07,1.8849110486769008e-16,2.0282447639399673e-12,2.9306321045866306e-09,7.457808322264833e-05,0.0005202721830441431,2.6832635759427402e-08,2.026358916744787e-12,6.1387381851455915e-06,5.387356722764668e-13,4.450441835507517e-10,5.818469092971473e-06,2.1661172298643427e-07,0.00042753429638619096,4.371322822208577e-10,1.0846324709983401e-05,4.411876060532787e-06,3.972114919262437e-09,5.542727240145239e-09,1.2334851447977773e-11,1.9133355384004753e-08,2.0865935708211533e-07,3.76,0.0,0.730900704077025,0.9804912525485004,0.01833365286142246,0.0009755362236428433,0.11475834104169375,0.12006374045836271,9.884154115666154e-11,1.9984271581121067e-14,0.0001239467537440321,7.047696667556591e-07,4.9796217756761837e-05,7.478690793353644e-05,3.2842670327919117e-05,0.037327396637588654,0.006044940365518273,0.00012925798011995002,5.214296274397308e-07,0.002534579229981564,7.558068417908935e-06,4.4722817551304787e-07,8.084293561436288e-06,1.4099814153551852e-05,9.030374287378951e-07,4.371169169263405e-07,0.0001443032639768743,2.8208815949951036e-05,0.00015264455567085065,1.2093801460602914e-07,6.941420773618602e-06,0.0007332447948100312,4.455550473759177e-12,3.182711357448265e-05,1.142948268366433e-07,7.130925792300648e-07,2.299615500504692e-12,1.0203152510567534e-08,2.635260247487609e-10,1.1052282214363235e-07,2.0771205746755395e-13,1.692855801341774e-09,1.738334358752301e-13,3.0316331738705603e-07,1.3586834903045198e-14,6.295817404819141e-13,1.9113068153302988e-10,0.00023217739232391177,2.1094734308614302e-11,0.0002153669498370569,7.645985450356164e-06,2.916491733122612e-08,2.625768193290124e-14,0.0001794908343871232,4.2746215537006866e-13,2.4853926427474287e-07,3.8368348822415536e-10,1.4514032324093987e-05,2.1289522892680604e-09,6.612060732187387e-12,2.380519713011065e-08,4.795912837536612e-06,9.466031536228582e-06,9.858478066662207e-09,2.8098622178299165e-09,0.00018762067275540485,1.7005522350488377e-08,2.260917458410714e-11,1.2604549806754313e-08,8.20974550094284e-08,2.9283727314868507e-07
0.0004712345333273536,0.6104442665416263,4.167000240644613e-05,3.2885776300619703e-06,3.750618309216846e-05,0.02489058134755582,0.0,0.0,0.003711967158951079,0.0019871780578447945,0.0037478651111082775,0.0002733847985025525,5.35979042975924e-07,1.9179788216317344e-16,2.054930895737706e-12,2.9570063899495095e-09,7.500101722008706e-05,0.0005254252121146298,2.7235391965069818e-08,2.048600163596926e-12,6.1693652254316845e-06,5.447169771714647e-13,4.4991362398319373e-10,5.887924157806975e-06,2.1842858347557668e-07,0.0004316422953410235,4.436986965015518e-10,1.0983081736410901e-05,4.46939077144226e-06,4.034072790720686e-09,5.612556508008449e-09,1.2469847788540863e-11,1.9292761212910535e-08,2.1057619444204766e-07,3.76,0.0,0.730420836362164,0.9803654936414029,0.018464219347940198,0.0009828428484802854,0.11494171467452852,0.12029054682531055,9.899949403486162e-11,2.0044068887442403e-14,0.00012393085623041598,7.098709545962811e-07,5.014160665881167e-05,7.511709771056706e-05,3.3005353854819645e-05,0.03754308890237374,0.006075837505114321,0.00012991292131415315,5.250603629680704e-07,0.002550415899879039,7.59973699800185e-06,4.514404178119001e-07,8.128977323498744e-06,1.4221134027190892e-05,9.132633236736155e-07,4.416482107993129e-07,0.0001459069830822384,2.852272929579675e-05,0.00015367359770325647,1.2144762017018415e-07,7.016159674391116e-06,0.0007412464848094197,4.499017880382436e-12,3.203666248724818e-05,1.1502427209273272e-07,7.208848141250749e-07,2.3247427745577266e-12,1.0366424941586707e-08,2.6775653018768476e-10,1.1192187890681319e-07,2.0998158234710103e-13,1.7110615340165962e-09,1.7536331514850223e-13,3.05711000373372e-07,1.3706403441512447e-14,6.363584891657427e-13,1.9210765325752532e-10,0.00023440790015719047,2.1262165761267164e-11,0.0002180361755581083,7.734900687321967e-06,2.9498140927706538e-08,2.6465221549207706e-14,0.0001809186956164705,4.320026211513947e-13,2.497699476808069e-07,3.8550603518486826e-10,1.4608269355807029e-05,2.140149547572278e-09,6.706318898248308e-12,2.3934742828667194e-08,4.821121302989008e-06,9.598427815656558e-06,1.0009586433036512e-08,2.824064346962486e-09,0.00018888847903419654,1.7116696625680053e-08,2.2756988044602946e-11,1.2750577577844534e-08,8.305007972199999e-08,2.967341824384719e-07
0.0004721821278199149,0.6104887256061194,4.183740196073612e-05,3.3094456616612693e-06,3.772033188999835e-05,0.025021299748375657,0.0,0.0,0.0037223135963331544,0.0019993627708094143,0.0037782033791203527,0.00027675565022640104,5.426469825578162e-07,1.952368176064839e-16,2.081903677341862e-12,2.9835673517450685e-09,7.542513450761959e-05,0.000530618286058042,2.764346277172589e-08,2.0710599134586876e-12,6.200145175274078e-06,5.507695933552249e-13,4.5482301616461284e-10,5.958076638892272e-06,2.2025528789079932e-07,0.0004357835679111992,4.503608489096926e-10,1.1121344499353365e-05,4.527524930554061e-06,4.096878125429411e-09,5.683143353186574e-09,1.260612985197702e-11,1.9453207805425268e-08,2.1250815057686343e-07,3.76,0.0,0.7299399781674468,0.980239007485063,0.018595553543102623,0.0009901915388240128,0.11512475197522638,0.12051732228472278,9.915715734226785e-11,2.010407959850858e-14,0.00012391486678324648,7.149955368181158e-07,5.0488346621341007e-05,7.54476332565558e-05,3.316840764388408e-05,0.037759644639743996,0.006106818638895588,0.00013056983487347065,5.287066491212016e-07,0.0025663461902977326,7.641489972506204e-06,4.5568582406463996e-07,8.173752277473226e-06,1.4343255297613944e-05,9.235825688960341e-07,4.4621477182609357e-07,0.00014752699471297582,2.8839419365439266e-05,0.00015470980466056756,1.2195746782584935e-07,7.09173457814901e-06,0.0007493295699021662,4.542842307741299e-12,3.2246952250805677e-05,1.157559773333692e-07,7.287434499655012e-07,2.3500841457623735e-12,1.0531905115430974e-08,2.720448292307696e-10,1.133368154774197e-07,2.1227044337844302e-13,1.7294202838401242e-09,1.7690353516187083e-13,3.0827460660895965e-07,1.382678003915992e-14,6.432110389112943e-13,1.9308728154120474e-10,0.00023665583559363232,2.1430492608405203e-11,0.00022073462083071254,7.824678984063587e-06,2.983449394855674e-08,2.6673933573034854e-14,0.0001823588554392741,4.3658462655823767e-13,2.5100390709274216e-07,3.873325490415626e-10,1.4703021844015572e-05,2.1513733233154417e-09,6.801858370455497e-12,2.4064728627087737e-08,4.846403976793804e-06,9.732723474005223e-06,1.0163010851469795e-08,2.8383016105304936e-09,0.00019016323912480172,1.7228611195006175e-08,2.2905785199300763e-11,1.2897979402947168e-08,8.401169487705698e-08,3.006777151048358e-07
0.0004731297223124762,0.6105332647662132,4.200488406235826e-05,3.3304059482867476e-06,3.793513781002925e-05,0.02515244432777449,0.0,0.0,0.00373265782251922,0.0020115919126539707,0.003808771057217916,0.0002801628692139388,5.493843744844197e-07,1.9854089005251812e-16,2.1091690322971485e-12,3.010316502602913e-09,7.585042793116781e-05,0.0005358515737594939,2.805690469832051e-08,2.0937401630599544e-12,6.2310791697493485e-06,5.568943164990717e-13,4.5977248644409575e-10,6.028931445969235e-06,2.220918261329615e-07,0.00043995830714236965,4.5711996030086404e-10,1.12611254829186e-05,4.586283135910664e-06,4.1605400283810505e-09,5.754493853929512e-09,1.2743707113222418e-11,1.9614698889996123e-08,2.1445532355409711e-07,3.76,0.0,0.7294581290773046,0.9801117912736071,0.018727658060021492,0.0009975824092572749,0.1153074518585937,0.12074406722728313,9.931453014415621e-11,2.0164303302003193e-14,0.0001238987850478244,7.201433683418788e-07,5.083643147522589e-05,7.577850386583068e-05,3.33318280726223e-05,0.037977063609632704,0.0061378833287176,0.0001312287032900471,5.323684502729214e-07,0.002582370320480048,7.683326173612641e-06,4.599645803223918e-07,8.218617176018774e-06,1.4466179796851435e-05,9.339956675051262e-07,4.5081670155331994e-07,0.0001491634222148657,2.9158899751433363e-05,0.00015575321179830902,1.224675383274001e-07,7.1681548374164215e-06,0.0007574947586846697,4.58702581492301e-12,3.245797887039616e-05,1.1648992438687279e-07,7.366687659513372e-07,2.37564051398247e-12,1.0699614353409991e-08,2.763914969462021e-10,1.1476777773381136e-07,2.1457872181098334e-13,1.747932682244377e-09,1.78454119654043e-13,3.1085415772624245e-07,1.3947966622826976e-14,6.501402386776568e-13,1.940695525363309e-10,0.0002389212885178065,2.159971453363363e-11,0.00022346253591431676,7.915326018288417e-06,3.0173995079976425e-08,2.6883820636898248e-14,0.00018381139715806057,4.412084267074943e-13,2.5224112903383447e-07,3.891630000716015e-10,1.4798292566915247e-05,2.1626233586658836e-09,6.8986957900367106e-12,2.4195153818021104e-08,4.87176057906695e-06,9.868943990506192e-06,1.0318786705890468e-08,2.8525737731424292e-09,0.00019144498142362442,1.7341269235511713e-08,2.305557025868281e-11,1.304676284041829e-08,8.498235029967361e-08,3.0466833875927747e-07
0.0004740773168050375,0.6105778840887637,4.217244363669601e-05,3.3514584316283283e-06,3.815059681057836e-05,0.025284014279154735,0.0,0.0,0.003742999623320466,0.002023865357456337,0.003839569570928508,0.0002836067637811767,5.561917168232576e-07,2.0192061077829766e-16,2.1367307392139683e-12,3.03725451511961e-09,7.62768902652787e-05,0.0005411252430670272,2.847577460362239e-08,2.1166428365865335e-12,6.262168350843558e-06,5.63091941729469e-13,4.6476216098989145e-10,6.100493492232509e-06,2.2393818732713955e-07,0.0004441667061909554,4.6397726134171335e-10,1.1402437207661378e-05,4.645669989780393e-06,4.225067653607359e-09,5.8266141597589884e-09,1.2882588634064936e-11,1.9777238176090045e-08,2.1641781191556456e-07,3.76,0.0,0.7289752887159713,0.979983842207802,0.01886053549961595,0.0010050155734454172,0.11548981324240348,0.12097078204540822,9.947161150885809e-11,2.0224740665036435e-14,0.0001238826106702908,7.253143950125662e-07,5.118585493275648e-05,7.610969878822436e-05,3.3495611480322056e-05,0.03819534553284967,0.006169031130314244,0.00013188950886124331,5.360457284932597e-07,0.002598488505862066,7.72524442514234e-06,4.642768727971178e-07,8.263570762893266e-06,1.4589909314859892e-05,9.445031171464592e-07,4.5545409898288306e-07,0.00015081638909990194,2.9481183959903962e-05,0.00015680385426308506,1.2297781222163677e-07,7.245429893696498e-06,0.0007657427636384781,4.6315704607821075e-12,3.2669738286319797e-05,1.1722609483755542e-07,7.44661038313187e-07,2.4014127695701622e-12,1.0869574068985898e-08,2.8079711202202186e-10,1.1621491230705475e-07,2.1690649803907357e-13,1.7665993559030972e-09,1.8001509976017003e-13,3.134496743015387e-07,1.4069965599741498e-14,6.5714694555444e-13,1.9505445220160726e-10,0.00024120434872765102,2.176983113933021e-11,0.00022622017207669714,8.006847467309196e-06,3.0516662991294556e-08,2.709488274710206e-14,0.00018527640415466997,4.458742764391072e-13,2.534815998784081e-07,3.909973583103621e-10,1.4894084319487903e-05,2.1738993948101306e-09,6.996848029617746e-12,2.4326017677362657e-08,4.8971908260134355e-06,1.0007115117533035e-05,1.0476949909276636e-08,2.8668805968776535e-09,0.00019273373435448724,1.745467390428064e-08,2.3206347406756245e-11,1.3196935761814684e-08,8.596209792593442e-08,3.087065242152616e-07
0.0004750249112975988,0.6106225836378889,4.234007559907127e-05,3.372603033693817e-06,3.836670480846889e-05,0.025416008775948344,0.0,0.0,0.0037533387842268746,0.0020361829760066966,0.00387060034950581,0.00028708764357140797,5.630695037131035e-07,2.055885033310818e-16,2.164587490489959e-12,3.0643813201067235e-09,7.670451421664145e-05,0.0005464394607645475,2.8900129713015135e-08,2.139769775800881e-12,6.293413867404848e-06,5.693632840123036e-13,4.697921604392626e-10,6.172767693883637e-06,2.2579435991555735e-07,0.000448408958298853,4.709339941941176e-10,1.1545292229721392e-05,4.705690098232177e-06,4.290470204203045e-09,5.899510557045581e-09,1.3022783529652751e-11,1.994082935712632e-08,2.1839571467758754e-07,3.76,0.0,0.7284914567475098,0.9798551574952442,0.018994188450397832,0.0010124911441263744,0.11567183504748688,0.12119746713322045,9.962840050733447e-11,2.0285392745250422e-14,0.0001238663432976495,7.305085737058509e-07,5.153661056506785e-05,7.644120723667187e-05,3.365975417417749e-05,0.03841449009105046,0.006200261593341752,0.00013255223369172559,5.397384449766885e-07,0.0026147009580385063,7.76724354219227e-06,4.6862288783892077e-07,8.308611772634129e-06,1.4714445599053373e-05,9.551054148609824e-07,4.6012706104565244e-07,0.00015248601903385638,2.980628540415371e-05,0.00015786176708246696,1.2348827001193798e-07,7.323569277844717e-06,0.0007740743011143914,4.67647830466623e-12,3.2882226372988335e-05,1.1796447002727354e-07,7.527205402801623e-07,2.4274017931874598e-12,1.104180570222177e-08,2.852622540328691e-10,1.1767836656179618e-07,2.192538515813924e-13,1.7854209226429587e-09,1.8158650548640462e-13,3.160611758319774e-07,1.4192779262534194e-14,6.642320247799963e-13,1.9604196630356304e-10,0.00024350510592743144,2.194084197020014e-11,0.00022900778158127454,8.099249003407708e-06,3.086251631160981e-08,2.7307119772229187e-14,0.00018675395988288556,4.5058243026202164e-13,2.5472530585171245e-07,3.9283559353704783e-10,1.4990399913491696e-05,2.1852011714976484e-09,7.0963314641674474e-12,2.445731946415266e-08,4.922694429960749e-06,1.014726288199874e-05,1.0637536910944195e-08,2.8812218413403097e-09,0.00019402952636739086,1.756882833785847e-08,2.3358120800058156e-11,1.3348506158040205e-08,8.69509906201624e-08,3.1279274546339207e-07
0.0004759725057901601,0.6106673634750229,4.2507774850027096e-05,3.3938396793039693e-06,3.858345765196529e-05,0.025548426971553004,0.0,0.0,0.0037636750904078246,0.0020485446358050412,0.003901864825923102,0.00029060581955164794,5.700182260100218e-07,2.090339198180071e-16,2.1927412398332896e-12,3.0916980142916074e-09,7.713329242342508e-05,0.000551794392570513,2.9330027624495e-08,2.1631229350435533e-12,6.3248168751791995e-06,5.757091772583698e-13,4.748625997604058e-10,6.245758970066662e-06,2.2766033162608922e-07,0.0004526852567922098,4.779914130073149e-10,1.1689703140648988e-05,4.766348071081662e-06,4.3567569327409725e-09,5.973189294779372e-09,1.3164301549497394e-11,2.0105476111085102e-08,2.2038913132984744e-07,3.76,0.0,0.728006632875952,0.9797257343503999,0.01912861948843183,0.001020009233108911,0.11585351619774588,0.1214241228865472,9.978489621250625e-11,2.0346259199790887e-14,0.00012384998257777193,7.357258718116869e-07,5.18886918027391e-05,7.677301834974987e-05,3.382425242839738e-05,0.03863449692665226,0.006231574261365833,0.00013321685969372113,5.43446561212721e-07,0.002631007884756902,7.809322330435002e-06,4.7300281193615356e-07,8.353738929571061e-06,1.483979035436342e-05,9.658030589647504e-07,4.648356826872964e-07,0.00015417243583460425,3.0134217402509182e-05,0.0001589269851663731,1.2399889229048312e-07,7.402582610729776e-06,0.0007824900913302096,4.72175140596837e-12,3.309543893806934e-05,1.1870503105498751e-07,7.608475420945098e-07,2.4536084557685985e-12,1.1216330660503504e-08,2.897875011035826e-10,1.1915828859949354e-07,2.2162086107185027e-13,1.8043979883779537e-09,1.831683560710675e-13,3.1868868077294407e-07,1.4316409142589574e-14,6.713963497557103e-13,1.9703208041613958e-10,0.00024582364972662585,2.21127465304211e-11,0.00023182561768858345,8.192536295054434e-06,3.12115735901968e-08,2.752053518259864e-14,0.00018824414786755073,4.553331420639863e-13,2.559722330303218e-07,3.9467767526142563e-10,1.508724217754215e-05,2.1965284245428437e-09,7.197162980804449e-12,2.4589058420658788e-08,4.948271099369149e-06,1.028941358545034e-05,1.0800584698048886e-08,2.8955972637078222e-09,0.00019533238593820465,1.7683735652282867e-08,2.351089456750124e-11,1.3501481530873101e-08,8.794907800413299e-08,3.1692747967845225e-07
0.0004769201002827214,0.6107122236579802,4.2675536288285834e-05,3.415168301651334e-06,3.880085113037589e-05,0.02568126799720069,0.0,0.0,0.0037740083267131354,0.002060950200694334,0.003933364437181824,0.0002941616041382487,5.770383810206607e-07,2.1254970215700138e-16,2.221197008769502e-12,3.1192053814712132e-09,7.75632174495257e-05,0.0005571902029853744,2.976552630030994e-08,2.1867042999980246e-12,6.3563785374803916e-06,5.821304335805095e-13,4.799735990093524e-10,6.3194722423673465e-06,2.2953608926611997e-07,0.00045699579507066693,4.851507811482054e-10,1.183568256973588e-05,4.827648521563518e-06,4.423937143784769e-09,6.047656545788025e-09,1.330715174012665e-11,2.027118209741561e-08,2.2239816188950268e-07,3.76,0.0,0.7275208168498436,0.9795955699956181,0.019263831175626182,0.0010275699511542603,0.11603485562061151,0.12165074970308548,9.994109770108203e-11,2.0407340658407978e-14,0.00012383352815952754,7.409662281404598e-07,5.224209196404978e-05,7.710512121693687e-05,3.3989102480444645e-05,0.03885536563836009,0.006262968671240434,0.00013388336856955203,5.471700361458589e-07,0.002647409489432476,7.851479588554696e-06,4.774168317178825e-07,8.398950950410532e-06,1.4965945243295926e-05,9.765965398115356e-07,4.6958005616796493e-07,0.00015587576346734886,3.046499317101563e-05,0.00015999954328802896,1.245096593429046e-07,7.4824796133526855e-06,0.0007909908587682313,4.767391822183376e-12,3.330937171876089e-05,1.194477587515758e-07,7.690423104921131e-07,2.480033617053007e-12,1.1393170466599815e-08,2.9437343666774567e-10,1.2065482733158754e-07,2.2400760414017733e-13,1.8235311602096754e-09,1.847606801498935e-13,3.2133220653046215e-07,1.4440857514062903e-14,6.786408030192984e-13,1.980247799010578e-10,0.0002481600696171227,2.2285544219482273e-11,0.00023467393473782747,8.286715006570295e-06,3.156385332968413e-08,2.773512836196407e-14,0.0001897470516998905,4.601266650207251e-13,2.5722236733434305e-07,3.9652357275291004e-10,1.5184613958880916e-05,2.207880888481365e-09,7.299359573746356e-12,2.4721233771733844e-08,4.973920538501629e-06,1.043359383654019e-05,1.0966130867324181e-08,2.9100066184647278e-09,0.00019664234156934086,1.7799398939837213e-08,2.3664672806666977e-11,1.3655869639092339e-08,8.895641125081614e-08,3.211112075698199e-07
